Sample_ID,Source,Collection,Binder_ID,Manufacturer,Origin,Type,Subtype,Apparent_Colour,Details
MTF_MAC_066,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,66,Union Carbide Dynel® Type 180,Man-made,Modacrylic,Unspecified PAN (Modacrylic) Copolymer,N/A,3d. Staple.
MTF_MAC_067,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,67,Waxman Kanecaron® AHD HS,Man-made,Modacrylic,PAN/VA/VC,Green,"Dope dyed, high shrink. Green. FR. PAN + VA + VC. 4.0d."
MTF_MAC_068,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,68,Waxman Kanecaron® RBM,Man-made,Modacrylic,PAN/VA/VC,Black,Flat X-S. Black. PAN + VA + VC. 15.0d. Use: Fake fur.
MTF_MAC_069,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,69,Waxman Kanecaron® SP,Man-made,Modacrylic,PAN/VA/VC,N/A,Semi-dull. PAN + VA + VC. 3.0d. x 64mm.
MTF_MAC_070,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,70,Waxman Kanecaron® SRY,Man-made,Modacrylic,PAN/VA/VC,N/A,Dull. PAN + VA + VC + antimony trioxide. 1.7d x 38 mm.
MTF_MAC_071,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,71,Waxman Kanecaron® SYS,Man-made,Modacrylic,PAN/VA/VC,N/A,"Very dull. PAN + VA + VC + antimony trioxide. 1.7d x 38mm. Uses: Upholstery, curtains."
MTF_MAC_072,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,72,Waxman Kanecaron® SRB,Man-made,Modacrylic,PAN/VC,N/A,Bright. PAN + VC. 5d. x 100mm. Use: Velour upholstery.
MTF_MAC_073,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,73,Waxman Fibers Protex-M®,Man-made,Modacrylic,PAN/VDC,N/A,VDC + antimony trioxide. 3d. x 100mm.
MTF_NYL_074,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,74,Allied Signal Fibers 1392MBH,Man-made,Polyamide,PA 6,N/A,"PA-6. Non-textured feeder yarn. It has not been heatset, twisted or heatset. 1 of 7 in a series of fiber processing techniques."
MTF_NYL_075,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,75,Allied Signal Fibers 1392MBX,Man-made,Polyamide,PA 6,N/A,PA-6. 2-ply cabled yarn. It has not been heatset. 2 of 7 in a series of fiber processing techniques.
MTF_NYL_076,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,76,Allied Signal Fibers,Man-made,Polyamide,PA 6,N/A,PA-6. 2-ply cabled and autoclave heat set yarn. 3 of 7 in a series of fiber processing techniques.
MTF_NYL_077,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,77,Allied Signal Fibers,Man-made,Polyamide,PA 6,N/A,PA-6. Superba heat set 1190d. carpet yarn. No after-treatment. 4 of 7 in a series of fiber processing techniques.
MTF_NYL_078,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,78,Allied Signal Fibers,Man-made,Polyamide,PA 6,Dyed,"PA-6. Superba heat set 1190d. carpet yarn, dyed w/ a typical acid dye. 5 of 7 in a series of fiber processing techniques."
MTF_NYL_079,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,79,Allied Signal Fibers,Man-made,Polyamide,PA 6,Dyed,"PA-6. Superba heat set 1190d. carpet yarn. Dyed, treated w/ stainblocker. 6 of 7 in a series of fiber processing techniques."
MTF_NYL_080,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,80,Allied Signal Fibers,Man-made,Polyamide,PA 6,Dyed,"PA-6. Superba heat set 1190d. carpet yarn. Dyed, treated w/ stainblocker, fluorocarbon process. 7 of 7 in a series of fiber processing techniques."
MTF_NYL_081,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,81,Allied Signal Fibers 1220 MBX,Man-made,Polyamide,PA 6,N/A,PA-6. Trilobal w/ 3 holes. BCF.
MTF_NYL_082,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,82,Allied Signal Fibers Hydrofil®,Man-made,Polyamide,PA 6,N/A,"PA-6. A highly absorbent, quick drying fiber used for outerwear, gloves, hats, activewear."
MTF_NYL_083,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,83,Allied Signal Fibers Patina®,Man-made,Polyamide,PA 6,N/A,PA-6. Pentalobal X-S. 20d./12fils. Use: lingerie. Fabric.
MTF_NYL_084,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,84,Allied Signal Fibers T-280,Man-made,Polyamide,PA 6,N/A,PA-6. Trilobal X-S.
MTF_NYL_085,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,85,Allied Signal Fibers T-288,Man-made,Polyamide,PA 6,N/A,PA-6. Trilobal X-S.
MTF_NYL_086,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,86,Allied Signal Fibers T-716,Man-made,Polyamide,PA 6,N/A,PA-6. Trilobal X-S.
MTF_NYL_087,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,87,BASF,Man-made,Polyamide,PA 6,Red,"PA-6. Trilobal X-S. BASF Automotive Solution Dyed Nylon Staple. Pigments: carbazole red, perylene violet, carbon black."
MTF_NYL_088,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,88,BASF H110S,Man-made,Polyamide,PA 6,Dyed,"PA-6. Solution dyed. Pentagonial: hollow, 6 hole X-S. 17.4dpf. BCF. Multicolor yarn."
MTF_NYL_089,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,89,Du Pont 266AS,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. 1365d. BCF.
MTF_NYL_090,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,90,Du Pont 4250,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. 1340d. BCF.
MTF_NYL_091,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,91,Du Pont 496A,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Square 4 hole X-S. 1245d. BCF.
MTF_NYL_092,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,92,Du Pont 566,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. 1005d. BCF.
MTF_NYL_093,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,93,Du Pont 576,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. 1105d. BCF.
MTF_NYL_094,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,94,Du Pont 608,Man-made,Polyamide,"PA 6,6",N/A,"PA-66. Michelin Man"" trilobal X-S. 1405d. BCF."""
MTF_NYL_095,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,95,Du Pont 696AS,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. 1105d. BCF.
MTF_NYL_096,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,96,Du Pont 746,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. 1700d. BCF.
MTF_NYL_097,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,97,Du Pont Microsupplex™,Man-made,Polyamide,"PA 6,6",Yellow,"PA-66. Microfiber. Dyed yellow. Fabric. Small denier allows for fabrics to be made with twice the wind resistance of standard nylon. Uses: rainwear, sports apparel."
MTF_NYL_098,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,98,Du Pont Options™ Stainmaster™ Yarn,Man-made,Polyamide,"PA 6,6",N/A,PA-66. DuPont color: Prairie. Carpet yarn with mixed X-S. and M.R. Smooth dull luster. Use: mid-high end market carpeting.
MTF_NYL_099,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,99,Du Pont P1136,Man-made,Polyamide,"PA 6,6",N/A,"PA-66. Trilobal jacks"" X-S. 1400d. BCF."""
MTF_NYL_100,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,100,Du Pont P1236,Man-made,Polyamide,"PA 6,6",N/A,"PA-66. Trilobal jacks"" X-S. Semi-dull. 750d. BCF."""
MTF_NYL_101,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,101,Du Pont P1237 Footlights™,Man-made,Polyamide,"PA 6,6",Green,PA-66. Trilobal X-S. w/ variable M.R. Zinc sulfide causes fiber to luminesce green 1295d. BCF.
MTF_NYL_102,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,102,Du Pont P1261,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. 1395d. BCF.
MTF_NYL_103,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,103,Du Pont Qiana® T472,Man-made,Polyamide,Unspecified PA Copolymer,Orange,Special PA. Dyed orange. Trilobal w/ variable M.R. Fabric. Obsolete.
MTF_NYL_104,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,104,ICI Quintesse® T323,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Circular X-S. 3.3dtex. Staple. Outer clothing.
MTF_NYL_105,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,105,ICI Tactel® K000,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. BCF. Trade name now owned by DuPont.
MTF_NYL_106,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,106,Monsanto Marvess®,Man-made,Polyamide,Unspecified PA Copolymer,N/A,PA/PU bicomponent. Staple. Obsolete.
MTF_NYL_107,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,107,Monsanto T0660,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. Staple.
MTF_NYL_108,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,108,Monsanto T0802,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. Mixed denier and M.R. carpet yarn. Staple.
MTF_NYL_109,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,109,Monsanto T0810,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Round X-S. Staple.
MTF_NYL_110,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,110,Monsanto T0811,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. Staple.
MTF_NYL_111,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,111,Monsanto T08DV,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. Staple.
MTF_NYL_112,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,112,Monsanto T1184,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. Staple.
MTF_NYL_113,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,113,Monsanto T1943,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. Staple.
MTF_NYL_114,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,114,Monsanto T19DV,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Delta X-S. Staple.
MTF_NYL_115,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,115,Monsanto T2042,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. Staple.
MTF_NYL_116,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,116,Monsanto T2093,Man-made,Polyamide,"PA 6,6",N/A,PA-66. Trilobal X-S. Staple.
MTF_NYL_117,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,117,Shaw Industries,Man-made,Polyamide,PA 6,Dyed,"PA-6. Colored mauve (solution dyed, i.e., pigmented). Trilobal X-S. 1452d. Yarn (64f.)."
MTF_NYL_118,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,118,Snia Lilion®,Man-made,Polyamide,PA 6,N/A,PA-6. Trilobal X-S. 9.3dtex x 165mm staple.
MTF_NYL_119,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,119,Wellman Inc.,Man-made,Polyamide,"PA 6,6",N/A,"PA-66. Round X-S. Semi-dull. 18dpf. x 5.25"" staple. M.P.=255C (manufacturer's data)."
MTF_NYL_120,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,120,Wellman Inc.,Man-made,Polyamide,"PA 6,6",N/A,"PA-66. Trilobal X-S. BCF. 18dpf. x 7.5"" staple. M.P.=255C (manufacturer's data)."
MTF_OLE_121,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,121,Hercules Inc. T-150,Man-made,Polyolefin,PP,Gray,Polypropylene. Gray. Swollen delta X-S. 20dpf. Hercules tater; called Fiber Visions. Staple.
MTF_OLE_122,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,122,Hoechst Celanese Certran® HMPE,Man-made,Polyolefin,PE,N/A,"High Molecular Weight Polyethylene. High strength, high crystallinity. BCF."
MTF_OLE_123,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,123,Phillips Marvess®,Man-made,Polyolefin,PP,N/A,Polypropylene. White. Delta X-S. 300d. BCF.
MTF_OLE_124,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,124,Phillips Marvess®,Man-made,Polyolefin,PP,Blue,"Polypropylene. Textured. Sample dyed one of the following Phillips colors: E03-Pink, G05-Airway Blue, F00-Bermuda brass, A17-Beige. Round X-S. and M.R. Actual X-S. is polygonal due to the false twist texturing process. BCF."
MTF_OLE_125,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,125,Phillips Marvess®,Man-made,Polyolefin,PP,N/A,Polypropylene. Phillips color: natural. Y modified X-S. 300d. BCF.
MTF_OLE_126,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,126,Shaw Industries,Man-made,Polyolefin,PP,Green,Polypropylene. Solution dyed green. Delta X-S. 1802d. Yarn (120f.).
MTF_OLE_127,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,127,Shaw Industries,Man-made,Polyolefin,PP,N/A,Polypropylene. White. Delta X-S. 2600d. Yarn (120f.).
MTF_OLE_128,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,128,Shaw Industries,Man-made,Polyolefin,PP,Blue,Polypropylene. Solution dyed blue. Delta X-S. 1100d. Yarn (60f.).
MTF_PBI_129,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,129,Hoechst Celanese Polybenzimidazole,Man-made,PBI,PBI,N/A,Gold color. Fabric. 1.5dpf. 7.5oz/yd². High performance fiber will maintain integrity and pliability under heat and flame.
MTF_PAC_130,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,130,Courtaulds Inidex®,Man-made,Polyacrylate,Polyacrylate,Pink,Polyacrylate. Pink. Staple. Industrial fiber.
MTF_PAC_131,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,131,Hoechst Celanese Vectran® HS,Man-made,Polyacrylate,Polyacrylate,N/A,Liquid crystal polymer. High birefringence due to aromatic groups. BCF.
MTF_PES_132,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,132,Albany International Primaloft®,Man-made,Polyester,PET,N/A,"PET-microfiber. Mixture of microfibers (0.5d.) and supporting macrofibers. Used as water resistant synthetic down (similar to waterfowl down). Used as insulating material in comforters, parkas, sleeping bags."
MTF_PES_133,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,133,Allied Signal Fibers Poly(ethylene naphthalenate),Man-made,Polyester,PET,N/A,"Drawn PEN. Cricular X-S. BCF. Used for tires, sailcloth."
MTF_PES_134,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,134,Asahi Chemical Co. Nonbur® N90 (MAC),Man-made,Polyester,PET,N/A,VDC + aromatic sulphonate dye site. Staple.
MTF_PES_135,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,135,Bayer Vestan® 16,Man-made,Polyester,PET,N/A,PCDT. Staple.
MTF_PES_136,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,136,Du Pont CoolMax®,Man-made,Polyester,PET,N/A,"White. Tetra-channel X-S. 100% Dacron®. Yarn. Uses: athletic wear, socks."
MTF_PES_137,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,137,Du Pont Dacron® 242,Man-made,Polyester,PET,N/A,Normal PET. Elongated 35%. Octalobal X-S. Semi-dull. BCF.
MTF_PES_138,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,138,Du Pont Dacron® 50T,Man-made,Polyester,PET,N/A,Normal PET. Draw elongated 123%. Round X-S. Semi-dull. BCF.
MTF_PES_139,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,139,Du Pont Dacron® 56T,Man-made,Polyester,PET,N/A,Normal PET. Polygonal X-S. due to texturing process. POY. BCF.
MTF_PES_140,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,140,Du Pont Hollofil #76,Man-made,Polyester,PET,N/A,Not dyeable. 100% Dacron PET fiber. Hollow X-S. Staple. Diameter larger than Hollofil II. Fiber fluoresces with UV excitation.
MTF_PES_141,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,141,Du Pont Hollofil 808®,Man-made,Polyester,PET,N/A,"4 hole X-S. 5.5d. x 2"" staple. Made from 100% pre-consumer recycled PET. Uses: outerwear and sleeping bags."
MTF_PES_142,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,142,Du Pont Hollofil II®,Man-made,Polyester,PET,N/A,"Not dyeable. Hollow X-S. Staple. 100% Dacron PET fiber. Fiber fluoresces. Uses: outerwear, sleeping bags."
MTF_PES_143,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,143,Du Pont Quallofil®,Man-made,Polyester,PET,N/A,"4 hole X-S. 5.5d. x 3"" staple. Used for high performance camping and outerwear."
MTF_PES_144,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,144,Enka Encron®,Man-made,Polyester,PET,N/A,Pyloc process. Texturized. Semi-dull. BCF.
MTF_PES_145,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,145,Enka Encron® 8,Man-made,Polyester,PET,N/A,Pyloc process. Octalobal X-S. BCF.
MTF_PES_146,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,146,Fiber Extrusion F931,Man-made,Polyester,PET,N/A,"Clear. 6d. x 2"" staple."
MTF_PES_147,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,147,Fiber Extrusion F935,Man-made,Polyester,PET,Black,"Black. 6d. x 3"" staple."
MTF_PES_148,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,148,Fiber Extrusion F939,Man-made,Polyester,PET,N/A,"Semi-dull. 6d. x 3"" staple."
MTF_PES_149,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,149,Grilon SA Grilene® W,Man-made,Polyester,PET,N/A,Normal PET. Raw white. Bright. 17dtex x 80mm staple. Wool type.
MTF_PES_150,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,150,Grilon SA Grilene® W,Man-made,Polyester,PET,N/A,Normal PET. Raw white. Semi-dull. 4.4dtex. Staple.
MTF_PES_151,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,151,Hoechst Trevira® 120,Man-made,Polyester,PET,N/A,"Standard PET. Bright + Optical brightener. 1.2d. x 30mm staple. Uses: clothing and household fabrics, mixed with cotton."
MTF_PES_152,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,152,Hoechst Trevira® 210,Man-made,Polyester,PET,N/A,Carrier free deep dyeable. 3.6dtex. Staple. Modified wool type.
MTF_PES_153,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,153,Hoechst Trevira® 350,Man-made,Polyester,PET,N/A,"Modified PET. Staple. Low pill, low tenacity. Used in blends."
MTF_PES_154,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,154,Hoechst Trevira® 353,Man-made,Polyester,PET,N/A,Normal PES. Trilobal X-S. Bright. 4dtex x 60mm staple. Used in blends for glitter effect.
MTF_PES_155,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,155,Hoechst Trevira® 525,Man-made,Polyester,PET,Brown,Special type PET (100%) from dull raw material. Dyed brown. Matt. Octalobal X-S. 167dtex. Used as wrap yarn.
MTF_PES_156,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,156,Hoechst Trevira® 550,Man-made,Polyester,PET,N/A,"Modified PET, high shrink. Dull. 3.6dtex. Staple. Low M.P."
MTF_PES_157,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,157,Hoechst Trevira® 561,Man-made,Polyester,PET,Red,"Normal PET. Jet Set. Dyed red. Trilobal X-S. 150dtex./72. Fabric. Used as an effect yarn, w/ viscose effects."
MTF_PES_158,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,158,Hoechst Trevira® 561,Man-made,Polyester,PET,Red,Jet set. Dyed red. 110dtex. Yarn(48f).
MTF_PES_159,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,159,Hoechst Trevira® 610,Man-made,Polyester,PET,N/A,"Standard type, matt."
MTF_PES_160,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,160,Hoechst Trevira® 630,Man-made,Polyester,PET,N/A,Modified PET. Disperse dyeable. Dull. 150dtex. Low M.P. Z twist yarn(20).
MTF_PES_161,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,161,Hoechst Trevira® 640,Man-made,Polyester,PET,N/A,Modified PET. Yarn. Cationic dyeable. Low M.P.
MTF_PES_162,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,162,Hoechst Trevira® 661,Man-made,Polyester,PET,Red,Normal PET. Dyed red. Yarn.
MTF_PES_163,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,163,Hoechst Trevira® 684,Man-made,Polyester,PET,N/A,Normal PES. Cotton type. Yarn.
MTF_PES_164,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,164,Hoechst Trevira® 810,Man-made,Polyester,PET,N/A,PBT. 17dtex x 150mm staple.
MTF_PES_165,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,165,Hoechst Trevira® 813,Man-made,Polyester,PET,N/A,PBT. Trilobal X-S. 6.7d. x 150mm staple. Use: carpet fiber.
MTF_PES_166,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,166,Hoechst Trevira Dolan®,Man-made,Polyester,PET,Blue,Normal PET. Texturized. Blue dyed. Yarn.
MTF_PES_167,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,167,Hoechst Celanese #2359 - Bicomponent,Man-made,Polyester,PET,N/A,"Polyester core, co-polyester sheath. 2.0d. x 1.5"" staple."
MTF_PES_168,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,168,Hoechst Celanese T295,Man-made,Polyester,PET,N/A,Pentalobal. 6.0d. Staple.
MTF_PES_169,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,169,ICI Mitrelle® K1010,Man-made,Polyester,PET,N/A,Normal PET. Filament.
MTF_PES_170,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,170,ICI Mitrelle® silk fabric,Man-made,Polyester,PET,Purple,Normal PET. Dyed purple. Yarn.
MTF_PES_171,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,171,ICI Terinda® Suede Fabric,Man-made,Polyester,PET,Red,Normal PET. Dyed red. Fabric.
MTF_PES_172,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,172,ICI Terinda® T5001,Man-made,Polyester,PET,N/A,Normal PET. Filament.
MTF_NYL_173,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,173,ICI Timbrelle®,Man-made,Polyamide,Unspecified PA Copolymer,Dyed,Mélange dyed. Use: carpet fiber.
MTF_PES_174,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,174,ICI Fibers Epitropic® PET Type 745,Man-made,Polyester,PET,N/A,Conductive fiber. Carbon coated. 3.3dtex x 75mm staple. Obsolete.
MTF_PES_175,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,175,Shaw Industries,Man-made,Polyester,PET,N/A,Grlege. 1455d. Yarn (80f.).
MTF_PES_176,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,176,Shaw Industries,Man-made,Polyester,PET,Beige,Beige. 1460d. Yarn (80f.).
MTF_PES_177,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,177,Snia Wistel® C,Man-made,Polyester,PET,N/A,Normal PET. 13.2dtex x 60mm staple.
MTF_PES_178,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,178,Snia Wistel® S,Man-made,Polyester,PET,N/A,Normal PET. 13.2dtex x 60mm staple.
MTF_PES_179,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,179,Unitika A-Telluna®,Man-made,Polyester,PET,N/A,Copolymer terephthalic acid + ethylene glycol + p-hydroxybenzoic acid. Staple.
MTF_PES_180,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,180,Unitika H 38,Man-made,Polyester,PET,N/A,Conjugate: 2 types of PES. Hollow X-S. Staple for wadding.
MTF_PES_181,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,181,Unitika P 68,Man-made,Polyester,PET,N/A,Conjugate: 2 types of PES. Trilobal X-S. Staple. Use: carpet fiber.
MTF_PES_182,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,182,Wellman Heplalobal,Man-made,Polyester,PET,N/A,Heptalobal X-S. POY. BCF.
MTF_PES_183,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,183,Wellman PET,Man-made,Polyester,PET,N/A,Recycled polyester. Use: carpet fiber.
MTF_PES_184,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,184,Wellman Inc.,Man-made,Polyester,PET,N/A,Non-carrier dye. Bright. Trilobal X-S. 12dpf. Staple.
MTF_PES_185,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,185,Wellman Inc.,Man-made,Polyester,PET,N/A,"Bright. Triolbabl X-S. 15dpf. x 7.5"" staple. M.P.=250C (manufacturer's data)."
MTF_RAY_186,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,186,Acordis Fibers Danufil® F,Man-made,Regenerated cellulose,Unspecified Regenerated Cellulose Polymer,Black,Black spun dyed. Bright. 1.7dtex x 40mm staple.
MTF_LYO_187,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,187,Courtaulds Tencel®,Man-made,Regenerated cellulose,Lyocell,N/A,This fiber is a regenerated cellulose. Samples were prepared by deknitting denim fabric.
MTF_RAY_188,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,188,Courtaulds Fibro® HS,Man-made,Regenerated cellulose,Unspecified Regenerated Cellulose Polymer,Bleached,High shrink. Bleached. Dull. 1.5dtex x 38mm staple.
MTF_RAY_189,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,189,Courtaulds Sarille® DV,Man-made,Regenerated cellulose,Unspecified Regenerated Cellulose Polymer,N/A,Flame retardant. Dull. 2.4dtex x 32mm staple.
MTF_RAY_190,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,190,Courtaulds Vincel® Modal,Man-made,Regenerated cellulose,Modal,N/A,Modal. Bright. 1.7dtex x 38mm staple.
MTF_RAY_191,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,191,FMC American Fiber 40 SN 2556,Man-made,Regenerated cellulose,Unspecified Regenerated Cellulose Polymer,N/A,High wet modulus. Rounded X-S. 1.5d. Staple.
MTF_RAY_192,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,192,FMC American Fiber 410 SN 2452,Man-made,Regenerated cellulose,Unspecified Regenerated Cellulose Polymer,Black,"Spun dyed black. 1.5 d. x 1 9/16"" staple."
MTF_RAY_193,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,193,FMC American Fiber 43,Man-made,Regenerated cellulose,Unspecified Regenerated Cellulose Polymer,N/A,"High wet modulus. Round X-S. Bright. 1.0d. x 1 9/16"" staple."
MTF_RAY_194,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,194,FMC American PFR Rayon,Man-made,Regenerated cellulose,Unspecified Regenerated Cellulose Polymer,N/A,"Flame retardant. 3.0d. x 2"" staple."
