Pipeline,Composite Score,Fisher Ratio,Silhouette Score,Davies-Bouldin,PC1+PC2 Var (%)
Poly+SNV,0.8270407320337014,5.9880037729737055,0.33735371656942165,1.3151745777705526,72.088405796995
ALS+L2,0.8258809277898108,5.697600494366728,0.3830171958948308,1.2555556212822867,69.53561145493777
ALS+SNV,0.8023628202349431,5.516464430478699,0.3872740796552534,1.2861456099258723,68.7359218143835
