Created as New Dataset,Forensic, 51
cm-1,%T
4000.00,93.36
3999.00,93.35
3998.00,93.34
3997.00,93.36
3996.00,93.38
3995.00,93.39
3994.00,93.39
3993.00,93.37
3992.00,93.34
3991.00,93.32
3990.00,93.31
3989.00,93.31
3988.00,93.33
3987.00,93.35
3986.00,93.35
3985.00,93.35
3984.00,93.35
3983.00,93.34
3982.00,93.33
3981.00,93.33
3980.00,93.32
3979.00,93.31
3978.00,93.31
3977.00,93.32
3976.00,93.34
3975.00,93.36
3974.00,93.37
3973.00,93.37
3972.00,93.36
3971.00,93.35
3970.00,93.35
3969.00,93.35
3968.00,93.36
3967.00,93.37
3966.00,93.37
3965.00,93.37
3964.00,93.37
3963.00,93.37
3962.00,93.37
3961.00,93.37
3960.00,93.37
3959.00,93.36
3958.00,93.36
3957.00,93.36
3956.00,93.37
3955.00,93.37
3954.00,93.38
3953.00,93.39
3952.00,93.41
3951.00,93.43
3950.00,93.44
3949.00,93.44
3948.00,93.43
3947.00,93.43
3946.00,93.43
3945.00,93.44
3944.00,93.45
3943.00,93.45
3942.00,93.45
3941.00,93.47
3940.00,93.48
3939.00,93.48
3938.00,93.47
3937.00,93.44
3936.00,93.42
3935.00,93.41
3934.00,93.41
3933.00,93.42
3932.00,93.42
3931.00,93.42
3930.00,93.41
3929.00,93.40
3928.00,93.39
3927.00,93.38
3926.00,93.38
3925.00,93.37
3924.00,93.38
3923.00,93.39
3922.00,93.40
3921.00,93.41
3920.00,93.42
3919.00,93.44
3918.00,93.45
3917.00,93.46
3916.00,93.46
3915.00,93.47
3914.00,93.47
3913.00,93.47
3912.00,93.48
3911.00,93.49
3910.00,93.51
3909.00,93.53
3908.00,93.53
3907.00,93.52
3906.00,93.51
3905.00,93.51
3904.00,93.53
3903.00,93.57
3902.00,93.61
3901.00,93.61
3900.00,93.59
3899.00,93.57
3898.00,93.55
3897.00,93.55
3896.00,93.54
3895.00,93.53
3894.00,93.52
3893.00,93.53
3892.00,93.52
3891.00,93.52
3890.00,93.52
3889.00,93.53
3888.00,93.54
3887.00,93.53
3886.00,93.52
3885.00,93.51
3884.00,93.52
3883.00,93.53
3882.00,93.54
3881.00,93.53
3880.00,93.52
3879.00,93.52
3878.00,93.51
3877.00,93.51
3876.00,93.49
3875.00,93.46
3874.00,93.44
3873.00,93.44
3872.00,93.44
3871.00,93.45
3870.00,93.46
3869.00,93.50
3868.00,93.55
3867.00,93.58
3866.00,93.57
3865.00,93.55
3864.00,93.54
3863.00,93.55
3862.00,93.56
3861.00,93.57
3860.00,93.57
3859.00,93.57
3858.00,93.57
3857.00,93.58
3856.00,93.59
3855.00,93.59
3854.00,93.57
3853.00,93.53
3852.00,93.52
3851.00,93.52
3850.00,93.52
3849.00,93.51
3848.00,93.50
3847.00,93.50
3846.00,93.51
3845.00,93.51
3844.00,93.52
3843.00,93.52
3842.00,93.53
3841.00,93.53
3840.00,93.54
3839.00,93.54
3838.00,93.54
3837.00,93.54
3836.00,93.54
3835.00,93.54
3834.00,93.54
3833.00,93.53
3832.00,93.53
3831.00,93.52
3830.00,93.53
3829.00,93.53
3828.00,93.53
3827.00,93.51
3826.00,93.49
3825.00,93.49
3824.00,93.50
3823.00,93.51
3822.00,93.51
3821.00,93.51
3820.00,93.52
3819.00,93.53
3818.00,93.50
3817.00,93.45
3816.00,93.41
3815.00,93.42
3814.00,93.45
3813.00,93.46
3812.00,93.45
3811.00,93.43
3810.00,93.42
3809.00,93.41
3808.00,93.39
3807.00,93.37
3806.00,93.38
3805.00,93.41
3804.00,93.43
3803.00,93.42
3802.00,93.40
3801.00,93.40
3800.00,93.42
3799.00,93.44
3798.00,93.44
3797.00,93.43
3796.00,93.43
3795.00,93.46
3794.00,93.49
3793.00,93.51
3792.00,93.51
3791.00,93.49
3790.00,93.48
3789.00,93.46
3788.00,93.45
3787.00,93.45
3786.00,93.44
3785.00,93.45
3784.00,93.45
3783.00,93.46
3782.00,93.46
3781.00,93.44
