Created as New Dataset,Natural, 7.3.
cm-1,%T
3648.00,97.31
3647.00,97.28
3646.00,97.26
3645.00,97.24
3644.00,97.21
3643.00,97.18
3642.00,97.14
3641.00,97.11
3640.00,97.09
3639.00,97.07
3638.00,97.03
3637.00,96.99
3636.00,96.95
3635.00,96.90
3634.00,96.87
3633.00,96.87
3632.00,96.87
3631.00,96.87
3630.00,96.83
3629.00,96.79
3628.00,96.78
3627.00,96.78
3626.00,96.75
3625.00,96.70
3624.00,96.64
3623.00,96.59
3622.00,96.57
3621.00,96.57
3620.00,96.58
3619.00,96.59
3618.00,96.58
3617.00,96.55
3616.00,96.50
3615.00,96.44
3614.00,96.39
3613.00,96.36
3612.00,96.34
3611.00,96.33
3610.00,96.32
3609.00,96.32
3608.00,96.31
3607.00,96.29
3606.00,96.24
3605.00,96.19
3604.00,96.13
3603.00,96.10
3602.00,96.08
3601.00,96.06
3600.00,96.03
3599.00,95.99
3598.00,95.95
3597.00,95.91
3596.00,95.88
3595.00,95.86
3594.00,95.85
3593.00,95.84
3592.00,95.82
3591.00,95.80
3590.00,95.79
3589.00,95.77
3588.00,95.73
3587.00,95.69
3586.00,95.65
3585.00,95.61
3584.00,95.59
3583.00,95.56
3582.00,95.52
3581.00,95.48
3580.00,95.44
3579.00,95.40
3578.00,95.36
3577.00,95.32
3576.00,95.29
3575.00,95.25
3574.00,95.22
3573.00,95.20
3572.00,95.19
3571.00,95.18
3570.00,95.15
3569.00,95.11
3568.00,95.06
3567.00,95.00
3566.00,94.95
3565.00,94.91
3564.00,94.87
3563.00,94.84
3562.00,94.81
3561.00,94.77
3560.00,94.72
3559.00,94.69
3558.00,94.66
3557.00,94.64
3556.00,94.61
3555.00,94.59
3554.00,94.57
3553.00,94.54
3552.00,94.51
3551.00,94.46
3550.00,94.41
3549.00,94.37
3548.00,94.35
3547.00,94.33
3546.00,94.32
3545.00,94.32
3544.00,94.30
3543.00,94.27
3542.00,94.22
3541.00,94.16
3540.00,94.10
3539.00,94.06
3538.00,94.02
3537.00,93.99
3536.00,93.96
3535.00,93.94
3534.00,93.91
3533.00,93.89
3532.00,93.87
3531.00,93.86
3530.00,93.85
3529.00,93.83
3528.00,93.80
3527.00,93.76
3526.00,93.73
3525.00,93.71
3524.00,93.71
3523.00,93.71
3522.00,93.69
3521.00,93.64
3520.00,93.59
3519.00,93.55
3518.00,93.54
3517.00,93.54
3516.00,93.53
3515.00,93.51
3514.00,93.47
3513.00,93.43
3512.00,93.39
3511.00,93.36
3510.00,93.33
3509.00,93.30
3508.00,93.26
3507.00,93.22
3506.00,93.18
3505.00,93.15
3504.00,93.13
3503.00,93.09
3502.00,93.06
3501.00,93.03
3500.00,93.00
3499.00,92.98
3498.00,92.96
3497.00,92.92
3496.00,92.88
3495.00,92.84
3494.00,92.80
3493.00,92.76
3492.00,92.72
3491.00,92.69
3490.00,92.68
3489.00,92.66
3488.00,92.65
3487.00,92.63
3486.00,92.60
3485.00,92.56
3484.00,92.53
3483.00,92.50
3482.00,92.49
3481.00,92.48
3480.00,92.46
3479.00,92.42
3478.00,92.38
3477.00,92.34
3476.00,92.31
3475.00,92.30
3474.00,92.29
3473.00,92.28
3472.00,92.25
3471.00,92.22
3470.00,92.20
3469.00,92.18
3468.00,92.16
3467.00,92.14
3466.00,92.11
3465.00,92.07
3464.00,92.05
3463.00,92.02
3462.00,91.99
3461.00,91.96
3460.00,91.93
3459.00,91.90
3458.00,91.88
3457.00,91.85
3456.00,91.83
3455.00,91.81
3454.00,91.80
3453.00,91.80
3452.00,91.79
3451.00,91.77
3450.00,91.75
3449.00,91.72
3448.00,91.68
3447.00,91.65
3446.00,91.62
3445.00,91.60
3444.00,91.58
3443.00,91.55
3442.00,91.53
3441.00,91.51
3440.00,91.49
3439.00,91.46
3438.00,91.44
3437.00,91.41
3436.00,91.38
3435.00,91.34
3434.00,91.31
3433.00,91.27
3432.00,91.23
3431.00,91.20
3430.00,91.18
3429.00,91.15
3428.00,91.12
3427.00,91.09
3426.00,91.05
3425.00,91.02
3424.00,90.98
3423.00,90.94
3422.00,90.91
3421.00,90.89
3420.00,90.88
3419.00,90.87
3418.00,90.86
3417.00,90.85
3416.00,90.83
3415.00,90.81
3414.00,90.78
3413.00,90.74
3412.00,90.70
3411.00,90.66
3410.00,90.61
3409.00,90.56
3408.00,90.50
3407.00,90.46
3406.00,90.43
3405.00,90.40
3404.00,90.38
3403.00,90.36
3402.00,90.33
3401.00,90.30
3400.00,90.27
3399.00,90.25
3398.00,90.23
3397.00,90.22
3396.00,90.20
3395.00,90.17
3394.00,90.15
3393.00,90.14
3392.00,90.12
3391.00,90.10
3390.00,90.07
3389.00,90.04
3388.00,90.01
3387.00,89.99
3386.00,89.97
3385.00,89.94
3384.00,89.91
3383.00,89.87
3382.00,89.83
3381.00,89.78
3380.00,89.74
3379.00,89.71
3378.00,89.68
3377.00,89.66
3376.00,89.63
3375.00,89.60
3374.00,89.58
3373.00,89.56
3372.00,89.55
3371.00,89.53
3370.00,89.49
3369.00,89.45
3368.00,89.41
3367.00,89.37
3366.00,89.34
3365.00,89.32
3364.00,89.29
3363.00,89.25
3362.00,89.20
3361.00,89.15
3360.00,89.10
3359.00,89.06
3358.00,89.04
3357.00,89.02
3356.00,89.00
3355.00,88.96
3354.00,88.93
3353.00,88.91
3352.00,88.90
3351.00,88.89
3350.00,88.86
3349.00,88.80
3348.00,88.73
3347.00,88.65
3346.00,88.60
3345.00,88.56
3344.00,88.53
3343.00,88.51
3342.00,88.49
3341.00,88.46
3340.00,88.43
3339.00,88.39
3338.00,88.35
3337.00,88.30
3336.00,88.25
3335.00,88.20
3334.00,88.17
3333.00,88.16
3332.00,88.16
3331.00,88.15
3330.00,88.12
3329.00,88.07
3328.00,88.01
3327.00,87.95
3326.00,87.90
3325.00,87.85
3324.00,87.80
3323.00,87.75
3322.00,87.70
3321.00,87.65
3320.00,87.61
3319.00,87.57
3318.00,87.53
3317.00,87.50
3316.00,87.49
3315.00,87.47
3314.00,87.44
3313.00,87.39
3312.00,87.34
3311.00,87.29
3310.00,87.25
3309.00,87.20
3308.00,87.16
3307.00,87.10
3306.00,87.06
3305.00,87.02
3304.00,86.99
3303.00,86.95
3302.00,86.90
3301.00,86.85
3300.00,86.81
3299.00,86.77
3298.00,86.74
3297.00,86.70
3296.00,86.67
3295.00,86.64
3294.00,86.62
3293.00,86.59
3292.00,86.57
3291.00,86.54
3290.00,86.51
3289.00,86.47
3288.00,86.44
3287.00,86.41
3286.00,86.38
3285.00,86.35
3284.00,86.33
3283.00,86.31
3282.00,86.29
3281.00,86.27
3280.00,86.26
3279.00,86.24
3278.00,86.23
3277.00,86.22
3276.00,86.22
3275.00,86.23
3274.00,86.25
3273.00,86.28
3272.00,86.31
3271.00,86.33
3270.00,86.34
3269.00,86.33
3268.00,86.34
3267.00,86.35
3266.00,86.38
3265.00,86.42
3264.00,86.45
3263.00,86.49
3262.00,86.54
3261.00,86.59
3260.00,86.64
3259.00,86.69
3258.00,86.73
3257.00,86.75
3256.00,86.76
3255.00,86.78
3254.00,86.80
3253.00,86.85
3252.00,86.89
3251.00,86.94
3250.00,86.98
3249.00,87.03
3248.00,87.09
3247.00,87.14
3246.00,87.19
3245.00,87.22
3244.00,87.24
3243.00,87.27
3242.00,87.30
3241.00,87.33
3240.00,87.38
3239.00,87.43
3238.00,87.48
3237.00,87.53
3236.00,87.57
3235.00,87.60
3234.00,87.62
3233.00,87.63
3232.00,87.64
3231.00,87.65
3230.00,87.68
3229.00,87.72
3228.00,87.75
3227.00,87.78
3226.00,87.80
3225.00,87.83
3224.00,87.87
3223.00,87.90
3222.00,87.92
3221.00,87.94
3220.00,87.95
3219.00,87.98
3218.00,88.02
3217.00,88.08
3216.00,88.12
3215.00,88.16
3214.00,88.18
3213.00,88.20
3212.00,88.22
3211.00,88.23
3210.00,88.25
3209.00,88.27
3208.00,88.30
3207.00,88.34
3206.00,88.39
3205.00,88.44
3204.00,88.46
3203.00,88.48
3202.00,88.50
3201.00,88.52
3200.00,88.55
3199.00,88.60
3198.00,88.65
3197.00,88.70
3196.00,88.73
3195.00,88.75
3194.00,88.77
3193.00,88.81
3192.00,88.84
3191.00,88.87
3190.00,88.91
3189.00,88.94
3188.00,88.98
3187.00,89.02
3186.00,89.07
3185.00,89.13
3184.00,89.19
3183.00,89.26
3182.00,89.33
3181.00,89.37
3180.00,89.41
