Created as New Dataset,Forensic,9
cm-1,%T
4000.00,99.33
3999.00,99.33
3998.00,99.32
3997.00,99.30
3996.00,99.29
3995.00,99.29
3994.00,99.30
3993.00,99.31
3992.00,99.32
3991.00,99.32
3990.00,99.33
3989.00,99.33
3988.00,99.33
3987.00,99.32
3986.00,99.31
3985.00,99.30
3984.00,99.29
3983.00,99.28
3982.00,99.28
3981.00,99.28
3980.00,99.30
3979.00,99.31
3978.00,99.33
3977.00,99.35
3976.00,99.35
3975.00,99.33
3974.00,99.32
3973.00,99.30
3972.00,99.29
3971.00,99.28
3970.00,99.27
3969.00,99.27
3968.00,99.28
3967.00,99.30
3966.00,99.33
3965.00,99.35
3964.00,99.35
3963.00,99.33
3962.00,99.30
3961.00,99.28
3960.00,99.29
3959.00,99.31
3958.00,99.33
3957.00,99.34
3956.00,99.34
3955.00,99.33
3954.00,99.33
3953.00,99.33
3952.00,99.33
3951.00,99.33
3950.00,99.33
3949.00,99.32
3948.00,99.31
3947.00,99.30
3946.00,99.30
3945.00,99.31
3944.00,99.32
3943.00,99.33
3942.00,99.33
3941.00,99.33
3940.00,99.33
3939.00,99.33
3938.00,99.32
3937.00,99.31
3936.00,99.29
3935.00,99.28
3934.00,99.28
3933.00,99.28
3932.00,99.27
3931.00,99.25
3930.00,99.25
3929.00,99.25
3928.00,99.26
3927.00,99.27
3926.00,99.28
3925.00,99.28
3924.00,99.27
3923.00,99.26
3922.00,99.25
3921.00,99.24
3920.00,99.23
3919.00,99.22
3918.00,99.21
3917.00,99.21
3916.00,99.22
3915.00,99.25
3914.00,99.27
3913.00,99.30
3912.00,99.32
3911.00,99.32
3910.00,99.31
3909.00,99.29
3908.00,99.28
3907.00,99.26
3906.00,99.25
3905.00,99.23
3904.00,99.21
3903.00,99.18
3902.00,99.16
3901.00,99.16
3900.00,99.18
3899.00,99.21
3898.00,99.23
3897.00,99.24
3896.00,99.25
3895.00,99.25
3894.00,99.25
3893.00,99.24
3892.00,99.24
3891.00,99.24
3890.00,99.23
3889.00,99.22
3888.00,99.20
3887.00,99.21
3886.00,99.23
3885.00,99.24
3884.00,99.23
3883.00,99.21
3882.00,99.21
3881.00,99.23
3880.00,99.25
3879.00,99.25
3878.00,99.24
3877.00,99.23
3876.00,99.22
3875.00,99.22
3874.00,99.21
3873.00,99.19
3872.00,99.17
3871.00,99.17
3870.00,99.18
3869.00,99.18
3868.00,99.17
3867.00,99.17
3866.00,99.19
3865.00,99.21
3864.00,99.21
3863.00,99.20
3862.00,99.20
3861.00,99.24
3860.00,99.29
3859.00,99.32
3858.00,99.33
3857.00,99.30
3856.00,99.27
3855.00,99.27
3854.00,99.27
3853.00,99.25
3852.00,99.21
3851.00,99.17
3850.00,99.14
3849.00,99.14
3848.00,99.15
3847.00,99.18
3846.00,99.22
3845.00,99.25
3844.00,99.27
3843.00,99.25
3842.00,99.21
3841.00,99.16
3840.00,99.13
3839.00,99.11
3838.00,99.10
3837.00,99.10
3836.00,99.08
3835.00,99.06
3834.00,99.06
3833.00,99.09
3832.00,99.14
3831.00,99.19
3830.00,99.21
3829.00,99.20
3828.00,99.18
3827.00,99.16
3826.00,99.13
3825.00,99.09
3824.00,99.05
3823.00,99.05
3822.00,99.08
3821.00,99.12
3820.00,99.13
3819.00,99.10
3818.00,99.07
3817.00,99.08
3816.00,99.09
3815.00,99.10
3814.00,99.10
3813.00,99.10
3812.00,99.10
3811.00,99.11
3810.00,99.11
3809.00,99.11
3808.00,99.11
3807.00,99.12
3806.00,99.11
3805.00,99.07
3804.00,99.04
3803.00,99.03
3802.00,99.05
3801.00,99.07
3800.00,99.06
3799.00,99.06
3798.00,99.06
3797.00,99.08
3796.00,99.11
3795.00,99.12
3794.00,99.13
3793.00,99.15
3792.00,99.17
3791.00,99.18
3790.00,99.19
3789.00,99.19
3788.00,99.18
3787.00,99.17
3786.00,99.16
3785.00,99.16
3784.00,99.16
3783.00,99.15
3782.00,99.13
3781.00,99.12
3780.00,99.11
3779.00,99.11
3778.00,99.09
3777.00,99.08
3776.00,99.08
3775.00,99.08
3774.00,99.08
3773.00,99.07
3772.00,99.05
3771.00,99.03
3770.00,99.02
3769.00,99.01
3768.00,99.01
3767.00,99.03
3766.00,99.06
3765.00,99.09
3764.00,99.09
3763.00,99.06
3762.00,99.03
3761.00,99.02
3760.00,99.01
3759.00,99.00
3758.00,98.99
3757.00,99.00
3756.00,99.01
3755.00,99.03
3754.00,99.05
3753.00,99.05
3752.00,99.02
3751.00,98.98
3750.00,98.94
3749.00,98.93
3748.00,98.92
3747.00,98.90
3746.00,98.91
3745.00,98.94
3744.00,98.95
3743.00,98.94
3742.00,98.92
3741.00,98.93
3740.00,98.95
3739.00,98.96
3738.00,98.96
3737.00,98.95
3736.00,98.95
3735.00,98.94
3734.00,98.94
3733.00,98.95
3732.00,98.96
3731.00,98.97
3730.00,98.96
3729.00,98.95
3728.00,98.95
3727.00,98.96
3726.00,98.98
3725.00,98.99
3724.00,98.99
3723.00,98.98
3722.00,98.96
3721.00,98.93
3720.00,98.91
3719.00,98.90
3718.00,98.90
3717.00,98.89
