Created as New Dataset,Natural, 11.3
cm-1,%T
4000.00,99.51
3999.00,99.50
3998.00,99.49
3997.00,99.49
3996.00,99.48
3995.00,99.48
3994.00,99.49
3993.00,99.49
3992.00,99.48
3991.00,99.48
3990.00,99.47
3989.00,99.47
3988.00,99.47
3987.00,99.45
3986.00,99.44
3985.00,99.43
3984.00,99.43
3983.00,99.45
3982.00,99.46
3981.00,99.47
3980.00,99.46
3979.00,99.46
3978.00,99.45
3977.00,99.45
3976.00,99.46
3975.00,99.46
3974.00,99.47
3973.00,99.47
3972.00,99.47
3971.00,99.48
3970.00,99.48
3969.00,99.48
3968.00,99.48
3967.00,99.47
3966.00,99.45
3965.00,99.44
3964.00,99.44
3963.00,99.45
3962.00,99.46
3961.00,99.48
3960.00,99.49
3959.00,99.50
3958.00,99.50
3957.00,99.50
3956.00,99.49
3955.00,99.48
3954.00,99.47
3953.00,99.46
3952.00,99.48
3951.00,99.49
3950.00,99.51
3949.00,99.51
3948.00,99.50
3947.00,99.48
3946.00,99.46
3945.00,99.45
3944.00,99.45
3943.00,99.47
3942.00,99.49
3941.00,99.50
3940.00,99.50
3939.00,99.50
3938.00,99.49
3937.00,99.47
3936.00,99.47
3935.00,99.47
3934.00,99.47
3933.00,99.47
3932.00,99.47
3931.00,99.46
3930.00,99.45
3929.00,99.46
3928.00,99.46
3927.00,99.47
3926.00,99.47
3925.00,99.46
3924.00,99.45
3923.00,99.45
3922.00,99.45
3921.00,99.46
3920.00,99.46
3919.00,99.45
3918.00,99.43
3917.00,99.42
3916.00,99.43
3915.00,99.43
3914.00,99.43
3913.00,99.43
3912.00,99.43
3911.00,99.43
3910.00,99.43
3909.00,99.45
3908.00,99.46
3907.00,99.46
3906.00,99.46
3905.00,99.44
3904.00,99.44
3903.00,99.44
3902.00,99.45
3901.00,99.45
3900.00,99.45
3899.00,99.45
3898.00,99.45
3897.00,99.46
3896.00,99.47
3895.00,99.47
3894.00,99.46
3893.00,99.45
3892.00,99.44
3891.00,99.43
3890.00,99.43
3889.00,99.43
3888.00,99.43
3887.00,99.44
3886.00,99.44
3885.00,99.45
3884.00,99.46
3883.00,99.45
3882.00,99.45
3881.00,99.44
3880.00,99.45
3879.00,99.45
3878.00,99.46
3877.00,99.46
3876.00,99.46
3875.00,99.46
3874.00,99.47
3873.00,99.47
3872.00,99.47
3871.00,99.47
3870.00,99.47
3869.00,99.47
3868.00,99.46
3867.00,99.45
3866.00,99.45
3865.00,99.45
3864.00,99.44
3863.00,99.43
3862.00,99.43
3861.00,99.43
3860.00,99.43
3859.00,99.44
3858.00,99.44
3857.00,99.45
3856.00,99.45
3855.00,99.47
3854.00,99.49
3853.00,99.49
3852.00,99.48
3851.00,99.47
3850.00,99.47
3849.00,99.46
3848.00,99.46
3847.00,99.46
3846.00,99.46
3845.00,99.46
3844.00,99.46
3843.00,99.45
3842.00,99.45
3841.00,99.46
3840.00,99.47
3839.00,99.49
3838.00,99.51
3837.00,99.51
3836.00,99.50
3835.00,99.48
3834.00,99.45
3833.00,99.43
3832.00,99.43
3831.00,99.43
3830.00,99.44
3829.00,99.43
3828.00,99.43
3827.00,99.42
3826.00,99.42
3825.00,99.42
3824.00,99.42
3823.00,99.43
3822.00,99.45
3821.00,99.46
3820.00,99.47
3819.00,99.46
3818.00,99.44
3817.00,99.43
3816.00,99.42
3815.00,99.41
3814.00,99.40
3813.00,99.40
3812.00,99.39
3811.00,99.39
3810.00,99.38
3809.00,99.39
3808.00,99.40
3807.00,99.42
3806.00,99.44
3805.00,99.44
3804.00,99.43
3803.00,99.41
3802.00,99.40
3801.00,99.39
3800.00,99.40
3799.00,99.40
3798.00,99.41
3797.00,99.40
3796.00,99.39
3795.00,99.38
3794.00,99.38
3793.00,99.39
3792.00,99.40
3791.00,99.40
3790.00,99.40
3789.00,99.40
3788.00,99.41
3787.00,99.42
3786.00,99.43
3785.00,99.42
3784.00,99.41
3783.00,99.39
3782.00,99.39
3781.00,99.39
3780.00,99.39
3779.00,99.37
3778.00,99.35
3777.00,99.34
3776.00,99.34
3775.00,99.35
3774.00,99.36
3773.00,99.36
3772.00,99.36
3771.00,99.34
3770.00,99.33
3769.00,99.32
3768.00,99.31
3767.00,99.32
3766.00,99.34
3765.00,99.36
3764.00,99.36
3763.00,99.35
3762.00,99.33
3761.00,99.31
3760.00,99.30
3759.00,99.30
3758.00,99.31
3757.00,99.32
3756.00,99.32
3755.00,99.33
3754.00,99.34
3753.00,99.37
3752.00,99.39
3751.00,99.39
3750.00,99.37
3749.00,99.35
3748.00,99.32
3747.00,99.28
3746.00,99.24
3745.00,99.24
3744.00,99.25
3743.00,99.26
3742.00,99.27
3741.00,99.28
3740.00,99.29
3739.00,99.30
3738.00,99.30
3737.00,99.28
3736.00,99.26
3735.00,99.23
3734.00,99.22
3733.00,99.23
3732.00,99.25
