Created as New Dataset,Natural, 14.3
cm-1,%T
3091.00,89.46
3090.00,89.43
3089.00,89.41
3088.00,89.41
3087.00,89.40
3086.00,89.39
3085.00,89.36
3084.00,89.32
3083.00,89.30
3082.00,89.30
3081.00,89.31
3080.00,89.31
3079.00,89.31
3078.00,89.29
3077.00,89.28
3076.00,89.26
3075.00,89.24
3074.00,89.24
3073.00,89.24
3072.00,89.25
3071.00,89.25
3070.00,89.25
3069.00,89.24
3068.00,89.23
3067.00,89.22
3066.00,89.22
3065.00,89.22
3064.00,89.23
3063.00,89.25
3062.00,89.27
3061.00,89.28
3060.00,89.29
3059.00,89.30
3058.00,89.32
3057.00,89.35
3056.00,89.38
3055.00,89.41
3054.00,89.45
3053.00,89.49
3052.00,89.52
3051.00,89.54
3050.00,89.55
3049.00,89.57
3048.00,89.60
3047.00,89.65
3046.00,89.70
3045.00,89.75
3044.00,89.78
3043.00,89.82
3042.00,89.86
3041.00,89.91
3040.00,89.95
3039.00,89.97
3038.00,89.99
3037.00,90.02
3036.00,90.05
3035.00,90.09
3034.00,90.12
3033.00,90.14
3032.00,90.17
3031.00,90.21
3030.00,90.25
3029.00,90.28
3028.00,90.32
3027.00,90.36
3026.00,90.40
3025.00,90.44
3024.00,90.49
3023.00,90.53
3022.00,90.56
3021.00,90.59
3020.00,90.60
3019.00,90.63
3018.00,90.65
3017.00,90.69
3016.00,90.74
3015.00,90.78
3014.00,90.82
3013.00,90.85
3012.00,90.87
3011.00,90.89
3010.00,90.91
3009.00,90.93
3008.00,90.94
3007.00,90.95
3006.00,90.95
3005.00,90.95
3004.00,90.96
3003.00,90.96
3002.00,90.98
3001.00,91.00
3000.00,91.01
2999.00,91.02
2998.00,91.02
2997.00,91.01
2996.00,90.99
2995.00,90.97
2994.00,90.95
2993.00,90.93
2992.00,90.91
2991.00,90.87
2990.00,90.83
2989.00,90.78
2988.00,90.73
2987.00,90.68
2986.00,90.64
2985.00,90.59
2984.00,90.54
2983.00,90.49
2982.00,90.42
2981.00,90.34
2980.00,90.26
2979.00,90.18
2978.00,90.11
2977.00,90.03
2976.00,89.96
2975.00,89.89
2974.00,89.83
2973.00,89.77
2972.00,89.71
2971.00,89.64
2970.00,89.58
2969.00,89.51
2968.00,89.45
2967.00,89.38
2966.00,89.30
2965.00,89.23
2964.00,89.17
2963.00,89.13
2962.00,89.12
2961.00,89.13
2960.00,89.14
2959.00,89.16
2958.00,89.18
2957.00,89.19
2956.00,89.21
2955.00,89.24
2954.00,89.27
2953.00,89.31
2952.00,89.34
2951.00,89.37
2950.00,89.39
2949.00,89.40
2948.00,89.42
2947.00,89.43
2946.00,89.42
2945.00,89.40
2944.00,89.37
2943.00,89.35
2942.00,89.32
2941.00,89.30
2940.00,89.26
2939.00,89.22
2938.00,89.16
2937.00,89.10
2936.00,89.06
2935.00,89.02
2934.00,88.99
