Created as New Dataset,Natural, 11.3
cm-1,%T
4000.00,98.47
3999.00,98.48
3998.00,98.50
3997.00,98.50
3996.00,98.50
3995.00,98.50
3994.00,98.50
3993.00,98.50
3992.00,98.49
3991.00,98.48
3990.00,98.47
3989.00,98.46
3988.00,98.45
3987.00,98.45
3986.00,98.44
3985.00,98.42
3984.00,98.42
3983.00,98.42
3982.00,98.43
3981.00,98.43
3980.00,98.43
3979.00,98.44
3978.00,98.45
3977.00,98.48
3976.00,98.50
3975.00,98.51
3974.00,98.51
3973.00,98.49
3972.00,98.48
3971.00,98.48
3970.00,98.49
3969.00,98.50
3968.00,98.51
3967.00,98.49
3966.00,98.47
3965.00,98.44
3964.00,98.43
3963.00,98.43
3962.00,98.43
3961.00,98.44
3960.00,98.44
3959.00,98.44
3958.00,98.45
3957.00,98.47
3956.00,98.47
3955.00,98.47
3954.00,98.46
3953.00,98.46
3952.00,98.46
3951.00,98.46
3950.00,98.46
3949.00,98.46
3948.00,98.45
3947.00,98.44
3946.00,98.44
3945.00,98.44
3944.00,98.45
3943.00,98.45
3942.00,98.45
3941.00,98.45
3940.00,98.45
3939.00,98.44
3938.00,98.43
3937.00,98.43
3936.00,98.44
3935.00,98.44
3934.00,98.44
3933.00,98.43
3932.00,98.42
3931.00,98.42
3930.00,98.42
3929.00,98.42
3928.00,98.43
3927.00,98.43
3926.00,98.43
3925.00,98.44
3924.00,98.45
3923.00,98.45
3922.00,98.44
3921.00,98.42
3920.00,98.40
3919.00,98.40
3918.00,98.42
3917.00,98.45
3916.00,98.48
3915.00,98.49
3914.00,98.48
3913.00,98.46
3912.00,98.45
3911.00,98.44
3910.00,98.43
3909.00,98.42
3908.00,98.41
3907.00,98.39
3906.00,98.37
3905.00,98.37
3904.00,98.38
3903.00,98.41
3902.00,98.43
3901.00,98.44
3900.00,98.44
3899.00,98.44
3898.00,98.43
3897.00,98.43
3896.00,98.43
3895.00,98.45
3894.00,98.47
3893.00,98.48
3892.00,98.47
3891.00,98.46
3890.00,98.44
3889.00,98.43
3888.00,98.43
3887.00,98.44
3886.00,98.44
3885.00,98.45
3884.00,98.44
3883.00,98.42
3882.00,98.38
3881.00,98.35
3880.00,98.35
3879.00,98.37
3878.00,98.42
3877.00,98.45
3876.00,98.46
3875.00,98.45
3874.00,98.42
3873.00,98.39
3872.00,98.37
3871.00,98.39
3870.00,98.41
3869.00,98.42
3868.00,98.43
3867.00,98.42
3866.00,98.42
3865.00,98.43
3864.00,98.44
3863.00,98.45
3862.00,98.46
3861.00,98.46
3860.00,98.45
3859.00,98.44
3858.00,98.43
3857.00,98.44
3856.00,98.47
3855.00,98.51
3854.00,98.53
3853.00,98.51
3852.00,98.49
3851.00,98.48
3850.00,98.48
3849.00,98.48
3848.00,98.47
3847.00,98.46
3846.00,98.46
3845.00,98.45
3844.00,98.45
3843.00,98.46
3842.00,98.47
3841.00,98.48
3840.00,98.50
3839.00,98.50
3838.00,98.49
3837.00,98.46
3836.00,98.44
3835.00,98.43
3834.00,98.44
3833.00,98.44
3832.00,98.44
3831.00,98.42
3830.00,98.41
3829.00,98.40
3828.00,98.39
3827.00,98.39
3826.00,98.39
3825.00,98.38
3824.00,98.36
3823.00,98.33
3822.00,98.28
3821.00,98.25
3820.00,98.25
3819.00,98.27
3818.00,98.31
3817.00,98.35
3816.00,98.37
3815.00,98.37
3814.00,98.37
3813.00,98.36
3812.00,98.35
3811.00,98.34
3810.00,98.33
3809.00,98.33
3808.00,98.34
3807.00,98.35
3806.00,98.36
3805.00,98.37
3804.00,98.36
3803.00,98.35
3802.00,98.33
3801.00,98.32
3800.00,98.34
3799.00,98.37
3798.00,98.39
3797.00,98.39
3796.00,98.38
3795.00,98.38
3794.00,98.38
3793.00,98.38
3792.00,98.36
3791.00,98.34
3790.00,98.32
3789.00,98.30
3788.00,98.30
3787.00,98.32
3786.00,98.34
3785.00,98.36
3784.00,98.37
3783.00,98.37
3782.00,98.35
3781.00,98.32
3780.00,98.30
3779.00,98.29
3778.00,98.30
3777.00,98.31
3776.00,98.31
3775.00,98.31
3774.00,98.29
3773.00,98.29
3772.00,98.30
3771.00,98.32
3770.00,98.33
3769.00,98.33
3768.00,98.31
3767.00,98.29
3766.00,98.27
3765.00,98.26
3764.00,98.26
3763.00,98.26
3762.00,98.25
3761.00,98.23
3760.00,98.22
3759.00,98.22
3758.00,98.23
3757.00,98.23
3756.00,98.23
3755.00,98.21
3754.00,98.19
3753.00,98.17
3752.00,98.16
3751.00,98.18
3750.00,98.20
3749.00,98.22
3748.00,98.22
3747.00,98.21
3746.00,98.18
3745.00,98.17
3744.00,98.16
3743.00,98.17
3742.00,98.18
3741.00,98.18
3740.00,98.16
3739.00,98.15
3738.00,98.15
3737.00,98.17
3736.00,98.19
3735.00,98.19
3734.00,98.18
3733.00,98.17
3732.00,98.16
3731.00,98.17
3730.00,98.17
3729.00,98.16
3728.00,98.15
3727.00,98.15
3726.00,98.15
3725.00,98.15
3724.00,98.14
3723.00,98.13
3722.00,98.11
3721.00,98.10
3720.00,98.11
3719.00,98.12
3718.00,98.14
3717.00,98.14
3716.00,98.14
3715.00,98.12
3714.00,98.11
3713.00,98.11
3712.00,98.10
3711.00,98.09
3710.00,98.07
3709.00,98.06
3708.00,98.07
3707.00,98.07
3706.00,98.08
3705.00,98.09
3704.00,98.08
3703.00,98.06
3702.00,98.03
3701.00,98.00
3700.00,97.99
3699.00,97.99
3698.00,97.99
3697.00,98.00
3696.00,97.99
3695.00,97.98
3694.00,97.97
3693.00,97.96
3692.00,97.95
3691.00,97.92
3690.00,97.90
3689.00,97.90
3688.00,97.93
3687.00,97.95
3686.00,97.97
3685.00,97.97
3684.00,97.97
3683.00,97.95
3682.00,97.94
3681.00,97.93
3680.00,97.92
3679.00,97.92
3678.00,97.91
3677.00,97.89
3676.00,97.87
3675.00,97.84
3674.00,97.83
3673.00,97.82
3672.00,97.81
3671.00,97.79
3670.00,97.77
3669.00,97.75
3668.00,97.74
3667.00,97.74
3666.00,97.73
3665.00,97.71
3664.00,97.69
3663.00,97.66
3662.00,97.65
3661.00,97.65
3660.00,97.63
3659.00,97.60
3658.00,97.55
3657.00,97.50
3656.00,97.45
3655.00,97.43
3654.00,97.41
3653.00,97.40
3652.00,97.39
3651.00,97.40
3650.00,97.41
3649.00,97.38
3648.00,97.34
3647.00,97.30
3646.00,97.29
3645.00,97.29
3644.00,97.30
3643.00,97.30
3642.00,97.28
3641.00,97.24
3640.00,97.20
3639.00,97.16
3638.00,97.13
3637.00,97.09
3636.00,97.05
3635.00,97.00
3634.00,96.94
3633.00,96.89
3632.00,96.86
3631.00,96.84
3630.00,96.84
3629.00,96.84
3628.00,96.84
3627.00,96.82
3626.00,96.80
3625.00,96.76
