Created as New Dataset,3.2 Jute cord
cm-1,%T
2463.00,98.41
2462.00,98.41
2461.00,98.38
2460.00,98.35
2459.00,98.32
2458.00,98.30
2457.00,98.30
2456.00,98.31
2455.00,98.33
2454.00,98.36
2453.00,98.38
2452.00,98.40
2451.00,98.41
2450.00,98.43
2449.00,98.45
2448.00,98.45
2447.00,98.44
2446.00,98.42
2445.00,98.40
2444.00,98.39
2443.00,98.39
2442.00,98.40
2441.00,98.41
2440.00,98.41
2439.00,98.41
2438.00,98.42
2437.00,98.42
2436.00,98.44
2435.00,98.45
2434.00,98.46
2433.00,98.46
2432.00,98.46
2431.00,98.46
2430.00,98.45
2429.00,98.45
2428.00,98.45
2427.00,98.45
2426.00,98.44
2425.00,98.43
2424.00,98.43
2423.00,98.43
2422.00,98.43
2421.00,98.42
2420.00,98.42
2419.00,98.42
2418.00,98.42
2417.00,98.43
2416.00,98.43
2415.00,98.44
2414.00,98.47
2413.00,98.50
2412.00,98.51
2411.00,98.51
2410.00,98.51
2409.00,98.52
2408.00,98.53
2407.00,98.54
2406.00,98.54
2405.00,98.56
2404.00,98.57
2403.00,98.59
2402.00,98.60
2401.00,98.60
2400.00,98.59
2399.00,98.58
2398.00,98.57
2397.00,98.58
2396.00,98.60
2395.00,98.62
2394.00,98.64
2393.00,98.65
2392.00,98.67
2391.00,98.68
2390.00,98.68
2389.00,98.68
2388.00,98.67
2387.00,98.65
2386.00,98.64
2385.00,98.63
2384.00,98.64
2383.00,98.66
2382.00,98.68
2381.00,98.70
2380.00,98.71
2379.00,98.72
2378.00,98.72
2377.00,98.72
2376.00,98.72
2375.00,98.73
2374.00,98.74
2373.00,98.75
2372.00,98.76
2371.00,98.75
2370.00,98.73
2369.00,98.70
2368.00,98.68
2367.00,98.69
2366.00,98.73
2365.00,98.76
2364.00,98.77
2363.00,98.77
2362.00,98.78
2361.00,98.82
2360.00,98.84
2359.00,98.81
2358.00,98.74
2357.00,98.68
2356.00,98.70
2355.00,98.77
2354.00,98.83
2353.00,98.84
2352.00,98.82
2351.00,98.80
2350.00,98.80
2349.00,98.81
2348.00,98.81
2347.00,98.81
2346.00,98.81
2345.00,98.80
2344.00,98.79
2343.00,98.76
2342.00,98.74
2341.00,98.73
2340.00,98.76
2339.00,98.80
2338.00,98.85
2337.00,98.86
2336.00,98.84
2335.00,98.82
2334.00,98.81
2333.00,98.81
2332.00,98.81
2331.00,98.80
2330.00,98.79
2329.00,98.80
2328.00,98.81
2327.00,98.79
2326.00,98.72
2325.00,98.63
2324.00,98.58
2323.00,98.58
2322.00,98.62
2321.00,98.67
2320.00,98.71
2319.00,98.72
2318.00,98.68
2317.00,98.61
2316.00,98.55
2315.00,98.51
2314.00,98.50
2313.00,98.48
2312.00,98.45
2311.00,98.44
2310.00,98.43
2309.00,98.43
2308.00,98.43
2307.00,98.43
2306.00,98.42
2305.00,98.41
2304.00,98.42
2303.00,98.43
2302.00,98.44
2301.00,98.43
2300.00,98.38
2299.00,98.33
2298.00,98.30
2297.00,98.30
2296.00,98.31
2295.00,98.32
2294.00,98.32
2293.00,98.31
2292.00,98.29
2291.00,98.26
2290.00,98.22
2289.00,98.19
2288.00,98.17
2287.00,98.17
2286.00,98.17
2285.00,98.16
2284.00,98.14
2283.00,98.14
2282.00,98.16
2281.00,98.18
2280.00,98.17
2279.00,98.14
2278.00,98.10
2277.00,98.08
2276.00,98.08
2275.00,98.09
2274.00,98.10
2273.00,98.11
2272.00,98.10
2271.00,98.08
2270.00,98.06
2269.00,98.04
2268.00,98.03
2267.00,98.03
2266.00,98.04
2265.00,98.05
2264.00,98.07
2263.00,98.07
2262.00,98.07
2261.00,98.05
2260.00,97.99
2259.00,97.91
2258.00,97.85
2257.00,97.84
2256.00,97.86
2255.00,97.88
2254.00,97.89
2253.00,97.90
2252.00,97.92
2251.00,97.94
2250.00,97.94
2249.00,97.92
2248.00,97.90
2247.00,97.86
2246.00,97.83
2245.00,97.80
2244.00,97.80
2243.00,97.81
2242.00,97.82
2241.00,97.81
2240.00,97.78
2239.00,97.74
2238.00,97.73
2237.00,97.72
2236.00,97.72
2235.00,97.70
2234.00,97.68
2233.00,97.68
2232.00,97.69
2231.00,97.72
2230.00,97.74
2229.00,97.74
2228.00,97.71
2227.00,97.66
2226.00,97.62
2225.00,97.61
2224.00,97.62
2223.00,97.62
2222.00,97.61
2221.00,97.58
2220.00,97.55
2219.00,97.54
2218.00,97.55
2217.00,97.59
2216.00,97.64
2215.00,97.66
2214.00,97.63
2213.00,97.54
2212.00,97.46
2211.00,97.43
2210.00,97.47
2209.00,97.54
2208.00,97.57
2207.00,97.54
2206.00,97.48
2205.00,97.44
2204.00,97.44
2203.00,97.45
2202.00,97.44
2201.00,97.40
2200.00,97.36
2199.00,97.31
2198.00,97.26
2197.00,97.20
2196.00,97.14
2195.00,97.09
2194.00,97.08
2193.00,97.08
2192.00,97.10
2191.00,97.14
2190.00,97.19
2189.00,97.24
2188.00,97.27
2187.00,97.26
2186.00,97.22
2185.00,97.17
2184.00,97.14
2183.00,97.15
2182.00,97.18
2181.00,97.21
2180.00,97.22
2179.00,97.24
2178.00,97.27
2177.00,97.32
2176.00,97.34
2175.00,97.32
2174.00,97.27
2173.00,97.20
2172.00,97.13
2171.00,97.08
2170.00,97.05
2169.00,97.01
2168.00,96.93
2167.00,96.84
2166.00,96.75
2165.00,96.70
2164.00,96.68
2163.00,96.64
2162.00,96.59
2161.00,96.58
2160.00,96.66
2159.00,96.83
2158.00,97.02
2157.00,97.14
2156.00,97.18
2155.00,97.19
2154.00,97.21
2153.00,97.25
2152.00,97.31
2151.00,97.38
2150.00,97.43
2149.00,97.46
2148.00,97.46
2147.00,97.44
2146.00,97.44
2145.00,97.47
2144.00,97.51
2143.00,97.54
2142.00,97.56
2141.00,97.60
2140.00,97.67
2139.00,97.76
2138.00,97.81
2137.00,97.83
2136.00,97.82
2135.00,97.82
2134.00,97.84
2133.00,97.88
2132.00,97.93
2131.00,97.98
2130.00,98.01
2129.00,98.01
2128.00,98.00
2127.00,97.98
2126.00,97.97
2125.00,97.96
2124.00,97.97
2123.00,98.00
2122.00,98.03
2121.00,98.06
2120.00,98.07
2119.00,98.08
2118.00,98.08
2117.00,98.04
2116.00,97.97
2115.00,97.90
2114.00,97.87
2113.00,97.89
2112.00,97.93
2111.00,97.98
2110.00,98.00
2109.00,97.99
2108.00,97.96
2107.00,97.94
2106.00,97.95
2105.00,97.95
2104.00,97.96
2103.00,97.96
2102.00,97.97
2101.00,97.95
2100.00,97.91
2099.00,97.86
2098.00,97.83
2097.00,97.85
2096.00,97.89
2095.00,97.91
2094.00,97.92
2093.00,97.93
2092.00,97.94
2091.00,97.96
2090.00,97.98
2089.00,98.00
2088.00,98.00
2087.00,97.98
2086.00,97.94
2085.00,97.91
2084.00,97.90
2083.00,97.89
2082.00,97.88
2081.00,97.85
2080.00,97.83
2079.00,97.84
2078.00,97.87
2077.00,97.90
2076.00,97.91
2075.00,97.89
2074.00,97.85
2073.00,97.81
2072.00,97.77
2071.00,97.76
2070.00,97.79
2069.00,97.83
2068.00,97.87
2067.00,97.91
2066.00,97.94
2065.00,97.94
2064.00,97.92
2063.00,97.88
2062.00,97.84
2061.00,97.82
2060.00,97.79
2059.00,97.76
2058.00,97.70
2057.00,97.63
2056.00,97.57
2055.00,97.53
2054.00,97.53
2053.00,97.55
2052.00,97.55
2051.00,97.53
2050.00,97.50
2049.00,97.48
2048.00,97.46
2047.00,97.42
2046.00,97.38
2045.00,97.35
2044.00,97.33
2043.00,97.32
2042.00,97.32
2041.00,97.33
2040.00,97.33
2039.00,97.29
2038.00,97.21
2037.00,97.11
2036.00,97.02
2035.00,96.97
2034.00,96.97
2033.00,97.03
2032.00,97.11
2031.00,97.19
2030.00,97.21
2029.00,97.19
2028.00,97.15
2027.00,97.15
2026.00,97.16
2025.00,97.16
2024.00,97.15
2023.00,97.15
2022.00,97.18
2021.00,97.24
2020.00,97.29
2019.00,97.34
2018.00,97.36
2017.00,97.37
2016.00,97.34
2015.00,97.31
2014.00,97.30
2013.00,97.31
2012.00,97.29
2011.00,97.26
2010.00,97.24
2009.00,97.28
2008.00,97.39
2007.00,97.50
2006.00,97.57
2005.00,97.57
2004.00,97.55
2003.00,97.54
2002.00,97.57
2001.00,97.60
2000.00,97.61
1999.00,97.61
1998.00,97.62
1997.00,97.65
1996.00,97.66
1995.00,97.65
1994.00,97.64
1993.00,97.64
1992.00,97.63
1991.00,97.62
1990.00,97.59
1989.00,97.57
1988.00,97.56
1987.00,97.54
1986.00,97.52
1985.00,97.50
1984.00,97.47
1983.00,97.42
1982.00,97.33
1981.00,97.24
1980.00,97.17
1979.00,97.15
1978.00,97.17
1977.00,97.20
1976.00,97.25
1975.00,97.30
1974.00,97.34
1973.00,97.37
1972.00,97.39
1971.00,97.40
1970.00,97.42
1969.00,97.45
1968.00,97.47
1967.00,97.50
1966.00,97.53
1965.00,97.56
1964.00,97.57
1963.00,97.60
1962.00,97.65
1961.00,97.72
1960.00,97.80
1959.00,97.85
1958.00,97.88
1957.00,97.89
1956.00,97.89
1955.00,97.87
1954.00,97.86
1953.00,97.88
1952.00,97.92
1951.00,97.98
1950.00,98.06
1949.00,98.12
1948.00,98.15
1947.00,98.15
1946.00,98.15
1945.00,98.16
1944.00,98.19
1943.00,98.21
1942.00,98.20
1941.00,98.19
1940.00,98.20
1939.00,98.22
1938.00,98.23
1937.00,98.21
1936.00,98.19
1935.00,98.17
1934.00,98.17
1933.00,98.20
1932.00,98.24
1931.00,98.27
1930.00,98.28
1929.00,98.29
1928.00,98.30
1927.00,98.32
1926.00,98.35
1925.00,98.38
1924.00,98.39
1923.00,98.39
1922.00,98.39
1921.00,98.39
1920.00,98.40
1919.00,98.42
1918.00,98.42
1917.00,98.40
1916.00,98.39
1915.00,98.40
1914.00,98.42
1913.00,98.45
1912.00,98.48
1911.00,98.50
1910.00,98.50
1909.00,98.49
1908.00,98.48
1907.00,98.49
1906.00,98.52
1905.00,98.54
1904.00,98.55
1903.00,98.53
1902.00,98.50
1901.00,98.49
1900.00,98.51
1899.00,98.56
1898.00,98.63
1897.00,98.67
1896.00,98.66
1895.00,98.63
1894.00,98.59
1893.00,98.56
1892.00,98.55
1891.00,98.57
1890.00,98.61
1889.00,98.66
1888.00,98.69
1887.00,98.69
1886.00,98.68
1885.00,98.67
1884.00,98.67
1883.00,98.67
1882.00,98.68
1881.00,98.69
1880.00,98.67
1879.00,98.66
1878.00,98.66
1877.00,98.68
1876.00,98.69
1875.00,98.69
1874.00,98.68
1873.00,98.68
1872.00,98.68
1871.00,98.71
1870.00,98.74
1869.00,98.76
1868.00,98.78
1867.00,98.78
1866.00,98.77
1865.00,98.75
1864.00,98.74
1863.00,98.73
1862.00,98.74
1861.00,98.75
1860.00,98.76
1859.00,98.76
1858.00,98.76
1857.00,98.75
1856.00,98.76
1855.00,98.78
1854.00,98.80
1853.00,98.82
1852.00,98.83
1851.00,98.82
1850.00,98.82
1849.00,98.82
1848.00,98.83
1847.00,98.84
1846.00,98.85
1845.00,98.86
1844.00,98.87
1843.00,98.89
1842.00,98.90
1841.00,98.91
1840.00,98.90
1839.00,98.89
1838.00,98.90
1837.00,98.91
1836.00,98.92
1835.00,98.93
1834.00,98.94
1833.00,98.96
1832.00,98.97
1831.00,98.96
1830.00,98.95
1829.00,98.94
1828.00,98.93
1827.00,98.93
1826.00,98.94
1825.00,98.94
1824.00,98.94
1823.00,98.94
1822.00,98.94
1821.00,98.94
1820.00,98.94
1819.00,98.95
1818.00,98.95
1817.00,98.96
1816.00,98.97
1815.00,98.97
1814.00,98.96
1813.00,98.95
1812.00,98.94
1811.00,98.93
1810.00,98.93
1809.00,98.93
1808.00,98.94
1807.00,98.94
1806.00,98.94
1805.00,98.93
1804.00,98.93
1803.00,98.93
1802.00,98.94
1801.00,98.95
1800.00,98.96
1799.00,98.97
1798.00,98.96
1797.00,98.95
1796.00,98.94
1795.00,98.93
1794.00,98.93
1793.00,98.94
1792.00,98.94
1791.00,98.95
1790.00,98.95
1789.00,98.94
1788.00,98.93
1787.00,98.93
1786.00,98.92
1785.00,98.91
1784.00,98.89
1783.00,98.87
1782.00,98.85
1781.00,98.83
1780.00,98.81
1779.00,98.80
1778.00,98.79
1777.00,98.78
1776.00,98.76
1775.00,98.73
1774.00,98.69
1773.00,98.66
1772.00,98.62
1771.00,98.59
1770.00,98.56
1769.00,98.51
1768.00,98.43
1767.00,98.34
1766.00,98.26
1765.00,98.20
1764.00,98.14
1763.00,98.06
1762.00,97.96
1761.00,97.84
1760.00,97.73
1759.00,97.62
1758.00,97.52
1757.00,97.42
1756.00,97.31
1755.00,97.21
1754.00,97.12
1753.00,97.02
1752.00,96.89
1751.00,96.73
1750.00,96.57
1749.00,96.43
1748.00,96.30
1747.00,96.18
1746.00,96.06
1745.00,95.95
1744.00,95.85
1743.00,95.75
1742.00,95.66
1741.00,95.56
1740.00,95.45
1739.00,95.34
1738.00,95.27
1737.00,95.24
1736.00,95.22
1735.00,95.21
1734.00,95.19
1733.00,95.14
1732.00,95.09
1731.00,95.07
1730.00,95.08
1729.00,95.10
1728.00,95.13
1727.00,95.16
1726.00,95.20
1725.00,95.23
1724.00,95.26
1723.00,95.31
1722.00,95.37
1721.00,95.42
1720.00,95.49
1719.00,95.59
1718.00,95.71
1717.00,95.84
1716.00,95.94
1715.00,96.00
1714.00,96.06
1713.00,96.11
1712.00,96.17
1711.00,96.23
1710.00,96.30
1709.00,96.38
1708.00,96.44
1707.00,96.49
1706.00,96.54
1705.00,96.59
1704.00,96.65
1703.00,96.71
1702.00,96.76
1701.00,96.78
1700.00,96.76
1699.00,96.75
1698.00,96.75
1697.00,96.75
1696.00,96.74
1695.00,96.73
1694.00,96.72
1693.00,96.71
1692.00,96.69
1691.00,96.67
1690.00,96.64
1689.00,96.60
1688.00,96.56
1687.00,96.53
1686.00,96.48
1685.00,96.40
1684.00,96.31
1683.00,96.25
1682.00,96.21
1681.00,96.17
1680.00,96.13
1679.00,96.09
1678.00,96.04
1677.00,95.98
1676.00,95.89
1675.00,95.80
1674.00,95.71
1673.00,95.65
1672.00,95.58
1671.00,95.51
1670.00,95.43
1669.00,95.35
1668.00,95.27
1667.00,95.20
1666.00,95.14
1665.00,95.07
1664.00,94.99
1663.00,94.90
1662.00,94.83
1661.00,94.77
1660.00,94.71
1659.00,94.67
1658.00,94.63
1657.00,94.59
1656.00,94.56
1655.00,94.53
1654.00,94.48
1653.00,94.41
1652.00,94.33
1651.00,94.27
1650.00,94.23
1649.00,94.19
1648.00,94.15
1647.00,94.12
1646.00,94.12
1645.00,94.12
1644.00,94.12
1643.00,94.12
1642.00,94.13
1641.00,94.14
1640.00,94.13
1639.00,94.12
1638.00,94.11
1637.00,94.11
1636.00,94.11
1635.00,94.11
1634.00,94.13
1633.00,94.13
1632.00,94.14
1631.00,94.15
1630.00,94.16
1629.00,94.17
1628.00,94.18
1627.00,94.20
1626.00,94.22
1625.00,94.25
1624.00,94.27
1623.00,94.27
1622.00,94.28
1621.00,94.28
1620.00,94.29
1619.00,94.31
1618.00,94.35
1617.00,94.38
1616.00,94.42
1615.00,94.46
1614.00,94.49
1613.00,94.53
1612.00,94.55
1611.00,94.56
1610.00,94.57
1609.00,94.58
1608.00,94.59
1607.00,94.61
1606.00,94.62
1605.00,94.62
1604.00,94.61
1603.00,94.60
1602.00,94.60
1601.00,94.59
1600.00,94.57
1599.00,94.54
1598.00,94.51
1597.00,94.49
1596.00,94.48
1595.00,94.48
1594.00,94.51
1593.00,94.55
1592.00,94.63
1591.00,94.72
1590.00,94.81
1589.00,94.91
1588.00,95.02
1587.00,95.14
1586.00,95.27
1585.00,95.39
1584.00,95.52
1583.00,95.63
1582.00,95.74
1581.00,95.84
1580.00,95.93
1579.00,96.02
1578.00,96.11
1577.00,96.20
1576.00,96.30
1575.00,96.38
1574.00,96.44
1573.00,96.48
1572.00,96.50
1571.00,96.52
1570.00,96.57
1569.00,96.63
1568.00,96.70
1567.00,96.74
1566.00,96.78
1565.00,96.81
1564.00,96.84
1563.00,96.86
1562.00,96.88
1561.00,96.88
1560.00,96.88
1559.00,96.90
1558.00,96.94
1557.00,96.95
1556.00,96.95
1555.00,96.94
1554.00,96.93
1553.00,96.93
1552.00,96.94
1551.00,96.95
1550.00,96.97
1549.00,96.97
1548.00,96.98
1547.00,96.99
1546.00,96.99
1545.00,96.98
1544.00,96.98
1543.00,96.99
1542.00,97.00
1541.00,97.01
1540.00,97.03
1539.00,97.03
1538.00,97.02
1537.00,96.99
1536.00,96.98
1535.00,96.99
1534.00,97.02
1533.00,97.03
1532.00,97.04
1531.00,97.04
1530.00,97.04
1529.00,97.05
1528.00,97.06
1527.00,97.06
1526.00,97.04
1525.00,97.01
1524.00,96.97
1523.00,96.93
1522.00,96.90
1521.00,96.87
1520.00,96.84
1519.00,96.80
1518.00,96.76
1517.00,96.71
1516.00,96.67
1515.00,96.63
1514.00,96.59
1513.00,96.53
1512.00,96.46
1511.00,96.40
1510.00,96.35
1509.00,96.29
1508.00,96.22
1507.00,96.18
1506.00,96.16
1505.00,96.16
1504.00,96.17
1503.00,96.20
1502.00,96.24
1501.00,96.29
1500.00,96.35
1499.00,96.43
1498.00,96.52
1497.00,96.60
1496.00,96.68
1495.00,96.76
1494.00,96.83
1493.00,96.89
1492.00,96.94
1491.00,96.99
1490.00,97.05
1489.00,97.09
1488.00,97.11
1487.00,97.12
1486.00,97.12
1485.00,97.10
1484.00,97.07
1483.00,97.03
1482.00,96.98
1481.00,96.93
1480.00,96.87
1479.00,96.81
1478.00,96.73
1477.00,96.63
1476.00,96.52
1475.00,96.39
1474.00,96.24
1473.00,96.05
1472.00,95.83
1471.00,95.65
1470.00,95.50
1469.00,95.37
1468.00,95.24
1467.00,95.11
1466.00,94.97
1465.00,94.84
1464.00,94.73
1463.00,94.66
1462.00,94.61
1461.00,94.59
1460.00,94.59
1459.00,94.58
1458.00,94.54
1457.00,94.49
1456.00,94.44
1455.00,94.42
1454.00,94.41
1453.00,94.41
1452.00,94.42
1451.00,94.45
1450.00,94.48
1449.00,94.52
1448.00,94.57
1447.00,94.60
1446.00,94.63
1445.00,94.64
1444.00,94.64
1443.00,94.64
1442.00,94.63
1441.00,94.61
1440.00,94.58
1439.00,94.56
1438.00,94.54
1437.00,94.50
1436.00,94.43
1435.00,94.34
1434.00,94.24
1433.00,94.15
1432.00,94.06
1431.00,93.99
1430.00,93.92
1429.00,93.84
1428.00,93.78
1427.00,93.72
1426.00,93.69
1425.00,93.66
1424.00,93.64
1423.00,93.64
1422.00,93.66
1421.00,93.70
1420.00,93.76
1419.00,93.85
1418.00,93.95
1417.00,94.03
1416.00,94.11
1415.00,94.20
1414.00,94.29
1413.00,94.38
1412.00,94.47
1411.00,94.55
1410.00,94.62
1409.00,94.68
1408.00,94.74
1407.00,94.79
1406.00,94.84
1405.00,94.87
1404.00,94.90
1403.00,94.91
1402.00,94.93
1401.00,94.95
1400.00,94.96
1399.00,94.97
1398.00,94.96
1397.00,94.96
1396.00,94.96
1395.00,94.97
1394.00,94.96
1393.00,94.93
1392.00,94.88
1391.00,94.82
1390.00,94.75
1389.00,94.67
1388.00,94.58
1387.00,94.47
1386.00,94.36
1385.00,94.25
1384.00,94.12
1383.00,93.98
1382.00,93.84
1381.00,93.69
1380.00,93.55
1379.00,93.42
1378.00,93.30
1377.00,93.20
1376.00,93.11
1375.00,93.02
1374.00,92.93
1373.00,92.85
1372.00,92.80
1371.00,92.78
1370.00,92.77
1369.00,92.77
1368.00,92.79
1367.00,92.81
1366.00,92.85
1365.00,92.89
1364.00,92.94
1363.00,93.01
1362.00,93.09
1361.00,93.17
1360.00,93.26
1359.00,93.35
1358.00,93.44
1357.00,93.54
1356.00,93.62
1355.00,93.70
1354.00,93.76
1353.00,93.80
1352.00,93.84
1351.00,93.87
1350.00,93.88
1349.00,93.88
1348.00,93.86
1347.00,93.84
1346.00,93.82
1345.00,93.77
1344.00,93.71
1343.00,93.64
1342.00,93.56
1341.00,93.48
1340.00,93.40
1339.00,93.31
1338.00,93.24
1337.00,93.17
1336.00,93.10
1335.00,93.04
1334.00,92.98
1333.00,92.93
1332.00,92.89
1331.00,92.88
1330.00,92.87
1329.00,92.86
1328.00,92.83
1327.00,92.79
1326.00,92.75
1325.00,92.69
1324.00,92.62
1323.00,92.55
1322.00,92.49
1321.00,92.42
1320.00,92.38
1319.00,92.34
1318.00,92.33
1317.00,92.34
1316.00,92.36
1315.00,92.41
1314.00,92.49
1313.00,92.59
1312.00,92.70
1311.00,92.83
1310.00,92.96
1309.00,93.11
1308.00,93.25
1307.00,93.40
1306.00,93.54
1305.00,93.67
1304.00,93.78
1303.00,93.89
1302.00,93.99
1301.00,94.09
1300.00,94.17
1299.00,94.26
1298.00,94.34
1297.00,94.40
1296.00,94.45
1295.00,94.49
1294.00,94.52
1293.00,94.55
1292.00,94.56
1291.00,94.56
1290.00,94.54
1289.00,94.51
1288.00,94.47
1287.00,94.43
1286.00,94.40
1285.00,94.35
1284.00,94.29
1283.00,94.22
1282.00,94.13
1281.00,94.05
1280.00,93.98
1279.00,93.92
1278.00,93.86
1277.00,93.79
1276.00,93.72
1275.00,93.63
1274.00,93.55
1273.00,93.46
1272.00,93.36
1271.00,93.26
1270.00,93.16
1269.00,93.05
1268.00,92.96
1267.00,92.87
1266.00,92.79
1265.00,92.69
1264.00,92.58
1263.00,92.46
1262.00,92.36
1261.00,92.28
1260.00,92.20
1259.00,92.12
1258.00,92.03
1257.00,91.94
1256.00,91.84
1255.00,91.75
1254.00,91.67
1253.00,91.59
1252.00,91.52
1251.00,91.44
1250.00,91.36
1249.00,91.28
1248.00,91.19
1247.00,91.11
1246.00,91.04
1245.00,90.99
1244.00,90.93
1243.00,90.89
1242.00,90.85
1241.00,90.83
1240.00,90.82
1239.00,90.82
1238.00,90.83
1237.00,90.85
1236.00,90.86
1235.00,90.87
1234.00,90.89
1233.00,90.92
1232.00,90.95
1231.00,91.00
1230.00,91.06
1229.00,91.15
1228.00,91.25
1227.00,91.35
1226.00,91.46
1225.00,91.58
1224.00,91.70
1223.00,91.83
1222.00,91.96
1221.00,92.07
1220.00,92.19
1219.00,92.33
1218.00,92.50
1217.00,92.66
1216.00,92.81
1215.00,92.94
1214.00,93.07
1213.00,93.18
1212.00,93.28
1211.00,93.37
1210.00,93.46
1209.00,93.53
1208.00,93.60
1207.00,93.65
1206.00,93.69
1205.00,93.71
1204.00,93.73
1203.00,93.78
1202.00,93.86
1201.00,93.97
1200.00,94.09
1199.00,94.22
1198.00,94.34
1197.00,94.45
1196.00,94.55
1195.00,94.65
1194.00,94.74
1193.00,94.82
1192.00,94.91
1191.00,94.99
1190.00,95.05
1189.00,95.09
1188.00,95.12
1187.00,95.13
1186.00,95.13
1185.00,95.12
1184.00,95.08
1183.00,95.03
1182.00,94.96
1181.00,94.89
1180.00,94.80
1179.00,94.68
1178.00,94.54
1177.00,94.38
1176.00,94.20
1175.00,94.00
1174.00,93.79
1173.00,93.57
1172.00,93.33
1171.00,93.07
1170.00,92.77
1169.00,92.45
1168.00,92.14
1167.00,91.86
1166.00,91.60
1165.00,91.38
1164.00,91.18
1163.00,91.00
1162.00,90.84
1161.00,90.71
1160.00,90.63
1159.00,90.62
1158.00,90.64
1157.00,90.66
1156.00,90.68
1155.00,90.70
1154.00,90.74
1153.00,90.79
1152.00,90.87
1151.00,90.94
1150.00,91.01
1149.00,91.07
1148.00,91.11
1147.00,91.16
1146.00,91.22
1145.00,91.27
1144.00,91.31
1143.00,91.34
1142.00,91.34
1141.00,91.31
1140.00,91.26
1139.00,91.21
1138.00,91.14
1137.00,91.04
1136.00,90.89
1135.00,90.69
1134.00,90.46
1133.00,90.20
1132.00,89.94
1131.00,89.68
1130.00,89.44
1129.00,89.19
1128.00,88.94
1127.00,88.69
1126.00,88.45
1125.00,88.20
1124.00,87.96
1123.00,87.74
1122.00,87.55
1121.00,87.37
1120.00,87.21
1119.00,87.04
1118.00,86.87
1117.00,86.66
1116.00,86.42
1115.00,86.16
1114.00,85.91
1113.00,85.69
1112.00,85.48
1111.00,85.29
1110.00,85.12
1109.00,84.96
1108.00,84.79
1107.00,84.62
1106.00,84.47
1105.00,84.34
1104.00,84.24
1103.00,84.15
1102.00,84.09
1101.00,84.05
1100.00,84.03
1099.00,84.04
1098.00,84.05
1097.00,84.05
1096.00,84.06
1095.00,84.07
1094.00,84.11
1093.00,84.13
1092.00,84.14
1091.00,84.14
1090.00,84.13
1089.00,84.11
1088.00,84.07
1087.00,84.02
1086.00,83.95
1085.00,83.87
1084.00,83.79
1083.00,83.69
1082.00,83.59
1081.00,83.47
1080.00,83.33
1079.00,83.20
1078.00,83.06
1077.00,82.91
1076.00,82.74
1075.00,82.57
1074.00,82.42
1073.00,82.27
1072.00,82.11
1071.00,81.94
1070.00,81.75
1069.00,81.51
1068.00,81.25
1067.00,80.98
1066.00,80.70
1065.00,80.41
1064.00,80.10
1063.00,79.78
1062.00,79.45
1061.00,79.11
1060.00,78.80
1059.00,78.52
1058.00,78.28
1057.00,78.04
1056.00,77.82
1055.00,77.62
1054.00,77.45
1053.00,77.30
1052.00,77.13
1051.00,76.95
1050.00,76.79
1049.00,76.65
1048.00,76.55
1047.00,76.49
1046.00,76.44
1045.00,76.38
1044.00,76.30
1043.00,76.21
1042.00,76.11
1041.00,75.97
1040.00,75.77
1039.00,75.53
1038.00,75.29
1037.00,75.07
1036.00,74.88
1035.00,74.71
1034.00,74.56
1033.00,74.41
1032.00,74.27
1031.00,74.16
1030.00,74.11
1029.00,74.10
1028.00,74.11
1027.00,74.15
1026.00,74.22
1025.00,74.31
1024.00,74.39
1023.00,74.48
1022.00,74.57
1021.00,74.64
1020.00,74.71
1019.00,74.78
1018.00,74.86
1017.00,74.93
1016.00,75.02
1015.00,75.12
1014.00,75.23
1013.00,75.32
1012.00,75.39
1011.00,75.45
1010.00,75.50
1009.00,75.56
1008.00,75.62
1007.00,75.67
1006.00,75.71
1005.00,75.75
1004.00,75.80
1003.00,75.90
1002.00,76.03
1001.00,76.16
1000.00,76.29
999.00,76.43
998.00,76.57
997.00,76.70
996.00,76.83
995.00,76.96
994.00,77.08
993.00,77.17
992.00,77.23
991.00,77.28
990.00,77.31
989.00,77.34
988.00,77.40
987.00,77.50
986.00,77.64
985.00,77.80
984.00,77.99
983.00,78.21
982.00,78.48
981.00,78.78
980.00,79.09
979.00,79.42
978.00,79.75
977.00,80.07
976.00,80.40
975.00,80.74
974.00,81.07
973.00,81.37
972.00,81.64
971.00,81.91
970.00,82.17
969.00,82.41
968.00,82.63
967.00,82.85
966.00,83.07
965.00,83.29
964.00,83.51
963.00,83.73
962.00,83.96
961.00,84.19
960.00,84.41
959.00,84.64
958.00,84.89
957.00,85.14
956.00,85.38
955.00,85.62
954.00,85.85
953.00,86.06
952.00,86.27
951.00,86.48
950.00,86.70
949.00,86.92
948.00,87.13
947.00,87.33
946.00,87.53
945.00,87.72
944.00,87.89
943.00,88.05
942.00,88.19
941.00,88.32
940.00,88.43
939.00,88.54
938.00,88.65
937.00,88.75
936.00,88.82
935.00,88.88
934.00,88.95
933.00,89.01
932.00,89.08
931.00,89.13
930.00,89.18
929.00,89.24
928.00,89.33
927.00,89.42
926.00,89.50
925.00,89.56
924.00,89.59
923.00,89.61
922.00,89.62
921.00,89.64
920.00,89.65
919.00,89.66
918.00,89.66
917.00,89.65
916.00,89.64
915.00,89.63
914.00,89.62
913.00,89.62
912.00,89.62
911.00,89.62
910.00,89.62
909.00,89.61
908.00,89.60
907.00,89.61
906.00,89.60
905.00,89.55
904.00,89.49
903.00,89.43
902.00,89.39
901.00,89.35
