Created as New Dataset,92 Du Pont
cm-1,%T
4000.00,98.13
3999.00,98.14
3998.00,98.14
3997.00,98.15
3996.00,98.15
3995.00,98.16
3994.00,98.16
3993.00,98.17
3992.00,98.17
3991.00,98.16
3990.00,98.16
3989.00,98.15
3988.00,98.15
3987.00,98.15
3986.00,98.16
3985.00,98.17
3984.00,98.17
3983.00,98.17
3982.00,98.17
3981.00,98.17
3980.00,98.17
3979.00,98.16
3978.00,98.15
3977.00,98.14
3976.00,98.14
3975.00,98.14
3974.00,98.14
3973.00,98.15
3972.00,98.16
3971.00,98.18
3970.00,98.19
3969.00,98.20
3968.00,98.20
3967.00,98.20
3966.00,98.21
3965.00,98.21
3964.00,98.20
3963.00,98.18
3962.00,98.16
3961.00,98.16
3960.00,98.18
3959.00,98.20
3958.00,98.23
3957.00,98.23
3956.00,98.22
3955.00,98.20
3954.00,98.19
3953.00,98.20
3952.00,98.22
3951.00,98.23
3950.00,98.24
3949.00,98.23
3948.00,98.21
3947.00,98.19
3946.00,98.17
3945.00,98.16
3944.00,98.15
3943.00,98.16
3942.00,98.17
3941.00,98.20
3940.00,98.22
3939.00,98.23
3938.00,98.22
3937.00,98.21
3936.00,98.20
3935.00,98.19
3934.00,98.18
3933.00,98.16
3932.00,98.16
3931.00,98.16
3930.00,98.17
3929.00,98.18
3928.00,98.18
3927.00,98.17
3926.00,98.16
3925.00,98.15
3924.00,98.16
3923.00,98.17
3922.00,98.17
3921.00,98.17
3920.00,98.17
3919.00,98.17
3918.00,98.17
3917.00,98.17
3916.00,98.19
3915.00,98.21
3914.00,98.22
3913.00,98.22
3912.00,98.20
3911.00,98.19
3910.00,98.18
3909.00,98.18
3908.00,98.20
3907.00,98.23
3906.00,98.25
3905.00,98.25
3904.00,98.26
3903.00,98.26
3902.00,98.25
3901.00,98.24
3900.00,98.22
3899.00,98.20
3898.00,98.21
3897.00,98.22
3896.00,98.23
3895.00,98.23
3894.00,98.22
3893.00,98.22
3892.00,98.21
3891.00,98.22
3890.00,98.25
3889.00,98.28
3888.00,98.29
3887.00,98.27
3886.00,98.25
3885.00,98.24
3884.00,98.24
3883.00,98.23
3882.00,98.21
3881.00,98.19
3880.00,98.19
3879.00,98.20
3878.00,98.21
3877.00,98.20
3876.00,98.19
3875.00,98.18
3874.00,98.18
3873.00,98.19
3872.00,98.18
3871.00,98.16
3870.00,98.14
3869.00,98.15
3868.00,98.19
3867.00,98.21
3866.00,98.22
3865.00,98.23
3864.00,98.24
3863.00,98.26
3862.00,98.27
3861.00,98.25
3860.00,98.23
3859.00,98.21
3858.00,98.20
3857.00,98.21
3856.00,98.24
3855.00,98.26
3854.00,98.25
3853.00,98.22
3852.00,98.23
3851.00,98.24
3850.00,98.24
3849.00,98.22
3848.00,98.21
3847.00,98.20
3846.00,98.19
3845.00,98.17
3844.00,98.16
3843.00,98.16
3842.00,98.19
3841.00,98.22
3840.00,98.23
3839.00,98.22
3838.00,98.19
3837.00,98.18
3836.00,98.18
3835.00,98.18
3834.00,98.18
3833.00,98.17
3832.00,98.17
3831.00,98.17
3830.00,98.18
3829.00,98.18
3828.00,98.16
3827.00,98.15
3826.00,98.16
3825.00,98.19
3824.00,98.21
3823.00,98.20
3822.00,98.17
3821.00,98.14
3820.00,98.14
3819.00,98.15
3818.00,98.13
3817.00,98.09
3816.00,98.06
3815.00,98.07
3814.00,98.09
3813.00,98.09
3812.00,98.06
3811.00,98.05
3810.00,98.05
3809.00,98.06
3808.00,98.06
3807.00,98.08
3806.00,98.12
3805.00,98.16
3804.00,98.15
3803.00,98.09
3802.00,98.02
3801.00,97.99
3800.00,98.02
3799.00,98.05
3798.00,98.07
3797.00,98.07
3796.00,98.07
3795.00,98.09
3794.00,98.09
3793.00,98.08
3792.00,98.06
3791.00,98.04
3790.00,98.03
3789.00,98.02
3788.00,98.01
3787.00,98.00
3786.00,97.99
3785.00,97.99
3784.00,98.00
3783.00,98.00
3782.00,97.99
3781.00,97.97
3780.00,97.94
3779.00,97.94
3778.00,97.95
3777.00,97.96
3776.00,97.97
3775.00,97.95
3774.00,97.94
3773.00,97.94
3772.00,97.94
3771.00,97.94
3770.00,97.94
3769.00,97.95
3768.00,97.96
3767.00,97.96
3766.00,97.96
3765.00,97.95
3764.00,97.96
3763.00,97.97
3762.00,97.99
3761.00,98.00
3760.00,98.01
3759.00,98.01
3758.00,98.00
3757.00,97.98
3756.00,97.95
3755.00,97.93
3754.00,97.92
3753.00,97.92
3752.00,97.93
3751.00,97.96
3750.00,98.00
3749.00,98.03
3748.00,98.04
3747.00,98.01
3746.00,97.96
3745.00,97.90
3744.00,97.89
3743.00,97.92
3742.00,97.95
3741.00,97.93
3740.00,97.91
3739.00,97.91
3738.00,97.94
3737.00,97.97
3736.00,97.98
3735.00,97.97
3734.00,97.95
3733.00,97.91
3732.00,97.88
3731.00,97.86
3730.00,97.85
3729.00,97.84
3728.00,97.81
3727.00,97.79
3726.00,97.78
3725.00,97.79
3724.00,97.79
3723.00,97.80
3722.00,97.80
3721.00,97.80
3720.00,97.80
3719.00,97.80
3718.00,97.80
3717.00,97.80
3716.00,97.80
3715.00,97.81
3714.00,97.82
3713.00,97.82
3712.00,97.81
3711.00,97.80
3710.00,97.80
3709.00,97.81
3708.00,97.82
3707.00,97.83
3706.00,97.83
3705.00,97.84
3704.00,97.84
3703.00,97.84
3702.00,97.81
3701.00,97.77
3700.00,97.75
3699.00,97.73
3698.00,97.73
3697.00,97.74
3696.00,97.74
3695.00,97.74
3694.00,97.74
3693.00,97.76
3692.00,97.78
3691.00,97.81
3690.00,97.81
3689.00,97.80
3688.00,97.78
3687.00,97.77
3686.00,97.77
3685.00,97.74
3684.00,97.71
3683.00,97.67
3682.00,97.65
3681.00,97.64
3680.00,97.66
3679.00,97.70
3678.00,97.75
3677.00,97.77
3676.00,97.75
3675.00,97.73
3674.00,97.74
3673.00,97.75
3672.00,97.72
3671.00,97.67
3670.00,97.63
3669.00,97.62
3668.00,97.63
3667.00,97.63
3666.00,97.63
3665.00,97.62
3664.00,97.60
3663.00,97.57
3662.00,97.55
3661.00,97.53
3660.00,97.53
3659.00,97.54
3658.00,97.54
3657.00,97.52
3656.00,97.52
3655.00,97.53
3654.00,97.54
3653.00,97.54
3652.00,97.51
3651.00,97.49
3650.00,97.48
3649.00,97.50
3648.00,97.54
3647.00,97.57
3646.00,97.58
3645.00,97.57
3644.00,97.55
3643.00,97.53
3642.00,97.52
3641.00,97.51
3640.00,97.51
3639.00,97.51
3638.00,97.51
3637.00,97.51
3636.00,97.49
3635.00,97.47
3634.00,97.45
3633.00,97.47
3632.00,97.50
3631.00,97.54
3630.00,97.55
3629.00,97.54
3628.00,97.53
3627.00,97.52
3626.00,97.49
3625.00,97.46
3624.00,97.45
3623.00,97.46
3622.00,97.47
3621.00,97.45
3620.00,97.39
3619.00,97.34
3618.00,97.32
3617.00,97.32
3616.00,97.33
3615.00,97.33
3614.00,97.33
3613.00,97.33
3612.00,97.35
3611.00,97.37
3610.00,97.36
3609.00,97.33
3608.00,97.28
3607.00,97.24
3606.00,97.22
3605.00,97.22
3604.00,97.23
3603.00,97.23
3602.00,97.23
3601.00,97.21
3600.00,97.19
3599.00,97.19
3598.00,97.19
3597.00,97.20
3596.00,97.21
3595.00,97.20
3594.00,97.16
3593.00,97.13
3592.00,97.11
3591.00,97.10
3590.00,97.12
3589.00,97.12
3588.00,97.12
3587.00,97.10
3586.00,97.07
3585.00,97.05
3584.00,97.04
3583.00,97.04
3582.00,97.05
3581.00,97.07
3580.00,97.09
3579.00,97.10
3578.00,97.08
3577.00,97.05
3576.00,97.02
3575.00,97.00
3574.00,96.98
3573.00,96.97
3572.00,96.96
3571.00,96.95
3570.00,96.93
3569.00,96.92
3568.00,96.90
3567.00,96.89
3566.00,96.89
3565.00,96.90
3564.00,96.89
3563.00,96.85
3562.00,96.81
3561.00,96.78
3560.00,96.76
3559.00,96.76
3558.00,96.76
3557.00,96.75
3556.00,96.73
3555.00,96.70
3554.00,96.68
3553.00,96.65
3552.00,96.62
3551.00,96.60
3550.00,96.57
3549.00,96.56
3548.00,96.56
3547.00,96.56
3546.00,96.56
3545.00,96.56
3544.00,96.56
3543.00,96.55
3542.00,96.54
3541.00,96.51
3540.00,96.48
3539.00,96.46
3538.00,96.43
3537.00,96.41
3536.00,96.39
3535.00,96.37
3534.00,96.37
3533.00,96.37
3532.00,96.37
3531.00,96.36
3530.00,96.33
3529.00,96.30
3528.00,96.29
3527.00,96.29
3526.00,96.30
3525.00,96.30
3524.00,96.27
3523.00,96.23
3522.00,96.18
3521.00,96.15
3520.00,96.12
3519.00,96.10
3518.00,96.09
3517.00,96.08
3516.00,96.07
3515.00,96.04
3514.00,96.01
3513.00,96.00
3512.00,96.00
3511.00,96.00
3510.00,95.99
3509.00,95.97
3508.00,95.94
3507.00,95.93
3506.00,95.94
3505.00,95.94
3504.00,95.93
3503.00,95.91
3502.00,95.89
3501.00,95.87
3500.00,95.87
3499.00,95.86
3498.00,95.86
3497.00,95.85
3496.00,95.83
3495.00,95.82
3494.00,95.80
3493.00,95.80
3492.00,95.80
3491.00,95.81
3490.00,95.81
3489.00,95.80
3488.00,95.78
3487.00,95.76
3486.00,95.74
3485.00,95.73
3484.00,95.72
3483.00,95.71
3482.00,95.69
3481.00,95.67
3480.00,95.66
3479.00,95.66
3478.00,95.67
3477.00,95.67
3476.00,95.66
3475.00,95.64
3474.00,95.62
3473.00,95.62
3472.00,95.63
3471.00,95.63
3470.00,95.62
3469.00,95.59
3468.00,95.57
3467.00,95.58
3466.00,95.60
3465.00,95.64
3464.00,95.66
3463.00,95.66
3462.00,95.64
3461.00,95.61
3460.00,95.61
3459.00,95.61
3458.00,95.61
3457.00,95.61
3456.00,95.60
3455.00,95.58
3454.00,95.58
3453.00,95.58
3452.00,95.59
3451.00,95.59
3450.00,95.58
3449.00,95.55
3448.00,95.50
3447.00,95.47
3446.00,95.44
3445.00,95.42
3444.00,95.41
3443.00,95.39
3442.00,95.38
3441.00,95.37
3440.00,95.38
3439.00,95.40
3438.00,95.42
3437.00,95.42
3436.00,95.41
3435.00,95.40
3434.00,95.39
3433.00,95.39
3432.00,95.39
3431.00,95.38
3430.00,95.37
3429.00,95.34
3428.00,95.32
3427.00,95.30
3426.00,95.29
3425.00,95.29
3424.00,95.30
3423.00,95.30
3422.00,95.30
3421.00,95.31
3420.00,95.32
3419.00,95.32
3418.00,95.31
3417.00,95.29
3416.00,95.29
3415.00,95.30
3414.00,95.31
3413.00,95.30
3412.00,95.29
3411.00,95.27
3410.00,95.25
3409.00,95.23
3408.00,95.22
3407.00,95.20
3406.00,95.17
3405.00,95.14
3404.00,95.12
3403.00,95.11
3402.00,95.11
3401.00,95.11
3400.00,95.10
3399.00,95.08
3398.00,95.06
3397.00,95.04
3396.00,95.02
3395.00,95.00
3394.00,94.98
3393.00,94.96
3392.00,94.95
3391.00,94.95
3390.00,94.93
3389.00,94.90
3388.00,94.86
3387.00,94.81
3386.00,94.78
3385.00,94.75
3384.00,94.74
3383.00,94.72
3382.00,94.69
3381.00,94.65
3380.00,94.60
3379.00,94.56
3378.00,94.52
3377.00,94.48
3376.00,94.44
3375.00,94.40
3374.00,94.35
3373.00,94.30
3372.00,94.26
3371.00,94.22
3370.00,94.18
3369.00,94.14
3368.00,94.08
3367.00,94.03
3366.00,93.97
3365.00,93.91
3364.00,93.84
3363.00,93.77
3362.00,93.69
3361.00,93.61
3360.00,93.53
3359.00,93.45
3358.00,93.36
3357.00,93.27
3356.00,93.16
3355.00,93.05
3354.00,92.94
3353.00,92.84
3352.00,92.74
3351.00,92.63
3350.00,92.51
3349.00,92.37
3348.00,92.22
3347.00,92.07
3346.00,91.93
3345.00,91.78
3344.00,91.64
3343.00,91.50
3342.00,91.36
3341.00,91.21
3340.00,91.05
3339.00,90.87
3338.00,90.68
3337.00,90.49
3336.00,90.30
3335.00,90.09
3334.00,89.86
3333.00,89.62
3332.00,89.36
3331.00,89.12
3330.00,88.87
3329.00,88.61
3328.00,88.33
3327.00,88.03
3326.00,87.70
3325.00,87.37
3324.00,87.04
3323.00,86.69
3322.00,86.34
3321.00,85.97
3320.00,85.59
3319.00,85.19
3318.00,84.78
3317.00,84.35
3316.00,83.90
