Created as New Dataset,11.4 Red Cormo sheep
cm-1,%T
896.00,93.48
895.00,93.50
894.00,93.51
893.00,93.52
892.00,93.54
891.00,93.55
890.00,93.54
889.00,93.54
888.00,93.57
887.00,93.58
886.00,93.56
885.00,93.52
884.00,93.51
883.00,93.53
882.00,93.55
881.00,93.53
880.00,93.50
879.00,93.51
878.00,93.54
877.00,93.54
876.00,93.51
875.00,93.50
874.00,93.51
873.00,93.51
872.00,93.49
871.00,93.48
870.00,93.49
869.00,93.51
868.00,93.49
867.00,93.47
866.00,93.48
865.00,93.54
864.00,93.58
863.00,93.60
862.00,93.59
861.00,93.60
860.00,93.59
859.00,93.54
858.00,93.52
857.00,93.54
856.00,93.58
855.00,93.58
854.00,93.52
853.00,93.46
852.00,93.43
851.00,93.41
850.00,93.34
849.00,93.26
848.00,93.20
847.00,93.17
846.00,93.17
845.00,93.17
844.00,93.16
843.00,93.14
842.00,93.08
841.00,92.98
840.00,92.91
839.00,92.88
838.00,92.86
837.00,92.83
836.00,92.79
835.00,92.76
834.00,92.75
833.00,92.72
832.00,92.66
831.00,92.60
830.00,92.57
829.00,92.55
828.00,92.50
827.00,92.45
826.00,92.45
825.00,92.48
824.00,92.48
823.00,92.44
822.00,92.42
821.00,92.43
820.00,92.44
819.00,92.42
818.00,92.38
817.00,92.33
816.00,92.30
815.00,92.26
814.00,92.23
813.00,92.21
812.00,92.19
811.00,92.13
810.00,92.03
809.00,91.93
808.00,91.90
807.00,91.87
806.00,91.80
805.00,91.68
804.00,91.55
803.00,91.46
802.00,91.38
801.00,91.28
800.00,91.21
799.00,91.18
798.00,91.17
797.00,91.14
796.00,91.09
795.00,91.06
794.00,91.04
793.00,91.01
792.00,90.95
791.00,90.91
790.00,90.89
789.00,90.86
788.00,90.79
787.00,90.73
786.00,90.71
785.00,90.71
784.00,90.68
783.00,90.59
782.00,90.50
781.00,90.43
780.00,90.36
779.00,90.27
778.00,90.17
777.00,90.12
776.00,90.10
775.00,90.05
774.00,89.95
773.00,89.86
772.00,89.82
771.00,89.81
770.00,89.80
769.00,89.80
768.00,89.80
767.00,89.77
766.00,89.69
765.00,89.58
764.00,89.50
763.00,89.47
762.00,89.46
761.00,89.42
760.00,89.36
759.00,89.30
758.00,89.24
757.00,89.15
756.00,89.06
755.00,89.02
754.00,89.02
753.00,88.99
752.00,88.88
751.00,88.73
750.00,88.62
749.00,88.54
748.00,88.49
747.00,88.45
746.00,88.44
745.00,88.43
744.00,88.38
743.00,88.30
742.00,88.23
741.00,88.21
740.00,88.17
739.00,88.10
738.00,88.04
737.00,88.02
736.00,88.00
735.00,87.90
734.00,87.69
733.00,87.49
732.00,87.36
731.00,87.29
730.00,87.21
729.00,87.11
728.00,87.01
727.00,86.91
726.00,86.78
725.00,86.60
724.00,86.42
723.00,86.26
722.00,86.11
721.00,85.95
720.00,85.83
719.00,85.82
718.00,85.89
717.00,85.97
716.00,86.05
715.00,86.14
714.00,86.24
713.00,86.30
712.00,86.25
711.00,86.17
710.00,86.10
709.00,86.07
708.00,86.02
707.00,85.94
706.00,85.87
705.00,85.81
704.00,85.73
703.00,85.62
702.00,85.51
701.00,85.44
700.00,85.36
699.00,85.26
698.00,85.14
697.00,85.05
696.00,85.01
695.00,84.97
694.00,84.93
693.00,84.91
692.00,84.92
691.00,84.94
690.00,84.94
689.00,84.92
688.00,84.93
687.00,84.97
686.00,84.96
685.00,84.89
684.00,84.79
683.00,84.71
682.00,84.63
681.00,84.54
680.00,84.49
679.00,84.46
678.00,84.40
677.00,84.23
676.00,84.01
675.00,83.88
674.00,83.87
673.00,83.89
672.00,83.82
671.00,83.69
670.00,83.60
669.00,83.60
668.00,83.53
667.00,83.40
666.00,83.34
665.00,83.35
664.00,83.34
663.00,83.29
662.00,83.25
661.00,83.26
660.00,83.26
659.00,83.18
658.00,83.02
657.00,82.88
656.00,82.82
655.00,82.76
654.00,82.63
653.00,82.48
652.00,82.36
651.00,82.30
650.00,82.22
649.00,82.17
648.00,82.21
647.00,82.31
646.00,82.32
645.00,82.19
644.00,82.06
643.00,82.05
642.00,82.06
641.00,81.95
640.00,81.77
639.00,81.71
638.00,81.79
637.00,81.85
636.00,81.79
635.00,81.71
634.00,81.72
633.00,81.73
632.00,81.65
631.00,81.55
630.00,81.55
629.00,81.61
628.00,81.59
627.00,81.52
626.00,81.50
625.00,81.52
624.00,81.38
623.00,81.02
622.00,80.68
621.00,80.58
620.00,80.64
619.00,80.57
618.00,80.37
617.00,80.30
616.00,80.45
615.00,80.54
614.00,80.32
613.00,80.04
612.00,80.10
611.00,80.49
610.00,80.75
609.00,80.64
608.00,80.42
607.00,80.40
606.00,80.54
605.00,80.64
604.00,80.70
603.00,80.78
602.00,80.79
601.00,80.63
600.00,80.49
599.00,80.63
598.00,80.91
597.00,80.91
596.00,80.53
595.00,80.20
594.00,80.22
593.00,80.36
592.00,80.32
591.00,80.14
590.00,80.01
589.00,79.82
588.00,79.41
587.00,78.99
586.00,79.01
585.00,79.41
584.00,79.66
583.00,79.47
582.00,79.29
581.00,79.61
580.00,80.21
579.00,80.29
578.00,79.64
577.00,78.94
576.00,78.86
575.00,79.21
574.00,79.31
573.00,78.91
572.00,78.40
571.00,78.01
570.00,77.66
569.00,77.50
568.00,77.91
567.00,78.74
566.00,79.10
565.00,78.64
564.00,78.21
563.00,78.57
562.00,79.16
561.00,78.98
560.00,78.27
559.00,78.10
558.00,78.60
557.00,78.75
556.00,78.09
555.00,77.45
554.00,77.42
553.00,77.52
552.00,77.04
551.00,76.49
550.00,76.49
