Created as New Dataset,11.4 Red Cormo sheep
cm-1,%T
2459.00,101.45
2458.00,101.43
2457.00,101.42
2456.00,101.41
2455.00,101.40
2454.00,101.40
2453.00,101.41
2452.00,101.42
2451.00,101.44
2450.00,101.46
2449.00,101.47
2448.00,101.49
2447.00,101.50
2446.00,101.51
2445.00,101.51
2444.00,101.50
2443.00,101.48
2442.00,101.46
2441.00,101.45
2440.00,101.46
2439.00,101.46
2438.00,101.47
2437.00,101.47
2436.00,101.48
2435.00,101.48
2434.00,101.48
2433.00,101.48
2432.00,101.48
2431.00,101.48
2430.00,101.48
2429.00,101.47
2428.00,101.45
2427.00,101.46
2426.00,101.47
2425.00,101.49
2424.00,101.50
2423.00,101.50
2422.00,101.50
2421.00,101.50
2420.00,101.50
2419.00,101.51
2418.00,101.52
2417.00,101.52
2416.00,101.53
2415.00,101.53
2414.00,101.53
2413.00,101.53
2412.00,101.55
2411.00,101.57
2410.00,101.58
2409.00,101.58
2408.00,101.55
2407.00,101.53
2406.00,101.52
2405.00,101.52
2404.00,101.51
2403.00,101.51
2402.00,101.52
2401.00,101.52
2400.00,101.53
2399.00,101.55
2398.00,101.57
2397.00,101.58
2396.00,101.57
2395.00,101.56
2394.00,101.56
2393.00,101.55
2392.00,101.54
2391.00,101.52
2390.00,101.52
2389.00,101.52
2388.00,101.53
2387.00,101.52
2386.00,101.50
2385.00,101.50
2384.00,101.51
2383.00,101.55
2382.00,101.58
2381.00,101.60
2380.00,101.60
2379.00,101.58
2378.00,101.56
2377.00,101.52
2376.00,101.48
2375.00,101.47
2374.00,101.47
2373.00,101.48
2372.00,101.49
2371.00,101.50
2370.00,101.50
2369.00,101.46
2368.00,101.41
2367.00,101.39
2366.00,101.43
2365.00,101.49
2364.00,101.54
2363.00,101.56
2362.00,101.54
2361.00,101.45
2360.00,101.29
2359.00,101.14
2358.00,101.08
2357.00,101.12
2356.00,101.20
2355.00,101.29
2354.00,101.34
2353.00,101.36
2352.00,101.36
2351.00,101.35
2350.00,101.37
2349.00,101.43
2348.00,101.50
2347.00,101.56
2346.00,101.56
2345.00,101.48
2344.00,101.39
2343.00,101.33
2342.00,101.31
2341.00,101.30
2340.00,101.31
2339.00,101.31
2338.00,101.30
2337.00,101.26
2336.00,101.19
2335.00,101.16
2334.00,101.17
2333.00,101.22
2332.00,101.27
2331.00,101.28
2330.00,101.26
2329.00,101.23
2328.00,101.23
2327.00,101.26
2326.00,101.30
2325.00,101.31
2324.00,101.28
2323.00,101.23
2322.00,101.19
2321.00,101.18
2320.00,101.19
2319.00,101.23
2318.00,101.28
2317.00,101.32
2316.00,101.33
2315.00,101.32
2314.00,101.32
2313.00,101.34
2312.00,101.36
2311.00,101.38
2310.00,101.37
2309.00,101.37
2308.00,101.37
2307.00,101.38
2306.00,101.39
2305.00,101.41
2304.00,101.44
2303.00,101.47
2302.00,101.48
2301.00,101.47
2300.00,101.46
2299.00,101.46
2298.00,101.47
2297.00,101.49
2296.00,101.51
2295.00,101.52
2294.00,101.51
2293.00,101.47
2292.00,101.43
2291.00,101.42
2290.00,101.43
2289.00,101.44
2288.00,101.43
2287.00,101.42
2286.00,101.41
2285.00,101.41
2284.00,101.41
2283.00,101.42
2282.00,101.44
2281.00,101.46
2280.00,101.47
2279.00,101.46
2278.00,101.44
2277.00,101.42
2276.00,101.41
2275.00,101.41
2274.00,101.43
2273.00,101.44
2272.00,101.44
2271.00,101.42
2270.00,101.42
2269.00,101.44
2268.00,101.48
2267.00,101.50
2266.00,101.50
2265.00,101.48
2264.00,101.47
2263.00,101.46
2262.00,101.46
2261.00,101.46
2260.00,101.44
2259.00,101.43
2258.00,101.43
2257.00,101.42
2256.00,101.42
2255.00,101.44
2254.00,101.45
2253.00,101.45
2252.00,101.46
2251.00,101.47
2250.00,101.48
2249.00,101.47
2248.00,101.45
2247.00,101.43
2246.00,101.41
2245.00,101.39
2244.00,101.37
2243.00,101.39
2242.00,101.43
2241.00,101.46
2240.00,101.47
2239.00,101.44
2238.00,101.40
2237.00,101.36
2236.00,101.34
2235.00,101.37
2234.00,101.43
2233.00,101.49
2232.00,101.50
2231.00,101.47
2230.00,101.44
2229.00,101.41
2228.00,101.39
2227.00,101.38
2226.00,101.37
2225.00,101.37
2224.00,101.38
2223.00,101.40
2222.00,101.42
2221.00,101.42
2220.00,101.41
2219.00,101.41
2218.00,101.41
2217.00,101.42
2216.00,101.43
2215.00,101.44
2214.00,101.41
2213.00,101.35
2212.00,101.30
2211.00,101.29
2210.00,101.31
2209.00,101.31
2208.00,101.29
2207.00,101.27
2206.00,101.26
2205.00,101.27
2204.00,101.27
2203.00,101.27
2202.00,101.24
2201.00,101.17
2200.00,101.12
2199.00,101.13
2198.00,101.20
2197.00,101.30
2196.00,101.37
2195.00,101.38
2194.00,101.33
2193.00,101.25
2192.00,101.17
2191.00,101.15
2190.00,101.19
2189.00,101.25
2188.00,101.29
2187.00,101.29
2186.00,101.29
2185.00,101.33
2184.00,101.40
2183.00,101.44
2182.00,101.45
2181.00,101.43
2180.00,101.41
2179.00,101.40
2178.00,101.38
2177.00,101.36
2176.00,101.36
2175.00,101.38
2174.00,101.39
2173.00,101.35
2172.00,101.29
2171.00,101.24
2170.00,101.23
2169.00,101.27
2168.00,101.32
2167.00,101.35
2166.00,101.34
2165.00,101.28
2164.00,101.23
2163.00,101.24
2162.00,101.31
2161.00,101.42
2160.00,101.51
2159.00,101.55
2158.00,101.54
2157.00,101.46
2156.00,101.35
2155.00,101.26
2154.00,101.24
2153.00,101.26
2152.00,101.30
2151.00,101.35
2150.00,101.37
2149.00,101.39
2148.00,101.39
2147.00,101.39
2146.00,101.41
2145.00,101.45
2144.00,101.50
2143.00,101.53
2142.00,101.52
2141.00,101.49
2140.00,101.44
2139.00,101.42
2138.00,101.41
2137.00,101.42
2136.00,101.45
2135.00,101.50
2134.00,101.52
2133.00,101.51
2132.00,101.47
2131.00,101.45
2130.00,101.44
2129.00,101.43
2128.00,101.40
2127.00,101.37
2126.00,101.34
2125.00,101.33
2124.00,101.32
2123.00,101.31
2122.00,101.31
2121.00,101.30
2120.00,101.28
2119.00,101.27
2118.00,101.27
2117.00,101.26
2116.00,101.25
2115.00,101.24
2114.00,101.23
2113.00,101.25
2112.00,101.27
2111.00,101.30
2110.00,101.32
2109.00,101.33
2108.00,101.34
2107.00,101.34
2106.00,101.33
2105.00,101.32
2104.00,101.31
2103.00,101.31
2102.00,101.30
2101.00,101.29
2100.00,101.28
2099.00,101.29
2098.00,101.31
2097.00,101.31
2096.00,101.30
2095.00,101.31
2094.00,101.32
2093.00,101.33
2092.00,101.32
2091.00,101.31
2090.00,101.32
2089.00,101.33
2088.00,101.33
2087.00,101.30
2086.00,101.28
2085.00,101.28
2084.00,101.29
2083.00,101.30
2082.00,101.30
2081.00,101.28
2080.00,101.28
2079.00,101.30
2078.00,101.34
2077.00,101.39
2076.00,101.41
2075.00,101.40
2074.00,101.37
2073.00,101.33
2072.00,101.29
2071.00,101.27
2070.00,101.26
2069.00,101.27
2068.00,101.31
2067.00,101.36
2066.00,101.38
2065.00,101.36
2064.00,101.33
2063.00,101.31
2062.00,101.34
2061.00,101.38
2060.00,101.42
2059.00,101.43
2058.00,101.41
2057.00,101.37
2056.00,101.34
2055.00,101.32
2054.00,101.29
2053.00,101.25
2052.00,101.22
2051.00,101.24
2050.00,101.29
2049.00,101.35
2048.00,101.38
2047.00,101.39
2046.00,101.37
2045.00,101.35
2044.00,101.34
2043.00,101.34
2042.00,101.36
2041.00,101.37
2040.00,101.37
2039.00,101.35
2038.00,101.32
2037.00,101.30
2036.00,101.31
2035.00,101.32
2034.00,101.31
2033.00,101.28
2032.00,101.26
2031.00,101.28
2030.00,101.32
2029.00,101.36
2028.00,101.41
2027.00,101.44
2026.00,101.42
2025.00,101.36
2024.00,101.30
2023.00,101.30
2022.00,101.35
2021.00,101.41
2020.00,101.45
2019.00,101.47
2018.00,101.46
2017.00,101.41
2016.00,101.36
2015.00,101.37
2014.00,101.40
2013.00,101.40
2012.00,101.34
2011.00,101.29
2010.00,101.28
2009.00,101.33
2008.00,101.39
2007.00,101.44
2006.00,101.45
2005.00,101.41
2004.00,101.36
2003.00,101.35
2002.00,101.36
2001.00,101.39
2000.00,101.42
1999.00,101.44
1998.00,101.46
1997.00,101.47
1996.00,101.47
1995.00,101.46
1994.00,101.46
1993.00,101.44
1992.00,101.42
1991.00,101.41
1990.00,101.40
1989.00,101.37
1988.00,101.31
1987.00,101.26
1986.00,101.24
1985.00,101.26
1984.00,101.31
1983.00,101.35
1982.00,101.35
1981.00,101.32
1980.00,101.29
1979.00,101.29
1978.00,101.30
1977.00,101.29
1976.00,101.25
1975.00,101.23
1974.00,101.22
1973.00,101.22
1972.00,101.24
1971.00,101.30
1970.00,101.38
1969.00,101.45
1968.00,101.47
1967.00,101.46
1966.00,101.44
1965.00,101.42
1964.00,101.39
1963.00,101.36
1962.00,101.35
1961.00,101.37
1960.00,101.40
1959.00,101.43
1958.00,101.45
1957.00,101.46
1956.00,101.47
1955.00,101.47
1954.00,101.46
1953.00,101.45
1952.00,101.45
1951.00,101.45
1950.00,101.45
1949.00,101.42
1948.00,101.39
1947.00,101.36
1946.00,101.35
1945.00,101.37
1944.00,101.40
1943.00,101.44
1942.00,101.46
1941.00,101.47
1940.00,101.47
1939.00,101.45
1938.00,101.42
1937.00,101.39
1936.00,101.38
1935.00,101.40
1934.00,101.41
1933.00,101.41
1932.00,101.39
1931.00,101.37
1930.00,101.37
1929.00,101.35
1928.00,101.33
1927.00,101.31
1926.00,101.31
1925.00,101.33
1924.00,101.36
1923.00,101.37
1922.00,101.37
1921.00,101.35
1920.00,101.33
1919.00,101.33
1918.00,101.34
1917.00,101.33
1916.00,101.33
1915.00,101.37
1914.00,101.42
1913.00,101.45
1912.00,101.45
1911.00,101.44
1910.00,101.42
1909.00,101.39
1908.00,101.36
1907.00,101.35
1906.00,101.35
1905.00,101.35
1904.00,101.36
1903.00,101.37
1902.00,101.38
1901.00,101.36
1900.00,101.36
1899.00,101.37
1898.00,101.41
1897.00,101.43
1896.00,101.43
1895.00,101.41
1894.00,101.38
1893.00,101.37
1892.00,101.39
1891.00,101.43
1890.00,101.45
1889.00,101.41
1888.00,101.34
1887.00,101.30
1886.00,101.31
1885.00,101.33
1884.00,101.36
1883.00,101.39
1882.00,101.42
1881.00,101.44
1880.00,101.43
1879.00,101.41
1878.00,101.40
1877.00,101.40
1876.00,101.41
1875.00,101.43
1874.00,101.44
1873.00,101.43
1872.00,101.42
1871.00,101.42
1870.00,101.44
1869.00,101.43
1868.00,101.41
1867.00,101.39
1866.00,101.39
1865.00,101.39
1864.00,101.39
1863.00,101.39
1862.00,101.38
1861.00,101.36
1860.00,101.36
1859.00,101.36
1858.00,101.36
1857.00,101.37
1856.00,101.39
1855.00,101.41
1854.00,101.42
1853.00,101.41
1852.00,101.38
1851.00,101.37
1850.00,101.38
1849.00,101.38
1848.00,101.37
1847.00,101.35
1846.00,101.35
1845.00,101.34
1844.00,101.34
1843.00,101.34
1842.00,101.35
1841.00,101.35
1840.00,101.36
1839.00,101.36
1838.00,101.36
1837.00,101.34
1836.00,101.31
1835.00,101.29
1834.00,101.27
1833.00,101.27
1832.00,101.29
1831.00,101.33
1830.00,101.34
1829.00,101.33
1828.00,101.32
1827.00,101.33
1826.00,101.36
1825.00,101.36
1824.00,101.33
1823.00,101.32
1822.00,101.32
1821.00,101.32
1820.00,101.31
1819.00,101.30
1818.00,101.29
1817.00,101.28
1816.00,101.27
1815.00,101.26
1814.00,101.25
1813.00,101.23
1812.00,101.20
1811.00,101.18
1810.00,101.17
1809.00,101.17
1808.00,101.17
1807.00,101.16
1806.00,101.15
1805.00,101.13
1804.00,101.12
1803.00,101.14
1802.00,101.17
1801.00,101.18
1800.00,101.16
1799.00,101.13
1798.00,101.11
1797.00,101.09
1796.00,101.08
1795.00,101.08
1794.00,101.09
1793.00,101.08
1792.00,101.02
1791.00,100.96
1790.00,100.93
1789.00,100.90
1788.00,100.89
1787.00,100.89
1786.00,100.89
1785.00,100.89
1784.00,100.87
1783.00,100.85
1782.00,100.84
1781.00,100.82
1780.00,100.78
1779.00,100.74
1778.00,100.72
1777.00,100.71
1776.00,100.68
1775.00,100.65
1774.00,100.63
1773.00,100.61
1772.00,100.55
1771.00,100.47
1770.00,100.40
1769.00,100.36
1768.00,100.32
1767.00,100.26
1766.00,100.20
1765.00,100.14
1764.00,100.08
1763.00,100.03
1762.00,99.96
1761.00,99.87
1760.00,99.78
1759.00,99.71
1758.00,99.65
1757.00,99.56
1756.00,99.44
1755.00,99.29
1754.00,99.15
1753.00,99.00
1752.00,98.84
1751.00,98.67
1750.00,98.50
1749.00,98.29
1748.00,98.05
1747.00,97.79
1746.00,97.55
1745.00,97.29
1744.00,97.00
1743.00,96.70
1742.00,96.41
1741.00,96.13
1740.00,95.85
1739.00,95.59
1738.00,95.39
1737.00,95.21
1736.00,95.06
1735.00,94.98
1734.00,94.98
1733.00,95.02
1732.00,95.08
1731.00,95.16
1730.00,95.24
1729.00,95.31
1728.00,95.38
1727.00,95.45
1726.00,95.54
1725.00,95.64
1724.00,95.72
1723.00,95.79
1722.00,95.82
1721.00,95.82
1720.00,95.81
1719.00,95.81
1718.00,95.82
1717.00,95.80
1716.00,95.77
1715.00,95.76
1714.00,95.75
1713.00,95.71
1712.00,95.65
1711.00,95.61
1710.00,95.57
1709.00,95.52
1708.00,95.45
1707.00,95.39
1706.00,95.32
1705.00,95.19
1704.00,95.01
1703.00,94.81
1702.00,94.64
1701.00,94.45
1700.00,94.22
1699.00,94.03
1698.00,93.89
1697.00,93.68
1696.00,93.39
1695.00,93.11
1694.00,92.90
1693.00,92.72
1692.00,92.51
1691.00,92.27
1690.00,92.01
1689.00,91.73
1688.00,91.43
1687.00,91.14
1686.00,90.87
1685.00,90.57
1684.00,90.20
1683.00,89.88
1682.00,89.64
1681.00,89.39
1680.00,89.10
1679.00,88.80
1678.00,88.53
1677.00,88.28
1676.00,88.02
1675.00,87.78
1674.00,87.59
1673.00,87.41
1672.00,87.21
1671.00,87.01
1670.00,86.80
1669.00,86.58
1668.00,86.37
1667.00,86.20
1666.00,86.03
1665.00,85.85
1664.00,85.63
1663.00,85.41
1662.00,85.18
1661.00,84.94
1660.00,84.69
1659.00,84.44
1658.00,84.20
1657.00,83.95
1656.00,83.64
1655.00,83.35
1654.00,83.10
1653.00,82.85
1652.00,82.69
1651.00,82.63
1650.00,82.56
1649.00,82.44
1648.00,82.27
1647.00,82.09
1646.00,81.97
1645.00,81.91
1644.00,81.86
1643.00,81.80
1642.00,81.73
1641.00,81.66
1640.00,81.61
1639.00,81.55
1638.00,81.50
1637.00,81.48
1636.00,81.47
1635.00,81.47
1634.00,81.49
1633.00,81.50
1632.00,81.48
1631.00,81.47
1630.00,81.48
1629.00,81.51
1628.00,81.57
1627.00,81.63
1626.00,81.71
1625.00,81.80
1624.00,81.94
1623.00,82.13
1622.00,82.35
1621.00,82.54
1620.00,82.69
1619.00,82.83
1618.00,83.06
1617.00,83.39
1616.00,83.76
1615.00,84.12
1614.00,84.43
1613.00,84.72
1612.00,85.01
1611.00,85.31
1610.00,85.63
1609.00,85.97
1608.00,86.31
1607.00,86.63
1606.00,86.94
1605.00,87.24
1604.00,87.55
1603.00,87.84
1602.00,88.11
1601.00,88.37
1600.00,88.61
1599.00,88.82
1598.00,89.02
1597.00,89.21
1596.00,89.43
1595.00,89.65
1594.00,89.83
1593.00,89.99
1592.00,90.15
1591.00,90.31
1590.00,90.44
1589.00,90.54
1588.00,90.65
1587.00,90.76
1586.00,90.83
1585.00,90.87
1584.00,90.91
1583.00,90.94
1582.00,90.96
1581.00,90.96
1580.00,90.94
1579.00,90.90
1578.00,90.86
1577.00,90.81
1576.00,90.73
1575.00,90.65
1574.00,90.56
1573.00,90.46
1572.00,90.36
1571.00,90.26
1570.00,90.14
1569.00,90.01
1568.00,89.88
1567.00,89.76
1566.00,89.63
1565.00,89.47
1564.00,89.28
1563.00,89.05
1562.00,88.78
1561.00,88.52
1560.00,88.28
1559.00,87.92
1558.00,87.59
1557.00,87.45
1556.00,87.34
1555.00,87.16
1554.00,86.93
1553.00,86.70
1552.00,86.49
1551.00,86.28
1550.00,86.04
1549.00,85.79
1548.00,85.58
1547.00,85.40
1546.00,85.23
1545.00,85.05
1544.00,84.88
1543.00,84.73
1542.00,84.62
1541.00,84.51
1540.00,84.37
1539.00,84.27
1538.00,84.22
1537.00,84.17
1536.00,84.11
1535.00,84.05
1534.00,84.01
1533.00,83.97
1532.00,83.93
1531.00,83.90
1530.00,83.89
1529.00,83.90
1528.00,83.91
1527.00,83.92
1526.00,83.93
1525.00,83.93
1524.00,83.92
1523.00,83.90
1522.00,83.89
1521.00,83.88
1520.00,83.88
1519.00,83.88
1518.00,83.87
1517.00,83.86
1516.00,83.85
1515.00,83.84
1514.00,83.86
1513.00,83.91
1512.00,84.03
1511.00,84.16
1510.00,84.27
1509.00,84.38
1508.00,84.59
1507.00,84.91
1506.00,85.23
1505.00,85.48
1504.00,85.70
1503.00,85.89
1502.00,86.07
1501.00,86.27
1500.00,86.47
1499.00,86.70
1498.00,86.96
1497.00,87.25
1496.00,87.55
1495.00,87.84
1494.00,88.09
1493.00,88.32
1492.00,88.55
1491.00,88.85
1490.00,89.19
1489.00,89.47
1488.00,89.68
1487.00,89.85
1486.00,90.01
1485.00,90.15
1484.00,90.27
1483.00,90.36
1482.00,90.43
1481.00,90.46
1480.00,90.44
1479.00,90.39
1478.00,90.29
1477.00,90.12
1476.00,89.89
1475.00,89.58
1474.00,89.20
1473.00,88.74
1472.00,88.27
1471.00,87.87
1470.00,87.55
1469.00,87.25
1468.00,86.98
1467.00,86.77
1466.00,86.62
1465.00,86.52
1464.00,86.47
1463.00,86.49
1462.00,86.55
1461.00,86.59
1460.00,86.61
1459.00,86.61
1458.00,86.61
1457.00,86.60
1456.00,86.63
1455.00,86.73
1454.00,86.84
1453.00,86.93
1452.00,87.01
1451.00,87.10
1450.00,87.19
1449.00,87.28
1448.00,87.36
1447.00,87.44
1446.00,87.51
1445.00,87.60
1444.00,87.69
1443.00,87.79
1442.00,87.90
1441.00,88.01
1440.00,88.08
1439.00,88.15
1438.00,88.27
1437.00,88.47
1436.00,88.71
1435.00,88.92
1434.00,89.08
1433.00,89.23
1432.00,89.38
1431.00,89.53
1430.00,89.68
1429.00,89.81
1428.00,89.90
1427.00,89.95
1426.00,89.99
1425.00,90.02
1424.00,90.04
1423.00,90.02
1422.00,89.95
1421.00,89.89
1420.00,89.84
1419.00,89.82
1418.00,89.81
1417.00,89.79
1416.00,89.78
1415.00,89.76
1414.00,89.75
1413.00,89.76
1412.00,89.75
1411.00,89.75
1410.00,89.75
1409.00,89.74
1408.00,89.72
1407.00,89.68
1406.00,89.64
1405.00,89.60
1404.00,89.55
1403.00,89.50
1402.00,89.46
1401.00,89.43
1400.00,89.40
1399.00,89.35
1398.00,89.28
1397.00,89.21
1396.00,89.14
1395.00,89.06
1394.00,88.99
1393.00,88.93
1392.00,88.86
1391.00,88.77
1390.00,88.66
1389.00,88.55
1388.00,88.43
1387.00,88.29
1386.00,88.14
1385.00,88.02
1384.00,87.93
1383.00,87.88
1382.00,87.86
1381.00,87.87
1380.00,87.90
1379.00,87.94
1378.00,87.99
1377.00,88.07
1376.00,88.17
1375.00,88.29
1374.00,88.42
1373.00,88.54
1372.00,88.65
1371.00,88.73
1370.00,88.80
1369.00,88.85
1368.00,88.89
1367.00,88.94
1366.00,89.02
1365.00,89.15
1364.00,89.32
1363.00,89.53
1362.00,89.72
1361.00,89.88
1360.00,89.99
1359.00,90.07
1358.00,90.15
1357.00,90.22
1356.00,90.29
1355.00,90.34
1354.00,90.37
1353.00,90.40
1352.00,90.42
1351.00,90.44
1350.00,90.46
1349.00,90.48
1348.00,90.49
1347.00,90.50
1346.00,90.50
1345.00,90.50
1344.00,90.51
1343.00,90.52
1342.00,90.54
1341.00,90.55
1340.00,90.56
1339.00,90.55
1338.00,90.52
1337.00,90.51
1336.00,90.53
1335.00,90.55
1334.00,90.57
1333.00,90.59
1332.00,90.60
1331.00,90.62
1330.00,90.62
1329.00,90.62
1328.00,90.61
1327.00,90.62
1326.00,90.63
1325.00,90.62
1324.00,90.60
1323.00,90.56
1322.00,90.51
1321.00,90.47
1320.00,90.43
1319.00,90.38
1318.00,90.35
1317.00,90.32
1316.00,90.29
1315.00,90.26
1314.00,90.23
1313.00,90.19
1312.00,90.15
1311.00,90.10
1310.00,90.07
1309.00,90.04
1308.00,90.01
1307.00,89.97
1306.00,89.93
1305.00,89.89
1304.00,89.87
1303.00,89.85
1302.00,89.83
1301.00,89.80
1300.00,89.78
1299.00,89.75
1298.00,89.73
1297.00,89.70
1296.00,89.69
1295.00,89.67
1294.00,89.66
1293.00,89.64
1292.00,89.63
1291.00,89.62
1290.00,89.60
1289.00,89.58
1288.00,89.55
1287.00,89.53
1286.00,89.51
1285.00,89.48
1284.00,89.44
1283.00,89.41
1282.00,89.38
1281.00,89.35
1280.00,89.30
1279.00,89.26
1278.00,89.22
1277.00,89.18
1276.00,89.13
1275.00,89.07
1274.00,89.02
1273.00,88.96
1272.00,88.90
1271.00,88.84
1270.00,88.79
1269.00,88.73
1268.00,88.66
1267.00,88.59
1266.00,88.54
1265.00,88.49
1264.00,88.44
1263.00,88.37
1262.00,88.30
1261.00,88.22
1260.00,88.15
1259.00,88.06
1258.00,87.97
1257.00,87.88
1256.00,87.81
1255.00,87.73
1254.00,87.64
1253.00,87.55
1252.00,87.46
1251.00,87.39
1250.00,87.31
1249.00,87.23
1248.00,87.16
1247.00,87.11
1246.00,87.07
1245.00,87.02
1244.00,86.96
1243.00,86.91
1242.00,86.86
1241.00,86.81
1240.00,86.77
1239.00,86.73
1238.00,86.71
1237.00,86.68
1236.00,86.65
1235.00,86.65
1234.00,86.66
1233.00,86.69
1232.00,86.71
1231.00,86.73
1230.00,86.77
1229.00,86.82
1228.00,86.87
1227.00,86.91
1226.00,86.95
1225.00,86.99
1224.00,87.04
1223.00,87.10
1222.00,87.17
1221.00,87.25
1220.00,87.32
1219.00,87.38
1218.00,87.43
1217.00,87.49
1216.00,87.57
1215.00,87.66
1214.00,87.74
1213.00,87.81
1212.00,87.86
1211.00,87.89
1210.00,87.91
1209.00,87.92
1208.00,87.95
1207.00,87.99
1206.00,88.02
1205.00,88.01
1204.00,87.99
1203.00,87.99
1202.00,88.01
1201.00,88.04
1200.00,88.06
1199.00,88.08
1198.00,88.10
1197.00,88.09
1196.00,88.07
1195.00,88.06
1194.00,88.07
1193.00,88.08
1192.00,88.06
1191.00,88.04
1190.00,88.03
1189.00,88.03
1188.00,88.01
1187.00,87.98
1186.00,87.95
1185.00,87.93
1184.00,87.89
1183.00,87.82
1182.00,87.76
1181.00,87.71
1180.00,87.66
1179.00,87.60
1178.00,87.53
1177.00,87.48
1176.00,87.44
1175.00,87.40
1174.00,87.37
1173.00,87.34
1172.00,87.34
1171.00,87.37
1170.00,87.41
1169.00,87.47
1168.00,87.55
1167.00,87.64
1166.00,87.71
1165.00,87.77
1164.00,87.85
1163.00,87.94
1162.00,88.04
1161.00,88.12
1160.00,88.19
1159.00,88.27
1158.00,88.35
1157.00,88.42
1156.00,88.47
1155.00,88.52
1154.00,88.60
1153.00,88.69
1152.00,88.78
1151.00,88.88
1150.00,89.01
1149.00,89.15
1148.00,89.29
1147.00,89.43
1146.00,89.58
1145.00,89.72
1144.00,89.83
1143.00,89.91
1142.00,89.97
1141.00,90.06
1140.00,90.14
1139.00,90.18
1138.00,90.19
1137.00,90.20
1136.00,90.25
1135.00,90.29
1134.00,90.30
1133.00,90.28
1132.00,90.25
1131.00,90.22
1130.00,90.17
1129.00,90.12
1128.00,90.11
1127.00,90.12
1126.00,90.14
1125.00,90.13
1124.00,90.12
1123.00,90.12
1122.00,90.11
1121.00,90.08
1120.00,90.04
1119.00,90.01
1118.00,90.00
1117.00,89.99
1116.00,89.95
1115.00,89.91
1114.00,89.90
1113.00,89.89
1112.00,89.87
1111.00,89.86
1110.00,89.87
1109.00,89.88
1108.00,89.87
1107.00,89.88
1106.00,89.91
1105.00,89.94
1104.00,89.93
1103.00,89.88
1102.00,89.84
1101.00,89.85
1100.00,89.86
1099.00,89.84
1098.00,89.81
1097.00,89.79
1096.00,89.80
1095.00,89.81
1094.00,89.81
1093.00,89.81
1092.00,89.82
1091.00,89.79
1090.00,89.72
1089.00,89.63
1088.00,89.55
1087.00,89.50
1086.00,89.43
1085.00,89.34
1084.00,89.25
1083.00,89.19
1082.00,89.15
1081.00,89.11
1080.00,89.06
1079.00,89.03
1078.00,89.02
1077.00,89.00
1076.00,88.98
1075.00,89.00
1074.00,89.05
1073.00,89.09
1072.00,89.08
1071.00,89.07
1070.00,89.09
1069.00,89.14
1068.00,89.15
1067.00,89.13
1066.00,89.12
1065.00,89.15
1064.00,89.17
1063.00,89.18
1062.00,89.19
1061.00,89.24
1060.00,89.27
1059.00,89.25
1058.00,89.20
1057.00,89.18
1056.00,89.20
1055.00,89.24
1054.00,89.27
1053.00,89.30
1052.00,89.32
1051.00,89.30
1050.00,89.25
1049.00,89.20
1048.00,89.20
1047.00,89.22
1046.00,89.23
1045.00,89.21
1044.00,89.21
1043.00,89.23
1042.00,89.26
1041.00,89.27
1040.00,89.30
1039.00,89.36
1038.00,89.43
1037.00,89.50
1036.00,89.57
1035.00,89.64
1034.00,89.73
1033.00,89.79
1032.00,89.81
1031.00,89.83
1030.00,89.87
1029.00,89.93
1028.00,89.97
1027.00,90.01
1026.00,90.05
1025.00,90.10
1024.00,90.13
1023.00,90.15
1022.00,90.18
1021.00,90.25
1020.00,90.29
1019.00,90.31
1018.00,90.31
1017.00,90.33
1016.00,90.36
1015.00,90.38
1014.00,90.39
1013.00,90.42
1012.00,90.46
1011.00,90.49
1010.00,90.51
1009.00,90.55
1008.00,90.63
1007.00,90.72
1006.00,90.78
1005.00,90.81
1004.00,90.84
1003.00,90.88
1002.00,90.92
1001.00,90.94
1000.00,90.96
999.00,90.98
998.00,91.00
997.00,91.00
996.00,90.99
995.00,91.01
994.00,91.06
993.00,91.11
992.00,91.11
991.00,91.11
990.00,91.13
989.00,91.17
988.00,91.20
987.00,91.23
986.00,91.26
985.00,91.31
984.00,91.34
983.00,91.33
982.00,91.33
981.00,91.36
980.00,91.40
979.00,91.43
978.00,91.46
977.00,91.52
976.00,91.59
975.00,91.65
974.00,91.68
973.00,91.73
972.00,91.80
971.00,91.86
970.00,91.92
969.00,92.00
968.00,92.09
967.00,92.17
966.00,92.20
965.00,92.20
964.00,92.22
963.00,92.26
962.00,92.29
961.00,92.30
960.00,92.32
959.00,92.35
958.00,92.38
957.00,92.39
956.00,92.40
955.00,92.44
954.00,92.52
953.00,92.59
952.00,92.64
951.00,92.68
950.00,92.72
949.00,92.74
948.00,92.74
947.00,92.73
946.00,92.75
945.00,92.79
944.00,92.82
943.00,92.82
942.00,92.81
941.00,92.82
940.00,92.82
939.00,92.81
938.00,92.78
937.00,92.78
936.00,92.78
935.00,92.78
934.00,92.76
933.00,92.76
932.00,92.79
931.00,92.83
930.00,92.83
929.00,92.83
928.00,92.85
927.00,92.87
926.00,92.87
925.00,92.84
924.00,92.83
923.00,92.85
922.00,92.88
921.00,92.89
920.00,92.90
919.00,92.93
918.00,92.98
917.00,93.02
916.00,93.05
915.00,93.09
914.00,93.11
913.00,93.13
912.00,93.14
911.00,93.19
910.00,93.27
909.00,93.34
908.00,93.37
907.00,93.39
906.00,93.43
905.00,93.48
904.00,93.49
903.00,93.47
902.00,93.48
901.00,93.51
900.00,93.53
899.00,93.50
898.00,93.46
897.00,93.45
