Created as New Dataset,189 Courtaulds
cm-1,%T
4000.00,99.51
3999.00,99.52
3998.00,99.53
3997.00,99.55
3996.00,99.56
3995.00,99.57
3994.00,99.57
3993.00,99.57
3992.00,99.55
3991.00,99.54
3990.00,99.54
3989.00,99.55
3988.00,99.56
3987.00,99.58
3986.00,99.58
3985.00,99.56
3984.00,99.54
3983.00,99.52
3982.00,99.51
3981.00,99.52
3980.00,99.54
3979.00,99.55
3978.00,99.55
3977.00,99.55
3976.00,99.54
3975.00,99.55
3974.00,99.56
3973.00,99.58
3972.00,99.59
3971.00,99.59
3970.00,99.59
3969.00,99.60
3968.00,99.60
3967.00,99.61
3966.00,99.62
3965.00,99.61
3964.00,99.60
3963.00,99.58
3962.00,99.57
3961.00,99.57
3960.00,99.57
3959.00,99.59
3958.00,99.60
3957.00,99.61
3956.00,99.61
3955.00,99.61
3954.00,99.61
3953.00,99.62
3952.00,99.62
3951.00,99.62
3950.00,99.62
3949.00,99.62
3948.00,99.61
3947.00,99.60
3946.00,99.59
3945.00,99.58
3944.00,99.57
3943.00,99.56
3942.00,99.57
3941.00,99.58
3940.00,99.60
3939.00,99.60
3938.00,99.60
3937.00,99.59
3936.00,99.59
3935.00,99.59
3934.00,99.60
3933.00,99.60
3932.00,99.59
3931.00,99.56
3930.00,99.54
3929.00,99.51
3928.00,99.50
3927.00,99.50
3926.00,99.52
3925.00,99.54
3924.00,99.56
3923.00,99.57
3922.00,99.57
3921.00,99.57
3920.00,99.58
3919.00,99.60
3918.00,99.61
3917.00,99.62
3916.00,99.62
3915.00,99.61
3914.00,99.61
3913.00,99.61
3912.00,99.60
3911.00,99.59
3910.00,99.58
3909.00,99.56
3908.00,99.57
3907.00,99.58
3906.00,99.60
3905.00,99.61
3904.00,99.60
3903.00,99.58
3902.00,99.58
3901.00,99.58
3900.00,99.59
3899.00,99.60
3898.00,99.61
3897.00,99.61
3896.00,99.61
3895.00,99.61
3894.00,99.59
3893.00,99.57
3892.00,99.56
3891.00,99.55
3890.00,99.56
3889.00,99.56
3888.00,99.57
3887.00,99.57
3886.00,99.58
3885.00,99.59
3884.00,99.60
3883.00,99.62
3882.00,99.63
3881.00,99.63
3880.00,99.61
3879.00,99.59
3878.00,99.57
3877.00,99.56
3876.00,99.55
3875.00,99.55
3874.00,99.55
3873.00,99.55
3872.00,99.56
3871.00,99.56
3870.00,99.57
3869.00,99.57
3868.00,99.56
3867.00,99.55
3866.00,99.55
3865.00,99.54
3864.00,99.53
3863.00,99.53
3862.00,99.54
3861.00,99.55
3860.00,99.57
3859.00,99.57
3858.00,99.56
3857.00,99.55
3856.00,99.54
3855.00,99.55
3854.00,99.54
3853.00,99.50
3852.00,99.47
3851.00,99.46
3850.00,99.47
3849.00,99.50
3848.00,99.54
3847.00,99.58
3846.00,99.61
3845.00,99.62
3844.00,99.63
3843.00,99.61
3842.00,99.58
3841.00,99.54
3840.00,99.51
3839.00,99.50
3838.00,99.52
3837.00,99.55
3836.00,99.56
3835.00,99.57
3834.00,99.55
3833.00,99.54
3832.00,99.53
3831.00,99.53
3830.00,99.53
3829.00,99.54
3828.00,99.55
3827.00,99.57
3826.00,99.58
3825.00,99.59
3824.00,99.60
3823.00,99.60
3822.00,99.59
3821.00,99.56
3820.00,99.54
3819.00,99.53
3818.00,99.53
3817.00,99.54
3816.00,99.54
3815.00,99.53
3814.00,99.53
3813.00,99.53
3812.00,99.52
3811.00,99.51
3810.00,99.50
3809.00,99.50
3808.00,99.51
3807.00,99.53
3806.00,99.54
3805.00,99.55
3804.00,99.56
3803.00,99.57
3802.00,99.58
3801.00,99.57
3800.00,99.56
3799.00,99.55
3798.00,99.54
3797.00,99.52
3796.00,99.51
3795.00,99.51
3794.00,99.52
3793.00,99.53
3792.00,99.54
3791.00,99.53
3790.00,99.51
3789.00,99.51
3788.00,99.52
3787.00,99.53
3786.00,99.56
3785.00,99.58
3784.00,99.59
3783.00,99.59
3782.00,99.57
3781.00,99.56
3780.00,99.54
3779.00,99.52
3778.00,99.51
3777.00,99.50
3776.00,99.48
3775.00,99.47
3774.00,99.47
3773.00,99.47
3772.00,99.48
3771.00,99.51
3770.00,99.54
3769.00,99.56
3768.00,99.56
3767.00,99.55
3766.00,99.53
3765.00,99.50
3764.00,99.47
3763.00,99.45
3762.00,99.46
3761.00,99.49
3760.00,99.52
3759.00,99.54
3758.00,99.52
3757.00,99.49
3756.00,99.44
3755.00,99.40
3754.00,99.38
3753.00,99.37
3752.00,99.37
3751.00,99.35
3750.00,99.34
3749.00,99.34
3748.00,99.34
3747.00,99.36
3746.00,99.37
3745.00,99.37
3744.00,99.37
3743.00,99.37
3742.00,99.38
3741.00,99.40
3740.00,99.40
3739.00,99.39
3738.00,99.38
3737.00,99.37
3736.00,99.37
3735.00,99.38
3734.00,99.37
3733.00,99.37
3732.00,99.37
3731.00,99.38
3730.00,99.39
3729.00,99.41
3728.00,99.43
3727.00,99.44
3726.00,99.44
3725.00,99.43
3724.00,99.42
3723.00,99.39
3722.00,99.37
3721.00,99.35
3720.00,99.34
3719.00,99.35
3718.00,99.36
3717.00,99.37
3716.00,99.37
3715.00,99.37
3714.00,99.38
3713.00,99.40
3712.00,99.41
3711.00,99.41
3710.00,99.40
3709.00,99.39
3708.00,99.40
3707.00,99.40
3706.00,99.39
3705.00,99.37
3704.00,99.36
3703.00,99.36
3702.00,99.36
3701.00,99.37
3700.00,99.38
3699.00,99.38
3698.00,99.38
3697.00,99.38
3696.00,99.36
3695.00,99.33
3694.00,99.31
3693.00,99.31
3692.00,99.32
3691.00,99.34
3690.00,99.35
3689.00,99.34
3688.00,99.34
