Created as New Dataset,Linen Hand supun thread
cm-1,%T
2464.00,98.86
2463.00,98.87
2462.00,98.88
2461.00,98.87
2460.00,98.86
2459.00,98.86
2458.00,98.86
2457.00,98.88
2456.00,98.91
2455.00,98.93
2454.00,98.94
2453.00,98.92
2452.00,98.89
2451.00,98.87
2450.00,98.87
2449.00,98.89
2448.00,98.92
2447.00,98.95
2446.00,98.94
2445.00,98.92
2444.00,98.91
2443.00,98.92
2442.00,98.94
2441.00,98.96
2440.00,98.97
2439.00,98.95
2438.00,98.93
2437.00,98.91
2436.00,98.90
2435.00,98.90
2434.00,98.90
2433.00,98.90
2432.00,98.91
2431.00,98.95
2430.00,98.98
2429.00,99.01
2428.00,99.01
2427.00,99.00
2426.00,98.99
2425.00,98.98
2424.00,98.97
2423.00,98.95
2422.00,98.94
2421.00,98.93
2420.00,98.93
2419.00,98.95
2418.00,98.96
2417.00,98.98
2416.00,98.99
2415.00,98.99
2414.00,98.99
2413.00,98.98
2412.00,98.98
2411.00,98.97
2410.00,98.97
2409.00,98.97
2408.00,98.99
2407.00,99.01
2406.00,99.04
2405.00,99.05
2404.00,99.03
2403.00,99.01
2402.00,99.00
2401.00,99.01
2400.00,99.05
2399.00,99.09
2398.00,99.12
2397.00,99.13
2396.00,99.12
2395.00,99.10
2394.00,99.08
2393.00,99.07
2392.00,99.08
2391.00,99.09
2390.00,99.10
2389.00,99.10
2388.00,99.09
2387.00,99.08
2386.00,99.08
2385.00,99.09
2384.00,99.09
2383.00,99.10
2382.00,99.11
2381.00,99.13
2380.00,99.15
2379.00,99.16
2378.00,99.16
2377.00,99.15
2376.00,99.14
2375.00,99.14
2374.00,99.16
2373.00,99.18
2372.00,99.18
2371.00,99.17
2370.00,99.15
2369.00,99.12
2368.00,99.11
2367.00,99.14
2366.00,99.18
2365.00,99.21
2364.00,99.22
2363.00,99.19
2362.00,99.15
2361.00,99.11
2360.00,99.10
2359.00,99.13
2358.00,99.15
2357.00,99.15
2356.00,99.14
2355.00,99.12
2354.00,99.12
2353.00,99.13
2352.00,99.15
2351.00,99.15
2350.00,99.15
2349.00,99.15
2348.00,99.15
2347.00,99.17
2346.00,99.21
2345.00,99.23
2344.00,99.23
2343.00,99.21
2342.00,99.18
2341.00,99.17
2340.00,99.15
2339.00,99.13
2338.00,99.11
2337.00,99.09
2336.00,99.07
2335.00,99.05
2334.00,99.05
2333.00,99.07
2332.00,99.09
2331.00,99.11
2330.00,99.12
2329.00,99.11
2328.00,99.08
2327.00,99.03
2326.00,98.98
2325.00,98.96
2324.00,98.96
2323.00,98.97
2322.00,98.98
2321.00,98.97
2320.00,98.95
2319.00,98.94
2318.00,98.95
2317.00,98.96
2316.00,98.97
2315.00,98.97
2314.00,98.97
2313.00,98.98
2312.00,98.99
2311.00,98.99
2310.00,98.99
2309.00,99.00
2308.00,99.00
2307.00,98.99
2306.00,98.97
2305.00,98.96
2304.00,98.94
2303.00,98.95
2302.00,98.96
2301.00,98.96
2300.00,98.95
2299.00,98.94
2298.00,98.91
2297.00,98.88
2296.00,98.85
2295.00,98.84
2294.00,98.83
2293.00,98.82
2292.00,98.80
2291.00,98.79
2290.00,98.78
2289.00,98.78
2288.00,98.77
2287.00,98.77
2286.00,98.75
2285.00,98.73
2284.00,98.71
2283.00,98.71
2282.00,98.72
2281.00,98.73
2280.00,98.73
2279.00,98.70
2278.00,98.68
2277.00,98.67
2276.00,98.68
2275.00,98.69
2274.00,98.69
2273.00,98.68
2272.00,98.67
2271.00,98.65
2270.00,98.63
2269.00,98.62
2268.00,98.62
2267.00,98.64
2266.00,98.66
2265.00,98.65
2264.00,98.63
2263.00,98.60
2262.00,98.58
2261.00,98.55
2260.00,98.52
2259.00,98.50
2258.00,98.50
2257.00,98.52
2256.00,98.55
2255.00,98.57
2254.00,98.57
2253.00,98.57
2252.00,98.56
2251.00,98.57
2250.00,98.59
2249.00,98.59
2248.00,98.56
2247.00,98.52
2246.00,98.49
2245.00,98.50
2244.00,98.52
2243.00,98.54
2242.00,98.54
2241.00,98.54
2240.00,98.54
2239.00,98.56
2238.00,98.57
2237.00,98.56
2236.00,98.53
2235.00,98.49
2234.00,98.47
2233.00,98.47
2232.00,98.48
2231.00,98.51
2230.00,98.53
2229.00,98.55
2228.00,98.53
2227.00,98.50
2226.00,98.47
2225.00,98.47
2224.00,98.49
2223.00,98.52
2222.00,98.53
2221.00,98.52
2220.00,98.51
2219.00,98.48
2218.00,98.44
2217.00,98.38
2216.00,98.32
2215.00,98.30
2214.00,98.31
2213.00,98.32
2212.00,98.30
2211.00,98.27
2210.00,98.26
2209.00,98.28
2208.00,98.33
2207.00,98.37
2206.00,98.40
2205.00,98.40
2204.00,98.37
2203.00,98.34
2202.00,98.32
2201.00,98.30
2200.00,98.29
2199.00,98.27
2198.00,98.25
2197.00,98.24
2196.00,98.22
2195.00,98.21
2194.00,98.20
2193.00,98.19
2192.00,98.19
2191.00,98.21
2190.00,98.23
2189.00,98.23
2188.00,98.21
2187.00,98.17
2186.00,98.13
2185.00,98.11
2184.00,98.12
2183.00,98.15
2182.00,98.19
2181.00,98.22
2180.00,98.23
2179.00,98.21
2178.00,98.20
2177.00,98.20
2176.00,98.22
2175.00,98.23
2174.00,98.23
2173.00,98.23
2172.00,98.22
2171.00,98.21
2170.00,98.18
2169.00,98.13
2168.00,98.06
2167.00,97.99
2166.00,97.91
2165.00,97.84
2164.00,97.78
2163.00,97.73
2162.00,97.72
2161.00,97.75
2160.00,97.85
2159.00,98.00
2158.00,98.17
2157.00,98.28
2156.00,98.33
2155.00,98.33
2154.00,98.32
2153.00,98.32
2152.00,98.33
2151.00,98.34
2150.00,98.33
2149.00,98.31
2148.00,98.29
2147.00,98.29
2146.00,98.30
2145.00,98.33
2144.00,98.36
2143.00,98.37
2142.00,98.38
2141.00,98.39
2140.00,98.41
2139.00,98.43
2138.00,98.45
2137.00,98.48
2136.00,98.50
2135.00,98.51
2134.00,98.49
2133.00,98.48
2132.00,98.50
2131.00,98.55
2130.00,98.62
2129.00,98.67
2128.00,98.69
2127.00,98.69
2126.00,98.67
2125.00,98.64
2124.00,98.61
2123.00,98.61
2122.00,98.61
2121.00,98.60
2120.00,98.57
2119.00,98.55
2118.00,98.54
2117.00,98.55
2116.00,98.56
2115.00,98.58
2114.00,98.60
2113.00,98.61
2112.00,98.61
2111.00,98.62
2110.00,98.63
2109.00,98.64
2108.00,98.63
2107.00,98.61
2106.00,98.59
2105.00,98.58
2104.00,98.58
2103.00,98.58
2102.00,98.58
2101.00,98.58
2100.00,98.58
2099.00,98.57
2098.00,98.57
2097.00,98.57
2096.00,98.55
2095.00,98.54
2094.00,98.53
2093.00,98.53
2092.00,98.53
2091.00,98.53
2090.00,98.53
2089.00,98.54
2088.00,98.56
2087.00,98.57
2086.00,98.57
2085.00,98.56
2084.00,98.54
2083.00,98.51
2082.00,98.48
2081.00,98.46
2080.00,98.46
2079.00,98.47
2078.00,98.47
2077.00,98.48
2076.00,98.48
2075.00,98.49
2074.00,98.50
2073.00,98.50
2072.00,98.49
2071.00,98.48
2070.00,98.46
2069.00,98.44
2068.00,98.42
2067.00,98.40
2066.00,98.39
2065.00,98.39
2064.00,98.39
2063.00,98.39
2062.00,98.41
2061.00,98.43
2060.00,98.41
2059.00,98.34
2058.00,98.27
2057.00,98.23
2056.00,98.23
2055.00,98.27
2054.00,98.29
2053.00,98.30
2052.00,98.28
2051.00,98.24
2050.00,98.21
2049.00,98.20
2048.00,98.22
2047.00,98.23
2046.00,98.24
2045.00,98.24
2044.00,98.23
2043.00,98.20
2042.00,98.17
2041.00,98.13
2040.00,98.10
2039.00,98.08
2038.00,98.06
2037.00,98.06
2036.00,98.06
2035.00,98.06
2034.00,98.04
2033.00,98.01
2032.00,98.00
2031.00,98.00
2030.00,98.02
2029.00,98.08
2028.00,98.18
2027.00,98.27
2026.00,98.29
2025.00,98.23
2024.00,98.12
2023.00,98.03
2022.00,97.99
2021.00,98.00
2020.00,98.03
2019.00,98.06
2018.00,98.09
2017.00,98.12
2016.00,98.17
2015.00,98.24
2014.00,98.30
2013.00,98.31
2012.00,98.28
2011.00,98.24
2010.00,98.20
2009.00,98.17
2008.00,98.16
2007.00,98.16
2006.00,98.19
2005.00,98.22
2004.00,98.27
2003.00,98.33
2002.00,98.40
2001.00,98.45
2000.00,98.47
1999.00,98.47
1998.00,98.45
1997.00,98.43
1996.00,98.40
1995.00,98.38
1994.00,98.38
1993.00,98.39
1992.00,98.40
1991.00,98.40
1990.00,98.40
1989.00,98.39
1988.00,98.37
1987.00,98.36
1986.00,98.34
1985.00,98.31
1984.00,98.29
1983.00,98.28
1982.00,98.27
1981.00,98.24
1980.00,98.18
1979.00,98.15
1978.00,98.15
1977.00,98.20
1976.00,98.24
1975.00,98.27
1974.00,98.27
1973.00,98.27
1972.00,98.27
1971.00,98.28
1970.00,98.30
1969.00,98.33
1968.00,98.36
1967.00,98.37
1966.00,98.36
1965.00,98.34
1964.00,98.33
1963.00,98.36
1962.00,98.42
1961.00,98.50
1960.00,98.55
1959.00,98.57
1958.00,98.55
1957.00,98.53
1956.00,98.52
1955.00,98.53
1954.00,98.55
1953.00,98.56
1952.00,98.56
1951.00,98.56
1950.00,98.57
1949.00,98.59
1948.00,98.62
1947.00,98.64
1946.00,98.65
1945.00,98.64
1944.00,98.63
1943.00,98.61
1942.00,98.60
1941.00,98.60
1940.00,98.63
1939.00,98.66
1938.00,98.71
1937.00,98.73
1936.00,98.73
1935.00,98.71
1934.00,98.69
1933.00,98.67
1932.00,98.66
1931.00,98.67
1930.00,98.70
1929.00,98.74
1928.00,98.77
1927.00,98.79
1926.00,98.81
1925.00,98.83
1924.00,98.84
1923.00,98.81
1922.00,98.76
1921.00,98.73
1920.00,98.76
1919.00,98.82
1918.00,98.87
1917.00,98.89
1916.00,98.87
1915.00,98.83
1914.00,98.80
1913.00,98.79
1912.00,98.79
1911.00,98.81
1910.00,98.81
1909.00,98.81
1908.00,98.81
1907.00,98.85
1906.00,98.90
1905.00,98.93
1904.00,98.92
1903.00,98.90
1902.00,98.88
1901.00,98.87
1900.00,98.86
1899.00,98.84
1898.00,98.84
1897.00,98.84
1896.00,98.86
1895.00,98.88
1894.00,98.88
1893.00,98.88
1892.00,98.88
1891.00,98.88
1890.00,98.88
1889.00,98.88
1888.00,98.88
1887.00,98.87
1886.00,98.86
1885.00,98.85
1884.00,98.85
1883.00,98.86
1882.00,98.88
1881.00,98.92
1880.00,98.95
1879.00,98.98
1878.00,99.00
1877.00,99.00
1876.00,99.00
1875.00,98.99
1874.00,98.98
1873.00,98.97
1872.00,98.96
1871.00,98.95
1870.00,98.95
1869.00,98.95
1868.00,98.95
1867.00,98.95
1866.00,98.95
1865.00,98.93
1864.00,98.91
1863.00,98.88
1862.00,98.87
1861.00,98.87
1860.00,98.90
1859.00,98.92
1858.00,98.95
1857.00,98.98
1856.00,99.00
1855.00,99.01
1854.00,99.01
1853.00,99.01
1852.00,99.01
1851.00,99.02
1850.00,99.04
1849.00,99.06
1848.00,99.06
1847.00,99.05
1846.00,99.03
1845.00,99.01
1844.00,98.99
1843.00,99.00
1842.00,99.02
1841.00,99.04
1840.00,99.06
1839.00,99.06
1838.00,99.05
1837.00,99.03
1836.00,99.03
1835.00,99.03
1834.00,99.02
1833.00,98.99
1832.00,98.97
1831.00,98.96
1830.00,98.97
1829.00,98.99
1828.00,99.00
1827.00,98.99
1826.00,98.98
1825.00,98.98
1824.00,98.98
1823.00,98.99
1822.00,99.00
1821.00,99.00
1820.00,99.01
1819.00,99.02
1818.00,99.04
1817.00,99.05
1816.00,99.05
1815.00,99.04
1814.00,99.02
1813.00,99.00
1812.00,98.99
1811.00,98.98
1810.00,98.97
1809.00,98.97
1808.00,98.98
1807.00,99.00
1806.00,99.01
1805.00,99.01
1804.00,98.99
1803.00,98.99
1802.00,99.00
1801.00,99.02
1800.00,99.02
1799.00,99.02
1798.00,99.01
1797.00,98.99
1796.00,98.97
1795.00,98.97
1794.00,98.97
1793.00,98.98
1792.00,98.97
1791.00,98.96
1790.00,98.95
1789.00,98.95
1788.00,98.95
1787.00,98.95
1786.00,98.94
1785.00,98.93
1784.00,98.92
1783.00,98.91
1782.00,98.91
1781.00,98.92
1780.00,98.92
1779.00,98.92
1778.00,98.93
1777.00,98.93
1776.00,98.94
1775.00,98.94
1774.00,98.95
1773.00,98.94
1772.00,98.89
1771.00,98.84
1770.00,98.80
1769.00,98.80
1768.00,98.81
1767.00,98.83
1766.00,98.83
1765.00,98.83
1764.00,98.82
1763.00,98.80
1762.00,98.77
1761.00,98.74
1760.00,98.72
1759.00,98.71
1758.00,98.71
1757.00,98.69
1756.00,98.66
1755.00,98.62
1754.00,98.59
1753.00,98.56
1752.00,98.51
1751.00,98.44
1750.00,98.36
1749.00,98.29
1748.00,98.23
1747.00,98.17
1746.00,98.09
1745.00,97.99
1744.00,97.87
1743.00,97.75
1742.00,97.63
1741.00,97.49
1740.00,97.33
1739.00,97.15
1738.00,97.01
1737.00,96.90
1736.00,96.81
1735.00,96.73
1734.00,96.68
1733.00,96.66
1732.00,96.67
1731.00,96.71
1730.00,96.76
1729.00,96.82
1728.00,96.87
1727.00,96.91
1726.00,96.95
1725.00,96.98
1724.00,97.01
1723.00,97.04
1722.00,97.08
1721.00,97.11
1720.00,97.14
1719.00,97.18
1718.00,97.21
1717.00,97.23
1716.00,97.23
1715.00,97.24
1714.00,97.25
1713.00,97.27
1712.00,97.29
1711.00,97.32
1710.00,97.33
1709.00,97.34
1708.00,97.34
1707.00,97.35
1706.00,97.37
1705.00,97.38
1704.00,97.39
1703.00,97.39
1702.00,97.40
1701.00,97.43
1700.00,97.46
1699.00,97.49
1698.00,97.50
1697.00,97.51
1696.00,97.50
1695.00,97.50
1694.00,97.51
1693.00,97.53
1692.00,97.54
1691.00,97.55
1690.00,97.55
1689.00,97.54
1688.00,97.50
1687.00,97.47
1686.00,97.43
1685.00,97.39
1684.00,97.34
1683.00,97.31
1682.00,97.31
1681.00,97.30
1680.00,97.30
1679.00,97.30
1678.00,97.29
1677.00,97.25
1676.00,97.18
1675.00,97.11
1674.00,97.06
1673.00,97.03
1672.00,97.01
1671.00,96.98
1670.00,96.94
1669.00,96.89
1668.00,96.83
1667.00,96.79
1666.00,96.75
1665.00,96.71
1664.00,96.68
1663.00,96.64
1662.00,96.60
1661.00,96.56
1660.00,96.51
1659.00,96.46
1658.00,96.42
1657.00,96.37
1656.00,96.33
1655.00,96.31
1654.00,96.32
1653.00,96.29
1652.00,96.25
1651.00,96.21
1650.00,96.18
1649.00,96.15
1648.00,96.14
1647.00,96.13
1646.00,96.13
1645.00,96.11
1644.00,96.09
1643.00,96.06
1642.00,96.06
1641.00,96.05
1640.00,96.04
1639.00,96.02
1638.00,96.01
1637.00,96.00
1636.00,96.00
1635.00,96.00
1634.00,96.00
1633.00,96.01
1632.00,96.01
1631.00,96.01
1630.00,96.01
1629.00,96.03
1628.00,96.04
1627.00,96.04
1626.00,96.04
1625.00,96.04
1624.00,96.04
1623.00,96.06
1622.00,96.08
1621.00,96.09
1620.00,96.08
1619.00,96.08
1618.00,96.09
1617.00,96.13
1616.00,96.17
1615.00,96.21
1614.00,96.22
1613.00,96.23
1612.00,96.23
1611.00,96.23
1610.00,96.25
1609.00,96.28
1608.00,96.31
1607.00,96.33
1606.00,96.33
1605.00,96.33
1604.00,96.33
1603.00,96.34
1602.00,96.36
1601.00,96.37
1600.00,96.37
1599.00,96.38
1598.00,96.41
1597.00,96.43
1596.00,96.46
1595.00,96.49
1594.00,96.52
1593.00,96.54
1592.00,96.57
1591.00,96.61
1590.00,96.65
1589.00,96.69
1588.00,96.72
1587.00,96.75
1586.00,96.78
1585.00,96.81
1584.00,96.84
1583.00,96.86
1582.00,96.89
1581.00,96.91
1580.00,96.93
1579.00,96.95
1578.00,96.98
1577.00,97.02
1576.00,97.07
1575.00,97.09
1574.00,97.11
1573.00,97.12
1572.00,97.13
1571.00,97.16
1570.00,97.21
1569.00,97.26
1568.00,97.28
1567.00,97.30
1566.00,97.31
1565.00,97.31
1564.00,97.31
1563.00,97.29
1562.00,97.27
1561.00,97.26
1560.00,97.28
1559.00,97.33
1558.00,97.37
1557.00,97.39
1556.00,97.39
1555.00,97.39
1554.00,97.39
1553.00,97.37
1552.00,97.36
1551.00,97.37
1550.00,97.39
1549.00,97.41
1548.00,97.42
1547.00,97.42
1546.00,97.43
1545.00,97.43
1544.00,97.43
1543.00,97.43
1542.00,97.44
1541.00,97.46
1540.00,97.49
1539.00,97.52
1538.00,97.55
1537.00,97.56
1536.00,97.57
1535.00,97.58
1534.00,97.59
1533.00,97.62
1532.00,97.64
1531.00,97.66
1530.00,97.67
1529.00,97.67
1528.00,97.68
1527.00,97.69
1526.00,97.70
1525.00,97.70
1524.00,97.69
1523.00,97.69
1522.00,97.72
1521.00,97.75
1520.00,97.76
1519.00,97.75
1518.00,97.74
1517.00,97.74
1516.00,97.74
1515.00,97.75
1514.00,97.75
1513.00,97.76
1512.00,97.75
1511.00,97.74
1510.00,97.72
1509.00,97.72
1508.00,97.76
1507.00,97.83
1506.00,97.87
1505.00,97.87
1504.00,97.86
1503.00,97.86
1502.00,97.86
1501.00,97.87
1500.00,97.87
1499.00,97.87
1498.00,97.88
1497.00,97.89
1496.00,97.90
1495.00,97.89
1494.00,97.86
1493.00,97.82
1492.00,97.77
1491.00,97.73
1490.00,97.72
1489.00,97.72
1488.00,97.70
1487.00,97.67
1486.00,97.63
1485.00,97.58
1484.00,97.52
1483.00,97.45
1482.00,97.39
1481.00,97.33
1480.00,97.26
1479.00,97.19
1478.00,97.09
1477.00,96.95
1476.00,96.77
1475.00,96.55
1474.00,96.34
1473.00,96.18
1472.00,96.13
1471.00,96.16
1470.00,96.18
1469.00,96.15
1468.00,96.08
1467.00,95.96
1466.00,95.81
1465.00,95.61
1464.00,95.44
1463.00,95.36
1462.00,95.36
1461.00,95.40
1460.00,95.44
1459.00,95.47
1458.00,95.48
1457.00,95.47
1456.00,95.47
1455.00,95.46
1454.00,95.45
1453.00,95.44
1452.00,95.43
1451.00,95.42
1450.00,95.42
1449.00,95.42
1448.00,95.40
1447.00,95.39
1446.00,95.37
1445.00,95.36
1444.00,95.34
1443.00,95.32
1442.00,95.29
1441.00,95.25
1440.00,95.19
1439.00,95.12
1438.00,95.06
1437.00,94.99
1436.00,94.91
1435.00,94.83
1434.00,94.75
1433.00,94.67
1432.00,94.59
1431.00,94.51
1430.00,94.44
1429.00,94.38
1428.00,94.33
1427.00,94.30
1426.00,94.29
1425.00,94.29
1424.00,94.31
1423.00,94.33
1422.00,94.34
1421.00,94.34
1420.00,94.38
1419.00,94.45
1418.00,94.56
1417.00,94.66
1416.00,94.75
1415.00,94.82
1414.00,94.88
1413.00,94.93
1412.00,94.98
1411.00,95.04
1410.00,95.10
1409.00,95.15
1408.00,95.19
1407.00,95.23
1406.00,95.27
1405.00,95.32
1404.00,95.36
1403.00,95.39
1402.00,95.39
1401.00,95.38
1400.00,95.36
1399.00,95.36
1398.00,95.37
1397.00,95.40
1396.00,95.43
1395.00,95.46
1394.00,95.48
1393.00,95.48
1392.00,95.47
1391.00,95.44
1390.00,95.41
1389.00,95.36
1388.00,95.32
1387.00,95.27
1386.00,95.21
1385.00,95.13
1384.00,95.03
1383.00,94.91
1382.00,94.79
1381.00,94.65
1380.00,94.50
1379.00,94.36
1378.00,94.22
1377.00,94.09
1376.00,93.97
1375.00,93.85
1374.00,93.75
1373.00,93.66
1372.00,93.57
1371.00,93.51
1370.00,93.46
1369.00,93.45
1368.00,93.46
1367.00,93.47
1366.00,93.48
1365.00,93.48
1364.00,93.47
1363.00,93.47
1362.00,93.49
1361.00,93.52
1360.00,93.56
1359.00,93.60
1358.00,93.64
1357.00,93.68
1356.00,93.73
1355.00,93.77
1354.00,93.81
1353.00,93.86
1352.00,93.92
1351.00,93.96
1350.00,93.99
1349.00,94.01
1348.00,94.01
1347.00,94.00
1346.00,93.96
1345.00,93.90
1344.00,93.81
1343.00,93.72
1342.00,93.63
1341.00,93.54
1340.00,93.46
1339.00,93.40
1338.00,93.36
1337.00,93.32
1336.00,93.29
1335.00,93.26
1334.00,93.25
1333.00,93.26
1332.00,93.30
1331.00,93.34
1330.00,93.38
1329.00,93.40
1328.00,93.42
1327.00,93.42
1326.00,93.41
1325.00,93.37
1324.00,93.31
1323.00,93.24
1322.00,93.15
1321.00,93.04
1320.00,92.92
1319.00,92.81
1318.00,92.71
1317.00,92.63
1316.00,92.55
1315.00,92.49
1314.00,92.47
1313.00,92.50
1312.00,92.57
1311.00,92.69
1310.00,92.82
1309.00,92.95
1308.00,93.07
1307.00,93.19
1306.00,93.32
1305.00,93.45
1304.00,93.59
1303.00,93.72
1302.00,93.85
1301.00,93.97
1300.00,94.08
1299.00,94.17
1298.00,94.24
1297.00,94.30
1296.00,94.35
1295.00,94.40
1294.00,94.43
1293.00,94.45
1292.00,94.47
1291.00,94.49
1290.00,94.50
1289.00,94.51
1288.00,94.51
1287.00,94.50
1286.00,94.48
1285.00,94.43
1284.00,94.37
1283.00,94.31
1282.00,94.25
1281.00,94.21
1280.00,94.19
1279.00,94.20
1278.00,94.21
1277.00,94.23
1276.00,94.24
1275.00,94.26
1274.00,94.29
1273.00,94.31
1272.00,94.34
1271.00,94.37
1270.00,94.39
1269.00,94.39
1268.00,94.39
1267.00,94.39
1266.00,94.39
1265.00,94.40
1264.00,94.42
1263.00,94.43
1262.00,94.44
1261.00,94.45
1260.00,94.46
1259.00,94.47
1258.00,94.48
1257.00,94.48
1256.00,94.47
1255.00,94.47
1254.00,94.46
1253.00,94.46
1252.00,94.45
1251.00,94.44
1250.00,94.41
1249.00,94.39
1248.00,94.37
1247.00,94.36
1246.00,94.37
1245.00,94.38
1244.00,94.40
1243.00,94.43
1242.00,94.48
1241.00,94.52
1240.00,94.55
1239.00,94.57
1238.00,94.58
1237.00,94.57
1236.00,94.56
1235.00,94.56
1234.00,94.58
1233.00,94.64
1232.00,94.71
1231.00,94.79
1230.00,94.86
1229.00,94.92
1228.00,94.98
1227.00,95.06
1226.00,95.15
1225.00,95.23
1224.00,95.30
1223.00,95.36
1222.00,95.42
1221.00,95.48
1220.00,95.53
1219.00,95.58
1218.00,95.61
1217.00,95.64
1216.00,95.65
1215.00,95.64
1214.00,95.61
1213.00,95.58
1212.00,95.54
1211.00,95.48
1210.00,95.40
1209.00,95.31
1208.00,95.20
1207.00,95.11
1206.00,95.03
1205.00,94.97
1204.00,94.93
1203.00,94.92
1202.00,94.92
1201.00,94.93
1200.00,94.95
1199.00,94.99
1198.00,95.05
1197.00,95.12
1196.00,95.18
1195.00,95.24
1194.00,95.29
1193.00,95.36
1192.00,95.43
1191.00,95.50
1190.00,95.57
1189.00,95.61
1188.00,95.62
1187.00,95.62
1186.00,95.61
1185.00,95.58
1184.00,95.54
1183.00,95.47
1182.00,95.37
1181.00,95.25
1180.00,95.11
1179.00,94.98
1178.00,94.83
1177.00,94.66
1176.00,94.47
1175.00,94.26
1174.00,94.06
1173.00,93.85
1172.00,93.62
1171.00,93.38
1170.00,93.11
1169.00,92.83
1168.00,92.54
1167.00,92.25
1166.00,91.98
1165.00,91.72
1164.00,91.48
1163.00,91.27
1162.00,91.11
1161.00,90.97
1160.00,90.87
1159.00,90.82
1158.00,90.81
1157.00,90.81
1156.00,90.82
1155.00,90.83
1154.00,90.86
1153.00,90.91
1152.00,90.98
1151.00,91.08
1150.00,91.19
1149.00,91.28
1148.00,91.36
1147.00,91.44
1146.00,91.55
1145.00,91.68
1144.00,91.81
1143.00,91.94
1142.00,92.07
1141.00,92.19
1140.00,92.30
1139.00,92.37
1138.00,92.40
1137.00,92.39
1136.00,92.35
1135.00,92.29
1134.00,92.21
1133.00,92.12
1132.00,92.04
1131.00,91.95
1130.00,91.82
1129.00,91.64
1128.00,91.43
1127.00,91.19
1126.00,90.94
1125.00,90.68
1124.00,90.43
1123.00,90.20
1122.00,90.02
1121.00,89.84
1120.00,89.66
1119.00,89.43
1118.00,89.17
1117.00,88.86
1116.00,88.51
1115.00,88.14
1114.00,87.76
1113.00,87.39
1112.00,87.05
1111.00,86.75
1110.00,86.51
1109.00,86.34
1108.00,86.22
1107.00,86.14
1106.00,86.07
1105.00,86.02
1104.00,86.00
1103.00,86.00
1102.00,86.04
1101.00,86.08
1100.00,86.12
1099.00,86.18
1098.00,86.27
1097.00,86.40
1096.00,86.54
1095.00,86.68
1094.00,86.80
1093.00,86.89
1092.00,86.98
1091.00,87.05
1090.00,87.11
1089.00,87.14
1088.00,87.13
1087.00,87.12
1086.00,87.12
1085.00,87.14
1084.00,87.14
1083.00,87.14
1082.00,87.10
1081.00,87.01
1080.00,86.89
1079.00,86.75
1078.00,86.61
1077.00,86.46
1076.00,86.28
1075.00,86.08
1074.00,85.88
1073.00,85.71
1072.00,85.54
1071.00,85.36
1070.00,85.15
1069.00,84.90
1068.00,84.62
1067.00,84.32
1066.00,84.00
1065.00,83.65
1064.00,83.27
1063.00,82.88
1062.00,82.49
1061.00,82.09
1060.00,81.70
1059.00,81.34
1058.00,81.02
1057.00,80.73
1056.00,80.48
1055.00,80.29
1054.00,80.16
1053.00,80.06
1052.00,79.98
1051.00,79.93
1050.00,79.93
1049.00,79.98
1048.00,80.05
1047.00,80.14
1046.00,80.21
1045.00,80.28
1044.00,80.34
1043.00,80.40
1042.00,80.45
1041.00,80.44
1040.00,80.36
1039.00,80.24
1038.00,80.08
1037.00,79.90
1036.00,79.69
1035.00,79.47
1034.00,79.26
1033.00,79.07
1032.00,78.90
1031.00,78.76
1030.00,78.67
1029.00,78.61
1028.00,78.56
1027.00,78.55
1026.00,78.56
1025.00,78.57
1024.00,78.59
1023.00,78.64
1022.00,78.70
1021.00,78.78
1020.00,78.85
1019.00,78.93
1018.00,79.00
1017.00,79.06
1016.00,79.11
1015.00,79.15
1014.00,79.19
1013.00,79.21
1012.00,79.23
1011.00,79.24
1010.00,79.27
1009.00,79.28
1008.00,79.27
1007.00,79.25
1006.00,79.24
1005.00,79.23
1004.00,79.23
1003.00,79.24
1002.00,79.27
1001.00,79.31
1000.00,79.37
999.00,79.44
998.00,79.54
997.00,79.65
996.00,79.75
995.00,79.86
994.00,79.96
993.00,80.04
992.00,80.10
991.00,80.15
990.00,80.20
989.00,80.24
988.00,80.25
987.00,80.24
986.00,80.23
985.00,80.23
984.00,80.29
983.00,80.41
982.00,80.59
981.00,80.82
980.00,81.09
979.00,81.39
978.00,81.72
977.00,82.06
976.00,82.38
975.00,82.68
974.00,82.97
973.00,83.23
972.00,83.48
971.00,83.74
970.00,84.00
969.00,84.24
968.00,84.46
967.00,84.65
966.00,84.82
965.00,84.98
964.00,85.14
963.00,85.30
962.00,85.45
961.00,85.58
960.00,85.71
959.00,85.86
958.00,86.02
957.00,86.19
956.00,86.35
955.00,86.50
954.00,86.64
953.00,86.78
952.00,86.93
951.00,87.10
950.00,87.28
949.00,87.45
948.00,87.60
947.00,87.72
946.00,87.82
945.00,87.92
944.00,88.03
943.00,88.17
942.00,88.32
941.00,88.46
940.00,88.57
939.00,88.66
938.00,88.75
937.00,88.85
936.00,88.94
935.00,89.04
934.00,89.13
933.00,89.21
932.00,89.29
931.00,89.36
930.00,89.45
929.00,89.54
928.00,89.62
927.00,89.70
926.00,89.77
925.00,89.84
924.00,89.89
923.00,89.94
922.00,90.00
921.00,90.04
920.00,90.10
919.00,90.16
918.00,90.21
917.00,90.24
916.00,90.25
915.00,90.25
914.00,90.26
913.00,90.27
912.00,90.29
911.00,90.34
910.00,90.38
909.00,90.40
908.00,90.39
907.00,90.35
906.00,90.30
905.00,90.23
904.00,90.15
903.00,90.06
902.00,89.98
