Created as New Dataset,197 Hoechst AG
cm-1,%T
2460.00,98.66
2459.00,98.66
2458.00,98.66
2457.00,98.64
2456.00,98.64
2455.00,98.64
2454.00,98.65
2453.00,98.66
2452.00,98.66
2451.00,98.65
2450.00,98.64
2449.00,98.63
2448.00,98.63
2447.00,98.65
2446.00,98.67
2445.00,98.69
2444.00,98.70
2443.00,98.69
2442.00,98.68
2441.00,98.66
2440.00,98.65
2439.00,98.66
2438.00,98.68
2437.00,98.71
2436.00,98.73
2435.00,98.73
2434.00,98.73
2433.00,98.72
2432.00,98.70
2431.00,98.68
2430.00,98.68
2429.00,98.68
2428.00,98.70
2427.00,98.71
2426.00,98.72
2425.00,98.71
2424.00,98.71
2423.00,98.72
2422.00,98.72
2421.00,98.73
2420.00,98.73
2419.00,98.74
2418.00,98.74
2417.00,98.74
2416.00,98.73
2415.00,98.72
2414.00,98.71
2413.00,98.70
2412.00,98.70
2411.00,98.70
2410.00,98.71
2409.00,98.72
2408.00,98.74
2407.00,98.75
2406.00,98.76
2405.00,98.77
2404.00,98.78
2403.00,98.79
2402.00,98.80
2401.00,98.81
2400.00,98.82
2399.00,98.84
2398.00,98.84
2397.00,98.84
2396.00,98.83
2395.00,98.83
2394.00,98.83
2393.00,98.84
2392.00,98.82
2391.00,98.81
2390.00,98.79
2389.00,98.79
2388.00,98.79
2387.00,98.80
2386.00,98.81
2385.00,98.82
2384.00,98.83
2383.00,98.85
2382.00,98.86
2381.00,98.86
2380.00,98.85
2379.00,98.85
2378.00,98.86
2377.00,98.88
2376.00,98.92
2375.00,98.93
2374.00,98.91
2373.00,98.88
2372.00,98.86
2371.00,98.87
2370.00,98.89
2369.00,98.90
2368.00,98.87
2367.00,98.84
2366.00,98.84
2365.00,98.86
2364.00,98.89
2363.00,98.90
2362.00,98.88
2361.00,98.87
2360.00,98.88
2359.00,98.91
2358.00,98.91
2357.00,98.87
2356.00,98.83
2355.00,98.82
2354.00,98.85
2353.00,98.89
2352.00,98.92
2351.00,98.93
2350.00,98.93
2349.00,98.92
2348.00,98.91
2347.00,98.90
2346.00,98.90
2345.00,98.89
2344.00,98.89
2343.00,98.90
2342.00,98.91
2341.00,98.91
2340.00,98.91
2339.00,98.90
2338.00,98.90
2337.00,98.90
2336.00,98.88
2335.00,98.86
2334.00,98.88
2333.00,98.92
2332.00,98.97
2331.00,98.99
2330.00,98.96
2329.00,98.91
2328.00,98.83
2327.00,98.77
2326.00,98.74
2325.00,98.76
2324.00,98.80
2323.00,98.84
2322.00,98.85
2321.00,98.83
2320.00,98.79
2319.00,98.78
2318.00,98.79
2317.00,98.81
2316.00,98.82
2315.00,98.80
2314.00,98.76
2313.00,98.72
2312.00,98.69
2311.00,98.70
2310.00,98.72
2309.00,98.76
2308.00,98.78
2307.00,98.77
2306.00,98.74
2305.00,98.70
2304.00,98.65
2303.00,98.61
2302.00,98.60
2301.00,98.62
2300.00,98.65
2299.00,98.66
2298.00,98.67
2297.00,98.66
2296.00,98.67
2295.00,98.68
2294.00,98.68
2293.00,98.66
2292.00,98.63
2291.00,98.61
2290.00,98.59
2289.00,98.59
2288.00,98.59
2287.00,98.59
2286.00,98.60
2285.00,98.60
2284.00,98.59
2283.00,98.55
2282.00,98.50
2281.00,98.46
2280.00,98.43
2279.00,98.42
2278.00,98.44
2277.00,98.47
2276.00,98.50
2275.00,98.53
2274.00,98.56
2273.00,98.57
2272.00,98.55
2271.00,98.52
2270.00,98.50
2269.00,98.48
2268.00,98.48
2267.00,98.47
2266.00,98.46
2265.00,98.47
2264.00,98.50
2263.00,98.52
2262.00,98.53
2261.00,98.52
2260.00,98.52
2259.00,98.52
2258.00,98.51
2257.00,98.49
2256.00,98.47
2255.00,98.45
2254.00,98.44
2253.00,98.46
2252.00,98.50
2251.00,98.52
2250.00,98.51
2249.00,98.46
2248.00,98.41
2247.00,98.39
2246.00,98.40
2245.00,98.42
2244.00,98.44
2243.00,98.47
2242.00,98.51
2241.00,98.54
2240.00,98.53
2239.00,98.51
2238.00,98.48
2237.00,98.48
2236.00,98.50
2235.00,98.51
2234.00,98.48
2233.00,98.44
2232.00,98.41
2231.00,98.40
2230.00,98.40
2229.00,98.37
2228.00,98.35
2227.00,98.33
2226.00,98.33
2225.00,98.33
2224.00,98.34
2223.00,98.37
2222.00,98.41
2221.00,98.42
2220.00,98.39
2219.00,98.34
2218.00,98.30
2217.00,98.29
2216.00,98.30
2215.00,98.34
2214.00,98.37
2213.00,98.37
2212.00,98.34
2211.00,98.31
2210.00,98.33
2209.00,98.39
2208.00,98.44
2207.00,98.45
2206.00,98.42
2205.00,98.37
2204.00,98.31
2203.00,98.27
2202.00,98.23
2201.00,98.19
2200.00,98.16
2199.00,98.15
2198.00,98.16
2197.00,98.19
2196.00,98.20
2195.00,98.18
2194.00,98.14
2193.00,98.12
2192.00,98.12
2191.00,98.11
2190.00,98.07
2189.00,98.04
2188.00,98.03
2187.00,98.03
2186.00,98.03
2185.00,98.03
2184.00,98.06
2183.00,98.13
2182.00,98.22
2181.00,98.29
2180.00,98.29
2179.00,98.23
2178.00,98.13
2177.00,98.04
2176.00,98.01
2175.00,98.04
2174.00,98.11
2173.00,98.15
2172.00,98.15
2171.00,98.14
2170.00,98.14
2169.00,98.12
2168.00,98.07
2167.00,98.01
2166.00,97.95
2165.00,97.91
2164.00,97.86
2163.00,97.80
2162.00,97.77
2161.00,97.81
2160.00,97.91
2159.00,98.04
2158.00,98.14
2157.00,98.21
2156.00,98.27
2155.00,98.33
2154.00,98.38
2153.00,98.38
2152.00,98.35
2151.00,98.29
2150.00,98.24
2149.00,98.21
2148.00,98.22
2147.00,98.24
2146.00,98.25
2145.00,98.25
2144.00,98.26
2143.00,98.30
2142.00,98.34
2141.00,98.36
2140.00,98.37
2139.00,98.38
2138.00,98.37
2137.00,98.37
2136.00,98.35
2135.00,98.35
2134.00,98.35
2133.00,98.35
2132.00,98.34
2131.00,98.33
2130.00,98.30
2129.00,98.28
2128.00,98.27
2127.00,98.29
2126.00,98.31
2125.00,98.34
2124.00,98.36
2123.00,98.38
2122.00,98.39
2121.00,98.39
2120.00,98.37
2119.00,98.34
2118.00,98.31
2117.00,98.30
2116.00,98.31
2115.00,98.34
2114.00,98.39
2113.00,98.43
2112.00,98.45
2111.00,98.43
2110.00,98.38
2109.00,98.32
2108.00,98.28
2107.00,98.27
2106.00,98.27
2105.00,98.27
2104.00,98.25
2103.00,98.23
2102.00,98.21
2101.00,98.22
2100.00,98.25
2099.00,98.28
2098.00,98.32
2097.00,98.34
2096.00,98.37
2095.00,98.40
2094.00,98.41
2093.00,98.41
2092.00,98.41
2091.00,98.41
2090.00,98.40
2089.00,98.37
2088.00,98.33
2087.00,98.30
2086.00,98.29
2085.00,98.29
2084.00,98.31
2083.00,98.34
2082.00,98.35
2081.00,98.34
2080.00,98.32
2079.00,98.30
2078.00,98.29
2077.00,98.30
2076.00,98.29
2075.00,98.25
2074.00,98.19
2073.00,98.11
2072.00,98.08
2071.00,98.09
2070.00,98.14
2069.00,98.21
2068.00,98.27
2067.00,98.31
2066.00,98.33
2065.00,98.32
2064.00,98.31
2063.00,98.31
2062.00,98.31
2061.00,98.30
2060.00,98.26
2059.00,98.21
2058.00,98.18
2057.00,98.17
2056.00,98.17
2055.00,98.18
2054.00,98.19
2053.00,98.18
2052.00,98.16
2051.00,98.12
2050.00,98.07
2049.00,98.02
2048.00,97.97
2047.00,97.96
2046.00,97.98
2045.00,98.02
2044.00,98.07
2043.00,98.12
2042.00,98.17
2041.00,98.18
2040.00,98.16
2039.00,98.12
2038.00,98.08
2037.00,98.05
2036.00,98.03
2035.00,98.03
2034.00,98.06
2033.00,98.10
2032.00,98.12
2031.00,98.12
2030.00,98.13
2029.00,98.18
2028.00,98.24
2027.00,98.27
2026.00,98.25
2025.00,98.20
2024.00,98.16
2023.00,98.15
2022.00,98.14
2021.00,98.11
2020.00,98.07
2019.00,98.05
2018.00,98.05
2017.00,98.07
2016.00,98.07
2015.00,98.05
2014.00,98.05
2013.00,98.08
2012.00,98.15
2011.00,98.23
2010.00,98.31
2009.00,98.33
2008.00,98.31
2007.00,98.27
2006.00,98.25
2005.00,98.24
2004.00,98.22
2003.00,98.16
2002.00,98.12
2001.00,98.12
2000.00,98.16
1999.00,98.21
1998.00,98.24
1997.00,98.26
1996.00,98.26
1995.00,98.25
1994.00,98.23
1993.00,98.20
1992.00,98.18
1991.00,98.20
1990.00,98.25
1989.00,98.29
1988.00,98.29
1987.00,98.24
1986.00,98.16
1985.00,98.07
1984.00,98.00
1983.00,97.95
1982.00,97.94
1981.00,97.94
1980.00,97.98
1979.00,98.02
1978.00,98.08
1977.00,98.15
1976.00,98.25
1975.00,98.35
1974.00,98.41
1973.00,98.41
1972.00,98.35
1971.00,98.29
1970.00,98.25
1969.00,98.25
1968.00,98.27
1967.00,98.28
1966.00,98.29
1965.00,98.29
1964.00,98.30
1963.00,98.32
1962.00,98.36
1961.00,98.40
1960.00,98.43
1959.00,98.42
1958.00,98.40
1957.00,98.38
1956.00,98.37
1955.00,98.37
1954.00,98.36
1953.00,98.34
1952.00,98.34
1951.00,98.37
1950.00,98.41
1949.00,98.44
1948.00,98.45
1947.00,98.46
1946.00,98.46
1945.00,98.45
1944.00,98.45
1943.00,98.45
1942.00,98.46
1941.00,98.46
1940.00,98.45
1939.00,98.43
1938.00,98.42
1937.00,98.42
1936.00,98.45
1935.00,98.47
1934.00,98.47
1933.00,98.47
1932.00,98.47
1931.00,98.47
1930.00,98.47
1929.00,98.46
1928.00,98.45
1927.00,98.44
1926.00,98.45
1925.00,98.46
1924.00,98.48
1923.00,98.50
1922.00,98.50
1921.00,98.49
1920.00,98.46
1919.00,98.44
1918.00,98.44
1917.00,98.46
1916.00,98.48
1915.00,98.50
1914.00,98.52
1913.00,98.53
1912.00,98.55
1911.00,98.56
1910.00,98.56
1909.00,98.55
1908.00,98.54
1907.00,98.53
1906.00,98.51
1905.00,98.51
1904.00,98.51
1903.00,98.53
1902.00,98.54
1901.00,98.56
1900.00,98.56
1899.00,98.57
1898.00,98.58
1897.00,98.58
1896.00,98.59
1895.00,98.59
1894.00,98.59
1893.00,98.59
1892.00,98.60
1891.00,98.61
1890.00,98.60
1889.00,98.59
1888.00,98.56
1887.00,98.55
1886.00,98.55
1885.00,98.56
1884.00,98.58
1883.00,98.60
1882.00,98.61
1881.00,98.60
1880.00,98.58
1879.00,98.57
1878.00,98.57
1877.00,98.59
1876.00,98.60
1875.00,98.60
1874.00,98.60
1873.00,98.59
1872.00,98.59
1871.00,98.60
1870.00,98.61
1869.00,98.61
1868.00,98.61
1867.00,98.60
1866.00,98.60
1865.00,98.61
1864.00,98.62
1863.00,98.63
1862.00,98.63
1861.00,98.62
1860.00,98.60
1859.00,98.59
1858.00,98.59
1857.00,98.60
1856.00,98.62
1855.00,98.62
1854.00,98.62
1853.00,98.61
1852.00,98.62
1851.00,98.64
1850.00,98.66
1849.00,98.66
1848.00,98.63
1847.00,98.61
1846.00,98.61
1845.00,98.63
1844.00,98.65
1843.00,98.67
1842.00,98.70
1841.00,98.73
1840.00,98.75
1839.00,98.74
1838.00,98.71
1837.00,98.67
1836.00,98.64
1835.00,98.63
1834.00,98.63
1833.00,98.62
1832.00,98.61
1831.00,98.61
1830.00,98.62
1829.00,98.63
1828.00,98.63
1827.00,98.64
1826.00,98.63
1825.00,98.63
1824.00,98.63
1823.00,98.63
1822.00,98.64
1821.00,98.65
1820.00,98.66
1819.00,98.68
1818.00,98.70
1817.00,98.72
1816.00,98.72
1815.00,98.70
1814.00,98.68
1813.00,98.67
1812.00,98.67
1811.00,98.67
1810.00,98.67
1809.00,98.66
1808.00,98.65
1807.00,98.65
1806.00,98.66
1805.00,98.67
1804.00,98.68
1803.00,98.67
1802.00,98.66
1801.00,98.64
1800.00,98.64
1799.00,98.65
1798.00,98.65
1797.00,98.65
1796.00,98.65
1795.00,98.65
1794.00,98.64
1793.00,98.63
1792.00,98.62
1791.00,98.62
1790.00,98.63
1789.00,98.63
1788.00,98.63
1787.00,98.64
1786.00,98.64
1785.00,98.65
1784.00,98.66
1783.00,98.65
1782.00,98.63
1781.00,98.61
1780.00,98.59
1779.00,98.60
1778.00,98.61
1777.00,98.61
1776.00,98.61
1775.00,98.62
1774.00,98.63
1773.00,98.63
1772.00,98.61
1771.00,98.59
1770.00,98.58
1769.00,98.59
1768.00,98.60
1767.00,98.61
1766.00,98.61
1765.00,98.60
1764.00,98.60
1763.00,98.59
1762.00,98.59
1761.00,98.59
1760.00,98.59
1759.00,98.58
1758.00,98.58
1757.00,98.58
1756.00,98.57
1755.00,98.56
1754.00,98.55
1753.00,98.55
1752.00,98.55
1751.00,98.55
1750.00,98.54
1749.00,98.52
1748.00,98.50
1747.00,98.49
1746.00,98.49
1745.00,98.48
1744.00,98.49
1743.00,98.49
1742.00,98.49
1741.00,98.48
1740.00,98.46
1739.00,98.45
1738.00,98.44
1737.00,98.44
1736.00,98.44
1735.00,98.44
1734.00,98.44
1733.00,98.45
1732.00,98.45
1731.00,98.46
1730.00,98.45
1729.00,98.45
1728.00,98.44
1727.00,98.45
1726.00,98.45
1725.00,98.45
1724.00,98.44
1723.00,98.44
1722.00,98.44
1721.00,98.45
1720.00,98.46
1719.00,98.44
1718.00,98.42
1717.00,98.40
1716.00,98.37
1715.00,98.35
1714.00,98.33
1713.00,98.33
1712.00,98.33
1711.00,98.34
1710.00,98.35
1709.00,98.35
1708.00,98.35
1707.00,98.33
1706.00,98.31
1705.00,98.29
1704.00,98.26
1703.00,98.25
1702.00,98.24
1701.00,98.24
1700.00,98.24
1699.00,98.24
1698.00,98.23
1697.00,98.23
1696.00,98.22
1695.00,98.19
1694.00,98.15
1693.00,98.13
1692.00,98.11
1691.00,98.09
1690.00,98.07
1689.00,98.03
1688.00,98.01
1687.00,98.00
1686.00,97.99
1685.00,97.95
1684.00,97.88
1683.00,97.81
1682.00,97.77
1681.00,97.75
1680.00,97.73
1679.00,97.72
1678.00,97.70
1677.00,97.67
1676.00,97.64
1675.00,97.62
1674.00,97.59
1673.00,97.57
1672.00,97.54
1671.00,97.50
1670.00,97.45
1669.00,97.41
1668.00,97.37
1667.00,97.35
1666.00,97.34
1665.00,97.32
1664.00,97.29
1663.00,97.25
1662.00,97.20
1661.00,97.16
1660.00,97.13
1659.00,97.12
1658.00,97.10
1657.00,97.07
1656.00,97.03
1655.00,97.00
1654.00,96.98
1653.00,96.98
1652.00,96.98
1651.00,96.96
1650.00,96.93
1649.00,96.91
1648.00,96.89
1647.00,96.88
1646.00,96.87
1645.00,96.85
1644.00,96.82
1643.00,96.79
1642.00,96.78
1641.00,96.78
1640.00,96.77
1639.00,96.75
1638.00,96.73
1637.00,96.72
1636.00,96.74
1635.00,96.77
1634.00,96.80
1633.00,96.81
1632.00,96.82
1631.00,96.83
1630.00,96.86
1629.00,96.89
1628.00,96.91
1627.00,96.93
1626.00,96.94
1625.00,96.96
1624.00,96.99
1623.00,97.01
1622.00,97.03
1621.00,97.04
1620.00,97.06
1619.00,97.09
1618.00,97.13
1617.00,97.16
1616.00,97.17
1615.00,97.17
1614.00,97.17
1613.00,97.18
1612.00,97.20
1611.00,97.23
1610.00,97.26
1609.00,97.28
1608.00,97.28
1607.00,97.29
1606.00,97.30
1605.00,97.32
1604.00,97.34
1603.00,97.37
1602.00,97.39
1601.00,97.41
1600.00,97.42
1599.00,97.43
1598.00,97.46
1597.00,97.49
1596.00,97.52
1595.00,97.53
1594.00,97.54
1593.00,97.55
1592.00,97.56
1591.00,97.57
1590.00,97.58
1589.00,97.59
1588.00,97.61
1587.00,97.65
1586.00,97.68
1585.00,97.72
1584.00,97.74
1583.00,97.75
1582.00,97.75
1581.00,97.76
1580.00,97.77
1579.00,97.80
1578.00,97.84
1577.00,97.86
1576.00,97.87
1575.00,97.88
1574.00,97.88
1573.00,97.89
1572.00,97.90
1571.00,97.91
1570.00,97.92
1569.00,97.92
1568.00,97.92
1567.00,97.93
1566.00,97.94
1565.00,97.94
1564.00,97.94
1563.00,97.94
1562.00,97.96
1561.00,97.98
1560.00,98.01
1559.00,98.01
1558.00,98.01
1557.00,98.01
1556.00,98.02
1555.00,98.02
1554.00,98.01
1553.00,98.00
1552.00,98.00
1551.00,98.00
1550.00,98.01
1549.00,98.03
1548.00,98.04
1547.00,98.04
1546.00,98.04
1545.00,98.04
1544.00,98.05
1543.00,98.06
1542.00,98.08
1541.00,98.08
1540.00,98.08
1539.00,98.08
1538.00,98.07
1537.00,98.06
1536.00,98.06
1535.00,98.06
1534.00,98.05
1533.00,98.04
1532.00,98.04
1531.00,98.05
1530.00,98.06
1529.00,98.07
1528.00,98.07
1527.00,98.08
1526.00,98.08
1525.00,98.08
1524.00,98.07
1523.00,98.07
1522.00,98.06
1521.00,98.05
1520.00,98.05
1519.00,98.06
1518.00,98.07
1517.00,98.08
1516.00,98.07
1515.00,98.07
1514.00,98.06
1513.00,98.05
1512.00,98.05
1511.00,98.05
1510.00,98.04
1509.00,98.02
1508.00,98.00
1507.00,97.97
1506.00,97.96
1505.00,97.96
1504.00,97.96
1503.00,97.96
1502.00,97.96
1501.00,97.95
1500.00,97.93
1499.00,97.90
1498.00,97.87
1497.00,97.84
1496.00,97.81
1495.00,97.77
1494.00,97.74
1493.00,97.70
1492.00,97.67
1491.00,97.62
1490.00,97.56
1489.00,97.50
1488.00,97.46
1487.00,97.44
1486.00,97.42
1485.00,97.39
1484.00,97.34
1483.00,97.28
1482.00,97.21
1481.00,97.15
1480.00,97.09
1479.00,97.03
1478.00,96.96
1477.00,96.88
1476.00,96.80
1475.00,96.72
1474.00,96.63
1473.00,96.52
1472.00,96.40
1471.00,96.31
1470.00,96.25
1469.00,96.21
1468.00,96.17
1467.00,96.12
1466.00,96.08
1465.00,96.03
1464.00,95.99
1463.00,95.95
1462.00,95.91
1461.00,95.86
1460.00,95.81
1459.00,95.76
1458.00,95.72
1457.00,95.69
1456.00,95.66
1455.00,95.63
1454.00,95.59
1453.00,95.54
1452.00,95.49
1451.00,95.45
1450.00,95.40
1449.00,95.34
1448.00,95.29
1447.00,95.25
1446.00,95.21
1445.00,95.17
1444.00,95.12
1443.00,95.06
1442.00,95.01
1441.00,94.97
1440.00,94.93
1439.00,94.90
1438.00,94.88
1437.00,94.87
1436.00,94.86
1435.00,94.85
1434.00,94.84
1433.00,94.82
1432.00,94.81
1431.00,94.81
1430.00,94.81
1429.00,94.80
1428.00,94.78
1427.00,94.77
1426.00,94.75
1425.00,94.73
1424.00,94.70
1423.00,94.67
1422.00,94.64
1421.00,94.63
1420.00,94.64
1419.00,94.66
1418.00,94.67
1417.00,94.66
1416.00,94.64
1415.00,94.64
1414.00,94.64
1413.00,94.65
1412.00,94.67
1411.00,94.70
1410.00,94.72
1409.00,94.73
1408.00,94.72
1407.00,94.72
1406.00,94.72
1405.00,94.73
1404.00,94.74
1403.00,94.76
1402.00,94.75
1401.00,94.74
1400.00,94.72
1399.00,94.71
1398.00,94.70
1397.00,94.68
1396.00,94.67
1395.00,94.66
1394.00,94.66
1393.00,94.64
1392.00,94.62
1391.00,94.58
1390.00,94.54
1389.00,94.49
1388.00,94.42
1387.00,94.35
1386.00,94.28
1385.00,94.21
1384.00,94.13
1383.00,94.03
1382.00,93.92
1381.00,93.79
1380.00,93.66
1379.00,93.52
1378.00,93.40
1377.00,93.28
1376.00,93.18
1375.00,93.08
1374.00,93.01
1373.00,92.95
1372.00,92.91
1371.00,92.87
1370.00,92.83
1369.00,92.79
1368.00,92.76
1367.00,92.74
1366.00,92.72
1365.00,92.71
1364.00,92.71
1363.00,92.74
1362.00,92.79
1361.00,92.86
1360.00,92.93
1359.00,92.99
1358.00,93.04
1357.00,93.10
1356.00,93.15
1355.00,93.20
1354.00,93.26
1353.00,93.32
1352.00,93.37
1351.00,93.41
1350.00,93.43
1349.00,93.43
1348.00,93.43
1347.00,93.43
1346.00,93.43
1345.00,93.43
1344.00,93.42
1343.00,93.41
1342.00,93.38
1341.00,93.33
1340.00,93.26
1339.00,93.21
1338.00,93.17
1337.00,93.14
1336.00,93.14
1335.00,93.14
1334.00,93.15
1333.00,93.16
1332.00,93.17
1331.00,93.17
1330.00,93.18
1329.00,93.19
1328.00,93.21
1327.00,93.23
1326.00,93.24
1325.00,93.24
1324.00,93.24
1323.00,93.21
1322.00,93.17
1321.00,93.10
1320.00,93.02
1319.00,92.93
1318.00,92.86
1317.00,92.80
1316.00,92.77
1315.00,92.75
1314.00,92.75
1313.00,92.76
1312.00,92.78
1311.00,92.82
1310.00,92.89
1309.00,92.97
1308.00,93.06
1307.00,93.15
1306.00,93.24
1305.00,93.33
1304.00,93.42
1303.00,93.51
1302.00,93.60
1301.00,93.69
1300.00,93.77
1299.00,93.85
1298.00,93.93
1297.00,94.00
1296.00,94.06
1295.00,94.12
1294.00,94.19
1293.00,94.27
1292.00,94.36
1291.00,94.45
1290.00,94.54
1289.00,94.62
1288.00,94.68
1287.00,94.72
1286.00,94.75
1285.00,94.76
1284.00,94.76
1283.00,94.75
1282.00,94.74
1281.00,94.71
1280.00,94.69
1279.00,94.65
1278.00,94.62
1277.00,94.61
1276.00,94.60
1275.00,94.59
1274.00,94.57
1273.00,94.55
1272.00,94.53
1271.00,94.51
1270.00,94.48
1269.00,94.46
1268.00,94.43
1267.00,94.40
1266.00,94.38
1265.00,94.36
1264.00,94.34
1263.00,94.32
1262.00,94.32
1261.00,94.31
1260.00,94.31
1259.00,94.33
1258.00,94.36
1257.00,94.42
1256.00,94.49
1255.00,94.56
1254.00,94.61
1253.00,94.66
1252.00,94.70
1251.00,94.74
1250.00,94.78
1249.00,94.81
1248.00,94.83
1247.00,94.85
1246.00,94.88
1245.00,94.90
1244.00,94.92
1243.00,94.93
1242.00,94.92
1241.00,94.91
1240.00,94.90
1239.00,94.90
1238.00,94.90
1237.00,94.90
1236.00,94.90
1235.00,94.90
1234.00,94.91
1233.00,94.93
1232.00,94.94
1231.00,94.96
1230.00,94.98
1229.00,95.00
1228.00,95.04
1227.00,95.08
1226.00,95.12
1225.00,95.18
1224.00,95.24
1223.00,95.31
1222.00,95.39
1221.00,95.48
1220.00,95.56
1219.00,95.65
1218.00,95.74
1217.00,95.80
1216.00,95.85
1215.00,95.89
1214.00,95.92
1213.00,95.95
1212.00,95.96
1211.00,95.95
1210.00,95.89
1209.00,95.81
1208.00,95.71
1207.00,95.61
1206.00,95.50
1205.00,95.39
1204.00,95.29
1203.00,95.21
1202.00,95.14
1201.00,95.09
1200.00,95.07
1199.00,95.05
1198.00,95.06
1197.00,95.10
1196.00,95.18
1195.00,95.29
1194.00,95.42
1193.00,95.55
1192.00,95.68
1191.00,95.81
1190.00,95.93
1189.00,96.02
1188.00,96.09
1187.00,96.13
1186.00,96.14
1185.00,96.14
1184.00,96.13
1183.00,96.11
1182.00,96.08
1181.00,96.02
1180.00,95.93
1179.00,95.82
1178.00,95.67
1177.00,95.50
1176.00,95.32
1175.00,95.15
1174.00,94.98
1173.00,94.79
1172.00,94.57
1171.00,94.30
1170.00,93.99
1169.00,93.65
1168.00,93.29
1167.00,92.94
1166.00,92.60
1165.00,92.24
1164.00,91.89
1163.00,91.57
1162.00,91.28
1161.00,91.04
1160.00,90.84
1159.00,90.68
1158.00,90.57
1157.00,90.50
1156.00,90.48
1155.00,90.49
1154.00,90.56
1153.00,90.67
1152.00,90.82
1151.00,91.00
1150.00,91.17
1149.00,91.33
1148.00,91.46
1147.00,91.58
1146.00,91.69
1145.00,91.80
1144.00,91.90
1143.00,92.00
1142.00,92.08
1141.00,92.11
1140.00,92.10
1139.00,92.04
1138.00,91.94
1137.00,91.81
1136.00,91.68
1135.00,91.54
1134.00,91.38
1133.00,91.19
1132.00,90.98
1131.00,90.75
1130.00,90.52
1129.00,90.29
1128.00,90.06
1127.00,89.84
1126.00,89.63
1125.00,89.41
1124.00,89.18
1123.00,88.91
1122.00,88.64
1121.00,88.36
1120.00,88.10
1119.00,87.87
1118.00,87.66
1117.00,87.46
1116.00,87.28
1115.00,87.11
1114.00,86.96
1113.00,86.83
1112.00,86.70
1111.00,86.60
1110.00,86.50
1109.00,86.39
1108.00,86.26
1107.00,86.14
1106.00,86.03
1105.00,85.92
1104.00,85.78
1103.00,85.61
1102.00,85.40
1101.00,85.19
1100.00,84.99
1099.00,84.81
1098.00,84.64
1097.00,84.48
1096.00,84.31
1095.00,84.15
1094.00,83.99
1093.00,83.85
1092.00,83.71
1091.00,83.59
1090.00,83.46
1089.00,83.31
1088.00,83.14
1087.00,82.97
1086.00,82.81
1085.00,82.64
1084.00,82.47
1083.00,82.30
1082.00,82.12
1081.00,81.94
1080.00,81.73
1079.00,81.52
1078.00,81.30
1077.00,81.06
1076.00,80.80
1075.00,80.55
1074.00,80.32
1073.00,80.09
1072.00,79.86
1071.00,79.64
1070.00,79.43
1069.00,79.23
1068.00,79.01
1067.00,78.80
1066.00,78.59
1065.00,78.39
1064.00,78.17
1063.00,77.94
1062.00,77.72
1061.00,77.52
1060.00,77.35
1059.00,77.23
1058.00,77.13
1057.00,77.03
1056.00,76.91
1055.00,76.78
1054.00,76.65
1053.00,76.55
1052.00,76.47
1051.00,76.39
1050.00,76.31
1049.00,76.22
1048.00,76.12
1047.00,76.05
1046.00,75.99
1045.00,75.94
1044.00,75.89
1043.00,75.85
1042.00,75.79
1041.00,75.72
1040.00,75.63
1039.00,75.55
1038.00,75.47
1037.00,75.36
1036.00,75.22
1035.00,75.04
1034.00,74.85
1033.00,74.65
1032.00,74.44
1031.00,74.23
1030.00,74.01
1029.00,73.79
1028.00,73.58
1027.00,73.39
1026.00,73.22
1025.00,73.07
1024.00,72.93
1023.00,72.80
1022.00,72.70
1021.00,72.60
1020.00,72.52
1019.00,72.46
1018.00,72.44
1017.00,72.46
1016.00,72.51
1015.00,72.61
1014.00,72.74
1013.00,72.91
1012.00,73.09
1011.00,73.28
1010.00,73.49
1009.00,73.70
1008.00,73.91
1007.00,74.12
1006.00,74.29
1005.00,74.40
1004.00,74.46
1003.00,74.49
1002.00,74.50
1001.00,74.47
1000.00,74.41
999.00,74.35
998.00,74.29
997.00,74.23
996.00,74.17
995.00,74.14
994.00,74.16
993.00,74.23
992.00,74.36
991.00,74.53
990.00,74.75
989.00,75.01
988.00,75.30
987.00,75.64
986.00,76.02
985.00,76.44
984.00,76.88
983.00,77.35
982.00,77.84
981.00,78.35
980.00,78.84
979.00,79.29
978.00,79.70
977.00,80.05
976.00,80.37
975.00,80.67
974.00,80.96
973.00,81.23
972.00,81.50
971.00,81.76
970.00,82.01
969.00,82.24
968.00,82.44
967.00,82.62
966.00,82.79
965.00,82.95
964.00,83.13
963.00,83.32
962.00,83.52
961.00,83.73
960.00,83.93
959.00,84.13
958.00,84.35
957.00,84.57
956.00,84.78
955.00,84.99
954.00,85.20
953.00,85.41
952.00,85.62
951.00,85.83
950.00,86.03
949.00,86.23
948.00,86.41
947.00,86.58
946.00,86.74
945.00,86.91
944.00,87.06
943.00,87.21
942.00,87.34
941.00,87.44
940.00,87.53
939.00,87.64
938.00,87.77
937.00,87.91
936.00,88.04
935.00,88.12
934.00,88.18
933.00,88.22
932.00,88.28
931.00,88.35
930.00,88.44
929.00,88.54
928.00,88.63
927.00,88.72
926.00,88.80
925.00,88.87
924.00,88.92
923.00,88.96
922.00,89.02
921.00,89.09
920.00,89.17
919.00,89.24
918.00,89.29
917.00,89.31
916.00,89.32
915.00,89.33
914.00,89.33
913.00,89.31
912.00,89.27
911.00,89.20
910.00,89.10
909.00,88.98
908.00,88.85
907.00,88.70
906.00,88.54
905.00,88.37
904.00,88.20
903.00,88.05
902.00,87.91
901.00,87.77
900.00,87.61
899.00,87.44
898.00,87.27
897.00,87.13
