Created as New Dataset,Bio-Couture 20/2 Linen (NC)
cm-1,%T
2466.00,98.70
2465.00,98.72
2464.00,98.73
2463.00,98.74
2462.00,98.74
2461.00,98.73
2460.00,98.72
2459.00,98.72
2458.00,98.73
2457.00,98.74
2456.00,98.75
2455.00,98.74
2454.00,98.72
2453.00,98.69
2452.00,98.69
2451.00,98.69
2450.00,98.70
2449.00,98.70
2448.00,98.71
2447.00,98.72
2446.00,98.73
2445.00,98.74
2444.00,98.75
2443.00,98.76
2442.00,98.76
2441.00,98.76
2440.00,98.77
2439.00,98.77
2438.00,98.79
2437.00,98.80
2436.00,98.80
2435.00,98.81
2434.00,98.82
2433.00,98.83
2432.00,98.84
2431.00,98.84
2430.00,98.83
2429.00,98.82
2428.00,98.81
2427.00,98.81
2426.00,98.81
2425.00,98.81
2424.00,98.81
2423.00,98.81
2422.00,98.82
2421.00,98.83
2420.00,98.86
2419.00,98.88
2418.00,98.88
2417.00,98.87
2416.00,98.86
2415.00,98.86
2414.00,98.85
2413.00,98.84
2412.00,98.83
2411.00,98.83
2410.00,98.84
2409.00,98.85
2408.00,98.86
2407.00,98.86
2406.00,98.88
2405.00,98.89
2404.00,98.91
2403.00,98.93
2402.00,98.93
2401.00,98.92
2400.00,98.91
2399.00,98.91
2398.00,98.93
2397.00,98.95
2396.00,98.95
2395.00,98.94
2394.00,98.93
2393.00,98.93
2392.00,98.94
2391.00,98.96
2390.00,98.98
2389.00,99.00
2388.00,99.02
2387.00,99.04
2386.00,99.05
2385.00,99.04
2384.00,99.03
2383.00,99.02
2382.00,99.02
2381.00,99.02
2380.00,99.03
2379.00,99.04
2378.00,99.06
2377.00,99.06
2376.00,99.05
2375.00,99.04
2374.00,99.05
2373.00,99.08
2372.00,99.14
2371.00,99.17
2370.00,99.17
2369.00,99.14
2368.00,99.10
2367.00,99.09
2366.00,99.07
2365.00,99.05
2364.00,99.03
2363.00,99.05
2362.00,99.09
2361.00,99.10
2360.00,99.09
2359.00,99.09
2358.00,99.14
2357.00,99.21
2356.00,99.24
2355.00,99.23
2354.00,99.19
2353.00,99.16
2352.00,99.14
2351.00,99.12
2350.00,99.11
2349.00,99.09
2348.00,99.09
2347.00,99.08
2346.00,99.07
2345.00,99.06
2344.00,99.03
2343.00,99.00
2342.00,98.98
2341.00,98.98
2340.00,99.01
2339.00,99.05
2338.00,99.08
2337.00,99.10
2336.00,99.09
2335.00,99.06
2334.00,99.02
2333.00,99.00
2332.00,99.03
2331.00,99.09
2330.00,99.11
2329.00,99.08
2328.00,99.00
2327.00,98.90
2326.00,98.84
2325.00,98.82
2324.00,98.86
2323.00,98.91
2322.00,98.95
2321.00,98.93
2320.00,98.89
2319.00,98.85
2318.00,98.82
2317.00,98.81
2316.00,98.80
2315.00,98.81
2314.00,98.83
2313.00,98.84
2312.00,98.85
2311.00,98.86
2310.00,98.86
2309.00,98.85
2308.00,98.85
2307.00,98.87
2306.00,98.89
2305.00,98.90
2304.00,98.88
2303.00,98.85
2302.00,98.81
2301.00,98.78
2300.00,98.74
2299.00,98.71
2298.00,98.69
2297.00,98.68
2296.00,98.67
2295.00,98.67
2294.00,98.67
2293.00,98.67
2292.00,98.65
2291.00,98.62
2290.00,98.59
2289.00,98.56
2288.00,98.53
2287.00,98.51
2286.00,98.50
2285.00,98.51
2284.00,98.52
2283.00,98.53
2282.00,98.53
2281.00,98.53
2280.00,98.53
2279.00,98.55
2278.00,98.55
2277.00,98.54
2276.00,98.53
2275.00,98.54
2274.00,98.55
2273.00,98.54
2272.00,98.51
2271.00,98.47
2270.00,98.45
2269.00,98.41
2268.00,98.37
2267.00,98.34
2266.00,98.33
2265.00,98.33
2264.00,98.34
2263.00,98.34
2262.00,98.32
2261.00,98.33
2260.00,98.36
2259.00,98.39
2258.00,98.40
2257.00,98.37
2256.00,98.33
2255.00,98.30
2254.00,98.27
2253.00,98.24
2252.00,98.23
2251.00,98.23
2250.00,98.24
2249.00,98.26
2248.00,98.28
2247.00,98.31
2246.00,98.34
2245.00,98.34
2244.00,98.32
2243.00,98.28
2242.00,98.23
2241.00,98.20
2240.00,98.21
2239.00,98.24
2238.00,98.27
2237.00,98.27
2236.00,98.27
2235.00,98.26
2234.00,98.25
2233.00,98.22
2232.00,98.18
2231.00,98.14
2230.00,98.09
2229.00,98.04
2228.00,98.00
2227.00,97.99
2226.00,98.02
2225.00,98.05
2224.00,98.06
2223.00,98.06
2222.00,98.04
2221.00,98.04
2220.00,98.04
2219.00,98.03
2218.00,97.99
2217.00,97.94
2216.00,97.91
2215.00,97.94
2214.00,97.99
2213.00,98.02
2212.00,97.98
2211.00,97.87
2210.00,97.77
2209.00,97.72
2208.00,97.73
2207.00,97.78
2206.00,97.83
2205.00,97.84
2204.00,97.84
2203.00,97.85
2202.00,97.87
2201.00,97.89
2200.00,97.89
2199.00,97.90
2198.00,97.92
2197.00,97.94
2196.00,97.92
2195.00,97.86
2194.00,97.79
2193.00,97.74
2192.00,97.72
2191.00,97.74
2190.00,97.77
2189.00,97.79
2188.00,97.79
2187.00,97.74
2186.00,97.68
2185.00,97.64
2184.00,97.61
2183.00,97.60
2182.00,97.59
2181.00,97.58
2180.00,97.56
2179.00,97.57
2178.00,97.60
2177.00,97.64
2176.00,97.67
2175.00,97.68
2174.00,97.67
2173.00,97.66
2172.00,97.63
2171.00,97.58
2170.00,97.50
2169.00,97.40
2168.00,97.31
2167.00,97.24
2166.00,97.20
2165.00,97.19
2164.00,97.20
2163.00,97.24
2162.00,97.30
2161.00,97.41
2160.00,97.56
2159.00,97.70
2158.00,97.77
2157.00,97.75
2156.00,97.71
2155.00,97.71
2154.00,97.76
2153.00,97.81
2152.00,97.84
2151.00,97.85
2150.00,97.86
2149.00,97.86
2148.00,97.83
2147.00,97.81
2146.00,97.83
2145.00,97.89
2144.00,97.95
2143.00,98.00
2142.00,98.03
2141.00,98.04
2140.00,98.03
2139.00,98.02
2138.00,98.03
2137.00,98.06
2136.00,98.12
2135.00,98.17
2134.00,98.19
2133.00,98.18
2132.00,98.16
2131.00,98.16
2130.00,98.19
2129.00,98.24
2128.00,98.28
2127.00,98.32
2126.00,98.33
2125.00,98.33
2124.00,98.29
2123.00,98.24
2122.00,98.20
2121.00,98.19
2120.00,98.22
2119.00,98.26
2118.00,98.28
2117.00,98.27
2116.00,98.24
2115.00,98.19
2114.00,98.14
2113.00,98.10
2112.00,98.09
2111.00,98.10
2110.00,98.11
2109.00,98.12
2108.00,98.15
2107.00,98.19
2106.00,98.22
2105.00,98.23
2104.00,98.21
2103.00,98.19
2102.00,98.16
2101.00,98.14
2100.00,98.14
2099.00,98.16
2098.00,98.19
2097.00,98.23
2096.00,98.26
2095.00,98.28
2094.00,98.29
2093.00,98.31
2092.00,98.32
2091.00,98.32
2090.00,98.31
2089.00,98.27
2088.00,98.20
2087.00,98.14
2086.00,98.12
2085.00,98.11
2084.00,98.12
2083.00,98.12
2082.00,98.11
2081.00,98.12
2080.00,98.14
2079.00,98.15
2078.00,98.14
2077.00,98.12
2076.00,98.11
2075.00,98.12
2074.00,98.13
2073.00,98.14
2072.00,98.13
2071.00,98.11
2070.00,98.10
2069.00,98.08
2068.00,98.04
2067.00,98.00
2066.00,97.99
2065.00,98.01
2064.00,98.04
2063.00,98.08
2062.00,98.12
2061.00,98.14
2060.00,98.14
2059.00,98.13
2058.00,98.10
2057.00,98.07
2056.00,98.04
2055.00,97.99
2054.00,97.94
2053.00,97.87
2052.00,97.81
2051.00,97.78
2050.00,97.80
2049.00,97.86
2048.00,97.88
2047.00,97.85
2046.00,97.80
2045.00,97.77
2044.00,97.76
2043.00,97.76
2042.00,97.74
2041.00,97.72
2040.00,97.67
2039.00,97.62
2038.00,97.58
2037.00,97.56
2036.00,97.54
2035.00,97.52
2034.00,97.50
2033.00,97.48
2032.00,97.45
2031.00,97.40
2030.00,97.38
2029.00,97.43
2028.00,97.56
2027.00,97.71
2026.00,97.82
2025.00,97.86
2024.00,97.83
2023.00,97.78
2022.00,97.75
2021.00,97.74
2020.00,97.72
2019.00,97.68
2018.00,97.63
2017.00,97.62
2016.00,97.66
2015.00,97.74
2014.00,97.81
2013.00,97.82
2012.00,97.79
2011.00,97.75
2010.00,97.73
2009.00,97.73
2008.00,97.76
2007.00,97.80
2006.00,97.84
2005.00,97.89
2004.00,97.95
2003.00,98.01
2002.00,98.04
2001.00,98.05
2000.00,98.01
1999.00,97.95
1998.00,97.89
1997.00,97.85
1996.00,97.85
1995.00,97.87
1994.00,97.87
1993.00,97.86
1992.00,97.85
1991.00,97.85
1990.00,97.85
1989.00,97.85
1988.00,97.84
1987.00,97.82
1986.00,97.78
1985.00,97.70
1984.00,97.59
1983.00,97.47
1982.00,97.39
1981.00,97.35
1980.00,97.38
1979.00,97.48
1978.00,97.62
1977.00,97.74
1976.00,97.81
1975.00,97.81
1974.00,97.77
1973.00,97.73
1972.00,97.74
1971.00,97.81
1970.00,97.89
1969.00,97.94
1968.00,97.93
1967.00,97.88
1966.00,97.84
1965.00,97.82
1964.00,97.84
1963.00,97.87
1962.00,97.93
1961.00,97.98
1960.00,98.01
1959.00,98.03
1958.00,98.05
1957.00,98.08
1956.00,98.11
1955.00,98.14
1954.00,98.15
1953.00,98.13
1952.00,98.10
1951.00,98.09
1950.00,98.11
1949.00,98.14
1948.00,98.18
1947.00,98.22
1946.00,98.26
1945.00,98.30
1944.00,98.33
1943.00,98.36
1942.00,98.38
1941.00,98.41
1940.00,98.42
1939.00,98.42
1938.00,98.41
1937.00,98.40
1936.00,98.40
1935.00,98.40
1934.00,98.41
1933.00,98.42
1932.00,98.42
1931.00,98.41
1930.00,98.41
1929.00,98.42
1928.00,98.44
1927.00,98.47
1926.00,98.50
1925.00,98.52
1924.00,98.52
1923.00,98.51
1922.00,98.51
1921.00,98.53
1920.00,98.56
1919.00,98.60
1918.00,98.62
1917.00,98.61
1916.00,98.59
1915.00,98.58
1914.00,98.56
1913.00,98.55
1912.00,98.54
1911.00,98.55
1910.00,98.58
1909.00,98.60
1908.00,98.61
1907.00,98.61
1906.00,98.61
1905.00,98.62
1904.00,98.62
1903.00,98.63
1902.00,98.64
1901.00,98.65
1900.00,98.66
1899.00,98.65
1898.00,98.64
1897.00,98.64
1896.00,98.63
1895.00,98.63
1894.00,98.61
1893.00,98.59
1892.00,98.58
1891.00,98.59
1890.00,98.61
1889.00,98.62
1888.00,98.62
1887.00,98.64
1886.00,98.67
1885.00,98.70
1884.00,98.73
1883.00,98.73
1882.00,98.72
1881.00,98.70
1880.00,98.68
1879.00,98.65
1878.00,98.64
1877.00,98.63
1876.00,98.62
1875.00,98.61
1874.00,98.60
1873.00,98.60
1872.00,98.60
1871.00,98.60
1870.00,98.61
1869.00,98.62
1868.00,98.63
1867.00,98.64
1866.00,98.65
1865.00,98.66
1864.00,98.67
1863.00,98.68
1862.00,98.70
1861.00,98.71
1860.00,98.73
1859.00,98.75
1858.00,98.77
1857.00,98.78
1856.00,98.77
1855.00,98.76
1854.00,98.73
1853.00,98.72
1852.00,98.72
1851.00,98.72
1850.00,98.72
1849.00,98.73
1848.00,98.73
1847.00,98.75
1846.00,98.77
1845.00,98.79
1844.00,98.80
1843.00,98.81
1842.00,98.82
1841.00,98.83
1840.00,98.84
1839.00,98.84
1838.00,98.82
1837.00,98.80
1836.00,98.79
1835.00,98.80
1834.00,98.80
1833.00,98.78
1832.00,98.74
1831.00,98.71
1830.00,98.70
1829.00,98.71
1828.00,98.74
1827.00,98.77
1826.00,98.79
1825.00,98.79
1824.00,98.78
1823.00,98.77
1822.00,98.77
1821.00,98.79
1820.00,98.81
1819.00,98.84
1818.00,98.85
1817.00,98.85
1816.00,98.83
1815.00,98.81
1814.00,98.80
1813.00,98.79
1812.00,98.78
1811.00,98.77
1810.00,98.78
1809.00,98.79
1808.00,98.80
1807.00,98.81
1806.00,98.81
1805.00,98.81
1804.00,98.79
1803.00,98.76
1802.00,98.75
1801.00,98.74
1800.00,98.76
1799.00,98.78
1798.00,98.79
1797.00,98.78
1796.00,98.76
1795.00,98.76
1794.00,98.77
1793.00,98.78
1792.00,98.77
1791.00,98.76
1790.00,98.75
1789.00,98.73
1788.00,98.72
1787.00,98.72
1786.00,98.74
1785.00,98.76
1784.00,98.78
1783.00,98.79
1782.00,98.79
1781.00,98.78
1780.00,98.76
1779.00,98.74
1778.00,98.74
1777.00,98.74
1776.00,98.74
1775.00,98.73
1774.00,98.72
1773.00,98.70
1772.00,98.70
1771.00,98.70
1770.00,98.70
1769.00,98.69
1768.00,98.67
1767.00,98.65
1766.00,98.64
1765.00,98.63
1764.00,98.62
1763.00,98.62
1762.00,98.61
1761.00,98.60
1760.00,98.58
1759.00,98.57
1758.00,98.56
1757.00,98.57
1756.00,98.58
1755.00,98.60
1754.00,98.60
1753.00,98.60
1752.00,98.58
1751.00,98.55
1750.00,98.53
1749.00,98.50
1748.00,98.47
1747.00,98.45
1746.00,98.41
1745.00,98.38
1744.00,98.34
1743.00,98.31
1742.00,98.29
1741.00,98.28
1740.00,98.26
1739.00,98.23
1738.00,98.20
1737.00,98.17
1736.00,98.15
1735.00,98.14
1734.00,98.13
1733.00,98.12
1732.00,98.11
1731.00,98.12
1730.00,98.12
1729.00,98.13
1728.00,98.13
1727.00,98.13
1726.00,98.13
1725.00,98.12
1724.00,98.13
1723.00,98.13
1722.00,98.15
1721.00,98.17
1720.00,98.18
1719.00,98.18
1718.00,98.17
1717.00,98.16
1716.00,98.16
1715.00,98.16
1714.00,98.15
1713.00,98.15
1712.00,98.14
1711.00,98.14
1710.00,98.15
1709.00,98.16
1708.00,98.17
1707.00,98.16
1706.00,98.16
1705.00,98.14
1704.00,98.13
1703.00,98.11
1702.00,98.10
1701.00,98.10
1700.00,98.09
1699.00,98.09
1698.00,98.08
1697.00,98.06
1696.00,98.05
1695.00,98.04
1694.00,98.04
1693.00,98.03
1692.00,98.02
1691.00,97.99
1690.00,97.96
1689.00,97.93
1688.00,97.90
1687.00,97.87
1686.00,97.86
1685.00,97.86
1684.00,97.84
1683.00,97.82
1682.00,97.80
1681.00,97.76
1680.00,97.73
1679.00,97.71
1678.00,97.70
1677.00,97.69
1676.00,97.68
1675.00,97.65
1674.00,97.61
1673.00,97.57
1672.00,97.54
1671.00,97.52
1670.00,97.50
1669.00,97.45
1668.00,97.39
1667.00,97.33
1666.00,97.28
1665.00,97.24
1664.00,97.21
1663.00,97.18
1662.00,97.17
1661.00,97.15
1660.00,97.12
1659.00,97.08
1658.00,97.04
1657.00,97.02
1656.00,97.02
1655.00,97.02
1654.00,97.02
1653.00,96.99
1652.00,96.96
1651.00,96.92
1650.00,96.88
1649.00,96.85
1648.00,96.81
1647.00,96.79
1646.00,96.79
1645.00,96.80
1644.00,96.79
1643.00,96.78
1642.00,96.78
1641.00,96.77
1640.00,96.76
1639.00,96.74
1638.00,96.72
1637.00,96.70
1636.00,96.69
1635.00,96.71
1634.00,96.75
1633.00,96.77
1632.00,96.78
1631.00,96.80
1630.00,96.82
1629.00,96.84
1628.00,96.85
1627.00,96.85
1626.00,96.85
1625.00,96.85
1624.00,96.87
1623.00,96.91
1622.00,96.96
1621.00,97.00
1620.00,97.02
1619.00,97.02
1618.00,97.02
1617.00,97.04
1616.00,97.08
1615.00,97.12
1614.00,97.14
1613.00,97.14
1612.00,97.14
1611.00,97.14
1610.00,97.16
1609.00,97.18
1608.00,97.20
1607.00,97.22
1606.00,97.24
1605.00,97.27
1604.00,97.29
1603.00,97.31
1602.00,97.33
1601.00,97.34
1600.00,97.35
1599.00,97.36
1598.00,97.36
1597.00,97.36
1596.00,97.37
1595.00,97.39
1594.00,97.42
1593.00,97.44
1592.00,97.45
1591.00,97.45
1590.00,97.46
1589.00,97.47
1588.00,97.48
1587.00,97.50
1586.00,97.50
1585.00,97.49
1584.00,97.48
1583.00,97.48
1582.00,97.48
1581.00,97.49
1580.00,97.49
1579.00,97.49
1578.00,97.48
1577.00,97.47
1576.00,97.49
1575.00,97.53
1574.00,97.58
1573.00,97.62
1572.00,97.65
1571.00,97.68
1570.00,97.69
1569.00,97.70
1568.00,97.72
1567.00,97.73
1566.00,97.75
1565.00,97.77
1564.00,97.78
1563.00,97.78
1562.00,97.79
1561.00,97.80
1560.00,97.83
1559.00,97.83
1558.00,97.82
1557.00,97.81
1556.00,97.80
1555.00,97.81
1554.00,97.84
1553.00,97.85
1552.00,97.86
1551.00,97.85
1550.00,97.83
1549.00,97.81
1548.00,97.79
1547.00,97.77
1546.00,97.76
1545.00,97.75
1544.00,97.73
1543.00,97.73
1542.00,97.72
1541.00,97.72
1540.00,97.72
1539.00,97.75
1538.00,97.78
1537.00,97.81
1536.00,97.84
1535.00,97.86
1534.00,97.88
1533.00,97.90
1532.00,97.93
1531.00,97.95
1530.00,97.97
1529.00,97.98
1528.00,97.99
1527.00,97.99
1526.00,98.00
1525.00,98.00
1524.00,98.00
1523.00,98.00
1522.00,98.02
1521.00,98.05
1520.00,98.07
1519.00,98.08
1518.00,98.06
1517.00,98.04
1516.00,98.03
1515.00,98.04
1514.00,98.06
1513.00,98.07
1512.00,98.07
1511.00,98.06
1510.00,98.05
1509.00,98.03
1508.00,98.01
1507.00,97.99
1506.00,97.98
1505.00,97.96
1504.00,97.94
1503.00,97.93
1502.00,97.93
1501.00,97.93
1500.00,97.92
1499.00,97.92
1498.00,97.91
1497.00,97.88
1496.00,97.84
1495.00,97.80
1494.00,97.78
1493.00,97.75
1492.00,97.72
1491.00,97.67
1490.00,97.60
1489.00,97.52
1488.00,97.44
1487.00,97.35
1486.00,97.25
1485.00,97.15
1484.00,97.04
1483.00,96.93
1482.00,96.83
1481.00,96.74
1480.00,96.67
1479.00,96.62
1478.00,96.57
1477.00,96.52
1476.00,96.48
1475.00,96.43
1474.00,96.36
1473.00,96.25
1472.00,96.13
1471.00,96.03
1470.00,95.94
1469.00,95.85
1468.00,95.76
1467.00,95.67
1466.00,95.57
1465.00,95.46
1464.00,95.34
1463.00,95.24
1462.00,95.16
1461.00,95.09
1460.00,95.03
1459.00,94.96
1458.00,94.88
1457.00,94.78
1456.00,94.69
1455.00,94.62
1454.00,94.58
1453.00,94.55
1452.00,94.53
1451.00,94.52
1450.00,94.52
1449.00,94.51
1448.00,94.51
1447.00,94.51
1446.00,94.51
1445.00,94.50
1444.00,94.48
1443.00,94.45
1442.00,94.41
1441.00,94.36
1440.00,94.32
1439.00,94.28
1438.00,94.23
1437.00,94.13
1436.00,94.00
1435.00,93.87
1434.00,93.75
1433.00,93.63
1432.00,93.53
1431.00,93.44
1430.00,93.38
1429.00,93.34
1428.00,93.34
1427.00,93.36
1426.00,93.40
1425.00,93.46
1424.00,93.54
1423.00,93.64
1422.00,93.73
1421.00,93.83
1420.00,93.96
1419.00,94.11
1418.00,94.24
1417.00,94.34
1416.00,94.41
1415.00,94.48
1414.00,94.55
1413.00,94.61
1412.00,94.67
1411.00,94.72
1410.00,94.76
1409.00,94.79
1408.00,94.82
1407.00,94.85
1406.00,94.87
1405.00,94.88
1404.00,94.90
1403.00,94.92
1402.00,94.95
1401.00,94.97
1400.00,94.99
1399.00,95.02
1398.00,95.05
1397.00,95.07
1396.00,95.08
1395.00,95.06
1394.00,95.03
1393.00,94.98
1392.00,94.94
1391.00,94.90
1390.00,94.86
1389.00,94.81
1388.00,94.74
1387.00,94.65
1386.00,94.54
1385.00,94.40
1384.00,94.26
1383.00,94.12
1382.00,93.97
1381.00,93.81
1380.00,93.64
1379.00,93.47
1378.00,93.29
1377.00,93.13
1376.00,92.96
1375.00,92.77
1374.00,92.58
1373.00,92.40
1372.00,92.26
1371.00,92.16
1370.00,92.10
1369.00,92.08
1368.00,92.08
1367.00,92.09
1366.00,92.09
1365.00,92.07
1364.00,92.05
1363.00,92.03
1362.00,92.04
1361.00,92.08
1360.00,92.12
1359.00,92.17
1358.00,92.23
1357.00,92.29
1356.00,92.37
1355.00,92.43
1354.00,92.50
1353.00,92.57
1352.00,92.63
1351.00,92.67
1350.00,92.69
1349.00,92.68
1348.00,92.63
1347.00,92.54
1346.00,92.42
1345.00,92.26
1344.00,92.09
1343.00,91.92
1342.00,91.76
1341.00,91.60
1340.00,91.44
1339.00,91.29
1338.00,91.15
1337.00,91.04
1336.00,90.97
1335.00,90.95
1334.00,90.96
1333.00,91.00
1332.00,91.08
1331.00,91.17
1330.00,91.27
1329.00,91.36
1328.00,91.40
1327.00,91.40
1326.00,91.35
1325.00,91.26
1324.00,91.13
1323.00,90.96
1322.00,90.76
1321.00,90.53
1320.00,90.28
1319.00,90.03
1318.00,89.81
1317.00,89.64
1316.00,89.52
1315.00,89.48
1314.00,89.50
1313.00,89.58
1312.00,89.72
1311.00,89.91
1310.00,90.12
1309.00,90.37
1308.00,90.62
1307.00,90.89
1306.00,91.15
1305.00,91.40
1304.00,91.64
1303.00,91.88
1302.00,92.11
1301.00,92.33
1300.00,92.52
1299.00,92.69
1298.00,92.83
1297.00,92.95
1296.00,93.04
1295.00,93.10
1294.00,93.14
1293.00,93.16
1292.00,93.19
1291.00,93.23
1290.00,93.28
1289.00,93.31
1288.00,93.33
1287.00,93.32
1286.00,93.29
1285.00,93.25
1284.00,93.19
1283.00,93.13
1282.00,93.07
1281.00,93.02
1280.00,93.01
1279.00,93.02
1278.00,93.04
1277.00,93.06
1276.00,93.08
1275.00,93.13
1274.00,93.19
1273.00,93.26
1272.00,93.32
1271.00,93.37
1270.00,93.42
1269.00,93.47
1268.00,93.52
1267.00,93.56
1266.00,93.59
1265.00,93.61
1264.00,93.64
1263.00,93.66
1262.00,93.68
1261.00,93.69
1260.00,93.71
1259.00,93.74
1258.00,93.77
1257.00,93.79
1256.00,93.82
1255.00,93.85
1254.00,93.85
1253.00,93.82
1252.00,93.77
1251.00,93.73
1250.00,93.70
1249.00,93.69
1248.00,93.70
1247.00,93.73
1246.00,93.76
1245.00,93.80
1244.00,93.84
1243.00,93.90
1242.00,93.97
1241.00,94.02
1240.00,94.06
1239.00,94.07
1238.00,94.08
1237.00,94.09
1236.00,94.11
1235.00,94.15
1234.00,94.20
1233.00,94.26
1232.00,94.33
1231.00,94.41
1230.00,94.50
1229.00,94.59
1228.00,94.69
1227.00,94.80
1226.00,94.89
1225.00,94.98
1224.00,95.06
1223.00,95.13
1222.00,95.20
1221.00,95.26
1220.00,95.33
1219.00,95.39
1218.00,95.43
1217.00,95.45
1216.00,95.45
1215.00,95.40
1214.00,95.33
1213.00,95.20
1212.00,95.04
1211.00,94.84
1210.00,94.62
1209.00,94.40
1208.00,94.20
1207.00,94.03
1206.00,93.90
1205.00,93.81
1204.00,93.75
1203.00,93.73
1202.00,93.75
1201.00,93.82
1200.00,93.90
1199.00,94.00
1198.00,94.11
1197.00,94.24
1196.00,94.39
1195.00,94.54
1194.00,94.68
1193.00,94.80
1192.00,94.90
1191.00,94.98
1190.00,95.05
1189.00,95.09
1188.00,95.12
1187.00,95.13
1186.00,95.10
1185.00,95.04
1184.00,94.96
1183.00,94.85
1182.00,94.74
1181.00,94.60
1180.00,94.43
1179.00,94.24
1178.00,94.02
1177.00,93.78
1176.00,93.49
1175.00,93.16
1174.00,92.79
1173.00,92.38
1172.00,91.94
1171.00,91.47
1170.00,90.98
1169.00,90.48
1168.00,89.98
1167.00,89.51
1166.00,89.09
1165.00,88.75
1164.00,88.49
1163.00,88.30
1162.00,88.20
1161.00,88.18
1160.00,88.23
1159.00,88.34
1158.00,88.49
1157.00,88.65
1156.00,88.79
1155.00,88.90
1154.00,89.02
1153.00,89.14
1152.00,89.28
1151.00,89.43
1150.00,89.57
1149.00,89.70
1148.00,89.80
1147.00,89.90
1146.00,90.04
1145.00,90.19
1144.00,90.36
1143.00,90.52
1142.00,90.68
1141.00,90.82
1140.00,90.92
1139.00,90.96
1138.00,90.93
1137.00,90.84
1136.00,90.69
1135.00,90.50
1134.00,90.29
1133.00,90.08
1132.00,89.85
1131.00,89.59
1130.00,89.28
1129.00,88.90
1128.00,88.49
1127.00,88.06
1126.00,87.64
1125.00,87.27
1124.00,86.95
1123.00,86.67
1122.00,86.41
1121.00,86.13
1120.00,85.82
1119.00,85.44
1118.00,84.98
1117.00,84.45
1116.00,83.87
1115.00,83.27
1114.00,82.68
1113.00,82.15
1112.00,81.70
1111.00,81.34
1110.00,81.08
1109.00,80.88
1108.00,80.72
1107.00,80.60
1106.00,80.49
1105.00,80.41
1104.00,80.37
1103.00,80.40
1102.00,80.49
1101.00,80.60
1100.00,80.75
1099.00,80.93
1098.00,81.13
1097.00,81.34
1096.00,81.53
1095.00,81.70
1094.00,81.86
1093.00,82.00
1092.00,82.11
1091.00,82.21
1090.00,82.28
1089.00,82.31
1088.00,82.33
1087.00,82.34
1086.00,82.34
1085.00,82.30
1084.00,82.25
1083.00,82.19
1082.00,82.12
1081.00,82.00
1080.00,81.82
1079.00,81.60
1078.00,81.35
1077.00,81.11
1076.00,80.87
1075.00,80.63
1074.00,80.38
1073.00,80.10
1072.00,79.79
1071.00,79.47
1070.00,79.13
1069.00,78.74
1068.00,78.30
1067.00,77.81
1066.00,77.26
1065.00,76.65
1064.00,75.98
1063.00,75.33
1062.00,74.71
1061.00,74.15
1060.00,73.65
1059.00,73.21
1058.00,72.81
1057.00,72.47
1056.00,72.22
1055.00,72.06
1054.00,72.00
1053.00,72.00
1052.00,72.05
1051.00,72.16
1050.00,72.30
1049.00,72.45
1048.00,72.59
1047.00,72.75
1046.00,72.91
1045.00,73.06
1044.00,73.17
1043.00,73.22
1042.00,73.22
1041.00,73.15
1040.00,73.00
1039.00,72.79
1038.00,72.53
1037.00,72.22
1036.00,71.87
1035.00,71.53
1034.00,71.22
1033.00,70.99
1032.00,70.82
1031.00,70.73
1030.00,70.69
1029.00,70.70
1028.00,70.75
1027.00,70.83
1026.00,70.93
1025.00,71.06
1024.00,71.21
1023.00,71.38
1022.00,71.58
1021.00,71.78
1020.00,71.97
1019.00,72.15
1018.00,72.32
1017.00,72.47
1016.00,72.61
1015.00,72.75
1014.00,72.89
1013.00,73.02
1012.00,73.15
1011.00,73.27
1010.00,73.36
1009.00,73.38
1008.00,73.32
1007.00,73.20
1006.00,73.06
1005.00,72.92
1004.00,72.80
1003.00,72.73
1002.00,72.70
1001.00,72.72
1000.00,72.78
999.00,72.92
998.00,73.12
997.00,73.35
996.00,73.60
995.00,73.86
994.00,74.13
993.00,74.38
992.00,74.58
991.00,74.72
990.00,74.78
989.00,74.75
988.00,74.64
987.00,74.50
986.00,74.37
985.00,74.28
984.00,74.28
983.00,74.41
982.00,74.70
981.00,75.12
980.00,75.64
979.00,76.22
978.00,76.83
977.00,77.42
976.00,77.98
975.00,78.52
974.00,79.03
973.00,79.52
972.00,79.99
971.00,80.43
970.00,80.85
969.00,81.24
968.00,81.59
967.00,81.92
966.00,82.25
965.00,82.57
964.00,82.88
963.00,83.18
962.00,83.48
961.00,83.78
960.00,84.06
959.00,84.33
958.00,84.60
957.00,84.86
956.00,85.10
955.00,85.31
954.00,85.52
953.00,85.72
952.00,85.91
951.00,86.10
950.00,86.28
949.00,86.45
948.00,86.60
947.00,86.73
946.00,86.87
945.00,87.01
944.00,87.15
943.00,87.29
942.00,87.41
941.00,87.53
940.00,87.64
939.00,87.75
938.00,87.86
937.00,87.98
936.00,88.11
935.00,88.22
934.00,88.32
933.00,88.42
932.00,88.54
931.00,88.65
930.00,88.75
929.00,88.84
928.00,88.92
927.00,89.01
926.00,89.09
925.00,89.17
924.00,89.24
923.00,89.29
922.00,89.32
921.00,89.36
920.00,89.40
919.00,89.46
918.00,89.50
917.00,89.52
916.00,89.50
915.00,89.46
914.00,89.41
913.00,89.36
912.00,89.31
911.00,89.24
910.00,89.17
909.00,89.10
908.00,89.03
907.00,88.96
906.00,88.88
905.00,88.78
