Created as New Dataset,34. Hoechst (Dark Red)
cm-1,%T
2459.00,96.96
2458.00,96.94
2457.00,96.91
2456.00,96.89
2455.00,96.88
2454.00,96.87
2453.00,96.88
2452.00,96.90
2451.00,96.91
2450.00,96.91
2449.00,96.90
2448.00,96.88
2447.00,96.87
2446.00,96.87
2445.00,96.88
2444.00,96.90
2443.00,96.92
2442.00,96.95
2441.00,96.97
2440.00,96.98
2439.00,96.97
2438.00,96.94
2437.00,96.92
2436.00,96.93
2435.00,96.95
2434.00,96.98
2433.00,96.98
2432.00,96.97
2431.00,96.97
2430.00,96.97
2429.00,96.97
2428.00,96.96
2427.00,96.94
2426.00,96.93
2425.00,96.93
2424.00,96.94
2423.00,96.97
2422.00,97.00
2421.00,97.03
2420.00,97.04
2419.00,97.04
2418.00,97.02
2417.00,97.01
2416.00,97.01
2415.00,97.01
2414.00,97.01
2413.00,97.01
2412.00,97.01
2411.00,97.02
2410.00,97.01
2409.00,97.00
2408.00,96.98
2407.00,96.96
2406.00,96.96
2405.00,96.98
2404.00,97.02
2403.00,97.05
2402.00,97.08
2401.00,97.09
2400.00,97.09
2399.00,97.09
2398.00,97.09
2397.00,97.10
2396.00,97.13
2395.00,97.16
2394.00,97.18
2393.00,97.18
2392.00,97.17
2391.00,97.16
2390.00,97.17
2389.00,97.18
2388.00,97.20
2387.00,97.23
2386.00,97.24
2385.00,97.25
2384.00,97.26
2383.00,97.28
2382.00,97.30
2381.00,97.32
2380.00,97.34
2379.00,97.35
2378.00,97.35
2377.00,97.36
2376.00,97.37
2375.00,97.39
2374.00,97.41
2373.00,97.41
2372.00,97.40
2371.00,97.38
2370.00,97.37
2369.00,97.36
2368.00,97.34
2367.00,97.34
2366.00,97.39
2365.00,97.49
2364.00,97.60
2363.00,97.66
2362.00,97.62
2361.00,97.52
2360.00,97.38
2359.00,97.28
2358.00,97.24
2357.00,97.27
2356.00,97.33
2355.00,97.41
2354.00,97.46
2353.00,97.48
2352.00,97.47
2351.00,97.48
2350.00,97.51
2349.00,97.58
2348.00,97.65
2347.00,97.68
2346.00,97.69
2345.00,97.68
2344.00,97.68
2343.00,97.65
2342.00,97.58
2341.00,97.50
2340.00,97.43
2339.00,97.38
2338.00,97.37
2337.00,97.39
2336.00,97.43
2335.00,97.47
2334.00,97.49
2333.00,97.48
2332.00,97.45
2331.00,97.40
2330.00,97.34
2329.00,97.29
2328.00,97.25
2327.00,97.24
2326.00,97.24
2325.00,97.23
2324.00,97.21
2323.00,97.18
2322.00,97.15
2321.00,97.14
2320.00,97.12
2319.00,97.10
2318.00,97.10
2317.00,97.11
2316.00,97.12
2315.00,97.13
2314.00,97.11
2313.00,97.07
2312.00,97.04
2311.00,97.01
2310.00,96.98
2309.00,96.96
2308.00,96.96
2307.00,96.96
2306.00,96.96
2305.00,96.95
2304.00,96.95
2303.00,96.95
2302.00,96.95
2301.00,96.95
2300.00,96.93
2299.00,96.89
2298.00,96.84
2297.00,96.80
2296.00,96.77
2295.00,96.76
2294.00,96.75
2293.00,96.74
2292.00,96.72
2291.00,96.68
2290.00,96.63
2289.00,96.59
2288.00,96.56
2287.00,96.53
2286.00,96.51
2285.00,96.50
2284.00,96.50
2283.00,96.50
2282.00,96.48
2281.00,96.45
2280.00,96.42
2279.00,96.41
2278.00,96.40
2277.00,96.39
2276.00,96.37
2275.00,96.34
2274.00,96.31
2273.00,96.29
2272.00,96.27
2271.00,96.24
2270.00,96.20
2269.00,96.15
2268.00,96.12
2267.00,96.11
2266.00,96.10
2265.00,96.08
2264.00,96.03
2263.00,95.97
2262.00,95.91
2261.00,95.86
2260.00,95.82
2259.00,95.76
2258.00,95.66
2257.00,95.52
2256.00,95.35
2255.00,95.15
2254.00,94.94
2253.00,94.70
2252.00,94.43
2251.00,94.09
2250.00,93.69
2249.00,93.28
2248.00,92.89
2247.00,92.53
2246.00,92.21
2245.00,91.92
2244.00,91.69
2243.00,91.55
2242.00,91.51
2241.00,91.57
2240.00,91.76
2239.00,92.04
2238.00,92.41
2237.00,92.81
2236.00,93.23
2235.00,93.63
2234.00,94.00
2233.00,94.31
2232.00,94.55
2231.00,94.72
2230.00,94.86
2229.00,94.98
2228.00,95.08
2227.00,95.13
2226.00,95.11
2225.00,95.05
2224.00,95.01
2223.00,95.02
2222.00,95.07
2221.00,95.15
2220.00,95.22
2219.00,95.27
2218.00,95.29
2217.00,95.28
2216.00,95.23
2215.00,95.13
2214.00,95.03
2213.00,94.95
2212.00,94.93
2211.00,94.95
2210.00,95.01
2209.00,95.06
2208.00,95.10
2207.00,95.10
2206.00,95.07
2205.00,95.04
2204.00,95.02
2203.00,95.00
2202.00,94.99
2201.00,94.98
2200.00,94.99
2199.00,95.02
2198.00,95.05
2197.00,95.05
2196.00,95.03
2195.00,94.97
2194.00,94.91
2193.00,94.85
2192.00,94.81
2191.00,94.79
2190.00,94.77
2189.00,94.75
2188.00,94.73
2187.00,94.70
2186.00,94.67
2185.00,94.66
2184.00,94.67
2183.00,94.68
2182.00,94.68
2181.00,94.66
2180.00,94.64
2179.00,94.63
2178.00,94.64
2177.00,94.64
2176.00,94.64
2175.00,94.63
2174.00,94.62
2173.00,94.61
2172.00,94.61
2171.00,94.59
2170.00,94.54
2169.00,94.49
2168.00,94.44
2167.00,94.39
2166.00,94.32
2165.00,94.24
2164.00,94.18
2163.00,94.12
2162.00,94.06
2161.00,93.99
2160.00,93.99
2159.00,94.11
2158.00,94.32
2157.00,94.53
2156.00,94.66
2155.00,94.71
2154.00,94.71
2153.00,94.70
2152.00,94.69
2151.00,94.72
2150.00,94.78
2149.00,94.86
2148.00,94.94
2147.00,95.00
2146.00,95.06
2145.00,95.14
2144.00,95.25
2143.00,95.34
2142.00,95.38
2141.00,95.39
2140.00,95.39
2139.00,95.41
2138.00,95.44
2137.00,95.49
2136.00,95.56
2135.00,95.66
2134.00,95.79
2133.00,95.89
2132.00,95.95
2131.00,95.97
2130.00,95.96
2129.00,95.95
2128.00,95.93
2127.00,95.93
2126.00,95.94
2125.00,95.96
2124.00,95.97
2123.00,95.99
2122.00,96.00
2121.00,96.03
2120.00,96.05
2119.00,96.06
2118.00,96.04
2117.00,96.01
2116.00,95.97
2115.00,95.93
2114.00,95.90
2113.00,95.89
2112.00,95.91
2111.00,95.95
2110.00,95.98
2109.00,95.99
2108.00,95.97
2107.00,95.94
2106.00,95.90
2105.00,95.88
2104.00,95.88
2103.00,95.91
2102.00,95.96
2101.00,95.99
2100.00,96.00
2099.00,95.97
2098.00,95.92
2097.00,95.88
2096.00,95.89
2095.00,95.94
2094.00,96.00
2093.00,96.05
2092.00,96.08
2091.00,96.08
2090.00,96.05
2089.00,96.02
2088.00,95.99
2087.00,95.97
2086.00,95.95
2085.00,95.94
2084.00,95.93
2083.00,95.91
2082.00,95.88
2081.00,95.83
2080.00,95.79
2079.00,95.76
2078.00,95.74
2077.00,95.71
2076.00,95.70
2075.00,95.69
2074.00,95.70
2073.00,95.71
2072.00,95.73
2071.00,95.75
2070.00,95.75
2069.00,95.73
2068.00,95.71
2067.00,95.69
2066.00,95.69
2065.00,95.69
2064.00,95.66
2063.00,95.63
2062.00,95.62
2061.00,95.63
2060.00,95.64
2059.00,95.62
2058.00,95.56
2057.00,95.50
2056.00,95.48
2055.00,95.48
2054.00,95.46
2053.00,95.39
2052.00,95.29
2051.00,95.18
2050.00,95.10
2049.00,95.03
2048.00,94.99
2047.00,94.97
2046.00,94.94
2045.00,94.88
2044.00,94.81
2043.00,94.75
2042.00,94.73
2041.00,94.75
2040.00,94.78
2039.00,94.79
2038.00,94.76
2037.00,94.70
2036.00,94.63
2035.00,94.57
2034.00,94.57
2033.00,94.60
2032.00,94.62
2031.00,94.60
2030.00,94.55
2029.00,94.50
2028.00,94.50
2027.00,94.52
2026.00,94.54
2025.00,94.53
2024.00,94.51
2023.00,94.51
2022.00,94.53
2021.00,94.55
2020.00,94.57
2019.00,94.60
2018.00,94.62
2017.00,94.65
2016.00,94.67
2015.00,94.71
2014.00,94.75
2013.00,94.79
2012.00,94.81
2011.00,94.80
2010.00,94.80
2009.00,94.80
2008.00,94.81
2007.00,94.82
2006.00,94.86
2005.00,94.93
2004.00,95.03
2003.00,95.13
2002.00,95.18
2001.00,95.18
2000.00,95.16
1999.00,95.14
1998.00,95.12
1997.00,95.09
1996.00,95.04
1995.00,94.99
1994.00,94.97
1993.00,94.99
1992.00,95.05
1991.00,95.13
1990.00,95.20
1989.00,95.22
1988.00,95.16
1987.00,95.05
1986.00,94.92
1985.00,94.81
1984.00,94.74
1983.00,94.69
1982.00,94.66
1981.00,94.66
1980.00,94.68
1979.00,94.71
1978.00,94.73
1977.00,94.74
1976.00,94.74
1975.00,94.75
1974.00,94.79
1973.00,94.85
1972.00,94.91
1971.00,94.95
1970.00,94.99
1969.00,95.05
1968.00,95.14
1967.00,95.19
1966.00,95.20
1965.00,95.19
1964.00,95.17
1963.00,95.18
1962.00,95.19
1961.00,95.21
1960.00,95.25
1959.00,95.31
1958.00,95.39
1957.00,95.48
1956.00,95.55
1955.00,95.58
1954.00,95.61
1953.00,95.65
1952.00,95.70
1951.00,95.72
1950.00,95.72
1949.00,95.70
1948.00,95.69
1947.00,95.69
1946.00,95.72
1945.00,95.77
1944.00,95.81
1943.00,95.83
1942.00,95.83
1941.00,95.84
1940.00,95.88
1939.00,95.92
1938.00,95.94
1937.00,95.96
1936.00,95.99
1935.00,96.02
1934.00,96.04
1933.00,96.04
1932.00,96.06
1931.00,96.09
1930.00,96.14
1929.00,96.19
1928.00,96.25
1927.00,96.27
1926.00,96.28
1925.00,96.28
1924.00,96.28
1923.00,96.29
1922.00,96.29
1921.00,96.29
1920.00,96.30
1919.00,96.32
1918.00,96.33
1917.00,96.32
1916.00,96.31
1915.00,96.31
1914.00,96.32
1913.00,96.34
1912.00,96.37
1911.00,96.40
1910.00,96.42
1909.00,96.42
1908.00,96.41
1907.00,96.41
1906.00,96.42
1905.00,96.44
1904.00,96.45
1903.00,96.48
1902.00,96.50
1901.00,96.52
1900.00,96.52
1899.00,96.53
1898.00,96.55
1897.00,96.58
1896.00,96.60
1895.00,96.61
1894.00,96.60
1893.00,96.58
1892.00,96.57
1891.00,96.57
1890.00,96.61
1889.00,96.65
1888.00,96.67
1887.00,96.68
1886.00,96.67
1885.00,96.65
1884.00,96.65
1883.00,96.65
1882.00,96.65
1881.00,96.65
1880.00,96.66
1879.00,96.68
1878.00,96.72
1877.00,96.76
1876.00,96.79
1875.00,96.80
1874.00,96.79
1873.00,96.77
1872.00,96.73
1871.00,96.71
1870.00,96.69
1869.00,96.70
1868.00,96.73
1867.00,96.77
1866.00,96.78
1865.00,96.77
1864.00,96.76
1863.00,96.77
1862.00,96.79
1861.00,96.83
1860.00,96.85
1859.00,96.87
1858.00,96.87
1857.00,96.86
1856.00,96.85
1855.00,96.84
1854.00,96.83
1853.00,96.83
1852.00,96.84
1851.00,96.86
1850.00,96.88
1849.00,96.91
1848.00,96.93
1847.00,96.94
1846.00,96.95
1845.00,96.95
1844.00,96.95
1843.00,96.95
1842.00,96.94
1841.00,96.93
1840.00,96.93
1839.00,96.94
1838.00,96.96
1837.00,97.00
1836.00,97.03
1835.00,97.05
1834.00,97.05
1833.00,97.05
1832.00,97.06
1831.00,97.07
1830.00,97.07
1829.00,97.06
1828.00,97.04
1827.00,97.03
1826.00,97.02
1825.00,97.02
1824.00,97.01
1823.00,97.03
1822.00,97.05
1821.00,97.07
1820.00,97.10
1819.00,97.11
1818.00,97.12
1817.00,97.13
1816.00,97.14
1815.00,97.15
1814.00,97.16
1813.00,97.15
1812.00,97.14
1811.00,97.12
1810.00,97.11
1809.00,97.12
1808.00,97.13
1807.00,97.15
1806.00,97.17
1805.00,97.19
1804.00,97.20
1803.00,97.21
1802.00,97.21
1801.00,97.21
1800.00,97.21
1799.00,97.21
1798.00,97.21
1797.00,97.21
1796.00,97.22
1795.00,97.22
1794.00,97.23
1793.00,97.23
1792.00,97.23
1791.00,97.24
1790.00,97.25
1789.00,97.25
1788.00,97.24
1787.00,97.24
1786.00,97.25
1785.00,97.26
1784.00,97.26
1783.00,97.25
1782.00,97.25
1781.00,97.25
1780.00,97.24
1779.00,97.24
1778.00,97.25
1777.00,97.25
1776.00,97.26
1775.00,97.26
1774.00,97.26
1773.00,97.26
1772.00,97.25
1771.00,97.24
1770.00,97.23
1769.00,97.23
1768.00,97.23
1767.00,97.23
1766.00,97.24
1765.00,97.25
1764.00,97.27
1763.00,97.27
1762.00,97.26
1761.00,97.24
1760.00,97.22
1759.00,97.22
1758.00,97.23
1757.00,97.23
1756.00,97.22
1755.00,97.20
1754.00,97.18
1753.00,97.17
1752.00,97.15
1751.00,97.14
1750.00,97.12
1749.00,97.11
1748.00,97.09
1747.00,97.06
1746.00,97.03
1745.00,97.00
1744.00,96.96
1743.00,96.93
1742.00,96.90
1741.00,96.87
1740.00,96.84
1739.00,96.81
1738.00,96.79
1737.00,96.77
1736.00,96.76
1735.00,96.75
1734.00,96.74
1733.00,96.74
1732.00,96.74
1731.00,96.74
1730.00,96.74
1729.00,96.75
1728.00,96.76
1727.00,96.77
1726.00,96.77
1725.00,96.78
1724.00,96.79
1723.00,96.81
1722.00,96.83
1721.00,96.87
1720.00,96.91
1719.00,96.95
1718.00,96.98
1717.00,96.99
1716.00,96.98
1715.00,96.98
1714.00,96.97
1713.00,96.96
1712.00,96.94
1711.00,96.92
1710.00,96.90
1709.00,96.86
1708.00,96.83
1707.00,96.78
1706.00,96.69
1705.00,96.57
1704.00,96.46
1703.00,96.37
1702.00,96.30
1701.00,96.25
1700.00,96.23
1699.00,96.27
1698.00,96.37
1697.00,96.51
1696.00,96.65
1695.00,96.75
1694.00,96.79
1693.00,96.83
1692.00,96.87
1691.00,96.91
1690.00,96.93
1689.00,96.94
1688.00,96.96
1687.00,96.98
1686.00,97.01
1685.00,97.05
1684.00,97.06
1683.00,97.05
1682.00,97.03
1681.00,97.01
1680.00,97.00
1679.00,96.98
1678.00,96.97
1677.00,96.96
1676.00,96.93
1675.00,96.89
1674.00,96.86
1673.00,96.85
1672.00,96.83
1671.00,96.78
1670.00,96.70
1669.00,96.58
1668.00,96.47
1667.00,96.37
1666.00,96.26
1665.00,96.15
1664.00,96.02
1663.00,95.89
1662.00,95.79
1661.00,95.73
1660.00,95.70
1659.00,95.68
1658.00,95.68
1657.00,95.70
1656.00,95.75
1655.00,95.83
1654.00,95.98
1653.00,96.15
1652.00,96.27
1651.00,96.34
1650.00,96.40
1649.00,96.47
1648.00,96.54
1647.00,96.62
1646.00,96.68
1645.00,96.71
1644.00,96.72
1643.00,96.73
1642.00,96.74
1641.00,96.75
1640.00,96.76
1639.00,96.75
1638.00,96.75
1637.00,96.75
1636.00,96.76
1635.00,96.77
1634.00,96.78
1633.00,96.78
1632.00,96.77
1631.00,96.75
1630.00,96.73
1629.00,96.72
1628.00,96.73
1627.00,96.74
1626.00,96.75
1625.00,96.76
1624.00,96.76
1623.00,96.77
1622.00,96.77
1621.00,96.77
1620.00,96.77
1619.00,96.75
1618.00,96.74
1617.00,96.73
1616.00,96.73
1615.00,96.74
1614.00,96.76
1613.00,96.80
1612.00,96.85
1611.00,96.90
1610.00,96.92
1609.00,96.93
1608.00,96.93
1607.00,96.93
1606.00,96.94
1605.00,96.95
1604.00,96.95
1603.00,96.95
1602.00,96.94
1601.00,96.91
1600.00,96.84
1599.00,96.73
1598.00,96.61
1597.00,96.50
1596.00,96.43
1595.00,96.41
1594.00,96.46
1593.00,96.56
1592.00,96.67
1591.00,96.79
1590.00,96.89
1589.00,96.96
1588.00,97.02
1587.00,97.05
1586.00,97.07
1585.00,97.08
1584.00,97.06
1583.00,97.04
1582.00,97.01
1581.00,96.99
1580.00,96.98
1579.00,97.00
1578.00,97.03
1577.00,97.06
1576.00,97.09
1575.00,97.10
1574.00,97.11
1573.00,97.12
1572.00,97.13
1571.00,97.14
1570.00,97.15
1569.00,97.13
1568.00,97.09
1567.00,97.06
1566.00,97.05
1565.00,97.05
1564.00,97.06
1563.00,97.08
1562.00,97.10
1561.00,97.10
1560.00,97.09
1559.00,97.09
1558.00,97.09
1557.00,97.11
1556.00,97.14
1555.00,97.17
1554.00,97.19
1553.00,97.20
1552.00,97.20
1551.00,97.21
1550.00,97.22
1549.00,97.22
1548.00,97.23
1547.00,97.23
1546.00,97.23
1545.00,97.23
1544.00,97.24
1543.00,97.26
1542.00,97.28
1541.00,97.30
1540.00,97.32
1539.00,97.31
1538.00,97.30
1537.00,97.29
1536.00,97.29
1535.00,97.30
1534.00,97.32
1533.00,97.33
1532.00,97.34
1531.00,97.34
1530.00,97.33
1529.00,97.32
1528.00,97.32
1527.00,97.33
1526.00,97.34
1525.00,97.34
1524.00,97.34
1523.00,97.34
1522.00,97.35
1521.00,97.35
1520.00,97.35
1519.00,97.36
1518.00,97.36
1517.00,97.36
1516.00,97.36
1515.00,97.36
1514.00,97.35
1513.00,97.34
1512.00,97.32
1511.00,97.31
1510.00,97.30
1509.00,97.30
1508.00,97.31
1507.00,97.31
1506.00,97.31
1505.00,97.32
1504.00,97.32
1503.00,97.33
1502.00,97.34
1501.00,97.34
1500.00,97.34
1499.00,97.34
1498.00,97.36
1497.00,97.36
1496.00,97.36
1495.00,97.34
1494.00,97.32
1493.00,97.31
1492.00,97.30
1491.00,97.29
1490.00,97.29
1489.00,97.28
1488.00,97.27
1487.00,97.26
1486.00,97.26
1485.00,97.25
1484.00,97.25
1483.00,97.26
1482.00,97.27
1481.00,97.27
1480.00,97.27
1479.00,97.28
1478.00,97.28
1477.00,97.27
1476.00,97.24
1475.00,97.22
1474.00,97.19
1473.00,97.14
1472.00,97.09
1471.00,97.03
1470.00,96.99
1469.00,96.93
1468.00,96.86
1467.00,96.75
1466.00,96.57
1465.00,96.30
1464.00,95.97
1463.00,95.64
1462.00,95.31
1461.00,94.96
1460.00,94.57
1459.00,94.12
1458.00,93.59
1457.00,93.01
1456.00,92.56
1455.00,92.30
1454.00,92.15
1453.00,92.05
1452.00,91.97
1451.00,91.95
1450.00,91.98
1449.00,92.08
1448.00,92.25
1447.00,92.47
1446.00,92.71
1445.00,92.95
1444.00,93.21
1443.00,93.46
1442.00,93.70
1441.00,93.92
1440.00,94.13
1439.00,94.33
1438.00,94.55
1437.00,94.81
1436.00,95.07
1435.00,95.28
1434.00,95.46
1433.00,95.61
1432.00,95.77
1431.00,95.91
1430.00,96.03
1429.00,96.15
1428.00,96.25
1427.00,96.34
1426.00,96.42
1425.00,96.50
1424.00,96.57
1423.00,96.63
1422.00,96.67
1421.00,96.72
1420.00,96.77
1419.00,96.81
1418.00,96.83
1417.00,96.85
1416.00,96.87
1415.00,96.89
1414.00,96.90
1413.00,96.90
1412.00,96.90
1411.00,96.88
1410.00,96.86
1409.00,96.83
1408.00,96.78
1407.00,96.74
1406.00,96.72
1405.00,96.72
1404.00,96.75
1403.00,96.80
1402.00,96.83
1401.00,96.87
1400.00,96.91
1399.00,96.93
1398.00,96.94
1397.00,96.93
1396.00,96.91
1395.00,96.88
1394.00,96.86
1393.00,96.85
1392.00,96.84
1391.00,96.83
1390.00,96.80
1389.00,96.77
1388.00,96.72
1387.00,96.67
1386.00,96.62
1385.00,96.58
1384.00,96.53
1383.00,96.48
1382.00,96.43
1381.00,96.38
1380.00,96.34
1379.00,96.29
1378.00,96.24
1377.00,96.19
1376.00,96.13
1375.00,96.06
1374.00,96.00
1373.00,95.94
1372.00,95.87
1371.00,95.78
1370.00,95.66
1369.00,95.51
1368.00,95.33
1367.00,95.14
1366.00,94.96
1365.00,94.81
1364.00,94.70
1363.00,94.64
1362.00,94.63
1361.00,94.65
1360.00,94.71
1359.00,94.77
1358.00,94.82
1357.00,94.87
1356.00,94.91
1355.00,94.95
1354.00,94.98
1353.00,95.01
1352.00,95.03
1351.00,95.07
1350.00,95.11
1349.00,95.16
1348.00,95.23
1347.00,95.31
1346.00,95.40
1345.00,95.48
1344.00,95.56
1343.00,95.63
1342.00,95.69
1341.00,95.76
1340.00,95.82
1339.00,95.88
1338.00,95.93
1337.00,95.98
1336.00,96.03
1335.00,96.07
1334.00,96.12
1333.00,96.16
1332.00,96.19
1331.00,96.21
1330.00,96.23
1329.00,96.25
1328.00,96.25
1327.00,96.25
1326.00,96.25
1325.00,96.25
1324.00,96.27
1323.00,96.28
1322.00,96.27
1321.00,96.26
1320.00,96.26
1319.00,96.26
1318.00,96.27
1317.00,96.28
1316.00,96.29
1315.00,96.30
1314.00,96.30
1313.00,96.29
1312.00,96.28
1311.00,96.27
1310.00,96.27
1309.00,96.27
1308.00,96.27
1307.00,96.27
1306.00,96.28
1305.00,96.29
1304.00,96.30
1303.00,96.31
1302.00,96.32
1301.00,96.33
1300.00,96.32
1299.00,96.31
1298.00,96.30
1297.00,96.29
1296.00,96.28
1295.00,96.29
1294.00,96.32
1293.00,96.36
1292.00,96.40
1291.00,96.43
1290.00,96.44
1289.00,96.44
1288.00,96.45
1287.00,96.45
1286.00,96.45
1285.00,96.45
1284.00,96.45
1283.00,96.44
1282.00,96.43
1281.00,96.42
1280.00,96.41
1279.00,96.40
1278.00,96.38
1277.00,96.36
1276.00,96.34
1275.00,96.32
1274.00,96.30
1273.00,96.28
1272.00,96.25
1271.00,96.22
1270.00,96.19
1269.00,96.14
1268.00,96.09
1267.00,96.02
1266.00,95.94
1265.00,95.86
1264.00,95.77
1263.00,95.69
1262.00,95.61
1261.00,95.53
1260.00,95.45
1259.00,95.38
1258.00,95.33
1257.00,95.30
1256.00,95.29
1255.00,95.29
1254.00,95.29
1253.00,95.27
1252.00,95.25
1251.00,95.23
1250.00,95.22
1249.00,95.24
1248.00,95.28
1247.00,95.34
1246.00,95.41
1245.00,95.49
1244.00,95.57
1243.00,95.64
1242.00,95.69
1241.00,95.72
1240.00,95.73
1239.00,95.73
1238.00,95.70
1237.00,95.64
1236.00,95.58
1235.00,95.52
1234.00,95.49
1233.00,95.49
1232.00,95.53
1231.00,95.58
1230.00,95.65
1229.00,95.71
1228.00,95.77
1227.00,95.82
1226.00,95.86
1225.00,95.89
1224.00,95.91
1223.00,95.92
1222.00,95.93
1221.00,95.94
1220.00,95.96
1219.00,95.98
1218.00,96.00
1217.00,96.02
1216.00,96.04
1215.00,96.07
1214.00,96.10
1213.00,96.12
1212.00,96.14
1211.00,96.15
1210.00,96.16
1209.00,96.16
1208.00,96.16
1207.00,96.16
1206.00,96.17
1205.00,96.16
1204.00,96.14
1203.00,96.12
1202.00,96.10
1201.00,96.08
1200.00,96.05
1199.00,96.03
1198.00,96.03
1197.00,96.06
1196.00,96.11
1195.00,96.17
1194.00,96.20
1193.00,96.22
1192.00,96.22
1191.00,96.23
1190.00,96.25
1189.00,96.25
1188.00,96.24
1187.00,96.21
1186.00,96.16
1185.00,96.10
1184.00,96.05
1183.00,96.03
1182.00,96.04
1181.00,96.08
1180.00,96.13
1179.00,96.17
1178.00,96.20
1177.00,96.23
1176.00,96.26
1175.00,96.29
1174.00,96.33
1173.00,96.35
1172.00,96.37
1171.00,96.39
1170.00,96.44
1169.00,96.50
1168.00,96.55
1167.00,96.59
1166.00,96.60
1165.00,96.62
1164.00,96.65
1163.00,96.68
1162.00,96.72
1161.00,96.75
1160.00,96.77
1159.00,96.78
1158.00,96.80
1157.00,96.83
1156.00,96.85
1155.00,96.86
1154.00,96.87
1153.00,96.88
1152.00,96.88
1151.00,96.86
1150.00,96.83
1149.00,96.82
1148.00,96.85
1147.00,96.89
1146.00,96.92
1145.00,96.92
1144.00,96.90
1143.00,96.86
1142.00,96.82
1141.00,96.77
1140.00,96.73
1139.00,96.71
1138.00,96.71
1137.00,96.70
1136.00,96.70
1135.00,96.69
1134.00,96.68
1133.00,96.67
1132.00,96.67
1131.00,96.68
1130.00,96.69
1129.00,96.68
1128.00,96.65
1127.00,96.60
1126.00,96.54
1125.00,96.51
1124.00,96.51
1123.00,96.51
1122.00,96.49
1121.00,96.45
1120.00,96.39
1119.00,96.33
1118.00,96.28
1117.00,96.26
1116.00,96.25
1115.00,96.22
1114.00,96.18
1113.00,96.12
1112.00,96.06
1111.00,96.03
1110.00,96.00
1109.00,95.97
1108.00,95.95
1107.00,95.92
1106.00,95.89
1105.00,95.88
1104.00,95.87
1103.00,95.85
1102.00,95.82
1101.00,95.78
1100.00,95.74
1099.00,95.73
1098.00,95.74
1097.00,95.76
1096.00,95.76
1095.00,95.72
1094.00,95.67
1093.00,95.61
1092.00,95.57
1091.00,95.56
1090.00,95.54
1089.00,95.52
1088.00,95.48
1087.00,95.42
1086.00,95.35
1085.00,95.27
1084.00,95.18
1083.00,95.11
1082.00,95.07
1081.00,95.06
1080.00,95.05
1079.00,95.01
1078.00,94.94
1077.00,94.86
1076.00,94.79
1075.00,94.73
1074.00,94.68
1073.00,94.64
1072.00,94.59
1071.00,94.53
1070.00,94.45
1069.00,94.39
1068.00,94.36
1067.00,94.37
1066.00,94.41
1065.00,94.47
1064.00,94.57
1063.00,94.70
1062.00,94.84
1061.00,94.96
1060.00,95.06
1059.00,95.13
1058.00,95.19
1057.00,95.24
1056.00,95.30
1055.00,95.37
1054.00,95.42
1053.00,95.46
1052.00,95.50
1051.00,95.56
1050.00,95.63
1049.00,95.70
1048.00,95.75
1047.00,95.79
1046.00,95.81
1045.00,95.82
1044.00,95.82
1043.00,95.82
1042.00,95.82
1041.00,95.84
1040.00,95.87
1039.00,95.90
1038.00,95.94
1037.00,95.99
1036.00,96.03
1035.00,96.08
1034.00,96.13
1033.00,96.18
1032.00,96.23
1031.00,96.29
1030.00,96.34
1029.00,96.37
1028.00,96.39
1027.00,96.42
1026.00,96.45
1025.00,96.51
1024.00,96.57
1023.00,96.60
1022.00,96.61
1021.00,96.60
1020.00,96.60
1019.00,96.62
1018.00,96.66
1017.00,96.70
1016.00,96.75
1015.00,96.78
1014.00,96.80
1013.00,96.82
1012.00,96.83
1011.00,96.86
1010.00,96.88
1009.00,96.91
1008.00,96.91
1007.00,96.90
1006.00,96.89
1005.00,96.89
1004.00,96.90
1003.00,96.93
1002.00,96.98
1001.00,97.02
1000.00,97.05
999.00,97.05
998.00,97.04
997.00,97.03
996.00,97.04
995.00,97.05
994.00,97.06
993.00,97.06
992.00,97.06
991.00,97.07
990.00,97.09
989.00,97.10
988.00,97.11
987.00,97.13
986.00,97.13
985.00,97.13
984.00,97.13
983.00,97.13
982.00,97.12
981.00,97.11
980.00,97.09
979.00,97.06
978.00,97.05
977.00,97.05
976.00,97.05
975.00,97.05
974.00,97.05
973.00,97.05
972.00,97.05
971.00,97.04
970.00,97.01
969.00,96.97
968.00,96.93
967.00,96.91
966.00,96.93
965.00,96.96
964.00,97.01
963.00,97.05
962.00,97.06
961.00,97.06
960.00,97.06
959.00,97.08
958.00,97.09
957.00,97.09
956.00,97.07
955.00,97.05
954.00,97.03
953.00,97.01
952.00,97.01
951.00,97.03
950.00,97.07
949.00,97.11
948.00,97.13
947.00,97.13
946.00,97.12
945.00,97.12
944.00,97.12
943.00,97.13
942.00,97.15
941.00,97.16
940.00,97.18
939.00,97.19
938.00,97.20
937.00,97.19
936.00,97.19
935.00,97.18
934.00,97.19
933.00,97.20
932.00,97.23
931.00,97.27
930.00,97.30
929.00,97.31
928.00,97.31
927.00,97.31
926.00,97.32
925.00,97.35
924.00,97.38
923.00,97.38
922.00,97.36
921.00,97.31
920.00,97.27
919.00,97.25
918.00,97.25
917.00,97.26
916.00,97.28
915.00,97.29
914.00,97.30
913.00,97.30
912.00,97.29
911.00,97.30
910.00,97.31
909.00,97.32
908.00,97.34
907.00,97.37
906.00,97.39
905.00,97.40
904.00,97.42
903.00,97.45
902.00,97.47
901.00,97.49
900.00,97.50
899.00,97.53
898.00,97.56
897.00,97.57
