Created as New Dataset,15.1 Red Wool sheep natural black roving
cm-1,%T
2468.00,99.67
2467.00,99.67
2466.00,99.67
2465.00,99.68
2464.00,99.69
2463.00,99.69
2462.00,99.71
2461.00,99.72
2460.00,99.72
2459.00,99.71
2458.00,99.69
2457.00,99.66
2456.00,99.64
2455.00,99.63
2454.00,99.63
2453.00,99.62
2452.00,99.62
2451.00,99.62
2450.00,99.61
2449.00,99.61
2448.00,99.61
2447.00,99.63
2446.00,99.66
2445.00,99.69
2444.00,99.70
2443.00,99.70
2442.00,99.69
2441.00,99.69
2440.00,99.69
2439.00,99.68
2438.00,99.68
2437.00,99.67
2436.00,99.66
2435.00,99.64
2434.00,99.63
2433.00,99.62
2432.00,99.63
2431.00,99.66
2430.00,99.71
2429.00,99.75
2428.00,99.76
2427.00,99.75
2426.00,99.72
2425.00,99.70
2424.00,99.70
2423.00,99.72
2422.00,99.75
2421.00,99.76
2420.00,99.76
2419.00,99.76
2418.00,99.76
2417.00,99.76
2416.00,99.75
2415.00,99.73
2414.00,99.72
2413.00,99.72
2412.00,99.73
2411.00,99.74
2410.00,99.74
2409.00,99.75
2408.00,99.77
2407.00,99.77
2406.00,99.77
2405.00,99.76
2404.00,99.76
2403.00,99.75
2402.00,99.75
2401.00,99.75
2400.00,99.77
2399.00,99.79
2398.00,99.82
2397.00,99.83
2396.00,99.82
2395.00,99.80
2394.00,99.79
2393.00,99.79
2392.00,99.80
2391.00,99.80
2390.00,99.79
2389.00,99.78
2388.00,99.77
2387.00,99.78
2386.00,99.79
2385.00,99.80
2384.00,99.81
2383.00,99.82
2382.00,99.82
2381.00,99.83
2380.00,99.83
2379.00,99.83
2378.00,99.83
2377.00,99.83
2376.00,99.83
2375.00,99.84
2374.00,99.84
2373.00,99.83
2372.00,99.83
2371.00,99.86
2370.00,99.88
2369.00,99.89
2368.00,99.87
2367.00,99.85
2366.00,99.86
2365.00,99.89
2364.00,99.94
2363.00,99.93
2362.00,99.87
2361.00,99.80
2360.00,99.80
2359.00,99.86
2358.00,99.91
2357.00,99.90
2356.00,99.85
2355.00,99.80
2354.00,99.77
2353.00,99.79
2352.00,99.85
2351.00,99.93
2350.00,99.98
2349.00,99.99
2348.00,99.99
2347.00,100.02
2346.00,100.05
2345.00,100.06
2344.00,100.03
2343.00,99.99
2342.00,99.95
2341.00,99.89
2340.00,99.82
2339.00,99.76
2338.00,99.74
2337.00,99.74
2336.00,99.76
2335.00,99.78
2334.00,99.78
2333.00,99.77
2332.00,99.77
2331.00,99.76
2330.00,99.75
2329.00,99.70
2328.00,99.63
2327.00,99.56
2326.00,99.52
2325.00,99.51
2324.00,99.54
2323.00,99.58
2322.00,99.62
2321.00,99.65
2320.00,99.65
2319.00,99.64
2318.00,99.61
2317.00,99.58
2316.00,99.57
2315.00,99.58
2314.00,99.60
2313.00,99.61
2312.00,99.62
2311.00,99.61
2310.00,99.60
2309.00,99.60
2308.00,99.60
2307.00,99.61
2306.00,99.62
2305.00,99.63
2304.00,99.63
2303.00,99.63
2302.00,99.63
2301.00,99.61
2300.00,99.59
2299.00,99.58
2298.00,99.58
2297.00,99.58
2296.00,99.60
2295.00,99.61
2294.00,99.62
2293.00,99.61
2292.00,99.59
2291.00,99.57
2290.00,99.56
2289.00,99.55
2288.00,99.54
2287.00,99.53
2286.00,99.51
2285.00,99.49
2284.00,99.48
2283.00,99.50
2282.00,99.52
2281.00,99.53
2280.00,99.53
2279.00,99.52
2278.00,99.52
2277.00,99.53
2276.00,99.54
2275.00,99.54
2274.00,99.53
2273.00,99.50
2272.00,99.46
2271.00,99.43
2270.00,99.41
2269.00,99.41
2268.00,99.42
2267.00,99.45
2266.00,99.47
2265.00,99.48
2264.00,99.47
2263.00,99.46
2262.00,99.45
2261.00,99.45
2260.00,99.45
2259.00,99.45
2258.00,99.45
2257.00,99.46
2256.00,99.46
2255.00,99.45
2254.00,99.46
2253.00,99.47
2252.00,99.50
2251.00,99.52
2250.00,99.52
2249.00,99.50
2248.00,99.48
2247.00,99.46
2246.00,99.46
2245.00,99.45
2244.00,99.45
2243.00,99.44
2242.00,99.43
2241.00,99.42
2240.00,99.42
2239.00,99.44
2238.00,99.44
2237.00,99.43
2236.00,99.42
2235.00,99.41
2234.00,99.41
2233.00,99.42
2232.00,99.43
2231.00,99.45
2230.00,99.45
2229.00,99.42
2228.00,99.39
2227.00,99.37
2226.00,99.36
2225.00,99.36
2224.00,99.38
2223.00,99.42
2222.00,99.45
2221.00,99.45
2220.00,99.41
2219.00,99.38
2218.00,99.36
2217.00,99.35
2216.00,99.34
2215.00,99.34
2214.00,99.35
2213.00,99.37
2212.00,99.39
2211.00,99.41
2210.00,99.39
2209.00,99.34
2208.00,99.26
2207.00,99.21
2206.00,99.23
2205.00,99.30
2204.00,99.39
2203.00,99.45
2202.00,99.47
2201.00,99.44
2200.00,99.42
2199.00,99.41
2198.00,99.40
2197.00,99.37
2196.00,99.30
2195.00,99.23
2194.00,99.18
2193.00,99.18
2192.00,99.21
2191.00,99.28
2190.00,99.32
2189.00,99.32
2188.00,99.26
2187.00,99.20
2186.00,99.17
2185.00,99.20
2184.00,99.26
2183.00,99.35
2182.00,99.42
2181.00,99.43
2180.00,99.37
2179.00,99.27
2178.00,99.19
2177.00,99.15
2176.00,99.14
2175.00,99.11
2174.00,99.08
2173.00,99.05
2172.00,99.04
2171.00,99.04
2170.00,99.04
2169.00,99.05
2168.00,99.09
2167.00,99.14
2166.00,99.17
2165.00,99.15
2164.00,99.11
2163.00,99.08
2162.00,99.09
2161.00,99.15
2160.00,99.23
2159.00,99.30
2158.00,99.35
2157.00,99.37
2156.00,99.37
2155.00,99.38
2154.00,99.38
2153.00,99.37
2152.00,99.38
2151.00,99.40
2150.00,99.44
2149.00,99.49
2148.00,99.55
2147.00,99.58
2146.00,99.56
2145.00,99.51
2144.00,99.45
2143.00,99.42
2142.00,99.40
2141.00,99.37
2140.00,99.35
2139.00,99.36
2138.00,99.38
2137.00,99.42
2136.00,99.46
2135.00,99.52
2134.00,99.55
2133.00,99.55
2132.00,99.54
2131.00,99.55
2130.00,99.56
2129.00,99.57
2128.00,99.57
2127.00,99.54
2126.00,99.50
2125.00,99.46
2124.00,99.43
2123.00,99.42
2122.00,99.42
2121.00,99.40
2120.00,99.40
2119.00,99.40
2118.00,99.41
2117.00,99.41
2116.00,99.38
2115.00,99.36
2114.00,99.36
2113.00,99.37
2112.00,99.38
2111.00,99.39
2110.00,99.39
2109.00,99.37
2108.00,99.35
2107.00,99.34
2106.00,99.35
2105.00,99.35
2104.00,99.35
2103.00,99.36
2102.00,99.37
2101.00,99.38
2100.00,99.40
2099.00,99.42
2098.00,99.43
2097.00,99.42
2096.00,99.39
2095.00,99.36
2094.00,99.35
2093.00,99.33
2092.00,99.32
2091.00,99.32
2090.00,99.33
2089.00,99.35
2088.00,99.36
2087.00,99.37
2086.00,99.37
2085.00,99.36
2084.00,99.34
2083.00,99.34
2082.00,99.34
2081.00,99.34
2080.00,99.35
2079.00,99.36
2078.00,99.38
2077.00,99.41
2076.00,99.43
2075.00,99.44
2074.00,99.41
2073.00,99.35
2072.00,99.28
2071.00,99.23
2070.00,99.22
2069.00,99.24
2068.00,99.28
2067.00,99.33
2066.00,99.37
2065.00,99.37
2064.00,99.33
2063.00,99.28
2062.00,99.27
2061.00,99.30
2060.00,99.35
2059.00,99.38
2058.00,99.39
2057.00,99.38
2056.00,99.39
2055.00,99.42
2054.00,99.44
2053.00,99.43
2052.00,99.39
2051.00,99.35
2050.00,99.32
2049.00,99.29
2048.00,99.25
2047.00,99.21
2046.00,99.20
2045.00,99.20
2044.00,99.19
2043.00,99.16
2042.00,99.12
2041.00,99.11
2040.00,99.15
2039.00,99.22
2038.00,99.28
2037.00,99.31
2036.00,99.31
2035.00,99.30
2034.00,99.29
2033.00,99.27
2032.00,99.24
2031.00,99.22
2030.00,99.19
2029.00,99.18
2028.00,99.20
2027.00,99.24
2026.00,99.25
2025.00,99.24
2024.00,99.22
2023.00,99.22
2022.00,99.24
2021.00,99.26
2020.00,99.27
2019.00,99.27
2018.00,99.26
2017.00,99.24
2016.00,99.23
2015.00,99.27
2014.00,99.31
2013.00,99.35
2012.00,99.37
2011.00,99.39
2010.00,99.40
2009.00,99.40
2008.00,99.37
2007.00,99.34
2006.00,99.35
2005.00,99.39
2004.00,99.43
2003.00,99.44
2002.00,99.40
2001.00,99.33
2000.00,99.27
1999.00,99.24
1998.00,99.22
1997.00,99.22
1996.00,99.23
1995.00,99.23
1994.00,99.21
1993.00,99.18
1992.00,99.16
1991.00,99.18
1990.00,99.20
1989.00,99.19
1988.00,99.16
1987.00,99.13
1986.00,99.13
1985.00,99.15
1984.00,99.16
1983.00,99.17
1982.00,99.16
1981.00,99.15
1980.00,99.18
1979.00,99.23
1978.00,99.29
1977.00,99.30
1976.00,99.29
1975.00,99.26
1974.00,99.24
1973.00,99.24
1972.00,99.26
1971.00,99.29
1970.00,99.30
1969.00,99.30
1968.00,99.31
1967.00,99.32
1966.00,99.32
1965.00,99.31
1964.00,99.32
1963.00,99.37
1962.00,99.42
1961.00,99.46
1960.00,99.49
1959.00,99.53
1958.00,99.57
1957.00,99.57
1956.00,99.54
1955.00,99.49
1954.00,99.45
1953.00,99.42
1952.00,99.42
1951.00,99.44
1950.00,99.47
1949.00,99.48
1948.00,99.47
1947.00,99.48
1946.00,99.50
1945.00,99.53
1944.00,99.55
1943.00,99.55
1942.00,99.51
1941.00,99.45
1940.00,99.40
1939.00,99.40
1938.00,99.44
1937.00,99.49
1936.00,99.54
1935.00,99.59
1934.00,99.64
1933.00,99.66
1932.00,99.67
1931.00,99.67
1930.00,99.66
1929.00,99.64
1928.00,99.61
1927.00,99.59
1926.00,99.60
1925.00,99.62
1924.00,99.63
1923.00,99.64
1922.00,99.65
1921.00,99.64
1920.00,99.62
1919.00,99.61
1918.00,99.60
1917.00,99.59
1916.00,99.58
1915.00,99.58
1914.00,99.58
1913.00,99.58
1912.00,99.60
1911.00,99.63
1910.00,99.66
1909.00,99.67
1908.00,99.64
1907.00,99.62
1906.00,99.60
1905.00,99.58
1904.00,99.58
1903.00,99.59
1902.00,99.61
1901.00,99.61
1900.00,99.61
1899.00,99.61
1898.00,99.61
1897.00,99.60
1896.00,99.60
1895.00,99.61
1894.00,99.63
1893.00,99.62
1892.00,99.60
1891.00,99.58
1890.00,99.57
1889.00,99.58
1888.00,99.61
1887.00,99.65
1886.00,99.70
1885.00,99.72
1884.00,99.73
1883.00,99.72
1882.00,99.70
1881.00,99.68
1880.00,99.67
1879.00,99.66
1878.00,99.67
1877.00,99.66
1876.00,99.67
1875.00,99.69
1874.00,99.71
1873.00,99.73
1872.00,99.74
1871.00,99.74
1870.00,99.74
1869.00,99.73
1868.00,99.71
1867.00,99.70
1866.00,99.69
1865.00,99.68
1864.00,99.69
1863.00,99.71
1862.00,99.74
1861.00,99.74
1860.00,99.74
1859.00,99.75
1858.00,99.76
1857.00,99.76
1856.00,99.76
1855.00,99.74
1854.00,99.73
1853.00,99.72
1852.00,99.73
1851.00,99.75
1850.00,99.76
1849.00,99.77
1848.00,99.76
1847.00,99.75
1846.00,99.75
1845.00,99.76
1844.00,99.76
1843.00,99.75
1842.00,99.72
1841.00,99.69
1840.00,99.68
1839.00,99.69
1838.00,99.73
1837.00,99.75
1836.00,99.76
1835.00,99.76
1834.00,99.77
1833.00,99.77
1832.00,99.77
1831.00,99.78
1830.00,99.79
1829.00,99.79
1828.00,99.77
1827.00,99.76
1826.00,99.75
1825.00,99.75
1824.00,99.74
1823.00,99.73
1822.00,99.73
1821.00,99.72
1820.00,99.72
1819.00,99.72
1818.00,99.74
1817.00,99.76
1816.00,99.77
1815.00,99.77
1814.00,99.77
1813.00,99.75
1812.00,99.73
1811.00,99.73
1810.00,99.74
1809.00,99.74
1808.00,99.73
1807.00,99.73
1806.00,99.73
1805.00,99.73
1804.00,99.75
1803.00,99.77
1802.00,99.79
1801.00,99.79
1800.00,99.78
1799.00,99.77
1798.00,99.77
1797.00,99.77
1796.00,99.76
1795.00,99.75
1794.00,99.76
1793.00,99.77
1792.00,99.77
1791.00,99.76
1790.00,99.75
1789.00,99.74
1788.00,99.73
1787.00,99.73
1786.00,99.74
1785.00,99.75
1784.00,99.75
1783.00,99.75
1782.00,99.76
1781.00,99.76
1780.00,99.75
1779.00,99.74
1778.00,99.74
1777.00,99.75
1776.00,99.74
1775.00,99.73
1774.00,99.71
1773.00,99.70
1772.00,99.68
1771.00,99.66
1770.00,99.65
1769.00,99.64
1768.00,99.64
1767.00,99.64
1766.00,99.64
1765.00,99.64
1764.00,99.63
1763.00,99.63
1762.00,99.62
1761.00,99.62
1760.00,99.63
1759.00,99.65
1758.00,99.67
1757.00,99.67
1756.00,99.64
1755.00,99.60
1754.00,99.58
1753.00,99.57
1752.00,99.56
1751.00,99.54
1750.00,99.53
1749.00,99.51
1748.00,99.50
1747.00,99.50
1746.00,99.51
1745.00,99.50
1744.00,99.49
1743.00,99.46
1742.00,99.43
1741.00,99.40
1740.00,99.37
1739.00,99.36
1738.00,99.35
1737.00,99.32
1736.00,99.28
1735.00,99.26
1734.00,99.25
1733.00,99.24
1732.00,99.24
1731.00,99.24
1730.00,99.23
1729.00,99.21
1728.00,99.17
1727.00,99.14
1726.00,99.13
1725.00,99.10
1724.00,99.06
1723.00,99.04
1722.00,99.02
1721.00,98.99
1720.00,98.93
1719.00,98.87
1718.00,98.82
1717.00,98.76
1716.00,98.70
1715.00,98.65
1714.00,98.59
1713.00,98.52
1712.00,98.45
1711.00,98.37
1710.00,98.29
1709.00,98.19
1708.00,98.07
1707.00,97.92
1706.00,97.77
1705.00,97.61
1704.00,97.44
1703.00,97.28
1702.00,97.13
1701.00,96.89
1700.00,96.56
1699.00,96.26
1698.00,96.02
1697.00,95.75
1696.00,95.45
1695.00,95.19
1694.00,94.99
1693.00,94.81
1692.00,94.60
1691.00,94.38
1690.00,94.15
1689.00,93.92
1688.00,93.69
1687.00,93.46
1686.00,93.24
1685.00,92.99
1684.00,92.71
1683.00,92.49
1682.00,92.33
1681.00,92.17
1680.00,91.99
1679.00,91.83
1678.00,91.67
1677.00,91.50
1676.00,91.28
1675.00,91.03
1674.00,90.82
1673.00,90.64
1672.00,90.45
1671.00,90.24
1670.00,89.99
1669.00,89.73
1668.00,89.50
1667.00,89.31
1666.00,89.15
1665.00,88.97
1664.00,88.75
1663.00,88.50
1662.00,88.25
1661.00,88.03
1660.00,87.82
1659.00,87.62
1658.00,87.44
1657.00,87.25
1656.00,87.03
1655.00,86.78
1654.00,86.47
1653.00,86.12
1652.00,85.89
1651.00,85.80
1650.00,85.73
1649.00,85.59
1648.00,85.39
1647.00,85.18
1646.00,85.04
1645.00,84.96
1644.00,84.89
1643.00,84.82
1642.00,84.74
1641.00,84.67
1640.00,84.60
1639.00,84.53
1638.00,84.46
1637.00,84.38
1636.00,84.31
1635.00,84.26
1634.00,84.24
1633.00,84.23
1632.00,84.22
1631.00,84.20
1630.00,84.21
1629.00,84.23
1628.00,84.26
1627.00,84.29
1626.00,84.34
1625.00,84.40
1624.00,84.47
1623.00,84.58
1622.00,84.71
1621.00,84.83
1620.00,84.92
1619.00,85.00
1618.00,85.13
1617.00,85.37
1616.00,85.67
1615.00,85.96
1614.00,86.19
1613.00,86.40
1612.00,86.60
1611.00,86.82
1610.00,87.05
1609.00,87.29
1608.00,87.51
1607.00,87.73
1606.00,87.95
1605.00,88.18
1604.00,88.41
1603.00,88.63
1602.00,88.83
1601.00,89.02
1600.00,89.20
1599.00,89.36
1598.00,89.50
1597.00,89.64
1596.00,89.77
1595.00,89.90
1594.00,90.03
1593.00,90.15
1592.00,90.27
1591.00,90.37
1590.00,90.45
1589.00,90.51
1588.00,90.57
1587.00,90.64
1586.00,90.69
1585.00,90.74
1584.00,90.77
1583.00,90.79
1582.00,90.79
1581.00,90.79
1580.00,90.76
1579.00,90.70
1578.00,90.60
1577.00,90.50
1576.00,90.45
1575.00,90.44
1574.00,90.43
1573.00,90.40
1572.00,90.34
1571.00,90.26
1570.00,90.14
1569.00,90.02
1568.00,89.91
1567.00,89.81
1566.00,89.69
1565.00,89.56
1564.00,89.45
1563.00,89.33
1562.00,89.20
1561.00,89.06
1560.00,88.84
1559.00,88.53
1558.00,88.30
1557.00,88.19
1556.00,88.08
1555.00,87.93
1554.00,87.77
1553.00,87.61
1552.00,87.44
1551.00,87.26
1550.00,87.06
1549.00,86.88
1548.00,86.72
1547.00,86.58
1546.00,86.43
1545.00,86.28
1544.00,86.13
1543.00,85.97
1542.00,85.80
1541.00,85.61
1540.00,85.46
1539.00,85.38
1538.00,85.37
1537.00,85.37
1536.00,85.34
1535.00,85.27
1534.00,85.18
1533.00,85.11
1532.00,85.09
1531.00,85.09
1530.00,85.09
1529.00,85.08
1528.00,85.06
1527.00,85.03
1526.00,85.01
1525.00,84.99
1524.00,84.96
1523.00,84.92
1522.00,84.88
1521.00,84.86
1520.00,84.85
1519.00,84.83
1518.00,84.79
1517.00,84.76
1516.00,84.76
1515.00,84.79
1514.00,84.84
1513.00,84.91
1512.00,85.02
1511.00,85.14
1510.00,85.23
1509.00,85.30
1508.00,85.38
1507.00,85.55
1506.00,85.77
1505.00,85.98
1504.00,86.15
1503.00,86.30
1502.00,86.45
1501.00,86.61
1500.00,86.78
1499.00,86.95
1498.00,87.13
1497.00,87.35
1496.00,87.60
1495.00,87.84
1494.00,88.05
1493.00,88.25
1492.00,88.47
1491.00,88.71
1490.00,88.99
1489.00,89.24
1488.00,89.46
1487.00,89.64
1486.00,89.81
1485.00,89.97
1484.00,90.10
1483.00,90.23
1482.00,90.35
1481.00,90.46
1480.00,90.55
1479.00,90.63
1478.00,90.69
1477.00,90.72
1476.00,90.73
1475.00,90.70
1474.00,90.63
1473.00,90.54
1472.00,90.44
1471.00,90.39
1470.00,90.38
1469.00,90.37
1468.00,90.34
1467.00,90.30
1466.00,90.27
1465.00,90.24
1464.00,90.21
1463.00,90.19
1462.00,90.17
1461.00,90.13
1460.00,90.07
1459.00,89.99
1458.00,89.90
1457.00,89.79
1456.00,89.72
1455.00,89.68
1454.00,89.66
1453.00,89.63
1452.00,89.60
1451.00,89.58
1450.00,89.58
1449.00,89.59
1448.00,89.60
1447.00,89.62
1446.00,89.63
1445.00,89.65
1444.00,89.67
1443.00,89.70
1442.00,89.74
1441.00,89.80
1440.00,89.85
1439.00,89.91
1438.00,89.99
1437.00,90.09
1436.00,90.19
1435.00,90.28
1434.00,90.35
1433.00,90.43
1432.00,90.50
1431.00,90.57
1430.00,90.63
1429.00,90.70
1428.00,90.75
1427.00,90.79
1426.00,90.82
1425.00,90.84
1424.00,90.84
1423.00,90.83
1422.00,90.82
1421.00,90.82
1420.00,90.82
1419.00,90.81
1418.00,90.80
1417.00,90.79
1416.00,90.76
1415.00,90.72
1414.00,90.69
1413.00,90.65
1412.00,90.62
1411.00,90.58
1410.00,90.54
1409.00,90.50
1408.00,90.44
1407.00,90.39
1406.00,90.34
1405.00,90.30
1404.00,90.27
1403.00,90.24
1402.00,90.23
1401.00,90.20
1400.00,90.16
1399.00,90.11
1398.00,90.06
1397.00,90.03
1396.00,90.00
1395.00,89.98
1394.00,89.98
1393.00,89.98
1392.00,89.98
1391.00,89.98
1390.00,89.97
1389.00,89.95
1388.00,89.94
1387.00,89.93
1386.00,89.95
1385.00,89.99
1384.00,90.06
1383.00,90.13
1382.00,90.21
1381.00,90.27
1380.00,90.32
1379.00,90.36
1378.00,90.41
1377.00,90.46
1376.00,90.52
1375.00,90.59
1374.00,90.65
1373.00,90.70
1372.00,90.73
1371.00,90.75
1370.00,90.77
1369.00,90.80
1368.00,90.82
1367.00,90.85
1366.00,90.90
1365.00,90.96
1364.00,91.04
1363.00,91.11
1362.00,91.18
1361.00,91.23
1360.00,91.26
1359.00,91.28
1358.00,91.29
1357.00,91.31
1356.00,91.32
1355.00,91.32
1354.00,91.33
1353.00,91.33
1352.00,91.33
1351.00,91.34
1350.00,91.35
1349.00,91.36
1348.00,91.35
1347.00,91.35
1346.00,91.34
1345.00,91.33
1344.00,91.33
1343.00,91.34
1342.00,91.36
1341.00,91.38
1340.00,91.40
1339.00,91.41
1338.00,91.42
1337.00,91.42
1336.00,91.42
1335.00,91.42
1334.00,91.42
1333.00,91.44
1332.00,91.45
1331.00,91.46
1330.00,91.47
1329.00,91.47
1328.00,91.47
1327.00,91.47
1326.00,91.45
1325.00,91.44
1324.00,91.41
1323.00,91.39
1322.00,91.37
1321.00,91.35
1320.00,91.34
1319.00,91.32
1318.00,91.31
1317.00,91.29
1316.00,91.26
1315.00,91.22
1314.00,91.19
1313.00,91.17
1312.00,91.18
1311.00,91.20
1310.00,91.22
1309.00,91.22
1308.00,91.22
1307.00,91.21
1306.00,91.21
1305.00,91.20
1304.00,91.18
1303.00,91.16
1302.00,91.15
1301.00,91.16
1300.00,91.18
1299.00,91.22
1298.00,91.26
1297.00,91.27
1296.00,91.27
1295.00,91.26
1294.00,91.24
1293.00,91.23
1292.00,91.23
1291.00,91.24
1290.00,91.25
1289.00,91.25
1288.00,91.26
1287.00,91.26
1286.00,91.26
1285.00,91.25
1284.00,91.22
1283.00,91.19
1282.00,91.17
1281.00,91.17
1280.00,91.17
1279.00,91.18
1278.00,91.18
1277.00,91.17
1276.00,91.15
1275.00,91.13
1274.00,91.10
1273.00,91.08
1272.00,91.05
1271.00,91.01
1270.00,90.99
1269.00,90.97
1268.00,90.97
1267.00,90.96
1266.00,90.94
1265.00,90.91
1264.00,90.87
1263.00,90.82
1262.00,90.77
1261.00,90.73
1260.00,90.68
1259.00,90.63
1258.00,90.59
1257.00,90.55
1256.00,90.52
1255.00,90.49
1254.00,90.44
1253.00,90.38
1252.00,90.33
1251.00,90.28
1250.00,90.24
1249.00,90.20
1248.00,90.14
1247.00,90.08
1246.00,90.02
1245.00,89.99
1244.00,89.97
1243.00,89.95
1242.00,89.92
1241.00,89.88
1240.00,89.83
1239.00,89.79
1238.00,89.77
1237.00,89.78
1236.00,89.81
1235.00,89.83
1234.00,89.84
1233.00,89.85
1232.00,89.85
1231.00,89.85
1230.00,89.86
1229.00,89.89
1228.00,89.94
1227.00,89.99
1226.00,90.04
1225.00,90.09
1224.00,90.14
1223.00,90.19
1222.00,90.24
1221.00,90.29
1220.00,90.34
1219.00,90.38
1218.00,90.44
1217.00,90.51
1216.00,90.58
1215.00,90.66
1214.00,90.72
1213.00,90.75
1212.00,90.78
1211.00,90.80
1210.00,90.83
1209.00,90.85
1208.00,90.87
1207.00,90.91
1206.00,90.97
1205.00,91.02
1204.00,91.07
1203.00,91.12
1202.00,91.18
1201.00,91.25
1200.00,91.31
1199.00,91.35
1198.00,91.37
1197.00,91.39
1196.00,91.41
1195.00,91.44
1194.00,91.47
1193.00,91.50
1192.00,91.54
1191.00,91.59
1190.00,91.63
1189.00,91.66
1188.00,91.67
1187.00,91.66
1186.00,91.65
1185.00,91.65
1184.00,91.66
1183.00,91.68
1182.00,91.71
1181.00,91.74
1180.00,91.75
1179.00,91.73
1178.00,91.70
1177.00,91.66
1176.00,91.63
1175.00,91.63
1174.00,91.64
1173.00,91.66
1172.00,91.68
1171.00,91.71
1170.00,91.74
1169.00,91.76
1168.00,91.78
1167.00,91.80
1166.00,91.82
1165.00,91.87
1164.00,91.91
1163.00,91.95
1162.00,91.97
1161.00,91.99
1160.00,92.00
1159.00,92.03
1158.00,92.05
1157.00,92.07
1156.00,92.10
1155.00,92.13
1154.00,92.19
1153.00,92.25
1152.00,92.30
1151.00,92.34
1150.00,92.40
1149.00,92.45
1148.00,92.49
1147.00,92.51
1146.00,92.52
1145.00,92.54
1144.00,92.58
1143.00,92.61
1142.00,92.63
1141.00,92.65
1140.00,92.67
1139.00,92.70
1138.00,92.72
1137.00,92.73
1136.00,92.70
1135.00,92.66
1134.00,92.62
1133.00,92.59
1132.00,92.57
1131.00,92.55
1130.00,92.54
1129.00,92.54
1128.00,92.53
1127.00,92.50
1126.00,92.47
1125.00,92.44
1124.00,92.44
1123.00,92.45
1122.00,92.47
1121.00,92.50
1120.00,92.53
1119.00,92.56
1118.00,92.58
1117.00,92.57
1116.00,92.54
1115.00,92.51
1114.00,92.47
1113.00,92.45
1112.00,92.45
1111.00,92.46
1110.00,92.49
1109.00,92.52
1108.00,92.53
1107.00,92.52
1106.00,92.51
1105.00,92.50
1104.00,92.51
1103.00,92.53
1102.00,92.56
1101.00,92.58
1100.00,92.60
1099.00,92.61
1098.00,92.60
1097.00,92.57
1096.00,92.54
1095.00,92.51
1094.00,92.50
1093.00,92.49
1092.00,92.46
1091.00,92.40
1090.00,92.37
1089.00,92.37
1088.00,92.39
1087.00,92.40
1086.00,92.37
1085.00,92.30
1084.00,92.22
1083.00,92.15
1082.00,92.13
1081.00,92.12
1080.00,92.11
1079.00,92.10
1078.00,92.08
1077.00,92.07
1076.00,92.06
1075.00,92.04
1074.00,92.03
1073.00,92.02
1072.00,92.02
1071.00,92.04
1070.00,92.06
1069.00,92.10
1068.00,92.16
1067.00,92.21
1066.00,92.23
1065.00,92.23
1064.00,92.22
1063.00,92.21
1062.00,92.19
1061.00,92.16
1060.00,92.14
1059.00,92.14
1058.00,92.17
1057.00,92.23
1056.00,92.29
1055.00,92.35
1054.00,92.39
1053.00,92.38
1052.00,92.34
1051.00,92.29
1050.00,92.27
1049.00,92.29
1048.00,92.34
1047.00,92.39
1046.00,92.42
1045.00,92.44
1044.00,92.45
1043.00,92.46
1042.00,92.48
1041.00,92.48
1040.00,92.45
1039.00,92.43
1038.00,92.43
1037.00,92.48
1036.00,92.54
1035.00,92.60
1034.00,92.67
1033.00,92.75
1032.00,92.82
1031.00,92.86
1030.00,92.87
1029.00,92.88
1028.00,92.91
1027.00,92.97
1026.00,93.04
1025.00,93.12
1024.00,93.20
1023.00,93.28
1022.00,93.35
1021.00,93.39
1020.00,93.41
1019.00,93.41
1018.00,93.41
1017.00,93.42
1016.00,93.45
1015.00,93.51
1014.00,93.56
1013.00,93.61
1012.00,93.63
1011.00,93.63
1010.00,93.63
1009.00,93.63
1008.00,93.65
1007.00,93.69
1006.00,93.75
1005.00,93.82
1004.00,93.88
1003.00,93.94
1002.00,94.00
1001.00,94.05
1000.00,94.08
999.00,94.08
998.00,94.08
997.00,94.06
996.00,94.06
995.00,94.09
994.00,94.12
993.00,94.17
992.00,94.20
991.00,94.23
990.00,94.26
989.00,94.30
988.00,94.32
987.00,94.33
986.00,94.33
985.00,94.33
984.00,94.34
983.00,94.35
982.00,94.36
981.00,94.36
980.00,94.37
979.00,94.38
978.00,94.39
977.00,94.39
976.00,94.39
975.00,94.38
974.00,94.39
973.00,94.43
972.00,94.48
971.00,94.52
970.00,94.56
969.00,94.56
968.00,94.55
967.00,94.53
966.00,94.52
965.00,94.52
964.00,94.55
963.00,94.58
962.00,94.61
961.00,94.63
960.00,94.65
959.00,94.65
958.00,94.64
957.00,94.62
956.00,94.60
955.00,94.60
954.00,94.60
953.00,94.60
952.00,94.59
951.00,94.59
950.00,94.60
949.00,94.63
948.00,94.64
947.00,94.64
946.00,94.62
945.00,94.60
944.00,94.58
943.00,94.57
942.00,94.55
941.00,94.54
940.00,94.54
939.00,94.53
938.00,94.53
937.00,94.53
936.00,94.51
935.00,94.48
934.00,94.44
933.00,94.40
932.00,94.39
931.00,94.39
930.00,94.40
929.00,94.42
928.00,94.44
927.00,94.46
926.00,94.47
925.00,94.46
924.00,94.44
923.00,94.43
922.00,94.44
921.00,94.45
920.00,94.47
919.00,94.48
918.00,94.51
917.00,94.53
916.00,94.54
915.00,94.53
914.00,94.52
913.00,94.51
912.00,94.51
911.00,94.51
910.00,94.52
909.00,94.53
908.00,94.54
907.00,94.55
