Created as New Dataset,7.2. Cotton sSeed with lint
cm-1,%T
2467.00,98.30
2466.00,98.31
2465.00,98.34
2464.00,98.36
2463.00,98.38
2462.00,98.40
2461.00,98.41
2460.00,98.41
2459.00,98.40
2458.00,98.39
2457.00,98.38
2456.00,98.36
2455.00,98.34
2454.00,98.33
2453.00,98.32
2452.00,98.33
2451.00,98.35
2450.00,98.37
2449.00,98.39
2448.00,98.39
2447.00,98.38
2446.00,98.36
2445.00,98.34
2444.00,98.34
2443.00,98.34
2442.00,98.36
2441.00,98.38
2440.00,98.38
2439.00,98.38
2438.00,98.38
2437.00,98.39
2436.00,98.41
2435.00,98.44
2434.00,98.46
2433.00,98.46
2432.00,98.45
2431.00,98.43
2430.00,98.42
2429.00,98.41
2428.00,98.40
2427.00,98.39
2426.00,98.40
2425.00,98.42
2424.00,98.47
2423.00,98.52
2422.00,98.56
2421.00,98.59
2420.00,98.59
2419.00,98.58
2418.00,98.56
2417.00,98.55
2416.00,98.55
2415.00,98.55
2414.00,98.54
2413.00,98.52
2412.00,98.51
2411.00,98.52
2410.00,98.53
2409.00,98.55
2408.00,98.56
2407.00,98.57
2406.00,98.57
2405.00,98.57
2404.00,98.57
2403.00,98.57
2402.00,98.58
2401.00,98.58
2400.00,98.58
2399.00,98.58
2398.00,98.59
2397.00,98.59
2396.00,98.59
2395.00,98.59
2394.00,98.60
2393.00,98.61
2392.00,98.63
2391.00,98.66
2390.00,98.69
2389.00,98.73
2388.00,98.75
2387.00,98.76
2386.00,98.76
2385.00,98.75
2384.00,98.74
2383.00,98.74
2382.00,98.74
2381.00,98.75
2380.00,98.76
2379.00,98.78
2378.00,98.79
2377.00,98.79
2376.00,98.79
2375.00,98.80
2374.00,98.82
2373.00,98.83
2372.00,98.84
2371.00,98.86
2370.00,98.90
2369.00,98.96
2368.00,99.01
2367.00,99.00
2366.00,98.93
2365.00,98.84
2364.00,98.81
2363.00,98.83
2362.00,98.87
2361.00,98.87
2360.00,98.85
2359.00,98.86
2358.00,98.89
2357.00,98.90
2356.00,98.88
2355.00,98.86
2354.00,98.85
2353.00,98.87
2352.00,98.91
2351.00,98.95
2350.00,98.97
2349.00,98.94
2348.00,98.90
2347.00,98.86
2346.00,98.86
2345.00,98.88
2344.00,98.90
2343.00,98.88
2342.00,98.83
2341.00,98.78
2340.00,98.73
2339.00,98.70
2338.00,98.70
2337.00,98.74
2336.00,98.81
2335.00,98.90
2334.00,98.96
2333.00,99.00
2332.00,99.00
2331.00,98.99
2330.00,98.95
2329.00,98.88
2328.00,98.80
2327.00,98.71
2326.00,98.65
2325.00,98.60
2324.00,98.56
2323.00,98.54
2322.00,98.52
2321.00,98.51
2320.00,98.50
2319.00,98.49
2318.00,98.49
2317.00,98.49
2316.00,98.50
2315.00,98.52
2314.00,98.56
2313.00,98.61
2312.00,98.62
2311.00,98.62
2310.00,98.59
2309.00,98.56
2308.00,98.53
2307.00,98.52
2306.00,98.53
2305.00,98.53
2304.00,98.52
2303.00,98.48
2302.00,98.45
2301.00,98.43
2300.00,98.43
2299.00,98.44
2298.00,98.43
2297.00,98.41
2296.00,98.39
2295.00,98.37
2294.00,98.35
2293.00,98.34
2292.00,98.32
2291.00,98.30
2290.00,98.29
2289.00,98.28
2288.00,98.26
2287.00,98.23
2286.00,98.20
2285.00,98.17
2284.00,98.15
2283.00,98.13
2282.00,98.12
2281.00,98.11
2280.00,98.10
2279.00,98.09
2278.00,98.08
2277.00,98.07
2276.00,98.07
2275.00,98.07
2274.00,98.07
2273.00,98.07
2272.00,98.07
2271.00,98.07
2270.00,98.05
2269.00,98.02
2268.00,97.98
2267.00,97.96
2266.00,97.96
2265.00,97.97
2264.00,97.99
2263.00,97.99
2262.00,97.98
2261.00,97.94
2260.00,97.89
2259.00,97.84
2258.00,97.82
2257.00,97.83
2256.00,97.86
2255.00,97.89
2254.00,97.92
2253.00,97.93
2252.00,97.93
2251.00,97.92
2250.00,97.89
2249.00,97.85
2248.00,97.81
2247.00,97.76
2246.00,97.72
2245.00,97.70
2244.00,97.70
2243.00,97.72
2242.00,97.73
2241.00,97.72
2240.00,97.70
2239.00,97.66
2238.00,97.62
2237.00,97.59
2236.00,97.61
2235.00,97.66
2234.00,97.71
2233.00,97.73
2232.00,97.71
2231.00,97.65
2230.00,97.58
2229.00,97.53
2228.00,97.51
2227.00,97.51
2226.00,97.54
2225.00,97.57
2224.00,97.57
2223.00,97.55
2222.00,97.51
2221.00,97.48
2220.00,97.48
2219.00,97.51
2218.00,97.54
2217.00,97.58
2216.00,97.59
2215.00,97.58
2214.00,97.56
2213.00,97.53
2212.00,97.51
2211.00,97.50
2210.00,97.49
2209.00,97.47
2208.00,97.45
2207.00,97.43
2206.00,97.42
2205.00,97.41
2204.00,97.39
2203.00,97.35
2202.00,97.30
2201.00,97.23
2200.00,97.17
2199.00,97.13
2198.00,97.08
2197.00,97.06
2196.00,97.07
2195.00,97.10
2194.00,97.13
2193.00,97.13
2192.00,97.13
2191.00,97.15
2190.00,97.19
2189.00,97.21
2188.00,97.18
2187.00,97.11
2186.00,97.02
2185.00,96.95
2184.00,96.93
2183.00,96.96
2182.00,96.99
2181.00,97.00
2180.00,96.95
2179.00,96.90
2178.00,96.87
2177.00,96.89
2176.00,96.93
2175.00,96.98
2174.00,96.99
2173.00,96.95
2172.00,96.87
2171.00,96.78
2170.00,96.70
2169.00,96.63
2168.00,96.59
2167.00,96.57
2166.00,96.58
2165.00,96.60
2164.00,96.61
2163.00,96.60
2162.00,96.56
2161.00,96.54
2160.00,96.60
2159.00,96.78
2158.00,96.99
2157.00,97.13
2156.00,97.17
2155.00,97.16
2154.00,97.17
2153.00,97.20
2152.00,97.22
2151.00,97.25
2150.00,97.28
2149.00,97.31
2148.00,97.35
2147.00,97.37
2146.00,97.38
2145.00,97.37
2144.00,97.35
2143.00,97.34
2142.00,97.35
2141.00,97.38
2140.00,97.44
2139.00,97.50
2138.00,97.56
2137.00,97.57
2136.00,97.56
2135.00,97.57
2134.00,97.62
2133.00,97.68
2132.00,97.73
2131.00,97.75
2130.00,97.75
2129.00,97.76
2128.00,97.79
2127.00,97.82
2126.00,97.85
2125.00,97.87
2124.00,97.86
2123.00,97.85
2122.00,97.81
2121.00,97.77
2120.00,97.75
2119.00,97.74
2118.00,97.74
2117.00,97.75
2116.00,97.75
2115.00,97.76
2114.00,97.75
2113.00,97.74
2112.00,97.73
2111.00,97.73
2110.00,97.74
2109.00,97.77
2108.00,97.79
2107.00,97.78
2106.00,97.76
2105.00,97.73
2104.00,97.70
2103.00,97.68
2102.00,97.68
2101.00,97.69
2100.00,97.70
2099.00,97.71
2098.00,97.72
2097.00,97.73
2096.00,97.71
2095.00,97.69
2094.00,97.68
2093.00,97.69
2092.00,97.71
2091.00,97.74
2090.00,97.75
2089.00,97.74
2088.00,97.72
2087.00,97.71
2086.00,97.70
2085.00,97.71
2084.00,97.72
2083.00,97.71
2082.00,97.70
2081.00,97.67
2080.00,97.64
2079.00,97.60
2078.00,97.56
2077.00,97.55
2076.00,97.58
2075.00,97.62
2074.00,97.64
2073.00,97.62
2072.00,97.57
2071.00,97.54
2070.00,97.53
2069.00,97.56
2068.00,97.60
2067.00,97.63
2066.00,97.64
2065.00,97.65
2064.00,97.65
2063.00,97.63
2062.00,97.61
2061.00,97.57
2060.00,97.53
2059.00,97.51
2058.00,97.50
2057.00,97.51
2056.00,97.55
2055.00,97.59
2054.00,97.56
2053.00,97.47
2052.00,97.34
2051.00,97.24
2050.00,97.19
2049.00,97.18
2048.00,97.17
2047.00,97.12
2046.00,97.04
2045.00,96.96
2044.00,96.90
2043.00,96.85
2042.00,96.81
2041.00,96.78
2040.00,96.78
2039.00,96.79
2038.00,96.80
2037.00,96.78
2036.00,96.75
2035.00,96.71
2034.00,96.69
2033.00,96.67
2032.00,96.66
2031.00,96.67
2030.00,96.70
2029.00,96.74
2028.00,96.77
2027.00,96.81
2026.00,96.86
2025.00,96.91
2024.00,96.97
2023.00,97.02
2022.00,97.02
2021.00,96.96
2020.00,96.88
2019.00,96.82
2018.00,96.84
2017.00,96.91
2016.00,96.99
2015.00,97.05
2014.00,97.08
2013.00,97.08
2012.00,97.06
2011.00,97.06
2010.00,97.09
2009.00,97.13
2008.00,97.16
2007.00,97.19
2006.00,97.22
2005.00,97.25
2004.00,97.29
2003.00,97.33
2002.00,97.35
2001.00,97.35
2000.00,97.34
1999.00,97.33
1998.00,97.33
1997.00,97.30
1996.00,97.25
1995.00,97.16
1994.00,97.09
1993.00,97.04
1992.00,97.02
1991.00,97.03
1990.00,97.07
1989.00,97.09
1988.00,97.10
1987.00,97.11
1986.00,97.12
1985.00,97.11
1984.00,97.07
1983.00,96.99
1982.00,96.90
1981.00,96.84
1980.00,96.82
1979.00,96.85
1978.00,96.90
1977.00,96.94
1976.00,96.96
1975.00,97.00
1974.00,97.08
1973.00,97.18
1972.00,97.24
1971.00,97.26
1970.00,97.27
1969.00,97.29
1968.00,97.34
1967.00,97.37
1966.00,97.38
1965.00,97.38
1964.00,97.40
1963.00,97.43
1962.00,97.49
1961.00,97.53
1960.00,97.55
1959.00,97.54
1958.00,97.52
1957.00,97.51
1956.00,97.53
1955.00,97.57
1954.00,97.60
1953.00,97.61
1952.00,97.60
1951.00,97.59
1950.00,97.61
1949.00,97.66
1948.00,97.72
1947.00,97.80
1946.00,97.87
1945.00,97.93
1944.00,97.96
1943.00,97.94
1942.00,97.91
1941.00,97.89
1940.00,97.89
1939.00,97.92
1938.00,97.95
1937.00,97.99
1936.00,98.03
1935.00,98.06
1934.00,98.07
1933.00,98.07
1932.00,98.07
1931.00,98.08
1930.00,98.09
1929.00,98.08
1928.00,98.07
1927.00,98.07
1926.00,98.09
1925.00,98.13
1924.00,98.17
1923.00,98.19
1922.00,98.18
1921.00,98.13
1920.00,98.10
1919.00,98.11
1918.00,98.15
1917.00,98.20
1916.00,98.21
1915.00,98.19
1914.00,98.18
1913.00,98.18
1912.00,98.19
1911.00,98.21
1910.00,98.21
1909.00,98.20
1908.00,98.21
1907.00,98.23
1906.00,98.26
1905.00,98.28
1904.00,98.30
1903.00,98.30
1902.00,98.31
1901.00,98.32
1900.00,98.31
1899.00,98.30
1898.00,98.28
1897.00,98.27
1896.00,98.26
1895.00,98.25
1894.00,98.25
1893.00,98.28
1892.00,98.32
1891.00,98.36
1890.00,98.38
1889.00,98.38
1888.00,98.36
1887.00,98.35
1886.00,98.35
1885.00,98.38
1884.00,98.42
1883.00,98.42
1882.00,98.41
1881.00,98.39
1880.00,98.38
1879.00,98.38
1878.00,98.37
1877.00,98.35
1876.00,98.34
1875.00,98.35
1874.00,98.38
1873.00,98.41
1872.00,98.43
1871.00,98.44
1870.00,98.43
1869.00,98.40
1868.00,98.37
1867.00,98.35
1866.00,98.36
1865.00,98.39
1864.00,98.42
1863.00,98.44
1862.00,98.44
1861.00,98.44
1860.00,98.44
1859.00,98.44
1858.00,98.44
1857.00,98.44
1856.00,98.45
1855.00,98.45
1854.00,98.46
1853.00,98.47
1852.00,98.47
1851.00,98.48
1850.00,98.49
1849.00,98.50
1848.00,98.53
1847.00,98.55
1846.00,98.57
1845.00,98.56
1844.00,98.54
1843.00,98.52
1842.00,98.52
1841.00,98.52
1840.00,98.53
1839.00,98.53
1838.00,98.53
1837.00,98.52
1836.00,98.52
1835.00,98.52
1834.00,98.52
1833.00,98.53
1832.00,98.55
1831.00,98.56
1830.00,98.56
1829.00,98.54
1828.00,98.51
1827.00,98.50
1826.00,98.49
1825.00,98.48
1824.00,98.48
1823.00,98.50
1822.00,98.52
1821.00,98.54
1820.00,98.57
1819.00,98.60
1818.00,98.64
1817.00,98.65
1816.00,98.65
1815.00,98.63
1814.00,98.61
1813.00,98.58
1812.00,98.57
1811.00,98.57
1810.00,98.58
1809.00,98.58
1808.00,98.58
1807.00,98.58
1806.00,98.58
1805.00,98.58
1804.00,98.58
1803.00,98.58
1802.00,98.59
1801.00,98.60
1800.00,98.61
1799.00,98.61
1798.00,98.61
1797.00,98.59
1796.00,98.58
1795.00,98.58
1794.00,98.59
1793.00,98.60
1792.00,98.61
1791.00,98.62
1790.00,98.62
1789.00,98.61
1788.00,98.60
1787.00,98.58
1786.00,98.58
1785.00,98.58
1784.00,98.58
1783.00,98.57
1782.00,98.57
1781.00,98.57
1780.00,98.58
1779.00,98.59
1778.00,98.58
1777.00,98.57
1776.00,98.57
1775.00,98.57
1774.00,98.57
1773.00,98.55
1772.00,98.53
1771.00,98.52
1770.00,98.51
1769.00,98.51
1768.00,98.49
1767.00,98.48
1766.00,98.46
1765.00,98.46
1764.00,98.46
1763.00,98.45
1762.00,98.44
1761.00,98.43
1760.00,98.42
1759.00,98.41
1758.00,98.39
1757.00,98.35
1756.00,98.32
1755.00,98.30
1754.00,98.29
1753.00,98.28
1752.00,98.26
1751.00,98.23
1750.00,98.20
1749.00,98.17
1748.00,98.15
1747.00,98.14
1746.00,98.14
1745.00,98.12
1744.00,98.10
1743.00,98.08
1742.00,98.07
1741.00,98.06
1740.00,98.05
1739.00,98.04
1738.00,98.02
1737.00,98.01
1736.00,98.00
1735.00,97.98
1734.00,97.97
1733.00,97.94
1732.00,97.93
1731.00,97.94
1730.00,97.96
1729.00,97.98
1728.00,97.99
1727.00,97.97
1726.00,97.96
1725.00,97.94
1724.00,97.92
1723.00,97.92
1722.00,97.91
1721.00,97.91
1720.00,97.90
1719.00,97.90
1718.00,97.90
1717.00,97.91
1716.00,97.90
1715.00,97.90
1714.00,97.89
1713.00,97.89
1712.00,97.88
1711.00,97.87
1710.00,97.87
1709.00,97.87
1708.00,97.87
1707.00,97.87
1706.00,97.87
1705.00,97.87
1704.00,97.88
1703.00,97.88
1702.00,97.88
1701.00,97.86
1700.00,97.83
1699.00,97.79
1698.00,97.76
1697.00,97.72
1696.00,97.68
1695.00,97.65
1694.00,97.62
1693.00,97.61
1692.00,97.61
1691.00,97.59
1690.00,97.56
1689.00,97.52
1688.00,97.49
1687.00,97.46
1686.00,97.43
1685.00,97.38
1684.00,97.32
1683.00,97.26
1682.00,97.21
1681.00,97.16
1680.00,97.12
1679.00,97.08
1678.00,97.04
1677.00,97.00
1676.00,96.93
1675.00,96.88
1674.00,96.84
1673.00,96.81
1672.00,96.78
1671.00,96.74
1670.00,96.68
1669.00,96.62
1668.00,96.55
1667.00,96.49
1666.00,96.43
1665.00,96.38
1664.00,96.33
1663.00,96.28
1662.00,96.24
1661.00,96.21
1660.00,96.16
1659.00,96.10
1658.00,96.04
1657.00,96.00
1656.00,95.97
1655.00,95.94
1654.00,95.87
1653.00,95.77
1652.00,95.67
1651.00,95.60
1650.00,95.58
1649.00,95.57
1648.00,95.54
1647.00,95.49
1646.00,95.44
1645.00,95.39
1644.00,95.34
1643.00,95.32
1642.00,95.30
1641.00,95.29
1640.00,95.27
1639.00,95.23
1638.00,95.20
1637.00,95.16
1636.00,95.12
1635.00,95.07
1634.00,95.03
1633.00,95.00
1632.00,94.98
1631.00,94.97
1630.00,94.97
1629.00,94.97
1628.00,94.96
1627.00,94.95
1626.00,94.94
1625.00,94.92
1624.00,94.90
1623.00,94.89
1622.00,94.90
1621.00,94.91
1620.00,94.91
1619.00,94.91
1618.00,94.92
1617.00,94.92
1616.00,94.91
1615.00,94.89
1614.00,94.87
1613.00,94.86
1612.00,94.85
1611.00,94.85
1610.00,94.86
1609.00,94.89
1608.00,94.91
1607.00,94.93
1606.00,94.94
1605.00,94.95
1604.00,94.97
1603.00,94.98
1602.00,95.00
1601.00,95.02
1600.00,95.05
1599.00,95.08
1598.00,95.11
1597.00,95.15
1596.00,95.19
1595.00,95.23
1594.00,95.27
1593.00,95.31
1592.00,95.34
1591.00,95.39
1590.00,95.44
1589.00,95.49
1588.00,95.53
1587.00,95.57
1586.00,95.61
1585.00,95.66
1584.00,95.71
1583.00,95.76
1582.00,95.80
1581.00,95.85
1580.00,95.89
1579.00,95.93
1578.00,95.98
1577.00,96.03
1576.00,96.08
1575.00,96.11
1574.00,96.14
1573.00,96.18
1572.00,96.22
1571.00,96.26
1570.00,96.31
1569.00,96.34
1568.00,96.36
1567.00,96.38
1566.00,96.41
1565.00,96.44
1564.00,96.49
1563.00,96.53
1562.00,96.57
1561.00,96.59
1560.00,96.61
1559.00,96.67
1558.00,96.73
1557.00,96.76
1556.00,96.77
1555.00,96.78
1554.00,96.81
1553.00,96.84
1552.00,96.87
1551.00,96.91
1550.00,96.95
1549.00,96.99
1548.00,97.02
1547.00,97.05
1546.00,97.08
1545.00,97.13
1544.00,97.17
1543.00,97.20
1542.00,97.21
1541.00,97.20
1540.00,97.20
1539.00,97.20
1538.00,97.21
1537.00,97.24
1536.00,97.29
1535.00,97.33
1534.00,97.35
1533.00,97.34
1532.00,97.33
1531.00,97.32
1530.00,97.34
1529.00,97.36
1528.00,97.38
1527.00,97.39
1526.00,97.40
1525.00,97.40
1524.00,97.40
1523.00,97.40
1522.00,97.38
1521.00,97.38
1520.00,97.39
1519.00,97.41
1518.00,97.44
1517.00,97.45
1516.00,97.46
1515.00,97.46
1514.00,97.46
1513.00,97.45
1512.00,97.45
1511.00,97.45
1510.00,97.45
1509.00,97.45
1508.00,97.44
1507.00,97.43
1506.00,97.44
1505.00,97.44
1504.00,97.43
1503.00,97.44
1502.00,97.45
1501.00,97.44
1500.00,97.41
1499.00,97.38
1498.00,97.36
1497.00,97.33
1496.00,97.29
1495.00,97.26
1494.00,97.24
1493.00,97.21
1492.00,97.18
1491.00,97.13
1490.00,97.06
1489.00,96.97
1488.00,96.87
1487.00,96.77
1486.00,96.66
1485.00,96.54
1484.00,96.43
1483.00,96.33
1482.00,96.24
1481.00,96.16
1480.00,96.10
1479.00,96.06
1478.00,96.02
1477.00,95.97
1476.00,95.90
1475.00,95.82
1474.00,95.74
1473.00,95.63
1472.00,95.53
1471.00,95.44
1470.00,95.36
1469.00,95.29
1468.00,95.19
1467.00,95.06
1466.00,94.88
1465.00,94.68
1464.00,94.51
1463.00,94.39
1462.00,94.31
1461.00,94.23
1460.00,94.14
1459.00,94.04
1458.00,93.91
1457.00,93.76
1456.00,93.64
1455.00,93.55
1454.00,93.50
1453.00,93.45
1452.00,93.41
1451.00,93.37
1450.00,93.33
1449.00,93.28
1448.00,93.24
1447.00,93.22
1446.00,93.20
1445.00,93.17
1444.00,93.14
1443.00,93.10
1442.00,93.05
1441.00,92.98
1440.00,92.90
1439.00,92.80
1438.00,92.67
1437.00,92.50
1436.00,92.31
1435.00,92.15
1434.00,92.01
1433.00,91.87
1432.00,91.74
1431.00,91.62
1430.00,91.52
1429.00,91.45
1428.00,91.42
1427.00,91.42
1426.00,91.45
1425.00,91.50
1424.00,91.58
1423.00,91.68
1422.00,91.78
1421.00,91.89
1420.00,92.03
1419.00,92.19
1418.00,92.35
1417.00,92.49
1416.00,92.61
1415.00,92.73
1414.00,92.84
1413.00,92.92
1412.00,92.99
1411.00,93.05
1410.00,93.10
1409.00,93.14
1408.00,93.18
1407.00,93.21
1406.00,93.22
1405.00,93.23
1404.00,93.24
1403.00,93.27
1402.00,93.30
1401.00,93.33
1400.00,93.36
1399.00,93.40
1398.00,93.44
1397.00,93.45
1396.00,93.46
1395.00,93.46
1394.00,93.46
1393.00,93.47
1392.00,93.48
1391.00,93.49
1390.00,93.48
1389.00,93.43
1388.00,93.35
1387.00,93.24
1386.00,93.12
1385.00,92.99
1384.00,92.85
1383.00,92.69
1382.00,92.51
1381.00,92.31
1380.00,92.10
1379.00,91.89
1378.00,91.67
1377.00,91.46
1376.00,91.25
1375.00,91.02
1374.00,90.77
1373.00,90.55
1372.00,90.36
1371.00,90.25
1370.00,90.19
1369.00,90.17
1368.00,90.17
1367.00,90.18
1366.00,90.19
1365.00,90.18
1364.00,90.16
1363.00,90.13
1362.00,90.11
1361.00,90.13
1360.00,90.17
1359.00,90.24
1358.00,90.31
1357.00,90.38
1356.00,90.45
1355.00,90.54
1354.00,90.64
1353.00,90.75
1352.00,90.85
1351.00,90.93
1350.00,90.97
1349.00,90.95
1348.00,90.89
1347.00,90.77
1346.00,90.61
1345.00,90.41
1344.00,90.19
1343.00,89.97
1342.00,89.76
1341.00,89.55
1340.00,89.36
1339.00,89.19
1338.00,89.04
1337.00,88.90
1336.00,88.79
1335.00,88.74
1334.00,88.76
1333.00,88.84
1332.00,88.95
1331.00,89.08
1330.00,89.21
1329.00,89.30
1328.00,89.34
1327.00,89.33
1326.00,89.28
1325.00,89.18
1324.00,89.01
1323.00,88.79
1322.00,88.54
1321.00,88.25
1320.00,87.95
1319.00,87.66
1318.00,87.41
1317.00,87.22
1316.00,87.10
1315.00,87.06
1314.00,87.09
1313.00,87.19
1312.00,87.36
1311.00,87.59
1310.00,87.87
1309.00,88.16
1308.00,88.47
1307.00,88.79
1306.00,89.10
1305.00,89.42
1304.00,89.74
1303.00,90.05
1302.00,90.33
1301.00,90.59
1300.00,90.82
1299.00,91.02
1298.00,91.20
1297.00,91.35
1296.00,91.46
1295.00,91.54
1294.00,91.59
1293.00,91.64
1292.00,91.68
1291.00,91.73
1290.00,91.77
1289.00,91.79
1288.00,91.80
1287.00,91.79
1286.00,91.76
1285.00,91.70
1284.00,91.62
1283.00,91.54
1282.00,91.48
1281.00,91.43
1280.00,91.42
1279.00,91.45
1278.00,91.48
1277.00,91.52
1276.00,91.55
1275.00,91.59
1274.00,91.66
1273.00,91.74
1272.00,91.83
1271.00,91.91
1270.00,91.98
1269.00,92.04
1268.00,92.10
1267.00,92.16
1266.00,92.23
1265.00,92.29
1264.00,92.34
1263.00,92.37
1262.00,92.40
1261.00,92.43
1260.00,92.47
1259.00,92.51
1258.00,92.54
1257.00,92.56
1256.00,92.58
1255.00,92.59
1254.00,92.59
1253.00,92.57
1252.00,92.54
1251.00,92.50
1250.00,92.45
1249.00,92.41
1248.00,92.39
1247.00,92.40
1246.00,92.44
1245.00,92.49
1244.00,92.56
1243.00,92.63
1242.00,92.71
1241.00,92.77
1240.00,92.81
1239.00,92.84
1238.00,92.85
1237.00,92.86
1236.00,92.87
1235.00,92.90
1234.00,92.96
1233.00,93.04
1232.00,93.15
1231.00,93.28
1230.00,93.43
1229.00,93.57
1228.00,93.71
1227.00,93.85
1226.00,93.98
1225.00,94.11
1224.00,94.25
1223.00,94.39
1222.00,94.52
1221.00,94.63
1220.00,94.72
1219.00,94.79
1218.00,94.84
1217.00,94.87
1216.00,94.89
1215.00,94.88
1214.00,94.82
1213.00,94.70
1212.00,94.50
1211.00,94.24
1210.00,93.93
1209.00,93.62
1208.00,93.33
1207.00,93.11
1206.00,92.94
1205.00,92.83
1204.00,92.77
1203.00,92.75
1202.00,92.79
1201.00,92.86
1200.00,92.98
1199.00,93.12
1198.00,93.27
1197.00,93.44
1196.00,93.60
1195.00,93.77
1194.00,93.94
1193.00,94.11
1192.00,94.26
1191.00,94.39
1190.00,94.49
1189.00,94.56
1188.00,94.62
1187.00,94.64
1186.00,94.64
1185.00,94.60
1184.00,94.52
1183.00,94.43
1182.00,94.31
1181.00,94.16
1180.00,93.96
1179.00,93.70
1178.00,93.38
1177.00,93.04
1176.00,92.68
1175.00,92.30
1174.00,91.87
1173.00,91.37
1172.00,90.81
1171.00,90.21
1170.00,89.60
1169.00,88.97
1168.00,88.35
1167.00,87.78
1166.00,87.28
1165.00,86.86
1164.00,86.52
1163.00,86.27
1162.00,86.12
1161.00,86.06
1160.00,86.06
1159.00,86.13
1158.00,86.25
1157.00,86.41
1156.00,86.58
1155.00,86.76
1154.00,86.92
1153.00,87.07
1152.00,87.21
1151.00,87.36
1150.00,87.52
1149.00,87.68
1148.00,87.83
1147.00,87.99
1146.00,88.17
1145.00,88.36
1144.00,88.57
1143.00,88.77
1142.00,88.97
1141.00,89.12
1140.00,89.21
1139.00,89.24
1138.00,89.21
1137.00,89.10
1136.00,88.93
1135.00,88.72
1134.00,88.49
1133.00,88.24
1132.00,87.97
1131.00,87.66
1130.00,87.31
1129.00,86.91
1128.00,86.45
1127.00,85.96
1126.00,85.46
1125.00,85.01
1124.00,84.60
1123.00,84.23
1122.00,83.86
1121.00,83.44
1120.00,82.96
1119.00,82.42
1118.00,81.85
1117.00,81.22
1116.00,80.54
1115.00,79.82
1114.00,79.13
1113.00,78.52
1112.00,78.01
1111.00,77.60
1110.00,77.30
1109.00,77.06
1108.00,76.88
1107.00,76.74
1106.00,76.64
1105.00,76.55
1104.00,76.49
1103.00,76.49
1102.00,76.56
1101.00,76.68
1100.00,76.84
1099.00,77.05
1098.00,77.32
1097.00,77.61
1096.00,77.89
1095.00,78.15
1094.00,78.40
1093.00,78.64
1092.00,78.85
1091.00,79.03
1090.00,79.16
1089.00,79.26
1088.00,79.33
1087.00,79.39
1086.00,79.43
1085.00,79.43
1084.00,79.38
1083.00,79.31
1082.00,79.21
1081.00,79.05
1080.00,78.82
1079.00,78.53
1078.00,78.21
1077.00,77.89
1076.00,77.57
1075.00,77.29
1074.00,77.01
1073.00,76.70
1072.00,76.34
1071.00,75.94
1070.00,75.49
1069.00,74.99
1068.00,74.42
1067.00,73.78
1066.00,73.07
1065.00,72.27
1064.00,71.42
1063.00,70.58
1062.00,69.79
1061.00,69.05
1060.00,68.39
1059.00,67.84
1058.00,67.40
1057.00,67.05
1056.00,66.78
1055.00,66.60
1054.00,66.51
1053.00,66.48
1052.00,66.49
1051.00,66.56
1050.00,66.69
1049.00,66.87
1048.00,67.09
1047.00,67.33
1046.00,67.57
1045.00,67.76
1044.00,67.90
1043.00,67.97
1042.00,67.97
1041.00,67.87
1040.00,67.65
1039.00,67.33
1038.00,66.94
1037.00,66.52
1036.00,66.10
1035.00,65.71
1034.00,65.38
1033.00,65.10
1032.00,64.88
1031.00,64.75
1030.00,64.69
1029.00,64.67
1028.00,64.70
1027.00,64.78
1026.00,64.89
1025.00,65.02
1024.00,65.15
1023.00,65.31
1022.00,65.48
1021.00,65.66
1020.00,65.82
1019.00,65.98
1018.00,66.16
1017.00,66.34
1016.00,66.51
1015.00,66.68
1014.00,66.86
1013.00,67.01
1012.00,67.13
1011.00,67.23
1010.00,67.30
1009.00,67.31
1008.00,67.27
1007.00,67.20
1006.00,67.12
1005.00,67.02
1004.00,66.92
1003.00,66.84
1002.00,66.81
1001.00,66.82
1000.00,66.89
999.00,67.04
998.00,67.25
997.00,67.49
996.00,67.74
995.00,67.98
994.00,68.20
993.00,68.38
992.00,68.51
991.00,68.59
990.00,68.62
989.00,68.57
988.00,68.45
987.00,68.30
986.00,68.16
985.00,68.09
984.00,68.14
983.00,68.33
982.00,68.68
981.00,69.14
980.00,69.71
979.00,70.36
978.00,71.05
977.00,71.74
976.00,72.40
975.00,73.05
974.00,73.68
973.00,74.26
972.00,74.81
971.00,75.31
970.00,75.79
969.00,76.24
968.00,76.67
967.00,77.06
966.00,77.44
965.00,77.78
964.00,78.11
963.00,78.43
962.00,78.75
961.00,79.06
960.00,79.37
959.00,79.70
958.00,80.02
957.00,80.33
956.00,80.61
955.00,80.87
954.00,81.14
953.00,81.42
952.00,81.69
951.00,81.97
950.00,82.23
949.00,82.47
948.00,82.71
947.00,82.93
946.00,83.16
945.00,83.39
944.00,83.61
943.00,83.82
942.00,84.02
941.00,84.20
940.00,84.36
939.00,84.51
938.00,84.65
937.00,84.76
936.00,84.86
935.00,84.95
934.00,85.06
933.00,85.17
932.00,85.28
931.00,85.38
930.00,85.49
929.00,85.60
928.00,85.71
927.00,85.81
926.00,85.90
925.00,85.98
924.00,86.06
923.00,86.14
922.00,86.22
921.00,86.30
920.00,86.38
919.00,86.47
918.00,86.54
917.00,86.57
916.00,86.54
915.00,86.49
914.00,86.45
913.00,86.39
912.00,86.33
911.00,86.27
910.00,86.23
909.00,86.19
908.00,86.14
907.00,86.05
906.00,85.95
