Created as New Dataset,14.2 Red Wool Targhee sheep
cm-1,%T
2456.00,97.62
2455.00,97.63
2454.00,97.65
2453.00,97.68
2452.00,97.71
2451.00,97.72
2450.00,97.72
2449.00,97.71
2448.00,97.70
2447.00,97.69
2446.00,97.69
2445.00,97.70
2444.00,97.72
2443.00,97.72
2442.00,97.72
2441.00,97.70
2440.00,97.69
2439.00,97.70
2438.00,97.72
2437.00,97.75
2436.00,97.76
2435.00,97.76
2434.00,97.76
2433.00,97.75
2432.00,97.75
2431.00,97.76
2430.00,97.78
2429.00,97.79
2428.00,97.79
2427.00,97.78
2426.00,97.77
2425.00,97.77
2424.00,97.78
2423.00,97.79
2422.00,97.80
2421.00,97.82
2420.00,97.82
2419.00,97.82
2418.00,97.81
2417.00,97.79
2416.00,97.79
2415.00,97.79
2414.00,97.80
2413.00,97.79
2412.00,97.79
2411.00,97.80
2410.00,97.82
2409.00,97.83
2408.00,97.84
2407.00,97.84
2406.00,97.85
2405.00,97.87
2404.00,97.87
2403.00,97.86
2402.00,97.84
2401.00,97.82
2400.00,97.83
2399.00,97.84
2398.00,97.86
2397.00,97.85
2396.00,97.83
2395.00,97.82
2394.00,97.82
2393.00,97.82
2392.00,97.83
2391.00,97.84
2390.00,97.86
2389.00,97.89
2388.00,97.91
2387.00,97.92
2386.00,97.93
2385.00,97.95
2384.00,97.97
2383.00,98.01
2382.00,98.05
2381.00,98.08
2380.00,98.08
2379.00,98.09
2378.00,98.11
2377.00,98.15
2376.00,98.19
2375.00,98.23
2374.00,98.28
2373.00,98.32
2372.00,98.34
2371.00,98.34
2370.00,98.32
2369.00,98.29
2368.00,98.27
2367.00,98.28
2366.00,98.29
2365.00,98.28
2364.00,98.26
2363.00,98.29
2362.00,98.35
2361.00,98.40
2360.00,98.38
2359.00,98.32
2358.00,98.28
2357.00,98.28
2356.00,98.30
2355.00,98.30
2354.00,98.27
2353.00,98.26
2352.00,98.27
2351.00,98.30
2350.00,98.33
2349.00,98.35
2348.00,98.38
2347.00,98.43
2346.00,98.48
2345.00,98.49
2344.00,98.45
2343.00,98.39
2342.00,98.34
2341.00,98.28
2340.00,98.22
2339.00,98.17
2338.00,98.14
2337.00,98.13
2336.00,98.14
2335.00,98.16
2334.00,98.16
2333.00,98.13
2332.00,98.11
2331.00,98.11
2330.00,98.11
2329.00,98.08
2328.00,98.03
2327.00,97.98
2326.00,97.93
2325.00,97.90
2324.00,97.90
2323.00,97.93
2322.00,97.95
2321.00,97.95
2320.00,97.93
2319.00,97.89
2318.00,97.84
2317.00,97.80
2316.00,97.77
2315.00,97.78
2314.00,97.80
2313.00,97.83
2312.00,97.84
2311.00,97.85
2310.00,97.85
2309.00,97.83
2308.00,97.80
2307.00,97.77
2306.00,97.75
2305.00,97.72
2304.00,97.71
2303.00,97.70
2302.00,97.70
2301.00,97.68
2300.00,97.67
2299.00,97.67
2298.00,97.66
2297.00,97.65
2296.00,97.62
2295.00,97.61
2294.00,97.61
2293.00,97.60
2292.00,97.59
2291.00,97.56
2290.00,97.52
2289.00,97.47
2288.00,97.43
2287.00,97.41
2286.00,97.41
2285.00,97.41
2284.00,97.41
2283.00,97.39
2282.00,97.36
2281.00,97.34
2280.00,97.35
2279.00,97.37
2278.00,97.40
2277.00,97.40
2276.00,97.39
2275.00,97.38
2274.00,97.37
2273.00,97.36
2272.00,97.34
2271.00,97.32
2270.00,97.32
2269.00,97.33
2268.00,97.36
2267.00,97.39
2266.00,97.39
2265.00,97.36
2264.00,97.31
2263.00,97.27
2262.00,97.25
2261.00,97.24
2260.00,97.24
2259.00,97.26
2258.00,97.28
2257.00,97.30
2256.00,97.31
2255.00,97.32
2254.00,97.33
2253.00,97.31
2252.00,97.27
2251.00,97.21
2250.00,97.18
2249.00,97.19
2248.00,97.23
2247.00,97.26
2246.00,97.26
2245.00,97.23
2244.00,97.21
2243.00,97.20
2242.00,97.20
2241.00,97.19
2240.00,97.18
2239.00,97.17
2238.00,97.16
2237.00,97.14
2236.00,97.12
2235.00,97.11
2234.00,97.10
2233.00,97.09
2232.00,97.08
2231.00,97.07
2230.00,97.06
2229.00,97.04
2228.00,97.03
2227.00,97.03
2226.00,97.05
2225.00,97.10
2224.00,97.15
2223.00,97.19
2222.00,97.17
2221.00,97.10
2220.00,97.02
2219.00,96.97
2218.00,96.95
2217.00,96.94
2216.00,96.93
2215.00,96.93
2214.00,96.93
2213.00,96.91
2212.00,96.87
2211.00,96.83
2210.00,96.81
2209.00,96.80
2208.00,96.79
2207.00,96.79
2206.00,96.80
2205.00,96.84
2204.00,96.88
2203.00,96.93
2202.00,96.95
2201.00,96.93
2200.00,96.91
2199.00,96.91
2198.00,96.92
2197.00,96.93
2196.00,96.90
2195.00,96.86
2194.00,96.81
2193.00,96.77
2192.00,96.74
2191.00,96.74
2190.00,96.75
2189.00,96.76
2188.00,96.77
2187.00,96.76
2186.00,96.73
2185.00,96.68
2184.00,96.66
2183.00,96.68
2182.00,96.74
2181.00,96.80
2180.00,96.85
2179.00,96.87
2178.00,96.84
2177.00,96.79
2176.00,96.72
2175.00,96.69
2174.00,96.69
2173.00,96.70
2172.00,96.70
2171.00,96.68
2170.00,96.64
2169.00,96.58
2168.00,96.52
2167.00,96.49
2166.00,96.46
2165.00,96.42
2164.00,96.38
2163.00,96.37
2162.00,96.42
2161.00,96.54
2160.00,96.70
2159.00,96.85
2158.00,96.95
2157.00,96.99
2156.00,96.98
2155.00,96.94
2154.00,96.89
2153.00,96.86
2152.00,96.86
2151.00,96.87
2150.00,96.88
2149.00,96.86
2148.00,96.86
2147.00,96.90
2146.00,96.93
2145.00,96.95
2144.00,96.96
2143.00,97.00
2142.00,97.05
2141.00,97.08
2140.00,97.09
2139.00,97.09
2138.00,97.10
2137.00,97.11
2136.00,97.15
2135.00,97.21
2134.00,97.27
2133.00,97.30
2132.00,97.31
2131.00,97.29
2130.00,97.27
2129.00,97.26
2128.00,97.28
2127.00,97.32
2126.00,97.36
2125.00,97.37
2124.00,97.35
2123.00,97.32
2122.00,97.29
2121.00,97.28
2120.00,97.29
2119.00,97.31
2118.00,97.31
2117.00,97.27
2116.00,97.23
2115.00,97.21
2114.00,97.22
2113.00,97.23
2112.00,97.22
2111.00,97.21
2110.00,97.21
2109.00,97.20
2108.00,97.20
2107.00,97.19
2106.00,97.19
2105.00,97.20
2104.00,97.20
2103.00,97.21
2102.00,97.22
2101.00,97.22
2100.00,97.21
2099.00,97.19
2098.00,97.18
2097.00,97.17
2096.00,97.19
2095.00,97.22
2094.00,97.26
2093.00,97.28
2092.00,97.30
2091.00,97.31
2090.00,97.33
2089.00,97.33
2088.00,97.33
2087.00,97.32
2086.00,97.31
2085.00,97.27
2084.00,97.23
2083.00,97.21
2082.00,97.21
2081.00,97.20
2080.00,97.21
2079.00,97.22
2078.00,97.24
2077.00,97.26
2076.00,97.26
2075.00,97.27
2074.00,97.28
2073.00,97.27
2072.00,97.24
2071.00,97.24
2070.00,97.25
2069.00,97.27
2068.00,97.29
2067.00,97.32
2066.00,97.35
2065.00,97.36
2064.00,97.33
2063.00,97.28
2062.00,97.23
2061.00,97.21
2060.00,97.21
2059.00,97.24
2058.00,97.26
2057.00,97.27
2056.00,97.28
2055.00,97.29
2054.00,97.29
2053.00,97.26
2052.00,97.22
2051.00,97.19
2050.00,97.18
2049.00,97.16
2048.00,97.14
2047.00,97.12
2046.00,97.10
2045.00,97.10
2044.00,97.10
2043.00,97.12
2042.00,97.14
2041.00,97.13
2040.00,97.12
2039.00,97.08
2038.00,97.01
2037.00,96.94
2036.00,96.90
2035.00,96.93
2034.00,96.99
2033.00,97.03
2032.00,97.05
2031.00,97.06
2030.00,97.07
2029.00,97.06
2028.00,97.06
2027.00,97.11
2026.00,97.20
2025.00,97.29
2024.00,97.34
2023.00,97.35
2022.00,97.31
2021.00,97.23
2020.00,97.14
2019.00,97.09
2018.00,97.08
2017.00,97.12
2016.00,97.16
2015.00,97.18
2014.00,97.15
2013.00,97.12
2012.00,97.12
2011.00,97.17
2010.00,97.23
2009.00,97.27
2008.00,97.29
2007.00,97.33
2006.00,97.37
2005.00,97.40
2004.00,97.40
2003.00,97.37
2002.00,97.32
2001.00,97.29
2000.00,97.31
1999.00,97.37
1998.00,97.42
1997.00,97.40
1996.00,97.34
1995.00,97.30
1994.00,97.30
1993.00,97.31
1992.00,97.31
1991.00,97.29
1990.00,97.26
1989.00,97.23
1988.00,97.23
1987.00,97.24
1986.00,97.23
1985.00,97.16
1984.00,97.08
1983.00,97.03
1982.00,97.02
1981.00,97.02
1980.00,97.01
1979.00,97.03
1978.00,97.07
1977.00,97.13
1976.00,97.21
1975.00,97.29
1974.00,97.34
1973.00,97.37
1972.00,97.37
1971.00,97.38
1970.00,97.37
1969.00,97.35
1968.00,97.33
1967.00,97.35
1966.00,97.36
1965.00,97.34
1964.00,97.30
1963.00,97.31
1962.00,97.35
1961.00,97.41
1960.00,97.47
1959.00,97.51
1958.00,97.52
1957.00,97.51
1956.00,97.51
1955.00,97.53
1954.00,97.57
1953.00,97.59
1952.00,97.60
1951.00,97.60
1950.00,97.58
1949.00,97.55
1948.00,97.51
1947.00,97.51
1946.00,97.53
1945.00,97.55
1944.00,97.57
1943.00,97.58
1942.00,97.60
1941.00,97.61
1940.00,97.62
1939.00,97.66
1938.00,97.69
1937.00,97.71
1936.00,97.72
1935.00,97.73
1934.00,97.72
1933.00,97.71
1932.00,97.70
1931.00,97.71
1930.00,97.74
1929.00,97.75
1928.00,97.76
1927.00,97.76
1926.00,97.75
1925.00,97.72
1924.00,97.69
1923.00,97.67
1922.00,97.67
1921.00,97.70
1920.00,97.75
1919.00,97.81
1918.00,97.84
1917.00,97.82
1916.00,97.80
1915.00,97.80
1914.00,97.81
1913.00,97.79
1912.00,97.75
1911.00,97.73
1910.00,97.74
1909.00,97.77
1908.00,97.81
1907.00,97.83
1906.00,97.82
1905.00,97.78
1904.00,97.75
1903.00,97.76
1902.00,97.80
1901.00,97.82
1900.00,97.82
1899.00,97.79
1898.00,97.75
1897.00,97.71
1896.00,97.69
1895.00,97.69
1894.00,97.70
1893.00,97.70
1892.00,97.71
1891.00,97.74
1890.00,97.78
1889.00,97.80
1888.00,97.80
1887.00,97.79
1886.00,97.79
1885.00,97.79
1884.00,97.79
1883.00,97.80
1882.00,97.81
1881.00,97.80
1880.00,97.79
1879.00,97.80
1878.00,97.81
1877.00,97.82
1876.00,97.83
1875.00,97.83
1874.00,97.81
1873.00,97.77
1872.00,97.73
1871.00,97.71
1870.00,97.70
1869.00,97.70
1868.00,97.71
1867.00,97.75
1866.00,97.79
1865.00,97.81
1864.00,97.81
1863.00,97.81
1862.00,97.81
1861.00,97.81
1860.00,97.82
1859.00,97.84
1858.00,97.86
1857.00,97.86
1856.00,97.85
1855.00,97.83
1854.00,97.82
1853.00,97.80
1852.00,97.78
1851.00,97.76
1850.00,97.74
1849.00,97.72
1848.00,97.73
1847.00,97.80
1846.00,97.88
1845.00,97.92
1844.00,97.89
1843.00,97.84
1842.00,97.79
1841.00,97.76
1840.00,97.74
1839.00,97.74
1838.00,97.76
1837.00,97.76
1836.00,97.76
1835.00,97.75
1834.00,97.74
1833.00,97.72
1832.00,97.69
1831.00,97.67
1830.00,97.67
1829.00,97.66
1828.00,97.65
1827.00,97.66
1826.00,97.68
1825.00,97.69
1824.00,97.68
1823.00,97.68
1822.00,97.68
1821.00,97.67
1820.00,97.66
1819.00,97.65
1818.00,97.66
1817.00,97.66
1816.00,97.65
1815.00,97.64
1814.00,97.62
1813.00,97.59
1812.00,97.56
1811.00,97.55
1810.00,97.55
1809.00,97.54
1808.00,97.53
1807.00,97.53
1806.00,97.53
1805.00,97.52
1804.00,97.50
1803.00,97.48
1802.00,97.47
1801.00,97.47
1800.00,97.46
1799.00,97.46
1798.00,97.44
1797.00,97.41
1796.00,97.38
1795.00,97.39
1794.00,97.40
1793.00,97.40
1792.00,97.38
1791.00,97.37
1790.00,97.36
1789.00,97.34
1788.00,97.33
1787.00,97.33
1786.00,97.31
1785.00,97.26
1784.00,97.19
1783.00,97.13
1782.00,97.09
1781.00,97.06
1780.00,97.03
1779.00,96.99
1778.00,96.94
1777.00,96.88
1776.00,96.82
1775.00,96.78
1774.00,96.76
1773.00,96.74
1772.00,96.71
1771.00,96.69
1770.00,96.66
1769.00,96.62
1768.00,96.54
1767.00,96.45
1766.00,96.37
1765.00,96.31
1764.00,96.27
1763.00,96.23
1762.00,96.17
1761.00,96.06
1760.00,95.96
1759.00,95.90
1758.00,95.86
1757.00,95.78
1756.00,95.66
1755.00,95.53
1754.00,95.43
1753.00,95.31
1752.00,95.13
1751.00,94.89
1750.00,94.64
1749.00,94.41
1748.00,94.18
1747.00,93.98
1746.00,93.77
1745.00,93.53
1744.00,93.28
1743.00,93.06
1742.00,92.88
1741.00,92.68
1740.00,92.42
1739.00,92.18
1738.00,92.03
1737.00,91.97
1736.00,91.95
1735.00,91.93
1734.00,91.89
1733.00,91.85
1732.00,91.85
1731.00,91.94
1730.00,92.07
1729.00,92.18
1728.00,92.24
1727.00,92.28
1726.00,92.31
1725.00,92.31
1724.00,92.26
1723.00,92.22
1722.00,92.19
1721.00,92.14
1720.00,92.03
1719.00,91.86
1718.00,91.68
1717.00,91.50
1716.00,91.35
1715.00,91.24
1714.00,91.15
1713.00,91.02
1712.00,90.86
1711.00,90.72
1710.00,90.56
1709.00,90.37
1708.00,90.13
1707.00,89.85
1706.00,89.53
1705.00,89.18
1704.00,88.92
1703.00,88.81
1702.00,88.70
1701.00,88.23
1700.00,87.40
1699.00,86.65
1698.00,86.17
1697.00,85.76
1696.00,85.23
1695.00,84.64
1694.00,84.14
1693.00,83.72
1692.00,83.28
1691.00,82.78
1690.00,82.24
1689.00,81.69
1688.00,81.23
1687.00,80.89
1686.00,80.55
1685.00,80.00
1684.00,79.28
1683.00,78.65
1682.00,78.20
1681.00,77.81
1680.00,77.42
1679.00,77.08
1678.00,76.81
1677.00,76.51
1676.00,76.04
1675.00,75.42
1674.00,74.86
1673.00,74.44
1672.00,74.10
1671.00,73.73
1670.00,73.27
1669.00,72.73
1668.00,72.22
1667.00,71.83
1666.00,71.53
1665.00,71.23
1664.00,70.80
1663.00,70.25
1662.00,69.70
1661.00,69.19
1660.00,68.74
1659.00,68.32
1658.00,67.93
1657.00,67.61
1656.00,67.34
1655.00,67.03
1654.00,66.46
1653.00,65.60
1652.00,64.92
1651.00,64.64
1650.00,64.53
1649.00,64.41
1648.00,64.18
1647.00,63.91
1646.00,63.67
1645.00,63.51
1644.00,63.39
1643.00,63.32
1642.00,63.27
1641.00,63.20
1640.00,63.12
1639.00,63.08
1638.00,63.08
1637.00,63.06
1636.00,62.97
1635.00,62.84
1634.00,62.75
1633.00,62.74
1632.00,62.78
1631.00,62.85
1630.00,62.91
1629.00,62.97
1628.00,63.03
1627.00,63.12
1626.00,63.27
1625.00,63.45
1624.00,63.63
1623.00,63.82
1622.00,64.04
1621.00,64.26
1620.00,64.51
1619.00,64.78
1618.00,65.07
1617.00,65.38
1616.00,65.71
1615.00,66.02
1614.00,66.33
1613.00,66.65
1612.00,66.97
1611.00,67.28
1610.00,67.57
1609.00,67.85
1608.00,68.14
1607.00,68.40
1606.00,68.63
1605.00,68.80
1604.00,68.95
1603.00,69.08
1602.00,69.17
1601.00,69.24
1600.00,69.29
1599.00,69.31
1598.00,69.31
1597.00,69.29
1596.00,69.27
1595.00,69.24
1594.00,69.19
1593.00,69.12
1592.00,69.06
1591.00,68.99
1590.00,68.89
1589.00,68.76
1588.00,68.61
1587.00,68.43
1586.00,68.22
1585.00,67.98
1584.00,67.73
1583.00,67.46
1582.00,67.16
1581.00,66.84
1580.00,66.52
1579.00,66.20
1578.00,65.84
1577.00,65.40
1576.00,64.94
1575.00,64.55
1574.00,64.25
1573.00,64.03
1572.00,63.79
1571.00,63.44
1570.00,62.97
1569.00,62.46
1568.00,62.02
1567.00,61.66
1566.00,61.30
1565.00,60.92
1564.00,60.57
1563.00,60.32
1562.00,60.17
1561.00,59.99
1560.00,59.53
1559.00,58.90
1558.00,58.41
1557.00,58.15
1556.00,57.95
1555.00,57.74
1554.00,57.49
1553.00,57.25
1552.00,57.06
1551.00,56.90
1550.00,56.76
1549.00,56.66
1548.00,56.61
1547.00,56.59
1546.00,56.59
1545.00,56.61
1544.00,56.66
1543.00,56.75
1542.00,56.85
1541.00,57.00
1540.00,57.23
1539.00,57.48
1538.00,57.72
1537.00,57.97
1536.00,58.24
1535.00,58.54
1534.00,58.87
1533.00,59.22
1532.00,59.53
1531.00,59.83
1530.00,60.12
1529.00,60.43
1528.00,60.75
1527.00,61.09
1526.00,61.44
1525.00,61.75
1524.00,62.03
1523.00,62.31
1522.00,62.60
1521.00,62.88
1520.00,63.09
1519.00,63.28
1518.00,63.49
1517.00,63.73
1516.00,64.01
1515.00,64.32
1514.00,64.67
1513.00,65.04
1512.00,65.41
1511.00,65.77
1510.00,66.14
1509.00,66.53
1508.00,67.05
1507.00,67.81
1506.00,68.58
1505.00,69.11
1504.00,69.52
1503.00,69.95
1502.00,70.44
1501.00,70.96
1500.00,71.45
1499.00,71.93
1498.00,72.45
1497.00,73.03
1496.00,73.61
1495.00,74.15
1494.00,74.65
1493.00,75.12
1492.00,75.56
1491.00,76.00
1490.00,76.47
1489.00,76.96
1488.00,77.40
1487.00,77.80
1486.00,78.16
1485.00,78.46
1484.00,78.69
1483.00,78.88
1482.00,79.04
1481.00,79.15
1480.00,79.21
1479.00,79.21
1478.00,79.15
1477.00,78.96
1476.00,78.65
1475.00,78.25
1474.00,77.77
1473.00,77.15
1472.00,76.45
1471.00,75.85
1470.00,75.38
1469.00,75.01
1468.00,74.71
1467.00,74.49
1466.00,74.32
1465.00,74.19
1464.00,74.10
1463.00,74.09
1462.00,74.16
1461.00,74.27
1460.00,74.35
1459.00,74.37
1458.00,74.32
1457.00,74.19
1456.00,74.02
1455.00,73.93
1454.00,73.95
1453.00,74.02
1452.00,74.10
1451.00,74.18
1450.00,74.27
1449.00,74.34
1448.00,74.39
1447.00,74.42
1446.00,74.47
1445.00,74.54
1444.00,74.60
1443.00,74.65
1442.00,74.70
1441.00,74.77
1440.00,74.87
1439.00,75.01
1438.00,75.16
1437.00,75.25
1436.00,75.24
1435.00,75.22
1434.00,75.25
1433.00,75.31
1432.00,75.35
1431.00,75.35
1430.00,75.31
1429.00,75.24
1428.00,75.11
1427.00,74.95
1426.00,74.76
1425.00,74.51
1424.00,74.21
1423.00,73.94
1422.00,73.75
1421.00,73.56
1420.00,73.25
1419.00,72.84
1418.00,72.46
1417.00,72.16
1416.00,71.91
1415.00,71.65
1414.00,71.37
1413.00,71.06
1412.00,70.71
1411.00,70.36
1410.00,70.02
1409.00,69.68
1408.00,69.32
1407.00,68.96
1406.00,68.61
1405.00,68.26
1404.00,67.92
1403.00,67.65
1402.00,67.44
1401.00,67.23
1400.00,66.98
1399.00,66.73
1398.00,66.54
1397.00,66.40
1396.00,66.32
1395.00,66.30
1394.00,66.32
1393.00,66.36
1392.00,66.43
1391.00,66.54
1390.00,66.68
1389.00,66.83
1388.00,66.96
1387.00,67.10
1386.00,67.26
1385.00,67.43
1384.00,67.63
1383.00,67.89
1382.00,68.20
1381.00,68.52
1380.00,68.85
1379.00,69.18
1378.00,69.51
1377.00,69.84
1376.00,70.18
1375.00,70.58
1374.00,71.03
1373.00,71.45
1372.00,71.81
1371.00,72.12
1370.00,72.40
1369.00,72.66
1368.00,72.91
1367.00,73.19
1366.00,73.49
1365.00,73.82
1364.00,74.20
1363.00,74.63
1362.00,75.05
1361.00,75.42
1360.00,75.72
1359.00,75.97
1358.00,76.18
1357.00,76.36
1356.00,76.53
1355.00,76.69
1354.00,76.84
1353.00,76.98
1352.00,77.09
1351.00,77.19
1350.00,77.28
1349.00,77.36
1348.00,77.43
1347.00,77.49
1346.00,77.54
1345.00,77.58
1344.00,77.62
1343.00,77.66
1342.00,77.69
1341.00,77.71
1340.00,77.76
1339.00,77.83
1338.00,77.91
1337.00,77.99
1336.00,78.05
1335.00,78.10
1334.00,78.15
1333.00,78.18
1332.00,78.20
1331.00,78.23
1330.00,78.25
1329.00,78.26
1328.00,78.25
1327.00,78.23
1326.00,78.18
1325.00,78.11
1324.00,78.04
1323.00,77.96
1322.00,77.89
1321.00,77.81
1320.00,77.75
1319.00,77.71
1318.00,77.69
1317.00,77.67
1316.00,77.64
1315.00,77.61
1314.00,77.58
1313.00,77.57
1312.00,77.57
1311.00,77.57
1310.00,77.56
1309.00,77.55
1308.00,77.53
1307.00,77.51
1306.00,77.48
1305.00,77.45
1304.00,77.39
1303.00,77.33
1302.00,77.25
1301.00,77.16
1300.00,77.07
1299.00,77.00
1298.00,76.95
1297.00,76.91
1296.00,76.88
1295.00,76.86
1294.00,76.87
1293.00,76.91
1292.00,76.97
1291.00,77.04
1290.00,77.13
1289.00,77.22
1288.00,77.32
1287.00,77.42
1286.00,77.51
1285.00,77.58
1284.00,77.64
1283.00,77.69
1282.00,77.73
1281.00,77.77
1280.00,77.80
1279.00,77.82
1278.00,77.84
1277.00,77.83
1276.00,77.82
1275.00,77.80
1274.00,77.77
1273.00,77.75
1272.00,77.72
1271.00,77.69
1270.00,77.66
1269.00,77.62
1268.00,77.58
1267.00,77.55
1266.00,77.52
1265.00,77.50
1264.00,77.46
1263.00,77.40
1262.00,77.32
1261.00,77.24
1260.00,77.16
1259.00,77.09
1258.00,77.01
1257.00,76.92
1256.00,76.81
1255.00,76.71
1254.00,76.64
1253.00,76.58
1252.00,76.53
1251.00,76.48
1250.00,76.42
1249.00,76.36
1248.00,76.28
1247.00,76.21
1246.00,76.16
1245.00,76.11
1244.00,76.07
1243.00,76.02
1242.00,75.98
1241.00,75.94
1240.00,75.91
1239.00,75.89
1238.00,75.87
1237.00,75.85
1236.00,75.84
1235.00,75.85
1234.00,75.88
1233.00,75.92
1232.00,75.98
1231.00,76.06
1230.00,76.16
1229.00,76.28
1228.00,76.41
1227.00,76.54
1226.00,76.67
1225.00,76.81
1224.00,76.94
1223.00,77.06
1222.00,77.19
1221.00,77.31
1220.00,77.44
1219.00,77.57
1218.00,77.71
1217.00,77.85
1216.00,77.98
1215.00,78.10
1214.00,78.21
1213.00,78.32
1212.00,78.43
1211.00,78.53
1210.00,78.62
1209.00,78.68
1208.00,78.74
1207.00,78.78
1206.00,78.82
1205.00,78.86
1204.00,78.91
1203.00,78.95
1202.00,79.00
1201.00,79.04
1200.00,79.09
1199.00,79.14
1198.00,79.19
1197.00,79.23
1196.00,79.25
1195.00,79.26
1194.00,79.26
1193.00,79.26
1192.00,79.26
1191.00,79.26
1190.00,79.27
1189.00,79.26
1188.00,79.25
1187.00,79.22
1186.00,79.20
1185.00,79.18
1184.00,79.15
1183.00,79.12
1182.00,79.09
1181.00,79.05
1180.00,78.98
1179.00,78.89
1178.00,78.80
1177.00,78.69
1176.00,78.59
1175.00,78.50
1174.00,78.44
1173.00,78.41
1172.00,78.40
1171.00,78.44
1170.00,78.50
1169.00,78.60
1168.00,78.70
1167.00,78.80
1166.00,78.91
1165.00,78.99
1164.00,79.06
1163.00,79.13
1162.00,79.21
1161.00,79.30
1160.00,79.39
1159.00,79.48
1158.00,79.55
1157.00,79.62
1156.00,79.69
1155.00,79.78
1154.00,79.90
1153.00,80.04
1152.00,80.18
1151.00,80.32
1150.00,80.48
1149.00,80.64
1148.00,80.78
1147.00,80.89
1146.00,80.97
1145.00,81.03
1144.00,81.07
1143.00,81.12
1142.00,81.17
1141.00,81.21
1140.00,81.22
1139.00,81.21
1138.00,81.20
1137.00,81.18
1136.00,81.15
1135.00,81.10
1134.00,81.03
1133.00,80.95
1132.00,80.88
1131.00,80.83
1130.00,80.78
1129.00,80.73
1128.00,80.66
1127.00,80.57
1126.00,80.49
1125.00,80.41
1124.00,80.32
1123.00,80.22
1122.00,80.12
1121.00,80.03
1120.00,79.93
1119.00,79.83
1118.00,79.74
1117.00,79.67
1116.00,79.62
1115.00,79.59
1114.00,79.57
1113.00,79.52
1112.00,79.43
1111.00,79.32
1110.00,79.22
1109.00,79.16
1108.00,79.12
1107.00,79.09
1106.00,79.07
1105.00,79.03
1104.00,78.98
1103.00,78.92
1102.00,78.88
1101.00,78.83
1100.00,78.77
1099.00,78.69
1098.00,78.63
1097.00,78.57
1096.00,78.52
1095.00,78.48
1094.00,78.45
1093.00,78.42
1092.00,78.36
1091.00,78.30
1090.00,78.22
1089.00,78.13
1088.00,78.01
1087.00,77.90
1086.00,77.80
1085.00,77.70
1084.00,77.59
1083.00,77.49
1082.00,77.40
1081.00,77.33
1080.00,77.26
1079.00,77.21
1078.00,77.17
1077.00,77.13
1076.00,77.09
1075.00,77.07
1074.00,77.08
1073.00,77.12
1072.00,77.14
1071.00,77.15
1070.00,77.17
1069.00,77.21
1068.00,77.25
1067.00,77.29
1066.00,77.32
1065.00,77.34
1064.00,77.35
1063.00,77.36
1062.00,77.35
1061.00,77.34
1060.00,77.32
1059.00,77.32
1058.00,77.33
1057.00,77.34
1056.00,77.35
1055.00,77.35
1054.00,77.35
1053.00,77.33
1052.00,77.27
1051.00,77.17
1050.00,77.07
1049.00,76.96
1048.00,76.88
1047.00,76.84
1046.00,76.84
1045.00,76.84
1044.00,76.84
1043.00,76.84
1042.00,76.87
1041.00,76.92
1040.00,76.98
1039.00,77.05
1038.00,77.13
1037.00,77.20
1036.00,77.26
1035.00,77.30
1034.00,77.34
1033.00,77.38
1032.00,77.42
1031.00,77.46
1030.00,77.50
1029.00,77.53
1028.00,77.58
1027.00,77.65
1026.00,77.75
1025.00,77.87
1024.00,78.00
1023.00,78.12
1022.00,78.25
1021.00,78.38
1020.00,78.52
1019.00,78.66
1018.00,78.79
1017.00,78.90
1016.00,78.99
1015.00,79.06
1014.00,79.13
1013.00,79.21
1012.00,79.29
1011.00,79.39
1010.00,79.52
1009.00,79.68
1008.00,79.83
1007.00,79.97
1006.00,80.08
1005.00,80.18
1004.00,80.28
1003.00,80.38
1002.00,80.48
1001.00,80.58
1000.00,80.68
999.00,80.79
998.00,80.89
997.00,80.98
996.00,81.07
995.00,81.16
994.00,81.26
993.00,81.38
992.00,81.51
991.00,81.63
990.00,81.74
989.00,81.83
988.00,81.91
987.00,81.98
986.00,82.05
985.00,82.15
984.00,82.24
983.00,82.34
982.00,82.43
981.00,82.52
980.00,82.61
979.00,82.70
978.00,82.79
977.00,82.88
976.00,82.97
975.00,83.04
974.00,83.11
973.00,83.19
972.00,83.27
971.00,83.36
970.00,83.44
969.00,83.52
968.00,83.58
967.00,83.64
966.00,83.71
965.00,83.78
964.00,83.86
963.00,83.92
962.00,83.98
961.00,84.03
960.00,84.08
959.00,84.14
958.00,84.21
957.00,84.26
956.00,84.30
955.00,84.31
954.00,84.32
953.00,84.33
952.00,84.37
951.00,84.42
950.00,84.47
949.00,84.52
948.00,84.57
947.00,84.60
946.00,84.62
945.00,84.62
944.00,84.60
943.00,84.59
942.00,84.58
941.00,84.58
940.00,84.57
939.00,84.55
938.00,84.51
937.00,84.45
936.00,84.40
935.00,84.36
934.00,84.35
933.00,84.36
932.00,84.36
931.00,84.35
930.00,84.35
929.00,84.34
928.00,84.33
927.00,84.32
926.00,84.30
925.00,84.27
924.00,84.24
923.00,84.23
922.00,84.25
921.00,84.28
920.00,84.32
919.00,84.36
918.00,84.39
917.00,84.43
916.00,84.47
915.00,84.51
914.00,84.55
913.00,84.58
912.00,84.60
911.00,84.62
910.00,84.65
909.00,84.69
908.00,84.71
907.00,84.70
906.00,84.69
905.00,84.67
904.00,84.66
903.00,84.66
902.00,84.66
901.00,84.67
900.00,84.65
899.00,84.62
898.00,84.57
897.00,84.53
896.00,84.50
895.00,84.47
894.00,84.45
