Created as New Dataset,124 Philips (Green)
cm-1,%T
2463.00,98.83
2462.00,98.84
2461.00,98.83
2460.00,98.83
2459.00,98.82
2458.00,98.81
2457.00,98.78
2456.00,98.76
2455.00,98.74
2454.00,98.74
2453.00,98.76
2452.00,98.78
2451.00,98.79
2450.00,98.80
2449.00,98.81
2448.00,98.82
2447.00,98.83
2446.00,98.83
2445.00,98.82
2444.00,98.80
2443.00,98.78
2442.00,98.78
2441.00,98.78
2440.00,98.80
2439.00,98.82
2438.00,98.84
2437.00,98.84
2436.00,98.84
2435.00,98.84
2434.00,98.84
2433.00,98.84
2432.00,98.84
2431.00,98.84
2430.00,98.85
2429.00,98.86
2428.00,98.86
2427.00,98.85
2426.00,98.82
2425.00,98.80
2424.00,98.79
2423.00,98.79
2422.00,98.80
2421.00,98.79
2420.00,98.80
2419.00,98.81
2418.00,98.84
2417.00,98.88
2416.00,98.92
2415.00,98.94
2414.00,98.96
2413.00,98.95
2412.00,98.94
2411.00,98.92
2410.00,98.91
2409.00,98.91
2408.00,98.91
2407.00,98.92
2406.00,98.92
2405.00,98.93
2404.00,98.95
2403.00,98.97
2402.00,99.00
2401.00,99.02
2400.00,99.03
2399.00,99.04
2398.00,99.02
2397.00,99.01
2396.00,99.00
2395.00,99.01
2394.00,99.03
2393.00,99.05
2392.00,99.07
2391.00,99.10
2390.00,99.12
2389.00,99.13
2388.00,99.12
2387.00,99.12
2386.00,99.14
2385.00,99.18
2384.00,99.22
2383.00,99.26
2382.00,99.30
2381.00,99.34
2380.00,99.38
2379.00,99.43
2378.00,99.51
2377.00,99.60
2376.00,99.68
2375.00,99.72
2374.00,99.73
2373.00,99.70
2372.00,99.67
2371.00,99.65
2370.00,99.66
2369.00,99.69
2368.00,99.73
2367.00,99.78
2366.00,99.85
2365.00,99.91
2364.00,99.95
2363.00,99.93
2362.00,99.88
2361.00,99.81
2360.00,99.79
2359.00,99.81
2358.00,99.86
2357.00,99.88
2356.00,99.85
2355.00,99.82
2354.00,99.83
2353.00,99.87
2352.00,99.92
2351.00,99.94
2350.00,99.92
2349.00,99.87
2348.00,99.85
2347.00,99.88
2346.00,99.98
2345.00,100.08
2344.00,100.12
2343.00,100.04
2342.00,99.91
2341.00,99.82
2340.00,99.79
2339.00,99.80
2338.00,99.81
2337.00,99.81
2336.00,99.78
2335.00,99.75
2334.00,99.72
2333.00,99.71
2332.00,99.71
2331.00,99.72
2330.00,99.70
2329.00,99.65
2328.00,99.58
2327.00,99.50
2326.00,99.42
2325.00,99.35
2324.00,99.31
2323.00,99.32
2322.00,99.35
2321.00,99.37
2320.00,99.37
2319.00,99.34
2318.00,99.30
2317.00,99.25
2316.00,99.23
2315.00,99.25
2314.00,99.28
2313.00,99.31
2312.00,99.33
2311.00,99.33
2310.00,99.30
2309.00,99.26
2308.00,99.21
2307.00,99.17
2306.00,99.15
2305.00,99.14
2304.00,99.12
2303.00,99.08
2302.00,99.04
2301.00,98.99
2300.00,98.95
2299.00,98.90
2298.00,98.84
2297.00,98.79
2296.00,98.76
2295.00,98.74
2294.00,98.72
2293.00,98.68
2292.00,98.63
2291.00,98.58
2290.00,98.54
2289.00,98.49
2288.00,98.43
2287.00,98.39
2286.00,98.36
2285.00,98.34
2284.00,98.32
2283.00,98.28
2282.00,98.24
2281.00,98.21
2280.00,98.20
2279.00,98.20
2278.00,98.20
2277.00,98.21
2276.00,98.20
2275.00,98.17
2274.00,98.13
2273.00,98.07
2272.00,98.01
2271.00,97.97
2270.00,97.97
2269.00,97.99
2268.00,98.01
2267.00,98.01
2266.00,98.01
2265.00,98.01
2264.00,98.00
2263.00,97.98
2262.00,97.94
2261.00,97.88
2260.00,97.79
2259.00,97.72
2258.00,97.67
2257.00,97.66
2256.00,97.68
2255.00,97.71
2254.00,97.73
2253.00,97.71
2252.00,97.66
2251.00,97.61
2250.00,97.58
2249.00,97.57
2248.00,97.59
2247.00,97.62
2246.00,97.63
2245.00,97.61
2244.00,97.57
2243.00,97.52
2242.00,97.47
2241.00,97.43
2240.00,97.40
2239.00,97.37
2238.00,97.36
2237.00,97.36
2236.00,97.38
2235.00,97.39
2234.00,97.38
2233.00,97.38
2232.00,97.38
2231.00,97.39
2230.00,97.40
2229.00,97.37
2228.00,97.32
2227.00,97.26
2226.00,97.21
2225.00,97.16
2224.00,97.14
2223.00,97.14
2222.00,97.16
2221.00,97.17
2220.00,97.16
2219.00,97.12
2218.00,97.08
2217.00,97.05
2216.00,97.02
2215.00,96.98
2214.00,96.94
2213.00,96.92
2212.00,96.93
2211.00,96.95
2210.00,96.94
2209.00,96.89
2208.00,96.85
2207.00,96.82
2206.00,96.81
2205.00,96.81
2204.00,96.81
2203.00,96.80
2202.00,96.77
2201.00,96.74
2200.00,96.69
2199.00,96.63
2198.00,96.57
2197.00,96.50
2196.00,96.47
2195.00,96.46
2194.00,96.48
2193.00,96.49
2192.00,96.48
2191.00,96.45
2190.00,96.41
2189.00,96.36
2188.00,96.29
2187.00,96.22
2186.00,96.15
2185.00,96.11
2184.00,96.09
2183.00,96.11
2182.00,96.15
2181.00,96.21
2180.00,96.25
2179.00,96.27
2178.00,96.26
2177.00,96.23
2176.00,96.20
2175.00,96.18
2174.00,96.17
2173.00,96.16
2172.00,96.12
2171.00,96.06
2170.00,96.00
2169.00,95.91
2168.00,95.81
2167.00,95.68
2166.00,95.56
2165.00,95.44
2164.00,95.31
2163.00,95.18
2162.00,95.05
2161.00,95.02
2160.00,95.14
2159.00,95.40
2158.00,95.72
2157.00,96.02
2156.00,96.25
2155.00,96.40
2154.00,96.48
2153.00,96.52
2152.00,96.52
2151.00,96.52
2150.00,96.53
2149.00,96.58
2148.00,96.66
2147.00,96.73
2146.00,96.81
2145.00,96.88
2144.00,96.99
2143.00,97.11
2142.00,97.21
2141.00,97.26
2140.00,97.26
2139.00,97.26
2138.00,97.27
2137.00,97.31
2136.00,97.39
2135.00,97.49
2134.00,97.59
2133.00,97.68
2132.00,97.72
2131.00,97.75
2130.00,97.75
2129.00,97.76
2128.00,97.78
2127.00,97.82
2126.00,97.86
2125.00,97.88
2124.00,97.88
2123.00,97.87
2122.00,97.88
2121.00,97.89
2120.00,97.90
2119.00,97.89
2118.00,97.87
2117.00,97.85
2116.00,97.82
2115.00,97.79
2114.00,97.77
2113.00,97.78
2112.00,97.80
2111.00,97.83
2110.00,97.83
2109.00,97.79
2108.00,97.74
2107.00,97.70
2106.00,97.69
2105.00,97.71
2104.00,97.73
2103.00,97.77
2102.00,97.80
2101.00,97.82
2100.00,97.81
2099.00,97.79
2098.00,97.79
2097.00,97.80
2096.00,97.83
2095.00,97.86
2094.00,97.89
2093.00,97.91
2092.00,97.90
2091.00,97.88
2090.00,97.83
2089.00,97.80
2088.00,97.79
2087.00,97.79
2086.00,97.78
2085.00,97.75
2084.00,97.73
2083.00,97.72
2082.00,97.71
2081.00,97.68
2080.00,97.64
2079.00,97.62
2078.00,97.61
2077.00,97.63
2076.00,97.63
2075.00,97.61
2074.00,97.56
2073.00,97.51
2072.00,97.48
2071.00,97.48
2070.00,97.48
2069.00,97.46
2068.00,97.43
2067.00,97.41
2066.00,97.41
2065.00,97.41
2064.00,97.42
2063.00,97.45
2062.00,97.46
2061.00,97.46
2060.00,97.41
2059.00,97.35
2058.00,97.30
2057.00,97.29
2056.00,97.30
2055.00,97.28
2054.00,97.20
2053.00,97.05
2052.00,96.88
2051.00,96.73
2050.00,96.62
2049.00,96.58
2048.00,96.59
2047.00,96.64
2046.00,96.69
2045.00,96.71
2044.00,96.69
2043.00,96.62
2042.00,96.51
2041.00,96.36
2040.00,96.23
2039.00,96.17
2038.00,96.16
2037.00,96.17
2036.00,96.18
2035.00,96.19
2034.00,96.23
2033.00,96.28
2032.00,96.32
2031.00,96.34
2030.00,96.35
2029.00,96.31
2028.00,96.22
2027.00,96.12
2026.00,96.05
2025.00,96.05
2024.00,96.08
2023.00,96.13
2022.00,96.15
2021.00,96.17
2020.00,96.22
2019.00,96.30
2018.00,96.37
2017.00,96.38
2016.00,96.32
2015.00,96.25
2014.00,96.21
2013.00,96.22
2012.00,96.27
2011.00,96.32
2010.00,96.38
2009.00,96.47
2008.00,96.57
2007.00,96.66
2006.00,96.70
2005.00,96.70
2004.00,96.69
2003.00,96.67
2002.00,96.66
2001.00,96.63
2000.00,96.57
1999.00,96.50
1998.00,96.45
1997.00,96.46
1996.00,96.53
1995.00,96.62
1994.00,96.69
1993.00,96.69
1992.00,96.67
1991.00,96.64
1990.00,96.64
1989.00,96.66
1988.00,96.66
1987.00,96.64
1986.00,96.61
1985.00,96.57
1984.00,96.51
1983.00,96.43
1982.00,96.32
1981.00,96.23
1980.00,96.17
1979.00,96.15
1978.00,96.14
1977.00,96.13
1976.00,96.13
1975.00,96.18
1974.00,96.26
1973.00,96.32
1972.00,96.36
1971.00,96.40
1970.00,96.46
1969.00,96.54
1968.00,96.62
1967.00,96.69
1966.00,96.76
1965.00,96.83
1964.00,96.90
1963.00,96.97
1962.00,97.03
1961.00,97.09
1960.00,97.16
1959.00,97.25
1958.00,97.32
1957.00,97.35
1956.00,97.34
1955.00,97.30
1954.00,97.28
1953.00,97.29
1952.00,97.33
1951.00,97.37
1950.00,97.42
1949.00,97.45
1948.00,97.47
1947.00,97.48
1946.00,97.49
1945.00,97.52
1944.00,97.56
1943.00,97.58
1942.00,97.60
1941.00,97.61
1940.00,97.66
1939.00,97.73
1938.00,97.81
1937.00,97.86
1936.00,97.87
1935.00,97.85
1934.00,97.85
1933.00,97.89
1932.00,97.96
1931.00,98.03
1930.00,98.09
1929.00,98.11
1928.00,98.10
1927.00,98.07
1926.00,98.04
1925.00,98.01
1924.00,98.01
1923.00,98.04
1922.00,98.07
1921.00,98.09
1920.00,98.12
1919.00,98.15
1918.00,98.19
1917.00,98.20
1916.00,98.20
1915.00,98.20
1914.00,98.20
1913.00,98.20
1912.00,98.19
1911.00,98.20
1910.00,98.22
1909.00,98.26
1908.00,98.29
1907.00,98.31
1906.00,98.32
1905.00,98.32
1904.00,98.33
1903.00,98.34
1902.00,98.35
1901.00,98.37
1900.00,98.39
1899.00,98.42
1898.00,98.44
1897.00,98.46
1896.00,98.46
1895.00,98.43
1894.00,98.40
1893.00,98.38
1892.00,98.39
1891.00,98.43
1890.00,98.46
1889.00,98.48
1888.00,98.48
1887.00,98.49
1886.00,98.50
1885.00,98.52
1884.00,98.53
1883.00,98.53
1882.00,98.52
1881.00,98.51
1880.00,98.51
1879.00,98.51
1878.00,98.51
1877.00,98.52
1876.00,98.53
1875.00,98.54
1874.00,98.56
1873.00,98.59
1872.00,98.61
1871.00,98.63
1870.00,98.63
1869.00,98.63
1868.00,98.61
1867.00,98.60
1866.00,98.59
1865.00,98.59
1864.00,98.60
1863.00,98.61
1862.00,98.62
1861.00,98.63
1860.00,98.64
1859.00,98.66
1858.00,98.68
1857.00,98.70
1856.00,98.70
1855.00,98.71
1854.00,98.72
1853.00,98.74
1852.00,98.75
1851.00,98.77
1850.00,98.77
1849.00,98.76
1848.00,98.74
1847.00,98.73
1846.00,98.73
1845.00,98.72
1844.00,98.70
1843.00,98.68
1842.00,98.70
1841.00,98.73
1840.00,98.78
1839.00,98.81
1838.00,98.81
1837.00,98.80
1836.00,98.77
1835.00,98.76
1834.00,98.76
1833.00,98.78
1832.00,98.81
1831.00,98.83
1830.00,98.83
1829.00,98.81
1828.00,98.79
1827.00,98.77
1826.00,98.77
1825.00,98.78
1824.00,98.80
1823.00,98.82
1822.00,98.84
1821.00,98.86
1820.00,98.88
1819.00,98.91
1818.00,98.94
1817.00,98.96
1816.00,98.96
1815.00,98.95
1814.00,98.94
1813.00,98.93
1812.00,98.92
1811.00,98.93
1810.00,98.93
1809.00,98.93
1808.00,98.93
1807.00,98.93
1806.00,98.93
1805.00,98.93
1804.00,98.93
1803.00,98.93
1802.00,98.93
1801.00,98.92
1800.00,98.92
1799.00,98.92
1798.00,98.92
1797.00,98.93
1796.00,98.93
1795.00,98.94
1794.00,98.95
1793.00,98.95
1792.00,98.94
1791.00,98.95
1790.00,98.96
1789.00,98.96
1788.00,98.96
1787.00,98.96
1786.00,98.95
1785.00,98.95
1784.00,98.95
1783.00,98.95
1782.00,98.94
1781.00,98.92
1780.00,98.91
1779.00,98.91
1778.00,98.92
1777.00,98.93
1776.00,98.93
1775.00,98.93
1774.00,98.91
1773.00,98.90
1772.00,98.89
1771.00,98.88
1770.00,98.88
1769.00,98.87
1768.00,98.85
1767.00,98.82
1766.00,98.80
1765.00,98.77
1764.00,98.76
1763.00,98.77
1762.00,98.78
1761.00,98.78
1760.00,98.75
1759.00,98.72
1758.00,98.69
1757.00,98.68
1756.00,98.67
1755.00,98.66
1754.00,98.65
1753.00,98.65
1752.00,98.64
1751.00,98.64
1750.00,98.65
1749.00,98.64
1748.00,98.62
1747.00,98.59
1746.00,98.58
1745.00,98.58
1744.00,98.57
1743.00,98.56
1742.00,98.55
1741.00,98.53
1740.00,98.52
1739.00,98.50
1738.00,98.48
1737.00,98.47
1736.00,98.48
1735.00,98.49
1734.00,98.50
1733.00,98.48
1732.00,98.45
1731.00,98.43
1730.00,98.42
1729.00,98.42
1728.00,98.44
1727.00,98.45
1726.00,98.46
1725.00,98.46
1724.00,98.46
1723.00,98.45
1722.00,98.46
1721.00,98.47
1720.00,98.48
1719.00,98.49
1718.00,98.49
1717.00,98.48
1716.00,98.46
1715.00,98.45
1714.00,98.45
1713.00,98.45
1712.00,98.45
1711.00,98.46
1710.00,98.48
1709.00,98.50
1708.00,98.51
1707.00,98.50
1706.00,98.50
1705.00,98.50
1704.00,98.51
1703.00,98.52
1702.00,98.52
1701.00,98.52
1700.00,98.52
1699.00,98.52
1698.00,98.52
1697.00,98.53
1696.00,98.54
1695.00,98.56
1694.00,98.57
1693.00,98.57
1692.00,98.58
1691.00,98.59
1690.00,98.60
1689.00,98.60
1688.00,98.59
1687.00,98.58
1686.00,98.57
1685.00,98.57
1684.00,98.57
1683.00,98.58
1682.00,98.59
1681.00,98.59
1680.00,98.59
1679.00,98.58
1678.00,98.57
1677.00,98.57
1676.00,98.56
1675.00,98.56
1674.00,98.55
1673.00,98.54
1672.00,98.54
1671.00,98.53
1670.00,98.52
1669.00,98.51
1668.00,98.51
1667.00,98.52
1666.00,98.53
1665.00,98.54
1664.00,98.55
1663.00,98.56
1662.00,98.56
1661.00,98.54
1660.00,98.53
1659.00,98.52
1658.00,98.51
1657.00,98.49
1656.00,98.47
1655.00,98.45
1654.00,98.44
1653.00,98.45
1652.00,98.44
1651.00,98.41
1650.00,98.38
1649.00,98.35
1648.00,98.33
1647.00,98.33
1646.00,98.36
1645.00,98.38
1644.00,98.39
1643.00,98.41
1642.00,98.43
1641.00,98.45
1640.00,98.47
1639.00,98.48
1638.00,98.49
1637.00,98.49
1636.00,98.51
1635.00,98.53
1634.00,98.54
1633.00,98.53
1632.00,98.53
1631.00,98.54
1630.00,98.55
1629.00,98.56
1628.00,98.56
1627.00,98.57
1626.00,98.57
1625.00,98.58
1624.00,98.59
1623.00,98.62
1622.00,98.63
1621.00,98.62
1620.00,98.60
1619.00,98.59
1618.00,98.59
1617.00,98.61
1616.00,98.62
1615.00,98.62
1614.00,98.61
1613.00,98.60
1612.00,98.60
1611.00,98.61
1610.00,98.61
1609.00,98.61
1608.00,98.60
1607.00,98.60
1606.00,98.61
1605.00,98.64
1604.00,98.66
1603.00,98.67
1602.00,98.68
1601.00,98.68
1600.00,98.67
1599.00,98.66
1598.00,98.66
1597.00,98.66
1596.00,98.66
1595.00,98.67
1594.00,98.67
1593.00,98.66
1592.00,98.67
1591.00,98.68
1590.00,98.70
1589.00,98.72
1588.00,98.72
1587.00,98.72
1586.00,98.72
1585.00,98.72
1584.00,98.72
1583.00,98.73
1582.00,98.73
1581.00,98.72
1580.00,98.71
1579.00,98.70
1578.00,98.71
1577.00,98.72
1576.00,98.71
1575.00,98.69
1574.00,98.67
1573.00,98.66
1572.00,98.65
1571.00,98.65
1570.00,98.65
1569.00,98.65
1568.00,98.63
1567.00,98.62
1566.00,98.61
1565.00,98.61
1564.00,98.60
1563.00,98.61
1562.00,98.62
1561.00,98.61
1560.00,98.60
1559.00,98.59
1558.00,98.61
1557.00,98.62
1556.00,98.62
1555.00,98.61
1554.00,98.59
1553.00,98.58
1552.00,98.58
1551.00,98.59
1550.00,98.60
1549.00,98.60
1548.00,98.59
1547.00,98.59
1546.00,98.58
1545.00,98.57
1544.00,98.57
1543.00,98.58
1542.00,98.59
1541.00,98.59
1540.00,98.58
1539.00,98.58
1538.00,98.57
1537.00,98.54
1536.00,98.52
1535.00,98.50
1534.00,98.48
1533.00,98.47
1532.00,98.47
1531.00,98.47
1530.00,98.47
1529.00,98.45
1528.00,98.42
1527.00,98.39
1526.00,98.36
1525.00,98.35
1524.00,98.33
1523.00,98.33
1522.00,98.31
1521.00,98.29
1520.00,98.26
1519.00,98.25
1518.00,98.26
1517.00,98.27
1516.00,98.27
1515.00,98.26
1514.00,98.26
1513.00,98.25
1512.00,98.25
1511.00,98.25
1510.00,98.25
1509.00,98.24
1508.00,98.21
1507.00,98.20
1506.00,98.20
1505.00,98.19
1504.00,98.17
1503.00,98.14
1502.00,98.11
1501.00,98.07
1500.00,98.02
1499.00,97.98
1498.00,97.94
1497.00,97.89
1496.00,97.83
1495.00,97.78
1494.00,97.74
1493.00,97.69
1492.00,97.63
1491.00,97.55
1490.00,97.46
1489.00,97.35
1488.00,97.24
1487.00,97.15
1486.00,97.07
1485.00,96.98
1484.00,96.87
1483.00,96.76
1482.00,96.62
1481.00,96.44
1480.00,96.24
1479.00,96.03
1478.00,95.78
1477.00,95.46
1476.00,95.08
1475.00,94.64
1474.00,94.06
1473.00,93.29
1472.00,92.37
1471.00,91.45
1470.00,90.55
1469.00,89.60
1468.00,88.59
1467.00,87.53
1466.00,86.37
1465.00,85.16
1464.00,84.05
1463.00,83.18
1462.00,82.54
1461.00,82.04
1460.00,81.67
1459.00,81.40
1458.00,81.16
1457.00,80.94
1456.00,80.81
1455.00,80.78
1454.00,80.84
1453.00,80.98
1452.00,81.25
1451.00,81.67
1450.00,82.29
1449.00,83.16
1448.00,84.29
1447.00,85.57
1446.00,86.81
1445.00,87.92
1444.00,88.89
1443.00,89.70
1442.00,90.32
1441.00,90.76
1440.00,91.04
1439.00,91.19
1438.00,91.25
1437.00,91.31
1436.00,91.49
1435.00,91.85
1434.00,92.37
1433.00,93.01
1432.00,93.69
1431.00,94.30
1430.00,94.79
1429.00,95.17
1428.00,95.45
1427.00,95.65
1426.00,95.82
1425.00,95.98
1424.00,96.12
1423.00,96.22
1422.00,96.28
1421.00,96.35
1420.00,96.41
1419.00,96.47
1418.00,96.52
1417.00,96.57
1416.00,96.63
1415.00,96.67
1414.00,96.71
1413.00,96.76
1412.00,96.80
1411.00,96.83
1410.00,96.85
1409.00,96.88
1408.00,96.90
1407.00,96.90
1406.00,96.90
1405.00,96.91
1404.00,96.93
1403.00,96.94
1402.00,96.95
1401.00,96.95
1400.00,96.94
1399.00,96.91
1398.00,96.87
1397.00,96.85
1396.00,96.82
1395.00,96.76
1394.00,96.68
1393.00,96.60
1392.00,96.52
1391.00,96.40
1390.00,96.23
1389.00,96.00
1388.00,95.64
1387.00,95.09
1386.00,94.31
1385.00,93.26
1384.00,91.86
1383.00,90.00
1382.00,87.67
1381.00,84.90
1380.00,81.77
1379.00,78.53
1378.00,75.67
1377.00,73.72
1376.00,73.13
1375.00,74.07
1374.00,76.34
1373.00,79.29
1372.00,82.29
1371.00,85.01
1370.00,87.34
1369.00,89.21
1368.00,90.60
1367.00,91.53
1366.00,92.08
1365.00,92.35
1364.00,92.40
1363.00,92.29
1362.00,92.07
1361.00,91.82
1360.00,91.62
1359.00,91.57
1358.00,91.72
1357.00,92.07
1356.00,92.56
1355.00,93.11
1354.00,93.66
1353.00,94.14
1352.00,94.54
1351.00,94.87
1350.00,95.14
1349.00,95.36
1348.00,95.55
1347.00,95.71
1346.00,95.85
1345.00,95.97
1344.00,96.08
1343.00,96.17
1342.00,96.25
1341.00,96.30
1340.00,96.34
1339.00,96.38
1338.00,96.41
1337.00,96.44
1336.00,96.45
1335.00,96.44
1334.00,96.41
1333.00,96.37
1332.00,96.32
1331.00,96.28
1330.00,96.25
1329.00,96.26
1328.00,96.30
1327.00,96.36
1326.00,96.43
1325.00,96.51
1324.00,96.59
1323.00,96.67
1322.00,96.74
1321.00,96.80
1320.00,96.85
1319.00,96.87
1318.00,96.89
1317.00,96.90
1316.00,96.92
1315.00,96.94
1314.00,96.95
1313.00,96.96
1312.00,96.94
1311.00,96.91
1310.00,96.85
1309.00,96.75
1308.00,96.59
1307.00,96.39
1306.00,96.20
1305.00,96.07
1304.00,96.02
1303.00,96.06
1302.00,96.13
1301.00,96.21
1300.00,96.25
1299.00,96.27
1298.00,96.28
1297.00,96.28
1296.00,96.30
1295.00,96.32
1294.00,96.37
1293.00,96.43
1292.00,96.50
1291.00,96.59
1290.00,96.67
1289.00,96.73
1288.00,96.78
1287.00,96.82
1286.00,96.85
1285.00,96.88
1284.00,96.91
1283.00,96.94
1282.00,96.96
1281.00,96.97
1280.00,96.99
1279.00,97.02
1278.00,97.04
1277.00,97.06
1276.00,97.09
1275.00,97.11
1274.00,97.13
1273.00,97.14
1272.00,97.14
1271.00,97.13
1270.00,97.12
1269.00,97.11
1268.00,97.11
1267.00,97.10
1266.00,97.07
1265.00,97.03
1264.00,96.98
1263.00,96.93
1262.00,96.86
1261.00,96.77
1260.00,96.64
1259.00,96.48
1258.00,96.32
1257.00,96.18
1256.00,96.11
1255.00,96.11
1254.00,96.19
1253.00,96.32
1252.00,96.45
1251.00,96.56
1250.00,96.66
1249.00,96.73
1248.00,96.79
1247.00,96.84
1246.00,96.88
1245.00,96.91
1244.00,96.94
1243.00,96.96
1242.00,96.98
1241.00,97.01
1240.00,97.03
1239.00,97.05
1238.00,97.07
1237.00,97.09
1236.00,97.10
1235.00,97.11
1234.00,97.12
1233.00,97.13
1232.00,97.14
1231.00,97.15
1230.00,97.14
1229.00,97.13
1228.00,97.12
1227.00,97.10
1226.00,97.08
1225.00,97.04
1224.00,97.01
1223.00,96.96
1222.00,96.91
1221.00,96.86
1220.00,96.82
1219.00,96.80
1218.00,96.80
1217.00,96.81
1216.00,96.85
1215.00,96.89
1214.00,96.94
1213.00,96.98
1212.00,97.02
1211.00,97.05
1210.00,97.08
1209.00,97.12
1208.00,97.17
1207.00,97.21
1206.00,97.24
1205.00,97.25
1204.00,97.25
1203.00,97.26
1202.00,97.27
1201.00,97.28
1200.00,97.29
1199.00,97.30
1198.00,97.31
1197.00,97.34
1196.00,97.37
1195.00,97.39
1194.00,97.40
1193.00,97.39
1192.00,97.37
1191.00,97.34
1190.00,97.30
1189.00,97.27
1188.00,97.26
1187.00,97.25
1186.00,97.24
1185.00,97.21
1184.00,97.16
1183.00,97.09
1182.00,97.02
1181.00,96.94
1180.00,96.85
1179.00,96.72
1178.00,96.55
1177.00,96.33
1176.00,96.05
1175.00,95.72
1174.00,95.31
1173.00,94.83
1172.00,94.29
1171.00,93.74
1170.00,93.23
1169.00,92.82
1168.00,92.54
1167.00,92.42
1166.00,92.44
1165.00,92.56
1164.00,92.73
1163.00,92.92
1162.00,93.11
1161.00,93.26
1160.00,93.36
1159.00,93.41
1158.00,93.42
1157.00,93.41
1156.00,93.39
1155.00,93.37
1154.00,93.35
1153.00,93.35
1152.00,93.38
1151.00,93.45
1150.00,93.56
1149.00,93.68
1148.00,93.81
1147.00,93.92
1146.00,94.03
1145.00,94.13
1144.00,94.23
1143.00,94.32
1142.00,94.39
1141.00,94.44
1140.00,94.47
1139.00,94.49
1138.00,94.53
1137.00,94.57
1136.00,94.59
1135.00,94.60
1134.00,94.58
1133.00,94.55
1132.00,94.51
1131.00,94.49
1130.00,94.47
1129.00,94.47
1128.00,94.47
1127.00,94.47
1126.00,94.46
1125.00,94.44
1124.00,94.40
1123.00,94.35
1122.00,94.29
1121.00,94.23
1120.00,94.18
1119.00,94.13
1118.00,94.08
1117.00,94.03
1116.00,94.00
1115.00,93.97
1114.00,93.94
1113.00,93.91
1112.00,93.87
1111.00,93.85
1110.00,93.83
1109.00,93.80
1108.00,93.74
1107.00,93.67
1106.00,93.58
1105.00,93.48
1104.00,93.38
1103.00,93.32
1102.00,93.32
1101.00,93.39
1100.00,93.53
1099.00,93.70
1098.00,93.87
1097.00,94.01
1096.00,94.11
1095.00,94.16
1094.00,94.20
1093.00,94.26
1092.00,94.34
1091.00,94.45
1090.00,94.58
1089.00,94.68
1088.00,94.76
1087.00,94.82
1086.00,94.87
1085.00,94.94
1084.00,95.02
1083.00,95.12
1082.00,95.22
1081.00,95.30
1080.00,95.33
1079.00,95.36
1078.00,95.40
1077.00,95.45
1076.00,95.51
1075.00,95.59
1074.00,95.68
1073.00,95.77
1072.00,95.84
1071.00,95.87
1070.00,95.90
1069.00,95.94
1068.00,95.98
1067.00,96.02
1066.00,96.06
1065.00,96.11
1064.00,96.14
1063.00,96.17
1062.00,96.19
1061.00,96.20
1060.00,96.21
1059.00,96.22
1058.00,96.25
1057.00,96.30
1056.00,96.35
1055.00,96.38
1054.00,96.39
1053.00,96.40
1052.00,96.42
1051.00,96.43
1050.00,96.41
1049.00,96.34
1048.00,96.26
1047.00,96.18
1046.00,96.14
1045.00,96.14
1044.00,96.18
1043.00,96.23
1042.00,96.26
1041.00,96.27
1040.00,96.27
1039.00,96.30
1038.00,96.35
1037.00,96.42
1036.00,96.49
1035.00,96.54
1034.00,96.58
1033.00,96.62
1032.00,96.66
1031.00,96.70
1030.00,96.72
1029.00,96.73
1028.00,96.74
1027.00,96.75
1026.00,96.76
1025.00,96.79
1024.00,96.82
1023.00,96.83
1022.00,96.82
1021.00,96.80
1020.00,96.76
1019.00,96.71
1018.00,96.65
1017.00,96.61
1016.00,96.59
1015.00,96.59
1014.00,96.60
1013.00,96.58
1012.00,96.54
1011.00,96.48
1010.00,96.39
1009.00,96.29
1008.00,96.18
1007.00,96.06
1006.00,95.92
1005.00,95.72
1004.00,95.42
1003.00,95.00
1002.00,94.43
1001.00,93.75
1000.00,93.07
999.00,92.51
998.00,92.24
997.00,92.33
996.00,92.74
995.00,93.36
994.00,94.02
993.00,94.63
992.00,95.12
991.00,95.48
990.00,95.74
989.00,95.92
988.00,96.03
987.00,96.09
986.00,96.12
985.00,96.11
984.00,96.07
983.00,95.95
982.00,95.73
981.00,95.42
980.00,94.98
979.00,94.39
978.00,93.66
977.00,92.84
976.00,92.01
975.00,91.29
974.00,90.80
973.00,90.65
972.00,90.89
971.00,91.47
970.00,92.27
969.00,93.11
968.00,93.87
967.00,94.48
966.00,94.94
965.00,95.28
964.00,95.53
963.00,95.72
962.00,95.87
961.00,96.00
960.00,96.12
959.00,96.23
958.00,96.31
957.00,96.38
956.00,96.43
955.00,96.46
954.00,96.49
953.00,96.51
952.00,96.53
951.00,96.53
950.00,96.53
949.00,96.53
948.00,96.54
947.00,96.55
946.00,96.55
945.00,96.53
944.00,96.50
943.00,96.45
942.00,96.40
941.00,96.36
940.00,96.35
939.00,96.38
938.00,96.45
937.00,96.54
936.00,96.62
935.00,96.68
934.00,96.72
933.00,96.77
932.00,96.82
931.00,96.87
930.00,96.89
929.00,96.90
928.00,96.89
927.00,96.89
926.00,96.89
925.00,96.89
924.00,96.90
923.00,96.92
922.00,96.96
921.00,96.99
920.00,97.02
919.00,97.03
918.00,97.03
917.00,97.03
916.00,97.04
915.00,97.04
914.00,97.04
913.00,97.03
912.00,97.02
911.00,97.00
910.00,96.97
909.00,96.92
908.00,96.84
907.00,96.72
906.00,96.57
905.00,96.36
904.00,96.08
903.00,95.75
902.00,95.41
901.00,95.11
