Created as New Dataset,13.2 Red Wool Polwarth sheep
cm-1,%T
2464.00,98.28
2463.00,98.29
2462.00,98.28
2461.00,98.28
2460.00,98.26
2459.00,98.25
2458.00,98.24
2457.00,98.23
2456.00,98.23
2455.00,98.24
2454.00,98.25
2453.00,98.26
2452.00,98.27
2451.00,98.29
2450.00,98.30
2449.00,98.32
2448.00,98.35
2447.00,98.37
2446.00,98.37
2445.00,98.36
2444.00,98.34
2443.00,98.33
2442.00,98.33
2441.00,98.34
2440.00,98.36
2439.00,98.35
2438.00,98.34
2437.00,98.33
2436.00,98.33
2435.00,98.35
2434.00,98.37
2433.00,98.39
2432.00,98.40
2431.00,98.40
2430.00,98.39
2429.00,98.37
2428.00,98.36
2427.00,98.36
2426.00,98.37
2425.00,98.39
2424.00,98.40
2423.00,98.42
2422.00,98.43
2421.00,98.43
2420.00,98.42
2419.00,98.41
2418.00,98.41
2417.00,98.42
2416.00,98.45
2415.00,98.48
2414.00,98.50
2413.00,98.51
2412.00,98.50
2411.00,98.47
2410.00,98.46
2409.00,98.45
2408.00,98.46
2407.00,98.48
2406.00,98.48
2405.00,98.48
2404.00,98.46
2403.00,98.45
2402.00,98.44
2401.00,98.45
2400.00,98.48
2399.00,98.51
2398.00,98.52
2397.00,98.52
2396.00,98.52
2395.00,98.52
2394.00,98.52
2393.00,98.52
2392.00,98.50
2391.00,98.49
2390.00,98.49
2389.00,98.50
2388.00,98.52
2387.00,98.54
2386.00,98.55
2385.00,98.55
2384.00,98.56
2383.00,98.56
2382.00,98.57
2381.00,98.59
2380.00,98.61
2379.00,98.62
2378.00,98.63
2377.00,98.62
2376.00,98.60
2375.00,98.58
2374.00,98.58
2373.00,98.59
2372.00,98.60
2371.00,98.61
2370.00,98.59
2369.00,98.57
2368.00,98.59
2367.00,98.65
2366.00,98.69
2365.00,98.68
2364.00,98.62
2363.00,98.58
2362.00,98.60
2361.00,98.62
2360.00,98.60
2359.00,98.56
2358.00,98.52
2357.00,98.52
2356.00,98.57
2355.00,98.64
2354.00,98.67
2353.00,98.66
2352.00,98.63
2351.00,98.62
2350.00,98.62
2349.00,98.61
2348.00,98.60
2347.00,98.58
2346.00,98.58
2345.00,98.63
2344.00,98.69
2343.00,98.72
2342.00,98.71
2341.00,98.67
2340.00,98.64
2339.00,98.62
2338.00,98.59
2337.00,98.56
2336.00,98.55
2335.00,98.56
2334.00,98.58
2333.00,98.60
2332.00,98.62
2331.00,98.64
2330.00,98.66
2329.00,98.67
2328.00,98.64
2327.00,98.58
2326.00,98.50
2325.00,98.42
2324.00,98.39
2323.00,98.42
2322.00,98.49
2321.00,98.54
2320.00,98.54
2319.00,98.51
2318.00,98.47
2317.00,98.45
2316.00,98.46
2315.00,98.49
2314.00,98.51
2313.00,98.51
2312.00,98.50
2311.00,98.49
2310.00,98.49
2309.00,98.49
2308.00,98.50
2307.00,98.52
2306.00,98.53
2305.00,98.54
2304.00,98.55
2303.00,98.55
2302.00,98.53
2301.00,98.50
2300.00,98.47
2299.00,98.46
2298.00,98.46
2297.00,98.47
2296.00,98.47
2295.00,98.47
2294.00,98.47
2293.00,98.46
2292.00,98.45
2291.00,98.43
2290.00,98.41
2289.00,98.39
2288.00,98.37
2287.00,98.37
2286.00,98.39
2285.00,98.41
2284.00,98.43
2283.00,98.44
2282.00,98.45
2281.00,98.46
2280.00,98.48
2279.00,98.50
2278.00,98.51
2277.00,98.50
2276.00,98.48
2275.00,98.48
2274.00,98.48
2273.00,98.49
2272.00,98.48
2271.00,98.49
2270.00,98.50
2269.00,98.51
2268.00,98.52
2267.00,98.53
2266.00,98.55
2265.00,98.57
2264.00,98.58
2263.00,98.58
2262.00,98.56
2261.00,98.54
2260.00,98.52
2259.00,98.51
2258.00,98.50
2257.00,98.49
2256.00,98.47
2255.00,98.45
2254.00,98.44
2253.00,98.45
2252.00,98.47
2251.00,98.50
2250.00,98.51
2249.00,98.51
2248.00,98.50
2247.00,98.50
2246.00,98.49
2245.00,98.48
2244.00,98.47
2243.00,98.48
2242.00,98.50
2241.00,98.52
2240.00,98.52
2239.00,98.52
2238.00,98.50
2237.00,98.47
2236.00,98.41
2235.00,98.36
2234.00,98.34
2233.00,98.35
2232.00,98.40
2231.00,98.48
2230.00,98.56
2229.00,98.60
2228.00,98.60
2227.00,98.58
2226.00,98.53
2225.00,98.47
2224.00,98.41
2223.00,98.38
2222.00,98.39
2221.00,98.40
2220.00,98.40
2219.00,98.40
2218.00,98.41
2217.00,98.44
2216.00,98.51
2215.00,98.57
2214.00,98.59
2213.00,98.55
2212.00,98.47
2211.00,98.40
2210.00,98.37
2209.00,98.39
2208.00,98.43
2207.00,98.46
2206.00,98.49
2205.00,98.53
2204.00,98.57
2203.00,98.60
2202.00,98.60
2201.00,98.57
2200.00,98.52
2199.00,98.48
2198.00,98.45
2197.00,98.40
2196.00,98.34
2195.00,98.30
2194.00,98.28
2193.00,98.30
2192.00,98.33
2191.00,98.37
2190.00,98.40
2189.00,98.39
2188.00,98.38
2187.00,98.37
2186.00,98.38
2185.00,98.39
2184.00,98.42
2183.00,98.47
2182.00,98.51
2181.00,98.51
2180.00,98.46
2179.00,98.40
2178.00,98.36
2177.00,98.32
2176.00,98.30
2175.00,98.32
2174.00,98.41
2173.00,98.52
2172.00,98.59
2171.00,98.60
2170.00,98.54
2169.00,98.43
2168.00,98.33
2167.00,98.26
2166.00,98.24
2165.00,98.23
2164.00,98.23
2163.00,98.21
2162.00,98.20
2161.00,98.22
2160.00,98.30
2159.00,98.41
2158.00,98.51
2157.00,98.53
2156.00,98.51
2155.00,98.50
2154.00,98.53
2153.00,98.59
2152.00,98.67
2151.00,98.71
2150.00,98.71
2149.00,98.66
2148.00,98.61
2147.00,98.58
2146.00,98.58
2145.00,98.60
2144.00,98.64
2143.00,98.69
2142.00,98.72
2141.00,98.71
2140.00,98.68
2139.00,98.65
2138.00,98.61
2137.00,98.57
2136.00,98.53
2135.00,98.53
2134.00,98.58
2133.00,98.66
2132.00,98.73
2131.00,98.77
2130.00,98.78
2129.00,98.75
2128.00,98.72
2127.00,98.71
2126.00,98.71
2125.00,98.70
2124.00,98.67
2123.00,98.64
2122.00,98.61
2121.00,98.59
2120.00,98.60
2119.00,98.62
2118.00,98.63
2117.00,98.62
2116.00,98.60
2115.00,98.60
2114.00,98.61
2113.00,98.61
2112.00,98.59
2111.00,98.57
2110.00,98.55
2109.00,98.56
2108.00,98.58
2107.00,98.60
2106.00,98.61
2105.00,98.61
2104.00,98.61
2103.00,98.61
2102.00,98.60
2101.00,98.58
2100.00,98.54
2099.00,98.53
2098.00,98.54
2097.00,98.58
2096.00,98.60
2095.00,98.60
2094.00,98.58
2093.00,98.54
2092.00,98.51
2091.00,98.51
2090.00,98.55
2089.00,98.59
2088.00,98.63
2087.00,98.66
2086.00,98.68
2085.00,98.67
2084.00,98.63
2083.00,98.60
2082.00,98.58
2081.00,98.59
2080.00,98.62
2079.00,98.64
2078.00,98.65
2077.00,98.61
2076.00,98.55
2075.00,98.52
2074.00,98.52
2073.00,98.55
2072.00,98.58
2071.00,98.63
2070.00,98.70
2069.00,98.73
2068.00,98.73
2067.00,98.68
2066.00,98.64
2065.00,98.60
2064.00,98.58
2063.00,98.57
2062.00,98.56
2061.00,98.54
2060.00,98.54
2059.00,98.57
2058.00,98.61
2057.00,98.64
2056.00,98.64
2055.00,98.62
2054.00,98.57
2053.00,98.49
2052.00,98.41
2051.00,98.38
2050.00,98.43
2049.00,98.53
2048.00,98.62
2047.00,98.66
2046.00,98.64
2045.00,98.58
2044.00,98.51
2043.00,98.48
2042.00,98.49
2041.00,98.51
2040.00,98.51
2039.00,98.49
2038.00,98.46
2037.00,98.46
2036.00,98.49
2035.00,98.56
2034.00,98.62
2033.00,98.62
2032.00,98.58
2031.00,98.57
2030.00,98.60
2029.00,98.65
2028.00,98.68
2027.00,98.70
2026.00,98.70
2025.00,98.71
2024.00,98.72
2023.00,98.72
2022.00,98.73
2021.00,98.73
2020.00,98.73
2019.00,98.74
2018.00,98.75
2017.00,98.75
2016.00,98.72
2015.00,98.70
2014.00,98.69
2013.00,98.68
2012.00,98.68
2011.00,98.68
2010.00,98.68
2009.00,98.66
2008.00,98.65
2007.00,98.68
2006.00,98.72
2005.00,98.73
2004.00,98.71
2003.00,98.69
2002.00,98.72
2001.00,98.75
2000.00,98.77
1999.00,98.76
1998.00,98.75
1997.00,98.71
1996.00,98.68
1995.00,98.65
1994.00,98.63
1993.00,98.60
1992.00,98.56
1991.00,98.55
1990.00,98.59
1989.00,98.65
1988.00,98.68
1987.00,98.67
1986.00,98.64
1985.00,98.61
1984.00,98.57
1983.00,98.52
1982.00,98.47
1981.00,98.44
1980.00,98.48
1979.00,98.56
1978.00,98.65
1977.00,98.71
1976.00,98.75
1975.00,98.77
1974.00,98.76
1973.00,98.71
1972.00,98.68
1971.00,98.69
1970.00,98.73
1969.00,98.73
1968.00,98.69
1967.00,98.64
1966.00,98.62
1965.00,98.64
1964.00,98.68
1963.00,98.71
1962.00,98.73
1961.00,98.70
1960.00,98.66
1959.00,98.63
1958.00,98.66
1957.00,98.71
1956.00,98.77
1955.00,98.84
1954.00,98.89
1953.00,98.92
1952.00,98.92
1951.00,98.89
1950.00,98.85
1949.00,98.81
1948.00,98.80
1947.00,98.80
1946.00,98.81
1945.00,98.80
1944.00,98.79
1943.00,98.80
1942.00,98.81
1941.00,98.80
1940.00,98.77
1939.00,98.75
1938.00,98.76
1937.00,98.76
1936.00,98.77
1935.00,98.77
1934.00,98.79
1933.00,98.82
1932.00,98.84
1931.00,98.85
1930.00,98.85
1929.00,98.84
1928.00,98.83
1927.00,98.81
1926.00,98.80
1925.00,98.78
1924.00,98.75
1923.00,98.73
1922.00,98.72
1921.00,98.73
1920.00,98.76
1919.00,98.81
1918.00,98.83
1917.00,98.83
1916.00,98.80
1915.00,98.80
1914.00,98.82
1913.00,98.86
1912.00,98.87
1911.00,98.88
1910.00,98.87
1909.00,98.85
1908.00,98.82
1907.00,98.80
1906.00,98.79
1905.00,98.79
1904.00,98.80
1903.00,98.81
1902.00,98.81
1901.00,98.79
1900.00,98.77
1899.00,98.76
1898.00,98.78
1897.00,98.79
1896.00,98.79
1895.00,98.79
1894.00,98.79
1893.00,98.78
1892.00,98.77
1891.00,98.76
1890.00,98.77
1889.00,98.77
1888.00,98.77
1887.00,98.76
1886.00,98.78
1885.00,98.81
1884.00,98.84
1883.00,98.86
1882.00,98.87
1881.00,98.88
1880.00,98.89
1879.00,98.90
1878.00,98.89
1877.00,98.86
1876.00,98.83
1875.00,98.80
1874.00,98.77
1873.00,98.74
1872.00,98.71
1871.00,98.69
1870.00,98.70
1869.00,98.71
1868.00,98.72
1867.00,98.75
1866.00,98.79
1865.00,98.82
1864.00,98.84
1863.00,98.85
1862.00,98.86
1861.00,98.85
1860.00,98.83
1859.00,98.82
1858.00,98.83
1857.00,98.84
1856.00,98.85
1855.00,98.85
1854.00,98.84
1853.00,98.83
1852.00,98.82
1851.00,98.84
1850.00,98.86
1849.00,98.86
1848.00,98.84
1847.00,98.83
1846.00,98.83
1845.00,98.84
1844.00,98.85
1843.00,98.86
1842.00,98.86
1841.00,98.84
1840.00,98.84
1839.00,98.85
1838.00,98.87
1837.00,98.88
1836.00,98.89
1835.00,98.89
1834.00,98.87
1833.00,98.83
1832.00,98.78
1831.00,98.74
1830.00,98.73
1829.00,98.73
1828.00,98.75
1827.00,98.78
1826.00,98.79
1825.00,98.79
1824.00,98.77
1823.00,98.76
1822.00,98.77
1821.00,98.76
1820.00,98.76
1819.00,98.77
1818.00,98.78
1817.00,98.78
1816.00,98.75
1815.00,98.73
1814.00,98.72
1813.00,98.71
1812.00,98.68
1811.00,98.65
1810.00,98.63
1809.00,98.61
1808.00,98.60
1807.00,98.59
1806.00,98.58
1805.00,98.58
1804.00,98.56
1803.00,98.54
1802.00,98.51
1801.00,98.46
1800.00,98.41
1799.00,98.38
1798.00,98.36
1797.00,98.34
1796.00,98.32
1795.00,98.29
1794.00,98.27
1793.00,98.24
1792.00,98.20
1791.00,98.17
1790.00,98.14
1789.00,98.08
1788.00,98.02
1787.00,97.98
1786.00,97.95
1785.00,97.92
1784.00,97.86
1783.00,97.79
1782.00,97.72
1781.00,97.65
1780.00,97.58
1779.00,97.52
1778.00,97.46
1777.00,97.39
1776.00,97.32
1775.00,97.26
1774.00,97.17
1773.00,97.04
1772.00,96.89
1771.00,96.80
1770.00,96.76
1769.00,96.71
1768.00,96.60
1767.00,96.44
1766.00,96.29
1765.00,96.15
1764.00,96.03
1763.00,95.90
1762.00,95.76
1761.00,95.61
1760.00,95.46
1759.00,95.33
1758.00,95.19
1757.00,95.00
1756.00,94.76
1755.00,94.52
1754.00,94.31
1753.00,94.07
1752.00,93.72
1751.00,93.25
1750.00,92.73
1749.00,92.22
1748.00,91.72
1747.00,91.24
1746.00,90.78
1745.00,90.29
1744.00,89.74
1743.00,89.16
1742.00,88.57
1741.00,87.95
1740.00,87.31
1739.00,86.75
1738.00,86.35
1737.00,86.11
1736.00,85.96
1735.00,85.89
1734.00,85.93
1733.00,86.02
1732.00,86.15
1731.00,86.37
1730.00,86.70
1729.00,87.05
1728.00,87.39
1727.00,87.72
1726.00,88.03
1725.00,88.31
1724.00,88.55
1723.00,88.75
1722.00,88.91
1721.00,89.03
1720.00,89.13
1719.00,89.24
1718.00,89.34
1717.00,89.37
1716.00,89.35
1715.00,89.32
1714.00,89.33
1713.00,89.34
1712.00,89.33
1711.00,89.33
1710.00,89.32
1709.00,89.27
1708.00,89.19
1707.00,89.10
1706.00,89.03
1705.00,88.96
1704.00,88.92
1703.00,88.91
1702.00,88.86
1701.00,88.67
1700.00,88.42
1699.00,88.27
1698.00,88.20
1697.00,88.09
1696.00,87.82
1695.00,87.46
1694.00,87.13
1693.00,86.86
1692.00,86.62
1691.00,86.36
1690.00,86.07
1689.00,85.77
1688.00,85.53
1687.00,85.36
1686.00,85.13
1685.00,84.66
1684.00,84.04
1683.00,83.55
1682.00,83.23
1681.00,82.94
1680.00,82.59
1679.00,82.24
1678.00,81.91
1677.00,81.59
1676.00,81.23
1675.00,80.90
1674.00,80.65
1673.00,80.46
1672.00,80.30
1671.00,80.13
1670.00,79.96
1669.00,79.80
1668.00,79.66
1667.00,79.54
1666.00,79.41
1665.00,79.24
1664.00,79.00
1663.00,78.75
1662.00,78.53
1661.00,78.34
1660.00,78.14
1659.00,77.94
1658.00,77.74
1657.00,77.58
1656.00,77.47
1655.00,77.35
1654.00,77.10
1653.00,76.73
1652.00,76.40
1651.00,76.15
1650.00,75.96
1649.00,75.83
1648.00,75.73
1647.00,75.64
1646.00,75.62
1645.00,75.61
1644.00,75.57
1643.00,75.54
1642.00,75.51
1641.00,75.47
1640.00,75.40
1639.00,75.35
1638.00,75.33
1637.00,75.29
1636.00,75.23
1635.00,75.19
1634.00,75.20
1633.00,75.24
1632.00,75.29
1631.00,75.34
1630.00,75.39
1629.00,75.42
1628.00,75.46
1627.00,75.53
1626.00,75.63
1625.00,75.75
1624.00,75.88
1623.00,76.05
1622.00,76.23
1621.00,76.41
1620.00,76.62
1619.00,76.85
1618.00,77.09
1617.00,77.32
1616.00,77.51
1615.00,77.68
1614.00,77.85
1613.00,78.05
1612.00,78.27
1611.00,78.48
1610.00,78.68
1609.00,78.88
1608.00,79.09
1607.00,79.29
1606.00,79.46
1605.00,79.62
1604.00,79.77
1603.00,79.91
1602.00,80.02
1601.00,80.12
1600.00,80.20
1599.00,80.28
1598.00,80.35
1597.00,80.40
1596.00,80.44
1595.00,80.48
1594.00,80.52
1593.00,80.57
1592.00,80.61
1591.00,80.63
1590.00,80.63
1589.00,80.61
1588.00,80.57
1587.00,80.52
1586.00,80.46
1585.00,80.40
1584.00,80.33
1583.00,80.27
1582.00,80.19
1581.00,80.10
1580.00,80.03
1579.00,79.99
1578.00,79.96
1577.00,79.86
1576.00,79.69
1575.00,79.50
1574.00,79.33
1573.00,79.22
1572.00,79.13
1571.00,79.00
1570.00,78.83
1569.00,78.68
1568.00,78.57
1567.00,78.49
1566.00,78.40
1565.00,78.29
1564.00,78.22
1563.00,78.22
1562.00,78.26
1561.00,78.23
1560.00,78.04
1559.00,77.76
1558.00,77.56
1557.00,77.51
1556.00,77.50
1555.00,77.49
1554.00,77.44
1553.00,77.38
1552.00,77.33
1551.00,77.32
1550.00,77.30
1549.00,77.27
1548.00,77.26
1547.00,77.28
1546.00,77.32
1545.00,77.36
1544.00,77.40
1543.00,77.44
1542.00,77.51
1541.00,77.61
1540.00,77.77
1539.00,77.96
1538.00,78.09
1537.00,78.15
1536.00,78.21
1535.00,78.31
1534.00,78.46
1533.00,78.63
1532.00,78.81
1531.00,78.96
1530.00,79.09
1529.00,79.23
1528.00,79.37
1527.00,79.52
1526.00,79.66
1525.00,79.79
1524.00,79.93
1523.00,80.10
1522.00,80.29
1521.00,80.40
1520.00,80.43
1519.00,80.42
1518.00,80.46
1517.00,80.56
1516.00,80.70
1515.00,80.87
1514.00,81.07
1513.00,81.29
1512.00,81.53
1511.00,81.77
1510.00,82.03
1509.00,82.29
1508.00,82.57
1507.00,82.89
1506.00,83.24
1505.00,83.51
1504.00,83.71
1503.00,83.90
1502.00,84.13
1501.00,84.36
1500.00,84.58
1499.00,84.83
1498.00,85.14
1497.00,85.48
1496.00,85.80
1495.00,86.05
1494.00,86.27
1493.00,86.47
1492.00,86.66
1491.00,86.87
1490.00,87.08
1489.00,87.27
1488.00,87.43
1487.00,87.58
1486.00,87.71
1485.00,87.80
1484.00,87.83
1483.00,87.82
1482.00,87.77
1481.00,87.65
1480.00,87.46
1479.00,87.21
1478.00,86.84
1477.00,86.28
1476.00,85.55
1475.00,84.67
1474.00,83.60
1473.00,82.37
1472.00,81.25
1471.00,80.45
1470.00,79.91
1469.00,79.47
1468.00,79.08
1467.00,78.74
1466.00,78.48
1465.00,78.32
1464.00,78.32
1463.00,78.49
1462.00,78.80
1461.00,79.18
1460.00,79.58
1459.00,79.95
1458.00,80.25
1457.00,80.47
1456.00,80.62
1455.00,80.74
1454.00,80.89
1453.00,81.10
1452.00,81.33
1451.00,81.55
1450.00,81.73
1449.00,81.89
1448.00,82.02
1447.00,82.14
1446.00,82.25
1445.00,82.36
1444.00,82.45
1443.00,82.52
1442.00,82.59
1441.00,82.67
1440.00,82.77
1439.00,82.89
1438.00,83.01
1437.00,83.13
1436.00,83.21
1435.00,83.27
1434.00,83.34
1433.00,83.45
1432.00,83.55
1431.00,83.63
1430.00,83.69
1429.00,83.73
1428.00,83.72
1427.00,83.68
1426.00,83.61
1425.00,83.52
1424.00,83.40
1423.00,83.27
1422.00,83.16
1421.00,83.04
1420.00,82.84
1419.00,82.57
1418.00,82.30
1417.00,82.09
1416.00,81.94
1415.00,81.81
1414.00,81.71
1413.00,81.63
1412.00,81.55
1411.00,81.45
1410.00,81.35
1409.00,81.24
1408.00,81.14
1407.00,81.03
1406.00,80.92
1405.00,80.79
1404.00,80.66
1403.00,80.54
1402.00,80.45
1401.00,80.36
1400.00,80.26
1399.00,80.15
1398.00,80.07
1397.00,80.01
1396.00,79.97
1395.00,79.91
1394.00,79.86
1393.00,79.81
1392.00,79.78
1391.00,79.75
1390.00,79.72
1389.00,79.64
1388.00,79.47
1387.00,79.22
1386.00,78.96
1385.00,78.74
1384.00,78.61
1383.00,78.57
1382.00,78.60
1381.00,78.67
1380.00,78.75
1379.00,78.84
1378.00,78.95
1377.00,79.09
1376.00,79.28
1375.00,79.55
1374.00,79.87
1373.00,80.19
1372.00,80.46
1371.00,80.68
1370.00,80.84
1369.00,80.93
1368.00,80.99
1367.00,81.06
1366.00,81.20
1365.00,81.45
1364.00,81.81
1363.00,82.23
1362.00,82.63
1361.00,82.96
1360.00,83.21
1359.00,83.42
1358.00,83.59
1357.00,83.74
1356.00,83.89
1355.00,84.03
1354.00,84.16
1353.00,84.27
1352.00,84.36
1351.00,84.45
1350.00,84.53
1349.00,84.60
1348.00,84.65
1347.00,84.70
1346.00,84.74
1345.00,84.79
1344.00,84.83
1343.00,84.87
1342.00,84.92
1341.00,84.98
1340.00,85.05
1339.00,85.10
1338.00,85.11
1337.00,85.09
1336.00,85.05
1335.00,85.02
1334.00,84.99
1333.00,84.97
1332.00,84.96
1331.00,84.95
1330.00,84.95
1329.00,84.95
1328.00,84.96
1327.00,84.95
1326.00,84.93
1325.00,84.90
1324.00,84.87
1323.00,84.84
1322.00,84.81
1321.00,84.78
1320.00,84.74
1319.00,84.72
1318.00,84.69
1317.00,84.67
1316.00,84.65
1315.00,84.64
1314.00,84.63
1313.00,84.60
1312.00,84.56
1311.00,84.52
1310.00,84.48
1309.00,84.46
1308.00,84.45
1307.00,84.43
1306.00,84.41
1305.00,84.38
1304.00,84.34
1303.00,84.29
1302.00,84.25
1301.00,84.22
1300.00,84.20
1299.00,84.18
1298.00,84.15
1297.00,84.13
1296.00,84.11
1295.00,84.10
1294.00,84.09
1293.00,84.07
1292.00,84.05
1291.00,84.04
1290.00,84.03
1289.00,84.02
1288.00,84.01
1287.00,84.00
1286.00,83.98
1285.00,83.95
1284.00,83.93
1283.00,83.90
1282.00,83.88
1281.00,83.86
1280.00,83.82
1279.00,83.78
1278.00,83.74
1277.00,83.70
1276.00,83.65
1275.00,83.60
1274.00,83.54
1273.00,83.48
1272.00,83.42
1271.00,83.35
1270.00,83.28
1269.00,83.21
1268.00,83.14
1267.00,83.07
1266.00,83.01
1265.00,82.95
1264.00,82.89
1263.00,82.84
1262.00,82.78
1261.00,82.72
1260.00,82.65
1259.00,82.57
1258.00,82.49
1257.00,82.39
1256.00,82.30
1255.00,82.20
1254.00,82.11
1253.00,82.03
1252.00,81.95
1251.00,81.88
1250.00,81.82
1249.00,81.76
1248.00,81.72
1247.00,81.68
1246.00,81.65
1245.00,81.62
1244.00,81.57
1243.00,81.53
1242.00,81.50
1241.00,81.47
1240.00,81.45
1239.00,81.43
1238.00,81.41
1237.00,81.40
1236.00,81.38
1235.00,81.37
1234.00,81.37
1233.00,81.38
1232.00,81.41
1231.00,81.44
1230.00,81.48
1229.00,81.51
1228.00,81.54
1227.00,81.58
1226.00,81.62
1225.00,81.64
1224.00,81.65
1223.00,81.67
1222.00,81.70
1221.00,81.74
1220.00,81.78
1219.00,81.83
1218.00,81.87
1217.00,81.90
1216.00,81.92
1215.00,81.94
1214.00,81.97
1213.00,81.98
1212.00,81.98
1211.00,81.96
1210.00,81.92
1209.00,81.87
1208.00,81.79
1207.00,81.70
1206.00,81.62
1205.00,81.55
1204.00,81.48
1203.00,81.42
1202.00,81.36
1201.00,81.30
1200.00,81.22
1199.00,81.13
1198.00,81.04
1197.00,80.95
1196.00,80.87
1195.00,80.78
1194.00,80.69
1193.00,80.59
1192.00,80.48
1191.00,80.37
1190.00,80.25
1189.00,80.12
1188.00,80.01
1187.00,79.90
1186.00,79.77
1185.00,79.61
1184.00,79.40
1183.00,79.17
1182.00,78.92
1181.00,78.65
1180.00,78.37
1179.00,78.10
1178.00,77.85
1177.00,77.63
1176.00,77.42
1175.00,77.24
1174.00,77.08
1173.00,76.94
1172.00,76.83
1171.00,76.77
1170.00,76.76
1169.00,76.78
1168.00,76.83
1167.00,76.90
1166.00,76.97
1165.00,77.04
1164.00,77.14
1163.00,77.27
1162.00,77.44
1161.00,77.64
1160.00,77.85
1159.00,78.06
1158.00,78.27
1157.00,78.46
1156.00,78.61
1155.00,78.74
1154.00,78.86
1153.00,78.97
1152.00,79.06
1151.00,79.15
1150.00,79.24
1149.00,79.34
1148.00,79.44
1147.00,79.56
1146.00,79.67
1145.00,79.77
1144.00,79.84
1143.00,79.90
1142.00,79.94
1141.00,79.95
1140.00,79.94
1139.00,79.89
1138.00,79.84
1137.00,79.75
1136.00,79.64
1135.00,79.51
1134.00,79.37
1133.00,79.23
1132.00,79.09
1131.00,78.94
1130.00,78.78
1129.00,78.59
1128.00,78.39
1127.00,78.18
1126.00,77.98
1125.00,77.79
1124.00,77.62
1123.00,77.47
1122.00,77.31
1121.00,77.14
1120.00,76.95
1119.00,76.76
1118.00,76.57
1117.00,76.39
1116.00,76.21
1115.00,76.04
1114.00,75.88
1113.00,75.74
1112.00,75.59
1111.00,75.45
1110.00,75.33
1109.00,75.22
1108.00,75.12
1107.00,75.02
1106.00,74.91
1105.00,74.79
1104.00,74.65
1103.00,74.51
1102.00,74.39
1101.00,74.28
1100.00,74.18
1099.00,74.10
1098.00,74.02
1097.00,73.94
1096.00,73.86
1095.00,73.79
1094.00,73.74
1093.00,73.66
1092.00,73.55
1091.00,73.45
1090.00,73.35
1089.00,73.24
1088.00,73.12
1087.00,73.00
1086.00,72.88
1085.00,72.75
1084.00,72.65
1083.00,72.58
1082.00,72.53
1081.00,72.48
1080.00,72.40
1079.00,72.34
1078.00,72.29
1077.00,72.26
1076.00,72.23
1075.00,72.19
1074.00,72.15
1073.00,72.09
1072.00,72.03
1071.00,71.98
1070.00,71.94
1069.00,71.88
1068.00,71.79
1067.00,71.67
1066.00,71.55
1065.00,71.40
1064.00,71.24
1063.00,71.09
1062.00,70.96
1061.00,70.84
1060.00,70.71
1059.00,70.60
1058.00,70.49
1057.00,70.35
1056.00,70.20
1055.00,70.04
1054.00,69.90
1053.00,69.73
1052.00,69.53
1051.00,69.31
1050.00,69.08
1049.00,68.85
1048.00,68.63
1047.00,68.42
1046.00,68.21
1045.00,68.01
1044.00,67.81
1043.00,67.61
1042.00,67.44
1041.00,67.28
1040.00,67.14
1039.00,67.02
1038.00,66.92
1037.00,66.82
1036.00,66.71
1035.00,66.62
1034.00,66.53
1033.00,66.46
1032.00,66.39
1031.00,66.34
1030.00,66.30
1029.00,66.26
1028.00,66.22
1027.00,66.23
1026.00,66.28
1025.00,66.34
1024.00,66.39
1023.00,66.42
1022.00,66.44
1021.00,66.45
1020.00,66.46
1019.00,66.49
1018.00,66.55
1017.00,66.60
1016.00,66.63
1015.00,66.65
1014.00,66.66
1013.00,66.67
1012.00,66.67
1011.00,66.70
1010.00,66.76
1009.00,66.83
1008.00,66.92
1007.00,67.01
1006.00,67.11
1005.00,67.22
1004.00,67.32
1003.00,67.42
1002.00,67.54
1001.00,67.68
1000.00,67.84
999.00,68.01
998.00,68.17
997.00,68.32
996.00,68.44
995.00,68.56
994.00,68.68
993.00,68.80
992.00,68.92
991.00,69.05
990.00,69.19
989.00,69.33
988.00,69.46
987.00,69.59
986.00,69.74
985.00,69.89
984.00,70.04
983.00,70.20
982.00,70.35
981.00,70.51
980.00,70.68
979.00,70.86
978.00,71.06
977.00,71.26
976.00,71.47
975.00,71.70
974.00,71.93
973.00,72.15
972.00,72.37
971.00,72.60
970.00,72.84
969.00,73.07
968.00,73.27
967.00,73.46
966.00,73.64
965.00,73.82
964.00,73.99
963.00,74.16
962.00,74.30
961.00,74.43
960.00,74.54
959.00,74.66
958.00,74.81
957.00,74.97
956.00,75.13
955.00,75.31
954.00,75.48
953.00,75.65
952.00,75.81
951.00,75.96
950.00,76.13
949.00,76.31
948.00,76.47
947.00,76.62
946.00,76.75
945.00,76.86
944.00,76.95
943.00,77.04
942.00,77.10
941.00,77.15
940.00,77.19
939.00,77.23
938.00,77.27
937.00,77.31
936.00,77.35
935.00,77.40
934.00,77.47
933.00,77.57
932.00,77.68
931.00,77.81
930.00,77.93
929.00,78.02
928.00,78.07
927.00,78.09
926.00,78.10
925.00,78.11
924.00,78.12
923.00,78.14
922.00,78.16
921.00,78.18
920.00,78.20
919.00,78.23
918.00,78.28
917.00,78.34
916.00,78.40
915.00,78.49
914.00,78.59
913.00,78.69
912.00,78.79
911.00,78.90
910.00,79.02
909.00,79.17
908.00,79.33
907.00,79.50
906.00,79.67
905.00,79.82
904.00,79.97
903.00,80.14
