Created as New Dataset,144 Enka
cm-1,%T
2460.00,99.18
2459.00,99.20
2458.00,99.21
2457.00,99.20
2456.00,99.18
2455.00,99.17
2454.00,99.16
2453.00,99.17
2452.00,99.17
2451.00,99.19
2450.00,99.19
2449.00,99.19
2448.00,99.18
2447.00,99.17
2446.00,99.18
2445.00,99.18
2444.00,99.19
2443.00,99.20
2442.00,99.21
2441.00,99.22
2440.00,99.21
2439.00,99.20
2438.00,99.18
2437.00,99.16
2436.00,99.14
2435.00,99.14
2434.00,99.14
2433.00,99.15
2432.00,99.15
2431.00,99.16
2430.00,99.16
2429.00,99.17
2428.00,99.17
2427.00,99.18
2426.00,99.17
2425.00,99.17
2424.00,99.18
2423.00,99.19
2422.00,99.18
2421.00,99.16
2420.00,99.12
2419.00,99.11
2418.00,99.13
2417.00,99.16
2416.00,99.17
2415.00,99.15
2414.00,99.12
2413.00,99.09
2412.00,99.08
2411.00,99.11
2410.00,99.15
2409.00,99.18
2408.00,99.20
2407.00,99.22
2406.00,99.24
2405.00,99.25
2404.00,99.25
2403.00,99.24
2402.00,99.22
2401.00,99.20
2400.00,99.20
2399.00,99.20
2398.00,99.22
2397.00,99.23
2396.00,99.24
2395.00,99.24
2394.00,99.24
2393.00,99.23
2392.00,99.22
2391.00,99.22
2390.00,99.25
2389.00,99.29
2388.00,99.32
2387.00,99.33
2386.00,99.33
2385.00,99.32
2384.00,99.33
2383.00,99.34
2382.00,99.37
2381.00,99.41
2380.00,99.45
2379.00,99.47
2378.00,99.48
2377.00,99.48
2376.00,99.47
2375.00,99.49
2374.00,99.52
2373.00,99.55
2372.00,99.55
2371.00,99.53
2370.00,99.50
2369.00,99.49
2368.00,99.49
2367.00,99.52
2366.00,99.58
2365.00,99.66
2364.00,99.71
2363.00,99.71
2362.00,99.67
2361.00,99.58
2360.00,99.49
2359.00,99.44
2358.00,99.46
2357.00,99.54
2356.00,99.61
2355.00,99.65
2354.00,99.67
2353.00,99.68
2352.00,99.67
2351.00,99.66
2350.00,99.67
2349.00,99.70
2348.00,99.75
2347.00,99.80
2346.00,99.81
2345.00,99.78
2344.00,99.75
2343.00,99.72
2342.00,99.71
2341.00,99.68
2340.00,99.64
2339.00,99.62
2338.00,99.61
2337.00,99.62
2336.00,99.64
2335.00,99.66
2334.00,99.67
2333.00,99.67
2332.00,99.64
2331.00,99.61
2330.00,99.58
2329.00,99.57
2328.00,99.56
2327.00,99.53
2326.00,99.48
2325.00,99.43
2324.00,99.40
2323.00,99.40
2322.00,99.41
2321.00,99.42
2320.00,99.41
2319.00,99.39
2318.00,99.35
2317.00,99.31
2316.00,99.29
2315.00,99.29
2314.00,99.32
2313.00,99.34
2312.00,99.33
2311.00,99.30
2310.00,99.26
2309.00,99.22
2308.00,99.20
2307.00,99.19
2306.00,99.18
2305.00,99.17
2304.00,99.16
2303.00,99.14
2302.00,99.12
2301.00,99.11
2300.00,99.10
2299.00,99.09
2298.00,99.05
2297.00,99.00
2296.00,98.94
2295.00,98.91
2294.00,98.89
2293.00,98.88
2292.00,98.85
2291.00,98.82
2290.00,98.77
2289.00,98.73
2288.00,98.69
2287.00,98.67
2286.00,98.65
2285.00,98.64
2284.00,98.64
2283.00,98.66
2282.00,98.68
2281.00,98.68
2280.00,98.66
2279.00,98.65
2278.00,98.64
2277.00,98.64
2276.00,98.63
2275.00,98.62
2274.00,98.61
2273.00,98.58
2272.00,98.55
2271.00,98.51
2270.00,98.47
2269.00,98.45
2268.00,98.47
2267.00,98.50
2266.00,98.52
2265.00,98.51
2264.00,98.50
2263.00,98.48
2262.00,98.46
2261.00,98.43
2260.00,98.39
2259.00,98.36
2258.00,98.35
2257.00,98.37
2256.00,98.38
2255.00,98.36
2254.00,98.32
2253.00,98.29
2252.00,98.27
2251.00,98.27
2250.00,98.27
2249.00,98.27
2248.00,98.26
2247.00,98.25
2246.00,98.23
2245.00,98.23
2244.00,98.24
2243.00,98.27
2242.00,98.29
2241.00,98.32
2240.00,98.33
2239.00,98.33
2238.00,98.33
2237.00,98.31
2236.00,98.29
2235.00,98.28
2234.00,98.27
2233.00,98.27
2232.00,98.25
2231.00,98.23
2230.00,98.20
2229.00,98.16
2228.00,98.11
2227.00,98.06
2226.00,98.03
2225.00,98.03
2224.00,98.05
2223.00,98.04
2222.00,98.02
2221.00,97.99
2220.00,97.99
2219.00,98.01
2218.00,98.04
2217.00,98.05
2216.00,98.04
2215.00,98.01
2214.00,97.98
2213.00,97.94
2212.00,97.92
2211.00,97.90
2210.00,97.88
2209.00,97.84
2208.00,97.79
2207.00,97.75
2206.00,97.75
2205.00,97.76
2204.00,97.79
2203.00,97.81
2202.00,97.84
2201.00,97.85
2200.00,97.84
2199.00,97.82
2198.00,97.78
2197.00,97.73
2196.00,97.68
2195.00,97.64
2194.00,97.63
2193.00,97.65
2192.00,97.69
2191.00,97.73
2190.00,97.75
2189.00,97.75
2188.00,97.72
2187.00,97.68
2186.00,97.65
2185.00,97.62
2184.00,97.60
2183.00,97.58
2182.00,97.54
2181.00,97.50
2180.00,97.46
2179.00,97.43
2178.00,97.42
2177.00,97.42
2176.00,97.44
2175.00,97.46
2174.00,97.45
2173.00,97.42
2172.00,97.36
2171.00,97.28
2170.00,97.18
2169.00,97.11
2168.00,97.06
2167.00,97.04
2166.00,97.01
2165.00,96.95
2164.00,96.87
2163.00,96.81
2162.00,96.80
2161.00,96.86
2160.00,96.98
2159.00,97.15
2158.00,97.33
2157.00,97.48
2156.00,97.60
2155.00,97.69
2154.00,97.74
2153.00,97.72
2152.00,97.66
2151.00,97.59
2150.00,97.55
2149.00,97.55
2148.00,97.58
2147.00,97.63
2146.00,97.69
2145.00,97.75
2144.00,97.83
2143.00,97.92
2142.00,97.97
2141.00,97.97
2140.00,97.94
2139.00,97.93
2138.00,97.98
2137.00,98.07
2136.00,98.16
2135.00,98.22
2134.00,98.25
2133.00,98.27
2132.00,98.30
2131.00,98.32
2130.00,98.34
2129.00,98.37
2128.00,98.41
2127.00,98.47
2126.00,98.52
2125.00,98.54
2124.00,98.52
2123.00,98.48
2122.00,98.45
2121.00,98.42
2120.00,98.40
2119.00,98.38
2118.00,98.36
2117.00,98.33
2116.00,98.31
2115.00,98.31
2114.00,98.31
2113.00,98.31
2112.00,98.31
2111.00,98.30
2110.00,98.31
2109.00,98.31
2108.00,98.32
2107.00,98.32
2106.00,98.31
2105.00,98.30
2104.00,98.28
2103.00,98.25
2102.00,98.24
2101.00,98.25
2100.00,98.28
2099.00,98.29
2098.00,98.29
2097.00,98.30
2096.00,98.32
2095.00,98.36
2094.00,98.38
2093.00,98.38
2092.00,98.36
2091.00,98.36
2090.00,98.38
2089.00,98.39
2088.00,98.38
2087.00,98.36
2086.00,98.36
2085.00,98.38
2084.00,98.41
2083.00,98.41
2082.00,98.38
2081.00,98.34
2080.00,98.31
2079.00,98.29
2078.00,98.26
2077.00,98.21
2076.00,98.17
2075.00,98.17
2074.00,98.21
2073.00,98.25
2072.00,98.27
2071.00,98.25
2070.00,98.23
2069.00,98.21
2068.00,98.22
2067.00,98.26
2066.00,98.30
2065.00,98.31
2064.00,98.27
2063.00,98.23
2062.00,98.20
2061.00,98.20
2060.00,98.21
2059.00,98.20
2058.00,98.20
2057.00,98.21
2056.00,98.22
2055.00,98.23
2054.00,98.19
2053.00,98.11
2052.00,98.01
2051.00,97.92
2050.00,97.87
2049.00,97.86
2048.00,97.85
2047.00,97.82
2046.00,97.76
2045.00,97.68
2044.00,97.62
2043.00,97.61
2042.00,97.62
2041.00,97.63
2040.00,97.63
2039.00,97.62
2038.00,97.59
2037.00,97.55
2036.00,97.51
2035.00,97.53
2034.00,97.59
2033.00,97.65
2032.00,97.65
2031.00,97.60
2030.00,97.53
2029.00,97.47
2028.00,97.43
2027.00,97.42
2026.00,97.43
2025.00,97.46
2024.00,97.50
2023.00,97.53
2022.00,97.56
2021.00,97.58
2020.00,97.60
2019.00,97.60
2018.00,97.58
2017.00,97.56
2016.00,97.54
2015.00,97.55
2014.00,97.58
2013.00,97.63
2012.00,97.64
2011.00,97.62
2010.00,97.60
2009.00,97.61
2008.00,97.67
2007.00,97.75
2006.00,97.83
2005.00,97.87
2004.00,97.89
2003.00,97.89
2002.00,97.88
2001.00,97.88
2000.00,97.91
1999.00,97.95
1998.00,97.96
1997.00,97.95
1996.00,97.93
1995.00,97.90
1994.00,97.87
1993.00,97.83
1992.00,97.80
1991.00,97.80
1990.00,97.83
1989.00,97.85
1988.00,97.84
1987.00,97.82
1986.00,97.78
1985.00,97.71
1984.00,97.62
1983.00,97.50
1982.00,97.39
1981.00,97.31
1980.00,97.29
1979.00,97.33
1978.00,97.38
1977.00,97.40
1976.00,97.39
1975.00,97.37
1974.00,97.38
1973.00,97.41
1972.00,97.45
1971.00,97.47
1970.00,97.48
1969.00,97.47
1968.00,97.47
1967.00,97.48
1966.00,97.48
1965.00,97.46
1964.00,97.44
1963.00,97.42
1962.00,97.43
1961.00,97.46
1960.00,97.48
1959.00,97.51
1958.00,97.53
1957.00,97.55
1956.00,97.56
1955.00,97.60
1954.00,97.67
1953.00,97.77
1952.00,97.85
1951.00,97.91
1950.00,97.95
1949.00,97.97
1948.00,97.98
1947.00,97.97
1946.00,97.95
1945.00,97.94
1944.00,97.97
1943.00,98.03
1942.00,98.12
1941.00,98.18
1940.00,98.21
1939.00,98.22
1938.00,98.23
1937.00,98.26
1936.00,98.32
1935.00,98.40
1934.00,98.47
1933.00,98.51
1932.00,98.52
1931.00,98.54
1930.00,98.58
1929.00,98.62
1928.00,98.64
1927.00,98.66
1926.00,98.67
1925.00,98.69
1924.00,98.71
1923.00,98.70
1922.00,98.69
1921.00,98.69
1920.00,98.70
1919.00,98.73
1918.00,98.76
1917.00,98.79
1916.00,98.82
1915.00,98.85
1914.00,98.87
1913.00,98.89
1912.00,98.89
1911.00,98.89
1910.00,98.89
1909.00,98.90
1908.00,98.91
1907.00,98.93
1906.00,98.94
1905.00,98.95
1904.00,98.97
1903.00,98.99
1902.00,99.02
1901.00,99.03
1900.00,99.04
1899.00,99.05
1898.00,99.06
1897.00,99.06
1896.00,99.06
1895.00,99.08
1894.00,99.12
1893.00,99.17
1892.00,99.20
1891.00,99.21
1890.00,99.18
1889.00,99.14
1888.00,99.11
1887.00,99.09
1886.00,99.11
1885.00,99.13
1884.00,99.15
1883.00,99.18
1882.00,99.22
1881.00,99.25
1880.00,99.26
1879.00,99.24
1878.00,99.22
1877.00,99.21
1876.00,99.21
1875.00,99.23
1874.00,99.26
1873.00,99.27
1872.00,99.28
1871.00,99.28
1870.00,99.27
1869.00,99.25
1868.00,99.23
1867.00,99.22
1866.00,99.23
1865.00,99.25
1864.00,99.26
1863.00,99.25
1862.00,99.24
1861.00,99.23
1860.00,99.23
1859.00,99.24
1858.00,99.25
1857.00,99.25
1856.00,99.25
1855.00,99.25
1854.00,99.24
1853.00,99.22
1852.00,99.20
1851.00,99.20
1850.00,99.21
1849.00,99.21
1848.00,99.21
1847.00,99.21
1846.00,99.20
1845.00,99.18
1844.00,99.13
1843.00,99.07
1842.00,99.03
1841.00,99.01
1840.00,99.01
1839.00,99.00
1838.00,98.98
1837.00,98.95
1836.00,98.94
1835.00,98.94
1834.00,98.93
1833.00,98.92
1832.00,98.90
1831.00,98.88
1830.00,98.86
1829.00,98.86
1828.00,98.87
1827.00,98.87
1826.00,98.87
1825.00,98.86
1824.00,98.84
1823.00,98.82
1822.00,98.82
1821.00,98.83
1820.00,98.85
1819.00,98.86
1818.00,98.87
1817.00,98.88
1816.00,98.89
1815.00,98.88
1814.00,98.88
1813.00,98.87
1812.00,98.87
1811.00,98.86
1810.00,98.85
1809.00,98.85
1808.00,98.86
1807.00,98.88
1806.00,98.90
1805.00,98.93
1804.00,98.96
1803.00,98.98
1802.00,98.98
1801.00,98.96
1800.00,98.95
1799.00,98.94
1798.00,98.94
1797.00,98.95
1796.00,98.96
1795.00,98.96
1794.00,98.96
1793.00,98.96
1792.00,98.95
1791.00,98.93
1790.00,98.91
1789.00,98.90
1788.00,98.90
1787.00,98.92
1786.00,98.93
1785.00,98.92
1784.00,98.90
1783.00,98.87
1782.00,98.85
1781.00,98.84
1780.00,98.84
1779.00,98.84
1778.00,98.83
1777.00,98.83
1776.00,98.84
1775.00,98.84
1774.00,98.82
1773.00,98.79
1772.00,98.76
1771.00,98.74
1770.00,98.73
1769.00,98.70
1768.00,98.65
1767.00,98.58
1766.00,98.52
1765.00,98.49
1764.00,98.46
1763.00,98.40
1762.00,98.32
1761.00,98.24
1760.00,98.15
1759.00,98.06
1758.00,97.94
1757.00,97.80
1756.00,97.65
1755.00,97.50
1754.00,97.36
1753.00,97.18
1752.00,96.93
1751.00,96.55
1750.00,96.08
1749.00,95.55
1748.00,94.98
1747.00,94.32
1746.00,93.59
1745.00,92.75
1744.00,91.82
1743.00,90.79
1742.00,89.71
1741.00,88.54
1740.00,87.27
1739.00,86.02
1738.00,84.94
1737.00,84.03
1736.00,83.06
1735.00,81.79
1734.00,80.27
1733.00,78.85
1732.00,77.68
1731.00,76.59
1730.00,75.46
1729.00,74.29
1728.00,73.16
1727.00,72.05
1726.00,70.94
1725.00,69.83
1724.00,68.70
1723.00,67.57
1722.00,66.49
1721.00,65.49
1720.00,64.52
1719.00,63.41
1718.00,62.14
1717.00,60.95
1716.00,60.02
1715.00,59.31
1714.00,58.81
1713.00,58.62
1712.00,58.76
1711.00,59.18
1710.00,59.83
1709.00,60.74
1708.00,61.86
1707.00,63.20
1706.00,64.75
1705.00,66.38
1704.00,67.82
1703.00,69.03
1702.00,70.26
1701.00,71.87
1700.00,73.70
1699.00,75.10
1698.00,76.07
1697.00,77.03
1696.00,78.16
1695.00,79.24
1694.00,80.04
1693.00,80.66
1692.00,81.25
1691.00,81.86
1690.00,82.47
1689.00,83.02
1688.00,83.49
1687.00,83.86
1686.00,84.19
1685.00,84.55
1684.00,84.96
1683.00,85.31
1682.00,85.61
1681.00,85.94
1680.00,86.32
1679.00,86.69
1678.00,87.04
1677.00,87.38
1676.00,87.76
1675.00,88.17
1674.00,88.52
1673.00,88.79
1672.00,89.04
1671.00,89.32
1670.00,89.66
1669.00,90.03
1668.00,90.38
1667.00,90.68
1666.00,90.94
1665.00,91.21
1664.00,91.52
1663.00,91.85
1662.00,92.15
1661.00,92.40
1660.00,92.63
1659.00,92.84
1658.00,93.05
1657.00,93.27
1656.00,93.48
1655.00,93.64
1654.00,93.80
1653.00,94.00
1652.00,94.14
1651.00,94.17
1650.00,94.18
1649.00,94.24
1648.00,94.36
1647.00,94.51
1646.00,94.64
1645.00,94.73
1644.00,94.81
1643.00,94.87
1642.00,94.94
1641.00,95.02
1640.00,95.11
1639.00,95.19
1638.00,95.24
1637.00,95.29
1636.00,95.36
1635.00,95.45
1634.00,95.53
1633.00,95.59
1632.00,95.64
1631.00,95.70
1630.00,95.74
1629.00,95.80
1628.00,95.87
1627.00,95.94
1626.00,96.00
1625.00,96.03
1624.00,96.04
1623.00,96.06
1622.00,96.08
1621.00,96.09
1620.00,96.09
1619.00,96.08
1618.00,96.02
1617.00,95.93
1616.00,95.84
1615.00,95.80
1614.00,95.80
1613.00,95.86
1612.00,95.96
1611.00,96.08
1610.00,96.21
1609.00,96.34
1608.00,96.47
1607.00,96.58
1606.00,96.68
1605.00,96.78
1604.00,96.88
1603.00,96.97
1602.00,97.06
1601.00,97.13
1600.00,97.19
1599.00,97.24
1598.00,97.28
1597.00,97.31
1596.00,97.35
1595.00,97.38
1594.00,97.40
1593.00,97.42
1592.00,97.42
1591.00,97.41
1590.00,97.38
1589.00,97.34
1588.00,97.29
1587.00,97.22
1586.00,97.11
1585.00,96.95
1584.00,96.74
1583.00,96.49
1582.00,96.24
1581.00,96.02
1580.00,95.86
1579.00,95.79
1578.00,95.80
1577.00,95.90
1576.00,96.09
1575.00,96.31
1574.00,96.50
1573.00,96.66
1572.00,96.82
1571.00,96.98
1570.00,97.15
1569.00,97.30
1568.00,97.42
1567.00,97.49
1566.00,97.55
1565.00,97.62
1564.00,97.71
1563.00,97.81
1562.00,97.91
1561.00,97.95
1560.00,97.96
1559.00,98.01
1558.00,98.07
1557.00,98.09
1556.00,98.11
1555.00,98.13
1554.00,98.14
1553.00,98.16
1552.00,98.18
1551.00,98.20
1550.00,98.20
1549.00,98.19
1548.00,98.21
1547.00,98.24
1546.00,98.28
1545.00,98.32
1544.00,98.33
1543.00,98.33
1542.00,98.33
1541.00,98.33
1540.00,98.35
1539.00,98.35
1538.00,98.31
1537.00,98.27
1536.00,98.24
1535.00,98.21
1534.00,98.18
1533.00,98.15
1532.00,98.11
1531.00,98.08
1530.00,98.05
1529.00,98.03
1528.00,98.01
1527.00,97.97
1526.00,97.93
1525.00,97.91
1524.00,97.93
1523.00,97.99
1522.00,98.07
1521.00,98.12
1520.00,98.12
1519.00,98.09
1518.00,98.08
1517.00,98.09
1516.00,98.10
1515.00,98.07
1514.00,97.98
1513.00,97.81
1512.00,97.57
1511.00,97.26
1510.00,96.85
1509.00,96.28
1508.00,95.40
1507.00,94.34
1506.00,93.61
1505.00,93.48
1504.00,93.79
1503.00,94.35
1502.00,95.02
1501.00,95.71
1500.00,96.34
1499.00,96.88
1498.00,97.32
1497.00,97.64
1496.00,97.83
1495.00,97.91
1494.00,97.95
1493.00,97.96
1492.00,97.95
1491.00,97.92
1490.00,97.85
1489.00,97.72
1488.00,97.55
1487.00,97.38
1486.00,97.19
1485.00,96.98
1484.00,96.75
1483.00,96.52
1482.00,96.26
1481.00,96.00
1480.00,95.74
1479.00,95.51
1478.00,95.28
1477.00,95.04
1476.00,94.80
1475.00,94.55
1474.00,94.25
1473.00,93.94
1472.00,93.74
1471.00,93.74
1470.00,93.90
1469.00,94.14
1468.00,94.39
1467.00,94.58
1466.00,94.71
1465.00,94.76
1464.00,94.75
1463.00,94.71
1462.00,94.65
1461.00,94.61
1460.00,94.59
1459.00,94.58
1458.00,94.55
1457.00,94.47
1456.00,94.38
1455.00,94.29
1454.00,94.25
1453.00,94.26
1452.00,94.33
1451.00,94.41
1450.00,94.50
1449.00,94.59
1448.00,94.69
1447.00,94.78
1446.00,94.86
1445.00,94.92
1444.00,94.96
1443.00,95.01
1442.00,95.07
1441.00,95.16
1440.00,95.27
1439.00,95.41
1438.00,95.58
1437.00,95.76
1436.00,95.92
1435.00,96.05
1434.00,96.17
1433.00,96.32
1432.00,96.49
1431.00,96.65
1430.00,96.79
1429.00,96.90
1428.00,96.97
1427.00,97.01
1426.00,97.01
1425.00,96.97
1424.00,96.89
1423.00,96.76
1422.00,96.61
1421.00,96.36
1420.00,95.93
1419.00,95.26
1418.00,94.38
1417.00,93.37
1416.00,92.20
1415.00,90.87
1414.00,89.37
1413.00,87.78
1412.00,86.25
1411.00,84.96
1410.00,84.09
1409.00,83.69
1408.00,83.78
1407.00,84.35
1406.00,85.32
1405.00,86.51
1404.00,87.73
1403.00,88.85
1402.00,89.81
1401.00,90.67
1400.00,91.45
1399.00,92.15
1398.00,92.72
1397.00,93.16
1396.00,93.51
1395.00,93.79
1394.00,94.01
1393.00,94.16
1392.00,94.25
1391.00,94.32
1390.00,94.39
1389.00,94.43
1388.00,94.43
1387.00,94.39
1386.00,94.32
1385.00,94.27
1384.00,94.25
1383.00,94.24
1382.00,94.25
1381.00,94.25
1380.00,94.24
1379.00,94.22
1378.00,94.17
1377.00,94.10
1376.00,94.02
1375.00,93.94
1374.00,93.86
1373.00,93.79
1372.00,93.75
1371.00,93.74
1370.00,93.79
1369.00,93.90
1368.00,94.05
1367.00,94.26
1366.00,94.52
1365.00,94.81
1364.00,95.11
1363.00,95.36
1362.00,95.54
1361.00,95.63
1360.00,95.67
1359.00,95.68
1358.00,95.66
1357.00,95.62
1356.00,95.53
1355.00,95.40
1354.00,95.20
1353.00,94.92
1352.00,94.55
1351.00,94.08
1350.00,93.49
1349.00,92.75
1348.00,91.84
1347.00,90.78
1346.00,89.58
1345.00,88.28
1344.00,86.98
1343.00,85.79
1342.00,84.82
1341.00,84.13
1340.00,83.78
1339.00,83.83
1338.00,84.27
1337.00,85.06
1336.00,86.11
1335.00,87.35
1334.00,88.67
1333.00,89.98
1332.00,91.19
1331.00,92.23
1330.00,93.06
1329.00,93.66
1328.00,94.08
1327.00,94.35
1326.00,94.50
1325.00,94.56
1324.00,94.55
1323.00,94.49
1322.00,94.41
1321.00,94.30
1320.00,94.19
1319.00,94.05
1318.00,93.88
1317.00,93.70
1316.00,93.50
1315.00,93.30
1314.00,93.09
1313.00,92.83
1312.00,92.55
1311.00,92.25
1310.00,91.94
1309.00,91.63
1308.00,91.32
1307.00,91.00
1306.00,90.68
1305.00,90.34
1304.00,89.97
1303.00,89.57
1302.00,89.12
1301.00,88.61
1300.00,88.04
1299.00,87.42
1298.00,86.77
1297.00,86.11
1296.00,85.44
1295.00,84.77
1294.00,84.11
1293.00,83.46
1292.00,82.81
1291.00,82.18
1290.00,81.57
1289.00,80.98
1288.00,80.39
1287.00,79.83
1286.00,79.30
1285.00,78.77
1284.00,78.26
1283.00,77.75
1282.00,77.26
1281.00,76.76
1280.00,76.26
1279.00,75.75
1278.00,75.24
1277.00,74.70
1276.00,74.14
1275.00,73.56
1274.00,72.95
1273.00,72.29
1272.00,71.57
1271.00,70.82
1270.00,70.05
1269.00,69.26
1268.00,68.48
1267.00,67.72
1266.00,67.00
1265.00,66.32
1264.00,65.67
1263.00,65.08
1262.00,64.56
1261.00,64.13
1260.00,63.77
1259.00,63.48
1258.00,63.24
1257.00,63.01
1256.00,62.79
1255.00,62.55
1254.00,62.30
1253.00,62.02
1252.00,61.71
1251.00,61.39
1250.00,61.07
1249.00,60.73
1248.00,60.39
1247.00,60.07
1246.00,59.80
1245.00,59.60
1244.00,59.47
1243.00,59.42
1242.00,59.48
1241.00,59.63
1240.00,59.90
1239.00,60.32
1238.00,60.89
1237.00,61.60
1236.00,62.40
1235.00,63.31
1234.00,64.29
1233.00,65.32
1232.00,66.35
1231.00,67.36
1230.00,68.32
1229.00,69.23
1228.00,70.07
1227.00,70.85
1226.00,71.57
1225.00,72.24
1224.00,72.89
1223.00,73.55
1222.00,74.23
1221.00,74.94
1220.00,75.66
1219.00,76.38
1218.00,77.10
1217.00,77.79
1216.00,78.46
1215.00,79.11
1214.00,79.71
1213.00,80.28
1212.00,80.82
1211.00,81.34
1210.00,81.84
1209.00,82.31
1208.00,82.77
1207.00,83.22
1206.00,83.65
1205.00,84.08
1204.00,84.51
1203.00,84.93
1202.00,85.36
1201.00,85.79
1200.00,86.22
1199.00,86.64
1198.00,87.03
1197.00,87.40
1196.00,87.76
1195.00,88.12
1194.00,88.49
1193.00,88.84
1192.00,89.17
1191.00,89.47
1190.00,89.72
1189.00,89.95
1188.00,90.14
1187.00,90.29
1186.00,90.39
1185.00,90.42
1184.00,90.41
1183.00,90.35
1182.00,90.26
1181.00,90.15
1180.00,90.02
1179.00,89.89
1178.00,89.77
1177.00,89.66
1176.00,89.59
1175.00,89.59
1174.00,89.68
1173.00,89.86
1172.00,90.12
1171.00,90.45
1170.00,90.82
1169.00,91.19
1168.00,91.55
1167.00,91.86
1166.00,92.10
1165.00,92.27
1164.00,92.36
1163.00,92.41
1162.00,92.42
1161.00,92.40
1160.00,92.35
1159.00,92.28
1158.00,92.18
1157.00,92.06
1156.00,91.90
1155.00,91.70
1154.00,91.46
1153.00,91.18
1152.00,90.86
1151.00,90.51
1150.00,90.13
1149.00,89.74
1148.00,89.33
1147.00,88.87
1146.00,88.36
1145.00,87.80
1144.00,87.21
1143.00,86.57
1142.00,85.90
1141.00,85.16
1140.00,84.37
1139.00,83.53
1138.00,82.64
1137.00,81.72
1136.00,80.77
1135.00,79.78
1134.00,78.76
1133.00,77.70
1132.00,76.64
1131.00,75.62
1130.00,74.64
1129.00,73.72
1128.00,72.85
1127.00,72.04
1126.00,71.29
1125.00,70.60
1124.00,69.98
1123.00,69.46
1122.00,69.01
1121.00,68.63
1120.00,68.32
1119.00,68.12
1118.00,68.02
1117.00,68.00
1116.00,68.02
1115.00,68.06
1114.00,68.07
1113.00,68.01
1112.00,67.87
1111.00,67.64
1110.00,67.29
1109.00,66.81
1108.00,66.19
1107.00,65.49
1106.00,64.76
1105.00,64.03
1104.00,63.32
1103.00,62.67
1102.00,62.08
1101.00,61.58
1100.00,61.16
1099.00,60.84
1098.00,60.60
1097.00,60.43
1096.00,60.32
1095.00,60.31
1094.00,60.39
1093.00,60.55
1092.00,60.78
1091.00,61.07
1090.00,61.41
1089.00,61.79
1088.00,62.21
1087.00,62.67
1086.00,63.15
1085.00,63.67
1084.00,64.24
1083.00,64.91
1082.00,65.66
1081.00,66.47
1080.00,67.34
1079.00,68.28
1078.00,69.27
1077.00,70.26
1076.00,71.23
1075.00,72.19
1074.00,73.10
1073.00,73.95
1072.00,74.74
1071.00,75.48
1070.00,76.19
1069.00,76.84
1068.00,77.44
1067.00,77.99
1066.00,78.51
1065.00,79.01
1064.00,79.48
1063.00,79.91
1062.00,80.29
1061.00,80.61
1060.00,80.90
1059.00,81.15
1058.00,81.36
1057.00,81.53
1056.00,81.67
1055.00,81.80
1054.00,81.89
1053.00,81.95
1052.00,81.97
1051.00,81.96
1050.00,81.90
1049.00,81.83
1048.00,81.76
1047.00,81.71
1046.00,81.69
1045.00,81.69
1044.00,81.73
1043.00,81.81
1042.00,81.93
1041.00,82.10
1040.00,82.31
1039.00,82.53
1038.00,82.77
1037.00,82.99
1036.00,83.22
1035.00,83.46
1034.00,83.71
1033.00,83.95
1032.00,84.16
1031.00,84.31
1030.00,84.33
1029.00,84.15
1028.00,83.66
1027.00,82.80
1026.00,81.56
1025.00,80.05
1024.00,78.42
1023.00,76.79
1022.00,75.19
1021.00,73.65
1020.00,72.22
1019.00,71.06
1018.00,70.37
1017.00,70.30
1016.00,70.94
1015.00,72.19
1014.00,73.83
1013.00,75.58
1012.00,77.24
1011.00,78.69
1010.00,79.92
1009.00,80.96
1008.00,81.84
1007.00,82.58
1006.00,83.21
1005.00,83.73
1004.00,84.17
1003.00,84.54
1002.00,84.86
1001.00,85.13
1000.00,85.36
999.00,85.57
998.00,85.76
997.00,85.93
996.00,86.07
995.00,86.20
994.00,86.31
993.00,86.37
992.00,86.39
991.00,86.39
990.00,86.38
989.00,86.38
988.00,86.38
987.00,86.39
986.00,86.40
985.00,86.37
984.00,86.30
983.00,86.19
982.00,86.04
981.00,85.85
980.00,85.62
979.00,85.36
978.00,85.07
977.00,84.74
976.00,84.39
975.00,84.04
974.00,83.72
973.00,83.45
972.00,83.27
971.00,83.19
970.00,83.20
969.00,83.32
968.00,83.53
967.00,83.82
966.00,84.16
965.00,84.51
964.00,84.87
963.00,85.20
962.00,85.51
961.00,85.80
960.00,86.08
959.00,86.36
958.00,86.64
957.00,86.91
956.00,87.16
955.00,87.39
954.00,87.60
953.00,87.80
952.00,87.99
951.00,88.18
950.00,88.36
949.00,88.52
948.00,88.65
947.00,88.77
946.00,88.90
945.00,89.03
944.00,89.19
943.00,89.36
942.00,89.51
941.00,89.64
940.00,89.74
939.00,89.82
938.00,89.90
937.00,89.99
936.00,90.07
935.00,90.15
934.00,90.21
933.00,90.26
932.00,90.32
931.00,90.39
930.00,90.46
929.00,90.53
928.00,90.58
927.00,90.63
926.00,90.68
925.00,90.74
924.00,90.79
923.00,90.83
922.00,90.87
921.00,90.90
920.00,90.92
919.00,90.95
918.00,90.96
917.00,90.94
916.00,90.90
915.00,90.83
914.00,90.74
913.00,90.66
912.00,90.56
911.00,90.46
910.00,90.34
909.00,90.20
908.00,90.06
907.00,89.90
906.00,89.72
905.00,89.52
904.00,89.34
903.00,89.17
902.00,89.04
901.00,88.93
900.00,88.83
899.00,88.76
898.00,88.72
897.00,88.72
