Created as New Dataset,66 Union Carbide Chemicals
cm-1,%T
2462.00,96.67
2461.00,96.69
2460.00,96.71
2459.00,96.73
2458.00,96.73
2457.00,96.73
2456.00,96.73
2455.00,96.72
2454.00,96.70
2453.00,96.68
2452.00,96.67
2451.00,96.67
2450.00,96.68
2449.00,96.69
2448.00,96.69
2447.00,96.68
2446.00,96.68
2445.00,96.68
2444.00,96.68
2443.00,96.68
2442.00,96.69
2441.00,96.70
2440.00,96.71
2439.00,96.71
2438.00,96.71
2437.00,96.71
2436.00,96.71
2435.00,96.71
2434.00,96.71
2433.00,96.71
2432.00,96.71
2431.00,96.72
2430.00,96.73
2429.00,96.74
2428.00,96.74
2427.00,96.75
2426.00,96.75
2425.00,96.75
2424.00,96.75
2423.00,96.75
2422.00,96.75
2421.00,96.74
2420.00,96.72
2419.00,96.72
2418.00,96.72
2417.00,96.74
2416.00,96.76
2415.00,96.77
2414.00,96.77
2413.00,96.77
2412.00,96.76
2411.00,96.76
2410.00,96.78
2409.00,96.80
2408.00,96.82
2407.00,96.83
2406.00,96.83
2405.00,96.83
2404.00,96.83
2403.00,96.82
2402.00,96.82
2401.00,96.82
2400.00,96.83
2399.00,96.86
2398.00,96.90
2397.00,96.94
2396.00,96.96
2395.00,96.96
2394.00,96.94
2393.00,96.93
2392.00,96.93
2391.00,96.94
2390.00,96.94
2389.00,96.94
2388.00,96.95
2387.00,96.97
2386.00,97.01
2385.00,97.06
2384.00,97.12
2383.00,97.17
2382.00,97.22
2381.00,97.26
2380.00,97.32
2379.00,97.38
2378.00,97.44
2377.00,97.48
2376.00,97.50
2375.00,97.52
2374.00,97.53
2373.00,97.51
2372.00,97.48
2371.00,97.45
2370.00,97.44
2369.00,97.44
2368.00,97.47
2367.00,97.51
2366.00,97.53
2365.00,97.54
2364.00,97.53
2363.00,97.54
2362.00,97.55
2361.00,97.56
2360.00,97.56
2359.00,97.56
2358.00,97.60
2357.00,97.66
2356.00,97.70
2355.00,97.69
2354.00,97.65
2353.00,97.60
2352.00,97.58
2351.00,97.58
2350.00,97.59
2349.00,97.61
2348.00,97.62
2347.00,97.59
2346.00,97.55
2345.00,97.53
2344.00,97.56
2343.00,97.59
2342.00,97.61
2341.00,97.60
2340.00,97.58
2339.00,97.57
2338.00,97.56
2337.00,97.54
2336.00,97.52
2335.00,97.51
2334.00,97.51
2333.00,97.53
2332.00,97.57
2331.00,97.61
2330.00,97.62
2329.00,97.59
2328.00,97.51
2327.00,97.40
2326.00,97.30
2325.00,97.24
2324.00,97.23
2323.00,97.25
2322.00,97.28
2321.00,97.27
2320.00,97.24
2319.00,97.20
2318.00,97.16
2317.00,97.13
2316.00,97.12
2315.00,97.12
2314.00,97.14
2313.00,97.16
2312.00,97.17
2311.00,97.16
2310.00,97.13
2309.00,97.09
2308.00,97.05
2307.00,97.03
2306.00,97.01
2305.00,96.99
2304.00,96.94
2303.00,96.88
2302.00,96.83
2301.00,96.79
2300.00,96.76
2299.00,96.75
2298.00,96.74
2297.00,96.71
2296.00,96.67
2295.00,96.61
2294.00,96.55
2293.00,96.51
2292.00,96.47
2291.00,96.44
2290.00,96.42
2289.00,96.40
2288.00,96.38
2287.00,96.35
2286.00,96.30
2285.00,96.24
2284.00,96.18
2283.00,96.13
2282.00,96.11
2281.00,96.11
2280.00,96.13
2279.00,96.15
2278.00,96.16
2277.00,96.15
2276.00,96.14
2275.00,96.13
2274.00,96.13
2273.00,96.12
2272.00,96.09
2271.00,96.05
2270.00,96.02
2269.00,96.00
2268.00,95.98
2267.00,95.96
2266.00,95.92
2265.00,95.88
2264.00,95.83
2263.00,95.80
2262.00,95.78
2261.00,95.78
2260.00,95.78
2259.00,95.75
2258.00,95.70
2257.00,95.63
2256.00,95.56
2255.00,95.49
2254.00,95.40
2253.00,95.28
2252.00,95.12
2251.00,94.93
2250.00,94.73
2249.00,94.55
2248.00,94.37
2247.00,94.16
2246.00,93.92
2245.00,93.66
2244.00,93.42
2243.00,93.24
2242.00,93.14
2241.00,93.14
2240.00,93.22
2239.00,93.35
2238.00,93.54
2237.00,93.77
2236.00,94.02
2235.00,94.28
2234.00,94.52
2233.00,94.73
2232.00,94.91
2231.00,95.04
2230.00,95.11
2229.00,95.12
2228.00,95.12
2227.00,95.12
2226.00,95.12
2225.00,95.14
2224.00,95.17
2223.00,95.21
2222.00,95.23
2221.00,95.24
2220.00,95.23
2219.00,95.20
2218.00,95.19
2217.00,95.18
2216.00,95.17
2215.00,95.16
2214.00,95.13
2213.00,95.11
2212.00,95.13
2211.00,95.16
2210.00,95.18
2209.00,95.16
2208.00,95.12
2207.00,95.09
2206.00,95.07
2205.00,95.06
2204.00,95.04
2203.00,95.02
2202.00,94.98
2201.00,94.95
2200.00,94.92
2199.00,94.90
2198.00,94.89
2197.00,94.88
2196.00,94.87
2195.00,94.85
2194.00,94.82
2193.00,94.79
2192.00,94.77
2191.00,94.77
2190.00,94.77
2189.00,94.78
2188.00,94.79
2187.00,94.77
2186.00,94.73
2185.00,94.68
2184.00,94.63
2183.00,94.61
2182.00,94.60
2181.00,94.60
2180.00,94.60
2179.00,94.60
2178.00,94.61
2177.00,94.62
2176.00,94.62
2175.00,94.61
2174.00,94.61
2173.00,94.61
2172.00,94.61
2171.00,94.59
2170.00,94.55
2169.00,94.50
2168.00,94.44
2167.00,94.36
2166.00,94.27
2165.00,94.20
2164.00,94.17
2163.00,94.13
2162.00,94.08
2161.00,94.05
2160.00,94.11
2159.00,94.29
2158.00,94.51
2157.00,94.68
2156.00,94.79
2155.00,94.84
2154.00,94.85
2153.00,94.84
2152.00,94.84
2151.00,94.89
2150.00,94.99
2149.00,95.08
2148.00,95.12
2147.00,95.12
2146.00,95.13
2145.00,95.15
2144.00,95.18
2143.00,95.22
2142.00,95.26
2141.00,95.30
2140.00,95.34
2139.00,95.38
2138.00,95.42
2137.00,95.48
2136.00,95.52
2135.00,95.57
2134.00,95.63
2133.00,95.69
2132.00,95.76
2131.00,95.81
2130.00,95.86
2129.00,95.90
2128.00,95.92
2127.00,95.92
2126.00,95.90
2125.00,95.87
2124.00,95.85
2123.00,95.84
2122.00,95.85
2121.00,95.87
2120.00,95.90
2119.00,95.92
2118.00,95.92
2117.00,95.90
2116.00,95.87
2115.00,95.87
2114.00,95.89
2113.00,95.92
2112.00,95.93
2111.00,95.92
2110.00,95.88
2109.00,95.84
2108.00,95.82
2107.00,95.83
2106.00,95.85
2105.00,95.84
2104.00,95.81
2103.00,95.80
2102.00,95.80
2101.00,95.82
2100.00,95.84
2099.00,95.84
2098.00,95.83
2097.00,95.83
2096.00,95.84
2095.00,95.85
2094.00,95.85
2093.00,95.84
2092.00,95.81
2091.00,95.80
2090.00,95.79
2089.00,95.80
2088.00,95.81
2087.00,95.83
2086.00,95.85
2085.00,95.87
2084.00,95.88
2083.00,95.86
2082.00,95.82
2081.00,95.76
2080.00,95.71
2079.00,95.67
2078.00,95.66
2077.00,95.66
2076.00,95.67
2075.00,95.69
2074.00,95.70
2073.00,95.69
2072.00,95.67
2071.00,95.64
2070.00,95.60
2069.00,95.57
2068.00,95.56
2067.00,95.56
2066.00,95.56
2065.00,95.55
2064.00,95.52
2063.00,95.46
2062.00,95.40
2061.00,95.36
2060.00,95.37
2059.00,95.42
2058.00,95.47
2057.00,95.49
2056.00,95.48
2055.00,95.46
2054.00,95.41
2053.00,95.34
2052.00,95.24
2051.00,95.14
2050.00,95.07
2049.00,95.03
2048.00,94.99
2047.00,94.95
2046.00,94.91
2045.00,94.90
2044.00,94.91
2043.00,94.92
2042.00,94.91
2041.00,94.87
2040.00,94.81
2039.00,94.73
2038.00,94.66
2037.00,94.62
2036.00,94.63
2035.00,94.66
2034.00,94.69
2033.00,94.69
2032.00,94.65
2031.00,94.60
2030.00,94.54
2029.00,94.52
2028.00,94.54
2027.00,94.61
2026.00,94.68
2025.00,94.71
2024.00,94.71
2023.00,94.71
2022.00,94.72
2021.00,94.75
2020.00,94.78
2019.00,94.77
2018.00,94.75
2017.00,94.74
2016.00,94.73
2015.00,94.71
2014.00,94.66
2013.00,94.62
2012.00,94.63
2011.00,94.70
2010.00,94.78
2009.00,94.82
2008.00,94.82
2007.00,94.82
2006.00,94.85
2005.00,94.90
2004.00,94.95
2003.00,94.98
2002.00,94.99
2001.00,95.00
2000.00,95.01
1999.00,95.03
1998.00,95.04
1997.00,95.05
1996.00,95.04
1995.00,95.02
1994.00,94.98
1993.00,94.92
1992.00,94.89
1991.00,94.91
1990.00,94.99
1989.00,95.07
1988.00,95.11
1987.00,95.08
1986.00,94.99
1985.00,94.88
1984.00,94.80
1983.00,94.75
1982.00,94.72
1981.00,94.69
1980.00,94.64
1979.00,94.61
1978.00,94.62
1977.00,94.67
1976.00,94.73
1975.00,94.81
1974.00,94.90
1973.00,94.99
1972.00,95.03
1971.00,95.03
1970.00,95.00
1969.00,95.00
1968.00,95.01
1967.00,95.05
1966.00,95.08
1965.00,95.11
1964.00,95.13
1963.00,95.12
1962.00,95.11
1961.00,95.11
1960.00,95.16
1959.00,95.23
1958.00,95.31
1957.00,95.36
1956.00,95.37
1955.00,95.35
1954.00,95.34
1953.00,95.36
1952.00,95.43
1951.00,95.53
1950.00,95.63
1949.00,95.69
1948.00,95.71
1947.00,95.71
1946.00,95.73
1945.00,95.76
1944.00,95.78
1943.00,95.80
1942.00,95.80
1941.00,95.81
1940.00,95.83
1939.00,95.84
1938.00,95.86
1937.00,95.88
1936.00,95.89
1935.00,95.89
1934.00,95.90
1933.00,95.92
1932.00,95.98
1931.00,96.04
1930.00,96.09
1929.00,96.11
1928.00,96.09
1927.00,96.05
1926.00,96.03
1925.00,96.03
1924.00,96.07
1923.00,96.12
1922.00,96.16
1921.00,96.16
1920.00,96.13
1919.00,96.11
1918.00,96.13
1917.00,96.16
1916.00,96.19
1915.00,96.20
1914.00,96.20
1913.00,96.21
1912.00,96.22
1911.00,96.23
1910.00,96.23
1909.00,96.24
1908.00,96.24
1907.00,96.25
1906.00,96.24
1905.00,96.24
1904.00,96.26
1903.00,96.30
1902.00,96.34
1901.00,96.38
1900.00,96.40
1899.00,96.40
1898.00,96.37
1897.00,96.34
1896.00,96.31
1895.00,96.31
1894.00,96.33
1893.00,96.35
1892.00,96.37
1891.00,96.36
1890.00,96.36
1889.00,96.35
1888.00,96.34
1887.00,96.34
1886.00,96.38
1885.00,96.42
1884.00,96.46
1883.00,96.48
1882.00,96.48
1881.00,96.49
1880.00,96.51
1879.00,96.50
1878.00,96.48
1877.00,96.45
1876.00,96.44
1875.00,96.44
1874.00,96.45
1873.00,96.47
1872.00,96.49
1871.00,96.50
1870.00,96.51
1869.00,96.52
1868.00,96.53
1867.00,96.53
1866.00,96.54
1865.00,96.53
1864.00,96.52
1863.00,96.52
1862.00,96.52
1861.00,96.53
1860.00,96.54
1859.00,96.56
1858.00,96.56
1857.00,96.57
1856.00,96.58
1855.00,96.60
1854.00,96.62
1853.00,96.64
1852.00,96.65
1851.00,96.64
1850.00,96.62
1849.00,96.59
1848.00,96.58
1847.00,96.60
1846.00,96.63
1845.00,96.65
1844.00,96.67
1843.00,96.68
1842.00,96.69
1841.00,96.69
1840.00,96.69
1839.00,96.69
1838.00,96.68
1837.00,96.68
1836.00,96.68
1835.00,96.68
1834.00,96.68
1833.00,96.67
1832.00,96.67
1831.00,96.67
1830.00,96.69
1829.00,96.72
1828.00,96.76
1827.00,96.78
1826.00,96.79
1825.00,96.78
1824.00,96.76
1823.00,96.75
1822.00,96.76
1821.00,96.77
1820.00,96.77
1819.00,96.77
1818.00,96.78
1817.00,96.79
1816.00,96.81
1815.00,96.83
1814.00,96.84
1813.00,96.85
1812.00,96.86
1811.00,96.87
1810.00,96.86
1809.00,96.85
1808.00,96.83
1807.00,96.81
1806.00,96.81
1805.00,96.81
1804.00,96.81
1803.00,96.83
1802.00,96.85
1801.00,96.87
1800.00,96.89
1799.00,96.89
1798.00,96.88
1797.00,96.85
1796.00,96.82
1795.00,96.80
1794.00,96.80
1793.00,96.82
1792.00,96.84
1791.00,96.85
1790.00,96.85
1789.00,96.86
1788.00,96.86
1787.00,96.87
1786.00,96.88
1785.00,96.89
1784.00,96.89
1783.00,96.89
1782.00,96.89
1781.00,96.89
1780.00,96.90
1779.00,96.90
1778.00,96.90
1777.00,96.88
1776.00,96.87
1775.00,96.85
1774.00,96.84
1773.00,96.84
1772.00,96.86
1771.00,96.87
1770.00,96.86
1769.00,96.86
1768.00,96.85
1767.00,96.86
1766.00,96.86
1765.00,96.85
1764.00,96.85
1763.00,96.84
1762.00,96.83
1761.00,96.82
1760.00,96.81
1759.00,96.80
1758.00,96.79
1757.00,96.78
1756.00,96.77
1755.00,96.77
1754.00,96.78
1753.00,96.80
1752.00,96.81
1751.00,96.80
1750.00,96.76
1749.00,96.72
1748.00,96.69
1747.00,96.67
1746.00,96.66
1745.00,96.66
1744.00,96.64
1743.00,96.61
1742.00,96.57
1741.00,96.55
1740.00,96.54
1739.00,96.53
1738.00,96.51
1737.00,96.49
1736.00,96.48
1735.00,96.47
1734.00,96.45
1733.00,96.43
1732.00,96.42
1731.00,96.42
1730.00,96.43
1729.00,96.45
1728.00,96.47
1727.00,96.47
1726.00,96.47
1725.00,96.47
1724.00,96.48
1723.00,96.50
1722.00,96.51
1721.00,96.52
1720.00,96.52
1719.00,96.53
1718.00,96.54
1717.00,96.55
1716.00,96.57
1715.00,96.60
1714.00,96.63
1713.00,96.64
1712.00,96.65
1711.00,96.66
1710.00,96.66
1709.00,96.67
1708.00,96.68
1707.00,96.67
1706.00,96.66
1705.00,96.64
1704.00,96.61
1703.00,96.59
1702.00,96.58
1701.00,96.59
1700.00,96.63
1699.00,96.67
1698.00,96.67
1697.00,96.67
1696.00,96.68
1695.00,96.70
1694.00,96.71
1693.00,96.71
1692.00,96.71
1691.00,96.73
1690.00,96.75
1689.00,96.75
1688.00,96.75
1687.00,96.75
1686.00,96.75
1685.00,96.75
1684.00,96.75
1683.00,96.75
1682.00,96.75
1681.00,96.76
1680.00,96.77
1679.00,96.78
1678.00,96.78
1677.00,96.78
1676.00,96.78
1675.00,96.79
1674.00,96.79
1673.00,96.78
1672.00,96.77
1671.00,96.76
1670.00,96.76
1669.00,96.76
1668.00,96.76
1667.00,96.75
1666.00,96.75
1665.00,96.75
1664.00,96.74
1663.00,96.73
1662.00,96.72
1661.00,96.71
1660.00,96.70
1659.00,96.71
1658.00,96.71
1657.00,96.72
1656.00,96.72
1655.00,96.71
1654.00,96.69
1653.00,96.67
1652.00,96.69
1651.00,96.70
1650.00,96.70
1649.00,96.70
1648.00,96.69
1647.00,96.67
1646.00,96.65
1645.00,96.65
1644.00,96.64
1643.00,96.63
1642.00,96.62
1641.00,96.62
1640.00,96.62
1639.00,96.61
1638.00,96.59
1637.00,96.56
1636.00,96.53
1635.00,96.51
1634.00,96.52
1633.00,96.51
1632.00,96.51
1631.00,96.50
1630.00,96.50
1629.00,96.50
1628.00,96.50
1627.00,96.51
1626.00,96.52
1625.00,96.53
1624.00,96.53
1623.00,96.52
1622.00,96.50
1621.00,96.49
1620.00,96.47
1619.00,96.48
1618.00,96.48
1617.00,96.50
1616.00,96.51
1615.00,96.52
1614.00,96.53
1613.00,96.54
1612.00,96.56
1611.00,96.57
1610.00,96.58
1609.00,96.60
1608.00,96.62
1607.00,96.64
1606.00,96.64
1605.00,96.64
1604.00,96.64
1603.00,96.65
1602.00,96.66
1601.00,96.68
1600.00,96.69
1599.00,96.70
1598.00,96.72
1597.00,96.73
1596.00,96.74
1595.00,96.75
1594.00,96.75
1593.00,96.77
1592.00,96.79
1591.00,96.81
1590.00,96.81
1589.00,96.80
1588.00,96.79
1587.00,96.79
1586.00,96.80
1585.00,96.82
1584.00,96.84
1583.00,96.86
1582.00,96.86
1581.00,96.86
1580.00,96.86
1579.00,96.86
1578.00,96.87
1577.00,96.88
1576.00,96.89
1575.00,96.89
1574.00,96.89
1573.00,96.88
1572.00,96.89
1571.00,96.90
1570.00,96.91
1569.00,96.93
1568.00,96.95
1567.00,96.95
1566.00,96.95
1565.00,96.94
1564.00,96.93
1563.00,96.93
1562.00,96.93
1561.00,96.95
1560.00,96.96
1559.00,96.95
1558.00,96.96
1557.00,96.98
1556.00,96.97
1555.00,96.97
1554.00,96.97
1553.00,96.97
1552.00,96.96
1551.00,96.96
1550.00,96.95
1549.00,96.95
1548.00,96.94
1547.00,96.93
1546.00,96.94
1545.00,96.95
1544.00,96.97
1543.00,96.99
1542.00,97.00
1541.00,96.98
1540.00,96.96
1539.00,96.95
1538.00,96.95
1537.00,96.96
1536.00,96.97
1535.00,96.99
1534.00,97.01
1533.00,97.00
1532.00,96.99
1531.00,96.98
1530.00,96.97
1529.00,96.97
1528.00,96.96
1527.00,96.96
1526.00,96.97
1525.00,96.97
1524.00,96.97
1523.00,96.97
1522.00,96.97
1521.00,96.96
1520.00,96.96
1519.00,96.96
1518.00,96.96
1517.00,96.97
1516.00,96.99
1515.00,97.01
1514.00,97.01
1513.00,97.01
1512.00,97.00
1511.00,97.00
1510.00,97.01
1509.00,97.01
1508.00,97.00
1507.00,96.97
1506.00,96.95
1505.00,96.95
1504.00,96.95
1503.00,96.95
1502.00,96.96
1501.00,96.96
1500.00,96.95
1499.00,96.94
1498.00,96.92
1497.00,96.90
1496.00,96.89
1495.00,96.89
1494.00,96.91
1493.00,96.92
1492.00,96.93
1491.00,96.92
1490.00,96.90
1489.00,96.88
1488.00,96.87
1487.00,96.88
1486.00,96.89
1485.00,96.88
1484.00,96.88
1483.00,96.87
1482.00,96.87
1481.00,96.86
1480.00,96.85
1479.00,96.83
1478.00,96.81
1477.00,96.79
1476.00,96.78
1475.00,96.77
1474.00,96.76
1473.00,96.75
1472.00,96.73
1471.00,96.71
1470.00,96.69
1469.00,96.66
1468.00,96.63
1467.00,96.61
1466.00,96.58
1465.00,96.55
1464.00,96.52
1463.00,96.48
1462.00,96.43
1461.00,96.38
1460.00,96.30
1459.00,96.19
1458.00,96.02
1457.00,95.77
1456.00,95.52
1455.00,95.32
1454.00,95.12
1453.00,94.91
1452.00,94.67
1451.00,94.42
1450.00,94.16
1449.00,93.88
1448.00,93.59
1447.00,93.30
1446.00,93.01
1445.00,92.71
1444.00,92.40
1443.00,92.11
1442.00,91.84
1441.00,91.60
1440.00,91.44
1439.00,91.35
1438.00,91.35
1437.00,91.40
1436.00,91.50
1435.00,91.63
1434.00,91.78
1433.00,91.96
1432.00,92.18
1431.00,92.43
1430.00,92.70
1429.00,92.95
1428.00,93.19
1427.00,93.40
1426.00,93.60
1425.00,93.82
1424.00,94.03
1423.00,94.23
1422.00,94.39
1421.00,94.54
1420.00,94.71
1419.00,94.89
1418.00,95.03
1417.00,95.15
1416.00,95.25
1415.00,95.36
1414.00,95.47
1413.00,95.57
1412.00,95.67
1411.00,95.76
1410.00,95.84
1409.00,95.91
1408.00,95.97
1407.00,96.02
1406.00,96.06
1405.00,96.11
1404.00,96.14
1403.00,96.17
1402.00,96.19
1401.00,96.22
1400.00,96.24
1399.00,96.24
1398.00,96.22
1397.00,96.20
1396.00,96.18
1395.00,96.16
1394.00,96.12
1393.00,96.08
1392.00,96.04
1391.00,96.00
1390.00,95.96
1389.00,95.92
1388.00,95.88
1387.00,95.84
1386.00,95.79
1385.00,95.74
1384.00,95.69
1383.00,95.64
1382.00,95.60
1381.00,95.57
1380.00,95.55
1379.00,95.52
1378.00,95.49
1377.00,95.45
1376.00,95.40
1375.00,95.35
1374.00,95.31
1373.00,95.27
1372.00,95.22
1371.00,95.16
1370.00,95.09
1369.00,95.04
1368.00,95.00
1367.00,94.96
1366.00,94.91
1365.00,94.86
1364.00,94.79
1363.00,94.72
1362.00,94.63
1361.00,94.54
1360.00,94.46
1359.00,94.39
1358.00,94.33
1357.00,94.29
1356.00,94.26
1355.00,94.25
1354.00,94.26
1353.00,94.27
1352.00,94.29
1351.00,94.31
1350.00,94.34
1349.00,94.38
1348.00,94.42
1347.00,94.46
1346.00,94.51
1345.00,94.55
1344.00,94.59
1343.00,94.61
1342.00,94.63
1341.00,94.63
1340.00,94.63
1339.00,94.60
1338.00,94.57
1337.00,94.53
1336.00,94.49
1335.00,94.45
1334.00,94.40
1333.00,94.36
1332.00,94.32
1331.00,94.30
1330.00,94.29
1329.00,94.28
1328.00,94.26
1327.00,94.25
1326.00,94.25
1325.00,94.25
1324.00,94.24
1323.00,94.23
1322.00,94.22
1321.00,94.23
1320.00,94.24
1319.00,94.24
1318.00,94.25
1317.00,94.25
1316.00,94.26
1315.00,94.27
1314.00,94.28
1313.00,94.28
1312.00,94.28
1311.00,94.27
1310.00,94.27
1309.00,94.28
1308.00,94.29
1307.00,94.30
1306.00,94.30
1305.00,94.29
1304.00,94.27
1303.00,94.24
1302.00,94.21
1301.00,94.17
1300.00,94.13
1299.00,94.10
1298.00,94.07
1297.00,94.04
1296.00,94.00
1295.00,93.97
1294.00,93.93
1293.00,93.89
1292.00,93.86
1291.00,93.84
1290.00,93.82
1289.00,93.80
1288.00,93.79
1287.00,93.79
1286.00,93.81
1285.00,93.83
1284.00,93.86
1283.00,93.88
1282.00,93.89
1281.00,93.90
1280.00,93.92
1279.00,93.94
1278.00,93.96
1277.00,93.96
1276.00,93.95
1275.00,93.93
1274.00,93.91
1273.00,93.86
1272.00,93.79
1271.00,93.70
1270.00,93.59
1269.00,93.48
1268.00,93.35
1267.00,93.21
1266.00,93.08
1265.00,92.95
1264.00,92.82
1263.00,92.71
1262.00,92.61
1261.00,92.53
1260.00,92.48
1259.00,92.47
1258.00,92.46
1257.00,92.45
1256.00,92.42
1255.00,92.40
1254.00,92.39
1253.00,92.40
1252.00,92.42
1251.00,92.44
1250.00,92.47
1249.00,92.50
1248.00,92.53
1247.00,92.56
1246.00,92.58
1245.00,92.59
1244.00,92.59
1243.00,92.59
1242.00,92.59
1241.00,92.59
1240.00,92.60
1239.00,92.63
1238.00,92.66
1237.00,92.71
1236.00,92.77
1235.00,92.86
1234.00,92.98
1233.00,93.10
1232.00,93.22
1231.00,93.33
1230.00,93.45
1229.00,93.57
1228.00,93.67
1227.00,93.75
1226.00,93.81
1225.00,93.85
1224.00,93.89
1223.00,93.91
1222.00,93.91
1221.00,93.89
1220.00,93.87
1219.00,93.85
1218.00,93.83
1217.00,93.79
1216.00,93.74
1215.00,93.68
1214.00,93.62
1213.00,93.58
1212.00,93.55
1211.00,93.53
1210.00,93.53
1209.00,93.53
1208.00,93.54
1207.00,93.55
1206.00,93.56
1205.00,93.58
1204.00,93.60
1203.00,93.62
1202.00,93.64
1201.00,93.67
1200.00,93.71
1199.00,93.75
1198.00,93.81
1197.00,93.86
1196.00,93.91
1195.00,93.96
1194.00,94.01
1193.00,94.06
1192.00,94.12
1191.00,94.18
1190.00,94.23
1189.00,94.27
1188.00,94.31
1187.00,94.35
1186.00,94.38
1185.00,94.41
1184.00,94.45
1183.00,94.48
1182.00,94.50
1181.00,94.50
1180.00,94.51
1179.00,94.52
1178.00,94.53
1177.00,94.53
1176.00,94.54
1175.00,94.56
1174.00,94.59
1173.00,94.61
1172.00,94.62
1171.00,94.64
1170.00,94.67
1169.00,94.71
1168.00,94.75
1167.00,94.79
1166.00,94.83
1165.00,94.87
1164.00,94.93
1163.00,95.00
1162.00,95.08
1161.00,95.16
1160.00,95.23
1159.00,95.28
1158.00,95.32
1157.00,95.34
1156.00,95.35
1155.00,95.37
1154.00,95.41
1153.00,95.46
1152.00,95.53
1151.00,95.58
1150.00,95.59
1149.00,95.58
1148.00,95.54
1147.00,95.52
1146.00,95.51
1145.00,95.51
1144.00,95.51
1143.00,95.51
1142.00,95.49
1141.00,95.48
1140.00,95.48
1139.00,95.49
1138.00,95.49
1137.00,95.48
1136.00,95.45
1135.00,95.42
1134.00,95.40
1133.00,95.39
1132.00,95.40
1131.00,95.40
1130.00,95.37
1129.00,95.34
1128.00,95.30
1127.00,95.26
1126.00,95.20
1125.00,95.12
1124.00,95.02
1123.00,94.92
1122.00,94.84
1121.00,94.78
1120.00,94.71
1119.00,94.63
1118.00,94.55
1117.00,94.49
1116.00,94.44
1115.00,94.42
1114.00,94.39
1113.00,94.34
1112.00,94.27
1111.00,94.21
1110.00,94.18
1109.00,94.16
1108.00,94.13
1107.00,94.08
1106.00,94.03
1105.00,93.98
1104.00,93.96
1103.00,93.96
1102.00,93.96
1101.00,93.96
1100.00,93.96
1099.00,93.95
1098.00,93.96
1097.00,93.97
1096.00,93.98
1095.00,93.99
1094.00,93.99
1093.00,93.99
1092.00,94.00
1091.00,94.02
1090.00,94.04
1089.00,94.06
1088.00,94.08
1087.00,94.11
1086.00,94.13
1085.00,94.14
1084.00,94.15
1083.00,94.16
1082.00,94.17
1081.00,94.19
1080.00,94.21
1079.00,94.23
1078.00,94.22
1077.00,94.19
1076.00,94.14
1075.00,94.11
1074.00,94.11
1073.00,94.13
1072.00,94.15
1071.00,94.15
1070.00,94.16
1069.00,94.15
1068.00,94.15
1067.00,94.13
1066.00,94.11
1065.00,94.07
1064.00,94.02
1063.00,93.97
1062.00,93.93
1061.00,93.92
1060.00,93.93
1059.00,93.94
1058.00,93.91
1057.00,93.87
1056.00,93.82
1055.00,93.77
1054.00,93.72
1053.00,93.66
1052.00,93.62
1051.00,93.59
1050.00,93.58
1049.00,93.57
1048.00,93.56
1047.00,93.55
1046.00,93.52
1045.00,93.48
1044.00,93.46
1043.00,93.47
1042.00,93.49
1041.00,93.49
1040.00,93.44
1039.00,93.38
1038.00,93.34
1037.00,93.32
1036.00,93.32
1035.00,93.32
1034.00,93.32
1033.00,93.32
1032.00,93.33
1031.00,93.36
1030.00,93.40
1029.00,93.44
1028.00,93.47
1027.00,93.49
1026.00,93.50
1025.00,93.50
1024.00,93.52
1023.00,93.54
1022.00,93.57
1021.00,93.56
1020.00,93.53
1019.00,93.49
1018.00,93.44
1017.00,93.40
1016.00,93.36
1015.00,93.31
1014.00,93.27
1013.00,93.23
1012.00,93.19
1011.00,93.15
1010.00,93.09
1009.00,93.02
1008.00,92.95
1007.00,92.88
1006.00,92.83
1005.00,92.77
1004.00,92.70
1003.00,92.65
1002.00,92.61
1001.00,92.59
1000.00,92.57
999.00,92.54
998.00,92.52
997.00,92.49
996.00,92.48
995.00,92.47
994.00,92.47
993.00,92.48
992.00,92.49
991.00,92.51
990.00,92.53
989.00,92.55
988.00,92.58
987.00,92.61
986.00,92.64
985.00,92.67
984.00,92.72
983.00,92.76
982.00,92.80
981.00,92.83
980.00,92.86
979.00,92.91
978.00,92.98
977.00,93.04
976.00,93.10
975.00,93.14
974.00,93.16
973.00,93.16
972.00,93.17
971.00,93.18
970.00,93.20
969.00,93.23
968.00,93.26
967.00,93.28
966.00,93.29
965.00,93.29
964.00,93.28
963.00,93.27
962.00,93.26
961.00,93.26
960.00,93.27
959.00,93.29
958.00,93.32
957.00,93.34
956.00,93.36
955.00,93.38
954.00,93.40
953.00,93.43
952.00,93.46
951.00,93.50
950.00,93.56
949.00,93.61
948.00,93.65
947.00,93.67
946.00,93.67
945.00,93.68
944.00,93.69
943.00,93.70
942.00,93.73
941.00,93.77
940.00,93.81
939.00,93.84
938.00,93.86
937.00,93.85
936.00,93.85
935.00,93.85
934.00,93.86
933.00,93.89
932.00,93.90
931.00,93.92
930.00,93.94
929.00,93.96
928.00,93.99
927.00,94.01
926.00,94.00
925.00,93.98
924.00,93.95
923.00,93.92
922.00,93.90
921.00,93.90
920.00,93.91
919.00,93.93
918.00,93.96
917.00,93.99
916.00,94.03
915.00,94.06
914.00,94.08
913.00,94.09
912.00,94.09
911.00,94.10
910.00,94.11
909.00,94.13
908.00,94.14
907.00,94.15
906.00,94.16
905.00,94.17
904.00,94.17
903.00,94.18
902.00,94.19
901.00,94.21
900.00,94.21
