Created as New Dataset,11.3 Red Wool Coopworth sheep 
cm-1,%T
2473.00,98.86
2472.00,98.85
2471.00,98.84
2470.00,98.85
2469.00,98.86
2468.00,98.88
2467.00,98.89
2466.00,98.88
2465.00,98.87
2464.00,98.85
2463.00,98.83
2462.00,98.83
2461.00,98.83
2460.00,98.83
2459.00,98.83
2458.00,98.83
2457.00,98.84
2456.00,98.85
2455.00,98.87
2454.00,98.89
2453.00,98.88
2452.00,98.87
2451.00,98.85
2450.00,98.84
2449.00,98.84
2448.00,98.84
2447.00,98.85
2446.00,98.85
2445.00,98.84
2444.00,98.83
2443.00,98.83
2442.00,98.84
2441.00,98.85
2440.00,98.85
2439.00,98.86
2438.00,98.87
2437.00,98.90
2436.00,98.93
2435.00,98.95
2434.00,98.93
2433.00,98.91
2432.00,98.89
2431.00,98.89
2430.00,98.91
2429.00,98.93
2428.00,98.96
2427.00,98.99
2426.00,99.01
2425.00,99.01
2424.00,99.00
2423.00,98.98
2422.00,98.98
2421.00,98.98
2420.00,98.99
2419.00,98.99
2418.00,98.99
2417.00,98.96
2416.00,98.93
2415.00,98.91
2414.00,98.91
2413.00,98.93
2412.00,98.96
2411.00,99.00
2410.00,99.02
2409.00,99.01
2408.00,98.99
2407.00,98.99
2406.00,99.00
2405.00,99.02
2404.00,99.02
2403.00,99.02
2402.00,99.00
2401.00,98.98
2400.00,98.98
2399.00,98.99
2398.00,99.00
2397.00,99.00
2396.00,99.00
2395.00,99.00
2394.00,99.01
2393.00,99.02
2392.00,99.03
2391.00,99.04
2390.00,99.04
2389.00,99.04
2388.00,99.04
2387.00,99.03
2386.00,99.02
2385.00,99.01
2384.00,99.01
2383.00,99.02
2382.00,99.03
2381.00,99.04
2380.00,99.05
2379.00,99.06
2378.00,99.06
2377.00,99.06
2376.00,99.05
2375.00,99.04
2374.00,99.02
2373.00,99.00
2372.00,99.00
2371.00,99.03
2370.00,99.08
2369.00,99.11
2368.00,99.11
2367.00,99.10
2366.00,99.10
2365.00,99.11
2364.00,99.12
2363.00,99.11
2362.00,99.04
2361.00,98.94
2360.00,98.85
2359.00,98.80
2358.00,98.81
2357.00,98.85
2356.00,98.89
2355.00,98.91
2354.00,98.90
2353.00,98.84
2352.00,98.78
2351.00,98.77
2350.00,98.86
2349.00,99.04
2348.00,99.22
2347.00,99.34
2346.00,99.32
2345.00,99.18
2344.00,99.04
2343.00,98.94
2342.00,98.90
2341.00,98.88
2340.00,98.87
2339.00,98.87
2338.00,98.88
2337.00,98.89
2336.00,98.93
2335.00,98.98
2334.00,99.01
2333.00,99.00
2332.00,98.94
2331.00,98.88
2330.00,98.82
2329.00,98.78
2328.00,98.76
2327.00,98.75
2326.00,98.75
2325.00,98.74
2324.00,98.74
2323.00,98.74
2322.00,98.74
2321.00,98.71
2320.00,98.67
2319.00,98.62
2318.00,98.61
2317.00,98.63
2316.00,98.68
2315.00,98.73
2314.00,98.75
2313.00,98.73
2312.00,98.70
2311.00,98.68
2310.00,98.68
2309.00,98.69
2308.00,98.71
2307.00,98.73
2306.00,98.74
2305.00,98.73
2304.00,98.72
2303.00,98.71
2302.00,98.72
2301.00,98.74
2300.00,98.75
2299.00,98.75
2298.00,98.73
2297.00,98.72
2296.00,98.72
2295.00,98.72
2294.00,98.72
2293.00,98.70
2292.00,98.69
2291.00,98.67
2290.00,98.67
2289.00,98.68
2288.00,98.68
2287.00,98.67
2286.00,98.65
2285.00,98.62
2284.00,98.61
2283.00,98.61
2282.00,98.63
2281.00,98.66
2280.00,98.68
2279.00,98.69
2278.00,98.69
2277.00,98.68
2276.00,98.66
2275.00,98.64
2274.00,98.63
2273.00,98.64
2272.00,98.65
2271.00,98.65
2270.00,98.64
2269.00,98.63
2268.00,98.63
2267.00,98.64
2266.00,98.64
2265.00,98.63
2264.00,98.61
2263.00,98.59
2262.00,98.55
2261.00,98.52
2260.00,98.48
2259.00,98.45
2258.00,98.44
2257.00,98.44
2256.00,98.45
2255.00,98.46
2254.00,98.45
2253.00,98.43
2252.00,98.39
2251.00,98.35
2250.00,98.33
2249.00,98.33
2248.00,98.36
2247.00,98.40
2246.00,98.44
2245.00,98.47
2244.00,98.49
2243.00,98.49
2242.00,98.47
2241.00,98.44
2240.00,98.43
2239.00,98.44
2238.00,98.44
2237.00,98.43
2236.00,98.40
2235.00,98.37
2234.00,98.36
2233.00,98.36
2232.00,98.37
2231.00,98.39
2230.00,98.38
2229.00,98.35
2228.00,98.30
2227.00,98.26
2226.00,98.23
2225.00,98.20
2224.00,98.17
2223.00,98.16
2222.00,98.16
2221.00,98.18
2220.00,98.20
2219.00,98.19
2218.00,98.16
2217.00,98.11
2216.00,98.07
2215.00,98.05
2214.00,98.07
2213.00,98.09
2212.00,98.11
2211.00,98.11
2210.00,98.08
2209.00,98.06
2208.00,98.06
2207.00,98.07
2206.00,98.08
2205.00,98.09
2204.00,98.11
2203.00,98.17
2202.00,98.24
2201.00,98.26
2200.00,98.22
2199.00,98.13
2198.00,98.04
2197.00,97.99
2196.00,97.98
2195.00,98.00
2194.00,98.05
2193.00,98.08
2192.00,98.09
2191.00,98.06
2190.00,98.01
2189.00,97.97
2188.00,97.95
2187.00,97.92
2186.00,97.89
2185.00,97.90
2184.00,97.94
2183.00,98.00
2182.00,98.01
2181.00,97.96
2180.00,97.90
2179.00,97.88
2178.00,97.89
2177.00,97.90
2176.00,97.91
2175.00,97.91
2174.00,97.90
2173.00,97.87
2172.00,97.86
2171.00,97.86
2170.00,97.86
2169.00,97.84
2168.00,97.80
2167.00,97.76
2166.00,97.71
2165.00,97.68
2164.00,97.65
2163.00,97.64
2162.00,97.64
2161.00,97.66
2160.00,97.71
2159.00,97.81
2158.00,97.90
2157.00,97.96
2156.00,97.97
2155.00,97.99
2154.00,98.03
2153.00,98.06
2152.00,98.07
2151.00,98.06
2150.00,98.04
2149.00,98.02
2148.00,98.03
2147.00,98.08
2146.00,98.13
2145.00,98.17
2144.00,98.18
2143.00,98.19
2142.00,98.18
2141.00,98.17
2140.00,98.15
2139.00,98.14
2138.00,98.15
2137.00,98.19
2136.00,98.25
2135.00,98.31
2134.00,98.36
2133.00,98.40
2132.00,98.43
2131.00,98.46
2130.00,98.46
2129.00,98.44
2128.00,98.42
2127.00,98.42
2126.00,98.45
2125.00,98.49
2124.00,98.52
2123.00,98.53
2122.00,98.50
2121.00,98.47
2120.00,98.46
2119.00,98.48
2118.00,98.51
2117.00,98.51
2116.00,98.49
2115.00,98.46
2114.00,98.46
2113.00,98.45
2112.00,98.43
2111.00,98.39
2110.00,98.35
2109.00,98.34
2108.00,98.35
2107.00,98.38
2106.00,98.42
2105.00,98.43
2104.00,98.43
2103.00,98.43
2102.00,98.45
2101.00,98.46
2100.00,98.46
2099.00,98.46
2098.00,98.46
2097.00,98.46
2096.00,98.45
2095.00,98.44
2094.00,98.42
2093.00,98.41
2092.00,98.41
2091.00,98.41
2090.00,98.43
2089.00,98.44
2088.00,98.45
2087.00,98.46
2086.00,98.48
2085.00,98.49
2084.00,98.48
2083.00,98.47
2082.00,98.45
2081.00,98.41
2080.00,98.37
2079.00,98.33
2078.00,98.31
2077.00,98.31
2076.00,98.33
2075.00,98.37
2074.00,98.40
2073.00,98.41
2072.00,98.39
2071.00,98.37
2070.00,98.36
2069.00,98.36
2068.00,98.34
2067.00,98.30
2066.00,98.25
2065.00,98.21
2064.00,98.20
2063.00,98.23
2062.00,98.29
2061.00,98.37
2060.00,98.41
2059.00,98.39
2058.00,98.35
2057.00,98.31
2056.00,98.31
2055.00,98.31
2054.00,98.28
2053.00,98.22
2052.00,98.16
2051.00,98.13
2050.00,98.11
2049.00,98.09
2048.00,98.05
2047.00,98.01
2046.00,97.98
2045.00,97.98
2044.00,97.99
2043.00,98.02
2042.00,98.03
2041.00,98.00
2040.00,97.96
2039.00,97.93
2038.00,97.92
2037.00,97.92
2036.00,97.94
2035.00,97.99
2034.00,98.04
2033.00,98.06
2032.00,98.03
2031.00,98.00
2030.00,97.99
2029.00,98.00
2028.00,98.00
2027.00,97.97
2026.00,97.94
2025.00,97.92
2024.00,97.92
2023.00,97.94
2022.00,97.97
2021.00,98.01
2020.00,98.06
2019.00,98.10
2018.00,98.12
2017.00,98.12
2016.00,98.12
2015.00,98.13
2014.00,98.15
2013.00,98.18
2012.00,98.18
2011.00,98.14
2010.00,98.08
2009.00,98.04
2008.00,98.03
2007.00,98.07
2006.00,98.13
2005.00,98.16
2004.00,98.18
2003.00,98.18
2002.00,98.18
2001.00,98.17
2000.00,98.18
1999.00,98.18
1998.00,98.16
1997.00,98.11
1996.00,98.07
1995.00,98.07
1994.00,98.10
1993.00,98.15
1992.00,98.18
1991.00,98.18
1990.00,98.14
1989.00,98.11
1988.00,98.11
1987.00,98.14
1986.00,98.17
1985.00,98.16
1984.00,98.10
1983.00,98.02
1982.00,97.95
1981.00,97.91
1980.00,97.90
1979.00,97.93
1978.00,97.96
1977.00,98.02
1976.00,98.09
1975.00,98.16
1974.00,98.20
1973.00,98.19
1972.00,98.15
1971.00,98.12
1970.00,98.10
1969.00,98.10
1968.00,98.11
1967.00,98.13
1966.00,98.16
1965.00,98.18
1964.00,98.17
1963.00,98.15
1962.00,98.14
1961.00,98.15
1960.00,98.18
1959.00,98.22
1958.00,98.25
1957.00,98.28
1956.00,98.31
1955.00,98.37
1954.00,98.43
1953.00,98.47
1952.00,98.48
1951.00,98.47
1950.00,98.46
1949.00,98.46
1948.00,98.48
1947.00,98.49
1946.00,98.50
1945.00,98.50
1944.00,98.50
1943.00,98.49
1942.00,98.47
1941.00,98.45
1940.00,98.45
1939.00,98.46
1938.00,98.48
1937.00,98.51
1936.00,98.55
1935.00,98.58
1934.00,98.59
1933.00,98.57
1932.00,98.55
1931.00,98.55
1930.00,98.56
1929.00,98.59
1928.00,98.61
1927.00,98.62
1926.00,98.62
1925.00,98.60
1924.00,98.60
1923.00,98.60
1922.00,98.61
1921.00,98.62
1920.00,98.63
1919.00,98.67
1918.00,98.72
1917.00,98.73
1916.00,98.72
1915.00,98.70
1914.00,98.69
1913.00,98.68
1912.00,98.68
1911.00,98.68
1910.00,98.68
1909.00,98.69
1908.00,98.70
1907.00,98.72
1906.00,98.75
1905.00,98.77
1904.00,98.79
1903.00,98.80
1902.00,98.79
1901.00,98.77
1900.00,98.75
1899.00,98.73
1898.00,98.72
1897.00,98.72
1896.00,98.72
1895.00,98.74
1894.00,98.75
1893.00,98.75
1892.00,98.75
1891.00,98.77
1890.00,98.80
1889.00,98.82
1888.00,98.83
1887.00,98.81
1886.00,98.79
1885.00,98.77
1884.00,98.77
1883.00,98.79
1882.00,98.81
1881.00,98.82
1880.00,98.83
1879.00,98.83
1878.00,98.83
1877.00,98.81
1876.00,98.78
1875.00,98.78
1874.00,98.79
1873.00,98.80
1872.00,98.81
1871.00,98.81
1870.00,98.80
1869.00,98.79
1868.00,98.80
1867.00,98.82
1866.00,98.84
1865.00,98.85
1864.00,98.84
1863.00,98.83
1862.00,98.81
1861.00,98.80
1860.00,98.80
1859.00,98.83
1858.00,98.86
1857.00,98.87
1856.00,98.88
1855.00,98.88
1854.00,98.87
1853.00,98.87
1852.00,98.86
1851.00,98.86
1850.00,98.87
1849.00,98.86
1848.00,98.84
1847.00,98.82
1846.00,98.81
1845.00,98.81
1844.00,98.84
1843.00,98.86
1842.00,98.88
1841.00,98.87
1840.00,98.85
1839.00,98.84
1838.00,98.84
1837.00,98.85
1836.00,98.86
1835.00,98.88
1834.00,98.90
1833.00,98.90
1832.00,98.90
1831.00,98.90
1830.00,98.91
1829.00,98.91
1828.00,98.90
1827.00,98.88
1826.00,98.87
1825.00,98.86
1824.00,98.87
1823.00,98.88
1822.00,98.89
1821.00,98.89
1820.00,98.90
1819.00,98.92
1818.00,98.94
1817.00,98.94
1816.00,98.94
1815.00,98.93
1814.00,98.92
1813.00,98.92
1812.00,98.91
1811.00,98.92
1810.00,98.92
1809.00,98.90
1808.00,98.87
1807.00,98.85
1806.00,98.85
1805.00,98.86
1804.00,98.88
1803.00,98.90
1802.00,98.92
1801.00,98.93
1800.00,98.93
1799.00,98.93
1798.00,98.92
1797.00,98.89
1796.00,98.87
1795.00,98.87
1794.00,98.90
1793.00,98.92
1792.00,98.92
1791.00,98.92
1790.00,98.91
1789.00,98.91
1788.00,98.90
1787.00,98.90
1786.00,98.91
1785.00,98.91
1784.00,98.89
1783.00,98.88
1782.00,98.86
1781.00,98.85
1780.00,98.84
1779.00,98.84
1778.00,98.83
1777.00,98.82
1776.00,98.81
1775.00,98.80
1774.00,98.81
1773.00,98.81
1772.00,98.80
1771.00,98.79
1770.00,98.77
1769.00,98.76
1768.00,98.75
1767.00,98.76
1766.00,98.78
1765.00,98.80
1764.00,98.80
1763.00,98.81
1762.00,98.81
1761.00,98.80
1760.00,98.79
1759.00,98.77
1758.00,98.75
1757.00,98.73
1756.00,98.72
1755.00,98.72
1754.00,98.72
1753.00,98.71
1752.00,98.68
1751.00,98.64
1750.00,98.61
1749.00,98.59
1748.00,98.58
1747.00,98.58
1746.00,98.59
1745.00,98.58
1744.00,98.56
1743.00,98.53
1742.00,98.51
1741.00,98.48
1740.00,98.46
1739.00,98.45
1738.00,98.44
1737.00,98.42
1736.00,98.38
1735.00,98.36
1734.00,98.36
1733.00,98.35
1732.00,98.33
1731.00,98.30
1730.00,98.27
1729.00,98.24
1728.00,98.21
1727.00,98.18
1726.00,98.17
1725.00,98.16
1724.00,98.13
1723.00,98.11
1722.00,98.09
1721.00,98.05
1720.00,97.99
1719.00,97.90
1718.00,97.81
1717.00,97.72
1716.00,97.66
1715.00,97.64
1714.00,97.62
1713.00,97.56
1712.00,97.46
1711.00,97.36
1710.00,97.26
1709.00,97.16
1708.00,97.05
1707.00,96.93
1706.00,96.78
1705.00,96.61
1704.00,96.45
1703.00,96.31
1702.00,96.15
1701.00,95.93
1700.00,95.65
1699.00,95.43
1698.00,95.23
1697.00,94.97
1696.00,94.68
1695.00,94.44
1694.00,94.30
1693.00,94.18
1692.00,94.03
1691.00,93.84
1690.00,93.63
1689.00,93.41
1688.00,93.19
1687.00,92.99
1686.00,92.82
1685.00,92.60
1684.00,92.33
1683.00,92.13
1682.00,92.00
1681.00,91.87
1680.00,91.73
1679.00,91.58
1678.00,91.44
1677.00,91.29
1676.00,91.10
1675.00,90.89
1674.00,90.71
1673.00,90.56
1672.00,90.41
1671.00,90.24
1670.00,90.03
1669.00,89.80
1668.00,89.61
1667.00,89.46
1666.00,89.33
1665.00,89.21
1664.00,89.05
1663.00,88.85
1662.00,88.65
1661.00,88.47
1660.00,88.30
1659.00,88.13
1658.00,87.97
1657.00,87.81
1656.00,87.63
1655.00,87.43
1654.00,87.16
1653.00,86.84
1652.00,86.64
1651.00,86.58
1650.00,86.54
1649.00,86.45
1648.00,86.30
1647.00,86.11
1646.00,85.96
1645.00,85.86
1644.00,85.81
1643.00,85.76
1642.00,85.71
1641.00,85.65
1640.00,85.59
1639.00,85.53
1638.00,85.48
1637.00,85.43
1636.00,85.36
1635.00,85.29
1634.00,85.27
1633.00,85.27
1632.00,85.26
1631.00,85.26
1630.00,85.27
1629.00,85.28
1628.00,85.29
1627.00,85.31
1626.00,85.35
1625.00,85.41
1624.00,85.49
1623.00,85.59
1622.00,85.70
1621.00,85.82
1620.00,85.92
1619.00,86.02
1618.00,86.14
1617.00,86.31
1616.00,86.53
1615.00,86.75
1614.00,86.93
1613.00,87.11
1612.00,87.31
1611.00,87.52
1610.00,87.73
1609.00,87.93
1608.00,88.13
1607.00,88.33
1606.00,88.53
1605.00,88.73
1604.00,88.93
1603.00,89.11
1602.00,89.27
1601.00,89.41
1600.00,89.55
1599.00,89.68
1598.00,89.80
1597.00,89.93
1596.00,90.05
1595.00,90.18
1594.00,90.29
1593.00,90.39
1592.00,90.48
1591.00,90.56
1590.00,90.62
1589.00,90.67
1588.00,90.72
1587.00,90.76
1586.00,90.78
1585.00,90.79
1584.00,90.81
1583.00,90.82
1582.00,90.82
1581.00,90.81
1580.00,90.79
1579.00,90.75
1578.00,90.67
1577.00,90.59
1576.00,90.53
1575.00,90.51
1574.00,90.49
1573.00,90.46
1572.00,90.40
1571.00,90.31
1570.00,90.20
1569.00,90.10
1568.00,90.03
1567.00,89.97
1566.00,89.87
1565.00,89.74
1564.00,89.61
1563.00,89.50
1562.00,89.41
1561.00,89.36
1560.00,89.28
1559.00,89.00
1558.00,88.73
1557.00,88.61
1556.00,88.52
1555.00,88.41
1554.00,88.27
1553.00,88.15
1552.00,88.03
1551.00,87.90
1550.00,87.76
1549.00,87.64
1548.00,87.55
1547.00,87.46
1546.00,87.37
1545.00,87.27
1544.00,87.18
1543.00,87.09
1542.00,86.99
1541.00,86.85
1540.00,86.70
1539.00,86.61
1538.00,86.59
1537.00,86.60
1536.00,86.60
1535.00,86.59
1534.00,86.55
1533.00,86.50
1532.00,86.45
1531.00,86.43
1530.00,86.43
1529.00,86.44
1528.00,86.45
1527.00,86.45
1526.00,86.44
1525.00,86.43
1524.00,86.41
1523.00,86.38
1522.00,86.34
1521.00,86.31
1520.00,86.31
1519.00,86.31
1518.00,86.31
1517.00,86.30
1516.00,86.31
1515.00,86.34
1514.00,86.38
1513.00,86.43
1512.00,86.51
1511.00,86.59
1510.00,86.67
1509.00,86.74
1508.00,86.81
1507.00,86.93
1506.00,87.11
1505.00,87.30
1504.00,87.47
1503.00,87.62
1502.00,87.76
1501.00,87.90
1500.00,88.05
1499.00,88.20
1498.00,88.37
1497.00,88.56
1496.00,88.75
1495.00,88.94
1494.00,89.12
1493.00,89.30
1492.00,89.48
1491.00,89.68
1490.00,89.90
1489.00,90.11
1488.00,90.30
1487.00,90.47
1486.00,90.63
1485.00,90.77
1484.00,90.89
1483.00,90.99
1482.00,91.09
1481.00,91.18
1480.00,91.26
1479.00,91.31
1478.00,91.34
1477.00,91.36
1476.00,91.34
1475.00,91.29
1474.00,91.20
1473.00,91.09
1472.00,90.98
1471.00,90.92
1470.00,90.89
1469.00,90.86
1468.00,90.82
1467.00,90.80
1466.00,90.78
1465.00,90.78
1464.00,90.77
1463.00,90.76
1462.00,90.75
1461.00,90.72
1460.00,90.66
1459.00,90.58
1458.00,90.47
1457.00,90.37
1456.00,90.32
1455.00,90.32
1454.00,90.32
1453.00,90.31
1452.00,90.30
1451.00,90.30
1450.00,90.30
1449.00,90.30
1448.00,90.30
1447.00,90.32
1446.00,90.35
1445.00,90.40
1444.00,90.43
1443.00,90.47
1442.00,90.51
1441.00,90.56
1440.00,90.60
1439.00,90.64
1438.00,90.69
1437.00,90.74
1436.00,90.81
1435.00,90.89
1434.00,90.96
1433.00,91.03
1432.00,91.09
1431.00,91.15
1430.00,91.21
1429.00,91.26
1428.00,91.30
1427.00,91.34
1426.00,91.36
1425.00,91.38
1424.00,91.38
1423.00,91.38
1422.00,91.38
1421.00,91.37
1420.00,91.36
1419.00,91.33
1418.00,91.31
1417.00,91.29
1416.00,91.26
1415.00,91.24
1414.00,91.21
1413.00,91.18
1412.00,91.14
1411.00,91.09
1410.00,91.04
1409.00,91.00
1408.00,90.95
1407.00,90.89
1406.00,90.84
1405.00,90.79
1404.00,90.74
1403.00,90.70
1402.00,90.68
1401.00,90.66
1400.00,90.63
1399.00,90.59
1398.00,90.55
1397.00,90.53
1396.00,90.51
1395.00,90.50
1394.00,90.49
1393.00,90.49
1392.00,90.50
1391.00,90.50
1390.00,90.51
1389.00,90.53
1388.00,90.53
1387.00,90.55
1386.00,90.59
1385.00,90.64
1384.00,90.69
1383.00,90.75
1382.00,90.82
1381.00,90.88
1380.00,90.94
1379.00,91.00
1378.00,91.06
1377.00,91.12
1376.00,91.17
1375.00,91.21
1374.00,91.26
1373.00,91.31
1372.00,91.35
1371.00,91.39
1370.00,91.44
1369.00,91.49
1368.00,91.55
1367.00,91.62
1366.00,91.68
1365.00,91.75
1364.00,91.81
1363.00,91.86
1362.00,91.91
1361.00,91.97
1360.00,92.01
1359.00,92.05
1358.00,92.08
1357.00,92.10
1356.00,92.13
1355.00,92.15
1354.00,92.16
1353.00,92.18
1352.00,92.19
1351.00,92.19
1350.00,92.20
1349.00,92.21
1348.00,92.21
1347.00,92.22
1346.00,92.21
1345.00,92.21
1344.00,92.20
1343.00,92.19
1342.00,92.19
1341.00,92.20
1340.00,92.19
1339.00,92.19
1338.00,92.20
1337.00,92.21
1336.00,92.24
1335.00,92.26
1334.00,92.28
1333.00,92.29
1332.00,92.29
1331.00,92.29
1330.00,92.29
1329.00,92.30
1328.00,92.31
1327.00,92.31
1326.00,92.31
1325.00,92.29
1324.00,92.27
1323.00,92.24
1322.00,92.22
1321.00,92.20
1320.00,92.17
1319.00,92.14
1318.00,92.11
1317.00,92.08
1316.00,92.06
1315.00,92.04
1314.00,92.02
1313.00,92.02
1312.00,92.03
1311.00,92.04
1310.00,92.05
1309.00,92.04
1308.00,92.02
1307.00,92.01
1306.00,92.00
1305.00,91.99
1304.00,91.99
1303.00,91.99
1302.00,91.99
1301.00,92.00
1300.00,92.01
1299.00,92.00
1298.00,92.00
1297.00,92.00
1296.00,92.01
1295.00,92.04
1294.00,92.06
1293.00,92.07
1292.00,92.08
1291.00,92.07
1290.00,92.06
1289.00,92.06
1288.00,92.06
1287.00,92.06
1286.00,92.06
1285.00,92.06
1284.00,92.06
1283.00,92.05
1282.00,92.04
1281.00,92.03
1280.00,92.02
1279.00,92.02
1278.00,92.02
1277.00,92.02
1276.00,92.03
1275.00,92.03
1274.00,92.02
1273.00,92.01
1272.00,91.99
1271.00,91.97
1270.00,91.93
1269.00,91.90
1268.00,91.88
1267.00,91.86
1266.00,91.85
1265.00,91.83
1264.00,91.81
1263.00,91.78
1262.00,91.75
1261.00,91.71
1260.00,91.68
1259.00,91.65
1258.00,91.63
1257.00,91.60
1256.00,91.58
1255.00,91.57
1254.00,91.55
1253.00,91.52
1252.00,91.47
1251.00,91.43
1250.00,91.38
1249.00,91.34
1248.00,91.30
1247.00,91.27
1246.00,91.24
1245.00,91.22
1244.00,91.20
1243.00,91.16
1242.00,91.13
1241.00,91.11
1240.00,91.10
1239.00,91.10
1238.00,91.11
1237.00,91.11
1236.00,91.11
1235.00,91.10
1234.00,91.10
1233.00,91.11
1232.00,91.13
1231.00,91.17
1230.00,91.21
1229.00,91.24
1228.00,91.27
1227.00,91.30
1226.00,91.32
1225.00,91.35
1224.00,91.39
1223.00,91.44
1222.00,91.49
1221.00,91.54
1220.00,91.58
1219.00,91.62
1218.00,91.67
1217.00,91.72
1216.00,91.77
1215.00,91.82
1214.00,91.87
1213.00,91.90
1212.00,91.92
1211.00,91.93
1210.00,91.94
1209.00,91.96
1208.00,91.99
1207.00,92.02
1206.00,92.06
1205.00,92.10
1204.00,92.14
1203.00,92.18
1202.00,92.21
1201.00,92.24
1200.00,92.26
1199.00,92.29
1198.00,92.32
1197.00,92.35
1196.00,92.37
1195.00,92.39
1194.00,92.40
1193.00,92.41
1192.00,92.42
1191.00,92.43
1190.00,92.44
1189.00,92.45
1188.00,92.48
1187.00,92.50
1186.00,92.53
1185.00,92.57
1184.00,92.60
1183.00,92.63
1182.00,92.63
1181.00,92.63
1180.00,92.63
1179.00,92.64
1178.00,92.66
1177.00,92.68
1176.00,92.68
1175.00,92.65
1174.00,92.62
1173.00,92.60
1172.00,92.61
1171.00,92.62
1170.00,92.62
1169.00,92.63
1168.00,92.66
1167.00,92.71
1166.00,92.77
1165.00,92.81
1164.00,92.82
1163.00,92.80
1162.00,92.78
1161.00,92.78
1160.00,92.81
1159.00,92.84
1158.00,92.86
1157.00,92.87
1156.00,92.89
1155.00,92.92
1154.00,92.96
1153.00,93.00
1152.00,93.03
1151.00,93.06
1150.00,93.10
1149.00,93.15
1148.00,93.21
1147.00,93.25
1146.00,93.28
1145.00,93.31
1144.00,93.34
1143.00,93.38
1142.00,93.41
1141.00,93.42
1140.00,93.43
1139.00,93.42
1138.00,93.41
1137.00,93.40
1136.00,93.37
1135.00,93.35
1134.00,93.33
1133.00,93.32
1132.00,93.31
1131.00,93.29
1130.00,93.28
1129.00,93.28
1128.00,93.28
1127.00,93.26
1126.00,93.24
1125.00,93.22
1124.00,93.21
1123.00,93.22
1122.00,93.22
1121.00,93.22
1120.00,93.20
1119.00,93.18
1118.00,93.15
1117.00,93.14
1116.00,93.14
1115.00,93.15
1114.00,93.15
1113.00,93.14
1112.00,93.11
1111.00,93.07
1110.00,93.06
1109.00,93.09
1108.00,93.13
1107.00,93.16
1106.00,93.16
1105.00,93.14
1104.00,93.11
1103.00,93.10
1102.00,93.08
1101.00,93.07
1100.00,93.06
1099.00,93.06
1098.00,93.04
1097.00,93.00
1096.00,92.97
1095.00,92.96
1094.00,92.98
1093.00,93.00
1092.00,93.00
1091.00,92.97
1090.00,92.94
1089.00,92.90
1088.00,92.87
1087.00,92.82
1086.00,92.77
1085.00,92.71
1084.00,92.68
1083.00,92.67
1082.00,92.67
1081.00,92.65
1080.00,92.62
1079.00,92.60
1078.00,92.58
1077.00,92.55
1076.00,92.52
1075.00,92.50
1074.00,92.52
1073.00,92.57
1072.00,92.65
1071.00,92.70
1070.00,92.72
1069.00,92.71
1068.00,92.70
1067.00,92.69
1066.00,92.69
1065.00,92.69
1064.00,92.69
1063.00,92.69
1062.00,92.71
1061.00,92.74
1060.00,92.77
1059.00,92.81
1058.00,92.85
1057.00,92.88
1056.00,92.89
1055.00,92.88
1054.00,92.87
1053.00,92.89
1052.00,92.92
1051.00,92.95
1050.00,92.96
1049.00,92.97
1048.00,92.96
1047.00,92.95
1046.00,92.93
1045.00,92.90
1044.00,92.87
1043.00,92.86
1042.00,92.89
1041.00,92.92
1040.00,92.96
1039.00,92.99
1038.00,93.02
1037.00,93.06
1036.00,93.09
1035.00,93.13
1034.00,93.17
1033.00,93.21
1032.00,93.24
1031.00,93.28
1030.00,93.31
1029.00,93.35
1028.00,93.38
1027.00,93.41
1026.00,93.43
1025.00,93.46
1024.00,93.48
1023.00,93.51
1022.00,93.54
1021.00,93.58
1020.00,93.63
1019.00,93.69
1018.00,93.74
1017.00,93.79
1016.00,93.83
1015.00,93.87
1014.00,93.92
1013.00,93.97
1012.00,94.00
1011.00,94.01
1010.00,94.02
1009.00,94.03
1008.00,94.07
1007.00,94.12
1006.00,94.17
1005.00,94.22
1004.00,94.26
1003.00,94.29
1002.00,94.29
1001.00,94.29
1000.00,94.28
999.00,94.28
998.00,94.30
997.00,94.32
996.00,94.34
995.00,94.37
994.00,94.41
993.00,94.45
992.00,94.48
991.00,94.50
990.00,94.51
989.00,94.52
988.00,94.52
987.00,94.53
986.00,94.54
985.00,94.58
984.00,94.63
983.00,94.66
982.00,94.67
981.00,94.68
980.00,94.68
979.00,94.68
978.00,94.69
977.00,94.70
976.00,94.71
975.00,94.72
974.00,94.73
973.00,94.73
972.00,94.73
971.00,94.72
970.00,94.70
969.00,94.69
968.00,94.69
967.00,94.71
966.00,94.74
965.00,94.76
964.00,94.77
963.00,94.77
962.00,94.79
961.00,94.80
960.00,94.82
959.00,94.83
958.00,94.82
957.00,94.80
956.00,94.77
955.00,94.75
954.00,94.73
953.00,94.73
952.00,94.74
951.00,94.75
950.00,94.77
949.00,94.76
948.00,94.75
947.00,94.74
946.00,94.74
945.00,94.75
944.00,94.78
943.00,94.79
942.00,94.79
941.00,94.78
940.00,94.76
939.00,94.74
938.00,94.72
937.00,94.71
936.00,94.71
935.00,94.70
934.00,94.70
933.00,94.69
932.00,94.69
931.00,94.71
930.00,94.75
929.00,94.77
928.00,94.77
927.00,94.75
926.00,94.72
925.00,94.70
924.00,94.71
923.00,94.72
922.00,94.73
921.00,94.74
920.00,94.75
919.00,94.76
918.00,94.79
917.00,94.82
916.00,94.84
915.00,94.84
914.00,94.83
913.00,94.82
