Created as New Dataset,138. Polyester Du Pont
cm-1,%T
2464.00,98.31
2463.00,98.31
2462.00,98.31
2461.00,98.30
2460.00,98.30
2459.00,98.31
2458.00,98.32
2457.00,98.34
2456.00,98.35
2455.00,98.35
2454.00,98.34
2453.00,98.32
2452.00,98.31
2451.00,98.31
2450.00,98.30
2449.00,98.29
2448.00,98.29
2447.00,98.30
2446.00,98.30
2445.00,98.30
2444.00,98.29
2443.00,98.29
2442.00,98.31
2441.00,98.31
2440.00,98.30
2439.00,98.28
2438.00,98.27
2437.00,98.27
2436.00,98.29
2435.00,98.32
2434.00,98.34
2433.00,98.34
2432.00,98.33
2431.00,98.30
2430.00,98.27
2429.00,98.25
2428.00,98.25
2427.00,98.26
2426.00,98.27
2425.00,98.27
2424.00,98.28
2423.00,98.29
2422.00,98.29
2421.00,98.29
2420.00,98.28
2419.00,98.30
2418.00,98.32
2417.00,98.34
2416.00,98.35
2415.00,98.34
2414.00,98.32
2413.00,98.29
2412.00,98.26
2411.00,98.24
2410.00,98.23
2409.00,98.23
2408.00,98.23
2407.00,98.22
2406.00,98.23
2405.00,98.23
2404.00,98.24
2403.00,98.26
2402.00,98.26
2401.00,98.26
2400.00,98.25
2399.00,98.24
2398.00,98.24
2397.00,98.24
2396.00,98.24
2395.00,98.23
2394.00,98.23
2393.00,98.23
2392.00,98.23
2391.00,98.23
2390.00,98.23
2389.00,98.23
2388.00,98.22
2387.00,98.22
2386.00,98.23
2385.00,98.26
2384.00,98.28
2383.00,98.30
2382.00,98.31
2381.00,98.34
2380.00,98.38
2379.00,98.42
2378.00,98.46
2377.00,98.48
2376.00,98.49
2375.00,98.50
2374.00,98.53
2373.00,98.58
2372.00,98.64
2371.00,98.70
2370.00,98.71
2369.00,98.67
2368.00,98.62
2367.00,98.60
2366.00,98.63
2365.00,98.66
2364.00,98.64
2363.00,98.60
2362.00,98.59
2361.00,98.63
2360.00,98.69
2359.00,98.72
2358.00,98.74
2357.00,98.75
2356.00,98.72
2355.00,98.66
2354.00,98.60
2353.00,98.58
2352.00,98.60
2351.00,98.64
2350.00,98.69
2349.00,98.73
2348.00,98.73
2347.00,98.72
2346.00,98.74
2345.00,98.80
2344.00,98.90
2343.00,98.96
2342.00,98.98
2341.00,98.94
2340.00,98.90
2339.00,98.86
2338.00,98.80
2337.00,98.73
2336.00,98.67
2335.00,98.65
2334.00,98.65
2333.00,98.66
2332.00,98.65
2331.00,98.63
2330.00,98.59
2329.00,98.56
2328.00,98.53
2327.00,98.48
2326.00,98.40
2325.00,98.31
2324.00,98.25
2323.00,98.24
2322.00,98.29
2321.00,98.33
2320.00,98.33
2319.00,98.31
2318.00,98.28
2317.00,98.27
2316.00,98.27
2315.00,98.28
2314.00,98.29
2313.00,98.30
2312.00,98.31
2311.00,98.30
2310.00,98.29
2309.00,98.27
2308.00,98.25
2307.00,98.23
2306.00,98.21
2305.00,98.18
2304.00,98.15
2303.00,98.13
2302.00,98.13
2301.00,98.15
2300.00,98.16
2299.00,98.16
2298.00,98.12
2297.00,98.07
2296.00,98.02
2295.00,97.99
2294.00,97.97
2293.00,97.95
2292.00,97.92
2291.00,97.89
2290.00,97.85
2289.00,97.81
2288.00,97.79
2287.00,97.77
2286.00,97.77
2285.00,97.76
2284.00,97.74
2283.00,97.73
2282.00,97.73
2281.00,97.76
2280.00,97.78
2279.00,97.80
2278.00,97.80
2277.00,97.80
2276.00,97.80
2275.00,97.80
2274.00,97.80
2273.00,97.79
2272.00,97.77
2271.00,97.74
2270.00,97.70
2269.00,97.67
2268.00,97.65
2267.00,97.64
2266.00,97.64
2265.00,97.65
2264.00,97.68
2263.00,97.70
2262.00,97.70
2261.00,97.66
2260.00,97.61
2259.00,97.56
2258.00,97.55
2257.00,97.58
2256.00,97.62
2255.00,97.65
2254.00,97.66
2253.00,97.65
2252.00,97.61
2251.00,97.57
2250.00,97.55
2249.00,97.54
2248.00,97.55
2247.00,97.56
2246.00,97.56
2245.00,97.55
2244.00,97.54
2243.00,97.52
2242.00,97.52
2241.00,97.52
2240.00,97.53
2239.00,97.53
2238.00,97.51
2237.00,97.48
2236.00,97.46
2235.00,97.48
2234.00,97.51
2233.00,97.52
2232.00,97.51
2231.00,97.48
2230.00,97.45
2229.00,97.43
2228.00,97.41
2227.00,97.41
2226.00,97.41
2225.00,97.43
2224.00,97.45
2223.00,97.48
2222.00,97.51
2221.00,97.52
2220.00,97.49
2219.00,97.43
2218.00,97.38
2217.00,97.37
2216.00,97.41
2215.00,97.47
2214.00,97.49
2213.00,97.46
2212.00,97.38
2211.00,97.31
2210.00,97.27
2209.00,97.26
2208.00,97.26
2207.00,97.25
2206.00,97.20
2205.00,97.13
2204.00,97.07
2203.00,97.06
2202.00,97.11
2201.00,97.19
2200.00,97.27
2199.00,97.31
2198.00,97.29
2197.00,97.23
2196.00,97.17
2195.00,97.11
2194.00,97.06
2193.00,97.04
2192.00,97.05
2191.00,97.07
2190.00,97.10
2189.00,97.12
2188.00,97.13
2187.00,97.12
2186.00,97.09
2185.00,97.07
2184.00,97.05
2183.00,97.04
2182.00,97.01
2181.00,96.94
2180.00,96.86
2179.00,96.81
2178.00,96.80
2177.00,96.82
2176.00,96.84
2175.00,96.88
2174.00,96.94
2173.00,97.01
2172.00,97.05
2171.00,97.02
2170.00,96.95
2169.00,96.85
2168.00,96.75
2167.00,96.69
2166.00,96.66
2165.00,96.67
2164.00,96.65
2163.00,96.57
2162.00,96.45
2161.00,96.38
2160.00,96.40
2159.00,96.52
2158.00,96.68
2157.00,96.84
2156.00,96.98
2155.00,97.07
2154.00,97.10
2153.00,97.10
2152.00,97.09
2151.00,97.09
2150.00,97.12
2149.00,97.16
2148.00,97.21
2147.00,97.23
2146.00,97.25
2145.00,97.25
2144.00,97.26
2143.00,97.28
2142.00,97.32
2141.00,97.37
2140.00,97.43
2139.00,97.48
2138.00,97.50
2137.00,97.51
2136.00,97.51
2135.00,97.53
2134.00,97.55
2133.00,97.58
2132.00,97.58
2131.00,97.59
2130.00,97.61
2129.00,97.63
2128.00,97.64
2127.00,97.64
2126.00,97.63
2125.00,97.62
2124.00,97.59
2123.00,97.56
2122.00,97.55
2121.00,97.55
2120.00,97.56
2119.00,97.55
2118.00,97.51
2117.00,97.48
2116.00,97.47
2115.00,97.48
2114.00,97.46
2113.00,97.43
2112.00,97.38
2111.00,97.34
2110.00,97.34
2109.00,97.37
2108.00,97.43
2107.00,97.48
2106.00,97.51
2105.00,97.50
2104.00,97.48
2103.00,97.43
2102.00,97.39
2101.00,97.34
2100.00,97.30
2099.00,97.30
2098.00,97.35
2097.00,97.44
2096.00,97.51
2095.00,97.54
2094.00,97.52
2093.00,97.49
2092.00,97.46
2091.00,97.44
2090.00,97.42
2089.00,97.40
2088.00,97.39
2087.00,97.39
2086.00,97.40
2085.00,97.41
2084.00,97.42
2083.00,97.43
2082.00,97.42
2081.00,97.40
2080.00,97.37
2079.00,97.36
2078.00,97.36
2077.00,97.37
2076.00,97.38
2075.00,97.39
2074.00,97.40
2073.00,97.43
2072.00,97.46
2071.00,97.48
2070.00,97.47
2069.00,97.44
2068.00,97.41
2067.00,97.39
2066.00,97.39
2065.00,97.39
2064.00,97.38
2063.00,97.37
2062.00,97.37
2061.00,97.38
2060.00,97.41
2059.00,97.43
2058.00,97.44
2057.00,97.43
2056.00,97.42
2055.00,97.41
2054.00,97.38
2053.00,97.32
2052.00,97.23
2051.00,97.14
2050.00,97.08
2049.00,97.07
2048.00,97.08
2047.00,97.09
2046.00,97.11
2045.00,97.15
2044.00,97.19
2043.00,97.23
2042.00,97.23
2041.00,97.19
2040.00,97.12
2039.00,97.03
2038.00,96.96
2037.00,96.93
2036.00,96.95
2035.00,96.98
2034.00,96.98
2033.00,96.97
2032.00,96.96
2031.00,96.97
2030.00,96.98
2029.00,97.00
2028.00,97.02
2027.00,97.03
2026.00,97.04
2025.00,97.08
2024.00,97.13
2023.00,97.17
2022.00,97.15
2021.00,97.10
2020.00,97.05
2019.00,97.04
2018.00,97.07
2017.00,97.14
2016.00,97.21
2015.00,97.23
2014.00,97.18
2013.00,97.09
2012.00,96.99
2011.00,96.94
2010.00,96.94
2009.00,96.94
2008.00,96.93
2007.00,96.93
2006.00,96.95
2005.00,96.99
2004.00,97.02
2003.00,97.02
2002.00,97.00
2001.00,97.00
2000.00,97.02
1999.00,97.03
1998.00,97.02
1997.00,97.01
1996.00,96.99
1995.00,96.97
1994.00,96.97
1993.00,97.00
1992.00,97.06
1991.00,97.10
1990.00,97.10
1989.00,97.07
1988.00,97.00
1987.00,96.91
1986.00,96.82
1985.00,96.73
1984.00,96.66
1983.00,96.63
1982.00,96.63
1981.00,96.66
1980.00,96.70
1979.00,96.72
1978.00,96.69
1977.00,96.65
1976.00,96.64
1975.00,96.67
1974.00,96.73
1973.00,96.78
1972.00,96.79
1971.00,96.78
1970.00,96.77
1969.00,96.80
1968.00,96.84
1967.00,96.87
1966.00,96.85
1965.00,96.78
1964.00,96.69
1963.00,96.63
1962.00,96.62
1961.00,96.64
1960.00,96.70
1959.00,96.78
1958.00,96.85
1957.00,96.89
1956.00,96.87
1955.00,96.81
1954.00,96.72
1953.00,96.64
1952.00,96.60
1951.00,96.62
1950.00,96.69
1949.00,96.78
1948.00,96.85
1947.00,96.90
1946.00,96.93
1945.00,96.95
1944.00,96.97
1943.00,96.98
1942.00,97.01
1941.00,97.04
1940.00,97.08
1939.00,97.11
1938.00,97.12
1937.00,97.14
1936.00,97.17
1935.00,97.21
1934.00,97.26
1933.00,97.30
1932.00,97.34
1931.00,97.37
1930.00,97.39
1929.00,97.40
1928.00,97.42
1927.00,97.45
1926.00,97.50
1925.00,97.56
1924.00,97.60
1923.00,97.63
1922.00,97.67
1921.00,97.72
1920.00,97.75
1919.00,97.74
1918.00,97.71
1917.00,97.72
1916.00,97.76
1915.00,97.80
1914.00,97.81
1913.00,97.81
1912.00,97.82
1911.00,97.84
1910.00,97.85
1909.00,97.84
1908.00,97.83
1907.00,97.83
1906.00,97.83
1905.00,97.82
1904.00,97.82
1903.00,97.83
1902.00,97.86
1901.00,97.91
1900.00,97.95
1899.00,97.95
1898.00,97.93
1897.00,97.90
1896.00,97.89
1895.00,97.92
1894.00,97.97
1893.00,98.02
1892.00,98.04
1891.00,98.02
1890.00,98.00
1889.00,97.99
1888.00,98.01
1887.00,98.04
1886.00,98.06
1885.00,98.09
1884.00,98.12
1883.00,98.14
1882.00,98.14
1881.00,98.13
1880.00,98.11
1879.00,98.11
1878.00,98.11
1877.00,98.11
1876.00,98.11
1875.00,98.11
1874.00,98.11
1873.00,98.12
1872.00,98.13
1871.00,98.15
1870.00,98.16
1869.00,98.17
1868.00,98.16
1867.00,98.14
1866.00,98.13
1865.00,98.12
1864.00,98.12
1863.00,98.12
1862.00,98.13
1861.00,98.13
1860.00,98.12
1859.00,98.10
1858.00,98.08
1857.00,98.07
1856.00,98.05
1855.00,98.03
1854.00,98.01
1853.00,97.98
1852.00,97.96
1851.00,97.94
1850.00,97.93
1849.00,97.93
1848.00,97.94
1847.00,97.95
1846.00,97.94
1845.00,97.90
1844.00,97.83
1843.00,97.78
1842.00,97.79
1841.00,97.82
1840.00,97.83
1839.00,97.80
1838.00,97.76
1837.00,97.72
1836.00,97.70
1835.00,97.70
1834.00,97.70
1833.00,97.71
1832.00,97.71
1831.00,97.69
1830.00,97.64
1829.00,97.61
1828.00,97.62
1827.00,97.63
1826.00,97.62
1825.00,97.60
1824.00,97.59
1823.00,97.58
1822.00,97.57
1821.00,97.54
1820.00,97.52
1819.00,97.50
1818.00,97.51
1817.00,97.54
1816.00,97.58
1815.00,97.62
1814.00,97.64
1813.00,97.66
1812.00,97.66
1811.00,97.64
1810.00,97.63
1809.00,97.64
1808.00,97.65
1807.00,97.66
1806.00,97.66
1805.00,97.66
1804.00,97.65
1803.00,97.63
1802.00,97.62
1801.00,97.63
1800.00,97.64
1799.00,97.66
1798.00,97.68
1797.00,97.68
1796.00,97.69
1795.00,97.68
1794.00,97.67
1793.00,97.63
1792.00,97.58
1791.00,97.56
1790.00,97.56
1789.00,97.57
1788.00,97.56
1787.00,97.54
1786.00,97.51
1785.00,97.49
1784.00,97.48
1783.00,97.47
1782.00,97.45
1781.00,97.42
1780.00,97.39
1779.00,97.38
1778.00,97.36
1777.00,97.34
1776.00,97.33
1775.00,97.32
1774.00,97.30
1773.00,97.26
1772.00,97.20
1771.00,97.18
1770.00,97.16
1769.00,97.12
1768.00,97.05
1767.00,96.96
1766.00,96.89
1765.00,96.85
1764.00,96.79
1763.00,96.69
1762.00,96.54
1761.00,96.42
1760.00,96.34
1759.00,96.24
1758.00,96.08
1757.00,95.87
1756.00,95.63
1755.00,95.39
1754.00,95.15
1753.00,94.86
1752.00,94.46
1751.00,93.94
1750.00,93.32
1749.00,92.65
1748.00,91.90
1747.00,91.02
1746.00,90.02
1745.00,88.90
1744.00,87.66
1743.00,86.32
1742.00,84.90
1741.00,83.35
1740.00,81.60
1739.00,79.85
1738.00,78.37
1737.00,77.14
1736.00,75.87
1735.00,74.15
1734.00,72.04
1733.00,70.17
1732.00,68.77
1731.00,67.50
1730.00,66.10
1729.00,64.64
1728.00,63.22
1727.00,61.86
1726.00,60.52
1725.00,59.18
1724.00,57.85
1723.00,56.56
1722.00,55.39
1721.00,54.41
1720.00,53.51
1719.00,52.52
1718.00,51.40
1717.00,50.46
1716.00,49.92
1715.00,49.62
1714.00,49.48
1713.00,49.60
1712.00,50.06
1711.00,50.79
1710.00,51.77
1709.00,53.03
1708.00,54.59
1707.00,56.42
1706.00,58.51
1705.00,60.69
1704.00,62.67
1703.00,64.35
1702.00,66.04
1701.00,68.10
1700.00,70.35
1699.00,72.15
1698.00,73.50
1697.00,74.74
1696.00,76.09
1695.00,77.36
1694.00,78.36
1693.00,79.12
1692.00,79.77
1691.00,80.41
1690.00,81.04
1689.00,81.64
1688.00,82.17
1687.00,82.63
1686.00,83.07
1685.00,83.55
1684.00,84.06
1683.00,84.57
1682.00,85.02
1681.00,85.39
1680.00,85.77
1679.00,86.16
1678.00,86.55
1677.00,86.94
1676.00,87.34
1675.00,87.72
1674.00,88.08
1673.00,88.44
1672.00,88.78
1671.00,89.11
1670.00,89.44
1669.00,89.77
1668.00,90.10
1667.00,90.42
1666.00,90.70
1665.00,90.96
1664.00,91.22
1663.00,91.49
1662.00,91.75
1661.00,92.02
1660.00,92.27
1659.00,92.49
1658.00,92.68
1657.00,92.86
1656.00,93.05
1655.00,93.22
1654.00,93.34
1653.00,93.42
1652.00,93.61
1651.00,93.84
1650.00,93.98
1649.00,94.04
1648.00,94.06
1647.00,94.09
1646.00,94.17
1645.00,94.26
1644.00,94.33
1643.00,94.37
1642.00,94.39
1641.00,94.42
1640.00,94.48
1639.00,94.56
1638.00,94.63
1637.00,94.66
1636.00,94.66
1635.00,94.67
1634.00,94.71
1633.00,94.76
1632.00,94.80
1631.00,94.83
1630.00,94.85
1629.00,94.86
1628.00,94.89
1627.00,94.94
1626.00,94.98
1625.00,95.01
1624.00,95.00
1623.00,94.97
1622.00,94.94
1621.00,94.94
1620.00,94.91
1619.00,94.84
1618.00,94.68
1617.00,94.43
1616.00,94.23
1615.00,94.16
1614.00,94.19
1613.00,94.23
1612.00,94.30
1611.00,94.42
1610.00,94.58
1609.00,94.76
1608.00,94.93
1607.00,95.10
1606.00,95.25
1605.00,95.38
1604.00,95.51
1603.00,95.63
1602.00,95.72
1601.00,95.81
1600.00,95.89
1599.00,95.97
1598.00,96.03
1597.00,96.09
1596.00,96.15
1595.00,96.19
1594.00,96.23
1593.00,96.23
1592.00,96.22
1591.00,96.17
1590.00,96.11
1589.00,96.04
1588.00,95.93
1587.00,95.77
1586.00,95.54
1585.00,95.23
1584.00,94.84
1583.00,94.38
1582.00,93.89
1581.00,93.44
1580.00,93.09
1579.00,92.88
1578.00,92.85
1577.00,93.01
1576.00,93.36
1575.00,93.80
1574.00,94.20
1573.00,94.53
1572.00,94.79
1571.00,95.04
1570.00,95.29
1569.00,95.51
1568.00,95.72
1567.00,95.87
1566.00,95.99
1565.00,96.10
1564.00,96.22
1563.00,96.34
1562.00,96.45
1561.00,96.54
1560.00,96.57
1559.00,96.52
1558.00,96.60
1557.00,96.76
1556.00,96.80
1555.00,96.79
1554.00,96.78
1553.00,96.79
1552.00,96.83
1551.00,96.86
1550.00,96.88
1549.00,96.91
1548.00,96.94
1547.00,96.97
1546.00,96.98
1545.00,96.99
1544.00,97.02
1543.00,97.07
1542.00,97.10
1541.00,97.10
1540.00,97.08
1539.00,97.10
1538.00,97.13
1537.00,97.11
1536.00,97.05
1535.00,96.96
1534.00,96.83
1533.00,96.73
1532.00,96.70
1531.00,96.69
1530.00,96.67
1529.00,96.63
1528.00,96.59
1527.00,96.57
1526.00,96.58
1525.00,96.61
1524.00,96.64
1523.00,96.66
1522.00,96.66
1521.00,96.68
1520.00,96.74
1519.00,96.78
1518.00,96.75
1517.00,96.67
1516.00,96.58
1515.00,96.50
1514.00,96.37
1513.00,96.16
1512.00,95.88
1511.00,95.55
1510.00,95.17
1509.00,94.65
1508.00,93.83
1507.00,92.72
1506.00,91.83
1505.00,91.56
1504.00,91.79
1503.00,92.37
1502.00,93.13
1501.00,93.94
1500.00,94.69
1499.00,95.32
1498.00,95.83
1497.00,96.23
1496.00,96.52
1495.00,96.73
1494.00,96.86
1493.00,96.90
1492.00,96.89
1491.00,96.87
1490.00,96.84
1489.00,96.80
1488.00,96.73
1487.00,96.61
1486.00,96.45
1485.00,96.27
1484.00,96.08
1483.00,95.88
1482.00,95.68
1481.00,95.48
1480.00,95.30
1479.00,95.15
1478.00,94.99
1477.00,94.82
1476.00,94.67
1475.00,94.58
1474.00,94.51
1473.00,94.44
1472.00,94.35
1471.00,94.28
1470.00,94.18
1469.00,94.05
1468.00,93.88
1467.00,93.68
1466.00,93.41
1465.00,93.08
1464.00,92.74
1463.00,92.45
1462.00,92.19
1461.00,91.92
1460.00,91.64
1459.00,91.35
1458.00,91.03
1457.00,90.71
1456.00,90.52
1455.00,90.46
1454.00,90.43
1453.00,90.41
1452.00,90.40
1451.00,90.45
1450.00,90.53
1449.00,90.63
1448.00,90.75
1447.00,90.87
1446.00,90.99
1445.00,91.07
1444.00,91.14
1443.00,91.20
1442.00,91.26
1441.00,91.35
1440.00,91.46
1439.00,91.60
1438.00,91.80
1437.00,92.07
1436.00,92.42
1435.00,92.81
1434.00,93.18
1433.00,93.52
1432.00,93.85
1431.00,94.17
1430.00,94.47
1429.00,94.74
1428.00,94.94
1427.00,95.07
1426.00,95.14
1425.00,95.15
1424.00,95.11
1423.00,95.02
1422.00,94.87
1421.00,94.59
1420.00,94.11
1419.00,93.37
1418.00,92.47
1417.00,91.43
1416.00,90.16
1415.00,88.59
1414.00,86.76
1413.00,84.73
1412.00,82.67
1411.00,80.85
1410.00,79.52
1409.00,78.81
1408.00,78.75
1407.00,79.34
1406.00,80.45
1405.00,81.87
1404.00,83.35
1403.00,84.71
1402.00,85.87
1401.00,86.89
1400.00,87.81
1399.00,88.64
1398.00,89.35
1397.00,89.93
1396.00,90.41
1395.00,90.84
1394.00,91.22
1393.00,91.53
1392.00,91.78
1391.00,91.98
1390.00,92.15
1389.00,92.29
1388.00,92.40
1387.00,92.48
1386.00,92.52
1385.00,92.50
1384.00,92.43
1383.00,92.31
1382.00,92.16
1381.00,91.97
1380.00,91.76
1379.00,91.53
1378.00,91.29
1377.00,91.03
1376.00,90.76
1375.00,90.47
1374.00,90.21
1373.00,90.00
1372.00,89.87
1371.00,89.82
1370.00,89.89
1369.00,90.08
1368.00,90.40
1367.00,90.82
1366.00,91.29
1365.00,91.79
1364.00,92.30
1363.00,92.80
1362.00,93.23
1361.00,93.54
1360.00,93.73
1359.00,93.83
1358.00,93.87
1357.00,93.86
1356.00,93.80
1355.00,93.68
1354.00,93.50
1353.00,93.25
1352.00,92.95
1351.00,92.58
1350.00,92.14
1349.00,91.62
1348.00,90.99
1347.00,90.28
1346.00,89.48
1345.00,88.61
1344.00,87.72
1343.00,86.83
1342.00,86.00
1341.00,85.26
1340.00,84.68
1339.00,84.39
1338.00,84.45
1337.00,84.89
1336.00,85.65
1335.00,86.68
1334.00,87.86
1333.00,89.06
1332.00,90.15
1331.00,91.04
1330.00,91.71
1329.00,92.17
1328.00,92.45
1327.00,92.58
1326.00,92.60
1325.00,92.53
1324.00,92.40
1323.00,92.21
1322.00,92.00
1321.00,91.77
1320.00,91.53
1319.00,91.29
1318.00,91.03
1317.00,90.76
1316.00,90.46
1315.00,90.14
1314.00,89.79
1313.00,89.41
1312.00,89.01
1311.00,88.59
1310.00,88.16
1309.00,87.71
1308.00,87.26
1307.00,86.81
1306.00,86.38
1305.00,85.93
1304.00,85.47
1303.00,84.95
1302.00,84.35
1301.00,83.66
1300.00,82.88
1299.00,82.03
1298.00,81.13
1297.00,80.20
1296.00,79.25
1295.00,78.30
1294.00,77.38
1293.00,76.48
1292.00,75.61
1291.00,74.77
1290.00,73.98
1289.00,73.23
1288.00,72.53
1287.00,71.88
1286.00,71.29
1285.00,70.75
1284.00,70.24
1283.00,69.79
1282.00,69.39
1281.00,69.03
1280.00,68.71
1279.00,68.41
1278.00,68.15
1277.00,67.88
1276.00,67.56
1275.00,67.18
1274.00,66.72
1273.00,66.14
1272.00,65.43
1271.00,64.60
1270.00,63.70
1269.00,62.72
1268.00,61.70
1267.00,60.68
1266.00,59.69
1265.00,58.73
1264.00,57.80
1263.00,56.95
1262.00,56.20
1261.00,55.54
1260.00,54.99
1259.00,54.55
1258.00,54.21
1257.00,53.93
1256.00,53.67
1255.00,53.44
1254.00,53.20
1253.00,52.93
1252.00,52.58
1251.00,52.20
1250.00,51.79
1249.00,51.35
1248.00,50.88
1247.00,50.42
1246.00,49.98
1245.00,49.55
1244.00,49.15
1243.00,48.80
1242.00,48.54
1241.00,48.38
1240.00,48.33
1239.00,48.44
1238.00,48.71
1237.00,49.13
1236.00,49.69
1235.00,50.41
1234.00,51.28
1233.00,52.22
1232.00,53.23
1231.00,54.29
1230.00,55.38
1229.00,56.48
1228.00,57.58
1227.00,58.69
1226.00,59.80
1225.00,60.90
1224.00,61.97
1223.00,63.04
1222.00,64.12
1221.00,65.18
1220.00,66.24
1219.00,67.27
1218.00,68.29
1217.00,69.26
1216.00,70.18
1215.00,71.08
1214.00,71.96
1213.00,72.79
1212.00,73.60
1211.00,74.37
1210.00,75.12
1209.00,75.85
1208.00,76.54
1207.00,77.21
1206.00,77.87
1205.00,78.49
1204.00,79.09
1203.00,79.69
1202.00,80.28
1201.00,80.87
1200.00,81.43
1199.00,81.96
1198.00,82.47
1197.00,82.95
1196.00,83.43
1195.00,83.90
1194.00,84.37
1193.00,84.82
1192.00,85.22
1191.00,85.61
1190.00,85.97
1189.00,86.28
1188.00,86.53
1187.00,86.71
1186.00,86.81
1185.00,86.82
1184.00,86.76
1183.00,86.62
1182.00,86.41
1181.00,86.15
1180.00,85.85
1179.00,85.55
1178.00,85.28
1177.00,85.07
1176.00,84.93
1175.00,84.87
1174.00,84.93
1173.00,85.12
1172.00,85.46
1171.00,85.95
1170.00,86.56
1169.00,87.20
1168.00,87.83
1167.00,88.38
1166.00,88.82
1165.00,89.13
1164.00,89.34
1163.00,89.45
1162.00,89.49
1161.00,89.49
1160.00,89.46
1159.00,89.40
1158.00,89.29
1157.00,89.12
1156.00,88.88
1155.00,88.60
1154.00,88.26
1153.00,87.88
1152.00,87.44
1151.00,86.94
1150.00,86.40
1149.00,85.81
1148.00,85.21
1147.00,84.58
1146.00,83.91
1145.00,83.17
1144.00,82.39
1143.00,81.61
1142.00,80.86
1141.00,80.13
1140.00,79.40
1139.00,78.69
1138.00,78.00
1137.00,77.32
1136.00,76.65
1135.00,75.99
1134.00,75.32
1133.00,74.64
1132.00,73.92
1131.00,73.17
1130.00,72.37
1129.00,71.51
1128.00,70.60
1127.00,69.66
1126.00,68.68
1125.00,67.67
1124.00,66.63
1123.00,65.61
1122.00,64.65
1121.00,63.74
1120.00,62.91
1119.00,62.20
1118.00,61.67
1117.00,61.31
1116.00,61.11
1115.00,61.09
1114.00,61.20
1113.00,61.35
1112.00,61.45
1111.00,61.43
1110.00,61.24
1109.00,60.81
1108.00,60.11
1107.00,59.22
1106.00,58.22
1105.00,57.14
1104.00,56.02
1103.00,54.91
1102.00,53.85
1101.00,52.85
1100.00,51.95
1099.00,51.17
1098.00,50.50
1097.00,49.91
1096.00,49.41
1095.00,49.06
1094.00,48.88
1093.00,48.82
1092.00,48.84
1091.00,48.97
1090.00,49.16
1089.00,49.40
1088.00,49.66
1087.00,49.99
1086.00,50.41
1085.00,50.89
1084.00,51.43
1083.00,52.06
1082.00,52.80
1081.00,53.62
1080.00,54.53
1079.00,55.53
1078.00,56.64
1077.00,57.80
1076.00,58.98
1075.00,60.18
1074.00,61.37
1073.00,62.52
1072.00,63.62
1071.00,64.69
1070.00,65.71
1069.00,66.69
1068.00,67.61
1067.00,68.49
1066.00,69.32
1065.00,70.07
1064.00,70.75
1063.00,71.38
1062.00,71.96
1061.00,72.46
1060.00,72.87
1059.00,73.21
1058.00,73.48
1057.00,73.66
1056.00,73.76
1055.00,73.79
1054.00,73.74
1053.00,73.63
1052.00,73.46
1051.00,73.25
1050.00,73.01
1049.00,72.77
1048.00,72.53
1047.00,72.32
1046.00,72.16
1045.00,72.04
1044.00,71.96
1043.00,71.95
1042.00,72.01
1041.00,72.14
1040.00,72.33
1039.00,72.59
1038.00,72.90
1037.00,73.24
1036.00,73.58
1035.00,73.93
1034.00,74.29
1033.00,74.63
1032.00,74.96
1031.00,75.28
1030.00,75.60
1029.00,75.87
1028.00,76.04
1027.00,76.03
1026.00,75.74
1025.00,75.07
1024.00,73.90
1023.00,72.19
1022.00,69.97
1021.00,67.38
1020.00,64.66
1019.00,62.16
1018.00,60.23
1017.00,59.14
1016.00,59.04
1015.00,59.90
1014.00,61.52
1013.00,63.60
1012.00,65.82
1011.00,67.96
1010.00,69.91
1009.00,71.60
1008.00,73.04
1007.00,74.28
1006.00,75.33
1005.00,76.20
1004.00,76.91
1003.00,77.49
1002.00,78.00
1001.00,78.43
1000.00,78.82
999.00,79.17
998.00,79.48
997.00,79.75
996.00,79.99
995.00,80.23
994.00,80.45
993.00,80.66
992.00,80.82
991.00,80.96
990.00,81.06
989.00,81.12
988.00,81.15
987.00,81.16
986.00,81.16
985.00,81.14
984.00,81.07
983.00,80.96
982.00,80.82
981.00,80.66
980.00,80.47
979.00,80.27
978.00,80.07
977.00,79.86
976.00,79.65
975.00,79.47
974.00,79.33
973.00,79.23
972.00,79.18
971.00,79.17
970.00,79.22
969.00,79.31
968.00,79.43
967.00,79.62
966.00,79.86
965.00,80.15
964.00,80.45
963.00,80.76
962.00,81.07
961.00,81.39
960.00,81.73
959.00,82.07
958.00,82.41
957.00,82.74
956.00,83.04
955.00,83.34
954.00,83.64
953.00,83.92
952.00,84.20
951.00,84.46
950.00,84.70
949.00,84.90
948.00,85.08
947.00,85.28
946.00,85.47
945.00,85.65
944.00,85.80
943.00,85.96
942.00,86.12
941.00,86.30
940.00,86.45
939.00,86.58
938.00,86.68
937.00,86.78
936.00,86.88
935.00,87.00
934.00,87.13
933.00,87.25
932.00,87.34
931.00,87.42
930.00,87.49
929.00,87.57
928.00,87.65
927.00,87.72
926.00,87.79
925.00,87.83
924.00,87.85
923.00,87.87
922.00,87.89
921.00,87.90
920.00,87.89
919.00,87.85
918.00,87.78
917.00,87.67
916.00,87.54
915.00,87.40
914.00,87.24
913.00,87.05
912.00,86.81
911.00,86.52
910.00,86.20
909.00,85.86
908.00,85.50
907.00,85.12
906.00,84.72
905.00,84.32
904.00,83.93
903.00,83.57
902.00,83.26
