Created as New Dataset,37 Hoechst
cm-1,%T
2456.00,94.74
2455.00,94.74
2454.00,94.74
2453.00,94.76
2452.00,94.77
2451.00,94.77
2450.00,94.75
2449.00,94.71
2448.00,94.68
2447.00,94.67
2446.00,94.68
2445.00,94.70
2444.00,94.71
2443.00,94.73
2442.00,94.76
2441.00,94.79
2440.00,94.81
2439.00,94.81
2438.00,94.80
2437.00,94.79
2436.00,94.79
2435.00,94.80
2434.00,94.81
2433.00,94.82
2432.00,94.82
2431.00,94.82
2430.00,94.82
2429.00,94.83
2428.00,94.83
2427.00,94.83
2426.00,94.82
2425.00,94.81
2424.00,94.80
2423.00,94.82
2422.00,94.85
2421.00,94.88
2420.00,94.89
2419.00,94.87
2418.00,94.85
2417.00,94.84
2416.00,94.84
2415.00,94.84
2414.00,94.84
2413.00,94.84
2412.00,94.84
2411.00,94.85
2410.00,94.87
2409.00,94.89
2408.00,94.90
2407.00,94.90
2406.00,94.89
2405.00,94.90
2404.00,94.91
2403.00,94.93
2402.00,94.96
2401.00,94.99
2400.00,95.00
2399.00,95.01
2398.00,95.00
2397.00,95.00
2396.00,95.02
2395.00,95.05
2394.00,95.08
2393.00,95.09
2392.00,95.10
2391.00,95.09
2390.00,95.10
2389.00,95.11
2388.00,95.13
2387.00,95.15
2386.00,95.17
2385.00,95.19
2384.00,95.22
2383.00,95.25
2382.00,95.28
2381.00,95.30
2380.00,95.31
2379.00,95.31
2378.00,95.32
2377.00,95.32
2376.00,95.32
2375.00,95.32
2374.00,95.33
2373.00,95.34
2372.00,95.36
2371.00,95.38
2370.00,95.38
2369.00,95.36
2368.00,95.34
2367.00,95.34
2366.00,95.37
2365.00,95.40
2364.00,95.42
2363.00,95.44
2362.00,95.45
2361.00,95.45
2360.00,95.44
2359.00,95.44
2358.00,95.44
2357.00,95.44
2356.00,95.44
2355.00,95.45
2354.00,95.46
2353.00,95.46
2352.00,95.46
2351.00,95.46
2350.00,95.46
2349.00,95.47
2348.00,95.49
2347.00,95.53
2346.00,95.57
2345.00,95.59
2344.00,95.57
2343.00,95.52
2342.00,95.47
2341.00,95.44
2340.00,95.42
2339.00,95.40
2338.00,95.36
2337.00,95.34
2336.00,95.34
2335.00,95.38
2334.00,95.42
2333.00,95.45
2332.00,95.44
2331.00,95.40
2330.00,95.36
2329.00,95.32
2328.00,95.28
2327.00,95.24
2326.00,95.20
2325.00,95.15
2324.00,95.12
2323.00,95.09
2322.00,95.07
2321.00,95.06
2320.00,95.03
2319.00,94.99
2318.00,94.96
2317.00,94.95
2316.00,94.94
2315.00,94.94
2314.00,94.93
2313.00,94.93
2312.00,94.92
2311.00,94.91
2310.00,94.88
2309.00,94.83
2308.00,94.79
2307.00,94.77
2306.00,94.75
2305.00,94.75
2304.00,94.76
2303.00,94.76
2302.00,94.75
2301.00,94.73
2300.00,94.70
2299.00,94.67
2298.00,94.63
2297.00,94.59
2296.00,94.55
2295.00,94.51
2294.00,94.47
2293.00,94.43
2292.00,94.40
2291.00,94.37
2290.00,94.34
2289.00,94.30
2288.00,94.27
2287.00,94.23
2286.00,94.20
2285.00,94.18
2284.00,94.17
2283.00,94.16
2282.00,94.14
2281.00,94.10
2280.00,94.06
2279.00,94.04
2278.00,94.02
2277.00,94.00
2276.00,93.97
2275.00,93.95
2274.00,93.93
2273.00,93.91
2272.00,93.88
2271.00,93.83
2270.00,93.77
2269.00,93.72
2268.00,93.69
2267.00,93.67
2266.00,93.66
2265.00,93.65
2264.00,93.61
2263.00,93.55
2262.00,93.46
2261.00,93.37
2260.00,93.27
2259.00,93.17
2258.00,93.04
2257.00,92.87
2256.00,92.65
2255.00,92.36
2254.00,92.03
2253.00,91.66
2252.00,91.23
2251.00,90.73
2250.00,90.17
2249.00,89.56
2248.00,88.94
2247.00,88.33
2246.00,87.76
2245.00,87.27
2244.00,86.89
2243.00,86.64
2242.00,86.56
2241.00,86.68
2240.00,86.99
2239.00,87.43
2238.00,87.97
2237.00,88.57
2236.00,89.23
2235.00,89.88
2234.00,90.46
2233.00,90.94
2232.00,91.31
2231.00,91.60
2230.00,91.82
2229.00,91.99
2228.00,92.11
2227.00,92.19
2226.00,92.22
2225.00,92.22
2224.00,92.20
2223.00,92.21
2222.00,92.24
2221.00,92.31
2220.00,92.36
2219.00,92.36
2218.00,92.32
2217.00,92.28
2216.00,92.26
2215.00,92.25
2214.00,92.24
2213.00,92.22
2212.00,92.21
2211.00,92.20
2210.00,92.20
2209.00,92.21
2208.00,92.23
2207.00,92.24
2206.00,92.24
2205.00,92.22
2204.00,92.18
2203.00,92.13
2202.00,92.07
2201.00,92.03
2200.00,92.02
2199.00,92.03
2198.00,92.06
2197.00,92.08
2196.00,92.07
2195.00,92.03
2194.00,91.96
2193.00,91.91
2192.00,91.87
2191.00,91.83
2190.00,91.78
2189.00,91.74
2188.00,91.74
2187.00,91.77
2186.00,91.80
2185.00,91.81
2184.00,91.80
2183.00,91.79
2182.00,91.76
2181.00,91.72
2180.00,91.66
2179.00,91.63
2178.00,91.63
2177.00,91.66
2176.00,91.69
2175.00,91.71
2174.00,91.70
2173.00,91.68
2172.00,91.65
2171.00,91.59
2170.00,91.50
2169.00,91.41
2168.00,91.33
2167.00,91.28
2166.00,91.25
2165.00,91.21
2164.00,91.14
2163.00,90.99
2162.00,90.81
2161.00,90.69
2160.00,90.74
2159.00,90.97
2158.00,91.28
2157.00,91.54
2156.00,91.71
2155.00,91.83
2154.00,91.92
2153.00,91.96
2152.00,91.98
2151.00,91.99
2150.00,92.06
2149.00,92.17
2148.00,92.27
2147.00,92.35
2146.00,92.40
2145.00,92.46
2144.00,92.54
2143.00,92.61
2142.00,92.65
2141.00,92.66
2140.00,92.65
2139.00,92.65
2138.00,92.68
2137.00,92.76
2136.00,92.89
2135.00,93.08
2134.00,93.28
2133.00,93.43
2132.00,93.51
2131.00,93.51
2130.00,93.46
2129.00,93.40
2128.00,93.35
2127.00,93.33
2126.00,93.35
2125.00,93.39
2124.00,93.43
2123.00,93.46
2122.00,93.48
2121.00,93.51
2120.00,93.55
2119.00,93.56
2118.00,93.56
2117.00,93.52
2116.00,93.47
2115.00,93.41
2114.00,93.36
2113.00,93.34
2112.00,93.37
2111.00,93.41
2110.00,93.45
2109.00,93.46
2108.00,93.45
2107.00,93.43
2106.00,93.40
2105.00,93.38
2104.00,93.36
2103.00,93.36
2102.00,93.35
2101.00,93.36
2100.00,93.38
2099.00,93.39
2098.00,93.39
2097.00,93.40
2096.00,93.42
2095.00,93.47
2094.00,93.52
2093.00,93.55
2092.00,93.54
2091.00,93.49
2090.00,93.43
2089.00,93.38
2088.00,93.33
2087.00,93.30
2086.00,93.28
2085.00,93.28
2084.00,93.29
2083.00,93.30
2082.00,93.29
2081.00,93.26
2080.00,93.23
2079.00,93.18
2078.00,93.14
2077.00,93.10
2076.00,93.09
2075.00,93.10
2074.00,93.13
2073.00,93.14
2072.00,93.15
2071.00,93.15
2070.00,93.15
2069.00,93.15
2068.00,93.14
2067.00,93.12
2066.00,93.09
2065.00,93.07
2064.00,93.06
2063.00,93.04
2062.00,93.00
2061.00,92.97
2060.00,92.94
2059.00,92.90
2058.00,92.84
2057.00,92.78
2056.00,92.75
2055.00,92.72
2054.00,92.67
2053.00,92.58
2052.00,92.45
2051.00,92.34
2050.00,92.26
2049.00,92.20
2048.00,92.17
2047.00,92.14
2046.00,92.11
2045.00,92.06
2044.00,92.00
2043.00,91.94
2042.00,91.91
2041.00,91.89
2040.00,91.87
2039.00,91.83
2038.00,91.78
2037.00,91.73
2036.00,91.69
2035.00,91.68
2034.00,91.70
2033.00,91.74
2032.00,91.76
2031.00,91.73
2030.00,91.68
2029.00,91.65
2028.00,91.65
2027.00,91.65
2026.00,91.64
2025.00,91.62
2024.00,91.60
2023.00,91.58
2022.00,91.57
2021.00,91.60
2020.00,91.66
2019.00,91.74
2018.00,91.81
2017.00,91.87
2016.00,91.91
2015.00,91.93
2014.00,91.93
2013.00,91.93
2012.00,91.91
2011.00,91.87
2010.00,91.83
2009.00,91.82
2008.00,91.88
2007.00,91.99
2006.00,92.09
2005.00,92.15
2004.00,92.20
2003.00,92.23
2002.00,92.25
2001.00,92.27
2000.00,92.27
1999.00,92.26
1998.00,92.25
1997.00,92.24
1996.00,92.22
1995.00,92.19
1994.00,92.17
1993.00,92.18
1992.00,92.22
1991.00,92.26
1990.00,92.28
1989.00,92.24
1988.00,92.17
1987.00,92.05
1986.00,91.95
1985.00,91.88
1984.00,91.86
1983.00,91.85
1982.00,91.81
1981.00,91.77
1980.00,91.74
1979.00,91.72
1978.00,91.70
1977.00,91.69
1976.00,91.72
1975.00,91.80
1974.00,91.89
1973.00,91.97
1972.00,92.03
1971.00,92.08
1970.00,92.14
1969.00,92.20
1968.00,92.27
1967.00,92.31
1966.00,92.33
1965.00,92.34
1964.00,92.35
1963.00,92.36
1962.00,92.37
1961.00,92.41
1960.00,92.46
1959.00,92.53
1958.00,92.61
1957.00,92.70
1956.00,92.78
1955.00,92.86
1954.00,92.92
1953.00,92.98
1952.00,93.03
1951.00,93.06
1950.00,93.06
1949.00,93.07
1948.00,93.09
1947.00,93.14
1946.00,93.19
1945.00,93.24
1944.00,93.30
1943.00,93.35
1942.00,93.39
1941.00,93.44
1940.00,93.49
1939.00,93.52
1938.00,93.51
1937.00,93.49
1936.00,93.49
1935.00,93.50
1934.00,93.52
1933.00,93.53
1932.00,93.55
1931.00,93.59
1930.00,93.63
1929.00,93.66
1928.00,93.67
1927.00,93.68
1926.00,93.68
1925.00,93.69
1924.00,93.71
1923.00,93.75
1922.00,93.79
1921.00,93.83
1920.00,93.88
1919.00,93.92
1918.00,93.95
1917.00,93.96
1916.00,93.96
1915.00,93.96
1914.00,93.96
1913.00,93.95
1912.00,93.94
1911.00,93.96
1910.00,93.99
1909.00,94.03
1908.00,94.05
1907.00,94.04
1906.00,94.01
1905.00,93.99
1904.00,93.99
1903.00,94.02
1902.00,94.05
1901.00,94.09
1900.00,94.11
1899.00,94.12
1898.00,94.14
1897.00,94.16
1896.00,94.19
1895.00,94.20
1894.00,94.20
1893.00,94.19
1892.00,94.19
1891.00,94.21
1890.00,94.24
1889.00,94.26
1888.00,94.27
1887.00,94.28
1886.00,94.30
1885.00,94.31
1884.00,94.31
1883.00,94.31
1882.00,94.31
1881.00,94.31
1880.00,94.31
1879.00,94.30
1878.00,94.29
1877.00,94.28
1876.00,94.29
1875.00,94.31
1874.00,94.34
1873.00,94.37
1872.00,94.38
1871.00,94.38
1870.00,94.37
1869.00,94.36
1868.00,94.37
1867.00,94.38
1866.00,94.38
1865.00,94.37
1864.00,94.36
1863.00,94.36
1862.00,94.39
1861.00,94.42
1860.00,94.44
1859.00,94.46
1858.00,94.48
1857.00,94.50
1856.00,94.52
1855.00,94.53
1854.00,94.52
1853.00,94.50
1852.00,94.50
1851.00,94.51
1850.00,94.54
1849.00,94.57
1848.00,94.60
1847.00,94.62
1846.00,94.64
1845.00,94.66
1844.00,94.66
1843.00,94.65
1842.00,94.63
1841.00,94.62
1840.00,94.60
1839.00,94.60
1838.00,94.62
1837.00,94.66
1836.00,94.71
1835.00,94.73
1834.00,94.73
1833.00,94.72
1832.00,94.71
1831.00,94.72
1830.00,94.72
1829.00,94.71
1828.00,94.71
1827.00,94.71
1826.00,94.73
1825.00,94.73
1824.00,94.74
1823.00,94.74
1822.00,94.75
1821.00,94.77
1820.00,94.79
1819.00,94.82
1818.00,94.85
1817.00,94.88
1816.00,94.90
1815.00,94.91
1814.00,94.91
1813.00,94.92
1812.00,94.93
1811.00,94.93
1810.00,94.93
1809.00,94.92
1808.00,94.92
1807.00,94.92
1806.00,94.93
1805.00,94.94
1804.00,94.94
1803.00,94.94
1802.00,94.94
1801.00,94.94
1800.00,94.94
1799.00,94.94
1798.00,94.95
1797.00,94.94
1796.00,94.94
1795.00,94.95
1794.00,94.97
1793.00,94.99
1792.00,95.00
1791.00,95.00
1790.00,95.00
1789.00,95.00
1788.00,95.00
1787.00,95.01
1786.00,95.01
1785.00,95.02
1784.00,95.02
1783.00,95.02
1782.00,95.00
1781.00,94.98
1780.00,94.97
1779.00,94.97
1778.00,94.98
1777.00,94.99
1776.00,95.00
1775.00,94.99
1774.00,94.99
1773.00,94.99
1772.00,94.99
1771.00,95.00
1770.00,94.99
1769.00,94.98
1768.00,94.97
1767.00,94.95
1766.00,94.95
1765.00,94.96
1764.00,94.97
1763.00,94.99
1762.00,95.00
1761.00,95.00
1760.00,94.98
1759.00,94.96
1758.00,94.95
1757.00,94.95
1756.00,94.95
1755.00,94.94
1754.00,94.94
1753.00,94.93
1752.00,94.91
1751.00,94.89
1750.00,94.86
1749.00,94.81
1748.00,94.77
1747.00,94.71
1746.00,94.66
1745.00,94.60
1744.00,94.54
1743.00,94.47
1742.00,94.40
1741.00,94.34
1740.00,94.27
1739.00,94.21
1738.00,94.16
1737.00,94.13
1736.00,94.10
1735.00,94.08
1734.00,94.06
1733.00,94.04
1732.00,94.03
1731.00,94.02
1730.00,94.04
1729.00,94.05
1728.00,94.08
1727.00,94.10
1726.00,94.14
1725.00,94.17
1724.00,94.22
1723.00,94.27
1722.00,94.32
1721.00,94.36
1720.00,94.42
1719.00,94.49
1718.00,94.58
1717.00,94.65
1716.00,94.67
1715.00,94.68
1714.00,94.67
1713.00,94.67
1712.00,94.68
1711.00,94.69
1710.00,94.71
1709.00,94.72
1708.00,94.74
1707.00,94.77
1706.00,94.80
1705.00,94.81
1704.00,94.82
1703.00,94.83
1702.00,94.83
1701.00,94.84
1700.00,94.85
1699.00,94.88
1698.00,94.91
1697.00,94.93
1696.00,94.94
1695.00,94.92
1694.00,94.90
1693.00,94.88
1692.00,94.88
1691.00,94.89
1690.00,94.90
1689.00,94.91
1688.00,94.91
1687.00,94.92
1686.00,94.92
1685.00,94.93
1684.00,94.94
1683.00,94.93
1682.00,94.91
1681.00,94.89
1680.00,94.87
1679.00,94.85
1678.00,94.84
1677.00,94.84
1676.00,94.84
1675.00,94.84
1674.00,94.84
1673.00,94.84
1672.00,94.84
1671.00,94.85
1670.00,94.86
1669.00,94.88
1668.00,94.88
1667.00,94.87
1666.00,94.87
1665.00,94.87
1664.00,94.87
1663.00,94.86
1662.00,94.85
1661.00,94.83
1660.00,94.83
1659.00,94.84
1658.00,94.85
1657.00,94.85
1656.00,94.85
1655.00,94.85
1654.00,94.85
1653.00,94.83
1652.00,94.82
1651.00,94.83
1650.00,94.83
1649.00,94.84
1648.00,94.84
1647.00,94.82
1646.00,94.79
1645.00,94.77
1644.00,94.75
1643.00,94.74
1642.00,94.73
1641.00,94.71
1640.00,94.69
1639.00,94.67
1638.00,94.66
1637.00,94.67
1636.00,94.67
1635.00,94.66
1634.00,94.65
1633.00,94.63
1632.00,94.61
1631.00,94.59
1630.00,94.57
1629.00,94.57
1628.00,94.58
1627.00,94.59
1626.00,94.59
1625.00,94.58
1624.00,94.57
1623.00,94.57
1622.00,94.58
1621.00,94.59
1620.00,94.60
1619.00,94.61
1618.00,94.64
1617.00,94.67
1616.00,94.69
1615.00,94.69
1614.00,94.70
1613.00,94.71
1612.00,94.72
1611.00,94.74
1610.00,94.76
1609.00,94.78
1608.00,94.80
1607.00,94.81
1606.00,94.83
1605.00,94.85
1604.00,94.87
1603.00,94.89
1602.00,94.91
1601.00,94.93
1600.00,94.94
1599.00,94.95
1598.00,94.95
1597.00,94.95
1596.00,94.96
1595.00,94.97
1594.00,94.99
1593.00,95.01
1592.00,95.03
1591.00,95.04
1590.00,95.04
1589.00,95.04
1588.00,95.04
1587.00,95.03
1586.00,95.03
1585.00,95.04
1584.00,95.04
1583.00,95.05
1582.00,95.06
1581.00,95.08
1580.00,95.11
1579.00,95.14
1578.00,95.16
1577.00,95.15
1576.00,95.13
1575.00,95.11
1574.00,95.11
1573.00,95.11
1572.00,95.12
1571.00,95.13
1570.00,95.15
1569.00,95.16
1568.00,95.15
1567.00,95.14
1566.00,95.12
1565.00,95.12
1564.00,95.13
1563.00,95.14
1562.00,95.14
1561.00,95.14
1560.00,95.14
1559.00,95.14
1558.00,95.12
1557.00,95.13
1556.00,95.15
1555.00,95.18
1554.00,95.20
1553.00,95.19
1552.00,95.19
1551.00,95.18
1550.00,95.17
1549.00,95.17
1548.00,95.16
1547.00,95.16
1546.00,95.16
1545.00,95.16
1544.00,95.16
1543.00,95.16
1542.00,95.16
1541.00,95.16
1540.00,95.16
1539.00,95.16
1538.00,95.16
1537.00,95.16
1536.00,95.15
1535.00,95.15
1534.00,95.16
1533.00,95.15
1532.00,95.16
1531.00,95.16
1530.00,95.17
1529.00,95.17
1528.00,95.17
1527.00,95.17
1526.00,95.18
1525.00,95.18
1524.00,95.18
1523.00,95.18
1522.00,95.18
1521.00,95.20
1520.00,95.20
1519.00,95.20
1518.00,95.21
1517.00,95.21
1516.00,95.21
1515.00,95.21
1514.00,95.22
1513.00,95.22
1512.00,95.21
1511.00,95.21
1510.00,95.21
1509.00,95.21
1508.00,95.21
1507.00,95.22
1506.00,95.24
1505.00,95.24
1504.00,95.25
1503.00,95.25
1502.00,95.26
1501.00,95.25
1500.00,95.24
1499.00,95.23
1498.00,95.22
1497.00,95.22
1496.00,95.20
1495.00,95.20
1494.00,95.20
1493.00,95.19
1492.00,95.19
1491.00,95.19
1490.00,95.20
1489.00,95.20
1488.00,95.19
1487.00,95.19
1486.00,95.18
1485.00,95.17
1484.00,95.17
1483.00,95.19
1482.00,95.20
1481.00,95.20
1480.00,95.20
1479.00,95.20
1478.00,95.21
1477.00,95.19
1476.00,95.16
1475.00,95.13
1474.00,95.09
1473.00,95.05
1472.00,94.99
1471.00,94.93
1470.00,94.87
1469.00,94.78
1468.00,94.66
1467.00,94.47
1466.00,94.20
1465.00,93.78
1464.00,93.28
1463.00,92.75
1462.00,92.21
1461.00,91.62
1460.00,90.98
1459.00,90.26
1458.00,89.41
1457.00,88.49
1456.00,87.76
1455.00,87.34
1454.00,87.12
1453.00,87.00
1452.00,86.96
1451.00,87.01
1450.00,87.14
1449.00,87.34
1448.00,87.60
1447.00,87.91
1446.00,88.22
1445.00,88.54
1444.00,88.89
1443.00,89.26
1442.00,89.64
1441.00,90.00
1440.00,90.34
1439.00,90.67
1438.00,91.01
1437.00,91.39
1436.00,91.79
1435.00,92.13
1434.00,92.39
1433.00,92.63
1432.00,92.86
1431.00,93.08
1430.00,93.28
1429.00,93.46
1428.00,93.61
1427.00,93.72
1426.00,93.81
1425.00,93.90
1424.00,93.99
1423.00,94.06
1422.00,94.11
1421.00,94.17
1420.00,94.23
1419.00,94.28
1418.00,94.32
1417.00,94.36
1416.00,94.39
1415.00,94.41
1414.00,94.43
1413.00,94.45
1412.00,94.47
1411.00,94.49
1410.00,94.50
1409.00,94.52
1408.00,94.53
1407.00,94.54
1406.00,94.56
1405.00,94.57
1404.00,94.59
1403.00,94.60
1402.00,94.60
1401.00,94.60
1400.00,94.60
1399.00,94.60
1398.00,94.59
1397.00,94.58
1396.00,94.56
1395.00,94.53
1394.00,94.48
1393.00,94.44
1392.00,94.40
1391.00,94.36
1390.00,94.33
1389.00,94.29
1388.00,94.23
1387.00,94.16
1386.00,94.08
1385.00,94.01
1384.00,93.94
1383.00,93.87
1382.00,93.81
1381.00,93.75
1380.00,93.69
1379.00,93.60
1378.00,93.51
1377.00,93.42
1376.00,93.34
1375.00,93.26
1374.00,93.17
1373.00,93.07
1372.00,92.97
1371.00,92.87
1370.00,92.76
1369.00,92.66
1368.00,92.57
1367.00,92.49
1366.00,92.42
1365.00,92.37
1364.00,92.32
1363.00,92.27
1362.00,92.22
1361.00,92.18
1360.00,92.14
1359.00,92.10
1358.00,92.08
1357.00,92.06
1356.00,92.06
1355.00,92.06
1354.00,92.06
1353.00,92.06
1352.00,92.08
1351.00,92.11
1350.00,92.16
1349.00,92.22
1348.00,92.28
1347.00,92.34
1346.00,92.41
1345.00,92.50
1344.00,92.59
1343.00,92.67
1342.00,92.75
1341.00,92.82
1340.00,92.90
1339.00,92.97
1338.00,93.03
1337.00,93.09
1336.00,93.14
1335.00,93.18
1334.00,93.22
1333.00,93.25
1332.00,93.29
1331.00,93.33
1330.00,93.37
1329.00,93.40
1328.00,93.42
1327.00,93.44
1326.00,93.45
1325.00,93.46
1324.00,93.47
1323.00,93.47
1322.00,93.47
1321.00,93.46
1320.00,93.45
1319.00,93.46
1318.00,93.46
1317.00,93.46
1316.00,93.46
1315.00,93.47
1314.00,93.47
1313.00,93.46
1312.00,93.45
1311.00,93.45
1310.00,93.45
1309.00,93.47
1308.00,93.49
1307.00,93.51
1306.00,93.52
1305.00,93.52
1304.00,93.53
1303.00,93.55
1302.00,93.58
1301.00,93.60
1300.00,93.63
1299.00,93.65
1298.00,93.66
1297.00,93.67
1296.00,93.68
1295.00,93.69
1294.00,93.70
1293.00,93.72
1292.00,93.74
1291.00,93.75
1290.00,93.75
1289.00,93.75
1288.00,93.76
1287.00,93.77
1286.00,93.77
1285.00,93.76
1284.00,93.74
1283.00,93.72
1282.00,93.70
1281.00,93.69
1280.00,93.68
1279.00,93.65
1278.00,93.63
1277.00,93.60
1276.00,93.58
1275.00,93.55
1274.00,93.53
1273.00,93.50
1272.00,93.47
1271.00,93.44
1270.00,93.41
1269.00,93.38
1268.00,93.35
1267.00,93.33
1266.00,93.31
1265.00,93.28
1264.00,93.24
1263.00,93.19
1262.00,93.15
1261.00,93.10
1260.00,93.03
1259.00,92.95
1258.00,92.86
1257.00,92.78
1256.00,92.71
1255.00,92.64
1254.00,92.57
1253.00,92.50
1252.00,92.43
1251.00,92.38
1250.00,92.35
1249.00,92.34
1248.00,92.34
1247.00,92.36
1246.00,92.39
1245.00,92.44
1244.00,92.50
1243.00,92.58
1242.00,92.66
1241.00,92.74
1240.00,92.80
1239.00,92.86
1238.00,92.91
1237.00,92.94
1236.00,92.96
1235.00,92.96
1234.00,92.95
1233.00,92.94
1232.00,92.93
1231.00,92.92
1230.00,92.90
1229.00,92.90
1228.00,92.90
1227.00,92.91
1226.00,92.91
1225.00,92.92
1224.00,92.93
1223.00,92.93
1222.00,92.94
1221.00,92.96
1220.00,92.98
1219.00,93.01
1218.00,93.05
1217.00,93.09
1216.00,93.12
1215.00,93.15
1214.00,93.16
1213.00,93.18
1212.00,93.19
1211.00,93.19
1210.00,93.19
1209.00,93.20
1208.00,93.21
1207.00,93.22
1206.00,93.25
1205.00,93.27
1204.00,93.29
1203.00,93.30
1202.00,93.32
1201.00,93.34
1200.00,93.35
1199.00,93.35
1198.00,93.35
1197.00,93.36
1196.00,93.39
1195.00,93.42
1194.00,93.45
1193.00,93.47
1192.00,93.48
1191.00,93.49
1190.00,93.52
1189.00,93.55
1188.00,93.59
1187.00,93.61
1186.00,93.61
1185.00,93.61
1184.00,93.61
1183.00,93.61
1182.00,93.61
1181.00,93.61
1180.00,93.61
1179.00,93.63
1178.00,93.64
1177.00,93.64
1176.00,93.63
1175.00,93.63
1174.00,93.64
1173.00,93.65
1172.00,93.66
1171.00,93.68
1170.00,93.72
1169.00,93.77
1168.00,93.82
1167.00,93.88
1166.00,93.92
1165.00,93.97
1164.00,94.02
1163.00,94.06
1162.00,94.10
1161.00,94.12
1160.00,94.14
1159.00,94.16
1158.00,94.20
1157.00,94.24
1156.00,94.29
1155.00,94.35
1154.00,94.39
1153.00,94.41
1152.00,94.42
1151.00,94.42
1150.00,94.43
1149.00,94.45
1148.00,94.47
1147.00,94.48
1146.00,94.49
1145.00,94.49
1144.00,94.49
1143.00,94.48
1142.00,94.46
1141.00,94.45
1140.00,94.44
1139.00,94.44
1138.00,94.45
1137.00,94.44
1136.00,94.44
1135.00,94.44
1134.00,94.45
1133.00,94.45
1132.00,94.45
1131.00,94.44
1130.00,94.44
1129.00,94.43
1128.00,94.39
1127.00,94.33
1126.00,94.26
1125.00,94.20
1124.00,94.17
1123.00,94.16
1122.00,94.13
1121.00,94.08
1120.00,94.01
1119.00,93.94
1118.00,93.86
1117.00,93.78
1116.00,93.71
1115.00,93.62
1114.00,93.54
1113.00,93.46
1112.00,93.42
1111.00,93.39
1110.00,93.37
1109.00,93.34
1108.00,93.30
1107.00,93.26
1106.00,93.23
1105.00,93.19
1104.00,93.16
1103.00,93.11
1102.00,93.06
1101.00,93.00
1100.00,92.96
1099.00,92.93
1098.00,92.92
1097.00,92.93
1096.00,92.93
1095.00,92.89
1094.00,92.82
1093.00,92.73
1092.00,92.63
1091.00,92.55
1090.00,92.49
1089.00,92.43
1088.00,92.36
1087.00,92.28
1086.00,92.20
1085.00,92.10
1084.00,91.97
1083.00,91.83
1082.00,91.68
1081.00,91.56
1080.00,91.46
1079.00,91.36
1078.00,91.27
1077.00,91.16
1076.00,91.04
1075.00,90.93
1074.00,90.86
1073.00,90.83
1072.00,90.82
1071.00,90.82
1070.00,90.80
1069.00,90.80
1068.00,90.83
1067.00,90.89
1066.00,90.94
1065.00,91.00
1064.00,91.08
1063.00,91.19
1062.00,91.34
1061.00,91.49
1060.00,91.65
1059.00,91.81
1058.00,91.98
1057.00,92.12
1056.00,92.23
1055.00,92.31
1054.00,92.37
1053.00,92.42
1052.00,92.48
1051.00,92.56
1050.00,92.65
1049.00,92.73
1048.00,92.78
1047.00,92.83
1046.00,92.86
1045.00,92.88
1044.00,92.89
1043.00,92.90
1042.00,92.92
1041.00,92.95
1040.00,93.00
1039.00,93.06
1038.00,93.12
1037.00,93.19
1036.00,93.27
1035.00,93.36
1034.00,93.44
1033.00,93.51
1032.00,93.55
1031.00,93.57
1030.00,93.60
1029.00,93.64
1028.00,93.69
1027.00,93.74
1026.00,93.78
1025.00,93.84
1024.00,93.90
1023.00,93.94
1022.00,93.95
1021.00,93.94
1020.00,93.93
1019.00,93.94
1018.00,93.98
1017.00,94.02
1016.00,94.06
1015.00,94.10
1014.00,94.14
1013.00,94.16
1012.00,94.17
1011.00,94.18
1010.00,94.20
1009.00,94.21
1008.00,94.24
1007.00,94.26
1006.00,94.28
1005.00,94.30
1004.00,94.32
1003.00,94.35
1002.00,94.39
1001.00,94.41
1000.00,94.42
999.00,94.42
998.00,94.43
997.00,94.46
996.00,94.49
995.00,94.51
994.00,94.52
993.00,94.51
992.00,94.49
991.00,94.48
990.00,94.49
989.00,94.50
988.00,94.51
987.00,94.52
986.00,94.53
985.00,94.55
984.00,94.56
983.00,94.56
982.00,94.54
981.00,94.52
980.00,94.50
979.00,94.49
978.00,94.51
977.00,94.55
976.00,94.59
975.00,94.60
974.00,94.61
973.00,94.61
972.00,94.61
971.00,94.61
970.00,94.59
969.00,94.58
968.00,94.56
967.00,94.56
966.00,94.56
965.00,94.57
964.00,94.58
963.00,94.59
962.00,94.59
961.00,94.58
960.00,94.58
959.00,94.59
958.00,94.60
957.00,94.62
956.00,94.62
955.00,94.62
954.00,94.61
953.00,94.62
952.00,94.63
951.00,94.65
950.00,94.66
949.00,94.66
948.00,94.65
947.00,94.65
946.00,94.66
945.00,94.67
944.00,94.68
943.00,94.71
942.00,94.74
941.00,94.77
940.00,94.78
939.00,94.77
938.00,94.76
937.00,94.75
936.00,94.76
935.00,94.77
934.00,94.78
933.00,94.79
932.00,94.80
931.00,94.81
930.00,94.83
929.00,94.85
928.00,94.86
927.00,94.88
926.00,94.90
925.00,94.93
924.00,94.94
923.00,94.94
922.00,94.92
921.00,94.89
920.00,94.89
919.00,94.90
918.00,94.92
917.00,94.95
916.00,94.98
915.00,94.99
914.00,94.99
913.00,94.97
912.00,94.94
911.00,94.92
910.00,94.90
909.00,94.89
908.00,94.91
907.00,94.95
906.00,95.00
905.00,95.04
904.00,95.05
903.00,95.04
902.00,95.03
901.00,95.03
900.00,95.08
899.00,95.14
898.00,95.20
897.00,95.23
896.00,95.22
895.00,95.20
894.00,95.18
893.00,95.18
