Created as New Dataset,135 Bayer
3740.00,98.80
3739.00,98.81
3738.00,98.81
3737.00,98.81
3736.00,98.81
3735.00,98.80
3734.00,98.80
3733.00,98.80
3732.00,98.80
3731.00,98.79
3730.00,98.76
3729.00,98.74
3728.00,98.74
3727.00,98.77
3726.00,98.78
3725.00,98.79
3724.00,98.78
3723.00,98.78
3722.00,98.78
3721.00,98.78
3720.00,98.76
3719.00,98.73
3718.00,98.71
3717.00,98.68
3716.00,98.67
3715.00,98.67
3714.00,98.68
3713.00,98.68
3712.00,98.68
3711.00,98.68
3710.00,98.69
3709.00,98.71
3708.00,98.72
3707.00,98.72
3706.00,98.72
3705.00,98.72
3704.00,98.72
3703.00,98.72
3702.00,98.72
3701.00,98.71
3700.00,98.71
3699.00,98.72
3698.00,98.73
3697.00,98.74
3696.00,98.74
3695.00,98.72
3694.00,98.70
3693.00,98.68
3692.00,98.66
3691.00,98.64
3690.00,98.62
3689.00,98.61
3688.00,98.61
3687.00,98.61
3686.00,98.60
3685.00,98.60
3684.00,98.61
3683.00,98.62
3682.00,98.62
3681.00,98.61
3680.00,98.59
3679.00,98.56
3678.00,98.52
3677.00,98.49
3676.00,98.50
3675.00,98.50
3674.00,98.49
3673.00,98.47
3672.00,98.48
3671.00,98.52
3670.00,98.56
3669.00,98.58
3668.00,98.57
3667.00,98.55
3666.00,98.55
3665.00,98.57
3664.00,98.59
3663.00,98.60
3662.00,98.60
3661.00,98.59
3660.00,98.57
3659.00,98.57
3658.00,98.58
3657.00,98.59
3656.00,98.59
3655.00,98.56
3654.00,98.52
3653.00,98.49
3652.00,98.48
3651.00,98.51
3650.00,98.52
3649.00,98.51
3648.00,98.49
3647.00,98.48
3646.00,98.48
3645.00,98.48
3644.00,98.48
3643.00,98.48
3642.00,98.48
3641.00,98.48
3640.00,98.49
3639.00,98.51
3638.00,98.51
3637.00,98.51
3636.00,98.50
3635.00,98.49
3634.00,98.49
3633.00,98.50
3632.00,98.49
3631.00,98.48
3630.00,98.48
3629.00,98.47
3628.00,98.45
3627.00,98.44
3626.00,98.44
3625.00,98.46
3624.00,98.47
3623.00,98.46
3622.00,98.44
3621.00,98.44
3620.00,98.45
3619.00,98.47
3618.00,98.48
3617.00,98.47
3616.00,98.45
3615.00,98.44
3614.00,98.44
3613.00,98.45
3612.00,98.47
3611.00,98.49
3610.00,98.52
3609.00,98.55
3608.00,98.55
3607.00,98.53
3606.00,98.50
3605.00,98.47
3604.00,98.45
3603.00,98.44
3602.00,98.45
3601.00,98.47
3600.00,98.50
3599.00,98.52
3598.00,98.53
3597.00,98.54
3596.00,98.54
3595.00,98.53
3594.00,98.52
3593.00,98.52
3592.00,98.53
3591.00,98.55
3590.00,98.57
3589.00,98.57
3588.00,98.56
3587.00,98.53
3586.00,98.50
3585.00,98.49
3584.00,98.50
3583.00,98.51
3582.00,98.51
3581.00,98.51
3580.00,98.51
3579.00,98.52
3578.00,98.52
3577.00,98.50
3576.00,98.47
3575.00,98.45
3574.00,98.43
3573.00,98.43
3572.00,98.43
3571.00,98.43
3570.00,98.42
3569.00,98.42
3568.00,98.42
3567.00,98.41
3566.00,98.40
3565.00,98.37
3564.00,98.35
3563.00,98.34
3562.00,98.33
3561.00,98.33
3560.00,98.32
3559.00,98.31
3558.00,98.31
3557.00,98.31
3556.00,98.32
3555.00,98.33
3554.00,98.34
3553.00,98.34
3552.00,98.32
3551.00,98.29
3550.00,98.27
3549.00,98.26
3548.00,98.28
3547.00,98.29
3546.00,98.30
3545.00,98.31
3544.00,98.33
3543.00,98.36
3542.00,98.40
3541.00,98.43
3540.00,98.45
3539.00,98.44
3538.00,98.43
3537.00,98.42
3536.00,98.42
3535.00,98.41
3534.00,98.41
3533.00,98.41
3532.00,98.42
3531.00,98.42
3530.00,98.41
3529.00,98.41
3528.00,98.42
3527.00,98.42
3526.00,98.41
3525.00,98.38
3524.00,98.35
3523.00,98.33
3522.00,98.31
3521.00,98.32
3520.00,98.34
3519.00,98.37
3518.00,98.39
3517.00,98.40
3516.00,98.41
3515.00,98.41
3514.00,98.40
3513.00,98.40
3512.00,98.38
3511.00,98.38
3510.00,98.38
3509.00,98.38
3508.00,98.40
3507.00,98.41
3506.00,98.41
3505.00,98.41
3504.00,98.41
3503.00,98.41
3502.00,98.42
3501.00,98.43
3500.00,98.42
3499.00,98.40
3498.00,98.38
3497.00,98.38
3496.00,98.41
3495.00,98.45
3494.00,98.48
3493.00,98.51
3492.00,98.51
3491.00,98.49
3490.00,98.47
3489.00,98.46
3488.00,98.45
3487.00,98.44
3486.00,98.42
3485.00,98.41
3484.00,98.40
3483.00,98.40
3482.00,98.39
3481.00,98.37
3480.00,98.36
3479.00,98.37
3478.00,98.40
3477.00,98.42
3476.00,98.42
3475.00,98.39
3474.00,98.36
3473.00,98.35
3472.00,98.36
3471.00,98.38
3470.00,98.39
3469.00,98.38
3468.00,98.36
3467.00,98.34
3466.00,98.33
3465.00,98.34
3464.00,98.36
3463.00,98.38
3462.00,98.38
3461.00,98.36
3460.00,98.33
3459.00,98.32
3458.00,98.33
3457.00,98.35
3456.00,98.37
3455.00,98.37
3454.00,98.37
3453.00,98.36
3452.00,98.34
3451.00,98.33
3450.00,98.32
3449.00,98.30
3448.00,98.28
3447.00,98.26
3446.00,98.24
3445.00,98.23
3444.00,98.24
3443.00,98.25
3442.00,98.25
3441.00,98.26
3440.00,98.26
3439.00,98.26
3438.00,98.25
3437.00,98.24
3436.00,98.23
3435.00,98.21
3434.00,98.19
3433.00,98.17
3432.00,98.15
3431.00,98.13
3430.00,98.12
3429.00,98.11
3428.00,98.11
3427.00,98.11
3426.00,98.10
3425.00,98.09
3424.00,98.06
3423.00,98.02
3422.00,98.00
3421.00,97.99
3420.00,98.00
3419.00,98.03
3418.00,98.05
3417.00,98.06
3416.00,98.06
3415.00,98.06
3414.00,98.07
3413.00,98.09
3412.00,98.10
3411.00,98.12
3410.00,98.14
3409.00,98.16
3408.00,98.17
3407.00,98.17
3406.00,98.18
3405.00,98.19
3404.00,98.23
3403.00,98.27
3402.00,98.31
3401.00,98.32
3400.00,98.30
3399.00,98.28
3398.00,98.26
3397.00,98.26
3396.00,98.27
3395.00,98.26
3394.00,98.26
3393.00,98.27
3392.00,98.29
3391.00,98.30
3390.00,98.32
3389.00,98.32
3388.00,98.31
3387.00,98.29
3386.00,98.26
3385.00,98.24
3384.00,98.24
3383.00,98.26
3382.00,98.28
3381.00,98.30
3380.00,98.31
3379.00,98.31
3378.00,98.31
3377.00,98.30
3376.00,98.30
3375.00,98.29
3374.00,98.29
3373.00,98.30
3372.00,98.32
3371.00,98.33
3370.00,98.34
3369.00,98.34
3368.00,98.32
3367.00,98.30
3366.00,98.29
3365.00,98.28
3364.00,98.29
3363.00,98.29
3362.00,98.29
3361.00,98.29
3360.00,98.30
3359.00,98.30
3358.00,98.31
3357.00,98.32
3356.00,98.32
3355.00,98.32
3354.00,98.32
3353.00,98.31
3352.00,98.30
3351.00,98.29
3350.00,98.28
3349.00,98.28
3348.00,98.27
3347.00,98.26
3346.00,98.24
3345.00,98.24
3344.00,98.23
3343.00,98.24
3342.00,98.25
3341.00,98.26
3340.00,98.26
3339.00,98.25
3338.00,98.23
3337.00,98.21
3336.00,98.21
3335.00,98.21
3334.00,98.23
3333.00,98.25
3332.00,98.26
3331.00,98.27
3330.00,98.28
3329.00,98.28
3328.00,98.28
3327.00,98.28
3326.00,98.28
3325.00,98.28
3324.00,98.28
3323.00,98.28
3322.00,98.27
3321.00,98.27
3320.00,98.28
3319.00,98.29
3318.00,98.30
3317.00,98.31
3316.00,98.30
3315.00,98.29
3314.00,98.28
3313.00,98.27
3312.00,98.26
3311.00,98.25
3310.00,98.24
3309.00,98.25
3308.00,98.26
3307.00,98.27
3306.00,98.28
3305.00,98.28
3304.00,98.29
3303.00,98.30
3302.00,98.32
3301.00,98.32
3300.00,98.32
3299.00,98.30
3298.00,98.29
3297.00,98.28
3296.00,98.28
3295.00,98.28
3294.00,98.27
3293.00,98.25
3292.00,98.24
3291.00,98.22
3290.00,98.21
3289.00,98.21
3288.00,98.21
3287.00,98.22
3286.00,98.24
3285.00,98.25
3284.00,98.26
3283.00,98.25
3282.00,98.24
3281.00,98.23
3280.00,98.24
3279.00,98.24
3278.00,98.25
3277.00,98.24
3276.00,98.21
3275.00,98.19
3274.00,98.17
3273.00,98.17
3272.00,98.18
3271.00,98.19
3270.00,98.19
3269.00,98.20
3268.00,98.21
3267.00,98.23
3266.00,98.24
3265.00,98.24
3264.00,98.23
3263.00,98.21
3262.00,98.19
3261.00,98.19
3260.00,98.20
3259.00,98.22
3258.00,98.24
3257.00,98.25
3256.00,98.25
3255.00,98.24
3254.00,98.24
3253.00,98.24
3252.00,98.25
3251.00,98.25
3250.00,98.25
3249.00,98.26
3248.00,98.27
3247.00,98.26
3246.00,98.24
3245.00,98.22
3244.00,98.20
3243.00,98.20
3242.00,98.21
3241.00,98.21
3240.00,98.21
3239.00,98.22
3238.00,98.23
3237.00,98.23
3236.00,98.23
3235.00,98.22
3234.00,98.21
3233.00,98.22
3232.00,98.24
3231.00,98.26
3230.00,98.27
3229.00,98.27
3228.00,98.26
3227.00,98.26
3226.00,98.26
3225.00,98.24
3224.00,98.22
3223.00,98.21
3222.00,98.19
3221.00,98.18
3220.00,98.16
3219.00,98.13
3218.00,98.12
3217.00,98.14
3216.00,98.18
3215.00,98.22
3214.00,98.24
3213.00,98.25
3212.00,98.25
3211.00,98.24
3210.00,98.24
3209.00,98.24
3208.00,98.25
3207.00,98.26
3206.00,98.26
3205.00,98.25
3204.00,98.23
3203.00,98.20
3202.00,98.18
3201.00,98.19
3200.00,98.20
3199.00,98.21
3198.00,98.21
3197.00,98.22
3196.00,98.23
3195.00,98.24
3194.00,98.26
3193.00,98.27
3192.00,98.27
3191.00,98.24
3190.00,98.22
3189.00,98.20
3188.00,98.20
3187.00,98.20
3186.00,98.21
3185.00,98.20
3184.00,98.19
3183.00,98.18
3182.00,98.17
3181.00,98.17
3180.00,98.18
3179.00,98.18
3178.00,98.17
3177.00,98.16
3176.00,98.16
3175.00,98.17
3174.00,98.19
3173.00,98.18
3172.00,98.17
3171.00,98.16
3170.00,98.16
3169.00,98.17
3168.00,98.19
3167.00,98.20
3166.00,98.20
3165.00,98.19
3164.00,98.19
3163.00,98.18
3162.00,98.18
3161.00,98.18
3160.00,98.18
3159.00,98.19
3158.00,98.19
3157.00,98.20
3156.00,98.21
3155.00,98.21
3154.00,98.21
3153.00,98.19
3152.00,98.18
3151.00,98.17
3150.00,98.18
3149.00,98.21
3148.00,98.22
3147.00,98.22
3146.00,98.21
3145.00,98.20
3144.00,98.21
3143.00,98.22
3142.00,98.24
3141.00,98.25
3140.00,98.25
3139.00,98.24
3138.00,98.23
3137.00,98.21
3136.00,98.19
3135.00,98.17
3134.00,98.17
3133.00,98.17
3132.00,98.18
3131.00,98.18
3130.00,98.16
3129.00,98.15
3128.00,98.14
3127.00,98.13
3126.00,98.12
3125.00,98.12
3124.00,98.12
3123.00,98.14
3122.00,98.16
3121.00,98.18
3120.00,98.19
3119.00,98.21
3118.00,98.22
3117.00,98.21
3116.00,98.19
3115.00,98.17
3114.00,98.16
3113.00,98.16
3112.00,98.17
3111.00,98.17
3110.00,98.17
3109.00,98.16
3108.00,98.15
3107.00,98.13
3106.00,98.12
3105.00,98.12
3104.00,98.12
3103.00,98.12
3102.00,98.11
3101.00,98.10
3100.00,98.11
3099.00,98.12
3098.00,98.13
3097.00,98.14
3096.00,98.15
3095.00,98.16
3094.00,98.16
3093.00,98.17
3092.00,98.16
3091.00,98.14
3090.00,98.12
3089.00,98.09
3088.00,98.07
3087.00,98.05
3086.00,98.05
3085.00,98.06
3084.00,98.07
3083.00,98.08
3082.00,98.08
3081.00,98.08
3080.00,98.06
3079.00,98.04
3078.00,98.02
3077.00,98.02
3076.00,98.02
3075.00,98.03
3074.00,98.04
3073.00,98.05
3072.00,98.06
3071.00,98.06
3070.00,98.04
3069.00,98.02
3068.00,98.00
3067.00,97.97
3066.00,97.95
3065.00,97.96
3064.00,97.97
3063.00,97.99
3062.00,98.00
3061.00,98.01
3060.00,98.01
3059.00,98.02
3058.00,98.03
3057.00,98.03
3056.00,98.04
3055.00,98.05
3054.00,98.05
3053.00,98.04
3052.00,98.03
3051.00,98.04
3050.00,98.06
3049.00,98.09
3048.00,98.11
3047.00,98.13
3046.00,98.15
3045.00,98.17
3044.00,98.18
3043.00,98.20
3042.00,98.23
3041.00,98.26
3040.00,98.28
3039.00,98.28
3038.00,98.27
3037.00,98.25
3036.00,98.24
3035.00,98.24
3034.00,98.25
3033.00,98.25
3032.00,98.25
3031.00,98.25
3030.00,98.25
3029.00,98.25
3028.00,98.24
3027.00,98.24
3026.00,98.23
3025.00,98.23
3024.00,98.24
3023.00,98.26
3022.00,98.26
3021.00,98.25
3020.00,98.22
3019.00,98.19
3018.00,98.18
3017.00,98.18
3016.00,98.18
3015.00,98.17
3014.00,98.17
3013.00,98.15
3012.00,98.13
3011.00,98.12
3010.00,98.11
3009.00,98.10
3008.00,98.08
3007.00,98.07
3006.00,98.05
3005.00,98.04
3004.00,98.03
3003.00,98.01
3002.00,98.00
3001.00,97.99
3000.00,97.97
2999.00,97.96
2998.00,97.94
2997.00,97.91
2996.00,97.88
2995.00,97.85
2994.00,97.83
2993.00,97.81
2992.00,97.79
2991.00,97.77
2990.00,97.74
2989.00,97.71
2988.00,97.68
2987.00,97.64
2986.00,97.60
2985.00,97.56
2984.00,97.51
2983.00,97.45
2982.00,97.38
2981.00,97.31
2980.00,97.24
2979.00,97.17
2978.00,97.10
2977.00,97.02
2976.00,96.95
2975.00,96.88
2974.00,96.80
2973.00,96.70
2972.00,96.59
2971.00,96.47
2970.00,96.34
2969.00,96.20
2968.00,96.06
2967.00,95.91
2966.00,95.77
2965.00,95.63
2964.00,95.49
2963.00,95.35
2962.00,95.21
2961.00,95.06
2960.00,94.91
2959.00,94.75
2958.00,94.58
2957.00,94.39
2956.00,94.21
2955.00,94.02
2954.00,93.80
2953.00,93.54
2952.00,93.24
2951.00,92.91
2950.00,92.55
2949.00,92.19
2948.00,91.83
2947.00,91.48
2946.00,91.14
2945.00,90.84
2944.00,90.59
2943.00,90.39
2942.00,90.25
2941.00,90.14
2940.00,90.05
2939.00,89.98
2938.00,89.92
2937.00,89.85
2936.00,89.76
2935.00,89.66
2934.00,89.57
2933.00,89.49
2932.00,89.42
2931.00,89.33
2930.00,89.22
2929.00,89.10
2928.00,89.01
2927.00,88.94
2926.00,88.91
2925.00,88.90
2924.00,88.91
2923.00,88.92
2922.00,88.94
2921.00,88.97
2920.00,89.02
2919.00,89.11
2918.00,89.24
2917.00,89.42
2916.00,89.64
2915.00,89.89
2914.00,90.15
2913.00,90.40
2912.00,90.63
2911.00,90.84
2910.00,91.03
2909.00,91.20
2908.00,91.36
2907.00,91.50
2906.00,91.64
2905.00,91.78
2904.00,91.92
2903.00,92.05
2902.00,92.15
2901.00,92.22
2900.00,92.27
2899.00,92.30
2898.00,92.32
2897.00,92.34
2896.00,92.36
2895.00,92.38
2894.00,92.40
2893.00,92.43
2892.00,92.48
2891.00,92.55
2890.00,92.62
2889.00,92.70
2888.00,92.81
2887.00,92.94
2886.00,93.10
2885.00,93.27
2884.00,93.44
2883.00,93.61
2882.00,93.77
2881.00,93.93
2880.00,94.07
2879.00,94.19
2878.00,94.28
2877.00,94.34
2876.00,94.37
2875.00,94.36
2874.00,94.32
2873.00,94.26
2872.00,94.17
2871.00,94.07
2870.00,93.97
2869.00,93.87
2868.00,93.77
2867.00,93.65
2866.00,93.52
2865.00,93.38
2864.00,93.23
2863.00,93.07
2862.00,92.92
2861.00,92.75
2860.00,92.59
2859.00,92.44
2858.00,92.29
2857.00,92.14
2856.00,92.00
2855.00,91.88
2854.00,91.79
2853.00,91.74
2852.00,91.72
2851.00,91.73
2850.00,91.77
2849.00,91.84
2848.00,91.95
2847.00,92.12
2846.00,92.38
2845.00,92.72
2844.00,93.13
2843.00,93.55
2842.00,93.95
2841.00,94.32
2840.00,94.65
2839.00,94.93
2838.00,95.18
2837.00,95.39
2836.00,95.57
2835.00,95.73
2834.00,95.86
2833.00,95.98
2832.00,96.07
2831.00,96.16
2830.00,96.25
2829.00,96.33
2828.00,96.42
2827.00,96.49
2826.00,96.55
2825.00,96.60
2824.00,96.65
2823.00,96.69
2822.00,96.71
2821.00,96.74
2820.00,96.76
2819.00,96.78
2818.00,96.79
2817.00,96.79
2816.00,96.80
2815.00,96.82
2814.00,96.84
2813.00,96.87
2812.00,96.90
2811.00,96.93
2810.00,96.96
2809.00,96.99
2808.00,97.03
2807.00,97.06
2806.00,97.09
2805.00,97.10
2804.00,97.11
2803.00,97.12
2802.00,97.14
2801.00,97.16
2800.00,97.18
2799.00,97.20
2798.00,97.22
2797.00,97.23
2796.00,97.25
2795.00,97.26
2794.00,97.28
2793.00,97.29
2792.00,97.30
2791.00,97.31
2790.00,97.32
2789.00,97.32
2788.00,97.31
2787.00,97.31
2786.00,97.31
2785.00,97.32
2784.00,97.33
2783.00,97.35
2782.00,97.36
2781.00,97.39
2780.00,97.43
2779.00,97.46
2778.00,97.47
2777.00,97.47
2776.00,97.45
2775.00,97.43
2774.00,97.42
2773.00,97.42
2772.00,97.44
2771.00,97.45
2770.00,97.46
2769.00,97.47
2768.00,97.47
2767.00,97.47
2766.00,97.47
2765.00,97.47
2764.00,97.47
2763.00,97.48
2762.00,97.48
2761.00,97.47
2760.00,97.46
2759.00,97.45
2758.00,97.45
2757.00,97.45
2756.00,97.45
2755.00,97.45
2754.00,97.45
2753.00,97.44
2752.00,97.44
2751.00,97.44
2750.00,97.45
2749.00,97.46
2748.00,97.48
2747.00,97.49
2746.00,97.50
2745.00,97.50
2744.00,97.50
2743.00,97.50
2742.00,97.51
2741.00,97.52
2740.00,97.54
2739.00,97.55
2738.00,97.55
2737.00,97.54
2736.00,97.54
2735.00,97.54
2734.00,97.54
2733.00,97.53
2732.00,97.51
2731.00,97.50
2730.00,97.50
2729.00,97.50
2728.00,97.52
2727.00,97.53
2726.00,97.54
2725.00,97.55
2724.00,97.55
2723.00,97.55
2722.00,97.56
2721.00,97.57
2720.00,97.57
2719.00,97.57
2718.00,97.57
2717.00,97.59
2716.00,97.61
2715.00,97.63
2714.00,97.65
2713.00,97.64
2712.00,97.63
2711.00,97.61
2710.00,97.59
2709.00,97.59
2708.00,97.59
2707.00,97.60
2706.00,97.61
2705.00,97.62
2704.00,97.63
2703.00,97.63
2702.00,97.62
2701.00,97.61
2700.00,97.61
2699.00,97.62
2698.00,97.62
2697.00,97.61
2696.00,97.60
2695.00,97.59
2694.00,97.59
2693.00,97.58
2692.00,97.58
2691.00,97.57
2690.00,97.57
2689.00,97.57
2688.00,97.56
2687.00,97.55
2686.00,97.54
2685.00,97.54
2684.00,97.54
2683.00,97.55
2682.00,97.56
2681.00,97.56
2680.00,97.56
2679.00,97.55
2678.00,97.55
2677.00,97.55
2676.00,97.54
2675.00,97.53
2674.00,97.52
2673.00,97.52
2672.00,97.54
2671.00,97.55
2670.00,97.56
2669.00,97.57
2668.00,97.57
2667.00,97.57
2666.00,97.56
2665.00,97.55
2664.00,97.54
2663.00,97.53
2662.00,97.53
2661.00,97.53
2660.00,97.53
2659.00,97.52
2658.00,97.52
2657.00,97.52
2656.00,97.53
2655.00,97.53
2654.00,97.52
2653.00,97.51
2652.00,97.50
2651.00,97.49
2650.00,97.48
2649.00,97.46
2648.00,97.45
2647.00,97.45
2646.00,97.46
2645.00,97.45
2644.00,97.44
2643.00,97.43
2642.00,97.42
2641.00,97.42
2640.00,97.44
2639.00,97.44
2638.00,97.44
2637.00,97.42
2636.00,97.38
2635.00,97.35
2634.00,97.32
2633.00,97.31
2632.00,97.31
2631.00,97.32
2630.00,97.32
2629.00,97.31
2628.00,97.30
2627.00,97.28
2626.00,97.26
2625.00,97.24
2624.00,97.21
2623.00,97.20
2622.00,97.19
2621.00,97.19
2620.00,97.19
2619.00,97.20
2618.00,97.21
2617.00,97.22
2616.00,97.22
2615.00,97.22
2614.00,97.20
2613.00,97.18
2612.00,97.15
2611.00,97.13
2610.00,97.13
2609.00,97.14
2608.00,97.16
2607.00,97.17
2606.00,97.17
2605.00,97.17
2604.00,97.18
2603.00,97.19
2602.00,97.21
2601.00,97.21
2600.00,97.21
2599.00,97.19
2598.00,97.18
2597.00,97.16
2596.00,97.14
2595.00,97.12
2594.00,97.11
2593.00,97.11
2592.00,97.11
2591.00,97.11
2590.00,97.10
2589.00,97.08
2588.00,97.07
2587.00,97.05
2586.00,97.04
2585.00,97.02
2584.00,97.01
2583.00,97.00
2582.00,97.00
2581.00,97.01
2580.00,97.01
2579.00,97.00
2578.00,97.00
2577.00,97.00
2576.00,97.00
2575.00,97.00
2574.00,97.00
2573.00,97.01
2572.00,97.02
2571.00,97.02
2570.00,97.02
2569.00,97.01
2568.00,96.99
2567.00,96.96
2566.00,96.94
2565.00,96.94
2564.00,96.95
2563.00,96.98
2562.00,97.01
2561.00,97.03
2560.00,97.04
2559.00,97.05
2558.00,97.07
2557.00,97.07
2556.00,97.07
2555.00,97.05
2554.00,97.03
2553.00,97.02
2552.00,97.03
2551.00,97.04
2550.00,97.03
2549.00,97.01
2548.00,96.99
2547.00,96.98
2546.00,96.97
2545.00,96.97
2544.00,96.96
2543.00,96.95
2542.00,96.93
2541.00,96.92
2540.00,96.90
2539.00,96.89
2538.00,96.88
2537.00,96.87
2536.00,96.87
2535.00,96.87
2534.00,96.87
2533.00,96.87
2532.00,96.87
2531.00,96.89
2530.00,96.90
2529.00,96.90
2528.00,96.90
2527.00,96.90
2526.00,96.92
2525.00,96.93
2524.00,96.93
2523.00,96.93
2522.00,96.92
2521.00,96.91
2520.00,96.90
2519.00,96.89
2518.00,96.89
2517.00,96.90
2516.00,96.91
2515.00,96.93
2514.00,96.93
2513.00,96.93
2512.00,96.94
2511.00,96.95
2510.00,96.96
2509.00,96.96
2508.00,96.94
2507.00,96.94
2506.00,96.94
2505.00,96.96
2504.00,96.98
2503.00,97.02
2502.00,97.05
2501.00,97.08
2500.00,97.09
2499.00,97.07
2498.00,97.05
2497.00,97.04
2496.00,97.03
2495.00,97.03
2494.00,97.03
2493.00,97.03
2492.00,97.04
2491.00,97.04
2490.00,97.04
2489.00,97.03
2488.00,97.00
2487.00,96.96
2486.00,96.94
2485.00,96.94
2484.00,96.96
2483.00,96.97
2482.00,96.98
2481.00,96.98
2480.00,96.98
2479.00,96.99
2478.00,96.99
2477.00,97.00
2476.00,96.99
2475.00,96.98
2474.00,96.97
2473.00,96.97
2472.00,96.97
2471.00,96.99
2470.00,97.00
2469.00,97.00
2468.00,97.00
2467.00,96.99
2466.00,96.98
2465.00,96.98
2464.00,96.98
2463.00,96.97
2462.00,96.96
2461.00,96.95
2460.00,96.95
2459.00,96.96
2458.00,96.96
2457.00,96.97
2456.00,96.98
2455.00,96.99
2454.00,97.00
2453.00,97.00
2452.00,96.99
2451.00,96.99
2450.00,96.98
