Created as New Dataset,12. Acrylic Courtaulds Dyed
cm-1,%T
2464.00,94.32
2463.00,94.33
2462.00,94.35
2461.00,94.36
2460.00,94.36
2459.00,94.34
2458.00,94.31
2457.00,94.30
2456.00,94.30
2455.00,94.31
2454.00,94.32
2453.00,94.31
2452.00,94.30
2451.00,94.29
2450.00,94.30
2449.00,94.31
2448.00,94.33
2447.00,94.35
2446.00,94.36
2445.00,94.35
2444.00,94.33
2443.00,94.31
2442.00,94.30
2441.00,94.29
2440.00,94.27
2439.00,94.26
2438.00,94.25
2437.00,94.26
2436.00,94.29
2435.00,94.32
2434.00,94.34
2433.00,94.35
2432.00,94.36
2431.00,94.37
2430.00,94.38
2429.00,94.38
2428.00,94.37
2427.00,94.35
2426.00,94.33
2425.00,94.31
2424.00,94.32
2423.00,94.33
2422.00,94.34
2421.00,94.34
2420.00,94.33
2419.00,94.31
2418.00,94.31
2417.00,94.32
2416.00,94.35
2415.00,94.37
2414.00,94.37
2413.00,94.37
2412.00,94.37
2411.00,94.39
2410.00,94.40
2409.00,94.42
2408.00,94.43
2407.00,94.44
2406.00,94.44
2405.00,94.44
2404.00,94.44
2403.00,94.45
2402.00,94.45
2401.00,94.44
2400.00,94.42
2399.00,94.42
2398.00,94.43
2397.00,94.45
2396.00,94.48
2395.00,94.51
2394.00,94.53
2393.00,94.54
2392.00,94.54
2391.00,94.52
2390.00,94.50
2389.00,94.47
2388.00,94.46
2387.00,94.46
2386.00,94.46
2385.00,94.46
2384.00,94.44
2383.00,94.42
2382.00,94.42
2381.00,94.44
2380.00,94.47
2379.00,94.49
2378.00,94.50
2377.00,94.51
2376.00,94.52
2375.00,94.52
2374.00,94.51
2373.00,94.50
2372.00,94.50
2371.00,94.50
2370.00,94.50
2369.00,94.48
2368.00,94.46
2367.00,94.46
2366.00,94.48
2365.00,94.51
2364.00,94.52
2363.00,94.48
2362.00,94.42
2361.00,94.41
2360.00,94.46
2359.00,94.51
2358.00,94.53
2357.00,94.52
2356.00,94.50
2355.00,94.49
2354.00,94.49
2353.00,94.51
2352.00,94.54
2351.00,94.54
2350.00,94.52
2349.00,94.52
2348.00,94.52
2347.00,94.51
2346.00,94.47
2345.00,94.42
2344.00,94.41
2343.00,94.45
2342.00,94.52
2341.00,94.57
2340.00,94.59
2339.00,94.59
2338.00,94.62
2337.00,94.65
2336.00,94.66
2335.00,94.62
2334.00,94.54
2333.00,94.47
2332.00,94.45
2331.00,94.47
2330.00,94.51
2329.00,94.55
2328.00,94.58
2327.00,94.59
2326.00,94.58
2325.00,94.55
2324.00,94.53
2323.00,94.50
2322.00,94.49
2321.00,94.48
2320.00,94.47
2319.00,94.48
2318.00,94.49
2317.00,94.52
2316.00,94.54
2315.00,94.54
2314.00,94.52
2313.00,94.49
2312.00,94.45
2311.00,94.42
2310.00,94.40
2309.00,94.40
2308.00,94.41
2307.00,94.40
2306.00,94.36
2305.00,94.32
2304.00,94.29
2303.00,94.29
2302.00,94.30
2301.00,94.30
2300.00,94.29
2299.00,94.27
2298.00,94.26
2297.00,94.27
2296.00,94.27
2295.00,94.27
2294.00,94.26
2293.00,94.25
2292.00,94.24
2291.00,94.26
2290.00,94.28
2289.00,94.29
2288.00,94.29
2287.00,94.26
2286.00,94.22
2285.00,94.18
2284.00,94.15
2283.00,94.14
2282.00,94.13
2281.00,94.12
2280.00,94.11
2279.00,94.10
2278.00,94.09
2277.00,94.08
2276.00,94.08
2275.00,94.08
2274.00,94.08
2273.00,94.06
2272.00,94.02
2271.00,93.97
2270.00,93.93
2269.00,93.91
2268.00,93.90
2267.00,93.90
2266.00,93.90
2265.00,93.90
2264.00,93.87
2263.00,93.84
2262.00,93.79
2261.00,93.74
2260.00,93.67
2259.00,93.59
2258.00,93.51
2257.00,93.42
2256.00,93.33
2255.00,93.22
2254.00,93.09
2253.00,92.93
2252.00,92.74
2251.00,92.53
2250.00,92.31
2249.00,92.09
2248.00,91.87
2247.00,91.66
2246.00,91.46
2245.00,91.27
2244.00,91.13
2243.00,91.06
2242.00,91.07
2241.00,91.16
2240.00,91.33
2239.00,91.56
2238.00,91.84
2237.00,92.14
2236.00,92.44
2235.00,92.70
2234.00,92.90
2233.00,93.02
2232.00,93.10
2231.00,93.16
2230.00,93.23
2229.00,93.30
2228.00,93.34
2227.00,93.36
2226.00,93.36
2225.00,93.37
2224.00,93.38
2223.00,93.41
2222.00,93.42
2221.00,93.44
2220.00,93.47
2219.00,93.49
2218.00,93.50
2217.00,93.48
2216.00,93.43
2215.00,93.34
2214.00,93.25
2213.00,93.18
2212.00,93.18
2211.00,93.22
2210.00,93.28
2209.00,93.33
2208.00,93.35
2207.00,93.35
2206.00,93.33
2205.00,93.31
2204.00,93.30
2203.00,93.30
2202.00,93.30
2201.00,93.30
2200.00,93.30
2199.00,93.30
2198.00,93.29
2197.00,93.28
2196.00,93.26
2195.00,93.26
2194.00,93.27
2193.00,93.29
2192.00,93.28
2191.00,93.23
2190.00,93.17
2189.00,93.12
2188.00,93.11
2187.00,93.12
2186.00,93.13
2185.00,93.13
2184.00,93.11
2183.00,93.10
2182.00,93.09
2181.00,93.08
2180.00,93.06
2179.00,93.02
2178.00,92.98
2177.00,92.96
2176.00,92.95
2175.00,92.96
2174.00,93.00
2173.00,93.06
2172.00,93.12
2171.00,93.14
2170.00,93.12
2169.00,93.08
2168.00,93.03
2167.00,92.97
2166.00,92.90
2165.00,92.82
2164.00,92.75
2163.00,92.71
2162.00,92.68
2161.00,92.67
2160.00,92.71
2159.00,92.81
2158.00,92.91
2157.00,92.97
2156.00,92.97
2155.00,92.96
2154.00,92.98
2153.00,93.04
2152.00,93.14
2151.00,93.22
2150.00,93.28
2149.00,93.29
2148.00,93.28
2147.00,93.27
2146.00,93.28
2145.00,93.33
2144.00,93.40
2143.00,93.48
2142.00,93.56
2141.00,93.61
2140.00,93.63
2139.00,93.65
2138.00,93.69
2137.00,93.74
2136.00,93.78
2135.00,93.81
2134.00,93.82
2133.00,93.82
2132.00,93.84
2131.00,93.86
2130.00,93.90
2129.00,93.95
2128.00,94.00
2127.00,94.02
2126.00,94.01
2125.00,94.01
2124.00,94.05
2123.00,94.10
2122.00,94.12
2121.00,94.11
2120.00,94.08
2119.00,94.07
2118.00,94.10
2117.00,94.14
2116.00,94.18
2115.00,94.20
2114.00,94.20
2113.00,94.17
2112.00,94.14
2111.00,94.10
2110.00,94.07
2109.00,94.05
2108.00,94.03
2107.00,94.01
2106.00,94.00
2105.00,94.01
2104.00,94.05
2103.00,94.08
2102.00,94.08
2101.00,94.06
2100.00,94.03
2099.00,94.02
2098.00,94.03
2097.00,94.06
2096.00,94.09
2095.00,94.11
2094.00,94.11
2093.00,94.10
2092.00,94.09
2091.00,94.07
2090.00,94.05
2089.00,94.04
2088.00,94.05
2087.00,94.07
2086.00,94.10
2085.00,94.11
2084.00,94.09
2083.00,94.05
2082.00,94.03
2081.00,94.03
2080.00,94.04
2079.00,94.03
2078.00,93.99
2077.00,93.94
2076.00,93.88
2075.00,93.84
2074.00,93.83
2073.00,93.85
2072.00,93.90
2071.00,93.94
2070.00,93.96
2069.00,93.98
2068.00,93.97
2067.00,93.94
2066.00,93.90
2065.00,93.87
2064.00,93.86
2063.00,93.88
2062.00,93.89
2061.00,93.89
2060.00,93.86
2059.00,93.82
2058.00,93.79
2057.00,93.78
2056.00,93.76
2055.00,93.74
2054.00,93.72
2053.00,93.72
2052.00,93.72
2051.00,93.71
2050.00,93.67
2049.00,93.62
2048.00,93.59
2047.00,93.56
2046.00,93.54
2045.00,93.50
2044.00,93.47
2043.00,93.42
2042.00,93.36
2041.00,93.29
2040.00,93.23
2039.00,93.15
2038.00,93.08
2037.00,93.04
2036.00,93.07
2035.00,93.14
2034.00,93.20
2033.00,93.23
2032.00,93.22
2031.00,93.22
2030.00,93.24
2029.00,93.27
2028.00,93.31
2027.00,93.32
2026.00,93.31
2025.00,93.28
2024.00,93.24
2023.00,93.23
2022.00,93.24
2021.00,93.27
2020.00,93.30
2019.00,93.29
2018.00,93.23
2017.00,93.17
2016.00,93.14
2015.00,93.17
2014.00,93.22
2013.00,93.28
2012.00,93.32
2011.00,93.34
2010.00,93.36
2009.00,93.38
2008.00,93.41
2007.00,93.43
2006.00,93.43
2005.00,93.43
2004.00,93.43
2003.00,93.45
2002.00,93.49
2001.00,93.56
2000.00,93.61
1999.00,93.62
1998.00,93.59
1997.00,93.53
1996.00,93.48
1995.00,93.45
1994.00,93.46
1993.00,93.48
1992.00,93.52
1991.00,93.57
1990.00,93.59
1989.00,93.58
1988.00,93.54
1987.00,93.50
1986.00,93.50
1985.00,93.52
1984.00,93.53
1983.00,93.50
1982.00,93.43
1981.00,93.35
1980.00,93.30
1979.00,93.27
1978.00,93.27
1977.00,93.27
1976.00,93.29
1975.00,93.33
1974.00,93.38
1973.00,93.45
1972.00,93.49
1971.00,93.52
1970.00,93.55
1969.00,93.60
1968.00,93.65
1967.00,93.68
1966.00,93.69
1965.00,93.70
1964.00,93.71
1963.00,93.71
1962.00,93.70
1961.00,93.68
1960.00,93.67
1959.00,93.68
1958.00,93.71
1957.00,93.76
1956.00,93.84
1955.00,93.93
1954.00,94.00
1953.00,94.02
1952.00,94.01
1951.00,94.00
1950.00,94.00
1949.00,94.01
1948.00,94.02
1947.00,94.02
1946.00,94.01
1945.00,94.00
1944.00,94.01
1943.00,94.04
1942.00,94.10
1941.00,94.16
1940.00,94.21
1939.00,94.23
1938.00,94.22
1937.00,94.20
1936.00,94.19
1935.00,94.21
1934.00,94.26
1933.00,94.31
1932.00,94.34
1931.00,94.34
1930.00,94.33
1929.00,94.32
1928.00,94.33
1927.00,94.36
1926.00,94.39
1925.00,94.41
1924.00,94.41
1923.00,94.43
1922.00,94.45
1921.00,94.48
1920.00,94.51
1919.00,94.54
1918.00,94.57
1917.00,94.58
1916.00,94.59
1915.00,94.59
1914.00,94.59
1913.00,94.58
1912.00,94.57
1911.00,94.55
1910.00,94.55
1909.00,94.56
1908.00,94.59
1907.00,94.60
1906.00,94.58
1905.00,94.55
1904.00,94.52
1903.00,94.51
1902.00,94.52
1901.00,94.54
1900.00,94.57
1899.00,94.59
1898.00,94.60
1897.00,94.61
1896.00,94.60
1895.00,94.61
1894.00,94.63
1893.00,94.66
1892.00,94.69
1891.00,94.70
1890.00,94.71
1889.00,94.71
1888.00,94.73
1887.00,94.75
1886.00,94.76
1885.00,94.77
1884.00,94.76
1883.00,94.74
1882.00,94.72
1881.00,94.71
1880.00,94.72
1879.00,94.74
1878.00,94.75
1877.00,94.75
1876.00,94.74
1875.00,94.74
1874.00,94.74
1873.00,94.76
1872.00,94.78
1871.00,94.79
1870.00,94.80
1869.00,94.80
1868.00,94.81
1867.00,94.82
1866.00,94.84
1865.00,94.86
1864.00,94.86
1863.00,94.85
1862.00,94.85
1861.00,94.86
1860.00,94.86
1859.00,94.86
1858.00,94.86
1857.00,94.87
1856.00,94.87
1855.00,94.89
1854.00,94.92
1853.00,94.95
1852.00,94.97
1851.00,94.96
1850.00,94.94
1849.00,94.91
1848.00,94.90
1847.00,94.90
1846.00,94.90
1845.00,94.91
1844.00,94.92
1843.00,94.92
1842.00,94.93
1841.00,94.95
1840.00,94.98
1839.00,95.01
1838.00,95.03
1837.00,95.04
1836.00,95.06
1835.00,95.07
1834.00,95.06
1833.00,95.05
1832.00,95.04
1831.00,95.03
1830.00,95.03
1829.00,95.03
1828.00,95.03
1827.00,95.04
1826.00,95.05
1825.00,95.07
1824.00,95.07
1823.00,95.07
1822.00,95.06
1821.00,95.05
1820.00,95.05
1819.00,95.05
1818.00,95.06
1817.00,95.08
1816.00,95.10
1815.00,95.12
1814.00,95.12
1813.00,95.12
1812.00,95.11
1811.00,95.10
1810.00,95.11
1809.00,95.11
1808.00,95.11
1807.00,95.11
1806.00,95.11
1805.00,95.12
1804.00,95.13
1803.00,95.15
1802.00,95.16
1801.00,95.18
1800.00,95.19
1799.00,95.19
1798.00,95.18
1797.00,95.18
1796.00,95.18
1795.00,95.18
1794.00,95.19
1793.00,95.18
1792.00,95.17
1791.00,95.16
1790.00,95.16
1789.00,95.17
1788.00,95.18
1787.00,95.20
1786.00,95.21
1785.00,95.21
1784.00,95.21
1783.00,95.21
1782.00,95.21
1781.00,95.21
1780.00,95.22
1779.00,95.21
1778.00,95.20
1777.00,95.21
1776.00,95.22
1775.00,95.24
1774.00,95.26
1773.00,95.27
1772.00,95.24
1771.00,95.21
1770.00,95.19
1769.00,95.19
1768.00,95.20
1767.00,95.21
1766.00,95.21
1765.00,95.20
1764.00,95.20
1763.00,95.19
1762.00,95.19
1761.00,95.18
1760.00,95.18
1759.00,95.16
1758.00,95.15
1757.00,95.14
1756.00,95.12
1755.00,95.11
1754.00,95.08
1753.00,95.04
1752.00,94.97
1751.00,94.88
1750.00,94.78
1749.00,94.69
1748.00,94.61
1747.00,94.51
1746.00,94.41
1745.00,94.28
1744.00,94.15
1743.00,94.01
1742.00,93.86
1741.00,93.71
1740.00,93.54
1739.00,93.37
1738.00,93.23
1737.00,93.11
1736.00,92.97
1735.00,92.81
1734.00,92.64
1733.00,92.53
1732.00,92.49
1731.00,92.51
1730.00,92.55
1729.00,92.60
1728.00,92.65
1727.00,92.71
1726.00,92.78
1725.00,92.86
1724.00,92.95
1723.00,93.06
1722.00,93.17
1721.00,93.29
1720.00,93.42
1719.00,93.54
1718.00,93.68
1717.00,93.80
1716.00,93.90
1715.00,94.00
1714.00,94.10
1713.00,94.19
1712.00,94.28
1711.00,94.34
1710.00,94.40
1709.00,94.45
1708.00,94.49
1707.00,94.54
1706.00,94.59
1705.00,94.63
1704.00,94.66
1703.00,94.67
1702.00,94.67
1701.00,94.68
1700.00,94.69
1699.00,94.70
1698.00,94.71
1697.00,94.72
1696.00,94.73
1695.00,94.72
1694.00,94.71
1693.00,94.71
1692.00,94.72
1691.00,94.72
1690.00,94.72
1689.00,94.71
1688.00,94.71
1687.00,94.72
1686.00,94.71
1685.00,94.68
1684.00,94.66
1683.00,94.65
1682.00,94.65
1681.00,94.66
1680.00,94.66
1679.00,94.66
1678.00,94.65
1677.00,94.64
1676.00,94.63
1675.00,94.63
1674.00,94.64
1673.00,94.64
1672.00,94.64
1671.00,94.63
1670.00,94.63
1669.00,94.63
1668.00,94.63
1667.00,94.64
1666.00,94.66
1665.00,94.68
1664.00,94.70
1663.00,94.72
1662.00,94.73
1661.00,94.72
1660.00,94.72
1659.00,94.72
1658.00,94.72
1657.00,94.73
1656.00,94.73
1655.00,94.73
1654.00,94.73
1653.00,94.76
1652.00,94.77
1651.00,94.75
1650.00,94.76
1649.00,94.76
1648.00,94.75
1647.00,94.73
1646.00,94.70
1645.00,94.67
1644.00,94.64
1643.00,94.63
1642.00,94.62
1641.00,94.61
1640.00,94.59
1639.00,94.57
1638.00,94.55
1637.00,94.52
1636.00,94.49
1635.00,94.46
1634.00,94.43
1633.00,94.41
1632.00,94.39
1631.00,94.38
1630.00,94.36
1629.00,94.34
1628.00,94.31
1627.00,94.29
1626.00,94.28
1625.00,94.26
1624.00,94.23
1623.00,94.20
1622.00,94.17
1621.00,94.14
1620.00,94.13
1619.00,94.11
1618.00,94.08
1617.00,94.05
1616.00,94.01
1615.00,93.99
1614.00,93.98
1613.00,93.97
1612.00,93.96
1611.00,93.95
1610.00,93.94
1609.00,93.93
1608.00,93.93
1607.00,93.93
1606.00,93.93
1605.00,93.92
1604.00,93.92
1603.00,93.92
1602.00,93.93
1601.00,93.95
1600.00,93.96
1599.00,93.96
1598.00,93.96
1597.00,93.95
1596.00,93.94
1595.00,93.94
1594.00,93.94
1593.00,93.95
1592.00,93.96
1591.00,93.97
1590.00,93.99
1589.00,94.00
1588.00,94.00
1587.00,94.00
1586.00,94.01
1585.00,94.01
1584.00,94.02
1583.00,94.02
1582.00,94.02
1581.00,94.02
1580.00,94.03
1579.00,94.04
1578.00,94.03
1577.00,94.02
1576.00,94.02
1575.00,94.02
1574.00,94.04
1573.00,94.07
1572.00,94.09
1571.00,94.11
1570.00,94.12
1569.00,94.13
1568.00,94.14
1567.00,94.15
1566.00,94.17
1565.00,94.19
1564.00,94.21
1563.00,94.22
1562.00,94.23
1561.00,94.22
1560.00,94.21
1559.00,94.25
1558.00,94.30
1557.00,94.32
1556.00,94.32
1555.00,94.34
1554.00,94.35
1553.00,94.36
1552.00,94.37
1551.00,94.39
1550.00,94.42
1549.00,94.44
1548.00,94.47
1547.00,94.50
1546.00,94.53
1545.00,94.57
1544.00,94.60
1543.00,94.63
1542.00,94.66
1541.00,94.70
1540.00,94.75
1539.00,94.78
1538.00,94.78
1537.00,94.79
1536.00,94.81
1535.00,94.85
1534.00,94.88
1533.00,94.92
1532.00,94.93
1531.00,94.92
1530.00,94.92
1529.00,94.92
1528.00,94.94
1527.00,94.96
1526.00,94.99
1525.00,95.01
1524.00,95.03
1523.00,95.04
1522.00,95.05
1521.00,95.06
1520.00,95.06
1519.00,95.07
1518.00,95.09
1517.00,95.11
1516.00,95.13
1515.00,95.14
1514.00,95.15
1513.00,95.15
1512.00,95.15
1511.00,95.16
1510.00,95.16
1509.00,95.16
1508.00,95.16
1507.00,95.18
1506.00,95.21
1505.00,95.21
1504.00,95.20
1503.00,95.21
1502.00,95.21
1501.00,95.20
1500.00,95.20
1499.00,95.21
1498.00,95.24
1497.00,95.26
1496.00,95.26
1495.00,95.24
1494.00,95.23
1493.00,95.22
1492.00,95.20
1491.00,95.18
1490.00,95.17
1489.00,95.17
1488.00,95.19
1487.00,95.20
1486.00,95.21
1485.00,95.19
1484.00,95.17
1483.00,95.15
1482.00,95.13
1481.00,95.14
1480.00,95.15
1479.00,95.16
1478.00,95.17
1477.00,95.17
1476.00,95.15
1475.00,95.12
1474.00,95.07
1473.00,94.99
1472.00,94.90
1471.00,94.82
1470.00,94.76
1469.00,94.72
1468.00,94.65
1467.00,94.56
1466.00,94.40
1465.00,94.19
1464.00,93.96
1463.00,93.74
1462.00,93.53
1461.00,93.30
1460.00,93.05
1459.00,92.75
1458.00,92.38
1457.00,91.97
1456.00,91.65
1455.00,91.46
1454.00,91.37
1453.00,91.31
1452.00,91.27
1451.00,91.25
1450.00,91.27
1449.00,91.32
1448.00,91.42
1447.00,91.54
1446.00,91.67
1445.00,91.79
1444.00,91.92
1443.00,92.05
1442.00,92.16
1441.00,92.26
1440.00,92.35
1439.00,92.45
1438.00,92.55
1437.00,92.68
1436.00,92.81
1435.00,92.93
1434.00,93.04
1433.00,93.13
1432.00,93.22
1431.00,93.31
1430.00,93.41
1429.00,93.49
1428.00,93.57
1427.00,93.64
1426.00,93.70
1425.00,93.74
1424.00,93.77
1423.00,93.79
1422.00,93.80
1421.00,93.81
1420.00,93.82
1419.00,93.85
1418.00,93.86
1417.00,93.87
1416.00,93.88
1415.00,93.89
1414.00,93.91
1413.00,93.93
1412.00,93.96
1411.00,93.99
1410.00,94.02
1409.00,94.05
1408.00,94.07
1407.00,94.09
1406.00,94.10
1405.00,94.10
1404.00,94.11
1403.00,94.12
1402.00,94.14
1401.00,94.15
1400.00,94.16
1399.00,94.16
1398.00,94.16
1397.00,94.15
1396.00,94.15
1395.00,94.14
1394.00,94.13
1393.00,94.12
1392.00,94.12
1391.00,94.11
1390.00,94.09
1389.00,94.06
1388.00,94.02
1387.00,94.00
1386.00,93.99
1385.00,93.98
1384.00,93.97
1383.00,93.96
1382.00,93.96
1381.00,93.96
1380.00,93.96
1379.00,93.95
1378.00,93.93
1377.00,93.91
1376.00,93.89
1375.00,93.87
1374.00,93.85
1373.00,93.85
1372.00,93.84
1371.00,93.84
1370.00,93.82
1369.00,93.80
1368.00,93.78
1367.00,93.78
1366.00,93.78
1365.00,93.78
1364.00,93.77
1363.00,93.76
1362.00,93.75
1361.00,93.75
1360.00,93.75
1359.00,93.76
1358.00,93.77
1357.00,93.78
1356.00,93.77
1355.00,93.76
1354.00,93.75
1353.00,93.75
1352.00,93.76
1351.00,93.77
1350.00,93.79
1349.00,93.81
1348.00,93.82
1347.00,93.84
1346.00,93.86
1345.00,93.88
1344.00,93.91
1343.00,93.94
1342.00,93.97
1341.00,93.99
1340.00,94.01
1339.00,94.02
1338.00,94.03
1337.00,94.05
1336.00,94.08
1335.00,94.11
1334.00,94.15
1333.00,94.18
1332.00,94.20
1331.00,94.21
1330.00,94.23
1329.00,94.24
1328.00,94.25
1327.00,94.26
1326.00,94.27
1325.00,94.28
1324.00,94.28
1323.00,94.29
1322.00,94.30
1321.00,94.30
1320.00,94.30
1319.00,94.29
1318.00,94.28
1317.00,94.28
1316.00,94.29
1315.00,94.31
1314.00,94.32
1313.00,94.33
1312.00,94.33
1311.00,94.33
1310.00,94.35
1309.00,94.37
1308.00,94.40
1307.00,94.42
1306.00,94.44
1305.00,94.45
1304.00,94.46
1303.00,94.48
1302.00,94.49
1301.00,94.50
1300.00,94.50
1299.00,94.51
1298.00,94.51
1297.00,94.51
1296.00,94.51
1295.00,94.52
1294.00,94.53
1293.00,94.53
1292.00,94.52
1291.00,94.51
1290.00,94.49
1289.00,94.47
1288.00,94.46
1287.00,94.44
1286.00,94.42
1285.00,94.40
1284.00,94.38
1283.00,94.36
1282.00,94.34
1281.00,94.31
1280.00,94.29
1279.00,94.26
1278.00,94.25
1277.00,94.24
1276.00,94.23
1275.00,94.22
1274.00,94.20
1273.00,94.19
1272.00,94.19
1271.00,94.18
1270.00,94.17
1269.00,94.15
1268.00,94.12
1267.00,94.10
1266.00,94.09
1265.00,94.09
1264.00,94.09
1263.00,94.08
1262.00,94.07
1261.00,94.06
1260.00,94.05
1259.00,94.05
1258.00,94.05
1257.00,94.04
1256.00,94.02
1255.00,94.01
1254.00,94.00
1253.00,93.98
1252.00,93.95
1251.00,93.93
1250.00,93.93
1249.00,93.93
1248.00,93.94
1247.00,93.95
1246.00,93.97
1245.00,93.99
1244.00,94.00
1243.00,93.99
1242.00,93.98
1241.00,93.97
1240.00,93.96
1239.00,93.95
1238.00,93.93
1237.00,93.91
1236.00,93.89
1235.00,93.87
1234.00,93.87
1233.00,93.88
1232.00,93.87
1231.00,93.85
1230.00,93.83
1229.00,93.82
1228.00,93.81
1227.00,93.82
1226.00,93.84
1225.00,93.86
1224.00,93.88
1223.00,93.90
1222.00,93.91
1221.00,93.91
1220.00,93.90
1219.00,93.91
1218.00,93.92
1217.00,93.94
1216.00,93.94
1215.00,93.94
1214.00,93.93
1213.00,93.93
1212.00,93.94
1211.00,93.95
1210.00,93.95
1209.00,93.95
1208.00,93.94
1207.00,93.92
1206.00,93.91
1205.00,93.90
1204.00,93.89
1203.00,93.87
1202.00,93.87
1201.00,93.87
1200.00,93.90
1199.00,93.94
1198.00,93.97
1197.00,93.99
1196.00,94.01
1195.00,94.03
1194.00,94.06
1193.00,94.10
1192.00,94.14
1191.00,94.19
1190.00,94.23
1189.00,94.25
1188.00,94.26
1187.00,94.26
1186.00,94.26
1185.00,94.26
1184.00,94.25
1183.00,94.23
1182.00,94.21
1181.00,94.19
1180.00,94.16
1179.00,94.12
1178.00,94.08
1177.00,94.03
1176.00,93.99
1175.00,93.95
1174.00,93.92
1173.00,93.90
1172.00,93.88
1171.00,93.88
1170.00,93.89
1169.00,93.90
1168.00,93.92
1167.00,93.94
1166.00,93.98
1165.00,94.03
1164.00,94.10
1163.00,94.18
1162.00,94.28
1161.00,94.40
1160.00,94.51
1159.00,94.61
1158.00,94.70
1157.00,94.79
1156.00,94.87
1155.00,94.95
1154.00,95.01
1153.00,95.06
1152.00,95.09
1151.00,95.13
1150.00,95.17
1149.00,95.21
1148.00,95.27
1147.00,95.32
1146.00,95.36
1145.00,95.38
1144.00,95.37
1143.00,95.34
1142.00,95.31
1141.00,95.29
1140.00,95.30
1139.00,95.35
1138.00,95.41
1137.00,95.46
1136.00,95.49
1135.00,95.49
1134.00,95.46
1133.00,95.42
1132.00,95.36
1131.00,95.31
1130.00,95.26
1129.00,95.23
1128.00,95.20
1127.00,95.17
1126.00,95.15
1125.00,95.13
1124.00,95.09
1123.00,95.03
1122.00,94.95
1121.00,94.86
1120.00,94.79
1119.00,94.74
1118.00,94.70
1117.00,94.65
1116.00,94.58
1115.00,94.52
1114.00,94.49
1113.00,94.48
1112.00,94.48
1111.00,94.49
1110.00,94.48
1109.00,94.44
1108.00,94.39
1107.00,94.35
1106.00,94.34
1105.00,94.35
1104.00,94.37
1103.00,94.39
1102.00,94.40
1101.00,94.39
1100.00,94.39
1099.00,94.39
1098.00,94.41
1097.00,94.42
1096.00,94.41
1095.00,94.39
1094.00,94.35
1093.00,94.32
1092.00,94.30
1091.00,94.30
1090.00,94.31
1089.00,94.31
1088.00,94.28
1087.00,94.25
1086.00,94.21
1085.00,94.19
1084.00,94.18
1083.00,94.16
1082.00,94.16
1081.00,94.15
1080.00,94.15
1079.00,94.12
1078.00,94.09
1077.00,94.04
1076.00,94.01
1075.00,93.98
1074.00,93.94
1073.00,93.90
1072.00,93.85
1071.00,93.81
1070.00,93.78
1069.00,93.76
1068.00,93.75
1067.00,93.74
1066.00,93.74
1065.00,93.73
1064.00,93.72
1063.00,93.68
1062.00,93.65
1061.00,93.65
1060.00,93.66
1059.00,93.66
1058.00,93.66
1057.00,93.65
1056.00,93.64
1055.00,93.65
1054.00,93.66
1053.00,93.67
1052.00,93.67
1051.00,93.66
1050.00,93.65
1049.00,93.64
1048.00,93.63
1047.00,93.63
1046.00,93.64
1045.00,93.64
1044.00,93.64
1043.00,93.64
1042.00,93.63
1041.00,93.63
1040.00,93.63
1039.00,93.65
1038.00,93.67
1037.00,93.69
1036.00,93.73
1035.00,93.77
1034.00,93.82
1033.00,93.86
1032.00,93.92
1031.00,93.97
1030.00,94.03
1029.00,94.07
1028.00,94.11
1027.00,94.15
1026.00,94.20
1025.00,94.25
1024.00,94.30
1023.00,94.34
1022.00,94.39
1021.00,94.44
1020.00,94.49
1019.00,94.54
1018.00,94.58
1017.00,94.62
1016.00,94.64
1015.00,94.66
1014.00,94.68
1013.00,94.70
1012.00,94.72
1011.00,94.74
1010.00,94.76
1009.00,94.80
1008.00,94.85
1007.00,94.89
1006.00,94.91
1005.00,94.93
1004.00,94.93
1003.00,94.93
1002.00,94.93
1001.00,94.91
1000.00,94.88
999.00,94.86
998.00,94.86
997.00,94.86
996.00,94.87
995.00,94.88
994.00,94.88
993.00,94.88
992.00,94.89
991.00,94.92
990.00,94.94
989.00,94.96
988.00,94.97
987.00,94.99
986.00,95.01
985.00,95.03
984.00,95.03
983.00,95.02
982.00,95.00
981.00,94.99
980.00,94.98
979.00,94.98
978.00,95.01
977.00,95.04
976.00,95.07
975.00,95.08
974.00,95.08
973.00,95.08
972.00,95.07
971.00,95.06
970.00,95.06
969.00,95.08
968.00,95.11
967.00,95.14
966.00,95.16
965.00,95.16
964.00,95.15
963.00,95.17
962.00,95.19
961.00,95.22
960.00,95.23
959.00,95.23
958.00,95.21
957.00,95.21
956.00,95.21
955.00,95.22
954.00,95.23
953.00,95.23
952.00,95.24
951.00,95.26
950.00,95.29
949.00,95.30
948.00,95.30
947.00,95.29
946.00,95.29
945.00,95.29
944.00,95.29
943.00,95.29
942.00,95.29
941.00,95.30
940.00,95.30
939.00,95.30
938.00,95.29
937.00,95.28
936.00,95.25
935.00,95.23
934.00,95.22
933.00,95.21
932.00,95.20
931.00,95.19
930.00,95.18
929.00,95.17
928.00,95.18
927.00,95.19
926.00,95.18
925.00,95.17
924.00,95.16
923.00,95.18
922.00,95.21
921.00,95.25
920.00,95.27
919.00,95.27
918.00,95.27
917.00,95.27
916.00,95.27
915.00,95.26
914.00,95.25
913.00,95.25
912.00,95.26
911.00,95.28
910.00,95.31
909.00,95.34
908.00,95.35
907.00,95.34
906.00,95.33
905.00,95.32
904.00,95.33
903.00,95.35
