Created as New Dataset,60 Lenzing Lenzing Modal
cm-1,%T
2467.00,95.39
2466.00,95.41
2465.00,95.43
2464.00,95.45
2463.00,95.46
2462.00,95.47
2461.00,95.47
2460.00,95.48
2459.00,95.48
2458.00,95.48
2457.00,95.49
2456.00,95.49
2455.00,95.49
2454.00,95.49
2453.00,95.49
2452.00,95.48
2451.00,95.46
2450.00,95.44
2449.00,95.43
2448.00,95.42
2447.00,95.42
2446.00,95.44
2445.00,95.46
2444.00,95.49
2443.00,95.51
2442.00,95.52
2441.00,95.52
2440.00,95.50
2439.00,95.48
2438.00,95.45
2437.00,95.44
2436.00,95.45
2435.00,95.47
2434.00,95.48
2433.00,95.50
2432.00,95.51
2431.00,95.52
2430.00,95.53
2429.00,95.54
2428.00,95.55
2427.00,95.57
2426.00,95.57
2425.00,95.57
2424.00,95.57
2423.00,95.57
2422.00,95.59
2421.00,95.61
2420.00,95.63
2419.00,95.65
2418.00,95.66
2417.00,95.68
2416.00,95.69
2415.00,95.69
2414.00,95.68
2413.00,95.69
2412.00,95.70
2411.00,95.71
2410.00,95.72
2409.00,95.73
2408.00,95.74
2407.00,95.74
2406.00,95.74
2405.00,95.74
2404.00,95.74
2403.00,95.74
2402.00,95.74
2401.00,95.72
2400.00,95.71
2399.00,95.71
2398.00,95.72
2397.00,95.73
2396.00,95.75
2395.00,95.77
2394.00,95.79
2393.00,95.81
2392.00,95.81
2391.00,95.80
2390.00,95.81
2389.00,95.83
2388.00,95.85
2387.00,95.87
2386.00,95.88
2385.00,95.89
2384.00,95.91
2383.00,95.93
2382.00,95.94
2381.00,95.94
2380.00,95.95
2379.00,95.97
2378.00,95.99
2377.00,95.99
2376.00,95.97
2375.00,95.94
2374.00,95.94
2373.00,95.96
2372.00,95.99
2371.00,96.01
2370.00,96.01
2369.00,95.98
2368.00,95.96
2367.00,95.95
2366.00,95.98
2365.00,96.03
2364.00,96.10
2363.00,96.16
2362.00,96.18
2361.00,96.12
2360.00,96.01
2359.00,95.89
2358.00,95.79
2357.00,95.74
2356.00,95.75
2355.00,95.80
2354.00,95.86
2353.00,95.95
2352.00,96.05
2351.00,96.16
2350.00,96.24
2349.00,96.28
2348.00,96.30
2347.00,96.32
2346.00,96.31
2345.00,96.28
2344.00,96.23
2343.00,96.18
2342.00,96.13
2341.00,96.07
2340.00,95.99
2339.00,95.92
2338.00,95.88
2337.00,95.88
2336.00,95.90
2335.00,95.90
2334.00,95.87
2333.00,95.82
2332.00,95.81
2331.00,95.83
2330.00,95.86
2329.00,95.84
2328.00,95.80
2327.00,95.74
2326.00,95.70
2325.00,95.68
2324.00,95.68
2323.00,95.68
2322.00,95.65
2321.00,95.59
2320.00,95.53
2319.00,95.52
2318.00,95.56
2317.00,95.62
2316.00,95.67
2315.00,95.69
2314.00,95.68
2313.00,95.64
2312.00,95.60
2311.00,95.57
2310.00,95.56
2309.00,95.57
2308.00,95.58
2307.00,95.59
2306.00,95.57
2305.00,95.56
2304.00,95.55
2303.00,95.57
2302.00,95.58
2301.00,95.59
2300.00,95.60
2299.00,95.60
2298.00,95.61
2297.00,95.62
2296.00,95.61
2295.00,95.58
2294.00,95.55
2293.00,95.52
2292.00,95.50
2291.00,95.46
2290.00,95.43
2289.00,95.39
2288.00,95.34
2287.00,95.30
2286.00,95.26
2285.00,95.25
2284.00,95.28
2283.00,95.32
2282.00,95.35
2281.00,95.35
2280.00,95.35
2279.00,95.34
2278.00,95.32
2277.00,95.30
2276.00,95.29
2275.00,95.27
2274.00,95.25
2273.00,95.22
2272.00,95.19
2271.00,95.18
2270.00,95.18
2269.00,95.17
2268.00,95.15
2267.00,95.13
2266.00,95.13
2265.00,95.14
2264.00,95.14
2263.00,95.15
2262.00,95.14
2261.00,95.12
2260.00,95.09
2259.00,95.07
2258.00,95.06
2257.00,95.07
2256.00,95.10
2255.00,95.14
2254.00,95.18
2253.00,95.19
2252.00,95.18
2251.00,95.14
2250.00,95.09
2249.00,95.03
2248.00,94.99
2247.00,94.96
2246.00,94.96
2245.00,94.97
2244.00,94.99
2243.00,95.00
2242.00,94.99
2241.00,94.96
2240.00,94.91
2239.00,94.89
2238.00,94.89
2237.00,94.89
2236.00,94.86
2235.00,94.81
2234.00,94.76
2233.00,94.74
2232.00,94.75
2231.00,94.77
2230.00,94.78
2229.00,94.75
2228.00,94.73
2227.00,94.73
2226.00,94.76
2225.00,94.77
2224.00,94.72
2223.00,94.64
2222.00,94.56
2221.00,94.50
2220.00,94.48
2219.00,94.51
2218.00,94.57
2217.00,94.63
2216.00,94.67
2215.00,94.69
2214.00,94.69
2213.00,94.69
2212.00,94.69
2211.00,94.69
2210.00,94.67
2209.00,94.65
2208.00,94.61
2207.00,94.58
2206.00,94.57
2205.00,94.58
2204.00,94.61
2203.00,94.66
2202.00,94.68
2201.00,94.66
2200.00,94.60
2199.00,94.54
2198.00,94.50
2197.00,94.48
2196.00,94.46
2195.00,94.42
2194.00,94.38
2193.00,94.36
2192.00,94.37
2191.00,94.38
2190.00,94.38
2189.00,94.37
2188.00,94.36
2187.00,94.34
2186.00,94.30
2185.00,94.26
2184.00,94.24
2183.00,94.26
2182.00,94.30
2181.00,94.35
2180.00,94.37
2179.00,94.37
2178.00,94.34
2177.00,94.30
2176.00,94.26
2175.00,94.22
2174.00,94.18
2173.00,94.15
2172.00,94.11
2171.00,94.08
2170.00,94.07
2169.00,94.05
2168.00,94.00
2167.00,93.91
2166.00,93.81
2165.00,93.73
2164.00,93.71
2163.00,93.70
2162.00,93.71
2161.00,93.76
2160.00,93.86
2159.00,93.99
2158.00,94.11
2157.00,94.18
2156.00,94.21
2155.00,94.22
2154.00,94.23
2153.00,94.26
2152.00,94.30
2151.00,94.35
2150.00,94.42
2149.00,94.51
2148.00,94.58
2147.00,94.62
2146.00,94.62
2145.00,94.63
2144.00,94.67
2143.00,94.73
2142.00,94.77
2141.00,94.78
2140.00,94.80
2139.00,94.82
2138.00,94.87
2137.00,94.93
2136.00,95.01
2135.00,95.08
2134.00,95.13
2133.00,95.14
2132.00,95.14
2131.00,95.16
2130.00,95.17
2129.00,95.15
2128.00,95.13
2127.00,95.12
2126.00,95.12
2125.00,95.12
2124.00,95.09
2123.00,95.06
2122.00,95.04
2121.00,95.04
2120.00,95.04
2119.00,95.05
2118.00,95.04
2117.00,95.04
2116.00,95.05
2115.00,95.05
2114.00,95.06
2113.00,95.07
2112.00,95.08
2111.00,95.08
2110.00,95.07
2109.00,95.05
2108.00,95.01
2107.00,95.01
2106.00,95.05
2105.00,95.09
2104.00,95.10
2103.00,95.08
2102.00,95.06
2101.00,95.08
2100.00,95.10
2099.00,95.10
2098.00,95.07
2097.00,95.04
2096.00,95.03
2095.00,95.07
2094.00,95.12
2093.00,95.14
2092.00,95.12
2091.00,95.10
2090.00,95.12
2089.00,95.17
2088.00,95.19
2087.00,95.17
2086.00,95.11
2085.00,95.07
2084.00,95.05
2083.00,95.05
2082.00,95.04
2081.00,95.03
2080.00,95.01
2079.00,94.99
2078.00,94.97
2077.00,94.96
2076.00,94.97
2075.00,94.98
2074.00,94.98
2073.00,94.99
2072.00,95.01
2071.00,95.03
2070.00,95.04
2069.00,95.04
2068.00,95.05
2067.00,95.05
2066.00,95.03
2065.00,94.98
2064.00,94.92
2063.00,94.88
2062.00,94.88
2061.00,94.91
2060.00,94.94
2059.00,94.93
2058.00,94.89
2057.00,94.83
2056.00,94.78
2055.00,94.74
2054.00,94.68
2053.00,94.63
2052.00,94.60
2051.00,94.60
2050.00,94.61
2049.00,94.61
2048.00,94.59
2047.00,94.58
2046.00,94.57
2045.00,94.55
2044.00,94.52
2043.00,94.50
2042.00,94.48
2041.00,94.47
2040.00,94.42
2039.00,94.33
2038.00,94.24
2037.00,94.18
2036.00,94.16
2035.00,94.17
2034.00,94.19
2033.00,94.23
2032.00,94.26
2031.00,94.26
2030.00,94.24
2029.00,94.20
2028.00,94.19
2027.00,94.26
2026.00,94.38
2025.00,94.50
2024.00,94.56
2023.00,94.54
2022.00,94.49
2021.00,94.45
2020.00,94.44
2019.00,94.44
2018.00,94.46
2017.00,94.48
2016.00,94.51
2015.00,94.52
2014.00,94.50
2013.00,94.45
2012.00,94.43
2011.00,94.46
2010.00,94.50
2009.00,94.54
2008.00,94.57
2007.00,94.59
2006.00,94.60
2005.00,94.54
2004.00,94.44
2003.00,94.35
2002.00,94.32
2001.00,94.38
2000.00,94.50
1999.00,94.62
1998.00,94.68
1997.00,94.68
1996.00,94.67
1995.00,94.70
1994.00,94.74
1993.00,94.76
1992.00,94.73
1991.00,94.68
1990.00,94.65
1989.00,94.63
1988.00,94.63
1987.00,94.66
1986.00,94.71
1985.00,94.73
1984.00,94.68
1983.00,94.57
1982.00,94.44
1981.00,94.35
1980.00,94.31
1979.00,94.31
1978.00,94.35
1977.00,94.43
1976.00,94.54
1975.00,94.64
1974.00,94.72
1973.00,94.77
1972.00,94.80
1971.00,94.85
1970.00,94.90
1969.00,94.94
1968.00,94.95
1967.00,94.90
1966.00,94.84
1965.00,94.81
1964.00,94.84
1963.00,94.90
1962.00,94.97
1961.00,95.03
1960.00,95.05
1959.00,95.05
1958.00,95.04
1957.00,95.06
1956.00,95.08
1955.00,95.10
1954.00,95.11
1953.00,95.13
1952.00,95.17
1951.00,95.21
1950.00,95.24
1949.00,95.25
1948.00,95.25
1947.00,95.26
1946.00,95.29
1945.00,95.31
1944.00,95.32
1943.00,95.32
1942.00,95.32
1941.00,95.34
1940.00,95.37
1939.00,95.39
1938.00,95.37
1937.00,95.34
1936.00,95.30
1935.00,95.29
1934.00,95.30
1933.00,95.34
1932.00,95.40
1931.00,95.46
1930.00,95.51
1929.00,95.54
1928.00,95.53
1927.00,95.49
1926.00,95.45
1925.00,95.44
1924.00,95.48
1923.00,95.54
1922.00,95.60
1921.00,95.64
1920.00,95.68
1919.00,95.69
1918.00,95.67
1917.00,95.65
1916.00,95.64
1915.00,95.65
1914.00,95.66
1913.00,95.66
1912.00,95.67
1911.00,95.68
1910.00,95.70
1909.00,95.73
1908.00,95.76
1907.00,95.77
1906.00,95.75
1905.00,95.71
1904.00,95.69
1903.00,95.71
1902.00,95.74
1901.00,95.77
1900.00,95.78
1899.00,95.79
1898.00,95.80
1897.00,95.82
1896.00,95.85
1895.00,95.86
1894.00,95.85
1893.00,95.84
1892.00,95.85
1891.00,95.86
1890.00,95.87
1889.00,95.85
1888.00,95.83
1887.00,95.81
1886.00,95.80
1885.00,95.80
1884.00,95.79
1883.00,95.80
1882.00,95.81
1881.00,95.83
1880.00,95.85
1879.00,95.87
1878.00,95.88
1877.00,95.89
1876.00,95.90
1875.00,95.92
1874.00,95.93
1873.00,95.92
1872.00,95.90
1871.00,95.89
1870.00,95.88
1869.00,95.86
1868.00,95.85
1867.00,95.87
1866.00,95.89
1865.00,95.92
1864.00,95.94
1863.00,95.95
1862.00,95.96
1861.00,95.97
1860.00,95.97
1859.00,95.97
1858.00,95.96
1857.00,95.96
1856.00,95.96
1855.00,95.97
1854.00,95.97
1853.00,95.97
1852.00,95.97
1851.00,95.97
1850.00,95.98
1849.00,95.99
1848.00,96.01
1847.00,96.03
1846.00,96.04
1845.00,96.04
1844.00,96.03
1843.00,96.03
1842.00,96.04
1841.00,96.05
1840.00,96.05
1839.00,96.04
1838.00,96.03
1837.00,96.02
1836.00,96.02
1835.00,96.02
1834.00,96.02
1833.00,96.02
1832.00,96.03
1831.00,96.03
1830.00,96.05
1829.00,96.06
1828.00,96.06
1827.00,96.04
1826.00,96.01
1825.00,96.00
1824.00,96.01
1823.00,96.04
1822.00,96.06
1821.00,96.06
1820.00,96.04
1819.00,96.03
1818.00,96.03
1817.00,96.07
1816.00,96.11
1815.00,96.15
1814.00,96.17
1813.00,96.16
1812.00,96.14
1811.00,96.13
1810.00,96.13
1809.00,96.16
1808.00,96.18
1807.00,96.19
1806.00,96.19
1805.00,96.18
1804.00,96.19
1803.00,96.20
1802.00,96.21
1801.00,96.20
1800.00,96.18
1799.00,96.17
1798.00,96.17
1797.00,96.17
1796.00,96.16
1795.00,96.16
1794.00,96.15
1793.00,96.16
1792.00,96.18
1791.00,96.20
1790.00,96.22
1789.00,96.23
1788.00,96.22
1787.00,96.20
1786.00,96.18
1785.00,96.17
1784.00,96.17
1783.00,96.17
1782.00,96.18
1781.00,96.18
1780.00,96.17
1779.00,96.17
1778.00,96.18
1777.00,96.18
1776.00,96.19
1775.00,96.18
1774.00,96.18
1773.00,96.18
1772.00,96.19
1771.00,96.20
1770.00,96.19
1769.00,96.18
1768.00,96.18
1767.00,96.17
1766.00,96.16
1765.00,96.15
1764.00,96.15
1763.00,96.15
1762.00,96.15
1761.00,96.16
1760.00,96.16
1759.00,96.16
1758.00,96.18
1757.00,96.19
1756.00,96.20
1755.00,96.20
1754.00,96.20
1753.00,96.19
1752.00,96.19
1751.00,96.18
1750.00,96.17
1749.00,96.17
1748.00,96.18
1747.00,96.20
1746.00,96.21
1745.00,96.21
1744.00,96.21
1743.00,96.22
1742.00,96.22
1741.00,96.21
1740.00,96.19
1739.00,96.17
1738.00,96.16
1737.00,96.16
1736.00,96.16
1735.00,96.17
1734.00,96.15
1733.00,96.12
1732.00,96.09
1731.00,96.08
1730.00,96.07
1729.00,96.08
1728.00,96.08
1727.00,96.07
1726.00,96.07
1725.00,96.06
1724.00,96.06
1723.00,96.06
1722.00,96.05
1721.00,96.05
1720.00,96.05
1719.00,96.06
1718.00,96.06
1717.00,96.03
1716.00,95.98
1715.00,95.95
1714.00,95.94
1713.00,95.94
1712.00,95.94
1711.00,95.94
1710.00,95.94
1709.00,95.92
1708.00,95.91
1707.00,95.89
1706.00,95.88
1705.00,95.86
1704.00,95.84
1703.00,95.83
1702.00,95.82
1701.00,95.80
1700.00,95.77
1699.00,95.74
1698.00,95.72
1697.00,95.70
1696.00,95.70
1695.00,95.69
1694.00,95.67
1693.00,95.65
1692.00,95.63
1691.00,95.61
1690.00,95.59
1689.00,95.57
1688.00,95.55
1687.00,95.53
1686.00,95.49
1685.00,95.43
1684.00,95.35
1683.00,95.29
1682.00,95.26
1681.00,95.25
1680.00,95.24
1679.00,95.23
1678.00,95.19
1677.00,95.14
1676.00,95.08
1675.00,95.02
1674.00,94.97
1673.00,94.92
1672.00,94.87
1671.00,94.82
1670.00,94.77
1669.00,94.72
1668.00,94.68
1667.00,94.65
1666.00,94.63
1665.00,94.60
1664.00,94.58
1663.00,94.54
1662.00,94.50
1661.00,94.46
1660.00,94.42
1659.00,94.38
1658.00,94.34
1657.00,94.31
1656.00,94.28
1655.00,94.25
1654.00,94.22
1653.00,94.16
1652.00,94.11
1651.00,94.08
1650.00,94.07
1649.00,94.07
1648.00,94.07
1647.00,94.07
1646.00,94.07
1645.00,94.07
1644.00,94.07
1643.00,94.07
1642.00,94.06
1641.00,94.05
1640.00,94.05
1639.00,94.05
1638.00,94.05
1637.00,94.04
1636.00,94.03
1635.00,94.04
1634.00,94.07
1633.00,94.11
1632.00,94.14
1631.00,94.17
1630.00,94.18
1629.00,94.19
1628.00,94.20
1627.00,94.23
1626.00,94.28
1625.00,94.33
1624.00,94.37
1623.00,94.40
1622.00,94.42
1621.00,94.44
1620.00,94.46
1619.00,94.48
1618.00,94.51
1617.00,94.54
1616.00,94.57
1615.00,94.60
1614.00,94.63
1613.00,94.66
1612.00,94.70
1611.00,94.74
1610.00,94.77
1609.00,94.81
1608.00,94.84
1607.00,94.88
1606.00,94.90
1605.00,94.92
1604.00,94.94
1603.00,94.96
1602.00,95.00
1601.00,95.03
1600.00,95.07
1599.00,95.10
1598.00,95.14
1597.00,95.17
1596.00,95.20
1595.00,95.22
1594.00,95.23
1593.00,95.25
1592.00,95.26
1591.00,95.28
1590.00,95.29
1589.00,95.31
1588.00,95.33
1587.00,95.35
1586.00,95.39
1585.00,95.42
1584.00,95.44
1583.00,95.45
1582.00,95.45
1581.00,95.46
1580.00,95.47
1579.00,95.49
1578.00,95.52
1577.00,95.56
1576.00,95.59
1575.00,95.61
1574.00,95.61
1573.00,95.60
1572.00,95.60
1571.00,95.60
1570.00,95.60
1569.00,95.61
1568.00,95.62
1567.00,95.64
1566.00,95.66
1565.00,95.67
1564.00,95.68
1563.00,95.67
1562.00,95.67
1561.00,95.67
1560.00,95.68
1559.00,95.68
1558.00,95.67
1557.00,95.67
1556.00,95.66
1555.00,95.67
1554.00,95.68
1553.00,95.69
1552.00,95.68
1551.00,95.68
1550.00,95.67
1549.00,95.67
1548.00,95.68
1547.00,95.70
1546.00,95.72
1545.00,95.74
1544.00,95.74
1543.00,95.73
1542.00,95.73
1541.00,95.73
1540.00,95.72
1539.00,95.72
1538.00,95.71
1537.00,95.71
1536.00,95.73
1535.00,95.75
1534.00,95.77
1533.00,95.77
1532.00,95.75
1531.00,95.74
1530.00,95.74
1529.00,95.74
1528.00,95.73
1527.00,95.74
1526.00,95.74
1525.00,95.75
1524.00,95.76
1523.00,95.77
1522.00,95.75
1521.00,95.72
1520.00,95.69
1519.00,95.68
1518.00,95.69
1517.00,95.70
1516.00,95.70
1515.00,95.70
1514.00,95.70
1513.00,95.69
1512.00,95.69
1511.00,95.69
1510.00,95.68
1509.00,95.68
1508.00,95.66
1507.00,95.64
1506.00,95.61
1505.00,95.60
1504.00,95.58
1503.00,95.57
1502.00,95.56
1501.00,95.53
1500.00,95.50
1499.00,95.47
1498.00,95.45
1497.00,95.41
1496.00,95.37
1495.00,95.34
1494.00,95.32
1493.00,95.30
1492.00,95.25
1491.00,95.20
1490.00,95.15
1489.00,95.09
1488.00,95.05
1487.00,95.00
1486.00,94.95
1485.00,94.89
1484.00,94.83
1483.00,94.78
1482.00,94.72
1481.00,94.65
1480.00,94.57
1479.00,94.51
1478.00,94.44
1477.00,94.37
1476.00,94.29
1475.00,94.22
1474.00,94.15
1473.00,94.04
1472.00,93.92
1471.00,93.82
1470.00,93.76
1469.00,93.70
1468.00,93.63
1467.00,93.54
1466.00,93.45
1465.00,93.37
1464.00,93.30
1463.00,93.25
1462.00,93.21
1461.00,93.18
1460.00,93.15
1459.00,93.12
1458.00,93.09
1457.00,93.03
1456.00,92.97
1455.00,92.92
1454.00,92.88
1453.00,92.83
1452.00,92.78
1451.00,92.72
1450.00,92.69
1449.00,92.65
1448.00,92.61
1447.00,92.57
1446.00,92.53
1445.00,92.50
1444.00,92.46
1443.00,92.42
1442.00,92.38
1441.00,92.34
1440.00,92.29
1439.00,92.25
1438.00,92.21
1437.00,92.17
1436.00,92.14
1435.00,92.12
1434.00,92.10
1433.00,92.08
1432.00,92.06
1431.00,92.04
1430.00,92.03
1429.00,92.03
1428.00,92.03
1427.00,92.02
1426.00,92.00
1425.00,91.98
1424.00,91.97
1423.00,91.96
1422.00,91.96
1421.00,91.95
1420.00,91.94
1419.00,91.93
1418.00,91.92
1417.00,91.93
1416.00,91.93
1415.00,91.94
1414.00,91.95
1413.00,91.96
1412.00,91.96
1411.00,91.97
1410.00,91.99
1409.00,91.99
1408.00,92.00
1407.00,92.00
1406.00,91.99
1405.00,92.00
1404.00,92.00
1403.00,92.01
1402.00,92.02
1401.00,92.01
1400.00,91.99
1399.00,91.97
1398.00,91.95
1397.00,91.95
1396.00,91.95
1395.00,91.95
1394.00,91.93
1393.00,91.90
1392.00,91.86
1391.00,91.83
1390.00,91.79
1389.00,91.75
1388.00,91.69
1387.00,91.61
1386.00,91.54
1385.00,91.45
1384.00,91.36
1383.00,91.26
1382.00,91.16
1381.00,91.07
1380.00,90.98
1379.00,90.89
1378.00,90.81
1377.00,90.74
1376.00,90.66
1375.00,90.57
1374.00,90.49
1373.00,90.42
1372.00,90.36
1371.00,90.32
1370.00,90.29
1369.00,90.29
1368.00,90.29
1367.00,90.29
1366.00,90.30
1365.00,90.31
1364.00,90.32
1363.00,90.34
1362.00,90.37
1361.00,90.40
1360.00,90.44
1359.00,90.47
1358.00,90.50
1357.00,90.53
1356.00,90.57
1355.00,90.61
1354.00,90.65
1353.00,90.68
1352.00,90.70
1351.00,90.72
1350.00,90.73
1349.00,90.74
1348.00,90.75
1347.00,90.76
1346.00,90.77
1345.00,90.78
1344.00,90.78
1343.00,90.77
1342.00,90.76
1341.00,90.74
1340.00,90.71
1339.00,90.68
1338.00,90.66
1337.00,90.64
1336.00,90.62
1335.00,90.61
1334.00,90.61
1333.00,90.62
1332.00,90.63
1331.00,90.65
1330.00,90.67
1329.00,90.68
1328.00,90.67
1327.00,90.66
1326.00,90.65
1325.00,90.64
1324.00,90.63
1323.00,90.62
1322.00,90.60
1321.00,90.58
1320.00,90.56
1319.00,90.53
1318.00,90.51
1317.00,90.51
1316.00,90.52
1315.00,90.53
1314.00,90.56
1313.00,90.59
1312.00,90.62
1311.00,90.67
1310.00,90.73
1309.00,90.79
1308.00,90.85
1307.00,90.91
1306.00,90.97
1305.00,91.04
1304.00,91.12
1303.00,91.19
1302.00,91.24
1301.00,91.29
1300.00,91.35
1299.00,91.43
1298.00,91.52
1297.00,91.61
1296.00,91.68
1295.00,91.76
1294.00,91.83
1293.00,91.91
1292.00,91.99
1291.00,92.06
1290.00,92.12
1289.00,92.19
1288.00,92.24
1287.00,92.29
1286.00,92.32
1285.00,92.33
1284.00,92.33
1283.00,92.32
1282.00,92.30
1281.00,92.28
1280.00,92.26
1279.00,92.23
1278.00,92.22
1277.00,92.20
1276.00,92.18
1275.00,92.14
1274.00,92.10
1273.00,92.05
1272.00,92.01
1271.00,91.98
1270.00,91.95
1269.00,91.92
1268.00,91.88
1267.00,91.84
1266.00,91.80
1265.00,91.76
1264.00,91.74
1263.00,91.73
1262.00,91.74
1261.00,91.76
1260.00,91.78
1259.00,91.81
1258.00,91.83
1257.00,91.86
1256.00,91.90
1255.00,91.94
1254.00,91.98
1253.00,92.01
1252.00,92.05
1251.00,92.09
1250.00,92.14
1249.00,92.18
1248.00,92.21
1247.00,92.24
1246.00,92.27
1245.00,92.30
1244.00,92.32
1243.00,92.31
1242.00,92.30
1241.00,92.28
1240.00,92.28
1239.00,92.28
1238.00,92.29
1237.00,92.30
1236.00,92.31
1235.00,92.34
1234.00,92.36
1233.00,92.37
1232.00,92.38
1231.00,92.38
1230.00,92.40
1229.00,92.44
1228.00,92.49
1227.00,92.56
1226.00,92.63
1225.00,92.71
1224.00,92.79
1223.00,92.85
1222.00,92.91
1221.00,92.99
1220.00,93.07
1219.00,93.16
1218.00,93.22
1217.00,93.28
1216.00,93.32
1215.00,93.37
1214.00,93.40
1213.00,93.42
1212.00,93.41
1211.00,93.38
1210.00,93.33
1209.00,93.25
1208.00,93.15
1207.00,93.06
1206.00,92.98
1205.00,92.91
1204.00,92.85
1203.00,92.79
1202.00,92.74
1201.00,92.70
1200.00,92.69
1199.00,92.73
1198.00,92.78
1197.00,92.85
1196.00,92.92
1195.00,93.00
1194.00,93.11
1193.00,93.23
1192.00,93.36
1191.00,93.48
1190.00,93.58
1189.00,93.67
1188.00,93.74
1187.00,93.79
1186.00,93.81
1185.00,93.82
1184.00,93.79
1183.00,93.74
1182.00,93.66
1181.00,93.57
1180.00,93.47
1179.00,93.37
1178.00,93.27
1177.00,93.15
1176.00,93.01
1175.00,92.85
1174.00,92.66
1173.00,92.45
1172.00,92.22
1171.00,91.99
1170.00,91.75
1169.00,91.50
1168.00,91.23
1167.00,90.93
1166.00,90.61
1165.00,90.31
1164.00,90.04
1163.00,89.80
1162.00,89.59
1161.00,89.40
1160.00,89.24
1159.00,89.11
1158.00,89.01
1157.00,88.93
1156.00,88.88
1155.00,88.85
1154.00,88.85
1153.00,88.89
1152.00,88.96
1151.00,89.08
1150.00,89.21
1149.00,89.33
1148.00,89.42
1147.00,89.51
1146.00,89.60
1145.00,89.70
1144.00,89.78
1143.00,89.82
1142.00,89.81
1141.00,89.77
1140.00,89.72
1139.00,89.66
1138.00,89.59
1137.00,89.51
1136.00,89.42
1135.00,89.32
1134.00,89.20
1133.00,89.04
1132.00,88.85
1131.00,88.64
1130.00,88.42
1129.00,88.20
1128.00,87.98
1127.00,87.78
1126.00,87.59
1125.00,87.40
1124.00,87.21
1123.00,87.02
1122.00,86.83
1121.00,86.62
1120.00,86.41
1119.00,86.22
1118.00,86.05
1117.00,85.90
1116.00,85.75
1115.00,85.60
1114.00,85.46
1113.00,85.32
1112.00,85.19
1111.00,85.07
1110.00,84.97
1109.00,84.88
1108.00,84.81
1107.00,84.74
1106.00,84.66
1105.00,84.55
1104.00,84.41
1103.00,84.25
1102.00,84.11
1101.00,83.97
1100.00,83.83
1099.00,83.68
1098.00,83.52
1097.00,83.36
1096.00,83.21
1095.00,83.06
1094.00,82.94
1093.00,82.84
1092.00,82.75
1091.00,82.66
1090.00,82.56
1089.00,82.44
1088.00,82.32
1087.00,82.19
1086.00,82.06
1085.00,81.93
1084.00,81.81
1083.00,81.70
1082.00,81.58
1081.00,81.44
1080.00,81.28
1079.00,81.12
1078.00,80.96
1077.00,80.79
1076.00,80.60
1075.00,80.41
1074.00,80.22
1073.00,80.03
1072.00,79.85
1071.00,79.67
1070.00,79.49
1069.00,79.32
1068.00,79.16
1067.00,79.01
1066.00,78.87
1065.00,78.71
1064.00,78.52
1063.00,78.34
1062.00,78.18
1061.00,78.03
1060.00,77.88
1059.00,77.75
1058.00,77.64
1057.00,77.54
1056.00,77.45
1055.00,77.35
1054.00,77.26
1053.00,77.18
1052.00,77.10
1051.00,77.04
1050.00,76.98
1049.00,76.89
1048.00,76.79
1047.00,76.68
1046.00,76.58
1045.00,76.48
1044.00,76.39
1043.00,76.33
1042.00,76.29
1041.00,76.25
1040.00,76.20
1039.00,76.16
1038.00,76.11
1037.00,76.05
1036.00,75.95
1035.00,75.84
1034.00,75.72
1033.00,75.59
1032.00,75.47
1031.00,75.34
1030.00,75.20
1029.00,75.07
1028.00,74.95
1027.00,74.84
1026.00,74.72
1025.00,74.58
1024.00,74.45
1023.00,74.37
1022.00,74.32
1021.00,74.27
1020.00,74.19
1019.00,74.11
1018.00,74.06
1017.00,74.05
1016.00,74.08
1015.00,74.15
1014.00,74.24
1013.00,74.35
1012.00,74.46
1011.00,74.57
1010.00,74.66
1009.00,74.74
1008.00,74.81
1007.00,74.89
1006.00,74.98
1005.00,75.06
1004.00,75.12
1003.00,75.14
1002.00,75.15
1001.00,75.13
1000.00,75.13
999.00,75.14
998.00,75.15
997.00,75.16
996.00,75.15
995.00,75.16
994.00,75.20
993.00,75.27
992.00,75.35
991.00,75.45
990.00,75.58
989.00,75.74
988.00,75.93
987.00,76.17
986.00,76.45
985.00,76.76
984.00,77.08
983.00,77.39
982.00,77.69
981.00,78.00
980.00,78.32
979.00,78.65
978.00,78.98
977.00,79.29
976.00,79.58
975.00,79.85
974.00,80.11
973.00,80.37
972.00,80.62
971.00,80.87
970.00,81.11
969.00,81.34
968.00,81.57
967.00,81.78
966.00,81.98
965.00,82.17
964.00,82.36
963.00,82.54
962.00,82.72
961.00,82.90
960.00,83.09
959.00,83.31
958.00,83.52
957.00,83.74
956.00,83.94
955.00,84.13
954.00,84.32
953.00,84.50
952.00,84.67
951.00,84.84
950.00,85.01
949.00,85.19
948.00,85.37
947.00,85.56
946.00,85.75
945.00,85.92
944.00,86.07
943.00,86.20
942.00,86.32
941.00,86.43
940.00,86.53
939.00,86.62
938.00,86.71
937.00,86.78
936.00,86.85
935.00,86.92
934.00,86.98
933.00,87.04
932.00,87.12
931.00,87.20
930.00,87.29
929.00,87.36
928.00,87.41
927.00,87.48
926.00,87.56
925.00,87.63
924.00,87.69
923.00,87.75
922.00,87.81
921.00,87.87
920.00,87.93
919.00,87.98
918.00,88.01
917.00,88.02
916.00,88.01
915.00,88.01
914.00,87.99
913.00,87.95
912.00,87.88
911.00,87.79
910.00,87.68
909.00,87.57
908.00,87.45
907.00,87.33
906.00,87.20
