Created as New Dataset,61 Monsanto
cm-1,%T
2456.00,100.51
2455.00,100.51
2454.00,100.50
2453.00,100.49
2452.00,100.51
2451.00,100.53
2450.00,100.55
2449.00,100.56
2448.00,100.56
2447.00,100.55
2446.00,100.55
2445.00,100.55
2444.00,100.54
2443.00,100.53
2442.00,100.52
2441.00,100.52
2440.00,100.51
2439.00,100.52
2438.00,100.53
2437.00,100.54
2436.00,100.56
2435.00,100.57
2434.00,100.58
2433.00,100.58
2432.00,100.58
2431.00,100.58
2430.00,100.57
2429.00,100.55
2428.00,100.53
2427.00,100.50
2426.00,100.49
2425.00,100.49
2424.00,100.50
2423.00,100.52
2422.00,100.55
2421.00,100.59
2420.00,100.61
2419.00,100.60
2418.00,100.56
2417.00,100.52
2416.00,100.49
2415.00,100.50
2414.00,100.53
2413.00,100.57
2412.00,100.59
2411.00,100.59
2410.00,100.57
2409.00,100.55
2408.00,100.54
2407.00,100.53
2406.00,100.52
2405.00,100.53
2404.00,100.55
2403.00,100.57
2402.00,100.59
2401.00,100.60
2400.00,100.61
2399.00,100.62
2398.00,100.62
2397.00,100.61
2396.00,100.60
2395.00,100.58
2394.00,100.57
2393.00,100.57
2392.00,100.58
2391.00,100.61
2390.00,100.62
2389.00,100.62
2388.00,100.62
2387.00,100.61
2386.00,100.60
2385.00,100.60
2384.00,100.60
2383.00,100.61
2382.00,100.63
2381.00,100.66
2380.00,100.68
2379.00,100.70
2378.00,100.71
2377.00,100.73
2376.00,100.76
2375.00,100.79
2374.00,100.79
2373.00,100.78
2372.00,100.75
2371.00,100.74
2370.00,100.72
2369.00,100.69
2368.00,100.68
2367.00,100.69
2366.00,100.73
2365.00,100.77
2364.00,100.78
2363.00,100.78
2362.00,100.77
2361.00,100.77
2360.00,100.77
2359.00,100.77
2358.00,100.78
2357.00,100.80
2356.00,100.82
2355.00,100.82
2354.00,100.81
2353.00,100.80
2352.00,100.80
2351.00,100.80
2350.00,100.80
2349.00,100.80
2348.00,100.81
2347.00,100.82
2346.00,100.82
2345.00,100.80
2344.00,100.77
2343.00,100.75
2342.00,100.75
2341.00,100.79
2340.00,100.83
2339.00,100.85
2338.00,100.82
2337.00,100.77
2336.00,100.74
2335.00,100.76
2334.00,100.80
2333.00,100.83
2332.00,100.83
2331.00,100.81
2330.00,100.78
2329.00,100.75
2328.00,100.72
2327.00,100.70
2326.00,100.67
2325.00,100.64
2324.00,100.61
2323.00,100.60
2322.00,100.62
2321.00,100.63
2320.00,100.61
2319.00,100.57
2318.00,100.53
2317.00,100.50
2316.00,100.49
2315.00,100.50
2314.00,100.53
2313.00,100.57
2312.00,100.59
2311.00,100.61
2310.00,100.62
2309.00,100.62
2308.00,100.62
2307.00,100.63
2306.00,100.64
2305.00,100.65
2304.00,100.64
2303.00,100.61
2302.00,100.57
2301.00,100.53
2300.00,100.50
2299.00,100.49
2298.00,100.50
2297.00,100.52
2296.00,100.53
2295.00,100.54
2294.00,100.54
2293.00,100.53
2292.00,100.52
2291.00,100.51
2290.00,100.49
2289.00,100.47
2288.00,100.44
2287.00,100.42
2286.00,100.40
2285.00,100.39
2284.00,100.39
2283.00,100.37
2282.00,100.36
2281.00,100.36
2280.00,100.38
2279.00,100.40
2278.00,100.41
2277.00,100.43
2276.00,100.43
2275.00,100.41
2274.00,100.37
2273.00,100.32
2272.00,100.29
2271.00,100.30
2270.00,100.33
2269.00,100.35
2268.00,100.34
2267.00,100.30
2266.00,100.25
2265.00,100.21
2264.00,100.20
2263.00,100.22
2262.00,100.24
2261.00,100.24
2260.00,100.20
2259.00,100.17
2258.00,100.16
2257.00,100.16
2256.00,100.17
2255.00,100.17
2254.00,100.17
2253.00,100.15
2252.00,100.10
2251.00,100.05
2250.00,100.01
2249.00,100.01
2248.00,100.01
2247.00,99.99
2246.00,99.96
2245.00,99.92
2244.00,99.89
2243.00,99.85
2242.00,99.79
2241.00,99.73
2240.00,99.71
2239.00,99.73
2238.00,99.81
2237.00,99.88
2236.00,99.93
2235.00,99.95
2234.00,99.95
2233.00,99.94
2232.00,99.94
2231.00,99.95
2230.00,99.96
2229.00,99.99
2228.00,100.04
2227.00,100.08
2226.00,100.09
2225.00,100.07
2224.00,100.04
2223.00,100.00
2222.00,99.99
2221.00,100.00
2220.00,100.02
2219.00,100.03
2218.00,100.04
2217.00,100.06
2216.00,100.08
2215.00,100.09
2214.00,100.08
2213.00,100.06
2212.00,100.05
2211.00,100.03
2210.00,100.00
2209.00,99.97
2208.00,99.96
2207.00,99.97
2206.00,99.98
2205.00,99.98
2204.00,99.98
2203.00,99.97
2202.00,99.95
2201.00,99.93
2200.00,99.91
2199.00,99.89
2198.00,99.87
2197.00,99.84
2196.00,99.81
2195.00,99.80
2194.00,99.82
2193.00,99.86
2192.00,99.92
2191.00,99.97
2190.00,99.98
2189.00,99.98
2188.00,99.98
2187.00,99.98
2186.00,99.96
2185.00,99.91
2184.00,99.88
2183.00,99.90
2182.00,99.97
2181.00,100.03
2180.00,100.02
2179.00,99.94
2178.00,99.86
2177.00,99.81
2176.00,99.78
2175.00,99.79
2174.00,99.80
2173.00,99.81
2172.00,99.79
2171.00,99.75
2170.00,99.70
2169.00,99.67
2168.00,99.67
2167.00,99.69
2166.00,99.71
2165.00,99.68
2164.00,99.61
2163.00,99.53
2162.00,99.48
2161.00,99.48
2160.00,99.50
2159.00,99.57
2158.00,99.66
2157.00,99.76
2156.00,99.82
2155.00,99.83
2154.00,99.81
2153.00,99.82
2152.00,99.84
2151.00,99.87
2150.00,99.87
2149.00,99.87
2148.00,99.91
2147.00,99.99
2146.00,100.06
2145.00,100.09
2144.00,100.06
2143.00,100.01
2142.00,99.99
2141.00,100.02
2140.00,100.06
2139.00,100.10
2138.00,100.13
2137.00,100.15
2136.00,100.16
2135.00,100.17
2134.00,100.17
2133.00,100.17
2132.00,100.18
2131.00,100.20
2130.00,100.23
2129.00,100.26
2128.00,100.25
2127.00,100.23
2126.00,100.20
2125.00,100.18
2124.00,100.18
2123.00,100.19
2122.00,100.21
2121.00,100.25
2120.00,100.30
2119.00,100.35
2118.00,100.38
2117.00,100.39
2116.00,100.36
2115.00,100.33
2114.00,100.30
2113.00,100.29
2112.00,100.30
2111.00,100.32
2110.00,100.32
2109.00,100.31
2108.00,100.29
2107.00,100.26
2106.00,100.23
2105.00,100.22
2104.00,100.22
2103.00,100.24
2102.00,100.26
2101.00,100.27
2100.00,100.28
2099.00,100.29
2098.00,100.31
2097.00,100.33
2096.00,100.33
2095.00,100.30
2094.00,100.24
2093.00,100.19
2092.00,100.18
2091.00,100.19
2090.00,100.23
2089.00,100.26
2088.00,100.26
2087.00,100.24
2086.00,100.20
2085.00,100.17
2084.00,100.16
2083.00,100.17
2082.00,100.20
2081.00,100.22
2080.00,100.23
2079.00,100.23
2078.00,100.22
2077.00,100.20
2076.00,100.18
2075.00,100.18
2074.00,100.19
2073.00,100.23
2072.00,100.26
2071.00,100.27
2070.00,100.25
2069.00,100.20
2068.00,100.17
2067.00,100.17
2066.00,100.20
2065.00,100.24
2064.00,100.26
2063.00,100.25
2062.00,100.22
2061.00,100.19
2060.00,100.14
2059.00,100.10
2058.00,100.08
2057.00,100.09
2056.00,100.10
2055.00,100.10
2054.00,100.08
2053.00,100.05
2052.00,100.02
2051.00,100.01
2050.00,100.00
2049.00,99.99
2048.00,99.96
2047.00,99.91
2046.00,99.88
2045.00,99.89
2044.00,99.90
2043.00,99.90
2042.00,99.89
2041.00,99.89
2040.00,99.92
2039.00,99.95
2038.00,99.95
2037.00,99.89
2036.00,99.80
2035.00,99.74
2034.00,99.72
2033.00,99.75
2032.00,99.77
2031.00,99.77
2030.00,99.77
2029.00,99.80
2028.00,99.85
2027.00,99.90
2026.00,99.91
2025.00,99.89
2024.00,99.86
2023.00,99.86
2022.00,99.87
2021.00,99.88
2020.00,99.84
2019.00,99.78
2018.00,99.75
2017.00,99.81
2016.00,99.92
2015.00,99.99
2014.00,99.98
2013.00,99.93
2012.00,99.89
2011.00,99.88
2010.00,99.90
2009.00,99.92
2008.00,99.92
2007.00,99.90
2006.00,99.87
2005.00,99.85
2004.00,99.86
2003.00,99.89
2002.00,99.91
2001.00,99.93
2000.00,99.93
1999.00,99.94
1998.00,99.93
1997.00,99.91
1996.00,99.91
1995.00,99.93
1994.00,99.96
1993.00,99.97
1992.00,99.93
1991.00,99.86
1990.00,99.83
1989.00,99.85
1988.00,99.88
1987.00,99.89
1986.00,99.87
1985.00,99.85
1984.00,99.84
1983.00,99.85
1982.00,99.88
1981.00,99.90
1980.00,99.89
1979.00,99.87
1978.00,99.87
1977.00,99.89
1976.00,99.89
1975.00,99.86
1974.00,99.81
1973.00,99.79
1972.00,99.80
1971.00,99.85
1970.00,99.91
1969.00,99.96
1968.00,99.98
1967.00,99.97
1966.00,99.96
1965.00,99.95
1964.00,99.97
1963.00,99.98
1962.00,99.99
1961.00,100.01
1960.00,100.03
1959.00,100.07
1958.00,100.10
1957.00,100.13
1956.00,100.16
1955.00,100.18
1954.00,100.19
1953.00,100.19
1952.00,100.17
1951.00,100.16
1950.00,100.17
1949.00,100.21
1948.00,100.26
1947.00,100.29
1946.00,100.30
1945.00,100.29
1944.00,100.28
1943.00,100.25
1942.00,100.21
1941.00,100.20
1940.00,100.21
1939.00,100.23
1938.00,100.25
1937.00,100.26
1936.00,100.27
1935.00,100.29
1934.00,100.31
1933.00,100.31
1932.00,100.31
1931.00,100.32
1930.00,100.35
1929.00,100.39
1928.00,100.41
1927.00,100.40
1926.00,100.38
1925.00,100.36
1924.00,100.35
1923.00,100.36
1922.00,100.38
1921.00,100.37
1920.00,100.35
1919.00,100.31
1918.00,100.27
1917.00,100.26
1916.00,100.28
1915.00,100.32
1914.00,100.36
1913.00,100.40
1912.00,100.41
1911.00,100.41
1910.00,100.41
1909.00,100.41
1908.00,100.41
1907.00,100.41
1906.00,100.40
1905.00,100.39
1904.00,100.37
1903.00,100.36
1902.00,100.35
1901.00,100.33
1900.00,100.32
1899.00,100.33
1898.00,100.35
1897.00,100.39
1896.00,100.43
1895.00,100.45
1894.00,100.43
1893.00,100.40
1892.00,100.39
1891.00,100.40
1890.00,100.41
1889.00,100.43
1888.00,100.46
1887.00,100.48
1886.00,100.51
1885.00,100.53
1884.00,100.54
1883.00,100.54
1882.00,100.53
1881.00,100.51
1880.00,100.49
1879.00,100.46
1878.00,100.45
1877.00,100.44
1876.00,100.44
1875.00,100.46
1874.00,100.49
1873.00,100.52
1872.00,100.53
1871.00,100.51
1870.00,100.48
1869.00,100.46
1868.00,100.45
1867.00,100.47
1866.00,100.49
1865.00,100.51
1864.00,100.53
1863.00,100.54
1862.00,100.54
1861.00,100.54
1860.00,100.54
1859.00,100.55
1858.00,100.55
1857.00,100.55
1856.00,100.55
1855.00,100.55
1854.00,100.55
1853.00,100.56
1852.00,100.58
1851.00,100.59
1850.00,100.61
1849.00,100.60
1848.00,100.59
1847.00,100.56
1846.00,100.55
1845.00,100.54
1844.00,100.53
1843.00,100.52
1842.00,100.51
1841.00,100.52
1840.00,100.54
1839.00,100.55
1838.00,100.55
1837.00,100.54
1836.00,100.52
1835.00,100.51
1834.00,100.52
1833.00,100.52
1832.00,100.52
1831.00,100.50
1830.00,100.48
1829.00,100.49
1828.00,100.51
1827.00,100.54
1826.00,100.56
1825.00,100.56
1824.00,100.56
1823.00,100.56
1822.00,100.57
1821.00,100.58
1820.00,100.58
1819.00,100.59
1818.00,100.60
1817.00,100.61
1816.00,100.61
1815.00,100.60
1814.00,100.59
1813.00,100.58
1812.00,100.58
1811.00,100.59
1810.00,100.60
1809.00,100.60
1808.00,100.59
1807.00,100.59
1806.00,100.59
1805.00,100.59
1804.00,100.60
1803.00,100.59
1802.00,100.58
1801.00,100.57
1800.00,100.58
1799.00,100.58
1798.00,100.59
1797.00,100.59
1796.00,100.59
1795.00,100.59
1794.00,100.59
1793.00,100.58
1792.00,100.57
1791.00,100.56
1790.00,100.56
1789.00,100.56
1788.00,100.57
1787.00,100.57
1786.00,100.58
1785.00,100.59
1784.00,100.60
1783.00,100.60
1782.00,100.60
1781.00,100.59
1780.00,100.59
1779.00,100.59
1778.00,100.58
1777.00,100.57
1776.00,100.57
1775.00,100.57
1774.00,100.59
1773.00,100.59
1772.00,100.58
1771.00,100.56
1770.00,100.56
1769.00,100.57
1768.00,100.58
1767.00,100.58
1766.00,100.56
1765.00,100.54
1764.00,100.54
1763.00,100.55
1762.00,100.55
1761.00,100.55
1760.00,100.54
1759.00,100.54
1758.00,100.55
1757.00,100.56
1756.00,100.57
1755.00,100.56
1754.00,100.56
1753.00,100.57
1752.00,100.57
1751.00,100.56
1750.00,100.53
1749.00,100.51
1748.00,100.49
1747.00,100.49
1746.00,100.50
1745.00,100.51
1744.00,100.52
1743.00,100.53
1742.00,100.54
1741.00,100.53
1740.00,100.51
1739.00,100.49
1738.00,100.48
1737.00,100.49
1736.00,100.52
1735.00,100.55
1734.00,100.56
1733.00,100.56
1732.00,100.54
1731.00,100.53
1730.00,100.54
1729.00,100.55
1728.00,100.56
1727.00,100.56
1726.00,100.56
1725.00,100.55
1724.00,100.54
1723.00,100.53
1722.00,100.52
1721.00,100.52
1720.00,100.53
1719.00,100.54
1718.00,100.54
1717.00,100.55
1716.00,100.55
1715.00,100.55
1714.00,100.55
1713.00,100.55
1712.00,100.56
1711.00,100.56
1710.00,100.57
1709.00,100.58
1708.00,100.58
1707.00,100.57
1706.00,100.56
1705.00,100.55
1704.00,100.55
1703.00,100.54
1702.00,100.53
1701.00,100.53
1700.00,100.55
1699.00,100.58
1698.00,100.58
1697.00,100.58
1696.00,100.58
1695.00,100.59
1694.00,100.60
1693.00,100.61
1692.00,100.61
1691.00,100.60
1690.00,100.59
1689.00,100.58
1688.00,100.57
1687.00,100.54
1686.00,100.51
1685.00,100.49
1684.00,100.49
1683.00,100.52
1682.00,100.54
1681.00,100.55
1680.00,100.56
1679.00,100.57
1678.00,100.58
1677.00,100.58
1676.00,100.58
1675.00,100.58
1674.00,100.59
1673.00,100.61
1672.00,100.62
1671.00,100.61
1670.00,100.60
1669.00,100.59
1668.00,100.59
1667.00,100.59
1666.00,100.57
1665.00,100.55
1664.00,100.54
1663.00,100.53
1662.00,100.54
1661.00,100.56
1660.00,100.57
1659.00,100.57
1658.00,100.57
1657.00,100.56
1656.00,100.56
1655.00,100.55
1654.00,100.53
1653.00,100.52
1652.00,100.54
1651.00,100.57
1650.00,100.58
1649.00,100.57
1648.00,100.55
1647.00,100.52
1646.00,100.50
1645.00,100.50
1644.00,100.50
1643.00,100.50
1642.00,100.51
1641.00,100.53
1640.00,100.54
1639.00,100.55
1638.00,100.55
1637.00,100.55
1636.00,100.55
1635.00,100.54
1634.00,100.55
1633.00,100.55
1632.00,100.55
1631.00,100.54
1630.00,100.53
1629.00,100.51
1628.00,100.51
1627.00,100.52
1626.00,100.52
1625.00,100.52
1624.00,100.52
1623.00,100.53
1622.00,100.53
1621.00,100.53
1620.00,100.52
1619.00,100.52
1618.00,100.52
1617.00,100.53
1616.00,100.53
1615.00,100.54
1614.00,100.54
1613.00,100.54
1612.00,100.55
1611.00,100.56
1610.00,100.57
1609.00,100.57
1608.00,100.56
1607.00,100.55
1606.00,100.55
1605.00,100.55
1604.00,100.55
1603.00,100.55
1602.00,100.54
1601.00,100.53
1600.00,100.52
1599.00,100.51
1598.00,100.50
1597.00,100.50
1596.00,100.50
1595.00,100.51
1594.00,100.51
1593.00,100.50
1592.00,100.49
1591.00,100.49
1590.00,100.50
1589.00,100.51
1588.00,100.52
1587.00,100.53
1586.00,100.53
1585.00,100.54
1584.00,100.54
1583.00,100.54
1582.00,100.55
1581.00,100.56
1580.00,100.57
1579.00,100.57
1578.00,100.57
1577.00,100.58
1576.00,100.58
1575.00,100.58
1574.00,100.58
1573.00,100.59
1572.00,100.59
1571.00,100.60
1570.00,100.59
1569.00,100.58
1568.00,100.57
1567.00,100.57
1566.00,100.57
1565.00,100.57
1564.00,100.56
1563.00,100.56
1562.00,100.57
1561.00,100.60
1560.00,100.62
1559.00,100.62
1558.00,100.62
1557.00,100.60
1556.00,100.59
1555.00,100.59
1554.00,100.59
1553.00,100.59
1552.00,100.59
1551.00,100.59
1550.00,100.59
1549.00,100.59
1548.00,100.60
1547.00,100.61
1546.00,100.61
1545.00,100.61
1544.00,100.60
1543.00,100.59
1542.00,100.58
1541.00,100.59
1540.00,100.59
1539.00,100.59
1538.00,100.60
1537.00,100.60
1536.00,100.60
1535.00,100.60
1534.00,100.60
1533.00,100.60
1532.00,100.59
1531.00,100.58
1530.00,100.57
1529.00,100.57
1528.00,100.57
1527.00,100.58
1526.00,100.59
1525.00,100.59
1524.00,100.60
1523.00,100.59
1522.00,100.57
1521.00,100.56
1520.00,100.56
1519.00,100.58
1518.00,100.59
1517.00,100.60
1516.00,100.59
1515.00,100.59
1514.00,100.58
1513.00,100.58
1512.00,100.57
1511.00,100.56
1510.00,100.55
1509.00,100.56
1508.00,100.59
1507.00,100.60
1506.00,100.59
1505.00,100.56
1504.00,100.54
1503.00,100.52
1502.00,100.51
1501.00,100.51
1500.00,100.52
1499.00,100.53
1498.00,100.53
1497.00,100.54
1496.00,100.54
1495.00,100.53
1494.00,100.53
1493.00,100.52
1492.00,100.51
1491.00,100.51
1490.00,100.50
1489.00,100.52
1488.00,100.54
1487.00,100.56
1486.00,100.56
1485.00,100.55
1484.00,100.53
1483.00,100.53
1482.00,100.54
1481.00,100.55
1480.00,100.55
1479.00,100.55
1478.00,100.53
1477.00,100.52
1476.00,100.50
1475.00,100.50
1474.00,100.49
1473.00,100.48
1472.00,100.47
1471.00,100.48
1470.00,100.48
1469.00,100.48
1468.00,100.49
1467.00,100.49
1466.00,100.50
1465.00,100.49
1464.00,100.46
1463.00,100.43
1462.00,100.41
1461.00,100.40
1460.00,100.40
1459.00,100.40
1458.00,100.39
1457.00,100.36
1456.00,100.33
1455.00,100.28
1454.00,100.23
1453.00,100.20
1452.00,100.18
1451.00,100.16
1450.00,100.15
1449.00,100.13
1448.00,100.13
1447.00,100.12
1446.00,100.13
1445.00,100.14
1444.00,100.15
1443.00,100.16
1442.00,100.15
1441.00,100.15
1440.00,100.15
1439.00,100.16
1438.00,100.16
1437.00,100.15
1436.00,100.16
1435.00,100.16
1434.00,100.16
1433.00,100.16
1432.00,100.16
1431.00,100.18
1430.00,100.21
1429.00,100.25
1428.00,100.28
1427.00,100.30
1426.00,100.31
1425.00,100.32
1424.00,100.33
1423.00,100.34
1422.00,100.35
1421.00,100.35
1420.00,100.35
1419.00,100.37
1418.00,100.39
1417.00,100.41
1416.00,100.43
1415.00,100.43
1414.00,100.43
1413.00,100.43
1412.00,100.43
1411.00,100.43
1410.00,100.43
1409.00,100.43
1408.00,100.42
1407.00,100.42
1406.00,100.44
1405.00,100.46
1404.00,100.47
1403.00,100.47
1402.00,100.47
1401.00,100.47
1400.00,100.48
1399.00,100.49
1398.00,100.50
1397.00,100.50
1396.00,100.49
1395.00,100.48
1394.00,100.45
1393.00,100.44
1392.00,100.43
1391.00,100.44
1390.00,100.45
1389.00,100.47
1388.00,100.48
1387.00,100.49
1386.00,100.48
1385.00,100.47
1384.00,100.47
1383.00,100.46
1382.00,100.45
1381.00,100.44
1380.00,100.43
1379.00,100.42
1378.00,100.42
1377.00,100.42
1376.00,100.41
1375.00,100.39
1374.00,100.38
1373.00,100.37
1372.00,100.36
1371.00,100.36
1370.00,100.36
1369.00,100.35
1368.00,100.34
1367.00,100.33
1366.00,100.32
1365.00,100.32
1364.00,100.33
1363.00,100.35
1362.00,100.36
1361.00,100.36
1360.00,100.35
1359.00,100.34
1358.00,100.33
1357.00,100.33
1356.00,100.33
1355.00,100.34
1354.00,100.34
1353.00,100.33
1352.00,100.33
1351.00,100.34
1350.00,100.35
1349.00,100.35
1348.00,100.34
1347.00,100.33
1346.00,100.32
1345.00,100.31
1344.00,100.32
1343.00,100.34
1342.00,100.37
1341.00,100.41
1340.00,100.43
1339.00,100.44
1338.00,100.44
1337.00,100.44
1336.00,100.42
1335.00,100.40
1334.00,100.39
1333.00,100.38
1332.00,100.38
1331.00,100.39
1330.00,100.41
1329.00,100.42
1328.00,100.43
1327.00,100.43
1326.00,100.42
1325.00,100.42
1324.00,100.43
1323.00,100.43
1322.00,100.44
1321.00,100.43
1320.00,100.42
1319.00,100.41
1318.00,100.40
1317.00,100.41
1316.00,100.42
1315.00,100.43
1314.00,100.44
1313.00,100.43
1312.00,100.42
1311.00,100.41
1310.00,100.40
1309.00,100.40
1308.00,100.40
1307.00,100.41
1306.00,100.42
1305.00,100.42
1304.00,100.40
1303.00,100.38
1302.00,100.37
1301.00,100.37
1300.00,100.37
1299.00,100.38
1298.00,100.38
1297.00,100.37
1296.00,100.37
1295.00,100.37
1294.00,100.38
1293.00,100.38
1292.00,100.38
1291.00,100.38
1290.00,100.38
1289.00,100.38
1288.00,100.39
1287.00,100.38
1286.00,100.38
1285.00,100.38
1284.00,100.37
1283.00,100.36
1282.00,100.35
1281.00,100.33
1280.00,100.33
1279.00,100.33
1278.00,100.34
1277.00,100.35
1276.00,100.35
1275.00,100.35
1274.00,100.34
1273.00,100.33
1272.00,100.33
1271.00,100.33
1270.00,100.33
1269.00,100.32
1268.00,100.33
1267.00,100.33
1266.00,100.33
1265.00,100.33
1264.00,100.33
1263.00,100.33
1262.00,100.31
1261.00,100.30
1260.00,100.28
1259.00,100.28
1258.00,100.27
1257.00,100.27
1256.00,100.27
1255.00,100.27
1254.00,100.27
1253.00,100.26
1252.00,100.26
1251.00,100.25
1250.00,100.24
1249.00,100.22
1248.00,100.21
1247.00,100.20
1246.00,100.20
1245.00,100.20
1244.00,100.21
1243.00,100.21
1242.00,100.22
1241.00,100.23
1240.00,100.24
1239.00,100.26
1238.00,100.28
1237.00,100.29
1236.00,100.29
1235.00,100.27
1234.00,100.24
1233.00,100.21
1232.00,100.20
1231.00,100.20
1230.00,100.20
1229.00,100.22
1228.00,100.23
1227.00,100.24
1226.00,100.25
1225.00,100.26
1224.00,100.27
1223.00,100.27
1222.00,100.26
1221.00,100.25
1220.00,100.22
1219.00,100.21
1218.00,100.20
1217.00,100.21
1216.00,100.23
1215.00,100.25
1214.00,100.26
1213.00,100.25
1212.00,100.23
1211.00,100.23
1210.00,100.23
1209.00,100.25
1208.00,100.28
1207.00,100.30
1206.00,100.31
1205.00,100.32
1204.00,100.31
1203.00,100.31
1202.00,100.30
1201.00,100.30
1200.00,100.29
1199.00,100.27
1198.00,100.26
1197.00,100.26
1196.00,100.28
1195.00,100.32
1194.00,100.35
1193.00,100.35
1192.00,100.35
1191.00,100.33
1190.00,100.31
1189.00,100.30
1188.00,100.28
1187.00,100.26
1186.00,100.25
1185.00,100.24
1184.00,100.24
1183.00,100.23
1182.00,100.22
1181.00,100.22
1180.00,100.21
1179.00,100.20
1178.00,100.19
1177.00,100.19
1176.00,100.20
1175.00,100.21
1174.00,100.21
1173.00,100.22
1172.00,100.25
1171.00,100.28
1170.00,100.29
1169.00,100.28
1168.00,100.27
1167.00,100.26
1166.00,100.26
1165.00,100.27
1164.00,100.27
1163.00,100.27
1162.00,100.25
1161.00,100.24
1160.00,100.25
1159.00,100.24
1158.00,100.23
1157.00,100.22
1156.00,100.22
1155.00,100.24
1154.00,100.27
1153.00,100.29
1152.00,100.29
1151.00,100.28
1150.00,100.27
1149.00,100.27
1148.00,100.29
1147.00,100.29
1146.00,100.28
1145.00,100.27
1144.00,100.26
1143.00,100.27
1142.00,100.27
1141.00,100.28
1140.00,100.29
1139.00,100.29
1138.00,100.28
1137.00,100.27
1136.00,100.26
1135.00,100.27
1134.00,100.29
1133.00,100.29
1132.00,100.26
1131.00,100.21
1130.00,100.17
1129.00,100.15
1128.00,100.16
1127.00,100.17
1126.00,100.18
1125.00,100.16
1124.00,100.14
1123.00,100.13
1122.00,100.11
1121.00,100.10
1120.00,100.09
1119.00,100.09
1118.00,100.09
1117.00,100.11
1116.00,100.15
1115.00,100.19
1114.00,100.21
1113.00,100.19
1112.00,100.16
1111.00,100.13
1110.00,100.09
1109.00,100.05
1108.00,100.03
1107.00,100.02
1106.00,100.01
1105.00,100.01
1104.00,100.01
1103.00,100.02
1102.00,100.05
1101.00,100.08
1100.00,100.09
1099.00,100.08
1098.00,100.07
1097.00,100.05
1096.00,100.05
1095.00,100.06
1094.00,100.06
1093.00,100.06
1092.00,100.05
1091.00,100.04
1090.00,100.05
1089.00,100.07
1088.00,100.08
1087.00,100.07
1086.00,100.05
1085.00,100.03
1084.00,100.01
1083.00,100.00
1082.00,100.01
1081.00,100.02
1080.00,100.03
1079.00,100.03
1078.00,100.03
1077.00,100.03
1076.00,100.03
1075.00,100.02
1074.00,100.01
1073.00,100.01
1072.00,99.99
1071.00,99.96
1070.00,99.91
1069.00,99.89
1068.00,99.91
1067.00,99.95
1066.00,99.98
1065.00,99.99
1064.00,99.98
1063.00,99.97
1062.00,99.98
1061.00,100.00
1060.00,100.02
1059.00,100.01
1058.00,99.99
1057.00,99.97
1056.00,99.96
1055.00,99.98
1054.00,100.01
1053.00,100.03
1052.00,100.05
1051.00,100.04
1050.00,100.03
1049.00,100.02
1048.00,100.00
1047.00,100.00
1046.00,100.00
1045.00,100.01
1044.00,100.01
1043.00,100.00
1042.00,99.99
1041.00,100.00
1040.00,100.02
1039.00,100.04
1038.00,100.05
1037.00,100.05
1036.00,100.04
1035.00,100.04
1034.00,100.03
1033.00,100.02
1032.00,100.03
1031.00,100.03
1030.00,100.03
1029.00,100.01
1028.00,99.98
1027.00,99.96
1026.00,99.94
1025.00,99.95
1024.00,99.98
1023.00,100.01
1022.00,100.04
1021.00,100.05
1020.00,100.06
1019.00,100.07
1018.00,100.11
1017.00,100.14
1016.00,100.17
1015.00,100.18
1014.00,100.18
1013.00,100.18
1012.00,100.17
1011.00,100.17
1010.00,100.15
1009.00,100.13
1008.00,100.12
1007.00,100.11
1006.00,100.10
1005.00,100.09
1004.00,100.07
1003.00,100.05
1002.00,100.05
1001.00,100.07
1000.00,100.09
999.00,100.11
998.00,100.13
997.00,100.15
996.00,100.17
995.00,100.18
994.00,100.18
993.00,100.18
992.00,100.20
991.00,100.22
990.00,100.23
989.00,100.24
988.00,100.24
987.00,100.25
986.00,100.27
985.00,100.28
984.00,100.28
983.00,100.27
982.00,100.26
981.00,100.25
980.00,100.23
979.00,100.21
978.00,100.20
977.00,100.18
976.00,100.17
975.00,100.17
974.00,100.17
973.00,100.18
972.00,100.19
971.00,100.20
970.00,100.20
969.00,100.21
968.00,100.22
967.00,100.23
966.00,100.23
965.00,100.23
964.00,100.24
963.00,100.25
962.00,100.26
961.00,100.27
960.00,100.28
959.00,100.27
958.00,100.26
957.00,100.25
956.00,100.24
955.00,100.24
954.00,100.24
953.00,100.23
952.00,100.22
951.00,100.20
950.00,100.19
949.00,100.20
948.00,100.21
947.00,100.21
946.00,100.22
945.00,100.21
944.00,100.20
943.00,100.19
942.00,100.19
941.00,100.20
940.00,100.20
939.00,100.20
938.00,100.21
937.00,100.21
936.00,100.22
935.00,100.22
934.00,100.21
933.00,100.20
932.00,100.21
931.00,100.22
930.00,100.23
929.00,100.22
928.00,100.22
927.00,100.22
926.00,100.25
925.00,100.27
924.00,100.29
923.00,100.28
922.00,100.27
921.00,100.26
920.00,100.25
919.00,100.24
918.00,100.23
917.00,100.21
916.00,100.21
915.00,100.21
914.00,100.22
913.00,100.23
912.00,100.24
911.00,100.23
910.00,100.23
909.00,100.23
908.00,100.25
907.00,100.27
906.00,100.28
905.00,100.29
904.00,100.30
903.00,100.30
902.00,100.29
901.00,100.26
900.00,100.25
899.00,100.26
898.00,100.29
897.00,100.32
896.00,100.32
895.00,100.31
894.00,100.30
893.00,100.30
