Created as New Dataset,61 Monsanto
cm-1,%T
892.00,100.29
891.00,100.28
890.00,100.27
889.00,100.26
888.00,100.27
887.00,100.27
886.00,100.28
885.00,100.28
884.00,100.30
883.00,100.31
882.00,100.32
881.00,100.33
880.00,100.32
879.00,100.31
878.00,100.30
877.00,100.28
876.00,100.28
875.00,100.28
874.00,100.28
873.00,100.28
872.00,100.28
871.00,100.28
870.00,100.29
869.00,100.31
868.00,100.31
867.00,100.29
866.00,100.25
865.00,100.20
864.00,100.17
863.00,100.18
862.00,100.22
861.00,100.25
860.00,100.27
859.00,100.28
858.00,100.29
857.00,100.29
856.00,100.28
855.00,100.26
854.00,100.25
853.00,100.24
852.00,100.24
851.00,100.24
850.00,100.22
849.00,100.22
848.00,100.22
847.00,100.24
846.00,100.27
845.00,100.32
844.00,100.37
843.00,100.40
842.00,100.37
841.00,100.30
840.00,100.24
839.00,100.20
838.00,100.21
837.00,100.25
836.00,100.29
835.00,100.29
834.00,100.26
833.00,100.22
832.00,100.22
831.00,100.25
830.00,100.30
829.00,100.35
828.00,100.39
827.00,100.39
826.00,100.35
825.00,100.28
824.00,100.22
823.00,100.20
822.00,100.22
821.00,100.26
820.00,100.30
819.00,100.32
818.00,100.31
817.00,100.30
816.00,100.29
815.00,100.28
814.00,100.27
813.00,100.25
812.00,100.23
811.00,100.21
810.00,100.19
809.00,100.18
808.00,100.18
807.00,100.20
806.00,100.22
805.00,100.22
804.00,100.22
803.00,100.20
802.00,100.20
801.00,100.20
800.00,100.22
799.00,100.25
798.00,100.27
797.00,100.28
796.00,100.28
795.00,100.31
794.00,100.35
793.00,100.39
792.00,100.40
791.00,100.38
790.00,100.35
789.00,100.34
788.00,100.34
787.00,100.34
786.00,100.35
785.00,100.35
784.00,100.34
783.00,100.31
782.00,100.27
781.00,100.26
780.00,100.26
779.00,100.25
778.00,100.22
777.00,100.19
776.00,100.17
775.00,100.16
774.00,100.16
773.00,100.17
772.00,100.20
771.00,100.23
770.00,100.24
769.00,100.24
768.00,100.23
767.00,100.23
766.00,100.24
765.00,100.27
764.00,100.31
763.00,100.33
762.00,100.32
761.00,100.30
760.00,100.28
759.00,100.26
758.00,100.25
757.00,100.25
756.00,100.28
755.00,100.32
754.00,100.36
753.00,100.40
752.00,100.44
751.00,100.44
750.00,100.43
749.00,100.40
748.00,100.39
747.00,100.37
746.00,100.32
745.00,100.23
744.00,100.14
743.00,100.13
742.00,100.18
741.00,100.27
740.00,100.32
739.00,100.32
738.00,100.29
737.00,100.27
736.00,100.29
735.00,100.30
734.00,100.31
733.00,100.30
732.00,100.30
731.00,100.31
730.00,100.29
729.00,100.26
728.00,100.23
727.00,100.23
726.00,100.25
725.00,100.25
724.00,100.24
723.00,100.22
722.00,100.22
721.00,100.24
720.00,100.26
719.00,100.27
718.00,100.27
717.00,100.25
716.00,100.22
715.00,100.19
714.00,100.17
713.00,100.17
712.00,100.17
711.00,100.18
710.00,100.17
709.00,100.15
708.00,100.14
707.00,100.13
706.00,100.11
705.00,100.08
704.00,100.05
703.00,100.04
702.00,100.04
701.00,100.06
700.00,100.09
699.00,100.12
698.00,100.12
697.00,100.12
696.00,100.11
695.00,100.12
694.00,100.12
693.00,100.13
692.00,100.14
691.00,100.16
690.00,100.17
689.00,100.17
688.00,100.14
687.00,100.11
686.00,100.10
685.00,100.10
684.00,100.14
683.00,100.20
682.00,100.27
681.00,100.29
680.00,100.28
679.00,100.26
678.00,100.26
677.00,100.26
676.00,100.24
675.00,100.18
674.00,100.10
673.00,100.08
672.00,100.11
671.00,100.17
670.00,100.21
669.00,100.25
668.00,100.26
667.00,100.22
666.00,100.22
665.00,100.25
664.00,100.26
663.00,100.23
662.00,100.18
661.00,100.14
660.00,100.10
659.00,100.08
658.00,100.09
657.00,100.11
656.00,100.13
655.00,100.11
654.00,100.07
653.00,100.03
652.00,99.99
651.00,99.95
650.00,99.91
649.00,99.89
648.00,99.92
647.00,99.98
646.00,100.04
645.00,100.09
644.00,100.14
643.00,100.20
642.00,100.22
641.00,100.11
640.00,99.88
639.00,99.60
638.00,99.43
637.00,99.43
636.00,99.56
635.00,99.71
634.00,99.80
633.00,99.83
632.00,99.87
631.00,99.98
630.00,100.16
629.00,100.37
628.00,100.51
627.00,100.47
626.00,100.23
625.00,99.91
624.00,99.67
623.00,99.58
622.00,99.60
621.00,99.64
620.00,99.68
619.00,99.75
618.00,99.86
617.00,99.98
616.00,100.00
615.00,99.90
614.00,99.76
613.00,99.72
612.00,99.84
611.00,100.01
610.00,100.13
609.00,100.18
608.00,100.17
607.00,100.11
606.00,100.03
605.00,99.99
604.00,100.01
603.00,99.96
602.00,99.76
601.00,99.54
600.00,99.48
599.00,99.63
598.00,99.84
597.00,99.99
596.00,100.10
595.00,100.20
594.00,100.23
593.00,100.08
592.00,99.84
591.00,99.70
590.00,99.77
589.00,99.98
588.00,100.18
587.00,100.21
586.00,100.04
585.00,99.74
584.00,99.52
583.00,99.56
582.00,99.86
581.00,100.28
580.00,100.62
579.00,100.73
578.00,100.59
577.00,100.37
576.00,100.41
575.00,100.85
574.00,101.39
573.00,101.46
572.00,100.82
571.00,99.73
570.00,98.87
569.00,98.71
568.00,99.17
567.00,99.79
566.00,100.22
565.00,100.50
564.00,100.84
563.00,101.21
562.00,101.33
561.00,101.10
560.00,100.68
559.00,100.36
558.00,100.19
557.00,100.04
556.00,99.81
555.00,99.50
554.00,99.32
553.00,99.45
552.00,99.94
551.00,100.56
550.00,100.96
