Created as New Dataset,91 Du Pont
cm-1,%T
2864.00,89.20
2863.00,89.02
2862.00,88.87
2861.00,88.76
2860.00,88.74
2859.00,88.78
2858.00,88.90
2857.00,89.07
2856.00,89.31
2855.00,89.61
2854.00,89.96
2853.00,90.36
2852.00,90.78
2851.00,91.23
2850.00,91.70
2849.00,92.16
2848.00,92.61
2847.00,93.03
2846.00,93.44
2845.00,93.82
2844.00,94.17
2843.00,94.48
2842.00,94.76
2841.00,95.01
2840.00,95.24
2839.00,95.44
2838.00,95.60
2837.00,95.73
2836.00,95.84
2835.00,95.94
2834.00,96.03
2833.00,96.11
2832.00,96.17
2831.00,96.22
2830.00,96.27
2829.00,96.32
2828.00,96.36
2827.00,96.39
2826.00,96.42
2825.00,96.45
2824.00,96.49
2823.00,96.54
2822.00,96.59
2821.00,96.64
2820.00,96.68
2819.00,96.73
2818.00,96.77
2817.00,96.81
2816.00,96.85
2815.00,96.88
2814.00,96.91
2813.00,96.94
2812.00,96.98
2811.00,97.01
2810.00,97.05
2809.00,97.08
2808.00,97.12
2807.00,97.15
2806.00,97.18
2805.00,97.20
2804.00,97.22
2803.00,97.24
2802.00,97.28
2801.00,97.31
2800.00,97.35
2799.00,97.37
2798.00,97.39
2797.00,97.40
2796.00,97.41
2795.00,97.43
2794.00,97.46
2793.00,97.48
2792.00,97.50
2791.00,97.51
2790.00,97.52
2789.00,97.53
2788.00,97.54
2787.00,97.56
2786.00,97.57
2785.00,97.58
2784.00,97.59
2783.00,97.60
2782.00,97.61
2781.00,97.61
2780.00,97.62
2779.00,97.63
2778.00,97.65
2777.00,97.67
2776.00,97.69
2775.00,97.70
2774.00,97.70
2773.00,97.71
2772.00,97.72
2771.00,97.73
2770.00,97.74
2769.00,97.75
2768.00,97.76
2767.00,97.77
2766.00,97.78
2765.00,97.78
2764.00,97.78
2763.00,97.78
2762.00,97.79
2761.00,97.80
2760.00,97.81
2759.00,97.83
2758.00,97.86
2757.00,97.87
2756.00,97.88
2755.00,97.88
2754.00,97.87
2753.00,97.86
2752.00,97.86
2751.00,97.86
2750.00,97.86
2749.00,97.86
2748.00,97.86
2747.00,97.87
2746.00,97.87
2745.00,97.87
2744.00,97.87
2743.00,97.89
2742.00,97.90
2741.00,97.91
2740.00,97.92
2739.00,97.93
2738.00,97.94
2737.00,97.95
2736.00,97.96
2735.00,97.97
2734.00,97.98
2733.00,97.99
2732.00,98.01
2731.00,98.02
2730.00,98.03
2729.00,98.04
2728.00,98.04
2727.00,98.04
2726.00,98.04
2725.00,98.05
2724.00,98.06
2723.00,98.08
2722.00,98.10
2721.00,98.12
2720.00,98.14
2719.00,98.15
2718.00,98.16
2717.00,98.16
2716.00,98.17
2715.00,98.18
2714.00,98.20
2713.00,98.21
2712.00,98.21
2711.00,98.20
2710.00,98.19
2709.00,98.19
2708.00,98.19
2707.00,98.20
2706.00,98.22
2705.00,98.23
2704.00,98.23
2703.00,98.23
2702.00,98.22
2701.00,98.22
2700.00,98.21
2699.00,98.21
2698.00,98.21
2697.00,98.21
2696.00,98.21
2695.00,98.21
2694.00,98.21
2693.00,98.22
2692.00,98.24
2691.00,98.25
2690.00,98.27
2689.00,98.28
2688.00,98.29
2687.00,98.29
2686.00,98.29
2685.00,98.28
2684.00,98.28
2683.00,98.28
2682.00,98.29
2681.00,98.30
2680.00,98.30
2679.00,98.29
2678.00,98.28
2677.00,98.27
2676.00,98.26
2675.00,98.26
2674.00,98.27
2673.00,98.28
2672.00,98.29
2671.00,98.28
2670.00,98.28
2669.00,98.29
2668.00,98.30
2667.00,98.31
2666.00,98.32
2665.00,98.33
2664.00,98.32
2663.00,98.32
2662.00,98.31
2661.00,98.30
2660.00,98.29
2659.00,98.29
2658.00,98.29
2657.00,98.29
2656.00,98.29
2655.00,98.29
2654.00,98.27
2653.00,98.25
2652.00,98.22
2651.00,98.20
2650.00,98.20
2649.00,98.20
2648.00,98.20
2647.00,98.20
2646.00,98.20
2645.00,98.20
2644.00,98.20
2643.00,98.20
2642.00,98.20
2641.00,98.19
2640.00,98.18
2639.00,98.16
2638.00,98.14
2637.00,98.12
2636.00,98.11
2635.00,98.11
2634.00,98.12
2633.00,98.12
2632.00,98.12
2631.00,98.11
2630.00,98.10
2629.00,98.09
2628.00,98.08
2627.00,98.08
2626.00,98.09
2625.00,98.11
2624.00,98.12
2623.00,98.11
2622.00,98.09
2621.00,98.07
2620.00,98.05
2619.00,98.04
2618.00,98.03
2617.00,98.02
2616.00,98.01
2615.00,98.02
2614.00,98.03
2613.00,98.03
2612.00,98.03
2611.00,98.02
2610.00,98.01
2609.00,98.00
2608.00,98.00
2607.00,98.00
2606.00,97.99
2605.00,97.97
2604.00,97.94
2603.00,97.92
2602.00,97.92
2601.00,97.94
2600.00,97.96
2599.00,97.98
2598.00,97.97
2597.00,97.94
2596.00,97.91
2595.00,97.91
2594.00,97.92
2593.00,97.94
2592.00,97.94
2591.00,97.93
2590.00,97.92
2589.00,97.90
2588.00,97.89
2587.00,97.89
2586.00,97.88
2585.00,97.88
2584.00,97.88
2583.00,97.89
2582.00,97.92
2581.00,97.95
2580.00,97.96
2579.00,97.95
2578.00,97.93
2577.00,97.92
2576.00,97.91
2575.00,97.90
2574.00,97.88
2573.00,97.86
2572.00,97.85
2571.00,97.85
2570.00,97.85
2569.00,97.86
2568.00,97.87
2567.00,97.87
2566.00,97.87
2565.00,97.88
2564.00,97.89
2563.00,97.90
2562.00,97.91
2561.00,97.91
2560.00,97.90
2559.00,97.90
2558.00,97.90
2557.00,97.91
2556.00,97.92
2555.00,97.92
2554.00,97.93
2553.00,97.93
2552.00,97.92
2551.00,97.90
2550.00,97.88
2549.00,97.86
2548.00,97.86
2547.00,97.87
2546.00,97.88
2545.00,97.88
2544.00,97.89
2543.00,97.90
2542.00,97.91
2541.00,97.91
2540.00,97.90
2539.00,97.90
2538.00,97.89
2537.00,97.90
2536.00,97.90
2535.00,97.89
2534.00,97.88
2533.00,97.88
2532.00,97.88
2531.00,97.89
2530.00,97.90
2529.00,97.90
2528.00,97.90
2527.00,97.91
2526.00,97.94
2525.00,97.97
2524.00,97.99
2523.00,97.98
2522.00,97.92
2521.00,97.87
2520.00,97.84
2519.00,97.85
2518.00,97.89
2517.00,97.94
2516.00,97.98
2515.00,98.01
2514.00,98.01
2513.00,98.00
2512.00,98.00
2511.00,98.00
2510.00,98.01
2509.00,98.01
2508.00,98.02
2507.00,98.02
2506.00,98.01
2505.00,97.99
2504.00,97.98
2503.00,97.99
2502.00,97.99
2501.00,98.00
2500.00,98.00
2499.00,98.00
2498.00,97.99
2497.00,97.98
2496.00,97.98
2495.00,97.98
2494.00,97.98
2493.00,97.97
2492.00,97.96
2491.00,97.96
2490.00,97.97
2489.00,97.97
2488.00,97.96
2487.00,97.95
2486.00,97.93
2485.00,97.93
2484.00,97.93
2483.00,97.93
2482.00,97.94
2481.00,97.94
2480.00,97.96
2479.00,97.97
2478.00,97.96
2477.00,97.95
2476.00,97.94
2475.00,97.93
2474.00,97.92
2473.00,97.91
2472.00,97.91
2471.00,97.92
2470.00,97.92
2469.00,97.94
2468.00,97.96
2467.00,97.99
2466.00,98.01
2465.00,98.01
2464.00,98.00
2463.00,97.99
2462.00,97.99
2461.00,98.00
2460.00,98.00
2459.00,98.00
2458.00,98.00
2457.00,97.99
2456.00,97.99
2455.00,97.99
2454.00,97.99
