Created as New Dataset,198 Lenzing AG
cm-1,%T
2460.00,100.13
2459.00,100.13
2458.00,100.12
2457.00,100.10
2456.00,100.10
2455.00,100.12
2454.00,100.15
2453.00,100.18
2452.00,100.20
2451.00,100.21
2450.00,100.22
2449.00,100.22
2448.00,100.23
2447.00,100.23
2446.00,100.23
2445.00,100.22
2444.00,100.20
2443.00,100.20
2442.00,100.20
2441.00,100.19
2440.00,100.19
2439.00,100.19
2438.00,100.19
2437.00,100.20
2436.00,100.20
2435.00,100.20
2434.00,100.20
2433.00,100.20
2432.00,100.19
2431.00,100.18
2430.00,100.19
2429.00,100.20
2428.00,100.22
2427.00,100.24
2426.00,100.25
2425.00,100.25
2424.00,100.26
2423.00,100.25
2422.00,100.25
2421.00,100.24
2420.00,100.22
2419.00,100.21
2418.00,100.19
2417.00,100.19
2416.00,100.20
2415.00,100.21
2414.00,100.22
2413.00,100.22
2412.00,100.23
2411.00,100.25
2410.00,100.25
2409.00,100.25
2408.00,100.25
2407.00,100.27
2406.00,100.28
2405.00,100.29
2404.00,100.28
2403.00,100.27
2402.00,100.27
2401.00,100.27
2400.00,100.28
2399.00,100.27
2398.00,100.28
2397.00,100.29
2396.00,100.31
2395.00,100.32
2394.00,100.31
2393.00,100.30
2392.00,100.30
2391.00,100.31
2390.00,100.33
2389.00,100.35
2388.00,100.37
2387.00,100.38
2386.00,100.38
2385.00,100.37
2384.00,100.37
2383.00,100.38
2382.00,100.39
2381.00,100.39
2380.00,100.39
2379.00,100.37
2378.00,100.35
2377.00,100.34
2376.00,100.34
2375.00,100.38
2374.00,100.42
2373.00,100.44
2372.00,100.43
2371.00,100.41
2370.00,100.41
2369.00,100.43
2368.00,100.46
2367.00,100.46
2366.00,100.44
2365.00,100.38
2364.00,100.35
2363.00,100.37
2362.00,100.45
2361.00,100.55
2360.00,100.61
2359.00,100.59
2358.00,100.53
2357.00,100.47
2356.00,100.45
2355.00,100.44
2354.00,100.44
2353.00,100.44
2352.00,100.44
2351.00,100.44
2350.00,100.44
2349.00,100.44
2348.00,100.45
2347.00,100.46
2346.00,100.46
2345.00,100.45
2344.00,100.43
2343.00,100.43
2342.00,100.44
2341.00,100.44
2340.00,100.45
2339.00,100.46
2338.00,100.44
2337.00,100.41
2336.00,100.37
2335.00,100.36
2334.00,100.37
2333.00,100.37
2332.00,100.37
2331.00,100.39
2330.00,100.42
2329.00,100.45
2328.00,100.45
2327.00,100.43
2326.00,100.39
2325.00,100.37
2324.00,100.35
2323.00,100.33
2322.00,100.33
2321.00,100.33
2320.00,100.34
2319.00,100.34
2318.00,100.34
2317.00,100.33
2316.00,100.34
2315.00,100.35
2314.00,100.36
2313.00,100.36
2312.00,100.35
2311.00,100.34
2310.00,100.34
2309.00,100.34
2308.00,100.32
2307.00,100.30
2306.00,100.27
2305.00,100.24
2304.00,100.20
2303.00,100.16
2302.00,100.15
2301.00,100.17
2300.00,100.20
2299.00,100.21
2298.00,100.18
2297.00,100.14
2296.00,100.13
2295.00,100.14
2294.00,100.16
2293.00,100.16
2292.00,100.15
2291.00,100.14
2290.00,100.13
2289.00,100.13
2288.00,100.13
2287.00,100.12
2286.00,100.11
2285.00,100.09
2284.00,100.07
2283.00,100.06
2282.00,100.07
2281.00,100.08
2280.00,100.08
2279.00,100.08
2278.00,100.08
2277.00,100.08
2276.00,100.07
2275.00,100.06
2274.00,100.05
2273.00,100.04
2272.00,100.03
2271.00,100.01
2270.00,100.00
2269.00,99.98
2268.00,99.95
2267.00,99.93
2266.00,99.94
2265.00,99.95
2264.00,99.96
2263.00,99.95
2262.00,99.92
2261.00,99.89
2260.00,99.89
2259.00,99.91
2258.00,99.93
2257.00,99.94
2256.00,99.93
2255.00,99.92
2254.00,99.92
2253.00,99.94
2252.00,99.95
2251.00,99.95
2250.00,99.94
2249.00,99.93
2248.00,99.92
2247.00,99.92
2246.00,99.91
2245.00,99.91
2244.00,99.90
2243.00,99.90
2242.00,99.90
2241.00,99.89
2240.00,99.86
2239.00,99.85
2238.00,99.84
2237.00,99.83
2236.00,99.80
2235.00,99.76
2234.00,99.73
2233.00,99.72
2232.00,99.73
2231.00,99.75
2230.00,99.74
2229.00,99.71
2228.00,99.69
2227.00,99.68
2226.00,99.68
2225.00,99.68
2224.00,99.68
2223.00,99.71
2222.00,99.75
2221.00,99.74
2220.00,99.70
2219.00,99.65
2218.00,99.64
2217.00,99.67
2216.00,99.72
2215.00,99.78
2214.00,99.82
2213.00,99.84
2212.00,99.81
2211.00,99.75
2210.00,99.68
2209.00,99.65
2208.00,99.65
2207.00,99.68
2206.00,99.72
2205.00,99.72
2204.00,99.67
2203.00,99.60
2202.00,99.53
2201.00,99.49
2200.00,99.47
2199.00,99.48
2198.00,99.50
2197.00,99.54
2196.00,99.57
2195.00,99.58
2194.00,99.57
2193.00,99.55
2192.00,99.52
2191.00,99.48
2190.00,99.44
2189.00,99.43
2188.00,99.45
2187.00,99.45
2186.00,99.43
2185.00,99.43
2184.00,99.46
2183.00,99.50
2182.00,99.49
2181.00,99.44
2180.00,99.38
2179.00,99.36
2178.00,99.37
2177.00,99.39
2176.00,99.40
2175.00,99.38
2174.00,99.35
2173.00,99.31
2172.00,99.28
2171.00,99.27
2170.00,99.26
2169.00,99.25
2168.00,99.22
2167.00,99.20
2166.00,99.18
2165.00,99.15
2164.00,99.11
2163.00,99.08
2162.00,99.09
2161.00,99.15
2160.00,99.25
2159.00,99.35
2158.00,99.44
2157.00,99.50
2156.00,99.56
2155.00,99.63
2154.00,99.69
2153.00,99.74
2152.00,99.76
2151.00,99.75
2150.00,99.74
2149.00,99.73
2148.00,99.72
2147.00,99.70
2146.00,99.66
2145.00,99.62
2144.00,99.59
2143.00,99.58
2142.00,99.60
2141.00,99.64
2140.00,99.68
2139.00,99.71
2138.00,99.74
2137.00,99.79
2136.00,99.85
2135.00,99.87
2134.00,99.87
2133.00,99.84
2132.00,99.82
2131.00,99.82
2130.00,99.85
2129.00,99.88
2128.00,99.91
2127.00,99.92
2126.00,99.94
2125.00,99.96
2124.00,99.98
2123.00,99.99
2122.00,99.98
2121.00,99.96
2120.00,99.95
2119.00,99.94
2118.00,99.91
2117.00,99.87
2116.00,99.85
2115.00,99.85
2114.00,99.88
2113.00,99.89
2112.00,99.87
2111.00,99.84
2110.00,99.81
2109.00,99.82
2108.00,99.83
2107.00,99.85
2106.00,99.85
2105.00,99.84
2104.00,99.84
2103.00,99.86
2102.00,99.88
2101.00,99.90
2100.00,99.92
2099.00,99.92
2098.00,99.92
2097.00,99.91
2096.00,99.91
2095.00,99.93
2094.00,99.97
2093.00,100.00
2092.00,100.02
2091.00,100.00
2090.00,99.98
2089.00,99.96
2088.00,99.94
2087.00,99.92
2086.00,99.89
2085.00,99.88
2084.00,99.88
2083.00,99.88
2082.00,99.86
2081.00,99.81
2080.00,99.78
2079.00,99.76
2078.00,99.77
2077.00,99.80
2076.00,99.83
2075.00,99.87
2074.00,99.90
2073.00,99.92
2072.00,99.91
2071.00,99.87
2070.00,99.81
2069.00,99.76
2068.00,99.74
2067.00,99.77
2066.00,99.81
2065.00,99.84
2064.00,99.83
2063.00,99.80
2062.00,99.77
2061.00,99.76
2060.00,99.78
2059.00,99.78
2058.00,99.77
2057.00,99.76
2056.00,99.75
2055.00,99.74
2054.00,99.72
2053.00,99.69
2052.00,99.65
2051.00,99.64
2050.00,99.65
2049.00,99.68
2048.00,99.70
2047.00,99.68
2046.00,99.62
2045.00,99.53
2044.00,99.45
2043.00,99.41
2042.00,99.42
2041.00,99.43
2040.00,99.43
2039.00,99.41
2038.00,99.40
2037.00,99.42
2036.00,99.46
2035.00,99.48
2034.00,99.46
2033.00,99.43
2032.00,99.41
2031.00,99.39
2030.00,99.36
2029.00,99.33
2028.00,99.34
2027.00,99.39
2026.00,99.44
2025.00,99.47
2024.00,99.47
2023.00,99.47
2022.00,99.48
2021.00,99.50
2020.00,99.50
2019.00,99.48
2018.00,99.46
2017.00,99.46
2016.00,99.50
2015.00,99.56
2014.00,99.60
2013.00,99.60
2012.00,99.57
2011.00,99.53
2010.00,99.49
2009.00,99.48
2008.00,99.50
2007.00,99.55
2006.00,99.61
2005.00,99.64
2004.00,99.64
2003.00,99.65
2002.00,99.67
2001.00,99.71
2000.00,99.75
1999.00,99.78
1998.00,99.80
1997.00,99.80
1996.00,99.79
1995.00,99.75
1994.00,99.70
1993.00,99.64
1992.00,99.62
1991.00,99.63
1990.00,99.63
1989.00,99.60
1988.00,99.54
1987.00,99.48
1986.00,99.45
1985.00,99.42
1984.00,99.41
1983.00,99.42
1982.00,99.47
1981.00,99.52
1980.00,99.56
1979.00,99.57
1978.00,99.59
1977.00,99.64
1976.00,99.73
1975.00,99.81
1974.00,99.84
1973.00,99.81
1972.00,99.78
1971.00,99.77
1970.00,99.78
1969.00,99.78
1968.00,99.75
1967.00,99.72
1966.00,99.70
1965.00,99.68
1964.00,99.66
1963.00,99.66
1962.00,99.70
1961.00,99.78
1960.00,99.88
1959.00,99.95
1958.00,99.98
1957.00,99.96
1956.00,99.92
1955.00,99.88
1954.00,99.88
1953.00,99.90
1952.00,99.94
1951.00,99.98
1950.00,99.99
1949.00,100.00
1948.00,100.03
1947.00,100.07
1946.00,100.11
1945.00,100.13
1944.00,100.10
1943.00,100.06
1942.00,100.03
1941.00,100.03
1940.00,100.04
1939.00,100.04
1938.00,100.04
1937.00,100.03
1936.00,100.04
1935.00,100.06
1934.00,100.08
1933.00,100.10
1932.00,100.12
1931.00,100.12
1930.00,100.11
1929.00,100.09
1928.00,100.07
1927.00,100.06
1926.00,100.07
1925.00,100.10
1924.00,100.13
1923.00,100.16
1922.00,100.17
1921.00,100.16
1920.00,100.13
1919.00,100.11
1918.00,100.13
1917.00,100.16
1916.00,100.19
1915.00,100.22
1914.00,100.24
1913.00,100.25
1912.00,100.25
1911.00,100.25
1910.00,100.25
1909.00,100.26
1908.00,100.25
1907.00,100.24
1906.00,100.22
1905.00,100.21
1904.00,100.20
1903.00,100.21
1902.00,100.23
1901.00,100.25
1900.00,100.27
1899.00,100.29
1898.00,100.29
1897.00,100.30
1896.00,100.31
1895.00,100.31
1894.00,100.30
1893.00,100.29
1892.00,100.27
1891.00,100.27
1890.00,100.27
1889.00,100.29
1888.00,100.30
1887.00,100.30
1886.00,100.29
1885.00,100.28
1884.00,100.27
1883.00,100.27
1882.00,100.29
1881.00,100.31
1880.00,100.32
1879.00,100.32
1878.00,100.32
1877.00,100.32
1876.00,100.32
1875.00,100.32
1874.00,100.32
1873.00,100.32
1872.00,100.32
1871.00,100.32
1870.00,100.33
1869.00,100.33
1868.00,100.33
1867.00,100.34
1866.00,100.33
1865.00,100.32
1864.00,100.31
1863.00,100.31
1862.00,100.31
1861.00,100.33
1860.00,100.33
1859.00,100.33
1858.00,100.31
1857.00,100.30
1856.00,100.29
1855.00,100.31
1854.00,100.33
1853.00,100.34
1852.00,100.33
1851.00,100.33
1850.00,100.34
1849.00,100.36
1848.00,100.38
1847.00,100.41
1846.00,100.43
1845.00,100.45
1844.00,100.47
1843.00,100.47
1842.00,100.46
1841.00,100.45
1840.00,100.44
1839.00,100.43
1838.00,100.41
1837.00,100.40
1836.00,100.38
1835.00,100.36
1834.00,100.36
1833.00,100.36
1832.00,100.37
1831.00,100.39
1830.00,100.40
1829.00,100.41
1828.00,100.42
1827.00,100.42
1826.00,100.42
1825.00,100.41
1824.00,100.41
1823.00,100.41
1822.00,100.41
1821.00,100.42
1820.00,100.42
1819.00,100.42
1818.00,100.43
1817.00,100.43
1816.00,100.45
1815.00,100.45
1814.00,100.44
1813.00,100.42
1812.00,100.41
1811.00,100.40
1810.00,100.40
1809.00,100.40
1808.00,100.41
1807.00,100.43
1806.00,100.44
1805.00,100.43
1804.00,100.41
1803.00,100.39
1802.00,100.38
1801.00,100.37
1800.00,100.37
1799.00,100.38
1798.00,100.40
1797.00,100.42
1796.00,100.44
1795.00,100.44
1794.00,100.43
1793.00,100.40
1792.00,100.39
1791.00,100.39
1790.00,100.41
1789.00,100.43
1788.00,100.45
1787.00,100.46
1786.00,100.47
1785.00,100.47
1784.00,100.46
1783.00,100.45
1782.00,100.44
1781.00,100.43
1780.00,100.43
1779.00,100.43
1778.00,100.43
1777.00,100.44
1776.00,100.44
1775.00,100.43
1774.00,100.41
1773.00,100.39
1772.00,100.37
1771.00,100.37
1770.00,100.38
1769.00,100.39
1768.00,100.40
1767.00,100.40
1766.00,100.41
1765.00,100.42
1764.00,100.43
1763.00,100.42
1762.00,100.40
1761.00,100.37
1760.00,100.35
1759.00,100.33
1758.00,100.33
1757.00,100.34
1756.00,100.35
1755.00,100.36
1754.00,100.35
1753.00,100.33
1752.00,100.30
1751.00,100.27
1750.00,100.26
1749.00,100.26
1748.00,100.26
1747.00,100.27
1746.00,100.28
1745.00,100.28
1744.00,100.28
1743.00,100.28
1742.00,100.28
1741.00,100.29
1740.00,100.31
1739.00,100.32
1738.00,100.31
1737.00,100.29
1736.00,100.28
1735.00,100.28
1734.00,100.29
1733.00,100.31
1732.00,100.31
1731.00,100.31
1730.00,100.31
1729.00,100.32
1728.00,100.34
1727.00,100.36
1726.00,100.37
1725.00,100.37
1724.00,100.37
1723.00,100.36
1722.00,100.36
1721.00,100.35
1720.00,100.32
1719.00,100.28
1718.00,100.23
1717.00,100.20
1716.00,100.18
1715.00,100.19
1714.00,100.21
1713.00,100.23
1712.00,100.26
1711.00,100.28
1710.00,100.30
1709.00,100.30
1708.00,100.29
1707.00,100.27
1706.00,100.24
1705.00,100.23
1704.00,100.21
1703.00,100.20
1702.00,100.20
1701.00,100.19
1700.00,100.19
1699.00,100.19
1698.00,100.19
1697.00,100.19
1696.00,100.17
1695.00,100.15
1694.00,100.14
1693.00,100.13
1692.00,100.13
1691.00,100.13
1690.00,100.11
1689.00,100.08
1688.00,100.06
1687.00,100.04
1686.00,100.05
1685.00,100.05
1684.00,100.05
1683.00,100.04
1682.00,100.03
1681.00,100.01
1680.00,99.99
1679.00,99.96
1678.00,99.94
1677.00,99.93
1676.00,99.92
1675.00,99.90
1674.00,99.89
1673.00,99.86
1672.00,99.83
1671.00,99.81
1670.00,99.79
1669.00,99.77
1668.00,99.75
1667.00,99.72
1666.00,99.69
1665.00,99.67
1664.00,99.65
1663.00,99.63
1662.00,99.60
1661.00,99.57
1660.00,99.54
1659.00,99.51
1658.00,99.50
1657.00,99.50
1656.00,99.49
1655.00,99.49
1654.00,99.47
1653.00,99.44
1652.00,99.43
1651.00,99.43
1650.00,99.41
1649.00,99.39
1648.00,99.36
1647.00,99.34
1646.00,99.35
1645.00,99.38
1644.00,99.39
1643.00,99.39
1642.00,99.38
1641.00,99.37
1640.00,99.37
1639.00,99.38
1638.00,99.39
1637.00,99.40
1636.00,99.40
1635.00,99.40
1634.00,99.40
1633.00,99.39
1632.00,99.39
1631.00,99.40
1630.00,99.42
1629.00,99.44
1628.00,99.45
1627.00,99.46
1626.00,99.45
1625.00,99.45
1624.00,99.45
1623.00,99.47
1622.00,99.49
1621.00,99.51
1620.00,99.50
1619.00,99.48
1618.00,99.46
1617.00,99.45
1616.00,99.46
1615.00,99.50
1614.00,99.55
1613.00,99.60
1612.00,99.64
1611.00,99.67
1610.00,99.69
1609.00,99.69
1608.00,99.70
1607.00,99.70
1606.00,99.72
1605.00,99.74
1604.00,99.75
1603.00,99.76
1602.00,99.76
1601.00,99.77
1600.00,99.79
1599.00,99.81
1598.00,99.82
1597.00,99.81
1596.00,99.80
1595.00,99.78
1594.00,99.78
1593.00,99.80
1592.00,99.83
1591.00,99.85
1590.00,99.86
1589.00,99.87
1588.00,99.87
1587.00,99.87
1586.00,99.87
1585.00,99.88
1584.00,99.90
1583.00,99.92
1582.00,99.94
1581.00,99.96
1580.00,99.97
1579.00,99.99
1578.00,100.00
1577.00,100.00
1576.00,99.99
1575.00,99.99
1574.00,100.00
1573.00,100.01
1572.00,100.02
1571.00,100.03
1570.00,100.04
1569.00,100.05
1568.00,100.05
1567.00,100.07
1566.00,100.09
1565.00,100.10
1564.00,100.10
1563.00,100.10
1562.00,100.09
1561.00,100.10
1560.00,100.10
1559.00,100.09
1558.00,100.09
1557.00,100.11
1556.00,100.10
1555.00,100.10
1554.00,100.10
1553.00,100.11
1552.00,100.12
1551.00,100.13
1550.00,100.14
1549.00,100.14
1548.00,100.14
1547.00,100.13
1546.00,100.12
1545.00,100.10
1544.00,100.09
1543.00,100.10
1542.00,100.12
1541.00,100.14
1540.00,100.15
1539.00,100.17
1538.00,100.19
1537.00,100.20
1536.00,100.20
1535.00,100.19
1534.00,100.18
1533.00,100.17
1532.00,100.18
1531.00,100.19
1530.00,100.20
1529.00,100.21
1528.00,100.22
1527.00,100.21
1526.00,100.20
1525.00,100.19
1524.00,100.20
1523.00,100.21
1522.00,100.21
1521.00,100.20
1520.00,100.20
1519.00,100.20
1518.00,100.20
1517.00,100.21
1516.00,100.22
1515.00,100.23
1514.00,100.23
1513.00,100.21
1512.00,100.19
1511.00,100.17
1510.00,100.17
1509.00,100.17
1508.00,100.17
1507.00,100.17
1506.00,100.16
1505.00,100.16
1504.00,100.14
1503.00,100.13
1502.00,100.11
1501.00,100.09
1500.00,100.08
1499.00,100.07
1498.00,100.06
1497.00,100.05
1496.00,100.05
1495.00,100.04
1494.00,100.03
1493.00,100.02
1492.00,100.00
1491.00,99.97
1490.00,99.93
1489.00,99.90
1488.00,99.87
1487.00,99.84
1486.00,99.82
1485.00,99.78
1484.00,99.74
1483.00,99.70
1482.00,99.66
1481.00,99.62
1480.00,99.57
1479.00,99.53
1478.00,99.48
1477.00,99.44
1476.00,99.41
1475.00,99.38
1474.00,99.35
1473.00,99.32
1472.00,99.27
1471.00,99.21
1470.00,99.14
1469.00,99.08
1468.00,99.04
1467.00,99.02
1466.00,99.00
1465.00,98.99
1464.00,98.97
1463.00,98.96
1462.00,98.93
1461.00,98.90
1460.00,98.85
1459.00,98.82
1458.00,98.80
1457.00,98.79
1456.00,98.79
1455.00,98.78
1454.00,98.75
1453.00,98.73
1452.00,98.70
1451.00,98.68
1450.00,98.66
1449.00,98.63
1448.00,98.59
1447.00,98.56
1446.00,98.54
1445.00,98.52
1444.00,98.49
1443.00,98.46
1442.00,98.44
1441.00,98.42
1440.00,98.39
1439.00,98.38
1438.00,98.38
1437.00,98.38
1436.00,98.37
1435.00,98.36
1434.00,98.34
1433.00,98.32
1432.00,98.30
1431.00,98.30
1430.00,98.29
1429.00,98.29
1428.00,98.28
1427.00,98.27
1426.00,98.25
1425.00,98.23
1424.00,98.20
1423.00,98.17
1422.00,98.17
1421.00,98.17
1420.00,98.18
1419.00,98.17
1418.00,98.17
1417.00,98.16
1416.00,98.15
1415.00,98.15
1414.00,98.15
1413.00,98.16
1412.00,98.19
1411.00,98.21
1410.00,98.22
1409.00,98.23
1408.00,98.25
1407.00,98.26
1406.00,98.26
1405.00,98.26
1404.00,98.25
1403.00,98.25
1402.00,98.25
1401.00,98.24
1400.00,98.22
1399.00,98.20
1398.00,98.18
1397.00,98.18
1396.00,98.18
1395.00,98.19
1394.00,98.19
1393.00,98.19
1392.00,98.17
1391.00,98.15
1390.00,98.13
1389.00,98.10
1388.00,98.07
1387.00,98.02
1386.00,97.97
1385.00,97.91
1384.00,97.85
1383.00,97.76
1382.00,97.66
1381.00,97.57
1380.00,97.47
1379.00,97.38
1378.00,97.30
1377.00,97.23
1376.00,97.16
1375.00,97.10
1374.00,97.05
1373.00,97.01
1372.00,96.99
1371.00,96.97
1370.00,96.95
1369.00,96.93
1368.00,96.91
1367.00,96.90
1366.00,96.90
1365.00,96.90
1364.00,96.91
1363.00,96.92
1362.00,96.94
1361.00,96.97
1360.00,97.03
1359.00,97.09
1358.00,97.15
1357.00,97.20
1356.00,97.24
1355.00,97.29
1354.00,97.33
1353.00,97.36
1352.00,97.39
1351.00,97.40
1350.00,97.42
1349.00,97.43
1348.00,97.43
1347.00,97.42
1346.00,97.40
1345.00,97.39
1344.00,97.38
1343.00,97.37
1342.00,97.36
1341.00,97.34
1340.00,97.32
1339.00,97.29
1338.00,97.28
1337.00,97.26
1336.00,97.26
1335.00,97.26
1334.00,97.26
1333.00,97.27
1332.00,97.28
1331.00,97.28
1330.00,97.28
1329.00,97.28
1328.00,97.29
1327.00,97.30
1326.00,97.32
1325.00,97.33
1324.00,97.33
1323.00,97.31
1322.00,97.27
1321.00,97.23
1320.00,97.17
1319.00,97.11
1318.00,97.03
1317.00,96.97
1316.00,96.91
1315.00,96.89
1314.00,96.89
1313.00,96.92
1312.00,96.95
1311.00,96.99
1310.00,97.04
1309.00,97.08
1308.00,97.13
1307.00,97.19
1306.00,97.24
1305.00,97.30
1304.00,97.35
1303.00,97.41
1302.00,97.46
1301.00,97.51
1300.00,97.56
1299.00,97.61
1298.00,97.65
1297.00,97.69
1296.00,97.73
1295.00,97.78
1294.00,97.84
1293.00,97.90
1292.00,97.96
1291.00,98.01
1290.00,98.07
1289.00,98.13
1288.00,98.18
1287.00,98.21
1286.00,98.22
1285.00,98.22
1284.00,98.21
1283.00,98.19
1282.00,98.16
1281.00,98.13
1280.00,98.10
1279.00,98.07
1278.00,98.05
1277.00,98.03
1276.00,98.02
1275.00,98.02
1274.00,98.03
1273.00,98.04
1272.00,98.05
1271.00,98.05
1270.00,98.04
1269.00,98.02
1268.00,97.99
1267.00,97.97
1266.00,97.97
1265.00,97.98
1264.00,97.99
1263.00,97.99
1262.00,97.98
1261.00,97.99
1260.00,98.00
1259.00,98.02
1258.00,98.04
1257.00,98.07
1256.00,98.11
1255.00,98.15
1254.00,98.19
1253.00,98.23
1252.00,98.25
1251.00,98.28
1250.00,98.30
1249.00,98.32
1248.00,98.33
1247.00,98.34
1246.00,98.36
1245.00,98.37
1244.00,98.38
1243.00,98.38
1242.00,98.38
1241.00,98.37
1240.00,98.37
1239.00,98.37
1238.00,98.37
1237.00,98.38
1236.00,98.39
1235.00,98.39
1234.00,98.38
1233.00,98.38
1232.00,98.38
1231.00,98.38
1230.00,98.38
1229.00,98.39
1228.00,98.40
1227.00,98.41
1226.00,98.43
1225.00,98.46
1224.00,98.50
1223.00,98.55
1222.00,98.61
1221.00,98.67
1220.00,98.74
1219.00,98.81
1218.00,98.87
1217.00,98.91
1216.00,98.94
1215.00,98.96
1214.00,98.97
1213.00,98.98
1212.00,98.99
1211.00,99.00
1210.00,98.99
1209.00,98.95
1208.00,98.91
1207.00,98.84
1206.00,98.78
1205.00,98.70
1204.00,98.63
1203.00,98.58
1202.00,98.54
1201.00,98.51
1200.00,98.49
1199.00,98.48
1198.00,98.49
1197.00,98.51
1196.00,98.56
1195.00,98.62
1194.00,98.69
1193.00,98.75
1192.00,98.82
1191.00,98.89
1190.00,98.98
1189.00,99.07
1188.00,99.15
1187.00,99.21
1186.00,99.24
1185.00,99.25
1184.00,99.25
1183.00,99.22
1182.00,99.18
1181.00,99.13
1180.00,99.08
1179.00,99.02
1178.00,98.94
1177.00,98.84
1176.00,98.73
1175.00,98.60
1174.00,98.47
1173.00,98.33
1172.00,98.17
1171.00,98.00
1170.00,97.82
1169.00,97.62
1168.00,97.40
1167.00,97.16
1166.00,96.90
1165.00,96.65
1164.00,96.42
1163.00,96.20
1162.00,96.01
1161.00,95.83
1160.00,95.68
1159.00,95.55
1158.00,95.47
1157.00,95.42
1156.00,95.41
1155.00,95.44
1154.00,95.50
1153.00,95.58
1152.00,95.69
1151.00,95.81
1150.00,95.94
1149.00,96.04
1148.00,96.12
1147.00,96.20
1146.00,96.30
1145.00,96.41
1144.00,96.51
1143.00,96.58
1142.00,96.63
1141.00,96.65
1140.00,96.65
1139.00,96.62
1138.00,96.58
1137.00,96.53
1136.00,96.46
1135.00,96.38
1134.00,96.28
1133.00,96.18
1132.00,96.06
1131.00,95.92
1130.00,95.77
1129.00,95.62
1128.00,95.48
1127.00,95.34
1126.00,95.18
1125.00,95.01
1124.00,94.83
1123.00,94.67
1122.00,94.51
1121.00,94.35
1120.00,94.20
1119.00,94.05
1118.00,93.89
1117.00,93.75
1116.00,93.63
1115.00,93.55
1114.00,93.47
1113.00,93.38
1112.00,93.27
1111.00,93.18
1110.00,93.11
1109.00,93.06
1108.00,93.00
1107.00,92.96
1106.00,92.90
1105.00,92.83
1104.00,92.75
1103.00,92.65
1102.00,92.55
1101.00,92.44
1100.00,92.32
1099.00,92.19
1098.00,92.07
1097.00,91.95
1096.00,91.83
1095.00,91.72
1094.00,91.63
1093.00,91.57
1092.00,91.50
1091.00,91.43
1090.00,91.35
1089.00,91.23
1088.00,91.11
1087.00,90.97
1086.00,90.83
1085.00,90.70
1084.00,90.56
1083.00,90.43
1082.00,90.31
1081.00,90.20
1080.00,90.09
1079.00,89.98
1078.00,89.82
1077.00,89.63
1076.00,89.42
1075.00,89.23
1074.00,89.08
1073.00,88.94
1072.00,88.82
1071.00,88.72
1070.00,88.63
1069.00,88.52
1068.00,88.38
1067.00,88.22
1066.00,88.05
1065.00,87.89
1064.00,87.73
1063.00,87.56
1062.00,87.40
1061.00,87.24
1060.00,87.10
1059.00,86.98
1058.00,86.87
1057.00,86.78
1056.00,86.72
1055.00,86.69
1054.00,86.69
1053.00,86.68
1052.00,86.67
1051.00,86.66
1050.00,86.65
1049.00,86.62
1048.00,86.56
1047.00,86.50
1046.00,86.45
1045.00,86.39
1044.00,86.35
1043.00,86.32
1042.00,86.30
1041.00,86.29
1040.00,86.26
1039.00,86.22
1038.00,86.15
1037.00,86.07
1036.00,85.97
1035.00,85.87
1034.00,85.77
1033.00,85.67
1032.00,85.55
1031.00,85.42
1030.00,85.28
1029.00,85.13
1028.00,84.97
1027.00,84.83
1026.00,84.72
1025.00,84.63
1024.00,84.54
1023.00,84.46
1022.00,84.37
1021.00,84.28
1020.00,84.21
1019.00,84.17
1018.00,84.16
1017.00,84.15
1016.00,84.15
1015.00,84.18
1014.00,84.24
1013.00,84.33
1012.00,84.43
1011.00,84.55
1010.00,84.69
1009.00,84.82
1008.00,84.95
1007.00,85.06
1006.00,85.15
1005.00,85.22
1004.00,85.27
1003.00,85.29
1002.00,85.28
1001.00,85.23
1000.00,85.16
999.00,85.06
998.00,84.95
997.00,84.86
996.00,84.79
995.00,84.74
994.00,84.73
993.00,84.73
992.00,84.77
991.00,84.86
990.00,84.98
989.00,85.14
988.00,85.34
987.00,85.58
986.00,85.84
985.00,86.11
984.00,86.38
983.00,86.66
982.00,86.93
981.00,87.19
980.00,87.45
979.00,87.70
978.00,87.96
977.00,88.22
976.00,88.45
975.00,88.66
974.00,88.87
973.00,89.06
972.00,89.24
971.00,89.40
970.00,89.53
969.00,89.64
968.00,89.74
967.00,89.85
966.00,89.98
965.00,90.11
964.00,90.22
963.00,90.31
962.00,90.40
961.00,90.50
960.00,90.62
959.00,90.76
958.00,90.92
957.00,91.08
956.00,91.23
955.00,91.37
954.00,91.52
953.00,91.66
952.00,91.80
951.00,91.93
950.00,92.05
949.00,92.17
948.00,92.27
947.00,92.37
946.00,92.47
945.00,92.58
944.00,92.70
943.00,92.81
942.00,92.90
941.00,92.99
940.00,93.06
939.00,93.14
938.00,93.22
937.00,93.30
936.00,93.36
935.00,93.40
934.00,93.43
933.00,93.46
932.00,93.51
931.00,93.56
930.00,93.62
929.00,93.70
928.00,93.77
927.00,93.85
926.00,93.92
925.00,93.97
924.00,94.03
923.00,94.08
922.00,94.15
921.00,94.20
920.00,94.22
919.00,94.24
918.00,94.25
917.00,94.28
916.00,94.31
915.00,94.32
914.00,94.31
913.00,94.29
912.00,94.27
911.00,94.24
910.00,94.19
909.00,94.13
908.00,94.07
907.00,94.02
906.00,93.95
905.00,93.86
904.00,93.77
903.00,93.66
902.00,93.54
901.00,93.40
900.00,93.26
899.00,93.13
898.00,93.03
897.00,92.95
