Created as New Dataset,50 Du Pont
cm-1,%T
3222.00,79.70
3221.00,79.75
3220.00,79.77
3219.00,79.78
3218.00,79.79
3217.00,79.80
3216.00,79.83
3215.00,79.86
3214.00,79.89
3213.00,79.91
3212.00,79.93
3211.00,79.95
3210.00,79.99
3209.00,80.03
3208.00,80.05
3207.00,80.06
3206.00,80.07
3205.00,80.08
3204.00,80.10
3203.00,80.14
3202.00,80.19
3201.00,80.23
3200.00,80.27
3199.00,80.29
3198.00,80.32
3197.00,80.34
3196.00,80.36
3195.00,80.38
3194.00,80.39
3193.00,80.41
3192.00,80.44
3191.00,80.46
3190.00,80.48
3189.00,80.49
3188.00,80.50
3187.00,80.51
3186.00,80.53
3185.00,80.55
3184.00,80.58
3183.00,80.61
3182.00,80.64
3181.00,80.65
3180.00,80.67
3179.00,80.68
3178.00,80.69
3177.00,80.71
3176.00,80.72
3175.00,80.73
3174.00,80.75
3173.00,80.77
3172.00,80.79
3171.00,80.81
3170.00,80.81
3169.00,80.81
3168.00,80.80
3167.00,80.78
3166.00,80.77
3165.00,80.75
3164.00,80.74
3163.00,80.73
3162.00,80.73
3161.00,80.74
3160.00,80.74
3159.00,80.75
3158.00,80.75
3157.00,80.74
3156.00,80.72
3155.00,80.70
3154.00,80.68
3153.00,80.67
3152.00,80.66
3151.00,80.67
3150.00,80.67
3149.00,80.66
3148.00,80.66
3147.00,80.65
3146.00,80.66
3145.00,80.68
3144.00,80.70
3143.00,80.72
3142.00,80.72
3141.00,80.73
3140.00,80.74
3139.00,80.77
3138.00,80.80
3137.00,80.82
3136.00,80.84
3135.00,80.86
3134.00,80.88
3133.00,80.90
3132.00,80.92
3131.00,80.94
3130.00,80.97
3129.00,80.99
3128.00,81.01
3127.00,81.04
3126.00,81.06
3125.00,81.06
3124.00,81.06
3123.00,81.06
3122.00,81.06
3121.00,81.06
3120.00,81.07
3119.00,81.09
3118.00,81.12
3117.00,81.14
3116.00,81.16
3115.00,81.17
3114.00,81.17
3113.00,81.18
3112.00,81.18
3111.00,81.19
3110.00,81.20
3109.00,81.21
3108.00,81.21
3107.00,81.21
3106.00,81.20
3105.00,81.19
3104.00,81.19
3103.00,81.19
3102.00,81.20
3101.00,81.20
3100.00,81.19
3099.00,81.17
3098.00,81.15
3097.00,81.13
3096.00,81.13
3095.00,81.13
3094.00,81.14
3093.00,81.14
3092.00,81.15
3091.00,81.15
3090.00,81.16
3089.00,81.16
3088.00,81.15
3087.00,81.15
3086.00,81.16
3085.00,81.18
3084.00,81.21
3083.00,81.23
3082.00,81.23
3081.00,81.22
3080.00,81.20
3079.00,81.18
3078.00,81.17
3077.00,81.17
3076.00,81.19
3075.00,81.20
3074.00,81.21
3073.00,81.20
3072.00,81.18
3071.00,81.15
3070.00,81.14
3069.00,81.14
3068.00,81.15
3067.00,81.16
3066.00,81.15
3065.00,81.12
3064.00,81.08
3063.00,81.05
3062.00,81.03
3061.00,81.01
3060.00,81.00
3059.00,80.99
3058.00,80.97
3057.00,80.95
3056.00,80.93
3055.00,80.91
3054.00,80.89
3053.00,80.87
3052.00,80.85
3051.00,80.84
3050.00,80.83
3049.00,80.82
3048.00,80.82
3047.00,80.82
3046.00,80.83
3045.00,80.83
3044.00,80.82
3043.00,80.81
3042.00,80.81
3041.00,80.82
3040.00,80.83
3039.00,80.85
3038.00,80.88
3037.00,80.90
3036.00,80.92
3035.00,80.94
3034.00,80.98
3033.00,81.00
3032.00,81.03
3031.00,81.03
3030.00,81.04
3029.00,81.04
3028.00,81.06
3027.00,81.09
3026.00,81.13
3025.00,81.16
3024.00,81.18
3023.00,81.21
3022.00,81.22
3021.00,81.23
3020.00,81.24
3019.00,81.24
3018.00,81.26
3017.00,81.28
3016.00,81.30
3015.00,81.31
3014.00,81.32
3013.00,81.32
3012.00,81.33
3011.00,81.34
3010.00,81.35
3009.00,81.36
3008.00,81.36
3007.00,81.35
3006.00,81.36
3005.00,81.38
3004.00,81.42
3003.00,81.46
3002.00,81.49
3001.00,81.51
3000.00,81.53
2999.00,81.55
2998.00,81.57
2997.00,81.60
2996.00,81.62
2995.00,81.64
2994.00,81.65
2993.00,81.65
2992.00,81.66
2991.00,81.69
2990.00,81.73
2989.00,81.77
2988.00,81.80
2987.00,81.83
2986.00,81.85
2985.00,81.85
2984.00,81.86
2983.00,81.88
2982.00,81.91
2981.00,81.92
2980.00,81.93
2979.00,81.94
2978.00,81.95
2977.00,81.96
2976.00,81.97
2975.00,81.98
2974.00,81.99
2973.00,82.01
2972.00,82.01
2971.00,82.02
2970.00,82.03
2969.00,82.03
2968.00,82.03
2967.00,82.04
2966.00,82.05
2965.00,82.06
2964.00,82.07
2963.00,82.07
2962.00,82.06
2961.00,82.04
2960.00,82.03
2959.00,82.03
2958.00,82.04
2957.00,82.05
2956.00,82.06
2955.00,82.07
2954.00,82.07
2953.00,82.07
2952.00,82.07
2951.00,82.07
2950.00,82.06
2949.00,82.06
2948.00,82.06
2947.00,82.08
2946.00,82.08
2945.00,82.08
2944.00,82.07
2943.00,82.06
2942.00,82.06
