Created as New Dataset,136 Du Pont
cm-1,%T
4000.00,99.91
3999.00,99.91
3998.00,99.90
3997.00,99.90
3996.00,99.89
3995.00,99.89
3994.00,99.88
3993.00,99.87
3992.00,99.87
3991.00,99.88
3990.00,99.89
3989.00,99.90
3988.00,99.90
3987.00,99.89
3986.00,99.88
3985.00,99.88
3984.00,99.89
3983.00,99.90
3982.00,99.90
3981.00,99.90
3980.00,99.89
3979.00,99.88
3978.00,99.86
3977.00,99.85
3976.00,99.85
3975.00,99.86
3974.00,99.87
3973.00,99.88
3972.00,99.88
3971.00,99.87
3970.00,99.86
3969.00,99.87
3968.00,99.89
3967.00,99.91
3966.00,99.93
3965.00,99.94
3964.00,99.94
3963.00,99.93
3962.00,99.91
3961.00,99.90
3960.00,99.90
3959.00,99.91
3958.00,99.92
3957.00,99.92
3956.00,99.92
3955.00,99.92
3954.00,99.91
3953.00,99.90
3952.00,99.88
3951.00,99.86
3950.00,99.85
3949.00,99.85
3948.00,99.86
3947.00,99.87
3946.00,99.87
3945.00,99.87
3944.00,99.86
3943.00,99.85
3942.00,99.84
3941.00,99.85
3940.00,99.86
3939.00,99.87
3938.00,99.89
3937.00,99.90
3936.00,99.90
3935.00,99.89
3934.00,99.89
3933.00,99.89
3932.00,99.90
3931.00,99.90
3930.00,99.88
3929.00,99.86
3928.00,99.83
3927.00,99.82
3926.00,99.82
3925.00,99.83
3924.00,99.84
3923.00,99.84
3922.00,99.84
3921.00,99.84
3920.00,99.84
3919.00,99.84
3918.00,99.84
3917.00,99.83
3916.00,99.83
3915.00,99.82
3914.00,99.81
3913.00,99.81
3912.00,99.82
3911.00,99.85
3910.00,99.87
3909.00,99.88
3908.00,99.86
3907.00,99.84
3906.00,99.82
3905.00,99.82
3904.00,99.84
3903.00,99.86
3902.00,99.86
3901.00,99.84
3900.00,99.82
3899.00,99.82
3898.00,99.83
3897.00,99.86
3896.00,99.88
3895.00,99.89
3894.00,99.90
3893.00,99.90
3892.00,99.91
3891.00,99.92
3890.00,99.93
3889.00,99.93
3888.00,99.91
3887.00,99.89
3886.00,99.88
3885.00,99.89
3884.00,99.88
3883.00,99.86
3882.00,99.85
3881.00,99.85
3880.00,99.87
3879.00,99.90
3878.00,99.89
3877.00,99.87
3876.00,99.84
3875.00,99.85
3874.00,99.87
3873.00,99.90
3872.00,99.90
3871.00,99.88
3870.00,99.87
3869.00,99.87
3868.00,99.87
3867.00,99.87
3866.00,99.85
3865.00,99.83
3864.00,99.83
3863.00,99.83
3862.00,99.83
3861.00,99.82
3860.00,99.82
3859.00,99.84
3858.00,99.85
3857.00,99.86
3856.00,99.85
3855.00,99.83
3854.00,99.81
3853.00,99.81
3852.00,99.82
3851.00,99.81
3850.00,99.77
3849.00,99.75
3848.00,99.75
3847.00,99.76
3846.00,99.77
3845.00,99.78
3844.00,99.79
3843.00,99.80
3842.00,99.82
3841.00,99.83
3840.00,99.84
3839.00,99.84
3838.00,99.83
3837.00,99.83
3836.00,99.82
3835.00,99.82
3834.00,99.82
3833.00,99.83
3832.00,99.84
3831.00,99.86
3830.00,99.87
3829.00,99.87
3828.00,99.87
3827.00,99.87
3826.00,99.88
3825.00,99.88
