Created as New Dataset,Bio-Couture Denim 1/7 nm (Black/Blue)
cm-1,%T
909.00,87.21
908.00,87.22
907.00,87.22
906.00,87.21
905.00,87.19
904.00,87.16
903.00,87.13
902.00,87.10
901.00,87.10
900.00,87.10
899.00,87.11
898.00,87.12
897.00,87.13
896.00,87.15
895.00,87.18
894.00,87.21
893.00,87.23
892.00,87.24
891.00,87.23
890.00,87.22
889.00,87.21
888.00,87.23
887.00,87.27
886.00,87.32
885.00,87.36
884.00,87.37
883.00,87.36
882.00,87.35
881.00,87.33
880.00,87.32
879.00,87.30
878.00,87.29
877.00,87.30
876.00,87.32
875.00,87.33
874.00,87.34
873.00,87.34
872.00,87.37
871.00,87.42
870.00,87.47
869.00,87.49
868.00,87.50
867.00,87.49
866.00,87.49
865.00,87.47
864.00,87.45
863.00,87.42
862.00,87.40
861.00,87.40
860.00,87.42
859.00,87.43
858.00,87.41
857.00,87.38
856.00,87.34
855.00,87.30
854.00,87.25
853.00,87.18
852.00,87.10
851.00,87.05
850.00,87.03
849.00,87.05
848.00,87.09
847.00,87.11
846.00,87.11
845.00,87.08
844.00,87.03
843.00,86.96
842.00,86.90
841.00,86.86
840.00,86.83
839.00,86.81
838.00,86.75
837.00,86.65
836.00,86.55
835.00,86.45
834.00,86.36
833.00,86.24
832.00,86.11
831.00,85.98
830.00,85.88
829.00,85.77
828.00,85.64
827.00,85.49
826.00,85.35
825.00,85.22
824.00,85.13
823.00,85.05
822.00,84.99
821.00,84.93
820.00,84.86
819.00,84.77
818.00,84.69
817.00,84.62
816.00,84.57
815.00,84.51
814.00,84.44
813.00,84.36
812.00,84.27
811.00,84.19
810.00,84.13
809.00,84.07
808.00,84.01
807.00,83.95
806.00,83.88
805.00,83.81
804.00,83.74
803.00,83.69
802.00,83.66
801.00,83.64
800.00,83.63
799.00,83.61
798.00,83.59
797.00,83.58
796.00,83.58
795.00,83.60
794.00,83.66
793.00,83.76
792.00,83.86
791.00,83.92
790.00,83.94
789.00,83.92
788.00,83.90
787.00,83.91
786.00,83.93
785.00,83.95
784.00,83.94
783.00,83.93
782.00,83.91
781.00,83.89
780.00,83.87
779.00,83.84
778.00,83.81
777.00,83.77
776.00,83.75
775.00,83.73
774.00,83.70
773.00,83.66
772.00,83.58
771.00,83.49
770.00,83.39
769.00,83.30
768.00,83.22
767.00,83.15
766.00,83.09
765.00,83.04
764.00,82.98
763.00,82.89
762.00,82.77
761.00,82.65
760.00,82.54
759.00,82.46
758.00,82.40
757.00,82.35
756.00,82.29
755.00,82.21
754.00,82.14
753.00,82.09
752.00,82.04
751.00,81.97
750.00,81.86
749.00,81.72
748.00,81.58
747.00,81.45
746.00,81.34
745.00,81.25
744.00,81.15
743.00,81.04
742.00,80.93
741.00,80.85
740.00,80.79
739.00,80.72
738.00,80.62
737.00,80.48
736.00,80.31
735.00,80.16
734.00,80.06
733.00,79.98
732.00,79.90
731.00,79.77
730.00,79.61
729.00,79.43
728.00,79.27
727.00,79.12
726.00,78.94
725.00,78.73
724.00,78.53
723.00,78.34
722.00,78.18
721.00,78.03
720.00,77.88
719.00,77.74
718.00,77.60
717.00,77.45
716.00,77.27
715.00,77.05
714.00,76.84
713.00,76.63
712.00,76.43
711.00,76.23
710.00,76.02
709.00,75.80
708.00,75.58
707.00,75.39
706.00,75.23
705.00,75.06
704.00,74.90
703.00,74.76
702.00,74.64
701.00,74.52
700.00,74.38
699.00,74.23
698.00,74.08
697.00,73.96
696.00,73.87
695.00,73.82
694.00,73.79
693.00,73.74
692.00,73.68
691.00,73.61
690.00,73.54
689.00,73.47
688.00,73.37
687.00,73.26
686.00,73.18
685.00,73.12
684.00,73.07
683.00,73.02
682.00,72.96
681.00,72.90
680.00,72.86
679.00,72.82
678.00,72.77
677.00,72.69
676.00,72.58
675.00,72.48
674.00,72.39
673.00,72.30
672.00,72.20
671.00,72.11
670.00,72.04
669.00,72.00
668.00,71.92
667.00,71.79
666.00,71.63
665.00,71.46
664.00,71.30
663.00,71.19
662.00,71.18
661.00,71.24
660.00,71.29
659.00,71.30
658.00,71.29
657.00,71.30
656.00,71.36
655.00,71.43
654.00,71.43
653.00,71.33
652.00,71.16
651.00,70.97
650.00,70.83
649.00,70.73
648.00,70.67
647.00,70.63
646.00,70.59
645.00,70.50
644.00,70.36
643.00,70.21
642.00,70.10
641.00,70.03
640.00,69.93
639.00,69.81
638.00,69.71
637.00,69.66
636.00,69.61
635.00,69.56
634.00,69.51
633.00,69.45
632.00,69.35
631.00,69.20
630.00,69.05
629.00,68.99
628.00,69.04
627.00,69.08
626.00,68.99
625.00,68.76
624.00,68.54
623.00,68.47
622.00,68.51
621.00,68.48
620.00,68.31
619.00,68.00
618.00,67.64
617.00,67.36
616.00,67.33
615.00,67.61
614.00,67.98
613.00,68.14
612.00,67.98
611.00,67.67
610.00,67.43
609.00,67.36
608.00,67.42
607.00,67.59
606.00,67.84
605.00,68.09
604.00,68.23
603.00,68.22
602.00,68.09
601.00,67.96
600.00,67.93
599.00,67.99
598.00,68.00
597.00,67.89
596.00,67.75
595.00,67.78
594.00,68.03
593.00,68.31
592.00,68.40
591.00,68.28
590.00,68.11
589.00,68.09
588.00,68.32
587.00,68.73
586.00,69.07
585.00,69.09
584.00,68.82
583.00,68.48
582.00,68.24
581.00,68.07
580.00,67.87
579.00,67.70
578.00,67.61
577.00,67.57
576.00,67.54
575.00,67.44
574.00,67.16
573.00,66.70
572.00,66.25
571.00,66.05
570.00,66.13
569.00,66.33
568.00,66.63
567.00,66.96
566.00,67.12
565.00,66.90
564.00,66.56
563.00,66.53
562.00,66.90
561.00,67.21
560.00,67.06
559.00,66.49
558.00,65.80
557.00,65.26
556.00,65.08
555.00,65.33
554.00,65.78
553.00,65.97
552.00,65.80
551.00,65.37
550.00,64.82
