Created as New Dataset,Bio-Couture Denim 1/7 nm (Black/Blue)
cm-1,%T
2469.00,96.60
2468.00,96.59
2467.00,96.58
2466.00,96.58
2465.00,96.58
2464.00,96.57
2463.00,96.56
2462.00,96.55
2461.00,96.53
2460.00,96.53
2459.00,96.56
2458.00,96.59
2457.00,96.61
2456.00,96.60
2455.00,96.60
2454.00,96.59
2453.00,96.60
2452.00,96.61
2451.00,96.62
2450.00,96.62
2449.00,96.63
2448.00,96.63
2447.00,96.64
2446.00,96.64
2445.00,96.64
2444.00,96.62
2443.00,96.62
2442.00,96.62
2441.00,96.63
2440.00,96.63
2439.00,96.63
2438.00,96.61
2437.00,96.61
2436.00,96.62
2435.00,96.63
2434.00,96.66
2433.00,96.68
2432.00,96.70
2431.00,96.71
2430.00,96.71
2429.00,96.70
2428.00,96.68
2427.00,96.66
2426.00,96.64
2425.00,96.61
2424.00,96.59
2423.00,96.60
2422.00,96.63
2421.00,96.67
2420.00,96.71
2419.00,96.72
2418.00,96.71
2417.00,96.69
2416.00,96.68
2415.00,96.70
2414.00,96.72
2413.00,96.74
2412.00,96.74
2411.00,96.74
2410.00,96.74
2409.00,96.74
2408.00,96.74
2407.00,96.76
2406.00,96.78
2405.00,96.80
2404.00,96.81
2403.00,96.83
2402.00,96.85
2401.00,96.86
2400.00,96.86
2399.00,96.86
2398.00,96.85
2397.00,96.85
2396.00,96.85
2395.00,96.86
2394.00,96.87
2393.00,96.88
2392.00,96.89
2391.00,96.91
2390.00,96.93
2389.00,96.93
2388.00,96.92
2387.00,96.92
2386.00,96.93
2385.00,96.94
2384.00,96.94
2383.00,96.95
2382.00,96.96
2381.00,96.98
2380.00,96.98
2379.00,96.96
2378.00,96.95
2377.00,96.96
2376.00,96.98
2375.00,97.00
2374.00,97.01
2373.00,97.00
2372.00,96.97
2371.00,96.94
2370.00,96.90
2369.00,96.89
2368.00,96.91
2367.00,96.96
2366.00,96.99
2365.00,97.01
2364.00,97.01
2363.00,97.02
2362.00,97.00
2361.00,96.94
2360.00,96.87
2359.00,96.84
2358.00,96.86
2357.00,96.91
2356.00,96.96
2355.00,96.98
2354.00,96.98
2353.00,96.97
2352.00,96.96
2351.00,96.97
2350.00,96.99
2349.00,97.00
2348.00,97.01
2347.00,97.02
2346.00,97.04
2345.00,97.05
2344.00,97.06
2343.00,97.05
2342.00,97.04
2341.00,97.03
2340.00,97.01
2339.00,96.96
2338.00,96.91
2337.00,96.88
2336.00,96.88
2335.00,96.90
2334.00,96.91
2333.00,96.89
2332.00,96.85
2331.00,96.84
2330.00,96.86
2329.00,96.89
2328.00,96.89
2327.00,96.84
2326.00,96.77
2325.00,96.72
2324.00,96.70
2323.00,96.70
2322.00,96.71
2321.00,96.73
2320.00,96.76
2319.00,96.77
2318.00,96.78
2317.00,96.76
2316.00,96.73
2315.00,96.73
2314.00,96.72
2313.00,96.71
2312.00,96.67
2311.00,96.64
2310.00,96.63
2309.00,96.63
2308.00,96.65
2307.00,96.66
2306.00,96.67
2305.00,96.66
2304.00,96.65
2303.00,96.64
2302.00,96.62
2301.00,96.60
2300.00,96.57
2299.00,96.54
2298.00,96.51
2297.00,96.50
2296.00,96.51
2295.00,96.52
2294.00,96.52
2293.00,96.51
2292.00,96.50
2291.00,96.48
2290.00,96.45
2289.00,96.43
2288.00,96.40
2287.00,96.38
2286.00,96.37
2285.00,96.38
2284.00,96.40
2283.00,96.43
2282.00,96.45
2281.00,96.45
2280.00,96.44
2279.00,96.43
2278.00,96.40
2277.00,96.36
2276.00,96.34
2275.00,96.34
2274.00,96.35
2273.00,96.36
2272.00,96.37
2271.00,96.36
2270.00,96.35
2269.00,96.32
2268.00,96.29
2267.00,96.27
2266.00,96.25
2265.00,96.22
2264.00,96.20
2263.00,96.17
2262.00,96.16
2261.00,96.15
2260.00,96.15
2259.00,96.16
2258.00,96.15
2257.00,96.14
2256.00,96.13
2255.00,96.13
2254.00,96.12
2253.00,96.12
2252.00,96.12
2251.00,96.13
2250.00,96.13
2249.00,96.12
2248.00,96.12
2247.00,96.12
2246.00,96.13
2245.00,96.13
2244.00,96.12
2243.00,96.11
2242.00,96.09
2241.00,96.07
2240.00,96.04
2239.00,96.01
2238.00,95.96
2237.00,95.92
2236.00,95.90
2235.00,95.91
2234.00,95.94
2233.00,95.95
2232.00,95.95
2231.00,95.94
2230.00,95.94
2229.00,95.94
2228.00,95.92
2227.00,95.91
2226.00,95.90
2225.00,95.90
2224.00,95.91
2223.00,95.93
2222.00,95.95
2221.00,95.96
2220.00,95.94
2219.00,95.90
2218.00,95.85
2217.00,95.81
2216.00,95.78
2215.00,95.78
2214.00,95.80
2213.00,95.82
2212.00,95.83
2211.00,95.83
2210.00,95.81
2209.00,95.78
2208.00,95.74
2207.00,95.72
2206.00,95.73
2205.00,95.75
2204.00,95.75
2203.00,95.74
2202.00,95.71
2201.00,95.68
2200.00,95.67
2199.00,95.68
2198.00,95.70
2197.00,95.71
2196.00,95.72
2195.00,95.72
2194.00,95.68
2193.00,95.60
2192.00,95.52
2191.00,95.49
2190.00,95.50
2189.00,95.52
2188.00,95.56
2187.00,95.59
2186.00,95.60
2185.00,95.57
2184.00,95.53
2183.00,95.50
2182.00,95.52
2181.00,95.55
2180.00,95.58
2179.00,95.58
2178.00,95.55
2177.00,95.51
2176.00,95.50
2175.00,95.54
2174.00,95.59
2173.00,95.60
2172.00,95.55
2171.00,95.45
2170.00,95.32
2169.00,95.22
2168.00,95.18
2167.00,95.20
2166.00,95.23
2165.00,95.20
2164.00,95.10
2163.00,94.98
2162.00,94.89
2161.00,94.89
2160.00,94.99
2159.00,95.17
2158.00,95.35
2157.00,95.49
2156.00,95.57
2155.00,95.60
2154.00,95.60
2153.00,95.60
2152.00,95.61
2151.00,95.63
2150.00,95.64
2149.00,95.63
2148.00,95.63
2147.00,95.66
2146.00,95.72
2145.00,95.79
2144.00,95.86
2143.00,95.92
2142.00,95.96
2141.00,95.98
2140.00,95.99
2139.00,96.01
2138.00,96.04
2137.00,96.06
2136.00,96.08
2135.00,96.11
2134.00,96.16
2133.00,96.21
2132.00,96.26
2131.00,96.29
2130.00,96.30
2129.00,96.29
2128.00,96.26
2127.00,96.23
2126.00,96.22
2125.00,96.21
2124.00,96.22
2123.00,96.25
2122.00,96.29
2121.00,96.33
2120.00,96.36
2119.00,96.37
2118.00,96.34
2117.00,96.27
2116.00,96.18
2115.00,96.13
2114.00,96.13
2113.00,96.16
2112.00,96.20
2111.00,96.23
2110.00,96.24
2109.00,96.24
2108.00,96.21
2107.00,96.20
2106.00,96.19
2105.00,96.18
2104.00,96.17
2103.00,96.17
2102.00,96.18
2101.00,96.17
2100.00,96.16
2099.00,96.12
2098.00,96.10
2097.00,96.12
2096.00,96.19
2095.00,96.27
2094.00,96.34
2093.00,96.35
2092.00,96.32
2091.00,96.29
2090.00,96.26
2089.00,96.23
2088.00,96.20
2087.00,96.20
2086.00,96.20
2085.00,96.20
2084.00,96.19
2083.00,96.16
2082.00,96.12
2081.00,96.09
2080.00,96.07
2079.00,96.06
2078.00,96.05
2077.00,96.04
2076.00,96.05
2075.00,96.06
2074.00,96.06
2073.00,96.04
2072.00,96.01
2071.00,96.01
2070.00,96.01
2069.00,96.00
2068.00,96.00
2067.00,96.00
2066.00,96.03
2065.00,96.05
2064.00,96.06
2063.00,96.05
2062.00,96.02
2061.00,96.01
2060.00,96.01
2059.00,96.02
2058.00,96.03
2057.00,96.02
2056.00,96.01
2055.00,96.02
2054.00,96.00
2053.00,95.92
2052.00,95.80
2051.00,95.69
2050.00,95.64
2049.00,95.62
2048.00,95.66
2047.00,95.72
2046.00,95.77
2045.00,95.77
2044.00,95.72
2043.00,95.66
2042.00,95.62
2041.00,95.61
2040.00,95.59
2039.00,95.56
2038.00,95.50
2037.00,95.42
2036.00,95.34
2035.00,95.32
2034.00,95.36
2033.00,95.43
2032.00,95.49
2031.00,95.55
2030.00,95.60
2029.00,95.65
2028.00,95.70
2027.00,95.74
2026.00,95.76
2025.00,95.77
2024.00,95.79
2023.00,95.82
2022.00,95.84
2021.00,95.83
2020.00,95.80
2019.00,95.79
2018.00,95.78
2017.00,95.76
2016.00,95.76
2015.00,95.79
2014.00,95.83
2013.00,95.85
2012.00,95.83
2011.00,95.77
2010.00,95.69
2009.00,95.64
2008.00,95.69
2007.00,95.80
2006.00,95.91
2005.00,95.97
2004.00,95.97
2003.00,95.96
2002.00,95.96
2001.00,95.97
2000.00,95.98
1999.00,96.00
1998.00,96.02
1997.00,96.04
1996.00,96.04
1995.00,96.03
1994.00,95.98
1993.00,95.89
1992.00,95.81
1991.00,95.77
1990.00,95.76
1989.00,95.76
1988.00,95.76
1987.00,95.78
1986.00,95.81
1985.00,95.81
1984.00,95.77
1983.00,95.71
1982.00,95.64
1981.00,95.57
1980.00,95.53
1979.00,95.57
1978.00,95.68
1977.00,95.80
1976.00,95.89
1975.00,95.94
1974.00,95.95
1973.00,95.94
1972.00,95.93
1971.00,95.94
1970.00,95.97
1969.00,96.02
1968.00,96.07
1967.00,96.11
1966.00,96.12
1965.00,96.10
1964.00,96.07
1963.00,96.06
1962.00,96.07
1961.00,96.10
1960.00,96.16
1959.00,96.24
1958.00,96.31
1957.00,96.35
1956.00,96.36
1955.00,96.37
1954.00,96.38
1953.00,96.38
1952.00,96.36
1951.00,96.36
1950.00,96.36
1949.00,96.38
1948.00,96.41
1947.00,96.46
1946.00,96.49
1945.00,96.49
1944.00,96.46
1943.00,96.44
1942.00,96.46
1941.00,96.50
1940.00,96.54
1939.00,96.59
1938.00,96.62
1937.00,96.64
1936.00,96.65
1935.00,96.66
1934.00,96.66
1933.00,96.63
1932.00,96.59
1931.00,96.57
1930.00,96.61
1929.00,96.68
1928.00,96.74
1927.00,96.78
1926.00,96.80
1925.00,96.78
1924.00,96.77
1923.00,96.76
1922.00,96.76
1921.00,96.75
1920.00,96.73
1919.00,96.74
1918.00,96.76
1917.00,96.78
1916.00,96.79
1915.00,96.81
1914.00,96.84
1913.00,96.86
1912.00,96.89
1911.00,96.92
1910.00,96.94
1909.00,96.94
1908.00,96.93
1907.00,96.93
1906.00,96.93
1905.00,96.93
1904.00,96.92
1903.00,96.93
1902.00,96.95
1901.00,96.96
1900.00,96.97
1899.00,96.98
1898.00,96.98
1897.00,96.97
1896.00,96.95
1895.00,96.94
1894.00,96.97
1893.00,96.99
1892.00,97.01
1891.00,97.02
1890.00,97.02
1889.00,97.02
1888.00,97.03
1887.00,97.06
1886.00,97.09
1885.00,97.08
1884.00,97.06
1883.00,97.03
1882.00,97.02
1881.00,97.02
1880.00,97.04
1879.00,97.07
1878.00,97.10
1877.00,97.12
1876.00,97.13
1875.00,97.15
1874.00,97.18
1873.00,97.20
1872.00,97.22
1871.00,97.23
1870.00,97.22
1869.00,97.18
1868.00,97.15
1867.00,97.14
1866.00,97.16
1865.00,97.18
1864.00,97.21
1863.00,97.24
1862.00,97.27
1861.00,97.26
1860.00,97.23
1859.00,97.21
1858.00,97.21
1857.00,97.22
1856.00,97.23
1855.00,97.24
1854.00,97.26
1853.00,97.27
1852.00,97.29
1851.00,97.31
1850.00,97.32
1849.00,97.33
1848.00,97.33
1847.00,97.35
1846.00,97.37
1845.00,97.37
1844.00,97.34
1843.00,97.35
1842.00,97.39
1841.00,97.44
1840.00,97.47
1839.00,97.49
1838.00,97.49
1837.00,97.49
1836.00,97.49
1835.00,97.49
1834.00,97.51
1833.00,97.54
1832.00,97.56
1831.00,97.56
1830.00,97.54
1829.00,97.54
1828.00,97.55
1827.00,97.57
1826.00,97.57
1825.00,97.54
1824.00,97.52
1823.00,97.51
1822.00,97.53
1821.00,97.54
1820.00,97.54
1819.00,97.56
1818.00,97.58
1817.00,97.59
1816.00,97.59
1815.00,97.61
1814.00,97.63
1813.00,97.64
1812.00,97.62
1811.00,97.58
1810.00,97.56
1809.00,97.55
1808.00,97.55
1807.00,97.57
1806.00,97.61
1805.00,97.64
1804.00,97.66
1803.00,97.67
1802.00,97.68
1801.00,97.67
1800.00,97.67
1799.00,97.68
1798.00,97.69
1797.00,97.69
1796.00,97.70
1795.00,97.71
1794.00,97.71
1793.00,97.68
1792.00,97.65
1791.00,97.64
1790.00,97.65
1789.00,97.67
1788.00,97.68
1787.00,97.67
1786.00,97.66
1785.00,97.64
1784.00,97.65
1783.00,97.67
1782.00,97.69
1781.00,97.68
1780.00,97.66
1779.00,97.66
1778.00,97.68
1777.00,97.69
1776.00,97.68
1775.00,97.66
1774.00,97.66
1773.00,97.66
1772.00,97.65
1771.00,97.67
1770.00,97.66
1769.00,97.62
1768.00,97.56
1767.00,97.53
1766.00,97.55
1765.00,97.60
1764.00,97.63
1763.00,97.65
1762.00,97.64
1761.00,97.63
1760.00,97.63
1759.00,97.64
1758.00,97.64
1757.00,97.61
1756.00,97.56
1755.00,97.53
1754.00,97.51
1753.00,97.50
1752.00,97.48
1751.00,97.47
1750.00,97.47
1749.00,97.46
1748.00,97.43
1747.00,97.41
1746.00,97.41
1745.00,97.39
1744.00,97.37
1743.00,97.35
1742.00,97.33
1741.00,97.29
1740.00,97.23
1739.00,97.18
1738.00,97.17
1737.00,97.16
1736.00,97.13
1735.00,97.06
1734.00,96.99
1733.00,96.98
1732.00,96.99
1731.00,96.99
1730.00,96.96
1729.00,96.90
1728.00,96.84
1727.00,96.80
1726.00,96.77
1725.00,96.71
1724.00,96.65
1723.00,96.61
1722.00,96.60
1721.00,96.56
1720.00,96.48
1719.00,96.36
1718.00,96.25
1717.00,96.17
1716.00,96.09
1715.00,96.01
1714.00,95.91
1713.00,95.79
1712.00,95.63
1711.00,95.47
1710.00,95.31
1709.00,95.10
1708.00,94.84
1707.00,94.48
1706.00,94.01
1705.00,93.47
1704.00,92.96
1703.00,92.54
1702.00,92.08
1701.00,91.40
1700.00,90.65
1699.00,90.17
1698.00,89.94
1697.00,89.77
1696.00,89.60
1695.00,89.49
1694.00,89.45
1693.00,89.41
1692.00,89.34
1691.00,89.21
1690.00,89.04
1689.00,88.82
1688.00,88.57
1687.00,88.36
1686.00,88.15
1685.00,87.83
1684.00,87.43
1683.00,87.15
1682.00,86.97
1681.00,86.77
1680.00,86.53
1679.00,86.30
1678.00,86.08
1677.00,85.83
1676.00,85.51
1675.00,85.16
1674.00,84.88
1673.00,84.64
1672.00,84.38
1671.00,84.04
1670.00,83.63
1669.00,83.22
1668.00,82.87
1667.00,82.62
1666.00,82.40
1665.00,82.16
1664.00,81.83
1663.00,81.41
1662.00,81.00
1661.00,80.63
1660.00,80.30
1659.00,79.99
1658.00,79.69
1657.00,79.39
1656.00,79.07
1655.00,78.68
1654.00,78.11
1653.00,77.49
1652.00,77.16
1651.00,77.08
1650.00,77.01
1649.00,76.81
1648.00,76.44
1647.00,75.97
1646.00,75.58
1645.00,75.32
1644.00,75.11
1643.00,74.90
1642.00,74.66
1641.00,74.41
1640.00,74.15
1639.00,73.91
1638.00,73.68
1637.00,73.39
1636.00,72.98
1635.00,72.58
1634.00,72.31
1633.00,72.11
1632.00,71.92
1631.00,71.72
1630.00,71.52
1629.00,71.31
1628.00,71.09
1627.00,70.93
1626.00,70.83
1625.00,70.77
1624.00,70.71
1623.00,70.66
1622.00,70.68
1621.00,70.74
1620.00,70.81
1619.00,70.91
1618.00,71.09
1617.00,71.39
1616.00,71.79
1615.00,72.19
1614.00,72.58
1613.00,72.96
1612.00,73.37
1611.00,73.83
1610.00,74.33
1609.00,74.88
1608.00,75.44
1607.00,76.01
1606.00,76.56
1605.00,77.11
1604.00,77.65
1603.00,78.18
1602.00,78.67
1601.00,79.14
1600.00,79.60
1599.00,80.03
1598.00,80.43
1597.00,80.81
1596.00,81.16
1595.00,81.50
1594.00,81.82
1593.00,82.13
1592.00,82.45
1591.00,82.74
1590.00,83.01
1589.00,83.26
1588.00,83.49
1587.00,83.68
1586.00,83.84
1585.00,83.99
1584.00,84.12
1583.00,84.23
1582.00,84.31
1581.00,84.35
1580.00,84.37
1579.00,84.36
1578.00,84.29
1577.00,84.20
1576.00,84.14
1575.00,84.13
1574.00,84.14
1573.00,84.13
1572.00,84.09
1571.00,83.97
1570.00,83.74
1569.00,83.49
1568.00,83.29
1567.00,83.12
1566.00,82.90
1565.00,82.62
1564.00,82.33
1563.00,82.08
1562.00,81.90
1561.00,81.73
1560.00,81.38
1559.00,80.83
1558.00,80.38
1557.00,80.15
1556.00,79.97
1555.00,79.74
1554.00,79.48
1553.00,79.25
1552.00,79.04
1551.00,78.79
1550.00,78.47
1549.00,78.16
1548.00,77.90
1547.00,77.70
1546.00,77.47
1545.00,77.21
1544.00,76.94
1543.00,76.68
1542.00,76.37
1541.00,75.98
1540.00,75.56
1539.00,75.28
1538.00,75.16
1537.00,75.09
1536.00,75.02
1535.00,74.87
1534.00,74.60
1533.00,74.28
1532.00,74.02
1531.00,73.84
1530.00,73.68
1529.00,73.51
1528.00,73.32
1527.00,73.12
1526.00,72.91
1525.00,72.71
1524.00,72.54
1523.00,72.33
1522.00,72.07
1521.00,71.79
1520.00,71.60
1519.00,71.42
1518.00,71.17
1517.00,70.87
1516.00,70.62
1515.00,70.48
1514.00,70.44
1513.00,70.47
1512.00,70.55
1511.00,70.66
1510.00,70.77
1509.00,70.88
1508.00,71.00
1507.00,71.18
1506.00,71.41
1505.00,71.70
1504.00,71.99
1503.00,72.28
1502.00,72.55
1501.00,72.82
1500.00,73.11
1499.00,73.40
1498.00,73.71
1497.00,74.07
1496.00,74.51
1495.00,74.95
1494.00,75.38
1493.00,75.79
1492.00,76.22
1491.00,76.68
1490.00,77.14
1489.00,77.57
1488.00,77.97
1487.00,78.34
1486.00,78.68
1485.00,79.01
1484.00,79.33
1483.00,79.63
1482.00,79.91
1481.00,80.19
1480.00,80.44
1479.00,80.68
1478.00,80.90
1477.00,81.08
1476.00,81.21
1475.00,81.30
1474.00,81.37
1473.00,81.40
1472.00,81.42
1471.00,81.45
1470.00,81.50
1469.00,81.54
1468.00,81.58
1467.00,81.60
1466.00,81.58
1465.00,81.48
1464.00,81.36
1463.00,81.27
1462.00,81.23
1461.00,81.19
1460.00,81.10
1459.00,80.94
1458.00,80.67
1457.00,80.33
1456.00,80.08
1455.00,79.94
1454.00,79.84
1453.00,79.71
1452.00,79.55
1451.00,79.39
1450.00,79.25
1449.00,79.10
1448.00,78.96
1447.00,78.85
1446.00,78.79
1445.00,78.77
1444.00,78.78
1443.00,78.80
1442.00,78.84
1441.00,78.90
1440.00,78.98
1439.00,79.08
1438.00,79.21
1437.00,79.36
1436.00,79.55
1435.00,79.79
1434.00,80.03
1433.00,80.28
1432.00,80.52
1431.00,80.75
1430.00,80.96
1429.00,81.14
1428.00,81.31
1427.00,81.45
1426.00,81.58
1425.00,81.68
1424.00,81.75
1423.00,81.82
1422.00,81.88
1421.00,81.95
1420.00,81.99
1419.00,82.00
1418.00,82.01
1417.00,82.03
1416.00,82.04
1415.00,82.05
1414.00,82.06
1413.00,82.07
1412.00,82.06
1411.00,82.04
1410.00,82.01
1409.00,82.00
1408.00,81.99
1407.00,81.99
1406.00,81.98
1405.00,81.95
1404.00,81.94
1403.00,81.94
1402.00,81.98
1401.00,82.03
1400.00,82.06
1399.00,82.08
1398.00,82.11
1397.00,82.15
1396.00,82.19
1395.00,82.21
1394.00,82.22
1393.00,82.23
1392.00,82.26
1391.00,82.29
1390.00,82.32
1389.00,82.35
1388.00,82.38
1387.00,82.40
1386.00,82.42
1385.00,82.45
1384.00,82.47
1383.00,82.48
1382.00,82.50
1381.00,82.51
1380.00,82.53
1379.00,82.55
1378.00,82.56
1377.00,82.56
1376.00,82.55
1375.00,82.52
1374.00,82.46
1373.00,82.40
1372.00,82.35
1371.00,82.35
1370.00,82.37
1369.00,82.42
1368.00,82.49
1367.00,82.58
1366.00,82.71
1365.00,82.86
1364.00,83.00
1363.00,83.11
1362.00,83.21
1361.00,83.30
1360.00,83.39
1359.00,83.47
1358.00,83.56
1357.00,83.63
1356.00,83.69
1355.00,83.74
1354.00,83.77
1353.00,83.80
1352.00,83.81
1351.00,83.81
1350.00,83.81
1349.00,83.81
1348.00,83.80
1347.00,83.78
1346.00,83.75
1345.00,83.73
1344.00,83.71
1343.00,83.71
1342.00,83.71
1341.00,83.70
1340.00,83.67
1339.00,83.63
1338.00,83.59
1337.00,83.56
1336.00,83.54
1335.00,83.54
1334.00,83.56
1333.00,83.60
1332.00,83.64
1331.00,83.68
1330.00,83.72
1329.00,83.76
1328.00,83.79
1327.00,83.81
1326.00,83.84
1325.00,83.87
1324.00,83.90
1323.00,83.93
1322.00,83.94
1321.00,83.95
1320.00,83.95
1319.00,83.93
1318.00,83.91
1317.00,83.91
1316.00,83.92
1315.00,83.93
1314.00,83.95
1313.00,83.96
1312.00,83.99
1311.00,84.02
1310.00,84.06
1309.00,84.11
1308.00,84.16
1307.00,84.20
1306.00,84.23
1305.00,84.25
1304.00,84.29
1303.00,84.33
1302.00,84.36
1301.00,84.39
1300.00,84.41
1299.00,84.42
1298.00,84.43
1297.00,84.43
1296.00,84.43
1295.00,84.42
1294.00,84.41
1293.00,84.41
1292.00,84.40
1291.00,84.41
1290.00,84.42
1289.00,84.43
1288.00,84.43
1287.00,84.41
1286.00,84.38
1285.00,84.35
1284.00,84.31
1283.00,84.28
1282.00,84.22
1281.00,84.16
1280.00,84.09
1279.00,84.01
1278.00,83.93
1277.00,83.85
1276.00,83.76
1275.00,83.65
1274.00,83.53
1273.00,83.39
1272.00,83.22
1271.00,83.03
1270.00,82.80
1269.00,82.55
1268.00,82.27
1267.00,81.97
1266.00,81.67
1265.00,81.37
1264.00,81.11
1263.00,80.89
1262.00,80.73
1261.00,80.62
1260.00,80.55
1259.00,80.54
1258.00,80.57
1257.00,80.63
1256.00,80.71
1255.00,80.79
1254.00,80.86
1253.00,80.91
1252.00,80.94
1251.00,80.94
1250.00,80.92
1249.00,80.87
1248.00,80.81
1247.00,80.74
1246.00,80.66
1245.00,80.59
1244.00,80.50
1243.00,80.40
1242.00,80.29
1241.00,80.18
1240.00,80.06
1239.00,79.94
1238.00,79.82
1237.00,79.71
1236.00,79.61
1235.00,79.52
1234.00,79.44
1233.00,79.36
1232.00,79.29
1231.00,79.23
1230.00,79.19
1229.00,79.16
1228.00,79.14
1227.00,79.13
1226.00,79.15
1225.00,79.18
1224.00,79.22
1223.00,79.27
1222.00,79.32
1221.00,79.37
1220.00,79.43
1219.00,79.52
1218.00,79.64
1217.00,79.78
1216.00,79.92
1215.00,80.08
1214.00,80.25
1213.00,80.41
1212.00,80.58
1211.00,80.73
1210.00,80.89
1209.00,81.07
1208.00,81.25
1207.00,81.43
1206.00,81.62
1205.00,81.79
1204.00,81.97
1203.00,82.16
1202.00,82.34
1201.00,82.52
1200.00,82.69
1199.00,82.84
1198.00,82.97
1197.00,83.08
1196.00,83.19
1195.00,83.30
1194.00,83.40
1193.00,83.50
1192.00,83.57
1191.00,83.63
1190.00,83.68
1189.00,83.71
1188.00,83.73
1187.00,83.77
1186.00,83.81
1185.00,83.86
1184.00,83.88
1183.00,83.88
1182.00,83.85
1181.00,83.80
1180.00,83.72
1179.00,83.62
1178.00,83.50
1177.00,83.36
1176.00,83.20
1175.00,83.05
1174.00,82.91
1173.00,82.79
1172.00,82.67
1171.00,82.55
1170.00,82.44
1169.00,82.34
1168.00,82.24
1167.00,82.14
1166.00,82.07
1165.00,82.03
1164.00,82.00
1163.00,81.99
1162.00,82.00
1161.00,82.01
1160.00,82.04
1159.00,82.07
1158.00,82.12
1157.00,82.18
1156.00,82.25
1155.00,82.34
1154.00,82.45
1153.00,82.58
1152.00,82.72
1151.00,82.86
1150.00,83.00
1149.00,83.13
1148.00,83.25
1147.00,83.37
1146.00,83.48
1145.00,83.60
1144.00,83.74
1143.00,83.89
1142.00,84.04
1141.00,84.18
1140.00,84.29
1139.00,84.38
1138.00,84.46
1137.00,84.54
1136.00,84.60
1135.00,84.62
1134.00,84.62
1133.00,84.59
1132.00,84.57
1131.00,84.55
1130.00,84.54
1129.00,84.51
1128.00,84.46
1127.00,84.38
1126.00,84.28
1125.00,84.17
1124.00,84.08
1123.00,84.00
1122.00,83.93
1121.00,83.85
1120.00,83.75
1119.00,83.65
1118.00,83.55
1117.00,83.44
1116.00,83.29
1115.00,83.13
1114.00,82.98
1113.00,82.84
1112.00,82.73
1111.00,82.63
1110.00,82.54
1109.00,82.44
1108.00,82.35
1107.00,82.25
1106.00,82.18
1105.00,82.13
1104.00,82.10
1103.00,82.08
1102.00,82.05
1101.00,82.03
1100.00,82.02
1099.00,82.03
1098.00,82.09
1097.00,82.15
1096.00,82.19
1095.00,82.20
1094.00,82.19
1093.00,82.19
1092.00,82.20
1091.00,82.21
1090.00,82.19
1089.00,82.13
1088.00,82.05
1087.00,81.95
1086.00,81.85
1085.00,81.76
1084.00,81.66
1083.00,81.56
1082.00,81.45
1081.00,81.34
1080.00,81.22
1079.00,81.09
1078.00,80.98
1077.00,80.89
1076.00,80.79
1075.00,80.69
1074.00,80.57
1073.00,80.45
1072.00,80.35
1071.00,80.26
1070.00,80.20
1069.00,80.14
1068.00,80.10
1067.00,80.07
1066.00,80.02
1065.00,79.94
1064.00,79.83
1063.00,79.71
1062.00,79.60
1061.00,79.51
1060.00,79.42
1059.00,79.34
1058.00,79.28
1057.00,79.25
1056.00,79.23
1055.00,79.20
1054.00,79.15
1053.00,79.09
1052.00,79.01
1051.00,78.93
1050.00,78.83
1049.00,78.72
1048.00,78.61
1047.00,78.48
1046.00,78.37
1045.00,78.28
1044.00,78.22
1043.00,78.19
1042.00,78.18
1041.00,78.20
1040.00,78.26
1039.00,78.34
1038.00,78.42
1037.00,78.49
1036.00,78.56
1035.00,78.64
1034.00,78.74
1033.00,78.83
1032.00,78.93
1031.00,79.02
1030.00,79.10
1029.00,79.18
1028.00,79.28
1027.00,79.39
1026.00,79.51
1025.00,79.62
1024.00,79.72
1023.00,79.80
1022.00,79.87
1021.00,79.93
1020.00,79.99
1019.00,80.05
1018.00,80.12
1017.00,80.19
1016.00,80.25
1015.00,80.32
1014.00,80.40
1013.00,80.51
1012.00,80.62
1011.00,80.73
1010.00,80.85
1009.00,80.98
1008.00,81.10
1007.00,81.21
1006.00,81.30
1005.00,81.39
1004.00,81.46
1003.00,81.51
1002.00,81.57
1001.00,81.62
1000.00,81.69
999.00,81.76
998.00,81.84
997.00,81.92
996.00,81.99
995.00,82.06
994.00,82.14
993.00,82.23
992.00,82.34
991.00,82.46
990.00,82.59
989.00,82.71
988.00,82.82
987.00,82.92
986.00,83.00
985.00,83.08
984.00,83.16
983.00,83.23
982.00,83.30
981.00,83.37
980.00,83.41
979.00,83.45
978.00,83.47
977.00,83.50
976.00,83.55
975.00,83.60
974.00,83.66
973.00,83.72
972.00,83.78
971.00,83.83
970.00,83.87
969.00,83.90
968.00,83.91
967.00,83.93
966.00,83.95
965.00,84.00
964.00,84.09
963.00,84.21
962.00,84.35
961.00,84.49
960.00,84.63
959.00,84.76
958.00,84.88
957.00,85.01
956.00,85.13
955.00,85.26
954.00,85.38
953.00,85.50
952.00,85.60
951.00,85.70
950.00,85.78
949.00,85.85
948.00,85.89
947.00,85.92
946.00,85.95
945.00,85.99
944.00,86.05
943.00,86.11
942.00,86.15
941.00,86.16
940.00,86.17
939.00,86.17
938.00,86.20
937.00,86.23
936.00,86.28
935.00,86.32
934.00,86.36
933.00,86.36
932.00,86.34
931.00,86.30
930.00,86.27
929.00,86.27
928.00,86.31
927.00,86.36
926.00,86.40
925.00,86.45
924.00,86.50
923.00,86.57
922.00,86.64
921.00,86.69
920.00,86.74
919.00,86.79
918.00,86.84
917.00,86.89
916.00,86.94
915.00,86.98
914.00,87.02
913.00,87.07
912.00,87.11
911.00,87.15
910.00,87.18
