Created as New Dataset,72 Waxman Fibers
cm-1,%T
2486.00,98.76
2485.00,98.74
2484.00,98.73
2483.00,98.73
2482.00,98.73
2481.00,98.74
2480.00,98.75
2479.00,98.75
2478.00,98.75
2477.00,98.74
2476.00,98.72
2475.00,98.72
2474.00,98.72
2473.00,98.72
2472.00,98.70
2471.00,98.68
2470.00,98.65
2469.00,98.64
2468.00,98.64
2467.00,98.66
2466.00,98.68
2465.00,98.70
2464.00,98.71
2463.00,98.72
2462.00,98.73
2461.00,98.73
2460.00,98.72
2459.00,98.70
2458.00,98.69
2457.00,98.69
2456.00,98.72
2455.00,98.75
2454.00,98.77
2453.00,98.77
2452.00,98.74
2451.00,98.70
2450.00,98.68
2449.00,98.67
2448.00,98.69
2447.00,98.71
2446.00,98.72
2445.00,98.72
2444.00,98.71
2443.00,98.69
2442.00,98.69
2441.00,98.69
2440.00,98.69
2439.00,98.71
2438.00,98.71
2437.00,98.70
2436.00,98.68
2435.00,98.68
2434.00,98.68
2433.00,98.69
2432.00,98.70
2431.00,98.70
2430.00,98.70
2429.00,98.70
2428.00,98.68
2427.00,98.68
2426.00,98.68
2425.00,98.69
2424.00,98.71
2423.00,98.72
2422.00,98.71
2421.00,98.70
2420.00,98.68
2419.00,98.68
2418.00,98.67
2417.00,98.67
2416.00,98.68
2415.00,98.70
2414.00,98.71
2413.00,98.71
2412.00,98.71
2411.00,98.73
2410.00,98.76
2409.00,98.78
2408.00,98.79
2407.00,98.79
2406.00,98.78
2405.00,98.78
2404.00,98.77
2403.00,98.77
2402.00,98.77
2401.00,98.77
2400.00,98.78
2399.00,98.79
2398.00,98.79
2397.00,98.80
2396.00,98.80
2395.00,98.80
2394.00,98.80
2393.00,98.81
2392.00,98.82
2391.00,98.82
2390.00,98.84
2389.00,98.85
2388.00,98.87
2387.00,98.88
2386.00,98.90
2385.00,98.92
2384.00,98.97
2383.00,99.02
2382.00,99.07
2381.00,99.11
2380.00,99.14
2379.00,99.17
2378.00,99.18
2377.00,99.18
2376.00,99.17
2375.00,99.16
2374.00,99.14
2373.00,99.13
2372.00,99.14
2371.00,99.18
2370.00,99.24
2369.00,99.30
2368.00,99.34
2367.00,99.35
2366.00,99.33
2365.00,99.28
2364.00,99.22
2363.00,99.19
2362.00,99.17
2361.00,99.17
2360.00,99.16
2359.00,99.17
2358.00,99.21
2357.00,99.27
2356.00,99.34
2355.00,99.41
2354.00,99.47
2353.00,99.46
2352.00,99.41
2351.00,99.34
2350.00,99.29
2349.00,99.27
2348.00,99.26
2347.00,99.26
2346.00,99.25
2345.00,99.25
2344.00,99.23
2343.00,99.21
2342.00,99.20
2341.00,99.21
2340.00,99.23
2339.00,99.24
2338.00,99.23
2337.00,99.20
2336.00,99.17
2335.00,99.15
2334.00,99.13
2333.00,99.11
2332.00,99.11
2331.00,99.13
2330.00,99.18
2329.00,99.19
2328.00,99.15
2327.00,99.06
2326.00,98.96
2325.00,98.89
2324.00,98.85
2323.00,98.81
2322.00,98.78
2321.00,98.75
2320.00,98.74
2319.00,98.73
2318.00,98.75
2317.00,98.78
2316.00,98.81
2315.00,98.81
2314.00,98.80
2313.00,98.79
2312.00,98.81
2311.00,98.82
2310.00,98.80
2309.00,98.73
2308.00,98.65
2307.00,98.60
2306.00,98.59
2305.00,98.60
2304.00,98.62
2303.00,98.62
2302.00,98.60
2301.00,98.58
2300.00,98.56
2299.00,98.55
2298.00,98.54
2297.00,98.53
2296.00,98.51
2295.00,98.48
2294.00,98.45
2293.00,98.41
2292.00,98.36
2291.00,98.33
2290.00,98.33
2289.00,98.32
2288.00,98.31
2287.00,98.28
2286.00,98.26
2285.00,98.25
2284.00,98.27
2283.00,98.29
2282.00,98.31
2281.00,98.32
2280.00,98.31
2279.00,98.29
2278.00,98.26
2277.00,98.23
2276.00,98.21
2275.00,98.19
2274.00,98.17
2273.00,98.15
2272.00,98.11
2271.00,98.07
2270.00,98.05
2269.00,98.05
2268.00,98.06
2267.00,98.06
2266.00,98.04
2265.00,98.00
2264.00,97.98
2263.00,97.95
2262.00,97.93
2261.00,97.89
2260.00,97.83
2259.00,97.76
2258.00,97.69
2257.00,97.61
2256.00,97.53
2255.00,97.43
2254.00,97.30
2253.00,97.13
2252.00,96.92
2251.00,96.68
2250.00,96.44
2249.00,96.19
2248.00,95.93
2247.00,95.67
2246.00,95.42
2245.00,95.22
2244.00,95.07
2243.00,95.00
2242.00,95.00
2241.00,95.10
2240.00,95.25
2239.00,95.46
2238.00,95.70
2237.00,95.97
2236.00,96.25
2235.00,96.52
2234.00,96.75
2233.00,96.94
2232.00,97.10
2231.00,97.24
2230.00,97.37
2229.00,97.49
2228.00,97.56
2227.00,97.57
2226.00,97.53
2225.00,97.48
2224.00,97.44
2223.00,97.42
2222.00,97.44
2221.00,97.49
2220.00,97.56
2219.00,97.60
2218.00,97.61
2217.00,97.62
2216.00,97.62
2215.00,97.61
2214.00,97.56
2213.00,97.50
2212.00,97.45
2211.00,97.42
2210.00,97.42
2209.00,97.41
2208.00,97.39
2207.00,97.36
2206.00,97.34
2205.00,97.31
2204.00,97.28
2203.00,97.27
2202.00,97.30
2201.00,97.35
2200.00,97.38
2199.00,97.38
2198.00,97.36
2197.00,97.36
2196.00,97.38
2195.00,97.39
2194.00,97.36
2193.00,97.30
2192.00,97.24
2191.00,97.19
2190.00,97.16
2189.00,97.13
2188.00,97.11
2187.00,97.10
2186.00,97.10
2185.00,97.11
2184.00,97.12
2183.00,97.15
2182.00,97.17
2181.00,97.18
2180.00,97.19
2179.00,97.20
2178.00,97.23
2177.00,97.28
2176.00,97.33
2175.00,97.37
2174.00,97.37
2173.00,97.33
2172.00,97.25
2171.00,97.15
2170.00,97.06
2169.00,96.98
2168.00,96.94
2167.00,96.92
2166.00,96.90
2165.00,96.88
2164.00,96.85
2163.00,96.81
2162.00,96.78
2161.00,96.82
2160.00,96.95
2159.00,97.12
2158.00,97.26
2157.00,97.30
2156.00,97.29
2155.00,97.28
2154.00,97.32
2153.00,97.39
2152.00,97.46
2151.00,97.49
2150.00,97.48
2149.00,97.47
2148.00,97.46
2147.00,97.49
2146.00,97.53
2145.00,97.58
2144.00,97.61
2143.00,97.62
2142.00,97.62
2141.00,97.63
2140.00,97.66
2139.00,97.72
2138.00,97.79
2137.00,97.85
2136.00,97.90
2135.00,97.94
2134.00,97.98
2133.00,98.03
2132.00,98.06
2131.00,98.07
2130.00,98.06
2129.00,98.04
2128.00,98.02
2127.00,98.00
2126.00,97.98
2125.00,97.97
2124.00,97.98
2123.00,98.00
2122.00,98.03
2121.00,98.04
2120.00,98.03
2119.00,98.03
2118.00,98.03
2117.00,98.03
2116.00,98.02
2115.00,98.00
2114.00,97.98
2113.00,97.98
2112.00,97.98
2111.00,97.98
2110.00,97.95
2109.00,97.92
2108.00,97.90
2107.00,97.89
2106.00,97.90
2105.00,97.89
2104.00,97.87
2103.00,97.85
2102.00,97.82
2101.00,97.79
2100.00,97.80
2099.00,97.84
2098.00,97.90
2097.00,97.95
2096.00,97.95
2095.00,97.93
2094.00,97.91
2093.00,97.89
2092.00,97.89
2091.00,97.89
2090.00,97.90
2089.00,97.89
2088.00,97.85
2087.00,97.80
2086.00,97.77
2085.00,97.76
2084.00,97.78
2083.00,97.80
2082.00,97.82
2081.00,97.82
2080.00,97.81
2079.00,97.80
2078.00,97.80
2077.00,97.80
2076.00,97.80
2075.00,97.79
2074.00,97.77
2073.00,97.76
2072.00,97.74
2071.00,97.72
2070.00,97.71
2069.00,97.69
2068.00,97.68
2067.00,97.67
2066.00,97.67
2065.00,97.64
2064.00,97.61
2063.00,97.59
2062.00,97.61
2061.00,97.67
2060.00,97.72
2059.00,97.71
2058.00,97.67
2057.00,97.62
2056.00,97.61
2055.00,97.61
2054.00,97.59
2053.00,97.52
2052.00,97.41
2051.00,97.32
2050.00,97.27
2049.00,97.24
2048.00,97.19
2047.00,97.15
2046.00,97.15
2045.00,97.19
2044.00,97.21
2043.00,97.18
2042.00,97.13
2041.00,97.09
2040.00,97.08
2039.00,97.07
2038.00,97.06
2037.00,97.04
2036.00,97.02
2035.00,97.03
2034.00,97.07
2033.00,97.12
2032.00,97.15
2031.00,97.13
2030.00,97.10
2029.00,97.09
2028.00,97.08
2027.00,97.06
2026.00,97.03
2025.00,97.01
2024.00,96.99
2023.00,97.00
2022.00,97.03
2021.00,97.10
2020.00,97.19
2019.00,97.27
2018.00,97.30
2017.00,97.28
2016.00,97.23
2015.00,97.18
2014.00,97.14
2013.00,97.11
2012.00,97.08
2011.00,97.06
2010.00,97.07
2009.00,97.10
2008.00,97.12
2007.00,97.14
2006.00,97.18
2005.00,97.25
2004.00,97.35
2003.00,97.42
2002.00,97.44
2001.00,97.41
2000.00,97.38
1999.00,97.37
1998.00,97.39
1997.00,97.40
1996.00,97.39
1995.00,97.33
1994.00,97.26
1993.00,97.22
1992.00,97.21
1991.00,97.23
1990.00,97.26
1989.00,97.28
1988.00,97.28
1987.00,97.26
1986.00,97.21
1985.00,97.12
1984.00,97.02
1983.00,96.94
1982.00,96.91
1981.00,96.92
1980.00,96.95
1979.00,96.98
1978.00,97.02
1977.00,97.08
1976.00,97.13
1975.00,97.14
1974.00,97.13
1973.00,97.14
1972.00,97.19
1971.00,97.28
1970.00,97.34
1969.00,97.37
1968.00,97.36
1967.00,97.35
1966.00,97.35
1965.00,97.37
1964.00,97.37
1963.00,97.33
1962.00,97.28
1961.00,97.27
1960.00,97.29
1959.00,97.34
1958.00,97.41
1957.00,97.48
1956.00,97.55
1955.00,97.58
1954.00,97.57
1953.00,97.53
1952.00,97.53
1951.00,97.58
1950.00,97.65
1949.00,97.72
1948.00,97.77
1947.00,97.80
1946.00,97.81
1945.00,97.80
1944.00,97.78
1943.00,97.75
1942.00,97.73
1941.00,97.75
1940.00,97.78
1939.00,97.81
1938.00,97.83
1937.00,97.84
1936.00,97.85
1935.00,97.85
1934.00,97.86
1933.00,97.85
1932.00,97.85
1931.00,97.87
1930.00,97.89
1929.00,97.92
1928.00,97.93
1927.00,97.92
1926.00,97.90
1925.00,97.89
1924.00,97.88
1923.00,97.87
1922.00,97.86
1921.00,97.85
1920.00,97.85
1919.00,97.87
1918.00,97.89
1917.00,97.92
1916.00,97.95
1915.00,97.97
1914.00,97.99
1913.00,98.00
1912.00,98.01
1911.00,98.02
1910.00,98.03
1909.00,98.04
1908.00,98.05
1907.00,98.05
1906.00,98.06
1905.00,98.08
1904.00,98.08
1903.00,98.08
1902.00,98.05
1901.00,98.02
1900.00,98.01
1899.00,98.04
1898.00,98.09
1897.00,98.13
1896.00,98.14
1895.00,98.15
1894.00,98.17
1893.00,98.20
1892.00,98.21
1891.00,98.20
1890.00,98.16
1889.00,98.11
1888.00,98.09
1887.00,98.09
1886.00,98.12
1885.00,98.15
1884.00,98.18
1883.00,98.19
1882.00,98.17
1881.00,98.16
1880.00,98.15
1879.00,98.16
1878.00,98.15
1877.00,98.14
1876.00,98.13
1875.00,98.13
1874.00,98.14
1873.00,98.16
1872.00,98.18
1871.00,98.20
1870.00,98.22
1869.00,98.23
1868.00,98.24
1867.00,98.22
1866.00,98.19
1865.00,98.15
1864.00,98.14
1863.00,98.15
1862.00,98.18
1861.00,98.20
1860.00,98.22
1859.00,98.22
1858.00,98.22
1857.00,98.23
1856.00,98.24
1855.00,98.25
1854.00,98.26
1853.00,98.26
1852.00,98.27
1851.00,98.27
1850.00,98.26
1849.00,98.25
1848.00,98.25
1847.00,98.26
1846.00,98.27
1845.00,98.29
1844.00,98.29
1843.00,98.28
1842.00,98.27
1841.00,98.27
1840.00,98.28
1839.00,98.30
1838.00,98.32
1837.00,98.32
1836.00,98.32
1835.00,98.31
1834.00,98.30
1833.00,98.29
1832.00,98.28
1831.00,98.28
1830.00,98.27
1829.00,98.26
1828.00,98.25
1827.00,98.25
1826.00,98.26
1825.00,98.27
1824.00,98.28
1823.00,98.29
1822.00,98.29
1821.00,98.30
1820.00,98.30
1819.00,98.30
1818.00,98.31
1817.00,98.33
1816.00,98.33
1815.00,98.31
1814.00,98.30
1813.00,98.30
1812.00,98.31
1811.00,98.32
1810.00,98.31
1809.00,98.30
1808.00,98.30
1807.00,98.31
1806.00,98.31
1805.00,98.31
1804.00,98.31
1803.00,98.32
1802.00,98.33
1801.00,98.35
1800.00,98.38
1799.00,98.38
1798.00,98.38
1797.00,98.36
1796.00,98.35
1795.00,98.34
1794.00,98.33
1793.00,98.33
1792.00,98.34
1791.00,98.34
1790.00,98.33
1789.00,98.34
1788.00,98.34
1787.00,98.35
1786.00,98.36
1785.00,98.36
1784.00,98.35
1783.00,98.34
1782.00,98.32
1781.00,98.30
1780.00,98.30
1779.00,98.32
1778.00,98.33
1777.00,98.34
1776.00,98.33
1775.00,98.33
1774.00,98.32
1773.00,98.33
1772.00,98.34
1771.00,98.34
1770.00,98.32
1769.00,98.30
1768.00,98.28
1767.00,98.28
1766.00,98.29
1765.00,98.30
1764.00,98.31
1763.00,98.31
1762.00,98.30
1761.00,98.28
1760.00,98.26
1759.00,98.24
1758.00,98.22
1757.00,98.21
1756.00,98.20
1755.00,98.18
1754.00,98.16
1753.00,98.12
1752.00,98.08
1751.00,98.04
1750.00,98.00
1749.00,97.97
1748.00,97.94
1747.00,97.90
1746.00,97.84
1745.00,97.77
1744.00,97.71
1743.00,97.66
1742.00,97.63
1741.00,97.59
1740.00,97.55
1739.00,97.50
1738.00,97.45
1737.00,97.41
1736.00,97.37
1735.00,97.32
1734.00,97.28
1733.00,97.24
1732.00,97.23
1731.00,97.24
1730.00,97.25
1729.00,97.26
1728.00,97.27
1727.00,97.29
1726.00,97.30
1725.00,97.32
1724.00,97.33
1723.00,97.36
1722.00,97.40
1721.00,97.43
1720.00,97.47
1719.00,97.50
1718.00,97.54
1717.00,97.58
1716.00,97.61
1715.00,97.65
1714.00,97.67
1713.00,97.69
1712.00,97.71
1711.00,97.73
1710.00,97.76
1709.00,97.79
1708.00,97.82
1707.00,97.84
1706.00,97.86
1705.00,97.87
1704.00,97.89
1703.00,97.90
1702.00,97.94
1701.00,97.98
1700.00,98.00
1699.00,98.01
1698.00,98.00
1697.00,98.00
1696.00,98.00
1695.00,98.00
1694.00,98.00
1693.00,98.01
1692.00,98.01
1691.00,98.01
1690.00,98.02
1689.00,98.03
1688.00,98.04
1687.00,98.05
1686.00,98.06
1685.00,98.04
1684.00,98.03
1683.00,98.03
1682.00,98.03
1681.00,98.04
1680.00,98.04
1679.00,98.03
1678.00,98.04
1677.00,98.04
1676.00,98.04
1675.00,98.03
1674.00,98.04
1673.00,98.05
1672.00,98.07
1671.00,98.08
1670.00,98.08
1669.00,98.06
1668.00,98.04
1667.00,98.03
1666.00,98.03
1665.00,98.03
1664.00,98.03
1663.00,98.03
1662.00,98.02
1661.00,98.01
1660.00,98.00
1659.00,97.99
1658.00,97.98
1657.00,97.98
1656.00,97.97
1655.00,97.97
1654.00,97.96
1653.00,97.96
1652.00,97.96
1651.00,97.95
1650.00,97.95
1649.00,97.95
1648.00,97.95
1647.00,97.96
1646.00,97.97
1645.00,97.95
1644.00,97.92
1643.00,97.90
1642.00,97.89
1641.00,97.89
1640.00,97.89
1639.00,97.89
1638.00,97.89
1637.00,97.89
1636.00,97.87
1635.00,97.85
1634.00,97.84
1633.00,97.84
1632.00,97.83
1631.00,97.83
1630.00,97.82
1629.00,97.82
1628.00,97.82
1627.00,97.82
1626.00,97.83
1625.00,97.82
1624.00,97.80
1623.00,97.76
1622.00,97.72
1621.00,97.72
1620.00,97.73
1619.00,97.75
1618.00,97.77
1617.00,97.78
1616.00,97.78
1615.00,97.78
1614.00,97.78
1613.00,97.79
1612.00,97.80
1611.00,97.80
1610.00,97.81
1609.00,97.83
1608.00,97.84
1607.00,97.85
1606.00,97.86
1605.00,97.86
1604.00,97.87
1603.00,97.88
1602.00,97.90
1601.00,97.91
1600.00,97.92
1599.00,97.92
1598.00,97.93
1597.00,97.95
1596.00,97.96
1595.00,97.98
1594.00,97.99
1593.00,98.01
1592.00,98.03
1591.00,98.05
1590.00,98.06
1589.00,98.06
1588.00,98.07
1587.00,98.07
1586.00,98.08
1585.00,98.10
1584.00,98.11
1583.00,98.11
1582.00,98.11
1581.00,98.10
1580.00,98.09
1579.00,98.08
1578.00,98.07
1577.00,98.05
1576.00,98.05
1575.00,98.06
1574.00,98.07
1573.00,98.08
1572.00,98.10
1571.00,98.12
1570.00,98.13
1569.00,98.14
1568.00,98.13
1567.00,98.13
1566.00,98.14
1565.00,98.15
1564.00,98.15
1563.00,98.14
1562.00,98.13
1561.00,98.12
1560.00,98.12
1559.00,98.12
1558.00,98.13
1557.00,98.13
1556.00,98.13
1555.00,98.12
1554.00,98.11
1553.00,98.10
1552.00,98.08
1551.00,98.08
1550.00,98.09
1549.00,98.10
1548.00,98.10
1547.00,98.10
1546.00,98.11
1545.00,98.11
1544.00,98.12
1543.00,98.13
1542.00,98.14
1541.00,98.15
1540.00,98.16
1539.00,98.14
1538.00,98.12
1537.00,98.10
1536.00,98.09
1535.00,98.10
1534.00,98.12
1533.00,98.14
1532.00,98.15
1531.00,98.15
1530.00,98.14
1529.00,98.13
1528.00,98.12
1527.00,98.13
1526.00,98.13
1525.00,98.13
1524.00,98.12
1523.00,98.11
1522.00,98.09
1521.00,98.09
1520.00,98.10
1519.00,98.11
1518.00,98.11
1517.00,98.11
1516.00,98.11
1515.00,98.12
1514.00,98.13
1513.00,98.13
1512.00,98.14
1511.00,98.14
1510.00,98.14
1509.00,98.13
1508.00,98.13
1507.00,98.13
1506.00,98.13
1505.00,98.13
1504.00,98.13
1503.00,98.14
1502.00,98.13
1501.00,98.10
1500.00,98.07
1499.00,98.05
1498.00,98.04
1497.00,98.05
1496.00,98.06
1495.00,98.05
1494.00,98.04
1493.00,98.02
1492.00,98.00
1491.00,97.98
1490.00,97.96
1489.00,97.96
1488.00,97.95
1487.00,97.95
1486.00,97.94
1485.00,97.94
1484.00,97.93
1483.00,97.94
1482.00,97.94
1481.00,97.95
1480.00,97.94
1479.00,97.92
1478.00,97.89
1477.00,97.86
1476.00,97.85
1475.00,97.85
1474.00,97.87
1473.00,97.89
1472.00,97.89
1471.00,97.89
1470.00,97.87
1469.00,97.84
1468.00,97.81
1467.00,97.78
1466.00,97.75
1465.00,97.69
1464.00,97.62
1463.00,97.55
1462.00,97.47
1461.00,97.37
1460.00,97.25
1459.00,97.11
1458.00,96.91
1457.00,96.64
1456.00,96.34
1455.00,96.09
1454.00,95.87
1453.00,95.65
1452.00,95.43
1451.00,95.22
1450.00,95.02
1449.00,94.81
1448.00,94.62
1447.00,94.46
1446.00,94.32
1445.00,94.18
1444.00,94.02
1443.00,93.87
1442.00,93.73
1441.00,93.61
1440.00,93.51
1439.00,93.45
1438.00,93.42
1437.00,93.44
1436.00,93.51
1435.00,93.63
1434.00,93.75
1433.00,93.87
1432.00,94.01
1431.00,94.20
1430.00,94.41
1429.00,94.62
1428.00,94.81
1427.00,94.98
1426.00,95.14
1425.00,95.30
1424.00,95.47
1423.00,95.63
1422.00,95.76
1421.00,95.89
1420.00,96.03
1419.00,96.19
1418.00,96.33
1417.00,96.45
1416.00,96.54
1415.00,96.63
1414.00,96.71
1413.00,96.79
1412.00,96.86
1411.00,96.94
1410.00,97.00
1409.00,97.06
1408.00,97.11
1407.00,97.16
1406.00,97.20
1405.00,97.24
1404.00,97.27
1403.00,97.30
1402.00,97.32
1401.00,97.34
1400.00,97.36
1399.00,97.36
1398.00,97.35
1397.00,97.34
1396.00,97.32
1395.00,97.31
1394.00,97.30
1393.00,97.29
1392.00,97.27
1391.00,97.24
1390.00,97.20
1389.00,97.16
1388.00,97.13
1387.00,97.09
1386.00,97.06
1385.00,97.03
1384.00,97.02
1383.00,97.00
1382.00,96.97
1381.00,96.94
1380.00,96.90
1379.00,96.86
1378.00,96.81
1377.00,96.76
1376.00,96.72
1375.00,96.68
1374.00,96.63
1373.00,96.59
1372.00,96.54
1371.00,96.49
1370.00,96.44
1369.00,96.38
1368.00,96.32
1367.00,96.27
1366.00,96.23
1365.00,96.19
1364.00,96.14
1363.00,96.08
1362.00,96.04
1361.00,96.00
1360.00,95.96
1359.00,95.93
1358.00,95.90
1357.00,95.87
1356.00,95.85
1355.00,95.84
1354.00,95.85
1353.00,95.86
1352.00,95.88
1351.00,95.89
1350.00,95.91
1349.00,95.94
1348.00,95.98
1347.00,96.02
1346.00,96.07
1345.00,96.11
1344.00,96.14
1343.00,96.17
1342.00,96.19
1341.00,96.21
1340.00,96.23
1339.00,96.24
1338.00,96.26
1337.00,96.27
1336.00,96.29
1335.00,96.32
1334.00,96.34
1333.00,96.35
1332.00,96.35
1331.00,96.34
1330.00,96.33
1329.00,96.32
1328.00,96.32
1327.00,96.31
1326.00,96.30
1325.00,96.28
1324.00,96.26
1323.00,96.25
1322.00,96.26
1321.00,96.26
1320.00,96.26
1319.00,96.26
1318.00,96.26
1317.00,96.26
1316.00,96.26
1315.00,96.26
1314.00,96.25
1313.00,96.23
1312.00,96.22
1311.00,96.21
1310.00,96.21
1309.00,96.20
1308.00,96.19
1307.00,96.17
1306.00,96.14
1305.00,96.11
1304.00,96.07
1303.00,96.05
1302.00,96.03
1301.00,96.01
1300.00,96.00
1299.00,95.99
1298.00,95.98
1297.00,95.97
1296.00,95.95
1295.00,95.94
1294.00,95.92
1293.00,95.90
1292.00,95.88
1291.00,95.86
1290.00,95.83
1289.00,95.81
1288.00,95.81
1287.00,95.82
1286.00,95.83
1285.00,95.82
1284.00,95.80
1283.00,95.77
1282.00,95.75
1281.00,95.73
1280.00,95.72
1279.00,95.71
1278.00,95.70
1277.00,95.68
1276.00,95.66
1275.00,95.63
1274.00,95.58
1273.00,95.53
1272.00,95.49
1271.00,95.45
1270.00,95.41
1269.00,95.37
1268.00,95.32
1267.00,95.26
1266.00,95.20
1265.00,95.15
1264.00,95.09
1263.00,95.03
1262.00,94.97
1261.00,94.92
1260.00,94.87
1259.00,94.83
1258.00,94.80
1257.00,94.76
1256.00,94.73
1255.00,94.70
1254.00,94.68
1253.00,94.66
1252.00,94.66
1251.00,94.66
1250.00,94.67
1249.00,94.67
1248.00,94.67
1247.00,94.66
1246.00,94.65
1245.00,94.65
1244.00,94.64
1243.00,94.63
1242.00,94.62
1241.00,94.60
1240.00,94.59
1239.00,94.58
1238.00,94.57
1237.00,94.56
1236.00,94.56
1235.00,94.57
1234.00,94.59
1233.00,94.61
1232.00,94.64
1231.00,94.68
1230.00,94.71
1229.00,94.74
1228.00,94.76
1227.00,94.78
1226.00,94.79
1225.00,94.80
1224.00,94.79
1223.00,94.79
1222.00,94.79
1221.00,94.80
1220.00,94.80
1219.00,94.80
1218.00,94.80
1217.00,94.82
1216.00,94.82
1215.00,94.81
1214.00,94.78
1213.00,94.76
1212.00,94.77
1211.00,94.79
1210.00,94.82
1209.00,94.84
1208.00,94.86
1207.00,94.88
1206.00,94.90
1205.00,94.91
1204.00,94.92
1203.00,94.92
1202.00,94.92
1201.00,94.93
1200.00,94.94
1199.00,94.96
1198.00,94.96
1197.00,94.97
1196.00,94.97
1195.00,94.98
1194.00,95.00
1193.00,95.02
1192.00,95.05
1191.00,95.08
1190.00,95.11
1189.00,95.12
1188.00,95.12
1187.00,95.12
1186.00,95.11
1185.00,95.10
1184.00,95.07
1183.00,95.05
1182.00,95.04
1181.00,95.03
1180.00,95.03
1179.00,95.03
1178.00,95.04
1177.00,95.06
1176.00,95.08
1175.00,95.11
1174.00,95.17
1173.00,95.24
1172.00,95.30
1171.00,95.35
1170.00,95.40
1169.00,95.46
1168.00,95.52
1167.00,95.59
1166.00,95.66
1165.00,95.73
1164.00,95.81
1163.00,95.90
1162.00,95.96
1161.00,96.01
1160.00,96.02
1159.00,96.02
1158.00,96.02
1157.00,96.03
1156.00,96.05
1155.00,96.06
1154.00,96.06
1153.00,96.05
1152.00,96.02
1151.00,95.99
1150.00,95.96
1149.00,95.98
1148.00,96.03
1147.00,96.10
1146.00,96.17
1145.00,96.21
1144.00,96.22
1143.00,96.22
1142.00,96.21
1141.00,96.20
1140.00,96.20
1139.00,96.21
1138.00,96.21
1137.00,96.21
1136.00,96.21
1135.00,96.20
1134.00,96.17
1133.00,96.13
1132.00,96.09
1131.00,96.06
1130.00,96.04
1129.00,96.01
1128.00,95.98
1127.00,95.95
1126.00,95.91
1125.00,95.86
1124.00,95.81
1123.00,95.77
1122.00,95.73
1121.00,95.70
1120.00,95.68
1119.00,95.66
1118.00,95.64
1117.00,95.61
1116.00,95.55
1115.00,95.48
1114.00,95.40
1113.00,95.32
1112.00,95.25
1111.00,95.21
1110.00,95.20
1109.00,95.20
1108.00,95.17
1107.00,95.11
1106.00,95.05
1105.00,94.99
1104.00,94.94
1103.00,94.89
1102.00,94.83
1101.00,94.76
1100.00,94.71
1099.00,94.69
1098.00,94.68
1097.00,94.69
1096.00,94.69
1095.00,94.67
1094.00,94.64
1093.00,94.59
1092.00,94.55
1091.00,94.52
1090.00,94.50
1089.00,94.48
1088.00,94.46
1087.00,94.45
1086.00,94.43
1085.00,94.41
1084.00,94.38
1083.00,94.36
1082.00,94.34
1081.00,94.31
1080.00,94.27
1079.00,94.23
1078.00,94.18
1077.00,94.12
1076.00,94.07
1075.00,94.02
1074.00,93.99
1073.00,93.97
1072.00,93.98
1071.00,93.99
1070.00,93.98
1069.00,93.95
1068.00,93.90
1067.00,93.85
1066.00,93.82
1065.00,93.79
1064.00,93.76
1063.00,93.73
1062.00,93.70
1061.00,93.68
1060.00,93.68
1059.00,93.68
1058.00,93.67
1057.00,93.63
1056.00,93.60
1055.00,93.58
1054.00,93.59
1053.00,93.61
1052.00,93.62
1051.00,93.61
1050.00,93.59
1049.00,93.57
1048.00,93.54
1047.00,93.52
1046.00,93.51
1045.00,93.51
1044.00,93.50
1043.00,93.47
1042.00,93.45
1041.00,93.43
1040.00,93.44
1039.00,93.45
1038.00,93.48
1037.00,93.52
1036.00,93.57
1035.00,93.64
1034.00,93.70
1033.00,93.76
1032.00,93.81
1031.00,93.86
1030.00,93.93
1029.00,93.99
1028.00,94.03
1027.00,94.08
1026.00,94.14
1025.00,94.20
1024.00,94.25
1023.00,94.28
1022.00,94.30
1021.00,94.31
1020.00,94.32
1019.00,94.32
1018.00,94.32
1017.00,94.32
1016.00,94.32
1015.00,94.29
1014.00,94.24
1013.00,94.18
1012.00,94.13
1011.00,94.12
1010.00,94.13
1009.00,94.17
1008.00,94.21
1007.00,94.24
1006.00,94.26
1005.00,94.27
1004.00,94.27
1003.00,94.27
1002.00,94.27
1001.00,94.26
1000.00,94.25
999.00,94.25
998.00,94.27
997.00,94.30
996.00,94.32
995.00,94.33
994.00,94.35
993.00,94.36
992.00,94.37
991.00,94.37
990.00,94.38
989.00,94.38
988.00,94.40
987.00,94.43
986.00,94.46
985.00,94.49
984.00,94.52
983.00,94.53
982.00,94.54
981.00,94.56
980.00,94.59
979.00,94.61
978.00,94.63
977.00,94.64
976.00,94.65
975.00,94.66
974.00,94.67
973.00,94.68
972.00,94.69
971.00,94.69
970.00,94.70
969.00,94.71
968.00,94.73
967.00,94.76
966.00,94.76
965.00,94.75
964.00,94.74
963.00,94.73
962.00,94.76
961.00,94.81
960.00,94.86
959.00,94.89
958.00,94.89
957.00,94.88
956.00,94.87
955.00,94.87
954.00,94.87
953.00,94.89
952.00,94.92
951.00,94.96
950.00,94.98
949.00,94.99
948.00,94.99
947.00,94.99
946.00,94.99
945.00,94.99
944.00,94.99
943.00,94.99
942.00,95.00
941.00,95.01
940.00,95.01
939.00,95.00
938.00,95.01
937.00,95.03
936.00,95.06
935.00,95.08
934.00,95.08
933.00,95.07
932.00,95.06
931.00,95.06
930.00,95.08
929.00,95.09
928.00,95.11
927.00,95.12
