Created as New Dataset,166. Hoechst (Dark Blue)
cm-1,%T
2471.00,94.80
2470.00,94.82
2469.00,94.83
2468.00,94.83
2467.00,94.82
2466.00,94.82
2465.00,94.81
2464.00,94.80
2463.00,94.80
2462.00,94.79
2461.00,94.78
2460.00,94.77
2459.00,94.77
2458.00,94.78
2457.00,94.79
2456.00,94.78
2455.00,94.77
2454.00,94.77
2453.00,94.77
2452.00,94.78
2451.00,94.79
2450.00,94.79
2449.00,94.79
2448.00,94.80
2447.00,94.80
2446.00,94.81
2445.00,94.81
2444.00,94.80
2443.00,94.79
2442.00,94.78
2441.00,94.78
2440.00,94.78
2439.00,94.79
2438.00,94.80
2437.00,94.79
2436.00,94.78
2435.00,94.76
2434.00,94.74
2433.00,94.72
2432.00,94.71
2431.00,94.71
2430.00,94.73
2429.00,94.75
2428.00,94.77
2427.00,94.79
2426.00,94.80
2425.00,94.81
2424.00,94.81
2423.00,94.80
2422.00,94.78
2421.00,94.77
2420.00,94.78
2419.00,94.79
2418.00,94.80
2417.00,94.80
2416.00,94.79
2415.00,94.78
2414.00,94.77
2413.00,94.76
2412.00,94.75
2411.00,94.74
2410.00,94.73
2409.00,94.72
2408.00,94.72
2407.00,94.74
2406.00,94.76
2405.00,94.78
2404.00,94.79
2403.00,94.79
2402.00,94.79
2401.00,94.79
2400.00,94.80
2399.00,94.81
2398.00,94.81
2397.00,94.81
2396.00,94.80
2395.00,94.81
2394.00,94.82
2393.00,94.83
2392.00,94.82
2391.00,94.81
2390.00,94.79
2389.00,94.79
2388.00,94.81
2387.00,94.82
2386.00,94.84
2385.00,94.84
2384.00,94.84
2383.00,94.85
2382.00,94.86
2381.00,94.86
2380.00,94.86
2379.00,94.87
2378.00,94.88
2377.00,94.87
2376.00,94.84
2375.00,94.82
2374.00,94.82
2373.00,94.85
2372.00,94.86
2371.00,94.86
2370.00,94.84
2369.00,94.83
2368.00,94.84
2367.00,94.88
2366.00,94.93
2365.00,94.99
2364.00,95.00
2363.00,94.94
2362.00,94.82
2361.00,94.72
2360.00,94.65
2359.00,94.64
2358.00,94.66
2357.00,94.69
2356.00,94.73
2355.00,94.76
2354.00,94.80
2353.00,94.84
2352.00,94.88
2351.00,94.92
2350.00,94.94
2349.00,94.92
2348.00,94.91
2347.00,94.91
2346.00,94.94
2345.00,94.99
2344.00,95.04
2343.00,95.06
2342.00,95.03
2341.00,94.97
2340.00,94.90
2339.00,94.86
2338.00,94.86
2337.00,94.90
2336.00,94.93
2335.00,94.95
2334.00,94.96
2333.00,94.96
2332.00,94.96
2331.00,94.97
2330.00,94.98
2329.00,94.96
2328.00,94.93
2327.00,94.87
2326.00,94.82
2325.00,94.79
2324.00,94.81
2323.00,94.86
2322.00,94.91
2321.00,94.92
2320.00,94.89
2319.00,94.85
2318.00,94.80
2317.00,94.78
2316.00,94.78
2315.00,94.79
2314.00,94.82
2313.00,94.85
2312.00,94.86
2311.00,94.86
2310.00,94.83
2309.00,94.78
2308.00,94.73
2307.00,94.69
2306.00,94.67
2305.00,94.66
2304.00,94.67
2303.00,94.67
2302.00,94.67
2301.00,94.66
2300.00,94.65
2299.00,94.62
2298.00,94.60
2297.00,94.58
2296.00,94.57
2295.00,94.57
2294.00,94.57
2293.00,94.56
2292.00,94.52
2291.00,94.48
2290.00,94.45
2289.00,94.41
2288.00,94.38
2287.00,94.35
2286.00,94.32
2285.00,94.31
2284.00,94.31
2283.00,94.33
2282.00,94.35
2281.00,94.35
2280.00,94.33
2279.00,94.30
2278.00,94.27
2277.00,94.23
2276.00,94.18
2275.00,94.16
2274.00,94.16
2273.00,94.19
2272.00,94.23
2271.00,94.24
2270.00,94.24
2269.00,94.23
2268.00,94.21
2267.00,94.20
2266.00,94.19
2265.00,94.18
2264.00,94.18
2263.00,94.18
2262.00,94.19
2261.00,94.20
2260.00,94.19
2259.00,94.15
2258.00,94.10
2257.00,94.06
2256.00,94.03
2255.00,94.02
2254.00,94.02
2253.00,94.03
2252.00,94.04
2251.00,94.02
2250.00,93.98
2249.00,93.94
2248.00,93.92
2247.00,93.91
2246.00,93.90
2245.00,93.89
2244.00,93.88
2243.00,93.91
2242.00,93.96
2241.00,94.00
2240.00,94.02
2239.00,94.02
2238.00,94.00
2237.00,93.99
2236.00,93.99
2235.00,93.98
2234.00,93.96
2233.00,93.93
2232.00,93.88
2231.00,93.86
2230.00,93.85
2229.00,93.87
2228.00,93.88
2227.00,93.89
2226.00,93.90
2225.00,93.93
2224.00,93.99
2223.00,94.02
2222.00,94.00
2221.00,93.94
2220.00,93.84
2219.00,93.75
2218.00,93.71
2217.00,93.71
2216.00,93.74
2215.00,93.77
2214.00,93.77
2213.00,93.75
2212.00,93.72
2211.00,93.71
2210.00,93.75
2209.00,93.80
2208.00,93.86
2207.00,93.88
2206.00,93.85
2205.00,93.81
2204.00,93.77
2203.00,93.74
2202.00,93.73
2201.00,93.71
2200.00,93.71
2199.00,93.71
2198.00,93.73
2197.00,93.77
2196.00,93.79
2195.00,93.78
2194.00,93.73
2193.00,93.70
2192.00,93.69
2191.00,93.70
2190.00,93.69
2189.00,93.64
2188.00,93.56
2187.00,93.49
2186.00,93.43
2185.00,93.39
2184.00,93.38
2183.00,93.39
2182.00,93.40
2181.00,93.41
2180.00,93.43
2179.00,93.46
2178.00,93.51
2177.00,93.56
2176.00,93.59
2175.00,93.61
2174.00,93.60
2173.00,93.56
2172.00,93.50
2171.00,93.42
2170.00,93.33
2169.00,93.26
2168.00,93.22
2167.00,93.20
2166.00,93.20
2165.00,93.17
2164.00,93.11
2163.00,93.01
2162.00,92.94
2161.00,92.97
2160.00,93.12
2159.00,93.34
2158.00,93.54
2157.00,93.67
2156.00,93.72
2155.00,93.73
2154.00,93.72
2153.00,93.71
2152.00,93.71
2151.00,93.71
2150.00,93.70
2149.00,93.69
2148.00,93.69
2147.00,93.72
2146.00,93.78
2145.00,93.84
2144.00,93.91
2143.00,93.97
2142.00,94.01
2141.00,94.01
2140.00,93.99
2139.00,93.98
2138.00,94.01
2137.00,94.07
2136.00,94.15
2135.00,94.20
2134.00,94.22
2133.00,94.20
2132.00,94.18
2131.00,94.18
2130.00,94.18
2129.00,94.19
2128.00,94.18
2127.00,94.17
2126.00,94.17
2125.00,94.18
2124.00,94.20
2123.00,94.23
2122.00,94.24
2121.00,94.23
2120.00,94.22
2119.00,94.20
2118.00,94.17
2117.00,94.14
2116.00,94.10
2115.00,94.06
2114.00,94.03
2113.00,94.01
2112.00,94.02
2111.00,94.04
2110.00,94.06
2109.00,94.05
2108.00,94.02
2107.00,94.01
2106.00,94.00
2105.00,94.00
2104.00,93.99
2103.00,93.97
2102.00,93.95
2101.00,93.94
2100.00,93.95
2099.00,93.96
2098.00,93.99
2097.00,94.03
2096.00,94.09
2095.00,94.16
2094.00,94.20
2093.00,94.20
2092.00,94.15
2091.00,94.10
2090.00,94.06
2089.00,94.05
2088.00,94.05
2087.00,94.05
2086.00,94.05
2085.00,94.03
2084.00,94.00
2083.00,93.99
2082.00,93.99
2081.00,93.99
2080.00,93.99
2079.00,93.99
2078.00,94.01
2077.00,94.06
2076.00,94.09
2075.00,94.11
2074.00,94.13
2073.00,94.13
2072.00,94.11
2071.00,94.07
2070.00,94.02
2069.00,93.99
2068.00,93.98
2067.00,94.00
2066.00,94.01
2065.00,94.03
2064.00,94.06
2063.00,94.08
2062.00,94.11
2061.00,94.14
2060.00,94.15
2059.00,94.16
2058.00,94.15
2057.00,94.13
2056.00,94.12
2055.00,94.10
2054.00,94.07
2053.00,94.01
2052.00,93.93
2051.00,93.86
2050.00,93.85
2049.00,93.91
2048.00,93.98
2047.00,94.01
2046.00,93.98
2045.00,93.92
2044.00,93.88
2043.00,93.86
2042.00,93.84
2041.00,93.81
2040.00,93.77
2039.00,93.73
2038.00,93.70
2037.00,93.68
2036.00,93.67
2035.00,93.67
2034.00,93.68
2033.00,93.70
2032.00,93.69
2031.00,93.68
2030.00,93.69
2029.00,93.74
2028.00,93.79
2027.00,93.82
2026.00,93.81
2025.00,93.79
2024.00,93.77
2023.00,93.76
2022.00,93.74
2021.00,93.72
2020.00,93.71
2019.00,93.73
2018.00,93.78
2017.00,93.84
2016.00,93.87
2015.00,93.84
2014.00,93.78
2013.00,93.74
2012.00,93.75
2011.00,93.81
2010.00,93.88
2009.00,93.94
2008.00,93.95
2007.00,93.94
2006.00,93.93
2005.00,93.94
2004.00,93.93
2003.00,93.92
2002.00,93.91
2001.00,93.92
2000.00,93.95
1999.00,93.97
1998.00,93.98
1997.00,93.98
1996.00,93.98
1995.00,93.97
1994.00,93.94
1993.00,93.90
1992.00,93.85
1991.00,93.82
1990.00,93.82
1989.00,93.83
1988.00,93.82
1987.00,93.78
1986.00,93.73
1985.00,93.68
1984.00,93.65
1983.00,93.62
1982.00,93.61
1981.00,93.59
1980.00,93.57
1979.00,93.55
1978.00,93.54
1977.00,93.55
1976.00,93.58
1975.00,93.59
1974.00,93.56
1973.00,93.53
1972.00,93.52
1971.00,93.53
1970.00,93.55
1969.00,93.57
1968.00,93.60
1967.00,93.66
1966.00,93.74
1965.00,93.81
1964.00,93.82
1963.00,93.80
1962.00,93.77
1961.00,93.75
1960.00,93.74
1959.00,93.75
1958.00,93.78
1957.00,93.84
1956.00,93.89
1955.00,93.93
1954.00,93.93
1953.00,93.92
1952.00,93.91
1951.00,93.94
1950.00,93.98
1949.00,94.04
1948.00,94.08
1947.00,94.11
1946.00,94.15
1945.00,94.19
1944.00,94.21
1943.00,94.21
1942.00,94.22
1941.00,94.25
1940.00,94.29
1939.00,94.33
1938.00,94.36
1937.00,94.39
1936.00,94.43
1935.00,94.46
1934.00,94.49
1933.00,94.52
1932.00,94.55
1931.00,94.58
1930.00,94.60
1929.00,94.60
1928.00,94.61
1927.00,94.63
1926.00,94.69
1925.00,94.76
1924.00,94.82
1923.00,94.86
1922.00,94.88
1921.00,94.89
1920.00,94.91
1919.00,94.92
1918.00,94.93
1917.00,94.93
1916.00,94.92
1915.00,94.90
1914.00,94.89
1913.00,94.89
1912.00,94.92
1911.00,94.96
1910.00,94.99
1909.00,95.02
1908.00,95.03
1907.00,95.03
1906.00,95.02
1905.00,95.02
1904.00,95.03
1903.00,95.06
1902.00,95.08
1901.00,95.10
1900.00,95.12
1899.00,95.15
1898.00,95.18
1897.00,95.22
1896.00,95.25
1895.00,95.27
1894.00,95.27
1893.00,95.27
1892.00,95.27
1891.00,95.27
1890.00,95.27
1889.00,95.28
1888.00,95.29
1887.00,95.31
1886.00,95.33
1885.00,95.36
1884.00,95.39
1883.00,95.41
1882.00,95.44
1881.00,95.47
1880.00,95.50
1879.00,95.51
1878.00,95.51
1877.00,95.50
1876.00,95.49
1875.00,95.48
1874.00,95.50
1873.00,95.53
1872.00,95.55
1871.00,95.57
1870.00,95.56
1869.00,95.56
1868.00,95.57
1867.00,95.59
1866.00,95.59
1865.00,95.58
1864.00,95.57
1863.00,95.57
1862.00,95.59
1861.00,95.60
1860.00,95.60
1859.00,95.57
1858.00,95.54
1857.00,95.53
1856.00,95.54
1855.00,95.57
1854.00,95.60
1853.00,95.62
1852.00,95.62
1851.00,95.60
1850.00,95.57
1849.00,95.55
1848.00,95.55
1847.00,95.55
1846.00,95.55
1845.00,95.55
1844.00,95.54
1843.00,95.54
1842.00,95.55
1841.00,95.57
1840.00,95.57
1839.00,95.56
1838.00,95.54
1837.00,95.52
1836.00,95.52
1835.00,95.54
1834.00,95.56
1833.00,95.56
1832.00,95.55
1831.00,95.54
1830.00,95.53
1829.00,95.53
1828.00,95.55
1827.00,95.56
1826.00,95.56
1825.00,95.57
1824.00,95.58
1823.00,95.58
1822.00,95.58
1821.00,95.57
1820.00,95.57
1819.00,95.58
1818.00,95.61
1817.00,95.65
1816.00,95.68
1815.00,95.70
1814.00,95.71
1813.00,95.72
1812.00,95.75
1811.00,95.77
1810.00,95.78
1809.00,95.80
1808.00,95.81
1807.00,95.82
1806.00,95.83
1805.00,95.86
1804.00,95.89
1803.00,95.92
1802.00,95.96
1801.00,96.01
1800.00,96.05
1799.00,96.07
1798.00,96.08
1797.00,96.09
1796.00,96.11
1795.00,96.13
1794.00,96.15
1793.00,96.17
1792.00,96.19
1791.00,96.22
1790.00,96.25
1789.00,96.27
1788.00,96.27
1787.00,96.27
1786.00,96.27
1785.00,96.29
1784.00,96.33
1783.00,96.35
1782.00,96.36
1781.00,96.37
1780.00,96.38
1779.00,96.40
1778.00,96.43
1777.00,96.46
1776.00,96.49
1775.00,96.51
1774.00,96.52
1773.00,96.52
1772.00,96.52
1771.00,96.51
1770.00,96.51
1769.00,96.52
1768.00,96.54
1767.00,96.56
1766.00,96.57
1765.00,96.57
1764.00,96.56
1763.00,96.54
1762.00,96.52
1761.00,96.50
1760.00,96.49
1759.00,96.47
1758.00,96.43
1757.00,96.38
1756.00,96.30
1755.00,96.19
1754.00,96.07
1753.00,95.93
1752.00,95.77
1751.00,95.53
1750.00,95.21
1749.00,94.82
1748.00,94.33
1747.00,93.74
1746.00,93.07
1745.00,92.33
1744.00,91.50
1743.00,90.58
1742.00,89.58
1741.00,88.47
1740.00,87.23
1739.00,85.99
1738.00,84.89
1737.00,83.92
1736.00,82.89
1735.00,81.55
1734.00,79.95
1733.00,78.50
1732.00,77.30
1731.00,76.15
1730.00,74.93
1729.00,73.67
1728.00,72.44
1727.00,71.24
1726.00,70.04
1725.00,68.82
1724.00,67.60
1723.00,66.38
1722.00,65.20
1721.00,64.10
1720.00,63.03
1719.00,61.85
1718.00,60.59
1717.00,59.54
1716.00,58.88
1715.00,58.50
1714.00,58.38
1713.00,58.57
1712.00,59.09
1711.00,59.86
1710.00,60.83
1709.00,61.99
1708.00,63.29
1707.00,64.72
1706.00,66.30
1705.00,67.91
1704.00,69.28
1703.00,70.34
1702.00,71.35
1701.00,72.72
1700.00,74.32
1699.00,75.59
1698.00,76.42
1697.00,77.16
1696.00,78.04
1695.00,78.93
1694.00,79.61
1693.00,80.10
1692.00,80.52
1691.00,80.96
1690.00,81.43
1689.00,81.86
1688.00,82.20
1687.00,82.45
1686.00,82.67
1685.00,82.94
1684.00,83.29
1683.00,83.62
1682.00,83.87
1681.00,84.09
1680.00,84.34
1679.00,84.62
1678.00,84.89
1677.00,85.15
1676.00,85.44
1675.00,85.75
1674.00,86.03
1673.00,86.25
1672.00,86.44
1671.00,86.64
1670.00,86.87
1669.00,87.13
1668.00,87.37
1667.00,87.59
1666.00,87.79
1665.00,87.99
1664.00,88.20
1663.00,88.43
1662.00,88.63
1661.00,88.82
1660.00,88.98
1659.00,89.13
1658.00,89.28
1657.00,89.42
1656.00,89.53
1655.00,89.64
1654.00,89.79
1653.00,89.97
1652.00,90.11
1651.00,90.18
1650.00,90.22
1649.00,90.25
1648.00,90.31
1647.00,90.39
1646.00,90.48
1645.00,90.54
1644.00,90.59
1643.00,90.65
1642.00,90.72
1641.00,90.79
1640.00,90.86
1639.00,90.92
1638.00,90.97
1637.00,91.02
1636.00,91.07
1635.00,91.12
1634.00,91.16
1633.00,91.21
1632.00,91.27
1631.00,91.33
1630.00,91.38
1629.00,91.42
1628.00,91.47
1627.00,91.52
1626.00,91.55
1625.00,91.58
1624.00,91.60
1623.00,91.62
1622.00,91.63
1621.00,91.63
1620.00,91.62
1619.00,91.60
1618.00,91.53
1617.00,91.44
1616.00,91.36
1615.00,91.33
1614.00,91.33
1613.00,91.35
1612.00,91.38
1611.00,91.44
1610.00,91.52
1609.00,91.62
1608.00,91.70
1607.00,91.79
1606.00,91.86
1605.00,91.94
1604.00,92.01
1603.00,92.09
1602.00,92.15
1601.00,92.21
1600.00,92.26
1599.00,92.31
1598.00,92.36
1597.00,92.41
1596.00,92.46
1595.00,92.52
1594.00,92.58
1593.00,92.62
1592.00,92.64
1591.00,92.65
1590.00,92.64
1589.00,92.63
1588.00,92.61
1587.00,92.57
1586.00,92.48
1585.00,92.35
1584.00,92.18
1583.00,91.98
1582.00,91.75
1581.00,91.53
1580.00,91.34
1579.00,91.20
1578.00,91.14
1577.00,91.18
1576.00,91.31
1575.00,91.47
1574.00,91.61
1573.00,91.73
1572.00,91.84
1571.00,91.96
1570.00,92.10
1569.00,92.23
1568.00,92.35
1567.00,92.43
1566.00,92.51
1565.00,92.58
1564.00,92.65
1563.00,92.73
1562.00,92.80
1561.00,92.88
1560.00,92.94
1559.00,92.97
1558.00,93.01
1557.00,93.02
1556.00,93.03
1555.00,93.06
1554.00,93.11
1553.00,93.15
1552.00,93.17
1551.00,93.19
1550.00,93.19
1549.00,93.20
1548.00,93.19
1547.00,93.17
1546.00,93.17
1545.00,93.19
1544.00,93.24
1543.00,93.29
1542.00,93.32
1541.00,93.33
1540.00,93.34
1539.00,93.36
1538.00,93.38
1537.00,93.40
1536.00,93.41
1535.00,93.42
1534.00,93.43
1533.00,93.45
1532.00,93.48
1531.00,93.50
1530.00,93.50
1529.00,93.50
1528.00,93.50
1527.00,93.51
1526.00,93.52
1525.00,93.54
1524.00,93.55
1523.00,93.57
1522.00,93.60
1521.00,93.68
1520.00,93.76
1519.00,93.82
1518.00,93.84
1517.00,93.86
1516.00,93.87
1515.00,93.86
1514.00,93.80
1513.00,93.69
1512.00,93.51
1511.00,93.24
1510.00,92.87
1509.00,92.34
1508.00,91.56
1507.00,90.62
1506.00,89.92
1505.00,89.74
1504.00,89.95
1503.00,90.42
1502.00,91.02
1501.00,91.64
1500.00,92.23
1499.00,92.72
1498.00,93.13
1497.00,93.45
1496.00,93.70
1495.00,93.87
1494.00,93.97
1493.00,94.02
1492.00,94.03
1491.00,94.04
1490.00,94.05
1489.00,94.04
1488.00,93.98
1487.00,93.88
1486.00,93.75
1485.00,93.62
1484.00,93.48
1483.00,93.36
1482.00,93.24
1481.00,93.11
1480.00,92.96
1479.00,92.81
1478.00,92.64
1477.00,92.45
1476.00,92.24
1475.00,91.99
1474.00,91.70
1473.00,91.39
1472.00,91.17
1471.00,91.12
1470.00,91.22
1469.00,91.41
1468.00,91.62
1467.00,91.82
1466.00,91.97
1465.00,92.05
1464.00,92.07
1463.00,92.03
1462.00,91.97
1461.00,91.91
1460.00,91.84
1459.00,91.79
1458.00,91.76
1457.00,91.75
1456.00,91.74
1455.00,91.71
1454.00,91.67
1453.00,91.64
1452.00,91.65
1451.00,91.67
1450.00,91.72
1449.00,91.77
1448.00,91.85
1447.00,91.93
1446.00,91.99
1445.00,92.04
1444.00,92.08
1443.00,92.12
1442.00,92.17
1441.00,92.22
1440.00,92.29
1439.00,92.37
1438.00,92.49
1437.00,92.66
1436.00,92.84
1435.00,93.01
1434.00,93.15
1433.00,93.28
1432.00,93.42
1431.00,93.57
1430.00,93.71
1429.00,93.83
1428.00,93.92
1427.00,93.97
1426.00,94.01
1425.00,94.03
1424.00,94.01
1423.00,93.94
1422.00,93.81
1421.00,93.61
1420.00,93.28
1419.00,92.77
1418.00,92.10
1417.00,91.29
1416.00,90.29
1415.00,89.08
1414.00,87.71
1413.00,86.27
1412.00,84.89
1411.00,83.74
1410.00,82.96
1409.00,82.60
1408.00,82.65
1407.00,83.09
1406.00,83.87
1405.00,84.83
1404.00,85.82
1403.00,86.71
1402.00,87.47
1401.00,88.14
1400.00,88.77
1399.00,89.36
1398.00,89.85
1397.00,90.22
1396.00,90.50
1395.00,90.73
1394.00,90.92
1393.00,91.04
1392.00,91.09
1391.00,91.10
1390.00,91.09
1389.00,91.08
1388.00,91.07
1387.00,91.08
1386.00,91.11
1385.00,91.13
1384.00,91.15
1383.00,91.19
1382.00,91.25
1381.00,91.32
1380.00,91.40
1379.00,91.46
1378.00,91.50
1377.00,91.51
1376.00,91.49
1375.00,91.46
1374.00,91.42
1373.00,91.37
1372.00,91.32
1371.00,91.28
1370.00,91.30
1369.00,91.38
1368.00,91.53
1367.00,91.72
1366.00,91.93
1365.00,92.16
1364.00,92.42
1363.00,92.69
1362.00,92.93
1361.00,93.11
1360.00,93.21
1359.00,93.26
1358.00,93.28
1357.00,93.27
1356.00,93.23
1355.00,93.15
1354.00,93.01
1353.00,92.79
1352.00,92.49
1351.00,92.09
1350.00,91.56
1349.00,90.87
1348.00,90.00
1347.00,88.91
1346.00,87.62
1345.00,86.15
1344.00,84.58
1343.00,83.02
1342.00,81.59
1341.00,80.42
1340.00,79.66
1339.00,79.45
1338.00,79.80
1337.00,80.65
1336.00,81.86
1335.00,83.31
1334.00,84.87
1333.00,86.41
1332.00,87.83
1331.00,89.07
1330.00,90.08
1329.00,90.86
1328.00,91.44
1327.00,91.86
1326.00,92.13
1325.00,92.31
1324.00,92.42
1323.00,92.47
1322.00,92.48
1321.00,92.45
1320.00,92.41
1319.00,92.36
1318.00,92.30
1317.00,92.21
1316.00,92.09
1315.00,91.94
1314.00,91.76
1313.00,91.59
1312.00,91.42
1311.00,91.24
1310.00,91.05
1309.00,90.83
1308.00,90.60
1307.00,90.37
1306.00,90.12
1305.00,89.86
1304.00,89.57
1303.00,89.24
1302.00,88.87
1301.00,88.45
1300.00,87.97
1299.00,87.46
1298.00,86.92
1297.00,86.37
1296.00,85.80
1295.00,85.24
1294.00,84.67
1293.00,84.11
1292.00,83.56
1291.00,83.03
1290.00,82.51
1289.00,81.99
1288.00,81.47
1287.00,80.96
1286.00,80.46
1285.00,79.96
1284.00,79.45
1283.00,78.94
1282.00,78.42
1281.00,77.90
1280.00,77.37
1279.00,76.82
1278.00,76.25
1277.00,75.65
1276.00,75.02
1275.00,74.37
1274.00,73.69
1273.00,72.99
1272.00,72.26
1271.00,71.50
1270.00,70.72
1269.00,69.90
1268.00,69.06
1267.00,68.22
1266.00,67.42
1265.00,66.65
1264.00,65.91
1263.00,65.24
1262.00,64.63
1261.00,64.09
1260.00,63.59
1259.00,63.14
1258.00,62.72
1257.00,62.29
1256.00,61.83
1255.00,61.34
1254.00,60.81
1253.00,60.23
1252.00,59.60
1251.00,58.92
1250.00,58.24
1249.00,57.54
1248.00,56.85
1247.00,56.21
1246.00,55.61
1245.00,55.06
1244.00,54.56
1243.00,54.14
1242.00,53.82
1241.00,53.62
1240.00,53.55
1239.00,53.63
1238.00,53.86
1237.00,54.20
1236.00,54.63
1235.00,55.17
1234.00,55.81
1233.00,56.51
1232.00,57.23
1231.00,57.98
1230.00,58.74
1229.00,59.48
1228.00,60.17
1227.00,60.82
1226.00,61.44
1225.00,62.02
1224.00,62.59
1223.00,63.17
1222.00,63.79
1221.00,64.43
1220.00,65.10
1219.00,65.79
1218.00,66.52
1217.00,67.23
1216.00,67.91
1215.00,68.57
1214.00,69.20
1213.00,69.81
1212.00,70.38
1211.00,70.94
1210.00,71.50
1209.00,72.05
1208.00,72.58
1207.00,73.11
1206.00,73.64
1205.00,74.16
1204.00,74.68
1203.00,75.21
1202.00,75.75
1201.00,76.28
1200.00,76.80
1199.00,77.32
1198.00,77.83
1197.00,78.34
1196.00,78.83
1195.00,79.31
1194.00,79.78
1193.00,80.24
1192.00,80.70
1191.00,81.16
1190.00,81.58
1189.00,81.97
1188.00,82.32
1187.00,82.64
1186.00,82.92
1185.00,83.16
1184.00,83.34
1183.00,83.50
1182.00,83.63
1181.00,83.73
1180.00,83.79
1179.00,83.83
1178.00,83.85
1177.00,83.86
1176.00,83.89
1175.00,83.97
1174.00,84.10
1173.00,84.26
1172.00,84.45
1171.00,84.71
1170.00,85.01
1169.00,85.35
1168.00,85.70
1167.00,86.05
1166.00,86.37
1165.00,86.63
1164.00,86.84
1163.00,87.00
1162.00,87.13
1161.00,87.24
1160.00,87.35
1159.00,87.45
1158.00,87.54
1157.00,87.62
1156.00,87.67
1155.00,87.67
1154.00,87.65
1153.00,87.58
1152.00,87.46
1151.00,87.32
1150.00,87.14
1149.00,86.92
1148.00,86.67
1147.00,86.38
1146.00,86.04
1145.00,85.66
1144.00,85.20
1143.00,84.68
1142.00,84.10
1141.00,83.46
1140.00,82.75
1139.00,81.97
1138.00,81.07
1137.00,80.07
1136.00,78.97
1135.00,77.82
1134.00,76.63
1133.00,75.41
1132.00,74.16
1131.00,72.90
1130.00,71.67
1129.00,70.46
1128.00,69.29
1127.00,68.20
1126.00,67.22
1125.00,66.33
1124.00,65.53
1123.00,64.81
1122.00,64.20
1121.00,63.67
1120.00,63.25
1119.00,62.97
1118.00,62.83
1117.00,62.79
1116.00,62.81
1115.00,62.85
1114.00,62.84
1113.00,62.74
1112.00,62.57
1111.00,62.32
1110.00,62.01
1109.00,61.59
1108.00,61.06
1107.00,60.45
1106.00,59.80
1105.00,59.13
1104.00,58.45
1103.00,57.79
1102.00,57.18
1101.00,56.60
1100.00,56.07
1099.00,55.64
1098.00,55.30
1097.00,55.03
1096.00,54.83
1095.00,54.71
1094.00,54.68
1093.00,54.71
1092.00,54.80
1091.00,54.95
1090.00,55.16
1089.00,55.39
1088.00,55.63
1087.00,55.92
1086.00,56.26
1085.00,56.62
1084.00,57.01
1083.00,57.47
1082.00,58.01
1081.00,58.61
1080.00,59.28
1079.00,60.01
1078.00,60.79
1077.00,61.56
1076.00,62.30
1075.00,63.04
1074.00,63.76
1073.00,64.46
1072.00,65.13
1071.00,65.78
1070.00,66.42
1069.00,67.02
1068.00,67.58
1067.00,68.13
1066.00,68.67
1065.00,69.17
1064.00,69.63
1063.00,70.08
1062.00,70.50
1061.00,70.90
1060.00,71.28
1059.00,71.66
1058.00,72.01
1057.00,72.31
1056.00,72.56
1055.00,72.76
1054.00,72.95
1053.00,73.10
1052.00,73.23
1051.00,73.35
1050.00,73.45
1049.00,73.53
1048.00,73.59
1047.00,73.69
1046.00,73.82
1045.00,73.99
1044.00,74.15
1043.00,74.34
1042.00,74.54
1041.00,74.76
1040.00,75.00
1039.00,75.27
1038.00,75.58
1037.00,75.93
1036.00,76.30
1035.00,76.71
1034.00,77.15
1033.00,77.60
1032.00,78.05
1031.00,78.45
1030.00,78.73
1029.00,78.74
1028.00,78.32
1027.00,77.34
1026.00,75.79
1025.00,73.82
1024.00,71.69
1023.00,69.65
1022.00,67.84
1021.00,66.24
1020.00,64.80
1019.00,63.56
1018.00,62.63
1017.00,62.17
1016.00,62.29
1015.00,62.99
1014.00,64.13
1013.00,65.48
1012.00,66.85
1011.00,68.13
1010.00,69.29
1009.00,70.31
1008.00,71.19
1007.00,71.97
1006.00,72.63
1005.00,73.21
1004.00,73.70
1003.00,74.14
1002.00,74.54
1001.00,74.91
1000.00,75.25
999.00,75.58
998.00,75.88
997.00,76.15
996.00,76.38
995.00,76.58
994.00,76.77
993.00,76.92
992.00,77.03
991.00,77.12
990.00,77.20
989.00,77.28
988.00,77.36
987.00,77.45
986.00,77.56
985.00,77.66
984.00,77.74
983.00,77.77
982.00,77.77
981.00,77.70
980.00,77.56
979.00,77.35
978.00,77.05
977.00,76.68
976.00,76.25
975.00,75.78
974.00,75.32
973.00,74.88
972.00,74.52
971.00,74.27
970.00,74.14
969.00,74.12
968.00,74.20
967.00,74.36
966.00,74.61
965.00,74.90
964.00,75.23
963.00,75.58
962.00,75.93
961.00,76.27
960.00,76.58
959.00,76.87
958.00,77.15
957.00,77.42
956.00,77.69
955.00,77.96
954.00,78.22
953.00,78.45
952.00,78.65
951.00,78.84
950.00,79.02
949.00,79.20
948.00,79.37
947.00,79.55
946.00,79.72
945.00,79.87
944.00,80.00
943.00,80.12
942.00,80.23
941.00,80.35
940.00,80.46
939.00,80.58
938.00,80.70
937.00,80.81
936.00,80.91
935.00,81.00
934.00,81.09
933.00,81.19
932.00,81.29
931.00,81.40
930.00,81.50
929.00,81.57
928.00,81.65
927.00,81.73
926.00,81.84
925.00,81.96
924.00,82.06
923.00,82.15
922.00,82.23
921.00,82.28
920.00,82.33
919.00,82.37
918.00,82.42
917.00,82.44
916.00,82.45
915.00,82.44
914.00,82.43
913.00,82.42
912.00,82.41
911.00,82.39
