Created as New Dataset,170. ICI (Pink)
cm-1,%T
2480.00,92.37
2479.00,92.37
2478.00,92.37
2477.00,92.38
2476.00,92.39
2475.00,92.40
2474.00,92.40
2473.00,92.40
2472.00,92.41
2471.00,92.41
2470.00,92.42
2469.00,92.44
2468.00,92.45
2467.00,92.45
2466.00,92.44
2465.00,92.44
2464.00,92.43
2463.00,92.42
2462.00,92.42
2461.00,92.40
2460.00,92.39
2459.00,92.39
2458.00,92.40
2457.00,92.42
2456.00,92.44
2455.00,92.45
2454.00,92.45
2453.00,92.44
2452.00,92.44
2451.00,92.44
2450.00,92.43
2449.00,92.43
2448.00,92.44
2447.00,92.45
2446.00,92.46
2445.00,92.45
2444.00,92.44
2443.00,92.44
2442.00,92.44
2441.00,92.44
2440.00,92.44
2439.00,92.44
2438.00,92.43
2437.00,92.43
2436.00,92.41
2435.00,92.39
2434.00,92.38
2433.00,92.39
2432.00,92.42
2431.00,92.44
2430.00,92.45
2429.00,92.45
2428.00,92.45
2427.00,92.44
2426.00,92.42
2425.00,92.41
2424.00,92.41
2423.00,92.42
2422.00,92.44
2421.00,92.46
2420.00,92.49
2419.00,92.51
2418.00,92.51
2417.00,92.49
2416.00,92.47
2415.00,92.45
2414.00,92.43
2413.00,92.43
2412.00,92.44
2411.00,92.45
2410.00,92.46
2409.00,92.48
2408.00,92.50
2407.00,92.51
2406.00,92.52
2405.00,92.53
2404.00,92.54
2403.00,92.55
2402.00,92.54
2401.00,92.53
2400.00,92.53
2399.00,92.53
2398.00,92.54
2397.00,92.55
2396.00,92.55
2395.00,92.56
2394.00,92.57
2393.00,92.57
2392.00,92.57
2391.00,92.56
2390.00,92.57
2389.00,92.60
2388.00,92.62
2387.00,92.65
2386.00,92.66
2385.00,92.66
2384.00,92.68
2383.00,92.72
2382.00,92.77
2381.00,92.80
2380.00,92.83
2379.00,92.87
2378.00,92.92
2377.00,92.98
2376.00,93.01
2375.00,93.00
2374.00,92.98
2373.00,92.96
2372.00,92.94
2371.00,92.91
2370.00,92.90
2369.00,92.93
2368.00,93.00
2367.00,93.07
2366.00,93.12
2365.00,93.13
2364.00,93.13
2363.00,93.12
2362.00,93.13
2361.00,93.12
2360.00,93.10
2359.00,93.08
2358.00,93.08
2357.00,93.14
2356.00,93.21
2355.00,93.26
2354.00,93.25
2353.00,93.20
2352.00,93.15
2351.00,93.13
2350.00,93.16
2349.00,93.19
2348.00,93.23
2347.00,93.25
2346.00,93.26
2345.00,93.26
2344.00,93.28
2343.00,93.29
2342.00,93.30
2341.00,93.29
2340.00,93.29
2339.00,93.30
2338.00,93.32
2337.00,93.33
2336.00,93.33
2335.00,93.31
2334.00,93.29
2333.00,93.27
2332.00,93.24
2331.00,93.23
2330.00,93.25
2329.00,93.27
2328.00,93.26
2327.00,93.21
2326.00,93.13
2325.00,93.08
2324.00,93.09
2323.00,93.14
2322.00,93.19
2321.00,93.20
2320.00,93.17
2319.00,93.14
2318.00,93.11
2317.00,93.08
2316.00,93.06
2315.00,93.04
2314.00,93.03
2313.00,93.02
2312.00,93.02
2311.00,93.02
2310.00,93.00
2309.00,92.96
2308.00,92.91
2307.00,92.86
2306.00,92.82
2305.00,92.80
2304.00,92.78
2303.00,92.76
2302.00,92.72
2301.00,92.69
2300.00,92.66
2299.00,92.64
2298.00,92.62
2297.00,92.59
2296.00,92.55
2295.00,92.51
2294.00,92.47
2293.00,92.42
2292.00,92.38
2291.00,92.35
2290.00,92.31
2289.00,92.27
2288.00,92.21
2287.00,92.14
2286.00,92.06
2285.00,92.01
2284.00,92.01
2283.00,92.03
2282.00,92.06
2281.00,92.06
2280.00,92.02
2279.00,91.97
2278.00,91.94
2277.00,91.91
2276.00,91.88
2275.00,91.86
2274.00,91.83
2273.00,91.82
2272.00,91.81
2271.00,91.81
2270.00,91.81
2269.00,91.82
2268.00,91.82
2267.00,91.81
2266.00,91.80
2265.00,91.78
2264.00,91.76
2263.00,91.75
2262.00,91.74
2261.00,91.72
2260.00,91.68
2259.00,91.65
2258.00,91.61
2257.00,91.58
2256.00,91.56
2255.00,91.55
2254.00,91.56
2253.00,91.57
2252.00,91.58
2251.00,91.57
2250.00,91.53
2249.00,91.48
2248.00,91.44
2247.00,91.41
2246.00,91.40
2245.00,91.41
2244.00,91.45
2243.00,91.50
2242.00,91.56
2241.00,91.59
2240.00,91.55
2239.00,91.48
2238.00,91.42
2237.00,91.40
2236.00,91.40
2235.00,91.41
2234.00,91.40
2233.00,91.36
2232.00,91.31
2231.00,91.26
2230.00,91.24
2229.00,91.24
2228.00,91.25
2227.00,91.24
2226.00,91.23
2225.00,91.23
2224.00,91.25
2223.00,91.25
2222.00,91.24
2221.00,91.21
2220.00,91.18
2219.00,91.14
2218.00,91.10
2217.00,91.09
2216.00,91.10
2215.00,91.12
2214.00,91.12
2213.00,91.11
2212.00,91.09
2211.00,91.07
2210.00,91.06
2209.00,91.06
2208.00,91.05
2207.00,91.02
2206.00,90.98
2205.00,90.94
2204.00,90.91
2203.00,90.89
2202.00,90.89
2201.00,90.91
2200.00,90.96
2199.00,91.01
2198.00,91.04
2197.00,91.05
2196.00,91.04
2195.00,91.00
2194.00,90.95
2193.00,90.89
2192.00,90.84
2191.00,90.83
2190.00,90.82
2189.00,90.80
2188.00,90.75
2187.00,90.68
2186.00,90.63
2185.00,90.61
2184.00,90.61
2183.00,90.63
2182.00,90.64
2181.00,90.63
2180.00,90.62
2179.00,90.60
2178.00,90.59
2177.00,90.59
2176.00,90.59
2175.00,90.58
2174.00,90.57
2173.00,90.56
2172.00,90.54
2171.00,90.50
2170.00,90.44
2169.00,90.36
2168.00,90.29
2167.00,90.25
2166.00,90.23
2165.00,90.20
2164.00,90.12
2163.00,89.96
2162.00,89.79
2161.00,89.72
2160.00,89.81
2159.00,90.04
2158.00,90.29
2157.00,90.50
2156.00,90.64
2155.00,90.71
2154.00,90.76
2153.00,90.80
2152.00,90.84
2151.00,90.88
2150.00,90.91
2149.00,90.92
2148.00,90.92
2147.00,90.93
2146.00,90.98
2145.00,91.05
2144.00,91.12
2143.00,91.18
2142.00,91.22
2141.00,91.26
2140.00,91.30
2139.00,91.34
2138.00,91.37
2137.00,91.41
2136.00,91.48
2135.00,91.57
2134.00,91.67
2133.00,91.76
2132.00,91.82
2131.00,91.84
2130.00,91.84
2129.00,91.83
2128.00,91.82
2127.00,91.81
2126.00,91.81
2125.00,91.82
2124.00,91.82
2123.00,91.83
2122.00,91.85
2121.00,91.87
2120.00,91.88
2119.00,91.88
2118.00,91.86
2117.00,91.83
2116.00,91.79
2115.00,91.75
2114.00,91.71
2113.00,91.70
2112.00,91.70
2111.00,91.71
2110.00,91.71
2109.00,91.69
2108.00,91.68
2107.00,91.69
2106.00,91.73
2105.00,91.76
2104.00,91.77
2103.00,91.76
2102.00,91.74
2101.00,91.72
2100.00,91.71
2099.00,91.70
2098.00,91.70
2097.00,91.73
2096.00,91.75
2095.00,91.77
2094.00,91.76
2093.00,91.74
2092.00,91.72
2091.00,91.72
2090.00,91.74
2089.00,91.76
2088.00,91.75
2087.00,91.73
2086.00,91.73
2085.00,91.73
2084.00,91.74
2083.00,91.74
2082.00,91.74
2081.00,91.73
2080.00,91.70
2079.00,91.68
2078.00,91.68
2077.00,91.69
2076.00,91.70
2075.00,91.71
2074.00,91.72
2073.00,91.74
2072.00,91.74
2071.00,91.72
2070.00,91.68
2069.00,91.66
2068.00,91.67
2067.00,91.69
2066.00,91.70
2065.00,91.69
2064.00,91.70
2063.00,91.72
2062.00,91.72
2061.00,91.70
2060.00,91.67
2059.00,91.65
2058.00,91.67
2057.00,91.70
2056.00,91.74
2055.00,91.75
2054.00,91.72
2053.00,91.63
2052.00,91.52
2051.00,91.41
2050.00,91.35
2049.00,91.34
2048.00,91.34
2047.00,91.33
2046.00,91.31
2045.00,91.31
2044.00,91.31
2043.00,91.30
2042.00,91.25
2041.00,91.18
2040.00,91.09
2039.00,91.01
2038.00,90.93
2037.00,90.88
2036.00,90.85
2035.00,90.83
2034.00,90.82
2033.00,90.81
2032.00,90.82
2031.00,90.87
2030.00,90.94
2029.00,91.00
2028.00,91.03
2027.00,91.03
2026.00,91.02
2025.00,91.00
2024.00,90.97
2023.00,90.95
2022.00,90.94
2021.00,90.97
2020.00,91.01
2019.00,91.06
2018.00,91.11
2017.00,91.15
2016.00,91.17
2015.00,91.15
2014.00,91.11
2013.00,91.08
2012.00,91.08
2011.00,91.10
2010.00,91.14
2009.00,91.19
2008.00,91.23
2007.00,91.25
2006.00,91.28
2005.00,91.32
2004.00,91.36
2003.00,91.38
2002.00,91.39
2001.00,91.40
2000.00,91.43
1999.00,91.45
1998.00,91.46
1997.00,91.44
1996.00,91.41
1995.00,91.40
1994.00,91.41
1993.00,91.43
1992.00,91.43
1991.00,91.41
1990.00,91.38
1989.00,91.37
1988.00,91.36
1987.00,91.32
1986.00,91.27
1985.00,91.21
1984.00,91.16
1983.00,91.08
1982.00,91.00
1981.00,90.91
1980.00,90.85
1979.00,90.81
1978.00,90.82
1977.00,90.88
1976.00,90.96
1975.00,91.02
1974.00,91.03
1973.00,91.02
1972.00,91.02
1971.00,91.04
1970.00,91.06
1969.00,91.08
1968.00,91.09
1967.00,91.11
1966.00,91.15
1965.00,91.20
1964.00,91.23
1963.00,91.23
1962.00,91.21
1961.00,91.21
1960.00,91.23
1959.00,91.29
1958.00,91.37
1957.00,91.47
1956.00,91.59
1955.00,91.70
1954.00,91.76
1953.00,91.79
1952.00,91.79
1951.00,91.79
1950.00,91.82
1949.00,91.87
1948.00,91.92
1947.00,91.97
1946.00,92.02
1945.00,92.06
1944.00,92.10
1943.00,92.13
1942.00,92.16
1941.00,92.18
1940.00,92.20
1939.00,92.22
1938.00,92.24
1937.00,92.26
1936.00,92.28
1935.00,92.31
1934.00,92.37
1933.00,92.43
1932.00,92.48
1931.00,92.53
1930.00,92.57
1929.00,92.62
1928.00,92.67
1927.00,92.72
1926.00,92.77
1925.00,92.82
1924.00,92.86
1923.00,92.92
1922.00,92.99
1921.00,93.06
1920.00,93.11
1919.00,93.12
1918.00,93.11
1917.00,93.11
1916.00,93.13
1915.00,93.14
1914.00,93.13
1913.00,93.11
1912.00,93.09
1911.00,93.11
1910.00,93.17
1909.00,93.24
1908.00,93.29
1907.00,93.32
1906.00,93.32
1905.00,93.32
1904.00,93.32
1903.00,93.33
1902.00,93.33
1901.00,93.35
1900.00,93.37
1899.00,93.42
1898.00,93.48
1897.00,93.54
1896.00,93.58
1895.00,93.60
1894.00,93.61
1893.00,93.61
1892.00,93.61
1891.00,93.59
1890.00,93.58
1889.00,93.59
1888.00,93.63
1887.00,93.68
1886.00,93.72
1885.00,93.75
1884.00,93.76
1883.00,93.77
1882.00,93.77
1881.00,93.77
1880.00,93.77
1879.00,93.76
1878.00,93.74
1877.00,93.72
1876.00,93.72
1875.00,93.74
1874.00,93.78
1873.00,93.82
1872.00,93.87
1871.00,93.91
1870.00,93.94
1869.00,93.97
1868.00,94.01
1867.00,94.05
1866.00,94.08
1865.00,94.06
1864.00,94.02
1863.00,93.97
1862.00,93.95
1861.00,93.95
1860.00,93.96
1859.00,93.96
1858.00,93.95
1857.00,93.95
1856.00,93.95
1855.00,93.96
1854.00,93.97
1853.00,93.99
1852.00,93.99
1851.00,93.98
1850.00,93.96
1849.00,93.94
1848.00,93.94
1847.00,93.94
1846.00,93.94
1845.00,93.95
1844.00,93.96
1843.00,93.96
1842.00,93.96
1841.00,93.97
1840.00,93.98
1839.00,93.96
1838.00,93.93
1837.00,93.92
1836.00,93.93
1835.00,93.93
1834.00,93.92
1833.00,93.91
1832.00,93.91
1831.00,93.92
1830.00,93.93
1829.00,93.94
1828.00,93.96
1827.00,93.96
1826.00,93.97
1825.00,93.99
1824.00,94.01
1823.00,94.02
1822.00,94.02
1821.00,94.01
1820.00,93.99
1819.00,93.99
1818.00,94.02
1817.00,94.06
1816.00,94.10
1815.00,94.12
1814.00,94.14
1813.00,94.16
1812.00,94.20
1811.00,94.23
1810.00,94.25
1809.00,94.26
1808.00,94.27
1807.00,94.28
1806.00,94.30
1805.00,94.34
1804.00,94.39
1803.00,94.44
1802.00,94.49
1801.00,94.54
1800.00,94.57
1799.00,94.58
1798.00,94.56
1797.00,94.55
1796.00,94.56
1795.00,94.58
1794.00,94.60
1793.00,94.62
1792.00,94.64
1791.00,94.67
1790.00,94.72
1789.00,94.76
1788.00,94.75
1787.00,94.72
1786.00,94.69
1785.00,94.69
1784.00,94.72
1783.00,94.75
1782.00,94.78
1781.00,94.80
1780.00,94.82
1779.00,94.83
1778.00,94.83
1777.00,94.83
1776.00,94.84
1775.00,94.86
1774.00,94.90
1773.00,94.92
1772.00,94.90
1771.00,94.88
1770.00,94.89
1769.00,94.92
1768.00,94.94
1767.00,94.93
1766.00,94.91
1765.00,94.89
1764.00,94.88
1763.00,94.86
1762.00,94.82
1761.00,94.78
1760.00,94.76
1759.00,94.74
1758.00,94.70
1757.00,94.64
1756.00,94.54
1755.00,94.41
1754.00,94.27
1753.00,94.13
1752.00,93.94
1751.00,93.66
1750.00,93.30
1749.00,92.90
1748.00,92.41
1747.00,91.80
1746.00,91.08
1745.00,90.25
1744.00,89.34
1743.00,88.35
1742.00,87.27
1741.00,86.09
1740.00,84.75
1739.00,83.38
1738.00,82.19
1737.00,81.20
1736.00,80.16
1735.00,78.74
1734.00,76.97
1733.00,75.34
1732.00,74.06
1731.00,72.89
1730.00,71.65
1729.00,70.33
1728.00,69.00
1727.00,67.70
1726.00,66.41
1725.00,65.14
1724.00,63.87
1723.00,62.62
1722.00,61.43
1721.00,60.36
1720.00,59.32
1719.00,58.18
1718.00,56.94
1717.00,55.90
1716.00,55.29
1715.00,54.98
1714.00,54.90
1713.00,55.12
1712.00,55.66
1711.00,56.44
1710.00,57.44
1709.00,58.63
1708.00,59.98
1707.00,61.49
1706.00,63.16
1705.00,64.84
1704.00,66.27
1703.00,67.41
1702.00,68.56
1701.00,70.06
1700.00,71.72
1699.00,72.98
1698.00,73.87
1697.00,74.77
1696.00,75.81
1695.00,76.76
1694.00,77.44
1693.00,77.95
1692.00,78.44
1691.00,78.96
1690.00,79.48
1689.00,79.95
1688.00,80.32
1687.00,80.62
1686.00,80.89
1685.00,81.22
1684.00,81.59
1683.00,81.93
1682.00,82.22
1681.00,82.50
1680.00,82.82
1679.00,83.13
1678.00,83.41
1677.00,83.68
1676.00,83.98
1675.00,84.29
1674.00,84.57
1673.00,84.82
1672.00,85.08
1671.00,85.36
1670.00,85.65
1669.00,85.94
1668.00,86.20
1667.00,86.42
1666.00,86.64
1665.00,86.87
1664.00,87.11
1663.00,87.35
1662.00,87.56
1661.00,87.76
1660.00,87.95
1659.00,88.13
1658.00,88.29
1657.00,88.43
1656.00,88.57
1655.00,88.72
1654.00,88.90
1653.00,89.06
1652.00,89.15
1651.00,89.18
1650.00,89.25
1649.00,89.38
1648.00,89.50
1647.00,89.62
1646.00,89.72
1645.00,89.78
1644.00,89.82
1643.00,89.87
1642.00,89.94
1641.00,90.01
1640.00,90.07
1639.00,90.14
1638.00,90.21
1637.00,90.28
1636.00,90.36
1635.00,90.41
1634.00,90.43
1633.00,90.44
1632.00,90.49
1631.00,90.56
1630.00,90.62
1629.00,90.67
1628.00,90.72
1627.00,90.76
1626.00,90.80
1625.00,90.84
1624.00,90.87
1623.00,90.89
1622.00,90.88
1621.00,90.86
1620.00,90.83
1619.00,90.80
1618.00,90.74
1617.00,90.66
1616.00,90.59
1615.00,90.57
1614.00,90.60
1613.00,90.66
1612.00,90.75
1611.00,90.83
1610.00,90.93
1609.00,91.02
1608.00,91.12
1607.00,91.20
1606.00,91.28
1605.00,91.37
1604.00,91.45
1603.00,91.54
1602.00,91.62
1601.00,91.69
1600.00,91.76
1599.00,91.81
1598.00,91.86
1597.00,91.89
1596.00,91.92
1595.00,91.94
1594.00,91.94
1593.00,91.94
1592.00,91.93
1591.00,91.92
1590.00,91.90
1589.00,91.89
1588.00,91.86
1587.00,91.81
1586.00,91.71
1585.00,91.56
1584.00,91.38
1583.00,91.16
1582.00,90.92
1581.00,90.68
1580.00,90.49
1579.00,90.38
1578.00,90.36
1577.00,90.43
1576.00,90.58
1575.00,90.76
1574.00,90.93
1573.00,91.09
1572.00,91.25
1571.00,91.41
1570.00,91.56
1569.00,91.71
1568.00,91.84
1567.00,91.96
1566.00,92.07
1565.00,92.16
1564.00,92.24
1563.00,92.32
1562.00,92.42
1561.00,92.52
1560.00,92.62
1559.00,92.66
1558.00,92.71
1557.00,92.74
1556.00,92.75
1555.00,92.79
1554.00,92.84
1553.00,92.86
1552.00,92.88
1551.00,92.90
1550.00,92.92
1549.00,92.93
1548.00,92.91
1547.00,92.89
1546.00,92.86
1545.00,92.86
1544.00,92.88
1543.00,92.91
1542.00,92.89
1541.00,92.82
1540.00,92.72
1539.00,92.61
1538.00,92.50
1537.00,92.42
1536.00,92.40
1535.00,92.41
1534.00,92.43
1533.00,92.45
1532.00,92.51
1531.00,92.57
1530.00,92.62
1529.00,92.66
1528.00,92.70
1527.00,92.76
1526.00,92.82
1525.00,92.88
1524.00,92.94
1523.00,93.01
1522.00,93.10
1521.00,93.19
1520.00,93.27
1519.00,93.32
1518.00,93.34
1517.00,93.35
1516.00,93.34
1515.00,93.30
1514.00,93.20
1513.00,93.02
1512.00,92.75
1511.00,92.39
1510.00,91.94
1509.00,91.34
1508.00,90.48
1507.00,89.44
1506.00,88.69
1505.00,88.46
1504.00,88.66
1503.00,89.20
1502.00,89.91
1501.00,90.66
1500.00,91.34
1499.00,91.92
1498.00,92.40
1497.00,92.77
1496.00,93.03
1495.00,93.20
1494.00,93.29
1493.00,93.34
1492.00,93.37
1491.00,93.39
1490.00,93.40
1489.00,93.41
1488.00,93.37
1487.00,93.26
1486.00,93.08
1485.00,92.88
1484.00,92.70
1483.00,92.54
1482.00,92.38
1481.00,92.21
1480.00,92.03
1479.00,91.84
1478.00,91.64
1477.00,91.42
1476.00,91.19
1475.00,90.95
1474.00,90.67
1473.00,90.35
1472.00,90.11
1471.00,90.03
1470.00,90.11
1469.00,90.28
1468.00,90.49
1467.00,90.70
1466.00,90.85
1465.00,90.92
1464.00,90.89
1463.00,90.81
1462.00,90.72
1461.00,90.64
1460.00,90.58
1459.00,90.53
1458.00,90.50
1457.00,90.50
1456.00,90.49
1455.00,90.46
1454.00,90.44
1453.00,90.45
1452.00,90.50
1451.00,90.56
1450.00,90.64
1449.00,90.75
1448.00,90.87
1447.00,90.98
1446.00,91.07
1445.00,91.13
1444.00,91.17
1443.00,91.21
1442.00,91.26
1441.00,91.33
1440.00,91.41
1439.00,91.52
1438.00,91.64
1437.00,91.80
1436.00,91.99
1435.00,92.18
1434.00,92.35
1433.00,92.51
1432.00,92.66
1431.00,92.78
1430.00,92.88
1429.00,92.98
1428.00,93.05
1427.00,93.09
1426.00,93.11
1425.00,93.10
1424.00,93.06
1423.00,92.97
1422.00,92.81
1421.00,92.56
1420.00,92.13
1419.00,91.51
1418.00,90.75
1417.00,89.87
1416.00,88.78
1415.00,87.46
1414.00,85.95
1413.00,84.37
1412.00,82.88
1411.00,81.65
1410.00,80.84
1409.00,80.46
1408.00,80.54
1407.00,81.06
1406.00,81.94
1405.00,83.04
1404.00,84.17
1403.00,85.17
1402.00,86.02
1401.00,86.75
1400.00,87.44
1399.00,88.08
1398.00,88.62
1397.00,89.05
1396.00,89.38
1395.00,89.65
1394.00,89.84
1393.00,89.94
1392.00,89.96
1391.00,89.95
1390.00,89.94
1389.00,89.92
1388.00,89.90
1387.00,89.91
1386.00,89.94
1385.00,89.97
1384.00,89.99
1383.00,90.03
1382.00,90.09
1381.00,90.17
1380.00,90.27
1379.00,90.36
1378.00,90.42
1377.00,90.45
1376.00,90.45
1375.00,90.43
1374.00,90.41
1373.00,90.38
1372.00,90.33
1371.00,90.28
1370.00,90.28
1369.00,90.36
1368.00,90.50
1367.00,90.69
1366.00,90.90
1365.00,91.13
1364.00,91.40
1363.00,91.68
1362.00,91.93
1361.00,92.10
1360.00,92.18
1359.00,92.20
1358.00,92.18
1357.00,92.14
1356.00,92.07
1355.00,91.95
1354.00,91.77
1353.00,91.53
1352.00,91.20
1351.00,90.77
1350.00,90.22
1349.00,89.51
1348.00,88.60
1347.00,87.47
1346.00,86.11
1345.00,84.54
1344.00,82.84
1343.00,81.12
1342.00,79.50
1341.00,78.10
1340.00,77.10
1339.00,76.65
1338.00,76.83
1337.00,77.56
1336.00,78.76
1335.00,80.30
1334.00,82.04
1333.00,83.83
1332.00,85.53
1331.00,87.03
1330.00,88.27
1329.00,89.23
1328.00,89.94
1327.00,90.45
1326.00,90.79
1325.00,91.01
1324.00,91.15
1323.00,91.23
1322.00,91.25
1321.00,91.24
1320.00,91.21
1319.00,91.16
1318.00,91.09
1317.00,91.01
1316.00,90.89
1315.00,90.73
1314.00,90.54
1313.00,90.33
1312.00,90.11
1311.00,89.87
1310.00,89.62
1309.00,89.35
1308.00,89.07
1307.00,88.79
1306.00,88.51
1305.00,88.22
1304.00,87.91
1303.00,87.56
1302.00,87.18
1301.00,86.74
1300.00,86.25
1299.00,85.72
1298.00,85.16
1297.00,84.60
1296.00,84.04
1295.00,83.47
1294.00,82.91
1293.00,82.36
1292.00,81.82
1291.00,81.30
1290.00,80.79
1289.00,80.28
1288.00,79.78
1287.00,79.30
1286.00,78.83
1285.00,78.37
1284.00,77.90
1283.00,77.43
1282.00,76.94
1281.00,76.43
1280.00,75.90
1279.00,75.37
1278.00,74.82
1277.00,74.24
1276.00,73.62
1275.00,72.96
1274.00,72.27
1273.00,71.54
1272.00,70.77
1271.00,69.98
1270.00,69.17
1269.00,68.32
1268.00,67.46
1267.00,66.61
1266.00,65.79
1265.00,65.00
1264.00,64.25
1263.00,63.55
1262.00,62.92
1261.00,62.35
1260.00,61.82
1259.00,61.35
1258.00,60.92
1257.00,60.47
1256.00,59.97
1255.00,59.43
1254.00,58.85
1253.00,58.21
1252.00,57.51
1251.00,56.78
1250.00,56.04
1249.00,55.27
1248.00,54.51
1247.00,53.78
1246.00,53.10
1245.00,52.46
1244.00,51.89
1243.00,51.41
1242.00,51.04
1241.00,50.78
1240.00,50.63
1239.00,50.64
1238.00,50.79
1237.00,51.07
1236.00,51.45
1235.00,51.95
1234.00,52.54
1233.00,53.19
1232.00,53.86
1231.00,54.57
1230.00,55.29
1229.00,55.98
1228.00,56.62
1227.00,57.23
1226.00,57.82
1225.00,58.37
1224.00,58.90
1223.00,59.44
1222.00,60.02
1221.00,60.62
1220.00,61.27
1219.00,61.98
1218.00,62.71
1217.00,63.44
1216.00,64.13
1215.00,64.82
1214.00,65.49
1213.00,66.14
1212.00,66.76
1211.00,67.36
1210.00,67.97
1209.00,68.56
1208.00,69.14
1207.00,69.72
1206.00,70.32
1205.00,70.93
1204.00,71.54
1203.00,72.16
1202.00,72.79
1201.00,73.42
1200.00,74.05
1199.00,74.68
1198.00,75.30
1197.00,75.91
1196.00,76.49
1195.00,77.04
1194.00,77.59
1193.00,78.12
1192.00,78.65
1191.00,79.17
1190.00,79.67
1189.00,80.13
1188.00,80.53
1187.00,80.89
1186.00,81.21
1185.00,81.48
1184.00,81.71
1183.00,81.92
1182.00,82.10
1181.00,82.25
1180.00,82.36
1179.00,82.45
1178.00,82.53
1177.00,82.62
1176.00,82.75
1175.00,82.94
1174.00,83.17
1173.00,83.45
1172.00,83.78
1171.00,84.17
1170.00,84.60
1169.00,85.05
1168.00,85.47
1167.00,85.85
1166.00,86.18
1165.00,86.43
1164.00,86.60
1163.00,86.72
1162.00,86.81
1161.00,86.89
1160.00,86.96
1159.00,87.02
1158.00,87.07
1157.00,87.09
1156.00,87.07
1155.00,87.01
1154.00,86.94
1153.00,86.83
1152.00,86.70
1151.00,86.53
1150.00,86.33
1149.00,86.09
1148.00,85.79
1147.00,85.44
1146.00,85.05
1145.00,84.61
1144.00,84.13
1143.00,83.57
1142.00,82.94
1141.00,82.25
1140.00,81.50
1139.00,80.68
1138.00,79.79
1137.00,78.79
1136.00,77.71
1135.00,76.56
1134.00,75.34
1133.00,74.07
1132.00,72.73
1131.00,71.38
1130.00,70.04
1129.00,68.70
1128.00,67.40
1127.00,66.17
1126.00,65.03
1125.00,63.99
1124.00,63.04
1123.00,62.18
1122.00,61.43
1121.00,60.79
1120.00,60.28
1119.00,59.91
1118.00,59.71
1117.00,59.62
1116.00,59.61
1115.00,59.62
1114.00,59.61
1113.00,59.50
1112.00,59.28
1111.00,58.98
1110.00,58.59
1109.00,58.09
1108.00,57.51
1107.00,56.88
1106.00,56.22
1105.00,55.53
1104.00,54.82
1103.00,54.15
1102.00,53.55
1101.00,52.99
1100.00,52.48
1099.00,52.05
1098.00,51.72
1097.00,51.46
1096.00,51.25
1095.00,51.11
1094.00,51.08
1093.00,51.12
1092.00,51.22
1091.00,51.38
1090.00,51.59
1089.00,51.83
1088.00,52.08
1087.00,52.37
1086.00,52.70
1085.00,53.07
1084.00,53.48
1083.00,53.98
1082.00,54.55
1081.00,55.18
1080.00,55.84
1079.00,56.56
1078.00,57.33
1077.00,58.11
1076.00,58.90
1075.00,59.69
1074.00,60.47
1073.00,61.20
1072.00,61.90
1071.00,62.56
1070.00,63.20
1069.00,63.82
1068.00,64.43
1067.00,65.03
1066.00,65.62
1065.00,66.18
1064.00,66.71
1063.00,67.23
1062.00,67.72
1061.00,68.16
1060.00,68.55
1059.00,68.94
1058.00,69.32
1057.00,69.67
1056.00,69.96
1055.00,70.19
1054.00,70.37
1053.00,70.52
1052.00,70.65
1051.00,70.81
1050.00,70.96
1049.00,71.09
1048.00,71.19
1047.00,71.29
1046.00,71.42
1045.00,71.58
1044.00,71.77
1043.00,71.99
1042.00,72.26
1041.00,72.56
1040.00,72.88
1039.00,73.24
1038.00,73.64
1037.00,74.06
1036.00,74.52
1035.00,75.02
1034.00,75.55
1033.00,76.11
1032.00,76.63
1031.00,77.08
1030.00,77.37
1029.00,77.34
1028.00,76.85
1027.00,75.75
1026.00,74.03
1025.00,71.84
1024.00,69.46
1023.00,67.16
1022.00,65.11
1021.00,63.31
1020.00,61.72
1019.00,60.38
1018.00,59.39
1017.00,58.92
1016.00,59.06
1015.00,59.80
1014.00,60.98
1013.00,62.39
1012.00,63.84
1011.00,65.23
1010.00,66.52
1009.00,67.67
1008.00,68.68
1007.00,69.57
1006.00,70.33
1005.00,70.99
1004.00,71.54
1003.00,72.01
1002.00,72.44
1001.00,72.82
1000.00,73.16
999.00,73.48
998.00,73.77
997.00,74.03
996.00,74.25
995.00,74.45
994.00,74.62
993.00,74.76
992.00,74.86
991.00,74.94
990.00,75.01
989.00,75.09
988.00,75.19
987.00,75.29
986.00,75.41
985.00,75.52
984.00,75.59
983.00,75.63
982.00,75.62
981.00,75.54
980.00,75.37
979.00,75.12
978.00,74.78
977.00,74.37
976.00,73.89
975.00,73.36
974.00,72.82
973.00,72.31
972.00,71.86
971.00,71.52
970.00,71.32
969.00,71.26
968.00,71.31
967.00,71.49
966.00,71.76
965.00,72.09
964.00,72.45
963.00,72.82
962.00,73.20
961.00,73.58
960.00,73.95
959.00,74.32
958.00,74.70
957.00,75.05
956.00,75.38
955.00,75.70
954.00,76.00
953.00,76.28
952.00,76.56
951.00,76.80
950.00,77.02
949.00,77.22
948.00,77.41
947.00,77.62
946.00,77.84
945.00,78.04
944.00,78.22
943.00,78.39
942.00,78.57
941.00,78.76
940.00,78.94
939.00,79.12
938.00,79.30
937.00,79.46
936.00,79.60
935.00,79.73
934.00,79.85
933.00,79.98
932.00,80.10
931.00,80.22
930.00,80.32
929.00,80.40
928.00,80.48
927.00,80.58
926.00,80.70
925.00,80.80
924.00,80.87
923.00,80.93
922.00,80.98
921.00,81.04
920.00,81.10
