Created as New Dataset,58 Eastman Fibres
cm-1,%T
2467.00,98.90
2466.00,98.91
2465.00,98.92
2464.00,98.92
2463.00,98.91
2462.00,98.89
2461.00,98.88
2460.00,98.87
2459.00,98.86
2458.00,98.85
2457.00,98.85
2456.00,98.84
2455.00,98.85
2454.00,98.87
2453.00,98.88
2452.00,98.89
2451.00,98.88
2450.00,98.87
2449.00,98.85
2448.00,98.85
2447.00,98.87
2446.00,98.88
2445.00,98.89
2444.00,98.87
2443.00,98.85
2442.00,98.84
2441.00,98.84
2440.00,98.85
2439.00,98.87
2438.00,98.89
2437.00,98.90
2436.00,98.89
2435.00,98.88
2434.00,98.86
2433.00,98.85
2432.00,98.85
2431.00,98.84
2430.00,98.85
2429.00,98.86
2428.00,98.87
2427.00,98.89
2426.00,98.90
2425.00,98.89
2424.00,98.89
2423.00,98.90
2422.00,98.92
2421.00,98.93
2420.00,98.95
2419.00,98.96
2418.00,98.97
2417.00,98.98
2416.00,98.98
2415.00,98.97
2414.00,98.95
2413.00,98.94
2412.00,98.93
2411.00,98.93
2410.00,98.93
2409.00,98.93
2408.00,98.95
2407.00,98.96
2406.00,98.98
2405.00,98.99
2404.00,99.00
2403.00,99.01
2402.00,99.01
2401.00,99.01
2400.00,99.02
2399.00,99.04
2398.00,99.06
2397.00,99.07
2396.00,99.06
2395.00,99.07
2394.00,99.08
2393.00,99.11
2392.00,99.14
2391.00,99.15
2390.00,99.14
2389.00,99.12
2388.00,99.12
2387.00,99.12
2386.00,99.12
2385.00,99.10
2384.00,99.07
2383.00,99.05
2382.00,99.05
2381.00,99.06
2380.00,99.08
2379.00,99.11
2378.00,99.13
2377.00,99.15
2376.00,99.17
2375.00,99.17
2374.00,99.17
2373.00,99.19
2372.00,99.23
2371.00,99.27
2370.00,99.29
2369.00,99.26
2368.00,99.21
2367.00,99.18
2366.00,99.17
2365.00,99.18
2364.00,99.21
2363.00,99.25
2362.00,99.29
2361.00,99.30
2360.00,99.28
2359.00,99.23
2358.00,99.16
2357.00,99.11
2356.00,99.09
2355.00,99.11
2354.00,99.12
2353.00,99.14
2352.00,99.17
2351.00,99.22
2350.00,99.25
2349.00,99.24
2348.00,99.21
2347.00,99.23
2346.00,99.29
2345.00,99.38
2344.00,99.43
2343.00,99.41
2342.00,99.34
2341.00,99.27
2340.00,99.22
2339.00,99.18
2338.00,99.15
2337.00,99.14
2336.00,99.16
2335.00,99.19
2334.00,99.21
2333.00,99.22
2332.00,99.21
2331.00,99.21
2330.00,99.21
2329.00,99.20
2328.00,99.17
2327.00,99.10
2326.00,99.02
2325.00,98.97
2324.00,98.94
2323.00,98.93
2322.00,98.91
2321.00,98.89
2320.00,98.89
2319.00,98.91
2318.00,98.95
2317.00,98.98
2316.00,98.99
2315.00,98.98
2314.00,98.97
2313.00,98.95
2312.00,98.94
2311.00,98.92
2310.00,98.91
2309.00,98.91
2308.00,98.91
2307.00,98.92
2306.00,98.93
2305.00,98.92
2304.00,98.90
2303.00,98.87
2302.00,98.85
2301.00,98.84
2300.00,98.82
2299.00,98.81
2298.00,98.79
2297.00,98.77
2296.00,98.75
2295.00,98.74
2294.00,98.73
2293.00,98.71
2292.00,98.69
2291.00,98.66
2290.00,98.62
2289.00,98.60
2288.00,98.58
2287.00,98.59
2286.00,98.59
2285.00,98.59
2284.00,98.57
2283.00,98.55
2282.00,98.54
2281.00,98.54
2280.00,98.55
2279.00,98.55
2278.00,98.52
2277.00,98.48
2276.00,98.44
2275.00,98.41
2274.00,98.40
2273.00,98.39
2272.00,98.40
2271.00,98.40
2270.00,98.39
2269.00,98.35
2268.00,98.32
2267.00,98.29
2266.00,98.29
2265.00,98.31
2264.00,98.31
2263.00,98.29
2262.00,98.25
2261.00,98.21
2260.00,98.16
2259.00,98.11
2258.00,98.03
2257.00,97.95
2256.00,97.88
2255.00,97.82
2254.00,97.75
2253.00,97.64
2252.00,97.49
2251.00,97.31
2250.00,97.12
2249.00,96.95
2248.00,96.81
2247.00,96.71
2246.00,96.64
2245.00,96.61
2244.00,96.62
2243.00,96.66
2242.00,96.74
2241.00,96.85
2240.00,96.99
2239.00,97.12
2238.00,97.23
2237.00,97.34
2236.00,97.46
2235.00,97.60
2234.00,97.72
2233.00,97.79
2232.00,97.81
2231.00,97.82
2230.00,97.81
2229.00,97.79
2228.00,97.78
2227.00,97.80
2226.00,97.84
2225.00,97.86
2224.00,97.86
2223.00,97.82
2222.00,97.76
2221.00,97.73
2220.00,97.74
2219.00,97.78
2218.00,97.82
2217.00,97.85
2216.00,97.86
2215.00,97.86
2214.00,97.85
2213.00,97.82
2212.00,97.80
2211.00,97.79
2210.00,97.81
2209.00,97.82
2208.00,97.81
2207.00,97.78
2206.00,97.75
2205.00,97.72
2204.00,97.69
2203.00,97.67
2202.00,97.64
2201.00,97.63
2200.00,97.62
2199.00,97.62
2198.00,97.62
2197.00,97.62
2196.00,97.62
2195.00,97.61
2194.00,97.57
2193.00,97.53
2192.00,97.48
2191.00,97.46
2190.00,97.44
2189.00,97.42
2188.00,97.39
2187.00,97.37
2186.00,97.38
2185.00,97.40
2184.00,97.42
2183.00,97.43
2182.00,97.47
2181.00,97.51
2180.00,97.54
2179.00,97.54
2178.00,97.52
2177.00,97.48
2176.00,97.45
2175.00,97.43
2174.00,97.41
2173.00,97.38
2172.00,97.33
2171.00,97.26
2170.00,97.18
2169.00,97.12
2168.00,97.10
2167.00,97.08
2166.00,97.07
2165.00,97.03
2164.00,97.00
2163.00,96.97
2162.00,96.97
2161.00,96.98
2160.00,97.03
2159.00,97.11
2158.00,97.19
2157.00,97.25
2156.00,97.29
2155.00,97.31
2154.00,97.35
2153.00,97.40
2152.00,97.46
2151.00,97.52
2150.00,97.58
2149.00,97.64
2148.00,97.71
2147.00,97.77
2146.00,97.82
2145.00,97.85
2144.00,97.88
2143.00,97.88
2142.00,97.87
2141.00,97.86
2140.00,97.87
2139.00,97.90
2138.00,97.97
2137.00,98.05
2136.00,98.12
2135.00,98.16
2134.00,98.16
2133.00,98.15
2132.00,98.15
2131.00,98.18
2130.00,98.21
2129.00,98.23
2128.00,98.24
2127.00,98.24
2126.00,98.25
2125.00,98.28
2124.00,98.33
2123.00,98.37
2122.00,98.39
2121.00,98.37
2120.00,98.34
2119.00,98.32
2118.00,98.31
2117.00,98.29
2116.00,98.27
2115.00,98.27
2114.00,98.29
2113.00,98.31
2112.00,98.31
2111.00,98.30
2110.00,98.28
2109.00,98.28
2108.00,98.29
2107.00,98.29
2106.00,98.30
2105.00,98.30
2104.00,98.31
2103.00,98.31
2102.00,98.30
2101.00,98.29
2100.00,98.28
2099.00,98.26
2098.00,98.24
2097.00,98.24
2096.00,98.26
2095.00,98.27
2094.00,98.28
2093.00,98.29
2092.00,98.31
2091.00,98.33
2090.00,98.35
2089.00,98.35
2088.00,98.35
2087.00,98.34
2086.00,98.31
2085.00,98.27
2084.00,98.24
2083.00,98.23
2082.00,98.22
2081.00,98.18
2080.00,98.13
2079.00,98.10
2078.00,98.10
2077.00,98.10
2076.00,98.08
2075.00,98.05
2074.00,98.04
2073.00,98.06
2072.00,98.08
2071.00,98.09
2070.00,98.08
2069.00,98.07
2068.00,98.05
2067.00,98.04
2066.00,98.03
2065.00,98.03
2064.00,98.03
2063.00,98.04
2062.00,98.03
2061.00,98.02
2060.00,97.99
2059.00,97.95
2058.00,97.90
2057.00,97.88
2056.00,97.89
2055.00,97.91
2054.00,97.90
2053.00,97.82
2052.00,97.72
2051.00,97.65
2050.00,97.63
2049.00,97.64
2048.00,97.63
2047.00,97.57
2046.00,97.50
2045.00,97.46
2044.00,97.46
2043.00,97.50
2042.00,97.55
2041.00,97.58
2040.00,97.55
2039.00,97.49
2038.00,97.42
2037.00,97.39
2036.00,97.40
2035.00,97.43
2034.00,97.44
2033.00,97.43
2032.00,97.42
2031.00,97.41
2030.00,97.41
2029.00,97.41
2028.00,97.38
2027.00,97.32
2026.00,97.26
2025.00,97.23
2024.00,97.24
2023.00,97.26
2022.00,97.27
2021.00,97.27
2020.00,97.26
2019.00,97.26
2018.00,97.26
2017.00,97.29
2016.00,97.34
2015.00,97.37
2014.00,97.35
2013.00,97.31
2012.00,97.28
2011.00,97.25
2010.00,97.23
2009.00,97.22
2008.00,97.27
2007.00,97.39
2006.00,97.53
2005.00,97.61
2004.00,97.63
2003.00,97.60
2002.00,97.58
2001.00,97.59
2000.00,97.62
1999.00,97.65
1998.00,97.64
1997.00,97.60
1996.00,97.53
1995.00,97.48
1994.00,97.47
1993.00,97.51
1992.00,97.59
1991.00,97.66
1990.00,97.70
1989.00,97.72
1988.00,97.71
1987.00,97.69
1986.00,97.64
1985.00,97.57
1984.00,97.50
1983.00,97.42
1982.00,97.35
1981.00,97.30
1980.00,97.27
1979.00,97.27
1978.00,97.31
1977.00,97.35
1976.00,97.40
1975.00,97.43
1974.00,97.43
1973.00,97.42
1972.00,97.43
1971.00,97.49
1970.00,97.58
1969.00,97.66
1968.00,97.71
1967.00,97.71
1966.00,97.68
1965.00,97.67
1964.00,97.69
1963.00,97.74
1962.00,97.83
1961.00,97.94
1960.00,98.04
1959.00,98.12
1958.00,98.13
1957.00,98.08
1956.00,98.01
1955.00,97.97
1954.00,97.97
1953.00,98.00
1952.00,98.03
1951.00,98.04
1950.00,98.04
1949.00,98.04
1948.00,98.07
1947.00,98.13
1946.00,98.20
1945.00,98.26
1944.00,98.28
1943.00,98.28
1942.00,98.26
1941.00,98.23
1940.00,98.21
1939.00,98.21
1938.00,98.25
1937.00,98.31
1936.00,98.36
1935.00,98.38
1934.00,98.37
1933.00,98.36
1932.00,98.35
1931.00,98.36
1930.00,98.38
1929.00,98.40
1928.00,98.41
1927.00,98.44
1926.00,98.47
1925.00,98.50
1924.00,98.54
1923.00,98.56
1922.00,98.57
1921.00,98.59
1920.00,98.60
1919.00,98.61
1918.00,98.61
1917.00,98.59
1916.00,98.56
1915.00,98.54
1914.00,98.53
1913.00,98.54
1912.00,98.55
1911.00,98.57
1910.00,98.60
1909.00,98.61
1908.00,98.62
1907.00,98.62
1906.00,98.62
1905.00,98.62
1904.00,98.63
1903.00,98.64
1902.00,98.63
1901.00,98.62
1900.00,98.61
1899.00,98.62
1898.00,98.64
1897.00,98.65
1896.00,98.66
1895.00,98.66
1894.00,98.67
1893.00,98.68
1892.00,98.69
1891.00,98.70
1890.00,98.71
1889.00,98.71
1888.00,98.72
1887.00,98.72
1886.00,98.73
1885.00,98.74
1884.00,98.74
1883.00,98.73
1882.00,98.71
1881.00,98.69
1880.00,98.69
1879.00,98.70
1878.00,98.71
1877.00,98.71
1876.00,98.70
1875.00,98.70
1874.00,98.71
1873.00,98.73
1872.00,98.74
1871.00,98.74
1870.00,98.75
1869.00,98.77
1868.00,98.77
1867.00,98.77
1866.00,98.77
1865.00,98.78
1864.00,98.81
1863.00,98.84
1862.00,98.85
1861.00,98.85
1860.00,98.85
1859.00,98.86
1858.00,98.86
1857.00,98.87
1856.00,98.87
1855.00,98.88
1854.00,98.89
1853.00,98.88
1852.00,98.87
1851.00,98.86
1850.00,98.87
1849.00,98.88
1848.00,98.90
1847.00,98.91
1846.00,98.91
1845.00,98.90
1844.00,98.91
1843.00,98.91
1842.00,98.92
1841.00,98.91
1840.00,98.90
1839.00,98.90
1838.00,98.91
1837.00,98.93
1836.00,98.94
1835.00,98.94
1834.00,98.93
1833.00,98.92
1832.00,98.91
1831.00,98.91
1830.00,98.91
1829.00,98.93
1828.00,98.95
1827.00,98.95
1826.00,98.94
1825.00,98.93
1824.00,98.93
1823.00,98.94
1822.00,98.95
1821.00,98.94
1820.00,98.94
1819.00,98.96
1818.00,98.98
1817.00,99.01
1816.00,99.02
1815.00,99.02
1814.00,99.00
1813.00,98.99
1812.00,98.99
1811.00,98.99
1810.00,99.01
1809.00,99.01
1808.00,99.01
1807.00,99.01
1806.00,99.01
1805.00,99.02
1804.00,99.02
1803.00,99.02
1802.00,99.01
1801.00,99.01
1800.00,99.01
1799.00,99.01
1798.00,99.00
1797.00,99.00
1796.00,99.00
1795.00,99.02
1794.00,99.04
1793.00,99.05
1792.00,99.05
1791.00,99.04
1790.00,99.04
1789.00,99.03
1788.00,99.02
1787.00,99.01
1786.00,99.01
1785.00,99.01
1784.00,99.02
1783.00,99.03
1782.00,99.04
1781.00,99.05
1780.00,99.04
1779.00,99.04
1778.00,99.03
1777.00,99.03
1776.00,99.04
1775.00,99.05
1774.00,99.05
1773.00,99.03
1772.00,99.01
1771.00,99.00
1770.00,99.00
1769.00,99.00
1768.00,99.01
1767.00,99.02
1766.00,99.02
1765.00,99.01
1764.00,99.00
1763.00,99.00
1762.00,99.00
1761.00,99.00
1760.00,99.00
1759.00,98.98
1758.00,98.95
1757.00,98.93
1756.00,98.93
1755.00,98.94
1754.00,98.95
1753.00,98.98
1752.00,98.99
1751.00,98.99
1750.00,98.97
1749.00,98.94
1748.00,98.92
1747.00,98.93
1746.00,98.94
1745.00,98.96
1744.00,98.96
1743.00,98.94
1742.00,98.91
1741.00,98.88
1740.00,98.87
1739.00,98.87
1738.00,98.89
1737.00,98.89
1736.00,98.89
1735.00,98.89
1734.00,98.89
1733.00,98.89
1732.00,98.89
1731.00,98.89
1730.00,98.89
1729.00,98.88
1728.00,98.85
1727.00,98.82
1726.00,98.80
1725.00,98.78
1724.00,98.76
1723.00,98.76
1722.00,98.76
1721.00,98.78
1720.00,98.78
1719.00,98.78
1718.00,98.76
1717.00,98.75
1716.00,98.74
1715.00,98.74
1714.00,98.74
1713.00,98.73
1712.00,98.72
1711.00,98.72
1710.00,98.72
1709.00,98.73
1708.00,98.74
1707.00,98.75
1706.00,98.75
1705.00,98.76
1704.00,98.76
1703.00,98.75
1702.00,98.73
1701.00,98.70
1700.00,98.70
1699.00,98.72
1698.00,98.72
1697.00,98.72
1696.00,98.72
1695.00,98.72
1694.00,98.72
1693.00,98.71
1692.00,98.71
1691.00,98.71
1690.00,98.71
1689.00,98.69
1688.00,98.67
1687.00,98.64
1686.00,98.60
1685.00,98.52
1684.00,98.45
1683.00,98.40
1682.00,98.36
1681.00,98.32
1680.00,98.28
1679.00,98.25
1678.00,98.20
1677.00,98.13
1676.00,98.03
1675.00,97.92
1674.00,97.82
1673.00,97.73
1672.00,97.63
1671.00,97.51
1670.00,97.38
1669.00,97.25
1668.00,97.12
1667.00,97.01
1666.00,96.92
1665.00,96.83
1664.00,96.73
1663.00,96.60
1662.00,96.47
1661.00,96.35
1660.00,96.24
1659.00,96.12
1658.00,96.01
1657.00,95.90
1656.00,95.80
1655.00,95.69
1654.00,95.56
1653.00,95.44
1652.00,95.37
1651.00,95.33
1650.00,95.31
1649.00,95.31
1648.00,95.30
1647.00,95.27
1646.00,95.25
1645.00,95.24
1644.00,95.24
1643.00,95.25
1642.00,95.27
1641.00,95.29
1640.00,95.30
1639.00,95.32
1638.00,95.35
1637.00,95.38
1636.00,95.40
1635.00,95.42
1634.00,95.46
1633.00,95.49
1632.00,95.52
1631.00,95.55
1630.00,95.59
1629.00,95.63
1628.00,95.68
1627.00,95.73
1626.00,95.79
1625.00,95.85
1624.00,95.92
1623.00,96.00
1622.00,96.06
1621.00,96.11
1620.00,96.17
1619.00,96.23
1618.00,96.31
1617.00,96.40
1616.00,96.51
1615.00,96.60
1614.00,96.67
1613.00,96.75
1612.00,96.84
1611.00,96.93
1610.00,97.03
1609.00,97.12
1608.00,97.20
1607.00,97.27
1606.00,97.33
1605.00,97.40
1604.00,97.47
1603.00,97.53
1602.00,97.57
1601.00,97.62
1600.00,97.68
1599.00,97.74
1598.00,97.79
1597.00,97.82
1596.00,97.86
1595.00,97.89
1594.00,97.91
1593.00,97.93
1592.00,97.95
1591.00,97.97
1590.00,97.98
1589.00,97.99
1588.00,98.00
1587.00,98.00
1586.00,98.01
1585.00,98.01
1584.00,98.02
1583.00,98.02
1582.00,97.99
1581.00,97.95
1580.00,97.92
1579.00,97.89
1578.00,97.86
1577.00,97.81
1576.00,97.74
1575.00,97.67
1574.00,97.61
1573.00,97.58
1572.00,97.55
1571.00,97.51
1570.00,97.44
1569.00,97.35
1568.00,97.27
1567.00,97.20
1566.00,97.13
1565.00,97.06
1564.00,96.98
1563.00,96.92
1562.00,96.88
1561.00,96.84
1560.00,96.78
1559.00,96.67
1558.00,96.56
1557.00,96.48
1556.00,96.41
1555.00,96.35
1554.00,96.29
1553.00,96.24
1552.00,96.20
1551.00,96.17
1550.00,96.15
1549.00,96.13
1548.00,96.10
1547.00,96.07
1546.00,96.05
1545.00,96.05
1544.00,96.05
1543.00,96.06
1542.00,96.07
1541.00,96.08
1540.00,96.08
1539.00,96.11
1538.00,96.13
1537.00,96.14
1536.00,96.17
1535.00,96.20
1534.00,96.24
1533.00,96.30
1532.00,96.35
1531.00,96.39
1530.00,96.44
1529.00,96.48
1528.00,96.53
1527.00,96.59
1526.00,96.64
1525.00,96.69
1524.00,96.73
1523.00,96.78
1522.00,96.83
1521.00,96.87
1520.00,96.89
1519.00,96.91
1518.00,96.94
1517.00,97.00
1516.00,97.07
1515.00,97.14
1514.00,97.19
1513.00,97.24
1512.00,97.29
1511.00,97.33
1510.00,97.38
1509.00,97.42
1508.00,97.48
1507.00,97.56
1506.00,97.65
1505.00,97.69
1504.00,97.71
1503.00,97.75
1502.00,97.81
1501.00,97.86
1500.00,97.90
1499.00,97.91
1498.00,97.92
1497.00,97.95
1496.00,97.99
1495.00,98.04
1494.00,98.07
1493.00,98.10
1492.00,98.14
1491.00,98.18
1490.00,98.21
1489.00,98.21
1488.00,98.19
1487.00,98.17
1486.00,98.16
1485.00,98.16
1484.00,98.16
1483.00,98.17
1482.00,98.17
1481.00,98.17
1480.00,98.15
1479.00,98.13
1478.00,98.10
1477.00,98.04
1476.00,97.97
1475.00,97.90
1474.00,97.83
1473.00,97.74
1472.00,97.65
1471.00,97.57
1470.00,97.50
1469.00,97.44
1468.00,97.38
1467.00,97.33
1466.00,97.27
1465.00,97.18
1464.00,97.08
1463.00,96.98
1462.00,96.89
1461.00,96.82
1460.00,96.76
1459.00,96.68
1458.00,96.56
1457.00,96.39
1456.00,96.22
1455.00,96.09
1454.00,96.00
1453.00,95.93
1452.00,95.88
1451.00,95.85
1450.00,95.81
1449.00,95.77
1448.00,95.74
1447.00,95.72
1446.00,95.70
1445.00,95.69
1444.00,95.67
1443.00,95.65
1442.00,95.63
1441.00,95.62
1440.00,95.62
1439.00,95.63
1438.00,95.65
1437.00,95.67
1436.00,95.70
1435.00,95.75
1434.00,95.81
1433.00,95.88
1432.00,95.96
1431.00,96.04
1430.00,96.15
1429.00,96.26
1428.00,96.36
1427.00,96.46
1426.00,96.55
1425.00,96.65
1424.00,96.76
1423.00,96.86
1422.00,96.95
1421.00,97.03
1420.00,97.11
1419.00,97.20
1418.00,97.28
1417.00,97.34
1416.00,97.39
1415.00,97.43
1414.00,97.48
1413.00,97.53
1412.00,97.58
1411.00,97.62
1410.00,97.65
1409.00,97.66
1408.00,97.67
1407.00,97.69
1406.00,97.72
1405.00,97.75
1404.00,97.78
1403.00,97.80
1402.00,97.80
1401.00,97.80
1400.00,97.80
1399.00,97.79
1398.00,97.76
1397.00,97.73
1396.00,97.70
1395.00,97.66
1394.00,97.60
1393.00,97.52
1392.00,97.42
1391.00,97.32
1390.00,97.23
1389.00,97.18
1388.00,97.16
1387.00,97.17
1386.00,97.19
1385.00,97.21
1384.00,97.23
1383.00,97.24
1382.00,97.26
1381.00,97.29
1380.00,97.32
1379.00,97.34
1378.00,97.35
1377.00,97.34
1376.00,97.32
1375.00,97.28
1374.00,97.21
1373.00,97.13
1372.00,97.03
1371.00,96.92
1370.00,96.80
1369.00,96.71
1368.00,96.66
1367.00,96.63
1366.00,96.64
1365.00,96.67
1364.00,96.72
1363.00,96.79
1362.00,96.86
1361.00,96.93
1360.00,96.98
1359.00,97.01
1358.00,97.02
1357.00,97.03
1356.00,97.04
1355.00,97.05
1354.00,97.08
1353.00,97.10
1352.00,97.12
1351.00,97.14
1350.00,97.16
1349.00,97.19
1348.00,97.20
1347.00,97.22
1346.00,97.23
1345.00,97.24
1344.00,97.26
1343.00,97.27
1342.00,97.30
1341.00,97.32
1340.00,97.35
1339.00,97.37
1338.00,97.38
1337.00,97.39
1336.00,97.40
1335.00,97.41
1334.00,97.42
1333.00,97.44
1332.00,97.45
1331.00,97.46
1330.00,97.47
1329.00,97.47
1328.00,97.47
1327.00,97.47
1326.00,97.47
1325.00,97.48
1324.00,97.48
1323.00,97.48
1322.00,97.49
1321.00,97.50
1320.00,97.52
1319.00,97.53
1318.00,97.54
1317.00,97.55
1316.00,97.56
1315.00,97.57
1314.00,97.58
1313.00,97.59
1312.00,97.59
1311.00,97.59
1310.00,97.59
1309.00,97.58
1308.00,97.57
1307.00,97.56
1306.00,97.55
1305.00,97.55
1304.00,97.55
1303.00,97.55
1302.00,97.54
1301.00,97.52
1300.00,97.51
1299.00,97.50
1298.00,97.48
1297.00,97.44
1296.00,97.41
1295.00,97.38
1294.00,97.35
1293.00,97.33
1292.00,97.31
1291.00,97.28
1290.00,97.27
1289.00,97.26
1288.00,97.25
1287.00,97.24
1286.00,97.22
1285.00,97.20
1284.00,97.18
1283.00,97.15
1282.00,97.13
1281.00,97.11
1280.00,97.09
1279.00,97.07
1278.00,97.05
1277.00,97.02
1276.00,96.99
1275.00,96.97
1274.00,96.94
1273.00,96.91
1272.00,96.88
1271.00,96.85
1270.00,96.83
1269.00,96.82
1268.00,96.81
1267.00,96.81
1266.00,96.80
1265.00,96.78
1264.00,96.76
1263.00,96.74
1262.00,96.72
1261.00,96.69
1260.00,96.66
1259.00,96.63
1258.00,96.60
1257.00,96.59
1256.00,96.59
1255.00,96.58
1254.00,96.57
1253.00,96.55
1252.00,96.53
1251.00,96.51
1250.00,96.49
1249.00,96.47
1248.00,96.46
1247.00,96.45
1246.00,96.44
1245.00,96.42
1244.00,96.40
1243.00,96.38
1242.00,96.36
1241.00,96.36
1240.00,96.36
1239.00,96.36
1238.00,96.35
1237.00,96.34
1236.00,96.33
1235.00,96.35
1234.00,96.38
1233.00,96.41
1232.00,96.41
1231.00,96.40
1230.00,96.39
1229.00,96.38
1228.00,96.38
1227.00,96.37
1226.00,96.36
1225.00,96.34
1224.00,96.32
1223.00,96.32
1222.00,96.34
1221.00,96.35
1220.00,96.37
1219.00,96.37
1218.00,96.38
1217.00,96.39
1216.00,96.41
1215.00,96.43
1214.00,96.44
1213.00,96.45
1212.00,96.45
1211.00,96.46
1210.00,96.47
1209.00,96.50
1208.00,96.53
1207.00,96.55
1206.00,96.56
1205.00,96.56
1204.00,96.56
1203.00,96.57
1202.00,96.59
1201.00,96.61
1200.00,96.63
1199.00,96.65
1198.00,96.69
1197.00,96.72
1196.00,96.74
1195.00,96.75
1194.00,96.74
1193.00,96.73
1192.00,96.75
1191.00,96.77
1190.00,96.80
1189.00,96.82
1188.00,96.81
1187.00,96.78
1186.00,96.77
1185.00,96.76
1184.00,96.76
1183.00,96.75
1182.00,96.74
1181.00,96.71
1180.00,96.68
1179.00,96.65
1178.00,96.64
1177.00,96.61
1176.00,96.57
1175.00,96.52
1174.00,96.49
1173.00,96.48
1172.00,96.49
1171.00,96.53
1170.00,96.59
1169.00,96.65
1168.00,96.72
1167.00,96.78
1166.00,96.82
1165.00,96.85
1164.00,96.86
1163.00,96.87
1162.00,96.88
1161.00,96.90
1160.00,96.92
1159.00,96.92
1158.00,96.90
1157.00,96.89
1156.00,96.89
1155.00,96.89
1154.00,96.89
1153.00,96.90
1152.00,96.92
1151.00,96.95
1150.00,96.99
1149.00,97.02
1148.00,97.04
1147.00,97.05
1146.00,97.07
1145.00,97.08
1144.00,97.09
1143.00,97.09
1142.00,97.10
1141.00,97.08
1140.00,97.05
1139.00,97.00
1138.00,96.93
1137.00,96.86
1136.00,96.79
1135.00,96.74
1134.00,96.68
1133.00,96.63
1132.00,96.59
1131.00,96.57
1130.00,96.59
1129.00,96.63
1128.00,96.67
1127.00,96.70
1126.00,96.73
1125.00,96.74
1124.00,96.77
1123.00,96.80
1122.00,96.84
1121.00,96.88
1120.00,96.90
1119.00,96.90
1118.00,96.88
1117.00,96.85
1116.00,96.81
1115.00,96.78
1114.00,96.75
1113.00,96.72
1112.00,96.66
1111.00,96.58
1110.00,96.48
1109.00,96.38
1108.00,96.32
1107.00,96.27
1106.00,96.21
1105.00,96.15
1104.00,96.07
1103.00,95.99
1102.00,95.92
1101.00,95.84
1100.00,95.76
1099.00,95.68
1098.00,95.59
1097.00,95.52
1096.00,95.45
1095.00,95.40
1094.00,95.34
1093.00,95.26
1092.00,95.15
1091.00,95.04
1090.00,94.95
1089.00,94.88
1088.00,94.82
1087.00,94.75
1086.00,94.66
1085.00,94.56
1084.00,94.48
1083.00,94.41
1082.00,94.36
1081.00,94.32
1080.00,94.27
1079.00,94.22
1078.00,94.17
1077.00,94.10
1076.00,94.03
1075.00,93.98
1074.00,93.96
1073.00,93.97
1072.00,93.96
1071.00,93.93
1070.00,93.90
1069.00,93.88
1068.00,93.89
1067.00,93.91
1066.00,93.94
1065.00,93.96
1064.00,93.96
1063.00,93.96
1062.00,93.96
1061.00,93.98
1060.00,93.99
1059.00,94.02
1058.00,94.04
1057.00,94.07
1056.00,94.12
1055.00,94.18
1054.00,94.23
1053.00,94.28
1052.00,94.31
1051.00,94.34
1050.00,94.37
1049.00,94.40
1048.00,94.44
1047.00,94.49
1046.00,94.53
1045.00,94.56
1044.00,94.58
1043.00,94.61
1042.00,94.65
1041.00,94.70
1040.00,94.74
1039.00,94.79
1038.00,94.86
1037.00,94.95
1036.00,95.04
1035.00,95.11
1034.00,95.17
1033.00,95.21
1032.00,95.24
1031.00,95.27
1030.00,95.30
1029.00,95.34
1028.00,95.37
1027.00,95.41
1026.00,95.45
1025.00,95.49
1024.00,95.53
1023.00,95.57
1022.00,95.61
1021.00,95.65
1020.00,95.68
1019.00,95.70
1018.00,95.70
1017.00,95.70
1016.00,95.72
1015.00,95.75
1014.00,95.80
1013.00,95.82
1012.00,95.83
1011.00,95.84
1010.00,95.85
1009.00,95.88
1008.00,95.91
1007.00,95.93
1006.00,95.96
1005.00,95.99
1004.00,96.00
1003.00,96.01
1002.00,96.01
1001.00,96.00
1000.00,95.98
999.00,95.98
998.00,95.97
997.00,95.97
996.00,95.97
995.00,95.98
994.00,95.98
993.00,95.98
992.00,95.97
991.00,95.97
990.00,95.99
989.00,96.01
988.00,96.03
987.00,96.04
986.00,96.04
985.00,96.04
984.00,96.05
983.00,96.04
982.00,96.03
981.00,96.03
980.00,96.03
979.00,96.04
978.00,96.05
977.00,96.07
976.00,96.09
975.00,96.10
974.00,96.11
973.00,96.11
972.00,96.13
971.00,96.15
970.00,96.16
969.00,96.14
968.00,96.13
967.00,96.12
966.00,96.13
965.00,96.15
964.00,96.18
963.00,96.18
962.00,96.18
961.00,96.19
960.00,96.22
959.00,96.26
958.00,96.28
957.00,96.29
956.00,96.28
955.00,96.26
954.00,96.23
953.00,96.20
952.00,96.18
951.00,96.19
950.00,96.22
949.00,96.25
948.00,96.28
947.00,96.31
946.00,96.32
945.00,96.31
944.00,96.29
943.00,96.26
942.00,96.23
941.00,96.21
940.00,96.20
939.00,96.21
938.00,96.22
937.00,96.20
936.00,96.17
935.00,96.14
934.00,96.12
933.00,96.12
932.00,96.11
931.00,96.11
930.00,96.11
929.00,96.11
928.00,96.09
927.00,96.06
926.00,96.04
925.00,96.04
924.00,96.04
923.00,96.04
922.00,96.03
921.00,96.03
920.00,96.06
919.00,96.11
918.00,96.17
917.00,96.19
916.00,96.19
915.00,96.17
914.00,96.15
913.00,96.15
912.00,96.16
911.00,96.19
910.00,96.22
909.00,96.25
908.00,96.26
907.00,96.28
906.00,96.29
905.00,96.30
