Created as New Dataset,10. Acrylic Bayer
2450.00,98.22
2449.00,98.23
2448.00,98.23
2447.00,98.24
2446.00,98.25
2445.00,98.26
2444.00,98.26
2443.00,98.27
2442.00,98.26
2441.00,98.24
2440.00,98.22
2439.00,98.21
2438.00,98.20
2437.00,98.21
2436.00,98.23
2435.00,98.23
2434.00,98.23
2433.00,98.23
2432.00,98.23
2431.00,98.24
2430.00,98.25
2429.00,98.26
2428.00,98.26
2427.00,98.25
2426.00,98.24
2425.00,98.25
2424.00,98.27
2423.00,98.29
2422.00,98.29
2421.00,98.29
2420.00,98.28
2419.00,98.27
2418.00,98.27
2417.00,98.28
2416.00,98.30
2415.00,98.31
2414.00,98.30
2413.00,98.29
2412.00,98.28
2411.00,98.28
2410.00,98.30
2409.00,98.32
2408.00,98.33
2407.00,98.33
2406.00,98.32
2405.00,98.31
2404.00,98.31
2403.00,98.31
2402.00,98.31
2401.00,98.31
2400.00,98.32
2399.00,98.33
2398.00,98.35
2397.00,98.36
2396.00,98.36
2395.00,98.37
2394.00,98.37
2393.00,98.38
2392.00,98.37
2391.00,98.35
2390.00,98.34
2389.00,98.32
2388.00,98.32
2387.00,98.32
2386.00,98.32
2385.00,98.32
2384.00,98.33
2383.00,98.35
2382.00,98.37
2381.00,98.39
2380.00,98.42
2379.00,98.46
2378.00,98.49
2377.00,98.51
2376.00,98.52
2375.00,98.50
2374.00,98.46
2373.00,98.42
2372.00,98.40
2371.00,98.43
2370.00,98.49
2369.00,98.55
2368.00,98.55
2367.00,98.51
2366.00,98.48
2365.00,98.49
2364.00,98.51
2363.00,98.49
2362.00,98.43
2361.00,98.37
2360.00,98.38
2359.00,98.46
2358.00,98.54
2357.00,98.56
2356.00,98.55
2355.00,98.54
2354.00,98.53
2353.00,98.51
2352.00,98.50
2351.00,98.50
2350.00,98.52
2349.00,98.54
2348.00,98.54
2347.00,98.54
2346.00,98.55
2345.00,98.57
2344.00,98.59
2343.00,98.60
2342.00,98.58
2341.00,98.55
2340.00,98.51
2339.00,98.49
2338.00,98.49
2337.00,98.52
2336.00,98.53
2335.00,98.50
2334.00,98.47
2333.00,98.46
2332.00,98.46
2331.00,98.48
2330.00,98.48
2329.00,98.48
2328.00,98.46
2327.00,98.43
2326.00,98.40
2325.00,98.36
2324.00,98.34
2323.00,98.32
2322.00,98.30
2321.00,98.30
2320.00,98.30
2319.00,98.31
2318.00,98.31
2317.00,98.30
2316.00,98.30
2315.00,98.29
2314.00,98.28
2313.00,98.27
2312.00,98.29
2311.00,98.31
2310.00,98.32
2309.00,98.31
2308.00,98.29
2307.00,98.27
2306.00,98.26
2305.00,98.25
2304.00,98.23
2303.00,98.22
2302.00,98.21
2301.00,98.22
2300.00,98.23
2299.00,98.23
2298.00,98.21
2297.00,98.18
2296.00,98.15
2295.00,98.13
2294.00,98.13
2293.00,98.13
2292.00,98.12
2291.00,98.09
2290.00,98.06
2289.00,98.04
2288.00,98.02
2287.00,98.02
2286.00,98.04
2285.00,98.08
2284.00,98.13
2283.00,98.17
2282.00,98.17
2281.00,98.14
2280.00,98.10
2279.00,98.08
2278.00,98.07
2277.00,98.05
2276.00,98.03
2275.00,98.01
2274.00,98.01
2273.00,98.01
2272.00,98.01
2271.00,97.98
2270.00,97.96
2269.00,97.95
2268.00,97.97
2267.00,97.99
2266.00,97.99
2265.00,97.95
2264.00,97.92
2263.00,97.89
2262.00,97.87
2261.00,97.83
2260.00,97.77
2259.00,97.72
2258.00,97.67
2257.00,97.63
2256.00,97.61
2255.00,97.58
2254.00,97.52
2253.00,97.42
2252.00,97.29
2251.00,97.14
2250.00,96.99
2249.00,96.84
2248.00,96.68
2247.00,96.51
2246.00,96.33
2245.00,96.17
2244.00,96.06
2243.00,96.01
2242.00,96.03
2241.00,96.11
2240.00,96.20
2239.00,96.29
2238.00,96.40
2237.00,96.54
2236.00,96.75
2235.00,96.97
2234.00,97.18
2233.00,97.33
2232.00,97.44
2231.00,97.51
2230.00,97.55
2229.00,97.55
2228.00,97.54
2227.00,97.52
2226.00,97.52
2225.00,97.53
2224.00,97.56
2223.00,97.57
2222.00,97.57
2221.00,97.56
2220.00,97.58
2219.00,97.61
2218.00,97.64
2217.00,97.65
2216.00,97.65
2215.00,97.66
2214.00,97.67
2213.00,97.68
2212.00,97.67
2211.00,97.65
2210.00,97.61
2209.00,97.59
2208.00,97.59
2207.00,97.60
2206.00,97.58
2205.00,97.55
2204.00,97.55
2203.00,97.58
2202.00,97.62
2201.00,97.62
2200.00,97.60
2199.00,97.56
2198.00,97.53
2197.00,97.53
2196.00,97.55
2195.00,97.58
2194.00,97.62
2193.00,97.67
2192.00,97.69
2191.00,97.67
2190.00,97.62
2189.00,97.54
2188.00,97.48
2187.00,97.46
2186.00,97.49
2185.00,97.54
2184.00,97.56
2183.00,97.55
2182.00,97.51
2181.00,97.47
2180.00,97.44
2179.00,97.42
2178.00,97.39
2177.00,97.36
2176.00,97.36
2175.00,97.40
2174.00,97.46
2173.00,97.51
2172.00,97.52
2171.00,97.47
2170.00,97.39
2169.00,97.31
2168.00,97.28
2167.00,97.28
2166.00,97.29
2165.00,97.25
2164.00,97.18
2163.00,97.12
2162.00,97.08
2161.00,97.12
2160.00,97.21
2159.00,97.34
2158.00,97.46
2157.00,97.54
2156.00,97.62
2155.00,97.69
2154.00,97.72
2153.00,97.68
2152.00,97.59
2151.00,97.51
2150.00,97.50
2149.00,97.58
2148.00,97.68
2147.00,97.75
2146.00,97.77
2145.00,97.76
2144.00,97.78
2143.00,97.83
2142.00,97.84
2141.00,97.79
2140.00,97.73
2139.00,97.71
2138.00,97.75
2137.00,97.81
2136.00,97.86
2135.00,97.89
2134.00,97.91
2133.00,97.90
2132.00,97.89
2131.00,97.87
2130.00,97.87
2129.00,97.88
2128.00,97.90
2127.00,97.92
2126.00,97.91
2125.00,97.89
2124.00,97.89
2123.00,97.92
2122.00,97.96
2121.00,97.98
2120.00,97.98
2119.00,97.99
2118.00,98.00
2117.00,98.00
2116.00,97.97
2115.00,97.91
2114.00,97.84
2113.00,97.80
2112.00,97.78
2111.00,97.78
2110.00,97.79
2109.00,97.79
2108.00,97.79
2107.00,97.80
2106.00,97.83
2105.00,97.87
2104.00,97.91
2103.00,97.94
2102.00,97.93
2101.00,97.91
2100.00,97.90
2099.00,97.93
2098.00,97.98
2097.00,98.02
2096.00,98.03
2095.00,98.02
2094.00,97.99
2093.00,97.96
2092.00,97.92
2091.00,97.90
2090.00,97.87
2089.00,97.84
2088.00,97.79
2087.00,97.76
2086.00,97.75
2085.00,97.76
2084.00,97.78
2083.00,97.80
2082.00,97.82
2081.00,97.84
2080.00,97.85
2079.00,97.84
2078.00,97.82
2077.00,97.79
2076.00,97.77
2075.00,97.75
2074.00,97.76
2073.00,97.77
2072.00,97.78
2071.00,97.77
2070.00,97.75
2069.00,97.75
2068.00,97.76
2067.00,97.77
2066.00,97.77
2065.00,97.77
2064.00,97.75
2063.00,97.71
2062.00,97.66
2061.00,97.63
2060.00,97.64
2059.00,97.69
2058.00,97.74
2057.00,97.75
2056.00,97.74
2055.00,97.71
2054.00,97.68
2053.00,97.65
2052.00,97.61
2051.00,97.59
2050.00,97.55
2049.00,97.52
2048.00,97.51
2047.00,97.56
2046.00,97.65
2045.00,97.72
2044.00,97.71
2043.00,97.64
2042.00,97.55
2041.00,97.47
2040.00,97.41
2039.00,97.38
2038.00,97.40
2037.00,97.44
2036.00,97.49
2035.00,97.49
2034.00,97.43
2033.00,97.32
2032.00,97.22
2031.00,97.18
2030.00,97.21
2029.00,97.30
2028.00,97.39
2027.00,97.44
2026.00,97.47
2025.00,97.50
2024.00,97.51
2023.00,97.51
2022.00,97.46
2021.00,97.38
2020.00,97.28
2019.00,97.22
2018.00,97.24
2017.00,97.35
2016.00,97.48
2015.00,97.56
2014.00,97.58
2013.00,97.54
2012.00,97.49
2011.00,97.44
2010.00,97.42
2009.00,97.43
2008.00,97.45
2007.00,97.48
2006.00,97.48
2005.00,97.46
2004.00,97.45
2003.00,97.46
2002.00,97.48
2001.00,97.51
2000.00,97.52
1999.00,97.52
1998.00,97.52
1997.00,97.52
1996.00,97.51
1995.00,97.50
1994.00,97.47
1993.00,97.46
1992.00,97.46
1991.00,97.47
1990.00,97.50
1989.00,97.51
1988.00,97.50
1987.00,97.47
1986.00,97.43
1985.00,97.41
1984.00,97.42
1983.00,97.46
1982.00,97.46
1981.00,97.41
1980.00,97.34
1979.00,97.30
1978.00,97.32
1977.00,97.38
1976.00,97.41
1975.00,97.41
1974.00,97.39
1973.00,97.39
1972.00,97.42
1971.00,97.46
1970.00,97.50
1969.00,97.53
1968.00,97.55
1967.00,97.56
1966.00,97.57
1965.00,97.58
1964.00,97.61
1963.00,97.63
1962.00,97.63
1961.00,97.60
1960.00,97.58
1959.00,97.59
1958.00,97.63
1957.00,97.66
1956.00,97.67
1955.00,97.65
1954.00,97.66
1953.00,97.69
1952.00,97.73
1951.00,97.77
1950.00,97.81
1949.00,97.86
1948.00,97.89
1947.00,97.89
1946.00,97.87
1945.00,97.84
1944.00,97.84
1943.00,97.84
1942.00,97.85
1941.00,97.84
1940.00,97.82
1939.00,97.81
1938.00,97.79
1937.00,97.78
1936.00,97.77
1935.00,97.77
1934.00,97.77
1933.00,97.78
1932.00,97.80
1931.00,97.82
1930.00,97.85
1929.00,97.88
1928.00,97.91
1927.00,97.92
1926.00,97.92
1925.00,97.91
1924.00,97.91
1923.00,97.92
1922.00,97.93
1921.00,97.93
1920.00,97.94
1919.00,97.94
1918.00,97.95
1917.00,97.95
1916.00,97.96
1915.00,97.98
1914.00,98.00
1913.00,98.01
1912.00,98.00
1911.00,97.99
1910.00,97.99
1909.00,98.01
1908.00,98.02
1907.00,98.03
1906.00,98.01
1905.00,97.99
1904.00,97.99
1903.00,98.00
1902.00,98.01
1901.00,98.01
1900.00,98.00
1899.00,98.00
1898.00,98.01
1897.00,98.02
1896.00,98.03
1895.00,98.04
1894.00,98.03
1893.00,98.02
1892.00,98.01
1891.00,98.01
1890.00,98.03
1889.00,98.05
1888.00,98.05
1887.00,98.03
1886.00,98.00
1885.00,97.99
1884.00,98.00
1883.00,98.02
1882.00,98.03
1881.00,98.04
1880.00,98.05
1879.00,98.07
1878.00,98.09
1877.00,98.10
1876.00,98.10
1875.00,98.10
1874.00,98.08
1873.00,98.07
1872.00,98.08
1871.00,98.08
1870.00,98.09
1869.00,98.10
1868.00,98.10
1867.00,98.11
1866.00,98.11
1865.00,98.12
1864.00,98.12
1863.00,98.13
1862.00,98.12
1861.00,98.12
1860.00,98.12
1859.00,98.12
1858.00,98.12
1857.00,98.12
1856.00,98.11
1855.00,98.10
1854.00,98.08
1853.00,98.07
1852.00,98.08
1851.00,98.09
1850.00,98.10
1849.00,98.11
1848.00,98.11
1847.00,98.12
1846.00,98.13
1845.00,98.14
1844.00,98.15
1843.00,98.15
1842.00,98.15
1841.00,98.14
1840.00,98.13
1839.00,98.13
1838.00,98.13
1837.00,98.14
1836.00,98.16
1835.00,98.18
1834.00,98.20
1833.00,98.21
1832.00,98.21
1831.00,98.20
1830.00,98.19
1829.00,98.18
1828.00,98.18
1827.00,98.18
1826.00,98.18
1825.00,98.18
1824.00,98.18
1823.00,98.19
1822.00,98.21
1821.00,98.22
1820.00,98.23
1819.00,98.23
1818.00,98.23
1817.00,98.22
1816.00,98.21
1815.00,98.21
1814.00,98.21
1813.00,98.21
1812.00,98.21
1811.00,98.22
1810.00,98.23
1809.00,98.23
1808.00,98.23
1807.00,98.23
1806.00,98.23
1805.00,98.24
1804.00,98.24
1803.00,98.24
1802.00,98.24
1801.00,98.24
1800.00,98.24
1799.00,98.23
1798.00,98.21
1797.00,98.21
1796.00,98.22
1795.00,98.25
1794.00,98.28
1793.00,98.29
1792.00,98.30
1791.00,98.30
1790.00,98.30
1789.00,98.30
1788.00,98.30
1787.00,98.29
1786.00,98.28
1785.00,98.26
1784.00,98.25
1783.00,98.25
1782.00,98.26
1781.00,98.27
1780.00,98.28
1779.00,98.28
1778.00,98.28
1777.00,98.28
1776.00,98.28
1775.00,98.30
1774.00,98.31
1773.00,98.32
1772.00,98.32
1771.00,98.32
1770.00,98.31
1769.00,98.30
1768.00,98.29
1767.00,98.30
1766.00,98.30
1765.00,98.29
1764.00,98.28
1763.00,98.26
1762.00,98.25
1761.00,98.25
1760.00,98.24
1759.00,98.23
1758.00,98.22
1757.00,98.21
1756.00,98.19
1755.00,98.15
1754.00,98.12
1753.00,98.08
1752.00,98.04
1751.00,98.00
1750.00,97.94
1749.00,97.89
1748.00,97.85
1747.00,97.79
1746.00,97.73
1745.00,97.66
1744.00,97.59
1743.00,97.51
1742.00,97.43
1741.00,97.34
1740.00,97.24
1739.00,97.15
1738.00,97.08
1737.00,97.02
1736.00,96.96
1735.00,96.89
1734.00,96.81
1733.00,96.76
1732.00,96.74
1731.00,96.73
1730.00,96.75
1729.00,96.77
1728.00,96.79
1727.00,96.82
1726.00,96.86
1725.00,96.91
1724.00,96.96
1723.00,97.01
1722.00,97.07
1721.00,97.13
1720.00,97.20
1719.00,97.29
1718.00,97.37
1717.00,97.44
1716.00,97.51
1715.00,97.57
1714.00,97.63
1713.00,97.68
1712.00,97.71
1711.00,97.74
1710.00,97.77
1709.00,97.81
1708.00,97.84
1707.00,97.87
1706.00,97.90
1705.00,97.92
1704.00,97.94
1703.00,97.95
1702.00,97.97
1701.00,98.00
1700.00,98.03
1699.00,98.04
1698.00,98.03
1697.00,98.01
1696.00,97.99
1695.00,97.99
1694.00,97.99
1693.00,97.99
1692.00,98.00
1691.00,98.02
1690.00,98.05
1689.00,98.07
1688.00,98.08
1687.00,98.08
1686.00,98.07
1685.00,98.06
1684.00,98.05
1683.00,98.04
1682.00,98.04
1681.00,98.04
1680.00,98.05
1679.00,98.05
1678.00,98.05
1677.00,98.05
1676.00,98.06
1675.00,98.06
1674.00,98.06
1673.00,98.07
1672.00,98.07
1671.00,98.07
1670.00,98.06
1669.00,98.05
1668.00,98.05
1667.00,98.06
1666.00,98.07
1665.00,98.08
1664.00,98.09
1663.00,98.08
1662.00,98.07
1661.00,98.06
1660.00,98.06
1659.00,98.06
1658.00,98.07
1657.00,98.07
1656.00,98.07
1655.00,98.08
1654.00,98.08
1653.00,98.05
1652.00,98.04
1651.00,98.02
1650.00,98.01
1649.00,98.02
1648.00,98.04
1647.00,98.05
1646.00,98.05
1645.00,98.04
1644.00,98.02
1643.00,98.00
1642.00,97.98
1641.00,97.98
1640.00,97.98
1639.00,97.98
1638.00,97.99
1637.00,97.98
1636.00,97.96
1635.00,97.95
1634.00,97.95
1633.00,97.94
1632.00,97.94
1631.00,97.93
1630.00,97.93
1629.00,97.93
1628.00,97.93
1627.00,97.94
1626.00,97.94
1625.00,97.93
1624.00,97.92
1623.00,97.91
1622.00,97.91
1621.00,97.93
1620.00,97.94
1619.00,97.94
1618.00,97.94
1617.00,97.92
1616.00,97.92
1615.00,97.93
1614.00,97.95
1613.00,97.96
1612.00,97.98
1611.00,98.00
1610.00,98.01
1609.00,98.03
1608.00,98.04
1607.00,98.05
1606.00,98.06
1605.00,98.07
1604.00,98.08
1603.00,98.08
1602.00,98.08
1601.00,98.07
1600.00,98.06
1599.00,98.07
1598.00,98.10
1597.00,98.12
1596.00,98.13
1595.00,98.13
1594.00,98.13
1593.00,98.13
1592.00,98.14
1591.00,98.15
1590.00,98.16
1589.00,98.17
1588.00,98.18
1587.00,98.19
1586.00,98.20
1585.00,98.21
1584.00,98.21
1583.00,98.20
1582.00,98.20
1581.00,98.19
1580.00,98.18
1579.00,98.17
1578.00,98.17
1577.00,98.18
1576.00,98.19
1575.00,98.20
1574.00,98.20
1573.00,98.19
1572.00,98.19
1571.00,98.18
1570.00,98.18
1569.00,98.19
1568.00,98.20
1567.00,98.21
1566.00,98.22
1565.00,98.23
1564.00,98.23
1563.00,98.22
1562.00,98.21
1561.00,98.21
1560.00,98.20
1559.00,98.18
1558.00,98.20
1557.00,98.21
1556.00,98.21
1555.00,98.21
1554.00,98.21
1553.00,98.21
1552.00,98.21
1551.00,98.22
1550.00,98.23
1549.00,98.23
1548.00,98.23
1547.00,98.23
1546.00,98.22
1545.00,98.22
1544.00,98.22
1543.00,98.21
1542.00,98.21
1541.00,98.21
1540.00,98.21
1539.00,98.21
1538.00,98.22
1537.00,98.20
1536.00,98.19
1535.00,98.18
1534.00,98.18
1533.00,98.19
1532.00,98.21
1531.00,98.23
1530.00,98.25
1529.00,98.26
1528.00,98.27
1527.00,98.27
1526.00,98.27
1525.00,98.27
1524.00,98.26
1523.00,98.25
1522.00,98.25
1521.00,98.24
1520.00,98.23
1519.00,98.23
1518.00,98.23
1517.00,98.24
1516.00,98.25
1515.00,98.25
1514.00,98.25
1513.00,98.25
1512.00,98.26
1511.00,98.28
1510.00,98.29
1509.00,98.29
1508.00,98.28
1507.00,98.28
1506.00,98.28
1505.00,98.29
1504.00,98.28
1503.00,98.28
1502.00,98.28
1501.00,98.28
1500.00,98.28
1499.00,98.28
1498.00,98.29
1497.00,98.31
1496.00,98.32
1495.00,98.32
1494.00,98.31
1493.00,98.31
1492.00,98.29
1491.00,98.29
1490.00,98.28
1489.00,98.29
1488.00,98.29
1487.00,98.29
1486.00,98.29
1485.00,98.28
1484.00,98.28
1483.00,98.28
1482.00,98.28
1481.00,98.26
1480.00,98.25
1479.00,98.23
1478.00,98.21
1477.00,98.19
1476.00,98.18
1475.00,98.18
1474.00,98.18
1473.00,98.17
1472.00,98.14
1471.00,98.09
1470.00,98.05
1469.00,98.00
1468.00,97.95
1467.00,97.88
1466.00,97.80
1465.00,97.69
1464.00,97.55
1463.00,97.41
1462.00,97.26
1461.00,97.10
1460.00,96.93
1459.00,96.74
1458.00,96.51
1457.00,96.27
1456.00,96.08
1455.00,95.97
1454.00,95.90
1453.00,95.85
1452.00,95.82
1451.00,95.80
1450.00,95.80
1449.00,95.82
1448.00,95.87
1447.00,95.95
1446.00,96.03
1445.00,96.11
1444.00,96.20
1443.00,96.29
1442.00,96.40
1441.00,96.51
1440.00,96.60
1439.00,96.70
1438.00,96.79
1437.00,96.89
1436.00,96.98
1435.00,97.05
1434.00,97.11
1433.00,97.17
1432.00,97.26
1431.00,97.34
1430.00,97.42
1429.00,97.50
1428.00,97.56
1427.00,97.63
1426.00,97.69
1425.00,97.75
1424.00,97.78
1423.00,97.80
1422.00,97.82
1421.00,97.85
1420.00,97.88
1419.00,97.91
1418.00,97.93
1417.00,97.95
1416.00,97.95
1415.00,97.96
1414.00,97.97
1413.00,97.98
1412.00,97.98
1411.00,97.98
1410.00,98.00
1409.00,98.01
1408.00,98.04
1407.00,98.05
1406.00,98.06
1405.00,98.07
1404.00,98.08
1403.00,98.07
1402.00,98.06
1401.00,98.05
1400.00,98.04
1399.00,98.03
1398.00,98.03
1397.00,98.04
1396.00,98.04
1395.00,98.03
1394.00,98.00
1393.00,97.97
1392.00,97.94
1391.00,97.92
1390.00,97.91
1389.00,97.90
1388.00,97.89
1387.00,97.87
1386.00,97.85
1385.00,97.82
1384.00,97.80
1383.00,97.77
1382.00,97.76
1381.00,97.75
1380.00,97.73
1379.00,97.71
1378.00,97.68
1377.00,97.64
1376.00,97.61
1375.00,97.60
1374.00,97.59
1373.00,97.59
1372.00,97.59
1371.00,97.57
1370.00,97.55
1369.00,97.53
1368.00,97.51
1367.00,97.48
1366.00,97.45
1365.00,97.43
1364.00,97.41
1363.00,97.39
1362.00,97.38
1361.00,97.37
1360.00,97.35
1359.00,97.33
1358.00,97.32
1357.00,97.33
1356.00,97.34
1355.00,97.35
1354.00,97.36
1353.00,97.36
1352.00,97.37
1351.00,97.37
1350.00,97.38
1349.00,97.38
1348.00,97.38
1347.00,97.40
1346.00,97.42
1345.00,97.44
1344.00,97.45
1343.00,97.47
1342.00,97.49
1341.00,97.50
1340.00,97.51
1339.00,97.53
1338.00,97.55
1337.00,97.57
1336.00,97.58
1335.00,97.60
1334.00,97.62
1333.00,97.64
1332.00,97.67
1331.00,97.68
1330.00,97.69
1329.00,97.70
1328.00,97.71
1327.00,97.71
1326.00,97.72
1325.00,97.73
1324.00,97.73
1323.00,97.73
1322.00,97.73
1321.00,97.73
1320.00,97.72
1319.00,97.72
1318.00,97.71
1317.00,97.70
1316.00,97.70
1315.00,97.70
1314.00,97.71
1313.00,97.71
1312.00,97.70
1311.00,97.70
1310.00,97.70
1309.00,97.70
1308.00,97.70
1307.00,97.69
1306.00,97.69
1305.00,97.69
1304.00,97.70
1303.00,97.70
1302.00,97.70
1301.00,97.70
1300.00,97.70
1299.00,97.70
1298.00,97.70
1297.00,97.71
1296.00,97.71
1295.00,97.71
1294.00,97.71
1293.00,97.71
1292.00,97.71
1291.00,97.70
1290.00,97.69
1289.00,97.69
1288.00,97.71
1287.00,97.72
1286.00,97.71
1285.00,97.70
1284.00,97.68
1283.00,97.65
1282.00,97.63
1281.00,97.62
1280.00,97.60
1279.00,97.59
1278.00,97.59
1277.00,97.59
1276.00,97.59
1275.00,97.58
1274.00,97.56
1273.00,97.54
1272.00,97.52
1271.00,97.51
1270.00,97.51
1269.00,97.50
1268.00,97.49
1267.00,97.47
1266.00,97.45
1265.00,97.44
1264.00,97.44
1263.00,97.45
1262.00,97.45
1261.00,97.43
1260.00,97.39
1259.00,97.35
1258.00,97.31
1257.00,97.28
1256.00,97.25
1255.00,97.23
1254.00,97.21
1253.00,97.21
1252.00,97.21
1251.00,97.20
1250.00,97.19
1249.00,97.17
1248.00,97.16
1247.00,97.14
1246.00,97.13
1245.00,97.13
1244.00,97.14
1243.00,97.15
1242.00,97.17
1241.00,97.18
1240.00,97.18
1239.00,97.17
1238.00,97.15
1237.00,97.12
1236.00,97.10
1235.00,97.08
1234.00,97.06
1233.00,97.04
1232.00,97.02
1231.00,97.00
1230.00,96.99
1229.00,96.99
1228.00,96.98
1227.00,96.96
1226.00,96.94
1225.00,96.91
1224.00,96.89
1223.00,96.88
1222.00,96.88
1221.00,96.88
1220.00,96.88
1219.00,96.88
1218.00,96.87
1217.00,96.86
1216.00,96.84
1215.00,96.81
1214.00,96.77
1213.00,96.74
1212.00,96.73
1211.00,96.73
1210.00,96.72
1209.00,96.71
1208.00,96.69
1207.00,96.68
1206.00,96.68
1205.00,96.69
1204.00,96.69
1203.00,96.68
1202.00,96.66
1201.00,96.63
1200.00,96.61
1199.00,96.60
1198.00,96.59
1197.00,96.60
1196.00,96.62
1195.00,96.64
1194.00,96.65
1193.00,96.66
1192.00,96.68
1191.00,96.69
1190.00,96.70
1189.00,96.71
1188.00,96.72
1187.00,96.73
1186.00,96.73
1185.00,96.72
1184.00,96.71
1183.00,96.71
1182.00,96.69
1181.00,96.67
1180.00,96.65
1179.00,96.64
1178.00,96.62
1177.00,96.61
1176.00,96.60
1175.00,96.60
1174.00,96.59
1173.00,96.58
1172.00,96.55
1171.00,96.54
1170.00,96.55
1169.00,96.56
1168.00,96.58
1167.00,96.60
1166.00,96.63
1165.00,96.67
1164.00,96.72
1163.00,96.78
1162.00,96.84
1161.00,96.90
1160.00,96.97
1159.00,97.03
1158.00,97.09
1157.00,97.15
1156.00,97.21
1155.00,97.27
1154.00,97.34
1153.00,97.40
1152.00,97.44
1151.00,97.46
1150.00,97.49
1149.00,97.52
1148.00,97.57
1147.00,97.62
1146.00,97.66
1145.00,97.69
1144.00,97.71
1143.00,97.72
1142.00,97.74
1141.00,97.76
1140.00,97.79
1139.00,97.82
1138.00,97.84
1137.00,97.84
1136.00,97.83
1135.00,97.82
1134.00,97.82
1133.00,97.84
1132.00,97.86
1131.00,97.88
1130.00,97.90
1129.00,97.90
1128.00,97.87
1127.00,97.84
1126.00,97.82
1125.00,97.81
1124.00,97.81
1123.00,97.81
1122.00,97.81
1121.00,97.80
1120.00,97.76
1119.00,97.72
1118.00,97.68
1117.00,97.65
1116.00,97.62
1115.00,97.61
1114.00,97.59
1113.00,97.59
1112.00,97.58
1111.00,97.58
1110.00,97.58
1109.00,97.58
1108.00,97.60
1107.00,97.61
1106.00,97.61
1105.00,97.60
1104.00,97.57
1103.00,97.54
1102.00,97.52
1101.00,97.52
1100.00,97.54
1099.00,97.56
1098.00,97.56
1097.00,97.56
1096.00,97.55
1095.00,97.53
1094.00,97.49
1093.00,97.45
1092.00,97.42
1091.00,97.40
1090.00,97.41
1089.00,97.41
1088.00,97.39
1087.00,97.37
1086.00,97.34
1085.00,97.31
1084.00,97.27
1083.00,97.24
1082.00,97.22
1081.00,97.22
1080.00,97.23
1079.00,97.23
1078.00,97.20
1077.00,97.15
1076.00,97.10
1075.00,97.09
1074.00,97.10
1073.00,97.12
1072.00,97.12
1071.00,97.09
1070.00,97.05
1069.00,97.02
1068.00,96.99
1067.00,96.99
1066.00,97.01
1065.00,97.03
1064.00,97.04
1063.00,97.05
1062.00,97.07
1061.00,97.09
1060.00,97.12
1059.00,97.13
1058.00,97.13
1057.00,97.16
1056.00,97.20
1055.00,97.24
1054.00,97.27
1053.00,97.26
1052.00,97.24
1051.00,97.20
1050.00,97.16
1049.00,97.12
1048.00,97.08
1047.00,97.03
1046.00,96.97
1045.00,96.91
1044.00,96.85
1043.00,96.81
1042.00,96.78
1041.00,96.77
1040.00,96.78
1039.00,96.80
1038.00,96.83
1037.00,96.87
1036.00,96.92
1035.00,96.97
1034.00,97.04
1033.00,97.13
1032.00,97.22
1031.00,97.31
1030.00,97.37
1029.00,97.41
1028.00,97.46
1027.00,97.52
1026.00,97.58
1025.00,97.62
1024.00,97.64
1023.00,97.65
1022.00,97.66
1021.00,97.70
1020.00,97.75
1019.00,97.79
1018.00,97.80
1017.00,97.79
1016.00,97.79
1015.00,97.79
1014.00,97.81
1013.00,97.83
1012.00,97.85
1011.00,97.87
1010.00,97.89
1009.00,97.91
1008.00,97.91
1007.00,97.92
1006.00,97.93
1005.00,97.93
1004.00,97.92
1003.00,97.90
1002.00,97.90
1001.00,97.91
1000.00,97.93
999.00,97.95
998.00,97.98
997.00,97.99
996.00,97.98
995.00,97.98
994.00,97.98
993.00,98.01
992.00,98.03
991.00,98.04
990.00,98.04
989.00,98.04
988.00,98.04
987.00,98.04
986.00,98.04
985.00,98.03
984.00,98.03
983.00,98.05
982.00,98.08
981.00,98.10
980.00,98.10
979.00,98.08
978.00,98.05
977.00,98.04
976.00,98.05
975.00,98.05
974.00,98.05
973.00,98.06
972.00,98.07
971.00,98.09
970.00,98.11
969.00,98.12
968.00,98.13
967.00,98.14
966.00,98.14
965.00,98.13
964.00,98.11
963.00,98.09
962.00,98.07
961.00,98.05
960.00,98.03
959.00,98.03
958.00,98.03
957.00,98.05
956.00,98.07
955.00,98.09
954.00,98.11
953.00,98.13
952.00,98.15
951.00,98.17
950.00,98.17
949.00,98.18
948.00,98.17
947.00,98.16
946.00,98.17
945.00,98.18
944.00,98.20
943.00,98.22
942.00,98.23
941.00,98.24
940.00,98.24
939.00,98.24
938.00,98.23
937.00,98.21
936.00,98.18
935.00,98.16
934.00,98.16
933.00,98.20
932.00,98.24
931.00,98.27
930.00,98.26
929.00,98.23
928.00,98.20
927.00,98.18
926.00,98.19
925.00,98.21
924.00,98.24
923.00,98.25
922.00,98.25
921.00,98.23
920.00,98.19
919.00,98.17
918.00,98.17
917.00,98.20
916.00,98.23
915.00,98.27
914.00,98.30
913.00,98.30
912.00,98.29
911.00,98.26
910.00,98.25
909.00,98.25
908.00,98.26
907.00,98.26
906.00,98.26
905.00,98.26
904.00,98.25
903.00,98.24
902.00,98.23
901.00,98.23
900.00,98.24
899.00,98.25
898.00,98.26
897.00,98.26
896.00,98.24
895.00,98.22
894.00,98.21
893.00,98.23
892.00,98.25
891.00,98.28
890.00,98.31
889.00,98.34
888.00,98.34
887.00,98.32
886.00,98.29
885.00,98.28
