Created as New Dataset,71 Waxman
cm-1,%T
2485.00,98.37
2484.00,98.39
2483.00,98.42
2482.00,98.45
2481.00,98.48
2480.00,98.49
2479.00,98.48
2478.00,98.46
2477.00,98.44
2476.00,98.43
2475.00,98.42
2474.00,98.42
2473.00,98.42
2472.00,98.41
2471.00,98.40
2470.00,98.39
2469.00,98.39
2468.00,98.40
2467.00,98.41
2466.00,98.41
2465.00,98.42
2464.00,98.42
2463.00,98.42
2462.00,98.43
2461.00,98.44
2460.00,98.43
2459.00,98.40
2458.00,98.37
2457.00,98.35
2456.00,98.35
2455.00,98.34
2454.00,98.33
2453.00,98.32
2452.00,98.32
2451.00,98.32
2450.00,98.33
2449.00,98.35
2448.00,98.38
2447.00,98.40
2446.00,98.41
2445.00,98.40
2444.00,98.39
2443.00,98.38
2442.00,98.38
2441.00,98.39
2440.00,98.41
2439.00,98.42
2438.00,98.41
2437.00,98.40
2436.00,98.39
2435.00,98.38
2434.00,98.39
2433.00,98.40
2432.00,98.41
2431.00,98.40
2430.00,98.39
2429.00,98.38
2428.00,98.38
2427.00,98.39
2426.00,98.41
2425.00,98.42
2424.00,98.42
2423.00,98.40
2422.00,98.39
2421.00,98.38
2420.00,98.38
2419.00,98.38
2418.00,98.38
2417.00,98.39
2416.00,98.41
2415.00,98.42
2414.00,98.42
2413.00,98.42
2412.00,98.42
2411.00,98.42
2410.00,98.42
2409.00,98.42
2408.00,98.41
2407.00,98.41
2406.00,98.41
2405.00,98.42
2404.00,98.42
2403.00,98.42
2402.00,98.42
2401.00,98.43
2400.00,98.44
2399.00,98.45
2398.00,98.45
2397.00,98.45
2396.00,98.45
2395.00,98.45
2394.00,98.46
2393.00,98.46
2392.00,98.45
2391.00,98.43
2390.00,98.43
2389.00,98.45
2388.00,98.48
2387.00,98.51
2386.00,98.53
2385.00,98.54
2384.00,98.52
2383.00,98.49
2382.00,98.47
2381.00,98.47
2380.00,98.49
2379.00,98.53
2378.00,98.55
2377.00,98.55
2376.00,98.54
2375.00,98.52
2374.00,98.50
2373.00,98.49
2372.00,98.50
2371.00,98.52
2370.00,98.55
2369.00,98.58
2368.00,98.58
2367.00,98.54
2366.00,98.46
2365.00,98.38
2364.00,98.33
2363.00,98.30
2362.00,98.27
2361.00,98.25
2360.00,98.27
2359.00,98.31
2358.00,98.37
2357.00,98.43
2356.00,98.46
2355.00,98.47
2354.00,98.45
2353.00,98.44
2352.00,98.45
2351.00,98.46
2350.00,98.45
2349.00,98.45
2348.00,98.47
2347.00,98.48
2346.00,98.45
2345.00,98.37
2344.00,98.28
2343.00,98.23
2342.00,98.23
2341.00,98.29
2340.00,98.37
2339.00,98.44
2338.00,98.48
2337.00,98.47
2336.00,98.46
2335.00,98.45
2334.00,98.46
2333.00,98.48
2332.00,98.50
2331.00,98.51
2330.00,98.50
2329.00,98.47
2328.00,98.44
2327.00,98.38
2326.00,98.31
2325.00,98.23
2324.00,98.17
2323.00,98.14
2322.00,98.15
2321.00,98.17
2320.00,98.21
2319.00,98.24
2318.00,98.26
2317.00,98.26
2316.00,98.25
2315.00,98.25
2314.00,98.25
2313.00,98.25
2312.00,98.25
2311.00,98.26
2310.00,98.30
2309.00,98.32
2308.00,98.32
2307.00,98.29
2306.00,98.24
2305.00,98.22
2304.00,98.20
2303.00,98.20
2302.00,98.20
2301.00,98.19
2300.00,98.18
2299.00,98.16
2298.00,98.15
2297.00,98.15
2296.00,98.14
2295.00,98.12
2294.00,98.09
2293.00,98.05
2292.00,98.01
2291.00,97.99
2290.00,97.98
2289.00,98.00
2288.00,98.02
2287.00,98.02
2286.00,98.01
2285.00,97.99
2284.00,97.97
2283.00,97.96
2282.00,97.95
2281.00,97.95
2280.00,97.94
2279.00,97.93
2278.00,97.92
2277.00,97.91
2276.00,97.91
2275.00,97.92
2274.00,97.95
2273.00,97.96
2272.00,97.95
2271.00,97.90
2270.00,97.85
2269.00,97.83
2268.00,97.83
2267.00,97.83
2266.00,97.80
2265.00,97.75
2264.00,97.70
2263.00,97.67
2262.00,97.65
2261.00,97.63
2260.00,97.61
2259.00,97.59
2258.00,97.58
2257.00,97.56
2256.00,97.52
2255.00,97.43
2254.00,97.28
2253.00,97.07
2252.00,96.84
2251.00,96.62
2250.00,96.40
2249.00,96.20
2248.00,95.99
2247.00,95.77
2246.00,95.56
2245.00,95.34
2244.00,95.13
2243.00,94.94
2242.00,94.82
2241.00,94.79
2240.00,94.87
2239.00,95.04
2238.00,95.26
2237.00,95.51
2236.00,95.77
2235.00,96.01
2234.00,96.23
2233.00,96.44
2232.00,96.62
2231.00,96.77
2230.00,96.89
2229.00,96.98
2228.00,97.05
2227.00,97.10
2226.00,97.16
2225.00,97.22
2224.00,97.27
2223.00,97.28
2222.00,97.27
2221.00,97.26
2220.00,97.27
2219.00,97.27
2218.00,97.27
2217.00,97.26
2216.00,97.24
2215.00,97.24
2214.00,97.25
2213.00,97.26
2212.00,97.25
2211.00,97.21
2210.00,97.16
2209.00,97.14
2208.00,97.16
2207.00,97.19
2206.00,97.19
2205.00,97.16
2204.00,97.11
2203.00,97.08
2202.00,97.06
2201.00,97.08
2200.00,97.10
2199.00,97.10
2198.00,97.07
2197.00,97.01
2196.00,96.96
2195.00,96.93
2194.00,96.93
2193.00,96.93
2192.00,96.93
2191.00,96.89
2190.00,96.85
2189.00,96.84
2188.00,96.89
2187.00,96.95
2186.00,96.97
2185.00,96.95
2184.00,96.91
2183.00,96.90
2182.00,96.92
2181.00,96.96
2180.00,97.00
2179.00,97.02
2178.00,97.01
2177.00,96.95
2176.00,96.88
2175.00,96.82
2174.00,96.79
2173.00,96.79
2172.00,96.81
2171.00,96.82
2170.00,96.80
2169.00,96.76
2168.00,96.73
2167.00,96.71
2166.00,96.67
2165.00,96.60
2164.00,96.55
2163.00,96.54
2162.00,96.55
2161.00,96.59
2160.00,96.66
2159.00,96.77
2158.00,96.88
2157.00,96.95
2156.00,96.99
2155.00,97.04
2154.00,97.11
2153.00,97.16
2152.00,97.18
2151.00,97.16
2150.00,97.13
2149.00,97.14
2148.00,97.18
2147.00,97.24
2146.00,97.29
2145.00,97.33
2144.00,97.36
2143.00,97.39
2142.00,97.41
2141.00,97.43
2140.00,97.44
2139.00,97.48
2138.00,97.52
2137.00,97.57
2136.00,97.61
2135.00,97.65
2134.00,97.68
2133.00,97.70
2132.00,97.71
2131.00,97.71
2130.00,97.71
2129.00,97.71
2128.00,97.71
2127.00,97.71
2126.00,97.72
2125.00,97.73
2124.00,97.75
2123.00,97.76
2122.00,97.77
2121.00,97.77
2120.00,97.76
2119.00,97.75
2118.00,97.74
2117.00,97.73
2116.00,97.70
2115.00,97.66
2114.00,97.64
2113.00,97.64
2112.00,97.66
2111.00,97.68
2110.00,97.70
2109.00,97.71
2108.00,97.71
2107.00,97.70
2106.00,97.68
2105.00,97.67
2104.00,97.67
2103.00,97.68
2102.00,97.69
2101.00,97.68
2100.00,97.64
2099.00,97.60
2098.00,97.58
2097.00,97.58
2096.00,97.60
2095.00,97.62
2094.00,97.62
2093.00,97.62
2092.00,97.62
2091.00,97.62
2090.00,97.63
2089.00,97.63
2088.00,97.63
2087.00,97.62
2086.00,97.61
2085.00,97.62
2084.00,97.62
2083.00,97.62
2082.00,97.61
2081.00,97.59
2080.00,97.56
2079.00,97.53
2078.00,97.51
2077.00,97.50
2076.00,97.50
2075.00,97.50
2074.00,97.50
2073.00,97.49
2072.00,97.47
2071.00,97.45
2070.00,97.43
2069.00,97.42
2068.00,97.42
2067.00,97.42
2066.00,97.42
2065.00,97.42
2064.00,97.43
2063.00,97.46
2062.00,97.49
2061.00,97.51
2060.00,97.50
2059.00,97.46
2058.00,97.41
2057.00,97.37
2056.00,97.37
2055.00,97.39
2054.00,97.37
2053.00,97.31
2052.00,97.20
2051.00,97.11
2050.00,97.09
2049.00,97.11
2048.00,97.14
2047.00,97.13
2046.00,97.09
2045.00,97.05
2044.00,97.02
2043.00,96.98
2042.00,96.91
2041.00,96.83
2040.00,96.76
2039.00,96.72
2038.00,96.71
2037.00,96.73
2036.00,96.76
2035.00,96.76
2034.00,96.71
2033.00,96.63
2032.00,96.56
2031.00,96.54
2030.00,96.56
2029.00,96.62
2028.00,96.70
2027.00,96.75
2026.00,96.76
2025.00,96.74
2024.00,96.72
2023.00,96.73
2022.00,96.76
2021.00,96.79
2020.00,96.81
2019.00,96.82
2018.00,96.81
2017.00,96.80
2016.00,96.80
2015.00,96.82
2014.00,96.85
2013.00,96.89
2012.00,96.91
2011.00,96.92
2010.00,96.92
2009.00,96.93
2008.00,96.95
2007.00,96.99
2006.00,97.01
2005.00,97.02
2004.00,97.02
2003.00,97.03
2002.00,97.03
2001.00,97.03
2000.00,97.03
1999.00,97.03
1998.00,97.04
1997.00,97.04
1996.00,97.06
1995.00,97.09
1994.00,97.13
1993.00,97.16
1992.00,97.16
1991.00,97.12
1990.00,97.08
1989.00,97.03
1988.00,96.98
1987.00,96.94
1986.00,96.89
1985.00,96.85
1984.00,96.81
1983.00,96.77
1982.00,96.72
1981.00,96.69
1980.00,96.69
1979.00,96.74
1978.00,96.81
1977.00,96.85
1976.00,96.86
1975.00,96.88
1974.00,96.92
1973.00,96.96
1972.00,96.99
1971.00,96.99
1970.00,96.98
1969.00,96.98
1968.00,97.01
1967.00,97.02
1966.00,97.00
1965.00,96.97
1964.00,96.94
1963.00,96.97
1962.00,97.06
1961.00,97.18
1960.00,97.27
1959.00,97.31
1958.00,97.31
1957.00,97.31
1956.00,97.32
1955.00,97.32
1954.00,97.31
1953.00,97.31
1952.00,97.32
1951.00,97.34
1950.00,97.35
1949.00,97.36
1948.00,97.38
1947.00,97.41
1946.00,97.44
1945.00,97.47
1944.00,97.51
1943.00,97.55
1942.00,97.57
1941.00,97.56
1940.00,97.54
1939.00,97.53
1938.00,97.53
1937.00,97.54
1936.00,97.56
1935.00,97.57
1934.00,97.56
1933.00,97.54
1932.00,97.52
1931.00,97.53
1930.00,97.56
1929.00,97.62
1928.00,97.67
1927.00,97.69
1926.00,97.67
1925.00,97.62
1924.00,97.59
1923.00,97.59
1922.00,97.62
1921.00,97.66
1920.00,97.70
1919.00,97.72
1918.00,97.75
1917.00,97.76
1916.00,97.75
1915.00,97.73
1914.00,97.73
1913.00,97.75
1912.00,97.79
1911.00,97.82
1910.00,97.83
1909.00,97.82
1908.00,97.81
1907.00,97.80
1906.00,97.79
1905.00,97.78
1904.00,97.77
1903.00,97.77
1902.00,97.78
1901.00,97.79
1900.00,97.79
1899.00,97.79
1898.00,97.79
1897.00,97.80
1896.00,97.80
1895.00,97.80
1894.00,97.82
1893.00,97.83
1892.00,97.85
1891.00,97.86
1890.00,97.86
1889.00,97.87
1888.00,97.88
1887.00,97.90
1886.00,97.90
1885.00,97.89
1884.00,97.88
1883.00,97.87
1882.00,97.88
1881.00,97.89
1880.00,97.91
1879.00,97.92
1878.00,97.92
1877.00,97.93
1876.00,97.93
1875.00,97.94
1874.00,97.94
1873.00,97.94
1872.00,97.94
1871.00,97.93
1870.00,97.92
1869.00,97.91
1868.00,97.91
1867.00,97.91
1866.00,97.92
1865.00,97.92
1864.00,97.92
1863.00,97.93
1862.00,97.94
1861.00,97.94
1860.00,97.95
1859.00,97.94
1858.00,97.93
1857.00,97.92
1856.00,97.90
1855.00,97.89
1854.00,97.91
1853.00,97.93
1852.00,97.96
1851.00,97.97
1850.00,97.98
1849.00,97.99
1848.00,98.00
1847.00,98.00
1846.00,98.00
1845.00,98.01
1844.00,98.02
1843.00,98.02
1842.00,98.02
1841.00,98.03
1840.00,98.04
1839.00,98.04
1838.00,98.03
1837.00,98.01
1836.00,98.00
1835.00,97.99
1834.00,98.00
1833.00,98.02
1832.00,98.03
1831.00,98.04
1830.00,98.04
1829.00,98.03
1828.00,98.02
1827.00,98.03
1826.00,98.04
1825.00,98.04
1824.00,98.04
1823.00,98.03
1822.00,98.02
1821.00,98.02
1820.00,98.05
1819.00,98.08
1818.00,98.10
1817.00,98.12
1816.00,98.13
1815.00,98.12
1814.00,98.12
1813.00,98.11
1812.00,98.10
1811.00,98.09
1810.00,98.09
1809.00,98.10
1808.00,98.11
1807.00,98.12
1806.00,98.12
1805.00,98.12
1804.00,98.12
1803.00,98.10
1802.00,98.09
1801.00,98.08
1800.00,98.08
1799.00,98.07
1798.00,98.07
1797.00,98.06
1796.00,98.06
1795.00,98.08
1794.00,98.10
1793.00,98.13
1792.00,98.14
1791.00,98.13
1790.00,98.13
1789.00,98.13
1788.00,98.14
1787.00,98.15
1786.00,98.15
1785.00,98.15
1784.00,98.16
1783.00,98.15
1782.00,98.15
1781.00,98.15
1780.00,98.16
1779.00,98.18
1778.00,98.19
1777.00,98.18
1776.00,98.17
1775.00,98.16
1774.00,98.15
1773.00,98.14
1772.00,98.14
1771.00,98.13
1770.00,98.12
1769.00,98.11
1768.00,98.10
1767.00,98.10
1766.00,98.10
1765.00,98.10
1764.00,98.10
1763.00,98.09
1762.00,98.08
1761.00,98.06
1760.00,98.04
1759.00,98.03
1758.00,98.02
1757.00,98.01
1756.00,98.00
1755.00,97.99
1754.00,97.98
1753.00,97.96
1752.00,97.93
1751.00,97.90
1750.00,97.88
1749.00,97.85
1748.00,97.83
1747.00,97.81
1746.00,97.78
1745.00,97.74
1744.00,97.69
1743.00,97.63
1742.00,97.57
1741.00,97.52
1740.00,97.46
1739.00,97.42
1738.00,97.38
1737.00,97.34
1736.00,97.30
1735.00,97.25
1734.00,97.21
1733.00,97.17
1732.00,97.14
1731.00,97.13
1730.00,97.13
1729.00,97.14
1728.00,97.15
1727.00,97.16
1726.00,97.17
1725.00,97.19
1724.00,97.22
1723.00,97.26
1722.00,97.28
1721.00,97.29
1720.00,97.31
1719.00,97.34
1718.00,97.39
1717.00,97.46
1716.00,97.51
1715.00,97.55
1714.00,97.59
1713.00,97.62
1712.00,97.65
1711.00,97.66
1710.00,97.68
1709.00,97.69
1708.00,97.70
1707.00,97.72
1706.00,97.74
1705.00,97.76
1704.00,97.78
1703.00,97.79
1702.00,97.80
1701.00,97.81
1700.00,97.82
1699.00,97.83
1698.00,97.84
1697.00,97.84
1696.00,97.86
1695.00,97.87
1694.00,97.88
1693.00,97.88
1692.00,97.88
1691.00,97.88
1690.00,97.89
1689.00,97.89
1688.00,97.89
1687.00,97.90
1686.00,97.90
1685.00,97.91
1684.00,97.90
1683.00,97.90
1682.00,97.90
1681.00,97.90
1680.00,97.91
1679.00,97.92
1678.00,97.92
1677.00,97.91
1676.00,97.90
1675.00,97.89
1674.00,97.88
1673.00,97.88
1672.00,97.89
1671.00,97.90
1670.00,97.91
1669.00,97.91
1668.00,97.91
1667.00,97.91
1666.00,97.90
1665.00,97.89
1664.00,97.88
1663.00,97.87
1662.00,97.87
1661.00,97.87
1660.00,97.88
1659.00,97.89
1658.00,97.90
1657.00,97.91
1656.00,97.90
1655.00,97.89
1654.00,97.88
1653.00,97.88
1652.00,97.88
1651.00,97.86
1650.00,97.85
1649.00,97.82
1648.00,97.80
1647.00,97.80
1646.00,97.80
1645.00,97.81
1644.00,97.80
1643.00,97.79
1642.00,97.77
1641.00,97.76
1640.00,97.75
1639.00,97.74
1638.00,97.74
1637.00,97.74
1636.00,97.75
1635.00,97.76
1634.00,97.76
1633.00,97.75
1632.00,97.73
1631.00,97.71
1630.00,97.69
1629.00,97.67
1628.00,97.65
1627.00,97.64
1626.00,97.64
1625.00,97.63
1624.00,97.63
1623.00,97.65
1622.00,97.67
1621.00,97.68
1620.00,97.69
1619.00,97.68
1618.00,97.67
1617.00,97.66
1616.00,97.64
1615.00,97.64
1614.00,97.65
1613.00,97.66
1612.00,97.67
1611.00,97.69
1610.00,97.70
1609.00,97.72
1608.00,97.74
1607.00,97.76
1606.00,97.77
1605.00,97.77
1604.00,97.76
1603.00,97.76
1602.00,97.76
1601.00,97.77
1600.00,97.79
1599.00,97.81
1598.00,97.82
1597.00,97.83
1596.00,97.85
1595.00,97.86
1594.00,97.88
1593.00,97.89
1592.00,97.90
1591.00,97.90
1590.00,97.91
1589.00,97.90
1588.00,97.89
1587.00,97.89
1586.00,97.90
1585.00,97.91
1584.00,97.91
1583.00,97.92
1582.00,97.93
1581.00,97.95
1580.00,97.96
1579.00,97.97
1578.00,97.96
1577.00,97.95
1576.00,97.94
1575.00,97.94
1574.00,97.94
1573.00,97.95
1572.00,97.94
1571.00,97.94
1570.00,97.94
1569.00,97.96
1568.00,97.98
1567.00,97.99
1566.00,97.99
1565.00,97.99
1564.00,97.98
1563.00,97.99
1562.00,97.99
1561.00,97.99
1560.00,97.98
1559.00,97.99
1558.00,97.98
1557.00,97.98
1556.00,97.97
1555.00,97.97
1554.00,97.98
1553.00,97.98
1552.00,97.98
1551.00,97.98
1550.00,97.99
1549.00,98.00
1548.00,98.00
1547.00,97.99
1546.00,98.01
1545.00,98.03
1544.00,98.05
1543.00,98.07
1542.00,98.06
1541.00,98.05
1540.00,98.02
1539.00,98.00
1538.00,97.98
1537.00,97.97
1536.00,97.96
1535.00,97.95
1534.00,97.95
1533.00,97.96
1532.00,97.97
1531.00,97.97
1530.00,97.95
1529.00,97.94
1528.00,97.94
1527.00,97.94
1526.00,97.96
1525.00,97.98
1524.00,97.99
1523.00,97.98
1522.00,97.98
1521.00,97.98
1520.00,97.99
1519.00,97.99
1518.00,97.99
1517.00,97.99
1516.00,97.99
1515.00,97.99
1514.00,97.98
1513.00,97.98
1512.00,97.99
1511.00,98.00
1510.00,98.01
1509.00,98.00
1508.00,97.99
1507.00,97.98
1506.00,97.98
1505.00,97.99
1504.00,98.00
1503.00,98.01
1502.00,98.00
1501.00,97.98
1500.00,97.96
1499.00,97.95
1498.00,97.95
1497.00,97.95
1496.00,97.94
1495.00,97.92
1494.00,97.89
1493.00,97.86
1492.00,97.84
1491.00,97.83
1490.00,97.84
1489.00,97.86
1488.00,97.86
1487.00,97.86
1486.00,97.84
1485.00,97.83
1484.00,97.82
1483.00,97.82
1482.00,97.83
1481.00,97.83
1480.00,97.84
1479.00,97.84
1478.00,97.84
1477.00,97.83
1476.00,97.82
1475.00,97.82
1474.00,97.82
1473.00,97.82
1472.00,97.81
1471.00,97.80
1470.00,97.78
1469.00,97.76
1468.00,97.75
1467.00,97.74
1466.00,97.72
1465.00,97.66
1464.00,97.57
1463.00,97.48
1462.00,97.39
1461.00,97.29
1460.00,97.18
1459.00,97.04
1458.00,96.83
1457.00,96.55
1456.00,96.28
1455.00,96.04
1454.00,95.82
1453.00,95.59
1452.00,95.35
1451.00,95.13
1450.00,94.93
1449.00,94.72
1448.00,94.52
1447.00,94.32
1446.00,94.14
1445.00,93.95
1444.00,93.75
1443.00,93.58
1442.00,93.44
1441.00,93.33
1440.00,93.27
1439.00,93.25
1438.00,93.28
1437.00,93.37
1436.00,93.50
1435.00,93.67
1434.00,93.84
1433.00,94.02
1432.00,94.22
1431.00,94.43
1430.00,94.65
1429.00,94.87
1428.00,95.08
1427.00,95.28
1426.00,95.46
1425.00,95.63
1424.00,95.81
1423.00,95.97
1422.00,96.10
1421.00,96.22
1420.00,96.34
1419.00,96.47
1418.00,96.59
1417.00,96.68
1416.00,96.75
1415.00,96.82
1414.00,96.88
1413.00,96.95
1412.00,97.02
1411.00,97.07
1410.00,97.12
1409.00,97.15
1408.00,97.19
1407.00,97.23
1406.00,97.27
1405.00,97.29
1404.00,97.30
1403.00,97.32
1402.00,97.34
1401.00,97.36
1400.00,97.36
1399.00,97.34
1398.00,97.32
1397.00,97.30
1396.00,97.28
1395.00,97.26
1394.00,97.23
1393.00,97.21
1392.00,97.19
1391.00,97.16
1390.00,97.14
1389.00,97.10
1388.00,97.05
1387.00,97.00
1386.00,96.96
1385.00,96.94
1384.00,96.92
1383.00,96.89
1382.00,96.86
1381.00,96.82
1380.00,96.78
1379.00,96.74
1378.00,96.72
1377.00,96.70
1376.00,96.68
1375.00,96.65
1374.00,96.60
1373.00,96.55
1372.00,96.49
1371.00,96.43
1370.00,96.37
1369.00,96.29
1368.00,96.22
1367.00,96.15
1366.00,96.08
1365.00,96.02
1364.00,95.96
1363.00,95.90
1362.00,95.83
1361.00,95.77
1360.00,95.72
1359.00,95.68
1358.00,95.64
1357.00,95.62
1356.00,95.60
1355.00,95.59
1354.00,95.58
1353.00,95.58
1352.00,95.61
1351.00,95.64
1350.00,95.69
1349.00,95.74
1348.00,95.78
1347.00,95.81
1346.00,95.85
1345.00,95.89
1344.00,95.93
1343.00,95.97
1342.00,96.00
1341.00,96.03
1340.00,96.04
1339.00,96.04
1338.00,96.04
1337.00,96.03
1336.00,96.03
1335.00,96.02
1334.00,96.01
1333.00,96.00
1332.00,96.00
1331.00,96.00
1330.00,96.00
1329.00,95.98
1328.00,95.97
1327.00,95.95
1326.00,95.94
1325.00,95.93
1324.00,95.93
1323.00,95.93
1322.00,95.94
1321.00,95.95
1320.00,95.96
1319.00,95.97
1318.00,95.96
1317.00,95.93
1316.00,95.91
1315.00,95.89
1314.00,95.88
1313.00,95.86
1312.00,95.84
1311.00,95.83
1310.00,95.82
1309.00,95.80
1308.00,95.79
1307.00,95.77
1306.00,95.76
1305.00,95.74
1304.00,95.72
1303.00,95.70
1302.00,95.67
1301.00,95.64
1300.00,95.61
1299.00,95.58
1298.00,95.55
1297.00,95.52
1296.00,95.48
1295.00,95.42
1294.00,95.36
1293.00,95.32
1292.00,95.29
1291.00,95.28
1290.00,95.27
1289.00,95.25
1288.00,95.24
1287.00,95.24
1286.00,95.24
1285.00,95.25
1284.00,95.28
1283.00,95.31
1282.00,95.33
1281.00,95.35
1280.00,95.36
1279.00,95.36
1278.00,95.35
1277.00,95.35
1276.00,95.35
1275.00,95.34
1274.00,95.31
1273.00,95.26
1272.00,95.20
1271.00,95.13
1270.00,95.07
1269.00,95.01
1268.00,94.95
1267.00,94.88
1266.00,94.82
1265.00,94.76
1264.00,94.69
1263.00,94.62
1262.00,94.55
1261.00,94.49
1260.00,94.43
1259.00,94.39
1258.00,94.36
1257.00,94.34
1256.00,94.34
1255.00,94.35
1254.00,94.37
1253.00,94.37
1252.00,94.37
1251.00,94.36
1250.00,94.36
1249.00,94.35
1248.00,94.35
1247.00,94.36
1246.00,94.37
1245.00,94.37
1244.00,94.36
1243.00,94.34
1242.00,94.33
1241.00,94.32
1240.00,94.33
1239.00,94.35
1238.00,94.40
1237.00,94.46
1236.00,94.52
1235.00,94.58
1234.00,94.65
1233.00,94.72
1232.00,94.79
1231.00,94.86
1230.00,94.92
1229.00,94.98
1228.00,95.02
1227.00,95.06
1226.00,95.09
1225.00,95.09
1224.00,95.08
1223.00,95.05
1222.00,95.03
1221.00,95.02
1220.00,95.01
1219.00,95.00
1218.00,94.98
1217.00,94.93
1216.00,94.88
1215.00,94.85
1214.00,94.84
1213.00,94.84
1212.00,94.83
1211.00,94.82
1210.00,94.81
1209.00,94.80
1208.00,94.80
1207.00,94.81
1206.00,94.82
1205.00,94.84
1204.00,94.85
1203.00,94.87
1202.00,94.89
1201.00,94.90
1200.00,94.91
1199.00,94.91
1198.00,94.94
1197.00,94.98
1196.00,95.03
1195.00,95.07
1194.00,95.09
1193.00,95.10
1192.00,95.11
1191.00,95.13
1190.00,95.15
1189.00,95.16
1188.00,95.17
1187.00,95.17
1186.00,95.18
1185.00,95.20
1184.00,95.22
1183.00,95.24
1182.00,95.26
1181.00,95.26
1180.00,95.26
1179.00,95.25
1178.00,95.25
1177.00,95.28
1176.00,95.31
1175.00,95.35
1174.00,95.38
1173.00,95.40
1172.00,95.42
1171.00,95.44
1170.00,95.48
1169.00,95.52
1168.00,95.57
1167.00,95.61
1166.00,95.66
1165.00,95.71
1164.00,95.77
1163.00,95.83
1162.00,95.88
1161.00,95.93
1160.00,95.97
1159.00,96.01
1158.00,96.05
1157.00,96.07
1156.00,96.08
1155.00,96.07
1154.00,96.05
1153.00,96.04
1152.00,96.04
1151.00,96.05
1150.00,96.07
1149.00,96.09
1148.00,96.11
1147.00,96.13
1146.00,96.15
1145.00,96.17
1144.00,96.21
1143.00,96.26
1142.00,96.32
1141.00,96.36
1140.00,96.39
1139.00,96.41
1138.00,96.41
1137.00,96.40
1136.00,96.38
1135.00,96.34
1134.00,96.31
1133.00,96.27
1132.00,96.24
1131.00,96.22
1130.00,96.20
1129.00,96.18
1128.00,96.15
1127.00,96.12
1126.00,96.10
1125.00,96.06
1124.00,96.00
1123.00,95.92
1122.00,95.84
1121.00,95.78
1120.00,95.72
1119.00,95.66
1118.00,95.60
1117.00,95.55
1116.00,95.52
1115.00,95.53
1114.00,95.54
1113.00,95.54
1112.00,95.49
1111.00,95.43
1110.00,95.37
1109.00,95.35
1108.00,95.36
1107.00,95.37
1106.00,95.37
1105.00,95.35
1104.00,95.35
1103.00,95.36
1102.00,95.38
1101.00,95.40
1100.00,95.41
1099.00,95.41
1098.00,95.41
1097.00,95.40
1096.00,95.39
1095.00,95.40
1094.00,95.43
1093.00,95.46
1092.00,95.47
1091.00,95.48
1090.00,95.47
1089.00,95.46
1088.00,95.46
1087.00,95.47
1086.00,95.50
1085.00,95.51
1084.00,95.52
1083.00,95.51
1082.00,95.49
1081.00,95.47
1080.00,95.47
1079.00,95.49
1078.00,95.51
1077.00,95.53
1076.00,95.53
1075.00,95.51
1074.00,95.48
1073.00,95.46
1072.00,95.45
1071.00,95.46
1070.00,95.46
1069.00,95.45
1068.00,95.43
1067.00,95.42
1066.00,95.42
1065.00,95.42
1064.00,95.41
1063.00,95.39
1062.00,95.36
1061.00,95.34
1060.00,95.32
1059.00,95.31
1058.00,95.30
1057.00,95.28
1056.00,95.25
1055.00,95.22
1054.00,95.19
1053.00,95.18
1052.00,95.16
1051.00,95.13
1050.00,95.07
1049.00,95.01
1048.00,94.97
1047.00,94.94
1046.00,94.92
1045.00,94.88
1044.00,94.84
1043.00,94.80
1042.00,94.77
1041.00,94.75
1040.00,94.73
1039.00,94.71
1038.00,94.69
1037.00,94.70
1036.00,94.73
1035.00,94.79
1034.00,94.86
1033.00,94.93
1032.00,94.97
1031.00,95.01
1030.00,95.05
1029.00,95.08
1028.00,95.10
1027.00,95.14
1026.00,95.18
1025.00,95.23
1024.00,95.25
1023.00,95.26
1022.00,95.26
1021.00,95.26
1020.00,95.27
1019.00,95.27
1018.00,95.27
1017.00,95.25
1016.00,95.22
1015.00,95.18
1014.00,95.11
1013.00,95.02
1012.00,94.93
1011.00,94.85
1010.00,94.80
1009.00,94.77
1008.00,94.74
1007.00,94.72
1006.00,94.71
1005.00,94.71
1004.00,94.70
1003.00,94.68
1002.00,94.64
1001.00,94.59
1000.00,94.55
999.00,94.52
998.00,94.51
997.00,94.51
996.00,94.51
995.00,94.50
994.00,94.48
993.00,94.46
992.00,94.46
991.00,94.47
990.00,94.49
989.00,94.51
988.00,94.53
987.00,94.55
986.00,94.57
985.00,94.59
984.00,94.62
983.00,94.64
982.00,94.67
981.00,94.69
980.00,94.72
979.00,94.74
978.00,94.77
977.00,94.81
976.00,94.85
975.00,94.88
974.00,94.90
973.00,94.92
972.00,94.93
971.00,94.95
970.00,94.96
969.00,94.96
968.00,94.95
967.00,94.94
966.00,94.94
965.00,94.94
964.00,94.95
963.00,94.97
962.00,95.00
961.00,95.04
960.00,95.05
959.00,95.06
958.00,95.05
957.00,95.05
956.00,95.05
955.00,95.05
954.00,95.05
953.00,95.06
952.00,95.09
951.00,95.13
950.00,95.16
949.00,95.18
948.00,95.19
947.00,95.20
946.00,95.23
945.00,95.26
944.00,95.29
943.00,95.31
942.00,95.33
941.00,95.35
940.00,95.37
939.00,95.39
938.00,95.43
937.00,95.47
936.00,95.49
935.00,95.50
934.00,95.50
933.00,95.51
932.00,95.52
931.00,95.54
930.00,95.54
929.00,95.53
928.00,95.51
927.00,95.51
926.00,95.54
925.00,95.58
