Created as New Dataset,6.1 Cotton, cord
cm-1,%T
2931.00,97.55
2930.00,97.51
2929.00,97.48
2928.00,97.45
2927.00,97.43
2926.00,97.40
2925.00,97.34
2924.00,97.28
2923.00,97.20
2922.00,97.13
2921.00,97.08
2920.00,97.03
2919.00,96.99
2918.00,96.96
2917.00,96.93
2916.00,96.92
2915.00,96.93
2914.00,96.94
2913.00,96.96
2912.00,96.97
2911.00,96.96
2910.00,96.96
2909.00,96.96
2908.00,96.96
2907.00,96.97
2906.00,96.97
2905.00,96.96
2904.00,96.94
2903.00,96.94
2902.00,96.95
2901.00,96.97
2900.00,96.99
2899.00,97.00
2898.00,97.00
2897.00,97.00
2896.00,97.00
2895.00,97.00
2894.00,97.02
2893.00,97.04
2892.00,97.07
2891.00,97.09
2890.00,97.11
2889.00,97.13
2888.00,97.15
2887.00,97.17
2886.00,97.19
2885.00,97.20
2884.00,97.20
2883.00,97.21
2882.00,97.22
2881.00,97.25
2880.00,97.29
2879.00,97.32
2878.00,97.34
2877.00,97.35
2876.00,97.34
2875.00,97.33
2874.00,97.32
2873.00,97.32
2872.00,97.33
2871.00,97.35
2870.00,97.36
2869.00,97.38
2868.00,97.40
2867.00,97.40
2866.00,97.40
2865.00,97.40
2864.00,97.40
2863.00,97.41
2862.00,97.42
2861.00,97.42
2860.00,97.42
2859.00,97.42
2858.00,97.42
2857.00,97.42
2856.00,97.42
2855.00,97.42
2854.00,97.40
2853.00,97.36
2852.00,97.32
2851.00,97.30
2850.00,97.29
2849.00,97.31
2848.00,97.36
2847.00,97.42
2846.00,97.50
2845.00,97.58
2844.00,97.65
2843.00,97.70
2842.00,97.74
2841.00,97.76
2840.00,97.79
2839.00,97.81
2838.00,97.84
2837.00,97.87
2836.00,97.89
2835.00,97.90
2834.00,97.90
2833.00,97.91
2832.00,97.91
2831.00,97.92
2830.00,97.94
2829.00,97.96
2828.00,97.98
2827.00,98.00
2826.00,98.01
2825.00,98.02
2824.00,98.03
2823.00,98.03
2822.00,98.04
2821.00,98.05
2820.00,98.07
2819.00,98.09
2818.00,98.10
2817.00,98.11
2816.00,98.12
2815.00,98.13
2814.00,98.13
2813.00,98.13
2812.00,98.13
2811.00,98.14
2810.00,98.14
2809.00,98.15
2808.00,98.15
2807.00,98.16
2806.00,98.16
2805.00,98.16
2804.00,98.17
2803.00,98.19
2802.00,98.21
2801.00,98.22
2800.00,98.23
2799.00,98.23
2798.00,98.23
2797.00,98.23
2796.00,98.23
2795.00,98.23
2794.00,98.23
2793.00,98.24
2792.00,98.25
2791.00,98.27
2790.00,98.28
2789.00,98.29
2788.00,98.29
2787.00,98.29
2786.00,98.29
2785.00,98.29
2784.00,98.29
2783.00,98.29
2782.00,98.30
2781.00,98.30
2780.00,98.30
2779.00,98.31
2778.00,98.32
2777.00,98.34
2776.00,98.34
2775.00,98.34
2774.00,98.33
2773.00,98.33
2772.00,98.33
2771.00,98.34
2770.00,98.33
2769.00,98.33
2768.00,98.33
2767.00,98.33
2766.00,98.33
2765.00,98.33
2764.00,98.33
2763.00,98.33
2762.00,98.34
2761.00,98.34
2760.00,98.34
2759.00,98.34
2758.00,98.33
2757.00,98.33
2756.00,98.33
2755.00,98.34
2754.00,98.35
2753.00,98.35
2752.00,98.35
2751.00,98.35
2750.00,98.35
2749.00,98.36
2748.00,98.35
2747.00,98.35
2746.00,98.34
2745.00,98.33
2744.00,98.32
2743.00,98.32
2742.00,98.32
2741.00,98.32
2740.00,98.33
2739.00,98.34
2738.00,98.34
2737.00,98.35
2736.00,98.34
2735.00,98.34
2734.00,98.35
2733.00,98.36
2732.00,98.36
2731.00,98.36
2730.00,98.35
2729.00,98.34
2728.00,98.33
2727.00,98.33
2726.00,98.33
2725.00,98.34
2724.00,98.34
2723.00,98.35
2722.00,98.36
2721.00,98.36
2720.00,98.36
2719.00,98.37
2718.00,98.37
2717.00,98.39
2716.00,98.39
2715.00,98.40
2714.00,98.40
2713.00,98.40
2712.00,98.39
2711.00,98.39
2710.00,98.39
2709.00,98.39
2708.00,98.40
2707.00,98.40
2706.00,98.41
2705.00,98.40
2704.00,98.39
2703.00,98.39
2702.00,98.39
2701.00,98.40
2700.00,98.41
2699.00,98.42
2698.00,98.42
2697.00,98.41
2696.00,98.42
2695.00,98.43
2694.00,98.43
2693.00,98.44
2692.00,98.45
2691.00,98.45
2690.00,98.45
2689.00,98.45
2688.00,98.45
2687.00,98.44
2686.00,98.43
2685.00,98.42
2684.00,98.42
2683.00,98.43
2682.00,98.44
2681.00,98.45
2680.00,98.45
2679.00,98.44
2678.00,98.44
2677.00,98.44
2676.00,98.45
2675.00,98.45
2674.00,98.46
2673.00,98.45
2672.00,98.45
2671.00,98.45
2670.00,98.46
2669.00,98.47
2668.00,98.48
2667.00,98.47
2666.00,98.47
2665.00,98.47
2664.00,98.47
2663.00,98.47
2662.00,98.48
2661.00,98.47
2660.00,98.46
2659.00,98.45
2658.00,98.43
2657.00,98.41
2656.00,98.41
2655.00,98.42
2654.00,98.43
2653.00,98.44
2652.00,98.43
2651.00,98.42
2650.00,98.41
2649.00,98.41
2648.00,98.42
2647.00,98.42
2646.00,98.42
2645.00,98.42
2644.00,98.42
2643.00,98.41
2642.00,98.41
2641.00,98.41
2640.00,98.41
2639.00,98.41
2638.00,98.41
2637.00,98.41
2636.00,98.41
2635.00,98.41
2634.00,98.40
2633.00,98.40
2632.00,98.40
2631.00,98.40
2630.00,98.39
2629.00,98.38
2628.00,98.38
2627.00,98.38
2626.00,98.38
2625.00,98.37
2624.00,98.37
2623.00,98.38
2622.00,98.39
2621.00,98.40
2620.00,98.41
2619.00,98.42
2618.00,98.42
2617.00,98.42
2616.00,98.42
2615.00,98.41
2614.00,98.40
2613.00,98.39
2612.00,98.38
2611.00,98.38
2610.00,98.39
2609.00,98.40
2608.00,98.41
2607.00,98.42
2606.00,98.41
2605.00,98.40
2604.00,98.39
2603.00,98.38
2602.00,98.39
2601.00,98.40
2600.00,98.40
2599.00,98.40
2598.00,98.39
2597.00,98.39
2596.00,98.38
2595.00,98.37
2594.00,98.37
2593.00,98.37
2592.00,98.37
2591.00,98.37
2590.00,98.37
2589.00,98.35
2588.00,98.33
2587.00,98.32
2586.00,98.31
2585.00,98.32
2584.00,98.34
2583.00,98.36
2582.00,98.37
2581.00,98.38
2580.00,98.37
2579.00,98.35
2578.00,98.34
2577.00,98.33
2576.00,98.34
2575.00,98.34
2574.00,98.35
2573.00,98.34
2572.00,98.33
2571.00,98.33
2570.00,98.32
2569.00,98.33
2568.00,98.33
2567.00,98.34
2566.00,98.35
2565.00,98.35
2564.00,98.34
2563.00,98.32
2562.00,98.30
2561.00,98.28
2560.00,98.28
2559.00,98.28
2558.00,98.29
2557.00,98.29
2556.00,98.29
2555.00,98.28
2554.00,98.28
2553.00,98.28
2552.00,98.28
2551.00,98.29
2550.00,98.30
2549.00,98.32
2548.00,98.33
2547.00,98.33
2546.00,98.33
2545.00,98.32
2544.00,98.31
2543.00,98.31
2542.00,98.32
2541.00,98.34
2540.00,98.36
2539.00,98.36
2538.00,98.34
2537.00,98.32
2536.00,98.30
2535.00,98.30
2534.00,98.30
2533.00,98.30
2532.00,98.30
2531.00,98.29
2530.00,98.29
2529.00,98.30
2528.00,98.31
2527.00,98.33
2526.00,98.34
2525.00,98.35
2524.00,98.34
2523.00,98.34
2522.00,98.33
2521.00,98.32
2520.00,98.30
2519.00,98.29
2518.00,98.29
2517.00,98.30
2516.00,98.30
2515.00,98.31
2514.00,98.30
2513.00,98.30
2512.00,98.31
2511.00,98.31
2510.00,98.33
2509.00,98.35
2508.00,98.37
2507.00,98.38
2506.00,98.38
2505.00,98.38
2504.00,98.37
2503.00,98.36
2502.00,98.36
2501.00,98.36
2500.00,98.35
2499.00,98.34
2498.00,98.33
2497.00,98.33
2496.00,98.33
2495.00,98.35
2494.00,98.36
2493.00,98.38
2492.00,98.38
2491.00,98.37
2490.00,98.35
2489.00,98.33
2488.00,98.33
2487.00,98.32
2486.00,98.32
2485.00,98.31
2484.00,98.32
2483.00,98.33
2482.00,98.36
2481.00,98.38
2480.00,98.41
2479.00,98.41
2478.00,98.40
2477.00,98.39
2476.00,98.37
2475.00,98.37
2474.00,98.36
2473.00,98.36
2472.00,98.36
2471.00,98.37
2470.00,98.39
2469.00,98.40
2468.00,98.39
2467.00,98.37
2466.00,98.35
2465.00,98.34
2464.00,98.35
2463.00,98.36
2462.00,98.36
2461.00,98.36
2460.00,98.36
2459.00,98.36
2458.00,98.38
2457.00,98.39
2456.00,98.40
