Created as New Dataset,14.1 Red Wool Suffolk sheep
cm-1,%T
2461.00,98.86
2460.00,98.84
2459.00,98.82
2458.00,98.82
2457.00,98.84
2456.00,98.85
2455.00,98.85
2454.00,98.84
2453.00,98.84
2452.00,98.85
2451.00,98.87
2450.00,98.89
2449.00,98.90
2448.00,98.91
2447.00,98.91
2446.00,98.92
2445.00,98.93
2444.00,98.94
2443.00,98.94
2442.00,98.92
2441.00,98.90
2440.00,98.89
2439.00,98.91
2438.00,98.94
2437.00,98.96
2436.00,98.97
2435.00,98.97
2434.00,98.96
2433.00,98.96
2432.00,98.96
2431.00,98.96
2430.00,98.96
2429.00,98.96
2428.00,98.96
2427.00,98.95
2426.00,98.94
2425.00,98.93
2424.00,98.93
2423.00,98.94
2422.00,98.95
2421.00,98.96
2420.00,98.97
2419.00,98.98
2418.00,98.98
2417.00,98.98
2416.00,98.97
2415.00,98.97
2414.00,98.97
2413.00,98.97
2412.00,98.98
2411.00,99.00
2410.00,99.03
2409.00,99.05
2408.00,99.06
2407.00,99.06
2406.00,99.04
2405.00,99.00
2404.00,98.97
2403.00,98.96
2402.00,98.97
2401.00,98.99
2400.00,99.00
2399.00,99.01
2398.00,99.01
2397.00,99.01
2396.00,99.01
2395.00,99.02
2394.00,99.02
2393.00,99.01
2392.00,99.02
2391.00,99.04
2390.00,99.06
2389.00,99.07
2388.00,99.06
2387.00,99.06
2386.00,99.06
2385.00,99.06
2384.00,99.06
2383.00,99.08
2382.00,99.10
2381.00,99.11
2380.00,99.11
2379.00,99.09
2378.00,99.08
2377.00,99.08
2376.00,99.09
2375.00,99.11
2374.00,99.10
2373.00,99.07
2372.00,99.04
2371.00,99.05
2370.00,99.09
2369.00,99.14
2368.00,99.17
2367.00,99.21
2366.00,99.24
2365.00,99.22
2364.00,99.17
2363.00,99.11
2362.00,99.05
2361.00,99.00
2360.00,98.99
2359.00,99.01
2358.00,99.05
2357.00,99.06
2356.00,99.04
2355.00,99.05
2354.00,99.07
2353.00,99.08
2352.00,99.08
2351.00,99.07
2350.00,99.08
2349.00,99.10
2348.00,99.13
2347.00,99.16
2346.00,99.19
2345.00,99.21
2344.00,99.21
2343.00,99.19
2342.00,99.15
2341.00,99.10
2340.00,99.05
2339.00,99.02
2338.00,98.99
2337.00,98.97
2336.00,98.97
2335.00,99.01
2334.00,99.05
2333.00,99.07
2332.00,99.04
2331.00,98.99
2330.00,98.90
2329.00,98.81
2328.00,98.75
2327.00,98.75
2326.00,98.79
2325.00,98.83
2324.00,98.87
2323.00,98.89
2322.00,98.90
2321.00,98.90
2320.00,98.88
2319.00,98.86
2318.00,98.83
2317.00,98.81
2316.00,98.80
2315.00,98.82
2314.00,98.86
2313.00,98.88
2312.00,98.87
2311.00,98.84
2310.00,98.81
2309.00,98.77
2308.00,98.76
2307.00,98.77
2306.00,98.82
2305.00,98.87
2304.00,98.90
2303.00,98.89
2302.00,98.85
2301.00,98.79
2300.00,98.75
2299.00,98.73
2298.00,98.74
2297.00,98.75
2296.00,98.76
2295.00,98.77
2294.00,98.76
2293.00,98.76
2292.00,98.75
2291.00,98.73
2290.00,98.71
2289.00,98.68
2288.00,98.66
2287.00,98.66
2286.00,98.67
2285.00,98.68
2284.00,98.70
2283.00,98.72
2282.00,98.71
2281.00,98.69
2280.00,98.66
2279.00,98.63
2278.00,98.61
2277.00,98.61
2276.00,98.63
2275.00,98.67
2274.00,98.72
2273.00,98.75
2272.00,98.76
2271.00,98.77
2270.00,98.76
2269.00,98.75
2268.00,98.73
2267.00,98.70
2266.00,98.65
2265.00,98.59
2264.00,98.55
2263.00,98.54
2262.00,98.55
2261.00,98.58
2260.00,98.60
2259.00,98.61
2258.00,98.61
2257.00,98.58
2256.00,98.57
2255.00,98.57
2254.00,98.59
2253.00,98.61
2252.00,98.61
2251.00,98.60
2250.00,98.58
2249.00,98.56
2248.00,98.55
2247.00,98.54
2246.00,98.55
2245.00,98.57
2244.00,98.59
2243.00,98.60
2242.00,98.58
2241.00,98.55
2240.00,98.51
2239.00,98.46
2238.00,98.43
2237.00,98.42
2236.00,98.44
2235.00,98.47
2234.00,98.48
2233.00,98.46
2232.00,98.43
2231.00,98.40
2230.00,98.39
2229.00,98.40
2228.00,98.42
2227.00,98.44
2226.00,98.45
2225.00,98.43
2224.00,98.41
2223.00,98.40
2222.00,98.41
2221.00,98.42
2220.00,98.44
2219.00,98.47
2218.00,98.50
2217.00,98.51
2216.00,98.50
2215.00,98.47
2214.00,98.44
2213.00,98.40
2212.00,98.36
2211.00,98.33
2210.00,98.32
2209.00,98.33
2208.00,98.34
2207.00,98.34
2206.00,98.34
2205.00,98.36
2204.00,98.40
2203.00,98.44
2202.00,98.45
2201.00,98.44
2200.00,98.42
2199.00,98.41
2198.00,98.40
2197.00,98.38
2196.00,98.36
2195.00,98.33
2194.00,98.30
2193.00,98.28
2192.00,98.28
2191.00,98.30
2190.00,98.32
2189.00,98.32
2188.00,98.33
2187.00,98.36
2186.00,98.39
2185.00,98.39
2184.00,98.38
2183.00,98.37
2182.00,98.38
2181.00,98.38
2180.00,98.37
2179.00,98.33
2178.00,98.29
2177.00,98.24
2176.00,98.22
2175.00,98.23
2174.00,98.26
2173.00,98.27
2172.00,98.25
2171.00,98.22
2170.00,98.20
2169.00,98.18
2168.00,98.16
2167.00,98.16
2166.00,98.19
2165.00,98.21
2164.00,98.20
2163.00,98.17
2162.00,98.17
2161.00,98.22
2160.00,98.30
2159.00,98.38
2158.00,98.44
2157.00,98.47
2156.00,98.49
2155.00,98.50
2154.00,98.49
2153.00,98.46
2152.00,98.43
2151.00,98.42
2150.00,98.39
2149.00,98.35
2148.00,98.30
2147.00,98.28
2146.00,98.27
2145.00,98.29
2144.00,98.33
2143.00,98.38
2142.00,98.42
2141.00,98.42
2140.00,98.41
2139.00,98.41
2138.00,98.42
2137.00,98.44
2136.00,98.47
2135.00,98.50
2134.00,98.51
2133.00,98.49
2132.00,98.47
2131.00,98.46
2130.00,98.47
2129.00,98.48
2128.00,98.50
2127.00,98.51
2126.00,98.51
2125.00,98.51
2124.00,98.51
2123.00,98.51
2122.00,98.52
2121.00,98.53
2120.00,98.52
2119.00,98.51
2118.00,98.50
2117.00,98.48
2116.00,98.46
2115.00,98.45
2114.00,98.43
2113.00,98.42
2112.00,98.42
2111.00,98.45
2110.00,98.48
2109.00,98.50
2108.00,98.51
2107.00,98.50
2106.00,98.48
2105.00,98.46
2104.00,98.46
2103.00,98.47
2102.00,98.49
2101.00,98.51
2100.00,98.52
2099.00,98.55
2098.00,98.59
2097.00,98.59
2096.00,98.56
2095.00,98.52
2094.00,98.48
2093.00,98.47
2092.00,98.47
2091.00,98.49
2090.00,98.50
2089.00,98.49
2088.00,98.48
2087.00,98.49
2086.00,98.50
2085.00,98.50
2084.00,98.48
2083.00,98.44
2082.00,98.41
2081.00,98.40
2080.00,98.42
2079.00,98.47
2078.00,98.51
2077.00,98.53
2076.00,98.52
2075.00,98.49
2074.00,98.46
2073.00,98.45
2072.00,98.45
2071.00,98.48
2070.00,98.51
2069.00,98.51
2068.00,98.49
2067.00,98.45
2066.00,98.41
2065.00,98.37
2064.00,98.35
2063.00,98.38
2062.00,98.43
2061.00,98.49
2060.00,98.54
2059.00,98.57
2058.00,98.55
2057.00,98.49
2056.00,98.43
2055.00,98.41
2054.00,98.43
2053.00,98.47
2052.00,98.50
2051.00,98.54
2050.00,98.57
2049.00,98.58
2048.00,98.55
2047.00,98.51
2046.00,98.47
2045.00,98.42
2044.00,98.38
2043.00,98.36
2042.00,98.38
2041.00,98.40
2040.00,98.41
2039.00,98.42
2038.00,98.44
2037.00,98.45
2036.00,98.47
2035.00,98.49
2034.00,98.47
2033.00,98.41
2032.00,98.33
2031.00,98.27
2030.00,98.23
2029.00,98.22
2028.00,98.25
2027.00,98.34
2026.00,98.44
2025.00,98.51
2024.00,98.55
2023.00,98.59
2022.00,98.64
2021.00,98.67
2020.00,98.68
2019.00,98.67
2018.00,98.63
2017.00,98.55
2016.00,98.47
2015.00,98.43
2014.00,98.43
2013.00,98.44
2012.00,98.44
2011.00,98.40
2010.00,98.37
2009.00,98.35
2008.00,98.37
2007.00,98.42
2006.00,98.48
2005.00,98.51
2004.00,98.53
2003.00,98.54
2002.00,98.54
2001.00,98.53
2000.00,98.53
1999.00,98.55
1998.00,98.58
1997.00,98.57
1996.00,98.54
1995.00,98.49
1994.00,98.45
1993.00,98.41
1992.00,98.40
1991.00,98.44
1990.00,98.50
1989.00,98.53
1988.00,98.52
1987.00,98.49
1986.00,98.47
1985.00,98.46
1984.00,98.44
1983.00,98.43
1982.00,98.43
1981.00,98.45
1980.00,98.47
1979.00,98.52
1978.00,98.55
1977.00,98.56
1976.00,98.57
1975.00,98.61
1974.00,98.67
1973.00,98.69
1972.00,98.68
1971.00,98.65
1970.00,98.61
1969.00,98.57
1968.00,98.55
1967.00,98.57
1966.00,98.61
1965.00,98.64
1964.00,98.66
1963.00,98.68
1962.00,98.72
1961.00,98.75
1960.00,98.78
1959.00,98.80
1958.00,98.79
1957.00,98.76
1956.00,98.73
1955.00,98.72
1954.00,98.72
1953.00,98.72
1952.00,98.72
1951.00,98.71
1950.00,98.68
1949.00,98.65
1948.00,98.65
1947.00,98.70
1946.00,98.76
1945.00,98.81
1944.00,98.84
1943.00,98.86
1942.00,98.87
1941.00,98.85
1940.00,98.81
1939.00,98.77
1938.00,98.74
1937.00,98.73
1936.00,98.75
1935.00,98.80
1934.00,98.84
1933.00,98.85
1932.00,98.81
1931.00,98.78
1930.00,98.76
1929.00,98.76
1928.00,98.78
1927.00,98.82
1926.00,98.84
1925.00,98.82
1924.00,98.79
1923.00,98.76
1922.00,98.74
1921.00,98.73
1920.00,98.73
1919.00,98.76
1918.00,98.81
1917.00,98.86
1916.00,98.87
1915.00,98.87
1914.00,98.87
1913.00,98.87
1912.00,98.85
1911.00,98.83
1910.00,98.83
1909.00,98.82
1908.00,98.81
1907.00,98.80
1906.00,98.80
1905.00,98.81
1904.00,98.82
1903.00,98.83
1902.00,98.85
1901.00,98.86
1900.00,98.86
1899.00,98.87
1898.00,98.86
1897.00,98.82
1896.00,98.79
1895.00,98.79
1894.00,98.83
1893.00,98.86
1892.00,98.86
1891.00,98.85
1890.00,98.84
1889.00,98.84
1888.00,98.85
1887.00,98.87
1886.00,98.89
1885.00,98.90
1884.00,98.90
1883.00,98.90
1882.00,98.89
1881.00,98.89
1880.00,98.89
1879.00,98.90
1878.00,98.89
1877.00,98.87
1876.00,98.83
1875.00,98.81
1874.00,98.82
1873.00,98.84
1872.00,98.86
1871.00,98.88
1870.00,98.89
1869.00,98.86
1868.00,98.83
1867.00,98.81
1866.00,98.82
1865.00,98.82
1864.00,98.83
1863.00,98.85
1862.00,98.87
1861.00,98.88
1860.00,98.89
1859.00,98.89
1858.00,98.88
1857.00,98.86
1856.00,98.86
1855.00,98.87
1854.00,98.89
1853.00,98.90
1852.00,98.89
1851.00,98.87
1850.00,98.85
1849.00,98.83
1848.00,98.84
1847.00,98.88
1846.00,98.94
1845.00,98.96
1844.00,98.96
1843.00,98.94
1842.00,98.91
1841.00,98.88
1840.00,98.88
1839.00,98.88
1838.00,98.89
1837.00,98.87
1836.00,98.83
1835.00,98.82
1834.00,98.82
1833.00,98.84
1832.00,98.86
1831.00,98.88
1830.00,98.90
1829.00,98.89
1828.00,98.87
1827.00,98.83
1826.00,98.80
1825.00,98.77
1824.00,98.73
1823.00,98.70
1822.00,98.70
1821.00,98.72
1820.00,98.75
1819.00,98.78
1818.00,98.80
1817.00,98.80
1816.00,98.79
1815.00,98.78
1814.00,98.79
1813.00,98.80
1812.00,98.81
1811.00,98.80
1810.00,98.79
1809.00,98.76
1808.00,98.73
1807.00,98.72
1806.00,98.72
1805.00,98.73
1804.00,98.74
1803.00,98.76
1802.00,98.78
1801.00,98.77
1800.00,98.74
1799.00,98.71
1798.00,98.68
1797.00,98.66
1796.00,98.65
1795.00,98.66
1794.00,98.68
1793.00,98.70
1792.00,98.69
1791.00,98.67
1790.00,98.63
1789.00,98.60
1788.00,98.57
1787.00,98.57
1786.00,98.58
1785.00,98.56
1784.00,98.53
1783.00,98.50
1782.00,98.47
1781.00,98.44
1780.00,98.40
1779.00,98.36
1778.00,98.33
1777.00,98.30
1776.00,98.28
1775.00,98.26
1774.00,98.24
1773.00,98.20
1772.00,98.16
1771.00,98.15
1770.00,98.13
1769.00,98.08
1768.00,98.01
1767.00,97.93
1766.00,97.87
1765.00,97.83
1764.00,97.80
1763.00,97.79
1762.00,97.78
1761.00,97.74
1760.00,97.68
1759.00,97.62
1758.00,97.58
1757.00,97.54
1756.00,97.48
1755.00,97.42
1754.00,97.37
1753.00,97.31
1752.00,97.25
1751.00,97.17
1750.00,97.06
1749.00,96.91
1748.00,96.74
1747.00,96.60
1746.00,96.47
1745.00,96.34
1744.00,96.22
1743.00,96.12
1742.00,96.04
1741.00,95.94
1740.00,95.83
1739.00,95.72
1738.00,95.64
1737.00,95.59
1736.00,95.55
1735.00,95.53
1734.00,95.51
1733.00,95.48
1732.00,95.45
1731.00,95.42
1730.00,95.42
1729.00,95.41
1728.00,95.38
1727.00,95.36
1726.00,95.33
1725.00,95.29
1724.00,95.23
1723.00,95.19
1722.00,95.17
1721.00,95.15
1720.00,95.10
1719.00,94.99
1718.00,94.81
1717.00,94.60
1716.00,94.41
1715.00,94.28
1714.00,94.16
1713.00,94.04
1712.00,93.92
1711.00,93.82
1710.00,93.73
1709.00,93.62
1708.00,93.46
1707.00,93.27
1706.00,93.03
1705.00,92.79
1704.00,92.58
1703.00,92.41
1702.00,92.22
1701.00,91.88
1700.00,91.38
1699.00,90.96
1698.00,90.61
1697.00,90.23
1696.00,89.80
1695.00,89.41
1694.00,89.07
1693.00,88.77
1692.00,88.44
1691.00,88.10
1690.00,87.75
1689.00,87.40
1688.00,87.10
1687.00,86.87
1686.00,86.66
1685.00,86.35
1684.00,85.93
1683.00,85.56
1682.00,85.25
1681.00,84.93
1680.00,84.61
1679.00,84.36
1678.00,84.15
1677.00,83.94
1676.00,83.66
1675.00,83.32
1674.00,83.01
1673.00,82.72
1672.00,82.45
1671.00,82.17
1670.00,81.86
1669.00,81.52
1668.00,81.18
1667.00,80.87
1666.00,80.61
1665.00,80.35
1664.00,80.04
1663.00,79.68
1662.00,79.33
1661.00,79.01
1660.00,78.69
1659.00,78.39
1658.00,78.14
1657.00,77.93
1656.00,77.74
1655.00,77.51
1654.00,77.14
1653.00,76.65
1652.00,76.28
1651.00,76.08
1650.00,75.96
1649.00,75.80
1648.00,75.56
1647.00,75.30
1646.00,75.08
1645.00,74.91
1644.00,74.77
1643.00,74.65
1642.00,74.56
1641.00,74.47
1640.00,74.38
1639.00,74.32
1638.00,74.26
1637.00,74.19
1636.00,74.10
1635.00,74.02
1634.00,73.96
1633.00,73.89
1632.00,73.85
1631.00,73.83
1630.00,73.84
1629.00,73.87
1628.00,73.90
1627.00,73.93
1626.00,73.98
1625.00,74.05
1624.00,74.12
1623.00,74.23
1622.00,74.34
1621.00,74.46
1620.00,74.57
1619.00,74.70
1618.00,74.87
1617.00,75.10
1616.00,75.38
1615.00,75.63
1614.00,75.83
1613.00,76.00
1612.00,76.18
1611.00,76.39
1610.00,76.60
1609.00,76.80
1608.00,77.00
1607.00,77.18
1606.00,77.33
1605.00,77.46
1604.00,77.54
1603.00,77.59
1602.00,77.61
1601.00,77.62
1600.00,77.62
1599.00,77.63
1598.00,77.62
1597.00,77.60
1596.00,77.57
1595.00,77.54
1594.00,77.48
1593.00,77.42
1592.00,77.36
1591.00,77.30
1590.00,77.22
1589.00,77.13
1588.00,77.02
1587.00,76.89
1586.00,76.74
1585.00,76.58
1584.00,76.41
1583.00,76.22
1582.00,76.00
1581.00,75.77
1580.00,75.55
1579.00,75.33
1578.00,75.07
1577.00,74.78
1576.00,74.47
1575.00,74.20
1574.00,73.99
1573.00,73.79
1572.00,73.59
1571.00,73.35
1570.00,73.03
1569.00,72.68
1568.00,72.37
1567.00,72.09
1566.00,71.81
1565.00,71.55
1564.00,71.34
1563.00,71.21
1562.00,71.15
1561.00,71.13
1560.00,71.00
1559.00,70.75
1558.00,70.57
1557.00,70.43
1556.00,70.26
1555.00,70.09
1554.00,69.94
1553.00,69.82
1552.00,69.73
1551.00,69.66
1550.00,69.62
1549.00,69.62
1548.00,69.64
1547.00,69.68
1546.00,69.74
1545.00,69.82
1544.00,69.91
1543.00,70.02
1542.00,70.15
1541.00,70.29
1540.00,70.46
1539.00,70.64
1538.00,70.80
1537.00,70.93
1536.00,71.06
1535.00,71.24
1534.00,71.46
1533.00,71.71
1532.00,71.90
1531.00,72.05
1530.00,72.22
1529.00,72.41
1528.00,72.61
1527.00,72.82
1526.00,73.03
1525.00,73.23
1524.00,73.40
1523.00,73.56
1522.00,73.76
1521.00,73.99
1520.00,74.17
1519.00,74.29
1518.00,74.39
1517.00,74.51
1516.00,74.65
1515.00,74.81
1514.00,74.99
1513.00,75.20
1512.00,75.44
1511.00,75.69
1510.00,75.96
1509.00,76.23
1508.00,76.56
1507.00,77.02
1506.00,77.51
1505.00,77.84
1504.00,78.06
1503.00,78.27
1502.00,78.54
1501.00,78.86
1500.00,79.20
1499.00,79.55
1498.00,79.91
1497.00,80.29
1496.00,80.68
1495.00,81.03
1494.00,81.36
1493.00,81.69
1492.00,82.02
1491.00,82.39
1490.00,82.77
1489.00,83.13
1488.00,83.42
1487.00,83.67
1486.00,83.91
1485.00,84.12
1484.00,84.28
1483.00,84.42
1482.00,84.55
1481.00,84.67
1480.00,84.76
1479.00,84.82
1478.00,84.84
1477.00,84.78
1476.00,84.64
1475.00,84.43
1474.00,84.17
1473.00,83.84
1472.00,83.47
1471.00,83.14
1470.00,82.84
1469.00,82.59
1468.00,82.37
1467.00,82.19
1466.00,82.06
1465.00,81.94
1464.00,81.85
1463.00,81.81
1462.00,81.83
1461.00,81.89
1460.00,81.96
1459.00,81.98
1458.00,81.94
1457.00,81.86
1456.00,81.77
1455.00,81.69
1454.00,81.63
1453.00,81.60
1452.00,81.59
1451.00,81.62
1450.00,81.66
1449.00,81.71
1448.00,81.73
1447.00,81.73
1446.00,81.73
1445.00,81.74
1444.00,81.76
1443.00,81.78
1442.00,81.83
1441.00,81.90
1440.00,81.98
1439.00,82.08
1438.00,82.20
1437.00,82.31
1436.00,82.36
1435.00,82.36
1434.00,82.35
1433.00,82.37
1432.00,82.38
1431.00,82.38
1430.00,82.36
1429.00,82.31
1428.00,82.23
1427.00,82.13
1426.00,82.00
1425.00,81.84
1424.00,81.64
1423.00,81.44
1422.00,81.28
1421.00,81.13
1420.00,80.94
1419.00,80.70
1418.00,80.45
1417.00,80.21
1416.00,79.97
1415.00,79.74
1414.00,79.53
1413.00,79.33
1412.00,79.10
1411.00,78.87
1410.00,78.64
1409.00,78.41
1408.00,78.17
1407.00,77.93
1406.00,77.68
1405.00,77.42
1404.00,77.17
1403.00,76.96
1402.00,76.80
1401.00,76.66
1400.00,76.52
1399.00,76.37
1398.00,76.24
1397.00,76.13
1396.00,76.04
1395.00,75.98
1394.00,75.96
1393.00,75.95
1392.00,75.95
1391.00,75.98
1390.00,76.06
1389.00,76.16
1388.00,76.27
1387.00,76.41
1386.00,76.55
1385.00,76.70
1384.00,76.87
1383.00,77.07
1382.00,77.31
1381.00,77.55
1380.00,77.80
1379.00,78.05
1378.00,78.30
1377.00,78.56
1376.00,78.81
1375.00,79.10
1374.00,79.40
1373.00,79.67
1372.00,79.91
1371.00,80.11
1370.00,80.31
1369.00,80.51
1368.00,80.70
1367.00,80.90
1366.00,81.12
1365.00,81.37
1364.00,81.65
1363.00,81.93
1362.00,82.19
1361.00,82.40
1360.00,82.57
1359.00,82.72
1358.00,82.86
1357.00,83.00
1356.00,83.13
1355.00,83.25
1354.00,83.34
1353.00,83.42
1352.00,83.48
1351.00,83.54
1350.00,83.60
1349.00,83.65
1348.00,83.70
1347.00,83.74
1346.00,83.78
1345.00,83.82
1344.00,83.86
1343.00,83.91
1342.00,83.95
1341.00,84.00
1340.00,84.05
1339.00,84.09
1338.00,84.13
1337.00,84.15
1336.00,84.17
1335.00,84.19
1334.00,84.21
1333.00,84.23
1332.00,84.25
1331.00,84.27
1330.00,84.29
1329.00,84.29
1328.00,84.28
1327.00,84.27
1326.00,84.25
1325.00,84.23
1324.00,84.19
1323.00,84.15
1322.00,84.11
1321.00,84.07
1320.00,84.04
1319.00,84.00
1318.00,83.96
1317.00,83.91
1316.00,83.87
1315.00,83.85
1314.00,83.84
1313.00,83.84
1312.00,83.84
1311.00,83.84
1310.00,83.85
1309.00,83.85
1308.00,83.85
1307.00,83.84
1306.00,83.84
1305.00,83.82
1304.00,83.79
1303.00,83.76
1302.00,83.71
1301.00,83.67
1300.00,83.63
1299.00,83.60
1298.00,83.58
1297.00,83.56
1296.00,83.55
1295.00,83.55
1294.00,83.56
1293.00,83.58
1292.00,83.60
1291.00,83.63
1290.00,83.68
1289.00,83.73
1288.00,83.79
1287.00,83.84
1286.00,83.89
1285.00,83.93
1284.00,83.96
1283.00,83.99
1282.00,84.01
1281.00,84.02
1280.00,84.02
1279.00,84.01
1278.00,84.02
1277.00,84.02
1276.00,84.01
1275.00,83.99
1274.00,83.98
1273.00,83.96
1272.00,83.95
1271.00,83.93
1270.00,83.92
1269.00,83.91
1268.00,83.90
1267.00,83.90
1266.00,83.91
1265.00,83.89
1264.00,83.86
1263.00,83.82
1262.00,83.78
1261.00,83.74
1260.00,83.69
1259.00,83.64
1258.00,83.59
1257.00,83.54
1256.00,83.49
1255.00,83.44
1254.00,83.38
1253.00,83.34
1252.00,83.31
1251.00,83.28
1250.00,83.26
1249.00,83.24
1248.00,83.20
1247.00,83.15
1246.00,83.10
1245.00,83.06
1244.00,83.01
1243.00,82.96
1242.00,82.90
1241.00,82.86
1240.00,82.83
1239.00,82.83
1238.00,82.84
1237.00,82.85
1236.00,82.87
1235.00,82.90
1234.00,82.93
1233.00,82.96
1232.00,82.99
1231.00,83.04
1230.00,83.09
1229.00,83.15
1228.00,83.21
1227.00,83.28
1226.00,83.36
1225.00,83.46
1224.00,83.56
1223.00,83.66
1222.00,83.76
1221.00,83.85
1220.00,83.94
1219.00,84.04
1218.00,84.14
1217.00,84.23
1216.00,84.32
1215.00,84.40
1214.00,84.48
1213.00,84.55
1212.00,84.59
1211.00,84.62
1210.00,84.65
1209.00,84.68
1208.00,84.73
1207.00,84.78
1206.00,84.82
1205.00,84.85
1204.00,84.88
1203.00,84.91
1202.00,84.96
1201.00,85.01
1200.00,85.06
1199.00,85.12
1198.00,85.18
1197.00,85.24
1196.00,85.27
1195.00,85.29
1194.00,85.31
1193.00,85.33
1192.00,85.37
1191.00,85.40
1190.00,85.43
1189.00,85.46
1188.00,85.47
1187.00,85.48
1186.00,85.48
1185.00,85.48
1184.00,85.46
1183.00,85.44
1182.00,85.41
1181.00,85.39
1180.00,85.37
1179.00,85.36
1178.00,85.35
1177.00,85.34
1176.00,85.32
1175.00,85.30
1174.00,85.29
1173.00,85.30
1172.00,85.33
1171.00,85.38
1170.00,85.44
1169.00,85.51
1168.00,85.57
1167.00,85.64
1166.00,85.70
1165.00,85.75
1164.00,85.79
1163.00,85.82
1162.00,85.87
1161.00,85.93
1160.00,85.99
1159.00,86.04
1158.00,86.08
1157.00,86.10
1156.00,86.12
1155.00,86.16
1154.00,86.23
1153.00,86.30
1152.00,86.37
1151.00,86.44
1150.00,86.50
1149.00,86.58
1148.00,86.68
1147.00,86.78
1146.00,86.87
1145.00,86.96
1144.00,87.04
1143.00,87.09
1142.00,87.12
1141.00,87.13
1140.00,87.15
1139.00,87.18
1138.00,87.22
1137.00,87.24
1136.00,87.22
1135.00,87.20
1134.00,87.17
1133.00,87.14
1132.00,87.11
1131.00,87.07
1130.00,87.02
1129.00,86.97
1128.00,86.91
1127.00,86.86
1126.00,86.83
1125.00,86.81
1124.00,86.79
1123.00,86.76
1122.00,86.73
1121.00,86.69
1120.00,86.65
1119.00,86.61
1118.00,86.60
1117.00,86.62
1116.00,86.65
1115.00,86.66
1114.00,86.66
1113.00,86.63
1112.00,86.61
1111.00,86.57
1110.00,86.53
1109.00,86.48
1108.00,86.43
1107.00,86.41
1106.00,86.40
1105.00,86.39
1104.00,86.37
1103.00,86.33
1102.00,86.29
1101.00,86.27
1100.00,86.24
1099.00,86.20
1098.00,86.16
1097.00,86.12
1096.00,86.09
1095.00,86.06
1094.00,86.03
1093.00,85.99
1092.00,85.95
1091.00,85.90
1090.00,85.84
1089.00,85.79
1088.00,85.75
1087.00,85.69
1086.00,85.62
1085.00,85.53
1084.00,85.46
1083.00,85.39
1082.00,85.30
1081.00,85.20
1080.00,85.10
1079.00,85.05
1078.00,85.05
1077.00,85.06
1076.00,85.07
1075.00,85.06
1074.00,85.07
1073.00,85.10
1072.00,85.12
1071.00,85.16
1070.00,85.19
1069.00,85.22
1068.00,85.24
1067.00,85.25
1066.00,85.27
1065.00,85.28
1064.00,85.28
1063.00,85.29
1062.00,85.29
1061.00,85.31
1060.00,85.34
1059.00,85.35
1058.00,85.35
1057.00,85.35
1056.00,85.37
1055.00,85.39
1054.00,85.41
1053.00,85.43
1052.00,85.44
1051.00,85.43
1050.00,85.39
1049.00,85.35
1048.00,85.32
1047.00,85.32
1046.00,85.34
1045.00,85.37
1044.00,85.41
1043.00,85.46
1042.00,85.54
1041.00,85.62
1040.00,85.68
1039.00,85.75
1038.00,85.83
1037.00,85.93
1036.00,86.01
1035.00,86.06
1034.00,86.11
1033.00,86.15
1032.00,86.21
1031.00,86.27
1030.00,86.33
1029.00,86.40
1028.00,86.47
1027.00,86.53
1026.00,86.60
1025.00,86.67
1024.00,86.74
1023.00,86.83
1022.00,86.92
1021.00,87.02
1020.00,87.13
1019.00,87.24
1018.00,87.34
1017.00,87.43
1016.00,87.51
1015.00,87.58
1014.00,87.63
1013.00,87.70
1012.00,87.78
1011.00,87.89
1010.00,87.99
1009.00,88.06
1008.00,88.13
1007.00,88.20
1006.00,88.29
1005.00,88.39
1004.00,88.48
1003.00,88.54
1002.00,88.57
1001.00,88.61
1000.00,88.65
999.00,88.69
998.00,88.72
997.00,88.75
996.00,88.79
995.00,88.85
994.00,88.91
993.00,88.95
992.00,88.98
991.00,89.01
990.00,89.05
989.00,89.09
988.00,89.14
987.00,89.19
986.00,89.24
985.00,89.28
984.00,89.32
983.00,89.35
982.00,89.39
981.00,89.43
980.00,89.47
979.00,89.51
978.00,89.55
977.00,89.58
976.00,89.62
975.00,89.65
974.00,89.67
973.00,89.69
972.00,89.70
971.00,89.71
970.00,89.72
969.00,89.74
968.00,89.76
967.00,89.77
966.00,89.78
965.00,89.80
964.00,89.81
963.00,89.80
962.00,89.79
961.00,89.80
960.00,89.81
959.00,89.84
958.00,89.87
957.00,89.91
956.00,89.94
955.00,89.98
954.00,90.01
953.00,90.03
952.00,90.02
951.00,90.00
950.00,89.98
949.00,89.98
948.00,89.99
947.00,90.01
946.00,90.01
945.00,90.01
944.00,89.99
943.00,89.97
942.00,89.95
941.00,89.92
940.00,89.90
939.00,89.89
938.00,89.88
937.00,89.86
936.00,89.84
935.00,89.81
934.00,89.79
933.00,89.77
932.00,89.74
931.00,89.70
930.00,89.65
929.00,89.62
928.00,89.60
927.00,89.60
926.00,89.61
925.00,89.63
924.00,89.65
923.00,89.67
922.00,89.66
921.00,89.64
920.00,89.63
919.00,89.64
918.00,89.69
917.00,89.74
916.00,89.79
915.00,89.82
914.00,89.84
913.00,89.86
912.00,89.88
911.00,89.89
910.00,89.90
909.00,89.91
908.00,89.91
907.00,89.88
906.00,89.83
905.00,89.78
904.00,89.73
903.00,89.70
902.00,89.69
901.00,89.69
900.00,89.69
