Created as New Dataset,Spun Polyester (Black)
cm-1,%T
2458.00,98.01
2457.00,98.02
2456.00,98.03
2455.00,98.04
2454.00,98.04
2453.00,98.03
2452.00,98.01
2451.00,97.98
2450.00,97.97
2449.00,97.96
2448.00,97.95
2447.00,97.94
2446.00,97.94
2445.00,97.94
2444.00,97.95
2443.00,97.97
2442.00,98.00
2441.00,98.02
2440.00,98.02
2439.00,97.99
2438.00,97.97
2437.00,97.96
2436.00,97.96
2435.00,97.97
2434.00,97.97
2433.00,97.97
2432.00,97.97
2431.00,97.96
2430.00,97.93
2429.00,97.91
2428.00,97.92
2427.00,97.95
2426.00,97.96
2425.00,97.95
2424.00,97.92
2423.00,97.90
2422.00,97.88
2421.00,97.89
2420.00,97.91
2419.00,97.94
2418.00,97.95
2417.00,97.95
2416.00,97.95
2415.00,97.96
2414.00,97.96
2413.00,97.96
2412.00,97.95
2411.00,97.95
2410.00,97.94
2409.00,97.94
2408.00,97.94
2407.00,97.94
2406.00,97.93
2405.00,97.93
2404.00,97.92
2403.00,97.93
2402.00,97.95
2401.00,97.97
2400.00,97.99
2399.00,98.00
2398.00,98.01
2397.00,98.00
2396.00,97.98
2395.00,97.98
2394.00,97.99
2393.00,97.99
2392.00,97.98
2391.00,97.97
2390.00,97.97
2389.00,97.99
2388.00,98.01
2387.00,98.04
2386.00,98.05
2385.00,98.06
2384.00,98.06
2383.00,98.09
2382.00,98.13
2381.00,98.17
2380.00,98.20
2379.00,98.22
2378.00,98.22
2377.00,98.20
2376.00,98.19
2375.00,98.20
2374.00,98.24
2373.00,98.27
2372.00,98.28
2371.00,98.29
2370.00,98.31
2369.00,98.34
2368.00,98.37
2367.00,98.37
2366.00,98.32
2365.00,98.25
2364.00,98.19
2363.00,98.20
2362.00,98.27
2361.00,98.34
2360.00,98.38
2359.00,98.38
2358.00,98.36
2357.00,98.34
2356.00,98.35
2355.00,98.38
2354.00,98.40
2353.00,98.39
2352.00,98.39
2351.00,98.40
2350.00,98.42
2349.00,98.44
2348.00,98.46
2347.00,98.47
2346.00,98.46
2345.00,98.42
2344.00,98.36
2343.00,98.32
2342.00,98.32
2341.00,98.33
2340.00,98.35
2339.00,98.37
2338.00,98.40
2337.00,98.41
2336.00,98.40
2335.00,98.37
2334.00,98.35
2333.00,98.33
2332.00,98.31
2331.00,98.30
2330.00,98.28
2329.00,98.25
2328.00,98.19
2327.00,98.12
2326.00,98.05
2325.00,97.99
2324.00,97.96
2323.00,97.96
2322.00,97.98
2321.00,98.00
2320.00,98.02
2319.00,98.03
2318.00,98.02
2317.00,98.02
2316.00,98.01
2315.00,98.01
2314.00,98.01
2313.00,98.01
2312.00,97.99
2311.00,97.98
2310.00,97.98
2309.00,97.98
2308.00,97.97
2307.00,97.93
2306.00,97.89
2305.00,97.85
2304.00,97.82
2303.00,97.81
2302.00,97.80
2301.00,97.81
2300.00,97.81
2299.00,97.79
2298.00,97.76
2297.00,97.71
2296.00,97.67
2295.00,97.63
2294.00,97.59
2293.00,97.55
2292.00,97.51
2291.00,97.48
2290.00,97.46
2289.00,97.44
2288.00,97.42
2287.00,97.39
2286.00,97.36
2285.00,97.33
2284.00,97.31
2283.00,97.31
2282.00,97.33
2281.00,97.34
2280.00,97.33
2279.00,97.31
2278.00,97.29
2277.00,97.29
2276.00,97.28
2275.00,97.26
2274.00,97.24
2273.00,97.23
2272.00,97.21
2271.00,97.19
2270.00,97.16
2269.00,97.14
2268.00,97.13
2267.00,97.14
2266.00,97.17
2265.00,97.20
2264.00,97.21
2263.00,97.19
2262.00,97.15
2261.00,97.13
2260.00,97.12
2259.00,97.13
2258.00,97.14
2257.00,97.13
2256.00,97.10
2255.00,97.06
2254.00,97.01
2253.00,96.98
2252.00,96.98
2251.00,97.00
2250.00,97.02
2249.00,97.05
2248.00,97.05
2247.00,97.01
2246.00,96.95
2245.00,96.91
2244.00,96.90
2243.00,96.91
2242.00,96.93
2241.00,96.95
2240.00,96.97
2239.00,96.99
2238.00,97.01
2237.00,97.02
2236.00,97.00
2235.00,96.98
2234.00,96.97
2233.00,96.98
2232.00,96.98
2231.00,96.96
2230.00,96.94
2229.00,96.93
2228.00,96.94
2227.00,96.95
2226.00,96.94
2225.00,96.91
2224.00,96.88
2223.00,96.85
2222.00,96.82
2221.00,96.82
2220.00,96.82
2219.00,96.85
2218.00,96.88
2217.00,96.91
2216.00,96.91
2215.00,96.89
2214.00,96.86
2213.00,96.82
2212.00,96.80
2211.00,96.79
2210.00,96.77
2209.00,96.74
2208.00,96.74
2207.00,96.77
2206.00,96.78
2205.00,96.76
2204.00,96.71
2203.00,96.67
2202.00,96.65
2201.00,96.62
2200.00,96.58
2199.00,96.54
2198.00,96.52
2197.00,96.52
2196.00,96.53
2195.00,96.56
2194.00,96.60
2193.00,96.64
2192.00,96.65
2191.00,96.62
2190.00,96.57
2189.00,96.51
2188.00,96.45
2187.00,96.42
2186.00,96.41
2185.00,96.41
2184.00,96.42
2183.00,96.43
2182.00,96.46
2181.00,96.47
2180.00,96.47
2179.00,96.47
2178.00,96.47
2177.00,96.48
2176.00,96.49
2175.00,96.50
2174.00,96.49
2173.00,96.45
2172.00,96.38
2171.00,96.29
2170.00,96.21
2169.00,96.14
2168.00,96.11
2167.00,96.10
2166.00,96.11
2165.00,96.10
2164.00,96.02
2163.00,95.91
2162.00,95.82
2161.00,95.82
2160.00,95.97
2159.00,96.21
2158.00,96.45
2157.00,96.61
2156.00,96.67
2155.00,96.70
2154.00,96.72
2153.00,96.73
2152.00,96.74
2151.00,96.74
2150.00,96.75
2149.00,96.77
2148.00,96.80
2147.00,96.85
2146.00,96.88
2145.00,96.88
2144.00,96.88
2143.00,96.91
2142.00,96.97
2141.00,97.02
2140.00,97.03
2139.00,97.01
2138.00,97.01
2137.00,97.04
2136.00,97.11
2135.00,97.19
2134.00,97.24
2133.00,97.27
2132.00,97.27
2131.00,97.25
2130.00,97.24
2129.00,97.24
2128.00,97.25
2127.00,97.26
2126.00,97.24
2125.00,97.23
2124.00,97.24
2123.00,97.26
2122.00,97.27
2121.00,97.25
2120.00,97.19
2119.00,97.14
2118.00,97.10
2117.00,97.10
2116.00,97.11
2115.00,97.12
2114.00,97.12
2113.00,97.09
2112.00,97.04
2111.00,97.00
2110.00,96.98
2109.00,96.98
2108.00,96.99
2107.00,97.00
2106.00,97.01
2105.00,97.03
2104.00,97.03
2103.00,97.02
2102.00,97.01
2101.00,96.99
2100.00,96.99
2099.00,97.02
2098.00,97.06
2097.00,97.11
2096.00,97.16
2095.00,97.20
2094.00,97.24
2093.00,97.27
2092.00,97.27
2091.00,97.23
2090.00,97.17
2089.00,97.11
2088.00,97.09
2087.00,97.09
2086.00,97.11
2085.00,97.13
2084.00,97.14
2083.00,97.15
2082.00,97.15
2081.00,97.12
2080.00,97.07
2079.00,97.02
2078.00,97.00
2077.00,97.00
2076.00,97.00
2075.00,97.00
2074.00,97.01
2073.00,97.02
2072.00,97.04
2071.00,97.06
2070.00,97.06
2069.00,97.07
2068.00,97.06
2067.00,97.06
2066.00,97.05
2065.00,97.04
2064.00,97.02
2063.00,97.03
2062.00,97.07
2061.00,97.11
2060.00,97.12
2059.00,97.11
2058.00,97.08
2057.00,97.04
2056.00,97.02
2055.00,97.03
2054.00,97.05
2053.00,97.02
2052.00,96.93
2051.00,96.85
2050.00,96.81
2049.00,96.80
2048.00,96.77
2047.00,96.72
2046.00,96.68
2045.00,96.65
2044.00,96.62
2043.00,96.61
2042.00,96.60
2041.00,96.55
2040.00,96.47
2039.00,96.38
2038.00,96.32
2037.00,96.31
2036.00,96.33
2035.00,96.35
2034.00,96.42
2033.00,96.53
2032.00,96.63
2031.00,96.66
2030.00,96.61
2029.00,96.55
2028.00,96.51
2027.00,96.52
2026.00,96.54
2025.00,96.57
2024.00,96.60
2023.00,96.63
2022.00,96.67
2021.00,96.68
2020.00,96.66
2019.00,96.61
2018.00,96.55
2017.00,96.53
2016.00,96.54
2015.00,96.56
2014.00,96.60
2013.00,96.63
2012.00,96.64
2011.00,96.66
2010.00,96.67
2009.00,96.67
2008.00,96.65
2007.00,96.64
2006.00,96.66
2005.00,96.72
2004.00,96.78
2003.00,96.82
2002.00,96.83
2001.00,96.83
2000.00,96.79
1999.00,96.73
1998.00,96.67
1997.00,96.64
1996.00,96.65
1995.00,96.69
1994.00,96.73
1993.00,96.75
1992.00,96.76
1991.00,96.75
1990.00,96.71
1989.00,96.67
1988.00,96.63
1987.00,96.59
1986.00,96.53
1985.00,96.46
1984.00,96.37
1983.00,96.29
1982.00,96.21
1981.00,96.14
1980.00,96.11
1979.00,96.13
1978.00,96.20
1977.00,96.30
1976.00,96.40
1975.00,96.47
1974.00,96.50
1973.00,96.49
1972.00,96.44
1971.00,96.39
1970.00,96.36
1969.00,96.36
1968.00,96.38
1967.00,96.41
1966.00,96.42
1965.00,96.40
1964.00,96.34
1963.00,96.30
1962.00,96.27
1961.00,96.25
1960.00,96.23
1959.00,96.23
1958.00,96.26
1957.00,96.31
1956.00,96.35
1955.00,96.38
1954.00,96.43
1953.00,96.49
1952.00,96.55
1951.00,96.57
1950.00,96.56
1949.00,96.55
1948.00,96.56
1947.00,96.61
1946.00,96.66
1945.00,96.71
1944.00,96.76
1943.00,96.83
1942.00,96.91
1941.00,96.98
1940.00,97.03
1939.00,97.07
1938.00,97.11
1937.00,97.15
1936.00,97.19
1935.00,97.24
1934.00,97.31
1933.00,97.38
1932.00,97.45
1931.00,97.50
1930.00,97.52
1929.00,97.50
1928.00,97.48
1927.00,97.47
1926.00,97.50
1925.00,97.54
1924.00,97.59
1923.00,97.62
1922.00,97.63
1921.00,97.61
1920.00,97.60
1919.00,97.62
1918.00,97.67
1917.00,97.70
1916.00,97.72
1915.00,97.73
1914.00,97.75
1913.00,97.78
1912.00,97.78
1911.00,97.77
1910.00,97.77
1909.00,97.78
1908.00,97.80
1907.00,97.80
1906.00,97.79
1905.00,97.77
1904.00,97.76
1903.00,97.77
1902.00,97.80
1901.00,97.83
1900.00,97.85
1899.00,97.87
1898.00,97.89
1897.00,97.90
1896.00,97.91
1895.00,97.92
1894.00,97.92
1893.00,97.93
1892.00,97.94
1891.00,97.94
1890.00,97.96
1889.00,97.98
1888.00,98.00
1887.00,98.02
1886.00,98.02
1885.00,98.02
1884.00,98.01
1883.00,98.00
1882.00,98.00
1881.00,98.01
1880.00,98.02
1879.00,98.03
1878.00,98.03
1877.00,98.03
1876.00,98.03
1875.00,98.04
1874.00,98.05
1873.00,98.07
1872.00,98.08
1871.00,98.10
1870.00,98.12
1869.00,98.14
1868.00,98.13
1867.00,98.12
1866.00,98.11
1865.00,98.09
1864.00,98.08
1863.00,98.08
1862.00,98.08
1861.00,98.08
1860.00,98.07
1859.00,98.04
1858.00,98.01
1857.00,97.98
1856.00,97.96
1855.00,97.96
1854.00,97.95
1853.00,97.94
1852.00,97.93
1851.00,97.92
1850.00,97.95
1849.00,97.98
1848.00,97.99
1847.00,97.96
1846.00,97.91
1845.00,97.86
1844.00,97.83
1843.00,97.80
1842.00,97.77
1841.00,97.75
1840.00,97.73
1839.00,97.73
1838.00,97.74
1837.00,97.73
1836.00,97.72
1835.00,97.70
1834.00,97.66
1833.00,97.62
1832.00,97.58
1831.00,97.55
1830.00,97.54
1829.00,97.52
1828.00,97.48
1827.00,97.43
1826.00,97.40
1825.00,97.40
1824.00,97.41
1823.00,97.41
1822.00,97.41
1821.00,97.42
1820.00,97.44
1819.00,97.47
1818.00,97.49
1817.00,97.51
1816.00,97.50
1815.00,97.49
1814.00,97.47
1813.00,97.46
1812.00,97.44
1811.00,97.42
1810.00,97.41
1809.00,97.41
1808.00,97.43
1807.00,97.45
1806.00,97.48
1805.00,97.49
1804.00,97.49
1803.00,97.49
1802.00,97.50
1801.00,97.52
1800.00,97.53
1799.00,97.54
1798.00,97.56
1797.00,97.58
1796.00,97.60
1795.00,97.59
1794.00,97.58
1793.00,97.59
1792.00,97.59
1791.00,97.59
1790.00,97.59
1789.00,97.59
1788.00,97.59
1787.00,97.58
1786.00,97.58
1785.00,97.57
1784.00,97.56
1783.00,97.54
1782.00,97.52
1781.00,97.51
1780.00,97.50
1779.00,97.49
1778.00,97.49
1777.00,97.50
1776.00,97.51
1775.00,97.49
1774.00,97.45
1773.00,97.41
1772.00,97.36
1771.00,97.31
1770.00,97.25
1769.00,97.21
1768.00,97.16
1767.00,97.10
1766.00,97.05
1765.00,97.00
1764.00,96.94
1763.00,96.87
1762.00,96.79
1761.00,96.73
1760.00,96.65
1759.00,96.52
1758.00,96.35
1757.00,96.17
1756.00,96.00
1755.00,95.81
1754.00,95.61
1753.00,95.36
1752.00,95.04
1751.00,94.58
1750.00,93.99
1749.00,93.30
1748.00,92.53
1747.00,91.67
1746.00,90.72
1745.00,89.66
1744.00,88.44
1743.00,87.08
1742.00,85.63
1741.00,84.08
1740.00,82.37
1739.00,80.66
1738.00,79.20
1737.00,77.96
1736.00,76.63
1735.00,74.78
1734.00,72.43
1733.00,70.25
1732.00,68.52
1731.00,66.91
1730.00,65.22
1729.00,63.47
1728.00,61.79
1727.00,60.18
1726.00,58.59
1725.00,56.98
1724.00,55.34
1723.00,53.70
1722.00,52.15
1721.00,50.75
1720.00,49.37
1719.00,47.66
1718.00,45.51
1717.00,43.37
1716.00,41.69
1715.00,40.39
1714.00,39.40
1713.00,38.87
1712.00,38.82
1711.00,39.14
1710.00,39.80
1709.00,40.84
1708.00,42.29
1707.00,44.13
1706.00,46.34
1705.00,48.70
1704.00,50.86
1703.00,52.70
1702.00,54.63
1701.00,57.21
1700.00,60.13
1699.00,62.39
1698.00,63.98
1697.00,65.53
1696.00,67.29
1695.00,68.94
1694.00,70.19
1693.00,71.20
1692.00,72.18
1691.00,73.19
1690.00,74.16
1689.00,75.02
1688.00,75.75
1687.00,76.34
1686.00,76.84
1685.00,77.32
1684.00,77.75
1683.00,78.15
1682.00,78.57
1681.00,79.07
1680.00,79.63
1679.00,80.19
1678.00,80.70
1677.00,81.22
1676.00,81.80
1675.00,82.40
1674.00,82.92
1673.00,83.34
1672.00,83.74
1671.00,84.18
1670.00,84.67
1669.00,85.19
1668.00,85.68
1667.00,86.12
1666.00,86.50
1665.00,86.90
1664.00,87.34
1663.00,87.81
1662.00,88.24
1661.00,88.59
1660.00,88.90
1659.00,89.17
1658.00,89.43
1657.00,89.68
1656.00,89.92
1655.00,90.16
1654.00,90.42
1653.00,90.70
1652.00,90.91
1651.00,91.00
1650.00,91.04
1649.00,91.15
1648.00,91.32
1647.00,91.50
1646.00,91.63
1645.00,91.72
1644.00,91.81
1643.00,91.89
1642.00,91.98
1641.00,92.09
1640.00,92.21
1639.00,92.34
1638.00,92.45
1637.00,92.53
1636.00,92.59
1635.00,92.66
1634.00,92.73
1633.00,92.79
1632.00,92.83
1631.00,92.87
1630.00,92.91
1629.00,92.97
1628.00,93.05
1627.00,93.13
1626.00,93.18
1625.00,93.22
1624.00,93.27
1623.00,93.31
1622.00,93.34
1621.00,93.34
1620.00,93.33
1619.00,93.31
1618.00,93.26
1617.00,93.16
1616.00,93.05
1615.00,92.95
1614.00,92.90
1613.00,92.90
1612.00,92.95
1611.00,93.02
1610.00,93.11
1609.00,93.19
1608.00,93.25
1607.00,93.32
1606.00,93.37
1605.00,93.43
1604.00,93.48
1603.00,93.51
1602.00,93.54
1601.00,93.60
1600.00,93.67
1599.00,93.78
1598.00,93.90
1597.00,94.03
1596.00,94.18
1595.00,94.31
1594.00,94.43
1593.00,94.51
1592.00,94.57
1591.00,94.59
1590.00,94.58
1589.00,94.54
1588.00,94.47
1587.00,94.37
1586.00,94.23
1585.00,94.03
1584.00,93.79
1583.00,93.51
1582.00,93.22
1581.00,92.98
1580.00,92.82
1579.00,92.78
1578.00,92.84
1577.00,93.03
1576.00,93.29
1575.00,93.54
1574.00,93.72
1573.00,93.88
1572.00,94.03
1571.00,94.21
1570.00,94.42
1569.00,94.63
1568.00,94.81
1567.00,94.95
1566.00,95.05
1565.00,95.15
1564.00,95.25
1563.00,95.35
1562.00,95.39
1561.00,95.41
1560.00,95.49
1559.00,95.55
1558.00,95.58
1557.00,95.61
1556.00,95.62
1555.00,95.62
1554.00,95.61
1553.00,95.62
1552.00,95.63
1551.00,95.63
1550.00,95.60
1549.00,95.56
1548.00,95.52
1547.00,95.48
1546.00,95.47
1545.00,95.47
1544.00,95.46
1543.00,95.46
1542.00,95.48
1541.00,95.47
1540.00,95.39
1539.00,95.29
1538.00,95.21
1537.00,95.12
1536.00,95.06
1535.00,95.02
1534.00,94.98
1533.00,94.91
1532.00,94.84
1531.00,94.76
1530.00,94.68
1529.00,94.60
1528.00,94.53
1527.00,94.47
1526.00,94.43
1525.00,94.43
1524.00,94.46
1523.00,94.51
1522.00,94.56
1521.00,94.59
1520.00,94.61
1519.00,94.61
1518.00,94.60
1517.00,94.57
1516.00,94.51
1515.00,94.42
1514.00,94.30
1513.00,94.11
1512.00,93.85
1511.00,93.51
1510.00,93.07
1509.00,92.43
1508.00,91.41
1507.00,90.12
1506.00,89.32
1505.00,89.36
1504.00,89.91
1503.00,90.69
1502.00,91.58
1501.00,92.46
1500.00,93.28
1499.00,93.97
1498.00,94.54
1497.00,94.93
1496.00,95.16
1495.00,95.28
1494.00,95.31
1493.00,95.30
1492.00,95.26
1491.00,95.23
1490.00,95.14
1489.00,94.92
1488.00,94.62
1487.00,94.31
1486.00,94.01
1485.00,93.71
1484.00,93.41
1483.00,93.09
1482.00,92.74
1481.00,92.36
1480.00,91.97
1479.00,91.60
1478.00,91.20
1477.00,90.71
1476.00,90.12
1475.00,89.43
1474.00,88.72
1473.00,88.16
1472.00,88.01
1471.00,88.27
1470.00,88.73
1469.00,89.23
1468.00,89.67
1467.00,89.98
1466.00,90.13
1465.00,90.10
1464.00,89.98
1463.00,89.91
1462.00,89.93
1461.00,90.04
1460.00,90.23
1459.00,90.42
1458.00,90.52
1457.00,90.54
1456.00,90.53
1455.00,90.53
1454.00,90.54
1453.00,90.59
1452.00,90.68
1451.00,90.79
1450.00,90.90
1449.00,91.03
1448.00,91.18
1447.00,91.32
1446.00,91.45
1445.00,91.58
1444.00,91.70
1443.00,91.81
1442.00,91.92
1441.00,92.03
1440.00,92.15
1439.00,92.26
1438.00,92.42
1437.00,92.64
1436.00,92.88
1435.00,93.09
1434.00,93.26
1433.00,93.42
1432.00,93.60
1431.00,93.78
1430.00,93.93
1429.00,94.05
1428.00,94.11
1427.00,94.13
1426.00,94.10
1425.00,94.01
1424.00,93.86
1423.00,93.64
1422.00,93.35
1421.00,92.95
1420.00,92.30
1419.00,91.33
1418.00,90.12
1417.00,88.74
1416.00,87.17
1415.00,85.38
1414.00,83.42
1413.00,81.37
1412.00,79.43
1411.00,77.87
1410.00,76.87
1409.00,76.51
1408.00,76.78
1407.00,77.64
1406.00,78.99
1405.00,80.59
1404.00,82.21
1403.00,83.64
1402.00,84.84
1401.00,85.90
1400.00,86.90
1399.00,87.80
1398.00,88.53
1397.00,89.07
1396.00,89.49
1395.00,89.84
1394.00,90.10
1393.00,90.26
1392.00,90.36
1391.00,90.42
1390.00,90.47
1389.00,90.50
1388.00,90.51
1387.00,90.49
1386.00,90.46
1385.00,90.44
1384.00,90.44
1383.00,90.46
1382.00,90.48
1381.00,90.47
1380.00,90.46
1379.00,90.44
1378.00,90.42
1377.00,90.39
1376.00,90.34
1375.00,90.25
1374.00,90.13
1373.00,90.02
1372.00,89.95
1371.00,89.92
1370.00,89.96
1369.00,90.05
1368.00,90.21
1367.00,90.43
1366.00,90.70
1365.00,91.01
1364.00,91.34
1363.00,91.64
1362.00,91.87
1361.00,92.02
1360.00,92.10
1359.00,92.12
1358.00,92.09
1357.00,92.01
1356.00,91.84
1355.00,91.60
1354.00,91.28
1353.00,90.85
1352.00,90.28
1351.00,89.56
1350.00,88.65
1349.00,87.50
1348.00,86.11
1347.00,84.49
1346.00,82.69
1345.00,80.81
1344.00,79.00
1343.00,77.44
1342.00,76.24
1341.00,75.49
1340.00,75.26
1339.00,75.59
1338.00,76.43
1337.00,77.67
1336.00,79.19
1335.00,80.90
1334.00,82.66
1333.00,84.36
1332.00,85.91
1331.00,87.23
1330.00,88.30
1329.00,89.10
1328.00,89.67
1327.00,90.03
1326.00,90.24
1325.00,90.33
1324.00,90.35
1323.00,90.32
1322.00,90.24
1321.00,90.12
1320.00,89.97
1319.00,89.80
1318.00,89.61
1317.00,89.41
1316.00,89.18
1315.00,88.92
1314.00,88.63
1313.00,88.30
1312.00,87.96
1311.00,87.59
1310.00,87.22
1309.00,86.83
1308.00,86.43
1307.00,86.02
1306.00,85.58
1305.00,85.11
1304.00,84.60
1303.00,84.03
1302.00,83.41
1301.00,82.73
1300.00,81.98
1299.00,81.17
1298.00,80.31
1297.00,79.42
1296.00,78.51
1295.00,77.63
1294.00,76.78
1293.00,75.94
1292.00,75.10
1291.00,74.26
1290.00,73.44
1289.00,72.62
1288.00,71.80
1287.00,71.00
1286.00,70.22
1285.00,69.45
1284.00,68.67
1283.00,67.90
1282.00,67.14
1281.00,66.38
1280.00,65.60
1279.00,64.81
1278.00,64.01
1277.00,63.17
1276.00,62.30
1275.00,61.42
1274.00,60.51
1273.00,59.53
1272.00,58.48
1271.00,57.39
1270.00,56.25
1269.00,55.07
1268.00,53.83
1267.00,52.56
1266.00,51.30
1265.00,50.05
1264.00,48.87
1263.00,47.83
1262.00,46.94
1261.00,46.21
1260.00,45.64
1259.00,45.25
1258.00,45.01
1257.00,44.84
1256.00,44.70
1255.00,44.58
1254.00,44.44
1253.00,44.26
1252.00,44.02
1251.00,43.76
1250.00,43.49
1249.00,43.21
1248.00,42.95
1247.00,42.74
1246.00,42.63
1245.00,42.58
1244.00,42.63
1243.00,42.82
1242.00,43.19
1241.00,43.72
1240.00,44.44
1239.00,45.37
1238.00,46.51
1237.00,47.82
1236.00,49.26
1235.00,50.82
1234.00,52.45
1233.00,54.10
1232.00,55.72
1231.00,57.31
1230.00,58.81
1229.00,60.17
1228.00,61.38
1227.00,62.47
1226.00,63.45
1225.00,64.35
1224.00,65.20
1223.00,66.04
1222.00,66.90
1221.00,67.78
1220.00,68.69
1219.00,69.64
1218.00,70.60
1217.00,71.53
1216.00,72.42
1215.00,73.26
1214.00,74.07
1213.00,74.83
1212.00,75.55
1211.00,76.22
1210.00,76.86
1209.00,77.47
1208.00,78.06
1207.00,78.67
1206.00,79.27
1205.00,79.84
1204.00,80.38
1203.00,80.90
1202.00,81.39
1201.00,81.87
1200.00,82.34
1199.00,82.79
1198.00,83.22
1197.00,83.63
1196.00,84.03
1195.00,84.40
1194.00,84.75
1193.00,85.09
1192.00,85.43
1191.00,85.74
1190.00,86.03
1189.00,86.27
1188.00,86.46
1187.00,86.59
1186.00,86.65
1185.00,86.64
1184.00,86.54
1183.00,86.39
1182.00,86.18
1181.00,85.92
1180.00,85.62
1179.00,85.31
1178.00,85.00
1177.00,84.73
1176.00,84.52
1175.00,84.39
1174.00,84.34
1173.00,84.39
1172.00,84.53
1171.00,84.75
1170.00,85.03
1169.00,85.36
1168.00,85.70
1167.00,86.01
1166.00,86.29
1165.00,86.51
1164.00,86.66
1163.00,86.75
1162.00,86.78
1161.00,86.75
1160.00,86.68
1159.00,86.58
1158.00,86.42
1157.00,86.20
1156.00,85.92
1155.00,85.58
1154.00,85.19
1153.00,84.74
1152.00,84.26
1151.00,83.75
1150.00,83.21
1149.00,82.66
1148.00,82.09
1147.00,81.53
1146.00,80.96
1145.00,80.36
1144.00,79.71
1143.00,78.97
1142.00,78.13
1141.00,77.17
1140.00,76.11
1139.00,74.95
1138.00,73.70
1137.00,72.35
1136.00,70.91
1135.00,69.43
1134.00,67.96
1133.00,66.52
1132.00,65.13
1131.00,63.81
1130.00,62.57
1129.00,61.40
1128.00,60.29
1127.00,59.29
1126.00,58.40
1125.00,57.62
1124.00,56.92
1123.00,56.31
1122.00,55.80
1121.00,55.35
1120.00,54.97
1119.00,54.69
1118.00,54.50
1117.00,54.36
1116.00,54.26
1115.00,54.15
1114.00,54.00
1113.00,53.74
1112.00,53.35
1111.00,52.86
1110.00,52.26
1109.00,51.53
1108.00,50.67
1107.00,49.74
1106.00,48.78
1105.00,47.80
1104.00,46.83
1103.00,45.95
1102.00,45.16
1101.00,44.47
1100.00,43.88
1099.00,43.46
1098.00,43.21
1097.00,43.10
1096.00,43.09
1095.00,43.21
1094.00,43.45
1093.00,43.77
1092.00,44.14
1091.00,44.58
1090.00,45.09
1089.00,45.62
1088.00,46.17
1087.00,46.79
1086.00,47.48
1085.00,48.21
1084.00,49.01
1083.00,49.93
1082.00,50.97
1081.00,52.09
1080.00,53.28
1079.00,54.55
1078.00,55.86
1077.00,57.17
1076.00,58.44
1075.00,59.67
1074.00,60.85
1073.00,61.96
1072.00,63.00
1071.00,64.00
1070.00,64.96
1069.00,65.82
1068.00,66.61
1067.00,67.34
1066.00,68.03
1065.00,68.66
1064.00,69.24
1063.00,69.79
1062.00,70.29
1061.00,70.76
1060.00,71.19
1059.00,71.56
1058.00,71.87
1057.00,72.10
1056.00,72.27
1055.00,72.39
1054.00,72.46
1053.00,72.45
1052.00,72.39
1051.00,72.32
1050.00,72.25
1049.00,72.18
1048.00,72.10
1047.00,72.05
1046.00,72.04
1045.00,72.07
1044.00,72.10
1043.00,72.14
1042.00,72.21
1041.00,72.33
1040.00,72.50
1039.00,72.68
1038.00,72.84
1037.00,72.98
1036.00,73.12
1035.00,73.29
1034.00,73.47
1033.00,73.64
1032.00,73.75
1031.00,73.75
1030.00,73.55
1029.00,73.02
1028.00,72.03
1027.00,70.55
1026.00,68.67
1025.00,66.57
1024.00,64.47
1023.00,62.53
1022.00,60.75
1021.00,59.08
1020.00,57.56
1019.00,56.40
1018.00,55.85
1017.00,56.10
1016.00,57.23
1015.00,59.10
1014.00,61.43
1013.00,63.89
1012.00,66.22
1011.00,68.31
1010.00,70.13
1009.00,71.69
1008.00,73.03
1007.00,74.21
1006.00,75.23
1005.00,76.11
1004.00,76.88
1003.00,77.55
1002.00,78.16
1001.00,78.70
1000.00,79.18
999.00,79.64
998.00,80.06
997.00,80.45
996.00,80.77
995.00,81.03
994.00,81.23
993.00,81.37
992.00,81.46
991.00,81.52
990.00,81.56
989.00,81.60
988.00,81.66
987.00,81.72
986.00,81.78
985.00,81.80
984.00,81.75
983.00,81.65
982.00,81.47
981.00,81.22
980.00,80.90
979.00,80.50
978.00,80.03
977.00,79.52
976.00,78.97
975.00,78.43
974.00,77.95
973.00,77.57
972.00,77.36
971.00,77.32
970.00,77.46
969.00,77.74
968.00,78.14
967.00,78.63
966.00,79.18
965.00,79.75
964.00,80.31
963.00,80.85
962.00,81.38
961.00,81.88
960.00,82.35
959.00,82.78
958.00,83.18
957.00,83.56
956.00,83.91
955.00,84.23
954.00,84.53
953.00,84.80
952.00,85.06
951.00,85.30
950.00,85.53
949.00,85.72
948.00,85.90
947.00,86.05
946.00,86.20
945.00,86.33
944.00,86.46
943.00,86.59
942.00,86.72
941.00,86.85
940.00,86.95
939.00,87.05
938.00,87.15
937.00,87.25
936.00,87.35
935.00,87.45
934.00,87.56
933.00,87.66
932.00,87.76
931.00,87.86
930.00,87.95
929.00,88.04
928.00,88.13
927.00,88.22
926.00,88.32
925.00,88.40
924.00,88.46
923.00,88.51
922.00,88.56
921.00,88.61
920.00,88.66
919.00,88.70
918.00,88.72
917.00,88.72
916.00,88.71
915.00,88.67
914.00,88.61
913.00,88.51
912.00,88.38
911.00,88.24
910.00,88.09
909.00,87.92
908.00,87.73
907.00,87.51
906.00,87.27
905.00,87.03
904.00,86.80
903.00,86.61
902.00,86.47
901.00,86.36
900.00,86.27
899.00,86.21
898.00,86.17
897.00,86.14
896.00,86.11
895.00,86.09
