Created as New Dataset,97. Du Pont (Bright Yellow)
cm-1,%T
2464.00,93.63
2463.00,93.62
2462.00,93.62
2461.00,93.61
2460.00,93.61
2459.00,93.59
2458.00,93.58
2457.00,93.57
2456.00,93.58
2455.00,93.62
2454.00,93.65
2453.00,93.66
2452.00,93.66
2451.00,93.66
2450.00,93.64
2449.00,93.64
2448.00,93.64
2447.00,93.66
2446.00,93.68
2445.00,93.70
2444.00,93.70
2443.00,93.70
2442.00,93.70
2441.00,93.71
2440.00,93.71
2439.00,93.71
2438.00,93.70
2437.00,93.69
2436.00,93.69
2435.00,93.70
2434.00,93.70
2433.00,93.70
2432.00,93.71
2431.00,93.72
2430.00,93.74
2429.00,93.76
2428.00,93.77
2427.00,93.78
2426.00,93.78
2425.00,93.77
2424.00,93.75
2423.00,93.73
2422.00,93.72
2421.00,93.72
2420.00,93.73
2419.00,93.76
2418.00,93.78
2417.00,93.81
2416.00,93.83
2415.00,93.84
2414.00,93.84
2413.00,93.83
2412.00,93.82
2411.00,93.81
2410.00,93.81
2409.00,93.80
2408.00,93.81
2407.00,93.82
2406.00,93.83
2405.00,93.84
2404.00,93.84
2403.00,93.85
2402.00,93.87
2401.00,93.89
2400.00,93.91
2399.00,93.92
2398.00,93.93
2397.00,93.94
2396.00,93.95
2395.00,93.95
2394.00,93.94
2393.00,93.92
2392.00,93.91
2391.00,93.93
2390.00,93.97
2389.00,94.00
2388.00,94.01
2387.00,94.02
2386.00,94.03
2385.00,94.04
2384.00,94.06
2383.00,94.09
2382.00,94.11
2381.00,94.14
2380.00,94.16
2379.00,94.18
2378.00,94.21
2377.00,94.23
2376.00,94.25
2375.00,94.26
2374.00,94.24
2373.00,94.22
2372.00,94.22
2371.00,94.25
2370.00,94.30
2369.00,94.37
2368.00,94.42
2367.00,94.44
2366.00,94.41
2365.00,94.38
2364.00,94.38
2363.00,94.41
2362.00,94.41
2361.00,94.38
2360.00,94.37
2359.00,94.38
2358.00,94.41
2357.00,94.43
2356.00,94.45
2355.00,94.45
2354.00,94.45
2353.00,94.44
2352.00,94.45
2351.00,94.48
2350.00,94.51
2349.00,94.51
2348.00,94.49
2347.00,94.47
2346.00,94.47
2345.00,94.51
2344.00,94.56
2343.00,94.61
2342.00,94.62
2341.00,94.58
2340.00,94.51
2339.00,94.45
2338.00,94.41
2337.00,94.41
2336.00,94.42
2335.00,94.42
2334.00,94.41
2333.00,94.39
2332.00,94.38
2331.00,94.37
2330.00,94.37
2329.00,94.37
2328.00,94.37
2327.00,94.34
2326.00,94.30
2325.00,94.26
2324.00,94.25
2323.00,94.27
2322.00,94.27
2321.00,94.24
2320.00,94.21
2319.00,94.19
2318.00,94.16
2317.00,94.14
2316.00,94.11
2315.00,94.08
2314.00,94.05
2313.00,94.03
2312.00,94.03
2311.00,94.04
2310.00,94.04
2309.00,94.02
2308.00,94.00
2307.00,93.97
2306.00,93.93
2305.00,93.90
2304.00,93.88
2303.00,93.88
2302.00,93.88
2301.00,93.88
2300.00,93.88
2299.00,93.84
2298.00,93.79
2297.00,93.72
2296.00,93.67
2295.00,93.66
2294.00,93.65
2293.00,93.63
2292.00,93.60
2291.00,93.56
2290.00,93.52
2289.00,93.48
2288.00,93.42
2287.00,93.36
2286.00,93.30
2285.00,93.27
2284.00,93.26
2283.00,93.26
2282.00,93.25
2281.00,93.24
2280.00,93.23
2279.00,93.23
2278.00,93.24
2277.00,93.24
2276.00,93.24
2275.00,93.22
2274.00,93.20
2273.00,93.17
2272.00,93.15
2271.00,93.13
2270.00,93.10
2269.00,93.08
2268.00,93.08
2267.00,93.09
2266.00,93.10
2265.00,93.10
2264.00,93.07
2263.00,93.03
2262.00,92.99
2261.00,92.96
2260.00,92.94
2259.00,92.93
2258.00,92.93
2257.00,92.93
2256.00,92.94
2255.00,92.94
2254.00,92.94
2253.00,92.93
2252.00,92.92
2251.00,92.91
2250.00,92.90
2249.00,92.89
2248.00,92.88
2247.00,92.86
2246.00,92.83
2245.00,92.80
2244.00,92.75
2243.00,92.71
2242.00,92.67
2241.00,92.66
2240.00,92.68
2239.00,92.72
2238.00,92.75
2237.00,92.75
2236.00,92.72
2235.00,92.65
2234.00,92.57
2233.00,92.52
2232.00,92.52
2231.00,92.54
2230.00,92.54
2229.00,92.51
2228.00,92.47
2227.00,92.45
2226.00,92.47
2225.00,92.52
2224.00,92.57
2223.00,92.59
2222.00,92.56
2221.00,92.51
2220.00,92.47
2219.00,92.44
2218.00,92.41
2217.00,92.38
2216.00,92.35
2215.00,92.35
2214.00,92.36
2213.00,92.37
2212.00,92.38
2211.00,92.36
2210.00,92.32
2209.00,92.28
2208.00,92.25
2207.00,92.24
2206.00,92.23
2205.00,92.21
2204.00,92.15
2203.00,92.07
2202.00,91.99
2201.00,91.94
2200.00,91.95
2199.00,92.00
2198.00,92.07
2197.00,92.14
2196.00,92.19
2195.00,92.21
2194.00,92.18
2193.00,92.10
2192.00,92.03
2191.00,91.98
2190.00,91.95
2189.00,91.94
2188.00,91.92
2187.00,91.91
2186.00,91.90
2185.00,91.88
2184.00,91.87
2183.00,91.84
2182.00,91.79
2181.00,91.74
2180.00,91.71
2179.00,91.70
2178.00,91.70
2177.00,91.73
2176.00,91.78
2175.00,91.83
2174.00,91.84
2173.00,91.80
2172.00,91.72
2171.00,91.65
2170.00,91.60
2169.00,91.57
2168.00,91.56
2167.00,91.53
2166.00,91.47
2165.00,91.38
2164.00,91.29
2163.00,91.21
2162.00,91.15
2161.00,91.16
2160.00,91.27
2159.00,91.46
2158.00,91.64
2157.00,91.75
2156.00,91.82
2155.00,91.90
2154.00,92.02
2153.00,92.12
2152.00,92.18
2151.00,92.21
2150.00,92.23
2149.00,92.25
2148.00,92.28
2147.00,92.30
2146.00,92.31
2145.00,92.32
2144.00,92.35
2143.00,92.40
2142.00,92.46
2141.00,92.50
2140.00,92.53
2139.00,92.57
2138.00,92.62
2137.00,92.69
2136.00,92.75
2135.00,92.80
2134.00,92.86
2133.00,92.93
2132.00,93.00
2131.00,93.04
2130.00,93.02
2129.00,92.99
2128.00,92.96
2127.00,92.97
2126.00,93.01
2125.00,93.05
2124.00,93.07
2123.00,93.06
2122.00,93.04
2121.00,93.04
2120.00,93.06
2119.00,93.10
2118.00,93.12
2117.00,93.11
2116.00,93.10
2115.00,93.10
2114.00,93.10
2113.00,93.10
2112.00,93.11
2111.00,93.12
2110.00,93.12
2109.00,93.12
2108.00,93.11
2107.00,93.13
2106.00,93.15
2105.00,93.17
2104.00,93.19
2103.00,93.19
2102.00,93.16
2101.00,93.09
2100.00,93.02
2099.00,92.97
2098.00,92.98
2097.00,93.02
2096.00,93.08
2095.00,93.13
2094.00,93.15
2093.00,93.16
2092.00,93.16
2091.00,93.16
2090.00,93.15
2089.00,93.11
2088.00,93.08
2087.00,93.05
2086.00,93.04
2085.00,93.04
2084.00,93.05
2083.00,93.06
2082.00,93.06
2081.00,93.04
2080.00,93.02
2079.00,93.00
2078.00,92.98
2077.00,92.97
2076.00,92.96
2075.00,92.95
2074.00,92.93
2073.00,92.92
2072.00,92.93
2071.00,92.94
2070.00,92.94
2069.00,92.93
2068.00,92.89
2067.00,92.86
2066.00,92.83
2065.00,92.80
2064.00,92.78
2063.00,92.78
2062.00,92.78
2061.00,92.76
2060.00,92.75
2059.00,92.74
2058.00,92.74
2057.00,92.74
2056.00,92.73
2055.00,92.70
2054.00,92.65
2053.00,92.57
2052.00,92.48
2051.00,92.40
2050.00,92.34
2049.00,92.30
2048.00,92.27
2047.00,92.27
2046.00,92.28
2045.00,92.30
2044.00,92.30
2043.00,92.27
2042.00,92.22
2041.00,92.17
2040.00,92.13
2039.00,92.09
2038.00,92.03
2037.00,91.96
2036.00,91.91
2035.00,91.91
2034.00,91.95
2033.00,92.01
2032.00,92.04
2031.00,92.04
2030.00,92.02
2029.00,92.00
2028.00,92.00
2027.00,92.03
2026.00,92.06
2025.00,92.07
2024.00,92.04
2023.00,91.99
2022.00,91.97
2021.00,92.01
2020.00,92.10
2019.00,92.19
2018.00,92.24
2017.00,92.24
2016.00,92.21
2015.00,92.16
2014.00,92.14
2013.00,92.15
2012.00,92.19
2011.00,92.25
2010.00,92.29
2009.00,92.33
2008.00,92.36
2007.00,92.40
2006.00,92.43
2005.00,92.45
2004.00,92.46
2003.00,92.48
2002.00,92.51
2001.00,92.54
2000.00,92.56
1999.00,92.56
1998.00,92.55
1997.00,92.55
1996.00,92.56
1995.00,92.59
1994.00,92.62
1993.00,92.64
1992.00,92.65
1991.00,92.62
1990.00,92.56
1989.00,92.50
1988.00,92.47
1987.00,92.48
1986.00,92.47
1985.00,92.42
1984.00,92.35
1983.00,92.28
1982.00,92.22
1981.00,92.17
1980.00,92.15
1979.00,92.16
1978.00,92.20
1977.00,92.25
1976.00,92.30
1975.00,92.33
1974.00,92.36
1973.00,92.40
1972.00,92.44
1971.00,92.47
1970.00,92.50
1969.00,92.50
1968.00,92.52
1967.00,92.57
1966.00,92.65
1965.00,92.72
1964.00,92.74
1963.00,92.74
1962.00,92.74
1961.00,92.76
1960.00,92.80
1959.00,92.84
1958.00,92.87
1957.00,92.89
1956.00,92.92
1955.00,92.96
1954.00,93.01
1953.00,93.06
1952.00,93.09
1951.00,93.11
1950.00,93.13
1949.00,93.17
1948.00,93.24
1947.00,93.31
1946.00,93.34
1945.00,93.35
1944.00,93.36
1943.00,93.39
1942.00,93.42
1941.00,93.45
1940.00,93.49
1939.00,93.53
1938.00,93.55
1937.00,93.56
1936.00,93.55
1935.00,93.55
1934.00,93.56
1933.00,93.58
1932.00,93.59
1931.00,93.60
1930.00,93.63
1929.00,93.66
1928.00,93.70
1927.00,93.72
1926.00,93.73
1925.00,93.73
1924.00,93.75
1923.00,93.80
1922.00,93.85
1921.00,93.89
1920.00,93.90
1919.00,93.88
1918.00,93.85
1917.00,93.84
1916.00,93.86
1915.00,93.91
1914.00,93.96
1913.00,93.98
1912.00,93.98
1911.00,93.97
1910.00,93.96
1909.00,93.96
1908.00,93.99
1907.00,94.03
1906.00,94.07
1905.00,94.10
1904.00,94.12
1903.00,94.11
1902.00,94.09
1901.00,94.08
1900.00,94.10
1899.00,94.13
1898.00,94.16
1897.00,94.18
1896.00,94.19
1895.00,94.21
1894.00,94.22
1893.00,94.22
1892.00,94.23
1891.00,94.24
1890.00,94.25
1889.00,94.28
1888.00,94.32
1887.00,94.36
1886.00,94.38
1885.00,94.36
1884.00,94.33
1883.00,94.32
1882.00,94.32
1881.00,94.33
1880.00,94.36
1879.00,94.37
1878.00,94.38
1877.00,94.37
1876.00,94.37
1875.00,94.39
1874.00,94.41
1873.00,94.43
1872.00,94.43
1871.00,94.44
1870.00,94.46
1869.00,94.48
1868.00,94.50
1867.00,94.52
1866.00,94.53
1865.00,94.54
1864.00,94.55
1863.00,94.56
1862.00,94.56
1861.00,94.56
1860.00,94.57
1859.00,94.60
1858.00,94.62
1857.00,94.64
1856.00,94.65
1855.00,94.65
1854.00,94.65
1853.00,94.66
1852.00,94.69
1851.00,94.70
1850.00,94.70
1849.00,94.69
1848.00,94.68
1847.00,94.69
1846.00,94.71
1845.00,94.72
1844.00,94.73
1843.00,94.75
1842.00,94.77
1841.00,94.80
1840.00,94.82
1839.00,94.84
1838.00,94.87
1837.00,94.89
1836.00,94.91
1835.00,94.92
1834.00,94.94
1833.00,94.94
1832.00,94.93
1831.00,94.93
1830.00,94.93
1829.00,94.94
1828.00,94.96
1827.00,94.97
1826.00,94.97
1825.00,94.97
1824.00,94.97
1823.00,94.99
1822.00,95.01
1821.00,95.04
1820.00,95.06
1819.00,95.09
1818.00,95.10
1817.00,95.11
1816.00,95.12
1815.00,95.14
1814.00,95.16
1813.00,95.17
1812.00,95.16
1811.00,95.15
1810.00,95.15
1809.00,95.17
1808.00,95.20
1807.00,95.22
1806.00,95.22
1805.00,95.21
1804.00,95.22
1803.00,95.23
1802.00,95.25
1801.00,95.26
1800.00,95.27
1799.00,95.28
1798.00,95.29
1797.00,95.29
1796.00,95.29
1795.00,95.30
1794.00,95.32
1793.00,95.34
1792.00,95.37
1791.00,95.39
1790.00,95.39
1789.00,95.38
1788.00,95.37
1787.00,95.37
1786.00,95.37
1785.00,95.39
1784.00,95.41
1783.00,95.44
1782.00,95.46
1781.00,95.48
1780.00,95.50
1779.00,95.51
1778.00,95.53
1777.00,95.54
1776.00,95.55
1775.00,95.56
1774.00,95.56
1773.00,95.55
1772.00,95.54
1771.00,95.56
1770.00,95.58
1769.00,95.59
1768.00,95.58
1767.00,95.58
1766.00,95.58
1765.00,95.59
1764.00,95.59
1763.00,95.59
1762.00,95.58
1761.00,95.57
1760.00,95.57
1759.00,95.56
1758.00,95.56
1757.00,95.54
1756.00,95.53
1755.00,95.53
1754.00,95.53
1753.00,95.53
1752.00,95.51
1751.00,95.48
1750.00,95.44
1749.00,95.39
1748.00,95.35
1747.00,95.32
1746.00,95.30
1745.00,95.27
1744.00,95.24
1743.00,95.21
1742.00,95.19
1741.00,95.17
1740.00,95.16
1739.00,95.16
1738.00,95.17
1737.00,95.19
1736.00,95.21
1735.00,95.23
1734.00,95.24
1733.00,95.25
1732.00,95.26
1731.00,95.26
1730.00,95.27
1729.00,95.29
1728.00,95.32
1727.00,95.35
1726.00,95.38
1725.00,95.40
1724.00,95.41
1723.00,95.44
1722.00,95.46
1721.00,95.49
1720.00,95.53
1719.00,95.57
1718.00,95.59
1717.00,95.58
1716.00,95.58
1715.00,95.60
1714.00,95.62
1713.00,95.63
1712.00,95.65
1711.00,95.68
1710.00,95.70
1709.00,95.72
1708.00,95.74
1707.00,95.75
1706.00,95.77
1705.00,95.79
1704.00,95.81
1703.00,95.85
1702.00,95.90
1701.00,95.95
1700.00,96.02
1699.00,96.09
1698.00,96.12
1697.00,96.12
1696.00,96.12
1695.00,96.13
1694.00,96.14
1693.00,96.13
1692.00,96.10
1691.00,96.07
1690.00,96.04
1689.00,96.01
1688.00,95.97
1687.00,95.92
1686.00,95.85
1685.00,95.71
1684.00,95.54
1683.00,95.39
1682.00,95.28
1681.00,95.12
1680.00,94.92
1679.00,94.72
1678.00,94.54
1677.00,94.35
1676.00,94.12
1675.00,93.86
1674.00,93.60
1673.00,93.35
1672.00,93.07
1671.00,92.73
1670.00,92.33
1669.00,91.86
1668.00,91.39
1667.00,90.96
1666.00,90.54
1665.00,90.09
1664.00,89.54
1663.00,88.91
1662.00,88.27
1661.00,87.67
1660.00,87.10
1659.00,86.54
1658.00,85.99
1657.00,85.49
1656.00,85.02
1655.00,84.48
1654.00,83.64
1653.00,82.44
1652.00,81.39
1651.00,80.73
1650.00,80.20
1649.00,79.59
1648.00,78.75
1647.00,77.70
1646.00,76.67
1645.00,75.81
1644.00,75.05
1643.00,74.29
1642.00,73.51
1641.00,72.69
1640.00,71.87
1639.00,71.12
1638.00,70.43
1637.00,69.72
1636.00,68.96
1635.00,68.35
1634.00,68.04
1633.00,67.97
1632.00,68.05
1631.00,68.28
1630.00,68.68
1629.00,69.22
1628.00,69.85
1627.00,70.50
1626.00,71.13
1625.00,71.78
1624.00,72.50
1623.00,73.26
1622.00,73.99
1621.00,74.64
1620.00,75.24
1619.00,75.86
1618.00,76.61
1617.00,77.48
1616.00,78.37
1615.00,79.12
1614.00,79.73
1613.00,80.27
1612.00,80.81
1611.00,81.34
1610.00,81.83
1609.00,82.27
1608.00,82.72
1607.00,83.15
1606.00,83.59
1605.00,84.02
1604.00,84.47
1603.00,84.93
1602.00,85.35
1601.00,85.73
1600.00,86.09
1599.00,86.42
1598.00,86.71
1597.00,86.98
1596.00,87.24
1595.00,87.48
1594.00,87.68
1593.00,87.84
1592.00,88.01
1591.00,88.17
1590.00,88.31
1589.00,88.42
1588.00,88.52
1587.00,88.59
1586.00,88.61
1585.00,88.61
1584.00,88.61
1583.00,88.59
1582.00,88.53
1581.00,88.46
1580.00,88.39
1579.00,88.31
1578.00,88.19
1577.00,87.99
1576.00,87.76
1575.00,87.53
1574.00,87.31
1573.00,87.10
1572.00,86.87
1571.00,86.58
1570.00,86.19
1569.00,85.77
1568.00,85.40
1567.00,85.08
1566.00,84.71
1565.00,84.31
1564.00,83.93
1563.00,83.62
1562.00,83.35
1561.00,83.05
1560.00,82.59
1559.00,81.93
1558.00,81.32
1557.00,80.92
1556.00,80.57
1555.00,80.15
1554.00,79.67
1553.00,79.18
1552.00,78.72
1551.00,78.22
1550.00,77.64
1549.00,77.03
1548.00,76.46
1547.00,75.91
1546.00,75.27
1545.00,74.54
1544.00,73.79
1543.00,73.07
1542.00,72.33
1541.00,71.39
1540.00,70.24
1539.00,69.12
1538.00,68.27
1537.00,67.64
1536.00,67.08
1535.00,66.49
1534.00,65.84
1533.00,65.28
1532.00,64.94
1531.00,64.81
1530.00,64.82
1529.00,64.95
1528.00,65.21
1527.00,65.60
1526.00,66.10
1525.00,66.66
1524.00,67.25
1523.00,67.90
1522.00,68.69
1521.00,69.55
1520.00,70.32
1519.00,70.99
1518.00,71.66
1517.00,72.39
1516.00,73.11
1515.00,73.74
1514.00,74.31
1513.00,74.86
1512.00,75.43
1511.00,75.97
1510.00,76.48
1509.00,76.98
1508.00,77.52
1507.00,78.19
1506.00,78.88
1505.00,79.45
1504.00,79.86
1503.00,80.19
1502.00,80.53
1501.00,80.90
1500.00,81.28
1499.00,81.66
1498.00,82.05
1497.00,82.43
1496.00,82.79
1495.00,83.10
1494.00,83.39
1493.00,83.64
1492.00,83.88
1491.00,84.12
1490.00,84.38
1489.00,84.60
1488.00,84.78
1487.00,84.91
1486.00,85.00
1485.00,85.01
1484.00,84.90
1483.00,84.68
1482.00,84.33
1481.00,83.84
1480.00,83.27
1479.00,82.66
1478.00,82.04
1477.00,81.44
1476.00,80.93
1475.00,80.62
1474.00,80.59
1473.00,80.84
1472.00,81.25
1471.00,81.58
1470.00,81.71
1469.00,81.61
1468.00,81.32
1467.00,80.89
1466.00,80.41
1465.00,80.04
1464.00,79.93
1463.00,80.05
1462.00,80.33
1461.00,80.67
1460.00,81.02
1459.00,81.38
1458.00,81.75
1457.00,82.11
1456.00,82.39
1455.00,82.59
1454.00,82.76
1453.00,82.93
1452.00,83.11
1451.00,83.27
1450.00,83.42
1449.00,83.56
1448.00,83.66
1447.00,83.73
1446.00,83.77
1445.00,83.79
1444.00,83.77
1443.00,83.73
1442.00,83.68
1441.00,83.64
1440.00,83.62
1439.00,83.61
1438.00,83.61
1437.00,83.64
1436.00,83.68
1435.00,83.74
1434.00,83.82
1433.00,83.92
1432.00,84.04
1431.00,84.18
1430.00,84.33
1429.00,84.46
1428.00,84.55
1427.00,84.58
1426.00,84.57
1425.00,84.51
1424.00,84.38
1423.00,84.21
1422.00,83.99
1421.00,83.66
1420.00,83.13
1419.00,82.44
1418.00,81.83
1417.00,81.49
1416.00,81.46
1415.00,81.71
1414.00,82.20
1413.00,82.82
1412.00,83.48
1411.00,84.10
1410.00,84.66
1409.00,85.13
1408.00,85.51
1407.00,85.82
1406.00,86.09
1405.00,86.32
1404.00,86.51
1403.00,86.65
1402.00,86.74
1401.00,86.81
1400.00,86.85
1399.00,86.86
1398.00,86.85
1397.00,86.81
1396.00,86.75
1395.00,86.65
1394.00,86.52
1393.00,86.40
1392.00,86.27
1391.00,86.13
1390.00,85.99
1389.00,85.85
1388.00,85.71
1387.00,85.60
1386.00,85.53
1385.00,85.49
1384.00,85.44
1383.00,85.36
1382.00,85.25
1381.00,85.10
1380.00,84.92
1379.00,84.70
1378.00,84.44
1377.00,84.16
1376.00,83.84
1375.00,83.47
1374.00,83.09
1373.00,82.78
1372.00,82.56
1371.00,82.44
1370.00,82.39
1369.00,82.42
1368.00,82.51
1367.00,82.63
1366.00,82.77
1365.00,82.93
1364.00,83.10
1363.00,83.27
1362.00,83.45
1361.00,83.62
1360.00,83.78
1359.00,83.94
1358.00,84.10
1357.00,84.25
1356.00,84.42
1355.00,84.59
1354.00,84.76
1353.00,84.93
1352.00,85.08
1351.00,85.23
1350.00,85.37
1349.00,85.51
1348.00,85.65
1347.00,85.79
1346.00,85.92
1345.00,86.04
1344.00,86.14
1343.00,86.23
1342.00,86.31
1341.00,86.38
1340.00,86.44
1339.00,86.50
1338.00,86.58
1337.00,86.65
1336.00,86.72
1335.00,86.78
1334.00,86.81
1333.00,86.84
1332.00,86.84
1331.00,86.84
1330.00,86.84
1329.00,86.85
1328.00,86.86
1327.00,86.89
1326.00,86.95
1325.00,87.02
1324.00,87.09
1323.00,87.16
1322.00,87.22
1321.00,87.27
1320.00,87.32
1319.00,87.37
1318.00,87.40
1317.00,87.41
1316.00,87.40
1315.00,87.37
1314.00,87.32
1313.00,87.26
1312.00,87.19
1311.00,87.12
1310.00,87.05
1309.00,86.98
1308.00,86.90
1307.00,86.82
1306.00,86.74
1305.00,86.68
1304.00,86.63
1303.00,86.60
1302.00,86.58
1301.00,86.59
1300.00,86.61
1299.00,86.64
1298.00,86.67
1297.00,86.67
1296.00,86.66
1295.00,86.62
1294.00,86.57
1293.00,86.51
1292.00,86.43
1291.00,86.34
1290.00,86.21
1289.00,86.03
1288.00,85.80
1287.00,85.51
1286.00,85.18
1285.00,84.80
1284.00,84.35
1283.00,83.85
1282.00,83.29
1281.00,82.66
1280.00,82.00
1279.00,81.32
1278.00,80.66
1277.00,80.07
1276.00,79.56
1275.00,79.16
1274.00,78.86
1273.00,78.66
1272.00,78.54
1271.00,78.50
1270.00,78.54
1269.00,78.64
1268.00,78.79
1267.00,78.98
1266.00,79.20
1265.00,79.44
1264.00,79.67
1263.00,79.90
1262.00,80.14
1261.00,80.38
1260.00,80.61
1259.00,80.82
1258.00,81.03
1257.00,81.23
1256.00,81.40
1255.00,81.56
1254.00,81.73
1253.00,81.88
1252.00,82.02
1251.00,82.15
1250.00,82.28
1249.00,82.39
1248.00,82.50
1247.00,82.59
1246.00,82.68
1245.00,82.78
1244.00,82.88
1243.00,82.98
1242.00,83.08
1241.00,83.18
1240.00,83.26
1239.00,83.34
1238.00,83.43
1237.00,83.52
1236.00,83.62
1235.00,83.72
1234.00,83.83
1233.00,83.94
1232.00,84.05
1231.00,84.15
1230.00,84.23
1229.00,84.28
1228.00,84.29
1227.00,84.27
1226.00,84.21
1225.00,84.16
1224.00,84.15
1223.00,84.23
1222.00,84.40
1221.00,84.64
1220.00,84.89
1219.00,85.11
1218.00,85.29
1217.00,85.43
1216.00,85.53
1215.00,85.60
1214.00,85.66
1213.00,85.70
1212.00,85.72
1211.00,85.69
1210.00,85.60
1209.00,85.43
1208.00,85.19
1207.00,84.87
1206.00,84.44
1205.00,83.89
1204.00,83.20
1203.00,82.38
1202.00,81.48
1201.00,80.53
1200.00,79.61
1199.00,78.83
1198.00,78.31
1197.00,78.12
1196.00,78.26
1195.00,78.69
1194.00,79.29
1193.00,79.97
1192.00,80.63
1191.00,81.24
1190.00,81.77
1189.00,82.21
1188.00,82.53
1187.00,82.75
1186.00,82.88
1185.00,82.91
1184.00,82.87
1183.00,82.77
1182.00,82.65
1181.00,82.54
1180.00,82.48
1179.00,82.50
1178.00,82.62
1177.00,82.83
1176.00,83.11
1175.00,83.44
1174.00,83.79
1173.00,84.14
1172.00,84.48
1171.00,84.79
1170.00,85.08
1169.00,85.34
1168.00,85.57
1167.00,85.78
1166.00,85.99
1165.00,86.18
1164.00,86.35
1163.00,86.48
1162.00,86.58
1161.00,86.65
1160.00,86.69
1159.00,86.70
1158.00,86.68
1157.00,86.65
1156.00,86.60
1155.00,86.52
1154.00,86.42
1153.00,86.30
1152.00,86.17
1151.00,86.03
1150.00,85.90
1149.00,85.80
1148.00,85.73
1147.00,85.69
1146.00,85.66
1145.00,85.65
1144.00,85.63
1143.00,85.59
1142.00,85.54
1141.00,85.49
1140.00,85.44
1139.00,85.45
1138.00,85.54
1137.00,85.72
1136.00,85.98
1135.00,86.29
1134.00,86.60
1133.00,86.88
1132.00,87.13
1131.00,87.34
1130.00,87.52
1129.00,87.67
1128.00,87.80
1127.00,87.91
1126.00,88.01
1125.00,88.11
1124.00,88.21
1123.00,88.29
1122.00,88.38
1121.00,88.47
1120.00,88.57
1119.00,88.66
1118.00,88.74
1117.00,88.80
1116.00,88.83
1115.00,88.85
1114.00,88.87
1113.00,88.89
1112.00,88.92
1111.00,88.94
1110.00,88.97
1109.00,89.02
1108.00,89.07
1107.00,89.13
1106.00,89.18
1105.00,89.20
1104.00,89.19
1103.00,89.18
1102.00,89.19
1101.00,89.21
1100.00,89.22
1099.00,89.23
1098.00,89.24
1097.00,89.25
1096.00,89.26
1095.00,89.25
1094.00,89.25
1093.00,89.27
1092.00,89.30
1091.00,89.33
1090.00,89.34
1089.00,89.35
1088.00,89.36
1087.00,89.38
1086.00,89.42
1085.00,89.48
1084.00,89.55
1083.00,89.63
1082.00,89.70
1081.00,89.76
1080.00,89.81
1079.00,89.84
1078.00,89.87
1077.00,89.90
1076.00,89.92
1075.00,89.92
1074.00,89.91
1073.00,89.90
1072.00,89.87
1071.00,89.83
1070.00,89.76
1069.00,89.65
1068.00,89.52
1067.00,89.42
1066.00,89.36
1065.00,89.32
1064.00,89.30
1063.00,89.30
1062.00,89.30
1061.00,89.33
1060.00,89.36
1059.00,89.39
1058.00,89.44
1057.00,89.52
1056.00,89.59
1055.00,89.65
1054.00,89.68
1053.00,89.68
1052.00,89.68
1051.00,89.67
1050.00,89.66
1049.00,89.67
1048.00,89.65
1047.00,89.61
1046.00,89.55
1045.00,89.48
1044.00,89.40
1043.00,89.31
1042.00,89.24
1041.00,89.22
1040.00,89.24
1039.00,89.28
1038.00,89.32
1037.00,89.35
1036.00,89.37
1035.00,89.41
1034.00,89.45
1033.00,89.51
1032.00,89.57
1031.00,89.64
1030.00,89.72
1029.00,89.79
1028.00,89.86
1027.00,89.92
1026.00,89.99
1025.00,90.06
1024.00,90.11
1023.00,90.14
1022.00,90.16
1021.00,90.17
1020.00,90.19
1019.00,90.21
1018.00,90.24
1017.00,90.28
1016.00,90.32
1015.00,90.34
1014.00,90.35
1013.00,90.35
1012.00,90.36
1011.00,90.38
1010.00,90.42
1009.00,90.48
1008.00,90.55
1007.00,90.60
1006.00,90.64
1005.00,90.67
1004.00,90.72
1003.00,90.77
1002.00,90.83
1001.00,90.88
1000.00,90.92
999.00,90.94
998.00,90.96
997.00,90.98
996.00,90.99
995.00,91.01
994.00,91.04
993.00,91.09
992.00,91.14
991.00,91.18
990.00,91.19
989.00,91.18
988.00,91.17
987.00,91.17
986.00,91.22
985.00,91.29
984.00,91.38
983.00,91.47
982.00,91.53
981.00,91.59
980.00,91.65
979.00,91.71
978.00,91.76
977.00,91.78
976.00,91.80
975.00,91.83
974.00,91.87
973.00,91.92
972.00,91.96
971.00,91.98
970.00,91.98
969.00,91.98
968.00,91.99
967.00,92.02
966.00,92.05
965.00,92.06
964.00,92.07
963.00,92.05
962.00,92.02
961.00,91.98
960.00,91.94
959.00,91.92
958.00,91.91
957.00,91.90
956.00,91.88
955.00,91.85
954.00,91.82
953.00,91.80
952.00,91.76
951.00,91.69
950.00,91.60
949.00,91.50
948.00,91.41
947.00,91.32
946.00,91.20
945.00,91.04
944.00,90.85
943.00,90.60
942.00,90.27
941.00,89.84
940.00,89.29
939.00,88.64
938.00,87.91
937.00,87.18
936.00,86.55
935.00,86.11
934.00,85.96
933.00,86.09
932.00,86.43
931.00,86.88
930.00,87.36
929.00,87.82
928.00,88.24
927.00,88.61
926.00,88.94
925.00,89.21
924.00,89.44
923.00,89.66
922.00,89.86
921.00,90.04
920.00,90.20
919.00,90.33
918.00,90.43
917.00,90.54
916.00,90.65
915.00,90.76
914.00,90.84
913.00,90.89
912.00,90.90
911.00,90.87
910.00,90.79
909.00,90.68
908.00,90.56
907.00,90.46
906.00,90.43
905.00,90.48
904.00,90.59
903.00,90.74
