Created as New Dataset,78 Nylon Allied Signal Fibers 
3850.00,99.10
3849.00,99.12
3848.00,99.14
3847.00,99.15
3846.00,99.16
3845.00,99.17
3844.00,99.19
3843.00,99.19
3842.00,99.17
3841.00,99.13
3840.00,99.11
3839.00,99.11
3838.00,99.11
3837.00,99.11
3836.00,99.09
3835.00,99.07
3834.00,99.06
3833.00,99.06
3832.00,99.08
3831.00,99.10
3830.00,99.10
3829.00,99.08
3828.00,99.07
3827.00,99.08
3826.00,99.11
3825.00,99.11
3824.00,99.08
3823.00,99.07
3822.00,99.13
3821.00,99.21
3820.00,99.24
3819.00,99.19
3818.00,99.11
3817.00,99.09
3816.00,99.11
3815.00,99.13
3814.00,99.11
3813.00,99.09
3812.00,99.11
3811.00,99.12
3810.00,99.12
3809.00,99.09
3808.00,99.10
3807.00,99.15
3806.00,99.19
3805.00,99.16
3804.00,99.08
3803.00,99.02
3802.00,99.02
3801.00,99.04
3800.00,99.03
3799.00,98.99
3798.00,98.98
3797.00,99.02
3796.00,99.09
3795.00,99.13
3794.00,99.13
3793.00,99.11
3792.00,99.10
3791.00,99.10
3790.00,99.10
3789.00,99.11
3788.00,99.11
3787.00,99.10
3786.00,99.08
3785.00,99.07
3784.00,99.07
3783.00,99.06
3782.00,99.03
3781.00,99.02
3780.00,99.03
3779.00,99.05
3778.00,99.06
3777.00,99.06
3776.00,99.07
3775.00,99.10
3774.00,99.13
3773.00,99.14
3772.00,99.12
3771.00,99.12
3770.00,99.12
3769.00,99.13
3768.00,99.12
3767.00,99.12
3766.00,99.15
3765.00,99.20
3764.00,99.22
3763.00,99.19
3762.00,99.15
3761.00,99.13
3760.00,99.12
3759.00,99.11
3758.00,99.10
3757.00,99.08
3756.00,99.07
3755.00,99.05
3754.00,99.05
3753.00,99.05
3752.00,99.06
3751.00,99.04
3750.00,99.04
3749.00,99.04
3748.00,99.03
3747.00,98.98
3746.00,98.94
3745.00,98.99
3744.00,99.05
3743.00,99.05
3742.00,99.00
3741.00,98.98
3740.00,99.01
3739.00,99.05
3738.00,99.08
3737.00,99.10
3736.00,99.10
3735.00,99.07
3734.00,99.01
3733.00,98.98
3732.00,99.00
3731.00,99.06
3730.00,99.09
3729.00,99.09
3728.00,99.07
3727.00,99.07
3726.00,99.07
3725.00,99.07
3724.00,99.06
3723.00,99.06
3722.00,99.06
3721.00,99.05
3720.00,99.03
3719.00,99.01
3718.00,99.01
3717.00,99.02
3716.00,99.02
3715.00,99.03
3714.00,99.04
3713.00,99.06
3712.00,99.07
3711.00,99.06
3710.00,99.04
3709.00,99.02
3708.00,99.02
3707.00,99.03
3706.00,99.03
3705.00,99.01
3704.00,98.99
3703.00,98.98
3702.00,98.98
3701.00,98.99
3700.00,99.01
3699.00,99.02
3698.00,99.04
3697.00,99.07
3696.00,99.10
3695.00,99.09
3694.00,99.07
3693.00,99.04
3692.00,99.00
3691.00,98.96
3690.00,98.91
3689.00,98.88
3688.00,98.89
3687.00,98.91
3686.00,98.92
3685.00,98.94
3684.00,98.96
3683.00,98.97
3682.00,98.98
3681.00,98.98
3680.00,98.98
3679.00,98.96
3678.00,98.91
3677.00,98.87
3676.00,98.89
3675.00,98.92
3674.00,98.91
3673.00,98.84
3672.00,98.78
3671.00,98.78
3670.00,98.82
3669.00,98.85
3668.00,98.86
3667.00,98.86
3666.00,98.89
3665.00,98.92
3664.00,98.94
3663.00,98.96
3662.00,98.97
3661.00,98.98
3660.00,98.97
3659.00,98.94
3658.00,98.92
3657.00,98.93
3656.00,98.97
3655.00,99.00
3654.00,98.99
3653.00,98.95
3652.00,98.92
3651.00,98.91
3650.00,98.89
3649.00,98.86
3648.00,98.83
3647.00,98.83
3646.00,98.84
3645.00,98.86
3644.00,98.87
3643.00,98.89
3642.00,98.92
3641.00,98.93
3640.00,98.94
3639.00,98.93
3638.00,98.93
3637.00,98.94
3636.00,98.94
3635.00,98.95
3634.00,98.96
3633.00,98.95
3632.00,98.91
3631.00,98.86
3630.00,98.86
3629.00,98.89
3628.00,98.90
3627.00,98.88
3626.00,98.85
3625.00,98.85
3624.00,98.88
3623.00,98.89
3622.00,98.87
3621.00,98.84
3620.00,98.82
3619.00,98.83
3618.00,98.84
3617.00,98.83
3616.00,98.81
3615.00,98.79
3614.00,98.79
3613.00,98.79
3612.00,98.79
3611.00,98.77
3610.00,98.76
3609.00,98.75
3608.00,98.75
3607.00,98.75
3606.00,98.75
3605.00,98.75
3604.00,98.76
3603.00,98.76
3602.00,98.77
3601.00,98.77
3600.00,98.78
3599.00,98.77
3598.00,98.75
3597.00,98.72
3596.00,98.70
3595.00,98.69
3594.00,98.71
3593.00,98.73
3592.00,98.72
3591.00,98.69
3590.00,98.65
3589.00,98.62
3588.00,98.64
3587.00,98.66
3586.00,98.68
3585.00,98.67
3584.00,98.66
3583.00,98.64
3582.00,98.63
3581.00,98.62
3580.00,98.62
3579.00,98.63
3578.00,98.63
3577.00,98.62
3576.00,98.59
3575.00,98.57
3574.00,98.57
3573.00,98.57
3572.00,98.58
3571.00,98.59
3570.00,98.59
3569.00,98.58
3568.00,98.58
3567.00,98.56
3566.00,98.54
3565.00,98.52
3564.00,98.51
3563.00,98.51
3562.00,98.51
3561.00,98.50
3560.00,98.48
3559.00,98.46
3558.00,98.46
3557.00,98.47
3556.00,98.47
3555.00,98.47
3554.00,98.45
3553.00,98.44
3552.00,98.43
3551.00,98.43
3550.00,98.43
3549.00,98.43
3548.00,98.44
3547.00,98.45
3546.00,98.45
3545.00,98.44
3544.00,98.41
3543.00,98.39
3542.00,98.37
3541.00,98.34
3540.00,98.32
3539.00,98.30
3538.00,98.28
3537.00,98.27
3536.00,98.27
3535.00,98.27
3534.00,98.27
3533.00,98.28
3532.00,98.28
3531.00,98.27
3530.00,98.27
3529.00,98.26
3528.00,98.24
3527.00,98.21
3526.00,98.18
3525.00,98.15
3524.00,98.13
3523.00,98.13
3522.00,98.13
3521.00,98.14
3520.00,98.14
3519.00,98.14
3518.00,98.14
3517.00,98.13
3516.00,98.11
3515.00,98.10
3514.00,98.09
3513.00,98.08
3512.00,98.09
3511.00,98.10
3510.00,98.11
3509.00,98.12
3508.00,98.11
3507.00,98.11
3506.00,98.10
3505.00,98.10
3504.00,98.10
3503.00,98.09
3502.00,98.08
3501.00,98.08
3500.00,98.09
3499.00,98.09
3498.00,98.07
3497.00,98.03
3496.00,97.99
3495.00,97.95
3494.00,97.93
3493.00,97.92
3492.00,97.92
3491.00,97.93
3490.00,97.94
3489.00,97.95
3488.00,97.97
3487.00,97.99
3486.00,98.00
3485.00,97.99
3484.00,97.97
3483.00,97.96
3482.00,97.96
3481.00,97.96
3480.00,97.96
3479.00,97.94
3478.00,97.92
3477.00,97.90
3476.00,97.88
3475.00,97.87
3474.00,97.86
3473.00,97.87
3472.00,97.89
3471.00,97.91
3470.00,97.92
3469.00,97.92
3468.00,97.91
3467.00,97.90
3466.00,97.87
3465.00,97.84
3464.00,97.81
3463.00,97.79
3462.00,97.79
3461.00,97.79
3460.00,97.78
3459.00,97.77
3458.00,97.76
3457.00,97.77
3456.00,97.77
3455.00,97.78
3454.00,97.78
3453.00,97.76
3452.00,97.73
3451.00,97.71
3450.00,97.69
3449.00,97.68
3448.00,97.69
3447.00,97.69
3446.00,97.68
3445.00,97.66
3444.00,97.63
3443.00,97.60
3442.00,97.57
3441.00,97.57
3440.00,97.59
3439.00,97.63
3438.00,97.66
3437.00,97.68
3436.00,97.67
3435.00,97.64
3434.00,97.62
3433.00,97.60
3432.00,97.58
3431.00,97.56
3430.00,97.55
3429.00,97.55
3428.00,97.55
3427.00,97.56
3426.00,97.57
3425.00,97.58
3424.00,97.58
3423.00,97.58
3422.00,97.56
3421.00,97.53
3420.00,97.50
3419.00,97.49
3418.00,97.47
3417.00,97.47
3416.00,97.47
3415.00,97.47
3414.00,97.46
3413.00,97.46
3412.00,97.44
3411.00,97.43
3410.00,97.42
3409.00,97.43
3408.00,97.44
3407.00,97.44
3406.00,97.43
3405.00,97.40
3404.00,97.36
3403.00,97.33
3402.00,97.30
3401.00,97.28
3400.00,97.28
3399.00,97.29
3398.00,97.30
3397.00,97.31
3396.00,97.30
3395.00,97.29
3394.00,97.29
3393.00,97.29
3392.00,97.27
3391.00,97.24
3390.00,97.21
3389.00,97.17
3388.00,97.14
3387.00,97.12
3386.00,97.10
3385.00,97.10
3384.00,97.11
3383.00,97.12
3382.00,97.12
3381.00,97.10
3380.00,97.07
3379.00,97.04
3378.00,97.02
3377.00,97.01
3376.00,97.00
3375.00,96.98
3374.00,96.95
3373.00,96.92
3372.00,96.89
3371.00,96.85
3370.00,96.83
3369.00,96.80
3368.00,96.79
3367.00,96.78
3366.00,96.77
3365.00,96.75
3364.00,96.72
3363.00,96.68
3362.00,96.65
3361.00,96.61
3360.00,96.58
3359.00,96.56
3358.00,96.53
3357.00,96.50
3356.00,96.46
3355.00,96.42
3354.00,96.38
3353.00,96.35
3352.00,96.31
3351.00,96.27
3350.00,96.22
3349.00,96.17
3348.00,96.11
3347.00,96.05
3346.00,96.00
3345.00,95.96
3344.00,95.91
3343.00,95.85
3342.00,95.78
3341.00,95.71
3340.00,95.63
3339.00,95.55
3338.00,95.46
3337.00,95.37
3336.00,95.28
3335.00,95.19
3334.00,95.10
3333.00,95.03
3332.00,94.95
3331.00,94.88
3330.00,94.79
3329.00,94.69
3328.00,94.58
3327.00,94.47
3326.00,94.34
3325.00,94.20
3324.00,94.06
3323.00,93.92
3322.00,93.79
3321.00,93.67
3320.00,93.56
3319.00,93.44
3318.00,93.31
3317.00,93.17
3316.00,93.04
3315.00,92.91
3314.00,92.79
3313.00,92.66
3312.00,92.51
3311.00,92.34
3310.00,92.15
3309.00,91.96
3308.00,91.75
3307.00,91.53
3306.00,91.31
3305.00,91.11
3304.00,90.92
3303.00,90.76
3302.00,90.62
3301.00,90.49
3300.00,90.37
3299.00,90.26
3298.00,90.18
3297.00,90.13
3296.00,90.12
3295.00,90.15
3294.00,90.21
3293.00,90.30
3292.00,90.40
3291.00,90.52
3290.00,90.65
3289.00,90.78
3288.00,90.90
3287.00,91.03
3286.00,91.17
3285.00,91.32
3284.00,91.49
3283.00,91.67
3282.00,91.83
3281.00,91.97
3280.00,92.09
3279.00,92.20
3278.00,92.32
3277.00,92.43
3276.00,92.53
3275.00,92.62
3274.00,92.71
3273.00,92.80
3272.00,92.90
3271.00,92.99
3270.00,93.08
3269.00,93.17
3268.00,93.27
3267.00,93.36
3266.00,93.46
3265.00,93.57
3264.00,93.68
3263.00,93.79
3262.00,93.88
3261.00,93.96
3260.00,94.04
3259.00,94.12
3258.00,94.20
3257.00,94.28
3256.00,94.37
3255.00,94.46
3254.00,94.55
3253.00,94.63
3252.00,94.69
3251.00,94.73
3250.00,94.78
3249.00,94.84
3248.00,94.90
3247.00,94.95
3246.00,95.02
3245.00,95.09
3244.00,95.17
3243.00,95.25
3242.00,95.31
3241.00,95.36
3240.00,95.42
3239.00,95.47
3238.00,95.52
3237.00,95.58
3236.00,95.64
3235.00,95.70
3234.00,95.75
3233.00,95.81
3232.00,95.85
3231.00,95.87
3230.00,95.89
3229.00,95.90
3228.00,95.93
3227.00,95.98
3226.00,96.02
3225.00,96.05
3224.00,96.08
3223.00,96.10
3222.00,96.12
3221.00,96.13
3220.00,96.15
3219.00,96.17
3218.00,96.20
3217.00,96.23
3216.00,96.26
3215.00,96.29
3214.00,96.32
3213.00,96.33
3212.00,96.34
3211.00,96.34
3210.00,96.35
3209.00,96.37
3208.00,96.40
3207.00,96.43
3206.00,96.47
3205.00,96.49
3204.00,96.49
3203.00,96.49
3202.00,96.49
3201.00,96.50
3200.00,96.52
3199.00,96.55
3198.00,96.56
3197.00,96.58
3196.00,96.60
3195.00,96.62
3194.00,96.63
3193.00,96.64
3192.00,96.65
3191.00,96.67
3190.00,96.69
3189.00,96.71
3188.00,96.73
3187.00,96.74
3186.00,96.75
3185.00,96.76
3184.00,96.77
3183.00,96.79
3182.00,96.82
3181.00,96.85
3180.00,96.89
3179.00,96.92
3178.00,96.96
3177.00,97.00
3176.00,97.03
3175.00,97.05
3174.00,97.06
3173.00,97.07
3172.00,97.09
3171.00,97.14
3170.00,97.17
3169.00,97.19
3168.00,97.20
3167.00,97.19
3166.00,97.18
3165.00,97.19
3164.00,97.21
3163.00,97.25
3162.00,97.29
3161.00,97.32
3160.00,97.35
3159.00,97.38
3158.00,97.40
3157.00,97.41
3156.00,97.42
3155.00,97.43
3154.00,97.43
3153.00,97.43
3152.00,97.42
3151.00,97.43
3150.00,97.46
3149.00,97.50
3148.00,97.52
3147.00,97.53
3146.00,97.53
3145.00,97.52
3144.00,97.52
3143.00,97.53
3142.00,97.54
3141.00,97.55
3140.00,97.56
3139.00,97.57
3138.00,97.60
3137.00,97.61
3136.00,97.61
3135.00,97.62
3134.00,97.62
3133.00,97.62
3132.00,97.62
3131.00,97.62
3130.00,97.61
3129.00,97.61
3128.00,97.61
3127.00,97.62
3126.00,97.62
3125.00,97.62
3124.00,97.62
3123.00,97.60
3122.00,97.57
3121.00,97.54
3120.00,97.52
3119.00,97.52
3118.00,97.52
3117.00,97.52
3116.00,97.51
3115.00,97.49
3114.00,97.47
3113.00,97.44
3112.00,97.42
3111.00,97.40
3110.00,97.38
3109.00,97.37
3108.00,97.37
3107.00,97.37
3106.00,97.37
3105.00,97.35
3104.00,97.33
3103.00,97.30
3102.00,97.28
3101.00,97.25
3100.00,97.22
3099.00,97.20
3098.00,97.19
3097.00,97.17
3096.00,97.16
3095.00,97.15
3094.00,97.14
3093.00,97.12
3092.00,97.10
3091.00,97.07
3090.00,97.05
3089.00,97.02
3088.00,97.00
3087.00,96.99
3086.00,96.98
3085.00,96.98
3084.00,96.98
3083.00,96.98
3082.00,96.98
3081.00,96.98
3080.00,96.98
3079.00,96.98
3078.00,96.98
3077.00,96.96
3076.00,96.95
3075.00,96.94
3074.00,96.94
3073.00,96.95
3072.00,96.95
3071.00,96.94
3070.00,96.93
3069.00,96.93
3068.00,96.93
3067.00,96.94
3066.00,96.94
3065.00,96.95
3064.00,96.96
3063.00,96.98
3062.00,97.01
3061.00,97.04
3060.00,97.05
3059.00,97.07
3058.00,97.08
3057.00,97.10
3056.00,97.13
3055.00,97.16
3054.00,97.18
3053.00,97.20
3052.00,97.23
3051.00,97.25
3050.00,97.28
3049.00,97.32
3048.00,97.36
3047.00,97.41
3046.00,97.46
3045.00,97.50
3044.00,97.54
3043.00,97.57
3042.00,97.60
3041.00,97.63
3040.00,97.65
3039.00,97.68
3038.00,97.71
3037.00,97.73
3036.00,97.76
3035.00,97.77
3034.00,97.78
3033.00,97.80
3032.00,97.82
3031.00,97.84
3030.00,97.86
3029.00,97.87
3028.00,97.87
3027.00,97.88
3026.00,97.89
3025.00,97.91
3024.00,97.94
3023.00,97.96
3022.00,97.97
3021.00,97.98
3020.00,97.99
3019.00,98.00
3018.00,98.00
3017.00,98.00
3016.00,98.00
3015.00,98.01
3014.00,98.03
3013.00,98.06
3012.00,98.07
3011.00,98.08
3010.00,98.07
3009.00,98.06
3008.00,98.06
3007.00,98.06
3006.00,98.08
3005.00,98.09
3004.00,98.08
3003.00,98.06
3002.00,98.04
3001.00,98.03
3000.00,98.03
2999.00,98.04
2998.00,98.04
2997.00,98.03
2996.00,98.02
2995.00,98.02
2994.00,98.02
2993.00,98.02
2992.00,98.00
2991.00,97.97
2990.00,97.93
2989.00,97.90
2988.00,97.88
2987.00,97.86
2986.00,97.83
2985.00,97.80
2984.00,97.75
2983.00,97.71
2982.00,97.67
2981.00,97.64
2980.00,97.60
2979.00,97.55
2978.00,97.50
2977.00,97.44
2976.00,97.38
2975.00,97.32
2974.00,97.25
2973.00,97.16
2972.00,97.07
2971.00,96.97
2970.00,96.89
2969.00,96.81
2968.00,96.72
2967.00,96.63
2966.00,96.54
2965.00,96.44
2964.00,96.35
2963.00,96.25
2962.00,96.14
2961.00,96.03
2960.00,95.90
2959.00,95.77
2958.00,95.63
2957.00,95.49
2956.00,95.35
2955.00,95.18
2954.00,94.99
2953.00,94.77
2952.00,94.53
2951.00,94.27
2950.00,94.02
2949.00,93.77
2948.00,93.53
2947.00,93.31
2946.00,93.11
2945.00,92.94
2944.00,92.79
2943.00,92.67
2942.00,92.55
2941.00,92.45
2940.00,92.35
2939.00,92.27
2938.00,92.20
2937.00,92.13
2936.00,92.08
2935.00,92.04
2934.00,92.02
2933.00,92.04
2932.00,92.07
2931.00,92.13
2930.00,92.19
2929.00,92.27
2928.00,92.35
2927.00,92.44
2926.00,92.52
2925.00,92.61
2924.00,92.70
2923.00,92.80
2922.00,92.89
2921.00,92.98
2920.00,93.08
2919.00,93.20
2918.00,93.32
2917.00,93.44
2916.00,93.56
2915.00,93.68
2914.00,93.79
2913.00,93.90
2912.00,94.01
2911.00,94.11
2910.00,94.21
2909.00,94.30
2908.00,94.38
2907.00,94.45
2906.00,94.50
2905.00,94.55
2904.00,94.58
2903.00,94.61
2902.00,94.64
2901.00,94.68
2900.00,94.72
2899.00,94.77
2898.00,94.84
2897.00,94.92
2896.00,95.01
2895.00,95.11
2894.00,95.20
2893.00,95.30
2892.00,95.39
2891.00,95.46
2890.00,95.52
2889.00,95.57
2888.00,95.59
2887.00,95.59
2886.00,95.57
2885.00,95.55
2884.00,95.52
2883.00,95.47
2882.00,95.39
2881.00,95.30
2880.00,95.19
2879.00,95.07
2878.00,94.94
2877.00,94.80
2876.00,94.67
2875.00,94.54
2874.00,94.41
2873.00,94.29
2872.00,94.19
2871.00,94.10
2870.00,94.02
2869.00,93.97
2868.00,93.92
2867.00,93.88
2866.00,93.85
2865.00,93.84
2864.00,93.84
2863.00,93.86
2862.00,93.89
2861.00,93.93
2860.00,93.96
2859.00,93.99
2858.00,94.03
2857.00,94.08
2856.00,94.14
2855.00,94.22
2854.00,94.30
2853.00,94.40
2852.00,94.51
2851.00,94.66
2850.00,94.84
2849.00,95.04
2848.00,95.26
2847.00,95.48
2846.00,95.70
2845.00,95.91
2844.00,96.12
2843.00,96.32
2842.00,96.50
2841.00,96.64
2840.00,96.75
2839.00,96.85
2838.00,96.94
2837.00,97.02
2836.00,97.08
2835.00,97.12
2834.00,97.15
2833.00,97.18
2832.00,97.23
2831.00,97.28
2830.00,97.32
2829.00,97.34
2828.00,97.36
2827.00,97.37
2826.00,97.38
2825.00,97.40
2824.00,97.44
2823.00,97.47
2822.00,97.49
2821.00,97.51
2820.00,97.52
2819.00,97.53
2818.00,97.54
2817.00,97.56
2816.00,97.58
2815.00,97.60
2814.00,97.62
2813.00,97.64
2812.00,97.65
2811.00,97.66
2810.00,97.67
2809.00,97.69
2808.00,97.72
2807.00,97.75
2806.00,97.77
2805.00,97.78
2804.00,97.79
2803.00,97.80
2802.00,97.82
2801.00,97.83
2800.00,97.84
2799.00,97.84
2798.00,97.85
2797.00,97.86
2796.00,97.88
2795.00,97.89
2794.00,97.89
2793.00,97.89
2792.00,97.88
2791.00,97.88
2790.00,97.89
2789.00,97.89
2788.00,97.89
2787.00,97.90
2786.00,97.92
2785.00,97.94
2784.00,97.96
2783.00,97.98
2782.00,98.00
2781.00,98.00
2780.00,98.00
2779.00,98.00
2778.00,98.01
2777.00,98.01
2776.00,98.01
2775.00,98.01
2774.00,98.01
2773.00,98.01
2772.00,98.00
2771.00,98.00
2770.00,97.99
2769.00,98.00
2768.00,98.01
2767.00,98.03
2766.00,98.05
2765.00,98.06
2764.00,98.08
2763.00,98.08
2762.00,98.08
2761.00,98.08
2760.00,98.09
2759.00,98.09
2758.00,98.10
2757.00,98.09
2756.00,98.09
2755.00,98.08
2754.00,98.07
2753.00,98.07
2752.00,98.07
2751.00,98.08
2750.00,98.08
2749.00,98.09
2748.00,98.09
2747.00,98.08
2746.00,98.08
2745.00,98.09
2744.00,98.11
2743.00,98.12
2742.00,98.11
2741.00,98.10
2740.00,98.09
2739.00,98.09
2738.00,98.11
2737.00,98.12
2736.00,98.13
2735.00,98.14
2734.00,98.15
2733.00,98.16
2732.00,98.17
2731.00,98.16
2730.00,98.15
2729.00,98.15
2728.00,98.17
2727.00,98.19
2726.00,98.20
2725.00,98.20
2724.00,98.20
2723.00,98.19
2722.00,98.20
2721.00,98.21
2720.00,98.22
2719.00,98.23
2718.00,98.23
2717.00,98.23
2716.00,98.22
2715.00,98.21
2714.00,98.21
2713.00,98.20
2712.00,98.20
2711.00,98.21
2710.00,98.22
2709.00,98.24
2708.00,98.25
2707.00,98.25
2706.00,98.24
2705.00,98.25
2704.00,98.25
2703.00,98.24
2702.00,98.23
2701.00,98.22
2700.00,98.22
2699.00,98.23
2698.00,98.24
2697.00,98.24
2696.00,98.24
2695.00,98.24
2694.00,98.24
2693.00,98.25
2692.00,98.27
2691.00,98.28
2690.00,98.28
2689.00,98.28
2688.00,98.28
2687.00,98.29
2686.00,98.29
2685.00,98.30
2684.00,98.29
2683.00,98.29
2682.00,98.30
2681.00,98.30
2680.00,98.30
2679.00,98.30
2678.00,98.29
2677.00,98.30
2676.00,98.31
2675.00,98.32
2674.00,98.33
2673.00,98.33
2672.00,98.33
2671.00,98.33
2670.00,98.32
2669.00,98.32
2668.00,98.32
2667.00,98.32
2666.00,98.33
2665.00,98.33
2664.00,98.33
2663.00,98.32
2662.00,98.31
2661.00,98.30
2660.00,98.30
2659.00,98.29
2658.00,98.29
2657.00,98.29
2656.00,98.29
2655.00,98.29
2654.00,98.27
2653.00,98.26
2652.00,98.26
2651.00,98.27
2650.00,98.26
2649.00,98.25
2648.00,98.23
2647.00,98.21
2646.00,98.21
2645.00,98.21
2644.00,98.22
2643.00,98.22
2642.00,98.22
2641.00,98.21
2640.00,98.21
2639.00,98.22
2638.00,98.23
2637.00,98.24
2636.00,98.24
2635.00,98.23
2634.00,98.22
2633.00,98.21
2632.00,98.20
2631.00,98.19
2630.00,98.19
2629.00,98.19
2628.00,98.20
2627.00,98.21
2626.00,98.21
2625.00,98.20
2624.00,98.19
2623.00,98.18
2622.00,98.18
2621.00,98.18
2620.00,98.17
2619.00,98.16
2618.00,98.16
2617.00,98.16
2616.00,98.17
2615.00,98.17
2614.00,98.18
2613.00,98.17
2612.00,98.16
2611.00,98.14
2610.00,98.12
2609.00,98.13
2608.00,98.14
2607.00,98.16
2606.00,98.17
2605.00,98.17
2604.00,98.16
2603.00,98.15
2602.00,98.16
2601.00,98.16
2600.00,98.15
2599.00,98.14
2598.00,98.13
2597.00,98.14
2596.00,98.16
2595.00,98.17
2594.00,98.17
2593.00,98.16
2592.00,98.14
2591.00,98.14
2590.00,98.15
2589.00,98.16
2588.00,98.17
2587.00,98.17
2586.00,98.16
2585.00,98.14
2584.00,98.12
2583.00,98.09
2582.00,98.08
2581.00,98.09
2580.00,98.11
2579.00,98.12
2578.00,98.13
2577.00,98.13
2576.00,98.13
2575.00,98.12
2574.00,98.11
2573.00,98.10
2572.00,98.08
2571.00,98.07
2570.00,98.05
2569.00,98.05
2568.00,98.05
2567.00,98.06
2566.00,98.07
2565.00,98.08
2564.00,98.09
2563.00,98.09
2562.00,98.08
2561.00,98.08
2560.00,98.07
2559.00,98.07
2558.00,98.08
2557.00,98.09
2556.00,98.11
2555.00,98.12
2554.00,98.11
2553.00,98.09
2552.00,98.08
2551.00,98.09
2550.00,98.11
2549.00,98.13
2548.00,98.12
2547.00,98.11
2546.00,98.11
2545.00,98.11
2544.00,98.12
2543.00,98.12
2542.00,98.11
2541.00,98.10
2540.00,98.09
2539.00,98.08
2538.00,98.08
2537.00,98.07
2536.00,98.06
2535.00,98.06
2534.00,98.07
2533.00,98.09
2532.00,98.10
2531.00,98.10
2530.00,98.08
2529.00,98.05
2528.00,98.05
2527.00,98.07
2526.00,98.11
2525.00,98.15
2524.00,98.17
2523.00,98.18
2522.00,98.17
2521.00,98.17
2520.00,98.17
2519.00,98.18
2518.00,98.18
2517.00,98.17
2516.00,98.16
2515.00,98.16
2514.00,98.17
2513.00,98.17
2512.00,98.15
2511.00,98.13
2510.00,98.10
2509.00,98.07
2508.00,98.06
2507.00,98.06
2506.00,98.07
2505.00,98.09
2504.00,98.11
2503.00,98.13
2502.00,98.14
2501.00,98.15
2500.00,98.15
2499.00,98.14
2498.00,98.12
2497.00,98.11
2496.00,98.12
2495.00,98.14
2494.00,98.16
2493.00,98.19
2492.00,98.20
2491.00,98.20
2490.00,98.19
2489.00,98.17
2488.00,98.17
2487.00,98.16
2486.00,98.15
2485.00,98.14
2484.00,98.13
2483.00,98.13
2482.00,98.13
2481.00,98.13
2480.00,98.12
2479.00,98.12
2478.00,98.13
2477.00,98.15
2476.00,98.16
2475.00,98.15
2474.00,98.13
2473.00,98.10
2472.00,98.09
2471.00,98.09
2470.00,98.10
2469.00,98.10
2468.00,98.09
2467.00,98.08
2466.00,98.08
2465.00,98.09
2464.00,98.11
2463.00,98.12
2462.00,98.13
2461.00,98.13
2460.00,98.13
2459.00,98.14
2458.00,98.14
2457.00,98.14
2456.00,98.14
2455.00,98.12
2454.00,98.10
2453.00,98.08
