Created as New Dataset,1 Canadian Celanese Co.
cm-1,%T
2455.00,99.24
2454.00,99.23
2453.00,99.23
2452.00,99.23
2451.00,99.23
2450.00,99.25
2449.00,99.27
2448.00,99.29
2447.00,99.31
2446.00,99.31
2445.00,99.31
2444.00,99.30
2443.00,99.31
2442.00,99.32
2441.00,99.33
2440.00,99.33
2439.00,99.32
2438.00,99.30
2437.00,99.28
2436.00,99.28
2435.00,99.29
2434.00,99.31
2433.00,99.31
2432.00,99.29
2431.00,99.27
2430.00,99.26
2429.00,99.26
2428.00,99.27
2427.00,99.29
2426.00,99.31
2425.00,99.32
2424.00,99.31
2423.00,99.30
2422.00,99.30
2421.00,99.32
2420.00,99.34
2419.00,99.37
2418.00,99.38
2417.00,99.38
2416.00,99.36
2415.00,99.35
2414.00,99.35
2413.00,99.35
2412.00,99.35
2411.00,99.34
2410.00,99.33
2409.00,99.34
2408.00,99.37
2407.00,99.40
2406.00,99.42
2405.00,99.43
2404.00,99.43
2403.00,99.43
2402.00,99.44
2401.00,99.46
2400.00,99.48
2399.00,99.49
2398.00,99.50
2397.00,99.50
2396.00,99.51
2395.00,99.52
2394.00,99.53
2393.00,99.54
2392.00,99.55
2391.00,99.55
2390.00,99.55
2389.00,99.55
2388.00,99.56
2387.00,99.57
2386.00,99.58
2385.00,99.59
2384.00,99.61
2383.00,99.63
2382.00,99.67
2381.00,99.72
2380.00,99.76
2379.00,99.80
2378.00,99.83
2377.00,99.85
2376.00,99.86
2375.00,99.86
2374.00,99.84
2373.00,99.83
2372.00,99.84
2371.00,99.84
2370.00,99.85
2369.00,99.86
2368.00,99.87
2367.00,99.88
2366.00,99.89
2365.00,99.85
2364.00,99.77
2363.00,99.71
2362.00,99.74
2361.00,99.87
2360.00,100.02
2359.00,100.10
2358.00,100.10
2357.00,100.05
2356.00,100.01
2355.00,99.98
2354.00,99.96
2353.00,99.94
2352.00,99.93
2351.00,99.93
2350.00,99.94
2349.00,99.96
2348.00,99.97
2347.00,99.98
2346.00,99.98
2345.00,99.97
2344.00,99.96
2343.00,99.98
2342.00,100.00
2341.00,100.01
2340.00,100.00
2339.00,99.99
2338.00,99.98
2337.00,99.98
2336.00,99.98
2335.00,99.98
2334.00,99.98
2333.00,99.97
2332.00,99.94
2331.00,99.89
2330.00,99.85
2329.00,99.83
2328.00,99.83
2327.00,99.86
2326.00,99.86
2325.00,99.83
2324.00,99.79
2323.00,99.75
2322.00,99.73
2321.00,99.71
2320.00,99.67
2319.00,99.65
2318.00,99.66
2317.00,99.69
2316.00,99.72
2315.00,99.72
2314.00,99.70
2313.00,99.66
2312.00,99.63
2311.00,99.61
2310.00,99.60
2309.00,99.57
2308.00,99.53
2307.00,99.49
2306.00,99.46
2305.00,99.43
2304.00,99.41
2303.00,99.39
2302.00,99.38
2301.00,99.36
2300.00,99.33
2299.00,99.30
2298.00,99.27
2297.00,99.25
2296.00,99.24
2295.00,99.22
2294.00,99.18
2293.00,99.13
2292.00,99.07
2291.00,99.02
2290.00,98.98
2289.00,98.96
2288.00,98.92
2287.00,98.88
2286.00,98.83
2285.00,98.80
2284.00,98.78
2283.00,98.78
2282.00,98.79
2281.00,98.79
2280.00,98.78
2279.00,98.77
2278.00,98.74
2277.00,98.66
2276.00,98.58
2275.00,98.52
2274.00,98.51
2273.00,98.53
2272.00,98.54
2271.00,98.52
2270.00,98.47
2269.00,98.44
2268.00,98.43
2267.00,98.45
2266.00,98.47
2265.00,98.47
2264.00,98.44
2263.00,98.40
2262.00,98.37
2261.00,98.35
2260.00,98.31
2259.00,98.26
2258.00,98.23
2257.00,98.22
2256.00,98.24
2255.00,98.25
2254.00,98.26
2253.00,98.26
2252.00,98.26
2251.00,98.25
2250.00,98.23
2249.00,98.20
2248.00,98.17
2247.00,98.15
2246.00,98.15
2245.00,98.16
2244.00,98.17
2243.00,98.17
2242.00,98.15
2241.00,98.12
2240.00,98.10
2239.00,98.09
2238.00,98.07
2237.00,98.05
2236.00,98.05
2235.00,98.06
2234.00,98.08
2233.00,98.08
2232.00,98.05
2231.00,98.01
2230.00,97.97
2229.00,97.93
2228.00,97.90
2227.00,97.87
2226.00,97.87
2225.00,97.87
2224.00,97.86
2223.00,97.82
2222.00,97.76
2221.00,97.69
2220.00,97.66
2219.00,97.68
2218.00,97.72
2217.00,97.73
2216.00,97.68
2215.00,97.62
2214.00,97.56
2213.00,97.53
2212.00,97.52
2211.00,97.52
2210.00,97.55
2209.00,97.59
2208.00,97.61
2207.00,97.60
2206.00,97.58
2205.00,97.54
2204.00,97.49
2203.00,97.45
2202.00,97.42
2201.00,97.42
2200.00,97.40
2199.00,97.39
2198.00,97.41
2197.00,97.45
2196.00,97.47
2195.00,97.45
2194.00,97.37
2193.00,97.29
2192.00,97.23
2191.00,97.20
2190.00,97.19
2189.00,97.17
2188.00,97.14
2187.00,97.10
2186.00,97.06
2185.00,97.02
2184.00,96.96
2183.00,96.89
2182.00,96.85
2181.00,96.87
2180.00,96.90
2179.00,96.91
2178.00,96.87
2177.00,96.81
2176.00,96.80
2175.00,96.82
2174.00,96.86
2173.00,96.87
2172.00,96.84
2171.00,96.78
2170.00,96.72
2169.00,96.67
2168.00,96.64
2167.00,96.60
2166.00,96.55
2165.00,96.46
2164.00,96.32
2163.00,96.18
2162.00,96.08
2161.00,96.07
2160.00,96.16
2159.00,96.32
2158.00,96.51
2157.00,96.69
2156.00,96.81
2155.00,96.89
2154.00,96.96
2153.00,97.05
2152.00,97.15
2151.00,97.24
2150.00,97.30
2149.00,97.35
2148.00,97.38
2147.00,97.41
2146.00,97.46
2145.00,97.54
2144.00,97.62
2143.00,97.70
2142.00,97.76
2141.00,97.80
2140.00,97.82
2139.00,97.82
2138.00,97.82
2137.00,97.83
2136.00,97.87
2135.00,97.93
2134.00,98.01
2133.00,98.09
2132.00,98.15
2131.00,98.18
2130.00,98.20
2129.00,98.20
2128.00,98.21
2127.00,98.23
2126.00,98.26
2125.00,98.30
2124.00,98.31
2123.00,98.30
2122.00,98.28
2121.00,98.26
2120.00,98.27
2119.00,98.29
2118.00,98.32
2117.00,98.34
2116.00,98.34
2115.00,98.31
2114.00,98.28
2113.00,98.25
2112.00,98.24
2111.00,98.23
2110.00,98.24
2109.00,98.24
2108.00,98.22
2107.00,98.20
2106.00,98.19
2105.00,98.19
2104.00,98.21
2103.00,98.21
2102.00,98.19
2101.00,98.17
2100.00,98.14
2099.00,98.13
2098.00,98.13
2097.00,98.16
2096.00,98.20
2095.00,98.24
2094.00,98.28
2093.00,98.30
2092.00,98.31
2091.00,98.30
2090.00,98.28
2089.00,98.25
2088.00,98.23
2087.00,98.21
2086.00,98.19
2085.00,98.18
2084.00,98.18
2083.00,98.19
2082.00,98.18
2081.00,98.14
2080.00,98.10
2079.00,98.07
2078.00,98.06
2077.00,98.06
2076.00,98.06
2075.00,98.05
2074.00,98.05
2073.00,98.05
2072.00,98.05
2071.00,98.04
2070.00,98.01
2069.00,97.98
2068.00,97.94
2067.00,97.90
2066.00,97.87
2065.00,97.85
2064.00,97.85
2063.00,97.86
2062.00,97.87
2061.00,97.87
2060.00,97.85
2059.00,97.83
2058.00,97.81
2057.00,97.81
2056.00,97.83
2055.00,97.83
2054.00,97.79
2053.00,97.69
2052.00,97.54
2051.00,97.41
2050.00,97.33
2049.00,97.30
2048.00,97.29
2047.00,97.30
2046.00,97.30
2045.00,97.28
2044.00,97.22
2043.00,97.12
2042.00,97.02
2041.00,96.95
2040.00,96.93
2039.00,96.93
2038.00,96.93
2037.00,96.91
2036.00,96.90
2035.00,96.92
2034.00,96.96
2033.00,97.01
2032.00,97.00
2031.00,96.94
2030.00,96.84
2029.00,96.76
2028.00,96.72
2027.00,96.70
2026.00,96.69
2025.00,96.67
2024.00,96.67
2023.00,96.68
2022.00,96.74
2021.00,96.82
2020.00,96.93
2019.00,97.01
2018.00,97.05
2017.00,97.03
2016.00,96.97
2015.00,96.90
2014.00,96.88
2013.00,96.91
2012.00,96.98
2011.00,97.08
2010.00,97.18
2009.00,97.27
2008.00,97.35
2007.00,97.40
2006.00,97.44
2005.00,97.47
2004.00,97.48
2003.00,97.48
2002.00,97.47
2001.00,97.48
2000.00,97.49
1999.00,97.48
1998.00,97.45
1997.00,97.43
1996.00,97.45
1995.00,97.50
1994.00,97.54
1993.00,97.54
1992.00,97.48
1991.00,97.38
1990.00,97.30
1989.00,97.28
1988.00,97.29
1987.00,97.32
1986.00,97.35
1985.00,97.36
1984.00,97.32
1983.00,97.21
1982.00,97.05
1981.00,96.90
1980.00,96.79
1979.00,96.74
1978.00,96.74
1977.00,96.81
1976.00,96.92
1975.00,97.04
1974.00,97.13
1973.00,97.18
1972.00,97.21
1971.00,97.22
1970.00,97.25
1969.00,97.30
1968.00,97.36
1967.00,97.42
1966.00,97.46
1965.00,97.49
1964.00,97.52
1963.00,97.57
1962.00,97.64
1961.00,97.71
1960.00,97.77
1959.00,97.80
1958.00,97.82
1957.00,97.84
1956.00,97.87
1955.00,97.90
1954.00,97.94
1953.00,97.96
1952.00,97.97
1951.00,97.98
1950.00,98.00
1949.00,98.03
1948.00,98.05
1947.00,98.07
1946.00,98.09
1945.00,98.12
1944.00,98.13
1943.00,98.14
1942.00,98.16
1941.00,98.20
1940.00,98.25
1939.00,98.31
1938.00,98.37
1937.00,98.41
1936.00,98.43
1935.00,98.42
1934.00,98.41
1933.00,98.42
1932.00,98.45
1931.00,98.47
1930.00,98.47
1929.00,98.48
1928.00,98.51
1927.00,98.56
1926.00,98.61
1925.00,98.65
1924.00,98.66
1923.00,98.67
1922.00,98.68
1921.00,98.69
1920.00,98.69
1919.00,98.67
1918.00,98.67
1917.00,98.70
1916.00,98.74
1915.00,98.77
1914.00,98.78
1913.00,98.79
1912.00,98.80
1911.00,98.81
1910.00,98.82
1909.00,98.83
1908.00,98.83
1907.00,98.82
1906.00,98.83
1905.00,98.85
1904.00,98.88
1903.00,98.92
1902.00,98.95
1901.00,98.97
1900.00,98.98
1899.00,99.00
1898.00,99.02
1897.00,99.05
1896.00,99.07
1895.00,99.08
1894.00,99.09
1893.00,99.10
1892.00,99.09
1891.00,99.08
1890.00,99.05
1889.00,99.03
1888.00,99.02
1887.00,99.02
1886.00,99.04
1885.00,99.06
1884.00,99.07
1883.00,99.07
1882.00,99.07
1881.00,99.08
1880.00,99.10
1879.00,99.12
1878.00,99.13
1877.00,99.13
1876.00,99.12
1875.00,99.13
1874.00,99.16
1873.00,99.20
1872.00,99.22
1871.00,99.21
1870.00,99.18
1869.00,99.14
1868.00,99.12
1867.00,99.12
1866.00,99.14
1865.00,99.15
1864.00,99.15
1863.00,99.15
1862.00,99.15
1861.00,99.17
1860.00,99.19
1859.00,99.20
1858.00,99.20
1857.00,99.20
1856.00,99.21
1855.00,99.22
1854.00,99.23
1853.00,99.23
1852.00,99.23
1851.00,99.24
1850.00,99.25
1849.00,99.26
1848.00,99.26
1847.00,99.26
1846.00,99.26
1845.00,99.25
1844.00,99.25
1843.00,99.26
1842.00,99.28
1841.00,99.30
1840.00,99.32
1839.00,99.32
1838.00,99.32
1837.00,99.32
1836.00,99.32
1835.00,99.32
1834.00,99.33
1833.00,99.32
1832.00,99.31
1831.00,99.28
1830.00,99.27
1829.00,99.28
1828.00,99.28
1827.00,99.26
1826.00,99.24
1825.00,99.23
1824.00,99.22
1823.00,99.21
1822.00,99.19
1821.00,99.19
1820.00,99.21
1819.00,99.23
1818.00,99.27
1817.00,99.28
1816.00,99.27
1815.00,99.23
1814.00,99.20
1813.00,99.20
1812.00,99.20
1811.00,99.20
1810.00,99.18
1809.00,99.15
1808.00,99.13
1807.00,99.11
1806.00,99.08
1805.00,99.07
1804.00,99.05
1803.00,99.03
1802.00,99.01
1801.00,98.98
1800.00,98.96
1799.00,98.94
1798.00,98.92
1797.00,98.91
1796.00,98.90
1795.00,98.89
1794.00,98.89
1793.00,98.86
1792.00,98.81
1791.00,98.75
1790.00,98.69
1789.00,98.64
1788.00,98.60
1787.00,98.56
1786.00,98.50
1785.00,98.44
1784.00,98.36
1783.00,98.27
1782.00,98.18
1781.00,98.08
1780.00,97.96
1779.00,97.84
1778.00,97.72
1777.00,97.59
1776.00,97.44
1775.00,97.26
1774.00,97.05
1773.00,96.78
1772.00,96.46
1771.00,96.12
1770.00,95.76
1769.00,95.36
1768.00,94.87
1767.00,94.32
1766.00,93.74
1765.00,93.16
1764.00,92.53
1763.00,91.83
1762.00,91.06
1761.00,90.30
1760.00,89.59
1759.00,88.93
1758.00,88.28
1757.00,87.63
1756.00,87.01
1755.00,86.49
1754.00,86.04
1753.00,85.61
1752.00,85.17
1751.00,84.73
1750.00,84.34
1749.00,84.00
1748.00,83.70
1747.00,83.43
1746.00,83.18
1745.00,82.93
1744.00,82.69
1743.00,82.45
1742.00,82.24
1741.00,82.04
1740.00,81.87
1739.00,81.74
1738.00,81.63
1737.00,81.56
1736.00,81.52
1735.00,81.53
1734.00,81.61
1733.00,81.74
1732.00,81.88
1731.00,82.02
1730.00,82.20
1729.00,82.42
1728.00,82.69
1727.00,82.97
1726.00,83.27
1725.00,83.60
1724.00,83.98
1723.00,84.38
1722.00,84.77
1721.00,85.16
1720.00,85.57
1719.00,86.07
1718.00,86.64
1717.00,87.25
1716.00,87.80
1715.00,88.31
1714.00,88.78
1713.00,89.24
1712.00,89.68
1711.00,90.11
1710.00,90.53
1709.00,90.93
1708.00,91.31
1707.00,91.69
1706.00,92.09
1705.00,92.46
1704.00,92.77
1703.00,93.03
1702.00,93.30
1701.00,93.63
1700.00,93.99
1699.00,94.27
1698.00,94.48
1697.00,94.67
1696.00,94.89
1695.00,95.12
1694.00,95.29
1693.00,95.41
1692.00,95.51
1691.00,95.63
1690.00,95.76
1689.00,95.88
1688.00,95.98
1687.00,96.07
1686.00,96.16
1685.00,96.26
1684.00,96.37
1683.00,96.47
1682.00,96.54
1681.00,96.58
1680.00,96.62
1679.00,96.66
1678.00,96.69
1677.00,96.72
1676.00,96.73
1675.00,96.75
1674.00,96.77
1673.00,96.79
1672.00,96.82
1671.00,96.84
1670.00,96.86
1669.00,96.87
1668.00,96.88
1667.00,96.88
1666.00,96.89
1665.00,96.89
1664.00,96.90
1663.00,96.91
1662.00,96.91
1661.00,96.92
1660.00,96.91
1659.00,96.92
1658.00,96.92
1657.00,96.93
1656.00,96.93
1655.00,96.92
1654.00,96.90
1653.00,96.87
1652.00,96.86
1651.00,96.86
1650.00,96.86
1649.00,96.87
1648.00,96.87
1647.00,96.86
1646.00,96.86
1645.00,96.87
1644.00,96.88
1643.00,96.88
1642.00,96.89
1641.00,96.89
1640.00,96.90
1639.00,96.92
1638.00,96.95
1637.00,96.98
1636.00,97.02
1635.00,97.05
1634.00,97.08
1633.00,97.09
1632.00,97.10
1631.00,97.11
1630.00,97.13
1629.00,97.16
1628.00,97.19
1627.00,97.22
1626.00,97.24
1625.00,97.27
1624.00,97.31
1623.00,97.36
1622.00,97.41
1621.00,97.44
1620.00,97.47
1619.00,97.50
1618.00,97.55
1617.00,97.61
1616.00,97.66
1615.00,97.71
1614.00,97.75
1613.00,97.79
1612.00,97.82
1611.00,97.84
1610.00,97.87
1609.00,97.89
1608.00,97.92
1607.00,97.95
1606.00,97.98
1605.00,98.02
1604.00,98.07
1603.00,98.11
1602.00,98.14
1601.00,98.17
1600.00,98.19
1599.00,98.21
1598.00,98.23
1597.00,98.24
1596.00,98.26
1595.00,98.27
1594.00,98.27
1593.00,98.28
1592.00,98.28
1591.00,98.28
1590.00,98.30
1589.00,98.32
1588.00,98.36
1587.00,98.39
1586.00,98.42
1585.00,98.44
1584.00,98.46
1583.00,98.47
1582.00,98.49
1581.00,98.50
1580.00,98.51
1579.00,98.52
1578.00,98.53
1577.00,98.53
1576.00,98.52
1575.00,98.52
1574.00,98.53
1573.00,98.54
1572.00,98.55
1571.00,98.56
1570.00,98.57
1569.00,98.59
1568.00,98.60
1567.00,98.62
1566.00,98.63
1565.00,98.64
1564.00,98.64
1563.00,98.64
1562.00,98.65
1561.00,98.66
1560.00,98.65
1559.00,98.64
1558.00,98.64
1557.00,98.65
1556.00,98.64
1555.00,98.64
1554.00,98.63
1553.00,98.63
1552.00,98.64
1551.00,98.65
1550.00,98.65
1549.00,98.65
1548.00,98.64
1547.00,98.64
1546.00,98.64
1545.00,98.64
1544.00,98.63
1543.00,98.62
1542.00,98.61
1541.00,98.63
1540.00,98.66
1539.00,98.69
1538.00,98.70
1537.00,98.69
1536.00,98.69
1535.00,98.68
1534.00,98.68
1533.00,98.67
1532.00,98.67
1531.00,98.66
1530.00,98.65
1529.00,98.64
1528.00,98.64
1527.00,98.64
1526.00,98.65
1525.00,98.65
1524.00,98.63
1523.00,98.62
1522.00,98.60
1521.00,98.61
1520.00,98.64
1519.00,98.66
1518.00,98.69
1517.00,98.70
1516.00,98.71
1515.00,98.71
1514.00,98.71
1513.00,98.70
1512.00,98.70
1511.00,98.69
1510.00,98.69
1509.00,98.70
1508.00,98.70
1507.00,98.71
1506.00,98.71
1505.00,98.70
1504.00,98.69
1503.00,98.69
1502.00,98.70
1501.00,98.70
1500.00,98.70
1499.00,98.69
1498.00,98.68
1497.00,98.67
1496.00,98.66
1495.00,98.65
1494.00,98.64
1493.00,98.63
1492.00,98.62
1491.00,98.61
1490.00,98.61
1489.00,98.59
1488.00,98.56
1487.00,98.53
1486.00,98.49
1485.00,98.46
1484.00,98.44
1483.00,98.42
1482.00,98.40
1481.00,98.36
1480.00,98.32
1479.00,98.28
1478.00,98.23
1477.00,98.19
1476.00,98.14
1475.00,98.09
1474.00,98.03
1473.00,97.95
1472.00,97.85
1471.00,97.75
1470.00,97.67
1469.00,97.58
1468.00,97.49
1467.00,97.40
1466.00,97.32
1465.00,97.24
1464.00,97.15
1463.00,97.05
1462.00,96.94
1461.00,96.85
1460.00,96.78
1459.00,96.74
1458.00,96.69
1457.00,96.62
1456.00,96.56
1455.00,96.51
1454.00,96.45
1453.00,96.39
1452.00,96.33
1451.00,96.26
1450.00,96.19
1449.00,96.12
1448.00,96.05
1447.00,95.97
1446.00,95.89
1445.00,95.79
1444.00,95.69
1443.00,95.59
1442.00,95.49
1441.00,95.39
1440.00,95.30
1439.00,95.21
1438.00,95.12
1437.00,95.03
1436.00,94.96
1435.00,94.89
1434.00,94.82
1433.00,94.76
1432.00,94.71
1431.00,94.68
1430.00,94.68
1429.00,94.70
1428.00,94.72
1427.00,94.76
1426.00,94.81
1425.00,94.86
1424.00,94.92
1423.00,94.98
1422.00,95.04
1421.00,95.10
1420.00,95.16
1419.00,95.23
1418.00,95.30
1417.00,95.34
1416.00,95.37
1415.00,95.39
1414.00,95.42
1413.00,95.45
1412.00,95.49
1411.00,95.53
1410.00,95.57
1409.00,95.61
1408.00,95.65
1407.00,95.69
1406.00,95.73
1405.00,95.77
1404.00,95.81
1403.00,95.82
1402.00,95.83
1401.00,95.82
1400.00,95.80
1399.00,95.77
1398.00,95.72
1397.00,95.65
1396.00,95.55
1395.00,95.41
1394.00,95.23
1393.00,95.03
1392.00,94.81
1391.00,94.58
1390.00,94.33
1389.00,94.04
1388.00,93.71
1387.00,93.35
1386.00,92.97
1385.00,92.60
1384.00,92.22
1383.00,91.85
1382.00,91.48
1381.00,91.12
1380.00,90.76
1379.00,90.43
1378.00,90.13
1377.00,89.84
1376.00,89.56
1375.00,89.27
1374.00,88.99
1373.00,88.72
1372.00,88.47
1371.00,88.25
1370.00,88.07
1369.00,87.93
1368.00,87.85
1367.00,87.83
1366.00,87.91
1365.00,88.07
1364.00,88.34
1363.00,88.75
1362.00,89.27
1361.00,89.86
1360.00,90.49
1359.00,91.15
1358.00,91.81
1357.00,92.46
1356.00,93.06
1355.00,93.60
1354.00,94.07
1353.00,94.47
1352.00,94.80
1351.00,95.10
1350.00,95.34
1349.00,95.53
1348.00,95.67
1347.00,95.77
1346.00,95.85
1345.00,95.92
1344.00,95.99
1343.00,96.06
1342.00,96.12
1341.00,96.18
1340.00,96.22
1339.00,96.25
1338.00,96.25
1337.00,96.24
1336.00,96.23
1335.00,96.23
1334.00,96.23
1333.00,96.21
1332.00,96.20
1331.00,96.18
1330.00,96.16
1329.00,96.15
1328.00,96.14
1327.00,96.13
1326.00,96.12
1325.00,96.10
1324.00,96.07
1323.00,96.06
1322.00,96.05
1321.00,96.06
1320.00,96.07
1319.00,96.08
1318.00,96.09
1317.00,96.11
1316.00,96.13
1315.00,96.15
1314.00,96.17
1313.00,96.19
1312.00,96.21
1311.00,96.23
1310.00,96.26
1309.00,96.31
1308.00,96.35
1307.00,96.38
1306.00,96.41
1305.00,96.41
1304.00,96.41
1303.00,96.40
1302.00,96.37
1301.00,96.33
1300.00,96.29
1299.00,96.26
1298.00,96.22
1297.00,96.16
1296.00,96.09
1295.00,96.02
1294.00,95.95
1293.00,95.88
1292.00,95.79
1291.00,95.70
1290.00,95.61
1289.00,95.50
1288.00,95.40
1287.00,95.28
1286.00,95.17
1285.00,95.04
1284.00,94.89
1283.00,94.73
1282.00,94.54
1281.00,94.34
1280.00,94.14
1279.00,93.92
1278.00,93.69
1277.00,93.45
1276.00,93.20
1275.00,92.95
1274.00,92.68
1273.00,92.40
1272.00,92.13
1271.00,91.85
1270.00,91.57
1269.00,91.27
1268.00,90.94
1267.00,90.60
1266.00,90.25
1265.00,89.90
1264.00,89.54
1263.00,89.17
1262.00,88.80
1261.00,88.41
1260.00,88.00
1259.00,87.59
1258.00,87.18
1257.00,86.76
1256.00,86.34
1255.00,85.92
1254.00,85.49
1253.00,85.06
1252.00,84.64
1251.00,84.22
1250.00,83.79
1249.00,83.34
1248.00,82.89
1247.00,82.45
1246.00,82.01
1245.00,81.58
1244.00,81.13
1243.00,80.68
1242.00,80.25
1241.00,79.83
1240.00,79.42
1239.00,79.04
1238.00,78.67
1237.00,78.29
1236.00,77.91
1235.00,77.55
1234.00,77.21
1233.00,76.89
1232.00,76.60
1231.00,76.33
1230.00,76.10
1229.00,75.90
1228.00,75.71
1227.00,75.54
1226.00,75.39
1225.00,75.26
1224.00,75.12
1223.00,75.00
1222.00,74.89
1221.00,74.80
1220.00,74.72
1219.00,74.65
1218.00,74.61
1217.00,74.59
1216.00,74.60
1215.00,74.67
1214.00,74.80
1213.00,74.97
1212.00,75.21
1211.00,75.53
1210.00,75.94
1209.00,76.42
1208.00,76.98
1207.00,77.61
1206.00,78.31
1205.00,79.05
1204.00,79.83
1203.00,80.65
1202.00,81.49
1201.00,82.32
1200.00,83.14
1199.00,83.93
1198.00,84.72
1197.00,85.46
1196.00,86.16
1195.00,86.80
1194.00,87.37
1193.00,87.87
1192.00,88.32
1191.00,88.76
1190.00,89.16
1189.00,89.50
1188.00,89.77
1187.00,89.97
1186.00,90.13
1185.00,90.25
1184.00,90.34
1183.00,90.39
1182.00,90.41
1181.00,90.40
1180.00,90.35
1179.00,90.28
1178.00,90.20
1177.00,90.11
1176.00,90.01
1175.00,89.91
1174.00,89.80
1173.00,89.68
1172.00,89.57
1171.00,89.47
1170.00,89.38
1169.00,89.29
1168.00,89.19
1167.00,89.07
1166.00,88.95
1165.00,88.82
1164.00,88.71
1163.00,88.64
1162.00,88.59
1161.00,88.56
1160.00,88.54
1159.00,88.53
1158.00,88.56
1157.00,88.61
1156.00,88.69
1155.00,88.79
1154.00,88.92
1153.00,89.04
1152.00,89.17
1151.00,89.31
1150.00,89.47
1149.00,89.65
1148.00,89.82
1147.00,89.98
1146.00,90.11
1145.00,90.21
1144.00,90.27
1143.00,90.30
1142.00,90.30
1141.00,90.27
1140.00,90.22
1139.00,90.16
1138.00,90.10
1137.00,90.03
1136.00,89.93
1135.00,89.82
1134.00,89.69
1133.00,89.56
1132.00,89.42
1131.00,89.27
1130.00,89.13
1129.00,88.99
1128.00,88.86
1127.00,88.75
1126.00,88.64
1125.00,88.55
1124.00,88.46
1123.00,88.39
1122.00,88.36
1121.00,88.34
1120.00,88.33
1119.00,88.32
1118.00,88.32
1117.00,88.31
1116.00,88.30
1115.00,88.31
1114.00,88.32
1113.00,88.34
1112.00,88.34
1111.00,88.31
1110.00,88.28
1109.00,88.24
1108.00,88.21
1107.00,88.21
1106.00,88.22
1105.00,88.20
1104.00,88.12
1103.00,88.00
1102.00,87.86
1101.00,87.71
1100.00,87.54
1099.00,87.35
1098.00,87.17
1097.00,86.99
1096.00,86.80
1095.00,86.57
1094.00,86.31
1093.00,86.01
1092.00,85.71
1091.00,85.41
1090.00,85.11
1089.00,84.83
1088.00,84.57
1087.00,84.31
1086.00,84.05
1085.00,83.77
1084.00,83.48
1083.00,83.20
1082.00,82.92
1081.00,82.64
1080.00,82.37
1079.00,82.10
1078.00,81.84
1077.00,81.56
1076.00,81.28
1075.00,81.01
1074.00,80.76
1073.00,80.51
1072.00,80.26
1071.00,80.01
1070.00,79.78
1069.00,79.55
1068.00,79.33
1067.00,79.12
1066.00,78.91
1065.00,78.68
1064.00,78.44
1063.00,78.21
1062.00,77.98
1061.00,77.73
1060.00,77.43
1059.00,77.10
1058.00,76.75
1057.00,76.39
1056.00,76.05
1055.00,75.71
1054.00,75.37
1053.00,75.02
1052.00,74.67
1051.00,74.33
1050.00,74.01
1049.00,73.70
1048.00,73.39
1047.00,73.10
1046.00,72.86
1045.00,72.64
1044.00,72.44
1043.00,72.25
1042.00,72.06
1041.00,71.86
1040.00,71.66
1039.00,71.48
1038.00,71.31
1037.00,71.15
1036.00,70.98
1035.00,70.83
1034.00,70.73
1033.00,70.66
1032.00,70.62
1031.00,70.61
1030.00,70.65
1029.00,70.73
1028.00,70.85
1027.00,71.01
1026.00,71.21
1025.00,71.45
1024.00,71.72
1023.00,72.01
1022.00,72.31
1021.00,72.61
1020.00,72.92
1019.00,73.27
1018.00,73.66
1017.00,74.05
1016.00,74.44
1015.00,74.83
1014.00,75.22
1013.00,75.61
1012.00,76.00
1011.00,76.39
1010.00,76.80
1009.00,77.21
1008.00,77.61
1007.00,77.99
1006.00,78.36
1005.00,78.72
1004.00,79.06
1003.00,79.40
1002.00,79.73
1001.00,80.03
1000.00,80.31
999.00,80.57
998.00,80.81
997.00,81.03
996.00,81.22
995.00,81.41
994.00,81.60
993.00,81.79
992.00,81.96
991.00,82.12
990.00,82.28
989.00,82.44
988.00,82.60
987.00,82.77
986.00,82.96
985.00,83.16
984.00,83.37
983.00,83.58
982.00,83.79
981.00,83.99
980.00,84.20
979.00,84.44
978.00,84.69
977.00,84.96
976.00,85.21
975.00,85.46
974.00,85.71
973.00,85.97
972.00,86.23
971.00,86.50
970.00,86.75
969.00,87.00
968.00,87.23
967.00,87.45
966.00,87.65
965.00,87.83
964.00,88.02
963.00,88.19
962.00,88.34
961.00,88.45
960.00,88.53
959.00,88.61
958.00,88.68
957.00,88.76
956.00,88.83
955.00,88.91
954.00,88.99
953.00,89.07
952.00,89.16
951.00,89.26
950.00,89.36
949.00,89.45
948.00,89.54
947.00,89.62
946.00,89.70
945.00,89.77
944.00,89.85
943.00,89.93
942.00,90.00
941.00,90.06
940.00,90.12
939.00,90.17
938.00,90.22
937.00,90.26
936.00,90.30
935.00,90.32
934.00,90.35
933.00,90.36
932.00,90.37
931.00,90.37
930.00,90.36
929.00,90.35
928.00,90.32
927.00,90.29
926.00,90.27
925.00,90.24
924.00,90.21
923.00,90.15
922.00,90.08
921.00,89.97
920.00,89.85
919.00,89.74
918.00,89.64
917.00,89.53
916.00,89.41
915.00,89.27
914.00,89.12
913.00,88.95
912.00,88.76
911.00,88.55
910.00,88.33
909.00,88.10
908.00,87.86
907.00,87.63
906.00,87.41
905.00,87.22
904.00,87.06
903.00,86.94
902.00,86.85
901.00,86.77
900.00,86.72
899.00,86.73
898.00,86.80
897.00,86.94
896.00,87.13
895.00,87.36
894.00,87.61
893.00,87.86
892.00,88.10
