Created as New Dataset,69. Waxman
2449.00,97.72
2448.00,97.72
2447.00,97.73
2446.00,97.73
2445.00,97.73
2444.00,97.72
2443.00,97.72
2442.00,97.72
2441.00,97.73
2440.00,97.75
2439.00,97.77
2438.00,97.79
2437.00,97.80
2436.00,97.80
2435.00,97.79
2434.00,97.78
2433.00,97.77
2432.00,97.78
2431.00,97.79
2430.00,97.78
2429.00,97.77
2428.00,97.75
2427.00,97.75
2426.00,97.77
2425.00,97.80
2424.00,97.81
2423.00,97.81
2422.00,97.78
2421.00,97.75
2420.00,97.74
2419.00,97.75
2418.00,97.79
2417.00,97.83
2416.00,97.86
2415.00,97.85
2414.00,97.83
2413.00,97.81
2412.00,97.81
2411.00,97.82
2410.00,97.83
2409.00,97.84
2408.00,97.83
2407.00,97.83
2406.00,97.83
2405.00,97.84
2404.00,97.86
2403.00,97.87
2402.00,97.88
2401.00,97.89
2400.00,97.91
2399.00,97.94
2398.00,97.95
2397.00,97.96
2396.00,97.97
2395.00,97.97
2394.00,97.96
2393.00,97.94
2392.00,97.93
2391.00,97.92
2390.00,97.93
2389.00,97.95
2388.00,97.98
2387.00,98.03
2386.00,98.07
2385.00,98.11
2384.00,98.13
2383.00,98.14
2382.00,98.16
2381.00,98.18
2380.00,98.21
2379.00,98.26
2378.00,98.30
2377.00,98.34
2376.00,98.35
2375.00,98.34
2374.00,98.32
2373.00,98.29
2372.00,98.27
2371.00,98.27
2370.00,98.28
2369.00,98.31
2368.00,98.33
2367.00,98.35
2366.00,98.34
2365.00,98.32
2364.00,98.31
2363.00,98.33
2362.00,98.36
2361.00,98.36
2360.00,98.35
2359.00,98.37
2358.00,98.42
2357.00,98.48
2356.00,98.50
2355.00,98.46
2354.00,98.39
2353.00,98.34
2352.00,98.36
2351.00,98.42
2350.00,98.50
2349.00,98.54
2348.00,98.54
2347.00,98.50
2346.00,98.44
2345.00,98.38
2344.00,98.34
2343.00,98.32
2342.00,98.30
2341.00,98.27
2340.00,98.25
2339.00,98.26
2338.00,98.29
2337.00,98.31
2336.00,98.30
2335.00,98.29
2334.00,98.29
2333.00,98.31
2332.00,98.33
2331.00,98.34
2330.00,98.33
2329.00,98.31
2328.00,98.28
2327.00,98.22
2326.00,98.14
2325.00,98.06
2324.00,98.00
2323.00,97.99
2322.00,98.00
2321.00,98.02
2320.00,98.02
2319.00,98.00
2318.00,97.99
2317.00,97.97
2316.00,97.96
2315.00,97.93
2314.00,97.90
2313.00,97.85
2312.00,97.81
2311.00,97.77
2310.00,97.76
2309.00,97.77
2308.00,97.77
2307.00,97.76
2306.00,97.74
2305.00,97.72
2304.00,97.69
2303.00,97.66
2302.00,97.64
2301.00,97.65
2300.00,97.66
2299.00,97.67
2298.00,97.66
2297.00,97.63
2296.00,97.59
2295.00,97.57
2294.00,97.53
2293.00,97.49
2292.00,97.44
2291.00,97.41
2290.00,97.39
2289.00,97.40
2288.00,97.40
2287.00,97.39
2286.00,97.36
2285.00,97.34
2284.00,97.31
2283.00,97.29
2282.00,97.25
2281.00,97.19
2280.00,97.14
2279.00,97.11
2278.00,97.10
2277.00,97.10
2276.00,97.09
2275.00,97.08
2274.00,97.05
2273.00,97.01
2272.00,96.96
2271.00,96.90
2270.00,96.87
2269.00,96.88
2268.00,96.89
2267.00,96.89
2266.00,96.86
2265.00,96.81
2264.00,96.77
2263.00,96.74
2262.00,96.72
2261.00,96.69
2260.00,96.66
2259.00,96.62
2258.00,96.57
2257.00,96.54
2256.00,96.49
2255.00,96.41
2254.00,96.29
2253.00,96.13
2252.00,95.96
2251.00,95.78
2250.00,95.60
2249.00,95.40
2248.00,95.17
2247.00,94.93
2246.00,94.69
2245.00,94.46
2244.00,94.26
2243.00,94.11
2242.00,94.02
2241.00,94.01
2240.00,94.08
2239.00,94.23
2238.00,94.43
2237.00,94.66
2236.00,94.91
2235.00,95.14
2234.00,95.35
2233.00,95.52
2232.00,95.66
2231.00,95.77
2230.00,95.85
2229.00,95.92
2228.00,95.95
2227.00,95.97
2226.00,95.99
2225.00,96.03
2224.00,96.09
2223.00,96.12
2222.00,96.11
2221.00,96.08
2220.00,96.07
2219.00,96.07
2218.00,96.07
2217.00,96.07
2216.00,96.06
2215.00,96.05
2214.00,96.05
2213.00,96.03
2212.00,95.99
2211.00,95.92
2210.00,95.84
2209.00,95.81
2208.00,95.83
2207.00,95.88
2206.00,95.92
2205.00,95.91
2204.00,95.86
2203.00,95.80
2202.00,95.75
2201.00,95.72
2200.00,95.71
2199.00,95.69
2198.00,95.65
2197.00,95.60
2196.00,95.54
2195.00,95.47
2194.00,95.42
2193.00,95.41
2192.00,95.42
2191.00,95.44
2190.00,95.46
2189.00,95.52
2188.00,95.56
2187.00,95.54
2186.00,95.45
2185.00,95.38
2184.00,95.36
2183.00,95.38
2182.00,95.40
2181.00,95.39
2180.00,95.38
2179.00,95.39
2178.00,95.40
2177.00,95.37
2176.00,95.31
2175.00,95.25
2174.00,95.23
2173.00,95.25
2172.00,95.27
2171.00,95.23
2170.00,95.16
2169.00,95.08
2168.00,95.04
2167.00,95.00
2166.00,94.94
2165.00,94.83
2164.00,94.70
2163.00,94.59
2162.00,94.52
2161.00,94.53
2160.00,94.63
2159.00,94.80
2158.00,95.01
2157.00,95.19
2156.00,95.30
2155.00,95.35
2154.00,95.38
2153.00,95.40
2152.00,95.43
2151.00,95.45
2150.00,95.49
2149.00,95.57
2148.00,95.68
2147.00,95.79
2146.00,95.85
2145.00,95.90
2144.00,95.96
2143.00,96.06
2142.00,96.17
2141.00,96.26
2140.00,96.30
2139.00,96.30
2138.00,96.30
2137.00,96.30
2136.00,96.34
2135.00,96.42
2134.00,96.51
2133.00,96.58
2132.00,96.63
2131.00,96.66
2130.00,96.68
2129.00,96.69
2128.00,96.69
2127.00,96.70
2126.00,96.72
2125.00,96.73
2124.00,96.74
2123.00,96.76
2122.00,96.78
2121.00,96.80
2120.00,96.81
2119.00,96.80
2118.00,96.79
2117.00,96.78
2116.00,96.77
2115.00,96.75
2114.00,96.76
2113.00,96.79
2112.00,96.82
2111.00,96.83
2110.00,96.80
2109.00,96.74
2108.00,96.69
2107.00,96.67
2106.00,96.69
2105.00,96.72
2104.00,96.76
2103.00,96.79
2102.00,96.79
2101.00,96.76
2100.00,96.72
2099.00,96.68
2098.00,96.66
2097.00,96.65
2096.00,96.67
2095.00,96.69
2094.00,96.73
2093.00,96.76
2092.00,96.78
2091.00,96.79
2090.00,96.80
2089.00,96.81
2088.00,96.82
2087.00,96.79
2086.00,96.75
2085.00,96.69
2084.00,96.64
2083.00,96.59
2082.00,96.57
2081.00,96.55
2080.00,96.54
2079.00,96.54
2078.00,96.54
2077.00,96.55
2076.00,96.57
2075.00,96.56
2074.00,96.55
2073.00,96.54
2072.00,96.52
2071.00,96.49
2070.00,96.45
2069.00,96.43
2068.00,96.43
2067.00,96.43
2066.00,96.42
2065.00,96.38
2064.00,96.35
2063.00,96.32
2062.00,96.31
2061.00,96.30
2060.00,96.27
2059.00,96.25
2058.00,96.22
2057.00,96.19
2056.00,96.17
2055.00,96.14
2054.00,96.11
2053.00,96.07
2052.00,96.00
2051.00,95.92
2050.00,95.83
2049.00,95.77
2048.00,95.74
2047.00,95.71
2046.00,95.70
2045.00,95.69
2044.00,95.67
2043.00,95.63
2042.00,95.58
2041.00,95.53
2040.00,95.49
2039.00,95.44
2038.00,95.37
2037.00,95.32
2036.00,95.31
2035.00,95.32
2034.00,95.29
2033.00,95.22
2032.00,95.14
2031.00,95.09
2030.00,95.08
2029.00,95.10
2028.00,95.11
2027.00,95.11
2026.00,95.10
2025.00,95.10
2024.00,95.12
2023.00,95.16
2022.00,95.20
2021.00,95.25
2020.00,95.28
2019.00,95.29
2018.00,95.26
2017.00,95.21
2016.00,95.16
2015.00,95.17
2014.00,95.23
2013.00,95.33
2012.00,95.41
2011.00,95.46
2010.00,95.47
2009.00,95.45
2008.00,95.43
2007.00,95.43
2006.00,95.45
2005.00,95.48
2004.00,95.50
2003.00,95.55
2002.00,95.61
2001.00,95.68
2000.00,95.74
1999.00,95.78
1998.00,95.81
1997.00,95.83
1996.00,95.83
1995.00,95.81
1994.00,95.81
1993.00,95.80
1992.00,95.79
1991.00,95.76
1990.00,95.73
1989.00,95.70
1988.00,95.65
1987.00,95.59
1986.00,95.55
1985.00,95.54
1984.00,95.52
1983.00,95.47
1982.00,95.37
1981.00,95.27
1980.00,95.21
1979.00,95.20
1978.00,95.23
1977.00,95.28
1976.00,95.34
1975.00,95.41
1974.00,95.47
1973.00,95.50
1972.00,95.49
1971.00,95.47
1970.00,95.47
1969.00,95.52
1968.00,95.56
1967.00,95.57
1966.00,95.57
1965.00,95.58
1964.00,95.62
1963.00,95.69
1962.00,95.79
1961.00,95.92
1960.00,96.03
1959.00,96.08
1958.00,96.10
1957.00,96.11
1956.00,96.13
1955.00,96.15
1954.00,96.18
1953.00,96.21
1952.00,96.24
1951.00,96.26
1950.00,96.28
1949.00,96.32
1948.00,96.38
1947.00,96.42
1946.00,96.44
1945.00,96.45
1944.00,96.46
1943.00,96.46
1942.00,96.45
1941.00,96.44
1940.00,96.46
1939.00,96.53
1938.00,96.62
1937.00,96.72
1936.00,96.78
1935.00,96.79
1934.00,96.77
1933.00,96.73
1932.00,96.72
1931.00,96.74
1930.00,96.78
1929.00,96.82
1928.00,96.84
1927.00,96.84
1926.00,96.83
1925.00,96.81
1924.00,96.80
1923.00,96.82
1922.00,96.86
1921.00,96.91
1920.00,96.95
1919.00,96.98
1918.00,97.00
1917.00,97.00
1916.00,96.99
1915.00,96.97
1914.00,96.96
1913.00,96.97
1912.00,96.99
1911.00,97.03
1910.00,97.06
1909.00,97.08
1908.00,97.10
1907.00,97.12
1906.00,97.13
1905.00,97.13
1904.00,97.13
1903.00,97.15
1902.00,97.17
1901.00,97.19
1900.00,97.19
1899.00,97.19
1898.00,97.18
1897.00,97.17
1896.00,97.17
1895.00,97.16
1894.00,97.17
1893.00,97.19
1892.00,97.22
1891.00,97.25
1890.00,97.27
1889.00,97.28
1888.00,97.28
1887.00,97.28
1886.00,97.27
1885.00,97.28
1884.00,97.29
1883.00,97.30
1882.00,97.31
1881.00,97.31
1880.00,97.33
1879.00,97.34
1878.00,97.35
1877.00,97.35
1876.00,97.35
1875.00,97.35
1874.00,97.36
1873.00,97.38
1872.00,97.39
1871.00,97.38
1870.00,97.36
1869.00,97.34
1868.00,97.32
1867.00,97.33
1866.00,97.35
1865.00,97.37
1864.00,97.39
1863.00,97.40
1862.00,97.41
1861.00,97.42
1860.00,97.44
1859.00,97.45
1858.00,97.46
1857.00,97.46
1856.00,97.45
1855.00,97.43
1854.00,97.43
1853.00,97.45
1852.00,97.48
1851.00,97.52
1850.00,97.53
1849.00,97.53
1848.00,97.51
1847.00,97.50
1846.00,97.50
1845.00,97.52
1844.00,97.54
1843.00,97.55
1842.00,97.56
1841.00,97.56
1840.00,97.57
1839.00,97.58
1838.00,97.57
1837.00,97.56
1836.00,97.53
1835.00,97.52
1834.00,97.53
1833.00,97.55
1832.00,97.57
1831.00,97.57
1830.00,97.57
1829.00,97.57
1828.00,97.59
1827.00,97.60
1826.00,97.62
1825.00,97.62
1824.00,97.62
1823.00,97.62
1822.00,97.62
1821.00,97.64
1820.00,97.66
1819.00,97.69
1818.00,97.72
1817.00,97.74
1816.00,97.75
1815.00,97.74
1814.00,97.74
1813.00,97.74
1812.00,97.75
1811.00,97.75
1810.00,97.75
1809.00,97.75
1808.00,97.76
1807.00,97.76
1806.00,97.76
1805.00,97.76
1804.00,97.75
1803.00,97.75
1802.00,97.76
1801.00,97.77
1800.00,97.77
1799.00,97.76
1798.00,97.75
1797.00,97.76
1796.00,97.77
1795.00,97.79
1794.00,97.79
1793.00,97.79
1792.00,97.79
1791.00,97.79
1790.00,97.80
1789.00,97.80
1788.00,97.80
1787.00,97.80
1786.00,97.81
1785.00,97.82
1784.00,97.84
1783.00,97.84
1782.00,97.84
1781.00,97.83
1780.00,97.82
1779.00,97.82
1778.00,97.83
1777.00,97.83
1776.00,97.84
1775.00,97.84
1774.00,97.83
1773.00,97.84
1772.00,97.85
1771.00,97.86
1770.00,97.84
1769.00,97.82
1768.00,97.79
1767.00,97.77
1766.00,97.77
1765.00,97.78
1764.00,97.80
1763.00,97.81
1762.00,97.81
1761.00,97.79
1760.00,97.78
1759.00,97.77
1758.00,97.76
1757.00,97.77
1756.00,97.76
1755.00,97.74
1754.00,97.72
1753.00,97.69
1752.00,97.67
1751.00,97.64
1750.00,97.61
1749.00,97.60
1748.00,97.60
1747.00,97.59
1746.00,97.57
1745.00,97.55
1744.00,97.53
1743.00,97.51
1742.00,97.49
1741.00,97.45
1740.00,97.41
1739.00,97.38
1738.00,97.34
1737.00,97.31
1736.00,97.27
1735.00,97.24
1734.00,97.23
1733.00,97.22
1732.00,97.20
1731.00,97.20
1730.00,97.21
1729.00,97.24
1728.00,97.27
1727.00,97.29
1726.00,97.30
1725.00,97.32
1724.00,97.34
1723.00,97.37
1722.00,97.38
1721.00,97.38
1720.00,97.37
1719.00,97.38
1718.00,97.41
1717.00,97.45
1716.00,97.50
1715.00,97.53
1714.00,97.55
1713.00,97.57
1712.00,97.58
1711.00,97.59
1710.00,97.60
1709.00,97.61
1708.00,97.61
1707.00,97.61
1706.00,97.61
1705.00,97.62
1704.00,97.63
1703.00,97.63
1702.00,97.63
1701.00,97.63
1700.00,97.63
1699.00,97.63
1698.00,97.63
1697.00,97.63
1696.00,97.65
1695.00,97.68
1694.00,97.70
1693.00,97.71
1692.00,97.70
1691.00,97.70
1690.00,97.69
1689.00,97.68
1688.00,97.68
1687.00,97.68
1686.00,97.69
1685.00,97.71
1684.00,97.71
1683.00,97.69
1682.00,97.67
1681.00,97.67
1680.00,97.68
1679.00,97.70
1678.00,97.71
1677.00,97.71
1676.00,97.71
1675.00,97.69
1674.00,97.68
1673.00,97.69
1672.00,97.69
1671.00,97.71
1670.00,97.71
1669.00,97.71
1668.00,97.70
1667.00,97.69
1666.00,97.68
1665.00,97.68
1664.00,97.68
1663.00,97.68
1662.00,97.67
1661.00,97.67
1660.00,97.66
1659.00,97.67
1658.00,97.67
1657.00,97.67
1656.00,97.66
1655.00,97.64
1654.00,97.64
1653.00,97.64
1652.00,97.64
1651.00,97.63
1650.00,97.62
1649.00,97.60
1648.00,97.59
1647.00,97.58
1646.00,97.58
1645.00,97.57
1644.00,97.55
1643.00,97.54
1642.00,97.53
1641.00,97.54
1640.00,97.55
1639.00,97.55
1638.00,97.54
1637.00,97.53
1636.00,97.53
1635.00,97.55
1634.00,97.55
1633.00,97.54
1632.00,97.52
1631.00,97.51
1630.00,97.49
1629.00,97.47
1628.00,97.45
1627.00,97.44
1626.00,97.43
1625.00,97.42
1624.00,97.43
1623.00,97.45
1622.00,97.47
1621.00,97.47
1620.00,97.47
1619.00,97.48
1618.00,97.49
1617.00,97.50
1616.00,97.51
1615.00,97.50
1614.00,97.50
1613.00,97.50
1612.00,97.51
1611.00,97.52
1610.00,97.54
1609.00,97.56
1608.00,97.57
1607.00,97.58
1606.00,97.59
1605.00,97.59
1604.00,97.60
1603.00,97.62
1602.00,97.63
1601.00,97.64
1600.00,97.64
1599.00,97.65
1598.00,97.65
1597.00,97.64
1596.00,97.64
1595.00,97.65
1594.00,97.66
1593.00,97.68
1592.00,97.70
1591.00,97.71
1590.00,97.73
1589.00,97.73
1588.00,97.72
1587.00,97.72
1586.00,97.73
1585.00,97.74
1584.00,97.75
1583.00,97.76
1582.00,97.76
1581.00,97.77
1580.00,97.78
1579.00,97.78
1578.00,97.78
1577.00,97.76
1576.00,97.75
1575.00,97.75
1574.00,97.75
1573.00,97.76
1572.00,97.76
1571.00,97.76
1570.00,97.77
1569.00,97.79
1568.00,97.81
1567.00,97.81
1566.00,97.80
1565.00,97.80
1564.00,97.79
1563.00,97.79
1562.00,97.78
1561.00,97.78
1560.00,97.78
1559.00,97.78
1558.00,97.79
1557.00,97.79
1556.00,97.79
1555.00,97.80
1554.00,97.80
1553.00,97.80
1552.00,97.80
1551.00,97.80
1550.00,97.80
1549.00,97.81
1548.00,97.80
1547.00,97.78
1546.00,97.77
1545.00,97.76
1544.00,97.79
1543.00,97.83
1542.00,97.87
1541.00,97.89
1540.00,97.88
1539.00,97.86
1538.00,97.83
1537.00,97.82
1536.00,97.81
1535.00,97.79
1534.00,97.79
1533.00,97.79
1532.00,97.79
1531.00,97.79
1530.00,97.79
1529.00,97.78
1528.00,97.78
1527.00,97.78
1526.00,97.79
1525.00,97.80
1524.00,97.81
1523.00,97.82
1522.00,97.82
1521.00,97.82
1520.00,97.81
1519.00,97.80
1518.00,97.78
1517.00,97.77
1516.00,97.77
1515.00,97.78
1514.00,97.78
1513.00,97.78
1512.00,97.78
1511.00,97.79
1510.00,97.80
1509.00,97.80
1508.00,97.80
1507.00,97.79
1506.00,97.78
1505.00,97.79
1504.00,97.79
1503.00,97.79
1502.00,97.79
1501.00,97.78
1500.00,97.78
1499.00,97.77
1498.00,97.76
1497.00,97.74
1496.00,97.72
1495.00,97.71
1494.00,97.69
1493.00,97.68
1492.00,97.67
1491.00,97.67
1490.00,97.67
1489.00,97.66
1488.00,97.66
1487.00,97.65
1486.00,97.65
1485.00,97.66
1484.00,97.66
1483.00,97.66
1482.00,97.66
1481.00,97.66
1480.00,97.66
1479.00,97.66
1478.00,97.67
1477.00,97.67
1476.00,97.67
1475.00,97.66
1474.00,97.64
1473.00,97.63
1472.00,97.62
1471.00,97.61
1470.00,97.60
1469.00,97.59
1468.00,97.59
1467.00,97.59
1466.00,97.57
1465.00,97.50
1464.00,97.41
1463.00,97.33
1462.00,97.25
1461.00,97.16
1460.00,97.05
1459.00,96.91
1458.00,96.70
1457.00,96.44
1456.00,96.19
1455.00,95.98
1454.00,95.78
1453.00,95.55
1452.00,95.31
1451.00,95.09
1450.00,94.89
1449.00,94.69
1448.00,94.49
1447.00,94.31
1446.00,94.14
1445.00,93.97
1444.00,93.79
1443.00,93.63
1442.00,93.49
1441.00,93.39
1440.00,93.33
1439.00,93.33
1438.00,93.37
1437.00,93.44
1436.00,93.55
1435.00,93.68
1434.00,93.85
1433.00,94.03
1432.00,94.25
1431.00,94.47
1430.00,94.69
1429.00,94.89
1428.00,95.08
1427.00,95.26
1426.00,95.42
1425.00,95.59
1424.00,95.75
1423.00,95.90
1422.00,96.02
1421.00,96.13
1420.00,96.24
1419.00,96.35
1418.00,96.45
1417.00,96.54
1416.00,96.61
1415.00,96.68
1414.00,96.75
1413.00,96.82
1412.00,96.89
1411.00,96.95
1410.00,97.00
1409.00,97.04
1408.00,97.07
1407.00,97.10
1406.00,97.13
1405.00,97.16
1404.00,97.19
1403.00,97.21
1402.00,97.22
1401.00,97.23
1400.00,97.23
1399.00,97.22
1398.00,97.20
1397.00,97.19
1396.00,97.16
1395.00,97.13
1394.00,97.09
1393.00,97.07
1392.00,97.05
1391.00,97.03
1390.00,97.00
1389.00,96.96
1388.00,96.91
1387.00,96.87
1386.00,96.83
1385.00,96.81
1384.00,96.79
1383.00,96.77
1382.00,96.73
1381.00,96.69
1380.00,96.65
1379.00,96.62
1378.00,96.59
1377.00,96.56
1376.00,96.52
1375.00,96.48
1374.00,96.43
1373.00,96.39
1372.00,96.34
1371.00,96.28
1370.00,96.21
1369.00,96.15
1368.00,96.08
1367.00,96.02
1366.00,95.96
1365.00,95.90
1364.00,95.84
1363.00,95.77
1362.00,95.71
1361.00,95.66
1360.00,95.61
1359.00,95.58
1358.00,95.55
1357.00,95.52
1356.00,95.50
1355.00,95.49
1354.00,95.50
1353.00,95.51
1352.00,95.54
1351.00,95.57
1350.00,95.61
1349.00,95.65
1348.00,95.68
1347.00,95.71
1346.00,95.75
1345.00,95.78
1344.00,95.81
1343.00,95.84
1342.00,95.87
1341.00,95.89
1340.00,95.91
1339.00,95.92
1338.00,95.91
1337.00,95.91
1336.00,95.91
1335.00,95.91
1334.00,95.91
1333.00,95.91
1332.00,95.90
1331.00,95.90
1330.00,95.89
1329.00,95.88
1328.00,95.88
1327.00,95.87
1326.00,95.88
1325.00,95.88
1324.00,95.88
1323.00,95.88
1322.00,95.88
1321.00,95.87
1320.00,95.87
1319.00,95.86
1318.00,95.83
1317.00,95.81
1316.00,95.78
1315.00,95.77
1314.00,95.77
1313.00,95.77
1312.00,95.76
1311.00,95.74
1310.00,95.73
1309.00,95.72
1308.00,95.71
1307.00,95.69
1306.00,95.67
1305.00,95.65
1304.00,95.63
1303.00,95.60
1302.00,95.57
1301.00,95.55
1300.00,95.52
1299.00,95.48
1298.00,95.45
1297.00,95.42
1296.00,95.38
1295.00,95.34
1294.00,95.31
1293.00,95.27
1292.00,95.25
1291.00,95.24
1290.00,95.22
1289.00,95.20
1288.00,95.18
1287.00,95.18
1286.00,95.20
1285.00,95.23
1284.00,95.25
1283.00,95.27
1282.00,95.28
1281.00,95.29
1280.00,95.30
1279.00,95.31
1278.00,95.32
1277.00,95.32
1276.00,95.32
1275.00,95.31
1274.00,95.28
1273.00,95.25
1272.00,95.21
1271.00,95.17
1270.00,95.13
1269.00,95.06
1268.00,94.99
1267.00,94.90
1266.00,94.82
1265.00,94.75
1264.00,94.69
1263.00,94.62
1262.00,94.55
1261.00,94.49
1260.00,94.44
1259.00,94.39
1258.00,94.37
1257.00,94.36
1256.00,94.37
1255.00,94.38
1254.00,94.40
1253.00,94.40
1252.00,94.40
1251.00,94.39
1250.00,94.39
1249.00,94.39
1248.00,94.40
1247.00,94.41
1246.00,94.42
1245.00,94.42
1244.00,94.41
1243.00,94.39
1242.00,94.39
1241.00,94.40
1240.00,94.43
1239.00,94.46
1238.00,94.50
1237.00,94.55
1236.00,94.61
1235.00,94.68
1234.00,94.74
1233.00,94.81
1232.00,94.88
1231.00,94.93
1230.00,94.99
1229.00,95.04
1228.00,95.08
1227.00,95.11
1226.00,95.11
1225.00,95.10
1224.00,95.08
1223.00,95.06
1222.00,95.03
1221.00,95.01
1220.00,94.99
1219.00,94.96
1218.00,94.93
1217.00,94.89
1216.00,94.84
1215.00,94.81
1214.00,94.80
1213.00,94.79
1212.00,94.78
1211.00,94.76
1210.00,94.75
1209.00,94.75
1208.00,94.75
1207.00,94.76
1206.00,94.77
1205.00,94.77
1204.00,94.78
1203.00,94.79
1202.00,94.79
1201.00,94.80
1200.00,94.81
1199.00,94.83
1198.00,94.86
1197.00,94.89
1196.00,94.93
1195.00,94.97
1194.00,95.01
1193.00,95.04
1192.00,95.06
1191.00,95.08
1190.00,95.10
1189.00,95.11
1188.00,95.12
1187.00,95.13
1186.00,95.14
1185.00,95.15
1184.00,95.16
1183.00,95.18
1182.00,95.20
1181.00,95.22
1180.00,95.23
1179.00,95.24
1178.00,95.24
1177.00,95.25
1176.00,95.28
1175.00,95.32
1174.00,95.35
1173.00,95.37
1172.00,95.39
1171.00,95.41
1170.00,95.46
1169.00,95.52
1168.00,95.58
1167.00,95.62
1166.00,95.66
1165.00,95.69
1164.00,95.72
1163.00,95.77
1162.00,95.83
1161.00,95.90
1160.00,95.96
1159.00,96.00
1158.00,96.01
1157.00,96.00
1156.00,95.99
1155.00,95.98
1154.00,95.99
1153.00,96.01
1152.00,96.02
1151.00,96.03
1150.00,96.05
1149.00,96.08
1148.00,96.12
1147.00,96.15
1146.00,96.17
1145.00,96.17
1144.00,96.17
1143.00,96.18
1142.00,96.21
1141.00,96.23
1140.00,96.27
1139.00,96.30
1138.00,96.33
1137.00,96.33
1136.00,96.30
1135.00,96.25
1134.00,96.18
1133.00,96.13
1132.00,96.09
1131.00,96.08
1130.00,96.07
1129.00,96.04
1128.00,96.00
1127.00,95.94
1126.00,95.87
1125.00,95.80
1124.00,95.72
1123.00,95.64
1122.00,95.57
1121.00,95.51
1120.00,95.45
1119.00,95.40
1118.00,95.34
1117.00,95.29
1116.00,95.25
1115.00,95.24
1114.00,95.23
1113.00,95.22
1112.00,95.20
1111.00,95.16
1110.00,95.14
1109.00,95.14
1108.00,95.14
1107.00,95.15
1106.00,95.13
1105.00,95.11
1104.00,95.09
1103.00,95.09
1102.00,95.11
1101.00,95.15
1100.00,95.20
1099.00,95.23
1098.00,95.25
1097.00,95.25
1096.00,95.25
1095.00,95.25
1094.00,95.25
1093.00,95.27
1092.00,95.30
1091.00,95.31
1090.00,95.30
1089.00,95.28
1088.00,95.27
1087.00,95.29
1086.00,95.32
1085.00,95.35
1084.00,95.36
1083.00,95.35
1082.00,95.32
1081.00,95.29
1080.00,95.29
1079.00,95.34
1078.00,95.39
1077.00,95.44
1076.00,95.45
1075.00,95.42
1074.00,95.38
1073.00,95.35
1072.00,95.33
1071.00,95.34
1070.00,95.35
1069.00,95.36
1068.00,95.34
1067.00,95.31
1066.00,95.27
1065.00,95.25
1064.00,95.23
1063.00,95.21
1062.00,95.18
1061.00,95.17
1060.00,95.17
1059.00,95.15
1058.00,95.12
1057.00,95.08
1056.00,95.04
1055.00,95.02
1054.00,95.03
1053.00,95.05
1052.00,95.05
1051.00,95.02
1050.00,94.95
1049.00,94.88
1048.00,94.84
1047.00,94.81
1046.00,94.78
1045.00,94.72
1044.00,94.67
1043.00,94.65
1042.00,94.63
1041.00,94.61
1040.00,94.58
1039.00,94.55
1038.00,94.52
1037.00,94.52
1036.00,94.53
1035.00,94.58
1034.00,94.65
1033.00,94.72
1032.00,94.77
1031.00,94.82
1030.00,94.87
1029.00,94.92
1028.00,94.98
1027.00,95.02
1026.00,95.06
1025.00,95.08
1024.00,95.09
1023.00,95.08
1022.00,95.07
1021.00,95.05
1020.00,95.05
1019.00,95.06
1018.00,95.07
1017.00,95.07
1016.00,95.05
1015.00,95.00
1014.00,94.92
1013.00,94.83
1012.00,94.75
1011.00,94.70
1010.00,94.67
1009.00,94.64
1008.00,94.61
1007.00,94.58
1006.00,94.57
1005.00,94.56
1004.00,94.54
1003.00,94.50
1002.00,94.46
1001.00,94.41
1000.00,94.38
999.00,94.37
998.00,94.37
997.00,94.37
996.00,94.38
995.00,94.38
994.00,94.36
993.00,94.35
992.00,94.35
991.00,94.37
990.00,94.41
989.00,94.46
988.00,94.49
987.00,94.50
986.00,94.51
985.00,94.51
984.00,94.52
983.00,94.54
982.00,94.56
981.00,94.59
980.00,94.62
979.00,94.67
978.00,94.73
977.00,94.79
976.00,94.84
975.00,94.88
974.00,94.90
973.00,94.91
972.00,94.91
971.00,94.91
970.00,94.92
969.00,94.93
968.00,94.94
967.00,94.94
966.00,94.93
965.00,94.92
964.00,94.92
963.00,94.95
962.00,95.00
961.00,95.06
960.00,95.09
959.00,95.09
958.00,95.08
957.00,95.07
956.00,95.08
955.00,95.10
954.00,95.11
953.00,95.11
952.00,95.12
951.00,95.14
950.00,95.17
949.00,95.18
948.00,95.18
947.00,95.20
946.00,95.22
945.00,95.26
944.00,95.29
943.00,95.30
942.00,95.30
941.00,95.30
940.00,95.31
939.00,95.33
938.00,95.36
937.00,95.39
936.00,95.40
935.00,95.39
934.00,95.38
933.00,95.39
932.00,95.42
931.00,95.45
930.00,95.47
929.00,95.46
928.00,95.44
927.00,95.44
926.00,95.46
925.00,95.48
924.00,95.49
923.00,95.49
922.00,95.48
921.00,95.45
920.00,95.43
919.00,95.41
918.00,95.41
917.00,95.41
916.00,95.42
915.00,95.43
914.00,95.46
913.00,95.48
912.00,95.49
911.00,95.48
910.00,95.46
909.00,95.45
908.00,95.44
907.00,95.45
906.00,95.49
905.00,95.53
904.00,95.55
903.00,95.55
902.00,95.55
901.00,95.57
900.00,95.59
899.00,95.61
898.00,95.61
897.00,95.60
896.00,95.56
895.00,95.53
894.00,95.51
893.00,95.51
892.00,95.51
891.00,95.52
890.00,95.53
889.00,95.54
888.00,95.54
887.00,95.53
886.00,95.52
885.00,95.52
884.00,95.54
