Created as New Dataset,13.4 Red Wool Shetland sheep
cm-1,%T
2464.00,96.71
2463.00,96.72
2462.00,96.72
2461.00,96.71
2460.00,96.71
2459.00,96.72
2458.00,96.74
2457.00,96.75
2456.00,96.76
2455.00,96.75
2454.00,96.74
2453.00,96.72
2452.00,96.70
2451.00,96.69
2450.00,96.70
2449.00,96.73
2448.00,96.76
2447.00,96.78
2446.00,96.78
2445.00,96.77
2444.00,96.76
2443.00,96.78
2442.00,96.82
2441.00,96.85
2440.00,96.87
2439.00,96.87
2438.00,96.86
2437.00,96.84
2436.00,96.84
2435.00,96.83
2434.00,96.83
2433.00,96.81
2432.00,96.80
2431.00,96.80
2430.00,96.82
2429.00,96.84
2428.00,96.87
2427.00,96.89
2426.00,96.91
2425.00,96.90
2424.00,96.89
2423.00,96.88
2422.00,96.86
2421.00,96.85
2420.00,96.84
2419.00,96.82
2418.00,96.82
2417.00,96.82
2416.00,96.84
2415.00,96.88
2414.00,96.91
2413.00,96.93
2412.00,96.94
2411.00,96.94
2410.00,96.93
2409.00,96.93
2408.00,96.93
2407.00,96.95
2406.00,96.96
2405.00,96.96
2404.00,96.96
2403.00,96.97
2402.00,96.99
2401.00,97.00
2400.00,96.99
2399.00,96.98
2398.00,96.97
2397.00,96.96
2396.00,96.98
2395.00,97.00
2394.00,97.03
2393.00,97.05
2392.00,97.05
2391.00,97.05
2390.00,97.05
2389.00,97.07
2388.00,97.09
2387.00,97.11
2386.00,97.10
2385.00,97.08
2384.00,97.06
2383.00,97.05
2382.00,97.06
2381.00,97.09
2380.00,97.12
2379.00,97.14
2378.00,97.15
2377.00,97.15
2376.00,97.14
2375.00,97.15
2374.00,97.16
2373.00,97.16
2372.00,97.16
2371.00,97.14
2370.00,97.12
2369.00,97.09
2368.00,97.08
2367.00,97.12
2366.00,97.19
2365.00,97.24
2364.00,97.24
2363.00,97.20
2362.00,97.15
2361.00,97.15
2360.00,97.18
2359.00,97.22
2358.00,97.23
2357.00,97.21
2356.00,97.19
2355.00,97.17
2354.00,97.14
2353.00,97.13
2352.00,97.14
2351.00,97.17
2350.00,97.21
2349.00,97.25
2348.00,97.28
2347.00,97.30
2346.00,97.29
2345.00,97.26
2344.00,97.24
2343.00,97.23
2342.00,97.24
2341.00,97.25
2340.00,97.25
2339.00,97.23
2338.00,97.21
2337.00,97.22
2336.00,97.25
2335.00,97.29
2334.00,97.30
2333.00,97.27
2332.00,97.23
2331.00,97.21
2330.00,97.21
2329.00,97.22
2328.00,97.24
2327.00,97.27
2326.00,97.27
2325.00,97.24
2324.00,97.20
2323.00,97.17
2322.00,97.15
2321.00,97.15
2320.00,97.15
2319.00,97.15
2318.00,97.14
2317.00,97.14
2316.00,97.13
2315.00,97.13
2314.00,97.12
2313.00,97.11
2312.00,97.10
2311.00,97.10
2310.00,97.09
2309.00,97.07
2308.00,97.04
2307.00,97.00
2306.00,96.98
2305.00,96.96
2304.00,96.96
2303.00,96.98
2302.00,96.98
2301.00,96.98
2300.00,96.98
2299.00,96.99
2298.00,97.02
2297.00,97.04
2296.00,97.04
2295.00,97.03
2294.00,97.00
2293.00,96.96
2292.00,96.92
2291.00,96.88
2290.00,96.87
2289.00,96.87
2288.00,96.88
2287.00,96.90
2286.00,96.90
2285.00,96.88
2284.00,96.85
2283.00,96.83
2282.00,96.84
2281.00,96.85
2280.00,96.86
2279.00,96.86
2278.00,96.87
2277.00,96.87
2276.00,96.87
2275.00,96.86
2274.00,96.85
2273.00,96.83
2272.00,96.81
2271.00,96.81
2270.00,96.81
2269.00,96.80
2268.00,96.79
2267.00,96.80
2266.00,96.82
2265.00,96.83
2264.00,96.81
2263.00,96.77
2262.00,96.73
2261.00,96.69
2260.00,96.67
2259.00,96.66
2258.00,96.68
2257.00,96.70
2256.00,96.74
2255.00,96.78
2254.00,96.78
2253.00,96.74
2252.00,96.69
2251.00,96.67
2250.00,96.72
2249.00,96.80
2248.00,96.84
2247.00,96.83
2246.00,96.79
2245.00,96.77
2244.00,96.77
2243.00,96.77
2242.00,96.74
2241.00,96.69
2240.00,96.65
2239.00,96.65
2238.00,96.68
2237.00,96.71
2236.00,96.73
2235.00,96.73
2234.00,96.72
2233.00,96.71
2232.00,96.71
2231.00,96.70
2230.00,96.69
2229.00,96.67
2228.00,96.66
2227.00,96.65
2226.00,96.63
2225.00,96.58
2224.00,96.53
2223.00,96.50
2222.00,96.50
2221.00,96.50
2220.00,96.49
2219.00,96.51
2218.00,96.52
2217.00,96.53
2216.00,96.50
2215.00,96.47
2214.00,96.45
2213.00,96.44
2212.00,96.46
2211.00,96.49
2210.00,96.53
2209.00,96.55
2208.00,96.54
2207.00,96.50
2206.00,96.46
2205.00,96.43
2204.00,96.42
2203.00,96.40
2202.00,96.38
2201.00,96.37
2200.00,96.39
2199.00,96.44
2198.00,96.46
2197.00,96.43
2196.00,96.38
2195.00,96.34
2194.00,96.33
2193.00,96.36
2192.00,96.42
2191.00,96.48
2190.00,96.52
2189.00,96.52
2188.00,96.49
2187.00,96.46
2186.00,96.42
2185.00,96.37
2184.00,96.30
2183.00,96.26
2182.00,96.28
2181.00,96.32
2180.00,96.34
2179.00,96.31
2178.00,96.25
2177.00,96.21
2176.00,96.23
2175.00,96.28
2174.00,96.32
2173.00,96.31
2172.00,96.28
2171.00,96.25
2170.00,96.21
2169.00,96.15
2168.00,96.09
2167.00,96.07
2166.00,96.09
2165.00,96.12
2164.00,96.10
2163.00,96.04
2162.00,95.96
2161.00,95.92
2160.00,95.98
2159.00,96.10
2158.00,96.22
2157.00,96.29
2156.00,96.29
2155.00,96.30
2154.00,96.34
2153.00,96.41
2152.00,96.46
2151.00,96.48
2150.00,96.47
2149.00,96.44
2148.00,96.43
2147.00,96.45
2146.00,96.49
2145.00,96.52
2144.00,96.55
2143.00,96.59
2142.00,96.63
2141.00,96.62
2140.00,96.60
2139.00,96.60
2138.00,96.62
2137.00,96.66
2136.00,96.69
2135.00,96.70
2134.00,96.70
2133.00,96.71
2132.00,96.74
2131.00,96.79
2130.00,96.84
2129.00,96.87
2128.00,96.87
2127.00,96.87
2126.00,96.89
2125.00,96.89
2124.00,96.87
2123.00,96.83
2122.00,96.79
2121.00,96.76
2120.00,96.76
2119.00,96.78
2118.00,96.80
2117.00,96.79
2116.00,96.76
2115.00,96.74
2114.00,96.72
2113.00,96.70
2112.00,96.69
2111.00,96.71
2110.00,96.76
2109.00,96.80
2108.00,96.82
2107.00,96.83
2106.00,96.84
2105.00,96.85
2104.00,96.85
2103.00,96.83
2102.00,96.82
2101.00,96.81
2100.00,96.82
2099.00,96.87
2098.00,96.93
2097.00,96.95
2096.00,96.94
2095.00,96.89
2094.00,96.85
2093.00,96.81
2092.00,96.79
2091.00,96.79
2090.00,96.80
2089.00,96.81
2088.00,96.81
2087.00,96.82
2086.00,96.84
2085.00,96.85
2084.00,96.85
2083.00,96.85
2082.00,96.85
2081.00,96.85
2080.00,96.85
2079.00,96.85
2078.00,96.85
2077.00,96.86
2076.00,96.88
2075.00,96.89
2074.00,96.90
2073.00,96.90
2072.00,96.92
2071.00,96.93
2070.00,96.90
2069.00,96.82
2068.00,96.73
2067.00,96.66
2066.00,96.65
2065.00,96.70
2064.00,96.78
2063.00,96.85
2062.00,96.90
2061.00,96.90
2060.00,96.88
2059.00,96.84
2058.00,96.79
2057.00,96.74
2056.00,96.70
2055.00,96.71
2054.00,96.72
2053.00,96.71
2052.00,96.70
2051.00,96.69
2050.00,96.68
2049.00,96.67
2048.00,96.64
2047.00,96.61
2046.00,96.56
2045.00,96.52
2044.00,96.50
2043.00,96.51
2042.00,96.56
2041.00,96.62
2040.00,96.67
2039.00,96.70
2038.00,96.68
2037.00,96.63
2036.00,96.57
2035.00,96.55
2034.00,96.55
2033.00,96.54
2032.00,96.55
2031.00,96.58
2030.00,96.62
2029.00,96.66
2028.00,96.69
2027.00,96.70
2026.00,96.67
2025.00,96.59
2024.00,96.49
2023.00,96.46
2022.00,96.48
2021.00,96.50
2020.00,96.51
2019.00,96.52
2018.00,96.53
2017.00,96.55
2016.00,96.56
2015.00,96.58
2014.00,96.60
2013.00,96.61
2012.00,96.60
2011.00,96.62
2010.00,96.64
2009.00,96.65
2008.00,96.66
2007.00,96.68
2006.00,96.72
2005.00,96.76
2004.00,96.76
2003.00,96.74
2002.00,96.73
2001.00,96.73
2000.00,96.76
1999.00,96.80
1998.00,96.85
1997.00,96.87
1996.00,96.87
1995.00,96.86
1994.00,96.83
1993.00,96.80
1992.00,96.78
1991.00,96.78
1990.00,96.77
1989.00,96.74
1988.00,96.71
1987.00,96.68
1986.00,96.66
1985.00,96.65
1984.00,96.65
1983.00,96.66
1982.00,96.66
1981.00,96.63
1980.00,96.59
1979.00,96.57
1978.00,96.60
1977.00,96.67
1976.00,96.73
1975.00,96.76
1974.00,96.74
1973.00,96.68
1972.00,96.65
1971.00,96.66
1970.00,96.68
1969.00,96.69
1968.00,96.69
1967.00,96.72
1966.00,96.76
1965.00,96.77
1964.00,96.74
1963.00,96.74
1962.00,96.77
1961.00,96.82
1960.00,96.86
1959.00,96.88
1958.00,96.91
1957.00,96.96
1956.00,96.99
1955.00,97.01
1954.00,97.01
1953.00,97.00
1952.00,96.99
1951.00,97.00
1950.00,97.01
1949.00,97.00
1948.00,97.00
1947.00,97.02
1946.00,97.08
1945.00,97.13
1944.00,97.14
1943.00,97.10
1942.00,97.05
1941.00,97.00
1940.00,96.98
1939.00,97.01
1938.00,97.06
1937.00,97.10
1936.00,97.13
1935.00,97.16
1934.00,97.19
1933.00,97.21
1932.00,97.22
1931.00,97.22
1930.00,97.21
1929.00,97.20
1928.00,97.19
1927.00,97.22
1926.00,97.26
1925.00,97.27
1924.00,97.25
1923.00,97.24
1922.00,97.25
1921.00,97.26
1920.00,97.26
1919.00,97.25
1918.00,97.24
1917.00,97.24
1916.00,97.24
1915.00,97.23
1914.00,97.22
1913.00,97.20
1912.00,97.18
1911.00,97.19
1910.00,97.23
1909.00,97.25
1908.00,97.27
1907.00,97.28
1906.00,97.30
1905.00,97.31
1904.00,97.32
1903.00,97.33
1902.00,97.35
1901.00,97.35
1900.00,97.35
1899.00,97.34
1898.00,97.33
1897.00,97.34
1896.00,97.38
1895.00,97.44
1894.00,97.50
1893.00,97.52
1892.00,97.48
1891.00,97.43
1890.00,97.39
1889.00,97.39
1888.00,97.40
1887.00,97.42
1886.00,97.43
1885.00,97.42
1884.00,97.41
1883.00,97.43
1882.00,97.45
1881.00,97.46
1880.00,97.46
1879.00,97.48
1878.00,97.50
1877.00,97.52
1876.00,97.52
1875.00,97.53
1874.00,97.54
1873.00,97.56
1872.00,97.57
1871.00,97.55
1870.00,97.53
1869.00,97.53
1868.00,97.53
1867.00,97.52
1866.00,97.51
1865.00,97.49
1864.00,97.48
1863.00,97.49
1862.00,97.49
1861.00,97.49
1860.00,97.47
1859.00,97.47
1858.00,97.49
1857.00,97.51
1856.00,97.52
1855.00,97.53
1854.00,97.53
1853.00,97.52
1852.00,97.51
1851.00,97.51
1850.00,97.51
1849.00,97.51
1848.00,97.53
1847.00,97.57
1846.00,97.63
1845.00,97.67
1844.00,97.70
1843.00,97.71
1842.00,97.69
1841.00,97.65
1840.00,97.61
1839.00,97.60
1838.00,97.60
1837.00,97.60
1836.00,97.61
1835.00,97.63
1834.00,97.64
1833.00,97.65
1832.00,97.64
1831.00,97.63
1830.00,97.63
1829.00,97.62
1828.00,97.61
1827.00,97.59
1826.00,97.57
1825.00,97.57
1824.00,97.57
1823.00,97.57
1822.00,97.57
1821.00,97.56
1820.00,97.57
1819.00,97.58
1818.00,97.60
1817.00,97.61
1816.00,97.62
1815.00,97.63
1814.00,97.63
1813.00,97.61
1812.00,97.58
1811.00,97.57
1810.00,97.57
1809.00,97.57
1808.00,97.56
1807.00,97.56
1806.00,97.57
1805.00,97.57
1804.00,97.57
1803.00,97.56
1802.00,97.56
1801.00,97.57
1800.00,97.57
1799.00,97.57
1798.00,97.57
1797.00,97.55
1796.00,97.54
1795.00,97.53
1794.00,97.53
1793.00,97.50
1792.00,97.48
1791.00,97.48
1790.00,97.48
1789.00,97.45
1788.00,97.41
1787.00,97.38
1786.00,97.36
1785.00,97.35
1784.00,97.32
1783.00,97.30
1782.00,97.27
1781.00,97.24
1780.00,97.22
1779.00,97.20
1778.00,97.17
1777.00,97.13
1776.00,97.09
1775.00,97.07
1774.00,97.04
1773.00,97.01
1772.00,96.98
1771.00,96.96
1770.00,96.93
1769.00,96.85
1768.00,96.77
1767.00,96.72
1766.00,96.69
1765.00,96.63
1764.00,96.56
1763.00,96.51
1762.00,96.48
1761.00,96.47
1760.00,96.44
1759.00,96.38
1758.00,96.30
1757.00,96.21
1756.00,96.14
1755.00,96.09
1754.00,96.03
1753.00,95.92
1752.00,95.76
1751.00,95.58
1750.00,95.41
1749.00,95.23
1748.00,95.06
1747.00,94.91
1746.00,94.78
1745.00,94.66
1744.00,94.53
1743.00,94.43
1742.00,94.33
1741.00,94.21
1740.00,94.05
1739.00,93.92
1738.00,93.82
1737.00,93.74
1736.00,93.65
1735.00,93.56
1734.00,93.51
1733.00,93.50
1732.00,93.49
1731.00,93.47
1730.00,93.47
1729.00,93.49
1728.00,93.50
1727.00,93.51
1726.00,93.52
1725.00,93.52
1724.00,93.51
1723.00,93.50
1722.00,93.49
1721.00,93.45
1720.00,93.38
1719.00,93.27
1718.00,93.17
1717.00,93.06
1716.00,92.95
1715.00,92.86
1714.00,92.77
1713.00,92.67
1712.00,92.55
1711.00,92.44
1710.00,92.34
1709.00,92.23
1708.00,92.09
1707.00,91.92
1706.00,91.73
1705.00,91.53
1704.00,91.35
1703.00,91.20
1702.00,91.01
1701.00,90.72
1700.00,90.36
1699.00,90.05
1698.00,89.75
1697.00,89.37
1696.00,88.94
1695.00,88.57
1694.00,88.26
1693.00,87.93
1692.00,87.56
1691.00,87.18
1690.00,86.82
1689.00,86.49
1688.00,86.19
1687.00,85.93
1686.00,85.64
1685.00,85.25
1684.00,84.84
1683.00,84.53
1682.00,84.26
1681.00,83.93
1680.00,83.57
1679.00,83.27
1678.00,83.02
1677.00,82.75
1676.00,82.42
1675.00,82.07
1674.00,81.76
1673.00,81.46
1672.00,81.16
1671.00,80.84
1670.00,80.51
1669.00,80.19
1668.00,79.87
1667.00,79.57
1666.00,79.28
1665.00,78.97
1664.00,78.61
1663.00,78.24
1662.00,77.89
1661.00,77.55
1660.00,77.19
1659.00,76.84
1658.00,76.52
1657.00,76.26
1656.00,76.03
1655.00,75.78
1654.00,75.41
1653.00,74.97
1652.00,74.62
1651.00,74.36
1650.00,74.12
1649.00,73.87
1648.00,73.60
1647.00,73.37
1646.00,73.23
1645.00,73.10
1644.00,72.94
1643.00,72.78
1642.00,72.65
1641.00,72.55
1640.00,72.46
1639.00,72.40
1638.00,72.35
1637.00,72.30
1636.00,72.26
1635.00,72.24
1634.00,72.20
1633.00,72.12
1632.00,72.02
1631.00,71.95
1630.00,71.94
1629.00,71.96
1628.00,71.99
1627.00,72.04
1626.00,72.10
1625.00,72.19
1624.00,72.32
1623.00,72.50
1622.00,72.70
1621.00,72.88
1620.00,73.02
1619.00,73.18
1618.00,73.41
1617.00,73.73
1616.00,74.10
1615.00,74.42
1614.00,74.66
1613.00,74.88
1612.00,75.11
1611.00,75.39
1610.00,75.69
1609.00,75.98
1608.00,76.27
1607.00,76.53
1606.00,76.77
1605.00,76.97
1604.00,77.16
1603.00,77.33
1602.00,77.49
1601.00,77.64
1600.00,77.79
1599.00,77.94
1598.00,78.08
1597.00,78.22
1596.00,78.35
1595.00,78.49
1594.00,78.61
1593.00,78.71
1592.00,78.79
1591.00,78.87
1590.00,78.94
1589.00,79.00
1588.00,79.05
1587.00,79.08
1586.00,79.08
1585.00,79.07
1584.00,79.06
1583.00,79.04
1582.00,78.99
1581.00,78.93
1580.00,78.88
1579.00,78.80
1578.00,78.71
1577.00,78.60
1576.00,78.53
1575.00,78.49
1574.00,78.42
1573.00,78.32
1572.00,78.19
1571.00,78.05
1570.00,77.91
1569.00,77.80
1568.00,77.68
1567.00,77.53
1566.00,77.34
1565.00,77.14
1564.00,76.98
1563.00,76.86
1562.00,76.76
1561.00,76.66
1560.00,76.49
1559.00,76.21
1558.00,75.99
1557.00,75.79
1556.00,75.53
1555.00,75.24
1554.00,74.97
1553.00,74.73
1552.00,74.51
1551.00,74.29
1550.00,74.06
1549.00,73.86
1548.00,73.70
1547.00,73.56
1546.00,73.42
1545.00,73.30
1544.00,73.19
1543.00,73.11
1542.00,73.03
1541.00,72.93
1540.00,72.87
1539.00,72.86
1538.00,72.83
1537.00,72.78
1536.00,72.72
1535.00,72.67
1534.00,72.66
1533.00,72.70
1532.00,72.74
1531.00,72.77
1530.00,72.79
1529.00,72.83
1528.00,72.89
1527.00,72.98
1526.00,73.07
1525.00,73.17
1524.00,73.24
1523.00,73.30
1522.00,73.37
1521.00,73.47
1520.00,73.53
1519.00,73.55
1518.00,73.53
1517.00,73.54
1516.00,73.61
1515.00,73.71
1514.00,73.83
1513.00,73.99
1512.00,74.18
1511.00,74.39
1510.00,74.58
1509.00,74.79
1508.00,75.09
1507.00,75.57
1506.00,76.12
1505.00,76.49
1504.00,76.69
1503.00,76.86
1502.00,77.07
1501.00,77.36
1500.00,77.69
1499.00,78.05
1498.00,78.42
1497.00,78.81
1496.00,79.20
1495.00,79.57
1494.00,79.90
1493.00,80.20
1492.00,80.50
1491.00,80.83
1490.00,81.22
1489.00,81.62
1488.00,81.96
1487.00,82.25
1486.00,82.51
1485.00,82.72
1484.00,82.89
1483.00,83.03
1482.00,83.17
1481.00,83.29
1480.00,83.38
1479.00,83.44
1478.00,83.45
1477.00,83.39
1476.00,83.25
1475.00,83.04
1474.00,82.77
1473.00,82.43
1472.00,82.10
1471.00,81.83
1470.00,81.60
1469.00,81.39
1468.00,81.19
1467.00,81.03
1466.00,80.91
1465.00,80.80
1464.00,80.72
1463.00,80.69
1462.00,80.70
1461.00,80.74
1460.00,80.77
1459.00,80.79
1458.00,80.77
1457.00,80.72
1456.00,80.66
1455.00,80.58
1454.00,80.51
1453.00,80.46
1452.00,80.46
1451.00,80.49
1450.00,80.53
1449.00,80.57
1448.00,80.60
1447.00,80.63
1446.00,80.67
1445.00,80.71
1444.00,80.74
1443.00,80.78
1442.00,80.84
1441.00,80.91
1440.00,80.99
1439.00,81.09
1438.00,81.21
1437.00,81.36
1436.00,81.50
1435.00,81.60
1434.00,81.68
1433.00,81.75
1432.00,81.84
1431.00,81.93
1430.00,82.02
1429.00,82.09
1428.00,82.12
1427.00,82.12
1426.00,82.10
1425.00,82.07
1424.00,82.02
1423.00,81.96
1422.00,81.89
1421.00,81.81
1420.00,81.69
1419.00,81.55
1418.00,81.41
1417.00,81.29
1416.00,81.15
1415.00,81.00
1414.00,80.87
1413.00,80.74
1412.00,80.61
1411.00,80.49
1410.00,80.37
1409.00,80.27
1408.00,80.16
1407.00,80.03
1406.00,79.89
1405.00,79.75
1404.00,79.62
1403.00,79.52
1402.00,79.44
1401.00,79.36
1400.00,79.27
1399.00,79.18
1398.00,79.10
1397.00,79.02
1396.00,78.94
1395.00,78.88
1394.00,78.85
1393.00,78.83
1392.00,78.80
1391.00,78.77
1390.00,78.75
1389.00,78.73
1388.00,78.71
1387.00,78.70
1386.00,78.71
1385.00,78.73
1384.00,78.75
1383.00,78.80
1382.00,78.87
1381.00,78.94
1380.00,79.03
1379.00,79.13
1378.00,79.25
1377.00,79.37
1376.00,79.50
1375.00,79.64
1374.00,79.80
1373.00,79.95
1372.00,80.08
1371.00,80.19
1370.00,80.30
1369.00,80.41
1368.00,80.51
1367.00,80.62
1366.00,80.74
1365.00,80.87
1364.00,81.01
1363.00,81.17
1362.00,81.33
1361.00,81.47
1360.00,81.59
1359.00,81.68
1358.00,81.75
1357.00,81.81
1356.00,81.87
1355.00,81.93
1354.00,81.99
1353.00,82.05
1352.00,82.11
1351.00,82.15
1350.00,82.19
1349.00,82.22
1348.00,82.24
1347.00,82.25
1346.00,82.26
1345.00,82.27
1344.00,82.28
1343.00,82.30
1342.00,82.31
1341.00,82.32
1340.00,82.35
1339.00,82.39
1338.00,82.44
1337.00,82.48
1336.00,82.50
1335.00,82.52
1334.00,82.53
1333.00,82.54
1332.00,82.56
1331.00,82.57
1330.00,82.58
1329.00,82.58
1328.00,82.58
1327.00,82.59
1326.00,82.60
1325.00,82.60
1324.00,82.58
1323.00,82.55
1322.00,82.52
1321.00,82.48
1320.00,82.45
1319.00,82.42
1318.00,82.38
1317.00,82.33
1316.00,82.28
1315.00,82.24
1314.00,82.22
1313.00,82.21
1312.00,82.22
1311.00,82.24
1310.00,82.26
1309.00,82.26
1308.00,82.26
1307.00,82.26
1306.00,82.27
1305.00,82.27
1304.00,82.27
1303.00,82.27
1302.00,82.28
1301.00,82.29
1300.00,82.30
1299.00,82.31
1298.00,82.32
1297.00,82.34
1296.00,82.37
1295.00,82.39
1294.00,82.39
1293.00,82.38
1292.00,82.36
1291.00,82.35
1290.00,82.36
1289.00,82.37
1288.00,82.39
1287.00,82.40
1286.00,82.40
1285.00,82.39
1284.00,82.39
1283.00,82.38
1282.00,82.38
1281.00,82.38
1280.00,82.37
1279.00,82.35
1278.00,82.34
1277.00,82.31
1276.00,82.27
1275.00,82.23
1274.00,82.18
1273.00,82.14
1272.00,82.09
1271.00,82.05
1270.00,82.01
1269.00,81.97
1268.00,81.93
1267.00,81.89
1266.00,81.86
1265.00,81.82
1264.00,81.78
1263.00,81.73
1262.00,81.68
1261.00,81.62
1260.00,81.56
1259.00,81.50
1258.00,81.43
1257.00,81.36
1256.00,81.28
1255.00,81.20
1254.00,81.13
1253.00,81.06
1252.00,81.00
1251.00,80.94
1250.00,80.88
1249.00,80.82
1248.00,80.74
1247.00,80.66
1246.00,80.58
1245.00,80.50
1244.00,80.44
1243.00,80.40
1242.00,80.38
1241.00,80.36
1240.00,80.33
1239.00,80.29
1238.00,80.26
1237.00,80.24
1236.00,80.23
1235.00,80.25
1234.00,80.29
1233.00,80.32
1232.00,80.36
1231.00,80.39
1230.00,80.44
1229.00,80.50
1228.00,80.57
1227.00,80.65
1226.00,80.72
1225.00,80.80
1224.00,80.88
1223.00,80.95
1222.00,81.03
1221.00,81.12
1220.00,81.21
1219.00,81.32
1218.00,81.43
1217.00,81.53
1216.00,81.62
1215.00,81.71
1214.00,81.79
1213.00,81.86
1212.00,81.94
1211.00,82.01
1210.00,82.07
1209.00,82.11
1208.00,82.14
1207.00,82.17
1206.00,82.20
1205.00,82.24
1204.00,82.28
1203.00,82.33
1202.00,82.37
1201.00,82.42
1200.00,82.47
1199.00,82.54
1198.00,82.60
1197.00,82.66
1196.00,82.70
1195.00,82.74
1194.00,82.77
1193.00,82.81
1192.00,82.84
1191.00,82.87
1190.00,82.89
1189.00,82.89
1188.00,82.89
1187.00,82.88
1186.00,82.89
1185.00,82.89
1184.00,82.90
1183.00,82.90
1182.00,82.89
1181.00,82.87
1180.00,82.83
1179.00,82.77
1178.00,82.70
1177.00,82.65
1176.00,82.62
1175.00,82.60
1174.00,82.59
1173.00,82.58
1172.00,82.59
1171.00,82.61
1170.00,82.65
1169.00,82.71
1168.00,82.77
1167.00,82.83
1166.00,82.90
1165.00,82.98
1164.00,83.05
1163.00,83.13
1162.00,83.21
1161.00,83.26
1160.00,83.30
1159.00,83.35
1158.00,83.42
1157.00,83.52
1156.00,83.62
1155.00,83.69
1154.00,83.74
1153.00,83.79
1152.00,83.87
1151.00,83.97
1150.00,84.08
1149.00,84.18
1148.00,84.26
1147.00,84.34
1146.00,84.43
1145.00,84.52
1144.00,84.60
1143.00,84.67
1142.00,84.72
1141.00,84.77
1140.00,84.79
1139.00,84.80
1138.00,84.79
1137.00,84.78
1136.00,84.80
1135.00,84.81
1134.00,84.80
1133.00,84.76
1132.00,84.69
1131.00,84.63
1130.00,84.59
1129.00,84.56
1128.00,84.54
1127.00,84.50
1126.00,84.45
1125.00,84.38
1124.00,84.31
1123.00,84.28
1122.00,84.26
1121.00,84.26
1120.00,84.23
1119.00,84.18
1118.00,84.14
1117.00,84.10
1116.00,84.06
1115.00,84.02
1114.00,83.98
1113.00,83.95
1112.00,83.93
1111.00,83.91
1110.00,83.90
1109.00,83.88
1108.00,83.85
1107.00,83.83
1106.00,83.82
1105.00,83.81
1104.00,83.79
1103.00,83.76
1102.00,83.72
1101.00,83.67
1100.00,83.62
1099.00,83.59
1098.00,83.58
1097.00,83.57
1096.00,83.56
1095.00,83.55
1094.00,83.53
1093.00,83.50
1092.00,83.45
1091.00,83.41
1090.00,83.37
1089.00,83.31
1088.00,83.24
1087.00,83.17
1086.00,83.10
1085.00,83.02
1084.00,82.91
1083.00,82.81
1082.00,82.71
1081.00,82.63
1080.00,82.57
1079.00,82.52
1078.00,82.50
1077.00,82.49
1076.00,82.49
1075.00,82.49
1074.00,82.50
1073.00,82.51
1072.00,82.52
1071.00,82.55
1070.00,82.61
1069.00,82.67
1068.00,82.71
1067.00,82.73
1066.00,82.76
1065.00,82.79
1064.00,82.81
1063.00,82.81
1062.00,82.83
1061.00,82.87
1060.00,82.90
1059.00,82.93
1058.00,82.93
1057.00,82.92
1056.00,82.88
1055.00,82.85
1054.00,82.85
1053.00,82.87
1052.00,82.91
1051.00,82.93
1050.00,82.93
1049.00,82.89
1048.00,82.82
1047.00,82.76
1046.00,82.72
1045.00,82.71
1044.00,82.71
1043.00,82.71
1042.00,82.73
1041.00,82.74
1040.00,82.78
1039.00,82.86
1038.00,82.97
1037.00,83.08
1036.00,83.18
1035.00,83.28
1034.00,83.36
1033.00,83.43
1032.00,83.49
1031.00,83.55
1030.00,83.62
1029.00,83.72
1028.00,83.82
1027.00,83.92
1026.00,84.04
1025.00,84.16
1024.00,84.27
1023.00,84.38
1022.00,84.48
1021.00,84.57
1020.00,84.66
1019.00,84.75
1018.00,84.86
1017.00,84.98
1016.00,85.08
1015.00,85.16
1014.00,85.23
1013.00,85.30
1012.00,85.36
1011.00,85.43
1010.00,85.50
1009.00,85.57
1008.00,85.64
1007.00,85.72
1006.00,85.81
1005.00,85.89
1004.00,85.96
1003.00,86.01
1002.00,86.07
1001.00,86.14
1000.00,86.22
999.00,86.30
998.00,86.37
997.00,86.44
996.00,86.51
995.00,86.58
994.00,86.65
993.00,86.73
992.00,86.81
991.00,86.88
990.00,86.95
989.00,87.01
988.00,87.06
987.00,87.11
986.00,87.16
985.00,87.23
984.00,87.28
983.00,87.32
982.00,87.36
981.00,87.41
980.00,87.47
979.00,87.53
978.00,87.58
977.00,87.63
976.00,87.68
975.00,87.74
974.00,87.81
973.00,87.90
972.00,87.98
971.00,88.04
970.00,88.10
969.00,88.17
968.00,88.24
967.00,88.31
966.00,88.35
965.00,88.37
964.00,88.37
963.00,88.38
962.00,88.41
961.00,88.44
960.00,88.47
959.00,88.48
958.00,88.48
957.00,88.49
956.00,88.52
955.00,88.55
954.00,88.58
953.00,88.62
952.00,88.67
951.00,88.71
950.00,88.74
949.00,88.75
948.00,88.76
947.00,88.77
946.00,88.79
945.00,88.82
944.00,88.85
943.00,88.88
942.00,88.89
941.00,88.88
940.00,88.86
939.00,88.84
938.00,88.82
937.00,88.82
936.00,88.81
935.00,88.80
934.00,88.77
933.00,88.76
932.00,88.77
931.00,88.79
930.00,88.81
929.00,88.80
928.00,88.79
927.00,88.77
926.00,88.76
925.00,88.75
924.00,88.77
923.00,88.79
922.00,88.83
921.00,88.88
920.00,88.94
919.00,89.00
918.00,89.05
917.00,89.08
916.00,89.10
915.00,89.11
914.00,89.13
913.00,89.16
912.00,89.19
911.00,89.21
910.00,89.23
909.00,89.24
908.00,89.26
907.00,89.28
906.00,89.30
905.00,89.32
904.00,89.32
903.00,89.32
