Created as New Dataset,Shoemaker's thread
cm-1,%T
2460.00,98.55
2459.00,98.56
2458.00,98.56
2457.00,98.55
2456.00,98.54
2455.00,98.52
2454.00,98.51
2453.00,98.50
2452.00,98.51
2451.00,98.52
2450.00,98.55
2449.00,98.56
2448.00,98.57
2447.00,98.56
2446.00,98.55
2445.00,98.54
2444.00,98.52
2443.00,98.52
2442.00,98.53
2441.00,98.55
2440.00,98.56
2439.00,98.57
2438.00,98.58
2437.00,98.58
2436.00,98.58
2435.00,98.58
2434.00,98.59
2433.00,98.58
2432.00,98.58
2431.00,98.58
2430.00,98.58
2429.00,98.59
2428.00,98.60
2427.00,98.61
2426.00,98.62
2425.00,98.62
2424.00,98.63
2423.00,98.64
2422.00,98.64
2421.00,98.65
2420.00,98.65
2419.00,98.66
2418.00,98.66
2417.00,98.64
2416.00,98.63
2415.00,98.64
2414.00,98.67
2413.00,98.69
2412.00,98.71
2411.00,98.72
2410.00,98.73
2409.00,98.74
2408.00,98.75
2407.00,98.76
2406.00,98.76
2405.00,98.76
2404.00,98.75
2403.00,98.76
2402.00,98.78
2401.00,98.81
2400.00,98.83
2399.00,98.84
2398.00,98.85
2397.00,98.84
2396.00,98.84
2395.00,98.83
2394.00,98.83
2393.00,98.84
2392.00,98.86
2391.00,98.88
2390.00,98.90
2389.00,98.91
2388.00,98.91
2387.00,98.90
2386.00,98.90
2385.00,98.91
2384.00,98.92
2383.00,98.94
2382.00,98.98
2381.00,99.02
2380.00,99.06
2379.00,99.08
2378.00,99.08
2377.00,99.04
2376.00,99.00
2375.00,98.99
2374.00,99.00
2373.00,99.03
2372.00,99.06
2371.00,99.09
2370.00,99.09
2369.00,99.08
2368.00,99.08
2367.00,99.08
2366.00,99.10
2365.00,99.10
2364.00,99.08
2363.00,99.07
2362.00,99.09
2361.00,99.10
2360.00,99.09
2359.00,99.07
2358.00,99.08
2357.00,99.09
2356.00,99.10
2355.00,99.10
2354.00,99.09
2353.00,99.08
2352.00,99.08
2351.00,99.09
2350.00,99.10
2349.00,99.12
2348.00,99.16
2347.00,99.20
2346.00,99.24
2345.00,99.23
2344.00,99.18
2343.00,99.11
2342.00,99.05
2341.00,99.01
2340.00,98.99
2339.00,98.98
2338.00,98.96
2337.00,98.95
2336.00,98.95
2335.00,98.98
2334.00,99.02
2333.00,99.04
2332.00,99.04
2331.00,99.03
2330.00,99.03
2329.00,99.03
2328.00,99.00
2327.00,98.95
2326.00,98.86
2325.00,98.77
2324.00,98.71
2323.00,98.71
2322.00,98.74
2321.00,98.77
2320.00,98.77
2319.00,98.75
2318.00,98.73
2317.00,98.71
2316.00,98.70
2315.00,98.70
2314.00,98.69
2313.00,98.70
2312.00,98.70
2311.00,98.71
2310.00,98.70
2309.00,98.68
2308.00,98.65
2307.00,98.63
2306.00,98.63
2305.00,98.64
2304.00,98.65
2303.00,98.65
2302.00,98.65
2301.00,98.63
2300.00,98.62
2299.00,98.60
2298.00,98.57
2297.00,98.54
2296.00,98.50
2295.00,98.47
2294.00,98.45
2293.00,98.43
2292.00,98.40
2291.00,98.36
2290.00,98.33
2289.00,98.31
2288.00,98.29
2287.00,98.26
2286.00,98.24
2285.00,98.22
2284.00,98.20
2283.00,98.19
2282.00,98.17
2281.00,98.16
2280.00,98.15
2279.00,98.15
2278.00,98.14
2277.00,98.12
2276.00,98.12
2275.00,98.13
2274.00,98.14
2273.00,98.13
2272.00,98.11
2271.00,98.09
2270.00,98.08
2269.00,98.07
2268.00,98.06
2267.00,98.04
2266.00,98.01
2265.00,97.98
2264.00,97.93
2263.00,97.91
2262.00,97.90
2261.00,97.90
2260.00,97.91
2259.00,97.91
2258.00,97.89
2257.00,97.86
2256.00,97.83
2255.00,97.81
2254.00,97.80
2253.00,97.80
2252.00,97.79
2251.00,97.77
2250.00,97.74
2249.00,97.71
2248.00,97.70
2247.00,97.70
2246.00,97.71
2245.00,97.72
2244.00,97.72
2243.00,97.72
2242.00,97.70
2241.00,97.66
2240.00,97.61
2239.00,97.56
2238.00,97.53
2237.00,97.52
2236.00,97.51
2235.00,97.49
2234.00,97.47
2233.00,97.45
2232.00,97.43
2231.00,97.41
2230.00,97.40
2229.00,97.41
2228.00,97.44
2227.00,97.47
2226.00,97.47
2225.00,97.45
2224.00,97.42
2223.00,97.41
2222.00,97.41
2221.00,97.40
2220.00,97.38
2219.00,97.36
2218.00,97.33
2217.00,97.30
2216.00,97.26
2215.00,97.24
2214.00,97.23
2213.00,97.23
2212.00,97.23
2211.00,97.21
2210.00,97.17
2209.00,97.14
2208.00,97.13
2207.00,97.13
2206.00,97.13
2205.00,97.12
2204.00,97.10
2203.00,97.07
2202.00,97.03
2201.00,96.99
2200.00,96.97
2199.00,96.96
2198.00,96.94
2197.00,96.92
2196.00,96.91
2195.00,96.93
2194.00,96.98
2193.00,96.99
2192.00,96.96
2191.00,96.90
2190.00,96.83
2189.00,96.79
2188.00,96.76
2187.00,96.72
2186.00,96.66
2185.00,96.60
2184.00,96.58
2183.00,96.61
2182.00,96.66
2181.00,96.68
2180.00,96.65
2179.00,96.60
2178.00,96.58
2177.00,96.60
2176.00,96.65
2175.00,96.66
2174.00,96.63
2173.00,96.55
2172.00,96.48
2171.00,96.43
2170.00,96.40
2169.00,96.36
2168.00,96.30
2167.00,96.23
2166.00,96.15
2165.00,96.04
2164.00,95.91
2163.00,95.79
2162.00,95.73
2161.00,95.76
2160.00,95.91
2159.00,96.13
2158.00,96.34
2157.00,96.50
2156.00,96.58
2155.00,96.64
2154.00,96.67
2153.00,96.71
2152.00,96.74
2151.00,96.78
2150.00,96.83
2149.00,96.87
2148.00,96.92
2147.00,96.99
2146.00,97.08
2145.00,97.16
2144.00,97.23
2143.00,97.26
2142.00,97.29
2141.00,97.31
2140.00,97.33
2139.00,97.38
2138.00,97.43
2137.00,97.50
2136.00,97.57
2135.00,97.64
2134.00,97.70
2133.00,97.74
2132.00,97.78
2131.00,97.81
2130.00,97.83
2129.00,97.84
2128.00,97.85
2127.00,97.86
2126.00,97.89
2125.00,97.90
2124.00,97.91
2123.00,97.92
2122.00,97.93
2121.00,97.95
2120.00,97.96
2119.00,97.98
2118.00,97.99
2117.00,97.98
2116.00,97.96
2115.00,97.94
2114.00,97.92
2113.00,97.90
2112.00,97.88
2111.00,97.87
2110.00,97.87
2109.00,97.87
2108.00,97.88
2107.00,97.88
2106.00,97.87
2105.00,97.87
2104.00,97.86
2103.00,97.86
2102.00,97.85
2101.00,97.85
2100.00,97.83
2099.00,97.82
2098.00,97.81
2097.00,97.80
2096.00,97.82
2095.00,97.85
2094.00,97.90
2093.00,97.93
2092.00,97.93
2091.00,97.92
2090.00,97.90
2089.00,97.87
2088.00,97.85
2087.00,97.83
2086.00,97.82
2085.00,97.82
2084.00,97.82
2083.00,97.82
2082.00,97.82
2081.00,97.81
2080.00,97.78
2079.00,97.74
2078.00,97.69
2077.00,97.65
2076.00,97.63
2075.00,97.63
2074.00,97.65
2073.00,97.66
2072.00,97.66
2071.00,97.65
2070.00,97.64
2069.00,97.63
2068.00,97.62
2067.00,97.61
2066.00,97.60
2065.00,97.57
2064.00,97.53
2063.00,97.50
2062.00,97.48
2061.00,97.46
2060.00,97.45
2059.00,97.44
2058.00,97.43
2057.00,97.41
2056.00,97.36
2055.00,97.31
2054.00,97.25
2053.00,97.19
2052.00,97.12
2051.00,97.04
2050.00,96.98
2049.00,96.95
2048.00,96.93
2047.00,96.90
2046.00,96.85
2045.00,96.80
2044.00,96.78
2043.00,96.75
2042.00,96.72
2041.00,96.66
2040.00,96.58
2039.00,96.50
2038.00,96.45
2037.00,96.44
2036.00,96.47
2035.00,96.53
2034.00,96.58
2033.00,96.58
2032.00,96.55
2031.00,96.49
2030.00,96.43
2029.00,96.39
2028.00,96.40
2027.00,96.45
2026.00,96.50
2025.00,96.55
2024.00,96.59
2023.00,96.62
2022.00,96.62
2021.00,96.60
2020.00,96.59
2019.00,96.58
2018.00,96.58
2017.00,96.57
2016.00,96.57
2015.00,96.58
2014.00,96.60
2013.00,96.62
2012.00,96.64
2011.00,96.68
2010.00,96.71
2009.00,96.76
2008.00,96.81
2007.00,96.87
2006.00,96.95
2005.00,97.01
2004.00,97.04
2003.00,97.05
2002.00,97.05
2001.00,97.06
2000.00,97.08
1999.00,97.10
1998.00,97.08
1997.00,97.03
1996.00,97.00
1995.00,97.01
1994.00,97.08
1993.00,97.17
1992.00,97.24
1991.00,97.27
1990.00,97.25
1989.00,97.21
1988.00,97.16
1987.00,97.14
1986.00,97.11
1985.00,97.06
1984.00,96.98
1983.00,96.88
1982.00,96.79
1981.00,96.72
1980.00,96.70
1979.00,96.74
1978.00,96.83
1977.00,96.93
1976.00,96.98
1975.00,96.97
1974.00,96.96
1973.00,96.97
1972.00,97.01
1971.00,97.07
1970.00,97.12
1969.00,97.16
1968.00,97.19
1967.00,97.21
1966.00,97.22
1965.00,97.24
1964.00,97.27
1963.00,97.34
1962.00,97.42
1961.00,97.49
1960.00,97.54
1959.00,97.59
1958.00,97.65
1957.00,97.70
1956.00,97.74
1955.00,97.77
1954.00,97.79
1953.00,97.79
1952.00,97.79
1951.00,97.81
1950.00,97.86
1949.00,97.92
1948.00,97.97
1947.00,98.01
1946.00,98.02
1945.00,98.02
1944.00,98.03
1943.00,98.03
1942.00,98.05
1941.00,98.05
1940.00,98.07
1939.00,98.11
1938.00,98.16
1937.00,98.20
1936.00,98.25
1935.00,98.28
1934.00,98.31
1933.00,98.31
1932.00,98.31
1931.00,98.31
1930.00,98.32
1929.00,98.33
1928.00,98.34
1927.00,98.35
1926.00,98.36
1925.00,98.36
1924.00,98.36
1923.00,98.37
1922.00,98.39
1921.00,98.39
1920.00,98.39
1919.00,98.39
1918.00,98.40
1917.00,98.41
1916.00,98.43
1915.00,98.46
1914.00,98.49
1913.00,98.51
1912.00,98.53
1911.00,98.55
1910.00,98.57
1909.00,98.57
1908.00,98.57
1907.00,98.56
1906.00,98.57
1905.00,98.58
1904.00,98.59
1903.00,98.61
1902.00,98.61
1901.00,98.61
1900.00,98.60
1899.00,98.61
1898.00,98.63
1897.00,98.66
1896.00,98.68
1895.00,98.68
1894.00,98.67
1893.00,98.65
1892.00,98.64
1891.00,98.65
1890.00,98.67
1889.00,98.68
1888.00,98.69
1887.00,98.71
1886.00,98.72
1885.00,98.73
1884.00,98.74
1883.00,98.74
1882.00,98.75
1881.00,98.74
1880.00,98.73
1879.00,98.73
1878.00,98.75
1877.00,98.78
1876.00,98.80
1875.00,98.82
1874.00,98.82
1873.00,98.81
1872.00,98.81
1871.00,98.81
1870.00,98.82
1869.00,98.83
1868.00,98.84
1867.00,98.87
1866.00,98.90
1865.00,98.91
1864.00,98.91
1863.00,98.90
1862.00,98.89
1861.00,98.88
1860.00,98.87
1859.00,98.87
1858.00,98.88
1857.00,98.88
1856.00,98.89
1855.00,98.90
1854.00,98.92
1853.00,98.93
1852.00,98.95
1851.00,98.96
1850.00,98.97
1849.00,98.99
1848.00,99.00
1847.00,99.02
1846.00,99.03
1845.00,99.02
1844.00,99.01
1843.00,99.00
1842.00,98.99
1841.00,98.98
1840.00,98.98
1839.00,98.99
1838.00,99.00
1837.00,99.02
1836.00,99.02
1835.00,99.01
1834.00,99.00
1833.00,98.98
1832.00,98.97
1831.00,98.98
1830.00,98.98
1829.00,98.98
1828.00,98.97
1827.00,98.96
1826.00,98.97
1825.00,98.98
1824.00,98.98
1823.00,98.99
1822.00,99.00
1821.00,98.99
1820.00,98.99
1819.00,99.00
1818.00,99.02
1817.00,99.05
1816.00,99.07
1815.00,99.08
1814.00,99.09
1813.00,99.09
1812.00,99.09
1811.00,99.09
1810.00,99.08
1809.00,99.07
1808.00,99.05
1807.00,99.03
1806.00,99.02
1805.00,99.01
1804.00,99.02
1803.00,99.03
1802.00,99.05
1801.00,99.06
1800.00,99.06
1799.00,99.05
1798.00,99.04
1797.00,99.04
1796.00,99.04
1795.00,99.04
1794.00,99.04
1793.00,99.02
1792.00,99.01
1791.00,99.01
1790.00,99.02
1789.00,99.04
1788.00,99.04
1787.00,99.04
1786.00,99.04
1785.00,99.03
1784.00,99.02
1783.00,99.02
1782.00,99.02
1781.00,99.03
1780.00,99.02
1779.00,99.02
1778.00,99.02
1777.00,99.01
1776.00,99.01
1775.00,99.00
1774.00,99.00
1773.00,98.98
1772.00,98.95
1771.00,98.91
1770.00,98.89
1769.00,98.87
1768.00,98.87
1767.00,98.87
1766.00,98.87
1765.00,98.86
1764.00,98.85
1763.00,98.84
1762.00,98.83
1761.00,98.82
1760.00,98.81
1759.00,98.79
1758.00,98.76
1757.00,98.74
1756.00,98.72
1755.00,98.70
1754.00,98.68
1753.00,98.66
1752.00,98.63
1751.00,98.61
1750.00,98.57
1749.00,98.53
1748.00,98.50
1747.00,98.47
1746.00,98.44
1745.00,98.40
1744.00,98.36
1743.00,98.33
1742.00,98.31
1741.00,98.29
1740.00,98.28
1739.00,98.28
1738.00,98.28
1737.00,98.28
1736.00,98.28
1735.00,98.28
1734.00,98.28
1733.00,98.27
1732.00,98.26
1731.00,98.27
1730.00,98.28
1729.00,98.29
1728.00,98.29
1727.00,98.29
1726.00,98.28
1725.00,98.26
1724.00,98.25
1723.00,98.25
1722.00,98.25
1721.00,98.25
1720.00,98.23
1719.00,98.21
1718.00,98.18
1717.00,98.16
1716.00,98.15
1715.00,98.14
1714.00,98.15
1713.00,98.14
1712.00,98.14
1711.00,98.13
1710.00,98.13
1709.00,98.12
1708.00,98.10
1707.00,98.09
1706.00,98.07
1705.00,98.05
1704.00,98.04
1703.00,98.03
1702.00,98.03
1701.00,98.02
1700.00,98.01
1699.00,98.00
1698.00,98.01
1697.00,97.99
1696.00,97.96
1695.00,97.93
1694.00,97.91
1693.00,97.91
1692.00,97.89
1691.00,97.86
1690.00,97.83
1689.00,97.80
1688.00,97.76
1687.00,97.73
1686.00,97.70
1685.00,97.65
1684.00,97.58
1683.00,97.53
1682.00,97.51
1681.00,97.49
1680.00,97.46
1679.00,97.43
1678.00,97.39
1677.00,97.35
1676.00,97.30
1675.00,97.25
1674.00,97.22
1673.00,97.18
1672.00,97.15
1671.00,97.11
1670.00,97.07
1669.00,97.02
1668.00,96.96
1667.00,96.91
1666.00,96.87
1665.00,96.83
1664.00,96.78
1663.00,96.73
1662.00,96.67
1661.00,96.62
1660.00,96.58
1659.00,96.55
1658.00,96.51
1657.00,96.47
1656.00,96.43
1655.00,96.40
1654.00,96.37
1653.00,96.28
1652.00,96.21
1651.00,96.18
1650.00,96.18
1649.00,96.17
1648.00,96.14
1647.00,96.10
1646.00,96.09
1645.00,96.10
1644.00,96.12
1643.00,96.16
1642.00,96.20
1641.00,96.23
1640.00,96.25
1639.00,96.27
1638.00,96.29
1637.00,96.32
1636.00,96.33
1635.00,96.34
1634.00,96.35
1633.00,96.37
1632.00,96.39
1631.00,96.42
1630.00,96.46
1629.00,96.50
1628.00,96.53
1627.00,96.57
1626.00,96.61
1625.00,96.65
1624.00,96.68
1623.00,96.73
1622.00,96.79
1621.00,96.85
1620.00,96.90
1619.00,96.94
1618.00,96.98
1617.00,97.01
1616.00,97.03
1615.00,97.05
1614.00,97.09
1613.00,97.13
1612.00,97.16
1611.00,97.20
1610.00,97.22
1609.00,97.24
1608.00,97.26
1607.00,97.28
1606.00,97.32
1605.00,97.35
1604.00,97.38
1603.00,97.41
1602.00,97.43
1601.00,97.45
1600.00,97.47
1599.00,97.49
1598.00,97.51
1597.00,97.52
1596.00,97.52
1595.00,97.53
1594.00,97.54
1593.00,97.53
1592.00,97.52
1591.00,97.51
1590.00,97.50
1589.00,97.47
1588.00,97.43
1587.00,97.38
1586.00,97.34
1585.00,97.28
1584.00,97.23
1583.00,97.17
1582.00,97.12
1581.00,97.07
1580.00,97.03
1579.00,97.01
1578.00,97.02
1577.00,97.05
1576.00,97.10
1575.00,97.15
1574.00,97.19
1573.00,97.23
1572.00,97.28
1571.00,97.34
1570.00,97.42
1569.00,97.48
1568.00,97.52
1567.00,97.55
1566.00,97.58
1565.00,97.60
1564.00,97.60
1563.00,97.60
1562.00,97.58
1561.00,97.58
1560.00,97.58
1559.00,97.58
1558.00,97.57
1557.00,97.56
1556.00,97.54
1555.00,97.51
1554.00,97.47
1553.00,97.42
1552.00,97.37
1551.00,97.32
1550.00,97.26
1549.00,97.19
1548.00,97.11
1547.00,97.03
1546.00,96.95
1545.00,96.86
1544.00,96.76
1543.00,96.69
1542.00,96.64
1541.00,96.62
1540.00,96.65
1539.00,96.74
1538.00,96.84
1537.00,96.93
1536.00,97.01
1535.00,97.11
1534.00,97.23
1533.00,97.33
1532.00,97.40
1531.00,97.45
1530.00,97.48
1529.00,97.50
1528.00,97.52
1527.00,97.54
1526.00,97.58
1525.00,97.61
1524.00,97.62
1523.00,97.63
1522.00,97.63
1521.00,97.60
1520.00,97.56
1519.00,97.54
1518.00,97.54
1517.00,97.54
1516.00,97.53
1515.00,97.53
1514.00,97.53
1513.00,97.50
1512.00,97.47
1511.00,97.44
1510.00,97.45
1509.00,97.45
1508.00,97.46
1507.00,97.45
1506.00,97.44
1505.00,97.40
1504.00,97.37
1503.00,97.35
1502.00,97.34
1501.00,97.31
1500.00,97.27
1499.00,97.23
1498.00,97.19
1497.00,97.12
1496.00,97.03
1495.00,96.96
1494.00,96.91
1493.00,96.84
1492.00,96.74
1491.00,96.63
1490.00,96.50
1489.00,96.33
1488.00,96.15
1487.00,95.98
1486.00,95.80
1485.00,95.57
1484.00,95.31
1483.00,95.05
1482.00,94.76
1481.00,94.42
1480.00,94.02
1479.00,93.51
1478.00,92.65
1477.00,91.11
1476.00,88.71
1475.00,85.76
1474.00,82.98
1473.00,81.56
1472.00,82.06
1471.00,83.52
1470.00,84.66
1469.00,85.10
1468.00,84.96
1467.00,84.27
1466.00,82.75
1465.00,80.36
1464.00,77.94
1463.00,76.67
1462.00,76.91
1461.00,78.31
1460.00,80.31
1459.00,82.34
1458.00,83.94
1457.00,84.95
1456.00,85.53
1455.00,85.94
1454.00,86.31
1453.00,86.72
1452.00,87.17
1451.00,87.59
1450.00,87.96
1449.00,88.31
1448.00,88.65
1447.00,88.96
1446.00,89.22
1445.00,89.45
1444.00,89.68
1443.00,89.88
1442.00,90.03
1441.00,90.16
1440.00,90.27
1439.00,90.34
1438.00,90.38
1437.00,90.42
1436.00,90.46
1435.00,90.49
1434.00,90.51
1433.00,90.53
1432.00,90.58
1431.00,90.65
1430.00,90.73
1429.00,90.83
1428.00,90.95
1427.00,91.07
1426.00,91.19
1425.00,91.32
1424.00,91.48
1423.00,91.65
1422.00,91.80
1421.00,91.98
1420.00,92.20
1419.00,92.45
1418.00,92.68
1417.00,92.88
1416.00,93.06
1415.00,93.21
1414.00,93.33
1413.00,93.45
1412.00,93.57
1411.00,93.66
1410.00,93.72
1409.00,93.77
1408.00,93.81
1407.00,93.83
1406.00,93.85
1405.00,93.89
1404.00,93.93
1403.00,93.96
1402.00,93.97
1401.00,93.99
1400.00,94.01
1399.00,94.02
1398.00,94.03
1397.00,94.04
1396.00,94.06
1395.00,94.05
1394.00,94.02
1393.00,93.99
1392.00,93.95
1391.00,93.87
1390.00,93.76
1389.00,93.60
1388.00,93.38
1387.00,93.11
1386.00,92.79
1385.00,92.44
1384.00,92.04
1383.00,91.55
1382.00,90.97
1381.00,90.31
1380.00,89.63
1379.00,88.99
1378.00,88.48
1377.00,88.18
1376.00,88.06
1375.00,88.08
1374.00,88.18
1373.00,88.32
1372.00,88.45
1371.00,88.57
1370.00,88.69
1369.00,88.81
1368.00,88.94
1367.00,89.04
1366.00,89.13
1365.00,89.20
1364.00,89.27
1363.00,89.34
1362.00,89.42
1361.00,89.52
1360.00,89.63
1359.00,89.74
1358.00,89.85
1357.00,89.94
1356.00,90.02
1355.00,90.11
1354.00,90.20
1353.00,90.31
1352.00,90.40
1351.00,90.48
1350.00,90.52
1349.00,90.51
1348.00,90.45
1347.00,90.33
1346.00,90.16
1345.00,89.95
1344.00,89.71
1343.00,89.47
1342.00,89.24
1341.00,89.03
1340.00,88.85
1339.00,88.70
1338.00,88.58
1337.00,88.49
1336.00,88.45
1335.00,88.45
1334.00,88.51
1333.00,88.64
1332.00,88.83
1331.00,89.04
1330.00,89.24
1329.00,89.40
1328.00,89.49
1327.00,89.51
1326.00,89.45
1325.00,89.33
1324.00,89.16
1323.00,88.94
1322.00,88.69
1321.00,88.40
1320.00,88.08
1319.00,87.76
1318.00,87.48
1317.00,87.26
1316.00,87.13
1315.00,87.08
1314.00,87.13
1313.00,87.27
1312.00,87.50
1311.00,87.80
1310.00,88.13
1309.00,88.50
1308.00,88.87
1307.00,89.24
1306.00,89.61
1305.00,89.95
1304.00,90.28
1303.00,90.59
1302.00,90.88
1301.00,91.14
1300.00,91.39
1299.00,91.61
1298.00,91.80
1297.00,91.95
1296.00,92.06
1295.00,92.12
1294.00,92.15
1293.00,92.16
1292.00,92.17
1291.00,92.18
1290.00,92.19
1289.00,92.19
1288.00,92.16
1287.00,92.11
1286.00,92.04
1285.00,91.96
1284.00,91.87
1283.00,91.77
1282.00,91.68
1281.00,91.61
1280.00,91.58
1279.00,91.59
1278.00,91.63
1277.00,91.68
1276.00,91.73
1275.00,91.79
1274.00,91.88
1273.00,91.98
1272.00,92.10
1271.00,92.22
1270.00,92.34
1269.00,92.43
1268.00,92.52
1267.00,92.59
1266.00,92.65
1265.00,92.71
1264.00,92.75
1263.00,92.79
1262.00,92.81
1261.00,92.85
1260.00,92.88
1259.00,92.91
1258.00,92.93
1257.00,92.94
1256.00,92.94
1255.00,92.93
1254.00,92.90
1253.00,92.85
1252.00,92.80
1251.00,92.75
1250.00,92.70
1249.00,92.66
1248.00,92.64
1247.00,92.65
1246.00,92.70
1245.00,92.77
1244.00,92.86
1243.00,92.94
1242.00,93.02
1241.00,93.09
1240.00,93.13
1239.00,93.14
1238.00,93.14
1237.00,93.14
1236.00,93.15
1235.00,93.19
1234.00,93.26
1233.00,93.36
1232.00,93.48
1231.00,93.60
1230.00,93.72
1229.00,93.83
1228.00,93.94
1227.00,94.06
1226.00,94.18
1225.00,94.30
1224.00,94.40
1223.00,94.49
1222.00,94.56
1221.00,94.62
1220.00,94.67
1219.00,94.69
1218.00,94.69
1217.00,94.68
1216.00,94.64
1215.00,94.57
1214.00,94.44
1213.00,94.26
1212.00,94.02
1211.00,93.71
1210.00,93.36
1209.00,93.01
1208.00,92.72
1207.00,92.52
1206.00,92.41
1205.00,92.39
1204.00,92.41
1203.00,92.47
1202.00,92.55
1201.00,92.65
1200.00,92.77
1199.00,92.91
1198.00,93.06
1197.00,93.21
1196.00,93.37
1195.00,93.52
1194.00,93.67
1193.00,93.80
1192.00,93.92
1191.00,94.02
1190.00,94.09
1189.00,94.14
1188.00,94.16
1187.00,94.14
1186.00,94.10
1185.00,94.02
1184.00,93.90
1183.00,93.75
1182.00,93.58
1181.00,93.40
1180.00,93.21
1179.00,93.01
1178.00,92.79
1177.00,92.54
1176.00,92.24
1175.00,91.91
1174.00,91.53
1173.00,91.11
1172.00,90.64
1171.00,90.13
1170.00,89.56
1169.00,88.95
1168.00,88.31
1167.00,87.67
1166.00,87.05
1165.00,86.47
1164.00,85.96
1163.00,85.54
1162.00,85.24
1161.00,85.07
1160.00,85.02
1159.00,85.06
1158.00,85.16
1157.00,85.29
1156.00,85.44
1155.00,85.62
1154.00,85.82
1153.00,86.01
1152.00,86.19
1151.00,86.37
1150.00,86.53
1149.00,86.67
1148.00,86.81
1147.00,86.97
1146.00,87.16
1145.00,87.40
1144.00,87.65
1143.00,87.91
1142.00,88.13
1141.00,88.31
1140.00,88.43
1139.00,88.47
1138.00,88.42
1137.00,88.27
1136.00,88.04
1135.00,87.76
1134.00,87.43
1133.00,87.09
1132.00,86.74
1131.00,86.37
1130.00,85.99
1129.00,85.58
1128.00,85.11
1127.00,84.61
1126.00,84.09
1125.00,83.57
1124.00,83.09
1123.00,82.66
1122.00,82.27
1121.00,81.88
1120.00,81.44
1119.00,80.94
1118.00,80.33
1117.00,79.61
1116.00,78.80
1115.00,77.97
1114.00,77.21
1113.00,76.58
1112.00,76.10
1111.00,75.81
1110.00,75.66
1109.00,75.61
1108.00,75.61
1107.00,75.62
1106.00,75.63
1105.00,75.62
1104.00,75.62
1103.00,75.66
1102.00,75.78
1101.00,75.96
1100.00,76.21
1099.00,76.54
1098.00,76.91
1097.00,77.30
1096.00,77.66
1095.00,77.99
1094.00,78.29
1093.00,78.54
1092.00,78.76
1091.00,78.93
1090.00,79.08
1089.00,79.18
1088.00,79.25
1087.00,79.29
1086.00,79.32
1085.00,79.32
1084.00,79.28
1083.00,79.20
1082.00,79.06
1081.00,78.85
1080.00,78.58
1079.00,78.25
1078.00,77.90
1077.00,77.54
1076.00,77.20
1075.00,76.90
1074.00,76.61
1073.00,76.31
1072.00,75.97
1071.00,75.59
1070.00,75.14
1069.00,74.60
1068.00,73.98
1067.00,73.28
1066.00,72.54
1065.00,71.73
1064.00,70.87
1063.00,69.99
1062.00,69.12
1061.00,68.29
1060.00,67.54
1059.00,66.93
1058.00,66.45
1057.00,66.08
1056.00,65.79
1055.00,65.59
1054.00,65.46
1053.00,65.41
1052.00,65.44
1051.00,65.58
1050.00,65.80
1049.00,66.08
1048.00,66.40
1047.00,66.76
1046.00,67.14
1045.00,67.49
1044.00,67.79
1043.00,68.02
1042.00,68.14
1041.00,68.11
1040.00,67.93
1039.00,67.64
1038.00,67.27
1037.00,66.84
1036.00,66.39
1035.00,65.96
1034.00,65.59
1033.00,65.27
1032.00,65.02
1031.00,64.86
1030.00,64.79
1029.00,64.79
1028.00,64.85
1027.00,64.98
1026.00,65.16
1025.00,65.36
1024.00,65.56
1023.00,65.80
1022.00,66.06
1021.00,66.34
1020.00,66.62
1019.00,66.89
1018.00,67.16
1017.00,67.41
1016.00,67.64
1015.00,67.87
1014.00,68.08
1013.00,68.27
1012.00,68.41
1011.00,68.51
1010.00,68.55
1009.00,68.52
1008.00,68.43
1007.00,68.31
1006.00,68.18
1005.00,68.03
1004.00,67.87
1003.00,67.70
1002.00,67.55
1001.00,67.43
1000.00,67.38
999.00,67.42
998.00,67.57
997.00,67.81
996.00,68.12
995.00,68.49
994.00,68.88
993.00,69.24
992.00,69.54
991.00,69.78
990.00,69.93
989.00,69.97
988.00,69.88
987.00,69.69
986.00,69.45
985.00,69.20
984.00,69.03
983.00,69.02
982.00,69.22
981.00,69.62
980.00,70.19
979.00,70.89
978.00,71.68
977.00,72.48
976.00,73.25
975.00,73.97
974.00,74.65
973.00,75.29
972.00,75.88
971.00,76.42
970.00,76.93
969.00,77.41
968.00,77.85
967.00,78.28
966.00,78.69
965.00,79.08
964.00,79.46
963.00,79.84
962.00,80.24
961.00,80.63
960.00,81.00
959.00,81.36
958.00,81.71
957.00,82.06
956.00,82.41
955.00,82.75
954.00,83.09
953.00,83.40
952.00,83.71
951.00,84.00
950.00,84.29
949.00,84.55
948.00,84.80
947.00,85.04
946.00,85.29
945.00,85.53
944.00,85.76
943.00,85.97
942.00,86.15
941.00,86.31
940.00,86.45
939.00,86.59
938.00,86.74
937.00,86.89
936.00,87.02
935.00,87.14
934.00,87.24
933.00,87.33
932.00,87.43
931.00,87.52
930.00,87.63
929.00,87.73
928.00,87.83
927.00,87.93
926.00,88.05
925.00,88.17
924.00,88.28
923.00,88.38
922.00,88.46
921.00,88.53
920.00,88.59
919.00,88.65
918.00,88.66
917.00,88.63
916.00,88.57
915.00,88.50
914.00,88.42
913.00,88.34
912.00,88.26
911.00,88.18
910.00,88.10
909.00,88.01
908.00,87.91
907.00,87.83
906.00,87.77
905.00,87.73
904.00,87.69
903.00,87.64
902.00,87.59
901.00,87.53
900.00,87.48
899.00,87.43
898.00,87.38
897.00,87.33
