Created as New Dataset,67. Modacrylic Waxman Dyed
cm-1,%T
2464.00,98.95
2463.00,98.96
2462.00,98.95
2461.00,98.94
2460.00,98.92
2459.00,98.91
2458.00,98.90
2457.00,98.90
2456.00,98.91
2455.00,98.93
2454.00,98.94
2453.00,98.95
2452.00,98.93
2451.00,98.91
2450.00,98.90
2449.00,98.89
2448.00,98.90
2447.00,98.92
2446.00,98.93
2445.00,98.93
2444.00,98.93
2443.00,98.93
2442.00,98.93
2441.00,98.92
2440.00,98.91
2439.00,98.90
2438.00,98.91
2437.00,98.92
2436.00,98.93
2435.00,98.94
2434.00,98.95
2433.00,98.97
2432.00,98.98
2431.00,98.98
2430.00,98.97
2429.00,98.95
2428.00,98.94
2427.00,98.95
2426.00,98.96
2425.00,98.96
2424.00,98.96
2423.00,98.94
2422.00,98.92
2421.00,98.89
2420.00,98.87
2419.00,98.86
2418.00,98.87
2417.00,98.87
2416.00,98.87
2415.00,98.86
2414.00,98.86
2413.00,98.87
2412.00,98.87
2411.00,98.88
2410.00,98.89
2409.00,98.91
2408.00,98.92
2407.00,98.93
2406.00,98.93
2405.00,98.93
2404.00,98.93
2403.00,98.93
2402.00,98.93
2401.00,98.93
2400.00,98.93
2399.00,98.93
2398.00,98.93
2397.00,98.94
2396.00,98.96
2395.00,98.96
2394.00,98.96
2393.00,98.94
2392.00,98.92
2391.00,98.91
2390.00,98.91
2389.00,98.91
2388.00,98.92
2387.00,98.93
2386.00,98.94
2385.00,98.94
2384.00,98.94
2383.00,98.96
2382.00,98.98
2381.00,98.99
2380.00,99.00
2379.00,99.01
2378.00,99.02
2377.00,99.01
2376.00,99.00
2375.00,99.00
2374.00,99.01
2373.00,99.04
2372.00,99.06
2371.00,99.06
2370.00,99.06
2369.00,99.05
2368.00,99.04
2367.00,99.04
2366.00,99.03
2365.00,98.99
2364.00,98.93
2363.00,98.89
2362.00,98.92
2361.00,99.01
2360.00,99.11
2359.00,99.17
2358.00,99.18
2357.00,99.15
2356.00,99.12
2355.00,99.09
2354.00,99.07
2353.00,99.04
2352.00,99.02
2351.00,99.01
2350.00,99.03
2349.00,99.06
2348.00,99.09
2347.00,99.11
2346.00,99.11
2345.00,99.10
2344.00,99.09
2343.00,99.09
2342.00,99.08
2341.00,99.05
2340.00,99.00
2339.00,98.98
2338.00,98.99
2337.00,99.03
2336.00,99.08
2335.00,99.10
2334.00,99.12
2333.00,99.11
2332.00,99.08
2331.00,99.04
2330.00,99.03
2329.00,99.06
2328.00,99.09
2327.00,99.09
2326.00,99.05
2325.00,98.99
2324.00,98.92
2323.00,98.90
2322.00,98.90
2321.00,98.91
2320.00,98.90
2319.00,98.88
2318.00,98.87
2317.00,98.86
2316.00,98.86
2315.00,98.86
2314.00,98.87
2313.00,98.88
2312.00,98.89
2311.00,98.89
2310.00,98.89
2309.00,98.89
2308.00,98.91
2307.00,98.94
2306.00,98.95
2305.00,98.95
2304.00,98.93
2303.00,98.92
2302.00,98.91
2301.00,98.91
2300.00,98.89
2299.00,98.87
2298.00,98.85
2297.00,98.85
2296.00,98.84
2295.00,98.84
2294.00,98.83
2293.00,98.82
2292.00,98.80
2291.00,98.78
2290.00,98.77
2289.00,98.76
2288.00,98.77
2287.00,98.80
2286.00,98.84
2285.00,98.86
2284.00,98.86
2283.00,98.83
2282.00,98.81
2281.00,98.80
2280.00,98.81
2279.00,98.82
2278.00,98.83
2277.00,98.84
2276.00,98.84
2275.00,98.84
2274.00,98.84
2273.00,98.85
2272.00,98.86
2271.00,98.86
2270.00,98.84
2269.00,98.83
2268.00,98.83
2267.00,98.84
2266.00,98.85
2265.00,98.83
2264.00,98.80
2263.00,98.76
2262.00,98.74
2261.00,98.74
2260.00,98.74
2259.00,98.74
2258.00,98.73
2257.00,98.70
2256.00,98.63
2255.00,98.52
2254.00,98.41
2253.00,98.31
2252.00,98.22
2251.00,98.12
2250.00,98.01
2249.00,97.87
2248.00,97.73
2247.00,97.58
2246.00,97.43
2245.00,97.30
2244.00,97.18
2243.00,97.10
2242.00,97.06
2241.00,97.07
2240.00,97.14
2239.00,97.25
2238.00,97.39
2237.00,97.56
2236.00,97.74
2235.00,97.91
2234.00,98.09
2233.00,98.25
2232.00,98.37
2231.00,98.43
2230.00,98.44
2229.00,98.46
2228.00,98.51
2227.00,98.58
2226.00,98.64
2225.00,98.68
2224.00,98.70
2223.00,98.72
2222.00,98.72
2221.00,98.72
2220.00,98.72
2219.00,98.74
2218.00,98.77
2217.00,98.78
2216.00,98.76
2215.00,98.73
2214.00,98.71
2213.00,98.73
2212.00,98.78
2211.00,98.84
2210.00,98.86
2209.00,98.83
2208.00,98.76
2207.00,98.71
2206.00,98.72
2205.00,98.77
2204.00,98.85
2203.00,98.94
2202.00,99.00
2201.00,99.00
2200.00,98.94
2199.00,98.82
2198.00,98.72
2197.00,98.68
2196.00,98.69
2195.00,98.71
2194.00,98.73
2193.00,98.73
2192.00,98.75
2191.00,98.78
2190.00,98.82
2189.00,98.89
2188.00,98.94
2187.00,98.96
2186.00,98.95
2185.00,98.92
2184.00,98.91
2183.00,98.91
2182.00,98.92
2181.00,98.93
2180.00,98.95
2179.00,98.97
2178.00,98.97
2177.00,98.94
2176.00,98.89
2175.00,98.86
2174.00,98.86
2173.00,98.86
2172.00,98.87
2171.00,98.87
2170.00,98.86
2169.00,98.84
2168.00,98.81
2167.00,98.78
2166.00,98.78
2165.00,98.81
2164.00,98.86
2163.00,98.93
2162.00,99.02
2161.00,99.08
2160.00,99.11
2159.00,99.14
2158.00,99.17
2157.00,99.19
2156.00,99.17
2155.00,99.13
2154.00,99.10
2153.00,99.07
2152.00,99.02
2151.00,98.94
2150.00,98.89
2149.00,98.90
2148.00,98.96
2147.00,99.03
2146.00,99.09
2145.00,99.15
2144.00,99.18
2143.00,99.17
2142.00,99.15
2141.00,99.12
2140.00,99.12
2139.00,99.12
2138.00,99.11
2137.00,99.08
2136.00,99.06
2135.00,99.05
2134.00,99.05
2133.00,99.03
2132.00,99.00
2131.00,98.96
2130.00,98.93
2129.00,98.90
2128.00,98.89
2127.00,98.88
2126.00,98.90
2125.00,98.93
2124.00,98.96
2123.00,98.97
2122.00,98.95
2121.00,98.91
2120.00,98.87
2119.00,98.82
2118.00,98.77
2117.00,98.72
2116.00,98.68
2115.00,98.66
2114.00,98.69
2113.00,98.75
2112.00,98.80
2111.00,98.83
2110.00,98.82
2109.00,98.79
2108.00,98.78
2107.00,98.79
2106.00,98.81
2105.00,98.81
2104.00,98.79
2103.00,98.76
2102.00,98.75
2101.00,98.77
2100.00,98.80
2099.00,98.82
2098.00,98.82
2097.00,98.82
2096.00,98.82
2095.00,98.82
2094.00,98.80
2093.00,98.78
2092.00,98.77
2091.00,98.77
2090.00,98.80
2089.00,98.84
2088.00,98.88
2087.00,98.87
2086.00,98.81
2085.00,98.72
2084.00,98.65
2083.00,98.64
2082.00,98.67
2081.00,98.71
2080.00,98.73
2079.00,98.72
2078.00,98.70
2077.00,98.68
2076.00,98.67
2075.00,98.66
2074.00,98.68
2073.00,98.70
2072.00,98.74
2071.00,98.76
2070.00,98.78
2069.00,98.80
2068.00,98.82
2067.00,98.82
2066.00,98.81
2065.00,98.78
2064.00,98.76
2063.00,98.74
2062.00,98.73
2061.00,98.73
2060.00,98.74
2059.00,98.74
2058.00,98.73
2057.00,98.69
2056.00,98.66
2055.00,98.64
2054.00,98.62
2053.00,98.61
2052.00,98.61
2051.00,98.60
2050.00,98.61
2049.00,98.64
2048.00,98.68
2047.00,98.73
2046.00,98.79
2045.00,98.85
2044.00,98.90
2043.00,98.91
2042.00,98.87
2041.00,98.81
2040.00,98.77
2039.00,98.77
2038.00,98.78
2037.00,98.78
2036.00,98.79
2035.00,98.81
2034.00,98.84
2033.00,98.86
2032.00,98.86
2031.00,98.87
2030.00,98.89
2029.00,98.91
2028.00,98.94
2027.00,98.95
2026.00,98.92
2025.00,98.86
2024.00,98.81
2023.00,98.78
2022.00,98.77
2021.00,98.77
2020.00,98.79
2019.00,98.84
2018.00,98.93
2017.00,99.00
2016.00,99.03
2015.00,99.03
2014.00,99.01
2013.00,98.99
2012.00,98.97
2011.00,98.98
2010.00,98.99
2009.00,98.97
2008.00,98.92
2007.00,98.87
2006.00,98.85
2005.00,98.85
2004.00,98.86
2003.00,98.88
2002.00,98.90
2001.00,98.92
2000.00,98.90
1999.00,98.84
1998.00,98.79
1997.00,98.80
1996.00,98.83
1995.00,98.84
1994.00,98.83
1993.00,98.81
1992.00,98.80
1991.00,98.80
1990.00,98.80
1989.00,98.80
1988.00,98.79
1987.00,98.77
1986.00,98.71
1985.00,98.63
1984.00,98.58
1983.00,98.58
1982.00,98.63
1981.00,98.67
1980.00,98.70
1979.00,98.72
1978.00,98.74
1977.00,98.76
1976.00,98.76
1975.00,98.77
1974.00,98.80
1973.00,98.83
1972.00,98.85
1971.00,98.83
1970.00,98.78
1969.00,98.72
1968.00,98.69
1967.00,98.69
1966.00,98.69
1965.00,98.69
1964.00,98.67
1963.00,98.67
1962.00,98.68
1961.00,98.71
1960.00,98.74
1959.00,98.76
1958.00,98.77
1957.00,98.77
1956.00,98.76
1955.00,98.74
1954.00,98.73
1953.00,98.74
1952.00,98.75
1951.00,98.76
1950.00,98.77
1949.00,98.78
1948.00,98.80
1947.00,98.81
1946.00,98.80
1945.00,98.77
1944.00,98.75
1943.00,98.73
1942.00,98.72
1941.00,98.70
1940.00,98.69
1939.00,98.69
1938.00,98.69
1937.00,98.69
1936.00,98.69
1935.00,98.68
1934.00,98.67
1933.00,98.67
1932.00,98.68
1931.00,98.67
1930.00,98.66
1929.00,98.65
1928.00,98.65
1927.00,98.64
1926.00,98.63
1925.00,98.61
1924.00,98.58
1923.00,98.56
1922.00,98.56
1921.00,98.59
1920.00,98.63
1919.00,98.67
1918.00,98.69
1917.00,98.68
1916.00,98.67
1915.00,98.67
1914.00,98.65
1913.00,98.63
1912.00,98.61
1911.00,98.59
1910.00,98.59
1909.00,98.59
1908.00,98.60
1907.00,98.61
1906.00,98.63
1905.00,98.64
1904.00,98.66
1903.00,98.67
1902.00,98.69
1901.00,98.69
1900.00,98.68
1899.00,98.65
1898.00,98.62
1897.00,98.61
1896.00,98.61
1895.00,98.62
1894.00,98.63
1893.00,98.61
1892.00,98.59
1891.00,98.59
1890.00,98.62
1889.00,98.67
1888.00,98.70
1887.00,98.69
1886.00,98.66
1885.00,98.63
1884.00,98.62
1883.00,98.63
1882.00,98.63
1881.00,98.62
1880.00,98.60
1879.00,98.58
1878.00,98.56
1877.00,98.55
1876.00,98.55
1875.00,98.55
1874.00,98.57
1873.00,98.59
1872.00,98.60
1871.00,98.60
1870.00,98.58
1869.00,98.56
1868.00,98.55
1867.00,98.54
1866.00,98.54
1865.00,98.55
1864.00,98.56
1863.00,98.56
1862.00,98.56
1861.00,98.57
1860.00,98.59
1859.00,98.61
1858.00,98.63
1857.00,98.65
1856.00,98.65
1855.00,98.63
1854.00,98.60
1853.00,98.57
1852.00,98.56
1851.00,98.56
1850.00,98.56
1849.00,98.57
1848.00,98.58
1847.00,98.59
1846.00,98.59
1845.00,98.58
1844.00,98.57
1843.00,98.55
1842.00,98.54
1841.00,98.54
1840.00,98.55
1839.00,98.56
1838.00,98.56
1837.00,98.56
1836.00,98.55
1835.00,98.52
1834.00,98.51
1833.00,98.51
1832.00,98.54
1831.00,98.57
1830.00,98.59
1829.00,98.59
1828.00,98.57
1827.00,98.56
1826.00,98.54
1825.00,98.54
1824.00,98.54
1823.00,98.55
1822.00,98.56
1821.00,98.56
1820.00,98.56
1819.00,98.57
1818.00,98.57
1817.00,98.57
1816.00,98.56
1815.00,98.54
1814.00,98.53
1813.00,98.53
1812.00,98.54
1811.00,98.55
1810.00,98.56
1809.00,98.56
1808.00,98.56
1807.00,98.54
1806.00,98.53
1805.00,98.52
1804.00,98.52
1803.00,98.52
1802.00,98.52
1801.00,98.51
1800.00,98.51
1799.00,98.51
1798.00,98.50
1797.00,98.49
1796.00,98.49
1795.00,98.50
1794.00,98.53
1793.00,98.56
1792.00,98.57
1791.00,98.57
1790.00,98.56
1789.00,98.54
1788.00,98.53
1787.00,98.53
1786.00,98.52
1785.00,98.52
1784.00,98.51
1783.00,98.51
1782.00,98.49
1781.00,98.49
1780.00,98.49
1779.00,98.49
1778.00,98.50
1777.00,98.52
1776.00,98.54
1775.00,98.55
1774.00,98.56
1773.00,98.55
1772.00,98.54
1771.00,98.53
1770.00,98.52
1769.00,98.51
1768.00,98.50
1767.00,98.49
1766.00,98.48
1765.00,98.48
1764.00,98.48
1763.00,98.48
1762.00,98.48
1761.00,98.48
1760.00,98.47
1759.00,98.45
1758.00,98.43
1757.00,98.40
1756.00,98.39
1755.00,98.39
1754.00,98.40
1753.00,98.41
1752.00,98.42
1751.00,98.42
1750.00,98.40
1749.00,98.38
1748.00,98.34
1747.00,98.31
1746.00,98.29
1745.00,98.27
1744.00,98.25
1743.00,98.22
1742.00,98.19
1741.00,98.16
1740.00,98.13
1739.00,98.11
1738.00,98.10
1737.00,98.09
1736.00,98.07
1735.00,98.04
1734.00,98.02
1733.00,98.01
1732.00,98.00
1731.00,98.00
1730.00,98.00
1729.00,98.00
1728.00,98.00
1727.00,98.00
1726.00,98.01
1725.00,98.01
1724.00,98.02
1723.00,98.04
1722.00,98.05
1721.00,98.06
1720.00,98.06
1719.00,98.07
1718.00,98.08
1717.00,98.10
1716.00,98.11
1715.00,98.11
1714.00,98.12
1713.00,98.12
1712.00,98.13
1711.00,98.14
1710.00,98.14
1709.00,98.14
1708.00,98.14
1707.00,98.14
1706.00,98.13
1705.00,98.14
1704.00,98.15
1703.00,98.18
1702.00,98.22
1701.00,98.26
1700.00,98.29
1699.00,98.28
1698.00,98.27
1697.00,98.26
1696.00,98.26
1695.00,98.28
1694.00,98.29
1693.00,98.31
1692.00,98.32
1691.00,98.32
1690.00,98.31
1689.00,98.30
1688.00,98.28
1687.00,98.26
1686.00,98.26
1685.00,98.26
1684.00,98.26
1683.00,98.27
1682.00,98.28
1681.00,98.29
1680.00,98.30
1679.00,98.31
1678.00,98.32
1677.00,98.34
1676.00,98.35
1675.00,98.34
1674.00,98.32
1673.00,98.32
1672.00,98.32
1671.00,98.33
1670.00,98.33
1669.00,98.31
1668.00,98.29
1667.00,98.29
1666.00,98.29
1665.00,98.29
1664.00,98.29
1663.00,98.29
1662.00,98.29
1661.00,98.29
1660.00,98.27
1659.00,98.27
1658.00,98.27
1657.00,98.28
1656.00,98.29
1655.00,98.30
1654.00,98.28
1653.00,98.25
1652.00,98.21
1651.00,98.20
1650.00,98.20
1649.00,98.20
1648.00,98.19
1647.00,98.17
1646.00,98.15
1645.00,98.15
1644.00,98.15
1643.00,98.14
1642.00,98.14
1641.00,98.13
1640.00,98.13
1639.00,98.13
1638.00,98.13
1637.00,98.14
1636.00,98.15
1635.00,98.13
1634.00,98.11
1633.00,98.08
1632.00,98.05
1631.00,98.03
1630.00,98.02
1629.00,98.01
1628.00,98.01
1627.00,98.01
1626.00,98.01
1625.00,98.00
1624.00,98.00
1623.00,98.01
1622.00,98.01
1621.00,98.01
1620.00,98.00
1619.00,98.00
1618.00,98.01
1617.00,98.03
1616.00,98.04
1615.00,98.04
1614.00,98.04
1613.00,98.05
1612.00,98.05
1611.00,98.06
1610.00,98.08
1609.00,98.10
1608.00,98.11
1607.00,98.11
1606.00,98.11
1605.00,98.10
1604.00,98.10
1603.00,98.11
1602.00,98.12
1601.00,98.14
1600.00,98.16
1599.00,98.18
1598.00,98.20
1597.00,98.21
1596.00,98.23
1595.00,98.23
1594.00,98.24
1593.00,98.24
1592.00,98.25
1591.00,98.25
1590.00,98.26
1589.00,98.27
1588.00,98.27
1587.00,98.28
1586.00,98.28
1585.00,98.28
1584.00,98.27
1583.00,98.27
1582.00,98.28
1581.00,98.29
1580.00,98.29
1579.00,98.29
1578.00,98.28
1577.00,98.27
1576.00,98.27
1575.00,98.28
1574.00,98.30
1573.00,98.32
1572.00,98.32
1571.00,98.31
1570.00,98.30
1569.00,98.29
1568.00,98.28
1567.00,98.29
1566.00,98.29
1565.00,98.29
1564.00,98.29
1563.00,98.29
1562.00,98.28
1561.00,98.26
1560.00,98.24
1559.00,98.23
1558.00,98.25
1557.00,98.28
1556.00,98.29
1555.00,98.28
1554.00,98.28
1553.00,98.28
1552.00,98.29
1551.00,98.29
1550.00,98.28
1549.00,98.27
1548.00,98.27
1547.00,98.26
1546.00,98.26
1545.00,98.26
1544.00,98.26
1543.00,98.28
1542.00,98.30
1541.00,98.30
1540.00,98.30
1539.00,98.30
1538.00,98.31
1537.00,98.32
1536.00,98.32
1535.00,98.31
1534.00,98.30
1533.00,98.28
1532.00,98.27
1531.00,98.28
1530.00,98.29
1529.00,98.31
1528.00,98.31
1527.00,98.30
1526.00,98.29
1525.00,98.28
1524.00,98.28
1523.00,98.28
1522.00,98.29
1521.00,98.29
1520.00,98.29
1519.00,98.28
1518.00,98.27
1517.00,98.27
1516.00,98.27
1515.00,98.27
1514.00,98.28
1513.00,98.28
1512.00,98.28
1511.00,98.27
1510.00,98.27
1509.00,98.27
1508.00,98.27
1507.00,98.27
1506.00,98.27
1505.00,98.27
1504.00,98.27
1503.00,98.26
1502.00,98.25
1501.00,98.24
1500.00,98.24
1499.00,98.25
1498.00,98.25
1497.00,98.26
1496.00,98.26
1495.00,98.25
1494.00,98.24
1493.00,98.23
1492.00,98.21
1491.00,98.21
1490.00,98.21
1489.00,98.21
1488.00,98.21
1487.00,98.20
1486.00,98.20
1485.00,98.19
1484.00,98.19
1483.00,98.20
1482.00,98.20
1481.00,98.20
1480.00,98.19
1479.00,98.18
1478.00,98.17
1477.00,98.17
1476.00,98.16
1475.00,98.15
1474.00,98.15
1473.00,98.14
1472.00,98.14
1471.00,98.15
1470.00,98.15
1469.00,98.15
1468.00,98.13
1467.00,98.11
1466.00,98.07
1465.00,98.03
1464.00,97.98
1463.00,97.93
1462.00,97.86
1461.00,97.78
1460.00,97.68
1459.00,97.55
1458.00,97.38
1457.00,97.18
1456.00,96.99
1455.00,96.84
1454.00,96.71
1453.00,96.57
1452.00,96.43
1451.00,96.29
1450.00,96.15
1449.00,96.00
1448.00,95.85
1447.00,95.72
1446.00,95.61
1445.00,95.51
1444.00,95.40
1443.00,95.30
1442.00,95.20
1441.00,95.13
1440.00,95.09
1439.00,95.07
1438.00,95.09
1437.00,95.14
1436.00,95.22
1435.00,95.31
1434.00,95.41
1433.00,95.50
1432.00,95.62
1431.00,95.76
1430.00,95.92
1429.00,96.07
1428.00,96.20
1427.00,96.33
1426.00,96.45
1425.00,96.58
1424.00,96.71
1423.00,96.82
1422.00,96.90
1421.00,96.97
1420.00,97.05
1419.00,97.15
1418.00,97.24
1417.00,97.31
1416.00,97.37
1415.00,97.43
1414.00,97.49
1413.00,97.54
1412.00,97.59
1411.00,97.64
1410.00,97.68
1409.00,97.71
1408.00,97.73
1407.00,97.75
1406.00,97.75
1405.00,97.76
1404.00,97.78
1403.00,97.81
1402.00,97.82
1401.00,97.83
1400.00,97.82
1399.00,97.80
1398.00,97.77
1397.00,97.73
1396.00,97.70
1395.00,97.67
1394.00,97.64
1393.00,97.62
1392.00,97.60
1391.00,97.58
1390.00,97.55
1389.00,97.53
1388.00,97.52
1387.00,97.52
1386.00,97.51
1385.00,97.51
1384.00,97.50
1383.00,97.50
1382.00,97.48
1381.00,97.46
1380.00,97.44
1379.00,97.42
1378.00,97.40
1377.00,97.37
1376.00,97.35
1375.00,97.32
1374.00,97.29
1373.00,97.26
1372.00,97.22
1371.00,97.19
1370.00,97.14
1369.00,97.09
1368.00,97.04
1367.00,97.00
1366.00,96.96
1365.00,96.93
1364.00,96.90
1363.00,96.86
1362.00,96.83
1361.00,96.80
1360.00,96.77
1359.00,96.74
1358.00,96.72
1357.00,96.70
1356.00,96.68
1355.00,96.66
1354.00,96.65
1353.00,96.65
1352.00,96.66
1351.00,96.67
1350.00,96.69
1349.00,96.71
1348.00,96.72
1347.00,96.75
1346.00,96.79
1345.00,96.82
1344.00,96.85
1343.00,96.86
1342.00,96.86
1341.00,96.86
1340.00,96.86
1339.00,96.87
1338.00,96.88
1337.00,96.89
1336.00,96.89
1335.00,96.89
1334.00,96.89
1333.00,96.89
1332.00,96.88
1331.00,96.86
1330.00,96.84
1329.00,96.82
1328.00,96.81
1327.00,96.81
1326.00,96.80
1325.00,96.78
1324.00,96.76
1323.00,96.74
1322.00,96.74
1321.00,96.74
1320.00,96.74
1319.00,96.74
1318.00,96.74
1317.00,96.75
1316.00,96.76
1315.00,96.76
1314.00,96.76
1313.00,96.74
1312.00,96.72
1311.00,96.69
1310.00,96.65
1309.00,96.61
1308.00,96.57
1307.00,96.54
1306.00,96.52
1305.00,96.52
1304.00,96.53
1303.00,96.54
1302.00,96.54
1301.00,96.55
1300.00,96.55
1299.00,96.55
1298.00,96.54
1297.00,96.52
1296.00,96.51
1295.00,96.49
1294.00,96.47
1293.00,96.46
1292.00,96.45
1291.00,96.44
1290.00,96.43
1289.00,96.40
1288.00,96.38
1287.00,96.37
1286.00,96.39
1285.00,96.41
1284.00,96.42
1283.00,96.41
1282.00,96.40
1281.00,96.38
1280.00,96.36
1279.00,96.34
1278.00,96.34
1277.00,96.34
1276.00,96.35
1275.00,96.35
1274.00,96.34
1273.00,96.33
1272.00,96.30
1271.00,96.27
1270.00,96.23
1269.00,96.17
1268.00,96.10
1267.00,96.03
1266.00,95.98
1265.00,95.94
1264.00,95.90
1263.00,95.86
1262.00,95.82
1261.00,95.77
1260.00,95.74
1259.00,95.72
1258.00,95.72
1257.00,95.71
1256.00,95.70
1255.00,95.69
1254.00,95.69
1253.00,95.70
1252.00,95.71
1251.00,95.71
1250.00,95.73
1249.00,95.74
1248.00,95.76
1247.00,95.76
1246.00,95.75
1245.00,95.74
1244.00,95.74
1243.00,95.74
1242.00,95.75
1241.00,95.74
1240.00,95.74
1239.00,95.75
1238.00,95.77
1237.00,95.80
1236.00,95.84
1235.00,95.88
1234.00,95.92
1233.00,95.95
1232.00,95.99
1231.00,96.02
1230.00,96.06
1229.00,96.09
1228.00,96.12
1227.00,96.13
1226.00,96.13
1225.00,96.12
1224.00,96.11
1223.00,96.10
1222.00,96.09
1221.00,96.07
1220.00,96.05
1219.00,96.02
1218.00,95.99
1217.00,95.96
1216.00,95.94
1215.00,95.93
1214.00,95.92
1213.00,95.89
1212.00,95.87
1211.00,95.85
1210.00,95.85
1209.00,95.86
1208.00,95.87
1207.00,95.88
1206.00,95.90
1205.00,95.92
1204.00,95.94
1203.00,95.97
1202.00,96.01
1201.00,96.05
1200.00,96.08
1199.00,96.12
1198.00,96.15
1197.00,96.16
1196.00,96.17
1195.00,96.16
1194.00,96.16
1193.00,96.17
1192.00,96.18
1191.00,96.18
1190.00,96.19
1189.00,96.21
1188.00,96.24
1187.00,96.26
1186.00,96.28
1185.00,96.28
1184.00,96.28
1183.00,96.28
1182.00,96.30
1181.00,96.32
1180.00,96.35
1179.00,96.38
1178.00,96.40
1177.00,96.42
1176.00,96.42
1175.00,96.42
1174.00,96.42
1173.00,96.44
1172.00,96.46
1171.00,96.48
1170.00,96.51
1169.00,96.54
1168.00,96.58
1167.00,96.63
1166.00,96.67
1165.00,96.72
1164.00,96.74
1163.00,96.74
1162.00,96.72
1161.00,96.71
1160.00,96.72
1159.00,96.75
1158.00,96.79
1157.00,96.82
1156.00,96.84
1155.00,96.84
1154.00,96.84
1153.00,96.83
1152.00,96.85
1151.00,96.88
1150.00,96.93
1149.00,96.98
1148.00,97.01
1147.00,97.03
1146.00,97.04
1145.00,97.05
1144.00,97.06
1143.00,97.07
1142.00,97.09
1141.00,97.11
1140.00,97.13
1139.00,97.14
1138.00,97.14
1137.00,97.14
1136.00,97.14
1135.00,97.15
1134.00,97.15
1133.00,97.14
1132.00,97.11
1131.00,97.07
1130.00,97.03
1129.00,97.00
1128.00,97.00
1127.00,96.99
1126.00,96.95
1125.00,96.89
1124.00,96.82
1123.00,96.76
1122.00,96.72
1121.00,96.69
1120.00,96.66
1119.00,96.62
1118.00,96.58
1117.00,96.55
1116.00,96.52
1115.00,96.50
1114.00,96.48
1113.00,96.45
1112.00,96.43
1111.00,96.42
1110.00,96.41
1109.00,96.38
1108.00,96.35
1107.00,96.31
1106.00,96.29
1105.00,96.28
1104.00,96.26
1103.00,96.24
1102.00,96.22
1101.00,96.22
1100.00,96.23
1099.00,96.25
1098.00,96.25
1097.00,96.23
1096.00,96.22
1095.00,96.21
1094.00,96.20
1093.00,96.19
1092.00,96.20
1091.00,96.23
1090.00,96.27
1089.00,96.31
1088.00,96.34
1087.00,96.35
1086.00,96.36
1085.00,96.37
1084.00,96.37
1083.00,96.38
1082.00,96.41
1081.00,96.44
1080.00,96.45
1079.00,96.43
1078.00,96.40
1077.00,96.38
1076.00,96.37
1075.00,96.38
1074.00,96.39
1073.00,96.39
1072.00,96.36
1071.00,96.35
1070.00,96.35
1069.00,96.35
1068.00,96.33
1067.00,96.31
1066.00,96.29
1065.00,96.28
1064.00,96.26
1063.00,96.23
1062.00,96.20
1061.00,96.19
1060.00,96.19
1059.00,96.20
1058.00,96.20
1057.00,96.20
1056.00,96.18
1055.00,96.17
1054.00,96.15
1053.00,96.13
1052.00,96.11
1051.00,96.09
1050.00,96.08
1049.00,96.08
1048.00,96.08
1047.00,96.08
1046.00,96.06
1045.00,96.02
1044.00,95.96
1043.00,95.91
1042.00,95.87
1041.00,95.84
1040.00,95.82
1039.00,95.80
1038.00,95.78
1037.00,95.78
1036.00,95.79
1035.00,95.81
1034.00,95.84
1033.00,95.89
1032.00,95.95
1031.00,96.01
1030.00,96.06
1029.00,96.09
1028.00,96.11
1027.00,96.11
1026.00,96.11
1025.00,96.09
1024.00,96.10
1023.00,96.13
1022.00,96.16
1021.00,96.18
1020.00,96.18
1019.00,96.16
1018.00,96.14
1017.00,96.12
1016.00,96.10
1015.00,96.06
1014.00,96.01
1013.00,95.94
1012.00,95.89
1011.00,95.87
1010.00,95.86
1009.00,95.86
1008.00,95.85
1007.00,95.84
1006.00,95.82
1005.00,95.79
1004.00,95.78
1003.00,95.77
1002.00,95.77
1001.00,95.78
1000.00,95.78
999.00,95.77
998.00,95.75
997.00,95.74
996.00,95.73
995.00,95.73
994.00,95.74
993.00,95.73
992.00,95.73
991.00,95.74
990.00,95.76
989.00,95.80
988.00,95.83
987.00,95.84
986.00,95.84
985.00,95.84
984.00,95.84
983.00,95.85
982.00,95.87
981.00,95.89
980.00,95.91
979.00,95.93
978.00,95.95
977.00,95.97
976.00,95.98
975.00,95.99
974.00,96.01
973.00,96.01
972.00,95.99
971.00,95.99
970.00,96.01
969.00,96.05
968.00,96.08
967.00,96.10
966.00,96.09
965.00,96.08
964.00,96.08
963.00,96.10
962.00,96.13
961.00,96.15
960.00,96.14
959.00,96.11
958.00,96.08
957.00,96.06
956.00,96.06
955.00,96.07
954.00,96.09
953.00,96.10
952.00,96.08
951.00,96.05
950.00,96.05
949.00,96.08
948.00,96.12
947.00,96.16
946.00,96.19
945.00,96.20
944.00,96.23
943.00,96.26
942.00,96.29
941.00,96.32
940.00,96.34
939.00,96.36
938.00,96.38
937.00,96.38
936.00,96.38
935.00,96.37
934.00,96.36
933.00,96.36
932.00,96.35
931.00,96.35
930.00,96.36
929.00,96.38
928.00,96.40
927.00,96.41
926.00,96.41
925.00,96.39
924.00,96.38
923.00,96.38
922.00,96.37
921.00,96.36
920.00,96.35
919.00,96.36
918.00,96.39
917.00,96.42
916.00,96.42
915.00,96.40
914.00,96.39
913.00,96.39
912.00,96.39
911.00,96.40
910.00,96.40
909.00,96.40
908.00,96.40
907.00,96.38
906.00,96.37
905.00,96.36
904.00,96.38
903.00,96.40
