Created as New Dataset,6.4. Raw cotton boll
cm-1,%T
899.00,86.69
898.00,86.67
897.00,86.64
896.00,86.62
895.00,86.63
894.00,86.68
893.00,86.76
892.00,86.86
891.00,86.96
890.00,87.07
889.00,87.19
888.00,87.31
887.00,87.45
886.00,87.58
885.00,87.72
884.00,87.87
883.00,88.02
882.00,88.17
881.00,88.30
880.00,88.43
879.00,88.54
878.00,88.64
877.00,88.73
876.00,88.84
875.00,88.96
874.00,89.07
873.00,89.18
872.00,89.26
871.00,89.33
870.00,89.41
869.00,89.47
868.00,89.52
867.00,89.57
866.00,89.63
865.00,89.69
864.00,89.75
863.00,89.79
862.00,89.83
861.00,89.86
860.00,89.90
859.00,89.95
858.00,90.02
857.00,90.08
856.00,90.13
855.00,90.16
854.00,90.18
853.00,90.21
852.00,90.23
851.00,90.26
850.00,90.29
849.00,90.32
848.00,90.34
847.00,90.36
846.00,90.39
845.00,90.43
844.00,90.48
843.00,90.52
842.00,90.53
841.00,90.50
840.00,90.44
839.00,90.40
838.00,90.39
837.00,90.40
836.00,90.43
835.00,90.47
834.00,90.49
833.00,90.49
832.00,90.48
831.00,90.47
830.00,90.48
829.00,90.48
828.00,90.50
827.00,90.52
826.00,90.54
825.00,90.57
824.00,90.59
823.00,90.61
822.00,90.59
821.00,90.53
820.00,90.44
819.00,90.37
818.00,90.36
817.00,90.39
816.00,90.44
815.00,90.48
814.00,90.49
813.00,90.49
812.00,90.48
811.00,90.49
810.00,90.49
809.00,90.50
808.00,90.51
807.00,90.53
806.00,90.55
805.00,90.55
804.00,90.53
803.00,90.52
802.00,90.52
801.00,90.52
800.00,90.53
799.00,90.53
798.00,90.52
797.00,90.49
796.00,90.46
795.00,90.46
794.00,90.48
793.00,90.50
792.00,90.49
791.00,90.46
790.00,90.43
789.00,90.40
788.00,90.36
787.00,90.33
786.00,90.31
785.00,90.30
784.00,90.31
783.00,90.33
782.00,90.35
781.00,90.33
780.00,90.29
779.00,90.23
778.00,90.17
777.00,90.12
776.00,90.07
775.00,90.05
774.00,90.06
773.00,90.08
772.00,90.09
771.00,90.06
770.00,90.01
769.00,89.95
768.00,89.90
767.00,89.86
766.00,89.84
765.00,89.84
764.00,89.82
763.00,89.77
762.00,89.69
761.00,89.60
760.00,89.52
759.00,89.48
758.00,89.45
757.00,89.44
756.00,89.42
755.00,89.40
754.00,89.36
753.00,89.30
752.00,89.24
751.00,89.20
750.00,89.18
749.00,89.15
748.00,89.07
747.00,88.96
746.00,88.85
745.00,88.77
744.00,88.71
743.00,88.68
742.00,88.66
741.00,88.63
740.00,88.59
739.00,88.54
738.00,88.49
737.00,88.43
736.00,88.34
735.00,88.24
734.00,88.12
733.00,88.00
732.00,87.89
731.00,87.79
730.00,87.70
729.00,87.61
728.00,87.48
727.00,87.34
726.00,87.19
725.00,87.04
724.00,86.88
723.00,86.72
722.00,86.53
721.00,86.32
720.00,86.08
719.00,85.86
718.00,85.68
717.00,85.50
716.00,85.33
715.00,85.17
714.00,85.01
713.00,84.86
712.00,84.71
711.00,84.58
710.00,84.48
709.00,84.40
708.00,84.32
707.00,84.24
706.00,84.18
705.00,84.10
704.00,83.99
703.00,83.88
702.00,83.80
701.00,83.76
700.00,83.75
699.00,83.74
698.00,83.71
697.00,83.66
696.00,83.61
695.00,83.58
694.00,83.62
693.00,83.68
692.00,83.71
691.00,83.69
690.00,83.63
689.00,83.59
688.00,83.56
687.00,83.53
686.00,83.47
685.00,83.34
684.00,83.20
683.00,83.10
682.00,83.05
681.00,83.00
680.00,82.89
679.00,82.69
678.00,82.43
677.00,82.15
676.00,81.86
675.00,81.56
674.00,81.21
673.00,80.81
672.00,80.43
671.00,80.15
670.00,79.97
669.00,79.78
668.00,79.46
667.00,79.15
666.00,78.98
665.00,78.86
664.00,78.69
663.00,78.50
662.00,78.37
661.00,78.39
660.00,78.55
659.00,78.80
658.00,79.06
657.00,79.23
656.00,79.34
655.00,79.44
654.00,79.55
653.00,79.64
652.00,79.72
651.00,79.85
650.00,80.02
649.00,80.16
648.00,80.19
647.00,80.15
646.00,80.11
645.00,80.09
644.00,80.01
643.00,79.89
642.00,79.80
641.00,79.78
640.00,79.77
639.00,79.70
638.00,79.54
637.00,79.36
636.00,79.20
635.00,79.07
634.00,78.89
633.00,78.63
632.00,78.38
631.00,78.29
630.00,78.34
629.00,78.41
628.00,78.42
627.00,78.44
626.00,78.45
625.00,78.33
624.00,77.97
623.00,77.48
622.00,77.04
621.00,76.73
620.00,76.55
619.00,76.48
618.00,76.44
617.00,76.28
616.00,76.02
615.00,75.84
614.00,75.80
613.00,75.76
612.00,75.65
611.00,75.59
610.00,75.64
609.00,75.68
608.00,75.64
607.00,75.59
606.00,75.60
605.00,75.60
604.00,75.53
603.00,75.52
602.00,75.62
601.00,75.72
600.00,75.71
599.00,75.64
598.00,75.64
597.00,75.66
596.00,75.56
595.00,75.35
594.00,75.11
593.00,74.87
592.00,74.69
591.00,74.64
590.00,74.68
589.00,74.67
588.00,74.53
587.00,74.38
586.00,74.40
585.00,74.61
584.00,74.90
583.00,75.22
582.00,75.46
581.00,75.46
580.00,75.26
579.00,75.11
578.00,75.18
577.00,75.25
576.00,75.14
575.00,74.85
574.00,74.45
573.00,73.88
572.00,73.28
571.00,73.02
570.00,73.30
569.00,73.77
568.00,73.94
567.00,73.55
566.00,72.68
565.00,71.65
564.00,70.95
563.00,70.95
562.00,71.40
561.00,71.58
560.00,71.22
559.00,70.75
558.00,70.60
557.00,70.77
556.00,71.09
555.00,71.54
554.00,71.87
553.00,71.76
552.00,71.27
551.00,71.02
550.00,71.19
