Created as New Dataset,6.4. Raw cotton boll
cm-1,%T
2462.00,97.08
2461.00,97.07
2460.00,97.08
2459.00,97.08
2458.00,97.09
2457.00,97.09
2456.00,97.08
2455.00,97.07
2454.00,97.05
2453.00,97.03
2452.00,97.02
2451.00,97.02
2450.00,97.03
2449.00,97.05
2448.00,97.06
2447.00,97.06
2446.00,97.06
2445.00,97.06
2444.00,97.07
2443.00,97.08
2442.00,97.09
2441.00,97.10
2440.00,97.11
2439.00,97.11
2438.00,97.10
2437.00,97.11
2436.00,97.14
2435.00,97.17
2434.00,97.19
2433.00,97.19
2432.00,97.18
2431.00,97.17
2430.00,97.16
2429.00,97.15
2428.00,97.13
2427.00,97.12
2426.00,97.12
2425.00,97.14
2424.00,97.17
2423.00,97.20
2422.00,97.24
2421.00,97.27
2420.00,97.28
2419.00,97.28
2418.00,97.26
2417.00,97.25
2416.00,97.25
2415.00,97.26
2414.00,97.27
2413.00,97.28
2412.00,97.28
2411.00,97.29
2410.00,97.29
2409.00,97.30
2408.00,97.30
2407.00,97.30
2406.00,97.30
2405.00,97.30
2404.00,97.31
2403.00,97.32
2402.00,97.33
2401.00,97.33
2400.00,97.34
2399.00,97.36
2398.00,97.37
2397.00,97.39
2396.00,97.39
2395.00,97.39
2394.00,97.39
2393.00,97.40
2392.00,97.41
2391.00,97.44
2390.00,97.46
2389.00,97.49
2388.00,97.51
2387.00,97.54
2386.00,97.55
2385.00,97.56
2384.00,97.57
2383.00,97.59
2382.00,97.60
2381.00,97.62
2380.00,97.62
2379.00,97.63
2378.00,97.63
2377.00,97.63
2376.00,97.63
2375.00,97.64
2374.00,97.66
2373.00,97.70
2372.00,97.73
2371.00,97.78
2370.00,97.83
2369.00,97.88
2368.00,97.90
2367.00,97.86
2366.00,97.77
2365.00,97.70
2364.00,97.71
2363.00,97.79
2362.00,97.85
2361.00,97.84
2360.00,97.76
2359.00,97.65
2358.00,97.57
2357.00,97.55
2356.00,97.60
2355.00,97.68
2354.00,97.77
2353.00,97.81
2352.00,97.80
2351.00,97.78
2350.00,97.77
2349.00,97.80
2348.00,97.86
2347.00,97.90
2346.00,97.91
2345.00,97.88
2344.00,97.85
2343.00,97.80
2342.00,97.76
2341.00,97.71
2340.00,97.68
2339.00,97.65
2338.00,97.63
2337.00,97.62
2336.00,97.65
2335.00,97.72
2334.00,97.79
2333.00,97.83
2332.00,97.82
2331.00,97.77
2330.00,97.72
2329.00,97.67
2328.00,97.64
2327.00,97.61
2326.00,97.60
2325.00,97.58
2324.00,97.57
2323.00,97.55
2322.00,97.53
2321.00,97.50
2320.00,97.46
2319.00,97.43
2318.00,97.41
2317.00,97.41
2316.00,97.43
2315.00,97.44
2314.00,97.44
2313.00,97.42
2312.00,97.38
2311.00,97.34
2310.00,97.31
2309.00,97.29
2308.00,97.27
2307.00,97.26
2306.00,97.27
2305.00,97.29
2304.00,97.30
2303.00,97.29
2302.00,97.25
2301.00,97.18
2300.00,97.13
2299.00,97.10
2298.00,97.08
2297.00,97.07
2296.00,97.07
2295.00,97.08
2294.00,97.08
2293.00,97.08
2292.00,97.05
2291.00,97.02
2290.00,96.97
2289.00,96.92
2288.00,96.88
2287.00,96.86
2286.00,96.86
2285.00,96.84
2284.00,96.82
2283.00,96.79
2282.00,96.77
2281.00,96.74
2280.00,96.71
2279.00,96.68
2278.00,96.66
2277.00,96.65
2276.00,96.64
2275.00,96.65
2274.00,96.64
2273.00,96.63
2272.00,96.60
2271.00,96.56
2270.00,96.53
2269.00,96.52
2268.00,96.51
2267.00,96.49
2266.00,96.46
2265.00,96.43
2264.00,96.41
2263.00,96.40
2262.00,96.42
2261.00,96.43
2260.00,96.42
2259.00,96.40
2258.00,96.38
2257.00,96.36
2256.00,96.36
2255.00,96.35
2254.00,96.34
2253.00,96.34
2252.00,96.35
2251.00,96.36
2250.00,96.36
2249.00,96.34
2248.00,96.30
2247.00,96.25
2246.00,96.21
2245.00,96.20
2244.00,96.20
2243.00,96.20
2242.00,96.18
2241.00,96.13
2240.00,96.08
2239.00,96.04
2238.00,96.01
2237.00,96.01
2236.00,96.01
2235.00,96.02
2234.00,96.02
2233.00,96.01
2232.00,95.98
2231.00,95.95
2230.00,95.92
2229.00,95.91
2228.00,95.91
2227.00,95.90
2226.00,95.88
2225.00,95.83
2224.00,95.79
2223.00,95.77
2222.00,95.77
2221.00,95.77
2220.00,95.77
2219.00,95.77
2218.00,95.76
2217.00,95.76
2216.00,95.77
2215.00,95.78
2214.00,95.78
2213.00,95.78
2212.00,95.76
2211.00,95.75
2210.00,95.74
2209.00,95.72
2208.00,95.69
2207.00,95.65
2206.00,95.63
2205.00,95.63
2204.00,95.64
2203.00,95.64
2202.00,95.62
2201.00,95.59
2200.00,95.54
2199.00,95.49
2198.00,95.45
2197.00,95.45
2196.00,95.47
2195.00,95.50
2194.00,95.48
2193.00,95.42
2192.00,95.37
2191.00,95.36
2190.00,95.38
2189.00,95.38
2188.00,95.32
2187.00,95.23
2186.00,95.12
2185.00,95.02
2184.00,94.96
2183.00,94.95
2182.00,94.99
2181.00,95.04
2180.00,95.07
2179.00,95.05
2178.00,95.02
2177.00,95.00
2176.00,95.01
2175.00,95.04
2174.00,95.04
2173.00,94.99
2172.00,94.89
2171.00,94.80
2170.00,94.71
2169.00,94.65
2168.00,94.59
2167.00,94.55
2166.00,94.50
2165.00,94.45
2164.00,94.40
2163.00,94.34
2162.00,94.29
2161.00,94.31
2160.00,94.43
2159.00,94.64
2158.00,94.85
2157.00,94.99
2156.00,95.06
2155.00,95.10
2154.00,95.15
2153.00,95.22
2152.00,95.29
2151.00,95.34
2150.00,95.37
2149.00,95.41
2148.00,95.44
2147.00,95.46
2146.00,95.49
2145.00,95.52
2144.00,95.55
2143.00,95.58
2142.00,95.59
2141.00,95.62
2140.00,95.67
2139.00,95.76
2138.00,95.85
2137.00,95.93
2136.00,95.97
2135.00,96.00
2134.00,96.05
2133.00,96.11
2132.00,96.17
2131.00,96.22
2130.00,96.26
2129.00,96.28
2128.00,96.29
2127.00,96.29
2126.00,96.31
2125.00,96.34
2124.00,96.39
2123.00,96.43
2122.00,96.43
2121.00,96.41
2120.00,96.38
2119.00,96.36
2118.00,96.34
2117.00,96.34
2116.00,96.36
2115.00,96.37
2114.00,96.36
2113.00,96.33
2112.00,96.31
2111.00,96.31
2110.00,96.33
2109.00,96.35
2108.00,96.37
2107.00,96.37
2106.00,96.35
2105.00,96.32
2104.00,96.28
2103.00,96.26
2102.00,96.28
2101.00,96.30
2100.00,96.30
2099.00,96.28
2098.00,96.26
2097.00,96.24
2096.00,96.25
2095.00,96.26
2094.00,96.29
2093.00,96.33
2092.00,96.36
2091.00,96.40
2090.00,96.41
2089.00,96.39
2088.00,96.35
2087.00,96.31
2086.00,96.28
2085.00,96.26
2084.00,96.24
2083.00,96.22
2082.00,96.21
2081.00,96.19
2080.00,96.15
2079.00,96.10
2078.00,96.06
2077.00,96.05
2076.00,96.08
2075.00,96.12
2074.00,96.14
2073.00,96.13
2072.00,96.11
2071.00,96.10
2070.00,96.10
2069.00,96.12
2068.00,96.12
2067.00,96.11
2066.00,96.08
2065.00,96.05
2064.00,96.02
2063.00,95.99
2062.00,95.96
2061.00,95.92
2060.00,95.88
2059.00,95.84
2058.00,95.80
2057.00,95.79
2056.00,95.83
2055.00,95.87
2054.00,95.86
2053.00,95.78
2052.00,95.63
2051.00,95.47
2050.00,95.36
2049.00,95.33
2048.00,95.35
2047.00,95.38
2046.00,95.37
2045.00,95.30
2044.00,95.21
2043.00,95.12
2042.00,95.05
2041.00,95.01
2040.00,94.98
2039.00,94.97
2038.00,94.95
2037.00,94.93
2036.00,94.91
2035.00,94.90
2034.00,94.90
2033.00,94.89
2032.00,94.88
2031.00,94.90
2030.00,94.92
2029.00,94.91
2028.00,94.87
2027.00,94.85
2026.00,94.86
2025.00,94.90
2024.00,94.99
2023.00,95.08
2022.00,95.14
2021.00,95.13
2020.00,95.07
2019.00,95.03
2018.00,95.05
2017.00,95.10
2016.00,95.15
2015.00,95.20
2014.00,95.23
2013.00,95.25
2012.00,95.23
2011.00,95.20
2010.00,95.20
2009.00,95.24
2008.00,95.30
2007.00,95.33
2006.00,95.34
2005.00,95.33
2004.00,95.34
2003.00,95.37
2002.00,95.43
2001.00,95.53
2000.00,95.62
1999.00,95.67
1998.00,95.67
1997.00,95.62
1996.00,95.54
1995.00,95.46
1994.00,95.43
1993.00,95.42
1992.00,95.44
1991.00,95.47
1990.00,95.49
1989.00,95.49
1988.00,95.45
1987.00,95.41
1986.00,95.39
1985.00,95.36
1984.00,95.30
1983.00,95.20
1982.00,95.10
1981.00,95.02
1980.00,94.98
1979.00,94.99
1978.00,95.03
1977.00,95.07
1976.00,95.10
1975.00,95.13
1974.00,95.19
1973.00,95.27
1972.00,95.35
1971.00,95.42
1970.00,95.48
1969.00,95.53
1968.00,95.56
1967.00,95.59
1966.00,95.65
1965.00,95.72
1964.00,95.78
1963.00,95.83
1962.00,95.87
1961.00,95.89
1960.00,95.89
1959.00,95.88
1958.00,95.89
1957.00,95.93
1956.00,95.98
1955.00,96.03
1954.00,96.04
1953.00,96.03
1952.00,96.02
1951.00,96.01
1950.00,96.02
1949.00,96.06
1948.00,96.12
1947.00,96.18
1946.00,96.24
1945.00,96.28
1944.00,96.30
1943.00,96.32
1942.00,96.33
1941.00,96.35
1940.00,96.36
1939.00,96.39
1938.00,96.42
1937.00,96.46
1936.00,96.51
1935.00,96.57
1934.00,96.62
1933.00,96.66
1932.00,96.68
1931.00,96.69
1930.00,96.70
1929.00,96.72
1928.00,96.73
1927.00,96.74
1926.00,96.74
1925.00,96.76
1924.00,96.79
1923.00,96.81
1922.00,96.80
1921.00,96.77
1920.00,96.76
1919.00,96.78
1918.00,96.82
1917.00,96.85
1916.00,96.86
1915.00,96.86
1914.00,96.85
1913.00,96.85
1912.00,96.86
1911.00,96.86
1910.00,96.87
1909.00,96.86
1908.00,96.86
1907.00,96.88
1906.00,96.91
1905.00,96.94
1904.00,96.96
1903.00,96.98
1902.00,97.01
1901.00,97.04
1900.00,97.04
1899.00,97.03
1898.00,97.02
1897.00,97.02
1896.00,97.03
1895.00,97.05
1894.00,97.08
1893.00,97.10
1892.00,97.12
1891.00,97.12
1890.00,97.10
1889.00,97.09
1888.00,97.09
1887.00,97.10
1886.00,97.11
1885.00,97.12
1884.00,97.13
1883.00,97.14
1882.00,97.16
1881.00,97.19
1880.00,97.21
1879.00,97.23
1878.00,97.23
1877.00,97.22
1876.00,97.20
1875.00,97.20
1874.00,97.21
1873.00,97.22
1872.00,97.23
1871.00,97.23
1870.00,97.23
1869.00,97.22
1868.00,97.20
1867.00,97.20
1866.00,97.22
1865.00,97.25
1864.00,97.27
1863.00,97.28
1862.00,97.28
1861.00,97.30
1860.00,97.32
1859.00,97.34
1858.00,97.35
1857.00,97.34
1856.00,97.33
1855.00,97.32
1854.00,97.32
1853.00,97.31
1852.00,97.31
1851.00,97.31
1850.00,97.31
1849.00,97.33
1848.00,97.34
1847.00,97.37
1846.00,97.39
1845.00,97.40
1844.00,97.41
1843.00,97.41
1842.00,97.41
1841.00,97.41
1840.00,97.40
1839.00,97.40
1838.00,97.40
1837.00,97.41
1836.00,97.42
1835.00,97.43
1834.00,97.44
1833.00,97.45
1832.00,97.45
1831.00,97.45
1830.00,97.44
1829.00,97.43
1828.00,97.44
1827.00,97.45
1826.00,97.45
1825.00,97.46
1824.00,97.45
1823.00,97.46
1822.00,97.47
1821.00,97.48
1820.00,97.50
1819.00,97.54
1818.00,97.58
1817.00,97.61
1816.00,97.63
1815.00,97.62
1814.00,97.61
1813.00,97.59
1812.00,97.58
1811.00,97.57
1810.00,97.56
1809.00,97.55
1808.00,97.53
1807.00,97.53
1806.00,97.54
1805.00,97.56
1804.00,97.58
1803.00,97.60
1802.00,97.62
1801.00,97.63
1800.00,97.64
1799.00,97.64
1798.00,97.63
1797.00,97.62
1796.00,97.61
1795.00,97.60
1794.00,97.61
1793.00,97.63
1792.00,97.65
1791.00,97.66
1790.00,97.65
1789.00,97.63
1788.00,97.61
1787.00,97.59
1786.00,97.58
1785.00,97.58
1784.00,97.60
1783.00,97.61
1782.00,97.63
1781.00,97.64
1780.00,97.66
1779.00,97.66
1778.00,97.66
1777.00,97.65
1776.00,97.64
1775.00,97.63
1774.00,97.62
1773.00,97.61
1772.00,97.59
1771.00,97.57
1770.00,97.56
1769.00,97.55
1768.00,97.55
1767.00,97.54
1766.00,97.54
1765.00,97.53
1764.00,97.53
1763.00,97.53
1762.00,97.53
1761.00,97.54
1760.00,97.54
1759.00,97.52
1758.00,97.50
1757.00,97.48
1756.00,97.46
1755.00,97.45
1754.00,97.46
1753.00,97.46
1752.00,97.48
1751.00,97.48
1750.00,97.46
1749.00,97.43
1748.00,97.40
1747.00,97.39
1746.00,97.40
1745.00,97.40
1744.00,97.38
1743.00,97.37
1742.00,97.35
1741.00,97.33
1740.00,97.32
1739.00,97.33
1738.00,97.32
1737.00,97.30
1736.00,97.27
1735.00,97.26
1734.00,97.27
1733.00,97.29
1732.00,97.31
1731.00,97.30
1730.00,97.29
1729.00,97.28
1728.00,97.28
1727.00,97.29
1726.00,97.30
1725.00,97.30
1724.00,97.30
1723.00,97.30
1722.00,97.30
1721.00,97.29
1720.00,97.29
1719.00,97.28
1718.00,97.28
1717.00,97.26
1716.00,97.26
1715.00,97.27
1714.00,97.27
1713.00,97.27
1712.00,97.27
1711.00,97.26
1710.00,97.27
1709.00,97.27
1708.00,97.26
1707.00,97.24
1706.00,97.22
1705.00,97.21
1704.00,97.20
1703.00,97.19
1702.00,97.18
1701.00,97.19
1700.00,97.19
1699.00,97.19
1698.00,97.19
1697.00,97.17
1696.00,97.15
1695.00,97.14
1694.00,97.12
1693.00,97.10
1692.00,97.08
1691.00,97.06
1690.00,97.04
1689.00,97.03
1688.00,97.02
1687.00,97.00
1686.00,96.98
1685.00,96.97
1684.00,96.94
1683.00,96.90
1682.00,96.86
1681.00,96.81
1680.00,96.75
1679.00,96.70
1678.00,96.65
1677.00,96.61
1676.00,96.57
1675.00,96.54
1674.00,96.53
1673.00,96.53
1672.00,96.50
1671.00,96.46
1670.00,96.41
1669.00,96.36
1668.00,96.32
1667.00,96.29
1666.00,96.26
1665.00,96.22
1664.00,96.18
1663.00,96.14
1662.00,96.12
1661.00,96.10
1660.00,96.07
1659.00,96.04
1658.00,96.02
1657.00,95.99
1656.00,95.97
1655.00,95.94
1654.00,95.88
1653.00,95.79
1652.00,95.74
1651.00,95.73
1650.00,95.73
1649.00,95.72
1648.00,95.70
1647.00,95.66
1646.00,95.62
1645.00,95.59
1644.00,95.57
1643.00,95.57
1642.00,95.57
1641.00,95.56
1640.00,95.53
1639.00,95.50
1638.00,95.46
1637.00,95.43
1636.00,95.39
1635.00,95.36
1634.00,95.35
1633.00,95.36
1632.00,95.36
1631.00,95.36
1630.00,95.35
1629.00,95.35
1628.00,95.34
1627.00,95.33
1626.00,95.33
1625.00,95.34
1624.00,95.35
1623.00,95.36
1622.00,95.37
1621.00,95.37
1620.00,95.37
1619.00,95.36
1618.00,95.37
1617.00,95.38
1616.00,95.39
1615.00,95.38
1614.00,95.37
1613.00,95.36
1612.00,95.35
1611.00,95.35
1610.00,95.36
1609.00,95.39
1608.00,95.41
1607.00,95.43
1606.00,95.44
1605.00,95.44
1604.00,95.43
1603.00,95.43
1602.00,95.44
1601.00,95.46
1600.00,95.49
1599.00,95.52
1598.00,95.55
1597.00,95.58
1596.00,95.61
1595.00,95.63
1594.00,95.65
1593.00,95.68
1592.00,95.72
1591.00,95.76
1590.00,95.79
1589.00,95.82
1588.00,95.84
1587.00,95.86
1586.00,95.89
1585.00,95.92
1584.00,95.96
1583.00,96.00
1582.00,96.05
1581.00,96.08
1580.00,96.12
1579.00,96.16
1578.00,96.20
1577.00,96.26
1576.00,96.30
1575.00,96.32
1574.00,96.33
1573.00,96.34
1572.00,96.35
1571.00,96.36
1570.00,96.39
1569.00,96.41
1568.00,96.44
1567.00,96.46
1566.00,96.49
1565.00,96.51
1564.00,96.52
1563.00,96.53
1562.00,96.54
1561.00,96.55
1560.00,96.59
1559.00,96.62
1558.00,96.65
1557.00,96.67
1556.00,96.69
1555.00,96.71
1554.00,96.72
1553.00,96.74
1552.00,96.76
1551.00,96.79
1550.00,96.81
1549.00,96.83
1548.00,96.83
1547.00,96.84
1546.00,96.87
1545.00,96.91
1544.00,96.94
1543.00,96.96
1542.00,96.98
1541.00,97.01
1540.00,97.03
1539.00,97.02
1538.00,97.02
1537.00,97.02
1536.00,97.02
1535.00,97.03
1534.00,97.03
1533.00,97.01
1532.00,97.00
1531.00,97.01
1530.00,97.03
1529.00,97.06
1528.00,97.07
1527.00,97.07
1526.00,97.06
1525.00,97.07
1524.00,97.08
1523.00,97.08
1522.00,97.08
1521.00,97.08
1520.00,97.09
1519.00,97.11
1518.00,97.11
1517.00,97.11
1516.00,97.11
1515.00,97.12
1514.00,97.12
1513.00,97.12
1512.00,97.11
1511.00,97.11
1510.00,97.11
1509.00,97.11
1508.00,97.10
1507.00,97.08
1506.00,97.08
1505.00,97.09
1504.00,97.11
1503.00,97.12
1502.00,97.12
1501.00,97.10
1500.00,97.07
1499.00,97.05
1498.00,97.04
1497.00,97.03
1496.00,97.01
1495.00,96.99
1494.00,96.97
1493.00,96.93
1492.00,96.90
1491.00,96.87
1490.00,96.83
1489.00,96.77
1488.00,96.69
1487.00,96.60
1486.00,96.51
1485.00,96.42
1484.00,96.34
1483.00,96.26
1482.00,96.18
1481.00,96.10
1480.00,96.04
1479.00,96.00
1478.00,95.96
1477.00,95.93
1476.00,95.89
1475.00,95.85
1474.00,95.79
1473.00,95.71
1472.00,95.63
1471.00,95.55
1470.00,95.49
1469.00,95.41
1468.00,95.32
1467.00,95.20
1466.00,95.07
1465.00,94.92
1464.00,94.79
1463.00,94.71
1462.00,94.66
1461.00,94.60
1460.00,94.54
1459.00,94.48
1458.00,94.41
1457.00,94.30
1456.00,94.19
1455.00,94.11
1454.00,94.06
1453.00,94.01
1452.00,93.97
1451.00,93.94
1450.00,93.91
1449.00,93.87
1448.00,93.82
1447.00,93.79
1446.00,93.76
1445.00,93.74
1444.00,93.71
1443.00,93.69
1442.00,93.65
1441.00,93.59
1440.00,93.51
1439.00,93.41
1438.00,93.31
1437.00,93.18
1436.00,93.05
1435.00,92.94
1434.00,92.84
1433.00,92.74
1432.00,92.63
1431.00,92.53
1430.00,92.46
1429.00,92.40
1428.00,92.36
1427.00,92.35
1426.00,92.37
1425.00,92.41
1424.00,92.46
1423.00,92.52
1422.00,92.58
1421.00,92.65
1420.00,92.76
1419.00,92.89
1418.00,93.03
1417.00,93.14
1416.00,93.24
1415.00,93.34
1414.00,93.43
1413.00,93.51
1412.00,93.57
1411.00,93.62
1410.00,93.66
1409.00,93.69
1408.00,93.72
1407.00,93.75
1406.00,93.78
1405.00,93.81
1404.00,93.84
1403.00,93.88
1402.00,93.92
1401.00,93.95
1400.00,93.98
1399.00,94.00
1398.00,94.02
1397.00,94.03
1396.00,94.03
1395.00,94.03
1394.00,94.03
1393.00,94.03
1392.00,94.03
1391.00,94.03
1390.00,94.00
1389.00,93.96
1388.00,93.89
1387.00,93.81
1386.00,93.72
1385.00,93.61
1384.00,93.49
1383.00,93.35
1382.00,93.20
1381.00,93.05
1380.00,92.88
1379.00,92.70
1378.00,92.52
1377.00,92.34
1376.00,92.16
1375.00,91.96
1374.00,91.75
1373.00,91.56
1372.00,91.42
1371.00,91.33
1370.00,91.28
1369.00,91.25
1368.00,91.24
1367.00,91.24
1366.00,91.25
1365.00,91.24
1364.00,91.22
1363.00,91.19
1362.00,91.17
1361.00,91.17
1360.00,91.19
1359.00,91.23
1358.00,91.28
1357.00,91.32
1356.00,91.36
1355.00,91.42
1354.00,91.50
1353.00,91.59
1352.00,91.67
1351.00,91.74
1350.00,91.78
1349.00,91.79
1348.00,91.77
1347.00,91.70
1346.00,91.60
1345.00,91.47
1344.00,91.32
1343.00,91.15
1342.00,90.99
1341.00,90.84
1340.00,90.70
1339.00,90.57
1338.00,90.46
1337.00,90.37
1336.00,90.29
1335.00,90.25
1334.00,90.26
1333.00,90.31
1332.00,90.39
1331.00,90.47
1330.00,90.55
1329.00,90.60
1328.00,90.63
1327.00,90.62
1326.00,90.59
1325.00,90.52
1324.00,90.41
1323.00,90.27
1322.00,90.10
1321.00,89.90
1320.00,89.68
1319.00,89.46
1318.00,89.26
1317.00,89.10
1316.00,89.01
1315.00,88.97
1314.00,89.00
1313.00,89.08
1312.00,89.21
1311.00,89.38
1310.00,89.59
1309.00,89.80
1308.00,90.03
1307.00,90.26
1306.00,90.49
1305.00,90.73
1304.00,90.97
1303.00,91.21
1302.00,91.45
1301.00,91.65
1300.00,91.83
1299.00,91.98
1298.00,92.11
1297.00,92.23
1296.00,92.33
1295.00,92.40
1294.00,92.46
1293.00,92.51
1292.00,92.55
1291.00,92.59
1290.00,92.63
1289.00,92.65
1288.00,92.66
1287.00,92.65
1286.00,92.62
1285.00,92.57
1284.00,92.50
1283.00,92.43
1282.00,92.38
1281.00,92.35
1280.00,92.36
1279.00,92.39
1278.00,92.44
1277.00,92.49
1276.00,92.53
1275.00,92.56
1274.00,92.61
1273.00,92.66
1272.00,92.72
1271.00,92.77
1270.00,92.82
1269.00,92.85
1268.00,92.89
1267.00,92.93
1266.00,92.98
1265.00,93.02
1264.00,93.05
1263.00,93.08
1262.00,93.11
1261.00,93.14
1260.00,93.17
1259.00,93.20
1258.00,93.23
1257.00,93.25
1256.00,93.27
1255.00,93.28
1254.00,93.28
1253.00,93.29
1252.00,93.28
1251.00,93.27
1250.00,93.24
1249.00,93.22
1248.00,93.21
1247.00,93.23
1246.00,93.26
1245.00,93.31
1244.00,93.36
1243.00,93.42
1242.00,93.48
1241.00,93.51
1240.00,93.53
1239.00,93.54
1238.00,93.54
1237.00,93.53
1236.00,93.52
1235.00,93.54
1234.00,93.58
1233.00,93.64
1232.00,93.72
1231.00,93.81
1230.00,93.92
1229.00,94.03
1228.00,94.14
1227.00,94.24
1226.00,94.34
1225.00,94.46
1224.00,94.58
1223.00,94.71
1222.00,94.83
1221.00,94.93
1220.00,95.00
1219.00,95.06
1218.00,95.11
1217.00,95.15
1216.00,95.16
1215.00,95.14
1214.00,95.10
1213.00,95.01
1212.00,94.88
1211.00,94.70
1210.00,94.48
1209.00,94.26
1208.00,94.07
1207.00,93.92
1206.00,93.81
1205.00,93.72
1204.00,93.64
1203.00,93.58
1202.00,93.57
1201.00,93.60
1200.00,93.68
1199.00,93.80
1198.00,93.92
1197.00,94.04
1196.00,94.16
1195.00,94.27
1194.00,94.39
1193.00,94.52
1192.00,94.65
1191.00,94.78
1190.00,94.89
1189.00,94.98
1188.00,95.04
1187.00,95.08
1186.00,95.09
1185.00,95.06
1184.00,95.01
1183.00,94.94
1182.00,94.84
1181.00,94.72
1180.00,94.56
1179.00,94.38
1178.00,94.16
1177.00,93.93
1176.00,93.69
1175.00,93.40
1174.00,93.07
1173.00,92.69
1172.00,92.26
1171.00,91.81
1170.00,91.34
1169.00,90.86
1168.00,90.39
1167.00,89.93
1166.00,89.51
1165.00,89.13
1164.00,88.81
1163.00,88.54
1162.00,88.35
1161.00,88.22
1160.00,88.16
1159.00,88.14
1158.00,88.17
1157.00,88.23
1156.00,88.31
1155.00,88.40
1154.00,88.50
1153.00,88.62
1152.00,88.74
1151.00,88.87
1150.00,88.99
1149.00,89.10
1148.00,89.20
1147.00,89.33
1146.00,89.48
1145.00,89.66
1144.00,89.85
1143.00,90.04
1142.00,90.21
1141.00,90.35
1140.00,90.44
1139.00,90.49
1138.00,90.48
1137.00,90.41
1136.00,90.31
1135.00,90.18
1134.00,90.03
1133.00,89.87
1132.00,89.67
1131.00,89.44
1130.00,89.18
1129.00,88.87
1128.00,88.51
1127.00,88.13
1126.00,87.75
1125.00,87.40
1124.00,87.07
1123.00,86.76
1122.00,86.42
1121.00,86.04
1120.00,85.64
1119.00,85.22
1118.00,84.78
1117.00,84.29
1116.00,83.74
1115.00,83.18
1114.00,82.66
1113.00,82.19
1112.00,81.80
1111.00,81.47
1110.00,81.22
1109.00,81.03
1108.00,80.88
1107.00,80.76
1106.00,80.68
1105.00,80.60
1104.00,80.54
1103.00,80.52
1102.00,80.54
1101.00,80.59
1100.00,80.68
1099.00,80.83
1098.00,81.03
1097.00,81.27
1096.00,81.50
1095.00,81.72
1094.00,81.93
1093.00,82.12
1092.00,82.30
1091.00,82.47
1090.00,82.62
1089.00,82.75
1088.00,82.84
1087.00,82.90
1086.00,82.94
1085.00,82.95
1084.00,82.92
1083.00,82.87
1082.00,82.81
1081.00,82.69
1080.00,82.51
1079.00,82.27
1078.00,82.02
1077.00,81.77
1076.00,81.54
1075.00,81.33
1074.00,81.11
1073.00,80.86
1072.00,80.56
1071.00,80.23
1070.00,79.88
1069.00,79.49
1068.00,79.03
1067.00,78.52
1066.00,77.94
1065.00,77.32
1064.00,76.67
1063.00,76.02
1062.00,75.39
1061.00,74.79
1060.00,74.22
1059.00,73.74
1058.00,73.34
1057.00,73.01
1056.00,72.73
1055.00,72.52
1054.00,72.38
1053.00,72.30
1052.00,72.25
1051.00,72.26
1050.00,72.32
1049.00,72.43
1048.00,72.57
1047.00,72.74
1046.00,72.94
1045.00,73.11
1044.00,73.23
1043.00,73.30
1042.00,73.32
1041.00,73.26
1040.00,73.11
1039.00,72.89
1038.00,72.61
1037.00,72.28
1036.00,71.93
1035.00,71.60
1034.00,71.33
1033.00,71.11
1032.00,70.95
1031.00,70.83
1030.00,70.74
1029.00,70.67
1028.00,70.64
1027.00,70.66
1026.00,70.72
1025.00,70.80
1024.00,70.88
1023.00,70.97
1022.00,71.09
1021.00,71.20
1020.00,71.31
1019.00,71.41
1018.00,71.52
1017.00,71.64
1016.00,71.76
1015.00,71.89
1014.00,71.99
1013.00,72.06
1012.00,72.09
1011.00,72.11
1010.00,72.13
1009.00,72.14
1008.00,72.13
1007.00,72.10
1006.00,72.07
1005.00,72.02
1004.00,71.96
1003.00,71.92
1002.00,71.90
1001.00,71.92
1000.00,71.98
999.00,72.07
998.00,72.19
997.00,72.34
996.00,72.48
995.00,72.63
994.00,72.77
993.00,72.90
992.00,73.01
991.00,73.08
990.00,73.10
989.00,73.06
988.00,72.98
987.00,72.88
986.00,72.80
985.00,72.75
984.00,72.78
983.00,72.92
982.00,73.18
981.00,73.53
980.00,73.96
979.00,74.45
978.00,74.96
977.00,75.49
976.00,76.01
975.00,76.52
974.00,77.02
973.00,77.49
972.00,77.91
971.00,78.30
970.00,78.66
969.00,79.00
968.00,79.33
967.00,79.64
966.00,79.94
965.00,80.22
964.00,80.49
963.00,80.74
962.00,80.98
961.00,81.20
960.00,81.43
959.00,81.66
958.00,81.90
957.00,82.14
956.00,82.39
955.00,82.63
954.00,82.86
953.00,83.07
952.00,83.27
951.00,83.48
950.00,83.69
949.00,83.90
948.00,84.10
947.00,84.31
946.00,84.52
945.00,84.71
944.00,84.89
943.00,85.06
942.00,85.22
941.00,85.37
940.00,85.49
939.00,85.60
938.00,85.71
937.00,85.81
936.00,85.91
935.00,86.02
934.00,86.14
933.00,86.24
932.00,86.32
931.00,86.38
930.00,86.44
929.00,86.52
928.00,86.62
927.00,86.74
926.00,86.84
925.00,86.92
924.00,86.98
923.00,87.06
922.00,87.14
921.00,87.23
920.00,87.29
919.00,87.35
918.00,87.39
917.00,87.41
916.00,87.40
915.00,87.38
914.00,87.36
913.00,87.33
912.00,87.30
911.00,87.27
910.00,87.25
909.00,87.22
908.00,87.17
907.00,87.11
906.00,87.05
905.00,86.99
904.00,86.93
903.00,86.87
902.00,86.81
901.00,86.76
900.00,86.72
