Created as New Dataset,187 Cortaulds
cm-1,%T
2462.00,100.70
2461.00,100.68
2460.00,100.67
2459.00,100.67
2458.00,100.66
2457.00,100.67
2456.00,100.68
2455.00,100.70
2454.00,100.73
2453.00,100.75
2452.00,100.76
2451.00,100.78
2450.00,100.78
2449.00,100.77
2448.00,100.75
2447.00,100.73
2446.00,100.73
2445.00,100.75
2444.00,100.77
2443.00,100.78
2442.00,100.77
2441.00,100.75
2440.00,100.73
2439.00,100.71
2438.00,100.70
2437.00,100.71
2436.00,100.73
2435.00,100.75
2434.00,100.77
2433.00,100.79
2432.00,100.80
2431.00,100.81
2430.00,100.82
2429.00,100.83
2428.00,100.82
2427.00,100.81
2426.00,100.80
2425.00,100.79
2424.00,100.79
2423.00,100.78
2422.00,100.78
2421.00,100.77
2420.00,100.77
2419.00,100.77
2418.00,100.77
2417.00,100.77
2416.00,100.76
2415.00,100.76
2414.00,100.76
2413.00,100.77
2412.00,100.78
2411.00,100.78
2410.00,100.78
2409.00,100.77
2408.00,100.77
2407.00,100.78
2406.00,100.80
2405.00,100.81
2404.00,100.81
2403.00,100.81
2402.00,100.81
2401.00,100.82
2400.00,100.84
2399.00,100.85
2398.00,100.85
2397.00,100.85
2396.00,100.84
2395.00,100.84
2394.00,100.84
2393.00,100.83
2392.00,100.83
2391.00,100.83
2390.00,100.84
2389.00,100.86
2388.00,100.87
2387.00,100.87
2386.00,100.85
2385.00,100.84
2384.00,100.83
2383.00,100.84
2382.00,100.86
2381.00,100.88
2380.00,100.88
2379.00,100.88
2378.00,100.88
2377.00,100.89
2376.00,100.90
2375.00,100.91
2374.00,100.91
2373.00,100.91
2372.00,100.93
2371.00,100.95
2370.00,100.96
2369.00,100.94
2368.00,100.90
2367.00,100.87
2366.00,100.89
2365.00,100.92
2364.00,100.94
2363.00,100.93
2362.00,100.91
2361.00,100.88
2360.00,100.85
2359.00,100.84
2358.00,100.87
2357.00,100.91
2356.00,100.93
2355.00,100.94
2354.00,100.97
2353.00,101.02
2352.00,101.05
2351.00,101.06
2350.00,101.04
2349.00,101.01
2348.00,100.96
2347.00,100.89
2346.00,100.84
2345.00,100.83
2344.00,100.85
2343.00,100.87
2342.00,100.88
2341.00,100.90
2340.00,100.93
2339.00,100.97
2338.00,101.00
2337.00,101.02
2336.00,101.00
2335.00,100.95
2334.00,100.90
2333.00,100.87
2332.00,100.87
2331.00,100.88
2330.00,100.88
2329.00,100.87
2328.00,100.85
2327.00,100.82
2326.00,100.76
2325.00,100.69
2324.00,100.64
2323.00,100.64
2322.00,100.68
2321.00,100.73
2320.00,100.76
2319.00,100.77
2318.00,100.76
2317.00,100.76
2316.00,100.76
2315.00,100.77
2314.00,100.78
2313.00,100.79
2312.00,100.81
2311.00,100.83
2310.00,100.83
2309.00,100.79
2308.00,100.75
2307.00,100.72
2306.00,100.72
2305.00,100.73
2304.00,100.75
2303.00,100.74
2302.00,100.73
2301.00,100.71
2300.00,100.69
2299.00,100.67
2298.00,100.66
2297.00,100.66
2296.00,100.67
2295.00,100.66
2294.00,100.64
2293.00,100.61
2292.00,100.60
2291.00,100.61
2290.00,100.62
2289.00,100.62
2288.00,100.62
2287.00,100.61
2286.00,100.59
2285.00,100.56
2284.00,100.52
2283.00,100.51
2282.00,100.53
2281.00,100.55
2280.00,100.56
2279.00,100.56
2278.00,100.56
2277.00,100.57
2276.00,100.57
2275.00,100.57
2274.00,100.55
2273.00,100.54
2272.00,100.54
2271.00,100.54
2270.00,100.53
2269.00,100.52
2268.00,100.52
2267.00,100.54
2266.00,100.58
2265.00,100.62
2264.00,100.63
2263.00,100.63
2262.00,100.63
2261.00,100.64
2260.00,100.64
2259.00,100.64
2258.00,100.63
2257.00,100.61
2256.00,100.58
2255.00,100.54
2254.00,100.50
2253.00,100.45
2252.00,100.41
2251.00,100.39
2250.00,100.41
2249.00,100.46
2248.00,100.52
2247.00,100.56
2246.00,100.56
2245.00,100.53
2244.00,100.51
2243.00,100.50
2242.00,100.53
2241.00,100.55
2240.00,100.55
2239.00,100.53
2238.00,100.49
2237.00,100.48
2236.00,100.48
2235.00,100.49
2234.00,100.50
2233.00,100.50
2232.00,100.47
2231.00,100.44
2230.00,100.41
2229.00,100.42
2228.00,100.45
2227.00,100.49
2226.00,100.52
2225.00,100.53
2224.00,100.51
2223.00,100.48
2222.00,100.44
2221.00,100.41
2220.00,100.40
2219.00,100.42
2218.00,100.44
2217.00,100.46
2216.00,100.47
2215.00,100.46
2214.00,100.44
2213.00,100.43
2212.00,100.42
2211.00,100.42
2210.00,100.41
2209.00,100.36
2208.00,100.31
2207.00,100.28
2206.00,100.28
2205.00,100.33
2204.00,100.40
2203.00,100.48
2202.00,100.53
2201.00,100.52
2200.00,100.47
2199.00,100.42
2198.00,100.41
2197.00,100.44
2196.00,100.47
2195.00,100.47
2194.00,100.42
2193.00,100.36
2192.00,100.32
2191.00,100.33
2190.00,100.36
2189.00,100.38
2188.00,100.39
2187.00,100.39
2186.00,100.38
2185.00,100.37
2184.00,100.36
2183.00,100.36
2182.00,100.39
2181.00,100.43
2180.00,100.44
2179.00,100.41
2178.00,100.33
2177.00,100.25
2176.00,100.22
2175.00,100.25
2174.00,100.31
2173.00,100.38
2172.00,100.43
2171.00,100.44
2170.00,100.42
2169.00,100.35
2168.00,100.26
2167.00,100.17
2166.00,100.10
2165.00,100.05
2164.00,100.01
2163.00,100.00
2162.00,100.05
2161.00,100.15
2160.00,100.32
2159.00,100.51
2158.00,100.69
2157.00,100.78
2156.00,100.76
2155.00,100.66
2154.00,100.56
2153.00,100.51
2152.00,100.51
2151.00,100.53
2150.00,100.54
2149.00,100.52
2148.00,100.46
2147.00,100.41
2146.00,100.37
2145.00,100.34
2144.00,100.34
2143.00,100.36
2142.00,100.40
2141.00,100.45
2140.00,100.47
2139.00,100.47
2138.00,100.45
2137.00,100.44
2136.00,100.45
2135.00,100.49
2134.00,100.53
2133.00,100.57
2132.00,100.60
2131.00,100.62
2130.00,100.62
2129.00,100.59
2128.00,100.54
2127.00,100.50
2126.00,100.49
2125.00,100.50
2124.00,100.52
2123.00,100.54
2122.00,100.56
2121.00,100.57
2120.00,100.58
2119.00,100.59
2118.00,100.58
2117.00,100.56
2116.00,100.49
2115.00,100.43
2114.00,100.39
2113.00,100.39
2112.00,100.40
2111.00,100.40
2110.00,100.38
2109.00,100.35
2108.00,100.32
2107.00,100.30
2106.00,100.29
2105.00,100.29
2104.00,100.30
2103.00,100.30
2102.00,100.30
2101.00,100.32
2100.00,100.33
2099.00,100.34
2098.00,100.36
2097.00,100.38
2096.00,100.40
2095.00,100.41
2094.00,100.43
2093.00,100.43
2092.00,100.43
2091.00,100.41
2090.00,100.39
2089.00,100.36
2088.00,100.32
2087.00,100.30
2086.00,100.29
2085.00,100.30
2084.00,100.32
2083.00,100.33
2082.00,100.32
2081.00,100.32
2080.00,100.32
2079.00,100.32
2078.00,100.32
2077.00,100.30
2076.00,100.28
2075.00,100.28
2074.00,100.30
2073.00,100.32
2072.00,100.33
2071.00,100.32
2070.00,100.31
2069.00,100.32
2068.00,100.34
2067.00,100.38
2066.00,100.39
2065.00,100.37
2064.00,100.33
2063.00,100.29
2062.00,100.25
2061.00,100.22
2060.00,100.20
2059.00,100.19
2058.00,100.20
2057.00,100.23
2056.00,100.26
2055.00,100.29
2054.00,100.30
2053.00,100.27
2052.00,100.21
2051.00,100.16
2050.00,100.15
2049.00,100.19
2048.00,100.22
2047.00,100.21
2046.00,100.17
2045.00,100.14
2044.00,100.15
2043.00,100.18
2042.00,100.19
2041.00,100.20
2040.00,100.21
2039.00,100.25
2038.00,100.30
2037.00,100.31
2036.00,100.27
2035.00,100.21
2034.00,100.17
2033.00,100.17
2032.00,100.20
2031.00,100.25
2030.00,100.31
2029.00,100.38
2028.00,100.43
2027.00,100.44
2026.00,100.40
2025.00,100.33
2024.00,100.28
2023.00,100.26
2022.00,100.30
2021.00,100.36
2020.00,100.41
2019.00,100.43
2018.00,100.40
2017.00,100.35
2016.00,100.34
2015.00,100.35
2014.00,100.37
2013.00,100.37
2012.00,100.35
2011.00,100.35
2010.00,100.38
2009.00,100.44
2008.00,100.50
2007.00,100.55
2006.00,100.55
2005.00,100.50
2004.00,100.42
2003.00,100.35
2002.00,100.31
2001.00,100.30
2000.00,100.31
1999.00,100.32
1998.00,100.34
1997.00,100.35
1996.00,100.33
1995.00,100.29
1994.00,100.27
1993.00,100.29
1992.00,100.34
1991.00,100.38
1990.00,100.40
1989.00,100.38
1988.00,100.35
1987.00,100.33
1986.00,100.32
1985.00,100.32
1984.00,100.32
1983.00,100.30
1982.00,100.25
1981.00,100.18
1980.00,100.14
1979.00,100.16
1978.00,100.24
1977.00,100.32
1976.00,100.37
1975.00,100.39
1974.00,100.42
1973.00,100.46
1972.00,100.47
1971.00,100.42
1970.00,100.36
1969.00,100.31
1968.00,100.31
1967.00,100.34
1966.00,100.38
1965.00,100.43
1964.00,100.49
1963.00,100.53
1962.00,100.53
1961.00,100.51
1960.00,100.49
1959.00,100.50
1958.00,100.52
1957.00,100.50
1956.00,100.46
1955.00,100.41
1954.00,100.40
1953.00,100.45
1952.00,100.51
1951.00,100.56
1950.00,100.58
1949.00,100.59
1948.00,100.60
1947.00,100.59
1946.00,100.57
1945.00,100.55
1944.00,100.54
1943.00,100.56
1942.00,100.58
1941.00,100.58
1940.00,100.55
1939.00,100.51
1938.00,100.47
1937.00,100.45
1936.00,100.46
1935.00,100.48
1934.00,100.51
1933.00,100.51
1932.00,100.50
1931.00,100.46
1930.00,100.42
1929.00,100.40
1928.00,100.42
1927.00,100.46
1926.00,100.50
1925.00,100.52
1924.00,100.52
1923.00,100.50
1922.00,100.48
1921.00,100.46
1920.00,100.45
1919.00,100.44
1918.00,100.42
1917.00,100.41
1916.00,100.42
1915.00,100.44
1914.00,100.46
1913.00,100.48
1912.00,100.48
1911.00,100.48
1910.00,100.48
1909.00,100.48
1908.00,100.48
1907.00,100.48
1906.00,100.48
1905.00,100.46
1904.00,100.44
1903.00,100.44
1902.00,100.46
1901.00,100.47
1900.00,100.48
1899.00,100.48
1898.00,100.48
1897.00,100.49
1896.00,100.50
1895.00,100.49
1894.00,100.49
1893.00,100.50
1892.00,100.51
1891.00,100.53
1890.00,100.53
1889.00,100.53
1888.00,100.52
1887.00,100.51
1886.00,100.50
1885.00,100.49
1884.00,100.46
1883.00,100.44
1882.00,100.44
1881.00,100.46
1880.00,100.48
1879.00,100.49
1878.00,100.51
1877.00,100.51
1876.00,100.51
1875.00,100.49
1874.00,100.46
1873.00,100.44
1872.00,100.44
1871.00,100.43
1870.00,100.44
1869.00,100.44
1868.00,100.45
1867.00,100.46
1866.00,100.48
1865.00,100.49
1864.00,100.50
1863.00,100.49
1862.00,100.48
1861.00,100.47
1860.00,100.46
1859.00,100.45
1858.00,100.44
1857.00,100.44
1856.00,100.46
1855.00,100.48
1854.00,100.49
1853.00,100.48
1852.00,100.47
1851.00,100.47
1850.00,100.47
1849.00,100.46
1848.00,100.45
1847.00,100.46
1846.00,100.48
1845.00,100.51
1844.00,100.52
1843.00,100.51
1842.00,100.49
1841.00,100.46
1840.00,100.44
1839.00,100.43
1838.00,100.44
1837.00,100.46
1836.00,100.47
1835.00,100.47
1834.00,100.45
1833.00,100.45
1832.00,100.46
1831.00,100.47
1830.00,100.48
1829.00,100.47
1828.00,100.45
1827.00,100.44
1826.00,100.42
1825.00,100.41
1824.00,100.40
1823.00,100.41
1822.00,100.43
1821.00,100.46
1820.00,100.48
1819.00,100.50
1818.00,100.51
1817.00,100.50
1816.00,100.48
1815.00,100.46
1814.00,100.44
1813.00,100.43
1812.00,100.42
1811.00,100.42
1810.00,100.43
1809.00,100.44
1808.00,100.45
1807.00,100.44
1806.00,100.44
1805.00,100.43
1804.00,100.43
1803.00,100.43
1802.00,100.43
1801.00,100.43
1800.00,100.42
1799.00,100.42
1798.00,100.43
1797.00,100.45
1796.00,100.47
1795.00,100.49
1794.00,100.51
1793.00,100.50
1792.00,100.49
1791.00,100.47
1790.00,100.45
1789.00,100.44
1788.00,100.43
1787.00,100.41
1786.00,100.40
1785.00,100.41
1784.00,100.42
1783.00,100.42
1782.00,100.41
1781.00,100.40
1780.00,100.39
1779.00,100.39
1778.00,100.40
1777.00,100.41
1776.00,100.43
1775.00,100.42
1774.00,100.40
1773.00,100.36
1772.00,100.32
1771.00,100.32
1770.00,100.34
1769.00,100.36
1768.00,100.37
1767.00,100.37
1766.00,100.36
1765.00,100.35
1764.00,100.34
1763.00,100.35
1762.00,100.35
1761.00,100.34
1760.00,100.33
1759.00,100.32
1758.00,100.31
1757.00,100.30
1756.00,100.30
1755.00,100.30
1754.00,100.30
1753.00,100.29
1752.00,100.28
1751.00,100.26
1750.00,100.25
1749.00,100.24
1748.00,100.22
1747.00,100.20
1746.00,100.19
1745.00,100.20
1744.00,100.22
1743.00,100.23
1742.00,100.24
1741.00,100.23
1740.00,100.22
1739.00,100.20
1738.00,100.20
1737.00,100.20
1736.00,100.21
1735.00,100.21
1734.00,100.20
1733.00,100.18
1732.00,100.19
1731.00,100.21
1730.00,100.22
1729.00,100.23
1728.00,100.22
1727.00,100.21
1726.00,100.21
1725.00,100.20
1724.00,100.20
1723.00,100.20
1722.00,100.21
1721.00,100.21
1720.00,100.21
1719.00,100.19
1718.00,100.16
1717.00,100.13
1716.00,100.12
1715.00,100.12
1714.00,100.13
1713.00,100.15
1712.00,100.15
1711.00,100.14
1710.00,100.12
1709.00,100.10
1708.00,100.09
1707.00,100.09
1706.00,100.09
1705.00,100.09
1704.00,100.08
1703.00,100.07
1702.00,100.07
1701.00,100.06
1700.00,100.06
1699.00,100.06
1698.00,100.06
1697.00,100.04
1696.00,100.02
1695.00,100.00
1694.00,99.99
1693.00,99.99
1692.00,99.98
1691.00,99.95
1690.00,99.93
1689.00,99.92
1688.00,99.91
1687.00,99.89
1686.00,99.87
1685.00,99.84
1684.00,99.81
1683.00,99.80
1682.00,99.80
1681.00,99.79
1680.00,99.77
1679.00,99.75
1678.00,99.73
1677.00,99.70
1676.00,99.66
1675.00,99.63
1674.00,99.61
1673.00,99.60
1672.00,99.59
1671.00,99.56
1670.00,99.53
1669.00,99.49
1668.00,99.45
1667.00,99.42
1666.00,99.38
1665.00,99.35
1664.00,99.32
1663.00,99.30
1662.00,99.30
1661.00,99.29
1660.00,99.27
1659.00,99.24
1658.00,99.21
1657.00,99.20
1656.00,99.19
1655.00,99.19
1654.00,99.19
1653.00,99.17
1652.00,99.13
1651.00,99.09
1650.00,99.07
1649.00,99.05
1648.00,99.04
1647.00,99.03
1646.00,99.02
1645.00,99.02
1644.00,99.00
1643.00,98.99
1642.00,98.99
1641.00,99.00
1640.00,99.00
1639.00,99.01
1638.00,99.00
1637.00,99.00
1636.00,99.00
1635.00,99.01
1634.00,99.03
1633.00,99.05
1632.00,99.07
1631.00,99.07
1630.00,99.07
1629.00,99.07
1628.00,99.07
1627.00,99.08
1626.00,99.10
1625.00,99.11
1624.00,99.13
1623.00,99.14
1622.00,99.15
1621.00,99.16
1620.00,99.17
1619.00,99.18
1618.00,99.19
1617.00,99.22
1616.00,99.25
1615.00,99.28
1614.00,99.29
1613.00,99.30
1612.00,99.29
1611.00,99.29
1610.00,99.30
1609.00,99.33
1608.00,99.34
1607.00,99.35
1606.00,99.35
1605.00,99.36
1604.00,99.36
1603.00,99.37
1602.00,99.38
1601.00,99.39
1600.00,99.40
1599.00,99.40
1598.00,99.41
1597.00,99.41
1596.00,99.41
1595.00,99.41
1594.00,99.42
1593.00,99.43
1592.00,99.43
1591.00,99.43
1590.00,99.44
1589.00,99.44
1588.00,99.45
1587.00,99.47
1586.00,99.48
1585.00,99.49
1584.00,99.49
1583.00,99.50
1582.00,99.51
1581.00,99.52
1580.00,99.53
1579.00,99.54
1578.00,99.56
1577.00,99.56
1576.00,99.57
1575.00,99.57
1574.00,99.58
1573.00,99.61
1572.00,99.63
1571.00,99.64
1570.00,99.65
1569.00,99.66
1568.00,99.68
1567.00,99.69
1566.00,99.70
1565.00,99.69
1564.00,99.70
1563.00,99.71
1562.00,99.73
1561.00,99.73
1560.00,99.72
1559.00,99.71
1558.00,99.71
1557.00,99.75
1556.00,99.77
1555.00,99.77
1554.00,99.77
1553.00,99.76
1552.00,99.76
1551.00,99.75
1550.00,99.74
1549.00,99.74
1548.00,99.74
1547.00,99.75
1546.00,99.75
1545.00,99.74
1544.00,99.73
1543.00,99.72
1542.00,99.72
1541.00,99.73
1540.00,99.75
1539.00,99.76
1538.00,99.77
1537.00,99.77
1536.00,99.77
1535.00,99.77
1534.00,99.78
1533.00,99.80
1532.00,99.82
1531.00,99.84
1530.00,99.85
1529.00,99.86
1528.00,99.87
1527.00,99.88
1526.00,99.88
1525.00,99.88
1524.00,99.87
1523.00,99.87
1522.00,99.86
1521.00,99.86
1520.00,99.86
1519.00,99.87
1518.00,99.88
1517.00,99.89
1516.00,99.88
1515.00,99.87
1514.00,99.86
1513.00,99.85
1512.00,99.85
1511.00,99.84
1510.00,99.84
1509.00,99.83
1508.00,99.83
1507.00,99.83
1506.00,99.83
1505.00,99.82
1504.00,99.79
1503.00,99.76
1502.00,99.74
1501.00,99.71
1500.00,99.70
1499.00,99.69
1498.00,99.69
1497.00,99.67
1496.00,99.65
1495.00,99.63
1494.00,99.62
1493.00,99.61
1492.00,99.58
1491.00,99.52
1490.00,99.45
1489.00,99.38
1488.00,99.34
1487.00,99.30
1486.00,99.26
1485.00,99.22
1484.00,99.16
1483.00,99.12
1482.00,99.07
1481.00,99.03
1480.00,98.98
1479.00,98.93
1478.00,98.86
1477.00,98.80
1476.00,98.74
1475.00,98.68
1474.00,98.63
1473.00,98.58
1472.00,98.51
1471.00,98.46
1470.00,98.42
1469.00,98.37
1468.00,98.33
1467.00,98.29
1466.00,98.26
1465.00,98.24
1464.00,98.23
1463.00,98.21
1462.00,98.18
1461.00,98.14
1460.00,98.11
1459.00,98.08
1458.00,98.07
1457.00,98.06
1456.00,98.06
1455.00,98.04
1454.00,98.01
1453.00,97.96
1452.00,97.91
1451.00,97.86
1450.00,97.83
1449.00,97.80
1448.00,97.78
1447.00,97.76
1446.00,97.74
1445.00,97.71
1444.00,97.67
1443.00,97.64
1442.00,97.61
1441.00,97.58
1440.00,97.56
1439.00,97.54
1438.00,97.52
1437.00,97.50
1436.00,97.50
1435.00,97.50
1434.00,97.48
1433.00,97.45
1432.00,97.42
1431.00,97.39
1430.00,97.38
1429.00,97.37
1428.00,97.36
1427.00,97.35
1426.00,97.33
1425.00,97.32
1424.00,97.31
1423.00,97.30
1422.00,97.29
1421.00,97.28
1420.00,97.28
1419.00,97.29
1418.00,97.30
1417.00,97.31
1416.00,97.31
1415.00,97.31
1414.00,97.31
1413.00,97.31
1412.00,97.32
1411.00,97.33
1410.00,97.35
1409.00,97.37
1408.00,97.39
1407.00,97.41
1406.00,97.43
1405.00,97.45
1404.00,97.45
1403.00,97.44
1402.00,97.42
1401.00,97.39
1400.00,97.36
1399.00,97.34
1398.00,97.34
1397.00,97.35
1396.00,97.36
1395.00,97.36
1394.00,97.36
1393.00,97.34
1392.00,97.31
1391.00,97.26
1390.00,97.22
1389.00,97.17
1388.00,97.14
1387.00,97.10
1386.00,97.06
1385.00,96.99
1384.00,96.89
1383.00,96.77
1382.00,96.64
1381.00,96.51
1380.00,96.38
1379.00,96.27
1378.00,96.16
1377.00,96.06
1376.00,95.96
1375.00,95.89
1374.00,95.83
1373.00,95.78
1372.00,95.73
1371.00,95.68
1370.00,95.65
1369.00,95.61
1368.00,95.59
1367.00,95.56
1366.00,95.53
1365.00,95.51
1364.00,95.51
1363.00,95.55
1362.00,95.61
1361.00,95.69
1360.00,95.75
1359.00,95.80
1358.00,95.85
1357.00,95.91
1356.00,95.97
1355.00,96.03
1354.00,96.09
1353.00,96.14
1352.00,96.18
1351.00,96.22
1350.00,96.24
1349.00,96.25
1348.00,96.24
1347.00,96.23
1346.00,96.22
1345.00,96.21
1344.00,96.21
1343.00,96.21
1342.00,96.19
1341.00,96.17
1340.00,96.14
1339.00,96.11
1338.00,96.09
1337.00,96.08
1336.00,96.06
1335.00,96.05
1334.00,96.05
1333.00,96.06
1332.00,96.07
1331.00,96.08
1330.00,96.08
1329.00,96.08
1328.00,96.09
1327.00,96.10
1326.00,96.12
1325.00,96.12
1324.00,96.09
1323.00,96.03
1322.00,95.95
1321.00,95.86
1320.00,95.77
1319.00,95.67
1318.00,95.58
1317.00,95.50
1316.00,95.45
1315.00,95.41
1314.00,95.40
1313.00,95.41
1312.00,95.44
1311.00,95.48
1310.00,95.54
1309.00,95.62
1308.00,95.71
1307.00,95.81
1306.00,95.91
1305.00,96.01
1304.00,96.10
1303.00,96.18
1302.00,96.25
1301.00,96.32
1300.00,96.39
1299.00,96.47
1298.00,96.54
1297.00,96.60
1296.00,96.66
1295.00,96.72
1294.00,96.80
1293.00,96.88
1292.00,96.96
1291.00,97.05
1290.00,97.12
1289.00,97.19
1288.00,97.24
1287.00,97.27
1286.00,97.30
1285.00,97.32
1284.00,97.32
1283.00,97.31
1282.00,97.28
1281.00,97.23
1280.00,97.19
1279.00,97.15
1278.00,97.12
1277.00,97.10
1276.00,97.10
1275.00,97.10
1274.00,97.10
1273.00,97.11
1272.00,97.11
1271.00,97.11
1270.00,97.11
1269.00,97.09
1268.00,97.05
1267.00,97.01
1266.00,96.99
1265.00,96.98
1264.00,96.97
1263.00,96.96
1262.00,96.96
1261.00,96.97
1260.00,96.99
1259.00,97.02
1258.00,97.06
1257.00,97.09
1256.00,97.13
1255.00,97.19
1254.00,97.24
1253.00,97.30
1252.00,97.35
1251.00,97.39
1250.00,97.41
1249.00,97.43
1248.00,97.46
1247.00,97.48
1246.00,97.51
1245.00,97.52
1244.00,97.51
1243.00,97.50
1242.00,97.50
1241.00,97.50
1240.00,97.51
1239.00,97.50
1238.00,97.48
1237.00,97.45
1236.00,97.42
1235.00,97.42
1234.00,97.42
1233.00,97.43
1232.00,97.43
1231.00,97.42
1230.00,97.41
1229.00,97.42
1228.00,97.43
1227.00,97.43
1226.00,97.44
1225.00,97.46
1224.00,97.50
1223.00,97.58
1222.00,97.67
1221.00,97.76
1220.00,97.84
1219.00,97.91
1218.00,97.99
1217.00,98.06
1216.00,98.13
1215.00,98.18
1214.00,98.20
1213.00,98.22
1212.00,98.24
1211.00,98.24
1210.00,98.23
1209.00,98.19
1208.00,98.13
1207.00,98.06
1206.00,97.97
1205.00,97.87
1204.00,97.75
1203.00,97.65
1202.00,97.57
1201.00,97.51
1200.00,97.47
1199.00,97.44
1198.00,97.44
1197.00,97.47
1196.00,97.52
1195.00,97.60
1194.00,97.70
1193.00,97.82
1192.00,97.95
1191.00,98.07
1190.00,98.16
1189.00,98.23
1188.00,98.28
1187.00,98.35
1186.00,98.40
1185.00,98.43
1184.00,98.43
1183.00,98.40
1182.00,98.35
1181.00,98.28
1180.00,98.21
1179.00,98.15
1178.00,98.09
1177.00,98.01
1176.00,97.92
1175.00,97.82
1174.00,97.69
1173.00,97.54
1172.00,97.38
1171.00,97.20
1170.00,96.99
1169.00,96.75
1168.00,96.48
1167.00,96.19
1166.00,95.89
1165.00,95.59
1164.00,95.31
1163.00,95.04
1162.00,94.81
1161.00,94.60
1160.00,94.42
1159.00,94.27
1158.00,94.17
1157.00,94.12
1156.00,94.13
1155.00,94.18
1154.00,94.26
1153.00,94.36
1152.00,94.47
1151.00,94.59
1150.00,94.72
1149.00,94.85
1148.00,94.96
1147.00,95.08
1146.00,95.19
1145.00,95.28
1144.00,95.36
1143.00,95.43
1142.00,95.48
1141.00,95.52
1140.00,95.53
1139.00,95.50
1138.00,95.45
1137.00,95.36
1136.00,95.25
1135.00,95.12
1134.00,94.97
1133.00,94.81
1132.00,94.63
1131.00,94.46
1130.00,94.28
1129.00,94.12
1128.00,93.94
1127.00,93.75
1126.00,93.55
1125.00,93.33
1124.00,93.11
1123.00,92.90
1122.00,92.70
1121.00,92.51
1120.00,92.32
1119.00,92.16
1118.00,92.01
1117.00,91.88
1116.00,91.75
1115.00,91.64
1114.00,91.54
1113.00,91.44
1112.00,91.34
1111.00,91.26
1110.00,91.19
1109.00,91.14
1108.00,91.09
1107.00,91.03
1106.00,90.98
1105.00,90.90
1104.00,90.80
1103.00,90.65
1102.00,90.45
1101.00,90.21
1100.00,89.96
1099.00,89.74
1098.00,89.56
1097.00,89.40
1096.00,89.24
1095.00,89.09
1094.00,88.96
1093.00,88.84
1092.00,88.70
1091.00,88.56
1090.00,88.42
1089.00,88.29
1088.00,88.16
1087.00,88.03
1086.00,87.90
1085.00,87.74
1084.00,87.57
1083.00,87.42
1082.00,87.30
1081.00,87.18
1080.00,87.07
1079.00,86.95
1078.00,86.83
1077.00,86.69
1076.00,86.54
1075.00,86.38
1074.00,86.22
1073.00,86.07
1072.00,85.95
1071.00,85.86
1070.00,85.79
1069.00,85.70
1068.00,85.58
1067.00,85.42
1066.00,85.23
1065.00,85.01
1064.00,84.78
1063.00,84.56
1062.00,84.35
1061.00,84.17
1060.00,83.98
1059.00,83.79
1058.00,83.62
1057.00,83.47
1056.00,83.36
1055.00,83.28
1054.00,83.23
1053.00,83.18
1052.00,83.11
1051.00,83.06
1050.00,83.01
1049.00,82.97
1048.00,82.93
1047.00,82.88
1046.00,82.82
1045.00,82.76
1044.00,82.70
1043.00,82.65
1042.00,82.62
1041.00,82.58
1040.00,82.52
1039.00,82.46
1038.00,82.40
1037.00,82.33
1036.00,82.22
1035.00,82.09
1034.00,81.93
1033.00,81.77
1032.00,81.59
1031.00,81.42
1030.00,81.26
1029.00,81.10
1028.00,80.95
1027.00,80.81
1026.00,80.71
1025.00,80.62
1024.00,80.55
1023.00,80.47
1022.00,80.40
1021.00,80.34
1020.00,80.30
1019.00,80.29
1018.00,80.29
1017.00,80.31
1016.00,80.35
1015.00,80.42
1014.00,80.52
1013.00,80.65
1012.00,80.78
1011.00,80.91
1010.00,81.04
1009.00,81.15
1008.00,81.25
1007.00,81.36
1006.00,81.47
1005.00,81.56
1004.00,81.62
1003.00,81.64
1002.00,81.65
1001.00,81.61
1000.00,81.55
999.00,81.47
998.00,81.38
997.00,81.30
996.00,81.25
995.00,81.24
994.00,81.27
993.00,81.33
992.00,81.41
991.00,81.54
990.00,81.70
989.00,81.91
988.00,82.15
987.00,82.41
986.00,82.70
985.00,83.02
984.00,83.36
983.00,83.73
982.00,84.09
981.00,84.44
980.00,84.76
979.00,85.08
978.00,85.40
977.00,85.70
976.00,85.97
975.00,86.20
974.00,86.41
973.00,86.59
972.00,86.76
971.00,86.92
970.00,87.08
969.00,87.23
968.00,87.38
967.00,87.53
966.00,87.66
965.00,87.79
964.00,87.92
963.00,88.05
962.00,88.19
961.00,88.33
960.00,88.46
959.00,88.61
958.00,88.79
957.00,88.97
956.00,89.16
955.00,89.36
954.00,89.56
953.00,89.75
952.00,89.91
951.00,90.06
950.00,90.22
949.00,90.38
948.00,90.55
947.00,90.69
946.00,90.82
945.00,90.93
944.00,91.04
943.00,91.15
942.00,91.28
941.00,91.39
940.00,91.49
939.00,91.56
938.00,91.63
937.00,91.71
936.00,91.81
935.00,91.92
934.00,92.03
933.00,92.12
932.00,92.20
931.00,92.28
930.00,92.34
929.00,92.40
928.00,92.44
927.00,92.49
926.00,92.55
925.00,92.63
924.00,92.70
923.00,92.77
922.00,92.84
921.00,92.91
920.00,92.98
919.00,93.04
918.00,93.10
917.00,93.14
916.00,93.17
915.00,93.17
914.00,93.16
913.00,93.11
912.00,93.04
911.00,92.95
910.00,92.85
909.00,92.77
908.00,92.69
907.00,92.61
906.00,92.52
905.00,92.40
904.00,92.26
903.00,92.12
902.00,91.98
901.00,91.84
900.00,91.67
