Created as New Dataset,15.3 Red Wool sheep very fine
cm-1,%T
2463.00,95.88
2462.00,95.86
2461.00,95.86
2460.00,95.86
2459.00,95.86
2458.00,95.86
2457.00,95.87
2456.00,95.89
2455.00,95.91
2454.00,95.92
2453.00,95.92
2452.00,95.91
2451.00,95.91
2450.00,95.92
2449.00,95.93
2448.00,95.93
2447.00,95.93
2446.00,95.93
2445.00,95.92
2444.00,95.92
2443.00,95.91
2442.00,95.92
2441.00,95.93
2440.00,95.95
2439.00,95.97
2438.00,95.98
2437.00,95.98
2436.00,95.99
2435.00,96.00
2434.00,96.02
2433.00,96.03
2432.00,96.04
2431.00,96.03
2430.00,96.03
2429.00,96.02
2428.00,96.01
2427.00,96.00
2426.00,95.99
2425.00,95.99
2424.00,95.99
2423.00,95.99
2422.00,96.00
2421.00,96.01
2420.00,96.03
2419.00,96.04
2418.00,96.05
2417.00,96.05
2416.00,96.05
2415.00,96.05
2414.00,96.05
2413.00,96.05
2412.00,96.06
2411.00,96.07
2410.00,96.08
2409.00,96.10
2408.00,96.11
2407.00,96.12
2406.00,96.12
2405.00,96.11
2404.00,96.09
2403.00,96.08
2402.00,96.07
2401.00,96.07
2400.00,96.07
2399.00,96.09
2398.00,96.10
2397.00,96.12
2396.00,96.13
2395.00,96.15
2394.00,96.17
2393.00,96.19
2392.00,96.20
2391.00,96.20
2390.00,96.20
2389.00,96.22
2388.00,96.23
2387.00,96.24
2386.00,96.24
2385.00,96.23
2384.00,96.23
2383.00,96.24
2382.00,96.25
2381.00,96.26
2380.00,96.28
2379.00,96.30
2378.00,96.33
2377.00,96.34
2376.00,96.30
2375.00,96.23
2374.00,96.16
2373.00,96.13
2372.00,96.15
2371.00,96.22
2370.00,96.29
2369.00,96.34
2368.00,96.36
2367.00,96.37
2366.00,96.35
2365.00,96.27
2364.00,96.15
2363.00,96.03
2362.00,95.97
2361.00,95.97
2360.00,96.03
2359.00,96.14
2358.00,96.26
2357.00,96.33
2356.00,96.33
2355.00,96.31
2354.00,96.29
2353.00,96.28
2352.00,96.28
2351.00,96.28
2350.00,96.28
2349.00,96.29
2348.00,96.29
2347.00,96.29
2346.00,96.28
2345.00,96.23
2344.00,96.17
2343.00,96.14
2342.00,96.18
2341.00,96.24
2340.00,96.29
2339.00,96.30
2338.00,96.29
2337.00,96.29
2336.00,96.29
2335.00,96.29
2334.00,96.31
2333.00,96.32
2332.00,96.34
2331.00,96.34
2330.00,96.33
2329.00,96.32
2328.00,96.30
2327.00,96.28
2326.00,96.25
2325.00,96.22
2324.00,96.18
2323.00,96.15
2322.00,96.14
2321.00,96.14
2320.00,96.15
2319.00,96.15
2318.00,96.14
2317.00,96.13
2316.00,96.15
2315.00,96.18
2314.00,96.19
2313.00,96.18
2312.00,96.16
2311.00,96.15
2310.00,96.17
2309.00,96.20
2308.00,96.20
2307.00,96.19
2306.00,96.15
2305.00,96.11
2304.00,96.08
2303.00,96.05
2302.00,96.03
2301.00,96.03
2300.00,96.05
2299.00,96.07
2298.00,96.08
2297.00,96.08
2296.00,96.06
2295.00,96.04
2294.00,96.03
2293.00,96.04
2292.00,96.04
2291.00,96.03
2290.00,96.01
2289.00,96.01
2288.00,96.00
2287.00,95.99
2286.00,95.95
2285.00,95.90
2284.00,95.85
2283.00,95.84
2282.00,95.86
2281.00,95.88
2280.00,95.89
2279.00,95.88
2278.00,95.86
2277.00,95.84
2276.00,95.84
2275.00,95.85
2274.00,95.85
2273.00,95.83
2272.00,95.81
2271.00,95.81
2270.00,95.81
2269.00,95.80
2268.00,95.78
2267.00,95.76
2266.00,95.75
2265.00,95.76
2264.00,95.77
2263.00,95.76
2262.00,95.74
2261.00,95.71
2260.00,95.69
2259.00,95.69
2258.00,95.69
2257.00,95.68
2256.00,95.65
2255.00,95.63
2254.00,95.61
2253.00,95.60
2252.00,95.59
2251.00,95.60
2250.00,95.61
2249.00,95.62
2248.00,95.61
2247.00,95.60
2246.00,95.58
2245.00,95.59
2244.00,95.61
2243.00,95.65
2242.00,95.68
2241.00,95.67
2240.00,95.64
2239.00,95.60
2238.00,95.56
2237.00,95.55
2236.00,95.55
2235.00,95.55
2234.00,95.55
2233.00,95.54
2232.00,95.53
2231.00,95.54
2230.00,95.56
2229.00,95.57
2228.00,95.56
2227.00,95.53
2226.00,95.51
2225.00,95.50
2224.00,95.51
2223.00,95.51
2222.00,95.50
2221.00,95.46
2220.00,95.43
2219.00,95.43
2218.00,95.44
2217.00,95.44
2216.00,95.43
2215.00,95.41
2214.00,95.41
2213.00,95.44
2212.00,95.47
2211.00,95.48
2210.00,95.43
2209.00,95.36
2208.00,95.31
2207.00,95.30
2206.00,95.33
2205.00,95.34
2204.00,95.32
2203.00,95.28
2202.00,95.23
2201.00,95.19
2200.00,95.17
2199.00,95.17
2198.00,95.19
2197.00,95.23
2196.00,95.25
2195.00,95.23
2194.00,95.20
2193.00,95.17
2192.00,95.18
2191.00,95.22
2190.00,95.25
2189.00,95.25
2188.00,95.23
2187.00,95.19
2186.00,95.15
2185.00,95.12
2184.00,95.10
2183.00,95.12
2182.00,95.14
2181.00,95.15
2180.00,95.12
2179.00,95.07
2178.00,95.03
2177.00,95.01
2176.00,95.02
2175.00,95.05
2174.00,95.07
2173.00,95.07
2172.00,95.04
2171.00,95.00
2170.00,94.96
2169.00,94.92
2168.00,94.88
2167.00,94.84
2166.00,94.84
2165.00,94.88
2164.00,94.92
2163.00,94.94
2162.00,94.94
2161.00,94.91
2160.00,94.88
2159.00,94.84
2158.00,94.82
2157.00,94.83
2156.00,94.85
2155.00,94.88
2154.00,94.91
2153.00,94.96
2152.00,95.03
2151.00,95.10
2150.00,95.19
2149.00,95.27
2148.00,95.33
2147.00,95.36
2146.00,95.36
2145.00,95.36
2144.00,95.38
2143.00,95.41
2142.00,95.44
2141.00,95.46
2140.00,95.49
2139.00,95.53
2138.00,95.58
2137.00,95.63
2136.00,95.67
2135.00,95.69
2134.00,95.69
2133.00,95.66
2132.00,95.64
2131.00,95.66
2130.00,95.70
2129.00,95.75
2128.00,95.77
2127.00,95.76
2126.00,95.75
2125.00,95.73
2124.00,95.70
2123.00,95.66
2122.00,95.65
2121.00,95.67
2120.00,95.71
2119.00,95.74
2118.00,95.75
2117.00,95.75
2116.00,95.74
2115.00,95.75
2114.00,95.77
2113.00,95.78
2112.00,95.78
2111.00,95.78
2110.00,95.77
2109.00,95.75
2108.00,95.74
2107.00,95.73
2106.00,95.72
2105.00,95.71
2104.00,95.71
2103.00,95.70
2102.00,95.70
2101.00,95.68
2100.00,95.66
2099.00,95.66
2098.00,95.67
2097.00,95.70
2096.00,95.73
2095.00,95.77
2094.00,95.79
2093.00,95.80
2092.00,95.82
2091.00,95.84
2090.00,95.87
2089.00,95.88
2088.00,95.85
2087.00,95.81
2086.00,95.79
2085.00,95.79
2084.00,95.79
2083.00,95.77
2082.00,95.72
2081.00,95.68
2080.00,95.67
2079.00,95.67
2078.00,95.67
2077.00,95.66
2076.00,95.64
2075.00,95.63
2074.00,95.65
2073.00,95.67
2072.00,95.71
2071.00,95.74
2070.00,95.77
2069.00,95.78
2068.00,95.75
2067.00,95.69
2066.00,95.62
2065.00,95.58
2064.00,95.60
2063.00,95.65
2062.00,95.71
2061.00,95.75
2060.00,95.74
2059.00,95.68
2058.00,95.60
2057.00,95.55
2056.00,95.53
2055.00,95.56
2054.00,95.58
2053.00,95.59
2052.00,95.58
2051.00,95.54
2050.00,95.48
2049.00,95.42
2048.00,95.39
2047.00,95.38
2046.00,95.36
2045.00,95.34
2044.00,95.31
2043.00,95.30
2042.00,95.30
2041.00,95.29
2040.00,95.27
2039.00,95.22
2038.00,95.18
2037.00,95.15
2036.00,95.16
2035.00,95.20
2034.00,95.25
2033.00,95.25
2032.00,95.22
2031.00,95.19
2030.00,95.18
2029.00,95.19
2028.00,95.21
2027.00,95.22
2026.00,95.20
2025.00,95.17
2024.00,95.13
2023.00,95.10
2022.00,95.10
2021.00,95.12
2020.00,95.14
2019.00,95.15
2018.00,95.15
2017.00,95.18
2016.00,95.25
2015.00,95.33
2014.00,95.39
2013.00,95.40
2012.00,95.39
2011.00,95.34
2010.00,95.30
2009.00,95.28
2008.00,95.30
2007.00,95.35
2006.00,95.39
2005.00,95.43
2004.00,95.47
2003.00,95.52
2002.00,95.55
2001.00,95.57
2000.00,95.58
1999.00,95.61
1998.00,95.64
1997.00,95.63
1996.00,95.59
1995.00,95.52
1994.00,95.45
1993.00,95.42
1992.00,95.45
1991.00,95.51
1990.00,95.56
1989.00,95.57
1988.00,95.53
1987.00,95.47
1986.00,95.43
1985.00,95.40
1984.00,95.40
1983.00,95.40
1982.00,95.40
1981.00,95.39
1980.00,95.38
1979.00,95.38
1978.00,95.37
1977.00,95.37
1976.00,95.39
1975.00,95.43
1974.00,95.46
1973.00,95.48
1972.00,95.50
1971.00,95.54
1970.00,95.56
1969.00,95.55
1968.00,95.53
1967.00,95.54
1966.00,95.58
1965.00,95.60
1964.00,95.62
1963.00,95.62
1962.00,95.65
1961.00,95.69
1960.00,95.74
1959.00,95.78
1958.00,95.80
1957.00,95.83
1956.00,95.87
1955.00,95.91
1954.00,95.93
1953.00,95.94
1952.00,95.95
1951.00,95.98
1950.00,96.00
1949.00,96.01
1948.00,96.02
1947.00,96.03
1946.00,96.05
1945.00,96.07
1944.00,96.07
1943.00,96.05
1942.00,96.03
1941.00,96.03
1940.00,96.06
1939.00,96.10
1938.00,96.13
1937.00,96.13
1936.00,96.13
1935.00,96.12
1934.00,96.12
1933.00,96.11
1932.00,96.10
1931.00,96.11
1930.00,96.13
1929.00,96.15
1928.00,96.16
1927.00,96.18
1926.00,96.21
1925.00,96.23
1924.00,96.26
1923.00,96.28
1922.00,96.30
1921.00,96.28
1920.00,96.24
1919.00,96.21
1918.00,96.20
1917.00,96.20
1916.00,96.23
1915.00,96.27
1914.00,96.31
1913.00,96.32
1912.00,96.32
1911.00,96.32
1910.00,96.34
1909.00,96.37
1908.00,96.38
1907.00,96.39
1906.00,96.41
1905.00,96.44
1904.00,96.47
1903.00,96.49
1902.00,96.50
1901.00,96.51
1900.00,96.51
1899.00,96.50
1898.00,96.48
1897.00,96.44
1896.00,96.42
1895.00,96.42
1894.00,96.44
1893.00,96.45
1892.00,96.44
1891.00,96.45
1890.00,96.48
1889.00,96.52
1888.00,96.55
1887.00,96.55
1886.00,96.54
1885.00,96.51
1884.00,96.50
1883.00,96.51
1882.00,96.53
1881.00,96.56
1880.00,96.57
1879.00,96.58
1878.00,96.57
1877.00,96.57
1876.00,96.57
1875.00,96.59
1874.00,96.60
1873.00,96.58
1872.00,96.55
1871.00,96.52
1870.00,96.51
1869.00,96.52
1868.00,96.56
1867.00,96.60
1866.00,96.63
1865.00,96.63
1864.00,96.62
1863.00,96.61
1862.00,96.62
1861.00,96.62
1860.00,96.63
1859.00,96.66
1858.00,96.68
1857.00,96.69
1856.00,96.68
1855.00,96.67
1854.00,96.66
1853.00,96.65
1852.00,96.64
1851.00,96.63
1850.00,96.62
1849.00,96.63
1848.00,96.64
1847.00,96.65
1846.00,96.65
1845.00,96.65
1844.00,96.64
1843.00,96.64
1842.00,96.66
1841.00,96.67
1840.00,96.69
1839.00,96.71
1838.00,96.72
1837.00,96.72
1836.00,96.71
1835.00,96.72
1834.00,96.73
1833.00,96.76
1832.00,96.78
1831.00,96.80
1830.00,96.82
1829.00,96.81
1828.00,96.79
1827.00,96.78
1826.00,96.79
1825.00,96.80
1824.00,96.81
1823.00,96.81
1822.00,96.80
1821.00,96.80
1820.00,96.80
1819.00,96.80
1818.00,96.81
1817.00,96.82
1816.00,96.84
1815.00,96.86
1814.00,96.87
1813.00,96.87
1812.00,96.86
1811.00,96.86
1810.00,96.87
1809.00,96.87
1808.00,96.87
1807.00,96.88
1806.00,96.89
1805.00,96.91
1804.00,96.91
1803.00,96.92
1802.00,96.92
1801.00,96.91
1800.00,96.91
1799.00,96.91
1798.00,96.91
1797.00,96.91
1796.00,96.91
1795.00,96.90
1794.00,96.91
1793.00,96.91
1792.00,96.91
1791.00,96.90
1790.00,96.89
1789.00,96.88
1788.00,96.87
1787.00,96.88
1786.00,96.90
1785.00,96.92
1784.00,96.92
1783.00,96.91
1782.00,96.90
1781.00,96.89
1780.00,96.89
1779.00,96.90
1778.00,96.90
1777.00,96.89
1776.00,96.87
1775.00,96.84
1774.00,96.82
1773.00,96.84
1772.00,96.88
1771.00,96.91
1770.00,96.92
1769.00,96.91
1768.00,96.91
1767.00,96.92
1766.00,96.92
1765.00,96.91
1764.00,96.89
1763.00,96.88
1762.00,96.88
1761.00,96.89
1760.00,96.89
1759.00,96.89
1758.00,96.89
1757.00,96.90
1756.00,96.91
1755.00,96.90
1754.00,96.88
1753.00,96.86
1752.00,96.84
1751.00,96.84
1750.00,96.83
1749.00,96.82
1748.00,96.80
1747.00,96.79
1746.00,96.78
1745.00,96.76
1744.00,96.73
1743.00,96.72
1742.00,96.71
1741.00,96.70
1740.00,96.68
1739.00,96.68
1738.00,96.65
1737.00,96.60
1736.00,96.55
1735.00,96.53
1734.00,96.54
1733.00,96.54
1732.00,96.52
1731.00,96.52
1730.00,96.52
1729.00,96.52
1728.00,96.50
1727.00,96.47
1726.00,96.44
1725.00,96.40
1724.00,96.36
1723.00,96.32
1722.00,96.28
1721.00,96.23
1720.00,96.16
1719.00,96.09
1718.00,96.02
1717.00,95.96
1716.00,95.90
1715.00,95.88
1714.00,95.85
1713.00,95.80
1712.00,95.70
1711.00,95.60
1710.00,95.49
1709.00,95.38
1708.00,95.25
1707.00,95.10
1706.00,94.94
1705.00,94.75
1704.00,94.56
1703.00,94.41
1702.00,94.25
1701.00,94.00
1700.00,93.63
1699.00,93.29
1698.00,93.02
1697.00,92.75
1696.00,92.44
1695.00,92.16
1694.00,91.94
1693.00,91.73
1692.00,91.51
1691.00,91.27
1690.00,91.01
1689.00,90.74
1688.00,90.47
1687.00,90.24
1686.00,90.02
1685.00,89.71
1684.00,89.34
1683.00,89.06
1682.00,88.88
1681.00,88.70
1680.00,88.49
1679.00,88.30
1678.00,88.14
1677.00,87.97
1676.00,87.75
1675.00,87.48
1674.00,87.23
1673.00,87.02
1672.00,86.82
1671.00,86.58
1670.00,86.29
1669.00,85.98
1668.00,85.71
1667.00,85.51
1666.00,85.35
1665.00,85.18
1664.00,84.93
1663.00,84.63
1662.00,84.31
1661.00,84.04
1660.00,83.80
1659.00,83.57
1658.00,83.36
1657.00,83.17
1656.00,82.99
1655.00,82.80
1654.00,82.46
1653.00,81.93
1652.00,81.52
1651.00,81.35
1650.00,81.27
1649.00,81.16
1648.00,80.95
1647.00,80.69
1646.00,80.50
1645.00,80.40
1644.00,80.35
1643.00,80.31
1642.00,80.26
1641.00,80.20
1640.00,80.14
1639.00,80.10
1638.00,80.06
1637.00,80.00
1636.00,79.88
1635.00,79.77
1634.00,79.73
1633.00,79.74
1632.00,79.77
1631.00,79.80
1630.00,79.81
1629.00,79.81
1628.00,79.81
1627.00,79.85
1626.00,79.93
1625.00,80.04
1624.00,80.16
1623.00,80.27
1622.00,80.41
1621.00,80.55
1620.00,80.71
1619.00,80.86
1618.00,81.03
1617.00,81.25
1616.00,81.51
1615.00,81.78
1614.00,82.06
1613.00,82.35
1612.00,82.64
1611.00,82.93
1610.00,83.22
1609.00,83.49
1608.00,83.76
1607.00,84.03
1606.00,84.30
1605.00,84.57
1604.00,84.83
1603.00,85.08
1602.00,85.31
1601.00,85.54
1600.00,85.77
1599.00,85.97
1598.00,86.16
1597.00,86.34
1596.00,86.51
1595.00,86.66
1594.00,86.80
1593.00,86.94
1592.00,87.09
1591.00,87.22
1590.00,87.33
1589.00,87.42
1588.00,87.51
1587.00,87.59
1586.00,87.64
1585.00,87.68
1584.00,87.71
1583.00,87.73
1582.00,87.73
1581.00,87.72
1580.00,87.71
1579.00,87.67
1578.00,87.59
1577.00,87.49
1576.00,87.41
1575.00,87.35
1574.00,87.29
1573.00,87.24
1572.00,87.17
1571.00,87.07
1570.00,86.92
1569.00,86.76
1568.00,86.64
1567.00,86.54
1566.00,86.42
1565.00,86.28
1564.00,86.13
1563.00,86.01
1562.00,85.90
1561.00,85.80
1560.00,85.55
1559.00,85.09
1558.00,84.71
1557.00,84.54
1556.00,84.42
1555.00,84.27
1554.00,84.07
1553.00,83.86
1552.00,83.67
1551.00,83.49
1550.00,83.29
1549.00,83.10
1548.00,82.95
1547.00,82.81
1546.00,82.64
1545.00,82.44
1544.00,82.25
1543.00,82.09
1542.00,81.93
1541.00,81.72
1540.00,81.51
1539.00,81.38
1538.00,81.35
1537.00,81.37
1536.00,81.39
1535.00,81.38
1534.00,81.29
1533.00,81.17
1532.00,81.10
1531.00,81.08
1530.00,81.08
1529.00,81.07
1528.00,81.05
1527.00,81.03
1526.00,81.01
1525.00,81.01
1524.00,81.02
1523.00,81.02
1522.00,80.97
1521.00,80.89
1520.00,80.85
1519.00,80.84
1518.00,80.80
1517.00,80.74
1516.00,80.71
1515.00,80.75
1514.00,80.84
1513.00,80.94
1512.00,81.05
1511.00,81.15
1510.00,81.25
1509.00,81.35
1508.00,81.47
1507.00,81.64
1506.00,81.87
1505.00,82.10
1504.00,82.31
1503.00,82.52
1502.00,82.75
1501.00,82.99
1500.00,83.22
1499.00,83.44
1498.00,83.65
1497.00,83.88
1496.00,84.13
1495.00,84.40
1494.00,84.66
1493.00,84.90
1492.00,85.14
1491.00,85.37
1490.00,85.62
1489.00,85.88
1488.00,86.14
1487.00,86.38
1486.00,86.61
1485.00,86.82
1484.00,87.00
1483.00,87.15
1482.00,87.30
1481.00,87.42
1480.00,87.52
1479.00,87.61
1478.00,87.66
1477.00,87.66
1476.00,87.61
1475.00,87.55
1474.00,87.48
1473.00,87.38
1472.00,87.24
1471.00,87.13
1470.00,87.06
1469.00,87.02
1468.00,87.00
1467.00,86.99
1466.00,86.98
1465.00,86.97
1464.00,86.95
1463.00,86.93
1462.00,86.92
1461.00,86.92
1460.00,86.89
1459.00,86.82
1458.00,86.68
1457.00,86.51
1456.00,86.41
1455.00,86.38
1454.00,86.38
1453.00,86.38
1452.00,86.37
1451.00,86.36
1450.00,86.35
1449.00,86.34
1448.00,86.33
1447.00,86.33
1446.00,86.37
1445.00,86.43
1444.00,86.48
1443.00,86.53
1442.00,86.59
1441.00,86.65
1440.00,86.72
1439.00,86.80
1438.00,86.89
1437.00,86.97
1436.00,87.03
1435.00,87.09
1434.00,87.18
1433.00,87.28
1432.00,87.40
1431.00,87.50
1430.00,87.59
1429.00,87.67
1428.00,87.74
1427.00,87.79
1426.00,87.83
1425.00,87.85
1424.00,87.86
1423.00,87.86
1422.00,87.87
1421.00,87.89
1420.00,87.89
1419.00,87.85
1418.00,87.81
1417.00,87.78
1416.00,87.76
1415.00,87.74
1414.00,87.72
1413.00,87.70
1412.00,87.67
1411.00,87.63
1410.00,87.59
1409.00,87.55
1408.00,87.50
1407.00,87.45
1406.00,87.39
1405.00,87.33
1404.00,87.27
1403.00,87.22
1402.00,87.21
1401.00,87.19
1400.00,87.15
1399.00,87.10
1398.00,87.05
1397.00,87.02
1396.00,87.01
1395.00,87.00
1394.00,86.98
1393.00,86.98
1392.00,86.97
1391.00,86.98
1390.00,86.99
1389.00,86.99
1388.00,86.99
1387.00,87.00
1386.00,87.03
1385.00,87.08
1384.00,87.14
1383.00,87.21
1382.00,87.27
1381.00,87.35
1380.00,87.42
1379.00,87.50
1378.00,87.58
1377.00,87.66
1376.00,87.73
1375.00,87.79
1374.00,87.83
1373.00,87.87
1372.00,87.92
1371.00,87.96
1370.00,88.02
1369.00,88.07
1368.00,88.14
1367.00,88.20
1366.00,88.27
1365.00,88.34
1364.00,88.39
1363.00,88.44
1362.00,88.49
1361.00,88.55
1360.00,88.60
1359.00,88.66
1358.00,88.70
1357.00,88.74
1356.00,88.76
1355.00,88.78
1354.00,88.79
1353.00,88.79
1352.00,88.80
1351.00,88.80
1350.00,88.80
1349.00,88.81
1348.00,88.82
1347.00,88.82
1346.00,88.80
1345.00,88.79
1344.00,88.79
1343.00,88.79
1342.00,88.79
1341.00,88.78
1340.00,88.77
1339.00,88.77
1338.00,88.79
1337.00,88.82
1336.00,88.85
1335.00,88.87
1334.00,88.88
1333.00,88.90
1332.00,88.91
1331.00,88.93
1330.00,88.93
1329.00,88.92
1328.00,88.92
1327.00,88.91
1326.00,88.89
1325.00,88.88
1324.00,88.87
1323.00,88.85
1322.00,88.84
1321.00,88.82
1320.00,88.79
1319.00,88.75
1318.00,88.71
1317.00,88.67
1316.00,88.64
1315.00,88.61
1314.00,88.58
1313.00,88.56
1312.00,88.55
1311.00,88.55
1310.00,88.54
1309.00,88.54
1308.00,88.54
1307.00,88.54
1306.00,88.53
1305.00,88.52
1304.00,88.52
1303.00,88.52
1302.00,88.52
1301.00,88.52
1300.00,88.52
1299.00,88.52
1298.00,88.52
1297.00,88.53
1296.00,88.54
1295.00,88.54
1294.00,88.54
1293.00,88.52
1292.00,88.51
1291.00,88.51
1290.00,88.51
1289.00,88.51
1288.00,88.50
1287.00,88.49
1286.00,88.48
1285.00,88.48
1284.00,88.49
1283.00,88.50
1282.00,88.50
1281.00,88.50
1280.00,88.48
1279.00,88.45
1278.00,88.41
1277.00,88.38
1276.00,88.35
1275.00,88.33
1274.00,88.32
1273.00,88.30
1272.00,88.29
1271.00,88.28
1270.00,88.27
1269.00,88.26
1268.00,88.24
1267.00,88.21
1266.00,88.17
1265.00,88.13
1264.00,88.09
1263.00,88.05
1262.00,88.01
1261.00,87.96
1260.00,87.91
1259.00,87.86
1258.00,87.82
1257.00,87.78
1256.00,87.74
1255.00,87.69
1254.00,87.63
1253.00,87.57
1252.00,87.52
1251.00,87.49
1250.00,87.46
1249.00,87.41
1248.00,87.34
1247.00,87.26
1246.00,87.19
1245.00,87.13
1244.00,87.09
1243.00,87.06
1242.00,87.04
1241.00,87.02
1240.00,86.99
1239.00,86.95
1238.00,86.92
1237.00,86.91
1236.00,86.91
1235.00,86.93
1234.00,86.95
1233.00,86.98
1232.00,87.00
1231.00,87.03
1230.00,87.05
1229.00,87.08
1228.00,87.12
1227.00,87.17
1226.00,87.23
1225.00,87.30
1224.00,87.37
1223.00,87.44
1222.00,87.50
1221.00,87.56
1220.00,87.62
1219.00,87.69
1218.00,87.75
1217.00,87.82
1216.00,87.88
1215.00,87.94
1214.00,88.00
1213.00,88.05
1212.00,88.09
1211.00,88.13
1210.00,88.18
1209.00,88.23
1208.00,88.28
1207.00,88.34
1206.00,88.40
1205.00,88.46
1204.00,88.52
1203.00,88.56
1202.00,88.60
1201.00,88.64
1200.00,88.66
1199.00,88.69
1198.00,88.74
1197.00,88.78
1196.00,88.82
1195.00,88.86
1194.00,88.90
1193.00,88.95
1192.00,89.00
1191.00,89.03
1190.00,89.05
1189.00,89.07
1188.00,89.09
1187.00,89.12
1186.00,89.15
1185.00,89.18
1184.00,89.21
1183.00,89.22
1182.00,89.23
1181.00,89.24
1180.00,89.24
1179.00,89.23
1178.00,89.21
1177.00,89.17
1176.00,89.14
1175.00,89.11
1174.00,89.09
1173.00,89.09
1172.00,89.10
1171.00,89.13
1170.00,89.16
1169.00,89.19
1168.00,89.23
1167.00,89.27
1166.00,89.33
1165.00,89.38
1164.00,89.41
1163.00,89.41
1162.00,89.41
1161.00,89.42
1160.00,89.45
1159.00,89.50
1158.00,89.55
1157.00,89.61
1156.00,89.65
1155.00,89.69
1154.00,89.72
1153.00,89.74
1152.00,89.76
1151.00,89.79
1150.00,89.84
1149.00,89.89
1148.00,89.94
1147.00,89.99
1146.00,90.05
1145.00,90.10
1144.00,90.15
1143.00,90.19
1142.00,90.22
1141.00,90.24
1140.00,90.26
1139.00,90.27
1138.00,90.28
1137.00,90.29
1136.00,90.27
1135.00,90.24
1134.00,90.22
1133.00,90.21
1132.00,90.21
1131.00,90.20
1130.00,90.16
1129.00,90.11
1128.00,90.07
1127.00,90.04
1126.00,90.03
1125.00,90.04
1124.00,90.05
1123.00,90.05
1122.00,90.04
1121.00,90.04
1120.00,90.04
1119.00,90.04
1118.00,90.04
1117.00,90.05
1116.00,90.06
1115.00,90.07
1114.00,90.08
1113.00,90.08
1112.00,90.06
1111.00,90.02
1110.00,89.99
1109.00,89.97
1108.00,89.96
1107.00,89.94
1106.00,89.91
1105.00,89.89
1104.00,89.89
1103.00,89.91
1102.00,89.95
1101.00,89.98
1100.00,89.99
1099.00,89.99
1098.00,89.98
1097.00,89.96
1096.00,89.93
1095.00,89.90
1094.00,89.89
1093.00,89.88
1092.00,89.86
1091.00,89.83
1090.00,89.80
1089.00,89.77
1088.00,89.73
1087.00,89.68
1086.00,89.62
1085.00,89.56
1084.00,89.52
1083.00,89.49
1082.00,89.46
1081.00,89.42
1080.00,89.39
1079.00,89.37
1078.00,89.34
1077.00,89.32
1076.00,89.30
1075.00,89.29
1074.00,89.29
1073.00,89.29
1072.00,89.30
1071.00,89.32
1070.00,89.35
1069.00,89.38
1068.00,89.42
1067.00,89.46
1066.00,89.51
1065.00,89.54
1064.00,89.56
1063.00,89.56
1062.00,89.56
1061.00,89.58
1060.00,89.61
1059.00,89.64
1058.00,89.64
1057.00,89.63
1056.00,89.63
1055.00,89.64
1054.00,89.67
1053.00,89.70
1052.00,89.71
1051.00,89.72
1050.00,89.72
1049.00,89.73
1048.00,89.76
1047.00,89.80
1046.00,89.85
1045.00,89.89
1044.00,89.91
1043.00,89.92
1042.00,89.94
1041.00,89.98
1040.00,90.03
1039.00,90.07
1038.00,90.11
1037.00,90.14
1036.00,90.17
1035.00,90.19
1034.00,90.22
1033.00,90.26
1032.00,90.33
1031.00,90.40
1030.00,90.47
1029.00,90.52
1028.00,90.56
1027.00,90.60
1026.00,90.64
1025.00,90.68
1024.00,90.72
1023.00,90.76
1022.00,90.81
1021.00,90.87
1020.00,90.92
1019.00,90.97
1018.00,91.02
1017.00,91.07
1016.00,91.13
1015.00,91.18
1014.00,91.22
1013.00,91.26
1012.00,91.30
1011.00,91.34
1010.00,91.38
1009.00,91.41
1008.00,91.45
1007.00,91.48
1006.00,91.53
1005.00,91.57
1004.00,91.63
1003.00,91.69
1002.00,91.75
1001.00,91.80
1000.00,91.83
999.00,91.86
998.00,91.88
997.00,91.89
996.00,91.89
995.00,91.90
994.00,91.91
993.00,91.94
992.00,91.97
991.00,92.01
990.00,92.04
989.00,92.07
988.00,92.07
987.00,92.08
986.00,92.10
985.00,92.12
984.00,92.13
983.00,92.13
982.00,92.12
981.00,92.12
980.00,92.15
979.00,92.19
978.00,92.22
977.00,92.23
976.00,92.23
975.00,92.24
974.00,92.25
973.00,92.27
972.00,92.30
971.00,92.33
970.00,92.35
969.00,92.35
968.00,92.34
967.00,92.33
966.00,92.32
965.00,92.33
964.00,92.35
963.00,92.38
962.00,92.41
961.00,92.42
960.00,92.40
959.00,92.40
958.00,92.42
957.00,92.44
956.00,92.46
955.00,92.45
954.00,92.43
953.00,92.42
952.00,92.42
951.00,92.43
950.00,92.44
949.00,92.44
948.00,92.43
947.00,92.42
946.00,92.41
945.00,92.40
944.00,92.40
943.00,92.40
942.00,92.42
941.00,92.44
940.00,92.44
939.00,92.42
938.00,92.40
937.00,92.37
936.00,92.36
935.00,92.34
934.00,92.32
933.00,92.29
932.00,92.27
931.00,92.25
930.00,92.23
929.00,92.22
928.00,92.22
927.00,92.24
926.00,92.27
925.00,92.30
924.00,92.31
923.00,92.30
922.00,92.30
921.00,92.31
920.00,92.33
919.00,92.36
918.00,92.40
917.00,92.44
916.00,92.47
915.00,92.50
914.00,92.51
913.00,92.51
912.00,92.49
911.00,92.47
910.00,92.46
909.00,92.46
908.00,92.47
907.00,92.47
906.00,92.47
905.00,92.48
904.00,92.48
903.00,92.47
902.00,92.45
