Created as New Dataset,Mercerised Cotton 5/2 (Light Green)
cm-1,%T
2466.00,96.59
2465.00,96.59
2464.00,96.60
2463.00,96.61
2462.00,96.61
2461.00,96.61
2460.00,96.61
2459.00,96.60
2458.00,96.61
2457.00,96.62
2456.00,96.63
2455.00,96.63
2454.00,96.62
2453.00,96.63
2452.00,96.65
2451.00,96.67
2450.00,96.69
2449.00,96.70
2448.00,96.70
2447.00,96.70
2446.00,96.71
2445.00,96.72
2444.00,96.74
2443.00,96.77
2442.00,96.78
2441.00,96.77
2440.00,96.75
2439.00,96.74
2438.00,96.74
2437.00,96.74
2436.00,96.76
2435.00,96.79
2434.00,96.80
2433.00,96.81
2432.00,96.80
2431.00,96.78
2430.00,96.77
2429.00,96.77
2428.00,96.78
2427.00,96.79
2426.00,96.79
2425.00,96.79
2424.00,96.79
2423.00,96.79
2422.00,96.81
2421.00,96.82
2420.00,96.83
2419.00,96.84
2418.00,96.85
2417.00,96.86
2416.00,96.86
2415.00,96.85
2414.00,96.83
2413.00,96.82
2412.00,96.83
2411.00,96.85
2410.00,96.89
2409.00,96.92
2408.00,96.94
2407.00,96.95
2406.00,96.95
2405.00,96.94
2404.00,96.95
2403.00,96.97
2402.00,96.99
2401.00,97.01
2400.00,97.04
2399.00,97.06
2398.00,97.08
2397.00,97.09
2396.00,97.08
2395.00,97.06
2394.00,97.05
2393.00,97.05
2392.00,97.07
2391.00,97.08
2390.00,97.08
2389.00,97.07
2388.00,97.06
2387.00,97.08
2386.00,97.11
2385.00,97.16
2384.00,97.20
2383.00,97.23
2382.00,97.25
2381.00,97.27
2380.00,97.29
2379.00,97.30
2378.00,97.31
2377.00,97.32
2376.00,97.33
2375.00,97.36
2374.00,97.37
2373.00,97.38
2372.00,97.38
2371.00,97.38
2370.00,97.41
2369.00,97.45
2368.00,97.51
2367.00,97.56
2366.00,97.55
2365.00,97.48
2364.00,97.41
2363.00,97.41
2362.00,97.46
2361.00,97.49
2360.00,97.46
2359.00,97.43
2358.00,97.44
2357.00,97.48
2356.00,97.52
2355.00,97.53
2354.00,97.51
2353.00,97.50
2352.00,97.51
2351.00,97.52
2350.00,97.53
2349.00,97.53
2348.00,97.52
2347.00,97.51
2346.00,97.51
2345.00,97.53
2344.00,97.56
2343.00,97.58
2342.00,97.57
2341.00,97.52
2340.00,97.45
2339.00,97.41
2338.00,97.42
2337.00,97.45
2336.00,97.49
2335.00,97.51
2334.00,97.51
2333.00,97.50
2332.00,97.49
2331.00,97.49
2330.00,97.48
2329.00,97.45
2328.00,97.40
2327.00,97.33
2326.00,97.26
2325.00,97.20
2324.00,97.14
2323.00,97.11
2322.00,97.11
2321.00,97.14
2320.00,97.17
2319.00,97.21
2318.00,97.24
2317.00,97.23
2316.00,97.19
2315.00,97.15
2314.00,97.11
2313.00,97.09
2312.00,97.10
2311.00,97.12
2310.00,97.14
2309.00,97.14
2308.00,97.14
2307.00,97.15
2306.00,97.15
2305.00,97.15
2304.00,97.12
2303.00,97.08
2302.00,97.04
2301.00,97.01
2300.00,96.98
2299.00,96.95
2298.00,96.93
2297.00,96.91
2296.00,96.90
2295.00,96.89
2294.00,96.87
2293.00,96.84
2292.00,96.82
2291.00,96.79
2290.00,96.76
2289.00,96.71
2288.00,96.65
2287.00,96.59
2286.00,96.55
2285.00,96.52
2284.00,96.51
2283.00,96.51
2282.00,96.52
2281.00,96.52
2280.00,96.52
2279.00,96.52
2278.00,96.52
2277.00,96.51
2276.00,96.49
2275.00,96.46
2274.00,96.43
2273.00,96.42
2272.00,96.40
2271.00,96.38
2270.00,96.35
2269.00,96.34
2268.00,96.36
2267.00,96.40
2266.00,96.41
2265.00,96.40
2264.00,96.38
2263.00,96.36
2262.00,96.35
2261.00,96.32
2260.00,96.28
2259.00,96.22
2258.00,96.18
2257.00,96.16
2256.00,96.19
2255.00,96.25
2254.00,96.28
2253.00,96.26
2252.00,96.20
2251.00,96.12
2250.00,96.07
2249.00,96.04
2248.00,96.02
2247.00,96.00
2246.00,95.97
2245.00,95.94
2244.00,95.92
2243.00,95.92
2242.00,95.94
2241.00,95.95
2240.00,95.96
2239.00,95.96
2238.00,95.95
2237.00,95.94
2236.00,95.92
2235.00,95.91
2234.00,95.89
2233.00,95.88
2232.00,95.87
2231.00,95.87
2230.00,95.86
2229.00,95.86
2228.00,95.83
2227.00,95.80
2226.00,95.77
2225.00,95.75
2224.00,95.76
2223.00,95.80
2222.00,95.84
2221.00,95.85
2220.00,95.82
2219.00,95.73
2218.00,95.64
2217.00,95.57
2216.00,95.56
2215.00,95.60
2214.00,95.65
2213.00,95.67
2212.00,95.68
2211.00,95.68
2210.00,95.67
2209.00,95.67
2208.00,95.66
2207.00,95.67
2206.00,95.67
2205.00,95.66
2204.00,95.64
2203.00,95.63
2202.00,95.61
2201.00,95.57
2200.00,95.49
2199.00,95.41
2198.00,95.35
2197.00,95.34
2196.00,95.35
2195.00,95.37
2194.00,95.38
2193.00,95.39
2192.00,95.39
2191.00,95.38
2190.00,95.35
2189.00,95.31
2188.00,95.28
2187.00,95.26
2186.00,95.24
2185.00,95.23
2184.00,95.21
2183.00,95.19
2182.00,95.18
2181.00,95.20
2180.00,95.23
2179.00,95.23
2178.00,95.20
2177.00,95.15
2176.00,95.11
2175.00,95.10
2174.00,95.10
2173.00,95.07
2172.00,95.01
2171.00,94.96
2170.00,94.94
2169.00,94.93
2168.00,94.90
2167.00,94.84
2166.00,94.77
2165.00,94.72
2164.00,94.69
2163.00,94.67
2162.00,94.68
2161.00,94.70
2160.00,94.76
2159.00,94.85
2158.00,94.96
2157.00,95.06
2156.00,95.13
2155.00,95.17
2154.00,95.19
2153.00,95.25
2152.00,95.33
2151.00,95.43
2150.00,95.49
2149.00,95.49
2148.00,95.47
2147.00,95.45
2146.00,95.48
2145.00,95.54
2144.00,95.62
2143.00,95.69
2142.00,95.75
2141.00,95.78
2140.00,95.81
2139.00,95.83
2138.00,95.85
2137.00,95.89
2136.00,95.93
2135.00,95.99
2134.00,96.04
2133.00,96.07
2132.00,96.07
2131.00,96.08
2130.00,96.12
2129.00,96.18
2128.00,96.23
2127.00,96.25
2126.00,96.24
2125.00,96.21
2124.00,96.17
2123.00,96.16
2122.00,96.17
2121.00,96.18
2120.00,96.17
2119.00,96.13
2118.00,96.09
2117.00,96.07
2116.00,96.08
2115.00,96.12
2114.00,96.15
2113.00,96.16
2112.00,96.15
2111.00,96.14
2110.00,96.14
2109.00,96.14
2108.00,96.13
2107.00,96.13
2106.00,96.14
2105.00,96.14
2104.00,96.14
2103.00,96.14
2102.00,96.15
2101.00,96.17
2100.00,96.19
2099.00,96.19
2098.00,96.17
2097.00,96.16
2096.00,96.19
2095.00,96.23
2094.00,96.27
2093.00,96.27
2092.00,96.23
2091.00,96.17
2090.00,96.11
2089.00,96.07
2088.00,96.05
2087.00,96.05
2086.00,96.06
2085.00,96.08
2084.00,96.09
2083.00,96.07
2082.00,96.05
2081.00,96.04
2080.00,96.02
2079.00,96.00
2078.00,95.98
2077.00,95.97
2076.00,95.98
2075.00,96.01
2074.00,96.04
2073.00,96.06
2072.00,96.05
2071.00,96.02
2070.00,95.98
2069.00,95.93
2068.00,95.91
2067.00,95.92
2066.00,95.95
2065.00,95.97
2064.00,95.97
2063.00,95.95
2062.00,95.94
2061.00,95.95
2060.00,95.95
2059.00,95.94
2058.00,95.93
2057.00,95.92
2056.00,95.91
2055.00,95.90
2054.00,95.88
2053.00,95.85
2052.00,95.80
2051.00,95.74
2050.00,95.68
2049.00,95.60
2048.00,95.52
2047.00,95.45
2046.00,95.41
2045.00,95.40
2044.00,95.39
2043.00,95.39
2042.00,95.41
2041.00,95.41
2040.00,95.38
2039.00,95.30
2038.00,95.22
2037.00,95.20
2036.00,95.24
2035.00,95.29
2034.00,95.31
2033.00,95.30
2032.00,95.29
2031.00,95.30
2030.00,95.31
2029.00,95.29
2028.00,95.24
2027.00,95.18
2026.00,95.15
2025.00,95.15
2024.00,95.16
2023.00,95.16
2022.00,95.16
2021.00,95.20
2020.00,95.28
2019.00,95.41
2018.00,95.51
2017.00,95.54
2016.00,95.48
2015.00,95.40
2014.00,95.36
2013.00,95.39
2012.00,95.43
2011.00,95.45
2010.00,95.43
2009.00,95.42
2008.00,95.46
2007.00,95.54
2006.00,95.60
2005.00,95.62
2004.00,95.63
2003.00,95.67
2002.00,95.74
2001.00,95.81
2000.00,95.84
1999.00,95.83
1998.00,95.81
1997.00,95.81
1996.00,95.83
1995.00,95.84
1994.00,95.82
1993.00,95.78
1992.00,95.74
1991.00,95.73
1990.00,95.74
1989.00,95.75
1988.00,95.73
1987.00,95.70
1986.00,95.66
1985.00,95.64
1984.00,95.63
1983.00,95.60
1982.00,95.55
1981.00,95.48
1980.00,95.44
1979.00,95.43
1978.00,95.46
1977.00,95.50
1976.00,95.52
1975.00,95.54
1974.00,95.59
1973.00,95.65
1972.00,95.72
1971.00,95.77
1970.00,95.78
1969.00,95.78
1968.00,95.80
1967.00,95.82
1966.00,95.85
1965.00,95.86
1964.00,95.86
1963.00,95.87
1962.00,95.90
1961.00,95.94
1960.00,95.99
1959.00,96.05
1958.00,96.12
1957.00,96.18
1956.00,96.20
1955.00,96.19
1954.00,96.17
1953.00,96.18
1952.00,96.21
1951.00,96.25
1950.00,96.30
1949.00,96.34
1948.00,96.38
1947.00,96.41
1946.00,96.44
1945.00,96.44
1944.00,96.44
1943.00,96.46
1942.00,96.51
1941.00,96.55
1940.00,96.59
1939.00,96.60
1938.00,96.59
1937.00,96.59
1936.00,96.61
1935.00,96.64
1934.00,96.68
1933.00,96.68
1932.00,96.67
1931.00,96.65
1930.00,96.67
1929.00,96.71
1928.00,96.75
1927.00,96.79
1926.00,96.82
1925.00,96.82
1924.00,96.81
1923.00,96.79
1922.00,96.77
1921.00,96.77
1920.00,96.77
1919.00,96.78
1918.00,96.79
1917.00,96.80
1916.00,96.81
1915.00,96.83
1914.00,96.85
1913.00,96.86
1912.00,96.86
1911.00,96.86
1910.00,96.87
1909.00,96.88
1908.00,96.91
1907.00,96.94
1906.00,96.97
1905.00,96.99
1904.00,97.00
1903.00,97.01
1902.00,97.02
1901.00,97.02
1900.00,97.02
1899.00,97.02
1898.00,97.01
1897.00,97.00
1896.00,97.00
1895.00,97.02
1894.00,97.06
1893.00,97.09
1892.00,97.10
1891.00,97.09
1890.00,97.08
1889.00,97.09
1888.00,97.11
1887.00,97.14
1886.00,97.16
1885.00,97.17
1884.00,97.17
1883.00,97.16
1882.00,97.15
1881.00,97.15
1880.00,97.16
1879.00,97.16
1878.00,97.15
1877.00,97.13
1876.00,97.13
1875.00,97.14
1874.00,97.17
1873.00,97.19
1872.00,97.18
1871.00,97.16
1870.00,97.14
1869.00,97.15
1868.00,97.17
1867.00,97.18
1866.00,97.17
1865.00,97.15
1864.00,97.13
1863.00,97.13
1862.00,97.14
1861.00,97.16
1860.00,97.18
1859.00,97.21
1858.00,97.25
1857.00,97.28
1856.00,97.29
1855.00,97.29
1854.00,97.28
1853.00,97.27
1852.00,97.27
1851.00,97.27
1850.00,97.28
1849.00,97.29
1848.00,97.30
1847.00,97.31
1846.00,97.32
1845.00,97.35
1844.00,97.39
1843.00,97.41
1842.00,97.41
1841.00,97.38
1840.00,97.36
1839.00,97.35
1838.00,97.35
1837.00,97.34
1836.00,97.34
1835.00,97.35
1834.00,97.35
1833.00,97.34
1832.00,97.31
1831.00,97.29
1830.00,97.29
1829.00,97.32
1828.00,97.37
1827.00,97.39
1826.00,97.40
1825.00,97.39
1824.00,97.38
1823.00,97.38
1822.00,97.39
1821.00,97.40
1820.00,97.41
1819.00,97.43
1818.00,97.45
1817.00,97.44
1816.00,97.42
1815.00,97.39
1814.00,97.38
1813.00,97.38
1812.00,97.38
1811.00,97.39
1810.00,97.40
1809.00,97.42
1808.00,97.44
1807.00,97.45
1806.00,97.45
1805.00,97.44
1804.00,97.42
1803.00,97.41
1802.00,97.41
1801.00,97.41
1800.00,97.41
1799.00,97.42
1798.00,97.43
1797.00,97.45
1796.00,97.47
1795.00,97.47
1794.00,97.47
1793.00,97.45
1792.00,97.43
1791.00,97.42
1790.00,97.43
1789.00,97.44
1788.00,97.45
1787.00,97.45
1786.00,97.46
1785.00,97.46
1784.00,97.46
1783.00,97.45
1782.00,97.43
1781.00,97.41
1780.00,97.40
1779.00,97.39
1778.00,97.40
1777.00,97.42
1776.00,97.45
1775.00,97.46
1774.00,97.46
1773.00,97.45
1772.00,97.43
1771.00,97.43
1770.00,97.43
1769.00,97.43
1768.00,97.42
1767.00,97.42
1766.00,97.43
1765.00,97.43
1764.00,97.43
1763.00,97.42
1762.00,97.42
1761.00,97.42
1760.00,97.40
1759.00,97.37
1758.00,97.35
1757.00,97.34
1756.00,97.34
1755.00,97.34
1754.00,97.33
1753.00,97.30
1752.00,97.26
1751.00,97.23
1750.00,97.20
1749.00,97.19
1748.00,97.18
1747.00,97.17
1746.00,97.16
1745.00,97.16
1744.00,97.15
1743.00,97.15
1742.00,97.14
1741.00,97.12
1740.00,97.12
1739.00,97.12
1738.00,97.14
1737.00,97.15
1736.00,97.14
1735.00,97.11
1734.00,97.09
1733.00,97.08
1732.00,97.07
1731.00,97.07
1730.00,97.08
1729.00,97.09
1728.00,97.11
1727.00,97.12
1726.00,97.12
1725.00,97.10
1724.00,97.08
1723.00,97.07
1722.00,97.06
1721.00,97.05
1720.00,97.03
1719.00,96.99
1718.00,96.95
1717.00,96.94
1716.00,96.94
1715.00,96.95
1714.00,96.95
1713.00,96.95
1712.00,96.94
1711.00,96.93
1710.00,96.92
1709.00,96.91
1708.00,96.88
1707.00,96.84
1706.00,96.81
1705.00,96.78
1704.00,96.77
1703.00,96.76
1702.00,96.73
1701.00,96.67
1700.00,96.63
1699.00,96.63
1698.00,96.64
1697.00,96.63
1696.00,96.59
1695.00,96.56
1694.00,96.54
1693.00,96.51
1692.00,96.47
1691.00,96.44
1690.00,96.40
1689.00,96.37
1688.00,96.34
1687.00,96.32
1686.00,96.29
1685.00,96.24
1684.00,96.17
1683.00,96.10
1682.00,96.05
1681.00,96.00
1680.00,95.94
1679.00,95.88
1678.00,95.83
1677.00,95.78
1676.00,95.73
1675.00,95.69
1674.00,95.67
1673.00,95.64
1672.00,95.58
1671.00,95.50
1670.00,95.41
1669.00,95.33
1668.00,95.29
1667.00,95.26
1666.00,95.24
1665.00,95.19
1664.00,95.12
1663.00,95.05
1662.00,94.99
1661.00,94.95
1660.00,94.92
1659.00,94.88
1658.00,94.84
1657.00,94.80
1656.00,94.76
1655.00,94.70
1654.00,94.61
1653.00,94.52
1652.00,94.49
1651.00,94.49
1650.00,94.48
1649.00,94.46
1648.00,94.42
1647.00,94.39
1646.00,94.37
1645.00,94.37
1644.00,94.37
1643.00,94.37
1642.00,94.37
1641.00,94.36
1640.00,94.34
1639.00,94.34
1638.00,94.33
1637.00,94.33
1636.00,94.34
1635.00,94.36
1634.00,94.42
1633.00,94.46
1632.00,94.50
1631.00,94.52
1630.00,94.55
1629.00,94.57
1628.00,94.60
1627.00,94.62
1626.00,94.66
1625.00,94.69
1624.00,94.74
1623.00,94.80
1622.00,94.86
1621.00,94.92
1620.00,94.96
1619.00,95.00
1618.00,95.04
1617.00,95.08
1616.00,95.13
1615.00,95.18
1614.00,95.22
1613.00,95.25
1612.00,95.28
1611.00,95.32
1610.00,95.35
1609.00,95.39
1608.00,95.43
1607.00,95.47
1606.00,95.53
1605.00,95.57
1604.00,95.61
1603.00,95.65
1602.00,95.68
1601.00,95.71
1600.00,95.74
1599.00,95.78
1598.00,95.82
1597.00,95.87
1596.00,95.91
1595.00,95.93
1594.00,95.95
1593.00,95.97
1592.00,95.99
1591.00,96.02
1590.00,96.07
1589.00,96.11
1588.00,96.15
1587.00,96.19
1586.00,96.21
1585.00,96.24
1584.00,96.25
1583.00,96.26
1582.00,96.28
1581.00,96.30
1580.00,96.34
1579.00,96.36
1578.00,96.38
1577.00,96.40
1576.00,96.41
1575.00,96.44
1574.00,96.46
1573.00,96.47
1572.00,96.47
1571.00,96.48
1570.00,96.49
1569.00,96.51
1568.00,96.52
1567.00,96.53
1566.00,96.54
1565.00,96.54
1564.00,96.55
1563.00,96.54
1562.00,96.54
1561.00,96.54
1560.00,96.55
1559.00,96.55
1558.00,96.55
1557.00,96.54
1556.00,96.53
1555.00,96.53
1554.00,96.54
1553.00,96.56
1552.00,96.57
1551.00,96.58
1550.00,96.58
1549.00,96.58
1548.00,96.58
1547.00,96.58
1546.00,96.58
1545.00,96.57
1544.00,96.57
1543.00,96.57
1542.00,96.59
1541.00,96.61
1540.00,96.61
1539.00,96.61
1538.00,96.60
1537.00,96.61
1536.00,96.60
1535.00,96.60
1534.00,96.58
1533.00,96.58
1532.00,96.60
1531.00,96.62
1530.00,96.65
1529.00,96.66
1528.00,96.67
1527.00,96.67
1526.00,96.67
1525.00,96.66
1524.00,96.65
1523.00,96.63
1522.00,96.61
1521.00,96.60
1520.00,96.60
1519.00,96.59
1518.00,96.59
1517.00,96.58
1516.00,96.58
1515.00,96.58
1514.00,96.59
1513.00,96.59
1512.00,96.59
1511.00,96.59
1510.00,96.59
1509.00,96.58
1508.00,96.54
1507.00,96.48
1506.00,96.43
1505.00,96.40
1504.00,96.37
1503.00,96.35
1502.00,96.32
1501.00,96.29
1500.00,96.25
1499.00,96.21
1498.00,96.17
1497.00,96.12
1496.00,96.06
1495.00,96.01
1494.00,95.96
1493.00,95.89
1492.00,95.81
1491.00,95.72
1490.00,95.62
1489.00,95.52
1488.00,95.40
1487.00,95.28
1486.00,95.14
1485.00,94.99
1484.00,94.84
1483.00,94.69
1482.00,94.55
1481.00,94.43
1480.00,94.33
1479.00,94.25
1478.00,94.17
1477.00,94.08
1476.00,93.97
1475.00,93.86
1474.00,93.73
1473.00,93.59
1472.00,93.45
1471.00,93.36
1470.00,93.29
1469.00,93.22
1468.00,93.16
1467.00,93.09
1466.00,93.02
1465.00,92.93
1464.00,92.84
1463.00,92.76
1462.00,92.70
1461.00,92.64
1460.00,92.59
1459.00,92.52
1458.00,92.41
1457.00,92.30
1456.00,92.22
1455.00,92.18
1454.00,92.14
1453.00,92.09
1452.00,92.04
1451.00,91.98
1450.00,91.91
1449.00,91.84
1448.00,91.76
1447.00,91.69
1446.00,91.64
1445.00,91.60
1444.00,91.55
1443.00,91.51
1442.00,91.47
1441.00,91.41
1440.00,91.36
1439.00,91.32
1438.00,91.26
1437.00,91.17
1436.00,91.06
1435.00,90.97
1434.00,90.89
1433.00,90.81
1432.00,90.73
1431.00,90.65
1430.00,90.58
1429.00,90.53
1428.00,90.50
1427.00,90.50
1426.00,90.51
1425.00,90.54
1424.00,90.58
1423.00,90.62
1422.00,90.67
1421.00,90.73
1420.00,90.80
1419.00,90.89
1418.00,90.99
1417.00,91.07
1416.00,91.14
1415.00,91.23
1414.00,91.31
1413.00,91.39
1412.00,91.46
1411.00,91.53
1410.00,91.59
1409.00,91.63
1408.00,91.67
1407.00,91.69
1406.00,91.72
1405.00,91.73
1404.00,91.73
1403.00,91.73
1402.00,91.71
1401.00,91.69
1400.00,91.67
1399.00,91.64
1398.00,91.63
1397.00,91.61
1396.00,91.60
1395.00,91.58
1394.00,91.55
1393.00,91.51
1392.00,91.47
1391.00,91.42
1390.00,91.35
1389.00,91.27
1388.00,91.16
1387.00,91.03
1386.00,90.86
1385.00,90.66
1384.00,90.41
1383.00,90.12
1382.00,89.79
1381.00,89.44
1380.00,89.09
1379.00,88.75
1378.00,88.46
1377.00,88.21
1376.00,88.00
1375.00,87.80
1374.00,87.61
1373.00,87.44
1372.00,87.30
1371.00,87.19
1370.00,87.11
1369.00,87.03
1368.00,86.98
1367.00,86.95
1366.00,86.94
1365.00,86.95
1364.00,86.97
1363.00,87.02
1362.00,87.10
1361.00,87.22
1360.00,87.37
1359.00,87.52
1358.00,87.68
1357.00,87.84
1356.00,88.00
1355.00,88.17
1354.00,88.34
1353.00,88.50
1352.00,88.63
1351.00,88.73
1350.00,88.80
1349.00,88.80
1348.00,88.76
1347.00,88.67
1346.00,88.55
1345.00,88.42
1344.00,88.26
1343.00,88.10
1342.00,87.93
1341.00,87.75
1340.00,87.56
1339.00,87.38
1338.00,87.24
1337.00,87.13
1336.00,87.07
1335.00,87.06
1334.00,87.11
1333.00,87.20
1332.00,87.33
1331.00,87.46
1330.00,87.57
1329.00,87.65
1328.00,87.71
1327.00,87.73
1326.00,87.72
1325.00,87.66
1324.00,87.54
1323.00,87.36
1322.00,87.11
1321.00,86.80
1320.00,86.42
1319.00,86.01
1318.00,85.63
1317.00,85.33
1316.00,85.14
1315.00,85.08
1314.00,85.11
1313.00,85.21
1312.00,85.36
1311.00,85.56
1310.00,85.84
1309.00,86.18
1308.00,86.55
1307.00,86.94
1306.00,87.31
1305.00,87.66
1304.00,87.98
1303.00,88.29
1302.00,88.57
1301.00,88.83
1300.00,89.06
1299.00,89.26
1298.00,89.45
1297.00,89.61
1296.00,89.74
1295.00,89.84
1294.00,89.92
1293.00,90.00
1292.00,90.11
1291.00,90.24
1290.00,90.37
1289.00,90.49
1288.00,90.59
1287.00,90.65
1286.00,90.67
1285.00,90.66
1284.00,90.60
1283.00,90.49
1282.00,90.36
1281.00,90.22
1280.00,90.10
1279.00,90.02
1278.00,89.99
1277.00,90.00
1276.00,90.05
1275.00,90.13
1274.00,90.23
1273.00,90.31
1272.00,90.38
1271.00,90.43
1270.00,90.45
1269.00,90.45
1268.00,90.45
1267.00,90.43
1266.00,90.42
1265.00,90.41
1264.00,90.41
1263.00,90.42
1262.00,90.45
1261.00,90.49
1260.00,90.56
1259.00,90.64
1258.00,90.75
1257.00,90.86
1256.00,90.99
1255.00,91.11
1254.00,91.22
1253.00,91.30
1252.00,91.36
1251.00,91.41
1250.00,91.44
1249.00,91.46
1248.00,91.48
1247.00,91.52
1246.00,91.56
1245.00,91.60
1244.00,91.63
1243.00,91.64
1242.00,91.62
1241.00,91.58
1240.00,91.53
1239.00,91.48
1238.00,91.43
1237.00,91.38
1236.00,91.34
1235.00,91.33
1234.00,91.34
1233.00,91.38
1232.00,91.42
1231.00,91.46
1230.00,91.47
1229.00,91.46
1228.00,91.44
1227.00,91.44
1226.00,91.50
1225.00,91.63
1224.00,91.81
1223.00,92.04
1222.00,92.26
1221.00,92.46
1220.00,92.64
1219.00,92.80
1218.00,92.96
1217.00,93.09
1216.00,93.18
1215.00,93.23
1214.00,93.24
1213.00,93.19
1212.00,93.10
1211.00,92.96
1210.00,92.76
1209.00,92.53
1208.00,92.28
1207.00,92.03
1206.00,91.79
1205.00,91.58
1204.00,91.39
1203.00,91.22
1202.00,91.09
1201.00,91.02
1200.00,91.00
1199.00,91.04
1198.00,91.13
1197.00,91.26
1196.00,91.44
1195.00,91.65
1194.00,91.89
1193.00,92.14
1192.00,92.40
1191.00,92.65
1190.00,92.86
1189.00,93.04
1188.00,93.18
1187.00,93.26
1186.00,93.31
1185.00,93.31
1184.00,93.28
1183.00,93.21
1182.00,93.10
1181.00,92.94
1180.00,92.73
1179.00,92.49
1178.00,92.23
1177.00,91.94
1176.00,91.64
1175.00,91.31
1174.00,90.93
1173.00,90.48
1172.00,89.96
1171.00,89.36
1170.00,88.70
1169.00,87.98
1168.00,87.22
1167.00,86.43
1166.00,85.64
1165.00,84.87
1164.00,84.17
1163.00,83.56
1162.00,83.07
1161.00,82.72
1160.00,82.49
1159.00,82.38
1158.00,82.37
1157.00,82.47
1156.00,82.64
1155.00,82.87
1154.00,83.14
1153.00,83.43
1152.00,83.72
1151.00,84.01
1150.00,84.30
1149.00,84.58
1148.00,84.85
1147.00,85.13
1146.00,85.42
1145.00,85.70
1144.00,85.97
1143.00,86.20
1142.00,86.38
1141.00,86.50
1140.00,86.54
1139.00,86.48
1138.00,86.31
1137.00,86.05
1136.00,85.72
1135.00,85.38
1134.00,85.03
1133.00,84.68
1132.00,84.32
1131.00,83.92
1130.00,83.50
1129.00,83.05
1128.00,82.57
1127.00,82.06
1126.00,81.52
1125.00,80.98
1124.00,80.45
1123.00,79.97
1122.00,79.50
1121.00,79.04
1120.00,78.56
1119.00,78.08
1118.00,77.58
1117.00,77.05
1116.00,76.48
1115.00,75.90
1114.00,75.34
1113.00,74.83
1112.00,74.42
1111.00,74.14
1110.00,73.98
1109.00,73.92
1108.00,73.90
1107.00,73.91
1106.00,73.90
1105.00,73.84
1104.00,73.71
1103.00,73.53
1102.00,73.31
1101.00,73.05
1100.00,72.77
1099.00,72.51
1098.00,72.29
1097.00,72.11
1096.00,71.97
1095.00,71.87
1094.00,71.78
1093.00,71.66
1092.00,71.48
1091.00,71.28
1090.00,71.07
1089.00,70.87
1088.00,70.67
1087.00,70.45
1086.00,70.20
1085.00,69.93
1084.00,69.65
1083.00,69.39
1082.00,69.15
1081.00,68.91
1080.00,68.66
1079.00,68.42
1078.00,68.19
1077.00,67.97
1076.00,67.77
1075.00,67.59
1074.00,67.42
1073.00,67.23
1072.00,67.02
1071.00,66.78
1070.00,66.48
1069.00,66.08
1068.00,65.59
1067.00,65.01
1066.00,64.33
1065.00,63.54
1064.00,62.67
1063.00,61.77
1062.00,60.89
1061.00,60.08
1060.00,59.36
1059.00,58.77
1058.00,58.30
1057.00,57.92
1056.00,57.61
1055.00,57.39
1054.00,57.28
1053.00,57.24
1052.00,57.26
1051.00,57.36
1050.00,57.51
1049.00,57.67
1048.00,57.80
1047.00,57.91
1046.00,58.00
1045.00,58.07
1044.00,58.13
1043.00,58.17
1042.00,58.17
1041.00,58.08
1040.00,57.89
1039.00,57.59
1038.00,57.17
1037.00,56.65
1036.00,56.05
1035.00,55.45
1034.00,54.91
1033.00,54.43
1032.00,54.04
1031.00,53.74
1030.00,53.52
1029.00,53.34
1028.00,53.20
1027.00,53.11
1026.00,53.08
1025.00,53.09
1024.00,53.13
1023.00,53.22
1022.00,53.33
1021.00,53.48
1020.00,53.63
1019.00,53.79
1018.00,53.96
1017.00,54.13
1016.00,54.32
1015.00,54.57
1014.00,54.87
1013.00,55.20
1012.00,55.51
1011.00,55.79
1010.00,56.03
1009.00,56.21
1008.00,56.35
1007.00,56.47
1006.00,56.56
1005.00,56.62
1004.00,56.64
1003.00,56.61
1002.00,56.54
1001.00,56.42
1000.00,56.27
999.00,56.15
998.00,56.10
997.00,56.14
996.00,56.28
995.00,56.54
994.00,56.88
993.00,57.28
992.00,57.71
991.00,58.16
990.00,58.64
989.00,59.10
988.00,59.54
987.00,59.97
986.00,60.42
985.00,60.92
984.00,61.50
983.00,62.20
982.00,63.01
981.00,63.91
980.00,64.84
979.00,65.76
978.00,66.64
977.00,67.48
976.00,68.26
975.00,68.99
974.00,69.65
973.00,70.25
972.00,70.77
971.00,71.24
970.00,71.66
969.00,72.05
968.00,72.44
967.00,72.81
966.00,73.17
965.00,73.51
964.00,73.84
963.00,74.16
962.00,74.49
961.00,74.84
960.00,75.23
959.00,75.66
958.00,76.12
957.00,76.57
956.00,77.00
955.00,77.44
954.00,77.88
953.00,78.32
952.00,78.73
951.00,79.12
950.00,79.48
949.00,79.81
948.00,80.13
947.00,80.43
946.00,80.70
945.00,80.95
944.00,81.20
943.00,81.44
942.00,81.67
941.00,81.89
940.00,82.07
939.00,82.24
938.00,82.40
937.00,82.56
936.00,82.71
935.00,82.86
934.00,82.98
933.00,83.08
932.00,83.19
931.00,83.31
930.00,83.43
929.00,83.56
928.00,83.69
927.00,83.83
926.00,83.96
925.00,84.10
924.00,84.24
923.00,84.39
922.00,84.53
921.00,84.64
920.00,84.73
919.00,84.78
918.00,84.81
917.00,84.81
916.00,84.79
915.00,84.77
914.00,84.72
913.00,84.65
912.00,84.54
911.00,84.41
910.00,84.26
909.00,84.08
908.00,83.88
907.00,83.66
906.00,83.44
