Created as New Dataset,14.4 Red Wool Sheep felt handmade
cm-1,%T
2469.00,96.21
2468.00,96.23
2467.00,96.22
2466.00,96.20
2465.00,96.19
2464.00,96.19
2463.00,96.20
2462.00,96.19
2461.00,96.19
2460.00,96.20
2459.00,96.21
2458.00,96.23
2457.00,96.24
2456.00,96.25
2455.00,96.26
2454.00,96.27
2453.00,96.29
2452.00,96.32
2451.00,96.32
2450.00,96.30
2449.00,96.27
2448.00,96.25
2447.00,96.24
2446.00,96.25
2445.00,96.26
2444.00,96.27
2443.00,96.27
2442.00,96.26
2441.00,96.27
2440.00,96.28
2439.00,96.29
2438.00,96.29
2437.00,96.27
2436.00,96.24
2435.00,96.23
2434.00,96.24
2433.00,96.26
2432.00,96.27
2431.00,96.29
2430.00,96.30
2429.00,96.32
2428.00,96.34
2427.00,96.35
2426.00,96.35
2425.00,96.34
2424.00,96.34
2423.00,96.33
2422.00,96.34
2421.00,96.35
2420.00,96.36
2419.00,96.37
2418.00,96.37
2417.00,96.36
2416.00,96.36
2415.00,96.37
2414.00,96.38
2413.00,96.37
2412.00,96.36
2411.00,96.35
2410.00,96.35
2409.00,96.36
2408.00,96.37
2407.00,96.39
2406.00,96.40
2405.00,96.42
2404.00,96.45
2403.00,96.48
2402.00,96.49
2401.00,96.48
2400.00,96.47
2399.00,96.45
2398.00,96.44
2397.00,96.45
2396.00,96.46
2395.00,96.47
2394.00,96.47
2393.00,96.47
2392.00,96.48
2391.00,96.49
2390.00,96.50
2389.00,96.51
2388.00,96.50
2387.00,96.48
2386.00,96.47
2385.00,96.47
2384.00,96.48
2383.00,96.49
2382.00,96.51
2381.00,96.53
2380.00,96.55
2379.00,96.56
2378.00,96.56
2377.00,96.53
2376.00,96.49
2375.00,96.46
2374.00,96.46
2373.00,96.45
2372.00,96.43
2371.00,96.41
2370.00,96.41
2369.00,96.46
2368.00,96.53
2367.00,96.61
2366.00,96.67
2365.00,96.70
2364.00,96.68
2363.00,96.60
2362.00,96.49
2361.00,96.38
2360.00,96.33
2359.00,96.35
2358.00,96.40
2357.00,96.45
2356.00,96.49
2355.00,96.52
2354.00,96.52
2353.00,96.50
2352.00,96.48
2351.00,96.49
2350.00,96.54
2349.00,96.57
2348.00,96.58
2347.00,96.57
2346.00,96.55
2345.00,96.54
2344.00,96.55
2343.00,96.60
2342.00,96.64
2341.00,96.65
2340.00,96.62
2339.00,96.57
2338.00,96.52
2337.00,96.48
2336.00,96.44
2335.00,96.42
2334.00,96.42
2333.00,96.44
2332.00,96.47
2331.00,96.49
2330.00,96.51
2329.00,96.53
2328.00,96.55
2327.00,96.56
2326.00,96.56
2325.00,96.55
2324.00,96.54
2323.00,96.52
2322.00,96.50
2321.00,96.48
2320.00,96.48
2319.00,96.49
2318.00,96.51
2317.00,96.53
2316.00,96.53
2315.00,96.52
2314.00,96.48
2313.00,96.43
2312.00,96.39
2311.00,96.37
2310.00,96.36
2309.00,96.36
2308.00,96.35
2307.00,96.36
2306.00,96.38
2305.00,96.40
2304.00,96.41
2303.00,96.40
2302.00,96.37
2301.00,96.33
2300.00,96.30
2299.00,96.30
2298.00,96.31
2297.00,96.33
2296.00,96.34
2295.00,96.34
2294.00,96.35
2293.00,96.34
2292.00,96.32
2291.00,96.29
2290.00,96.26
2289.00,96.24
2288.00,96.22
2287.00,96.22
2286.00,96.21
2285.00,96.20
2284.00,96.19
2283.00,96.18
2282.00,96.17
2281.00,96.16
2280.00,96.14
2279.00,96.13
2278.00,96.14
2277.00,96.15
2276.00,96.14
2275.00,96.12
2274.00,96.11
2273.00,96.10
2272.00,96.11
2271.00,96.12
2270.00,96.13
2269.00,96.12
2268.00,96.10
2267.00,96.08
2266.00,96.07
2265.00,96.07
2264.00,96.08
2263.00,96.08
2262.00,96.09
2261.00,96.07
2260.00,96.05
2259.00,96.02
2258.00,96.00
2257.00,95.98
2256.00,95.97
2255.00,95.97
2254.00,95.95
2253.00,95.93
2252.00,95.92
2251.00,95.92
2250.00,95.92
2249.00,95.91
2248.00,95.91
2247.00,95.91
2246.00,95.93
2245.00,95.96
2244.00,95.98
2243.00,96.01
2242.00,96.03
2241.00,96.03
2240.00,96.01
2239.00,95.98
2238.00,95.94
2237.00,95.91
2236.00,95.87
2235.00,95.85
2234.00,95.83
2233.00,95.82
2232.00,95.80
2231.00,95.79
2230.00,95.78
2229.00,95.78
2228.00,95.80
2227.00,95.82
2226.00,95.83
2225.00,95.83
2224.00,95.81
2223.00,95.79
2222.00,95.76
2221.00,95.73
2220.00,95.71
2219.00,95.68
2218.00,95.65
2217.00,95.61
2216.00,95.60
2215.00,95.62
2214.00,95.67
2213.00,95.71
2212.00,95.74
2211.00,95.74
2210.00,95.72
2209.00,95.68
2208.00,95.64
2207.00,95.60
2206.00,95.57
2205.00,95.55
2204.00,95.56
2203.00,95.61
2202.00,95.67
2201.00,95.70
2200.00,95.69
2199.00,95.64
2198.00,95.59
2197.00,95.55
2196.00,95.52
2195.00,95.51
2194.00,95.50
2193.00,95.49
2192.00,95.48
2191.00,95.47
2190.00,95.45
2189.00,95.42
2188.00,95.38
2187.00,95.37
2186.00,95.40
2185.00,95.45
2184.00,95.47
2183.00,95.44
2182.00,95.38
2181.00,95.33
2180.00,95.31
2179.00,95.30
2178.00,95.31
2177.00,95.32
2176.00,95.34
2175.00,95.35
2174.00,95.35
2173.00,95.34
2172.00,95.34
2171.00,95.36
2170.00,95.35
2169.00,95.32
2168.00,95.29
2167.00,95.27
2166.00,95.27
2165.00,95.28
2164.00,95.28
2163.00,95.26
2162.00,95.22
2161.00,95.17
2160.00,95.14
2159.00,95.15
2158.00,95.19
2157.00,95.27
2156.00,95.39
2155.00,95.51
2154.00,95.59
2153.00,95.62
2152.00,95.62
2151.00,95.63
2150.00,95.68
2149.00,95.72
2148.00,95.76
2147.00,95.77
2146.00,95.78
2145.00,95.80
2144.00,95.82
2143.00,95.83
2142.00,95.83
2141.00,95.84
2140.00,95.87
2139.00,95.90
2138.00,95.90
2137.00,95.89
2136.00,95.89
2135.00,95.92
2134.00,95.94
2133.00,95.95
2132.00,95.95
2131.00,95.95
2130.00,95.98
2129.00,96.02
2128.00,96.07
2127.00,96.10
2126.00,96.11
2125.00,96.10
2124.00,96.10
2123.00,96.12
2122.00,96.13
2121.00,96.11
2120.00,96.08
2119.00,96.07
2118.00,96.06
2117.00,96.05
2116.00,96.05
2115.00,96.06
2114.00,96.10
2113.00,96.13
2112.00,96.13
2111.00,96.11
2110.00,96.09
2109.00,96.07
2108.00,96.08
2107.00,96.10
2106.00,96.11
2105.00,96.11
2104.00,96.11
2103.00,96.11
2102.00,96.12
2101.00,96.10
2100.00,96.07
2099.00,96.03
2098.00,95.99
2097.00,95.98
2096.00,96.00
2095.00,96.06
2094.00,96.11
2093.00,96.13
2092.00,96.13
2091.00,96.13
2090.00,96.13
2089.00,96.11
2088.00,96.10
2087.00,96.08
2086.00,96.07
2085.00,96.07
2084.00,96.06
2083.00,96.06
2082.00,96.07
2081.00,96.07
2080.00,96.08
2079.00,96.08
2078.00,96.07
2077.00,96.04
2076.00,96.02
2075.00,96.00
2074.00,96.00
2073.00,96.00
2072.00,96.01
2071.00,96.02
2070.00,96.02
2069.00,96.02
2068.00,96.01
2067.00,96.00
2066.00,96.00
2065.00,96.02
2064.00,96.05
2063.00,96.07
2062.00,96.06
2061.00,96.04
2060.00,96.02
2059.00,95.99
2058.00,95.95
2057.00,95.93
2056.00,95.94
2055.00,95.97
2054.00,95.99
2053.00,95.98
2052.00,95.94
2051.00,95.89
2050.00,95.83
2049.00,95.74
2048.00,95.67
2047.00,95.67
2046.00,95.71
2045.00,95.74
2044.00,95.72
2043.00,95.69
2042.00,95.70
2041.00,95.73
2040.00,95.73
2039.00,95.67
2038.00,95.58
2037.00,95.52
2036.00,95.52
2035.00,95.56
2034.00,95.60
2033.00,95.60
2032.00,95.58
2031.00,95.56
2030.00,95.54
2029.00,95.52
2028.00,95.50
2027.00,95.48
2026.00,95.46
2025.00,95.46
2024.00,95.48
2023.00,95.51
2022.00,95.53
2021.00,95.54
2020.00,95.56
2019.00,95.61
2018.00,95.67
2017.00,95.68
2016.00,95.64
2015.00,95.57
2014.00,95.52
2013.00,95.53
2012.00,95.58
2011.00,95.64
2010.00,95.66
2009.00,95.64
2008.00,95.62
2007.00,95.62
2006.00,95.63
2005.00,95.64
2004.00,95.68
2003.00,95.75
2002.00,95.83
2001.00,95.89
2000.00,95.90
1999.00,95.89
1998.00,95.88
1997.00,95.89
1996.00,95.90
1995.00,95.91
1994.00,95.89
1993.00,95.84
1992.00,95.78
1991.00,95.75
1990.00,95.75
1989.00,95.77
1988.00,95.80
1987.00,95.84
1986.00,95.89
1985.00,95.91
1984.00,95.89
1983.00,95.84
1982.00,95.78
1981.00,95.72
1980.00,95.69
1979.00,95.68
1978.00,95.69
1977.00,95.70
1976.00,95.72
1975.00,95.77
1974.00,95.83
1973.00,95.88
1972.00,95.91
1971.00,95.93
1970.00,95.93
1969.00,95.91
1968.00,95.89
1967.00,95.87
1966.00,95.87
1965.00,95.89
1964.00,95.95
1963.00,96.03
1962.00,96.11
1961.00,96.15
1960.00,96.15
1959.00,96.15
1958.00,96.16
1957.00,96.17
1956.00,96.17
1955.00,96.19
1954.00,96.19
1953.00,96.20
1952.00,96.22
1951.00,96.26
1950.00,96.28
1949.00,96.29
1948.00,96.30
1947.00,96.32
1946.00,96.34
1945.00,96.34
1944.00,96.32
1943.00,96.32
1942.00,96.35
1941.00,96.39
1940.00,96.44
1939.00,96.48
1938.00,96.52
1937.00,96.53
1936.00,96.53
1935.00,96.53
1934.00,96.54
1933.00,96.54
1932.00,96.53
1931.00,96.52
1930.00,96.50
1929.00,96.48
1928.00,96.48
1927.00,96.50
1926.00,96.54
1925.00,96.56
1924.00,96.58
1923.00,96.61
1922.00,96.64
1921.00,96.66
1920.00,96.67
1919.00,96.66
1918.00,96.66
1917.00,96.65
1916.00,96.63
1915.00,96.63
1914.00,96.64
1913.00,96.65
1912.00,96.68
1911.00,96.70
1910.00,96.71
1909.00,96.71
1908.00,96.69
1907.00,96.69
1906.00,96.71
1905.00,96.72
1904.00,96.73
1903.00,96.73
1902.00,96.73
1901.00,96.72
1900.00,96.72
1899.00,96.73
1898.00,96.75
1897.00,96.78
1896.00,96.81
1895.00,96.83
1894.00,96.83
1893.00,96.83
1892.00,96.84
1891.00,96.85
1890.00,96.87
1889.00,96.87
1888.00,96.86
1887.00,96.84
1886.00,96.83
1885.00,96.82
1884.00,96.82
1883.00,96.85
1882.00,96.87
1881.00,96.88
1880.00,96.86
1879.00,96.84
1878.00,96.81
1877.00,96.80
1876.00,96.82
1875.00,96.86
1874.00,96.89
1873.00,96.90
1872.00,96.88
1871.00,96.86
1870.00,96.85
1869.00,96.87
1868.00,96.89
1867.00,96.91
1866.00,96.91
1865.00,96.91
1864.00,96.90
1863.00,96.89
1862.00,96.89
1861.00,96.91
1860.00,96.93
1859.00,96.96
1858.00,96.99
1857.00,96.99
1856.00,96.99
1855.00,96.99
1854.00,96.99
1853.00,96.99
1852.00,97.00
1851.00,97.01
1850.00,97.03
1849.00,97.04
1848.00,97.04
1847.00,97.03
1846.00,97.03
1845.00,97.04
1844.00,97.05
1843.00,97.06
1842.00,97.05
1841.00,97.03
1840.00,97.00
1839.00,97.00
1838.00,97.00
1837.00,97.02
1836.00,97.04
1835.00,97.06
1834.00,97.06
1833.00,97.05
1832.00,97.03
1831.00,97.04
1830.00,97.06
1829.00,97.09
1828.00,97.10
1827.00,97.10
1826.00,97.09
1825.00,97.08
1824.00,97.06
1823.00,97.05
1822.00,97.06
1821.00,97.08
1820.00,97.09
1819.00,97.10
1818.00,97.11
1817.00,97.12
1816.00,97.12
1815.00,97.13
1814.00,97.12
1813.00,97.11
1812.00,97.11
1811.00,97.12
1810.00,97.15
1809.00,97.17
1808.00,97.18
1807.00,97.17
1806.00,97.16
1805.00,97.15
1804.00,97.15
1803.00,97.15
1802.00,97.16
1801.00,97.16
1800.00,97.15
1799.00,97.14
1798.00,97.15
1797.00,97.15
1796.00,97.16
1795.00,97.17
1794.00,97.18
1793.00,97.18
1792.00,97.17
1791.00,97.16
1790.00,97.16
1789.00,97.16
1788.00,97.16
1787.00,97.15
1786.00,97.14
1785.00,97.14
1784.00,97.13
1783.00,97.13
1782.00,97.12
1781.00,97.11
1780.00,97.11
1779.00,97.11
1778.00,97.11
1777.00,97.11
1776.00,97.10
1775.00,97.10
1774.00,97.09
1773.00,97.10
1772.00,97.10
1771.00,97.11
1770.00,97.12
1769.00,97.12
1768.00,97.12
1767.00,97.12
1766.00,97.11
1765.00,97.08
1764.00,97.05
1763.00,97.03
1762.00,97.03
1761.00,97.03
1760.00,97.01
1759.00,96.98
1758.00,96.97
1757.00,96.97
1756.00,96.97
1755.00,96.96
1754.00,96.94
1753.00,96.91
1752.00,96.88
1751.00,96.87
1750.00,96.87
1749.00,96.85
1748.00,96.82
1747.00,96.80
1746.00,96.78
1745.00,96.76
1744.00,96.73
1743.00,96.72
1742.00,96.70
1741.00,96.67
1740.00,96.63
1739.00,96.60
1738.00,96.58
1737.00,96.55
1736.00,96.50
1735.00,96.47
1734.00,96.47
1733.00,96.46
1732.00,96.44
1731.00,96.43
1730.00,96.42
1729.00,96.38
1728.00,96.33
1727.00,96.27
1726.00,96.21
1725.00,96.16
1724.00,96.10
1723.00,96.08
1722.00,96.07
1721.00,96.04
1720.00,95.98
1719.00,95.91
1718.00,95.84
1717.00,95.78
1716.00,95.71
1715.00,95.66
1714.00,95.61
1713.00,95.53
1712.00,95.41
1711.00,95.27
1710.00,95.15
1709.00,95.03
1708.00,94.91
1707.00,94.78
1706.00,94.61
1705.00,94.42
1704.00,94.24
1703.00,94.08
1702.00,93.92
1701.00,93.65
1700.00,93.25
1699.00,92.91
1698.00,92.64
1697.00,92.37
1696.00,92.04
1695.00,91.73
1694.00,91.47
1693.00,91.24
1692.00,91.00
1691.00,90.74
1690.00,90.47
1689.00,90.20
1688.00,89.96
1687.00,89.74
1686.00,89.52
1685.00,89.21
1684.00,88.84
1683.00,88.53
1682.00,88.30
1681.00,88.08
1680.00,87.85
1679.00,87.63
1678.00,87.43
1677.00,87.20
1676.00,86.92
1675.00,86.62
1674.00,86.37
1673.00,86.17
1672.00,85.97
1671.00,85.73
1670.00,85.46
1669.00,85.17
1668.00,84.89
1667.00,84.65
1666.00,84.44
1665.00,84.22
1664.00,83.95
1663.00,83.65
1662.00,83.34
1661.00,83.06
1660.00,82.79
1659.00,82.55
1658.00,82.32
1657.00,82.10
1656.00,81.88
1655.00,81.63
1654.00,81.29
1653.00,80.85
1652.00,80.52
1651.00,80.37
1650.00,80.26
1649.00,80.11
1648.00,79.90
1647.00,79.66
1646.00,79.49
1645.00,79.37
1644.00,79.28
1643.00,79.20
1642.00,79.13
1641.00,79.06
1640.00,79.00
1639.00,78.95
1638.00,78.91
1637.00,78.86
1636.00,78.78
1635.00,78.70
1634.00,78.66
1633.00,78.64
1632.00,78.63
1631.00,78.63
1630.00,78.64
1629.00,78.67
1628.00,78.72
1627.00,78.78
1626.00,78.86
1625.00,78.94
1624.00,79.05
1623.00,79.19
1622.00,79.36
1621.00,79.54
1620.00,79.70
1619.00,79.87
1618.00,80.09
1617.00,80.36
1616.00,80.66
1615.00,80.95
1614.00,81.21
1613.00,81.47
1612.00,81.74
1611.00,82.03
1610.00,82.31
1609.00,82.59
1608.00,82.87
1607.00,83.14
1606.00,83.40
1605.00,83.66
1604.00,83.91
1603.00,84.14
1602.00,84.36
1601.00,84.57
1600.00,84.78
1599.00,84.97
1598.00,85.14
1597.00,85.29
1596.00,85.43
1595.00,85.55
1594.00,85.67
1593.00,85.78
1592.00,85.90
1591.00,86.01
1590.00,86.09
1589.00,86.16
1588.00,86.21
1587.00,86.24
1586.00,86.23
1585.00,86.21
1584.00,86.18
1583.00,86.13
1582.00,86.07
1581.00,86.00
1580.00,85.94
1579.00,85.86
1578.00,85.75
1577.00,85.65
1576.00,85.57
1575.00,85.51
1574.00,85.46
1573.00,85.41
1572.00,85.36
1571.00,85.30
1570.00,85.21
1569.00,85.09
1568.00,84.98
1567.00,84.86
1566.00,84.73
1565.00,84.59
1564.00,84.47
1563.00,84.36
1562.00,84.26
1561.00,84.13
1560.00,83.91
1559.00,83.58
1558.00,83.28
1557.00,83.09
1556.00,82.92
1555.00,82.71
1554.00,82.47
1553.00,82.24
1552.00,82.03
1551.00,81.81
1550.00,81.58
1549.00,81.35
1548.00,81.16
1547.00,80.98
1546.00,80.78
1545.00,80.57
1544.00,80.38
1543.00,80.21
1542.00,80.04
1541.00,79.83
1540.00,79.62
1539.00,79.47
1538.00,79.40
1537.00,79.40
1536.00,79.41
1535.00,79.41
1534.00,79.41
1533.00,79.39
1532.00,79.39
1531.00,79.41
1530.00,79.42
1529.00,79.43
1528.00,79.45
1527.00,79.48
1526.00,79.51
1525.00,79.53
1524.00,79.55
1523.00,79.56
1522.00,79.54
1521.00,79.52
1520.00,79.52
1519.00,79.52
1518.00,79.52
1517.00,79.51
1516.00,79.53
1515.00,79.58
1514.00,79.66
1513.00,79.76
1512.00,79.90
1511.00,80.03
1510.00,80.15
1509.00,80.27
1508.00,80.46
1507.00,80.78
1506.00,81.13
1505.00,81.40
1504.00,81.60
1503.00,81.78
1502.00,81.98
1501.00,82.21
1500.00,82.47
1499.00,82.74
1498.00,83.01
1497.00,83.31
1496.00,83.62
1495.00,83.92
1494.00,84.19
1493.00,84.44
1492.00,84.68
1491.00,84.95
1490.00,85.25
1489.00,85.55
1488.00,85.82
1487.00,86.06
1486.00,86.27
1485.00,86.44
1484.00,86.57
1483.00,86.68
1482.00,86.78
1481.00,86.86
1480.00,86.91
1479.00,86.92
1478.00,86.91
1477.00,86.88
1476.00,86.83
1475.00,86.76
1474.00,86.66
1473.00,86.54
1472.00,86.43
1471.00,86.35
1470.00,86.31
1469.00,86.27
1468.00,86.22
1467.00,86.17
1466.00,86.13
1465.00,86.11
1464.00,86.09
1463.00,86.08
1462.00,86.07
1461.00,86.06
1460.00,86.02
1459.00,85.96
1458.00,85.86
1457.00,85.74
1456.00,85.66
1455.00,85.61
1454.00,85.58
1453.00,85.56
1452.00,85.53
1451.00,85.52
1450.00,85.52
1449.00,85.53
1448.00,85.54
1447.00,85.57
1446.00,85.60
1445.00,85.64
1444.00,85.68
1443.00,85.73
1442.00,85.79
1441.00,85.85
1440.00,85.92
1439.00,85.97
1438.00,86.03
1437.00,86.10
1436.00,86.18
1435.00,86.26
1434.00,86.34
1433.00,86.43
1432.00,86.52
1431.00,86.62
1430.00,86.72
1429.00,86.81
1428.00,86.87
1427.00,86.91
1426.00,86.93
1425.00,86.93
1424.00,86.91
1423.00,86.90
1422.00,86.89
1421.00,86.87
1420.00,86.84
1419.00,86.80
1418.00,86.76
1417.00,86.73
1416.00,86.70
1415.00,86.66
1414.00,86.62
1413.00,86.57
1412.00,86.54
1411.00,86.51
1410.00,86.48
1409.00,86.45
1408.00,86.40
1407.00,86.35
1406.00,86.30
1405.00,86.26
1404.00,86.22
1403.00,86.18
1402.00,86.14
1401.00,86.10
1400.00,86.06
1399.00,86.04
1398.00,86.02
1397.00,86.00
1396.00,85.98
1395.00,85.96
1394.00,85.95
1393.00,85.95
1392.00,85.96
1391.00,85.97
1390.00,85.98
1389.00,85.99
1388.00,86.00
1387.00,86.03
1386.00,86.08
1385.00,86.13
1384.00,86.19
1383.00,86.25
1382.00,86.31
1381.00,86.38
1380.00,86.45
1379.00,86.53
1378.00,86.61
1377.00,86.68
1376.00,86.75
1375.00,86.81
1374.00,86.88
1373.00,86.95
1372.00,86.99
1371.00,87.03
1370.00,87.06
1369.00,87.10
1368.00,87.15
1367.00,87.21
1366.00,87.27
1365.00,87.33
1364.00,87.40
1363.00,87.48
1362.00,87.56
1361.00,87.63
1360.00,87.68
1359.00,87.71
1358.00,87.74
1357.00,87.77
1356.00,87.79
1355.00,87.81
1354.00,87.83
1353.00,87.83
1352.00,87.82
1351.00,87.81
1350.00,87.80
1349.00,87.79
1348.00,87.78
1347.00,87.77
1346.00,87.77
1345.00,87.78
1344.00,87.77
1343.00,87.77
1342.00,87.75
1341.00,87.74
1340.00,87.75
1339.00,87.77
1338.00,87.80
1337.00,87.84
1336.00,87.86
1335.00,87.88
1334.00,87.90
1333.00,87.92
1332.00,87.95
1331.00,87.97
1330.00,87.99
1329.00,88.00
1328.00,88.00
1327.00,88.00
1326.00,87.98
1325.00,87.94
1324.00,87.91
1323.00,87.88
1322.00,87.85
1321.00,87.82
1320.00,87.79
1319.00,87.77
1318.00,87.74
1317.00,87.73
1316.00,87.71
1315.00,87.69
1314.00,87.68
1313.00,87.68
1312.00,87.68
1311.00,87.68
1310.00,87.68
1309.00,87.67
1308.00,87.67
1307.00,87.67
1306.00,87.66
1305.00,87.65
1304.00,87.64
1303.00,87.63
1302.00,87.63
1301.00,87.65
1300.00,87.67
1299.00,87.69
1298.00,87.70
1297.00,87.71
1296.00,87.70
1295.00,87.69
1294.00,87.69
1293.00,87.70
1292.00,87.71
1291.00,87.71
1290.00,87.71
1289.00,87.71
1288.00,87.71
1287.00,87.72
1286.00,87.74
1285.00,87.74
1284.00,87.73
1283.00,87.70
1282.00,87.68
1281.00,87.66
1280.00,87.66
1279.00,87.66
1278.00,87.66
1277.00,87.65
1276.00,87.63
1275.00,87.60
1274.00,87.57
1273.00,87.54
1272.00,87.52
1271.00,87.51
1270.00,87.50
1269.00,87.49
1268.00,87.47
1267.00,87.43
1266.00,87.40
1265.00,87.37
1264.00,87.34
1263.00,87.30
1262.00,87.25
1261.00,87.21
1260.00,87.16
1259.00,87.12
1258.00,87.07
1257.00,87.01
1256.00,86.95
1255.00,86.88
1254.00,86.83
1253.00,86.77
1252.00,86.71
1251.00,86.65
1250.00,86.60
1249.00,86.55
1248.00,86.51
1247.00,86.47
1246.00,86.42
1245.00,86.35
1244.00,86.29
1243.00,86.24
1242.00,86.20
1241.00,86.17
1240.00,86.13
1239.00,86.10
1238.00,86.08
1237.00,86.07
1236.00,86.08
1235.00,86.09
1234.00,86.11
1233.00,86.13
1232.00,86.14
1231.00,86.15
1230.00,86.18
1229.00,86.22
1228.00,86.26
1227.00,86.31
1226.00,86.36
1225.00,86.42
1224.00,86.51
1223.00,86.59
1222.00,86.68
1221.00,86.76
1220.00,86.84
1219.00,86.92
1218.00,86.99
1217.00,87.05
1216.00,87.11
1215.00,87.18
1214.00,87.27
1213.00,87.35
1212.00,87.41
1211.00,87.46
1210.00,87.50
1209.00,87.54
1208.00,87.59
1207.00,87.63
1206.00,87.67
1205.00,87.71
1204.00,87.76
1203.00,87.81
1202.00,87.86
1201.00,87.91
1200.00,87.95
1199.00,87.99
1198.00,88.03
1197.00,88.07
1196.00,88.13
1195.00,88.18
1194.00,88.22
1193.00,88.25
1192.00,88.28
1191.00,88.29
1190.00,88.29
1189.00,88.31
1188.00,88.35
1187.00,88.40
1186.00,88.46
1185.00,88.52
1184.00,88.55
1183.00,88.56
1182.00,88.57
1181.00,88.58
1180.00,88.59
1179.00,88.59
1178.00,88.57
1177.00,88.54
1176.00,88.51
1175.00,88.49
1174.00,88.48
1173.00,88.51
1172.00,88.55
1171.00,88.59
1170.00,88.64
1169.00,88.69
1168.00,88.73
1167.00,88.75
1166.00,88.78
1165.00,88.80
1164.00,88.82
1163.00,88.84
1162.00,88.86
1161.00,88.91
1160.00,88.96
1159.00,88.99
1158.00,89.01
1157.00,89.01
1156.00,89.02
1155.00,89.04
1154.00,89.10
1153.00,89.18
1152.00,89.27
1151.00,89.36
1150.00,89.42
1149.00,89.47
1148.00,89.52
1147.00,89.57
1146.00,89.63
1145.00,89.69
1144.00,89.75
1143.00,89.79
1142.00,89.82
1141.00,89.85
1140.00,89.87
1139.00,89.89
1138.00,89.90
1137.00,89.90
1136.00,89.90
1135.00,89.88
1134.00,89.85
1133.00,89.81
1132.00,89.79
1131.00,89.77
1130.00,89.75
1129.00,89.73
1128.00,89.70
1127.00,89.69
1126.00,89.70
1125.00,89.72
1124.00,89.74
1123.00,89.73
1122.00,89.73
1121.00,89.73
1120.00,89.75
1119.00,89.76
1118.00,89.74
1117.00,89.70
1116.00,89.65
1115.00,89.61
1114.00,89.59
1113.00,89.57
1112.00,89.55
1111.00,89.53
1110.00,89.51
1109.00,89.53
1108.00,89.57
1107.00,89.63
1106.00,89.66
1105.00,89.66
1104.00,89.65
1103.00,89.63
1102.00,89.63
1101.00,89.63
1100.00,89.63
1099.00,89.60
1098.00,89.57
1097.00,89.53
1096.00,89.50
1095.00,89.48
1094.00,89.46
1093.00,89.45
1092.00,89.43
1091.00,89.42
1090.00,89.42
1089.00,89.43
1088.00,89.43
1087.00,89.40
1086.00,89.36
1085.00,89.30
1084.00,89.25
1083.00,89.19
1082.00,89.15
1081.00,89.13
1080.00,89.11
1079.00,89.10
1078.00,89.08
1077.00,89.06
1076.00,89.04
1075.00,89.00
1074.00,88.97
1073.00,88.95
1072.00,88.94
1071.00,88.95
1070.00,88.98
1069.00,89.02
1068.00,89.08
1067.00,89.13
1066.00,89.18
1065.00,89.22
1064.00,89.25
1063.00,89.27
1062.00,89.29
1061.00,89.30
1060.00,89.30
1059.00,89.31
1058.00,89.31
1057.00,89.31
1056.00,89.30
1055.00,89.29
1054.00,89.27
1053.00,89.27
1052.00,89.28
1051.00,89.29
1050.00,89.31
1049.00,89.31
1048.00,89.30
1047.00,89.27
1046.00,89.23
1045.00,89.19
1044.00,89.16
1043.00,89.15
1042.00,89.17
1041.00,89.22
1040.00,89.29
1039.00,89.37
1038.00,89.46
1037.00,89.57
1036.00,89.68
1035.00,89.77
1034.00,89.84
1033.00,89.90
1032.00,89.96
1031.00,90.02
1030.00,90.09
1029.00,90.15
1028.00,90.21
1027.00,90.27
1026.00,90.35
1025.00,90.43
1024.00,90.49
1023.00,90.53
1022.00,90.56
1021.00,90.60
1020.00,90.65
1019.00,90.69
1018.00,90.74
1017.00,90.79
1016.00,90.86
1015.00,90.93
1014.00,91.00
1013.00,91.07
1012.00,91.15
1011.00,91.22
1010.00,91.28
1009.00,91.33
1008.00,91.38
1007.00,91.41
1006.00,91.44
1005.00,91.47
1004.00,91.51
1003.00,91.55
1002.00,91.59
1001.00,91.62
1000.00,91.65
999.00,91.68
998.00,91.70
997.00,91.71
996.00,91.72
995.00,91.73
994.00,91.73
993.00,91.75
992.00,91.78
991.00,91.83
990.00,91.89
989.00,91.93
988.00,91.96
987.00,91.97
986.00,91.97
985.00,91.98
984.00,91.98
983.00,92.00
982.00,92.02
981.00,92.05
980.00,92.09
979.00,92.11
978.00,92.11
977.00,92.09
976.00,92.06
975.00,92.06
974.00,92.08
973.00,92.11
972.00,92.16
971.00,92.20
970.00,92.22
969.00,92.23
968.00,92.24
967.00,92.24
966.00,92.26
965.00,92.28
964.00,92.29
963.00,92.30
962.00,92.30
961.00,92.32
960.00,92.35
959.00,92.38
958.00,92.42
957.00,92.45
956.00,92.47
955.00,92.46
954.00,92.43
953.00,92.41
952.00,92.41
951.00,92.41
950.00,92.41
949.00,92.41
948.00,92.41
947.00,92.41
946.00,92.40
945.00,92.39
944.00,92.37
943.00,92.37
942.00,92.36
941.00,92.36
940.00,92.34
939.00,92.31
938.00,92.29
937.00,92.28
936.00,92.28
935.00,92.26
934.00,92.24
933.00,92.20
932.00,92.18
931.00,92.17
930.00,92.17
929.00,92.19
928.00,92.20
927.00,92.20
926.00,92.20
925.00,92.20
924.00,92.21
923.00,92.23
922.00,92.26
921.00,92.29
920.00,92.30
919.00,92.30
918.00,92.30
917.00,92.30
916.00,92.32
915.00,92.34
914.00,92.37
913.00,92.38
912.00,92.39
911.00,92.39
910.00,92.39
909.00,92.38
