Created as New Dataset,Linen/SS (NC)
cm-1,%T
2457.00,93.69
2456.00,93.70
2455.00,93.69
2454.00,93.69
2453.00,93.69
2452.00,93.70
2451.00,93.72
2450.00,93.73
2449.00,93.73
2448.00,93.73
2447.00,93.74
2446.00,93.76
2445.00,93.76
2444.00,93.75
2443.00,93.76
2442.00,93.77
2441.00,93.77
2440.00,93.76
2439.00,93.76
2438.00,93.77
2437.00,93.79
2436.00,93.83
2435.00,93.87
2434.00,93.88
2433.00,93.88
2432.00,93.87
2431.00,93.86
2430.00,93.87
2429.00,93.88
2428.00,93.89
2427.00,93.90
2426.00,93.90
2425.00,93.90
2424.00,93.91
2423.00,93.93
2422.00,93.95
2421.00,93.97
2420.00,93.99
2419.00,93.99
2418.00,93.98
2417.00,93.98
2416.00,93.98
2415.00,93.99
2414.00,93.99
2413.00,93.99
2412.00,93.99
2411.00,94.01
2410.00,94.04
2409.00,94.08
2408.00,94.12
2407.00,94.15
2406.00,94.17
2405.00,94.16
2404.00,94.13
2403.00,94.11
2402.00,94.11
2401.00,94.13
2400.00,94.17
2399.00,94.21
2398.00,94.23
2397.00,94.24
2396.00,94.23
2395.00,94.23
2394.00,94.22
2393.00,94.22
2392.00,94.22
2391.00,94.23
2390.00,94.24
2389.00,94.25
2388.00,94.27
2387.00,94.29
2386.00,94.31
2385.00,94.34
2384.00,94.36
2383.00,94.38
2382.00,94.40
2381.00,94.41
2380.00,94.41
2379.00,94.41
2378.00,94.42
2377.00,94.45
2376.00,94.48
2375.00,94.51
2374.00,94.52
2373.00,94.51
2372.00,94.47
2371.00,94.45
2370.00,94.46
2369.00,94.51
2368.00,94.56
2367.00,94.60
2366.00,94.62
2365.00,94.63
2364.00,94.62
2363.00,94.60
2362.00,94.58
2361.00,94.57
2360.00,94.57
2359.00,94.57
2358.00,94.56
2357.00,94.56
2356.00,94.58
2355.00,94.62
2354.00,94.64
2353.00,94.64
2352.00,94.63
2351.00,94.64
2350.00,94.68
2349.00,94.74
2348.00,94.80
2347.00,94.83
2346.00,94.80
2345.00,94.74
2344.00,94.70
2343.00,94.69
2342.00,94.68
2341.00,94.63
2340.00,94.55
2339.00,94.50
2338.00,94.50
2337.00,94.53
2336.00,94.57
2335.00,94.62
2334.00,94.66
2333.00,94.68
2332.00,94.68
2331.00,94.65
2330.00,94.61
2329.00,94.57
2328.00,94.54
2327.00,94.49
2326.00,94.41
2325.00,94.33
2324.00,94.25
2323.00,94.19
2322.00,94.17
2321.00,94.17
2320.00,94.20
2319.00,94.26
2318.00,94.31
2317.00,94.35
2316.00,94.35
2315.00,94.33
2314.00,94.29
2313.00,94.26
2312.00,94.25
2311.00,94.26
2310.00,94.28
2309.00,94.28
2308.00,94.27
2307.00,94.24
2306.00,94.21
2305.00,94.18
2304.00,94.16
2303.00,94.13
2302.00,94.10
2301.00,94.07
2300.00,94.06
2299.00,94.05
2298.00,94.06
2297.00,94.06
2296.00,94.06
2295.00,94.05
2294.00,94.03
2293.00,94.00
2292.00,93.97
2291.00,93.94
2290.00,93.90
2289.00,93.85
2288.00,93.80
2287.00,93.76
2286.00,93.73
2285.00,93.71
2284.00,93.70
2283.00,93.69
2282.00,93.67
2281.00,93.64
2280.00,93.62
2279.00,93.61
2278.00,93.60
2277.00,93.58
2276.00,93.55
2275.00,93.53
2274.00,93.53
2273.00,93.55
2272.00,93.57
2271.00,93.58
2270.00,93.58
2269.00,93.59
2268.00,93.60
2267.00,93.59
2266.00,93.56
2265.00,93.51
2264.00,93.45
2263.00,93.40
2262.00,93.36
2261.00,93.34
2260.00,93.34
2259.00,93.34
2258.00,93.34
2257.00,93.32
2256.00,93.30
2255.00,93.31
2254.00,93.33
2253.00,93.33
2252.00,93.32
2251.00,93.27
2250.00,93.22
2249.00,93.18
2248.00,93.17
2247.00,93.18
2246.00,93.20
2245.00,93.21
2244.00,93.20
2243.00,93.17
2242.00,93.12
2241.00,93.07
2240.00,93.04
2239.00,93.03
2238.00,93.01
2237.00,92.96
2236.00,92.91
2235.00,92.87
2234.00,92.87
2233.00,92.89
2232.00,92.90
2231.00,92.91
2230.00,92.92
2229.00,92.95
2228.00,92.97
2227.00,92.97
2226.00,92.95
2225.00,92.91
2224.00,92.87
2223.00,92.84
2222.00,92.81
2221.00,92.78
2220.00,92.76
2219.00,92.75
2218.00,92.74
2217.00,92.71
2216.00,92.69
2215.00,92.69
2214.00,92.72
2213.00,92.76
2212.00,92.79
2211.00,92.80
2210.00,92.80
2209.00,92.79
2208.00,92.78
2207.00,92.77
2206.00,92.76
2205.00,92.78
2204.00,92.79
2203.00,92.79
2202.00,92.75
2201.00,92.68
2200.00,92.61
2199.00,92.58
2198.00,92.60
2197.00,92.63
2196.00,92.67
2195.00,92.67
2194.00,92.64
2193.00,92.60
2192.00,92.55
2191.00,92.53
2190.00,92.51
2189.00,92.48
2188.00,92.43
2187.00,92.39
2186.00,92.35
2185.00,92.33
2184.00,92.32
2183.00,92.30
2182.00,92.30
2181.00,92.32
2180.00,92.35
2179.00,92.39
2178.00,92.41
2177.00,92.42
2176.00,92.41
2175.00,92.38
2174.00,92.33
2173.00,92.28
2172.00,92.25
2171.00,92.24
2170.00,92.20
2169.00,92.13
2168.00,92.04
2167.00,91.97
2166.00,91.89
2165.00,91.81
2164.00,91.74
2163.00,91.70
2162.00,91.73
2161.00,91.83
2160.00,91.99
2159.00,92.16
2158.00,92.29
2157.00,92.35
2156.00,92.37
2155.00,92.38
2154.00,92.40
2153.00,92.43
2152.00,92.45
2151.00,92.50
2150.00,92.55
2149.00,92.58
2148.00,92.57
2147.00,92.56
2146.00,92.57
2145.00,92.62
2144.00,92.70
2143.00,92.77
2142.00,92.83
2141.00,92.88
2140.00,92.90
2139.00,92.89
2138.00,92.88
2137.00,92.90
2136.00,92.97
2135.00,93.07
2134.00,93.16
2133.00,93.21
2132.00,93.22
2131.00,93.21
2130.00,93.21
2129.00,93.20
2128.00,93.20
2127.00,93.20
2126.00,93.19
2125.00,93.18
2124.00,93.16
2123.00,93.13
2122.00,93.13
2121.00,93.14
2120.00,93.16
2119.00,93.19
2118.00,93.22
2117.00,93.25
2116.00,93.26
2115.00,93.25
2114.00,93.23
2113.00,93.20
2112.00,93.18
2111.00,93.17
2110.00,93.16
2109.00,93.15
2108.00,93.14
2107.00,93.14
2106.00,93.13
2105.00,93.10
2104.00,93.07
2103.00,93.06
2102.00,93.06
2101.00,93.08
2100.00,93.10
2099.00,93.10
2098.00,93.10
2097.00,93.10
2096.00,93.14
2095.00,93.21
2094.00,93.26
2093.00,93.29
2092.00,93.28
2091.00,93.27
2090.00,93.27
2089.00,93.27
2088.00,93.27
2087.00,93.28
2086.00,93.28
2085.00,93.23
2084.00,93.15
2083.00,93.09
2082.00,93.08
2081.00,93.12
2080.00,93.17
2079.00,93.20
2078.00,93.19
2077.00,93.16
2076.00,93.14
2075.00,93.12
2074.00,93.11
2073.00,93.07
2072.00,93.03
2071.00,93.00
2070.00,93.00
2069.00,93.03
2068.00,93.07
2067.00,93.11
2066.00,93.11
2065.00,93.09
2064.00,93.04
2063.00,93.00
2062.00,92.99
2061.00,93.00
2060.00,93.01
2059.00,92.99
2058.00,92.95
2057.00,92.91
2056.00,92.91
2055.00,92.96
2054.00,92.99
2053.00,92.96
2052.00,92.86
2051.00,92.73
2050.00,92.63
2049.00,92.56
2048.00,92.53
2047.00,92.51
2046.00,92.51
2045.00,92.50
2044.00,92.50
2043.00,92.53
2042.00,92.56
2041.00,92.57
2040.00,92.54
2039.00,92.51
2038.00,92.48
2037.00,92.46
2036.00,92.45
2035.00,92.46
2034.00,92.48
2033.00,92.48
2032.00,92.47
2031.00,92.44
2030.00,92.43
2029.00,92.43
2028.00,92.45
2027.00,92.48
2026.00,92.51
2025.00,92.53
2024.00,92.53
2023.00,92.53
2022.00,92.53
2021.00,92.53
2020.00,92.53
2019.00,92.55
2018.00,92.60
2017.00,92.64
2016.00,92.65
2015.00,92.63
2014.00,92.60
2013.00,92.60
2012.00,92.64
2011.00,92.70
2010.00,92.76
2009.00,92.79
2008.00,92.80
2007.00,92.81
2006.00,92.84
2005.00,92.86
2004.00,92.89
2003.00,92.93
2002.00,92.99
2001.00,93.05
2000.00,93.10
1999.00,93.12
1998.00,93.12
1997.00,93.12
1996.00,93.11
1995.00,93.08
1994.00,93.03
1993.00,92.97
1992.00,92.91
1991.00,92.86
1990.00,92.85
1989.00,92.87
1988.00,92.89
1987.00,92.89
1986.00,92.86
1985.00,92.84
1984.00,92.81
1983.00,92.76
1982.00,92.66
1981.00,92.53
1980.00,92.43
1979.00,92.44
1978.00,92.58
1977.00,92.75
1976.00,92.85
1975.00,92.86
1974.00,92.84
1973.00,92.85
1972.00,92.89
1971.00,92.94
1970.00,92.98
1969.00,93.01
1968.00,93.04
1967.00,93.08
1966.00,93.10
1965.00,93.10
1964.00,93.11
1963.00,93.14
1962.00,93.19
1961.00,93.27
1960.00,93.37
1959.00,93.46
1958.00,93.51
1957.00,93.51
1956.00,93.47
1955.00,93.45
1954.00,93.46
1953.00,93.51
1952.00,93.57
1951.00,93.61
1950.00,93.63
1949.00,93.65
1948.00,93.67
1947.00,93.70
1946.00,93.73
1945.00,93.74
1944.00,93.72
1943.00,93.69
1942.00,93.68
1941.00,93.70
1940.00,93.75
1939.00,93.81
1938.00,93.86
1937.00,93.88
1936.00,93.87
1935.00,93.85
1934.00,93.86
1933.00,93.90
1932.00,93.95
1931.00,93.99
1930.00,94.00
1929.00,94.00
1928.00,93.99
1927.00,93.99
1926.00,94.00
1925.00,94.01
1924.00,94.02
1923.00,94.01
1922.00,94.01
1921.00,94.01
1920.00,94.02
1919.00,94.05
1918.00,94.08
1917.00,94.10
1916.00,94.11
1915.00,94.13
1914.00,94.16
1913.00,94.18
1912.00,94.21
1911.00,94.23
1910.00,94.25
1909.00,94.24
1908.00,94.22
1907.00,94.20
1906.00,94.19
1905.00,94.19
1904.00,94.19
1903.00,94.21
1902.00,94.23
1901.00,94.26
1900.00,94.30
1899.00,94.34
1898.00,94.36
1897.00,94.35
1896.00,94.33
1895.00,94.32
1894.00,94.34
1893.00,94.37
1892.00,94.39
1891.00,94.40
1890.00,94.42
1889.00,94.43
1888.00,94.42
1887.00,94.40
1886.00,94.38
1885.00,94.35
1884.00,94.33
1883.00,94.34
1882.00,94.36
1881.00,94.38
1880.00,94.39
1879.00,94.39
1878.00,94.40
1877.00,94.41
1876.00,94.44
1875.00,94.46
1874.00,94.48
1873.00,94.48
1872.00,94.48
1871.00,94.49
1870.00,94.50
1869.00,94.51
1868.00,94.50
1867.00,94.49
1866.00,94.49
1865.00,94.49
1864.00,94.49
1863.00,94.49
1862.00,94.49
1861.00,94.50
1860.00,94.51
1859.00,94.53
1858.00,94.53
1857.00,94.52
1856.00,94.51
1855.00,94.51
1854.00,94.52
1853.00,94.55
1852.00,94.59
1851.00,94.63
1850.00,94.64
1849.00,94.64
1848.00,94.63
1847.00,94.61
1846.00,94.60
1845.00,94.58
1844.00,94.57
1843.00,94.58
1842.00,94.60
1841.00,94.61
1840.00,94.62
1839.00,94.62
1838.00,94.64
1837.00,94.66
1836.00,94.68
1835.00,94.69
1834.00,94.69
1833.00,94.68
1832.00,94.68
1831.00,94.69
1830.00,94.70
1829.00,94.70
1828.00,94.69
1827.00,94.67
1826.00,94.65
1825.00,94.64
1824.00,94.64
1823.00,94.65
1822.00,94.68
1821.00,94.71
1820.00,94.73
1819.00,94.75
1818.00,94.76
1817.00,94.77
1816.00,94.77
1815.00,94.76
1814.00,94.76
1813.00,94.76
1812.00,94.77
1811.00,94.77
1810.00,94.76
1809.00,94.74
1808.00,94.72
1807.00,94.71
1806.00,94.71
1805.00,94.70
1804.00,94.69
1803.00,94.70
1802.00,94.71
1801.00,94.72
1800.00,94.73
1799.00,94.74
1798.00,94.74
1797.00,94.74
1796.00,94.73
1795.00,94.74
1794.00,94.74
1793.00,94.74
1792.00,94.74
1791.00,94.72
1790.00,94.72
1789.00,94.72
1788.00,94.72
1787.00,94.73
1786.00,94.73
1785.00,94.72
1784.00,94.71
1783.00,94.71
1782.00,94.71
1781.00,94.70
1780.00,94.68
1779.00,94.68
1778.00,94.68
1777.00,94.68
1776.00,94.68
1775.00,94.67
1774.00,94.66
1773.00,94.66
1772.00,94.65
1771.00,94.63
1770.00,94.62
1769.00,94.62
1768.00,94.62
1767.00,94.61
1766.00,94.61
1765.00,94.60
1764.00,94.58
1763.00,94.56
1762.00,94.53
1761.00,94.51
1760.00,94.48
1759.00,94.46
1758.00,94.45
1757.00,94.44
1756.00,94.41
1755.00,94.39
1754.00,94.36
1753.00,94.33
1752.00,94.29
1751.00,94.23
1750.00,94.15
1749.00,94.07
1748.00,93.99
1747.00,93.91
1746.00,93.83
1745.00,93.74
1744.00,93.63
1743.00,93.52
1742.00,93.41
1741.00,93.27
1740.00,93.12
1739.00,92.97
1738.00,92.85
1737.00,92.74
1736.00,92.63
1735.00,92.49
1734.00,92.37
1733.00,92.30
1732.00,92.29
1731.00,92.29
1730.00,92.30
1729.00,92.33
1728.00,92.37
1727.00,92.43
1726.00,92.51
1725.00,92.58
1724.00,92.65
1723.00,92.73
1722.00,92.79
1721.00,92.83
1720.00,92.86
1719.00,92.89
1718.00,92.94
1717.00,92.97
1716.00,92.98
1715.00,93.00
1714.00,93.02
1713.00,93.04
1712.00,93.06
1711.00,93.08
1710.00,93.10
1709.00,93.13
1708.00,93.15
1707.00,93.16
1706.00,93.16
1705.00,93.16
1704.00,93.16
1703.00,93.17
1702.00,93.18
1701.00,93.16
1700.00,93.13
1699.00,93.10
1698.00,93.09
1697.00,93.08
1696.00,93.04
1695.00,93.01
1694.00,93.00
1693.00,93.00
1692.00,92.99
1691.00,92.97
1690.00,92.93
1689.00,92.89
1688.00,92.85
1687.00,92.81
1686.00,92.77
1685.00,92.71
1684.00,92.61
1683.00,92.52
1682.00,92.46
1681.00,92.42
1680.00,92.38
1679.00,92.34
1678.00,92.30
1677.00,92.24
1676.00,92.15
1675.00,92.05
1674.00,91.95
1673.00,91.88
1672.00,91.81
1671.00,91.72
1670.00,91.63
1669.00,91.53
1668.00,91.44
1667.00,91.37
1666.00,91.31
1665.00,91.23
1664.00,91.15
1663.00,91.06
1662.00,90.98
1661.00,90.90
1660.00,90.83
1659.00,90.77
1658.00,90.72
1657.00,90.68
1656.00,90.63
1655.00,90.57
1654.00,90.50
1653.00,90.37
1652.00,90.27
1651.00,90.23
1650.00,90.23
1649.00,90.23
1648.00,90.22
1647.00,90.18
1646.00,90.12
1645.00,90.05
1644.00,89.98
1643.00,89.94
1642.00,89.91
1641.00,89.89
1640.00,89.87
1639.00,89.86
1638.00,89.85
1637.00,89.82
1636.00,89.78
1635.00,89.75
1634.00,89.76
1633.00,89.78
1632.00,89.82
1631.00,89.87
1630.00,89.92
1629.00,89.97
1628.00,90.03
1627.00,90.08
1626.00,90.13
1625.00,90.16
1624.00,90.20
1623.00,90.25
1622.00,90.33
1621.00,90.40
1620.00,90.45
1619.00,90.50
1618.00,90.53
1617.00,90.56
1616.00,90.60
1615.00,90.65
1614.00,90.70
1613.00,90.75
1612.00,90.79
1611.00,90.82
1610.00,90.87
1609.00,90.92
1608.00,90.98
1607.00,91.03
1606.00,91.09
1605.00,91.13
1604.00,91.17
1603.00,91.20
1602.00,91.21
1601.00,91.22
1600.00,91.22
1599.00,91.23
1598.00,91.24
1597.00,91.27
1596.00,91.29
1595.00,91.31
1594.00,91.33
1593.00,91.34
1592.00,91.37
1591.00,91.42
1590.00,91.48
1589.00,91.54
1588.00,91.60
1587.00,91.65
1586.00,91.71
1585.00,91.75
1584.00,91.79
1583.00,91.82
1582.00,91.85
1581.00,91.87
1580.00,91.89
1579.00,91.92
1578.00,91.95
1577.00,91.99
1576.00,92.03
1575.00,92.06
1574.00,92.10
1573.00,92.14
1572.00,92.18
1571.00,92.24
1570.00,92.30
1569.00,92.35
1568.00,92.39
1567.00,92.42
1566.00,92.45
1565.00,92.47
1564.00,92.48
1563.00,92.48
1562.00,92.49
1561.00,92.49
1560.00,92.49
1559.00,92.49
1558.00,92.48
1557.00,92.48
1556.00,92.51
1555.00,92.53
1554.00,92.55
1553.00,92.55
1552.00,92.56
1551.00,92.57
1550.00,92.59
1549.00,92.61
1548.00,92.61
1547.00,92.61
1546.00,92.62
1545.00,92.62
1544.00,92.62
1543.00,92.62
1542.00,92.62
1541.00,92.62
1540.00,92.64
1539.00,92.68
1538.00,92.75
1537.00,92.81
1536.00,92.85
1535.00,92.89
1534.00,92.93
1533.00,92.96
1532.00,92.98
1531.00,93.01
1530.00,93.05
1529.00,93.08
1528.00,93.09
1527.00,93.09
1526.00,93.12
1525.00,93.14
1524.00,93.15
1523.00,93.16
1522.00,93.17
1521.00,93.19
1520.00,93.19
1519.00,93.20
1518.00,93.19
1517.00,93.18
1516.00,93.17
1515.00,93.17
1514.00,93.18
1513.00,93.18
1512.00,93.18
1511.00,93.18
1510.00,93.18
1509.00,93.17
1508.00,93.14
1507.00,93.09
1506.00,93.02
1505.00,92.97
1504.00,92.96
1503.00,92.95
1502.00,92.94
1501.00,92.91
1500.00,92.86
1499.00,92.80
1498.00,92.73
1497.00,92.66
1496.00,92.60
1495.00,92.55
1494.00,92.50
1493.00,92.44
1492.00,92.35
1491.00,92.23
1490.00,92.11
1489.00,91.96
1488.00,91.81
1487.00,91.64
1486.00,91.47
1485.00,91.29
1484.00,91.12
1483.00,90.96
1482.00,90.83
1481.00,90.70
1480.00,90.59
1479.00,90.48
1478.00,90.37
1477.00,90.25
1476.00,90.10
1475.00,89.93
1474.00,89.73
1473.00,89.48
1472.00,89.23
1471.00,89.02
1470.00,88.85
1469.00,88.69
1468.00,88.53
1467.00,88.38
1466.00,88.21
1465.00,88.04
1464.00,87.87
1463.00,87.74
1462.00,87.64
1461.00,87.53
1460.00,87.41
1459.00,87.28
1458.00,87.12
1457.00,86.95
1456.00,86.80
1455.00,86.71
1454.00,86.65
1453.00,86.60
1452.00,86.56
1451.00,86.53
1450.00,86.51
1449.00,86.49
1448.00,86.45
1447.00,86.41
1446.00,86.37
1445.00,86.32
1444.00,86.26
1443.00,86.19
1442.00,86.11
1441.00,86.01
1440.00,85.89
1439.00,85.75
1438.00,85.54
1437.00,85.25
1436.00,84.92
1435.00,84.64
1434.00,84.40
1433.00,84.18
1432.00,83.96
1431.00,83.74
1430.00,83.55
1429.00,83.40
1428.00,83.31
1427.00,83.28
1426.00,83.30
1425.00,83.35
1424.00,83.43
1423.00,83.56
1422.00,83.71
1421.00,83.89
1420.00,84.12
1419.00,84.41
1418.00,84.70
1417.00,84.95
1416.00,85.18
1415.00,85.41
1414.00,85.62
1413.00,85.80
1412.00,85.97
1411.00,86.11
1410.00,86.23
1409.00,86.33
1408.00,86.40
1407.00,86.46
1406.00,86.51
1405.00,86.55
1404.00,86.60
1403.00,86.66
1402.00,86.71
1401.00,86.74
1400.00,86.77
1399.00,86.81
1398.00,86.84
1397.00,86.88
1396.00,86.91
1395.00,86.94
1394.00,86.94
1393.00,86.93
1392.00,86.91
1391.00,86.87
1390.00,86.81
1389.00,86.71
1388.00,86.57
1387.00,86.39
1386.00,86.17
1385.00,85.93
1384.00,85.66
1383.00,85.36
1382.00,85.03
1381.00,84.67
1380.00,84.29
1379.00,83.91
1378.00,83.53
1377.00,83.16
1376.00,82.80
1375.00,82.41
1374.00,82.02
1373.00,81.67
1372.00,81.41
1371.00,81.23
1370.00,81.13
1369.00,81.09
1368.00,81.09
1367.00,81.13
1366.00,81.17
1365.00,81.19
1364.00,81.17
1363.00,81.13
1362.00,81.11
1361.00,81.13
1360.00,81.17
1359.00,81.24
1358.00,81.31
1357.00,81.38
1356.00,81.46
1355.00,81.56
1354.00,81.70
1353.00,81.85
1352.00,82.02
1351.00,82.17
1350.00,82.29
1349.00,82.35
1348.00,82.35
1347.00,82.29
1346.00,82.17
1345.00,82.00
1344.00,81.79
1343.00,81.57
1342.00,81.34
1341.00,81.10
1340.00,80.86
1339.00,80.64
1338.00,80.45
1337.00,80.31
1336.00,80.22
1335.00,80.19
1334.00,80.22
1333.00,80.31
1332.00,80.45
1331.00,80.61
1330.00,80.76
1329.00,80.88
1328.00,80.93
1327.00,80.92
1326.00,80.83
1325.00,80.68
1324.00,80.49
1323.00,80.26
1322.00,80.00
1321.00,79.71
1320.00,79.41
1319.00,79.11
1318.00,78.84
1317.00,78.63
1316.00,78.50
1315.00,78.47
1314.00,78.54
1313.00,78.71
1312.00,78.98
1311.00,79.33
1310.00,79.70
1309.00,80.10
1308.00,80.50
1307.00,80.90
1306.00,81.30
1305.00,81.68
1304.00,82.07
1303.00,82.44
1302.00,82.80
1301.00,83.11
1300.00,83.39
1299.00,83.64
1298.00,83.84
1297.00,84.00
1296.00,84.12
1295.00,84.21
1294.00,84.28
1293.00,84.32
1292.00,84.36
1291.00,84.39
1290.00,84.40
1289.00,84.40
1288.00,84.37
1287.00,84.31
1286.00,84.21
1285.00,84.09
1284.00,83.94
1283.00,83.78
1282.00,83.63
1281.00,83.53
1280.00,83.51
1279.00,83.56
1278.00,83.67
1277.00,83.81
1276.00,83.95
1275.00,84.11
1274.00,84.26
1273.00,84.41
1272.00,84.56
1271.00,84.70
1270.00,84.83
1269.00,84.94
1268.00,85.04
1267.00,85.12
1266.00,85.19
1265.00,85.24
1264.00,85.28
1263.00,85.33
1262.00,85.37
1261.00,85.42
1260.00,85.47
1259.00,85.53
1258.00,85.58
1257.00,85.62
1256.00,85.64
1255.00,85.64
1254.00,85.62
1253.00,85.58
1252.00,85.53
1251.00,85.49
1250.00,85.44
1249.00,85.42
1248.00,85.43
1247.00,85.48
1246.00,85.55
1245.00,85.62
1244.00,85.69
1243.00,85.75
1242.00,85.81
1241.00,85.85
1240.00,85.87
1239.00,85.87
1238.00,85.85
1237.00,85.80
1236.00,85.77
1235.00,85.77
1234.00,85.83
1233.00,85.93
1232.00,86.07
1231.00,86.22
1230.00,86.38
1229.00,86.54
1228.00,86.71
1227.00,86.88
1226.00,87.06
1225.00,87.24
1224.00,87.43
1223.00,87.60
1222.00,87.75
1221.00,87.87
1220.00,87.98
1219.00,88.08
1218.00,88.16
1217.00,88.20
1216.00,88.21
1215.00,88.19
1214.00,88.11
1213.00,87.96
1212.00,87.73
1211.00,87.42
1210.00,87.07
1209.00,86.70
1208.00,86.36
1207.00,86.08
1206.00,85.86
1205.00,85.70
1204.00,85.62
1203.00,85.59
1202.00,85.62
1201.00,85.70
1200.00,85.81
1199.00,85.94
1198.00,86.09
1197.00,86.25
1196.00,86.44
1195.00,86.63
1194.00,86.83
1193.00,87.02
1192.00,87.19
1191.00,87.33
1190.00,87.45
1189.00,87.53
1188.00,87.58
1187.00,87.60
1186.00,87.58
1185.00,87.52
1184.00,87.42
1183.00,87.27
1182.00,87.09
1181.00,86.87
1180.00,86.64
1179.00,86.36
1178.00,86.04
1177.00,85.67
1176.00,85.25
1175.00,84.78
1174.00,84.26
1173.00,83.69
1172.00,83.05
1171.00,82.36
1170.00,81.60
1169.00,80.78
1168.00,79.91
1167.00,79.02
1166.00,78.14
1165.00,77.29
1164.00,76.51
1163.00,75.82
1162.00,75.22
1161.00,74.72
1160.00,74.34
1159.00,74.11
1158.00,74.00
1157.00,73.99
1156.00,74.02
1155.00,74.09
1154.00,74.20
1153.00,74.34
1152.00,74.51
1151.00,74.70
1150.00,74.94
1149.00,75.21
1148.00,75.52
1147.00,75.89
1146.00,76.28
1145.00,76.69
1144.00,77.10
1143.00,77.52
1142.00,77.94
1141.00,78.33
1140.00,78.66
1139.00,78.90
1138.00,79.02
1137.00,79.02
1136.00,78.92
1135.00,78.74
1134.00,78.51
1133.00,78.20
1132.00,77.84
1131.00,77.42
1130.00,76.96
1129.00,76.45
1128.00,75.88
1127.00,75.26
1126.00,74.61
1125.00,73.96
1124.00,73.34
1123.00,72.76
1122.00,72.19
1121.00,71.59
1120.00,70.92
1119.00,70.21
1118.00,69.45
1117.00,68.62
1116.00,67.70
1115.00,66.72
1114.00,65.75
1113.00,64.83
1112.00,64.03
1111.00,63.40
1110.00,62.95
1109.00,62.64
1108.00,62.43
1107.00,62.30
1106.00,62.24
1105.00,62.25
1104.00,62.32
1103.00,62.48
1102.00,62.70
1101.00,62.96
1100.00,63.26
1099.00,63.60
1098.00,63.96
1097.00,64.33
1096.00,64.68
1095.00,65.01
1094.00,65.33
1093.00,65.62
1092.00,65.89
1091.00,66.14
1090.00,66.33
1089.00,66.47
1088.00,66.56
1087.00,66.64
1086.00,66.72
1085.00,66.76
1084.00,66.76
1083.00,66.69
1082.00,66.55
1081.00,66.33
1080.00,66.03
1079.00,65.69
1078.00,65.31
1077.00,64.89
1076.00,64.46
1075.00,64.03
1074.00,63.62
1073.00,63.20
1072.00,62.75
1071.00,62.24
1070.00,61.67
1069.00,61.02
1068.00,60.28
1067.00,59.45
1066.00,58.54
1065.00,57.53
1064.00,56.43
1063.00,55.29
1062.00,54.14
1061.00,52.99
1060.00,51.88
1059.00,50.87
1058.00,49.99
1057.00,49.23
1056.00,48.59
1055.00,48.06
1054.00,47.65
1053.00,47.33
1052.00,47.12
1051.00,47.03
1050.00,47.06
1049.00,47.20
1048.00,47.43
1047.00,47.76
1046.00,48.15
1045.00,48.55
1044.00,48.90
1043.00,49.18
1042.00,49.38
1041.00,49.43
1040.00,49.31
1039.00,49.04
1038.00,48.64
1037.00,48.14
1036.00,47.57
1035.00,46.98
1034.00,46.41
1033.00,45.87
1032.00,45.40
1031.00,45.04
1030.00,44.79
1029.00,44.62
1028.00,44.54
1027.00,44.54
1026.00,44.62
1025.00,44.73
1024.00,44.88
1023.00,45.07
1022.00,45.28
1021.00,45.49
1020.00,45.70
1019.00,45.90
1018.00,46.10
1017.00,46.28
1016.00,46.44
1015.00,46.58
1014.00,46.69
1013.00,46.73
1012.00,46.71
1011.00,46.66
1010.00,46.60
1009.00,46.52
1008.00,46.44
1007.00,46.36
1006.00,46.30
1005.00,46.26
1004.00,46.23
1003.00,46.25
1002.00,46.31
1001.00,46.41
1000.00,46.54
999.00,46.71
998.00,46.92
997.00,47.16
996.00,47.40
995.00,47.63
994.00,47.86
993.00,48.06
992.00,48.21
991.00,48.32
990.00,48.39
989.00,48.39
988.00,48.35
987.00,48.29
986.00,48.26
985.00,48.31
984.00,48.49
983.00,48.84
982.00,49.37
981.00,50.04
980.00,50.84
979.00,51.72
978.00,52.66
977.00,53.60
976.00,54.51
975.00,55.38
974.00,56.22
973.00,57.03
972.00,57.78
971.00,58.48
970.00,59.13
969.00,59.73
968.00,60.31
967.00,60.88
966.00,61.43
965.00,61.95
964.00,62.45
963.00,62.94
962.00,63.42
961.00,63.89
960.00,64.35
959.00,64.80
958.00,65.24
957.00,65.68
956.00,66.11
955.00,66.53
954.00,66.94
953.00,67.31
952.00,67.67
951.00,68.01
950.00,68.35
949.00,68.67
948.00,69.00
947.00,69.34
946.00,69.66
945.00,69.96
944.00,70.24
943.00,70.51
942.00,70.78
941.00,71.05
940.00,71.30
939.00,71.54
938.00,71.78
937.00,72.01
936.00,72.23
935.00,72.43
934.00,72.65
933.00,72.87
932.00,73.11
931.00,73.35
930.00,73.59
929.00,73.80
928.00,73.99
927.00,74.19
926.00,74.39
925.00,74.59
924.00,74.76
923.00,74.92
922.00,75.06
921.00,75.20
920.00,75.31
919.00,75.41
918.00,75.50
917.00,75.57
916.00,75.61
915.00,75.63
914.00,75.63
913.00,75.62
912.00,75.60
911.00,75.57
910.00,75.53
909.00,75.47
908.00,75.40
907.00,75.31
906.00,75.19
905.00,75.02
904.00,74.83
903.00,74.63
902.00,74.46
901.00,74.31
900.00,74.21
899.00,74.14
898.00,74.10
897.00,74.08
896.00,74.07
895.00,74.09
894.00,74.14
