Created as New Dataset,127 Shaw Industries
cm-1,%T
2460.00,99.96
2459.00,99.94
2458.00,99.95
2457.00,99.96
2456.00,99.98
2455.00,100.00
2454.00,100.00
2453.00,100.00
2452.00,99.99
2451.00,99.98
2450.00,99.97
2449.00,99.95
2448.00,99.94
2447.00,99.94
2446.00,99.95
2445.00,99.96
2444.00,99.98
2443.00,100.01
2442.00,100.04
2441.00,100.06
2440.00,100.05
2439.00,100.03
2438.00,100.02
2437.00,100.02
2436.00,100.02
2435.00,100.02
2434.00,100.01
2433.00,100.00
2432.00,100.00
2431.00,100.00
2430.00,100.00
2429.00,99.99
2428.00,99.99
2427.00,99.99
2426.00,100.00
2425.00,100.01
2424.00,100.03
2423.00,100.04
2422.00,100.05
2421.00,100.04
2420.00,100.02
2419.00,100.02
2418.00,100.02
2417.00,100.02
2416.00,100.03
2415.00,100.05
2414.00,100.07
2413.00,100.08
2412.00,100.07
2411.00,100.05
2410.00,100.04
2409.00,100.04
2408.00,100.06
2407.00,100.09
2406.00,100.11
2405.00,100.11
2404.00,100.10
2403.00,100.09
2402.00,100.09
2401.00,100.11
2400.00,100.14
2399.00,100.16
2398.00,100.16
2397.00,100.15
2396.00,100.16
2395.00,100.16
2394.00,100.17
2393.00,100.17
2392.00,100.18
2391.00,100.19
2390.00,100.19
2389.00,100.20
2388.00,100.20
2387.00,100.21
2386.00,100.23
2385.00,100.24
2384.00,100.26
2383.00,100.27
2382.00,100.27
2381.00,100.27
2380.00,100.27
2379.00,100.27
2378.00,100.29
2377.00,100.31
2376.00,100.33
2375.00,100.34
2374.00,100.34
2373.00,100.35
2372.00,100.37
2371.00,100.39
2370.00,100.40
2369.00,100.37
2368.00,100.32
2367.00,100.29
2366.00,100.31
2365.00,100.35
2364.00,100.38
2363.00,100.40
2362.00,100.42
2361.00,100.46
2360.00,100.48
2359.00,100.44
2358.00,100.36
2357.00,100.29
2356.00,100.27
2355.00,100.31
2354.00,100.36
2353.00,100.41
2352.00,100.44
2351.00,100.45
2350.00,100.44
2349.00,100.43
2348.00,100.44
2347.00,100.48
2346.00,100.55
2345.00,100.62
2344.00,100.68
2343.00,100.68
2342.00,100.62
2341.00,100.52
2340.00,100.42
2339.00,100.36
2338.00,100.32
2337.00,100.30
2336.00,100.30
2335.00,100.33
2334.00,100.38
2333.00,100.43
2332.00,100.46
2331.00,100.47
2330.00,100.47
2329.00,100.45
2328.00,100.41
2327.00,100.33
2326.00,100.24
2325.00,100.17
2324.00,100.14
2323.00,100.13
2322.00,100.12
2321.00,100.09
2320.00,100.05
2319.00,100.05
2318.00,100.08
2317.00,100.13
2316.00,100.16
2315.00,100.17
2314.00,100.15
2313.00,100.12
2312.00,100.09
2311.00,100.06
2310.00,100.05
2309.00,100.04
2308.00,100.02
2307.00,100.00
2306.00,99.99
2305.00,99.99
2304.00,100.00
2303.00,100.02
2302.00,100.01
2301.00,99.99
2300.00,99.95
2299.00,99.91
2298.00,99.89
2297.00,99.87
2296.00,99.86
2295.00,99.87
2294.00,99.87
2293.00,99.86
2292.00,99.83
2291.00,99.79
2290.00,99.76
2289.00,99.73
2288.00,99.70
2287.00,99.66
2286.00,99.63
2285.00,99.61
2284.00,99.60
2283.00,99.58
2282.00,99.57
2281.00,99.55
2280.00,99.53
2279.00,99.51
2278.00,99.50
2277.00,99.49
2276.00,99.49
2275.00,99.48
2274.00,99.47
2273.00,99.44
2272.00,99.41
2271.00,99.38
2270.00,99.35
2269.00,99.32
2268.00,99.30
2267.00,99.30
2266.00,99.31
2265.00,99.32
2264.00,99.32
2263.00,99.30
2262.00,99.29
2261.00,99.29
2260.00,99.28
2259.00,99.26
2258.00,99.24
2257.00,99.21
2256.00,99.18
2255.00,99.18
2254.00,99.19
2253.00,99.21
2252.00,99.20
2251.00,99.17
2250.00,99.14
2249.00,99.10
2248.00,99.07
2247.00,99.04
2246.00,99.01
2245.00,99.00
2244.00,98.99
2243.00,98.97
2242.00,98.95
2241.00,98.95
2240.00,98.98
2239.00,99.03
2238.00,99.06
2237.00,99.06
2236.00,99.04
2235.00,98.99
2234.00,98.93
2233.00,98.88
2232.00,98.85
2231.00,98.82
2230.00,98.81
2229.00,98.80
2228.00,98.79
2227.00,98.78
2226.00,98.79
2225.00,98.81
2224.00,98.83
2223.00,98.85
2222.00,98.83
2221.00,98.79
2220.00,98.73
2219.00,98.67
2218.00,98.63
2217.00,98.60
2216.00,98.58
2215.00,98.58
2214.00,98.59
2213.00,98.60
2212.00,98.59
2211.00,98.58
2210.00,98.56
2209.00,98.54
2208.00,98.51
2207.00,98.51
2206.00,98.52
2205.00,98.50
2204.00,98.45
2203.00,98.38
2202.00,98.34
2201.00,98.34
2200.00,98.36
2199.00,98.38
2198.00,98.38
2197.00,98.37
2196.00,98.36
2195.00,98.33
2194.00,98.28
2193.00,98.22
2192.00,98.16
2191.00,98.11
2190.00,98.08
2189.00,98.06
2188.00,98.06
2187.00,98.05
2186.00,98.07
2185.00,98.08
2184.00,98.07
2183.00,98.02
2182.00,97.97
2181.00,97.96
2180.00,97.99
2179.00,98.03
2178.00,98.06
2177.00,98.06
2176.00,98.05
2175.00,98.04
2174.00,98.02
2173.00,97.99
2172.00,97.95
2171.00,97.88
2170.00,97.79
2169.00,97.70
2168.00,97.63
2167.00,97.59
2166.00,97.55
2165.00,97.49
2164.00,97.42
2163.00,97.32
2162.00,97.21
2161.00,97.13
2160.00,97.13
2159.00,97.27
2158.00,97.49
2157.00,97.70
2156.00,97.86
2155.00,97.96
2154.00,98.03
2153.00,98.08
2152.00,98.10
2151.00,98.09
2150.00,98.08
2149.00,98.10
2148.00,98.16
2147.00,98.25
2146.00,98.34
2145.00,98.41
2144.00,98.47
2143.00,98.55
2142.00,98.64
2141.00,98.72
2140.00,98.79
2139.00,98.86
2138.00,98.92
2137.00,98.96
2136.00,98.98
2135.00,99.00
2134.00,99.04
2133.00,99.10
2132.00,99.16
2131.00,99.21
2130.00,99.22
2129.00,99.21
2128.00,99.19
2127.00,99.18
2126.00,99.20
2125.00,99.24
2124.00,99.28
2123.00,99.31
2122.00,99.32
2121.00,99.31
2120.00,99.31
2119.00,99.30
2118.00,99.30
2117.00,99.30
2116.00,99.29
2115.00,99.28
2114.00,99.27
2113.00,99.26
2112.00,99.26
2111.00,99.25
2110.00,99.24
2109.00,99.23
2108.00,99.23
2107.00,99.24
2106.00,99.23
2105.00,99.20
2104.00,99.18
2103.00,99.15
2102.00,99.14
2101.00,99.16
2100.00,99.20
2099.00,99.24
2098.00,99.26
2097.00,99.25
2096.00,99.22
2095.00,99.21
2094.00,99.22
2093.00,99.25
2092.00,99.26
2091.00,99.27
2090.00,99.28
2089.00,99.29
2088.00,99.30
2087.00,99.29
2086.00,99.27
2085.00,99.26
2084.00,99.25
2083.00,99.25
2082.00,99.23
2081.00,99.18
2080.00,99.11
2079.00,99.03
2078.00,98.98
2077.00,98.99
2076.00,99.05
2075.00,99.10
2074.00,99.12
2073.00,99.08
2072.00,99.00
2071.00,98.90
2070.00,98.82
2069.00,98.80
2068.00,98.83
2067.00,98.90
2066.00,98.95
2065.00,98.97
2064.00,98.98
2063.00,99.00
2062.00,99.00
2061.00,99.00
2060.00,98.98
2059.00,98.95
2058.00,98.90
2057.00,98.83
2056.00,98.77
2055.00,98.76
2054.00,98.77
2053.00,98.77
2052.00,98.73
2051.00,98.64
2050.00,98.53
2049.00,98.43
2048.00,98.37
2047.00,98.34
2046.00,98.34
2045.00,98.32
2044.00,98.29
2043.00,98.24
2042.00,98.19
2041.00,98.13
2040.00,98.05
2039.00,97.98
2038.00,97.93
2037.00,97.93
2036.00,97.98
2035.00,98.04
2034.00,98.09
2033.00,98.09
2032.00,98.05
2031.00,97.97
2030.00,97.91
2029.00,97.87
2028.00,97.87
2027.00,97.89
2026.00,97.91
2025.00,97.93
2024.00,97.95
2023.00,97.98
2022.00,98.01
2021.00,98.04
2020.00,98.05
2019.00,98.06
2018.00,98.05
2017.00,98.02
2016.00,97.99
2015.00,97.97
2014.00,97.97
2013.00,98.01
2012.00,98.08
2011.00,98.12
2010.00,98.11
2009.00,98.05
2008.00,98.02
2007.00,98.04
2006.00,98.11
2005.00,98.18
2004.00,98.22
2003.00,98.24
2002.00,98.28
2001.00,98.34
2000.00,98.39
1999.00,98.42
1998.00,98.41
1997.00,98.40
1996.00,98.39
1995.00,98.39
1994.00,98.39
1993.00,98.40
1992.00,98.39
1991.00,98.36
1990.00,98.35
1989.00,98.35
1988.00,98.36
1987.00,98.35
1986.00,98.32
1985.00,98.27
1984.00,98.21
1983.00,98.15
1982.00,98.06
1981.00,97.96
1980.00,97.87
1979.00,97.82
1978.00,97.82
1977.00,97.87
1976.00,97.95
1975.00,98.03
1974.00,98.10
1973.00,98.14
1972.00,98.14
1971.00,98.15
1970.00,98.18
1969.00,98.24
1968.00,98.33
1967.00,98.41
1966.00,98.48
1965.00,98.53
1964.00,98.56
1963.00,98.57
1962.00,98.60
1961.00,98.65
1960.00,98.70
1959.00,98.73
1958.00,98.73
1957.00,98.72
1956.00,98.74
1955.00,98.80
1954.00,98.88
1953.00,98.94
1952.00,98.97
1951.00,98.95
1950.00,98.94
1949.00,98.92
1948.00,98.92
1947.00,98.94
1946.00,99.00
1945.00,99.07
1944.00,99.11
1943.00,99.13
1942.00,99.12
1941.00,99.12
1940.00,99.14
1939.00,99.19
1938.00,99.26
1937.00,99.32
1936.00,99.35
1935.00,99.34
1934.00,99.33
1933.00,99.32
1932.00,99.31
1931.00,99.30
1930.00,99.30
1929.00,99.34
1928.00,99.39
1927.00,99.44
1926.00,99.48
1925.00,99.52
1924.00,99.57
1923.00,99.60
1922.00,99.60
1921.00,99.57
1920.00,99.53
1919.00,99.49
1918.00,99.47
1917.00,99.46
1916.00,99.45
1915.00,99.47
1914.00,99.51
1913.00,99.56
1912.00,99.60
1911.00,99.61
1910.00,99.60
1909.00,99.59
1908.00,99.57
1907.00,99.56
1906.00,99.57
1905.00,99.61
1904.00,99.66
1903.00,99.70
1902.00,99.71
1901.00,99.71
1900.00,99.70
1899.00,99.68
1898.00,99.68
1897.00,99.69
1896.00,99.69
1895.00,99.67
1894.00,99.65
1893.00,99.66
1892.00,99.69
1891.00,99.74
1890.00,99.76
1889.00,99.76
1888.00,99.75
1887.00,99.73
1886.00,99.73
1885.00,99.74
1884.00,99.75
1883.00,99.75
1882.00,99.75
1881.00,99.76
1880.00,99.78
1879.00,99.81
1878.00,99.82
1877.00,99.82
1876.00,99.83
1875.00,99.83
1874.00,99.83
1873.00,99.82
1872.00,99.82
1871.00,99.82
1870.00,99.85
1869.00,99.89
1868.00,99.93
1867.00,99.95
1866.00,99.95
1865.00,99.95
1864.00,99.94
1863.00,99.93
1862.00,99.92
1861.00,99.90
1860.00,99.89
1859.00,99.90
1858.00,99.91
1857.00,99.91
1856.00,99.91
1855.00,99.91
1854.00,99.93
1853.00,99.96
1852.00,99.99
1851.00,100.00
1850.00,100.00
1849.00,100.00
1848.00,100.02
1847.00,100.04
1846.00,100.04
1845.00,100.01
1844.00,99.97
1843.00,99.96
1842.00,99.96
1841.00,99.97
1840.00,99.96
1839.00,99.95
1838.00,99.94
1837.00,99.95
1836.00,99.95
1835.00,99.96
1834.00,99.96
1833.00,99.98
1832.00,100.00
1831.00,100.03
1830.00,100.04
1829.00,100.03
1828.00,100.02
1827.00,100.02
1826.00,100.03
1825.00,100.03
1824.00,100.04
1823.00,100.04
1822.00,100.04
1821.00,100.05
1820.00,100.08
1819.00,100.11
1818.00,100.14
1817.00,100.16
1816.00,100.17
1815.00,100.16
1814.00,100.16
1813.00,100.15
1812.00,100.15
1811.00,100.15
1810.00,100.15
1809.00,100.14
1808.00,100.13
1807.00,100.13
1806.00,100.14
1805.00,100.15
1804.00,100.16
1803.00,100.16
1802.00,100.15
1801.00,100.14
1800.00,100.15
1799.00,100.17
1798.00,100.20
1797.00,100.22
1796.00,100.22
1795.00,100.20
1794.00,100.18
1793.00,100.15
1792.00,100.14
1791.00,100.15
1790.00,100.15
1789.00,100.16
1788.00,100.16
1787.00,100.17
1786.00,100.18
1785.00,100.18
1784.00,100.18
1783.00,100.17
1782.00,100.17
1781.00,100.16
1780.00,100.16
1779.00,100.18
1778.00,100.20
1777.00,100.21
1776.00,100.21
1775.00,100.20
1774.00,100.18
1773.00,100.15
1772.00,100.13
1771.00,100.12
1770.00,100.13
1769.00,100.13
1768.00,100.13
1767.00,100.12
1766.00,100.11
1765.00,100.10
1764.00,100.09
1763.00,100.08
1762.00,100.08
1761.00,100.08
1760.00,100.08
1759.00,100.08
1758.00,100.07
1757.00,100.05
1756.00,100.04
1755.00,100.03
1754.00,100.02
1753.00,100.00
1752.00,99.97
1751.00,99.94
1750.00,99.93
1749.00,99.93
1748.00,99.95
1747.00,99.95
1746.00,99.95
1745.00,99.94
1744.00,99.93
1743.00,99.92
1742.00,99.92
1741.00,99.91
1740.00,99.90
1739.00,99.88
1738.00,99.87
1737.00,99.85
1736.00,99.84
1735.00,99.84
1734.00,99.84
1733.00,99.86
1732.00,99.88
1731.00,99.90
1730.00,99.90
1729.00,99.90
1728.00,99.90
1727.00,99.92
1726.00,99.94
1725.00,99.95
1724.00,99.95
1723.00,99.95
1722.00,99.96
1721.00,99.98
1720.00,99.99
1719.00,100.00
1718.00,99.98
1717.00,99.96
1716.00,99.95
1715.00,99.95
1714.00,99.95
1713.00,99.95
1712.00,99.95
1711.00,99.95
1710.00,99.96
1709.00,99.96
1708.00,99.98
1707.00,99.99
1706.00,100.00
1705.00,99.99
1704.00,99.98
1703.00,99.97
1702.00,99.96
1701.00,99.96
1700.00,99.97
1699.00,99.98
1698.00,99.99
1697.00,99.99
1696.00,99.97
1695.00,99.96
1694.00,99.95
1693.00,99.96
1692.00,99.97
1691.00,99.97
1690.00,99.97
1689.00,99.96
1688.00,99.95
1687.00,99.95
1686.00,99.95
1685.00,99.94
1684.00,99.93
1683.00,99.93
1682.00,99.94
1681.00,99.94
1680.00,99.95
1679.00,99.94
1678.00,99.93
1677.00,99.93
1676.00,99.93
1675.00,99.94
1674.00,99.95
1673.00,99.96
1672.00,99.95
1671.00,99.94
1670.00,99.92
1669.00,99.92
1668.00,99.92
1667.00,99.93
1666.00,99.93
1665.00,99.92
1664.00,99.91
1663.00,99.91
1662.00,99.92
1661.00,99.94
1660.00,99.94
1659.00,99.94
1658.00,99.93
1657.00,99.93
1656.00,99.94
1655.00,99.96
1654.00,99.97
1653.00,99.96
1652.00,99.96
1651.00,99.96
1650.00,99.95
1649.00,99.95
1648.00,99.96
1647.00,99.96
1646.00,99.97
1645.00,99.97
1644.00,99.96
1643.00,99.95
1642.00,99.95
1641.00,99.95
1640.00,99.95
1639.00,99.95
1638.00,99.95
1637.00,99.95
1636.00,99.97
1635.00,99.98
1634.00,99.99
1633.00,99.98
1632.00,99.97
1631.00,99.96
1630.00,99.97
1629.00,99.99
1628.00,100.01
1627.00,100.02
1626.00,100.02
1625.00,100.01
1624.00,99.99
1623.00,99.99
1622.00,100.00
1621.00,100.00
1620.00,100.01
1619.00,100.02
1618.00,100.02
1617.00,100.02
1616.00,100.01
1615.00,100.00
1614.00,100.00
1613.00,100.01
1612.00,100.02
1611.00,100.02
1610.00,100.02
1609.00,100.02
1608.00,100.02
1607.00,100.02
1606.00,100.02
1605.00,100.02
1604.00,100.02
1603.00,100.01
1602.00,100.00
1601.00,99.99
1600.00,100.00
1599.00,100.02
1598.00,100.03
1597.00,100.02
1596.00,100.02
1595.00,100.02
1594.00,100.02
1593.00,100.02
1592.00,100.02
1591.00,100.03
1590.00,100.03
1589.00,100.02
1588.00,100.01
1587.00,100.02
1586.00,100.03
1585.00,100.05
1584.00,100.05
1583.00,100.06
1582.00,100.05
1581.00,100.05
1580.00,100.06
1579.00,100.08
1578.00,100.10
1577.00,100.11
1576.00,100.10
1575.00,100.08
1574.00,100.06
1573.00,100.06
1572.00,100.06
1571.00,100.07
1570.00,100.08
1569.00,100.08
1568.00,100.08
1567.00,100.07
1566.00,100.07
1565.00,100.08
1564.00,100.08
1563.00,100.08
1562.00,100.09
1561.00,100.09
1560.00,100.09
1559.00,100.09
1558.00,100.09
1557.00,100.08
1556.00,100.06
1555.00,100.05
1554.00,100.06
1553.00,100.07
1552.00,100.07
1551.00,100.07
1550.00,100.06
1549.00,100.04
1548.00,100.04
1547.00,100.05
1546.00,100.05
1545.00,100.05
1544.00,100.04
1543.00,100.03
1542.00,100.03
1541.00,100.03
1540.00,100.02
1539.00,100.03
1538.00,100.03
1537.00,100.03
1536.00,100.03
1535.00,100.02
1534.00,100.01
1533.00,100.00
1532.00,100.00
1531.00,100.00
1530.00,100.00
1529.00,100.00
1528.00,100.01
1527.00,100.02
1526.00,100.03
1525.00,100.03
1524.00,100.03
1523.00,100.03
1522.00,100.04
1521.00,100.02
1520.00,99.99
1519.00,99.97
1518.00,99.96
1517.00,99.96
1516.00,99.96
1515.00,99.97
1514.00,99.96
1513.00,99.96
1512.00,99.95
1511.00,99.95
1510.00,99.95
1509.00,99.94
1508.00,99.92
1507.00,99.89
1506.00,99.87
1505.00,99.86
1504.00,99.84
1503.00,99.82
1502.00,99.81
1501.00,99.78
1500.00,99.75
1499.00,99.72
1498.00,99.70
1497.00,99.67
1496.00,99.64
1495.00,99.62
1494.00,99.60
1493.00,99.56
1492.00,99.52
1491.00,99.48
1490.00,99.44
1489.00,99.38
1488.00,99.31
1487.00,99.25
1486.00,99.18
1485.00,99.10
1484.00,99.02
1483.00,98.94
1482.00,98.85
1481.00,98.74
1480.00,98.61
1479.00,98.48
1478.00,98.31
1477.00,98.09
1476.00,97.82
1475.00,97.52
1474.00,97.13
1473.00,96.58
1472.00,95.90
1471.00,95.20
1470.00,94.49
1469.00,93.74
1468.00,92.95
1467.00,92.08
1466.00,91.14
1465.00,90.17
1464.00,89.30
1463.00,88.64
1462.00,88.17
1461.00,87.82
1460.00,87.58
1459.00,87.42
1458.00,87.32
1457.00,87.26
1456.00,87.26
1455.00,87.29
1454.00,87.36
1453.00,87.48
1452.00,87.68
1451.00,87.99
1450.00,88.46
1449.00,89.14
1448.00,90.05
1447.00,91.09
1446.00,92.07
1445.00,92.94
1444.00,93.67
1443.00,94.28
1442.00,94.74
1441.00,95.05
1440.00,95.23
1439.00,95.28
1438.00,95.23
1437.00,95.16
1436.00,95.21
1435.00,95.44
1434.00,95.85
1433.00,96.38
1432.00,96.95
1431.00,97.46
1430.00,97.86
1429.00,98.16
1428.00,98.35
1427.00,98.48
1426.00,98.56
1425.00,98.64
1424.00,98.71
1423.00,98.76
1422.00,98.79
1421.00,98.83
1420.00,98.88
1419.00,98.92
1418.00,98.95
1417.00,98.98
1416.00,99.01
1415.00,99.03
1414.00,99.04
1413.00,99.07
1412.00,99.09
1411.00,99.10
1410.00,99.09
1409.00,99.09
1408.00,99.10
1407.00,99.10
1406.00,99.10
1405.00,99.11
1404.00,99.12
1403.00,99.11
1402.00,99.10
1401.00,99.09
1400.00,99.07
1399.00,99.03
1398.00,98.99
1397.00,98.95
1396.00,98.93
1395.00,98.90
1394.00,98.86
1393.00,98.81
1392.00,98.75
1391.00,98.66
1390.00,98.53
1389.00,98.35
1388.00,98.09
1387.00,97.71
1386.00,97.19
1385.00,96.50
1384.00,95.55
1383.00,94.25
1382.00,92.55
1381.00,90.43
1380.00,87.89
1379.00,85.08
1378.00,82.39
1377.00,80.36
1376.00,79.47
1375.00,79.98
1374.00,81.77
1373.00,84.28
1372.00,86.91
1371.00,89.32
1370.00,91.39
1369.00,93.04
1368.00,94.22
1367.00,94.97
1366.00,95.37
1365.00,95.53
1364.00,95.51
1363.00,95.35
1362.00,95.08
1361.00,94.77
1360.00,94.52
1359.00,94.42
1358.00,94.52
1357.00,94.82
1356.00,95.26
1355.00,95.76
1354.00,96.26
1353.00,96.68
1352.00,97.03
1351.00,97.31
1350.00,97.56
1349.00,97.76
1348.00,97.94
1347.00,98.10
1346.00,98.23
1345.00,98.35
1344.00,98.45
1343.00,98.53
1342.00,98.61
1341.00,98.68
1340.00,98.74
1339.00,98.78
1338.00,98.79
1337.00,98.78
1336.00,98.76
1335.00,98.72
1334.00,98.68
1333.00,98.63
1332.00,98.56
1331.00,98.51
1330.00,98.47
1329.00,98.47
1328.00,98.50
1327.00,98.56
1326.00,98.63
1325.00,98.71
1324.00,98.78
1323.00,98.85
1322.00,98.91
1321.00,98.96
1320.00,99.01
1319.00,99.04
1318.00,99.07
1317.00,99.09
1316.00,99.10
1315.00,99.12
1314.00,99.13
1313.00,99.12
1312.00,99.11
1311.00,99.07
1310.00,99.02
1309.00,98.94
1308.00,98.84
1307.00,98.72
1306.00,98.60
1305.00,98.51
1304.00,98.47
1303.00,98.48
1302.00,98.51
1301.00,98.54
1300.00,98.55
1299.00,98.53
1298.00,98.50
1297.00,98.47
1296.00,98.46
1295.00,98.48
1294.00,98.53
1293.00,98.59
1292.00,98.67
1291.00,98.74
1290.00,98.79
1289.00,98.83
1288.00,98.87
1287.00,98.90
1286.00,98.93
1285.00,98.97
1284.00,99.02
1283.00,99.05
1282.00,99.08
1281.00,99.10
1280.00,99.11
1279.00,99.12
1278.00,99.13
1277.00,99.14
1276.00,99.16
1275.00,99.17
1274.00,99.17
1273.00,99.17
1272.00,99.18
1271.00,99.19
1270.00,99.20
1269.00,99.20
1268.00,99.17
1267.00,99.14
1266.00,99.11
1265.00,99.09
1264.00,99.07
1263.00,99.04
1262.00,98.99
1261.00,98.94
1260.00,98.87
1259.00,98.77
1258.00,98.67
1257.00,98.57
1256.00,98.50
1255.00,98.48
1254.00,98.50
1253.00,98.56
1252.00,98.62
1251.00,98.69
1250.00,98.74
1249.00,98.77
1248.00,98.81
1247.00,98.84
1246.00,98.88
1245.00,98.93
1244.00,98.97
1243.00,99.00
1242.00,99.01
1241.00,99.02
1240.00,99.03
1239.00,99.05
1238.00,99.06
1237.00,99.08
1236.00,99.10
1235.00,99.12
1234.00,99.14
1233.00,99.14
1232.00,99.14
1231.00,99.13
1230.00,99.10
1229.00,99.08
1228.00,99.04
1227.00,99.00
1226.00,98.96
1225.00,98.92
1224.00,98.89
1223.00,98.86
1222.00,98.81
1221.00,98.76
1220.00,98.72
1219.00,98.71
1218.00,98.71
1217.00,98.74
1216.00,98.78
1215.00,98.83
1214.00,98.89
1213.00,98.96
1212.00,99.02
1211.00,99.07
1210.00,99.10
1209.00,99.11
1208.00,99.12
1207.00,99.11
1206.00,99.11
1205.00,99.12
1204.00,99.13
1203.00,99.16
1202.00,99.18
1201.00,99.21
1200.00,99.23
1199.00,99.24
1198.00,99.23
1197.00,99.22
1196.00,99.20
1195.00,99.20
1194.00,99.21
1193.00,99.23
1192.00,99.24
1191.00,99.24
1190.00,99.23
1189.00,99.22
1188.00,99.22
1187.00,99.21
1186.00,99.19
1185.00,99.17
1184.00,99.15
1183.00,99.14
1182.00,99.11
1181.00,99.08
1180.00,99.03
1179.00,98.96
1178.00,98.87
1177.00,98.76
1176.00,98.63
1175.00,98.47
1174.00,98.27
1173.00,98.02
1172.00,97.71
1171.00,97.38
1170.00,97.07
1169.00,96.83
1168.00,96.67
1167.00,96.59
1166.00,96.60
1165.00,96.69
1164.00,96.81
1163.00,96.94
1162.00,97.03
1161.00,97.09
1160.00,97.12
1159.00,97.15
1158.00,97.16
1157.00,97.16
1156.00,97.12
1155.00,97.07
1154.00,97.00
1153.00,96.95
1152.00,96.95
1151.00,96.98
1150.00,97.05
1149.00,97.12
1148.00,97.18
1147.00,97.23
1146.00,97.30
1145.00,97.38
1144.00,97.47
1143.00,97.53
1142.00,97.56
1141.00,97.58
1140.00,97.60
1139.00,97.65
1138.00,97.71
1137.00,97.75
1136.00,97.78
1135.00,97.78
1134.00,97.77
1133.00,97.78
1132.00,97.78
1131.00,97.78
1130.00,97.77
1129.00,97.77
1128.00,97.75
1127.00,97.74
1126.00,97.73
1125.00,97.72
1124.00,97.70
1123.00,97.67
1122.00,97.61
1121.00,97.55
1120.00,97.50
1119.00,97.47
1118.00,97.44
1117.00,97.42
1116.00,97.40
1115.00,97.39
1114.00,97.38
1113.00,97.36
1112.00,97.34
1111.00,97.31
1110.00,97.28
1109.00,97.24
1108.00,97.17
1107.00,97.09
1106.00,97.02
1105.00,96.95
1104.00,96.89
1103.00,96.85
1102.00,96.85
1101.00,96.89
1100.00,96.98
1099.00,97.08
1098.00,97.16
1097.00,97.23
1096.00,97.31
1095.00,97.41
1094.00,97.52
1093.00,97.63
1092.00,97.72
1091.00,97.80
1090.00,97.88
1089.00,97.95
1088.00,97.99
1087.00,98.00
1086.00,98.01
1085.00,98.04
1084.00,98.06
1083.00,98.07
1082.00,98.06
1081.00,98.05
1080.00,98.06
1079.00,98.10
1078.00,98.15
1077.00,98.21
1076.00,98.27
1075.00,98.30
1074.00,98.31
1073.00,98.31
1072.00,98.30
1071.00,98.28
1070.00,98.25
1069.00,98.24
1068.00,98.26
1067.00,98.30
1066.00,98.34
1065.00,98.38
1064.00,98.41
1063.00,98.44
1062.00,98.47
1061.00,98.49
1060.00,98.48
1059.00,98.48
1058.00,98.49
1057.00,98.53
1056.00,98.58
1055.00,98.62
1054.00,98.64
1053.00,98.64
1052.00,98.64
1051.00,98.62
1050.00,98.60
1049.00,98.59
1048.00,98.57
1047.00,98.55
1046.00,98.54
1045.00,98.53
1044.00,98.54
1043.00,98.55
1042.00,98.57
1041.00,98.60
1040.00,98.62
1039.00,98.65
1038.00,98.66
1037.00,98.66
1036.00,98.65
1035.00,98.67
1034.00,98.70
1033.00,98.76
1032.00,98.82
1031.00,98.88
1030.00,98.91
1029.00,98.94
1028.00,98.97
1027.00,98.99
1026.00,99.01
1025.00,99.03
1024.00,99.04
1023.00,99.05
1022.00,99.04
1021.00,99.04
1020.00,99.03
1019.00,99.01
1018.00,98.99
1017.00,98.97
1016.00,98.98
1015.00,98.99
1014.00,98.98
1013.00,98.95
1012.00,98.91
1011.00,98.87
1010.00,98.83
1009.00,98.80
1008.00,98.78
1007.00,98.74
1006.00,98.65
1005.00,98.50
1004.00,98.29
1003.00,98.01
1002.00,97.67
1001.00,97.26
1000.00,96.85
999.00,96.52
998.00,96.38
997.00,96.47
996.00,96.75
995.00,97.13
994.00,97.53
993.00,97.88
992.00,98.16
991.00,98.37
990.00,98.54
989.00,98.65
988.00,98.73
987.00,98.78
986.00,98.80
985.00,98.79
984.00,98.73
983.00,98.62
982.00,98.47
981.00,98.28
980.00,98.02
979.00,97.69
978.00,97.28
977.00,96.80
976.00,96.30
975.00,95.85
974.00,95.54
973.00,95.44
972.00,95.60
971.00,95.97
970.00,96.46
969.00,96.99
968.00,97.45
967.00,97.81
966.00,98.07
965.00,98.25
964.00,98.36
963.00,98.42
962.00,98.48
961.00,98.53
960.00,98.59
959.00,98.63
958.00,98.65
957.00,98.67
956.00,98.70
955.00,98.73
954.00,98.75
953.00,98.76
952.00,98.74
951.00,98.72
950.00,98.71
949.00,98.72
948.00,98.75
947.00,98.76
946.00,98.75
945.00,98.72
944.00,98.66
943.00,98.60
942.00,98.52
941.00,98.48
940.00,98.48
939.00,98.54
938.00,98.65
937.00,98.76
936.00,98.86
935.00,98.93
934.00,98.98
933.00,99.03
932.00,99.08
931.00,99.11
930.00,99.12
929.00,99.11
928.00,99.08
927.00,99.06
926.00,99.05
925.00,99.07
924.00,99.11
923.00,99.14
922.00,99.16
921.00,99.17
920.00,99.16
919.00,99.15
918.00,99.14
917.00,99.14
916.00,99.15
915.00,99.17
914.00,99.19
913.00,99.20
912.00,99.20
911.00,99.17
910.00,99.13
909.00,99.08
908.00,99.01
907.00,98.91
906.00,98.77
905.00,98.58
904.00,98.35
903.00,98.09
902.00,97.80
901.00,97.54
900.00,97.36
899.00,97.31
898.00,97.41
897.00,97.63
