Created as New Dataset,52 Du Pont
cm-1,%T
4000.00,96.72
3999.00,96.71
3998.00,96.70
3997.00,96.69
3996.00,96.70
3995.00,96.71
3994.00,96.72
3993.00,96.72
3992.00,96.72
3991.00,96.72
3990.00,96.71
3989.00,96.70
3988.00,96.70
3987.00,96.71
3986.00,96.72
3985.00,96.73
3984.00,96.73
3983.00,96.72
3982.00,96.71
3981.00,96.70
3980.00,96.70
3979.00,96.70
3978.00,96.70
3977.00,96.70
3976.00,96.71
3975.00,96.71
3974.00,96.70
3973.00,96.68
3972.00,96.67
3971.00,96.67
3970.00,96.68
3969.00,96.71
3968.00,96.74
3967.00,96.78
3966.00,96.80
3965.00,96.80
3964.00,96.79
3963.00,96.77
3962.00,96.74
3961.00,96.71
3960.00,96.69
3959.00,96.67
3958.00,96.67
3957.00,96.68
3956.00,96.70
3955.00,96.71
3954.00,96.73
3953.00,96.73
3952.00,96.73
3951.00,96.72
3950.00,96.71
3949.00,96.71
3948.00,96.71
3947.00,96.72
3946.00,96.73
3945.00,96.73
3944.00,96.73
3943.00,96.73
3942.00,96.74
3941.00,96.74
3940.00,96.73
3939.00,96.72
3938.00,96.71
3937.00,96.70
3936.00,96.70
3935.00,96.71
3934.00,96.71
3933.00,96.71
3932.00,96.71
3931.00,96.70
3930.00,96.69
3929.00,96.69
3928.00,96.68
3927.00,96.68
3926.00,96.67
3925.00,96.67
3924.00,96.66
3923.00,96.65
3922.00,96.63
3921.00,96.63
3920.00,96.63
3919.00,96.63
3918.00,96.65
3917.00,96.66
3916.00,96.68
3915.00,96.68
3914.00,96.69
3913.00,96.69
3912.00,96.70
3911.00,96.72
3910.00,96.73
3909.00,96.74
3908.00,96.74
3907.00,96.73
3906.00,96.72
3905.00,96.71
3904.00,96.71
3903.00,96.70
3902.00,96.69
3901.00,96.69
3900.00,96.69
3899.00,96.70
3898.00,96.72
3897.00,96.73
3896.00,96.74
3895.00,96.73
3894.00,96.73
3893.00,96.72
3892.00,96.72
3891.00,96.72
