Created as New Dataset,12.3 Lincoln Sheep
cm-1,%T
2459.00,99.16
2458.00,99.18
2457.00,99.20
2456.00,99.23
2455.00,99.24
2454.00,99.23
2453.00,99.23
2452.00,99.24
2451.00,99.26
2450.00,99.28
2449.00,99.29
2448.00,99.29
2447.00,99.30
2446.00,99.30
2445.00,99.31
2444.00,99.32
2443.00,99.33
2442.00,99.34
2441.00,99.36
2440.00,99.35
2439.00,99.34
2438.00,99.33
2437.00,99.33
2436.00,99.34
2435.00,99.35
2434.00,99.36
2433.00,99.35
2432.00,99.36
2431.00,99.39
2430.00,99.43
2429.00,99.45
2428.00,99.43
2427.00,99.39
2426.00,99.35
2425.00,99.33
2424.00,99.33
2423.00,99.35
2422.00,99.38
2421.00,99.40
2420.00,99.41
2419.00,99.43
2418.00,99.45
2417.00,99.47
2416.00,99.49
2415.00,99.49
2414.00,99.50
2413.00,99.49
2412.00,99.47
2411.00,99.45
2410.00,99.43
2409.00,99.42
2408.00,99.43
2407.00,99.46
2406.00,99.49
2405.00,99.52
2404.00,99.53
2403.00,99.53
2402.00,99.54
2401.00,99.56
2400.00,99.58
2399.00,99.62
2398.00,99.64
2397.00,99.65
2396.00,99.65
2395.00,99.65
2394.00,99.66
2393.00,99.67
2392.00,99.69
2391.00,99.71
2390.00,99.73
2389.00,99.74
2388.00,99.74
2387.00,99.76
2386.00,99.80
2385.00,99.85
2384.00,99.90
2383.00,99.97
2382.00,100.03
2381.00,100.08
2380.00,100.12
2379.00,100.14
2378.00,100.14
2377.00,100.12
2376.00,100.10
2375.00,100.09
2374.00,100.10
2373.00,100.15
2372.00,100.20
2371.00,100.27
2370.00,100.33
2369.00,100.37
2368.00,100.39
2367.00,100.37
2366.00,100.31
2365.00,100.24
2364.00,100.17
2363.00,100.17
2362.00,100.22
2361.00,100.30
2360.00,100.37
2359.00,100.40
2358.00,100.39
2357.00,100.35
2356.00,100.31
2355.00,100.29
2354.00,100.29
2353.00,100.31
2352.00,100.34
2351.00,100.38
2350.00,100.41
2349.00,100.44
2348.00,100.48
2347.00,100.51
2346.00,100.51
2345.00,100.46
2344.00,100.37
2343.00,100.31
2342.00,100.29
2341.00,100.30
2340.00,100.30
2339.00,100.29
2338.00,100.26
2337.00,100.23
2336.00,100.20
2335.00,100.18
2334.00,100.19
2333.00,100.19
2332.00,100.20
2331.00,100.20
2330.00,100.19
2329.00,100.16
2328.00,100.11
2327.00,100.03
2326.00,99.94
2325.00,99.86
2324.00,99.82
2323.00,99.83
2322.00,99.86
2321.00,99.87
2320.00,99.84
2319.00,99.78
2318.00,99.75
2317.00,99.75
2316.00,99.80
2315.00,99.85
2314.00,99.88
2313.00,99.88
2312.00,99.85
2311.00,99.81
2310.00,99.78
2309.00,99.75
2308.00,99.73
2307.00,99.72
2306.00,99.71
2305.00,99.69
2304.00,99.66
2303.00,99.62
2302.00,99.59
2301.00,99.57
2300.00,99.55
2299.00,99.54
2298.00,99.53
2297.00,99.51
2296.00,99.50
2295.00,99.48
2294.00,99.43
2293.00,99.37
2292.00,99.31
2291.00,99.27
2290.00,99.23
2289.00,99.19
2288.00,99.15
2287.00,99.11
2286.00,99.09
2285.00,99.07
2284.00,99.05
2283.00,99.04
2282.00,99.03
2281.00,99.03
2280.00,99.01
2279.00,99.00
2278.00,99.00
2277.00,99.01
2276.00,99.04
2275.00,99.06
2274.00,99.05
2273.00,99.01
2272.00,98.96
2271.00,98.91
2270.00,98.89
2269.00,98.89
2268.00,98.92
2267.00,98.94
2266.00,98.94
2265.00,98.91
2264.00,98.86
2263.00,98.80
2262.00,98.76
2261.00,98.73
2260.00,98.72
2259.00,98.72
2258.00,98.74
2257.00,98.75
2256.00,98.74
2255.00,98.73
2254.00,98.73
2253.00,98.74
2252.00,98.74
2251.00,98.73
2250.00,98.71
2249.00,98.67
2248.00,98.63
2247.00,98.60
2246.00,98.56
2245.00,98.54
2244.00,98.52
2243.00,98.51
2242.00,98.50
2241.00,98.48
2240.00,98.47
2239.00,98.49
2238.00,98.54
2237.00,98.57
2236.00,98.57
2235.00,98.53
2234.00,98.49
2233.00,98.45
2232.00,98.42
2231.00,98.42
2230.00,98.43
2229.00,98.44
2228.00,98.42
2227.00,98.39
2226.00,98.36
2225.00,98.34
2224.00,98.31
2223.00,98.29
2222.00,98.27
2221.00,98.25
2220.00,98.21
2219.00,98.18
2218.00,98.17
2217.00,98.20
2216.00,98.24
2215.00,98.26
2214.00,98.23
2213.00,98.17
2212.00,98.10
2211.00,98.06
2210.00,98.04
2209.00,98.03
2208.00,98.04
2207.00,98.09
2206.00,98.14
2205.00,98.14
2204.00,98.09
2203.00,98.05
2202.00,98.04
2201.00,98.04
2200.00,98.03
2199.00,97.99
2198.00,97.94
2197.00,97.89
2196.00,97.85
2195.00,97.81
2194.00,97.76
2193.00,97.71
2192.00,97.68
2191.00,97.67
2190.00,97.65
2189.00,97.61
2188.00,97.57
2187.00,97.55
2186.00,97.54
2185.00,97.51
2184.00,97.48
2183.00,97.45
2182.00,97.46
2181.00,97.48
2180.00,97.52
2179.00,97.56
2178.00,97.61
2177.00,97.64
2176.00,97.61
2175.00,97.53
2174.00,97.44
2173.00,97.35
2172.00,97.29
2171.00,97.24
2170.00,97.18
2169.00,97.11
2168.00,97.05
2167.00,97.01
2166.00,96.99
2165.00,96.96
2164.00,96.90
2163.00,96.83
2162.00,96.78
2161.00,96.82
2160.00,96.98
2159.00,97.22
2158.00,97.43
2157.00,97.56
2156.00,97.62
2155.00,97.66
2154.00,97.70
2153.00,97.72
2152.00,97.73
2151.00,97.75
2150.00,97.78
2149.00,97.83
2148.00,97.91
2147.00,97.99
2146.00,98.05
2145.00,98.09
2144.00,98.12
2143.00,98.16
2142.00,98.19
2141.00,98.20
2140.00,98.22
2139.00,98.27
2138.00,98.35
2137.00,98.43
2136.00,98.50
2135.00,98.57
2134.00,98.63
2133.00,98.65
2132.00,98.65
2131.00,98.66
2130.00,98.69
2129.00,98.73
2128.00,98.76
2127.00,98.77
2126.00,98.77
2125.00,98.76
2124.00,98.76
2123.00,98.77
2122.00,98.79
2121.00,98.79
2120.00,98.77
2119.00,98.73
2118.00,98.69
2117.00,98.64
2116.00,98.62
2115.00,98.63
2114.00,98.66
2113.00,98.69
2112.00,98.71
2111.00,98.71
2110.00,98.71
2109.00,98.70
2108.00,98.68
2107.00,98.68
2106.00,98.68
2105.00,98.66
2104.00,98.62
2103.00,98.59
2102.00,98.58
2101.00,98.60
2100.00,98.63
2099.00,98.65
2098.00,98.66
2097.00,98.67
2096.00,98.70
2095.00,98.74
2094.00,98.78
2093.00,98.77
2092.00,98.72
2091.00,98.66
2090.00,98.63
2089.00,98.61
2088.00,98.61
2087.00,98.60
2086.00,98.58
2085.00,98.56
2084.00,98.54
2083.00,98.55
2082.00,98.58
2081.00,98.60
2080.00,98.60
2079.00,98.59
2078.00,98.56
2077.00,98.53
2076.00,98.50
2075.00,98.50
2074.00,98.52
2073.00,98.51
2072.00,98.48
2071.00,98.44
2070.00,98.41
2069.00,98.40
2068.00,98.42
2067.00,98.46
2066.00,98.51
2065.00,98.53
2064.00,98.52
2063.00,98.51
2062.00,98.51
2061.00,98.50
2060.00,98.45
2059.00,98.38
2058.00,98.31
2057.00,98.25
2056.00,98.21
2055.00,98.19
2054.00,98.18
2053.00,98.13
2052.00,98.03
2051.00,97.91
2050.00,97.80
2049.00,97.73
2048.00,97.71
2047.00,97.74
2046.00,97.80
2045.00,97.84
2044.00,97.84
2043.00,97.82
2042.00,97.78
2041.00,97.72
2040.00,97.63
2039.00,97.55
2038.00,97.49
2037.00,97.47
2036.00,97.49
2035.00,97.51
2034.00,97.53
2033.00,97.54
2032.00,97.55
2031.00,97.56
2030.00,97.56
2029.00,97.53
2028.00,97.49
2027.00,97.47
2026.00,97.48
2025.00,97.50
2024.00,97.52
2023.00,97.54
2022.00,97.56
2021.00,97.57
2020.00,97.57
2019.00,97.57
2018.00,97.56
2017.00,97.53
2016.00,97.50
2015.00,97.48
2014.00,97.51
2013.00,97.59
2012.00,97.68
2011.00,97.74
2010.00,97.74
2009.00,97.72
2008.00,97.74
2007.00,97.81
2006.00,97.92
2005.00,98.00
2004.00,98.01
2003.00,97.96
2002.00,97.88
2001.00,97.82
2000.00,97.83
1999.00,97.89
1998.00,97.95
1997.00,97.96
1996.00,97.93
1995.00,97.91
1994.00,97.92
1993.00,97.95
1992.00,97.96
1991.00,97.94
1990.00,97.90
1989.00,97.85
1988.00,97.82
1987.00,97.82
1986.00,97.82
1985.00,97.79
1984.00,97.74
1983.00,97.68
1982.00,97.59
1981.00,97.46
1980.00,97.35
1979.00,97.35
1978.00,97.45
1977.00,97.58
1976.00,97.70
1975.00,97.81
1974.00,97.91
1973.00,97.95
1972.00,97.94
1971.00,97.90
1970.00,97.88
1969.00,97.88
1968.00,97.91
1967.00,97.98
1966.00,98.07
1965.00,98.13
1964.00,98.14
1963.00,98.14
1962.00,98.18
1961.00,98.23
1960.00,98.26
1959.00,98.26
1958.00,98.25
1957.00,98.24
1956.00,98.25
1955.00,98.30
1954.00,98.38
1953.00,98.47
1952.00,98.53
1951.00,98.57
1950.00,98.57
1949.00,98.53
1948.00,98.50
1947.00,98.50
1946.00,98.54
1945.00,98.61
1944.00,98.70
1943.00,98.80
1942.00,98.87
1941.00,98.87
1940.00,98.82
1939.00,98.77
1938.00,98.75
1937.00,98.76
1936.00,98.77
1935.00,98.79
1934.00,98.80
1933.00,98.82
1932.00,98.84
1931.00,98.87
1930.00,98.89
1929.00,98.89
1928.00,98.88
1927.00,98.90
1926.00,98.93
1925.00,98.95
1924.00,98.96
1923.00,98.98
1922.00,99.01
1921.00,99.02
1920.00,99.01
1919.00,98.99
1918.00,98.96
1917.00,98.94
1916.00,98.96
1915.00,99.02
1914.00,99.09
1913.00,99.14
1912.00,99.15
1911.00,99.15
1910.00,99.15
1909.00,99.14
1908.00,99.12
1907.00,99.12
1906.00,99.12
1905.00,99.11
1904.00,99.11
1903.00,99.12
1902.00,99.14
1901.00,99.16
1900.00,99.18
1899.00,99.19
1898.00,99.21
1897.00,99.22
1896.00,99.22
1895.00,99.22
1894.00,99.23
1893.00,99.24
1892.00,99.26
1891.00,99.30
1890.00,99.33
1889.00,99.35
1888.00,99.34
1887.00,99.31
1886.00,99.29
1885.00,99.26
1884.00,99.23
1883.00,99.22
1882.00,99.21
1881.00,99.21
1880.00,99.21
1879.00,99.22
1878.00,99.24
1877.00,99.24
1876.00,99.23
1875.00,99.23
1874.00,99.27
1873.00,99.31
1872.00,99.34
1871.00,99.37
1870.00,99.40
1869.00,99.41
1868.00,99.40
1867.00,99.36
1866.00,99.31
1865.00,99.26
1864.00,99.24
1863.00,99.26
1862.00,99.30
1861.00,99.32
1860.00,99.33
1859.00,99.34
1858.00,99.36
1857.00,99.36
1856.00,99.34
1855.00,99.34
1854.00,99.34
1853.00,99.34
1852.00,99.34
1851.00,99.34
1850.00,99.35
1849.00,99.38
1848.00,99.42
1847.00,99.46
1846.00,99.47
1845.00,99.44
1844.00,99.40
1843.00,99.37
1842.00,99.34
1841.00,99.31
1840.00,99.29
1839.00,99.29
1838.00,99.30
1837.00,99.30
1836.00,99.29
1835.00,99.28
1834.00,99.28
1833.00,99.28
1832.00,99.26
1831.00,99.26
1830.00,99.29
1829.00,99.32
1828.00,99.33
1827.00,99.34
1826.00,99.34
1825.00,99.32
1824.00,99.28
1823.00,99.23
1822.00,99.20
1821.00,99.18
1820.00,99.18
1819.00,99.19
1818.00,99.21
1817.00,99.21
1816.00,99.19
1815.00,99.18
1814.00,99.17
1813.00,99.17
1812.00,99.16
1811.00,99.16
1810.00,99.15
1809.00,99.14
1808.00,99.11
1807.00,99.08
1806.00,99.06
1805.00,99.05
1804.00,99.05
1803.00,99.04
1802.00,99.04
1801.00,99.02
1800.00,98.98
1799.00,98.95
1798.00,98.93
1797.00,98.92
1796.00,98.90
1795.00,98.88
1794.00,98.87
1793.00,98.85
1792.00,98.81
1791.00,98.75
1790.00,98.67
1789.00,98.60
1788.00,98.54
1787.00,98.51
1786.00,98.48
1785.00,98.44
1784.00,98.38
1783.00,98.32
1782.00,98.26
1781.00,98.21
1780.00,98.16
1779.00,98.12
1778.00,98.08
1777.00,98.04
1776.00,98.00
1775.00,97.94
1774.00,97.88
1773.00,97.81
1772.00,97.74
1771.00,97.65
1770.00,97.53
1769.00,97.36
1768.00,97.18
1767.00,97.02
1766.00,96.91
1765.00,96.80
1764.00,96.66
1763.00,96.49
1762.00,96.30
1761.00,96.09
1760.00,95.87
1759.00,95.65
1758.00,95.40
1757.00,95.11
1756.00,94.80
1755.00,94.51
1754.00,94.22
1753.00,93.90
1752.00,93.48
1751.00,92.98
1750.00,92.38
1749.00,91.67
1748.00,90.89
1747.00,90.13
1746.00,89.42
1745.00,88.74
1744.00,88.07
1743.00,87.46
1742.00,86.91
1741.00,86.39
1740.00,85.89
1739.00,85.49
1738.00,85.21
1737.00,85.01
1736.00,84.81
1735.00,84.66
1734.00,84.59
1733.00,84.60
1732.00,84.64
1731.00,84.76
1730.00,84.95
1729.00,85.20
1728.00,85.46
1727.00,85.72
1726.00,86.00
1725.00,86.26
1724.00,86.51
1723.00,86.75
1722.00,86.96
1721.00,87.12
1720.00,87.23
1719.00,87.35
1718.00,87.52
1717.00,87.67
1716.00,87.73
1715.00,87.76
1714.00,87.77
1713.00,87.75
1712.00,87.72
1711.00,87.71
1710.00,87.72
1709.00,87.73
1708.00,87.71
1707.00,87.67
1706.00,87.63
1705.00,87.60
1704.00,87.57
1703.00,87.54
1702.00,87.49
1701.00,87.36
1700.00,87.15
1699.00,86.95
1698.00,86.71
1697.00,86.34
1696.00,85.85
1695.00,85.40
1694.00,85.06
1693.00,84.75
1692.00,84.41
1691.00,84.05
1690.00,83.68
1689.00,83.31
1688.00,82.96
1687.00,82.66
1686.00,82.34
1685.00,81.86
1684.00,81.22
1683.00,80.66
1682.00,80.23
1681.00,79.78
1680.00,79.32
1679.00,78.90
1678.00,78.54
1677.00,78.17
1676.00,77.73
1675.00,77.31
1674.00,76.98
1673.00,76.73
1672.00,76.46
1671.00,76.14
1670.00,75.77
1669.00,75.37
1668.00,75.02
1667.00,74.73
1666.00,74.49
1665.00,74.20
1664.00,73.83
1663.00,73.39
1662.00,72.95
1661.00,72.54
1660.00,72.15
1659.00,71.79
1658.00,71.49
1657.00,71.24
1656.00,71.02
1655.00,70.74
1654.00,70.28
1653.00,69.60
1652.00,69.11
1651.00,68.89
1650.00,68.79
1649.00,68.66
1648.00,68.47
1647.00,68.22
1646.00,68.02
1645.00,67.88
1644.00,67.79
1643.00,67.73
1642.00,67.70
1641.00,67.68
1640.00,67.68
1639.00,67.70
1638.00,67.72
1637.00,67.72
1636.00,67.68
1635.00,67.65
1634.00,67.67
1633.00,67.69
1632.00,67.70
1631.00,67.72
1630.00,67.78
1629.00,67.86
1628.00,67.96
1627.00,68.09
1626.00,68.26
1625.00,68.46
1624.00,68.70
1623.00,69.01
1622.00,69.35
1621.00,69.70
1620.00,70.03
1619.00,70.40
1618.00,70.85
1617.00,71.40
1616.00,71.97
1615.00,72.48
1614.00,72.93
1613.00,73.39
1612.00,73.90
1611.00,74.45
1610.00,75.02
1609.00,75.58
1608.00,76.14
1607.00,76.67
1606.00,77.17
1605.00,77.66
1604.00,78.16
1603.00,78.64
1602.00,79.09
1601.00,79.50
1600.00,79.88
1599.00,80.23
1598.00,80.54
1597.00,80.85
1596.00,81.17
1595.00,81.48
1594.00,81.77
1593.00,82.03
1592.00,82.28
1591.00,82.50
1590.00,82.69
1589.00,82.85
1588.00,83.01
1587.00,83.14
1586.00,83.23
1585.00,83.30
1584.00,83.35
1583.00,83.39
1582.00,83.39
1581.00,83.38
1580.00,83.39
1579.00,83.39
1578.00,83.33
1577.00,83.20
1576.00,83.04
1575.00,82.88
1574.00,82.74
1573.00,82.62
1572.00,82.51
1571.00,82.36
1570.00,82.12
1569.00,81.83
1568.00,81.56
1567.00,81.32
1566.00,81.05
1565.00,80.77
1564.00,80.52
1563.00,80.33
1562.00,80.16
1561.00,79.98
1560.00,79.64
1559.00,79.00
1558.00,78.35
1557.00,77.90
1556.00,77.53
1555.00,77.12
1554.00,76.69
1553.00,76.31
1552.00,75.98
1551.00,75.65
1550.00,75.27
1549.00,74.90
1548.00,74.61
1547.00,74.39
1546.00,74.20
1545.00,74.00
1544.00,73.82
1543.00,73.67
1542.00,73.50
1541.00,73.25
1540.00,72.95
1539.00,72.72
1538.00,72.59
1537.00,72.52
1536.00,72.47
1535.00,72.43
1534.00,72.38
1533.00,72.32
1532.00,72.27
1531.00,72.25
1530.00,72.25
1529.00,72.28
1528.00,72.32
1527.00,72.38
1526.00,72.44
1525.00,72.49
1524.00,72.55
1523.00,72.60
1522.00,72.64
1521.00,72.63
1520.00,72.62
1519.00,72.60
1518.00,72.58
1517.00,72.58
1516.00,72.62
1515.00,72.71
1514.00,72.84
1513.00,73.05
1512.00,73.32
1511.00,73.65
1510.00,73.98
1509.00,74.30
1508.00,74.65
1507.00,75.07
1506.00,75.47
1505.00,75.77
1504.00,76.03
1503.00,76.30
1502.00,76.63
1501.00,77.02
1500.00,77.45
1499.00,77.90
1498.00,78.35
1497.00,78.79
1496.00,79.22
1495.00,79.63
1494.00,80.03
1493.00,80.42
1492.00,80.84
1491.00,81.31
1490.00,81.77
1489.00,82.14
1488.00,82.39
1487.00,82.61
1486.00,82.80
1485.00,82.95
1484.00,83.04
1483.00,83.09
1482.00,83.09
1481.00,83.00
1480.00,82.83
1479.00,82.61
1478.00,82.27
1477.00,81.74
1476.00,80.95
1475.00,79.91
1474.00,78.60
1473.00,77.13
1472.00,75.87
1471.00,75.09
1470.00,74.63
1469.00,74.26
1468.00,73.91
1467.00,73.55
1466.00,73.16
1465.00,72.78
1464.00,72.59
1463.00,72.72
1462.00,73.11
1461.00,73.63
1460.00,74.17
1459.00,74.62
1458.00,74.89
1457.00,74.97
1456.00,75.00
1455.00,75.09
1454.00,75.24
1453.00,75.47
1452.00,75.76
1451.00,76.06
1450.00,76.33
1449.00,76.56
1448.00,76.75
1447.00,76.91
1446.00,77.05
1445.00,77.20
1444.00,77.38
1443.00,77.59
1442.00,77.81
1441.00,78.04
1440.00,78.29
1439.00,78.54
1438.00,78.81
1437.00,79.12
1436.00,79.40
1435.00,79.64
1434.00,79.86
1433.00,80.09
1432.00,80.35
1431.00,80.61
1430.00,80.85
1429.00,81.05
1428.00,81.19
1427.00,81.29
1426.00,81.36
1425.00,81.41
1424.00,81.42
1423.00,81.39
1422.00,81.36
1421.00,81.33
1420.00,81.26
1419.00,81.14
1418.00,80.99
1417.00,80.87
1416.00,80.77
1415.00,80.71
1414.00,80.70
1413.00,80.72
1412.00,80.76
1411.00,80.78
1410.00,80.78
1409.00,80.78
1408.00,80.77
1407.00,80.76
1406.00,80.73
1405.00,80.67
1404.00,80.58
1403.00,80.48
1402.00,80.39
1401.00,80.31
1400.00,80.21
1399.00,80.10
1398.00,79.98
1397.00,79.87
1396.00,79.74
1395.00,79.58
1394.00,79.42
1393.00,79.28
1392.00,79.17
1391.00,79.05
1390.00,78.93
1389.00,78.77
1388.00,78.51
1387.00,78.19
1386.00,77.85
1385.00,77.57
1384.00,77.37
1383.00,77.23
1382.00,77.16
1381.00,77.12
1380.00,77.11
1379.00,77.13
1378.00,77.20
1377.00,77.35
1376.00,77.56
1375.00,77.84
1374.00,78.13
1373.00,78.39
1372.00,78.58
1371.00,78.72
1370.00,78.82
1369.00,78.90
1368.00,78.96
1367.00,79.06
1366.00,79.23
1365.00,79.48
1364.00,79.82
1363.00,80.19
1362.00,80.51
1361.00,80.73
1360.00,80.88
1359.00,81.00
1358.00,81.10
1357.00,81.20
1356.00,81.29
1355.00,81.37
1354.00,81.43
1353.00,81.48
1352.00,81.51
1351.00,81.52
1350.00,81.52
1349.00,81.51
1348.00,81.50
1347.00,81.49
1346.00,81.50
1345.00,81.51
1344.00,81.53
1343.00,81.57
1342.00,81.62
1341.00,81.67
1340.00,81.69
1339.00,81.68
1338.00,81.65
1337.00,81.62
1336.00,81.58
1335.00,81.54
1334.00,81.50
1333.00,81.45
1332.00,81.41
1331.00,81.38
1330.00,81.37
1329.00,81.38
1328.00,81.40
1327.00,81.42
1326.00,81.44
1325.00,81.44
1324.00,81.42
1323.00,81.38
1322.00,81.33
1321.00,81.26
1320.00,81.18
1319.00,81.10
1318.00,81.00
1317.00,80.90
1316.00,80.78
1315.00,80.66
1314.00,80.52
1313.00,80.39
1312.00,80.25
1311.00,80.13
1310.00,80.04
1309.00,79.98
1308.00,79.96
1307.00,79.95
1306.00,79.95
1305.00,79.95
1304.00,79.95
1303.00,79.93
1302.00,79.90
1301.00,79.87
1300.00,79.83
1299.00,79.78
1298.00,79.73
1297.00,79.67
1296.00,79.62
1295.00,79.57
1294.00,79.53
1293.00,79.48
1292.00,79.41
1291.00,79.33
1290.00,79.24
1289.00,79.16
1288.00,79.09
1287.00,79.04
1286.00,78.99
1285.00,78.94
1284.00,78.88
1283.00,78.81
1282.00,78.73
1281.00,78.65
1280.00,78.58
1279.00,78.52
1278.00,78.47
1277.00,78.41
1276.00,78.34
1275.00,78.25
1274.00,78.16
1273.00,78.06
1272.00,77.95
1271.00,77.83
1270.00,77.70
1269.00,77.55
1268.00,77.38
1267.00,77.23
1266.00,77.12
1265.00,77.04
1264.00,76.99
1263.00,76.95
1262.00,76.90
1261.00,76.84
1260.00,76.75
1259.00,76.63
1258.00,76.49
1257.00,76.34
1256.00,76.18
1255.00,76.03
1254.00,75.91
1253.00,75.79
1252.00,75.67
1251.00,75.54
1250.00,75.40
1249.00,75.25
1248.00,75.10
1247.00,74.97
1246.00,74.85
1245.00,74.75
1244.00,74.68
1243.00,74.65
1242.00,74.65
1241.00,74.66
1240.00,74.67
1239.00,74.66
1238.00,74.67
1237.00,74.67
1236.00,74.68
1235.00,74.68
1234.00,74.69
1233.00,74.70
1232.00,74.71
1231.00,74.72
1230.00,74.74
1229.00,74.78
1228.00,74.84
1227.00,74.91
1226.00,74.99
1225.00,75.05
1224.00,75.08
1223.00,75.11
1222.00,75.16
1221.00,75.23
1220.00,75.34
1219.00,75.49
1218.00,75.67
1217.00,75.85
1216.00,76.02
1215.00,76.17
1214.00,76.29
1213.00,76.37
1212.00,76.40
1211.00,76.39
1210.00,76.36
1209.00,76.30
1208.00,76.21
1207.00,76.06
1206.00,75.87
1205.00,75.66
1204.00,75.50
1203.00,75.39
1202.00,75.36
1201.00,75.38
1200.00,75.46
1199.00,75.56
1198.00,75.69
1197.00,75.82
1196.00,75.94
1195.00,76.05
1194.00,76.14
1193.00,76.18
1192.00,76.17
1191.00,76.11
1190.00,76.01
1189.00,75.88
1188.00,75.74
1187.00,75.60
1186.00,75.46
1185.00,75.32
1184.00,75.18
1183.00,75.05
1182.00,74.91
1181.00,74.78
1180.00,74.66
1179.00,74.56
1178.00,74.47
1177.00,74.37
1176.00,74.27
1175.00,74.18
1174.00,74.12
1173.00,74.11
1172.00,74.17
1171.00,74.28
1170.00,74.43
1169.00,74.60
1168.00,74.77
1167.00,74.96
1166.00,75.17
1165.00,75.39
1164.00,75.61
1163.00,75.84
1162.00,76.06
1161.00,76.29
1160.00,76.53
1159.00,76.78
1158.00,77.03
1157.00,77.28
1156.00,77.53
1155.00,77.78
1154.00,78.03
1153.00,78.29
1152.00,78.55
1151.00,78.81
1150.00,79.05
1149.00,79.29
1148.00,79.53
1147.00,79.77
1146.00,79.99
1145.00,80.19
1144.00,80.36
1143.00,80.50
1142.00,80.59
1141.00,80.63
1140.00,80.66
1139.00,80.69
1138.00,80.74
1137.00,80.81
1136.00,80.88
1135.00,80.93
1134.00,80.97
1133.00,80.97
1132.00,80.94
1131.00,80.91
1130.00,80.88
1129.00,80.82
1128.00,80.75
1127.00,80.69
1126.00,80.64
1125.00,80.60
1124.00,80.56
1123.00,80.51
1122.00,80.46
1121.00,80.41
1120.00,80.36
1119.00,80.30
1118.00,80.24
1117.00,80.17
1116.00,80.12
1115.00,80.11
1114.00,80.14
1113.00,80.19
1112.00,80.24
1111.00,80.27
1110.00,80.29
1109.00,80.29
1108.00,80.28
1107.00,80.26
1106.00,80.23
1105.00,80.18
1104.00,80.13
1103.00,80.09
1102.00,80.10
1101.00,80.15
1100.00,80.18
1099.00,80.18
1098.00,80.15
1097.00,80.11
1096.00,80.07
1095.00,80.04
1094.00,79.98
1093.00,79.89
1092.00,79.75
1091.00,79.60
1090.00,79.45
1089.00,79.31
1088.00,79.16
1087.00,79.02
1086.00,78.91
1085.00,78.81
1084.00,78.72
1083.00,78.65
1082.00,78.61
1081.00,78.62
1080.00,78.66
1079.00,78.70
1078.00,78.72
1077.00,78.74
1076.00,78.79
1075.00,78.87
1074.00,78.96
1073.00,79.04
1072.00,79.11
1071.00,79.19
1070.00,79.29
1069.00,79.39
1068.00,79.47
1067.00,79.55
1066.00,79.60
1065.00,79.64
1064.00,79.66
1063.00,79.69
1062.00,79.73
1061.00,79.79
1060.00,79.85
1059.00,79.91
1058.00,79.95
1057.00,79.97
1056.00,79.97
1055.00,79.98
1054.00,80.00
1053.00,80.02
1052.00,80.04
1051.00,80.05
1050.00,80.07
1049.00,80.08
1048.00,80.07
1047.00,80.05
1046.00,80.03
1045.00,80.02
1044.00,80.04
1043.00,80.09
1042.00,80.16
1041.00,80.25
1040.00,80.37
1039.00,80.52
1038.00,80.69
1037.00,80.87
1036.00,81.05
1035.00,81.23
1034.00,81.40
1033.00,81.57
1032.00,81.73
1031.00,81.88
1030.00,82.01
1029.00,82.13
1028.00,82.23
1027.00,82.33
1026.00,82.42
1025.00,82.51
1024.00,82.59
1023.00,82.67
1022.00,82.76
1021.00,82.86
1020.00,82.95
1019.00,83.04
1018.00,83.11
1017.00,83.16
1016.00,83.20
1015.00,83.24
1014.00,83.30
1013.00,83.38
1012.00,83.46
1011.00,83.54
1010.00,83.63
1009.00,83.72
1008.00,83.83
1007.00,83.94
1006.00,84.04
1005.00,84.13
1004.00,84.18
1003.00,84.21
1002.00,84.23
1001.00,84.26
1000.00,84.32
999.00,84.38
998.00,84.44
997.00,84.48
996.00,84.51
995.00,84.52
994.00,84.53
993.00,84.54
992.00,84.54
991.00,84.55
990.00,84.56
989.00,84.57
988.00,84.58
987.00,84.59
986.00,84.60
985.00,84.62
984.00,84.66
983.00,84.72
982.00,84.80
981.00,84.89
980.00,84.97
979.00,85.06
978.00,85.15
977.00,85.26
976.00,85.38
975.00,85.50
974.00,85.61
973.00,85.71
972.00,85.80
971.00,85.89
970.00,86.00
969.00,86.12
968.00,86.25
967.00,86.36
966.00,86.43
965.00,86.47
964.00,86.48
963.00,86.47
962.00,86.47
961.00,86.47
960.00,86.48
959.00,86.50
958.00,86.53
957.00,86.58
956.00,86.63
955.00,86.70
954.00,86.77
953.00,86.84
952.00,86.91
951.00,86.96
950.00,87.00
949.00,87.04
948.00,87.07
947.00,87.10
946.00,87.14
945.00,87.16
944.00,87.17
943.00,87.18
942.00,87.17
941.00,87.16
940.00,87.15
939.00,87.13
938.00,87.11
937.00,87.10
936.00,87.09
935.00,87.06
934.00,87.04
933.00,87.04
932.00,87.09
931.00,87.17
930.00,87.25
929.00,87.29
928.00,87.29
927.00,87.26
926.00,87.24
925.00,87.24
924.00,87.26
923.00,87.29
922.00,87.33
921.00,87.36
920.00,87.42
919.00,87.49
918.00,87.59
917.00,87.70
916.00,87.81
915.00,87.90
914.00,87.96
913.00,88.00
912.00,88.04
911.00,88.08
910.00,88.14
909.00,88.20
908.00,88.27
907.00,88.31
906.00,88.32
905.00,88.31
904.00,88.30
903.00,88.29
902.00,88.28
901.00,88.27
900.00,88.25
899.00,88.22
898.00,88.17
897.00,88.12
